gene_id	TCGA-BH-A1FE-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
ANKRD6	280.9723	ANKRD6	412.2913
ANKRD9	9.6963	ANKRD9	25.4977
ANKS1A	1287.4554	ANKS1A	1178.4841
ANKS1B	109.0836	ANKS1B	119.1058
ANKS3	107.4675	ANKS3	95.3545
ANKS6	122.2813	ANKS6	179.8812
ANKZF1	415.8643	ANKZF1	677.2616
ANLN	1139.5866	ANLN	164.5127
ANO10	1034.8125	ANO10	794.2717
ANO1	5211.7703	ANO1	9073.0003
ANO2	18.5846	ANO2	32.4834
removed	removed	ANO3	40.5169
ANO4	14.2751	removed	removed
removed	removed	ANO5	43.3112
ANO6	3569.3219	ANO6	4916.5211
ANO7	16.1605	ANO7	12.9235
ANO8	149.7542	ANO8	228.4317
ANO9	130.6309	ANO9	95.0052
ANP32A	2863.9149	ANP32A	2359.0639
ANP32B	1381.9945	ANP32B	1879.8463
ANP32E	1352.0975	ANP32E	1585.7492
ANPEP	987.9469	ANPEP	2882.2913
ANTXR1	6796.8487	ANTXR1	3479.5669
ANTXR2	1560.8377	ANTXR2	1821.5159
ANUBL1	329.9441	ANUBL1	402.3751
ANXA11	1481.6511	ANXA11	1714.635
ANXA13	6.1949	ANXA13	5.9378
ANXA1	3035.7552	ANXA1	11885.4349
ANXA2P1	73.5304	ANXA2P1	38.072
ANXA2P2	4782.4389	ANXA2P2	2190.709
ANXA2P3	5.1175	removed	removed
ANXA2	14247.3907	ANXA2	7064.6175
ANXA3	520.6383	ANXA3	1261.2644
ANXA4	1459.0263	ANXA4	1208.5225
ANXA5	5370.1434	ANXA5	5211.6661
ANXA6	5037.5059	ANXA6	2420.5379
ANXA7	2869.5711	ANXA7	2646.1753
ANXA8L2	38.7853	ANXA8L2	195.599
ANXA8	130.3616	ANXA8	600.7719
ANXA9	539.2229	ANXA9	82.0817
AOAH	402.9358	AOAH	244.4988
AOC2	18.8539	AOC2	28.6413
AOC3	509.8647	AOC3	2345.0926
AOX1	264.7633	AOX1	396.4373
AP1AR	783.7856	AP1AR	953.1959
AP1B1	2732.2066	AP1B1	1159.6228
AP1G1	2897.852	AP1G1	3542.438
AP1G2	919.0142	AP1G2	1011.9909
AP1M1	824.4563	AP1M1	439.3992
AP1M2	1283.6846	AP1M2	575.9693
AP1S1	683.5903	AP1S1	244.1495
AP1S2	682.2436	AP1S2	482.0119
AP1S3	227.8634	AP1S3	126.7901
AP2A1	1489.7583	AP2A1	744.6664
AP2A2	1343.7479	AP2A2	1195.599
AP2B1	12327.7894	AP2B1	7424.38
AP2M1	5553.0267	AP2M1	3202.5847
AP2S1	967.2076	AP2S1	466.9927
AP3B1	1576.7288	AP3B1	1387.0066
AP3B2	24.2408	AP3B2	81.7324
AP3D1	3063.7667	AP3D1	1769.8219
AP3M1	2468.5206	AP3M1	2083.4789
AP3M2	812.8746	AP3M2	856.095
AP3S1	968.5543	AP3S1	1048.2012
AP3S2	1805.3518	AP3S2	1656.7656
AP4B1	291.3043	AP4B1	438.4282
AP4E1	580.163	AP4E1	661.1946
AP4M1	363.7439	AP4M1	194.6315
AP4S1	57.6392	AP4S1	144.6036
APAF1	958.858	APAF1	910.9326
APBA1	117.1638	APBA1	616.1369
APBA2	60.0633	APBA2	73.3496
APBA3	139.5192	APBA3	68.8089
APBB1IP	450.0707	APBB1IP	415.2986
APBB1	266.3794	APBB1	406.2173
APBB2	3079.6579	APBB2	1679.7066
APBB3	92.3844	APBB3	318.547
APCDD1L	29.6276	APCDD1L	1494.2368
APCDD1	558.0769	APCDD1	2033.8805
APC	1481.6511	APC	2213.7618
APEH	1900.4781	APEH	909.5355
APEX1	2748.0978	APEX1	2768.4247
APEX2	687.3611	APEX2	373.7338
APH1A	4841.6942	APH1A	3394.3416
APH1B	433.6408	APH1B	933.9853
API5	3702.3769	API5	4294.4464
APIP	314.6589	APIP	355.3895
APITD1	189.4472	APITD1	119.7869
APLF	106.6164	APLF	197.3454
APLNR	815.0293	APLNR	357.6668
APLN	30.4357	APLN	180.9291
APLP1	13.4671	APLP1	13.9714
APLP2	11722.3083	APLP2	11064.6175
APOA1BP	1104.8414	APOA1BP	575.9693
APOB48R	79.7253	APOB48R	40.5169
removed	removed	APOBEC2	7.6842
APOBEC3A	22.0861	removed	removed
APOBEC3B	376.8096	APOBEC3B	86.6224
APOBEC3C	323.7492	APOBEC3C	370.9396
APOBEC3D	161.0666	APOBEC3D	84.1774
APOBEC3F	376.5403	APOBEC3F	260.2166
APOBEC3G	605.7505	APOBEC3G	368.1453
APOBEC3H	9.9657	removed	removed
removed	removed	APOB	83.1296
APOC1	761.9689	APOC1	315.4034
APOC2	64.6421	APOC2	25.4977
APOD	4666.8911	APOD	18148.4457
APOE	747.1551	APOE	314.0063
APOL1	2025.4528	APOL1	459.3084
APOL2	698.1348	APOL2	300.0349
APOL3	783.7856	APOL3	670.9745
APOL4	303.5486	APOL4	199.4411
APOL6	3279.7791	APOL6	3191.0583
APOLD1	906.6056	APOLD1	1001.7464
APOM	19.3926	APOM	60.4261
APOOL	371.6921	APOOL	469.4377
APOO	244.5627	APOO	134.125
APPBP2	1754.4946	APPBP2	2351.3797
APPL1	2494.9162	APPL1	3673.4195
APPL2	1615.2448	APPL2	1691.233
APP	47109.8243	APP	37275.5851
APRT	731.5332	APRT	632.9025
APTX	649.1145	APTX	516.2417
AQP11	16.9686	AQP11	10.8278
AQP1	4122.012	AQP1	5264.7083
AQP3	406.7066	AQP3	460.007
removed	removed	AQP4	101.2924
AQP5	8.8883	AQP5	250.4366
removed	removed	AQP6	18.5121
removed	removed	AQP7P1	42.6126
AQP7	5.9255	AQP7	405.5187
AQP9	13.4671	removed	removed
removed	removed	AQPEP	107.576
AQR	1906.4036	AQR	1852.9514
ARAF	1023.7694	ARAF	762.4869
ARAP1	1341.2969	ARAP1	1015.2567
ARAP2	781.9002	ARAP2	904.9948
ARAP3	311.3595	ARAP3	390.1502
ARCN1	5316.5443	ARCN1	5533.0073
ARC	24.7795	ARC	91.8617
AREG	1006.5315	AREG	463.4998
ARF1	7789.9131	ARF1	4907.0905
ARF3	5769.8471	ARF3	3322.7384
ARF4	5223.352	ARF4	4895.2148
ARF5	2141.2295	ARF5	1079.5878
ARF6	7851.5925	ARF6	5511.701
ARFGAP1	923.3048	ARFGAP1	348.5854
ARFGAP2	1652.9527	ARFGAP2	1111.7709
ARFGAP3	1219.0425	ARFGAP3	1759.3433
ARFGEF1	4738.2964	ARFGEF1	2932.5882
ARFGEF2	6806.2757	ARFGEF2	3543.8351
ARFIP1	1492.1554	ARFIP1	1815.9273
ARFIP2	887.7517	ARFIP2	854.6979
ARFRP1	453.5722	ARFRP1	120.8523
removed	removed	ARG1	5.2393
ARG2	188.1355	ARG2	308.1348
ARGLU1	904.4509	ARGLU1	5189.6612
ARHGAP10	564.2718	ARHGAP10	487.6004
ARHGAP11A	612.2147	ARHGAP11A	190.0105
ARHGAP11B	58.7166	ARHGAP11B	20.6078
ARHGAP12	1043.9701	ARHGAP12	1916.1718
ARHGAP15	186.1154	ARHGAP15	101.6416
ARHGAP17	1211.7703	ARHGAP17	1142.5079
ARHGAP18	673.894	ARHGAP18	1018.1628
ARHGAP19	743.6536	ARHGAP19	1943.7653
ARHGAP1	5257.0197	ARHGAP1	2300.3842
ARHGAP20	159.1812	ARHGAP20	500.1746
ARHGAP21	2022.2207	ARHGAP21	3168.3549
ARHGAP22	43.9028	ARHGAP22	16.4163
ARHGAP23	480.237	ARHGAP23	550.4715
ARHGAP24	324.0186	ARHGAP24	385.2602
ARHGAP25	504.7472	ARHGAP25	363.2553
ARHGAP26	421.5204	ARHGAP26	1436.605
ARHGAP27	594.1687	ARHGAP27	464.5477
ARHGAP28	339.9098	ARHGAP28	334.614
ARHGAP29	3198.7072	ARHGAP29	3813.8316
ARHGAP30	694.9027	ARHGAP30	378.6238
ARHGAP31	1239.2431	ARHGAP31	1153.6849
ARHGAP32	2942.2934	ARHGAP32	2020.2585
ARHGAP33	65.7195	ARHGAP33	179.532
ARHGAP39	357.417	ARHGAP39	110.0244
ARHGAP42	222.1803	ARHGAP42	316.102
ARHGAP4	199.0438	ARHGAP4	126.4408
ARHGAP5	2514.3088	ARHGAP5	6342.6476
ARHGAP6	89.6909	ARHGAP6	178.1348
ARHGAP8	631.5103	ARHGAP8	377.1359
ARHGAP9	261.2619	ARHGAP9	156.4792
ARHGDIA	2831.3245	ARHGDIA	1433.1121
ARHGDIB	4182.0753	ARHGDIB	2446.0356
ARHGEF10L	555.3835	ARHGEF10L	641.6346
ARHGEF10	510.4033	ARHGEF10	955.6409
ARHGEF11	1350.2121	ARHGEF11	1086.6224
ARHGEF12	6688.3038	ARHGEF12	7281.8722
ARHGEF15	272.3049	ARHGEF15	388.0545
ARHGEF16	150.2929	ARHGEF16	65.6654
ARHGEF17	1124.2341	ARHGEF17	990.22
ARHGEF18	662.043	ARHGEF18	369.8917
ARHGEF19	413.9789	ARHGEF19	253.2309
ARHGEF1	661.2349	ARHGEF1	542.438
ARHGEF2	1372.5675	ARHGEF2	1168.7042
ARHGEF33	7.5416	ARHGEF33	26.8949
ARHGEF35	158.3732	ARHGEF35	258.1209
ARHGEF37	766.2784	ARHGEF37	1221.446
ARHGEF38	71.645	ARHGEF38	79.2875
ARHGEF3	1550.3333	ARHGEF3	1250.4366
ARHGEF4	40.6707	ARHGEF4	136.9193
ARHGEF5	178.3045	ARHGEF5	354.8725
ARHGEF6	1765.5377	ARHGEF6	4287.1114
ARHGEF7	1101.6093	ARHGEF7	2112.1202
ARHGEF9	530.0653	ARHGEF9	943.416
ARID1A	4674.702	ARID1A	3172.8956
ARID1B	2201.8719	ARID1B	2809.291
ARID2	1780.3515	ARID2	1568.6343
ARID3A	57.9086	ARID3A	31.0863
ARID3B	106.3901	ARID3B	104.7852
ARID4A	777.3214	ARID4A	1571.7779
ARID4B	2182.6005	ARID4B	2261.205
ARID5A	351.2221	ARID5A	1072.6511
ARID5B	4130.6309	ARID5B	6763.884
ARIH1	2758.3328	ARIH1	3247.293
ARIH2	1062.016	ARIH2	1594.132
ARL10	44.4415	ARL10	99.5459
ARL11	46.3268	ARL11	20.6078
ARL13B	312.9756	ARL13B	377.576
ARL15	424.2139	ARL15	920.7125
ARL16	248.8721	ARL16	247.6423
ARL17A	180.9279	ARL17A	213.5802
removed	removed	ARL17B	8.7531
ARL1	2247.3907	ARL1	2835.8365
ARL2BP	1280.9912	ARL2BP	1640.5868
ARL2	595.7848	ARL2	381.4181
ARL3	813.1439	ARL3	499.1268
ARL4A	381.6578	ARL4A	2111.7709
ARL4C	1443.9432	ARL4C	2796.0182
ARL4D	126.8601	ARL4D	104.0866
ARL5A	1212.0396	ARL5A	1596.577
ARL5B	573.1601	ARL5B	619.2805
ARL6IP1	9967.0056	ARL6IP1	5925.2532
ARL6IP4	376.5403	ARL6IP4	233.671
ARL6IP5	5795.1653	ARL6IP5	6069.5075
ARL6IP6	354.1849	ARL6IP6	454.7677
ARL6	81.3413	ARL6	126.7901
ARL8A	916.3019	ARL8A	744.6734
ARL8B	2493.0308	ARL8B	2657.3524
ARL9	12.3897	ARL9	10.4785
ARMC10	1008.091	ARMC10	952.5183
ARMC1	1080.0619	ARMC1	1049.249
ARMC2	75.1465	ARMC2	83.1296
ARMC3	64.9115	removed	removed
removed	removed	ARMC4	27.2441
ARMC5	131.9776	ARMC5	130.9815
ARMC6	379.4303	ARMC6	244.7712
ARMC7	313.7836	ARMC7	166.6085
ARMC8	938.9267	ARMC8	1148.4457
ARMC9	720.7595	ARMC9	182.3262
ARMCX1	517.1369	ARMCX1	866.9228
ARMCX2	512.8274	ARMCX2	984.9808
ARMCX3	1946.8049	ARMCX3	2061.1247
ARMCX5	329.9441	ARMCX5	536.8495
ARMCX6	183.6913	ARMCX6	206.7761
ARNT2	1061.208	ARNT2	340.5519
ARNTL2	117.1638	ARNTL2	79.9825
ARNTL	419.3657	ARNTL	555.3615
ARNT	1704.397	ARNT	2111.0723
ARPC1A	2455.6973	ARPC1A	1952.5742
ARPC1B	1453.8038	ARPC1B	253.5033
ARPC2	5345.9026	ARPC2	2993.0143
ARPC3	3784.5263	ARPC3	2396.088
ARPC4	2613.4186	ARPC4	1616.4024
ARPC5L	1257.2891	ARPC5L	354.8725
ARPC5	3159.9219	ARPC5	3225.6374
ARPM1	40.4013	ARPM1	53.4404
ARPP19	5783.0449	ARPP19	5540.6916
ARRB1	475.6582	ARRB1	684.5966
ARRB2	509.0566	ARRB2	395.3895
ARRDC1	789.4418	ARRDC1	328.3269
ARRDC2	252.1042	ARRDC2	261.2644
ARRDC3	4000	ARRDC3	16889.6263
ARRDC4	469.194	ARRDC4	2335.3126
removed	removed	ARRDC5	5.5885
ARSA	476.1969	ARSA	244.1495
ARSB	529.2573	ARSB	256.0251
ARSD	1965.6589	ARSD	2156.8285
ARSE	70.2983	ARSE	32.1341
ARSG	239.7145	ARSG	129.9336
ARSH	10.7737	removed	removed
ARSI	88.8829	ARSI	12.5742
ARSJ	200.9292	ARSJ	221.0968
ARSK	207.1241	ARSK	287.1114
removed	removed	ART3	5.9378
ART4	15.3525	ART4	20.6078
ART5	8.0803	ART5	13.9714
ARTN	34.4758	removed	removed
ARV1	326.4427	ARV1	431.0164
ARVCF	235.6744	ARVCF	187.9148
AR	1713.016	AR	434.16
AS3MT	364.7889	AS3MT	336.3605
ASAH1	10024.9141	ASAH1	4069.1582
ASAH2B	14.5445	ASAH2B	28.6413
ASAH2	26.1262	ASAH2	5.2393
ASAM	641.573	ASAM	764.9319
ASAP1	3669.7865	ASAP1	1420.5379
ASAP2	844.6569	ASAP2	867.6214
ASAP3	872.9378	ASAP3	664.3381
removed	removed	ASB12	6.6364
ASB13	739.6135	ASB13	485.854
ASB14	12.3897	ASB14	20.6078
ASB1	338.5254	ASB1	678.0056
ASB2	44.4415	ASB2	18.5121
ASB3	382.7352	ASB3	527.4188
removed	removed	ASB5	16.0671
ASB6	616.71	ASB6	474.8061
ASB7	628.3752	ASB7	660.1467
ASB8	919.534	ASB8	927.6982
ASB9	18.8539	ASB9	16.7656
ASCC1	712.6793	ASCC1	453.7199
ASCC2	970.4397	ASCC2	728.6064
ASCC3	2072.3184	ASCC3	2379.6717
ASCL2	98.3099	ASCL2	6.2871
ASF1A	414.2482	ASF1A	752.3577
ASF1B	727.4931	ASF1B	90.1153
removed	removed	ASFMR1	5.5885
ASH1L	3090.3912	ASH1L	5318.4527
ASH2L	944.0442	ASH2L	1339.504
ASL	290.3508	ASL	148.0964
ASMTL	181.5285	ASMTL	214.1111
ASNA1	2361.3225	ASNA1	439.7485
ASNSD1	1227.9308	ASNSD1	1769.4726
ASNS	643.997	ASNS	623.8212
ASPA	8.3496	ASPA	86.2731
removed	removed	ASPHD1	10.4785
ASPHD2	98.3099	ASPHD2	29.6891
ASPH	10431.346	ASPH	6065.9378
ASPM	724.5303	ASPM	126.0915
ASPN	4055.7538	ASPN	120.503
ASPRV1	31.0013	ASPRV1	57.3175
ASPSCR1	184.23	ASPSCR1	68.8089
ASRGL1	134.6711	ASRGL1	56.9333
ASS1	305.434	ASS1	1166.6085
ASTE1	226.875	ASTE1	364.9354
ASTN1	51.983	ASTN1	53.7897
ASTN2	506.6325	ASTN2	260.5658
ASXL1	1767.4231	ASXL1	2513.0981
ASXL2	1300.1145	ASXL2	1546.9787
ASXL3	14.8138	ASXL3	59.029
ATAD1	1326.7793	ATAD1	1749.2141
ATAD2B	714.5647	ATAD2B	676.563
ATAD2	4919.8034	ATAD2	785.5396
ATAD3A	147.5995	ATAD3A	82.431
ATAD3B	77.0318	ATAD3B	83.4789
ATAD3C	98.3099	ATAD3C	111.4216
ATAD5	250.4882	ATAD5	212.3647
ATE1	336.4083	ATE1	478.1698
ATF1	502.0537	ATF1	878.4492
ATF2	884.7889	ATF2	945.1624
ATF3	2285.9067	ATF3	5780.999
ATF4	4294.9296	ATF4	5958.7845
ATF5	634.8394	ATF5	409.0115
ATF6B	2899.2687	ATF6B	1450.22
ATF6	2531.008	ATF6	2442.5428
ATF7IP2	177.7658	ATF7IP2	84.876
ATF7IP	2170.6282	ATF7IP	2900.1048
ATF7	2455.1316	ATF7	4013.6989
ATG10	81.6107	ATG10	115.2637
ATG12	482.9304	ATG12	701.0129
ATG16L1	952.3938	ATG16L1	714.635
ATG16L2	153.0133	ATG16L2	307.4747
ATG2A	589.0512	ATG2A	374.0831
ATG2B	961.0127	ATG2B	2373.3846
ATG3	831.1898	ATG3	713.5871
ATG4A	361.7265	ATG4A	284.6664
ATG4B	569.928	ATG4B	477.8205
ATG4C	263.1473	ATG4C	424.7293
ATG4D	186.1962	ATG4D	133.2553
ATG5	1116.4231	ATG5	1190.3598
ATG7	660.5831	ATG7	579.8778
ATG9A	1444.8266	ATG9A	1093.7513
ATG9B	10.2188	ATG9B	13.5452
ATHL1	154.0637	ATHL1	914.0761
ATIC	2552.8247	ATIC	1465.9448
ATL1	388.3914	ATL1	696.4722
ATL2	1224.4293	ATL2	5184.0727
ATL3	936.7719	ATL3	616.4862
ATMIN	2026.5302	ATMIN	2621.0269
ATM	2515.3862	ATM	3787.6353
ATN1	3288.6674	ATN1	5569.3329
ATOH8	32.3211	ATOH8	91.5124
ATOX1	792.1352	ATOX1	343.6954
ATP10A	447.3773	ATP10A	139.7136
ATP10D	753.8886	ATP10D	1142.8571
ATP11A	499.091	ATP11A	900.4541
ATP11B	2073.6651	ATP11B	2768.774
ATP11C	1217.6958	ATP11C	1263.0108
ATP13A1	1408.39	ATP13A1	709.0465
ATP13A2	944.8522	ATP13A2	341.949
ATP13A3	3165.5781	ATP13A3	2832.3437
ATP13A4	155.9491	ATP13A4	408.313
ATP13A5	102.8887	ATP13A5	1172.5463
ATP1A1	9111.5642	ATP1A1	15229.4551
ATP1A2	15.0832	ATP1A2	579.4621
ATP1A3	17.2379	removed	removed
ATP1B1	2807.7032	ATP1B1	3872.197
ATP1B2	43.6334	ATP1B2	173.9434
ATP1B3	1718.9415	ATP1B3	1005.9378
ATP2A1	9.427	removed	removed
ATP2A2	6634.7047	ATP2A2	5692.9794
ATP2A3	1294.1889	ATP2A3	303.1785
ATP2B1	1927.6816	ATP2B1	3122.5987
ATP2B2	13.7364	ATP2B2	6.9857
ATP2B4	4377.3483	ATP2B4	4739.7834
ATP2C1	3607.2103	ATP2C1	3775.4768
ATP2C2	237.2904	ATP2C2	81.7324
ATP5A1	9404.0805	ATP5A1	9754.1041
ATP5B	10850.4478	ATP5B	9315.0541
ATP5C1	2969.7663	ATP5C1	2748.1663
ATP5D	135.2098	ATP5D	144.2543
ATP5EP2	36.8999	ATP5EP2	29.6891
ATP5E	4316.7463	ATP5E	2966.818
ATP5F1	2671.0659	ATP5F1	2719.1757
ATP5G1	538.6843	ATP5G1	538.9452
ATP5G2	5080.0619	ATP5G2	5492.4904
ATP5G3	2691.5359	ATP5G3	1956.3395
ATP5H	1707.6291	ATP5H	1355.5711
ATP5I	923.6954	ATP5I	520.4331
ATP5J2	1003.0301	ATP5J2	846.6643
ATP5J	1715.7525	ATP5J	1080.751
ATP5L	1876.2373	ATP5L	2728.6064
ATP5O	2444.8185	ATP5O	3070.5554
ATP5SL	707.5618	ATP5SL	600.7684
ATP5S	172.9176	ATP5S	173.5941
ATP6AP1L	45.5188	ATP6AP1L	71.6032
ATP6AP1	6629.5872	ATP6AP1	2214.8096
ATP6AP2	4529.796	ATP6AP2	3540.3423
ATP6V0A1	1536.0582	ATP6V0A1	1657.0031
ATP6V0A2	615.1774	ATP6V0A2	567.2372
ATP6V0A4	117.7025	ATP6V0A4	241.0059
ATP6V0B	1714.0933	ATP6V0B	620.6776
ATP6V0C	1726.3268	ATP6V0C	1000.3493
ATP6V0D1	1380.9171	ATP6V0D1	818.0231
ATP6V0E1	3060.804	ATP6V0E1	2310.5134
ATP6V0E2	2269.4714	ATP6V0E2	327.2651
ATP6V1A	3021.7494	ATP6V1A	2681.453
ATP6V1B1	149.7542	ATP6V1B1	99.8952
ATP6V1B2	2277.0184	ATP6V1B2	2346.1404
ATP6V1C1	3141.3373	ATP6V1C1	2082.431
ATP6V1C2	57.1275	ATP6V1C2	129.3888
ATP6V1D	1021.884	ATP6V1D	940.6217
ATP6V1E1	2283.7519	ATP6V1E1	1684.5966
ATP6V1E2	65.1808	ATP6V1E2	77.1918
ATP6V1F	1317.3524	ATP6V1F	783.4404
ATP6V1G1	1583.4624	ATP6V1G1	1712.8886
ATP6V1G2	88.3442	ATP6V1G2	42.9619
ATP6V1H	1617.6688	ATP6V1H	1100.2445
ATP7A	977.7119	ATP7A	1124.3451
ATP7B	920.8807	ATP7B	206.0775
ATP8A1	516.0595	ATP8A1	882.9899
ATP8A2	217.3591	ATP8A2	14.3206
ATP8B1	2470.7104	ATP8B1	1643.437
ATP8B2	1125.5808	ATP8B2	893.8177
ATP8B3	30.705	ATP8B3	9.78
ATP8B4	72.453	ATP8B4	118.4073
ATP8B5P	23.7021	ATP8B5P	27.5934
ATP9A	5901.8248	ATP9A	3293.3985
ATP9B	552.9594	ATP9B	593.7827
ATPAF1	860.4404	ATPAF1	1312.1621
ATPAF2	154.8717	ATPAF2	174.2927
ATPBD4	157.2958	ATPBD4	279.7765
ATPIF1	1020.5373	ATPIF1	515.1939
ATRIP	288.6593	ATRIP	279.3783
ATRNL1	128.7455	ATRNL1	58.3304
ATRN	2892.4652	ATRN	2892.7698
ATRX	3845.1283	ATRX	4954.9424
ATR	1327.8567	ATR	1842.8222
ATXN10	3096.8958	ATXN10	2657.0031
ATXN1L	1257.421	ATXN1L	2132.7279
ATXN1	1648.1045	ATXN1	1228.781
ATXN2L	1909.9051	ATXN2L	1849.1093
ATXN2	995.7579	ATXN2	1023.402
ATXN3	338.2937	ATXN3	938.8753
ATXN7L1	284.964	ATXN7L1	440.0978
ATXN7L2	72.1837	ATXN7L2	54.8376
ATXN7L3B	5562.723	ATXN7L3B	4946.2103
ATXN7L3	1301.9999	ATXN7L3	705.5536
ATXN7	844.1182	ATXN7	1662.5917
AUH	130.0922	AUH	345.4418
AUP1	2035.4751	AUP1	1264.6385
AURKAIP1	243.4853	AURKAIP1	110.723
AURKAPS1	9.6963	AURKAPS1	10.8278
AURKA	371.9615	AURKA	75.4453
AURKB	156.7571	AURKB	12.9235
AURKC	11.043	AURKC	12.2249
AUTS2	2098.4445	AUTS2	1930.4925
AVEN	168.0695	AVEN	120.8523
AVIL	30.4357	AVIL	49.249
AVL9	878.3247	AVL9	530.2131
AVPI1	66.2582	AVPI1	154.7328
AVPR1A	59.5246	AVPR1A	35.2777
removed	removed	AVPR2	24.1006
AXIN1	427.1766	AXIN1	286.7621
AXIN2	238.0984	AXIN2	319.2455
AXL	1623.8637	AXL	1379.3224
AZGP1	5326.7793	AZGP1	6618.2326
AZI1	79.1866	AZI1	41.5648
AZI2	931.3851	AZI2	1373.0353
AZIN1	12646.4211	AZIN1	6011.5264
B2M	52891.7918	B2M	37866.9228
B3GALNT1	919.2647	B3GALNT1	660.496
B3GALNT2	873.0133	B3GALNT2	662.934
B3GALT1	5.6562	B3GALT1	45.7562
B3GALT2	10.5043	B3GALT2	30.3877
B3GALT4	58.9859	B3GALT4	29.3399
B3GALT5	157.8345	B3GALT5	482.7104
B3GALT6	299.5085	B3GALT6	325.5327
B3GALTL	236.4824	B3GALTL	412.5044
removed	removed	B3GAT1	15.7178
B3GAT2	15.7053	B3GAT2	17.6388
B3GAT3	305.9727	B3GAT3	146.35
B3GNT1	316.7463	B3GNT1	419.1408
B3GNT2	1449.8687	B3GNT2	1992.3158
B3GNT3	61.6793	B3GNT3	573.8736
B3GNT5	206.0467	B3GNT5	865.5257
B3GNT7	64.9115	B3GNT7	57.2826
B3GNT8	56.5618	B3GNT8	26.8949
B3GNT9	308.3725	B3GNT9	124.4324
B3GNTL1	71.8228	B3GNTL1	47.2372
B4GALNT1	20.3596	B4GALNT1	14.876
B4GALNT2	15.3525	removed	removed
B4GALNT3	105.5821	B4GALNT3	41.2155
B4GALNT4	271.4969	B4GALNT4	120.1537
B4GALT1	7626.9611	B4GALT1	13013.6221
B4GALT2	780.2842	B4GALT2	416.6958
B4GALT3	1245.1687	B4GALT3	776.109
B4GALT4	396.741	B4GALT4	415.9972
B4GALT5	3101.744	B4GALT5	2542.438
B4GALT6	93.1924	B4GALT6	230.8767
B4GALT7	228.9408	B4GALT7	132.7279
B9D1	77.5274	B9D1	78.2117
B9D2	44.1721	B9D2	23.0527
BAALC	85.3815	BAALC	99.8952
BACE1	1633.8294	BACE1	1584.7014
BACE2	1432.6308	BACE2	1206.4268
BACH1	1965.6589	BACH1	2254.9773
BACH2	316.2077	BACH2	458.9591
BAD	309.0028	BAD	231.8582
BAG1	705.407	BAG1	948.2396
BAG2	383.0045	BAG2	146.35
BAG3	1203.9593	BAG3	1066.364
BAG4	285.772	BAG4	335.6619
BAG5	1148.4749	BAG5	2645.4768
BAGE2	16.8608	BAGE2	18.9731
BAHCC1	234.8663	BAHCC1	266.1544
BAHD1	605.7505	BAHD1	476.7726
BAI1	29.897	BAI1	24.1006
BAI2	286.8494	BAI2	46.8041
removed	removed	BAI3	18.8613
BAIAP2L1	601.7103	BAIAP2L1	576.3185
BAIAP2	611.4066	BAIAP2	441.8442
BAIAP3	139.0075	BAIAP3	85.1659
BAK1	387.0446	BAK1	139.015
BAMBI	2953.3365	BAMBI	524.6245
BANF1	2070.433	BANF1	1267.9008
BANK1	153.2557	BANK1	45.0576
BANP	180.1899	BANP	173.9434
BAP1	1095.9531	BAP1	887.1813
BARD1	298.1617	BARD1	188.6133
BARX1	12.9284	BARX1	6.6364
BARX2	70.2983	BARX2	1229.8289
BASP1	1052.0504	BASP1	219.3503
BAT1	6501.6497	BAT1	6368.8439
BAT2L1	5847.2372	BAT2L1	5660.1048
BAT2L2	9048.8183	BAT2L2	8372.3367
BAT2	6443.7412	BAT2	4050.2969
BAT3	3061.8814	BAT3	2020.6078
BAT4	154.333	BAT4	174.2927
BAT5	772.7426	BAT5	390.1502
BATF2	136.0178	BATF2	55.1869
BATF3	27.2036	BATF3	14.6699
BATF	54.6765	BATF	18.1628
BAX	277.1531	BAX	128.1872
BAZ1A	2147.1955	BAZ1A	1674.4673
BAZ1B	3691.8726	BAZ1B	2495.2847
BAZ2A	3141.1649	BAZ2A	3351.5403
BAZ2B	1453.2382	BAZ2B	2339.2141
BBC3	18.0459	BBC3	11.1771
BBOX1	143.0207	BBOX1	778.2047
BBS10	449.8014	BBS10	882.9899
BBS12	184.4994	BBS12	173.2448
BBS1	888.5597	BBS1	877.7506
BBS2	560.7703	BBS2	1414.6001
BBS4	462.1911	BBS4	482.3612
BBS5	229.0432	BBS5	240.6112
BBS7	370.6148	BBS7	575.62
BBS9	369.5374	BBS9	504.7153
BBX	3567.1672	BBX	3996.8564
BCAM	2342.1992	BCAM	1059.7276
BCAN	47.6736	BCAN	12.5742
BCAP29	1272.9109	BCAP29	1261.963
BCAP31	3442.7311	BCAP31	2305.9728
BCAR1	411.5548	BCAR1	439.0499
BCAR3	717.7941	BCAR3	634.9983
BCAS1	571.8133	BCAS1	104.7852
BCAS2	647.8863	BCAS2	924.0203
BCAS3	455.7269	BCAS3	651.0653
BCAS4	712.1406	BCAS4	260.2166
BCAT1	411.8241	BCAT1	170.1013
BCAT2	351.4915	BCAT2	258.1209
BCCIP	1344.1708	BCCIP	1118.7705
BCDIN3D	230.4303	BCDIN3D	237.321
BCHE	23.1634	BCHE	33.5313
BCKDHA	558.8876	BCKDHA	376.8774
BCKDHB	491.8187	BCKDHB	756.1998
BCKDK	1025.3855	BCKDK	676.2138
BCL10	537.3376	BCL10	867.6214
