gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
STX11	50.0136	STX11	313.253
STX12	1074.3839	STX12	2033.8855
STX16	951.1685	STX16	2141.1898
STX17	1283.9865	STX17	1207.8313
STX18	551.9687	STX18	493.9759
removed	removed	STX19	102.4096
STX1A	322.3379	STX1A	64.3524
STX1B	7.7294	STX1B	69.2771
STX2	110.9393	STX2	287.6506
STX3	1195.7807	STX3	740.2108
STX4	545.1487	STX4	658.1325
STX5	1008.9115	STX5	1134.4127
STX6	1803.8511	STX6	823.8441
STX7	1395.8352	STX7	1474.3976
STX8	391.9251	STX8	323.4187
STXBP1	749.2953	STXBP1	1177.3343
STXBP2	474.2202	STXBP2	858.4337
STXBP3	970.7193	STXBP3	910.7681
STXBP4	247.3402	STXBP4	125
STXBP5L	7.7294	removed	removed
STXBP5	513.7583	STXBP5	623.4074
removed	removed	STXBP6	53.0873
STYK1	181.8678	STYK1	440.1355
STYXL1	417.3866	STYXL1	342.6205
STYX	496.9537	STYX	555.3464
SUB1	4934.9823	SUB1	2246.988
SUCLA2	584.5321	SUCLA2	1621.6077
SUCLG1	1361.735	SUCLG1	1875.3765
SUCLG2	1186.2326	SUCLG2	1655.1205
SUCNR1	8.1841	SUCNR1	21.8373
SUDS3	1316.7227	SUDS3	1234.5633
SUFU	1063.0172	SUFU	697.6657
SUGT1L1	23.3609	SUGT1L1	40.6476
removed	removed	SUGT1P1	5.2711
SUGT1	440.5747	SUGT1	420.5572
SULF1	5139.5835	SULF1	859.5633
SULF2	2855.3242	SULF2	1667.9217
SULT1A1	184.1411	SULT1A1	499.6235
SULT1A2	5.456	SULT1A2	11.6717
SULT1A3	404.7695	SULT1A3	770.9111
removed	removed	SULT1C2	72.6657
removed	removed	SULT1C3	8307.6054
SULT1C4	393.7437	SULT1C4	92.244
removed	removed	SULT1E1	26.3554
SULT2B1	70.9284	SULT2B1	388.5542
SULT4A1	89.5699	SULT4A1	6.0241
SUMF1	968.9006	SUMF1	1242.4699
SUMF2	2192.8708	SUMF2	3068.9006
SUMO1P3	155.0423	SUMO1P3	92.997
SUMO1	2099.6635	SUMO1	1262.8012
SUMO2	3777.3938	SUMO2	1860.6928
SUMO3	3173.1381	SUMO3	1850.9036
SUN1	2570.7011	SUN1	3650.0941
SUN2	1906.8837	SUN2	6690.1355
SUOX	261.8896	SUOX	1323.0422
SUPT16H	3134.9459	SUPT16H	2877.6355
SUPT3H	91.3886	SUPT3H	86.2199
SUPT4H1	1210.6665	SUPT4H1	960.6627
SUPT5H	2832.5907	SUPT5H	2882.5301
SUPT6H	3903.7919	SUPT6H	3549.3223
SUPT7L	482.4043	SUPT7L	932.6054
SUPV3L1	868.4187	SUPV3L1	539.5331
SURF1	346.9128	SURF1	726.6566
SURF2	208.6933	SURF2	141.9428
SURF4	6168.9552	SURF4	4760.1657
SURF6	926.1617	SURF6	673.9458
SUSD1	281.8951	SUSD1	185.6175
SUSD2	222.3334	SUSD2	233.8102
SUSD3	88.6605	SUSD3	65.512
SUSD4	941.6204	SUSD4	126.8825
SUSD5	245.9762	SUSD5	28.991
SUV39H1	296.8992	SUV39H1	210.0904
SUV39H2	549.6954	SUV39H2	154.3675
SUV420H1	2063.29	SUV420H1	1432.2289
SUV420H2	365.0996	SUV420H2	167.1687
SUZ12P	227.3347	SUZ12P	154.744
SUZ12	2046.4672	SUZ12	920.5572
SV2A	61.3804	SV2A	120.1054
SV2B	38.6469	SV2B	172.0633
SV2C	11.8214	SV2C	13.5542
SVEP1	628.2532	SVEP1	5929.2846
SVIL	2096.4627	SVIL	3211.7131
SVIP	369.6463	SVIP	266.5663
removed	removed	SVOPL	11.2952
SWAP70	1288.5332	SWAP70	3250.3765
SYAP1	1589.0697	SYAP1	1292.9217
SYBU	241.8842	SYBU	984.4089
SYCE1L	13.6401	SYCE1L	10.5422
removed	removed	SYCE1	58.5542
SYCE2	71.8378	SYCE2	8.2831
removed	removed	SYCP1	42.1687
SYCP2L	62.2897	removed	removed
SYCP2	1222.6062	SYCP2	226.2801
SYDE1	201.8732	SYDE1	386.6717
SYDE2	207.7839	SYDE2	225.1506
SYF2	1027.553	SYF2	876.1295
SYK	1243.521	SYK	359.5633
SYMPK	1651.3595	SYMPK	1848.2681
SYN1	20.4601	removed	removed
SYN2	168.6824	SYN2	373.494
SYN3	12.2761	SYN3	9.7892
SYNCRIP	7309.2662	SYNCRIP	4399.4729
SYNC	93.4437	SYNC	178.9119
SYNE1	973.4473	SYNE1	3196.5361
SYNE2	4124.3066	SYNE2	7222.5151
SYNGAP1	326.9073	SYNGAP1	434.1114
SYNGR1	419.0006	SYNGR1	731.6604
SYNGR2	2498.4087	SYNGR2	3333.5843
SYNGR3	6.82	removed	removed
SYNGR4	38.6469	removed	removed
SYNJ1	295.9898	SYNJ1	533.1325
SYNJ2BP	951.6232	SYNJ2BP	1565.8886
SYNJ2	1110.3028	SYNJ2	919.4277
SYNM	3571.4286	SYNM	19957.4548
removed	removed	SYNPO2L	184.1114
SYNPO2	1035.737	SYNPO2	4638.5542
SYNPO	1066.1999	SYNPO	4485.3163
SYNRG	1726.8346	SYNRG	1306.8524
SYPL1	2445.667	SYPL1	2797.4398
SYPL2	25.9162	SYPL2	27.1084
SYP	73.2018	SYP	45.9337
SYS1-DBNDD2	12.2352	SYS1-DBNDD2	16.8185
SYS1	867.6093	SYS1	941.8562
SYT11	378.7397	SYT11	278.991
SYT12	70.9284	SYT12	607.3042
SYT13	955.2605	removed	removed
SYT15	103.21	SYT15	233.8102
SYT17	210.9666	SYT17	28.991
SYT1	83.6592	SYT1	72.2892
SYT2	23.6428	SYT2	28.6145
removed	removed	SYT3	10.5422
SYT6	7.7294	SYT6	96.762
SYT7	6844.1393	SYT7	597.5151
removed	removed	SYT8	60.6175
SYT9	196.8719	SYT9	38.7801
SYTL1	331.9087	SYTL1	305.7229
SYTL2	2486.5873	SYTL2	726.2801
SYTL3	153.6783	SYTL3	196.1596
SYTL4	184.5958	SYTL4	456.3253
SYTL5	74.5658	SYTL5	88.1024
SYVN1	863.4173	SYVN1	2195.0301
TAB1	445.7807	TAB1	714.1227
TAB2	2935.346	TAB2	2716.491
TAB3	1451.3049	TAB3	950.6777
TACC1	1463.1263	TACC1	5726.6566
TACC2	2355.1878	TACC2	2676.9578
TACC3	900.7002	TACC3	217.244
TACO1	295.9898	TACO1	280.1205
TACR1	39.1016	TACR1	367.8464
TACR2	11.3667	TACR2	15.8133
TACR3	5.9107	removed	removed
TACSTD2	4168.4096	TACSTD2	5876.1295
TADA1	500.5911	TADA1	263.1777
TADA2A	240.5201	TADA2A	172.4398
TADA2B	907.0656	TADA2B	1087.3494
TADA3	2137.7648	TADA3	1268.3434
TAF10	411.9305	TAF10	504.8946
TAF11	1090.2837	TAF11	451.0505
TAF12	346.0035	TAF12	341.491
TAF13	181.4131	TAF13	220.6325
TAF15	4427.1165	TAF15	2421.3102
TAF1A	169.137	TAF1A	71.5361
TAF1B	276.439	TAF1B	252.259
TAF1C	371.0103	TAF1C	737.5753
TAF1D	507.4793	TAF1D	586.8449
TAF1L	45.9216	TAF1L	30.8735
TAF1	1593.1618	TAF1	1537.2741
TAF2	1471.3104	TAF2	770.7078
TAF3	199.1452	TAF3	248.8705
TAF4B	66.3817	TAF4B	247.3645
TAF4	607.4384	TAF4	361.4458
TAF5L	932.0724	TAF5L	668.2982
TAF5	231.4268	TAF5	134.0361
TAF6L	158.225	TAF6L	235.6928
TAF6	757.0246	TAF6	865.6589
TAF7	1414.4767	TAF7	2862.1988
TAF8	615.6224	TAF8	539.9096
TAF9B	5507.4111	TAF9B	572.6657
TAF9	1336.9692	TAF9	992.8464
TAGAP	105.4833	TAGAP	163.7801
TAGLN2	17258.7979	TAGLN2	6190.8886
TAGLN	4817.6775	TAGLN	15036.1935
TAL1	45.4669	TAL1	167.5452
TALDO1	1121.2149	TALDO1	2614.0813
TANC1	993.9074	TANC1	1379.8946
TANC2	2536.6009	TANC2	718.75
TANK	760.662	TANK	1292.5452
TAOK1	1389.0152	TAOK1	931.0994
TAOK2	1221.2422	TAOK2	1532.003
TAOK3	717.4684	TAOK3	955.5723
TAP1	1268.9824	TAP1	844.8795
TAP2	835.296	TAP2	1028.5316
TAPBPL	432.3997	TAPBPL	512.5414
TAPBP	2296.9901	TAPBP	2684.1114
TAPT1	1333.0908	TAPT1	795.9337
TARBP1	617.8958	TARBP1	623.8705
TARBP2	210.512	TARBP2	279.3675
TARDBP	4618.987	TARDBP	3080.5723
TARP	15.4588	TARP	556.8524
TARS2	587.4329	TARS2	483.4337
TARSL2	87.2965	TARSL2	228.1627
TARS	3226.7891	TARS	1327.5602
removed	removed	TAS1R1	5.6476
removed	removed	TAS1R3	10.5422
TAS2R14	7.593	TAS2R14	9.7892
TAS2R1	6.82	removed	removed
TAS2R20	18.1868	TAS2R20	20.7078
removed	removed	TAS2R4	7.9066
TAS2R5	5.456	TAS2R5	13.1777
TASP1	125.4888	TASP1	231.5512
TATDN1	778.3395	TATDN1	326.8072
TATDN2	1841.866	TATDN2	1327.9367
TATDN3	229.1534	TATDN3	255.6476
TAT	60.9257	TAT	1363.3283
TAX1BP1	3856.0517	TAX1BP1	4304.5934
TAX1BP3	1007.643	TAX1BP3	1568.238
TAZ	333.2727	TAZ	281.6265
TBC1D10A	1033.0135	TBC1D10A	580.3464
TBC1D10B	1131.2176	TBC1D10B	923.5693
TBC1D10C	62.2897	TBC1D10C	36.1446
TBC1D12	410.5665	TBC1D12	419.8042
TBC1D13	749.7499	TBC1D13	1067.7711
TBC1D14	1642.7207	TBC1D14	2096.009
TBC1D15	1400.3819	TBC1D15	1476.6566
TBC1D16	606.5291	TBC1D16	1092.997
TBC1D17	645.0259	TBC1D17	1196.811
TBC1D19	145.9489	TBC1D19	101.2801
TBC1D1	2887.6057	TBC1D1	1217.997
TBC1D20	4368.4641	TBC1D20	1477.0331
TBC1D22A	179.1398	TBC1D22A	318.9006
TBC1D22B	538.465	TBC1D22B	433.5429
TBC1D23	1018.4596	TBC1D23	1009.7892
TBC1D24	266.6727	TBC1D24	1269.5105
TBC1D25	469.2189	TBC1D25	531.6265
TBC1D2B	860.6893	TBC1D2B	1807.6054
TBC1D2	230.9721	TBC1D2	667.1687
TBC1D3B	74.5658	TBC1D3B	101.6566
TBC1D3C	17.2774	removed	removed
removed	removed	TBC1D3G	34.9209
removed	removed	TBC1D3H	28.238
TBC1D3	254.4285	TBC1D3	453.2568
TBC1D4	983.45	TBC1D4	2062.5
TBC1D5	1609.0752	TBC1D5	1775.9789
TBC1D7	406.7246	TBC1D7	162.0708
TBC1D8B	174.5931	TBC1D8B	381.0241
TBC1D8	526.9619	TBC1D8	970.6325
TBC1D9B	3231.3358	TBC1D9B	5172.4398
TBC1D9	24211.1485	TBC1D9	3737.1988
TBCA	1520.8693	TBCA	748.8705
TBCB	1339.9427	TBCB	444.631
TBCCD1	353.2782	TBCCD1	311.747
TBCC	503.7738	TBCC	216.8675
TBCD	2055.797	TBCD	1894.5407
TBCEL	295.5351	TBCEL	410.0151
TBCE	441.0248	TBCE	286.555
TBCK	557.0428	TBCK	682.0783
TBK1	940.7111	TBK1	678.4639
TBKBP1	200.0546	TBKBP1	254.5181
TBL1XR1	3717.8321	TBL1XR1	2070.7831
TBL1X	2531.1449	TBL1X	680.3464
TBL2	4901.3367	TBL2	752.259
TBL3	525.1432	TBL3	649.4729
TBPL1	238.2468	TBPL1	149.8494
TBP	252.3415	TBP	260.9187
TBRG1	396.4718	TBRG1	1098.1325
TBRG4	965.7179	TBRG4	807.9819
removed	removed	TBX10	6.0241
TBX15	128.2168	TBX15	461.2199
TBX18	100.4819	TBX18	257.5301
TBX19	60.0436	TBX19	126.506
TBX1	191.8705	TBX1	61.747
TBX20	10.0027	removed	removed
TBX21	18.6414	TBX21	14.6837
TBX22	32.7362	removed	removed
TBX2	144.1302	TBX2	147.2139
TBX3	5645.176	TBX3	1434.488
TBX5	192.7798	TBX5	86.9729
TBX6	16.3681	TBX6	22.9669
TBXA2R	34.1002	TBXA2R	19.5783
TBXAS1	157.3156	TBXAS1	415.2861
TC2N	2720.2874	TC2N	3712.7259
TCAM1P	169.5917	TCAM1P	6.4006
TCAP	5.9107	TCAP	7.9066
TCEA1	1409.0206	TCEA1	1065.1355
TCEA2	243.2482	TCEA2	261.6717
TCEA3	750.6593	TCEA3	470.6325
TCEAL1	190.9612	TCEAL1	400.6024
TCEAL2	7.2747	TCEAL2	73.4187
TCEAL3	210.512	TCEAL3	405.1205
TCEAL4	984.814	TCEAL4	1776.3554
TCEAL5	9.0934	TCEAL5	34.262
TCEAL6	11.8214	TCEAL6	27.1084
TCEAL7	37.2829	TCEAL7	102.4096
TCEAL8	586.0689	TCEAL8	657.756
TCEANC	86.8419	TCEANC	71.9127
TCEB1	705.647	TCEB1	395.3313
TCEB2	882.9681	TCEB2	679.2169
TCEB3	1889.2789	TCEB3	1546.4495
removed	removed	TCERG1L	30.497
TCERG1	1244.4303	TCERG1	960.4669
TCF12	1905.5197	TCF12	1902.5904
TCF15	15.9134	TCF15	36.8976
TCF19	666.0908	TCF19	376.8825
TCF20	1256.2517	TCF20	1521.8373
removed	removed	TCF21	7.1536
TCF25	1965.0814	TCF25	2365.2108
TCF3	2872.6016	TCF3	885.5422
TCF4	1708.6478	TCF4	2378.7651
TCF7L1	447.3947	TCF7L1	1018.8253
TCF7L2	704.283	TCF7L2	1125
TCF7	307.8112	TCF7	492.8464
TCFL5	734.2912	TCFL5	329.4428
TCHH	8.6387	removed	removed
TCHP	369.1916	TCHP	405.1355
TCIRG1	185.5051	TCIRG1	611.4458
TCL6	5.0014	removed	removed
TCN1	53.1963	TCN1	251.8825
TCN2	318.2686	TCN2	836.5964
TCOF1	1704.5558	TCOF1	1024.8494
TCP10L	9.6708	TCP10L	13.4639
TCP11L1	236.9692	TCP11L1	180.5309
TCP11L2	150.9503	TCP11L2	249.247
TCP1	6205.9152	TCP1	3532.0294
TCTA	394.1984	TCTA	1208.9608
TCTE1	6.3654	removed	removed
TCTE3	38.6469	TCTE3	32.3795
TCTEX1D1	9.0934	TCTEX1D1	10.9187
TCTEX1D2	254.6149	TCTEX1D2	79.0663
TCTN1	484.6094	TCTN1	379.0738
TCTN2	258.2523	TCTN2	412.2741
TCTN3	1350.3683	TCTN3	1242.0934
TDGF1	6.82	TDGF1	20.3313
TDG	661.0894	TDG	338.4789
TDO2	103.6646	removed	removed
TDP1	581.5222	TDP1	402.1084
TDP2	886.6054	TDP2	772.2139
TDRD10	7.2747	TDRD10	56.8524
TDRD1	710.6484	TDRD1	109.9398
TDRD3	423.7519	TDRD3	374.6235
TDRD5	584.7049	TDRD5	60.241
removed	removed	TDRD6	25.9789
TDRD7	357.8249	TDRD7	480.7982
TDRD9	749.7499	TDRD9	25.6024
TDRKH	267.3456	TDRKH	239.8343
TEAD1	1667.2729	TEAD1	2475.5271
TEAD2	1833.6819	TEAD2	672.8163
TEAD3	1131.6723	TEAD3	1245.1054
TEAD4	634.2639	TEAD4	119.3524
TECPR1	154.1329	TECPR1	318.5241
TECPR2	567.8821	TECPR2	1080.1958
TECR	1611.8032	TECR	1837.3494
TECTA	30.0082	TECTA	18.0723
TEC	65.9271	TEC	73.7952
TEF	494.2257	TEF	971.762
TEKT2	10.9121	TEKT2	11.6717
TEKT3	5.9107	TEKT3	9.7892
TEK	442.3934	TEK	821.9127
TELO2	580.6129	TELO2	542.1687
TENC1	800.2182	TENC1	5450.6777
TEP1	527.8712	TEP1	1363.3283
removed	removed	TEPP	5.2711
TERF1	459.6708	TERF1	508.6596
TERF2IP	1265.3451	TERF2IP	1502.6355
TERF2	724.7431	TERF2	603.5392
TERT	8.1841	removed	removed
TESC	16.3681	TESC	120.1054
TESK1	706.1017	TESK1	1025.6024
TESK2	790.6702	TESK2	403.238
TES	1958.6205	TES	1844.3788
TET1	243.7028	TET1	72.6657
TET2	1250.341	TET2	941.6416
TET3	2527.5075	TET3	629.1416
TEX10	496.9537	TEX10	495.4819
TEX14	21.3695	TEX14	14.3072
TEX19	5.0014	removed	removed
TEX261	2005.0923	TEX261	2871.988
TEX264	496.9537	TEX264	1061.747
TEX2	2366.5545	TEX2	2252.6355
TEX9	69.1098	TEX9	72.2892
TFAM	818.405	TFAM	608.0572
TFAP2A	4812.2124	TFAP2A	1719.503
TFAP2B	65.0177	TFAP2B	2578.3133
TFAP2C	878.4214	TFAP2C	2085.4669
TFAP2E	55.9243	TFAP2E	15.8133
TFAP4	202.3279	TFAP4	127.6355
TFB1M	129.1261	TFB1M	132.5301
TFB2M	657.452	TFB2M	333.9608
TFCP2L1	160.953	TFCP2L1	780.8735
TFCP2	346.4581	TFCP2	628.7651
TFDP1	1185.7779	TFDP1	1225.1506
TFDP2	306.4472	TFDP2	304.2169
TFDP3	10.9121	TFDP3	16.5663
TFE3	1170.7738	TFE3	1841.1145
TFEB	243.7028	TFEB	329.0663
TFEC	122.7608	TFEC	41.4157
TFF1	536.51	TFF1	12.4247
TFF3	1274.4385	TFF3	744.7289
TFG	1716.3772	TFG	1606.9277
TFIP11	607.3838	TFIP11	822.8991
TFPI2	11.3667	TFPI2	93.75
TFPI	438.3014	TFPI	992.8464
TFPT	630.8857	TFPT	140.3012
TFR2	33.6455	removed	removed
TFRC	2767.573	TFRC	1926.9578
TF	29.5535	TF	982.6807
TGDS	186.4145	TGDS	242.4699
TGFA	77.2938	TGFA	339.6084
TGFB1I1	284.1684	TGFB1I1	782.003
TGFB1	663.3627	TGFB1	405.8735
TGFB2	309.1752	TGFB2	466.491
TGFB3	2250.1591	TGFB3	562.8765
TGFBI	976.63	TGFBI	1446.5361
TGFBR1	3691.916	TGFBR1	1778.238
TGFBR2	2377.0119	TGFBR2	7299.6988
TGFBR3	562.8808	TGFBR3	4179.2169
TGFBRAP1	326.4527	TGFBRAP1	510.5422
TGIF1	1355.8243	TGIF1	750
TGIF2	1432.2543	TGIF2	480.6815
TGM1	5.0014	TGM1	44.8042
TGM2	876.6027	TGM2	497.3645
TGM3	17.7321	removed	removed
TGM5	6.3654	TGM5	15.8133
TGOLN2	5633.8092	TGOLN2	8388.1777
TGS1	526.5072	TGS1	538.7801
TH1L	2236.9737	TH1L	2095.256
THADA	992.9981	THADA	1017.6958
THAP10	60.9257	THAP10	41.4157
THAP11	568.3368	THAP11	481.1747
THAP1	160.953	THAP1	203.3133
THAP2	226.4254	THAP2	101.6566
THAP3	228.5942	THAP3	181.5964
THAP4	690.1882	THAP4	817.7711
THAP5	922.979	THAP5	543.6747
THAP6	315.5406	THAP6	380.2711
THAP7	128.2168	THAP7	224.8795
THAP8	222.788	THAP8	91.8675
THAP9	235.0641	THAP9	184.488
THBD	535.6006	THBD	916.4157
THBS1	7249.2498	THBS1	9451.4307
THBS2	5118.2141	THBS2	3403.238
THBS3	503.3555	THBS3	695.9111
THBS4	298.2632	THBS4	824.9247
THEM4	242.7935	THEM4	799.6988
removed	removed	THEM5	6.7771
THEMIS	35.0095	THEMIS	35.0151
THG1L	170.501	THG1L	124.6235
THNSL1	327.8167	THNSL1	232.3042
THNSL2	243.7028	THNSL2	187.8765
THOC1	857.9613	THOC1	417.9217
THOC2	2176.9574	THOC2	1514.3072
THOC3	979.8127	THOC3	474.3976
THOC4	1194.4167	THOC4	426.9578
THOC5	764.754	THOC5	581.7018
THOC6	433.1363	THOC6	260.0828
THOC7	837.5011	THOC7	665.6627
THOP1	521.0512	THOP1	490.5873
THPO	5.0014	THPO	8.6596
THRAP3	3965.1723	THRAP3	4131.7771
THRA	550.4183	THRA	1195.6401
THRB	440.12	THRB	1410.3916
removed	removed	THRSP	2744.7289
THSD1P1	125.4888	THSD1P1	182.9066
THSD1	170.501	THSD1	356.5512
THSD4	787.0328	THSD4	2140.4367
THSD7A	117.7594	THSD7A	111.4458
THSD7B	34.5549	THSD7B	165.6627
THTPA	143.2209	THTPA	364.0813
THUMPD1	1535.8734	THUMPD1	2222.1386
THUMPD2	211.4213	THUMPD2	245.1054
THUMPD3	1405.3833	THUMPD3	869.7289
THY1	2313.3582	THY1	681.4759
THYN1	589.2516	THYN1	465.3614
TIA1	1016.1862	TIA1	1449.5482
TIAF1	170.4283	TIAF1	229.9209
TIAL1	1842.7753	TIAL1	1308.7349
TIAM1	641.0839	TIAM1	231.5512
TIAM2	87.4147	TIAM2	112.1988
TICAM1	375.1023	TICAM1	472.5151
TICAM2	112.3716	TICAM2	44.2357
TIE1	634.7186	TIE1	1163.0271
TIFAB	6.82	removed	removed
TIFA	227.7894	TIFA	312.5
TIGD1	143.2209	TIGD1	88.4789
TIGD2	159.589	TIGD2	223.6446
TIGD3	15.4588	removed	removed
TIGD4	7.7294	TIGD4	11.2952
TIGD5	329.1807	TIGD5	83.9608
TIGD6	246.8855	TIGD6	217.997
TIGD7	357.8203	TIGD7	260.9375
TIGIT	81.3858	TIGIT	11.2952
TIMELESS	730.6538	TIMELESS	613.7048
TIMM10	399.1998	TIMM10	299.3223
TIMM13	1019.3689	TIMM13	673.5655
TIMM16	117.8958	TIMM16	56.3667
TIMM17A	1964.172	TIMM17A	675.0753
TIMM17B	708.375	TIMM17B	351.2801
TIMM22	309.6299	TIMM22	363.3283
TIMM44	476.9483	TIMM44	440.512
TIMM50	665.6361	TIMM50	544.8042
TIMM8A	101.846	TIMM8A	79.8193
TIMM8B	344.1848	TIMM8B	329.8193
TIMM9	447.8494	TIMM9	352.0331
TIMP1	2303.3555	TIMP1	1401.3554
TIMP2	7146.0398	TIMP2	11245.1054
TIMP3	12728.4714	TIMP3	30880.2711
removed	removed	TIMP4	1123.1175
TINAGL1	379.1943	TINAGL1	2098.2681
TINF2	922.979	TINF2	1197.2892
TIPARP	585.6097	TIPARP	1468.366
TIPIN	69.1098	TIPIN	58.7349
TIPRL	1767.3002	TIPRL	675.8283
TIRAP	153.2236	TIRAP	256.7771
TJAP1	506.9564	TJAP1	541.0392
TJP1	1488.5878	TJP1	3240.9639
TJP2	1684.5503	TJP2	2400.6024
TJP3	550.6047	TJP3	622.741
TK1	554.6967	TK1	759.7892
TK2	539.238	TK2	1269.9548
TKTL1	15.0041	removed	removed
TKT	2116.941	TKT	6193.1476
TLCD1	109.5753	TLCD1	105.7982
TLE1	411.0212	TLE1	1168.2982
TLE2	772.9381	TLE2	968.3735
TLE3	1837.7739	TLE3	1522.5904
TLE4	177.3211	TLE4	664.5331
TLE6	16.3681	TLE6	19.9548
TLK1	3233.6092	TLK1	1499.6235
TLK2	730.6538	TLK2	555.7229
TLL1	83.2045	TLL1	242.0934
removed	removed	TLL2	11.6717
TLN1	5082.7498	TLN1	12948.7952
TLN2	345.0941	TLN2	2223.2681
TLR10	23.6428	TLR10	20.3313
TLR1	123.2154	TLR1	221.762
TLR2	128.6715	TLR2	249.6235
TLR3	161.4077	TLR3	220.6325
TLR4	387.833	TLR4	818.5241
TLR5	242.3388	TLR5	309.488
TLR6	23.1881	TLR6	36.1446
TLR7	114.122	TLR7	1184.1114
TLR8	25.4615	TLR8	15.8133
TLR9	11.2031	TLR9	24.8645
TM2D1	235.5188	TM2D1	245.1054
TM2D2	394.6531	TM2D2	633.2831
TM2D3	381.4677	TM2D3	588.1024
TM4SF18	205.9653	TM4SF18	259.4127
TM4SF1	1738.656	TM4SF1	5959.7139
TM6SF1	142.7662	TM6SF1	100.5271
TM6SF2	15.4588	removed	removed
TM7SF2	256.8882	TM7SF2	1100.1506
TM7SF3	1864.5994	TM7SF3	1388.5542
TM7SF4	6.3654	removed	removed
TM9SF1	1376.0798	TM9SF1	1830.1468
TM9SF2	4895.426	TM9SF2	5953.3133
TM9SF3	9128.3987	TM9SF3	7059.8645
TM9SF4	2600.2546	TM9SF4	2029.3675
TMBIM1	1559.5162	TMBIM1	4018.4488
TMBIM4	1288.3877	TMBIM4	1438.8215
TMBIM6	28810.5847	TMBIM6	30248.494
removed	removed	TMC2	17.6958
TMC4	223.2427	TMC4	630.6476
TMC5	369.6463	TMC5	506.7771
TMC6	219.6053	TMC6	817.0181
TMC7	122.3061	TMC7	67.7711
TMC8	135.4915	TMC8	154.3675
TMCC1	1102.1188	TMCC1	864.4578
TMCC2	44.1029	TMCC2	50.0753
TMCC3	837.5011	TMCC3	1528.991
TMCO1	1721.8332	TMCO1	1739.0813
TMCO3	1369.0097	TMCO3	1310.994
TMCO4	679.7308	TMCO4	716.491
TMCO6	97.7539	TMCO6	191.2651
TMCO7	233.2454	TMCO7	442.0181
TMED10P1	77.2938	TMED10P1	64.006
TMED10	10405.1105	TMED10	7155.497
TMED1	1478.0122	TMED1	399.2056
TMED2	10100.9366	TMED2	5997.3645
TMED3	1968.7187	TMED3	2713.4789
TMED4	808.857	TMED4	975.9036
TMED5	1434.9368	TMED5	1690.1355
TMED6	5.9107	removed	removed
TMED7-TICAM2	81.0312	TMED7-TICAM2	196.9202
TMED7	2486.419	TMED7	2014.488
TMED8	450.1228	TMED8	378.7651
TMED9	4073.8383	TMED9	3042.5452
TMEFF1	200.0273	TMEFF1	29.9962
TMEM100	23.1881	TMEM100	407.3795
TMEM101	125.9434	TMEM101	836.5964
TMEM102	174.1384	TMEM102	182.2289
TMEM104	446.4854	TMEM104	502.259
TMEM105	7.7294	TMEM105	6.7771
TMEM106A	110.4847	TMEM106A	121.988
TMEM106B	2079.6581	TMEM106B	1389.6837
TMEM106C	2217.4229	TMEM106C	795.5572
TMEM107	65.9271	TMEM107	129.5181
TMEM108	276.439	TMEM108	42.5452
TMEM109	2309.2662	TMEM109	3402.8614
TMEM110	153.2236	TMEM110	271.8373
TMEM111	993.4528	TMEM111	1477.4096
TMEM115	571.0648	TMEM115	830.1958
TMEM116	201.8732	TMEM116	344.1265
TMEM117	103.21	TMEM117	111.0693
TMEM119	969.3553	TMEM119	491.7169
TMEM11	848.8679	TMEM11	346.762
TMEM120A	344.6394	TMEM120A	503.3886
TMEM120B	281.5359	TMEM120B	545.2184
TMEM121	27.2802	TMEM121	20.7078
TMEM123	5006.3654	TMEM123	4140.0602
TMEM125	298.2632	TMEM125	221.3855
TMEM126A	146.8582	TMEM126A	213.4789
TMEM126B	292.8071	TMEM126B	382.9066
TMEM127	2073.7474	TMEM127	2371.988
TMEM128	551.0594	TMEM128	516.1898
TMEM129	389.6517	TMEM129	873.8705
TMEM130	23.1881	TMEM130	62.1235
TMEM131	2186.9601	TMEM131	1893.4488
TMEM132A	3741.4749	TMEM132A	830.5723
TMEM132B	68.6551	TMEM132B	28.238
TMEM132C	16.8228	TMEM132C	833.2078
TMEM133	50.923	TMEM133	102.7861
TMEM134	311.4486	TMEM134	453.3133
TMEM135	845.6852	TMEM135	885.1657
TMEM136	152.7689	TMEM136	120.1054
TMEM138	377.8303	TMEM138	478.1627
TMEM139	28.1895	TMEM139	211.5964
TMEM140	434.3957	TMEM140	822.9669
TMEM141	222.788	TMEM141	746.6114
TMEM143	75.0205	TMEM143	190.512
TMEM144	287.3511	TMEM144	567.0181
TMEM147	1785.0323	TMEM147	1080.1958
TMEM149	46.1671	TMEM149	47.3682
TMEM14A	635.6279	TMEM14A	226.6566
TMEM14B	819.769	TMEM14B	643.4337
TMEM14C	1641.3567	TMEM14C	1449.1717
TMEM150A	275.075	TMEM150A	546.6867
TMEM150C	1020.2783	TMEM150C	518.8253
TMEM151B	11.6896	TMEM151B	30.2221
TMEM154	45.4669	TMEM154	143.8253
TMEM156	14.5494	TMEM156	7.9066
TMEM158	74.1111	TMEM158	35.3916
TMEM159	804.3103	TMEM159	1062.5
TMEM160	60.0164	TMEM160	45.5572
TMEM161A	527.8712	TMEM161A	410.0151
TMEM161B	193.2345	TMEM161B	382.9066
TMEM163	35.4642	TMEM163	44.4277
