gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
CD48	331.3178	CD48	356.8914
CD4	1704.5782	CD4	1224.5599
CD52	404.2614	CD52	371.6617
CD53	1199.7313	CD53	752.5977
CD55	1877.7234	CD55	1510.6913
CD58	254.1511	CD58	208.158
CD59	19696.324	CD59	23295.1481
CD5	125.5399	CD5	130.5281
CD63	8583.9332	CD63	7805.9253
CD68	4720.9905	CD68	1789.2658
CD69	57.5871	CD69	143.5809
CD6	157.4047	CD6	218.8064
CD70	8.83	removed	removed
CD72	107.8798	CD72	36.4105
CD74	55775.7942	CD74	35867.0674
CD79A	1157.8846	CD79A	113.3534
CD79B	176.9844	CD79B	85.8738
CD7	204.2422	CD7	86.5608
CD80	50.2927	CD80	12.7093
CD81	9259.2379	CD81	10407.5569
CD82	1878.1073	CD82	1413.8257
CD83	618.8694	CD83	278.918
CD84	142.0482	CD84	126.4062
CD86	566.2732	CD86	194.7617
CD8A	211.1527	CD8A	419.751
CD8B	62.9619	CD8B	106.827
CD93	1104.5206	CD93	2445.6848
CD96	128.9951	CD96	261.3997
CD97	1244.2653	CD97	498.0678
CD99L2	561.6662	CD99L2	1375.0107
CD99	6220.5586	CD99	2292.8295
CD9	6357.6159	CD9	5522.3701
CDADC1	51.4445	CDADC1	246.6295
CDAN1	317.8808	CDAN1	437.9562
CDA	19.5796	CDA	19.2357
CDC123	2874.1146	CDC123	762.6621
CDC14A	51.4445	CDC14A	837.7845
CDC14B	216.5275	CDC14B	737.4839
removed	removed	CDC14C	9.9614
CDC16	1415.4909	CDC16	1500.7299
CDC20	4809.2907	CDC20	46.0283
CDC23	577.4067	CDC23	870.4165
CDC25A	358.5757	CDC25A	41.5629
CDC25B	2650.1584	CDC25B	601.4599
CDC25C	164.7183	removed	removed
CDC26	145.4228	CDC26	114.3839
CDC27	1714.5599	CDC27	1439.2443
CDC34	817.3529	CDC34	410.8201
CDC37L1	274.1146	CDC37L1	531.3869
CDC37	2136.4814	CDC37	2376.6423
CDC40	625.012	CDC40	910.2619
CDC42BPA	2032.8246	CDC42BPA	1935.9382
CDC42BPB	2936.1743	CDC42BPB	3316.1013
CDC42BPG	668.3943	CDC42BPG	527.9519
CDC42EP1	4120.9329	CDC42EP1	1205.6677
CDC42EP2	189.6535	CDC42EP2	291.9708
CDC42EP3	1114.5024	CDC42EP3	737.1404
CDC42EP4	2063.9217	CDC42EP4	2543.9244
CDC42EP5	52.9801	CDC42EP5	63.2031
CDC42SE1	6602.0885	CDC42SE1	2785.1095
CDC42SE2	1083.7892	CDC42SE2	2056.5049
CDC42	6895.4794	CDC42	5121.5114
CDC45	363.1826	CDC45	7.2134
CDC5L	2081.9656	CDC5L	1254.7875
CDC6	920.6258	CDC6	50.4938
CDC73	961.3207	CDC73	1102.9626
CDC7	277.9537	CDC7	46.7153
CDCA2	1230.0605	CDCA2	25.7621
CDCA3	667.6687	CDCA3	20.5135
CDCA4	882.6183	CDCA4	182.0524
CDCA5	1305.3076	CDCA5	46.7153
CDCA7L	646.7914	CDCA7L	536.7763
CDCA7	335.5408	CDCA7	77.9734
CDCA8	1283.4245	CDCA8	55.3027
CDCP1	3182.2632	CDCP1	820.2662
CDH11	1997.8885	CDH11	756.3761
removed	removed	CDH12	13.3963
CDH13	171.6096	CDH13	563.6754
CDH16	9.9818	removed	removed
removed	removed	CDH17	6.1829
CDH19	31.8649	CDH19	6.1829
CDH1	6115.3662	CDH1	11225.4186
removed	removed	CDH20	11.6788
removed	removed	CDH22	25.4186
CDH23	34.1683	CDH23	222.6157
CDH24	140.8964	CDH24	91.7132
removed	removed	CDH26	18.2052
CDH2	190.8053	CDH2	27.4796
CDH3	7956.2338	CDH3	1833.9201
removed	removed	CDH4	21.2967
CDH5	379.307	CDH5	1937.6556
CDH6	83.6933	CDH6	117.8188
CDH8	5.7587	CDH8	22.3272
CDHR1	7.2944	CDHR1	32.632
CDHR3	7.2137	CDHR3	35.8197
CDIPT	1975.6215	CDIPT	1605.1524
CDK10	458.3933	CDK10	665.0064
CDK11A	549.2082	CDK11A	382.3066
CDK11B	640.9252	CDK11B	798.286
CDK12	1229.2926	CDK12	1532.675
CDK13	1323.7355	CDK13	1212.1941
CDK14	421.5376	CDK14	914.3839
removed	removed	CDK15	8.2439
CDK16	3303.58	CDK16	1242.7651
CDK17	370.8609	CDK17	934.3066
CDK18	306.3634	CDK18	324.9463
CDK19	799.5662	CDK19	981.386
CDK1	1359.4395	CDK1	82.4388
CDK20	97.5142	CDK20	169.6866
CDK2AP1	4788.5594	CDK2AP1	1905.3671
CDK2AP2	1425.0888	CDK2AP2	384.0275
CDK2	1195.1243	CDK2	590.8115
CDK3	70.2678	CDK3	155.4899
CDK4	3249.832	CDK4	1646.7153
CDK5R1	127.0755	CDK5R1	89.3087
CDK5RAP1	426.5285	CDK5RAP1	434.8647
CDK5RAP2	1213.9361	CDK5RAP2	1929.0683
CDK5RAP3	1851.2333	CDK5RAP3	2313.4392
CDK5	297.1494	CDK5	106.4835
CDK6	606.5841	CDK6	877.2864
CDK7	307.1312	CDK7	406.3547
CDK8	280.2572	CDK8	142.207
CDK9	790.8628	CDK9	1037.0116
CDKAL1	541.7027	CDKAL1	388.8364
CDKL1	22.267	CDKL1	32.632
removed	removed	CDKL2	48.7763
CDKL3	6.2501	CDKL3	36.8021
CDKL5	73.7115	CDKL5	92.0567
CDKN1A	1319.1285	CDKN1A	1005.0666
CDKN1B	940.9732	CDKN1B	2610.219
CDKN1C	280.2572	CDKN1C	779.0468
CDKN2AIPNL	175.8326	CDKN2AIPNL	237.0116
CDKN2AIP	350.1296	CDKN2AIP	776.9858
CDKN2A	2072.7517	CDKN2A	46.0283
CDKN2BAS	21.1153	removed	removed
CDKN2B	1430.0797	CDKN2B	359.9828
CDKN2C	1097.994	CDKN2C	714.1262
CDKN2D	426.9124	CDKN2D	89.3087
CDKN3	550.1488	CDKN3	13.3963
CDNF	13.437	CDNF	63.5466
CDO1	14.2048	CDO1	846.0283
CDON	135.1377	CDON	839.5019
removed	removed	CDR1	44.7746
CDR2L	960.5528	CDR2L	294.7188
CDR2	963.6241	CDR2	472.9927
CDRT15P	18.044	CDRT15P	6.5264
CDRT4	316.4757	CDRT4	533.1009
CDS1	952.8746	CDS1	926.0627
CDS2	741.3379	CDS2	939.1155
CDSN	103.6568	CDSN	56.6767
CDT1	845.7625	CDT1	31.945
CDV3	4803.9159	CDV3	4580.8502
CDX1	5.3748	CDX1	6.8699
CDYL2	25.3383	CDYL2	121.2538
CDYL	1074.9592	CDYL	648.5187
CEACAM19	970.1507	CEACAM19	64.9206
CEACAM1	846.1465	CEACAM1	1017.4255
CEACAM21	23.4188	CEACAM21	26.4491
CEACAM5	64.8815	CEACAM5	11.6788
CEACAM6	49.5249	CEACAM6	96.8656
CEBPA	361.647	CEBPA	1649.8068
CEBPB	2328.8223	CEBPB	941.52
CEBPD	610.8072	CEBPD	621.0391
CEBPG	2230.1564	CEBPG	1203.2632
CEBPZ	2057.0112	CEBPZ	1437.8703
CECR1	2028.6016	CECR1	1993.6453
CECR2	6.9105	CECR2	13.0528
removed	removed	CECR4	6.1829
CECR5	994.7212	CECR5	464.4053
CECR6	15.3566	CECR6	14.0833
CECR7	161.6278	CECR7	170.0301
CELF1	2280.0653	CELF1	2189.094
CELF2	391.5923	CELF2	1665.2641
CELF4	47.9893	CELF4	7.9004
CELF5	18.4279	CELF5	48.0893
CELF6	17.1878	CELF6	81.1679
CELSR1	1007.3903	CELSR1	2911.1207
CELSR2	1832.4215	CELSR2	1803.0056
CELSR3	34.153	CELSR3	44.6544
CEL	41.4627	CEL	18.2052
CEMP1	101.2343	CEMP1	152.8862
CENPA	664.1712	CENPA	9.9614
CENPBD1	392.744	CENPBD1	394.3323
CENPB	2920.0499	CENPB	1710.6054
CENPC1	264.5167	CENPC1	686.9901
CENPE	692.1969	CENPE	53.9287
CENPF	5483.8276	CENPF	252.1254
CENPH	160.86	CENPH	136.024
CENPI	213.4562	CENPI	7.9004
CENPJ	267.972	CENPJ	205.0666
CENPK	55.6675	CENPK	28.5101
CENPL	406.5649	CENPL	88.9652
CENPM	212.6884	CENPM	15.1138
CENPN	688.1313	CENPN	119.5741
CENPO	408.3117	CENPO	86.5608
CENPP	77.1629	CENPP	79.4916
CENPQ	317.113	CENPQ	121.9407
CENPT	510.2217	CENPT	572.2628
CENPV	240.7141	CENPV	158.6947
CENPW	462.6164	CENPW	94.4611
CEP110	455.7059	CEP110	894.1176
CEP120	222.6701	CEP120	851.5243
CEP135	159.3243	CEP135	238.3856
CEP152	219.2149	CEP152	102.018
CEP164	687.9739	CEP164	654.0146
removed	removed	CEP170L	6.8699
CEP170	864.5743	CEP170	942.207
CEP192	512.5252	CEP192	809.9614
CEP250	997.0247	CEP250	685.9596
CEP290	339.1189	CEP290	675.7166
CEP350	1668.4903	CEP350	1990.5539
CEP55	1578.2705	CEP55	41.9064
CEP57	823.1116	CEP57	1102.9626
CEP63	494.0858	CEP63	686.0009
CEP68	371.2448	CEP68	1746.3701
CEP70	1212.4004	CEP70	405.3242
CEP72	163.9313	CEP72	63.2031
CEP76	144.3517	CEP76	188.9223
CEP78	361.647	CEP78	259.6823
CEP97	83.3093	CEP97	149.4204
CEPT1	689.8935	CEPT1	720.9961
CERCAM	2286.9757	CERCAM	659.167
CERKL	68.0756	CERKL	67.1876
CERK	585.4689	CERK	779.0468
CES1	682.983	CES1	952.1683
CES2	622.3246	CES2	1291.5414
CES3	116.7099	CES3	25.4186
CES4	19.1957	CES4	15.8008
CES8	20.7314	CES8	146.6724
CETN2	1367.8856	CETN2	1049.0339
CETN3	208.0814	CETN3	294.3753
CETP	6.9105	CETP	9.9614
CFB	2705.1195	CFB	2899.7853
CFDP1	1131.3946	CFDP1	872.134
CFD	126.6916	CFD	2574.4955
CFH	1060.3705	CFH	1788.5788
CFI	158.9404	CFI	1013.3104
CFL1	27839.5239	CFL1	7621.8119
CFL2	432.6711	CFL2	998.8836
CFLAR	1131.3946	CFLAR	1289.137
removed	removed	CFLP1	5.1524
CFP	11.1335	CFP	36.754
removed	removed	CFTR	58.3942
CG030	26.4901	CG030	77.2864
removed	removed	CGB7	8.1683
CGGBP1	1238.5219	CGGBP1	2639.4504
CGNL1	195.0283	CGNL1	2069.5578
CGN	1960.2649	CGN	1874.1091
CGREF1	418.3165	CGREF1	93.3242
CGRRF1	143.1999	CGRRF1	289.2228
CH25H	27.6418	CH25H	84.4998
CHAC1	170.8417	CHAC1	12.7093
CHAC2	56.4354	CHAC2	24.0447
CHADL	42.9984	CHADL	60.8227
removed	removed	CHAD	294.0318
CHAF1A	641.5203	CHAF1A	225.3328
CHAF1B	723.294	CHAF1B	200.2576
CHCHD10	348.5939	CHCHD10	296.4362
CHCHD1	506.3826	CHCHD1	401.8892
CHCHD2	4389.6727	CHCHD2	2169.8583
CHCHD3	1287.2637	CHCHD3	668.0979
CHCHD4	263.365	CHCHD4	241.8205
CHCHD5	208.0814	CHCHD5	158.6947
CHCHD6	96.3624	CHCHD6	119.8798
CHCHD7	547.8453	CHCHD7	531.3869
CHCHD8	851.1373	CHCHD8	487.763
CHD1L	3508.974	CHD1L	769.7724
CHD1	681.0634	CHD1	1458.8235
CHD2	1783.6645	CHD2	4156.9772
CHD3	2555.3316	CHD3	5412.1082
CHD4	6186.9392	CHD4	5436.0532
CHD5	53.748	CHD5	5.4959
CHD6	761.3015	CHD6	2973.6368
CHD7	816.2012	CHD7	695.5775
CHD8	2042.0386	CHD8	2458.7377
CHD9	673.3852	CHD9	2489.9957
CHDH	481.8121	CHDH	1145.2125
CHEK1	631.1546	CHEK1	89.3087
CHEK2	341.6835	CHEK2	142.5505
CHERP	1149.1928	CHERP	1002.8304
CHFR	960.1689	CHFR	362.0438
CHI3L1	966.6955	CHI3L1	1289.4805
CHI3L2	3480.1804	CHI3L2	1025.3328
CHIC1	64.8815	CHIC1	468.5273
CHIC2	262.2133	CHIC2	233.2331
CHID1	1354.8325	CHID1	1214.5985
CHIT1	35.704	CHIT1	74.8819
CHKA	1144.4476	CHKA	840.1889
CHKB-CPT1B	147.0007	CHKB-CPT1B	646.0009
CHKB	256.5006	CHKB	244.3864
CHL1	14.5887	CHL1	864.2336
CHML	1073.0396	CHML	569.5148
CHMP1A	2001.3437	CHMP1A	1335.8523
CHMP1B	1189.7495	CHMP1B	1551.2237
CHMP2A	2855.9363	CHMP2A	1355.4315
CHMP2B	944.0445	CHMP2B	1202.2327
CHMP4A	819.9098	CHMP4A	1009.1748
CHMP4B	4018.044	CHMP4B	2838.9867
CHMP4C	846.5304	CHMP4C	539.2872
CHMP5	959.4049	CHMP5	1486.3753
CHMP6	615.0302	CHMP6	344.869
CHMP7	1278.0497	CHMP7	1091.2838
CHM	263.7489	CHM	727.5225
CHN1	193.8766	CHN1	257.6213
CHN2	26.4901	CHN2	132.5891
CHODL	82.1576	CHODL	48.7763
CHORDC1	651.5021	CHORDC1	398.1108
CHPF2	1686.5342	CHPF2	792.7866
CHPF	3460.6008	CHPF	815.4573
CHPT1	911.0279	CHPT1	2675.5483
CHP	3102.793	CHP	2270.1589
CHRAC1	1236.2031	CHRAC1	471.9622
CHRDL1	1189.3656	CHRDL1	5319.708
CHRDL2	9.2139	removed	removed
CHRD	86.3807	CHRD	149.0769
CHRFAM7A	20.3474	CHRFAM7A	21.6951
CHRM1	34.1683	CHRM1	123.6582
CHRM3	38.3914	CHRM3	12.0223
CHRNA10	8.83	CHRNA10	14.7703
CHRNA1	39.1592	removed	removed
removed	removed	CHRNA2	7.9004
CHRNA3	12.6692	removed	removed
CHRNA5	230.7323	CHRNA5	37.7845
CHRNB1	256.8154	CHRNB1	210.5625
CHRNB2	17.2761	CHRNB2	34.693
CHRNB4	17.66	removed	removed
CHRNE	14.2893	CHRNE	19.5517
CHST10	375.084	CHST10	277.544
CHST11	408.4845	CHST11	58.7377
CHST12	286.0159	CHST12	246.9729
CHST13	10.7496	CHST13	12.7093
CHST14	598.9058	CHST14	482.6106
CHST15	707.5535	CHST15	1389.094
CHST1	63.3458	CHST1	34.006
CHST2	503.6952	CHST2	220.8673
CHST3	911.7958	CHST3	950.1073
CHST4	57.2032	CHST4	15.8008
removed	removed	CHST5	5.204
CHST6	20.7314	CHST6	21.6402
CHST7	29.5614	CHST7	94.1176
CHST8	24.9544	CHST8	13.3963
CHST9	37.2397	CHST9	355.1739
CHSY1	1268.068	CHSY1	1417.9476
CHSY3	92.1394	CHSY3	35.0365
CHTF18	465.3038	CHTF18	152.5118
CHTF8	2197.1398	CHTF8	2401.374
CHUK	460.6968	CHUK	606.6123
CHURC1	629.212	CHURC1	1638.128
CIAO1	1890.3926	CIAO1	1856.5908
CIAPIN1	1172.8573	CIAPIN1	639.2443
CIB1	1825.1272	CIB1	1103.9931
CIB2	349.3617	CIB2	77.6299
CIB4	14.9726	removed	removed
CIC	2482.3879	CIC	1648.7763
CIDEA	16.5083	CIDEA	342.4646
CIDEB	442.2881	CIDEB	533.8257
CIDECP	122.4686	CIDECP	88.9652
CIDEC	32.2488	CIDEC	1774.152
CIITA	404.6454	CIITA	352.4259
CILP2	48.3732	CILP2	19.9227
CILP	1952.9705	CILP	497.3809
CINP	507.1504	CINP	329.0683
CIR1	1006.6225	CIR1	1180.936
CIRBP	2890.8724	CIRBP	8335.9382
CIRH1A	1444.6684	CIRH1A	781.1078
CISD1	336.3087	CISD1	263.8042
CISD2	682.5953	CISD2	424.5221
CISD3	625.8451	CISD3	538.8991
CISH	589.6919	CISH	312.5805
removed	removed	CITED1	139.1155
CITED2	1738.3626	CITED2	3069.4719
CITED4	526.73	CITED4	451.3525
CIT	1023.5147	CIT	81.7518
CIZ1	2819.4644	CIZ1	1628.8536
CKAP2L	672.2334	CKAP2L	15.4573
CKAP2	1730.6843	CKAP2	233.5766
CKAP4	4359.3435	CKAP4	1650.8373
CKAP5	2574.5273	CKAP5	1988.8364
CKB	729.4366	CKB	518.6775
CKLF	561.6662	CKLF	247.3164
CKMT1A	356.6561	CKMT1A	61.4856
CKMT1B	476.0534	CKMT1B	142.8939
removed	removed	CKMT2	59.0812
CKS1B	4783.9524	CKS1B	450.322
CKS2	1358.6717	CKS2	111.9794
CLASP1	1603.9927	CLASP1	1538.8579
CLASP2	625.3959	CLASP2	1834.2636
CLCA2	51.8284	CLCA2	465.4358
removed	removed	CLCA4	37.441
CLCC1	1070.7669	CLCC1	971.8952
CLCF1	232.6519	CLCF1	80.7213
removed	removed	CLCN1	10.3049
CLCN2	227.661	CLCN2	55.9897
CLCN3	925.6167	CLCN3	1772.091
CLCN4	308.2829	CLCN4	154.5728
CLCN5	244.1693	CLCN5	159.0382
CLCN6	238.4106	CLCN6	723.4006
CLCN7	1387.8491	CLCN7	1052.1254
removed	removed	CLCNKA	11.3353
removed	removed	CLCNKB	5.8394
removed	removed	CLDN10	8.6114
CLDN11	64.1136	CLDN11	966.1176
CLDN12	429.9837	CLDN12	1198.4543
CLDN14	33.4005	removed	removed
CLDN15	50.2927	CLDN15	139.8025
removed	removed	CLDN16	5.4959
CLDN18	6.5265	removed	removed
removed	removed	CLDN19	128.8106
CLDN1	894.9035	CLDN1	849.4633
CLDN23	373.5483	CLDN23	145.9854
removed	removed	CLDN2	13.3963
CLDN3	870.717	CLDN3	650.9231
CLDN4	5931.0874	CLDN4	4329.7553
CLDN5	61.0423	CLDN5	812.7093
CLDN7	2902.006	CLDN7	1067.9261
CLDN8	24.9544	CLDN8	749.1627
CLDN9	83.6933	CLDN9	9.2744
CLDND1	682.983	CLDND1	1354.401
removed	removed	CLDND2	6.5264
CLEC10A	24.5705	CLEC10A	152.8553
CLEC11A	363.5666	CLEC11A	99.2701
CLEC12A	28.7936	CLEC12A	36.067
CLEC14A	195.7961	CLEC14A	851.8678
CLEC16A	761.3015	CLEC16A	636.4964
CLEC17A	9.2139	removed	removed
CLEC18A	13.0032	CLEC18A	9.2744
CLEC1A	26.4901	CLEC1A	143.9244
CLEC2B	288.7033	CLEC2B	417.003
CLEC2D	341.2995	CLEC2D	707.9433
CLEC2L	22.267	removed	removed
removed	removed	CLEC3A	22.6707
CLEC3B	35.3201	CLEC3B	705.8824
CLEC4A	55.6675	CLEC4A	78.3169
CLEC4E	66.801	removed	removed
CLEC4F	10.7496	CLEC4F	22.6707
removed	removed	CLEC4GP1	7.5569
removed	removed	CLEC4G	8.9309
removed	removed	CLEC4M	6.1829
CLEC5A	289.0872	CLEC5A	6.1829
CLEC7A	674.5369	CLEC7A	210.219
removed	removed	CLEC9A	21.6402
CLECL1	11.1335	CLECL1	17.5182
CLGN	56.4354	CLGN	112.6664
CLIC1	11852.9609	CLIC1	4263.4607
CLIC2	217.6792	CLIC2	654.0146
CLIC3	567.8088	CLIC3	11.3353
CLIC4	5051.1565	CLIC4	5976.1271
CLIC5	51.4445	CLIC5	408.0721
CLIC6	57.5871	CLIC6	409.7896
CLINT1	1179.7677	CLINT1	1985.058
CLIP1	2109.2235	CLIP1	2651.0949
CLIP2	411.5558	CLIP2	432.8038
CLIP3	319.0325	CLIP3	525.204
CLIP4	497.9365	CLIP4	972.4345
CLK1	740.1862	CLK1	4184.8003
CLK2P	31.097	CLK2P	13.7398
CLK2	1291.4867	CLK2	744.6973
CLK3	589.308	CLK3	793.4736
CLK4	133.986	CLK4	1038.3856
CLLU1OS	12.2852	removed	removed
CLLU1	7.1216	removed	removed
CLMN	719.0709	CLMN	3118.2482
CLN3	1263.0771	CLN3	969.5423
CLN5	423.0732	CLN5	917.1318
CLN6	1413.1874	CLN6	539.9742
CLN8	340.5317	CLN8	393.6453
CLNS1A	1613.9745	CLNS1A	1335.8523
CLOCK	271.4272	CLOCK	449.9785
CLP1	367.0218	CLP1	355.1739
CLPB	382.3783	CLPB	194.7617
CLPP	682.5991	CLPP	370.9747
CLPTM1L	5403.5896	CLPTM1L	1366.4234
CLPTM1	4381.9944	CLPTM1	1840.103
CLPX	782.0328	CLPX	886.5608
CLSPN	295.9977	CLSPN	12.7093
CLSTN1	5376.7156	CLSTN1	5018.1194
CLSTN2	378.9231	CLSTN2	539.9742
CLSTN3	1223.15	CLSTN3	1209.7896
CLTA	2699.6833	CLTA	1724.6887
CLTB	2049.7169	CLTB	659.167
CLTCL1	59.8906	CLTCL1	63.2031
CLTC	12910.644	CLTC	8521.082
CLUAP1	440.7333	CLUAP1	528.8553
CLUL1	24.5705	CLUL1	124.3452
CLU	22302.3323	CLU	25282.6106
removed	removed	CLVS1	6.997
CLYBL	98.6659	CLYBL	126.7497
removed	removed	CMA1	36.754
CMAH	94.0589	CMAH	973.8085
CMAS	768.9797	CMAS	670.5024
CMBL	370.477	CMBL	1456.7626
CMC1	129.7629	CMC1	116.4448
CMIP	1217.0074	CMIP	1129.7553
CMKLR1	334.773	CMKLR1	377.8446
CMPK1	3011.4214	CMPK1	3872.2198
CMPK2	700.2591	CMPK2	630.6569
CMTM1	94.8268	CMTM1	104.079
CMTM3	1564.0656	CMTM3	906.4835
CMTM4	1590.5557	CMTM4	2127.2649
removed	removed	CMTM5	10.3049
CMTM6	2168.3463	CMTM6	3771.5758
CMTM7	821.1921	CMTM7	1115.3285
CMTM8	69.8723	CMTM8	200.2576
CMYA5	114.0225	CMYA5	2553.5423
removed	removed	CN5H6.4	7.9004
CNBP	5982.5319	CNBP	9287.763
CNDP2	3345.4266	CNDP2	3784.6286
CNFN	239.1784	CNFN	29.8841
CNGA1	86.3807	CNGA1	85.8738
removed	removed	CNGA4	5.1524
CNIH2	238.7945	CNIH2	5.4959
CNIH3	117.0938	CNIH3	54.2722
CNIH4	1542.9504	CNIH4	567.4538
CNIH	892.6001	CNIH	942.8939
CNKSR1	550.5327	CNKSR1	347.617
CNKSR2	65.6493	CNKSR2	23.0142
CNKSR3	433.8228	CNKSR3	288.1924
CNN1	446.1081	CNN1	3125.8051
CNN2	5710.3369	CNN2	2942.7222
CNN3	9406.6609	CNN3	5704.4225
CNNM1	33.0166	CNNM1	36.067
CNNM2	109.4155	CNNM2	152.5118
CNNM3	632.3064	CNNM3	950.4508
CNNM4	662.2517	CNNM4	1146.243
CNOT10	874.5561	CNOT10	558.8665
CNOT1	6028.7513	CNOT1	5383.0588
CNOT2	1757.9422	CNOT2	1561.1851
CNOT3	1878.8751	CNOT3	807.5569
CNOT4	423.8411	CNOT4	574.3237
CNOT6L	587.0045	CNOT6L	1892.6578
CNOT6	877.6274	CNOT6	1161.0133
CNOT7	1818.6006	CNOT7	1874.4526
CNOT8	785.1041	CNOT8	1631.945
CNO	297.5334	CNO	245.599
CNPY2	1269.6036	CNPY2	1045.2555
CNPY3	1722.2382	CNPY3	1004.3796
CNPY4	251.4637	CNPY4	242.851
CNP	2818.8771	CNP	2017.8652
CNR1	13.437	CNR1	101.331
CNRIP1	128.6112	CNRIP1	440.7042
CNST	602.745	CNST	869.386
CNTD1	16.324	CNTD1	138.2877
CNTD2	66.4171	CNTD2	13.7398
CNTFR	13.437	CNTFR	296.7797
CNTF	9.3905	CNTF	10.6483
CNTLN	240.7141	CNTLN	286.8184
CNTN1	47.6053	CNTN1	251.7819
CNTN2	14.5887	CNTN2	18.8922
CNTN3	25.3383	CNTN3	79.6909
CNTN4	50.2927	CNTN4	232.5462
removed	removed	CNTN6	8.2439
CNTNAP1	102.1211	CNTNAP1	135.3371
CNTNAP2	10.7496	CNTNAP2	9.2744
CNTNAP3	73.7115	CNTNAP3	295.0623
CNTROB	844.9947	CNTROB	812.3658
COASY	1109.8954	COASY	1110.863
COBLL1	1155.5811	COBLL1	1290.1675
COBL	161.6278	COBL	1323.83
COBRA1	1779.8253	COBRA1	1053.1559
COCH	89.4558	COCH	37.5165
COG1	763.77	COG1	899.909
COG2	993.9534	COG2	742.2928
COG3	482.196	COG3	949.0769
COG4	1644.6876	COG4	1019.8368
COG5	753.3621	COG5	996.8879
COG6	400.4223	COG6	664.6629
COG7	635.7616	COG7	594.59
COG8	440.5912	COG8	421.623
COIL	534.4083	COIL	533.1043
COL10A1	2227.0851	COL10A1	23.7012
COL11A1	3105.0965	COL11A1	30.9146
COL11A2	9.9818	COL11A2	23.7012
COL12A1	13324.5033	COL12A1	2702.9626
COL13A1	105.5764	COL13A1	13.7398
COL14A1	447.2598	COL14A1	3887.6771
COL15A1	990.1142	COL15A1	2731.4727
COL16A1	1481.1402	COL16A1	1659.0812
COL17A1	170.4578	COL17A1	5679.3474
COL18A1	6302.3323	COL18A1	2444.3109
COL1A1	109430.4636	COL1A1	10019.4075
COL1A2	71842.9792	COL1A2	16328.7248
COL21A1	13.0531	COL21A1	73.1644
COL22A1	206.9296	COL22A1	17.8617
COL23A1	59.1228	COL23A1	47.0588
COL24A1	18.8118	COL24A1	10.6483
COL25A1	23.4188	COL25A1	52.5547
COL27A1	371.6288	COL27A1	492.9154
removed	removed	COL28A1	133.9631
COL2A1	5.3748	COL2A1	36.067
COL3A1	63636.8174	COL3A1	18318.2482
COL4A1	9133.3141	COL4A1	5224.5599
COL4A2	13795.1819	COL4A2	6363.933
COL4A3BP	374.3162	COL4A3BP	1663.2031
COL4A3	13.0531	COL4A3	26.7926
COL4A4	74.8632	COL4A4	68.3555
COL4A5	497.1686	COL4A5	841.2194
COL4A6	24.9544	COL4A6	262.7737
COL5A1	8526.73	COL5A1	1209.7896
COL5A2	9741.05	COL5A2	1365.3929
COL5A3	664.1712	COL5A3	333.5337
COL6A1	15697.4758	COL6A1	4786.9472
COL6A2	28282.1768	COL6A2	8697.982
COL6A3	21495.729	COL6A3	7877.3723
COL6A6	19.9635	COL6A6	412.1941
COL7A1	527.1139	COL7A1	503.5638
COL8A1	702.1787	COL8A1	200.9446
COL8A2	1182.4551	COL8A2	934.3066
COL9A2	696.42	COL9A2	456.1614
COL9A3	481.8121	COL9A3	27.8231
COLEC11	6.5265	COLEC11	12.7093
COLEC12	410.788	COLEC12	1169.9442
COLQ	15.3566	COLQ	45.3413
COMMD10	176.9844	COMMD10	401.8892
COMMD1	326.7108	COMMD1	306.3976
COMMD2	1511.8533	COMMD2	1022.2413
COMMD3	955.8269	COMMD3	669.0906
COMMD4	896.4392	COMMD4	435.5517
COMMD5	350.2563	COMMD5	343.1138
COMMD6	930.6075	COMMD6	1467.7544
COMMD7	1531.8169	COMMD7	901.331
COMMD8	257.9902	COMMD8	241.477
COMMD9	725.2136	COMMD9	647.8317
COMP	868.0296	COMP	93.7742
COMTD1	152.4139	COMTD1	35.38
COMT	2293.1183	COMT	1412.4517
COPA	18578.5162	COPA	4948.5822
COPB1	3779.4568	COPB1	3286.5608
COPB2	9565.9852	COPB2	3547.2735
COPE	2348.018	COPE	1057.6213
COPG2	525.5783	COPG2	732.3315
COPG	4933.6789	COPG	2892.2284
COPS2	1354.4486	COPS2	1943.1516
COPS3	2242.0578	COPS3	834.006
COPS4	757.8462	COPS4	880.7213
COPS5	1421.6336	COPS5	970.0301
COPS6	2295.4218	COPS6	1353.3705
COPS7A	1329.4942	COPS7A	1195.3628
COPS7B	553.2201	COPS7B	618.2911
COPS8	784.7164	COPS8	911.9622
COPZ1	3204.5302	COPZ1	3213.3963
COPZ2	193.8766	COPZ2	269.3001
COQ10A	87.1485	COQ10A	171.404
COQ10B	565.8892	COQ10B	524.1735
COQ2	356.2722	COQ2	121.2538
COQ3	190.8053	COQ3	147.7029
COQ4	357.8079	COQ4	588.0635
COQ5	435.3585	COQ5	568.8278
COQ6	220.3705	COQ6	363.4865
COQ7	364.7183	COQ7	557.4925
COQ9	792.7824	COQ9	669.4719
CORIN	140.1286	CORIN	15.8008
CORO1A	1076.111	CORO1A	728.2095
CORO1B	1646.6072	CORO1B	1073.7656
CORO1C	4513.293	CORO1C	1939.3731
