gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
ANKRD58	11.9667	ANKRD58	7.1836
ANKRD5	398.0229	ANKRD5	245.1784
ANKRD6	168.2024	ANKRD6	268.1284
ANKRD9	39.0219	ANKRD9	33.1069
ANKS1A	600.6764	ANKS1A	1142.5002
ANKS1B	156.0874	ANKS1B	71.5234
ANKS3	224.2456	ANKS3	139.6112
ANKS6	52.2893	ANKS6	308.2689
ANKZF1	427.6795	ANKZF1	468.8061
ANLN	2052.0291	ANLN	218.0058
ANO10	920.3954	ANO10	1023.5028
ANO1	447.1904	ANO1	3337.8621
removed	removed	ANO2	58.0932
removed	removed	ANO3	123.0577
ANO5	282.7784	ANO5	112.7508
ANO6	2982.3101	ANO6	9574.7638
ANO7	12.2268	ANO7	10.6192
ANO8	218.7825	ANO8	218.6304
ANO9	292.924	ANO9	43.7261
ANP32A	2546.5661	ANP32A	2648.2392
ANP32B	3032.7784	ANP32B	3158.8975
ANP32E	3384.2352	ANP32E	1312.7196
ANPEP	1716.9615	ANPEP	2078.8631
ANTXR1	6075.9625	ANTXR1	6176.3098
ANTXR2	684.4433	ANTXR2	6268.7593
ANUBL1	242.9761	ANUBL1	183.0249
ANXA11	2176.3788	ANXA11	2959.9438
ANXA13	5.9834	removed	removed
ANXA1	1530.9573	ANXA1	12068.4001
ANXA2P1	76.2227	ANXA2P1	74.6467
ANXA2P2	4587.6691	ANXA2P2	4917.6232
ANXA2	13942.5078	ANXA2	14111.3454
ANXA3	64.5161	ANXA3	868.5875
ANXA4	1493.2362	ANXA4	1730.3037
ANXA5	5680.281	ANXA5	9159.9906
ANXA6	2247.6587	ANXA6	8497.2281
ANXA7	3532.2581	ANXA7	3167.3304
ANXA8L2	17.4298	ANXA8L2	74.022
ANXA8	34.3392	ANXA8	127.118
ANXA9	111.8626	ANXA9	57.1562
AOAH	67.1176	AOAH	195.5181
AOC2	11.1863	AOC2	81.5179
AOC3	308.7929	AOC3	15383.7745
AOX1	388.3975	AOX1	4418.5211
AP1AR	529.6566	AP1AR	472.2417
AP1B1	2137.0968	AP1B1	1816.1943
AP1G1	1900.1041	AP1G1	2788.7874
AP1G2	716.423	AP1G2	440.5122
AP1M1	1023.9334	AP1M1	1050.6754
AP1M2	2501.0406	AP1M2	525.0254
AP1S1	1270.2914	AP1S1	397.5951
AP1S2	2089.7503	AP1S2	763.3326
AP1S3	114.9844	AP1S3	51.5343
AP2A1	1816.475	AP2A1	1567.6677
AP2A2	1328.564	AP2A2	1756.2271
AP2B1	5608.2206	AP2B1	6531.4281
AP2M1	11817.898	AP2M1	5139.3769
AP2S1	1664.6722	AP2S1	759.2723
AP3B1	1204.9948	AP3B1	1410.791
AP3B2	133.7149	AP3B2	57.4686
AP3D1	2384.2352	AP3D1	2118.2166
AP3M1	2710.4579	AP3M1	1946.7479
AP3M2	1535.64	AP3M2	695.5571
AP3S1	4796.3059	AP3S1	1634.731
AP3S2	1710.2471	AP3S2	2144.4023
AP4B1	401.0224	AP4B1	349.9555
AP4E1	332.4662	AP4E1	410.7129
AP4M1	446.9797	AP4M1	259.2051
AP4S1	51.5088	AP4S1	101.8193
APAF1	520.5515	APAF1	735.5353
APBA1	63.2154	APBA1	348.8717
APBA2	18.2102	APBA2	76.5207
APBA3	82.9865	APBA3	132.1152
APBB1IP	173.5172	APBB1IP	1131.5687
APBB1	648.8033	APBB1	677.442
APBB2	1843.6524	APBB2	2788.7874
APBB3	108.4807	APBB3	165.8468
APC2	7.6275	removed	removed
APCDD1L	17.6899	APCDD1L	175.529
APCDD1	191.4672	APCDD1	3448.1143
APC	452.3933	APC	1484.813
APEH	2581.1655	APEH	1202.4674
APEX1	2865.2445	APEX1	2215.9756
APEX2	1407.128	APEX2	376.3567
APH1A	8622.2685	APH1A	3689.2325
APH1B	607.18	APH1B	786.4449
API5	3899.0635	API5	2900.6012
APIP	871.9329	APIP	651.6749
APITD1	404.4433	APITD1	138.8616
APLF	61.1342	APLF	121.4961
APLNR	361.0822	APLNR	878.2697
APLN	130.333	APLN	135.2385
APLP1	103.538	APLP1	33.4192
APLP2	17291.8835	APLP2	16958.8506
APOA1BP	3663.6316	APOA1BP	1057.5467
APOB48R	97.0343	APOB48R	93.6988
removed	removed	APOBEC2	9.0575
APOBEC3A	7.2841	APOBEC3A	59.0302
APOBEC3B	156.0874	APOBEC3B	36.2302
APOBEC3C	119.667	APOBEC3C	297.0251
APOBEC3D	34.0791	APOBEC3D	65.2768
APOBEC3F	59.0531	APOBEC3F	125.8687
APOBEC3G	92.3517	APOBEC3G	259.5456
removed	removed	APOB	387.2882
APOC1	1044.2248	APOC1	224.5647
APOC2	30.437	APOC2	8.4329
APOD	1587.4089	APOD	32137.1125
APOE	1656.0874	APOE	1320.8402
APOL1	745.5775	APOL1	915.7492
APOL2	392.82	APOL2	583.1186
APOL3	285.64	APOL3	1359.8813
APOL4	87.1488	APOL4	380.1046
APOL6	994.7971	APOL6	5791.8326
APOLD1	364.9844	APOLD1	1041.9302
APOM	27.8356	APOM	34.0439
APOOL	184.7034	APOOL	352.3073
APOO	475.026	APOO	122.1207
APPBP2	902.9657	APPBP2	1644.4132
APPL1	2910.2497	APPL1	2521.7459
APPL2	918.8345	APPL2	1396.4238
APP	18755.2029	APP	30686.9681
APRT	1290.5827	APRT	816.4285
APTX	648.283	APTX	438.1979
AQP11	12.7471	AQP11	17.8028
AQP1	748.3871	AQP1	11106.2575
AQP3	198.4912	AQP3	396.6581
AQP4	16.9095	AQP4	40.2905
AQP5	18.4703	AQP5	198.9537
removed	removed	AQP6	8.4329
removed	removed	AQP7P1	640.8995
removed	removed	AQP7P3	32.7946
removed	removed	AQP7	3429.6869
AQP8	5.7232	removed	removed
AQP9	135.796	AQP9	480.05
AQPEP	8.3247	AQPEP	702.647
AQR	1443.0281	AQR	1452.6431
ARAF	1207.5963	ARAF	992.5822
ARAP1	1261.1629	ARAP1	2234.9465
ARAP2	332.4662	ARAP2	392.2855
ARAP3	97.2945	ARAP3	504.0993
ARCN1	6918.3143	ARCN1	4736.1599
removed	removed	ARC	34.6685
AREG	2515.3486	AREG	452.2527
ARF1	20806.7118	ARF1	7034.5905
ARF3	8660.77	ARF3	4275.7867
ARF4	7627.2112	ARF4	3481.8459
ARF5	3024.4537	ARF5	1527.2898
ARF6	2378.2518	ARF6	2488.639
ARFGAP1	1119.4069	ARFGAP1	577.4967
ARFGAP2	1598.8554	ARFGAP2	1810.5723
ARFGAP3	607.9605	ARFGAP3	885.7656
ARFGEF1	3914.8517	ARFGEF1	2425.2362
ARFGEF2	2443.0281	ARFGEF2	2830.6395
ARFIP1	629.2924	ARFIP1	989.4589
ARFIP2	1725.2862	ARFIP2	746.7791
ARFRP1	320.7596	ARFRP1	386.3512
ARG2	141.8028	ARG2	287.9956
ARGLU1	1116.2851	ARGLU1	2357.1484
ARHGAP10	91.051	ARHGAP10	726.79
ARHGAP11A	993.7565	ARHGAP11A	188.0222
ARHGAP11B	50.9886	ARHGAP11B	7.5927
ARHGAP12	654.2664	ARHGAP12	1456.391
ARHGAP15	43.7045	ARHGAP15	112.1262
ARHGAP17	1638.3975	ARHGAP17	1275.8648
ARHGAP18	475.026	ARHGAP18	719.9188
ARHGAP19	486.9927	ARHGAP19	921.6835
ARHGAP1	4392.2997	ARHGAP1	3284.4538
ARHGAP20	22.3725	ARHGAP20	830.171
ARHGAP21	1787.461	ARHGAP21	3991.8794
ARHGAP22	70.4995	ARHGAP22	34.6685
ARHGAP23	156.0874	ARHGAP23	676.505
ARHGAP24	263.5276	ARHGAP24	795.1901
ARHGAP25	129.8127	ARHGAP25	578.1213
ARHGAP26	288.7617	ARHGAP26	1057.2343
ARHGAP27	188.6056	ARHGAP27	396.302
ARHGAP28	76.4828	ARHGAP28	334.5046
ARHGAP29	1582.206	ARHGAP29	3249.1606
ARHGAP30	272.1124	ARHGAP30	630.905
ARHGAP31	335.3278	ARHGAP31	1997.9699
ARHGAP32	1309.8335	ARHGAP32	1308.0347
ARHGAP33	188.6056	ARHGAP33	71.5234
removed	removed	ARHGAP36	108.0659
ARHGAP39	490.1145	ARHGAP39	127.4303
ARHGAP42	161.5245	ARHGAP42	488.7765
ARHGAP4	243.4964	ARHGAP4	275.4743
ARHGAP5	1411.8106	ARHGAP5	3452.1746
ARHGAP6	38.7617	ARHGAP6	249.551
ARHGAP8	182.0161	ARHGAP8	156.2239
ARHGAP9	62.6951	ARHGAP9	191.1455
ARHGDIA	3983.871	ARHGDIA	2811.2751
ARHGDIB	3427.9396	ARHGDIB	2889.982
ARHGDIG	7.2841	ARHGDIG	9.7509
ARHGEF10L	603.538	ARHGEF10L	680.8776
ARHGEF10	693.8085	ARHGEF10	1501.0541
ARHGEF11	2079.3444	ARHGEF11	1464.8239
ARHGEF12	4345.2133	ARHGEF12	6187.2414
ARHGEF15	88.7097	ARHGEF15	738.9709
ARHGEF16	274.7138	ARHGEF16	109.3152
ARHGEF17	754.9428	ARHGEF17	1204.029
ARHGEF18	932.3621	ARHGEF18	758.6476
ARHGEF19	731.5297	ARHGEF19	150.855
ARHGEF1	505.2029	ARHGEF1	809.5573
ARHGEF2	2264.5682	ARHGEF2	2360.2717
ARHGEF33	10.666	ARHGEF33	12.8055
ARHGEF35	250.7804	ARHGEF35	248.3017
ARHGEF37	282.7784	ARHGEF37	1166.2372
ARHGEF38	14.5682	ARHGEF38	31.5452
ARHGEF3	827.0031	ARHGEF3	1078.785
ARHGEF4	13.7877	ARHGEF4	305.7703
ARHGEF5	383.7149	ARHGEF5	258.6086
ARHGEF6	775.2341	ARHGEF6	4893.5738
ARHGEF7	819.1988	ARHGEF7	1960.8027
ARHGEF9	452.9136	ARHGEF9	679.316
ARID1A	4525.7544	ARID1A	2819.3956
ARID1B	1307.4922	ARID1B	2492.387
ARID2	1928.1998	ARID2	1394.5499
ARID3A	44.7451	ARID3A	62.4658
ARID3B	55.6712	ARID3B	108.6906
ARID4A	323.8814	ARID4A	1077.2234
ARID4B	1674.2976	ARID4B	1662.9624
ARID5A	199.7919	ARID5A	551.8857
ARID5B	1140.7388	ARID5B	3584.2898
ARIH1	1946.6701	ARIH1	2567.6583
ARIH2	2466.1524	ARIH2	1580.0484
ARL10	11.1863	ARL10	74.6467
ARL11	92.872	ARL11	43.4138
ARL13B	249.7399	ARL13B	271.4141
ARL15	86.3684	ARL15	541.8912
ARL16	443.2882	ARL16	342.9375
ARL17A	32.2529	ARL17A	54.5733
ARL1	2844.693	ARL1	2214.1017
ARL2BP	1669.0947	ARL2BP	1598.8131
ARL2	864.9844	ARL2	1029.1247
ARL3	1548.3871	ARL3	600.9214
ARL4A	678.7201	ARL4A	1070.9768
ARL4C	810.3538	ARL4C	1057.2343
ARL4D	83.7669	ARL4D	188.9592
ARL5A	630.0728	ARL5A	1039.7439
ARL5B	290.3226	ARL5B	363.2389
ARL6IP1	19405.5671	ARL6IP1	8247.6771
ARL6IP4	1290.8429	ARL6IP4	1203.0921
ARL6IP5	3630.333	ARL6IP5	6014.8356
ARL6IP6	377.4714	ARL6IP6	270.1648
ARL6	115.2445	ARL6	102.1316
ARL8A	1334.2872	ARL8A	831.108
ARL8B	3362.3829	ARL8B	2589.5214
ARL9	24.1935	removed	removed
ARMC10	1638.8398	ARMC10	892.1527
ARMC1	1523.153	ARMC1	870.1491
ARMC2	21.5921	ARMC2	47.474
ARMC3	85.0676	ARMC3	9.0575
removed	removed	ARMC4	9.6822
ARMC5	241.9355	ARMC5	139.9235
ARMC6	548.1087	ARMC6	317.2827
ARMC7	241.6753	ARMC7	192.7071
ARMC8	1148.283	ARMC8	943.5465
ARMC9	240.1145	ARMC9	143.9838
ARMCX1	223.4651	ARMCX1	991.3329
ARMCX2	1250.7804	ARMCX2	864.8395
ARMCX3	1427.6795	ARMCX3	2160.6934
ARMCX5	280.1769	ARMCX5	339.1895
ARMCX6	272.6327	ARMCX6	212.0715
ARNT2	1801.2487	ARNT2	457.5623
ARNTL2	59.0531	ARNTL2	94.9481
ARNTL	336.3684	ARNTL	526.2747
ARNT	1737.513	ARNT	2710.0804
ARPC1A	4665.9729	ARPC1A	2400.8745
ARPC1B	3829.3444	ARPC1B	1411.1033
ARPC2	4561.3944	ARPC2	3573.3583
ARPC3	5308.2726	ARPC3	2780.3545
ARPC4	4224.0687	ARPC4	2479.4847
ARPC5L	1436.0042	ARPC5L	437.8855
ARPC5	6815.0364	ARPC5	3158.2728
ARPM1	82.7263	ARPM1	49.9727
ARPP19	5694.0687	ARPP19	5819.3176
ARRB1	231.5297	ARRB1	1010.0726
ARRB2	709.4173	ARRB2	838.6039
ARRDC1	856.9199	ARRDC1	367.2991
ARRDC2	422.4766	ARRDC2	548.1377
ARRDC3	672.7367	ARRDC3	4457.5623
ARRDC4	355.6191	ARRDC4	951.3547
ARSA	557.232	ARSA	514.4062
ARSB	295.2653	ARSB	302.9593
ARSD	1013.0073	ARSD	1839.9313
ARSE	9.3652	ARSE	16.8658
ARSG	110.0416	ARSG	144.9207
ARSI	59.8335	ARSI	9.3699
ARSJ	127.9917	ARSJ	118.6851
ARSK	165.9729	ARSK	285.1566
removed	removed	ART3	11.2439
removed	removed	ART4	23.4247
removed	removed	ART5	10.6192
ARTN	135.796	ARTN	12.1808
ARV1	943.2882	ARV1	330.7566
ARVCF	58.5328	ARVCF	155.2276
AR	932.102	AR	947.6068
AS3MT	291.103	AS3MT	145.2331
ASAH1	4415.9729	ASAH1	8101.1947
ASAH2B	24.974	removed	removed
ASAH2	5.9834	ASAH2	11.2439
ASAM	123.8293	ASAM	2454.9075
ASAP1	1856.6597	ASAP1	1327.0867
ASAP2	1220.8637	ASAP2	1650.6598
ASAP3	1174.2976	ASAP3	1265.2456
ASB13	2906.0874	ASB13	696.1818
ASB14	12.487	ASB14	14.3671
ASB16	5.2159	ASB16	5.6219
ASB1	179.9324	ASB1	780.5825
ASB2	7.0239	ASB2	29.9836
ASB3	287.461	ASB3	351.3703
ASB6	1645.3018	ASB6	590.6739
ASB7	412.3309	ASB7	542.5158
ASB8	768.7305	ASB8	906.3793
ASB9	90.0104	ASB9	56.2193
ASCC1	1181.0614	ASCC1	535.9569
ASCC2	853.2778	ASCC2	1270.8675
ASCC3	1392.5598	ASCC3	1334.5827
ASCL2	8.0645	ASCL2	12.1808
ASF1A	233.3507	ASF1A	462.5595
ASF1B	1936.0042	ASF1B	180.5263
ASGR1	13.5276	ASGR1	10.6192
removed	removed	ASGR2	14.0548
ASH1L	3593.3689	ASH1L	5082.8016
ASH2L	2703.4339	ASH2L	1528.2268
ASL	225.8065	ASL	286.7182
ASMTL	247.3985	ASMTL	524.079
ASNA1	1630.5931	ASNA1	934.489
ASNSD1	1009.6254	ASNSD1	1045.0535
ASNS	672.7367	ASNS	308.2689
removed	removed	ASPA	142.7344
ASPHD1	211.4984	ASPHD1	14.9918
ASPHD2	36.6805	ASPHD2	42.1644
ASPH	12783.8866	ASPH	14735.2979
ASPM	1852.2373	ASPM	220.8167
ASPN	2223.205	ASPN	1785.2737
ASPRV1	19.5578	ASPRV1	89.5417
ASPSCR1	264.5682	ASPSCR1	164.9098
ASRGL1	675.5983	ASRGL1	165.5345
ASS1	10502.3413	ASS1	3881.6272
ASTE1	234.7294	ASTE1	267.3226
ASTN1	234.9116	ASTN1	69.3371
ASTN2	73.3611	ASTN2	209.2606
ASXL1	1859.5213	ASXL1	2093.5426
ASXL2	568.6785	ASXL2	1268.6812
removed	removed	ASXL3	44.0384
ATAD1	1316.3371	ATAD1	1380.8074
ATAD2B	465.1405	ATAD2B	448.1924
ATAD2	4963.3195	ATAD2	1110.6426
ATAD3A	521.5921	ATAD3A	206.4496
ATAD3B	321.0198	ATAD3B	91.8248
ATAD3C	399.5838	ATAD3C	90.8878
ATAD5	188.6056	ATAD5	67.7754
ATE1	323.3611	ATE1	500.976
ATF1	558.5328	ATF1	534.0829
ATF2	392.0395	ATF2	887.6396
ATF3	625.1301	ATF3	497.2281
ATF4	5303.3299	ATF4	5241.1962
ATF5	994.7971	ATF5	545.0144
ATF6B	1532.5182	ATF6B	1293.4833
ATF6	2155.5671	ATF6	1891.1533
ATF7IP2	172.7367	ATF7IP2	96.1974
ATF7IP	1933.1426	ATF7IP	2041.6959
ATF7	1833.0957	ATF7	2967.6771
ATG10	74.4017	ATG10	109.0029
ATG12	1125.9105	ATG12	636.5269
ATG16L1	518.4703	ATG16L1	565.3158
ATG16L2	306.3424	ATG16L2	248.1893
ATG2A	649.0635	ATG2A	575.935
ATG2B	500	ATG2B	1622.8625
ATG3	1117.3257	ATG3	813.6176
ATG4A	362.9032	ATG4A	343.8744
ATG4B	558.2726	ATG4B	484.4226
ATG4C	188.0853	ATG4C	325.447
ATG4D	513.5224	ATG4D	152.2292
ATG5	690.9469	ATG5	888.5766
ATG7	671.2175	ATG7	724.0884
ATG9A	818.8866	ATG9A	1489.4854
ATG9B	34.4745	ATG9B	6.6401
ATHL1	1159.9896	ATHL1	396.9704
ATIC	2191.4672	ATIC	1142.5002
ATL1	197.4506	ATL1	400.0937
ATL2	1127.9917	ATL2	1407.3554
ATL3	496.358	ATL3	973.2178
ATMIN	1765.6087	ATMIN	2337.1594
ATM	1149.8439	ATM	2432.1074
ATN1	5538.5016	ATN1	4974.7794
ATOH8	7.8044	ATOH8	674.3187
ATOX1	728.4079	ATOX1	453.502
ATP10A	770.2914	ATP10A	214.8825
removed	removed	ATP10B	9.0575
ATP10D	183.1426	ATP10D	799.5627
ATP11A	676.6389	ATP11A	1110.018
ATP11B	1155.5671	ATP11B	2254.3921
ATP11C	983.3507	ATP11C	1057.2343
ATP13A1	1296.8262	ATP13A1	725.853
ATP13A2	1072.0604	ATP13A2	604.6693
ATP13A3	3280.437	ATP13A3	2932.7711
ATP13A4	27.3153	ATP13A4	261.4195
ATP13A5	11.7066	ATP13A5	163.0358
ATP1A1	13135.5307	ATP1A1	12354.7935
ATP1A2	8.3247	ATP1A2	4737.0969
ATP1A3	35.3798	ATP1A3	8.4329
ATP1A4	5.2029	ATP1A4	7.1836
ATP1B1	4350.1275	ATP1B1	1553.8034
ATP1B2	8.5848	ATP1B2	142.7344
ATP1B3	3061.3944	ATP1B3	1450.1445
ATP2A1	11.1863	ATP2A1	64.6521
ATP2A2	11000	ATP2A2	5860.8573
ATP2A3	84.5473	ATP2A3	534.3953
ATP2B1	1249.2196	ATP2B1	2215.6633
removed	removed	ATP2B2	12.1808
ATP2B4	3947.9709	ATP2B4	7766.6901
ATP2C1	3636.4984	ATP2C1	3229.2028
ATP2C2	140.2185	ATP2C2	97.4467
ATP5A1	10408.6889	ATP5A1	8490.0445
ATP5B	18679.5005	ATP5B	10532.0528
ATP5C1	4575.4422	ATP5C1	2308.4251
ATP5D	250.5203	ATP5D	322.6361
ATP5EP2	52.5494	ATP5EP2	29.6713
ATP5E	5456.2955	ATP5E	3348.7936
ATP5F1	2806.7118	ATP5F1	2190.677
ATP5G1	822.5806	ATP5G1	472.8664
ATP5G2	5223.9854	ATP5G2	3665.1831
ATP5G3	2872.0083	ATP5G3	2706.9571
ATP5H	2056.7118	ATP5H	1838.9943
ATP5I	1219.8205	ATP5I	946.751
ATP5J2	2642.2997	ATP5J2	818.9271
ATP5J	1434.7945	ATP5J	1531.45
ATP5L	3321.0198	ATP5L	2440.8527
ATP5O	2022.1124	ATP5O	2651.6749
ATP5SL	706.8158	ATP5SL	672.4448
ATP5S	45.0052	ATP5S	134.3016
ATP6AP1L	29.6566	ATP6AP1L	43.7261
ATP6AP1	5525.2341	ATP6AP1	2357.7731
ATP6AP2	4796.0458	ATP6AP2	3867.8848
ATP6V0A1	787.2008	ATP6V0A1	1643.4762
ATP6V0A2	443.2882	ATP6V0A2	547.8254
ATP6V0A4	246.475	ATP6V0A4	101.9411
ATP6V0B	3822.5806	ATP6V0B	1065.3549
ATP6V0C	3886.2981	ATP6V0C	1475.4431
ATP6V0D1	1658.1686	ATP6V0D1	1336.769
ATP6V0D2	28.8762	ATP6V0D2	9.3699
ATP6V0E1	3347.8148	ATP6V0E1	3136.7221
ATP6V0E2	755.4579	ATP6V0E2	477.5014
ATP6V1A	2492.7159	ATP6V1A	2084.7974
ATP6V1B1	39.5421	ATP6V1B1	151.4797
ATP6V1B2	1568.9386	ATP6V1B2	2497.6966
ATP6V1C1	2876.1707	ATP6V1C1	1883.9697
ATP6V1C2	189.5525	ATP6V1C2	72.3542
ATP6V1D	1042.924	ATP6V1D	1092.2152
ATP6V1E1	3022.3725	ATP6V1E1	2552.0419
ATP6V1E2	45.2653	ATP6V1E2	70.5864
ATP6V1F	2078.8033	ATP6V1F	1195.2807
ATP6V1G1	1932.6223	ATP6V1G1	1400.7964
ATP6V1G2	43.7045	ATP6V1G2	22.4877
ATP6V1H	2019.5109	ATP6V1H	991.3329
ATP7A	272.8928	ATP7A	805.8093
ATP7B	419.615	ATP7B	227.0633
ATP8A1	125.1301	ATP8A1	671.1954
removed	removed	ATP8A2	18.4274
ATP8B1	1252.2685	ATP8B1	1165.5969
ATP8B2	403.7461	ATP8B2	1563.2076
ATP8B3	17.4298	ATP8B3	12.1808
ATP8B4	33.2986	ATP8B4	407.2773
ATP8B5P	48.6472	ATP8B5P	33.4192
ATP9A	2469.3028	ATP9A	8129.6166
ATP9B	283.5588	ATP9B	573.4364
ATPAF1	1554.3106	ATPAF1	1682.4206
ATPAF2	185.8663	ATPAF2	197.5295
ATPBD4	169.3548	ATPBD4	122.7454
ATPIF1	2358.2206	ATPIF1	827.9847
ATRIP	404.987	ATRIP	190.1242
ATRNL1	62.6951	ATRNL1	29.9836
ATRN	2288.2414	ATRN	2776.2942
ATRX	2135.5359	ATRX	3684.8598
ATR	1086.8887	ATR	1017.8808
ATXN10	2285.1197	ATXN10	1842.4299
ATXN1L	834.2118	ATXN1L	2620.7543
ATXN1	1031.9979	ATXN1	1403.9197
ATXN2L	3783.5588	ATXN2L	1661.279
ATXN2	1176.8991	ATXN2	822.6751
ATXN3	240.1145	ATXN3	648.0831
ATXN7L1	161.2903	ATXN7L1	331.6936
ATXN7L2	75.1821	ATXN7L2	40.6028
ATXN7L3B	4364.9844	ATXN7L3B	3132.9742
ATXN7L3	1128.7721	ATXN7L3	896.3848
ATXN7	1077.7836	ATXN7	1059.1083
AUH	123.8293	AUH	361.0525
AUP1	2305.6296	AUP1	1580.6543
AURKAIP1	755.4631	AURKAIP1	508.7843
AURKAPS1	32.5182	removed	removed
AURKA	1020.5515	AURKA	104.6303
AURKB	417.794	AURKB	30.6083
AURKC	8.5848	AURKC	6.8712
AUTS2	2620.7076	AUTS2	1368.6265
AVEN	240.1145	AVEN	236.4332
AVIL	87.4089	AVIL	52.4713
AVL9	476.5869	AVL9	468.8061
AVPI1	119.1467	AVPI1	552.198
AVPR1A	18.9906	AVPR1A	150.5427
removed	removed	AVPR2	78.0823
AXIN1	1370.7076	AXIN1	437.2609
AXIN2	231.0094	AXIN2	610.2912
AXL	620.4475	AXL	3078.6289
AZGP1	16862.3829	AZGP1	13704.6927
AZI1	178.7201	AZI1	96.5097
AZI2	983.3507	AZI2	1792.4572
AZIN1	7506.5036	AZIN1	5658.7804
B2M	30672.2164	B2M	40494.1048
B3GALNT1	651.4048	B3GALNT1	353.2443
B3GALNT2	1804.7633	B3GALNT2	871.1267
removed	removed	B3GALT1	22.8
removed	removed	B3GALT2	22.8
B3GALT4	59.0531	B3GALT4	124.6193
B3GALT5	145.9417	B3GALT5	142.1098
B3GALT6	756.5036	B3GALT6	331.3813
B3GALTL	305.9313	B3GALTL	448.5047
removed	removed	B3GAT1	74.959
removed	removed	B3GAT2	12.0091
B3GAT3	806.1915	B3GAT3	297.9621
B3GNT1	361.0822	B3GNT1	739.5955
B3GNT2	673.5172	B3GNT2	743.9681
B3GNT3	22.6327	B3GNT3	97.4467
B3GNT4	9.3652	removed	removed
B3GNT5	83.2466	B3GNT5	317.0141
B3GNT7	68.4183	B3GNT7	72.4604
B3GNT8	60.6139	B3GNT8	57.4686
B3GNT9	218.9178	B3GNT9	215.1573
B3GNTL1	79.961	B3GNTL1	43.1951
B4GALNT1	44.7945	B4GALNT1	12.8555
B4GALNT2	26.795	B4GALNT2	7.4959
B4GALNT3	15.6087	B4GALNT3	28.7343
B4GALNT4	606.3996	B4GALNT4	93.6988
B4GALT1	9443.0281	B4GALT1	3465.2924
B4GALT2	1822.5806	B4GALT2	694.6201
B4GALT3	1840.0104	B4GALT3	763.9572
B4GALT4	677.9396	B4GALT4	402.9047
B4GALT5	3477.1072	B4GALT5	2319.3566
B4GALT6	55.411	B4GALT6	181.4633
B4GALT7	252.8616	B4GALT7	232.3729
B9D1	62.9943	B9D1	61.8693
B9D2	77.7836	B9D2	42.1644
BAALC	202.9136	BAALC	202.7016
BACE1	992.7159	BACE1	1614.4296
BACE2	1949.5317	BACE2	991.9575
BACH1	465.9209	BACH1	1273.6785
BACH2	35.1197	BACH2	486.6089
BAD	598.5484	BAD	435.4775
BAG1	801.4126	BAG1	1310.449
BAG2	131.8939	BAG2	216.4441
BAG3	1597.5546	BAG3	977.9027
BAG4	473.9854	BAG4	421.9567
BAG5	1167.5338	BAG5	1635.668
BAGE2	29.3835	BAGE2	22.8937
BAHCC1	146.2019	BAHCC1	340.1265
BAHD1	672.4766	BAHD1	610.9159
removed	removed	BAI1	8.1206
BAI2	886.3163	BAI2	143.0468
removed	removed	BAI3	15.6165
BAIAP2L1	1157.128	BAIAP2L1	325.1347
removed	removed	BAIAP2L2	5.3096
BAIAP2	342.3517	BAIAP2	353.869
BAIAP3	101.6467	BAIAP3	95.3885
BAK1	242.4558	BAK1	183.3372
BAMBI	973.7253	BAMBI	465.9952
BANF1	3670.6556	BANF1	1448.8951
BANK1	7.8044	BANK1	250.488
BANP	264.308	BANP	189.8962
BAP1	1495.8377	BAP1	1399.5471
BARD1	246.358	BARD1	74.6467
BARX2	221.9043	BARX2	458.8116
BASE	31.7378	removed	removed
BASP1	322.8408	BASP1	689.6229
BAT1	4059.3132	BAT1	4094.3234
BAT2L1	7078.7851	BAT2L1	7735.9444
BAT2L2	8408.949	BAT2L2	6349.9649
BAT2	3420.3954	BAT2	4406.3403
BAT3	2090.0104	BAT3	3151.4016
BAT4	144.3809	BAT4	272.9757
BAT5	543.9646	BAT5	654.0173
BATF2	103.0177	BATF2	52.7836
BATF3	11.7066	BATF3	12.4932
BATF	119.4069	BATF	74.3343
BAX	554.1103	BAX	232.3729
BAZ1A	1701.873	BAZ1A	1025.6891
BAZ1B	4764.8283	BAZ1B	3104.2399
BAZ2A	3306.4412	BAZ2A	3123.9603
removed	removed	BAZ2B	1572.2058
BBC3	63.4755	BBC3	55.5946
removed	removed	BBOX1	291.0908
BBS10	303.3299	BBS10	740.8449
BBS12	75.9625	BBS12	203.014
BBS1	721.384	BBS1	879.9594
BBS2	450.3122	BBS2	989.7712
BBS4	338.7097	BBS4	387.2882
BBS5	117.6743	BBS5	151.2766
BBS7	229.7086	BBS7	348.8717
BBS9	245.3174	BBS9	411.6499
BBX	2111.6025	BBX	3287.5771
BCAM	1855.359	BCAM	2096.0412
removed	removed	BCAN	6.5589
BCAP29	1611.6025	BCAP29	1522.6048
BCAP31	6996.358	BCAP31	5274.6154
BCAR1	633.975	BCAR1	460.3732
BCAR3	1073.8814	BCAR3	673.0694
BCAS1	200.052	BCAS1	116.1865
BCAS2	800.0286	BCAS2	652.3339
BCAS3	178.4599	BCAS3	623.0967
BCAS4	800.7284	BCAS4	570.0008
BCAT1	559.8335	BCAT1	769.2668
BCAT2	484.3913	BCAT2	352.3073
BCCIP	1948.7617	BCCIP	994.7747
BCDIN3D	387.539	BCDIN3D	191.0549
BCHE	15.6087	BCHE	132.4276
