gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
ANKRD5	675.2692	ANKRD5	251.046
ANKRD6	272.6923	ANKRD6	359.7686
ANKRD9	65.5865	ANKRD9	28.3042
ANKS1A	1168.5262	ANKS1A	1238.986
ANKS1B	44.6299	ANKS1B	135.368
ANKS3	208.014	ANKS3	133.8912
ANKS6	104.007	ANKS6	225.9414
ANKZF1	742.4081	ANKZF1	466.8964
ANLN	934.8986	ANLN	458.7743
ANO10	781.2166	ANO10	821.5604
ANO1	1746.386	ANO1	4327.0982
removed	removed	ANO2	32.7344
removed	removed	ANO3	93.2808
removed	removed	ANO4	27.5658
ANO5	16.6877	ANO5	101.4029
ANO6	1754.9238	ANO6	6144.2284
ANO7	12.0307	ANO7	15.0135
ANO8	445.1344	ANO8	273.1971
ANO9	43.0775	ANO9	84.1743
ANP32A	3103.5219	ANP32A	2134.6296
ANP32B	2628.893	ANP32B	1913.1184
ANP32E	1386.6304	ANP32E	1557.716
ANPEP	172.6982	ANPEP	5952.4982
ANTXR1	12720.2872	ANTXR1	8573.4679
ANTXR2	662.4624	ANTXR2	2564.8536
ANUBL1	279.0337	ANUBL1	242.6778
ANXA11	3887.8432	ANXA11	2798.6709
removed	removed	ANXA13	5.4147
ANXA1	1619.4819	ANXA1	15542.7024
ANXA2P1	70.6316	ANXA2P1	90.0812
ANXA2P2	5168.9143	ANXA2P2	5241.2011
ANXA2	15455.9038	ANXA2	14967.2656
ANXA3	470.3599	ANXA3	2013.2907
ANXA4	1803.4346	ANXA4	1890.475
ANXA5	5562.8214	ANXA5	8464.9274
ANXA6	5121.956	ANXA6	5117.8932
ANXA7	3169.1084	ANXA7	3494.2161
removed	removed	ANXA8L2	200.8368
ANXA8	11.2545	ANXA8	979.1484
ANXA9	1013.2919	ANXA9	178.9318
AOAH	32.2111	AOAH	196.1605
AOC2	19.0162	AOC2	53.1627
AOC3	707.4804	AOC3	7152.3505
AOX1	127.2921	AOX1	960.8664
AP1AR	528.9609	AP1AR	944.6222
AP1B1	5058.698	AP1B1	2016.2442
AP1G1	2448.4331	AP1G1	3049.717
AP1G2	1525.0878	AP1G2	791.8927
AP1M1	1050.1601	AP1M1	688.6537
AP1M2	1947.4144	AP1M2	647.5511
AP1S1	386.5334	AP1S1	444.253
AP1S2	320.9469	AP1S2	669.7022
AP1S3	105.9474	AP1S3	239.7243
AP2A1	2669.0288	AP2A1	1012.4883
AP2A2	1562.0452	AP2A2	1315.5304
AP2B1	7045.6971	AP2B1	7447.6987
AP2M1	8325.2159	AP2M1	3913.3645
AP2S1	1443.6791	AP2S1	508.2451
AP3B1	1855.8261	AP3B1	1491.7549
removed	removed	AP3B2	102.6335
AP3D1	3034.0545	AP3D1	1865.6165
AP3M1	1822.0627	AP3M1	1839.2813
AP3M2	633.7441	AP3M2	484.6173
AP3S1	1327.6414	AP3S1	1015.0135
AP3S2	1151.7803	AP3S2	1394.5164
AP4B1	268.9007	AP4B1	298.1836
AP4E1	221.597	AP4E1	500.6153
AP4M1	303.0212	AP4M1	276.574
AP4S1	127.6802	AP4S1	106.5715
APAF1	729.9893	APAF1	821.3143
APBA1	164.1603	APBA1	420.1329
APBA2	117.9781	APBA2	57.5929
APBA3	119.1423	APBA3	75.5599
APBB1IP	289.1239	APBB1IP	565.8381
APBB1	306.9758	APBB1	522.7664
APBB2	2101.8725	APBB2	3154.8117
APBB3	259.6294	APBB3	223.4802
APC2	5.8795	removed	removed
APCDD1L	33.3754	APCDD1L	140.5365
APCDD1	167.265	APCDD1	954.221
APC	1109.9253	APC	1693.5762
APEH	2297.0797	APEH	1205.7593
APEX1	3487.3387	APEX1	2330.5439
APEX2	722.2276	APEX2	430.224
APH1A	8821.9657	APH1A	3731.9714
APH1B	564.2767	APH1B	938.223
API5	2365.3827	API5	3368.6931
APIP	325.0529	APIP	354.5582
APITD1	168.8212	APITD1	155.0012
APLF	19.4043	APLF	131.1839
APLNR	348.501	APLNR	1017.4748
APLN	698.1663	APLN	20.1821
APLP1	49.675	APLP1	15.7519
APLP2	11329.7759	APLP2	13374.6
APOA1BP	1513.9226	APOA1BP	808.0236
APOA5	8.926	removed	removed
APOB48R	166.4888	APOB48R	49.2247
APOBEC3A	5.864	APOBEC3A	12.3062
APOBEC3B	153.6393	APOBEC3B	147.6741
APOBEC3C	78.3933	APOBEC3C	502.3382
APOBEC3D	11.6426	APOBEC3D	95.4959
APOBEC3F	113.321	APOBEC3F	227.4182
APOBEC3G	37.2562	APOBEC3G	263.8444
removed	removed	APOBEC3H	12.5523
APOBEC4	16.2996	APOBEC4	6.1531
removed	removed	APOB	415.4566
APOC1	525.8562	APOC1	389.3675
APOC2	145.5322	APOC2	50.2092
APOD	4785.4856	APOD	22133.8912
APOE	2503.9294	APOE	809.9926
APOF	219.2685	removed	removed
APOL1	1054.429	APOL1	1089.589
APOL2	542.932	APOL2	477.9719
APOL3	480.0621	APOL3	950.5292
APOL4	208.7901	APOL4	646.5666
APOL6	1218.5893	APOL6	4065.4689
APOLD1	531.2894	APOLD1	5988.6783
APOM	48.8988	APOM	44.3022
APOOL	159.1152	APOOL	339.8966
APOO	327.9325	APOO	187.7923
APPBP2	1831.3767	APPBP2	1794.9791
APPL1	2291.6465	APPL1	2811.2232
APPL2	612.0113	APPL2	1750.1846
APP	16305.4235	APP	30868.3239
APRT	1002.8136	APRT	570.0222
APTX	1041.2341	APTX	463.4507
AQP11	18.6281	AQP11	16.2442
AQP1	2154.788	AQP1	14955.0086
AQP2	20.5685	AQP2	19.936
AQP3	2116.6198	AQP3	373.1233
removed	removed	AQP4	817.6224
AQP5	3010.7694	AQP5	91.3118
AQP6	12.0307	AQP6	5.907
removed	removed	AQP7P1	111.7401
removed	removed	AQP7P3	16.9825
AQP7	6.9855	AQP7	795.2252
AQP9	41.5252	AQP9	51.6859
removed	removed	AQPEP	255.6756
AQR	5529.8341	AQR	1781.6884
ARAF	1447.1718	ARAF	798.6709
ARAP1	1645.0568	ARAP1	1549.7588
ARAP2	67.915	ARAP2	735.4172
ARAP3	158.339	ARAP3	366.2318
ARCN1	8442.8059	ARCN1	5055.3778
ARC	11.6426	ARC	62.0231
AREG	13.583	AREG	420.379
ARF1	12877.4619	ARF1	5610.8787
ARF3	6001.7464	ARF3	4455.8208
ARF4	5682.3518	ARF4	4666.7487
ARF5	1398.2536	ARF5	1541.9099
ARF6	4098.5738	ARF6	3738.6168
ARFGAP1	1607.0632	ARFGAP1	456.8053
ARFGAP2	1719.9961	ARFGAP2	1336.2048
ARFGAP3	1895.799	ARFGAP3	1470.5882
ARFGEF1	2700.9217	ARFGEF1	2357.236
ARFGEF2	2037.4503	ARFGEF2	3285.2572
ARFIP1	798.2924	ARFIP1	1308.6389
ARFIP2	2392.5488	ARFIP2	962.8353
ARFRP1	478.5098	ARFRP1	196.6527
ARG2	165.961	ARG2	241.6687
ARGLU1	683.419	ARGLU1	3055.87
ARHGAP10	78.0052	ARHGAP10	444.4991
ARHGAP11A	161.8318	ARHGAP11A	232.3406
ARHGAP11B	26.4636	ARHGAP11B	18.5011
ARHGAP12	898.0305	ARHGAP12	1611.3709
ARHGAP15	27.9422	ARHGAP15	100.4184
ARHGAP17	832.0559	ARHGAP17	1290.1797
ARHGAP18	482.7787	ARHGAP18	987.9399
ARHGAP19	816.9205	ARHGAP19	1359.3404
ARHGAP1	5738.6242	ARHGAP1	3025.5968
ARHGAP20	20.5685	ARHGAP20	400.443
ARHGAP21	1004.366	ARHGAP21	3587.2508
ARHGAP22	75.6767	ARHGAP22	47.0096
ARHGAP23	2851.6542	ARHGAP23	683.239
ARHGAP24	161.0556	ARHGAP24	379.0303
ARHGAP25	105.9474	ARHGAP25	329.3133
ARHGAP26	117.59	ARHGAP26	1030.0271
ARHGAP27	350.4414	ARHGAP27	418.1639
ARHGAP28	126.904	ARHGAP28	515.6288
ARHGAP29	2080.9159	ARHGAP29	7309.1312
ARHGAP30	618.2206	ARHGAP30	428.0089
ARHGAP31	589.5023	ARHGAP31	1551.0706
ARHGAP32	2532.2596	ARHGAP32	1764.7059
ARHGAP33	206.8497	ARHGAP33	121.0928
removed	removed	ARHGAP36	115.4319
ARHGAP39	485.4953	ARHGAP39	166.1334
ARHGAP42	100.5142	ARHGAP42	377.3074
ARHGAP4	735.0344	ARHGAP4	181.3931
ARHGAP5	2663.4326	ARHGAP5	4885.0603
ARHGAP6	59.3771	ARHGAP6	259.6603
ARHGAP8	1184.333	ARHGAP8	272.572
ARHGAP9	49.675	ARHGAP9	111.7401
ARHGDIA	3447.3659	ARHGDIA	2058.5774
ARHGDIB	6430.9692	ARHGDIB	3190.9919
ARHGEF10L	515.766	ARHGEF10L	676.8398
ARHGEF10	697.3901	ARHGEF10	1227.172
ARHGEF11	1620.6462	ARHGEF11	1394.5361
ARHGEF12	5796.8371	ARHGEF12	7633.7682
ARHGEF15	135.4419	ARHGEF15	528.1811
ARHGEF16	430.3871	ARHGEF16	128.4765
ARHGEF17	1347.8219	ARHGEF17	1411.2725
ARHGEF18	1108.373	ARHGEF18	515.875
ARHGEF19	698.1663	ARHGEF19	287.9646
ARHGEF1	1172.4071	ARHGEF1	662.3185
ARHGEF2	1875.2304	ARHGEF2	1437.6077
ARHGEF33	8.926	ARHGEF33	26.3352
ARHGEF35	459.8816	ARHGEF35	485.1095
ARHGEF37	1203.0659	ARHGEF37	1124.5385
ARHGEF38	73.3482	ARHGEF38	70.1452
ARHGEF3	1143.6888	ARHGEF3	1037.1647
ARHGEF4	29.4945	ARHGEF4	206.9899
ARHGEF5	343.0678	ARHGEF5	554.0241
ARHGEF6	473.0765	ARHGEF6	2838.2968
ARHGEF7	859.9981	ARHGEF7	1753.8764
ARHGEF9	387.6977	ARHGEF9	886.537
ARID1A	3046.8614	ARID1A	2645.5821
removed	removed	ARID1B	2370.1698
ARID2	1656.3501	ARID2	1334.2358
ARID3A	239.4489	ARID3A	47.9941
ARID3B	253.0319	ARID3B	117.1548
ARID4A	629.087	ARID4A	1115.9242
ARID4B	1711.5514	ARID4B	1947.0834
ARID5A	565.441	ARID5A	989.1706
ARID5B	1553.5073	ARID5B	6498.4002
ARIH1	2147.6666	ARIH1	2435.6387
ARIH2	982.1907	ARIH2	1543.1947
ARL10	62.0937	ARL10	66.6995
ARL11	163.3841	ARL11	30.5193
ARL13B	452.508	ARL13B	423.3325
ARL15	229.7468	ARL15	669.2099
ARL16	211.8948	ARL16	244.4007
ARL17A	51.8987	ARL17A	124.9692
removed	removed	ARL17B	6.7389
ARL1	2794.6056	ARL1	2824.5139
ARL2BP	1195.6922	ARL2BP	1630.5685
ARL2	498.6902	ARL2	629.8302
ARL3	1117.687	ARL3	660.8417
ARL4A	286.7954	ARL4A	816.638
ARL4C	1031.1439	ARL4C	1646.0743
ARL4D	124.1874	ARL4D	105.0948
ARL5A	799.4567	ARL5A	1388.383
ARL5B	291.0643	ARL5B	635.7371
ARL6IP1	5248.86	ARL6IP1	4786.6109
ARL6IP4	1316.775	ARL6IP4	561.4078
ARL6IP5	4259.6294	ARL6IP5	6489.2936
ARL6IP6	393.519	ARL6IP6	495.4467
ARL6	126.1279	ARL6	125.523
ARL8A	1031.9201	ARL8A	743.7854
ARL8B	3030.1737	ARL8B	2534.3342
ARL9	10.8664	ARL9	23.3817
ARMC10	553.484	ARMC10	788.7743
ARMC1	1040.846	ARMC1	861.4324
ARMC2	130.0087	ARMC2	78.5134
ARMC3	192.4905	ARMC3	32.9806
removed	removed	ARMC4	5.907
ARMC5	188.9978	ARMC5	137.5831
ARMC6	397.004	ARMC6	247.3542
ARMC7	191.3263	ARMC7	136.5986
ARMC8	807.2184	ARMC8	918.7792
ARMC9	566.6052	ARMC9	227.172
ARMCX1	452.508	ARMCX1	761.5063
ARMCX2	2106.1415	ARMCX2	706.8668
ARMCX3	2046.7643	ARMCX3	2075.8061
ARMCX5	322.8874	ARMCX5	449.9139
ARMCX6	235.5681	ARMCX6	156.5346
ARNT2	1022.9941	ARNT2	818.6069
ARNTL2	43.0775	ARNTL2	130.1994
ARNTL	124.1874	ARNTL	253.015
ARNT	2414.2816	ARNT	2252.7689
ARPC1A	1397.1088	ARPC1A	1983.6229
ARPC1B	2351.7997	ARPC1B	936.1408
ARPC2	4452.8961	ARPC2	3809.5004
ARPC3	3338.7019	ARPC3	2755.8454
ARPC4	4438.7814	ARPC4	2210.1698
ARPC5L	1041.2341	ARPC5L	411.7647
ARPC5	3568.4486	ARPC5	3434.1619
ARPM1	36.8681	ARPM1	49.9631
ARPP19	3151.2564	ARPP19	5200.0984
ARRB1	397.3998	ARRB1	826.2368
ARRB2	410.9828	ARRB2	553.5319
ARRDC1	1411.856	ARRDC1	326.3598
ARRDC2	302.7069	ARRDC2	529.4118
ARRDC3	1388.959	ARRDC3	6256.4607
ARRDC4	353.9342	ARRDC4	1259.1681
ARSA	1000.8732	ARSA	394.5361
ARSB	371.01	ARSB	377.3074
ARSD	4482.7787	ARSD	2581.59
ARSE	57.4367	ARSE	54.1472
ARSG	284.855	ARSG	206.0054
ARSH	5.8213	removed	removed
ARSI	98.1857	ARSI	37.6569
ARSJ	60.1533	ARSJ	217.8193
ARSK	172.6982	ARSK	196.8988
removed	removed	ART3	5.4147
removed	removed	ART4	17.2286
ART5	5.0451	ART5	17.967
ARTN	83.0504	removed	removed
ARV1	471.9123	ARV1	434.1619
ARVCF	504.1234	ARVCF	257.9375
AR	912.3896	AR	626.6306
AS3MT	731.1536	AS3MT	273.4433
ASAH1	8948.4816	ASAH1	7360.8171
ASAH2B	5.8213	ASAH2B	18.2131
ASAH2	8.926	removed	removed
ASAM	183.1765	ASAM	1060.0541
ASAP1	1167.362	ASAP1	1601.526
ASAP2	935.6748	ASAP2	1117.8932
ASAP3	824.6823	ASAP3	1231.11
ASB13	1674.9782	ASB13	520.0591
ASB14	9.7021	ASB14	14.5213
ASB16	18.2245	removed	removed
ASB1	319.8176	ASB1	761.5703
ASB2	8.1498	ASB2	39.1336
ASB3	316.2899	ASB3	394.7822
ASB6	668.3147	ASB6	423.997
ASB7	352.77	ASB7	626.6306
ASB8	934.5105	ASB8	825.7445
ASB9	65.1984	ASB9	65.9611
ASCC1	886.3879	ASCC1	429.4856
ASCC2	2520.6171	ASCC2	910.6571
ASCC3	1849.6168	ASCC3	1861.6786
ASCL1	27.9422	removed	removed
ASCL2	167.265	ASCL2	11.0756
ASF1A	442.8059	ASF1A	626.8767
ASF1B	454.8365	ASF1B	151.1199
ASH1L	4942.4314	ASH1L	4302.1388
ASH2L	1621.8104	ASH2L	1214.8659
ASL	330.6491	ASL	248.3387
ASMTL	759.8719	ASMTL	345.5181
ASNA1	1142.5245	ASNA1	731.9714
ASNSD1	741.6319	ASNSD1	1294.1176
ASNS	284.0788	ASNS	507.0145
removed	removed	ASPA	114.9397
ASPHD1	5.8213	ASPHD1	8.3682
ASPHD2	91.9763	ASPHD2	49.9631
ASPH	5346.188	ASPH	10960.7581
ASPM	797.9043	ASPM	305.6855
ASPN	3226.9332	ASPN	453.3596
ASPRV1	64.7055	ASPRV1	75.8725
ASPSCR1	253.8081	ASPSCR1	126.9998
ASRGL1	2638.5951	ASRGL1	113.7091
ASS1	1227.5153	ASS1	2146.4435
ASTE1	349.1452	ASTE1	278.7768
removed	removed	ASTN1	290.4258
ASTN2	94.6929	ASTN2	169.5791
ASXL1	1553.5073	ASXL1	1928.378
ASXL2	1120.7917	ASXL2	1290.4258
removed	removed	ASXL3	61.0386
ATAD1	1119.2394	ATAD1	1512.4292
ATAD2B	449.0152	ATAD2B	514.1521
ATAD2	1797.2252	ATAD2	745.2621
ATAD3A	915.1062	ATAD3A	170.8097
ATAD3B	266.2268	ATAD3B	109.7711
ATAD3C	87.7074	ATAD3C	119.8622
ATAD5	123.7994	ATAD5	146.9358
ATE1	417.1922	ATE1	427.5166
ATF1	853.4006	ATF1	651.2429
ATF2	672.1645	ATF2	751.6613
ATF3	234.0157	ATF3	6886.2909
ATF4	6955.6612	ATF4	5264.0906
ATF5	367.5172	ATF5	383.9527
ATF6B	4132.1122	ATF6B	1524.5164
ATF6	4211.5067	ATF6	2342.1117
ATF7IP2	172.3101	ATF7IP2	83.682
ATF7IP	2002.5226	ATF7IP	1660.1034
ATF7	2165.7825	ATF7	2698.4937
ATG10	108.664	ATG10	162.1954
ATG12	407.4901	ATG12	643.1208
ATG16L1	1217.037	ATG16L1	762.4908
ATG16L2	269.7545	ATG16L2	244.1915
ATG2A	713.6897	ATG2A	457.0514
ATG2B	1158.436	ATG2B	1708.5897
ATG3	775.0073	ATG3	764.7059
ATG4A	380.7121	ATG4A	311.3463
ATG4B	588.338	ATG4B	484.3712
ATG4C	233.6276	ATG4C	335.4664
ATG4D	163.8615	ATG4D	133.8125
ATG5	2331.6193	ATG5	1120.8467
ATG7	1320.2678	ATG7	706.5518
ATG9A	1024.6279	ATG9A	1038.5774
ATG9B	19.2995	ATG9B	12.284
ATHL1	226.254	ATHL1	520.5513
ATIC	2642.8641	ATIC	1374.6
ATL1	172.3101	ATL1	707.113
ATL2	817.6967	ATL2	3152.3505
ATL3	613.5636	ATL3	756.5838
ATMIN	1369.9428	ATMIN	2313.3153
ATM	1747.5502	ATM	2717.4502
ATN1	3680.6054	ATN1	4066.6995
ATOH8	8.926	ATOH8	201.8213
ATOX1	775.0073	ATOX1	509.968
ATP10A	329.0967	ATP10A	234.5557
removed	removed	ATP10B	15.998
ATP10D	396.6237	ATP10D	856.2638
ATP11A	856.8934	ATP11A	1094.7576
ATP11B	1908.6058	ATP11B	2186.5617
ATP11C	314.7376	ATP11C	1297.3173
ATP13A1	1055.9814	ATP13A1	657.6421
ATP13A2	1160.3764	ATP13A2	461.9739
ATP13A3	3768.3128	ATP13A3	3166.6256
ATP13A4	39.9728	ATP13A4	101.8952
ATP13A5	574.755	ATP13A5	381.2454
ATP1A1	8813.0125	ATP1A1	12933.0445
ATP1A2	6.2094	ATP1A2	798.1787
ATP1B1	579.2452	ATP1B1	5027.652
ATP1B2	56.6605	ATP1B2	149.1509
ATP1B3	831.2797	ATP1B3	1835.5895
removed	removed	ATP2A1	7.3837
ATP2A2	7134.5687	ATP2A2	7507.7529
ATP2A3	480.0621	ATP2A3	470.3421
ATP2B1	3680.2173	ATP2B1	2188.7768
removed	removed	ATP2B2	10.5833
ATP2B3	5.0451	removed	removed
ATP2B4	6136.0241	ATP2B4	7615.0628
ATP2C1	4543.8401	ATP2C1	3883.4187
ATP2C2	595.3236	ATP2C2	183.8543
ATP5A1	4938.7795	ATP5A1	8749.6923
ATP5B	11831.9589	ATP5B	9668.2254
ATP5C1	2952.1684	ATP5C1	2585.7741
ATP5D	397.0117	ATP5D	172.7787
ATP5EP2	26.0017	ATP5EP2	23.874
ATP5E	3145.0471	ATP5E	2837.3123
ATP5F1	1956.3404	ATP5F1	2369.9237
ATP5G1	393.9071	ATP5G1	461.7278
ATP5G2	5356.3598	ATP5G2	3257.6914
ATP5G3	1814.689	ATP5G3	2228.4027
ATP5H	1168.9143	ATP5H	1531.3808
ATP5I	759.2782	ATP5I	563.8691
ATP5J2	617.0564	ATP5J2	826.19
ATP5J	836.3132	ATP5J	1240.2314
ATP5L	1935.3837	ATP5L	2044.5484
ATP5O	3543.2231	ATP5O	2578.8826
ATP5SL	750.946	ATP5SL	532.8575
ATP5S	142.8156	ATP5S	184.8388
ATP6AP1L	106.7236	ATP6AP1L	76.2983
ATP6AP1	4362.084	ATP6AP1	2171.7942
ATP6AP2	4624.43	ATP6AP2	3734.6788
ATP6V0A1	984.1855	ATP6V0A1	1380.9993
ATP6V0A2	336.4704	ATP6V0A2	688.8998
ATP6V0A4	76.0648	ATP6V0A4	50.7015
ATP6V0B	2862.1325	ATP6V0B	1145.9513
ATP6V0C	1991.4854	ATP6V0C	1032.0551
ATP6V0D1	1015.6205	ATP6V0D1	1096.7266
ATP6V0D2	51.6154	removed	removed
ATP6V0E1	1767.7307	ATP6V0E1	2275.6584
ATP6V0E2	350.4414	ATP6V0E2	552.2816
ATP6V1A	2768.6039	ATP6V1A	2315.2843
ATP6V1B1	9.7021	ATP6V1B1	192.9609
ATP6V1B2	2318.0363	ATP6V1B2	2017.7209
ATP6V1C1	1578.7329	ATP6V1C1	2203.0519
ATP6V1C2	26.9603	ATP6V1C2	91.4571
ATP6V1D	1358.3002	ATP6V1D	994.093
ATP6V1E1	1900.8441	ATP6V1E1	2036.1802
ATP6V1E2	57.4367	ATP6V1E2	79.744
ATP6V1F	888.3206	ATP6V1F	802.6089
ATP6V1G1	2269.5256	ATP6V1G1	1989.9089
ATP6V1G2	46.1822	ATP6V1G2	21.4127
ATP6V1H	1267.8762	ATP6V1H	997.2926
ATP7A	795.5758	ATP7A	1043.0716
ATP7B	357.0389	ATP7B	261.1371
ATP8A1	111.3806	ATP8A1	643.8592
ATP8A2	107.1117	ATP8A2	145.7051
ATP8B1	2450.0592	ATP8B1	1732.0158
ATP8B2	870.4764	ATP8B2	1444.7453
ATP8B3	39.9728	ATP8B3	18.7054
ATP8B4	71.0197	ATP8B4	296.3328
ATP8B5P	21.7328	ATP8B5P	34.7034
ATP9A	1909.7701	ATP9A	3758.0605
ATP9B	264.6745	ATP9B	531.6269
ATPAF1	867.5075	ATPAF1	1347.7652
ATPAF2	134.6658	ATPAF2	161.9493
ATPBD4	145.9202	ATPBD4	191.9764
ATPIF1	622.4896	ATPIF1	479.2026
ATRIP	414.1224	ATRIP	204.5976
ATRNL1	180.848	ATRNL1	85.8971
ATRN	2493.8391	ATRN	3018.4593
ATRX	2886.97	ATRX	4167.1179
ATR	1288.8328	ATR	1331.7746
ATXN10	2686.7178	ATXN10	2320.9451
ATXN1L	1136.4704	ATXN1L	2124.098
ATXN1	2201.9986	ATXN1	1563.8691
ATXN2L	1934.9956	ATXN2L	1650.9968
ATXN2	946.9293	ATXN2	908.6882
ATXN3	515.766	ATXN3	859.7096
ATXN7L1	132.3372	ATXN7L1	325.3753
ATXN7L2	67.1388	ATXN7L2	68.9146
ATXN7L3B	8269.7196	ATXN7L3B	3596.8496
ATXN7L3	1246.9196	ATXN7L3	917.3025
ATXN7	573.2027	ATXN7	1112.7246
AUH	127.6802	AUH	388.383
AUP1	1551.0469	AUP1	1197.2286
AURKAIP1	2306.7818	AURKAIP1	252.7689
AURKAPS1	6.2094	AURKAPS1	9.5988
AURKA	340.3512	AURKA	123.8001
AURKB	166.8769	AURKB	51.6859
AURKC	6.9855	AURKC	8.3682
AUTS2	759.8719	AUTS2	2158.7497
AVEN	112.5449	AVEN	140.2904
AVIL	44.2418	AVIL	51.1937
AVL9	707.4804	AVL9	458.0359
AVPI1	126.516	AVPI1	232.8329
AVPR1A	38.4205	AVPR1A	114.4475
removed	removed	AVPR2	41.841
AXIN1	565.441	AXIN1	342.604
AXIN2	140.487	AXIN2	461.9739
AXL	1369.1666	AXL	1862.9092
AZGP1	5121.1798	AZGP1	7985.2326
AZI1	181.6241	AZI1	81.4669
AZI2	965.1693	AZI2	1516.6133
AZIN1	5024.1583	AZIN1	4686.4386
B2M	26515.5719	B2M	46665.7642
B3GALNT1	364.0244	B3GALNT1	748.2156
B3GALNT2	537.9102	B3GALNT2	783.3842
removed	removed	B3GALT1	15.2597
removed	removed	B3GALT2	25.843
B3GALT4	276.7052	B3GALT4	88.1122
B3GALT5	220.8208	B3GALT5	40.3643
B3GALT6	501.0187	B3GALT6	291.4103
B3GALTL	544.4843	B3GALTL	295.3483
removed	removed	B3GAT1	26.8275
removed	removed	B3GAT2	7.743
B3GAT3	303.095	B3GAT3	212.6508
B3GNT1	634.1321	B3GNT1	506.5223
B3GNT2	655.8649	B3GNT2	1300.2707
B3GNT3	42.3013	B3GNT3	184.8388
B3GNT4	41.5252	removed	removed
B3GNT5	183.9527	B3GNT5	1353.4334
B3GNT7	141.6513	B3GNT7	104.3564
B3GNT8	51.2273	B3GNT8	37.1647
B3GNT9	539.5285	B3GNT9	257.7923
B3GNTL1	34.6095	B3GNTL1	34.9938
B4GALNT1	66.6227	B4GALNT1	19.6874
B4GALNT2	29.1064	B4GALNT2	32.7344
B4GALNT3	79.5576	B4GALNT3	170.3175
B4GALNT4	622.8777	B4GALNT4	98.2033
B4GALT1	11100.8053	B4GALT1	4230.3716
B4GALT2	1926.4577	B4GALT2	757.3222
B4GALT3	1940.0407	B4GALT3	587.743
B4GALT4	1031.9201	B4GALT4	442.284
B4GALT5	1418.4535	B4GALT5	2174.0094
B4GALT6	43.8537	B4GALT6	216.5887
B4GALT7	373.7266	B4GALT7	187.7923
B9D1	160.6675	B9D1	102.1954
B9D2	86.9312	B9D2	38.1492
BAALC	11.6426	BAALC	127.492
BACE1	811.8754	BACE1	1464.6813
BACE2	2444.5522	BACE2	1561.9001
BACH1	885.2236	BACH1	1561.1617
BACH2	45.406	BACH2	438.8383
BAD	677.6366	BAD	302.225
BAG1	1002.5847	BAG1	1204.0906
BAG2	81.498	BAG2	277.1351
BAG3	1591.1516	BAG3	1073.5909
BAG4	292.2286	BAG4	294.6099
BAG5	1378.0926	BAG5	2177.9473
BAGE2	8.5379	BAGE2	12.1314
BAHCC1	134.6658	BAHCC1	385.1834
BAHD1	1267.8762	BAHD1	494.9545
removed	removed	BAI1	39.6259
BAI2	873.193	BAI2	96.9727
removed	removed	BAI3	24.6124
BAIAP2L1	523.5277	BAIAP2L1	519.5668
BAIAP2L2	5.0451	removed	removed
BAIAP2	693.8974	BAIAP2	421.3635
BAIAP3	413.1833	BAIAP3	63.9232
BAK1	352.3819	BAK1	154.0733
BAMBI	1222.8583	BAMBI	700.2215
BANF1	1901.6203	BANF1	1270.7359
BANK1	12.4187	BANK1	104.6025
BANP	196.7595	BANP	125.2769
BAP1	1312.5061	BAP1	1119.616
BARD1	187.0573	BARD1	136.5986
BARX1	76.0648	removed	removed
BARX2	614.3398	BARX2	692.3456
BASP1	539.4392	BASP1	435.1464
BAT1	5470.0689	BAT1	4944.13
BAT2L1	8321.7386	BAT2L1	5493.367
BAT2L2	8089.2597	BAT2L2	6535.5649
BAT2	7269.6226	BAT2	4312.823
BAT3	3705.4429	BAT3	2747.2311
BAT4	406.7139	BAT4	173.5171
BAT5	898.4186	BAT5	559.1927
BATF2	20.5685	BATF2	58.3313
BATF3	9.3141	BATF3	19.4438
BATF	149.413	BATF	40.3643
BAX	567.7695	BAX	254.984
BAZ1A	1361.4049	BAZ1A	1580.8516
BAZ1B	1971.8638	BAZ1B	2556.2392
BAZ2A	6039.5421	BAZ2A	3356.0399
BAZ2B	1016.4432	BAZ2B	2010.1747
BBC3	403.2211	BBC3	39.1336
removed	removed	BBOX1	940.9303
BBS10	930.2416	BBS10	649.5201
BBS12	88.0955	BBS12	210.9279
BBS1	1421.1701	BBS1	949.2789
BBS2	565.829	BBS2	1458.7743
BBS4	480.0621	BBS4	438.346
BBS5	266.2268	BBS5	220.1772
BBS7	233.2395	BBS7	414.9643
BBS9	539.0511	BBS9	400.9353
BBX	3247.1136	BBX	3517.3517
BCAM	3582.8078	BCAM	2221.5112
removed	removed	BCAN	37.6569
BCAP29	785.8737	BCAP29	1680.0394
BCAP31	2841.1759	BCAP31	2889.2444
BCAR1	897.6424	BCAR1	414.4721
BCAR3	1066.4597	BCAR3	536.0571
BCAS1	1073.0571	BCAS1	192.2225
BCAS2	734.5028	BCAS2	811.5038
BCAS3	869.7002	BCAS3	515.6288
BCAS4	561.172	BCAS4	577.1597
BCAT1	720.6753	BCAT1	450.16
BCAT2	632.5798	BCAT2	282.796
BCCIP	2332.6011	BCCIP	1106.4854
BCDIN3D	719.119	BCDIN3D	198.4716
BCHE	19.0162	BCHE	582.3283
BCKDHA	1115.3585	BCKDHA	586.4312
