gene_id	TCGA-E2-A153-01A-12R-A12D-07	gene_id	TCGA-E2-A153-11A-31R-A12D-07
NADSYN1	820.356	NADSYN1	1091.8587
NAE1	481.0901	NAE1	719.8819
NAF1	191.8799	NAF1	202.5661
NAGA	1182.4249	NAGA	769.8422
NAGK	1010.0111	NAGK	1273.5324
NAGLU	1073.9711	NAGLU	1130.0102
NAGPA	309.3493	NAGPA	208.0164
NAGS	125.6952	NAGS	61.769
NAIF1	206.8966	NAIF1	167.594
NAIP	106.7853	NAIP	109.0042
NALCN	157.3971	NALCN	173.0442
NAMPT	1647.386	NAMPT	3749.2903
removed	removed	NANOG	27.2511
NANOS1	149.6107	NANOS1	301.1241
NANOS3	6.1179	removed	removed
NANP	175.1947	NANP	148.064
NANS	1369.2992	NANS	790.2805
NAP1L1	7572.3026	NAP1L1	6255.9328
NAP1L2	25.0278	NAP1L2	101.2831
NAP1L3	190.2113	NAP1L3	87.2034
NAP1L4	2175.1947	NAP1L4	2606.563
NAP1L5	76.1958	NAP1L5	167.594
NAPA	3446.6741	NAPA	2638.7465
NAPB	242.4917	NAPB	273.4189
NAPEPLD	361.3126	NAPEPLD	533.8572
NAPG	513.3482	NAPG	765.3003
NAPRT1	624.0267	NAPRT1	363.8015
NAPSA	5.5617	NAPSA	7.2669
NAPSB	145.1613	NAPSB	229.8172
NARFL	798.109	NARFL	645.3957
NARF	680.2002	NARF	565.9135
NARG2	691.3237	NARG2	1009.6514
NARS2	301.4461	NARS2	315.658
NARS	3090.1001	NARS	2990.3486
NASP	1075.6396	NASP	1705.0074
NAT10	1349.277	NAT10	1227.2056
NAT14	349.8331	NAT14	149.4266
NAT15	1569.5217	NAT15	1066.4244
NAT1	2606.2291	NAT1	118.9963
removed	removed	NAT2	57.2272
NAT6	220.7453	NAT6	216.7549
NAT8L	7.2303	NAT8L	45.4184
NAT9	532.2581	NAT9	449.6423
NAV1	2189.6552	NAV1	1260.8153
NAV2	759.0768	NAV2	2810.7415
NAV3	180.2002	NAV3	256.6141
NBAS	1334.8165	NBAS	1402.0665
NBEAL1	123.4705	NBEAL1	345.6342
NBEAL2	766.4071	NBEAL2	1650.5053
NBEA	344.8276	NBEA	463.722
NBL1	9884.3159	NBL1	2832.7558
NBLA00301	14.4605	NBLA00301	29.522
NBN	1789.2102	NBN	1562.8477
NBPF10	808.6874	NBPF10	1196.4528
NBPF14	220.9177	NBPF14	411.2638
NBPF15	265.0612	NBPF15	329.0156
NBPF16	142.9366	NBPF16	13.6255
NBPF1	525.0278	NBPF1	747.133
NBPF3	110.6785	NBPF3	166.2314
removed	removed	NBPF7	5.4502
NBPF9	147.4194	NBPF9	267.1965
NBR1	4464.4049	NBR1	3972.2948
NBR2	200.2225	NBR2	178.9486
NCALD	206.3404	NCALD	1929.3744
NCAM1	313.1257	NCAM1	315.6217
NCAM2	105.673	NCAM2	167.594
NCAPD2	1177.4194	NCAPD2	1137.7314
NCAPD3	411.5684	NCAPD3	664.4714
NCAPG2	262.5139	NCAPG2	273.8731
NCAPG	131.6129	NCAPG	75.6217
NCAPH2	588.4316	NCAPH2	612.2403
NCAPH	68.9655	NCAPH	55.4105
NCBP1	811.5795	NCBP1	933.3712
NCBP2	1866.5184	NCBP2	1308.0504
NCCRP1	320.9121	NCCRP1	89.0201
NCDN	753.059	NCDN	837.0614
NCEH1	385.4283	NCEH1	902.4639
NCF1B	15.5729	NCF1B	22.255
NCF1C	26.6963	NCF1C	65.4025
NCF1	130.7008	NCF1	101.2831
NCF2	322.0245	NCF2	397.4112
NCF4	159.6218	NCF4	160.327
NCK1	487.7642	NCK1	757.5792
NCK2	827.5862	NCK2	1358.919
NCKAP1L	363.1813	NCKAP1L	399.6821
NCKAP1	5085.6507	NCKAP1	4036.3347
NCKAP5L	551.168	NCKAP5L	755.3083
NCKAP5	126.8076	NCKAP5	360.168
NCKIPSD	872.6363	NCKIPSD	782.5593
NCLN	1329.8109	NCLN	1189.0542
NCL	12369.2992	NCL	10616.1008
NCOA1	1361.5128	NCOA1	2352.674
NCOA2	754.7275	NCOA2	1297.6042
NCOA3	1323.1368	NCOA3	1678.6647
NCOA4	4650.1669	NCOA4	5257.1818
NCOA5	1416.0178	NCOA5	1158.6238
NCOA6	2199.1101	NCOA6	1919.8365
NCOA7	469.9666	NCOA7	2762.8023
NCOR1	1682.4249	NCOR1	3024.8666
NCOR2	3634.594	NCOR2	4201.2036
NCR3	5.5617	NCR3	6.8128
NCRNA00081	216.1902	NCRNA00081	175.1698
NCRNA00085	42.8254	NCRNA00085	52.2312
NCRNA00086	36.7075	NCRNA00086	181.6737
NCRNA00087	24.4716	NCRNA00087	107.6416
removed	removed	NCRNA00092	21.3467
removed	removed	NCRNA00093	43.3519
NCRNA00094	892.9533	NCRNA00094	473.9866
NCRNA00095	118.465	NCRNA00095	51.777
NCRNA00105	20.5784	NCRNA00105	72.2153
NCRNA00107	9.4549	NCRNA00107	8.6295
NCRNA00110	9.4549	NCRNA00110	7.2669
NCRNA00115	15.5729	NCRNA00115	14.9881
NCRNA00116	125.6952	NCRNA00116	111.7293
NCRNA00120	16.129	NCRNA00120	39.0598
NCRNA00152	329.8109	NCRNA00152	102.1914
NCRNA00160	36.1513	NCRNA00160	5.4502
NCRNA00171	19.5606	NCRNA00171	41.3444
NCRNA00173	52.8365	NCRNA00173	37.6973
NCRNA00174	132.9255	NCRNA00174	173.0442
NCRNA00176	17.2414	NCRNA00176	10.9004
NCRNA00181	152.7197	NCRNA00181	101.0605
NCRNA00182	55.6174	NCRNA00182	73.1237
NCRNA00183	230.812	NCRNA00183	241.626
NCRNA00188	5719.1324	NCRNA00188	5190.8709
NCRNA00201	886.2736	NCRNA00201	1222.8318
NCRNA00202	7.7864	NCRNA00202	8.1753
removed	removed	NCRNA00204B	6.8128
NCRNA00219	483.3148	NCRNA00219	463.2679
NCS1	345.9399	NCS1	362.439
NCSTN	4774.1935	NCSTN	3114.9994
NDC80	72.3026	NDC80	41.7849
NDE1	740.2836	NDE1	463.9855
NDEL1	657.3971	NDEL1	1163.1657
NDFIP1	3469.4105	NDFIP1	2826.3881
NDFIP2	767.5195	NDFIP2	926.5357
NDNL2	431.0345	NDNL2	319.7457
NDN	487.208	NDN	465.5388
NDOR1	693.5484	NDOR1	570.9095
NDP	207.4527	NDP	68.1276
NDRG1	8253.059	NDRG1	4212.5582
NDRG2	576.1958	NDRG2	5945.2708
NDRG3	1499.4438	NDRG3	1009.6514
NDRG4	104.5606	NDRG4	198.9327
NDST1	3619.0211	NDST1	6171.0003
NDST2	572.8587	NDST2	648.1208
NDUFA10	1935.4839	NDUFA10	1944.3624
NDUFA11	1341.4905	NDUFA11	938.3445
NDUFA12	522.8031	NDUFA12	360.168
NDUFA13	2414.1991	NDUFA13	1460.1476
NDUFA1	1296.9967	NDUFA1	814.8064
NDUFA2	919.3548	NDUFA2	589.0769
NDUFA3	688.5428	NDUFA3	369.2517
NDUFA4L2	520.0222	NDUFA4L2	119.9046
NDUFA4	1636.2625	NDUFA4	1502.8954
NDUFA5	1453.8376	NDUFA5	1126.8309
NDUFA6	681.8687	NDUFA6	680.3679
NDUFA7	656.2848	NDUFA7	302.0325
NDUFA8	696.8854	NDUFA8	539.1166
NDUFA9	957.7308	NDUFA9	883.8424
NDUFAB1	783.0923	NDUFAB1	526.3995
NDUFAF1	305.3393	NDUFAF1	389.2358
NDUFAF2	142.9366	NDUFAF2	107.6416
NDUFAF3	844.2714	NDUFAF3	718.9735
NDUFAF4	127.9199	NDUFAF4	234.8132
NDUFB10	1391.5462	NDUFB10	725.7863
NDUFB11	1255.2836	NDUFB11	691.2683
NDUFB1	520.0222	NDUFB1	337.4588
NDUFB2	936.0345	NDUFB2	621.3149
NDUFB3	560.6229	NDUFB3	422.3913
NDUFB4	1657.3971	NDUFB4	995.5717
NDUFB5	1070.0779	NDUFB5	860.2248
NDUFB6	513.9043	NDUFB6	444.6463
NDUFB7	1088.9878	NDUFB7	695.8102
NDUFB8	983.7375	NDUFB8	837.6746
NDUFB9	2144.6051	NDUFB9	1278.0743
NDUFC1	660.7341	NDUFC1	484.6145
NDUFC2	2014.4605	NDUFC2	1585.1028
NDUFS1	1105.673	NDUFS1	1602.3618
NDUFS2	3259.1769	NDUFS2	1582.8318
NDUFS3	1080.6062	NDUFS3	824.6259
NDUFS4	546.7186	NDUFS4	369.7059
NDUFS5	1586.7631	NDUFS5	1091.8587
NDUFS6	564.5161	NDUFS6	470.0806
NDUFS7	656.6852	NDUFS7	517.016
NDUFS8	912.1246	NDUFS8	617.2363
NDUFV1	1187.9867	NDUFV1	1759.0553
NDUFV2	1514.4605	NDUFV2	1321.6759
NDUFV3	774.1935	NDUFV3	551.3796
NEAT1	17297.5528	NEAT1	20040.4224
NEBL	2003.337	NEBL	2825.0255
NEB	5.5617	NEB	21.8008
NECAB1	22.8031	NECAB1	103.0998
NECAB3	575.6396	NECAB3	247.0762
NECAP1	597.3304	NECAP1	663.1089
NECAP2	1376.5295	NECAP2	1239.0144
NEDD1	510.0111	NEDD1	563.6426
NEDD4L	983.3148	NEDD4L	2227.3192
NEDD4	749.7219	NEDD4	869.7627
NEDD8	1842.0467	NEDD8	1030.5439
NEDD9	1028.3648	NEDD9	3892.3584
NEFH	64.5161	NEFH	79.028
NEFL	12.792	NEFL	7.2669
NEFM	22.9867	NEFM	11.8587
NEGR1	424.9166	NEGR1	164.4147
NEIL1	76.1958	NEIL1	191.6657
NEIL2	474.416	NEIL2	428.2957
NEIL3	17.2414	NEIL3	7.2669
NEK10	46.7186	NEK10	148.9724
NEK11	399.3326	NEK11	278.4149
NEK1	338.1535	NEK1	511.4114
NEK2	205.228	NEK2	21.8008
NEK3	137.3749	NEK3	270.2396
NEK4	353.7264	NEK4	546.8377
NEK5	45.6062	NEK5	7.2669
NEK6	881.535	NEK6	1147.2692
NEK7	1419.911	NEK7	1202.6797
NEK8	137.3749	NEK8	189.3948
NEK9	1892.1023	NEK9	2081.5261
NELF	710.7898	NELF	591.802
NELL2	48.9433	NELL2	121.7214
NENF	2246.3849	NENF	667.1965
NEO1	2300.8899	NEO1	2324.9688
NES	1337.0412	NES	5173.6119
NET1	3715.7953	NET1	2476.6663
NETO1	104.5606	removed	removed
NETO2	163.515	NETO2	341.5465
NEU1	1977.1969	NEU1	1695.9237
NEU3	48.3871	NEU3	127.6258
NEU4	31.7019	removed	removed
NEURL1B	786.4294	NEURL1B	971.9541
NEURL2	14.5439	NEURL2	29.6719
removed	removed	NEURL3	74.9404
NEURL4	418.8098	NEURL4	752.9511
NEURL	16.129	NEURL	9.0837
removed	removed	NEUROG2	22.255
NEXN	300.8899	NEXN	444.1921
NF1	2392.1023	NF1	2483.0249
NF2	562.2914	NF2	869.3085
NFAM1	191.8799	NFAM1	152.6059
NFASC	150.4116	NFASC	1267.8188
NFAT5	1140.1557	NFAT5	3045.3049
NFATC1	616.7964	NFATC1	670.3758
NFATC2IP	825.9177	NFATC2IP	849.3244
NFATC2	122.3582	NFATC2	199.841
NFATC3	479.9778	NFATC3	940.6154
NFATC4	1703.5595	NFATC4	585.8976
NFE2L1	8828.6986	NFE2L1	9130.9186
NFE2L2	2441.6018	NFE2L2	3087.4395
NFE2L3	567.297	NFE2L3	317.9289
NFE2	6.1179	NFE2	8.6295
NFIA	2716.3515	NFIA	1883.5018
NFIB	1011.1235	NFIB	7347.7915
NFIC	1076.1958	NFIC	1594.1864
NFIL3	894.327	NFIL3	735.3242
NFIX	1213.0145	NFIX	3803.7924
NFKB1	1131.8131	NFKB1	1849.8921
NFKB2	1102.8921	NFKB2	1112.7512
NFKBIA	2551.7241	NFKBIA	3658.9077
NFKBIB	339.2659	NFKBIB	290.6779
NFKBID	17.2414	NFKBID	33.1554
NFKBIE	442.158	NFKBIE	323.3791
NFKBIL1	441.6018	NFKBIL1	369.7059
NFKBIL2	147.8087	NFKBIL2	165.7772
NFKBIZ	197.4416	NFKBIZ	861.1332
NFRKB	719.6885	NFRKB	956.5119
NFS1	617.9088	NFS1	511.4114
NFU1	432.1468	NFU1	320.1998
NFX1	1053.3927	NFX1	1338.4808
NFXL1	177.9755	NFXL1	305.7432
NFYA	842.0467	NFYA	935.1652
NFYB	610.1224	NFYB	706.2564
NFYC	999.6885	NFYC	1124.5827
NGDN	516.129	NGDN	437.3794
NGEF	52.8365	NGEF	79.4822
NGFRAP1	913.2369	NGFRAP1	961.0537
NGFR	15.5729	NGFR	1769.5015
NGF	20.0222	NGF	34.0638
NGLY1	421.5795	NGLY1	856.1372
NGRN	2257.0356	NGRN	1993.8867
NHEDC2	158.5095	NHEDC2	193.0283
NHEJ1	165.356	NHEJ1	201.8304
NHLRC1	78.4205	NHLRC1	54.5021
NHLRC2	97.3304	NHLRC2	200.7494
NHLRC3	690.2113	NHLRC3	668.1049
NHLRC4	30.0334	NHLRC4	44.9642
NHP2L1	1800.8899	NHP2L1	1714.9994
NHP2	1488.8765	NHP2	869.7627
NHSL1	195.7731	NHSL1	485.0687
NHSL2	60.0667	NHSL2	145.3389
NHS	248.6096	NHS	263.4268
NICN1	274.5495	NICN1	469.3857
NID1	6445.4394	NID1	3544.7303
NID2	2714.683	NID2	409.2199
NIF3L1	408.7875	NIF3L1	356.5346
NINJ1	3307.0078	NINJ1	1486.0906
NINJ2	244.2102	NINJ2	51.777
NINL	239.7108	NINL	342.4549
NIN	1195.7731	NIN	1501.9871
NIP7	369.2992	NIP7	530.9413
NIPA1	511.6796	NIPA1	493.244
NIPA2	785.317	NIPA2	894.7428
NIPAL1	30.5895	NIPAL1	94.0161
NIPAL2	229.6997	NIPAL2	350.6302
NIPAL3	790.8788	NIPAL3	1109.1177
NIPAL4	10.0111	NIPAL4	39.0598
NIPBL	1878.198	NIPBL	2630.1805
NIPSNAP1	977.1969	NIPSNAP1	1333.9389
NIPSNAP3A	407.6752	NIPSNAP3A	435.1084
NIPSNAP3B	20.5784	NIPSNAP3B	49.0701
NISCH	1548.9433	NISCH	3105.2572
NIT1	734.9277	NIT1	531.1911
NIT2	609.01	NIT2	621.7781
NKAIN1	987.208	NKAIN1	55.4105
NKAIN2	10.5673	NKAIN2	40.4224
NKAIN4	8.8988	removed	removed
NKAPL	13.9043	NKAPL	19.9841
NKAP	401.0011	NKAP	313.8413
NKD1	10.5673	NKD1	9.0837
NKD2	236.9299	NKD2	79.9364
NKG7	43.3815	NKG7	39.514
NKIRAS1	189.6552	NKIRAS1	255.2515
NKIRAS2	1035.0389	NKIRAS2	834.3363
removed	removed	NKPD1	23.6176
NKRF	374.861	NKRF	357.8971
NKTR	1214.1268	NKTR	2800.4996
NKX3-1	106.2291	NKX3-1	206.6538
NKX3-2	68.9655	removed	removed
NKX6-1	20.0222	removed	removed
NLE1	338.7097	NLE1	363.8015
NLGN1	6.6741	NLGN1	25.8885
NLGN2	994.4383	NLGN2	940.6154
NLGN3	25.0278	NLGN3	59.0439
NLGN4X	156.2848	NLGN4X	365.6183
NLK	491.6574	NLK	427.8415
NLN	434.3715	NLN	396.0486
NLRC3	62.2914	NLRC3	92.6536
NLRC4	48.9433	NLRC4	46.781
NLRC5	564.5161	NLRC5	548.2003
NLRP12	31.7019	NLRP12	13.1713
removed	removed	NLRP13	11.8088
NLRP1	331.4794	NLRP1	595.8896
NLRP2	426.0289	NLRP2	266.1519
NLRP3	96.218	NLRP3	94.9245
removed	removed	NLRP5	14.5339
NLRP7	18.3537	NLRP7	6.8128
removed	removed	NLRP8	9.9921
NLRX1	525.584	NLRX1	614.057
NMB	82.3137	NMB	55.8647
NMD3	1061.7353	NMD3	1188.1458
NME1-NME2	145.2002	NME1-NME2	49.0019
NME1	1475.6229	NME1	502.7773
NME2P1	58.9544	NME2P1	40.8766
NME2	7675.0612	NME2	4254.8518
NME3	717.4638	NME3	366.9808
NME4	2314.7942	NME4	835.2447
NME5	91.2125	NME5	62.2232
NME6	218.02	NME6	196.6617
NME7	384.0156	NME7	139.2074
NMI	437.7086	NMI	430.1124
NMNAT1	243.604	NMNAT1	316.1122
NMNAT2	54.505	NMNAT2	112.1835
NMNAT3	232.4805	NMNAT3	170.3191
NMRAL1	1112.3471	NMRAL1	750.7664
NMT1	2438.2647	NMT1	2547.9732
NMT2	284.7608	NMT2	460.0886
removed	removed	NMUR1	11.3546
removed	removed	NNAT	35.4264
NNMT	4189.099	NNMT	3358.2378
NNT	983.871	NNT	807.9936
NOB1	781.98	NOB1	1003.2928
NOC2L	1652.3192	NOC2L	1684.2194
NOC3L	388.2091	NOC3L	463.722
NOC4L	308.1201	NOC4L	281.5942
NOD1	394.327	NOD1	480.5269
NOD2	129.5884	NOD2	72.6695
NOG	5.5617	NOG	9.0837
NOL10	763.6263	NOL10	644.9415
NOL11	938.8209	NOL11	919.2688
NOL12	166.2959	NOL12	257.5951
NOL3	480.5339	NOL3	342.8545
NOL6	1142.3804	NOL6	1360.7358
NOL7	542.2692	NOL7	523.2202
NOL8	852.614	NOL8	808.902
NOL9	137.3749	NOL9	226.1837
NOLC1	2513.9043	NOLC1	2306.3472
NOM1	339.822	NOM1	515.0449
NOMO1	4464.9611	NOMO1	4778.0175
NOMO2	1929.366	NOMO2	1882.5934
NOMO3	1631.8131	NOMO3	2224.5941
NONO	7546.1624	NONO	6296.8094
NOP10	774.1935	NOP10	667.6507
NOP14	1053.4928	NOP14	1249.3698
NOP16	269.7442	NOP16	203.4745
NOP2	629.5884	NOP2	717.1568
NOP56	2161.2903	NOP56	1424.3216
NOP58	1240.267	NOP58	1167.7075
NOS1AP	38.9321	NOS1AP	181.6737
NOS2	55.6174	NOS2	33.6323
NOS3	337.6029	NOS3	376.4097
NOSIP	705.228	NOSIP	502.7819
NOSTRIN	716.3515	NOSTRIN	588.6227
NOTCH1	1080.089	NOTCH1	1643.2383
NOTCH2NL	1897.6919	NOTCH2NL	762.875
NOTCH2	5959.9555	NOTCH2	6554.3318
NOTCH3	7102.8921	NOTCH3	5323.0385
NOTCH4	817.5751	NOTCH4	870.2169
NOVA1	48.3871	NOVA1	470.0806
NOVA2	71.7464	NOVA2	49.9603
NOV	461.0679	NOV	370.6143
NOX4	538.9321	NOX4	42.2391
NOX5	6.1179	removed	removed
NOXA1	136.8187	NOXA1	184.3988
NOXO1	13.3482	removed	removed
NPAS1	36.1513	NPAS1	22.255
NPAS2	514.4605	NPAS2	532.3038
NPAS3	22.8031	NPAS3	113.546
NPAT	425.4727	NPAT	649.0292
NPC1L1	16.6852	NPC1L1	11.8088
NPC1	1213.1813	NPC1	1716.1304
NPC2	3446.6073	NPC2	3563.0748
NPDC1	1731.9244	NPDC1	1670.4894
NPEPL1	606.2291	NPEPL1	601.3398
NPEPPS	4644.6051	NPEPPS	2489.8376
removed	removed	NPFF	11.8088
NPHP1	168.5206	NPHP1	128.5341
NPHP3	353.1702	NPHP3	886.5675
NPHP4	328.6986	NPHP4	319.7457
NPIPL3	636.0567	NPIPL3	715.004
NPIP	606.3904	NPIP	669.9307
NPLOC4	2098.4427	NPLOC4	2196.4347
NPL	203.0033	NPL	427.3873
NPM1	11083.426	NPM1	7365.5047
removed	removed	NPM2	37.6973
NPM3	244.7164	NPM3	189.3948
NPNT	6798.109	NPNT	1588.282
NPR1	267.5195	NPR1	529.1246
NPR2	267.5195	NPR2	257.5224
NPR3	139.0434	NPR3	24.9801
NPRL2	577.8198	NPRL2	310.1215
NPRL3	1165.1835	NPRL3	743.9537
NPTN	3168.5206	NPTN	2366.2995
removed	removed	NPTX1	526.3995
NPTX2	185.2058	NPTX2	15.8964
NPTXR	428.8098	NPTXR	568.6386
NPW	26.6963	removed	removed
NPY1R	9208.0089	NPY1R	462.8137
removed	removed	NPY2R	20.8925
NPY5R	62.2914	NPY5R	14.9881
NQO1	1796.9967	NQO1	15498.1265
NQO2	536.1513	NQO2	475.985
removed	removed	NR0B2	15.4423
NR1D1	1020.7397	NR1D1	632.2471
NR1D2	934.3715	NR1D2	1542.8636
NR1H2	1370.4116	NR1H2	1094.5839
NR1H3	299.2214	NR1H3	823.4359
removed	removed	NR1I2	6.8128
NR2C1	227.475	NR2C1	356.0804
NR2C2AP	542.5806	NR2C2AP	310.1079
NR2C2	732.3081	NR2C2	1266.924
removed	removed	NR2E3	6.3586
NR2F1	132.3693	NR2F1	276.144
NR2F2	1177.4194	NR2F2	1605.9952
NR2F6	983.871	NR2F6	733.0533
NR3C1	1252.5028	NR3C1	2253.2077
NR3C2	94.5495	NR3C2	589.9852
NR4A1	1149.6107	NR4A1	3365.5047
NR4A2	416.574	NR4A2	388.3275
NR4A3	62.8476	NR4A3	212.104
NR5A2	67.8532	NR5A2	153.5143
NR6A1	5.0056	NR6A1	12.263
removed	removed	NRAP	13.0487
NRARP	344.8276	NRARP	107.6416
NRAS	1172.97	NRAS	989.2131
NRBF2	452.7253	NRBF2	508.2321
NRBP1	2501.1123	NRBP1	2087.4305
NRBP2	631.8131	NRBP2	989.2131
NRCAM	249.7219	NRCAM	202.112
NRD1	2729.1435	NRD1	2407.1761
NRF1	340.9344	NRF1	470.5348
NRG1	129.5884	NRG1	573.6346
NRG2	6.6741	NRG2	152.6059
removed	removed	NRG3	24.0718
NRGN	84.5384	NRGN	66.3109
NRIP1	3500.5562	NRIP1	2711.9337
NRIP2	58.9544	NRIP2	156.2394
NRIP3	642.9366	NRIP3	147.6099
NRK	229.1435	NRK	132.1676
NRL	30.6952	NRL	29.799
NRM	407.6752	NRM	182.1279
NRN1	580.6452	NRN1	495.5149
NRP1	4708.0089	NRP1	2487.5667
NRP2	2501.1123	NRP2	894.7428
NRSN2	1359.2881	NRSN2	531.8497
NRTN	6.6741	NRTN	18.1674
removed	removed	NRXN1	37.6973
NRXN2	45.6062	NRXN2	151.2433
NRXN3	35.0389	NRXN3	127.1716
NSA2	2568.4093	NSA2	1625.5252
NSD1	1446.6073	NSD1	2478.9372
NSDHL	561.1791	NSDHL	580.9016
NSFL1C	1715.2392	NSFL1C	1457.9312
NSF	1516.129	NSF	1303.0544
NSL1	824.2492	NSL1	465.5388
NSMAF	818.1313	NSMAF	703.5313
NSMCE1	1833.7041	NSMCE1	758.0334
NSMCE2	304.7831	NSMCE2	203.9287
NSMCE4A	313.1257	NSMCE4A	513.6823
NSUN2	1385.4283	NSUN2	4399.2279
NSUN3	98.9989	NSUN3	126.2632
NSUN4	471.6352	NSUN4	647.2124
NSUN5P1	50.6118	NSUN5P1	158.5103
NSUN5P2	129.2603	NSUN5P2	356.7253
NSUN5	484.4271	NSUN5	406.949
NSUN6	216.3515	NSUN6	304.7576
NSUN7	71.1902	NSUN7	234.359
NT5C2	967.1858	NT5C2	1823.5494
NT5C3L	557.842	NT5C3L	411.4909
NT5C3	483.3148	NT5C3	349.2676
NT5C	388.2091	NT5C	266.1519
NT5DC1	776.9744	NT5DC1	881.1173
NT5DC2	646.8298	NT5DC2	577.1909
NT5DC3	484.9833	NT5DC3	720.3361
NT5E	1204.6719	NT5E	821.6192
NT5M	53.3927	NT5M	50.8686
NTAN1	832.5918	NTAN1	525.9453
NTF3	66.1846	NTF3	52.6854
removed	removed	NTF4	82.1801
NTHL1	366.5184	NTHL1	142.6138
NTM	1180.7564	NTM	59.9523
NTN1	274.1935	NTN1	378.3354
NTN4	6070.634	NTN4	6468.0368
removed	removed	NTN5	22.255
removed	removed	NTNG1	8.1753
NTNG2	37.2636	NTNG2	7.7211
NTRK1	23.9155	NTRK1	5.4502
NTRK2	437.1524	NTRK2	6938.1174
NTRK3	27.8087	NTRK3	414.6701
NUAK1	1012.792	NUAK1	525.0369
NUAK2	324.2492	NUAK2	54.9563
NUB1	1641.7742	NUB1	1437.1977
NUBP1	499.1379	NUBP1	338.3127
NUBP2	1039.4883	NUBP2	680.8221
NUBPL	281.4238	NUBPL	281.5942
NUCB1	7278.0868	NUCB1	5547.8597
NUCB2	2122.1135	NUCB2	2650.2918
NUCKS1	11188.5428	NUCKS1	7785.1709
NUDCD1	479.9778	NUDCD1	501.8735
NUDCD2	332.0356	NUDCD2	289.3153
NUDCD3	2458.8432	NUDCD3	2171.4545
NUDC	2231.9244	NUDC	1820.3702
NUDT10	100.6674	NUDT10	25.8885
NUDT11	47.2747	NUDT11	49.0519
NUDT12	256.396	NUDT12	502.7819
NUDT13	65.0723	NUDT13	70.3985
NUDT14	368.1869	NUDT14	324.7417
NUDT15	306.4182	NUDT15	607.5349
NUDT16L1	658.5095	NUDT16L1	361.5306
NUDT16P1	86.7631	NUDT16P1	43.6017
NUDT16	508.3426	NUDT16	713.5233
NUDT17	42.8254	NUDT17	34.0638
NUDT18	241.9355	NUDT18	112.6377
NUDT19	414.3493	NUDT19	317.0206
NUDT1	231.3682	NUDT1	123.5381
NUDT21	1577.3081	NUDT21	2193.7095
NUDT22	338.8877	NUDT22	264.7848
NUDT2	310.3448	NUDT2	197.1159
NUDT3	432.1468	NUDT3	351.0844
NUDT4	942.158	NUDT4	875.6671
NUDT5	580.3226	NUDT5	381.6237
NUDT6	56.1902	NUDT6	50.6143
NUDT7	43.3815	NUDT7	102.1914
NUDT8	30.5895	NUDT8	678.097
NUDT9	646.2736	NUDT9	551.3796
NUF2	97.3304	NUF2	28.6136
NUFIP1	236.9299	NUFIP1	251.618
NUFIP2	2780.8676	NUFIP2	2586.5789
NUMA1	10790.6452	NUMA1	12196.2348
NUMBL	492.7697	NUMBL	286.136
NUMB	1745.2725	NUMB	1784.9438
NUP107	669.0768	NUP107	751.2206
NUP133	1834.8165	NUP133	1272.624
NUP153	899.8888	NUP153	2006.5857
NUP155	617.3526	NUP155	566.3677
NUP160	998.3315	NUP160	1160.8947
NUP188	1056.7297	NUP188	1491.995
NUP205	914.3493	NUP205	1334.8473
NUP210	1167.9644	NUP210	1284.887
NUP214	1416.0178	NUP214	1678.6647
NUP35	241.3793	NUP35	271.148
NUP37	299.2214	NUP37	244.3511
NUP43	716.9077	NUP43	862.9499
NUP50	772.525	NUP50	1402.5207
NUP54	593.4372	NUP54	801.1809
removed	removed	NUP62CL	54.5021
NUP62	1827.8142	NUP62	1400.0954
NUP85	642.9366	NUP85	602.7024
NUP88	589.4605	NUP88	725.6728
NUP93	645.1613	NUP93	740.3202
NUP98	2206.8966	NUP98	3318.2696
NUPL1	944.3826	NUPL1	1106.8468
NUPL2	302.5584	NUPL2	293.8572
NUPR1	2912.6808	NUPR1	2587.4872
NUS1	1152.3915	NUS1	1242.6479
NUSAP1	274.1935	NUSAP1	137.6178
NUTF2	1262.5139	NUTF2	1128.1935
NVL	2063.4038	NVL	468.7181
removed	removed	NWD1	29.9762
NXF1	1595.1057	NXF1	2599.7502
NXF3	7.7864	removed	removed
NXNL2	111.2347	NXNL2	16.8048
NXN	1338.1535	NXN	745.3162
NXPH3	363.1813	NXPH3	95.3787
NXPH4	20.0222	NXPH4	166.6856
NXT1	418.2425	NXT1	209.8331
NXT2	270.3003	NXT2	329.7377
NYNRIN	962.1802	NYNRIN	826.6152
OAF	482.7586	OAF	848.8702
OAS1	888.7653	OAS1	433.7459
OAS2	1416.574	OAS2	592.2562
OAS3	1556.1735	OAS3	840.6949
OASL	107.3415	OASL	34.9722
OAT	2827.03	OAT	4098.1038
OAZ1	7462.1802	OAZ1	6856.8184
OAZ2	1707.4527	OAZ2	1563.3019
OAZ3	53.6485	OAZ3	30.5848
OBFC1	659.0656	OBFC1	663.1089
OBFC2A	215.2392	OBFC2A	384.694
OBFC2B	590.6563	OBFC2B	342.4549
OBP2A	13.3482	removed	removed
OBP2B	48.3871	OBP2B	67.6734
OBSCN	198.9488	OBSCN	1329.9875
OBSL1	1172.97	OBSL1	1939.3664
removed	removed	OCA2	9.9921
OCEL1	391.5462	OCEL1	220.2793
OCIAD1	2713.0145	OCIAD1	2289.5424
OCIAD2	414.9055	OCIAD2	371.9768
