gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
CYP51A1	2290.3579	CYP51A1	2000
CYP7B1	67.9328	CYP7B1	266.9977
removed	removed	CYP8B1	5.3476
CYR61	5662.1622	CYR61	17498.8541
CYS1	44.1928	CYS1	129.4882
CYSLTR1	46.3842	CYSLTR1	67.9908
removed	removed	CYSLTR2	11.8411
CYTH1	786.7056	CYTH1	893.8121
CYTH2	2472.6077	CYTH2	1111.9175
CYTH3	1391.5267	CYTH3	1055.0038
CYTH4	160.336	CYTH4	258.5943
CYTIP	143.1702	CYTIP	153.5523
CYTL1	18.992	CYTL1	22.1543
CYTSA	1899.5617	CYTSA	2290.6799
CYTSB	328.7071	CYTSB	222.3071
CYYR1	473.7034	CYYR1	1546.2185
D2HGDH	376.187	D2HGDH	320.0917
D4S234E	98.2469	D4S234E	325.8212
DAAM1	718.7728	DAAM1	943.0863
DAAM2	270.6209	DAAM2	686.0963
DAB2IP	1180.7889	DAB2IP	4088.6173
DAB2	1140.6136	DAB2	2094.3468
DACH1	1193.2067	DACH1	379.6791
DACT1	287.4361	DACT1	255.9206
DACT2	25.9313	DACT2	158.136
DACT3	83.6377	DACT3	95.4927
DAD1	2437.5457	DAD1	2107.3338
DAG1	5101.534	DAG1	5654.6982
DAGLA	318.8459	DAGLA	371.6578
DAGLB	463.8422	DAGLB	351.7953
DAK	1149.7443	DAK	732.6203
DALRD3	640.9606	DALRD3	610.3056
DAND5	8.4003	removed	removed
DAP3	3411.6143	DAP3	1965.2406
DAPK1	272.4617	DAPK1	205.5004
DAPK2	178.5975	DAPK2	381.971
DAPK3	579.6202	DAPK3	480.9015
DAPL1	86.5595	DAPL1	45.8365
DAPP1	380.2045	DAPP1	190.2215
DAP	2682.9803	DAP	2839.1902
DARC	449.9635	DARC	1511.8411
DARS2	696.1286	DARS2	369.3659
DARS	1659.2403	DARS	2446.906
DAXX	1548.9408	DAXX	1144.0031
DAZAP1	1491.9649	DAZAP1	1038.1971
DAZAP2	7671.2929	DAZAP2	7614.5913
DBC1	88.0205	DBC1	161.5737
DBF4B	100.073	DBF4B	104.66
DBF4	225.8145	DBF4	185.6379
DBI	2558.0716	DBI	4082.8877
DBN1	1745.0694	DBN1	954.1635
DBNDD1	402.8488	DBNDD1	353.7051
DBNDD2	884.2549	DBNDD2	802.4675
DBNL	1847.3338	DBNL	1363.6364
DBP	265.4346	DBP	468.9916
DBR1	362.3083	DBR1	403.7433
DBT	811.5413	DBT	862.1085
DBX2	10.9569	DBX2	9.5493
DCAF10	6526.2966	DCAF10	1450.3438
DCAF11	2163.5245	DCAF11	2193.1627
removed	removed	DCAF12L2	8.4034
DCAF12	1417.458	DCAF12	1315.508
DCAF13	705.0511	DCAF13	643.4148
DCAF15	544.9233	DCAF15	454.1635
DCAF16	1109.2038	DCAF16	1903.3613
DCAF17	593.8641	DCAF17	614.5913
DCAF4L1	6.9394	removed	removed
DCAF4	285.2447	DCAF4	407.945
DCAF5	1706.7202	DCAF5	1755.1566
DCAF6	4104.0906	DCAF6	1697.479
DCAF7	2548.9408	DCAF7	2582.1238
DCAF8	3541.1614	DCAF8	2723.518
DCAKD	1378.0131	DCAKD	1397.2498
DCBLD1	201.9722	DCBLD1	186.4018
DCBLD2	786.7056	DCBLD2	1149.3506
DCDC1	11.5595	DCDC1	5.0153
DCDC2	321.8481	DCDC2	451.2414
DCD	9.8612	DCD	9.1673
DCHS1	827.9766	DCHS1	1349.5034
DCHS2	44.9233	DCHS2	203.2086
DCI	697.9547	DCI	527.5019
DCK	476.6253	DCK	469.0604
DCLK1	525.9313	DCLK1	538.961
DCLK2	68.6633	DCLK2	148.9687
DCLK3	6.2089	DCLK3	11.0772
DCLRE1A	383.8568	DCLRE1A	421.314
DCLRE1B	285.2447	DCLRE1B	286.0963
DCLRE1C	283.0533	DCLRE1C	323.9114
DCN	9273.5573	DCN	29458.7471
DCP1A	917.0928	DCP1A	1279.2208
DCP1B	478.8167	DCP1B	495.0344
DCP2	1095.3251	DCP2	1255.1566
DCPS	301.6801	DCPS	308.6325
DCST2	34.3316	DCST2	53.094
DCTD	1413.8057	DCTD	1781.8946
DCTN1	4438.802	DCTN1	3343.2009
DCTN2	1955.8072	DCTN2	2294.4996
DCTN3	663.2579	DCTN3	858.6707
DCTN4	2414.9014	DCTN4	2481.2834
DCTN5	1436.45	DCTN5	1109.6257
DCTN6	560.9934	DCTN6	696.715
DCTPP1	1256.7568	DCTPP1	572.9526
DCUN1D1	561.7239	DCUN1D1	569.9007
DCUN1D2	447.7721	DCUN1D2	304.8128
DCUN1D3	226.0774	DCUN1D3	201.6807
DCUN1D4	493.7911	DCUN1D4	964.0947
DCUN1D5	406.8663	DCUN1D5	288.3881
DCXR	575.2374	DCXR	646.2949
DCX	72.6808	DCX	116.8831
DDA1	712.9291	DDA1	548.5103
DDAH1	1166.1797	DDAH1	1314.7441
DDAH2	1349.5252	DDAH2	1428.9534
DDB1	7797.2973	DDB1	5482.8113
DDB2	411.9795	DDB2	895.34
removed	removed	DDC	7.2574
DDHD1	261.5047	DDHD1	402.2154
DDHD2	834.5508	DDHD2	1439.2666
DDI2	216.092	DDI2	177.9603
DDIT3	266.0957	DDIT3	268.3919
DDIT4L	24.8356	DDIT4L	89.3812
DDIT4	1405.7706	DDIT4	1818.9458
DDOST	4382.3959	DDOST	4265.0879
DDO	38.3492	DDO	66.4629
DDR1	7628.1958	DDR1	6475.5539
DDR2	222.7904	DDR2	633.3079
DDRGK1	579.2549	DDRGK1	514.5149
DDTL	155.4565	DDTL	148.1054
DDT	535.935	DDT	548.178
DDX10	642.0745	DDX10	635.5997
DDX11	335.6465	DDX11	381.589
DDX12	45.6538	DDX12	67.6089
DDX17	13894.8137	DDX17	13970.2063
DDX18	1733.382	DDX18	2201.6807
DDX19A	621.2564	DDX19A	962.7311
DDX19B	543.4441	DDX19B	823.728
DDX1	2126.0044	DDX1	2418.2582
DDX20	531.775	DDX20	635.5997
DDX21	1511.3221	DDX21	2033.2315
DDX23	2110.2995	DDX23	2161.1917
DDX24	3001.0957	DDX24	3242.1696
removed	removed	DDX25	15.6608
DDX26B	170.5625	DDX26B	453.7815
DDX27	892.9876	DDX27	1001.5279
DDX28	184.4412	DDX28	351.4133
DDX31	378.3784	DDX31	380.0611
DDX39	582.542	DDX39	332.3147
DDX3X	8369.9781	DDX3X	10878.1513
DDX41	933.1629	DDX41	890.7563
DDX42	3673.1191	DDX42	3709.7021
removed	removed	DDX43	62.0894
DDX46	1650.4748	DDX46	1635.5997
DDX47	993.4259	DDX47	1062.2613
DDX49	761.87	DDX49	646.2949
DDX50	965.3031	DDX50	1242.1696
DDX51	437.5457	DDX51	629.1062
DDX52	549.6713	DDX52	537.4332
DDX54	1273.7947	DDX54	1272.861
DDX55	366.3258	DDX55	442.7044
DDX56	1566.1066	DDX56	1098.1665
DDX58	621.6216	DDX58	597.0206
DDX59	693.9372	DDX59	513.369
DDX5	11589.4814	DDX5	12157.754
DDX60L	244.7042	DDX60L	409.8549
DDX60	564.2805	DDX60	688.6937
DDX6	5222.7904	DDX6	5164.2475
DEAF1	756.0263	DEAF1	834.2246
DECR1	834.1855	DECR1	1000.382
DECR2	358.2907	DECR2	234.1482
DEDD2	608.8386	DEDD2	464.8587
DEDD	992.7611	DEDD	710.3629
DEF6	265.8875	DEF6	322.0015
DEF8	509.8612	DEF8	755.5386
DEFB132	5.4785	DEFB132	57.2956
DEFB1	33.9664	DEFB1	104.2781
DEGS1	2229.3645	DEGS1	2036.2872
DEGS2	866.691	DEGS2	231.8564
DEK	2215.4858	DEK	3129.1062
DEM1	134.7699	DEM1	191.3675
DENND1A	764.7918	DENND1A	700.9167
DENND1B	745.4346	DENND1B	187.9297
DENND1C	207.8159	DENND1C	191.7494
DENND2A	74.5069	DENND2A	212.7578
DENND2C	45.9313	DENND2C	139.0145
DENND2D	1109.2038	DENND2D	514.1329
DENND3	231.1907	DENND3	338.0443
DENND4A	518.3966	DENND4A	704.7135
DENND4B	692.0964	DENND4B	686.3904
DENND4C	1869.2476	DENND4C	2566.8449
DENND5A	1635.5004	DENND5A	2058.0596
DENND5B	215.851	DENND5B	504.5837
DENR	1476.6253	DENR	1478.2277
DEPDC1B	15.3397	DEPDC1B	9.1673
DEPDC1	41.271	DEPDC1	24.4461
DEPDC4	14.244	DEPDC4	15.2788
DEPDC5	500	DEPDC5	360.5806
DEPDC6	881.3002	DEPDC6	1234.9121
DEPDC7	12.0526	DEPDC7	16.8067
DERA	410.5186	DERA	450.7257
DERL1	2151.9357	DERL1	1674.1788
DERL2	604.4558	DERL2	466.0046
DERL3	188.824	DERL3	518.3346
DES	13.8787	DES	100.4584
DET1	205.2593	DET1	250.9549
DEXI	752.7392	DEXI	539.343
DFFA	409.0577	DFFA	510.3132
DFFB	97.8817	DFFB	118.029
DFNA5	131.1176	DFNA5	292.9717
DFNB31	252.374	DFNB31	380.8251
DFNB59	43.8276	DFNB59	59.2055
DGAT1	648.0825	DGAT1	600.275
DGAT2	970.0511	DGAT2	2042.0168
DGCR11	31.0446	DGCR11	21.7723
DGCR14	348.7947	DGCR14	358.2888
DGCR2	3162.5274	DGCR2	3631.016
DGCR5	9.496	DGCR5	27.1199
DGCR6L	430.6063	DGCR6L	477.8457
DGCR6	264.4266	DGCR6	414.0565
DGCR8	830.5332	DGCR8	893.0481
DGCR9	5.8437	DGCR9	8.7853
DGKA	227.5383	DGKA	392.6662
DGKD	1626.3696	DGKD	850.2674
DGKE	237.7648	DGKE	316.6539
DGKG	6.9394	DGKG	21.7723
DGKH	23.3747	DGKH	53.4759
DGKI	13.8787	removed	removed
DGKQ	386.7787	DGKQ	253.6287
DGKZ	657.4142	DGKZ	694.0413
DGUOK	780.8619	DGUOK	762.0321
DHCR24	25121.6216	DHCR24	9778.4568
DHCR7	1118.3346	DHCR7	1290.2979
DHDDS	718.0424	DHDDS	875.0955
DHDH	6.2089	DHDH	9.5493
DHDPSL	8.3528	DHDPSL	28.2659
DHFRL1	276.4792	DHFRL1	329.7403
DHFR	255.4492	DHFR	343.0176
DHODH	81.8115	DHODH	166.9213
DHPS	980.2228	DHPS	730.3285
DHRS11	201.9722	DHRS11	229.1826
DHRS12	252.7392	DHRS12	318.5638
DHRS13	102.9255	DHRS13	145.4469
DHRS1	467.8598	DHRS1	679.5264
DHRS2	88.3857	DHRS2	239.1138
DHRS3	910.8839	DHRS3	1001.9099
DHRS4L1	10.2264	DHRS4L1	8.7853
DHRS4L2	252.3996	DHRS4L2	285.8518
DHRS4	464.0614	DHRS4	571.6883
DHRS7B	417.8232	DHRS7B	471.7341
DHRS7	1402.8488	DHRS7	1210.848
DHRS9	15.3397	DHRS9	43.9267
DHRSX	380.935	DHRSX	289.152
DHTKD1	1277.2096	DHTKD1	772.7273
DHX15	2899.5617	DHX15	2681.8182
DHX16	755.6611	DHX16	770.0535
DHX29	1657.4142	DHX29	1171.123
DHX30	1585.4638	DHX30	1435.8289
DHX32	1517.374	DHX32	1157.6318
DHX33	385.3178	DHX33	517.9526
DHX34	663.6231	DHX34	390.7563
DHX35	313.7327	DHX35	345.6837
DHX36	981.008	DHX36	1258.5943
DHX37	529.5836	DHX37	448.0519
DHX38	729.3645	DHX38	1278.8388
DHX40	1875.0913	DHX40	1990.8327
DHX57	567.2023	DHX57	706.6463
DHX58	326.1505	DHX58	323.9114
DHX8	1302.4105	DHX8	1308.2506
DHX9	5404.3097	DHX9	4456.0733
DIABLO	784.5215	DIABLO	771.2261
DIAPH1	3294.7407	DIAPH1	2778.4568
DIAPH2	263.6961	DIAPH2	273.4912
DIAPH3	64.6457	DIAPH3	24.8281
DICER1	2027.3923	DICER1	2686.7838
DIDO1	1982.8342	DIDO1	2357.5248
DIMT1L	393.3528	DIMT1L	629.1062
removed	removed	DIO1	22.5363
DIO2	681.8846	DIO2	78.304
DIO3	33.9664	DIO3	15.6608
DIP2A	714.3901	DIP2A	999.2361
DIP2B	1412.3448	DIP2B	1934.683
DIP2C	853.5427	DIP2C	1379.2972
DIRAS1	513.1483	DIRAS1	248.2811
DIRAS2	8.7655	DIRAS2	60.7334
DIRAS3	90.5771	DIRAS3	131.016
DIRC2	286.6034	DIRC2	341.3484
removed	removed	DIRC3	5.7296
DIS3L2	433.1629	DIS3L2	449.9618
DIS3L	704.8941	DIS3L	902.5974
DIS3	1316.2564	DIS3	1507.5248
DISC1	108.4697	DISC1	281.2758
DISP1	193.9372	DISP1	255.5386
DISP2	82.542	DISP2	69.9007
DIXDC1	1298.393	DIXDC1	1740.2597
DKC1	1048.2104	DKC1	1470.2063
removed	removed	DKFZP434L187	7.5859
DKFZP586I1420	357.195	DKFZP586I1420	356.3789
DKFZP686I15217	44.9233	DKFZP686I15217	68.3728
DKFZp686O24166	53.3236	DKFZp686O24166	37.0512
DKFZp761E198	452.5201	DKFZp761E198	403.7433
DKK1	26.2966	DKK1	64.5531
DKK2	54.7845	DKK2	39.725
DKK3	1384.9525	DKK3	3183.3461
DLAT	1240.2155	DLAT	901.2796
DLC1	949.5982	DLC1	1387.3186
DLD	1952.8853	DLD	1688.6937
DLEC1	17.8963	DLEC1	29.7937
DLEU1	53.6888	DLEU1	48.8923
DLEU2L	7.6698	DLEU2L	12.987
DLEU2	50.515	DLEU2	21.0428
DLG1	1315.1863	DLG1	1699.385
DLG2	64.6457	DLG2	107.3338
DLG3	2668.7363	DLG3	1210.466
DLG4	278.0752	DLG4	299.2246
DLG5	3968.5902	DLG5	2695.9511
DLGAP1	270.9825	DLGAP1	37.4332
DLGAP2	28.8532	DLGAP2	12.2231
DLGAP4	1858.656	DLGAP4	1568.3728
DLGAP5	41.6362	DLGAP5	26.356
DLK1	32.1402	DLK1	71.4286
DLK2	24.1052	DLK2	142.4752
DLL1	131.1176	DLL1	223.835
DLL4	352.447	DLL4	320.8556
DLST	1846.9686	DLST	2399.5416
removed	removed	DLX1	26.356
DLX2	45.6538	DLX2	8.4034
DLX3	35.0621	DLX3	56.9137
DLX4	18.6267	DLX4	8.0214
DLX5	20.0877	DLX5	11.0772
DMAP1	418.5537	DMAP1	642.4752
removed	removed	DMBT1	7.6394
DMC1	6.9394	DMC1	16.4248
DMD	632.5785	DMD	3326.2032
DMGDH	25.2009	DMGDH	77.5401
DMKN	305.3324	DMKN	582.8877
DMPK	455.8072	DMPK	397.6318
DMRT2	19.3572	DMRT2	50.0382
DMRT3	12.7831	DMRT3	15.2788
DMRTA1	7.6698	DMRTA1	19.4805
DMRTC1B	27.027	DMRTC1B	43.1627
removed	removed	DMRTC1	8.0214
DMTF1	1252.0051	DMTF1	1022.7846
DMWD	572.3156	DMWD	366.3102
DMXL1	1098.2469	DMXL1	1640.9473
DMXL2	761.87	DMXL2	443.4683
DNA2	143.1702	DNA2	47.7464
DNAH10	28.8532	DNAH10	19.4805
DNAH11	22.363	DNAH11	8.9649
DNAH14	153.0314	DNAH14	57.2956
DNAH17	31.775	DNAH17	35.1413
DNAH1	166.5449	DNAH1	264.3239
DNAH2	78.8897	DNAH2	96.6387
DNAH5	727.1731	DNAH5	304.4309
DNAH6	46.7495	DNAH6	65.317
DNAH7	140.2484	DNAH7	82.8877
DNAH9	38.7144	DNAH9	21.0084
removed	removed	DNAI1	11.4591
DNAJA1	1931.702	DNAJA1	1887.3186
DNAJA2	1078.1592	DNAJA2	1784.5684
DNAJA3	1340.0292	DNAJA3	840.3361
DNAJA4	753.1045	DNAJA4	595.4927
DNAJB11	703.0679	DNAJB11	783.8044
DNAJB12	1353.908	DNAJB12	1378.9152
DNAJB14	401.3879	DNAJB14	443.4683
DNAJB1	3425.8583	DNAJB1	2854.4691
DNAJB2	1705.6245	DNAJB2	2051.1841
DNAJB4	269.1746	DNAJB4	664.2475
DNAJB5	138.7874	DNAJB5	153.5523
DNAJB6	1803.141	DNAJB6	1588.9992
removed	removed	DNAJB7	8.0481
DNAJB9	1365.9606	DNAJB9	911.0008
DNAJC10	2436.8152	DNAJC10	2536.6692
DNAJC11	999.3828	DNAJC11	986.0351
DNAJC12	247.626	DNAJC12	176.4706
DNAJC13	2086.9248	DNAJC13	1543.5447
DNAJC14	1331.9576	DNAJC14	1214.1482
DNAJC15	524.8356	DNAJC15	525.2101
DNAJC16	1209.2768	DNAJC16	885.7907
DNAJC17	213.6596	DNAJC17	245.2254
DNAJC18	142.805	DNAJC18	338.0443
DNAJC19	537.6187	DNAJC19	449.9618
DNAJC1	896.6399	DNAJC1	626.0504
DNAJC21	1080.7159	DNAJC21	1130.6341
DNAJC22	111.3952	DNAJC22	77.5401
DNAJC24	427.0489	DNAJC24	358.8006
DNAJC25	324.6896	DNAJC25	245.6073
DNAJC27	189.5544	DNAJC27	285.7143
DNAJC28	33.6012	DNAJC28	41.6348
DNAJC2	817.1731	DNAJC2	534.3392
DNAJC30	367.7867	DNAJC30	364.7823
DNAJC3	3459.4595	DNAJC3	2520.2445
DNAJC4	786.0738	DNAJC4	817.7387
DNAJC5B	5.4785	removed	removed
DNAJC5	1885.3178	DNAJC5	1930.0993
DNAJC6	23.0095	DNAJC6	72.1925
DNAJC7	1380.0329	DNAJC7	1395.7754
DNAJC8	1478.8167	DNAJC8	1639.8014
DNAJC9	525.2009	DNAJC9	602.3682
DNAL1	628.9262	DNAL1	446.1421
DNAL4	661.4317	DNAL4	523.3002
DNALI1	831.2637	DNALI1	364.0183
DNASE1L1	300.4858	DNASE1L1	281.1574
DNASE1L2	12.4178	removed	removed
DNASE1L3	38.7144	DNASE1L3	111.5355
DNASE1	37.2535	DNASE1	35.1413
DNASE2	1779.0358	DNASE2	1017.5707
DND1	76.859	DND1	66.0351
removed	removed	DNER	71.8105
DNHD1	156.6837	DNHD1	310.5424
DNLZ	66.1066	DNLZ	59.2055
DNM1L	1245.0694	DNM1L	1525.974
DNM1P35	16.0701	DNM1P35	34.7594
DNM1	210.3725	DNM1	313.5982
DNM2	2390.3944	DNM2	1734.0222
DNM3	164.3535	DNM3	195.9511
DNMBP	1935.6684	DNMBP	959.5722
DNMT1	1548.5756	DNMT1	1056.5317
DNMT3A	425.8583	DNMT3A	380.0611
DNMT3B	54.0541	DNMT3B	78.686
DNPEP	1611.7604	DNPEP	1368.22
DNTTIP1	346.2381	DNTTIP1	393.0481
DNTTIP2	1524.4704	DNTTIP2	1723.071
DOC2A	48.6815	DOC2A	15.2597
DOC2B	26.2966	DOC2B	22.1543
DOCK10	295.1059	DOCK10	467.5325
DOCK11	229.3645	DOCK11	508.7853
DOCK1	2287.8013	DOCK1	3473.644
DOCK2	218.0424	DOCK2	317.7998
DOCK3	33.2359	DOCK3	30.1757
DOCK4	353.5427	DOCK4	657.372
DOCK5	334.1855	DOCK5	420.1681
DOCK6	646.4573	DOCK6	733.0023
DOCK7	1176.4061	DOCK7	1690.2215
DOCK8	732.2206	DOCK8	1317.7998
DOCK9	1827.9766	DOCK9	2820.0917
DOHH	169.832	DOHH	81.3598
DOK1	499.2695	DOK1	137.1276
DOK2	32.1402	DOK2	80.5959
DOK3	71.5851	DOK3	63.7892
DOK4	251.2783	DOK4	449.9618
DOK5	44.5581	DOK5	61.1154
DOK6	55.515	DOK6	28.2659
DOK7	168.3711	DOK7	21.3904
DOLK	383.1264	DOLK	345.3018
DOLPP1	401.0226	DOLPP1	321.6196
DOM3Z	250.2082	DOM3Z	212.9106
DONSON	142.71	DONSON	117.1543
DOPEY1	883.6888	DOPEY1	1335.1719
DOPEY2	2097.1512	DOPEY2	799.4652
DOT1L	642.0745	DOT1L	469.0565
DPAGT1	1368.0314	DPAGT1	712.139
DPCD	263.1483	DPCD	226.6654
DPEP1	194.6676	removed	removed
DPEP2	11.3221	DPEP2	22.5363
DPF2	1252.7392	DPF2	1244.4614
DPF3	6.5741	DPF3	30.1757
DPH1	790.8692	DPH1	733.6746
DPH2	512.4178	DPH2	444.6142
DPH3B	18.6267	DPH3B	19.4805
DPH3	493.7911	DPH3	560.3514
DPH5	374.6129	DPH5	502.1811
DPM1	439.737	DPM1	443.8503
DPM2	732.2863	DPM2	503.8197
DPM3	221.3294	DPM3	183.728
DPP3	1727.1731	DPP3	478.071
DPP4	53.3236	DPP4	229.5646
DPP6	8.7655	DPP6	16.4248
DPP7	1517.531	DPP7	1092.055
DPP8	649.3791	DPP8	839.1902
DPP9	1425.4931	DPP9	656.2261
DPT	396.6399	DPT	2574.4843
DPY19L1	582.9072	DPY19L1	475.5539
DPY19L2P1	5.8437	removed	removed
DPY19L2P2	6.2089	DPY19L2P2	38.5791
DPY19L2P4	65.7414	DPY19L2P4	43.5447
DPY19L2	27.3923	DPY19L2	96.2567
DPY19L3	1032.8707	DPY19L3	471.3522
DPY19L4	915.6318	DPY19L4	1112.2995
DPY30	546.5888	DPY30	415.4927
DPYD	751.6435	DPYD	1135.5997
DPYSL2	2673.8495	DPYSL2	4599.3125
DPYSL3	2007.6698	DPYSL3	2873.1856
DPYSL4	246.5303	DPYSL4	84.4156
removed	removed	DPYS	25.974
DQX1	6.2089	removed	removed
DR1	987.9474	DR1	1067.9908
DRAM1	487.2169	DRAM1	837.6623
DRAM2	2415.9971	DRAM2	1022.9183
DRAP1	646.092	DRAP1	526.356
DRD1	7.3046	DRD1	9.5493
DRD2	47.1147	DRD2	87.4714
DRD4	5.4785	removed	removed
DRG1	1107.7429	DRG1	996.1803
DRG2	608.1081	DRG2	667.3033
DRP2	6.9394	removed	removed
DSC1	32.9364	DSC1	204.068
DSC2	959.0942	DSC2	3358.2888
DSC3	350.9861	DSC3	1234.5302
DSCAML1	9.8612	DSCAML1	12.987
removed	removed	DSCAM	8.4034
DSCC1	73.7765	DSCC1	94.7288
DSCR3	854.6384	DSCR3	823.1474
DSCR6	6.9394	DSCR6	7.6394
DSEL	212.9291	DSEL	590.1451
DSE	482.973	DSE	762.8762
DSG1	43.0972	DSG1	377.0053
DSG2	3508.7473	DSG2	7045.4125
DSG3	307.889	DSG3	228.0367
DSN1	361.2126	DSN1	323.1474
DSP	21701.9722	DSP	15396.1039
DSTN	9426.5888	DSTN	11190.2215
DSTYK	731.9211	DSTYK	1182.5821
DST	9991.9649	DST	34771.1994
DTD1	399.927	DTD1	516.0428
DTL	162.5274	DTL	71.0466
DTNA	145.7268	DTNA	671.505
DTNBP1	296.5668	DTNBP1	238.3499
DTNB	693.572	DTNB	1174.5607
DTWD1	374.3608	DTWD1	621.0848
DTWD2	317.385	DTWD2	326.9672
DTX1	157.0489	DTX1	308.6325
DTX2	713.2944	DTX2	278.4568
DTX3L	1816.0373	DTX3L	1332.6509
DTX3	703.0679	DTX3	681.8182
DTX4	584.0029	DTX4	616.8831
DTYMK	279.0358	DTYMK	237.5859
DULLARD	1582.1768	DULLARD	1626.0504
DUOX1	138.4222	DUOX1	384.6448
DUOX2	12.0526	DUOX2	44.6906
DUOXA1	11.3221	DUOXA1	50.6455
DUS1L	906.5011	DUS1L	942.3224
DUS2L	107.7429	DUS2L	171.8869
DUS3L	324.3243	DUS3L	302.903
DUS4L	208.7327	DUS4L	185.5118
DUSP10	168.0058	DUSP10	375.4775
DUSP11	408.6925	DUSP11	513.369
DUSP12	351.7166	DUSP12	274.6371
DUSP14	229.7297	DUSP14	556.5317
DUSP15	51.4974	DUSP15	21.7723
DUSP16	3088.3857	DUSP16	2410.6188
DUSP18	150.8291	DUSP18	174.8739
DUSP19	50.767	DUSP19	125.6684
DUSP1	5282.3229	DUSP1	11252.8648
DUSP22	547.8451	DUSP22	976.6998
DUSP23	451.0592	DUSP23	346.4477
removed	removed	DUSP26	9.1673
removed	removed	DUSP27	9.9312
DUSP28	121.2564	DUSP28	90.5271
DUSP2	180.0584	DUSP2	197.479
DUSP3	1047.4799	DUSP3	1756.6845
DUSP4	1242.1476	DUSP4	1015.6608
removed	removed	DUSP5P	10.3132
DUSP5	1369.6129	DUSP5	886.1727
DUSP6	2885.3178	DUSP6	5043.5447
DUSP7	352.0818	DUSP7	710.084
DUSP8	208.5464	DUSP8	480.5195
removed	removed	DUSP9	50.4202
DUT	836.26	DUT	855.0458
DVL1	746.1651	DVL1	694.4232
DVL2	597.1512	DVL2	739.8778
DVL3	1704.1636	DVL3	1840.3361
DYDC2	8.7655	removed	removed
DYM	731.1907	DYM	1030.9396
DYNC1H1	10511.6874	DYNC1H1	10611.1536
DYNC1I1	39.4449	DYNC1I1	166.9213
DYNC1I2	2507.3046	DYNC1I2	1956.8373
DYNC1LI1	1347.3338	DYNC1LI1	733.7662
DYNC1LI2	2089.1161	DYNC1LI2	3131.016
DYNC2H1	672.0234	DYNC2H1	965.2406
DYNC2LI1	433.5281	DYNC2LI1	489.6868
DYNLL1	2730.095	DYNLL1	1617.6471
DYNLL2	1227.9036	DYNLL2	1649.3506
DYNLRB1	1314.8283	DYNLRB1	1385.0267
DYNLRB2	36.523	DYNLRB2	38.1971
DYNLT1	1248.7217	DYNLT1	785.3323
DYNLT3	703.4332	DYNLT3	725.7448
DYRK1A	1863.7692	DYRK1A	2267.7617
DYRK1B	736.3039	DYRK1B	453.7815
DYRK2	432.0672	DYRK2	703.2086
DYRK3	188.4587	DYRK3	300.9931
DYRK4	222.7904	DYRK4	288.7701
DYSF	304.9671	DYSF	481.2834
DYX1C1	135.5004	DYX1C1	72.1963
DZIP1L	61.3587	DZIP1L	143.6211
DZIP1	179.8941	DZIP1	364.6906
DZIP3	511.6874	DZIP3	575.2483
E2F1	90.2118	E2F1	91.673
E2F2	35.4273	E2F2	29.4118
E2F3	400.6574	E2F3	336.8984
E2F4	648.2834	E2F4	817.4179
E2F5	146.3806	E2F5	161.0008
E2F6	337.8378	E2F6	406.7991
E2F7	14.6092	E2F7	16.8067
E2F8	49.6713	E2F8	7.6394
E4F1	516.4354	E4F1	258.2124
EAF1	928.7801	EAF1	782.6585
EAF2	46.019	EAF2	77.9221
EAPP	862.3083	EAPP	1123.7586
EARS2	1008.7655	EARS2	815.508
EBAG9	429.5106	EBAG9	633.6898
EBF1	232.2863	EBF1	816.6539
EBF2	15.7049	EBF2	38.1971
EBF3	84.7334	EBF3	248.2811
EBF4	200.1461	EBF4	278.4568
EBI3	23.0095	EBI3	14.8969
EBNA1BP2	901.7531	EBNA1BP2	836.8984
EBPL	550.4018	EBPL	611.1536
EBP	422.5712	EBP	463.7128
ECD	775.3835	ECD	707.0283
ECE1	8500.3652	ECE1	6401.8335
ECE2	60.263	ECE2	55.7678
ECH1	3064.2805	ECH1	2461.4209
ECHDC1	859.0212	ECHDC1	1542.0168
ECHDC2	1024.1052	ECHDC2	1024.8281
ECHDC3	441.198	ECHDC3	491.9786
ECHS1	2366.3258	ECHS1	1923.9878
ECM1	287.8013	ECM1	328.1131
ECM2	364.1344	ECM2	786.8602
ECSCR	69.7589	ECSCR	150.8785
ECSIT	692.8415	ECSIT	749.0451
ECT2L	23.0095	ECT2L	17.5707
ECT2	858.656	ECT2	289.916
EDA2R	72.3156	EDA2R	189.4576
EDARADD	1806.0628	EDARADD	454.1635
EDAR	19.3572	EDAR	121.0848
EDA	46.3842	EDA	233.0023
EDC3	804.9671	EDC3	835.3705
EDC4	924.0577	EDC4	1220.5882
EDEM1	2027.027	EDEM1	1849.1215
EDEM2	516.4354	EDEM2	399.1597
EDEM3	2613.5866	EDEM3	1105.806
EDF1	2297.6625	EDF1	2450.7257
EDIL3	120.5259	EDIL3	555.0038
EDN1	108.1081	EDN1	568.3728
EDN2	120.8912	EDN2	10.6952
EDN3	148.2834	EDN3	459.893
EDNRA	603.3601	EDNRA	1116.1192
EDNRB	322.8634	EDNRB	1216.9595
EEA1	814.4631	EEA1	1153.5523
EED	448.5026	EED	334.9885
EEF1A1P9	8025.2009	EEF1A1P9	11409.8549
EEF1A1	127394.8137	EEF1A1	187515.6608
