gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
FAM104A	1593.5668	FAM104A	708.9687
FAM104B	263.8423	FAM104B	240.3692
FAM105A	222.201	FAM105A	422.1509
FAM105B	474.097	FAM105B	601.5249
FAM106C	15.0182	FAM106C	32.504
FAM107A	64.8513	FAM107A	2575.0401
FAM107B	1104.5198	FAM107B	4780.0963
FAM108A1	397.9821	FAM108A1	231.1396
FAM108B1	332.1068	FAM108B1	303.7721
FAM108C1	1187.4612	FAM108C1	103.9326
FAM109A	352.2449	FAM109A	123.5955
FAM109B	528.7086	FAM109B	204.6549
FAM10A4	468.6359	FAM10A4	403.6918
FAM110A	702.4418	FAM110A	62.6003
FAM110B	343.0292	FAM110B	222.7127
FAM110C	19.7967	removed	removed
FAM111A	1144.4545	FAM111A	745.1846
FAM111B	290.4655	FAM111B	8.8283
FAM113A	630.0814	FAM113A	285.7143
FAM113B	707.2238	FAM113B	172.9535
FAM114A1	858.7676	FAM114A1	1264.0449
FAM114A2	397.6408	FAM114A2	584.2697
FAM115A	193.1886	FAM115A	611.1557
FAM115C	203.2781	FAM115C	236.6774
FAM116A	684.3517	FAM116A	666.5329
FAM116B	197.6258	FAM116B	50.5618
removed	removed	FAM117A	368.7801
FAM117B	287.3936	FAM117B	390.0482
FAM118A	221.8597	FAM118A	175.3612
FAM118B	176.8051	FAM118B	392.4559
FAM119A	116.0497	FAM119A	123.5955
FAM119B	345.4184	FAM119B	363.5634
FAM120AOS	1662.2067	FAM120AOS	1447.2833
FAM120A	7509.1304	FAM120A	4065.5578
FAM120B	698.0046	FAM120B	904.0931
FAM120C	329.3763	FAM120C	615.9711
FAM122A	371.3589	FAM122A	959.8716
FAM122B	816.4436	FAM122B	580.2568
FAM122C	11.2636	FAM122C	35.7143
FAM123B	359.4127	FAM123B	207.8652
FAM124A	22.5273	FAM124A	73.435
FAM124B	25.5992	FAM124B	81.862
FAM125A	661.1418	FAM125A	284.1091
FAM125B	297.6333	FAM125B	364.366
FAM126A	224.2489	FAM126A	1327.4478
FAM126B	334.4961	FAM126B	808.9888
FAM127A	1688.1814	FAM127A	2591.8941
FAM127B	1309.3133	FAM127B	757.6244
FAM127C	386.0358	FAM127C	338.2825
FAM128A	725.9931	FAM128A	49.3579
FAM128B	1612.7491	FAM128B	175.3612
FAM129A	2678.3581	FAM129A	2388.0417
FAM129B	3724.5117	FAM129B	664.5265
FAM131A	229.7101	FAM131A	201.0433
FAM131B	23.5513	FAM131B	18.8604
FAM133A	5.1198	removed	removed
FAM133B	65.1926	FAM133B	79.053
FAM134A	3101.2567	FAM134A	2282.9053
FAM134B	836.5816	FAM134B	1014.8475
FAM134C	1823.6864	FAM134C	1628.0096
FAM135A	91.8158	FAM135A	368.7801
removed	removed	FAM135B	41.7335
FAM136A	1159.1314	FAM136A	471.9101
FAM13AOS	51.0926	FAM13AOS	125.5658
FAM13A	169.7431	FAM13A	6312.2352
FAM13B	718.8526	FAM13B	1286.0955
FAM13C	32.0263	FAM13C	322.6164
FAM149A	19.7967	FAM149A	550.5618
FAM149B1	421.192	FAM149B1	783.7079
removed	removed	FAM151A	7.0024
FAM151B	27.6471	FAM151B	28.8925
removed	removed	FAM153A	18.0578
FAM154B	15.0182	removed	removed
FAM155A	7.8504	FAM155A	36.1156
FAM155B	237.2192	removed	removed
FAM156A	451.2284	FAM156A	826.244
FAM157A	13.9942	FAM157A	21.2681
FAM158A	206.8415	FAM158A	47.3515
FAM159A	12.2876	removed	removed
FAM160A1	39.9347	removed	removed
FAM160A2	457.7135	FAM160A2	674.9599
FAM160B1	621.8897	FAM160B1	1795.7464
FAM160B2	605.1649	FAM160B2	768.8604
FAM161A	64.51	FAM161A	75.4414
FAM161B	104.786	FAM161B	117.9775
FAM162A	3387.6264	FAM162A	664.1252
removed	removed	FAM162B	70.2247
FAM164A	86.6959	FAM164A	255.2167
FAM164C	46.7612	FAM164C	16.0514
FAM165B	363.1672	FAM165B	259.2295
removed	removed	FAM166B	16.8539
FAM167A	55.6356	removed	removed
FAM167B	79.1868	FAM167B	48.9567
FAM168A	204.7935	FAM168A	347.512
FAM168B	1728.4574	FAM168B	4047.7528
FAM169A	122.1935	FAM169A	26.0835
FAM171A1	202.063	FAM171A1	1067.817
FAM171A2	13.3116	FAM171A2	16.4526
FAM171B	121.1695	FAM171B	276.4848
FAM172A	544.0682	FAM172A	1126.4045
FAM173A	132.0918	FAM173A	31.7014
FAM173B	140.9662	FAM173B	404.0931
FAM174A	265.8903	FAM174A	179.374
FAM174B	5281.2839	FAM174B	126.4045
FAM175A	193.3968	FAM175A	423.2384
FAM175B	439.9648	FAM175B	678.1701
FAM176A	110.9298	FAM176A	7.2231
FAM176B	323.6762	FAM176B	43.0698
FAM177A1	1155.0355	FAM177A1	844.3018
FAM178A	780.6047	FAM178A	1199.4382
FAM178B	10.581	FAM178B	28.8925
removed	removed	FAM179A	16.4526
FAM179B	501.4028	FAM179B	749.1974
FAM180A	81.9174	FAM180A	218.2986
removed	removed	FAM180B	336.6774
FAM182B	10.2397	FAM182B	9.6308
FAM183A	5.8025	removed	removed
FAM184A	121.1695	FAM184A	299.3579
FAM184B	18.6635	removed	removed
FAM185A	70.6538	FAM185A	102.7287
FAM186A	6.1438	FAM186A	6.8218
FAM186B	8.8744	removed	removed
FAM188A	412.659	FAM188A	676.1637
FAM188B	81.5761	FAM188B	253.5995
FAM189A1	8.5331	FAM189A1	6.4205
FAM189A2	79.1868	FAM189A2	80.2568
FAM189B	629.7401	FAM189B	355.5377
FAM18A	18.3666	FAM18A	17.9976
FAM18B2	164.2273	FAM18B2	184.8917
FAM18B	574.1045	FAM18B	813.0016
FAM190A	18.4314	FAM190A	34.9117
FAM190B	807.2278	FAM190B	2910.5136
FAM192A	1732.5533	FAM192A	1160.1124
FAM193A	746.1311	FAM193A	577.4478
FAM193B	780.2634	FAM193B	430.9791
FAM195A	271.0101	FAM195A	67.0144
FAM195B	817.4675	FAM195B	756.4205
FAM196A	6.1438	removed	removed
removed	removed	FAM196B	7.2231
FAM198A	37.8868	FAM198A	162.5201
FAM198B	2425.7794	FAM198B	4246.7897
FAM199X	982.3263	FAM199X	576.6453
FAM19A2	12.9703	FAM19A2	25.6822
FAM19A5	79.5282	FAM19A5	101.5249
FAM200A	159.739	FAM200A	178.1701
FAM200B	421.8747	FAM200B	667.7368
FAM20A	297.2919	FAM20A	309.39
FAM20B	2409.3959	FAM20B	3091.0915
FAM20C	604.1409	FAM20C	889.6469
FAM21A	92.1571	FAM21A	351.5249
FAM21B	809.9584	FAM21B	1128.4109
FAM21C	691.1782	FAM21C	1571.4286
FAM22A	30.719	FAM22A	15.2488
FAM22D	58.7075	FAM22D	89.0851
FAM22G	9.2157	removed	removed
FAM23A	9.2157	FAM23A	24.077
FAM24B	15.496	FAM24B	9.1413
FAM26E	301.3878	FAM26E	926.9663
FAM26F	185.6795	FAM26F	52.1669
FAM32A	1800.8178	FAM32A	1426.9663
FAM35A	531.4392	FAM35A	1162.1188
FAM35B2	39.9347	FAM35B2	85.0722
FAM35B	129.3612	FAM35B	271.6693
FAM36A	1034.849	FAM36A	736.0634
FAM38A	4058.9259	FAM38A	3901.4807
FAM38B	35.4975	FAM38B	179.374
FAM3A	648.8542	FAM3A	428.1701
FAM3B	6.1438	FAM3B	17.2552
FAM3C	627.0095	FAM3C	990.7705
FAM40A	722.9212	FAM40A	639.2456
FAM40B	34.8149	FAM40B	7.2231
FAM41C	9.557	FAM41C	17.6565
FAM43A	193.8712	FAM43A	338.2825
FAM43B	13.6529	FAM43B	32.9053
FAM45A	373.4069	FAM45A	721.5088
FAM45B	136.1877	FAM45B	304.1734
FAM46A	332.4482	FAM46A	1172.9535
FAM46B	112.6364	FAM46B	10.4334
FAM46C	193.1886	FAM46C	165.3291
FAM47E	89.7883	FAM47E	200.5538
FAM48A	1442.9513	FAM48A	753.8122
FAM49A	71.3364	FAM49A	348.3146
FAM49B	946.1461	FAM49B	1235.1525
FAM50A	1803.2071	FAM50A	583.0658
FAM50B	148.8166	FAM50B	105.5377
FAM53A	22.5273	FAM53A	5.618
FAM53B	452.2285	FAM53B	673.3266
FAM53C	1188.1438	FAM53C	1027.2873
FAM54A	39.2521	removed	removed
FAM54B	977.896	FAM54B	1506.4205
removed	removed	FAM55B	8.427
FAM55C	743.4005	FAM55C	664.9278
FAM57A	127.996	FAM57A	188.2022
FAM57B	11.605	removed	removed
FAM58A	369.6523	FAM58A	161.7175
FAM59A	52.905	FAM59A	264.0449
FAM60A	742.3766	FAM60A	264.0449
FAM63A	737.2567	FAM63A	628.8122
FAM63B	177.4877	FAM63B	597.9133
FAM64A	79.8695	removed	removed
FAM65A	1431.8481	FAM65A	1721.5088
FAM65B	85.3306	FAM65B	212.2793
FAM65C	48.4678	FAM65C	95.1043
FAM66C	13.6529	FAM66C	20.8668
FAM69A	283.2977	FAM69A	2084.7071
FAM69B	88.0646	FAM69B	132.5803
removed	removed	FAM69C	10.8347
FAM70A	8.1917	FAM70A	317.4157
FAM70B	45.3959	FAM70B	44.5425
FAM71D	26.9645	FAM71D	11.6372
FAM71E1	179.7166	removed	removed
FAM71F2	8.5331	FAM71F2	12.4398
FAM72A	25.5992	removed	removed
FAM72B	104.4447	FAM72B	24.077
FAM72D	59.3901	FAM72D	8.8283
FAM73A	526.3194	FAM73A	886.0353
FAM73B	333.8135	FAM73B	189.4061
FAM76A	322.2085	FAM76A	541.3323
FAM76B	203.0869	FAM76B	298.1541
FAM78A	222.8836	FAM78A	132.825
FAM78B	14.6769	FAM78B	26.886
removed	removed	FAM7A2	10.8347
removed	removed	FAM7A3	24.077
FAM81A	19.4554	FAM81A	17.2552
FAM82A1	74.7496	FAM82A1	145.6661
FAM82A2	855.6956	FAM82A2	797.7528
FAM82B	623.255	FAM82B	1630.4173
FAM83B	119.4629	removed	removed
FAM83D	440.6474	removed	removed
FAM83E	96.9356	removed	removed
FAM83F	362.1432	FAM83F	8.427
FAM83G	58.0146	FAM83G	14.8475
FAM83H	902.1155	FAM83H	18.4591
FAM84A	95.229	FAM84A	11.6372
FAM84B	1730.164	FAM84B	534.1091
FAM86A	376.4378	FAM86A	228.6156
FAM86B1	48.8091	FAM86B1	31.3002
FAM86C	209.9134	FAM86C	79.4543
FAM86D	117.7563	FAM86D	135.634
FAM89A	62.1207	FAM89A	1603.5313
FAM89B	1212.3777	FAM89B	550.1605
FAM8A1	863.2047	FAM8A1	1887.6404
FAM91A1	970.38	FAM91A1	1001.2039
FAM92A1	49.4918	FAM92A1	262.8411
FAM95B1	23.8926	FAM95B1	52.1669
FAM96A	506.5227	FAM96A	359.1493
FAM96B	831.8031	FAM96B	465.4896
FAM98A	1209.9885	FAM98A	1459.069
FAM98B	171.3439	FAM98B	382.0225
FAM98C	1532.5383	FAM98C	55.7785
FANCA	197.5165	FANCA	9.1332
FANCB	20.4794	FANCB	10.4334
FANCC	318.4539	FANCC	166.9342
FANCD2	314.6994	FANCD2	43.3387
FANCE	68.2645	FANCE	78.2504
FANCF	629.3988	FANCF	168.138
FANCG	207.5241	FANCG	113.9647
FANCI	2268.0372	FANCI	180.1324
FANCL	406.8872	FANCL	182.9775
FANCM	177.8291	FANCM	178.5714
FANK1	216.0572	FANK1	14.4462
FAP	2333.281	FAP	880.8186
FAR1	992.566	FAR1	1515.6501
FAR2	56.2602	FAR2	221.8299
FARP1	3685.601	FARP1	932.9856
FARP2	277.1539	FARP2	333.0658
FARS2	294.5614	FARS2	197.4318
FARSA	1095.6454	FARSA	351.5249
FARSB	930.104	FARSB	961.0754
FASLG	48.4678	FASLG	6.8218
FASN	4455.966	FASN	7296.1477
FASTKD1	229.7101	FASTKD1	282.504
FASTKD2	701.0765	FASTKD2	1187.3997
FASTKD3	192.5059	FASTKD3	152.488
FASTKD5	739.9873	FASTKD5	423.3547
FASTK	852.2824	FASTK	557.7849
FAS	287.3936	FAS	573.8363
FAT1	1629.4739	FAT1	7934.992
FAT2	86.6959	FAT2	374.7994
FAT3	42.6653	FAT3	16.4526
FAT4	151.2059	FAT4	1630.4173
FAU	7333.3151	FAU	2437.3997
FBF1	220.4432	FBF1	72.6083
FBLIM1	808.2518	FBLIM1	199.0369
FBLN1	2073.1932	FBLN1	18437.801
FBLN2	4048.7682	FBLN2	15190.61
FBLN5	948.8767	FBLN5	7251.6051
FBLN7	80.5521	FBLN7	282.1027
FBL	4116.6914	FBL	941.0112
FBN1	9368.2802	FBN1	47021.6693
FBN2	212.3026	removed	removed
FBP1	2023.0188	FBP1	231.9422
FBRSL1	632.812	FBRSL1	273.2745
FBRS	1242.4141	FBRS	526.4848
FBXL12	353.9515	FBXL12	318.6196
FBXL13	5.8025	FBXL13	10.8347
FBXL14	575.4698	FBXL14	502.4077
FBXL15	115.367	FBXL15	52.1669
FBXL16	603.117	removed	removed
FBXL17	606.5302	FBXL17	1203.451
FBXL18	226.6382	FBXL18	291.3323
FBXL19	354.2928	FBXL19	71.0273
FBXL20	257.3572	FBXL20	254.4141
FBXL22	21.6296	FBXL22	10.9591
FBXL2	215.3745	FBXL2	128.4109
FBXL3	1530.8317	FBXL3	2463.0819
FBXL4	549.5293	FBXL4	533.7079
FBXL5	2330.8917	FBXL5	6689.0048
FBXL6	201.6261	FBXL6	90.1124
FBXL7	1731.188	FBXL7	1040.931
FBXL8	59.3731	FBXL8	14.9639
FBXO10	139.2801	FBXO10	200.6581
FBXO11	1666.678	FBXO11	2299.7592
FBXO15	25.9405	removed	removed
FBXO16	31.4017	removed	removed
FBXO17	47.7852	FBXO17	382.825
FBXO18	1465.9804	FBXO18	1443.8884
FBXO21	1497.7234	FBXO21	866.7737
FBXO22OS	53.9221	FBXO22OS	44.386
FBXO22	332.7963	FBXO22	332.4197
FBXO25	230.734	FBXO25	677.3676
FBXO27	817.1262	FBXO27	640.8507
FBXO28	1727.7748	FBXO28	1504.8154
FBXO2	102.3968	removed	removed
FBXO30	322.8911	FBXO30	598.7159
FBXO31	574.1045	FBXO31	966.2921
FBXO32	842.7254	FBXO32	174.1573
FBXO33	301.0465	FBXO33	612.7608
FBXO34	942.7329	FBXO34	518.8604
FBXO36	116.7323	FBXO36	115.5698
FBXO38	879.2469	FBXO38	947.8331
FBXO3	947.8527	FBXO3	1017.2552
FBXO41	365.2151	FBXO41	53.7721
FBXO42	405.1499	FBXO42	562.199
FBXO43	15.0182	removed	removed
FBXO44	283.2977	FBXO44	108.748
FBXO45	481.6061	FBXO45	483.1461
FBXO46	775.1435	FBXO46	144.4623
FBXO48	31.4017	FBXO48	65.008
FBXO4	236.8779	FBXO4	259.2295
FBXO5	137.8943	FBXO5	95.5056
FBXO6	298.9986	FBXO6	182.183
FBXO7	3863.7713	FBXO7	2938.2022
FBXO8	344.2921	FBXO8	839.386
FBXO9	1145.8198	FBXO9	1368.3788
FBXW11	1708.3194	FBXW11	1778.0899
FBXW2	1843.1418	FBXW2	2705.8587
FBXW4	904.5048	FBXW4	1205.8587
FBXW5	1265.2827	FBXW5	1026.0835
FBXW7	254.9679	FBXW7	744.7833
FBXW8	673.4294	FBXW8	358.3467
FBXW9	254.6266	FBXW9	33.756
FCER1A	9.8984	FCER1A	48.5554
FCER1G	1029.7702	FCER1G	932.183
removed	removed	FCER2	45.3451
FCF1	925.6668	FCF1	1014.0449
FCGBP	147.7927	FCGBP	31.7014
FCGR1A	261.4428	removed	removed
FCGR1B	203.7696	removed	removed
FCGR1C	72.0191	removed	removed
FCGR2A	1200.0901	FCGR2A	1548.5554
FCGR2B	254.9679	FCGR2B	1454.6549
FCGR2C	101.0315	FCGR2C	471.1075
FCGR3A	5596.666	FCGR3A	582.2632
FCGR3B	27.9884	FCGR3B	68.6196
FCGRT	5595.9833	FCGRT	3658.5072
FCHO1	76.4563	FCHO1	9.2295
FCHO2	551.9186	FCHO2	1125.6019
FCHSD1	308.1733	FCHSD1	117.0987
FCHSD2	573.0601	FCHSD2	1222.2793
FCN1	45.3959	FCN1	58.1862
FCN3	9.8984	FCN3	18.8604
FCRL3	21.5033	FCRL3	11.6372
FCRL5	27.9884	FCRL5	6.4205
FCRL6	25.2579	FCRL6	19.6629
FCRLA	6.1438	removed	removed
FCRLB	22.5273	removed	removed
FDFT1	1559.5028	FDFT1	3035.313
removed	removed	FDPSL2A	5.618
FDPS	3012.7006	FDPS	902.7448
FDX1L	230.4098	FDX1L	88.9727
FDX1	194.2125	FDX1	454.6549
FDXACB1	43.0066	FDXACB1	69.1453
FDXR	298.6572	FDXR	32.1027
FECH	388.7664	FECH	790.931
FEM1A	825.6593	FEM1A	666.5329
FEM1B	1523.3226	FEM1B	2347.9133
FEM1C	686.3997	FEM1C	1194.2215
FEN1	700.7352	FEN1	165.7303
FER1L4	77.8215	removed	removed
FERMT1	33.4496	FERMT1	10.8347
FERMT2	1195.9942	FERMT2	10549.7592
FERMT3	460.7855	FERMT3	208.2665
FER	54.2703	FER	234.7512
FES	126.972	FES	248.7961
FEZ1	194.5539	FEZ1	524.8796
FEZ2	1427.7523	FEZ2	2768.8604
FFAR2	9.8984	FFAR2	99.9197
removed	removed	FFAR3	19.2616
FGB	17.4075	removed	removed
FGD1	445.4259	FGD1	133.2263
FGD2	159.3976	FGD2	199.8395
FGD3	2100.1577	FGD3	79.4543
FGD4	222.5423	FGD4	1102.3274
FGD5	470.0012	FGD5	2067.0144
FGD6	915.0858	FGD6	276.886
removed	removed	FGF10	53.7721
FGF11	127.3133	FGF11	264.4462
FGF12	7.5091	FGF12	38.9246
FGF13	278.8605	FGF13	367.175
FGF14	160.7629	FGF14	191.8138
removed	removed	FGF16	9.2295
FGF18	15.0182	FGF18	38.9246
FGF1	287.3936	FGF1	1145.2648
FGF2	79.3643	FGF2	4746.248
FGF7	55.9769	FGF7	956.6613
removed	removed	FGF9	32.1027
removed	removed	FGFBP1	17.6565
FGFBP2	9.2157	FGFBP2	181.7817
FGFBP3	12.2876	FGFBP3	17.6565
FGFR1OP2	366.2391	FGFR1OP2	631.6212
FGFR1OP	218.1154	FGFR1OP	117.3555
FGFR1	1613.773	FGFR1	8197.0305
FGFR2	310.6035	FGFR2	121.1878
FGFR3	279.2019	FGFR3	21.2681
FGFR4	163.1522	removed	removed
FGFRL1	573.4219	FGFRL1	738.764
FGGY	111.6125	FGGY	99.9197
FGL2	563.8649	FGL2	2812.199
FGR	272.7167	FGR	355.939
FHAD1	77.3266	removed	removed
FHDC1	186.7034	FHDC1	91.4928
FHIT	26.6232	FHIT	36.5169
FHL1	492.1871	FHL1	136596.3082
FHL2	589.8054	FHL2	368.7801
FHL3	448.4978	FHL3	139.2456
FHL5	19.4554	FHL5	304.9759
FHOD1	743.7419	FHOD1	388.0417
FHOD3	157.691	FHOD3	123.1942
FH	1848.2616	FH	1707.4639
FIBCD1	22.8686	removed	removed
FIBIN	478.1929	FIBIN	644.061
FIBP	1448.9143	FIBP	508.0257
FICD	66.5579	FICD	93.4992
FIG4	2875.3012	FIG4	701.4446
removed	removed	FIGF	995.5859
FIGNL1	129.0199	FIGNL1	172.5522
FIGNL2	16.7248	FIGNL2	24.4783
FIGN	10.9223	FIGN	430.5778
FILIP1L	1469.7349	FILIP1L	3611.557
FILIP1	70.9951	FILIP1	449.8395
FIP1L1	781.4273	FIP1L1	467.6806
FIS1	1178.6482	FIS1	931.236
FITM2	140.6249	FITM2	170.5457
FIZ1	456.0069	FIZ1	217.0947
FJX1	141.3075	FJX1	24.8796
FKBP10	2345.2273	FKBP10	626.0032
FKBP11	566.5954	FKBP11	131.6212
FKBP14	177.4877	FKBP14	370.3852
FKBP15	1205.5308	FKBP15	1164.0851
FKBP1AP1	38.2281	FKBP1AP1	25.6822
FKBP1A	7082.4806	FKBP1A	6215.0241
FKBP1B	29.6951	FKBP1B	44.9438
FKBP2	644.417	FKBP2	96.7095
FKBP3	2378.3356	FKBP3	1027.6886
FKBP4	10155.7114	FKBP4	985.9551
FKBP5	932.8345	FKBP5	6399.679
FKBP7	278.1779	FKBP7	373.5955
FKBP8	3312.5354	FKBP8	1822.2311
FKBP9L	54.2703	FKBP9L	95.1043
FKBP9	3084.5319	FKBP9	5300.5618
FKBPL	219.8117	FKBPL	52.5682
FKRP	135.8464	FKRP	164.9278
FKTN	380.2333	FKTN	701.8459
FLAD1	1020.2131	FLAD1	646.87
FLCN	786.7485	FLCN	841.0915
FLG	10.581	FLG	19.3981
FLI1	324.2564	FLI1	1444.6228
FLII	3213.5519	FLII	2529.695
FLJ10038	138.2425	FLJ10038	385.7063
FLJ10213	21.5033	FLJ10213	25.2809
FLJ10357	755.3468	FLJ10357	2497.5923
FLJ10661	7.8504	removed	removed
FLJ11235	29.0124	FLJ11235	13.2424
FLJ12825	31.4017	removed	removed
FLJ13197	12.2876	FLJ13197	42.5482
FLJ22536	12.6289	removed	removed
FLJ23867	709.9509	FLJ23867	74.6388
FLJ33360	8.8744	FLJ33360	6.4205
FLJ33630	553.9665	FLJ33630	433.3868
removed	removed	FLJ35024	93.0979
FLJ35220	294.22	FLJ35220	74.2376
FLJ35390	35.9105	FLJ35390	41.6693
FLJ35776	143.6968	FLJ35776	117.9775
FLJ36031	259.7465	FLJ36031	465.4896
FLJ36777	5.1198	FLJ36777	14.4462
FLJ37201	11.2636	FLJ37201	12.8411
FLJ37307	8.8744	removed	removed
FLJ37453	75.7736	FLJ37453	61.7978
removed	removed	FLJ37543	18.4591
FLJ39582	24.3602	FLJ39582	30.3491
FLJ39653	40.9587	FLJ39653	93.9005
FLJ39739	5.4612	FLJ39739	7.6244
FLJ40330	26.2818	FLJ40330	15.6501
FLJ40852	43.6893	FLJ40852	33.7079
FLJ42289	80.2108	FLJ42289	17.6565
FLJ42627	57.0009	FLJ42627	56.5008
FLJ42709	98.6422	FLJ42709	175.3612
removed	removed	FLJ42875	14.8475
removed	removed	FLJ43390	6.0193
FLJ43663	72.7017	FLJ43663	116.3724
FLJ44606	59.0488	FLJ44606	45.3451
FLJ44635	18.7727	FLJ44635	25.6822
FLJ45244	122.1935	FLJ45244	31.3002
FLJ45340	933.1759	FLJ45340	1221.9101
FLJ45445	78.5042	FLJ45445	15.2488
FLJ45983	995.2966	removed	removed
FLJ46111	10.2397	removed	removed
FLJ90757	216.7398	FLJ90757	125.6019
FLNA	37024.623	FLNA	14302.1669
FLNB	9042.0509	FLNB	5111.0313
FLNC	89.7678	FLNC	658.9085
FLOT1	5038.2623	FLOT1	1946.6292
FLOT2	4480.5412	FLOT2	1771.2681
FLRT1	17.0661	removed	removed
FLRT2	100.3488	FLRT2	1279.695
FLRT3	382.2813	removed	removed
FLT1	930.4453	FLT1	3365.1685
FLT3LG	125.6067	FLT3LG	103.13
FLT3	49.8331	FLT3	5.2167
FLT4	186.0208	FLT4	334.2697
FLVCR1	230.0514	FLVCR1	62.199
FLVCR2	248.8241	FLVCR2	129.2135
FLYWCH1	425.6292	FLYWCH1	371.5891
FLYWCH2	470.3425	FLYWCH2	114.366
FMN1	34.8149	FMN1	20.4655
removed	removed	FMN2	6.0193
FMNL1	522.9062	FMNL1	722.2151
FMNL2	714.3881	FMNL2	3142.0546
FMNL3	1063.1754	FMNL3	1230.7986
FMO1	478.5342	FMO1	117.175
FMO2	122.5348	FMO2	5850.7223
FMO3	79.5282	FMO3	152.0867
FMO4	192.1646	FMO4	207.8652
FMO5	249.1655	FMO5	74.2376
FMOD	1820.2732	FMOD	11599.9197
FMR1	1003.8296	FMR1	998.7961
FN1	195863.8533	FN1	33566.6132
FN3KRP	402.4193	FN3KRP	534.5104
FN3K	222.201	FN3K	184.1894
FNBP1L	2676.3102	FNBP1L	1491.9743
FNBP1	1459.8366	FNBP1	1254.8154
FNBP4	1169.0298	FNBP4	1204.2536
FNDC1	1406.2489	FNDC1	3818.6196
FNDC3A	1292.9298	FNDC3A	2287.7207
FNDC3B	1418.5365	FNDC3B	4189.8074
FNDC4	114.3431	FNDC4	576.6453
FNDC5	17.7488	FNDC5	255.2167
FNDC8	68.2645	removed	removed
FNIP1	1168.0058	FNIP1	1378.0096
FNIP2	346.1011	FNIP2	1827.4478
FNTA	1775.5599	FNTA	2425.7624
FNTB	763.7877	FNTB	824.5024
FOLH1	48.1265	FOLH1	18.4591
FOLR2	124.5827	FOLR2	2254.4141
FOSB	60.7554	FOSB	10821.8299
FOSL1	35.4975	FOSL1	26.0835
FOSL2	1859.8666	FOSL2	1710.2729
FOS	806.8865	FOS	35853.9326
FOXA1	6111.7217	removed	removed
FOXC1	87.7199	FOXC1	282.9053
FOXC2	5.4612	removed	removed
removed	removed	FOXD1	7.2231
FOXD2	15.0182	FOXD2	14.4462
FOXD4	9.8984	removed	removed
FOXF1	6.1438	FOXF1	9.6308
FOXF2	109.5645	FOXF2	40.5297
FOXI1	243.7043	removed	removed
removed	removed	FOXI2	14.0449
FOXJ1	78.5042	removed	removed
FOXJ2	872.7618	FOXJ2	1259.6308
FOXJ3	1590.2218	FOXJ3	2317.817
FOXK1	678.5492	FOXK1	827.8491
FOXK2	715.4121	FOXK2	823.0337
FOXL1	19.7967	FOXL1	8.0257
FOXM1	474.6022	FOXM1	12.9655
FOXN1	25.9405	removed	removed
FOXN2	308.5556	FOXN2	1723.114
FOXN3	1038.9859	FOXN3	7446.6292
removed	removed	FOXN4	7.6244
FOXO1	667.6269	FOXO1	4656.9021
FOXO3B	662.1658	FOXO3B	1211.878
FOXO3	1381.3324	FOXO3	2806.9823
FOXO4	266.9142	FOXO4	729.9358
FOXP1	2559.2365	FOXP1	2012.4398
FOXP2	8.8744	FOXP2	204.6549
FOXP3	144.7685	FOXP3	5.317
FOXP4	1866.0104	FOXP4	1121.9904
FOXQ1	72.0191	removed	removed
FOXRED1	212.9853	FOXRED1	308.5875
FOXRED2	869.0072	FOXRED2	481.9422
FOXS1	47.4438	FOXS1	17.6565
FPGS	828.0485	FPGS	621.9904
FPGT	356.8049	FPGT	540.9591
FPR1	97.9596	FPR1	56.1798
FPR2	6.8265	FPR2	10.4334
FPR3	1237.2943	FPR3	1093.0979
FRAS1	106.834	FRAS1	103.9326
FRAT1	85.672	FRAT1	61.3965
FRAT2	271.6928	FRAT2	109.5506
FREM1	23.5513	FREM1	1522.8732
removed	removed	FREM2	22.0706
FRG1B	366.9217	FRG1B	406.9021
FRG1	586.0508	FRG1	769.2616
FRK	48.4678	FRK	56.5811
removed	removed	FRMD1	126.0032
FRMD3	6.8265	FRMD3	281.7014
FRMD4A	565.3223	FRMD4A	4190.3973
FRMD4B	360.4366	FRMD4B	1042.1348
FRMD5	19.1141	removed	removed
FRMD6	1805.9376	FRMD6	1619.1814
FRMD8	638.2732	FRMD8	494.7833
removed	removed	FRMPD1	36.9181
removed	removed	FRMPD4	5.618
FRRS1	122.8761	FRRS1	121.5891
FRS2	750.9096	FRS2	1330.2568
FRS3	105.1273	FRS3	89.0851
FRYL	1462.2258	FRYL	2495.5859
FRY	485.3607	FRY	1743.1782
FRZB	297.6333	FRZB	81.862
FSCN1	975.1585	FSCN1	450.6421
FSD1L	105.4687	FSD1L	52.5682
FSIP1	1041.7164	removed	removed
FSTL1	9340.9744	FSTL1	52308.9888
FSTL3	808.9345	FSTL3	1004.4141
FSTL4	143.0142	removed	removed
FST	116.391	FST	198.6356
FTH1	68327.656	FTH1	61558.1742
FTHL3	376.1375	FTHL3	355.5377
FTL	143103.5777	FTL	85441.8138
FTO	984.0329	FTO	2196.2279
FTSJ1	804.8386	FTSJ1	487.1589
FTSJ2	853.3064	FTSJ2	435.7945
FTSJ3	4922.3082	FTSJ3	773.6758
FTSJD1	519.4929	FTSJD1	731.9422
FTSJD2	1410.0035	FTSJD2	1055.3772
FUBP1	1521.2746	FUBP1	1026.0835
FUBP3	1137.9694	FUBP3	938.2022
