gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
ERLEC1	1356.3861	ERLEC1	1784.7619
ERLIN1	1515.0436	ERLIN1	938.4127
ERLIN2	2188.321	ERLIN2	2274.8952
ERMAP	244.4275	ERMAP	376.1905
ERMN	6.7802	ERMN	10.7937
ERMP1	3675.7725	ERMP1	1339.5524
ERN1	174.5911	ERN1	316.8254
ERO1LB	52.2078	ERO1LB	484.7619
ERO1L	917.0269	ERO1L	493.6508
ERP27	262.0561	ERP27	278.7302
ERP29	3251.801	ERP29	4880.3175
ERP44	2078.8202	ERP44	1636.8254
ERRFI1	9976.7777	ERRFI1	4841.9048
removed	removed	ERVFRDE1	6.9841
ESAM	472.2434	ESAM	827.619
ESCO1	618.6965	ESCO1	396.5079
ESCO2	188.4906	ESCO2	24.7619
ESD	1648.2753	ESD	2563.1746
ESF1	417.6625	ESF1	438.0952
ESM1	148.1481	ESM1	24.4444
ESPL1	637.3421	ESPL1	45.7143
removed	removed	ESPNL	13.9683
ESPN	265.4462	ESPN	262.5397
ESR1	814.3063	ESR1	6816.1905
ESR2	5.4242	ESR2	8.5714
ESRP1	2710.0602	ESRP1	1367.9365
ESRP2	1014.6623	ESRP2	863.1746
ESRRA	1136.3675	ESRRA	700.9524
ESRRB	45.4276	ESRRB	7.9365
ESRRG	204.0851	ESRRG	166.6667
ESYT1	4124.0783	ESYT1	3928.8889
ESYT2	7182.9816	ESYT2	2989.2063
ESYT3	99.6695	ESYT3	57.4603
ETAA1	400.0339	ETAA1	384.127
ETF1	4343.4189	ETF1	3264.4444
ETFA	2729.0448	ETFA	1330.4762
ETFB	1031.2738	ETFB	1495.2381
ETFDH	193.9147	ETFDH	474.9206
ETHE1	328.1634	ETHE1	716.8254
ETNK1	1216.0353	ETNK1	1085.3968
ETNK2	350.8772	ETNK2	1307.619
ETS1	1490.6348	ETS1	2070.7937
ETS2	4846.5124	ETS2	2676.5079
ETV1	71.8705	ETV1	602.8571
removed	removed	ETV2	12.6984
ETV3L	9.8313	ETV3L	33.3333
ETV3	358.6745	ETV3	170.7937
ETV4	233.5791	ETV4	221.9048
ETV5	305.7886	ETV5	1381.2698
ETV6	2474.108	ETV6	2266.9841
ETV7	124.4173	ETV7	57.4603
EVC2	259.683	EVC2	185.0794
EVC	537.6151	EVC	647.7746
EVI2A	69.4974	EVI2A	213.9683
EVI2B	87.465	EVI2B	216.8254
EVI5L	424.4427	EVI5L	403.8095
EVI5	159.3355	EVI5	344.127
EVL	773.6249	EVL	4292.381
EVPLL	10.8484	removed	removed
EVPL	1059.0728	EVPL	688.5714
EWSR1	3800.6611	EWSR1	5026.6667
EXD2	711.2467	EXD2	716.5079
EXD3	71.5315	EXD3	189.2063
EXO1	869.2262	EXO1	29.5238
EXOC1	904.8224	EXOC1	959.3651
EXOC2	1166.2005	EXOC2	863.8095
EXOC3L2	85.092	EXOC3L2	68.254
EXOC3L	53.3571	EXOC3L	103.7238
EXOC3	986.5243	EXOC3	1459.6825
EXOC4	3252.818	EXOC4	1458.0952
EXOC5	1193.6605	EXOC5	890.7937
EXOC6B	241.3764	EXOC6B	115.2381
EXOC6	361.3866	EXOC6	473.9683
EXOC7	2996.1387	EXOC7	3521.9048
EXOC8	647.1735	EXOC8	463.8095
EXOG	153.2333	EXOG	115.5556
EXOSC10	2342.5714	EXOSC10	1790.4762
EXOSC1	534.2826	EXOSC1	402.2222
EXOSC2	488.855	EXOSC2	409.2063
EXOSC3	430.2059	EXOSC3	331.4286
EXOSC4	436.9862	EXOSC4	391.1111
EXOSC5	425.1208	EXOSC5	372.0635
EXOSC6	367.8278	EXOSC6	336.5079
EXOSC7	434.9521	EXOSC7	629.2063
EXOSC8	384.0224	EXOSC8	358.927
EXOSC9	1372.2146	EXOSC9	476.9175
EXPH5	91.8722	EXPH5	220.3175
EXT1	1569.2855	EXT1	1223.8095
EXT2	2698.1948	EXT2	2232.6984
EXTL1	113.2299	EXTL1	81.5873
EXTL2	372.913	EXTL2	449.5238
EXTL3	1916.4336	EXTL3	1041.5873
EYA2	84.7529	EYA2	709.2063
EYA3	275.9556	EYA3	62.8571
EYA4	475.9725	EYA4	24.4444
EYS	10.1704	EYS	7.9365
EZH1	599.3728	EZH1	1246.6667
EZH2	1153.6571	EZH2	124.7619
EZR	6328.3329	EZR	5423.1746
F10	13.2215	F10	163.1746
F11R	10372.4248	F11R	3346.3873
F11	7.2413	removed	removed
F12	55.2589	F12	34.9206
F13A1	256.6319	F13A1	3507.9365
F2RL1	303.7546	F2RL1	238.7302
F2RL2	97.9744	F2RL2	449.8413
F2RL3	212.2214	F2RL3	38.0952
F2R	567.8447	F2R	869.2063
F3	405.1191	F3	2057.7778
F5	13.2215	F5	14.6032
F7	45.4276	F7	118.4127
F8A1	237.6473	F8A1	121.2698
F8	771.6281	F8	673.3397
FA2H	660.3949	FA2H	72.381
FAAH2	554.9623	FAAH2	291.746
FAAH	236.2912	FAAH	716.1905
FABP3	115.942	FABP3	81.9048
FABP4	913.2977	FABP4	5587.3016
FABP5	249.5127	FABP5	118.4127
FABP7	13.2215	FABP7	226.9841
FADD	521.7391	FADD	721.2698
FADS1	454.2385	FADS1	273.3333
FADS2	820.1068	FADS2	682.8571
FADS3	325.4513	FADS3	456.1905
FAF1	1757.4371	FAF1	903.4921
FAF2	820.7475	FAF2	1321.2698
FAHD1	455.9369	FAHD1	473.9333
FAHD2A	140.3509	FAHD2A	351.4286
FAHD2B	183.0664	FAHD2B	500.9524
FAH	388.8465	FAH	1034.9206
FAIM2	10.8484	FAIM2	105.3968
FAIM3	152.9892	FAIM3	213.0413
FAIM	415.6284	FAIM	247.3016
FAM100A	164.7597	FAM100A	410.7937
FAM100B	635.9861	FAM100B	762.5397
FAM101A	61.0221	FAM101A	101.9048
FAM101B	863.124	FAM101B	413.6508
FAM102A	879.3966	FAM102A	2708.8889
FAM102B	1193.6605	FAM102B	1121.2698
FAM103A1	434.786	FAM103A1	353.1619
FAM104A	752.44	FAM104A	832.6254
FAM104B	197.3049	FAM104B	247.3016
FAM105A	111.8739	FAM105A	714.2857
FAM105B	583.4393	FAM105B	460.9524
FAM107A	82.3799	FAM107A	1006.6667
FAM107B	1439.444	FAM107B	1591.746
FAM108A1	295.9573	FAM108A1	554.9206
FAM108B1	248.1566	FAM108B1	246.0317
FAM108C1	787.5244	FAM108C1	248.254
FAM109A	262.0561	FAM109A	302.5397
FAM109B	494.6182	FAM109B	446.6667
FAM10A4	217.6456	FAM10A4	373.6508
FAM110A	206.4582	FAM110A	352.0635
FAM110B	191.2026	FAM110B	304.127
FAM110C	16.9506	FAM110C	18.0952
FAM111A	643.1053	FAM111A	790.4762
FAM111B	828.2058	FAM111B	92.381
FAM113A	274.2605	FAM113A	625.7143
FAM113B	115.603	FAM113B	248.2667
FAM114A1	585.4733	FAM114A1	538.0952
FAM114A2	187.1345	FAM114A2	460.9524
FAM115A	523.4342	FAM115A	413.3333
FAM115C	267.2769	FAM115C	271.7841
FAM116A	754.3012	FAM116A	674.6032
FAM116B	88.8211	FAM116B	264.7619
FAM117A	138.9948	FAM117A	589.8413
removed	removed	FAM117B	273.6508
FAM118A	175.6081	FAM118A	380.6349
FAM118B	252.5638	FAM118B	264.7619
FAM119A	85.431	FAM119A	172.381
FAM119B	174.2521	FAM119B	308.5714
FAM120AOS	637.2913	FAM120AOS	1273.8794
FAM120A	2824.358	FAM120A	3856.5968
FAM120B	941.0967	FAM120B	914.9206
FAM120C	1561.8273	FAM120C	291.746
FAM122A	393.9317	FAM122A	764.4444
FAM122B	1325.8751	FAM122B	531.4286
FAM122C	54.5809	FAM122C	16.8254
FAM123B	458.0049	FAM123B	107.619
FAM124A	58.31	FAM124A	55.2381
FAM124B	21.0187	FAM124B	43.4921
FAM125A	656.6658	FAM125A	708.254
FAM125B	326.8074	FAM125B	481.5873
FAM126A	683.4477	FAM126A	1162.2222
FAM126B	285.4479	FAM126B	356.5079
FAM127A	1736.0793	FAM127A	1626.9841
FAM127B	1262.4799	FAM127B	898.7302
FAM127C	348.5041	FAM127C	454.6032
FAM128A	385.4564	FAM128A	580.3175
FAM128B	987.5413	FAM128B	1648.8889
FAM129A	569.5398	FAM129A	4933.3333
FAM129B	4426.1378	FAM129B	4193.3333
removed	removed	FAM129C	5.0794
FAM131A	270.8704	FAM131A	420.9524
FAM131B	112.2129	FAM131B	32.0635
FAM131C	42.0375	removed	removed
removed	removed	FAM133A	7.3016
FAM133B	105.4327	FAM133B	109.2063
FAM134A	1333.3333	FAM134A	2577.4603
FAM134B	1277.7354	FAM134B	626.0317
FAM134C	1808.9669	FAM134C	2017.7778
FAM135A	282.7358	FAM135A	144.4444
FAM135B	13.5605	removed	removed
FAM136A	1681.8374	FAM136A	836.1905
FAM13AOS	24.8936	FAM13AOS	58.7492
FAM13A	747.3752	FAM13A	851.4095
FAM13B	717.6879	FAM13B	1292.381
FAM13C	99.4186	FAM13C	361.6444
FAM149A	70.1754	FAM149A	125.7143
FAM149B1	640.0542	FAM149B1	556.5079
FAM150B	10.1704	FAM150B	47.619
FAM151B	6.7802	FAM151B	13.0159
FAM154B	9.8313	FAM154B	30.4762
FAM155A	24.4088	FAM155A	25.7143
FAM155B	66.4463	FAM155B	30.1587
FAM156A	703.7885	FAM156A	725.3968
FAM157A	46.4446	FAM157A	13.0159
FAM158A	112.2129	FAM158A	161.5873
removed	removed	FAM159A	8.254
FAM160A1	137.9778	FAM160A1	137.7778
FAM160A2	369.1838	FAM160A2	719.0476
FAM160B1	496.9913	FAM160B1	482.2222
FAM160B2	658.6999	FAM160B2	1491.746
FAM161A	77.9727	FAM161A	53.3333
FAM161B	80.0068	FAM161B	227.1873
FAM162A	1492.6689	FAM162A	923.8095
FAM162B	10.1704	FAM162B	44.4444
FAM164A	284.4309	FAM164A	225.7143
FAM164C	49.8347	FAM164C	102.2222
FAM165B	378.6762	FAM165B	530.1587
removed	removed	FAM166B	32.381
FAM167A	37.6303	FAM167A	56.8254
FAM167B	96.9574	FAM167B	113.9683
FAM168A	96.2793	FAM168A	159.6825
FAM168B	2961.6069	FAM168B	3131.746
FAM169A	149.8432	FAM169A	106.3492
removed	removed	FAM171A1	652.0635
FAM171A2	166.1158	FAM171A2	12.381
FAM171B	110.8569	FAM171B	288.254
FAM172A	519.7051	FAM172A	663.1746
FAM173A	76.2777	FAM173A	124.127
FAM173B	176.2861	FAM173B	226.0317
FAM174A	273.5825	FAM174A	441.5873
FAM174B	820.7475	FAM174B	974.2857
FAM175A	189.6534	FAM175A	254.4063
FAM175B	655.6488	FAM175B	462.8571
FAM176A	64.0732	FAM176A	106.0317
FAM176B	85.7496	FAM176B	676.3429
FAM177A1	703.1104	FAM177A1	843.4921
removed	removed	FAM177B	13.9683
FAM178A	914.6538	FAM178A	755.873
FAM178B	8.4753	FAM178B	6.6667
FAM179A	9.1533	FAM179A	7.3016
FAM179B	274.9386	FAM179B	432.6984
FAM180A	57.971	FAM180A	66.6667
removed	removed	FAM180B	17.7778
removed	removed	FAM181A	5.0794
removed	removed	FAM181B	18.4127
FAM182B	11.8654	FAM182B	32.6984
removed	removed	FAM183A	6.6667
FAM184A	460.039	FAM184A	156.5079
FAM184B	82.4273	FAM184B	45.3365
FAM185A	141.0289	FAM185A	128.5714
removed	removed	FAM186A	5.0794
FAM186B	12.2044	FAM186B	13.6508
FAM188A	315.62	FAM188A	521.5873
FAM188B	308.9787	FAM188B	214.527
removed	removed	FAM189A1	8.254
FAM189A2	129.5025	FAM189A2	1218.7302
FAM189B	1928.638	FAM189B	617.1429
FAM18A	10.2043	FAM18A	38.546
FAM18B2	172.6994	FAM18B2	241.4603
FAM18B	568.1837	FAM18B	576.5079
FAM190A	32.5451	FAM190A	66.3492
FAM190B	975.3369	FAM190B	1102.2222
FAM192A	1549.6228	FAM192A	1067.619
FAM193A	661.412	FAM193A	791.4286
FAM193B	195.2708	FAM193B	719.0476
FAM195A	358.6745	FAM195A	243.4921
FAM195B	920.756	FAM195B	1371.746
FAM196A	30.8501	FAM196A	113.9683
FAM196B	8.8143	FAM196B	223.8095
FAM198A	266.8023	FAM198A	328.8889
FAM198B	584.7953	FAM198B	4393.9683
FAM199X	745.4869	FAM199X	305.3968
FAM19A2	45.0886	FAM19A2	17.1429
FAM19A3	14.9165	FAM19A3	11.4286
FAM19A5	188.4906	FAM19A5	51.1111
FAM200A	410.8823	FAM200A	226.9841
FAM200B	265.4462	FAM200B	486.0317
FAM20A	297.3133	FAM20A	702.2222
FAM20B	4253.5808	FAM20B	1453.6508
FAM20C	4184.0834	FAM20C	1978.0952
FAM21A	561.0645	FAM21A	121.5873
FAM21B	1246.5463	FAM21B	1129.2063
FAM21C	1644.5461	FAM21C	2277.7778
FAM22A	43.0545	FAM22A	61.5873
FAM22D	107.4667	FAM22D	128.254
removed	removed	FAM23A	7.9365
FAM24B	24.4936	FAM24B	21.2635
FAM26E	77.9727	FAM26E	113.6508
FAM26F	192.2197	FAM26F	168.254
FAM27A	7.4583	FAM27A	15.2381
FAM27C	13.8995	FAM27C	15.2381
FAM32A	2013.052	FAM32A	1712.0635
FAM35A	1018.0524	FAM35A	784.4444
FAM35B2	73.5656	FAM35B2	50.1587
FAM35B	274.2605	FAM35B	197.4603
FAM36A	965.8141	FAM36A	872.4825
FAM38A	5546.2327	FAM38A	2145.3175
FAM38B	292.5672	FAM38B	235.873
FAM3A	891.601	FAM3A	846.3492
FAM3B	40.6814	FAM3B	518.0952
FAM3C	1162.4714	FAM3C	1188.8889
removed	removed	FAM3D	224.7619
FAM40A	697.6862	FAM40A	775.873
FAM40B	65.0903	FAM40B	24.127
FAM41C	9.4923	FAM41C	17.1429
FAM43A	133.5706	FAM43A	303.4921
FAM43B	13.5605	FAM43B	23.1746
FAM45A	520.3831	FAM45A	437.7778
FAM45B	213.2384	FAM45B	153.0159
FAM46A	2698.8728	FAM46A	936.1905
FAM46B	433.9351	FAM46B	1700
FAM46C	271.2094	FAM46C	1541.9048
FAM47E	31.6569	FAM47E	203.1587
FAM48A	1154.7521	FAM48A	753.454
FAM49A	83.0579	FAM49A	113.9683
FAM49B	1530.2992	FAM49B	820.3175
FAM50A	1542.1646	FAM50A	1181.5873
FAM50B	341.0459	FAM50B	335.873
FAM53A	23.7308	FAM53A	36.1905
FAM53B	856.7031	FAM53B	841.327
FAM53C	1138.4016	FAM53C	1217.7778
FAM54A	327.1464	FAM54A	8.8889
FAM54B	1412.3299	FAM54B	1155.7079
FAM55C	279.6847	FAM55C	962.5397
FAM57A	630.2229	FAM57A	200.6349
removed	removed	FAM57B	11.1111
FAM58A	441.0543	FAM58A	327.619
FAM59A	61.7001	FAM59A	97.4603
removed	removed	FAM5B	74.2857
FAM5C	231.206	FAM5C	20.9524
FAM60A	2826.6802	FAM60A	1056.8254
FAM63A	699.7203	FAM63A	781.5873
FAM63B	160.3526	FAM63B	152.6984
FAM64A	322.4002	FAM64A	22.8571
FAM65A	979.066	FAM65A	1304.127
FAM65B	22.0358	FAM65B	200.9524
FAM65C	35.2572	FAM65C	112.0635
FAM66C	31.1891	FAM66C	32.381
removed	removed	FAM66D	19.2476
FAM69A	150.8602	FAM69A	393.6698
FAM69B	299.1237	FAM69B	251.3778
FAM69C	38.3083	removed	removed
FAM70A	10.8484	FAM70A	319.6825
FAM70B	22.0358	FAM70B	49.2063
FAM71D	41.0204	FAM71D	15.873
FAM71E1	80.3627	FAM71E1	44.8603
FAM71F2	16.6116	FAM71F2	11.1111
FAM72A	58.988	FAM72A	8.254
FAM72B	240.3594	FAM72B	25.0794
FAM72D	46.4446	FAM72D	17.4603
FAM73A	508.1787	FAM73A	482.5397
FAM73B	354.6063	FAM73B	461.5873
FAM76A	300.0254	FAM76A	333.3333
FAM76B	226.4599	FAM76B	250.7937
FAM78A	61.3611	FAM78A	193.9683
FAM78B	16.9506	FAM78B	17.7778
FAM7A2	7.4583	removed	removed
FAM7A3	14.9165	FAM7A3	5.3968
FAM81A	196.6268	FAM81A	40
removed	removed	FAM81B	11.746
FAM82A1	48.1397	FAM82A1	113.3333
FAM82A2	395.2877	FAM82A2	1144.7619
FAM82B	682.0917	FAM82B	724.127
FAM83A	847.1904	FAM83A	62.8571
FAM83B	139.6729	FAM83B	39.6825
FAM83D	669.5483	FAM83D	48.5714
FAM83E	140.6899	FAM83E	185.7143
FAM83F	200.695	FAM83F	320
FAM83G	223.2833	FAM83G	74.9079
FAM83H	2491.3976	FAM83H	1723.4921
FAM84A	417.3235	FAM84A	107.3016
FAM84B	2167.6413	FAM84B	1678.0952
FAM86A	232.3519	FAM86A	403.273
FAM86B1	26.4429	FAM86B1	154.6032
removed	removed	FAM86B2	12.6984
FAM86C	84.7529	FAM86C	220.3175
FAM86D	90.8552	FAM86D	207.9365
FAM89A	109.5008	FAM89A	175.5556
FAM89B	524.1122	FAM89B	888.254
FAM8A1	833.291	FAM8A1	1160.3175
FAM90A1	73.9046	FAM90A1	23.1746
FAM91A1	976.0149	FAM91A1	725.7143
FAM92A1	128.4855	FAM92A1	113.0159
FAM95B1	6.1022	FAM95B1	37.4603
FAM96A	1437.4099	FAM96A	529.2063
FAM96B	843.8003	FAM96B	556.5079
FAM98A	1103.8224	FAM98A	878.4127
FAM98B	276.6336	FAM98B	394.9206
FAM98C	93.9063	FAM98C	285.0794
FANCA	409.8313	FANCA	66.7873
FANCB	23.3918	FANCB	6.9841
FANCC	399.3559	FANCC	211.4286
FANCD2	500.3814	FANCD2	179.3651
FANCE	263.4122	FANCE	136.5079
FANCF	328.8414	FANCF	391.746
FANCG	821.7646	FANCG	352.381
FANCI	2571.9197	FANCI	376.873
FANCL	725.9666	FANCL	409.8952
FANCM	112.2129	FANCM	115.873
FANK1	83.7359	FANK1	176.8254
FAP	272.5655	FAP	523.1746
FAR1	979.066	FAR1	1153.9683
FAR2	29.4364	FAR2	39.6825
FARP1	4549.5381	FARP1	2639.3651
FARP2	168.1498	FARP2	373.0159
FARS2	432.918	FARS2	260.3175
FARSA	1945.2496	FARSA	1071.1111
FARSB	598.3558	FARSB	940.6349
FASLG	5.0852	FASLG	8.8889
FASN	8792.9486	FASN	20334.2857
FASTKD1	590.5585	FASTKD1	268.8889
FASTKD2	592.2536	FASTKD2	886.9841
FASTKD3	254.5978	FASTKD3	142.2222
FASTKD5	452.9197	FASTKD5	416.8254
FASTK	1194.3385	FASTK	939.6825
FAS	296.9743	FAS	410.7937
FAT1	6311.0433	FAT1	4385.0794
FAT2	132.2146	FAT2	1746.0317
removed	removed	FAT3	24.7619
FAT4	524.1122	FAT4	393.9683
FAU	3682.0069	FAU	7572.0635
FBF1	110.1517	FBF1	218.7556
FBLIM1	2585.9819	FBLIM1	1707.619
FBLL1	14.9165	FBLL1	22.2222
FBLN1	3156.8777	FBLN1	9714.9206
FBLN2	1321.1289	FBLN2	3892.0635
FBLN5	15069.0737	FBLN5	1940.9524
FBLN7	63.7342	FBLN7	465.7143
FBL	2814.4758	FBL	3758.4127
FBN1	1752.6909	FBN1	4943.4921
FBN2	77.2947	FBN2	8.254
FBN3	3112.4672	FBN3	10.7937
FBP1	83.3969	FBP1	1806.3492
FBRSL1	604.119	FBRSL1	585.3968
FBRS	1437.749	FBRS	1288.8889
FBXL12	452.2417	FBXL12	389.5238
FBXL13	6.1022	FBXL13	13.6508
FBXL14	939.7407	FBXL14	651.4286
FBXL15	126.4514	FBXL15	205.0794
FBXL16	204.0851	FBXL16	127.9365
FBXL17	536.9947	FBXL17	622.2222
FBXL18	1108.9075	FBXL18	562.8571
FBXL19	1033.9859	FBXL19	414.6032
FBXL20	178.9982	FBXL20	107.9365
FBXL22	22.2731	FBXL22	97.6698
FBXL2	124.7563	FBXL2	273.0159
FBXL3	1263.4969	FBXL3	1471.4286
FBXL4	295.6183	FBXL4	216.1905
FBXL5	1070.9382	FBXL5	2804.127
FBXL6	296.4726	FBXL6	233.3111
FBXL7	132.2146	FBXL7	401.5873
FBXL8	19.1406	FBXL8	86.7079
FBXO10	199.7017	FBXO10	200.3746
FBXO11	1587.2532	FBXO11	1484.127
FBXO15	5.4242	FBXO15	50.1587
FBXO16	58.6117	FBXO16	67.9365
FBXO17	158.6575	FBXO17	336.1905
FBXO18	1805.9564	FBXO18	1696.5714
FBXO21	996.3556	FBXO21	1198.7302
FBXO22OS	93.9266	FBXO22OS	61.2444
FBXO22	548.1617	FBXO22	452.4063
FBXO24	12.7841	FBXO24	16
FBXO25	193.2367	FBXO25	600.3175
FBXO27	367.4888	FBXO27	212.381
FBXO28	1592.3383	FBXO28	839.6825
FBXO2	111.1959	FBXO2	1189.2063
FBXO30	602.0849	FBXO30	331.4286
FBXO31	376.3031	FBXO31	1107.619
FBXO32	523.4342	FBXO32	2617.1429
FBXO33	275.9556	FBXO33	356.8254
FBXO34	585.4733	FBXO34	778.4127
FBXO36	23.7308	FBXO36	206.9841
FBXO38	741.0798	FBXO38	945.7143
FBXO39	8.4753	removed	removed
FBXO3	377.9981	FBXO3	741.2698
FBXO41	410.8823	FBXO41	235.5556
FBXO42	538.3507	FBXO42	527.3016
FBXO43	13.8995	FBXO43	6.6667
FBXO44	368.8448	FBXO44	710.1587
FBXO45	735.9946	FBXO45	385.3968
FBXO46	351.8942	FBXO46	379.6825
FBXO48	29.833	FBXO48	20
FBXO4	125.0953	FBXO4	302.2222
FBXO5	416.9845	FBXO5	156.8254
FBXO6	252.2248	FBXO6	306.9841
FBXO7	2094.7538	FBXO7	2328.5714
FBXO8	173.8927	FBXO8	501.2921
FBXO9	881.0916	FBXO9	1180
FBXW11	493.2621	FBXW11	1064.127
FBXW2	1404.8648	FBXW2	1736.1905
FBXW4	861.7679	FBXW4	1790.4762
FBXW5	1017.3744	FBXW5	1487.619
FBXW7	446.8175	FBXW7	609.2063
FBXW8	442.7494	FBXW8	454.6032
FBXW9	296.5302	FBXW9	287.8571
removed	removed	FCER1A	167.3016
FCER1G	388.5075	FCER1G	660.6349
removed	removed	FCER2	10.1587
FCF1	637.3421	FCF1	712.6984
removed	removed	FCGBP	1813.6508
FCGR1A	71.1721	FCGR1A	276.5048
FCGR1B	62.0392	FCGR1B	269.8413
FCGR1C	19.3237	FCGR1C	61.5873
FCGR2A	677.3455	FCGR2A	1339.3651
FCGR2B	62.0392	FCGR2B	321.9048
FCGR2C	15.5945	FCGR2C	76.5079
FCGR3A	536.6556	FCGR3A	2651.1111
FCGR3B	5.4242	FCGR3B	21.9048
FCGRT	2407.3227	FCGRT	4732.0635
FCHO1	272.5655	FCHO1	99.3651
FCHO2	515.9759	FCHO2	632.6984
FCHSD1	426.0463	FCHSD1	359.2794
FCHSD2	345.7785	FCHSD2	695.7841
FCN1	23.3918	FCN1	92.0635
removed	removed	FCN2	19.6825
FCN3	42.7155	FCN3	28.254
removed	removed	FCRL2	6.3492
removed	removed	FCRL3	5.3968
FCRL5	36.2743	FCRL5	97.4603
FCRL6	7.1192	FCRL6	23.4921
FCRLA	10.1704	FCRLA	9.5238
FCRLB	25.7649	FCRLB	16.1905
FDFT1	713.6198	FDFT1	3562.5397
removed	removed	FDPSL2A	5.3968
FDPS	4509.8466	FDPS	1866.9238
FDX1L	414.069	FDX1L	226.5937
FDX1	410.2043	FDX1	384.4444
FDXACB1	55.9369	FDXACB1	117.4794
FDXR	382.0663	FDXR	266.6667
FECH	771.2518	FECH	553.0159
FEM1A	914.6538	FEM1A	1341.9048
FEM1B	2140.8594	FEM1B	2384.127
FEM1C	824.4767	FEM1C	595.5556
FEN1	1412.3231	FEN1	430.4762
FER1L4	18.3066	FER1L4	51.4286
removed	removed	FER1L5	29.8413
FERMT1	97.6354	FERMT1	181.2698
FERMT2	817.3574	FERMT2	1473.9683
FERMT3	176.2861	FERMT3	373.0159
FER	68.8194	FER	33.6508
FES	317.654	FES	473.3333
FEZ1	57.632	FEZ1	372.0635
FEZ2	919.3999	FEZ2	1288.8889
removed	removed	FEZF2	15.873
removed	removed	FFAR2	5.0794
removed	removed	FFAR3	5.7143
FGA	9.1533	FGA	197.1429
FGB	52.5468	FGB	621.5873
FGD1	998.7287	FGD1	273.0159
FGD2	74.2436	FGD2	205.7143
FGD3	124.4173	FGD3	724.4444
FGD4	674.2944	FGD4	464.7619
FGD5	254.2588	FGD5	681.9048
FGD6	251.5467	FGD6	324.7619
FGF10	9.8313	FGF10	34.2857
FGF11	120.0102	FGF11	149.0286
FGF12	95.9403	FGF12	40
FGF13	42.7155	FGF13	193.9683
FGF14	23.0528	FGF14	90.1587
FGF17	6.1022	FGF17	8.254
removed	removed	FGF18	26.6667
removed	removed	FGF19	6.6667
FGF1	195.2708	FGF1	1599.6825
FGF2	327.7735	FGF2	466.1302
FGF7	217.6456	FGF7	785.7143
FGF9	27.799	FGF9	6.0317
FGFBP1	57.632	FGFBP1	171.746
FGFBP2	8.8143	FGFBP2	30.1587
FGFBP3	22.7138	FGFBP3	53.9683
FGFR1OP2	446.1395	FGFR1OP2	407.9365
FGFR1OP	263.9105	FGFR1OP	296.5556
FGFR1	1454.6996	FGFR1	4221.9048
FGFR2	590.2195	FGFR2	1381.2698
FGFR3	143.402	FGFR3	345.7143
FGFR4	236.2912	FGFR4	136.8254
FGFRL1	848.2075	FGFRL1	494.2857
FGGY	69.8364	FGGY	201.2698
removed	removed	FGG	99.3651
FGL1	32.8841	FGL1	88.254
FGL2	102.0425	FGL2	899.6825
FGR	83.3969	FGR	240.3175
FHAD1	23.5037	FHAD1	43.2222
FHDC1	328.1634	FHDC1	227.3016
FHIT	132.8926	FHIT	104.4444
FHL1	462.0731	FHL1	3649.5238
FHL2	1486.5667	FHL2	3612.0635
FHL3	362.4036	FHL3	643.1746
FHL5	18.6456	FHL5	107.3016
FHOD1	297.9914	FHOD1	593.9683
FHOD3	94.9233	FHOD3	753.6508
FH	5108.9075	FH	1449.5238
FIBCD1	46.1056	removed	removed
FIBIN	208.1532	FIBIN	512.381
FIBP	1006.526	FIBP	1055.5556
FICD	43.0545	FICD	68.8889
FIG4	849.5635	FIG4	561.9048
FIGF	17.2896	FIGF	544.127
FIGNL1	737.6896	FIGNL1	222.2222
FIGNL2	12.2044	FIGNL2	55.5556
FIGN	70.1754	FIGN	36.1905
FILIP1L	336.6387	FILIP1L	1596.8254
FILIP1	1927.282	FILIP1	64.4444
FIP1L1	1081.4238	FIP1L1	641.9206
FIS1	1334.5063	FIS1	2021.8381
removed	removed	FITM1	9.2063
FITM2	28.138	FITM2	64.4444
FIZ1	315.281	FIZ1	423.8095
FJX1	170.8619	FJX1	249.8413
FKBP10	4631.918	FKBP10	2381.9048
FKBP11	128.8245	FKBP11	520.6349
FKBP14	116.9591	FKBP14	230.4762
FKBP15	892.757	FKBP15	1180.0095
FKBP1AP1	8.8143	FKBP1AP1	6.6667
FKBP1A	4187.4396	FKBP1A	4265.8317
FKBP1B	48.4787	FKBP1B	153.3333
FKBP2	842.7833	FKBP2	1272.6984
FKBP3	1271.2942	FKBP3	1443.8095
FKBP4	7614.2046	FKBP4	6208.8889
FKBP5	2243.241	FKBP5	6839.0476
FKBP7	134.9267	FKBP7	337.4603
FKBP8	4463.0901	FKBP8	5100.6349
FKBP9L	80.3458	FKBP9L	48.8889
FKBP9	5317.0608	FKBP9	3386.6667
FKBPL	190.5246	FKBPL	157.7778
FKRP	377.3201	FKRP	336.1905
FKTN	527.1633	FKTN	429.2063
FLAD1	2198.8304	FLAD1	630.1587
FLCN	459.022	FLCN	504.9302
removed	removed	FLG	6.381
FLI1	164.4207	FLI1	577.7778
FLII	3918.6372	FLII	3882.2222
FLJ10038	183.0087	FLJ10038	417.254
FLJ10213	12.2044	FLJ10213	7.9365
FLJ10357	497.3303	FLJ10357	1688.5714
