gene_id	TCGA-BH-A0B7-01A-12R-A115-07	gene_id	TCGA-BH-A0B7-11A-34R-A115-07
ANKRD52	1581.4868	ANKRD52	1523.9534
ANKRD53	6.0758	ANKRD53	22.0112
ANKRD54	373.1237	ANKRD54	332.3263
ANKRD55	8.2202	removed	removed
ANKRD56	143.6741	ANKRD56	88.9081
ANKRD57	655.8256	ANKRD57	977.9888
ANKRD58	22.8735	ANKRD58	6.0423
ANKRD5	334.8821	ANKRD5	255.9344
ANKRD6	150.1858	ANKRD6	366.6379
ANKRD9	55.7541	ANKRD9	54.8123
ANKS1A	1300.5718	ANKS1A	1422.5291
ANKS1B	135.8113	ANKS1B	148.0363
ANKS3	130.0929	ANKS3	271.0401
ANKS4B	7.5054	removed	removed
ANKS6	98.2845	ANKS6	161.4156
ANKZF1	571.4796	ANKZF1	1027.1903
ANLN	1229.0922	ANLN	87.6133
ANO10	1099.3567	ANO10	721.6228
ANO1	1671.9085	ANO1	8165.7315
ANO2	8.5776	ANO2	18.9901
ANO3	6.4332	ANO3	10.7898
removed	removed	ANO4	12.5162
ANO5	8.5776	ANO5	35.8222
ANO6	2823.8027	ANO6	3176.5214
ANO7	58.9707	ANO7	10.7898
ANO8	249.1065	ANO8	337.5054
ANO9	76.8406	ANO9	168.3211
ANP32A	2769.4782	ANP32A	2520.5006
ANP32B	2217.6555	ANP32B	2668.1053
ANP32E	2083.6312	ANP32E	1125.5934
ANPEP	710.8649	ANPEP	3477.773
ANTXR1	3709.4353	ANTXR1	3305.9991
ANTXR2	1444.9607	ANTXR2	822.6155
ANUBL1	130.8077	ANUBL1	249.8921
ANXA11	2454.9678	ANXA11	2707.3802
ANXA1	4147.9628	ANXA1	7492.4471
ANXA2P1	94.3531	ANXA2P1	39.7065
ANXA2P2	5777.6984	ANXA2P2	3321.1049
ANXA2	18310.579	ANXA2	8227.0177
ANXA3	512.1515	ANXA3	719.0332
ANXA4	1758.7563	ANXA4	1245.1446
ANXA5	8172.9807	ANXA5	5157.0997
ANXA6	5867.7627	ANXA6	4350.0216
ANXA7	2963.9028	ANXA7	2621.9249
ANXA8L2	42.173	ANXA8L2	240.8287
ANXA8	171.9085	ANXA8	631.4199
ANXA9	60.0429	ANXA9	182.5637
AOAH	229.4496	AOAH	89.7713
AOC2	15.0107	AOC2	17.6953
AOC3	1982.4875	AOC3	1835.9948
AOX1	503.574	AOX1	270.6085
AP1AR	613.2952	AP1AR	821.3207
AP1B1	3111.1508	AP1B1	2503.2369
AP1G1	2416.0114	AP1G1	3064.7389
AP1G2	583.5668	AP1G2	1539.9914
AP1M1	936.3831	AP1M1	640.0518
AP1M2	1639.3853	AP1M2	1143.7203
AP1S1	1377.055	AP1S1	492.0155
AP1S2	447.8199	AP1S2	267.1558
AP1S3	463.9028	AP1S3	111.3509
AP2A1	1900.6397	AP2A1	1250.8632
AP2A2	1977.1265	AP2A2	1468.2779
AP2B1	5015.7255	AP2B1	7656.4523
AP2M1	6334.1673	AP2M1	4099.2663
AP2S1	2227.6626	AP2S1	620.6301
AP3B1	1145.1036	AP3B1	1483.8153
AP3B2	40.386	AP3B2	135.5201
AP3D1	3217.2981	AP3D1	2914.9763
AP3M1	1616.1544	AP3M1	1558.0492
AP3M2	416.3688	AP3M2	642.2098
AP3S1	1156.8978	AP3S1	657.3155
AP3S2	2795.2573	AP3S2	1578.8649
AP4B1	331.8299	AP4B1	429.3785
AP4E1	413.1523	AP4E1	480.7941
AP4M1	331.737	AP4M1	319.6202
AP4S1	43.2452	AP4S1	84.1606
APAF1	514.2959	APAF1	687.527
APBA1	48.2487	APBA1	551.5753
APBA2	87.5625	APBA2	119.9827
APBA3	192.6376	APBA3	171.3423
APBB1IP	549.3209	APBB1IP	285.2827
APBB1	369.5497	APBB1	686.6638
APBB2	3380.629	APBB2	2488.1312
APBB3	131.8799	APBB3	447.5615
APC2	37.4589	removed	removed
APCDD1L	22.1587	APCDD1L	638.757
APCDD1	258.3989	APCDD1	1524.385
APC	992.1372	APC	1453.1722
APEH	2718.3703	APEH	1454.467
APEX1	2236.5976	APEX1	3313.3362
APEX2	909.9357	APEX2	491.1524
APH1A	6411.3653	APH1A	3594.7346
APH1B	362.4017	APH1B	626.2408
API5	2506.7906	API5	3083.729
APIP	222.4482	APIP	326.53
APITD1	283.9957	APITD1	180.0173
APLF	62.1873	APLF	119.9827
APLNR	1555.0393	APLNR	371.1696
APLN	101.5011	APLN	163.142
APLP1	256.6119	APLP1	52.2227
APLP2	29489.2781	APLP2	14200.259
APOA1BP	1738.0272	APOA1BP	722.486
APOB48R	280.5575	APOB48R	127.7514
APOBEC3A	16.4403	removed	removed
APOBEC3B	243.3881	APOBEC3B	89.3008
APOBEC3C	279.1279	APOBEC3C	440.656
APOBEC3D	156.8978	APOBEC3D	99.2663
APOBEC3F	204.0743	APOBEC3F	259.8187
APOBEC3G	471.4081	APOBEC3G	321.5365
APOBEC3H	12.5089	removed	removed
APOB	35.7398	APOB	33.6642
APOC1	2941.3867	APOC1	259.8187
APOC2	76.8406	removed	removed
APOD	12219.7999	APOD	10937.8507
APOE	8589.7069	APOE	1112.2141
APOF	21.0865	APOF	12.0846
APOL1	2105.7898	APOL1	711.6962
APOL2	987.4911	APOL2	595.5978
APOL3	834.8821	APOL3	734.139
APOL4	1050.3931	APOL4	358.6534
APOL6	1820.2287	APOL6	1724.2123
APOLD1	3415.654	APOLD1	1804.4886
APOM	15.0107	APOM	37.5486
APOOL	282.3445	APOOL	270.177
APOO	466.762	APOO	164.0052
APPBP2	967.4768	APPBP2	1486.8364
APPL1	1392.0658	APPL1	2523.0902
APPL2	918.1558	APPL2	1474.3202
APP	80263.045	APP	34757.445
APRT	1732.6662	APRT	1094.5188
APTX	383.8456	APTX	436.3401
AQP11	13.9385	AQP11	9.495
AQP1	6966.426	AQP1	6279.5857
AQP3	524.6605	AQP3	751.8343
removed	removed	AQP4	60.423
removed	removed	AQP5	184.29
removed	removed	AQP6	9.9266
AQP7P1	23.2309	AQP7P1	28.9167
AQP7	181.9157	AQP7	154.5101
AQP9	107.9342	removed	removed
AQPEP	31.6548	AQPEP	27.6219
AQR	1477.8413	AQR	1519.2059
ARAF	1279.4853	ARAF	836.858
ARAP1	1926.3474	ARAP1	2216.6293
ARAP2	538.599	ARAP2	491.1524
ARAP3	463.188	ARAP3	436.3401
ARCN1	6322.0157	ARCN1	4665.9473
ARC	7.148	ARC	206.3013
AREG	435.6683	AREG	1949.5037
ARF1	17448.5347	ARF1	6565.8179
ARF3	6954.253	ARF3	4320.2417
ARF4	7878.4846	ARF4	3520.9322
ARF5	2558.9492	ARF5	1586.0855
ARF6	3902.7877	ARF6	3528.7009
ARFGAP1	597.2123	ARFGAP1	1000
ARFGAP2	1451.0365	ARFGAP2	1962.0199
ARFGAP3	634.7391	ARFGAP3	1461.8041
ARFGEF1	1671.4403	ARFGEF1	2275.9732
ARFGEF2	1992.1372	ARFGEF2	2973.6729
ARFIP1	1568.263	ARFIP1	1339.2318
ARFIP2	1221.2294	ARFIP2	1667.6737
ARFRP1	386.7048	ARFRP1	512.732
ARG2	247.9199	ARG2	201.7566
ARGLU1	798.4274	ARGLU1	4070.3496
ARHGAP10	231.9514	ARHGAP10	389.2965
ARHGAP11A	487.8485	ARHGAP11A	150.1942
ARHGAP11B	32.1658	ARHGAP11B	12.5162
ARHGAP12	743.3881	ARHGAP12	1522.227
ARHGAP15	177.9843	ARHGAP15	56.107
ARHGAP17	1320.9435	ARHGAP17	997.4104
ARHGAP18	1128.3059	ARHGAP18	629.6936
ARHGAP19	378.1272	ARHGAP19	1709.1066
ARHGAP1	3884.9178	ARHGAP1	2495.4683
ARHGAP20	63.9743	ARHGAP20	291.7566
ARHGAP21	1432.8091	ARHGAP21	2515.7531
ARHGAP22	90.7791	ARHGAP22	41.4329
ARHGAP23	923.1594	ARHGAP23	717.3069
ARHGAP24	224.8034	ARHGAP24	247.3025
ARHGAP25	567.9056	ARHGAP25	384.9806
ARHGAP26	719.4425	ARHGAP26	1875.7013
ARHGAP27	448.1487	ARHGAP27	590.8502
ARHGAP28	160.8292	ARHGAP28	167.4579
ARHGAP29	1560.7577	ARHGAP29	2393.1808
ARHGAP30	998.9278	ARHGAP30	379.8015
ARHGAP31	1210.1501	ARHGAP31	916.271
ARHGAP32	3340.9578	ARHGAP32	2076.8235
ARHGAP33	123.3024	ARHGAP33	248.5973
removed	removed	ARHGAP36	475.1834
ARHGAP39	229.4496	ARHGAP39	240.3971
ARHGAP42	174.7677	ARHGAP42	267.9413
ARHGAP4	472.4803	ARHGAP4	318.0837
ARHGAP5	1170.4789	ARHGAP5	3827.7946
ARHGAP6	101.8585	ARHGAP6	147.1731
ARHGAP8	400.3753	ARHGAP8	387.3716
ARHGAP9	267.6912	ARHGAP9	71.2128
ARHGDIA	5518.2273	ARHGDIA	2608.5455
ARHGDIB	5584.7034	ARHGDIB	2861.0272
ARHGDIG	17.5125	removed	removed
ARHGEF10L	586.4904	ARHGEF10L	1381.5278
ARHGEF10	417.441	ARHGEF10	1037.9801
ARHGEF11	1373.1237	ARHGEF11	1309.0203
ARHGEF12	7624.3746	ARHGEF12	6235.6495
ARHGEF15	515.7255	ARHGEF15	335.779
ARHGEF16	507.5054	ARHGEF16	320.6733
ARHGEF17	1158.6848	ARHGEF17	1768.2348
ARHGEF18	815.2252	ARHGEF18	882.1752
ARHGEF19	233.381	ARHGEF19	550.7121
ARHGEF1	1210.8649	ARHGEF1	1233.06
ARHGEF2	2897.4267	ARHGEF2	1692.7061
ARHGEF33	6.0758	ARHGEF33	18.5585
ARHGEF35	389.564	ARHGEF35	755.287
ARHGEF37	857.3981	ARHGEF37	1924.4713
ARHGEF38	75.7684	ARHGEF38	88.4765
ARHGEF3	1493.2094	ARHGEF3	1056.9702
ARHGEF4	124.0172	ARHGEF4	145.8783
ARHGEF5	434.9535	ARHGEF5	1245.1446
ARHGEF6	1166.5475	ARHGEF6	2050.0647
ARHGEF7	870.9793	ARHGEF7	1564.0915
ARHGEF9	312.0086	ARHGEF9	922.7449
ARID1A	3707.2909	ARID1A	3300.3884
ARID1B	2121.5154	ARID1B	2759.6029
ARID2	843.4596	ARID2	1287.4407
ARID3A	71.4796	ARID3A	31.5063
ARID3B	123.3024	ARID3B	102.2874
ARID4A	471.7655	ARID4A	1044.0224
ARID4B	2271.9335	ARID4B	2124.2512
ARID5A	880.9864	ARID5A	1929.6504
ARID5B	3234.8106	ARID5B	5121.7091
ARIH1	1863.1165	ARIH1	2256.366
ARIH2	1298.6633	ARIH2	1772.0673
ARL10	25.0179	ARL10	80.2762
ARL11	53.9671	ARL11	33.2326
ARL13B	182.2731	ARL13B	362.5378
ARL15	388.1344	ARL15	527.4061
ARL16	308.792	ARL16	370.3064
ARL17A	23.0379	ARL17A	93.3621
ARL1	1698.356	ARL1	2356.9271
ARL2BP	1138.3131	ARL2BP	1194.2167
ARL2	562.1873	ARL2	525.2482
ARL3	575.411	ARL3	523.5218
ARL4A	655.8256	ARL4A	917.9974
ARL4C	1018.9421	ARL4C	2514.4584
ARL4D	95.4253	ARL4D	129.4778
ARL5A	1208.3631	ARL5A	978.4204
ARL5B	269.4782	ARL5B	305.136
ARL6IP1	6380.2716	ARL6IP1	3636.5991
ARL6IP4	1280.2001	ARL6IP4	1349.59
ARL6IP5	6817.7269	ARL6IP5	3643.0729
ARL6IP6	255.5397	ARL6IP6	317.6521
ARL6	84.7034	ARL6	109.1929
ARL8A	1671.1937	ARL8A	881.7436
ARL8B	2439.2423	ARL8B	2154.0785
ARL9	7.8628	ARL9	12.9478
ARMC10	758.5025	ARMC10	689.8533
ARMC1	693.7098	ARMC1	754.4238
ARMC2	50.7505	ARMC2	50.9279
ARMC3	24.3031	removed	removed
removed	removed	ARMC4	6.0423
ARMC5	372.4089	ARMC5	233.9232
ARMC6	526.4117	ARMC6	487.1385
ARMC7	421.3724	ARMC7	261.9767
ARMC8	610.436	ARMC8	789.3828
ARMC9	403.1451	ARMC9	268.4506
ARMCX1	401.7155	ARMCX1	858.8692
ARMCX2	300.9292	ARMCX2	1073.8023
ARMCX3	1944.6033	ARMCX3	2094.0872
ARMCX5	332.7377	ARMCX5	533.0168
ARMCX6	205.1465	ARMCX6	230.4704
ARNT2	1180.4861	ARNT2	550.2805
ARNTL2	66.1187	ARNTL2	34.0958
ARNTL	226.5904	ARNTL	318.0837
ARNT	1060.0429	ARNT	1636.1675
ARPC1A	2243.5239	ARPC1A	1678.6016
ARPC1B	3555.2609	ARPC1B	813.8455
ARPC2	8863.8313	ARPC2	2720.7596
ARPC3	3565.0465	ARPC3	2170.9107
ARPC4	3635.8256	ARPC4	2187.596
ARPC5L	1556.8263	ARPC5L	495.8999
ARPC5	4668.3345	ARPC5	2613.2931
ARPM1	21.0865	ARPM1	36.6854
ARPP19	4134.3817	ARPP19	3851.1006
ARRB1	369.5497	ARRB1	987.4838
ARRB2	665.8327	ARRB2	444.1088
ARRDC1	489.9929	ARRDC1	696.1588
ARRDC2	763.045	ARRDC2	1474.3202
ARRDC3	2299.1422	ARRDC3	10981.4415
ARRDC4	527.1623	ARRDC4	797.1515
ARRDC5	6.4332	removed	removed
ARSA	269.1208	ARSA	470.8675
ARSB	421.015	ARSB	186.448
ARSD	4468.549	ARSD	3128.183
ARSE	20.3717	ARSE	35.3906
ARSG	157.97	ARSG	248.5973
ARSH	36.812	ARSH	7.7687
ARSI	145.8184	ARSI	30.6431
ARSJ	463.5454	ARSJ	189.0375
ARSK	127.9485	ARSK	221.407
ART3	38.599	removed	removed
ART4	12.8663	ART4	6.4739
ARTN	6.7906	ARTN	8.6319
ARV1	599.3567	ARV1	394.9072
ARVCF	417.441	ARVCF	655.5891
ARX	6.7906	removed	removed
AR	969.6212	AR	597.3241
AS3MT	97.5697	AS3MT	255.9171
ASAH1	3931.3796	ASAH1	3493.7419
ASAH2B	42.8878	removed	removed
ASAH2	8.2202	ASAH2	18.9901
ASAM	909.9357	ASAM	531.2905
ASAP1	2586.8477	ASAP1	1119.5511
ASAP2	778.4132	ASAP2	798.0147
ASAP3	918.1558	ASAP3	900.3021
ASB13	507.8628	ASB13	916.7026
ASB14	7.5054	ASB14	17.6953
ASB16	33.7741	ASB16	12.1623
ASB1	515.5969	ASB1	642.9046
ASB2	48.6061	ASB2	19.8533
ASB3	258.3989	ASB3	407.855
ASB6	747.1086	ASB6	832.5464
ASB7	419.228	ASB7	593.4398
ASB8	763.4024	ASB8	851.9637
ASB9	36.0972	ASB9	16.4005
ASCC1	590.4217	ASCC1	463.5304
ASCC2	1110.436	ASCC2	1035.3906
ASCC3	2295.5683	ASCC3	1432.0242
ASCL2	80.4146	ASCL2	20.2849
ASF1A	535.7398	ASF1A	578.3341
ASF1B	303.0736	ASF1B	91.4976
ASGR1	15.3681	ASGR1	5.6107
ASGR2	11.0793	removed	removed
ASH1L	3004.8427	ASH1L	4210.0345
ASH2L	642.9593	ASH2L	1187.3112
ASL	468.549	ASL	428.1398
ASMTL	382.7591	ASMTL	629.6375
ASNA1	1255.8971	ASNA1	823.9102
ASNSD1	741.9585	ASNSD1	1139.4044
ASNS	236.5976	ASNS	452.309
ASPA	16.4403	ASPA	26.7587
ASPHD1	20.0143	ASPHD1	43.1593
ASPHD2	176.1973	ASPHD2	23.306
ASPH	6493.7884	ASPH	5392.3651
ASPM	624.3746	ASPM	71.6444
ASPN	1259.8284	ASPN	293.9145
ASPRV1	48.3667	ASPRV1	95.1144
ASPSCR1	343.4596	ASPSCR1	242.555
ASRGL1	238.3846	ASRGL1	76.8235
ASS1	1971.7655	ASS1	1522.227
ASTE1	170.0536	ASTE1	289.4562
ASTN1	105.4325	ASTN1	89.7713
ASTN2	394.9249	ASTN2	464.3936
ASXL1	1113.6526	ASXL1	2444.1088
ASXL2	771.98	ASXL2	1119.9827
removed	removed	ASXL3	49.6331
ATAD1	1270.9078	ATAD1	1431.161
ATAD2B	529.3066	ATAD2B	624.5145
ATAD2	1528.9492	ATAD2	867.5011
ATAD3A	374.9107	ATAD3A	281.83
ATAD3B	98.2845	ATAD3B	169.6159
ATAD3C	112.9378	ATAD3C	132.0673
ATAD5	70.05	ATAD5	142.4256
ATE1	220.5147	ATE1	354.3375
ATF1	449.9643	ATF1	602.5032
ATF2	436.7405	ATF2	668.9685
ATF3	1033.238	ATF3	2025.8956
ATF4	4027.1623	ATF4	5527.4061
ATF5	1090.0643	ATF5	541.6487
ATF6B	2712.2945	ATF6B	2179.9741
ATF6	1632.2373	ATF6	1889.9439
ATF7IP2	74.6962	ATF7IP2	110.0561
ATF7IP	1163.6883	ATF7IP	1531.2905
ATF7	1964.8213	ATF7	3162.1925
ATG10	179.7713	ATG10	132.0673
ATG12	534.3102	ATG12	496.3315
ATG16L1	1415.2966	ATG16L1	962.883
ATG16L2	165.8578	ATG16L2	387.9543
ATG2A	688.3488	ATG2A	788.088
ATG2B	833.0951	ATG2B	1703.9275
ATG3	829.8785	ATG3	709.5382
ATG4A	981.4153	ATG4A	211.0488
ATG4B	1093.9957	ATG4B	854.1217
ATG4C	219.4425	ATG4C	230.4704
ATG4D	252.3838	ATG4D	178.839
ATG5	811.2938	ATG5	865.3431
ATG7	827.852	ATG7	669.7281
ATG9A	1895.0071	ATG9A	1151.9896
ATG9B	27.3695	ATG9B	10.1079
ATHL1	894.9249	ATHL1	2516.6163
ATIC	3467.4768	ATIC	1556.7544
ATL1	250.8935	ATL1	588.6923
ATL2	1599.7141	ATL2	2892.965
ATL3	868.4775	ATL3	451.0142
ATMIN	1894.9249	ATMIN	1940.0086
ATM	1634.3817	ATM	2079.8446
ATN1	2271.2652	ATN1	4955.9776
ATOH8	86.133	ATOH8	279.672
ATOX1	1713.7241	ATOX1	379.3699
ATP10A	324.5175	ATP10A	346.5688
ATP10B	56.4689	ATP10B	8.2003
ATP10D	423.8742	ATP10D	708.675
ATP11A	1758.0415	ATP11A	819.5943
ATP11B	1429.95	ATP11B	1740.6129
ATP11C	1494.9964	ATP11C	760.4661
ATP13A1	1470.336	ATP13A1	1256.7976
ATP13A2	1906.0043	ATP13A2	880.8804
ATP13A3	2725.1608	ATP13A3	1851.5322
ATP13A4	302.7162	ATP13A4	632.7147
ATP13A5	610.436	ATP13A5	216.2279
ATP1A1	21393.8385	ATP1A1	16978.3815
ATP1A2	130.8077	ATP1A2	494.6051
ATP1A3	22.1587	removed	removed
ATP1A4	6.4332	ATP1A4	15.1057
ATP1B1	2318.4239	ATP1B1	3571.2861
ATP1B2	69.6926	ATP1B2	84.1606
ATP1B3	1660.4718	ATP1B3	774.7087
ATP2A1	6.4332	removed	removed
ATP2A2	6353.1094	ATP2A2	5425.5503
ATP2A3	1402.4303	ATP2A3	407.4234
ATP2B1	1090.0643	ATP2B1	2600.3453
ATP2B2	21.8013	ATP2B2	6.0423
ATP2B4	5265.5468	ATP2B4	3327.5788
ATP2C1	4257.0372	ATP2C1	3268.593
ATP2C2	807.3624	ATP2C2	336.6422
ATP5A1	10866.6905	ATP5A1	9292.6198
ATP5B	15537.1694	ATP5B	9125.1618
ATP5C1	5006.4332	ATP5C1	2419.508
ATP5D	690.4932	ATP5D	462.6672
ATP5EP2	53.6097	ATP5EP2	23.7376
ATP5E	8748.3917	ATP5E	1772.1191
ATP5F1	3416.3688	ATP5F1	2242.9866
ATP5G1	617.2266	ATP5G1	461.8041
ATP5G2	4490.3503	ATP5G2	4070.3496
ATP5G3	4190.1358	ATP5G3	1722.0544
ATP5H	2433.5239	ATP5H	1123.8671
ATP5I	1460.1358	ATP5I	543.8282
ATP5J2	1028.9421	ATP5J2	592.145
ATP5J	3186.2259	ATP5J	831.3336
ATP5L	4427.0908	ATP5L	1842.4687
ATP5O	4530.3788	ATP5O	2066.0337
ATP5SL	595.4253	ATP5SL	747.5183
ATP5S	63.9743	ATP5S	135.5201
ATP6AP1L	22.8735	ATP6AP1L	95.8136
ATP6AP1	8651.5368	ATP6AP1	2592.145
ATP6AP2	5491.065	ATP6AP2	2896.8494
ATP6V0A1	882.0586	ATP6V0A1	1457.4881
ATP6V0A2	433.8813	ATP6V0A2	445.8351
ATP6V0A4	249.8213	ATP6V0A4	253.7333
ATP6V0B	4568.263	ATP6V0B	1043.1593
ATP6V0C	4676.9121	ATP6V0C	918.593
ATP6V0D1	1909.9357	ATP6V0D1	1127.7514
ATP6V0D2	89.3495	removed	removed
ATP6V0E1	6699.7856	ATP6V0E1	1803.6254
ATP6V0E2	3099.9929	ATP6V0E2	528.2218
ATP6V1A	2943.8885	ATP6V1A	1952.9564
ATP6V1B1	159.0422	ATP6V1B1	711.6962
ATP6V1B2	1770.193	ATP6V1B2	1687.0954
ATP6V1C1	1065.4039	ATP6V1C1	1591.2818
ATP6V1C2	40.4182	ATP6V1C2	70.8373
ATP6V1D	1314.8678	ATP6V1D	858.8692
ATP6V1E1	2155.8256	ATP6V1E1	1571.8602
ATP6V1E2	37.1694	ATP6V1E2	77.2551
ATP6V1F	1515.3681	ATP6V1F	740.1726
ATP6V1G1	3929.5926	ATP6V1G1	2397.4968
ATP6V1G2	53.2523	ATP6V1G2	60.423
ATP6V1H	1004.2888	ATP6V1H	1110.4877
ATP7A	1456.3974	ATP7A	968.9253
ATP7B	161.544	ATP7B	202.4169
ATP8A1	290.9221	ATP8A1	420.8028
ATP8B1	2646.2616	ATP8B1	2172.5334
ATP8B2	850.965	ATP8B2	823.9102
ATP8B3	22.1587	ATP8B3	58.265
ATP8B4	57.8985	ATP8B4	74.2339
ATP8B5P	25.7327	ATP8B5P	21.148
ATP9A	3088.6347	ATP9A	2385.4122
ATP9B	397.7841	ATP9B	655.1575
ATPAF1	987.6912	ATPAF1	1062.6716
ATPAF2	212.6519	ATPAF2	243.1118
ATPBD4	89.3495	ATPBD4	177.8161
ATPIF1	1523.9457	ATPIF1	757.0134
ATRIP	239.446	ATRIP	322.7751
ATRNL1	16.4403	ATRNL1	22.8744
ATRN	1974.6247	ATRN	2564.9547
ATRX	3434.9535	ATRX	3542.5119
ATR	805.218	ATR	1363.4009
ATXN10	1460.6862	ATXN10	2122.5723
ATXN1L	1162.6162	ATXN1L	1960.2935
ATXN1	1743.3881	ATXN1	944.7562
ATXN2L	2172.9807	ATXN2L	2294.3461
ATXN2	348.8206	ATXN2	847.2162
ATXN3	361.6869	ATXN3	630.5568
ATXN7L1	168.6919	ATXN7L1	377.6435
ATXN7L2	46.8192	ATXN7L2	83.729
ATXN7L3B	4189.421	ATXN7L3B	4116.9616
ATXN7L3	1509.2924	ATXN7L3	1193.3535
ATXN7	583.2738	ATXN7	1098.8347
AUH	216.9407	AUH	392.7492
AUP1	2087.7663	AUP1	1661.1308
AURKAIP1	1874.9107	AURKAIP1	554.5965
AURKAPS1	23.2309	AURKAPS1	10.7898
AURKA	899.5711	AURKA	60.8546
AURKB	94.3531	AURKB	37.9801
AURKC	9.2924	AURKC	9.495
AUTS2	1662.9736	AUTS2	2252.0501
AVEN	214.7963	AVEN	123.4355
AVIL	20.7291	AVIL	56.9702
AVL9	1132.2373	AVL9	440.2244
AVPI1	113.6526	AVPI1	167.0263
AVPR1A	60.0429	AVPR1A	51.3595
AVPR2	44.3174	AVPR2	37.5486
AXIN1	764.1172	AXIN1	719.4648
AXIN2	198.356	AXIN2	385.0583
AXL	1190.1358	AXL	1127.3198
AZGP1	16921.015	AZGP1	38211.912
AZI1	234.4532	AZI1	277.0824
AZI2	869.1923	AZI2	984.4627
AZIN1	3381.3438	AZIN1	5251.1869
B2M	46531.0936	B2M	23648.2521
B3GALNT1	681.9157	B3GALNT1	463.0988
B3GALNT2	1091.4403	B3GALNT2	624.2426
removed	removed	B3GALT1	39.2749
B3GALT2	6.0758	B3GALT2	16.4005
B3GALT4	91.8513	B3GALT4	117.8248
B3GALT5	52.8949	B3GALT5	181.2689
B3GALT6	653.6812	B3GALT6	467.8464
B3GALTL	212.6519	B3GALTL	361.6746
B3GAT1	34.3102	B3GAT1	54.8123
removed	removed	B3GAT2	18.6577
B3GAT3	953.5382	B3GAT3	445.4035
B3GNT1	432.8091	B3GNT1	549.4174
B3GNT2	930.3074	B3GNT2	1361.6746
B3GNT3	239.8142	B3GNT3	427.2767
B3GNT4	45.747	removed	removed
B3GNT5	329.1637	B3GNT5	365.9905
B3GNT7	261.9728	B3GNT7	62.1493
B3GNT8	54.6819	B3GNT8	35.3906
B3GNT9	298.3345	B3GNT9	213.3535
B3GNTL1	80.2323	B3GNTL1	72.3392
B4GALNT1	61.3867	B4GALNT1	18.7959
B4GALNT2	15.0107	removed	removed
B4GALNT3	399.2137	B4GALNT3	157.9629
B4GALNT4	201.9299	B4GALNT4	249.4605
B4GALT1	5720.1573	B4GALT1	7209.754
B4GALT2	961.401	B4GALT2	633.1463
B4GALT3	2654.7534	B4GALT3	686.2322
B4GALT4	618.6562	B4GALT4	411.3077
B4GALT5	6398.1415	B4GALT5	2011.2214
B4GALT6	50.0357	B4GALT6	139.836
B4GALT7	456.3974	B4GALT7	318.5153
B9D1	110.3288	B9D1	136.8148
B9D2	102.9307	B9D2	57.6953
BAALC	879.5568	BAALC	31.9379
BACE1	1058.6133	BACE1	1214.5015
BACE2	2650.4646	BACE2	1390.1597
BACH1	1534.3102	BACH1	1273.6297
BACH2	147.248	BACH2	458.7829
BAD	827.6912	BAD	411.6487
BAG1	857.0658	BAG1	1256.366
BAG2	97.2123	BAG2	92.7924
BAG3	1008.2202	BAG3	956.4091
BAG4	132.9521	BAG4	223.565
BAG5	1390.6362	BAG5	1875.2697
BAGE2	5.4503	BAGE2	9.8576
BAHCC1	486.7763	BAHCC1	583.0816
BAHD1	817.0122	BAHD1	692.7061
BAI1	18.9421	BAI1	48.77
BAI2	571.837	BAI2	176.5214
removed	removed	BAI3	7.3371
BAIAP2L1	768.0486	BAIAP2L1	544.2382
removed	removed	BAIAP2L2	9.495
BAIAP2	862.7591	BAIAP2	979.2447
BAIAP3	373.2916	BAIAP3	210.7898
BAK1	462.4732	BAK1	218.8174
BAMBI	674.4103	BAMBI	797.1515
BANF1	2130.4503	BANF1	1446.2667
BANK1	186.5618	BANK1	22.4428
BANP	241.2437	BANP	279.2404
BAP1	1634.7391	BAP1	1552.0069
BARD1	272.6948	BARD1	91.066
BARX2	200.5004	BARX2	1253.7764
BASP1	621.8728	BASP1	224.4281
BAT1	4202.2873	BAT1	6512.3004
BAT2L1	5178.4417	BAT2L1	7717.7687
BAT2L2	7154.396	BAT2L2	6413.0341
BAT2	6219.0851	BAT2	6207.1644
BAT3	3798.0701	BAT3	3469.5727
BAT4	257.6876	BAT4	341.3897
BAT5	1319.1565	BAT5	734.5706
BATF2	75.0536	BATF2	56.107
BATF3	38.9564	BATF3	8.2003
BATF	186.9192	BATF	260.2503
BAX	490.7076	BAX	261.1135
BAZ1A	1440.6719	BAZ1A	1517.4795
BAZ1B	2376.3402	BAZ1B	2536.9012
BAZ2A	2382.1408	BAZ2A	3448.6923
BAZ2B	847.4053	BAZ2B	1810.1036
BBC3	145.461	BBC3	112.6457
BBOX1	89.3495	BBOX1	608.1139
BBS10	385.2752	BBS10	776.0035
BBS12	129.3781	BBS12	183.4268
BBS1	705.1072	BBS1	1256.7976
BBS2	790.9221	BBS2	1348.2952
BBS4	483.5597	BBS4	519.6375
BBS5	63.6133	BBS5	208.3945
BBS7	196.569	BBS7	364.2641
BBS9	352.752	BBS9	363.4009
BBX	2262.6876	BBX	2667.6737
BCAM	1909.2209	BCAM	4655.1575
removed	removed	BCAN	14.6741
BCAP29	1481.0579	BCAP29	960.2935
BCAP31	8491.4224	BCAP31	2915.8394
BCAR1	1542.8878	BCAR1	798.8779
BCAR3	308.0701	BCAR3	781.1826
BCAS1	173.6955	BCAS1	56.107
BCAS2	1127.3016	BCAS2	655.1446
