gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
C9orf123	511.6567	C9orf123	845.5825
C9orf125	18.3532	C9orf125	364.9393
C9orf128	30.506	removed	removed
C9orf129	157.066	C9orf129	84.2401
C9orf130	81.7336	C9orf130	123.95
C9orf140	106.3988	C9orf140	6.9912
C9orf142	185.5159	C9orf142	132.8323
C9orf150	128.4722	C9orf150	357.5985
C9orf152	421.627	removed	removed
C9orf156	346.2302	C9orf156	346.0631
C9orf163	22.8175	removed	removed
C9orf167	59.5238	C9orf167	188.0626
C9orf169	14.1295	removed	removed
C9orf16	210.3175	C9orf16	439.7448
C9orf171	29.2659	removed	removed
C9orf172	20.3373	removed	removed
C9orf21	74.1567	C9orf21	264.2664
C9orf23	253.4722	C9orf23	225.1158
C9orf24	7.1925	C9orf24	11.885
C9orf25	259.4246	C9orf25	563.8382
C9orf30	298.9435	C9orf30	198.378
C9orf37	112.5992	C9orf37	115.0048
C9orf3	514.8016	C9orf3	442.1812
C9orf40	66.4683	C9orf40	109.4119
C9orf41	219.7396	C9orf41	141.2182
C9orf43	6.9444	C9orf43	8.739
C9orf45	114.5833	C9orf45	123.0447
C9orf46	284.9702	C9orf46	359.6959
C9orf47	14.4544	C9orf47	8.3964
C9orf50	9.6726	removed	removed
C9orf5	2493.5516	C9orf5	5616.0098
C9orf64	595.2381	C9orf64	480.2936
C9orf66	19.0972	C9orf66	32.1979
C9orf68	51.5873	C9orf68	22.0222
C9orf69	549.1071	C9orf69	625.71
C9orf6	437.5	C9orf6	398.4969
C9orf72	259.4246	C9orf72	335.2268
C9orf78	1101.6865	C9orf78	1378.6594
C9orf7	1062.004	C9orf7	150.6598
C9orf80	236.1111	C9orf80	189.8104
C9orf82	267.8571	C9orf82	233.5052
C9orf84	18.3532	removed	removed
C9orf85	93.502	C9orf85	173.3811
C9orf86	1136.1607	C9orf86	1592.9389
C9orf89	288.1944	C9orf89	127.9385
C9orf91	1801.5873	C9orf91	1017.9149
C9orf93	121.5278	C9orf93	96.8278
C9orf95	159.9702	C9orf95	666.958
C9orf96	8.4325	C9orf96	11.5354
C9orf98	226.379	C9orf98	15.3806
C9orf9	221.5377	C9orf9	152.4076
CA11	331.5947	CA11	41.947
CA12	35738.3433	CA12	247.138
CA13	43.6508	CA13	24.5041
CA2	529.2659	CA2	92.6331
removed	removed	CA3	726.6975
removed	removed	CA4	1004.9812
CA5BP	158.2341	CA5BP	121.996
CA5B	219.4097	CA5B	445.925
CA8	185.5159	CA8	126.5402
CA9	293.244	removed	removed
CAB39L	133.9286	CAB39L	1739.7536
CAB39	2055.0595	CAB39	2594.075
CABC1	1035.7366	CABC1	5624.1405
CABIN1	1073.9087	CABIN1	943.4589
CABLES1	1676.5873	CABLES1	1700.603
CABLES2	505.9524	CABLES2	63.9692
removed	removed	CABP1	57.3276
CABP4	13.2217	CABP4	9.3367
CABYR	81.3492	CABYR	18.1771
CACHD1	96.2302	CACHD1	1653.7621
removed	removed	CACNA1A	22.0222
CACNA1C	145.8333	CACNA1C	193.6555
CACNA1D	273.8095	CACNA1D	5.5929
CACNA1E	6.9444	removed	removed
CACNA1F	51.5873	removed	removed
CACNA1G	16.8651	CACNA1G	5.2434
CACNA1H	8955.5357	CACNA1H	155.5536
CACNA1I	25.5456	removed	removed
CACNA2D1	76.6369	CACNA2D1	834.7461
CACNA2D2	29.2659	CACNA2D2	33.2081
removed	removed	CACNA2D3	11.885
CACNA2D4	44.3948	CACNA2D4	121.2969
CACNB1	44.8909	CACNB1	43.3453
CACNB2	8.4325	CACNB2	20.2744
CACNB3	1168.6508	CACNB3	125.8411
CACNB4	11.4087	CACNB4	60.8232
CACNG4	429.5635	removed	removed
CACNG6	119.2956	removed	removed
CACYBP	3838.2937	CACYBP	1273.4423
CADM1	2235.119	CADM1	381.3685
CADM2	19.3452	CADM2	248.1867
CADM3	6.4484	CADM3	412.8673
CADM4	527.2817	CADM4	132.1332
CADPS2	256.9444	CADPS2	607.8825
CADPS	44.6429	removed	removed
CAD	1165.6746	CAD	746.3078
CALB2	130.9524	CALB2	4548.4576
CALCOCO1	1874.504	CALCOCO1	4670.8031
CALCOCO2	2626.9841	CALCOCO2	4963.0342
CALCRL	203.125	CALCRL	2105.0424
CALD1	4147.8175	CALD1	9575.8105
CALHM2	334.5734	CALHM2	846.6311
CALM1	11234.871	CALM1	18864.2838
CALM2	12288.1944	CALM2	11316.9623
CALM3	3447.6687	CALM3	4000.3496
CALML4	473.7103	CALML4	247.8371
CALML5	278.7698	removed	removed
CALR	8688.4921	CALR	10760.1154
CALU	6867.5595	CALU	5771.913
CAMK1D	416.6667	CAMK1D	155.9032
CAMK1	176.2624	CAMK1	1256.9571
CAMK2A	12.4008	removed	removed
CAMK2B	125.9921	removed	removed
CAMK2D	1292.9067	CAMK2D	1274.491
CAMK2G	631.4484	CAMK2G	1135.7162
CAMK2N1	568.4524	CAMK2N1	263.2177
CAMK2N2	87.0536	removed	removed
CAMK4	6.6964	CAMK4	9.7876
CAMKK1	338.0456	CAMKK1	125.8411
CAMKK2	2070.6845	CAMKK2	2618.1945
CAMLG	664.4345	CAMLG	943.8084
CAMP	9.6726	removed	removed
CAMSAP1L1	3331.8452	CAMSAP1L1	1631.7399
CAMSAP1	1525.0496	CAMSAP1	1110.8975
CAMTA1	314.7321	CAMTA1	395.7004
CAMTA2	775.2976	CAMTA2	1492.266
CAND1	5294.6429	CAND1	2473.1277
CAND2	63.244	CAND2	94.7304
CANT1	2181.2996	CANT1	765.5335
CANX	37514.881	CANX	15321.8562
CAP1	5040.6746	CAP1	7507.1223
CAP2	780.506	CAP2	1805.8202
CAPG	1890.377	CAPG	892.0738
CAPN10	112.1652	CAPN10	120.3426
removed	removed	CAPN11	58.0267
CAPN12	54.7644	CAPN12	34.2533
CAPN13	574.1567	removed	removed
CAPN14	19.5933	removed	removed
CAPN1	2408.7302	CAPN1	2320.3705
CAPN2	10730.9028	CAPN2	9004.2821
CAPN3	12.629	CAPN3	107.5417
CAPN5	72.1726	CAPN5	279.9965
removed	removed	CAPN6	447.4351
CAPN7	1182.0437	CAPN7	1098.3134
CAPN8	189.9802	removed	removed
CAPN9	398.3135	removed	removed
CAPNS1	4247.5198	CAPNS1	8843.1355
CAPRIN1	12345.4861	CAPRIN1	5833.4353
CAPRIN2	205.8532	CAPRIN2	453.7272
CAPS2	108.3829	CAPS2	76.5534
CAPSL	402.2817	removed	removed
CAPS	292.4107	CAPS	60.8232
CAPZA1	2596.2302	CAPZA1	2758.3676
CAPZA2	1566.7163	CAPZA2	3479.5071
CAPZB	2515.625	CAPZB	4279.9965
CARD10	543.8988	CARD10	335.2268
CARD11	17.3611	CARD11	24.4691
CARD14	441.9643	removed	removed
CARD16	15.377	CARD16	189.1112
CARD6	67.7083	CARD6	790.0026
CARD8	373.2639	CARD8	1298.9601
CARD9	8.9286	CARD9	16.0797
CARHSP1	3537.7753	CARHSP1	1727.8336
CARKD	1085.8135	CARKD	985.0564
CARM1	699.9008	CARM1	748.4051
CARNS1	15.625	CARNS1	26.2169
CARS2	569.2659	CARS2	762.5658
CARS	776.7832	CARS	1387.748
CASC1	441.2202	CASC1	10.1372
CASC2	189.2361	CASC2	52.4338
CASC3	3232.6389	CASC3	3321.8562
CASC4	1646.5774	CASC4	3094.2935
CASC5	176.8353	CASC5	26.2169
CASD1	1292.1627	CASD1	603.3383
CASKIN1	166.0045	removed	removed
CASKIN2	525.7391	CASKIN2	1147.325
CASK	1088.0456	CASK	781.6132
CASP10	40.9226	CASP10	600.8914
removed	removed	CASP12	5.5929
CASP14	65.4762	removed	removed
CASP1	255.9524	CASP1	476.798
CASP2	697.1726	CASP2	533.077
CASP3	1071.1806	CASP3	490.0813
CASP4	413.9385	CASP4	783.7106
CASP6	542.4107	CASP6	204.8414
CASP7	1390.377	CASP7	659.6172
CASP8AP2	928.3234	CASP8AP2	552.6523
CASP8	712.7976	CASP8	584.1126
CASP9	191.9643	CASP9	209.7352
CASQ1	6.4484	CASQ1	8.739
removed	removed	CASQ2	1249.6723
CASS4	6.2004	CASS4	35.655
CAST	6903.0531	CAST	9790.527
CASZ1	838.7897	CASZ1	137.3766
CATSPER2P1	20.6721	CATSPER2P1	21.4349
CATSPER2	12.6488	CATSPER2	23.0709
removed	removed	CATSPER3	5.9425
CATSPERB	118.5516	removed	removed
CATSPERG	47.371	CATSPERG	8.0398
CAT	2079.8611	CAT	20276.5009
CAV1	514.1369	CAV1	57169.2738
CAV2	163.9385	CAV2	11525.9984
CBARA1	1601.9345	CBARA1	1585.5982
CBFA2T2	1031.498	CBFA2T2	571.5284
CBFA2T3	447.1726	CBFA2T3	201.6954
removed	removed	CBFB	480.6432
CBLB	409.9702	CBLB	579.5683
CBLC	236.3591	removed	removed
CBLL1	1112.3512	CBLL1	631.303
CBLN1	23.8095	CBLN1	154.1554
CBLN2	65.2282	removed	removed
CBLN3	83.3333	CBLN3	155.9032
CBLN4	11.1607	removed	removed
CBL	1407.7381	CBL	1498.5581
CBR1	859.9281	CBR1	819.5683
CBR3	234.127	CBR3	366.32
CBR4	261.4087	CBR4	410.7315
CBS	258.4325	CBS	61.1728
CBWD1	1093.254	CBWD1	499.5194
CBWD2	508.4325	CBWD2	584.1126
CBWD3	816.9494	CBWD3	205.2923
CBWD5	12.9117	removed	removed
CBWD6	141.121	CBWD6	62.2214
CBX1	3105.4067	CBX1	1090.2735
CBX2	213.5417	CBX2	80.0489
CBX3	6743.3036	CBX3	2178.1001
CBX4	1236.8552	CBX4	158.3501
CBX5	7885.1687	CBX5	2429.4328
CBX6	242.5595	CBX6	543.2142
CBX7	631.4484	CBX7	1965.918
CBX8	146.8254	CBX8	46.4913
CBY1	505.8358	CBY1	753.5192
CC2D1A	467.0139	CC2D1A	551.9532
CC2D1B	426.8353	CC2D1B	828.8036
CC2D2A	394.8413	CC2D2A	589.0064
removed	removed	CC2D2B	5.5929
CCAR1	2002.2321	CCAR1	944.5076
CCBE1	9.4246	CCBE1	74.1064
CCBL1	36.4583	CCBL1	57.3276
CCBL2	465.0248	CCBL2	709.2056
CCBP2	125.744	CCBP2	132.8323
CCDC101	316.4683	CCDC101	238.0495
CCDC102A	103.9187	CCDC102A	124.0933
CCDC102B	28.0258	CCDC102B	123.7438
CCDC103	368.5516	CCDC103	43.6948
CCDC104	1068.4524	CCDC104	498.8202
CCDC106	186.0119	CCDC106	260.4212
CCDC107	157.4008	CCDC107	1244.38
CCDC108	71.6766	removed	removed
CCDC109A	465.5258	CCDC109A	549.1567
CCDC109B	315.9722	CCDC109B	227.2131
CCDC110	55.0595	CCDC110	13.2832
CCDC111	270.8011	CCDC111	301.3266
CCDC112	100.1984	CCDC112	133.5314
CCDC113	800.8433	CCDC113	268.4611
CCDC114	93.006	removed	removed
CCDC115	803.5714	CCDC115	879.8392
CCDC117	1398.8095	CCDC117	736.8697
CCDC11	124.256	removed	removed
CCDC120	420.6349	CCDC120	66.4161
CCDC121	151.0417	CCDC121	191.9077
CCDC122	38.1944	CCDC122	75.1551
CCDC123	525.7937	CCDC123	333.479
CCDC124	406.002	CCDC124	684.4359
CCDC125	1077.1329	CCDC125	286.6381
CCDC126	92.5099	CCDC126	190.1599
CCDC127	787.4504	CCDC127	497.7716
CCDC12	382.6885	CCDC12	400.2447
CCDC130	154.5139	CCDC130	230.3592
CCDC132	738.8393	CCDC132	522.5902
CCDC134	76.8849	CCDC134	31.4603
CCDC135	192.9563	removed	removed
CCDC136	14.3849	CCDC136	27.2656
CCDC137	306.2996	CCDC137	241.545
CCDC138	71.6766	CCDC138	18.1771
CCDC13	47.8671	CCDC13	5.9425
removed	removed	CCDC141	54.1816
CCDC142	223.4077	CCDC142	82.4958
CCDC144A	47.7778	CCDC144A	85.572
CCDC144B	63.244	CCDC144B	117.2525
removed	removed	CCDC144C	7.3407
removed	removed	CCDC144NL	12.5841
CCDC146	463.2937	CCDC146	285.939
CCDC147	77.1329	CCDC147	39.1506
CCDC148	34.4742	removed	removed
CCDC149	664.1865	CCDC149	428.2094
CCDC14	1065.9722	CCDC14	482.7405
CCDC150	8.1845	CCDC150	6.9912
CCDC151	48.6111	removed	removed
CCDC152	12.3859	CCDC152	273.0578
CCDC153	65.2282	CCDC153	19.2257
CCDC154	14.6329	removed	removed
CCDC157	50.8929	removed	removed
CCDC158	5.2083	CCDC158	40.8984
CCDC159	145.3373	CCDC159	100.3233
CCDC15	148.8095	CCDC15	74.8056
CCDC160	215.2778	removed	removed
CCDC17	10.9127	CCDC17	21.3231
CCDC18	36.2202	CCDC18	84.9498
CCDC19	1176.8353	CCDC19	10.8363
CCDC21	607.3909	CCDC21	118.85
CCDC22	336.5154	CCDC22	356.8889
CCDC23	119.7917	CCDC23	451.2803
CCDC24	194.8512	CCDC24	29.7125
CCDC25	1512.4008	CCDC25	1323.0796
CCDC28A	559.5238	CCDC28A	471.9042
CCDC28B	32.4901	CCDC28B	32.8585
CCDC30	151.5377	CCDC30	38.801
CCDC33	7.6885	removed	removed
CCDC34	219.494	CCDC34	131.7836
CCDC36	10.4167	CCDC36	138.4252
CCDC39	173.3631	CCDC39	14.3144
CCDC3	52.5794	CCDC3	9470.5934
CCDC40	426.0913	CCDC40	41.947
CCDC41	293.4028	CCDC41	113.257
CCDC42B	34.8438	removed	removed
CCDC43	780.0099	CCDC43	324.74
CCDC45	462.3016	CCDC45	281.0452
CCDC46	64.2361	CCDC46	735.7197
CCDC47	3358.3829	CCDC47	2669.2301
CCDC48	19.3452	CCDC48	30.062
CCDC50	1140.377	CCDC50	5023.8574
CCDC51	411.7063	CCDC51	269.8593
CCDC52	1083.0853	CCDC52	186.6643
CCDC53	283.7302	CCDC53	484.4883
CCDC55	1121.0317	CCDC55	923.534
CCDC56	887.4926	CCDC56	665.3815
CCDC57	357.1429	CCDC57	162.8943
CCDC58	231.3988	CCDC58	138.4252
CCDC59	483.879	CCDC59	396.3995
CCDC61	127.7282	CCDC61	112.5579
CCDC64B	587.7976	removed	removed
CCDC64	428.0754	CCDC64	5.2434
CCDC65	196.9246	removed	removed
CCDC66	389.0898	CCDC66	231.8273
removed	removed	CCDC68	86.341
CCDC69	153.7698	CCDC69	11933.2343
CCDC6	2807.5397	CCDC6	1340.5575
CCDC71	713.7897	CCDC71	313.9037
CCDC72	1044.1468	CCDC72	1166.4773
CCDC73	12.6786	CCDC73	26.6469
CCDC74A	1155.2579	CCDC74A	30.7612
CCDC74B	220.2381	CCDC74B	15.031
CCDC75	93.75	CCDC75	414.227
CCDC76	138.1225	CCDC76	187.6361
CCDC77	173.3631	CCDC77	146.1155
CCDC78	339.5337	removed	removed
CCDC7	47.9638	CCDC7	39.0177
CCDC80	1677.5794	CCDC80	27777.6807
CCDC81	5.2083	CCDC81	5.2434
CCDC82	93.502	CCDC82	836.1444
CCDC84	112.1032	CCDC84	82.1463
CCDC85A	35.4439	CCDC85A	593.4178
CCDC85B	107.8869	CCDC85B	171.6333
CCDC85C	1054.2287	CCDC85C	228.503
CCDC86	373.0159	CCDC86	449.1584
CCDC87	102.1825	CCDC87	5.9425
CCDC88A	270.3373	CCDC88A	1146.5525
CCDC88B	48.6111	CCDC88B	80.3985
CCDC88C	898.0655	CCDC88C	485.8866
CCDC89	16.369	CCDC89	18.8762
CCDC8	174.8512	CCDC8	134.9297
CCDC90A	320.6845	CCDC90A	688.6306
CCDC90B	412.1825	CCDC90B	793.4737
CCDC91	453.869	CCDC91	593.5506
CCDC92	729.9107	CCDC92	2074.6308
CCDC93	848.7103	CCDC93	1318.5353
CCDC94	187.5	CCDC94	280.3461
CCDC96	170.6349	CCDC96	34.9559
CCDC97	810.0198	CCDC97	650.1791
CCDC99	407.2421	CCDC99	123.0447
CCDC9	261.6567	CCDC9	260.0717
CCHCR1	564.4841	CCHCR1	239.0981
CCIN	9.1766	CCIN	6.9912
CCKBR	11.9048	removed	removed
CCL11	19.0972	removed	removed
removed	removed	CCL13	157.3014
CCL14	10.4167	CCL14	2394.7566
CCL15	9.1766	removed	removed
removed	removed	CCL16	11.885
removed	removed	CCL18	152.4076
removed	removed	CCL19	145.0669
removed	removed	CCL21	151.0094
CCL22	164.4345	CCL22	30.062
removed	removed	CCL23	12.5841
removed	removed	CCL24	5.5929
CCL25	12.8968	removed	removed
CCL28	47.619	CCL28	26.5665
CCL2	102.4306	CCL2	521.8911
CCL3L1	9.6726	CCL3L1	8.2426
removed	removed	CCL3L3	7.138
CCL3	45.1389	CCL3	127.9385
CCL4L2	16.8651	CCL4L2	34.9559
CCL4	21.0813	CCL4	96.1286
CCL5	37.9464	CCL5	338.7224
removed	removed	CCL8	233.8548
CCM2	484.375	CCM2	1127.6763
CCNA2	471.4583	CCNA2	35.1027
CCNB1IP1	409.2262	CCNB1IP1	339.0719
CCNB1	982.3909	CCNB1	93.6817
CCNB2	345.4861	CCNB2	16.7788
CCNB3	39.9306	CCNB3	36.7037
CCNC	1284.2262	CCNC	1129.4241
CCND1	3245.248	CCND1	4989.674
CCND2	329.1171	CCND2	1840.776
CCND3	875.248	CCND3	1069.9991
CCNDBP1	379.9603	CCNDBP1	1744.9969
CCNE1	157.2421	CCNE1	26.916
CCNE2	861.6047	CCNE2	28.3143
CCNF	1154.0179	CCNF	124.0933
CCNG1	1698.1647	CCNG1	3584.7243
CCNG2	2134.4246	CCNG2	1691.864
CCNH	540.1141	CCNH	898.9636
CCNI2	46.7808	removed	removed
CCNI	7721.9742	CCNI	5643.2754
CCNJL	218.75	CCNJL	29.3629
CCNJ	200.8929	CCNJ	124.4429
CCNK	1044.4816	CCNK	699.5753
CCNL1	1295.1389	CCNL1	791.4009
CCNL2	657.4901	CCNL2	1236.3891
CCNO	530.0099	removed	removed
CCNT1	368.0556	CCNT1	264.9655
CCNT2	802.5794	CCNT2	706.4581
CCNYL1	339.7817	CCNYL1	888.5782
CCNY	1904.2659	CCNY	2582.19
CCPG1	2935.9821	CCPG1	4139.792
removed	removed	CCR10	29.0134
CCR1	104.9107	CCR1	281.3947
removed	removed	CCR2	44.394
CCR4	18.3532	removed	removed
CCR5	40.4266	CCR5	66.0666
CCR6	16.4335	CCR6	12.0738
CCR7	19.8413	CCR7	24.1195
CCRL1	28.0258	CCRL1	224.4167
CCRL2	19.3452	CCRL2	139.8235
CCRN4L	123.7599	CCRN4L	125.142
CCS	313.244	CCS	335.5763
CCT2	3488.5913	CCT2	1777.1563
CCT3	12606.1508	CCT3	3227.4753
CCT4	3806.0516	CCT4	2695.0974
CCT5	4500.248	CCT5	3677.3573
CCT6A	4622.2718	CCT6A	2550.7297
CCT6B	64.7321	CCT6B	91.5844
CCT6P1	105.1587	CCT6P1	51.0356
CCT7	3591.5179	CCT7	3419.7326
CCT8	3634.6726	CCT8	2501.4419
CD101	10.1687	CD101	15.3806
CD109	986.0938	CD109	1879.57
CD14	1272.8175	CD14	2570.6545
CD151	3530.0099	CD151	15354.7147
removed	removed	CD160	24.4691
CD163L1	61.756	CD163L1	414.9262
CD163	378.4722	CD163	2660.4911
CD164L2	14.6329	removed	removed
CD164	11795.1389	CD164	18451.8046
CD180	37.9464	CD180	82.1463
CD19	15.129	removed	removed
removed	removed	CD1C	56.6285
CD1D	8.9286	CD1D	45.0931
removed	removed	CD1E	6.6416
removed	removed	CD200R1	94.3808
CD200	79.8611	CD200	515.2495
CD209	20.0893	CD209	1220.6589
removed	removed	CD226	23.4204
CD22	435.2679	CD22	16.0797
removed	removed	CD244	28.6638
removed	removed	CD247	85.2923
CD248	891.369	CD248	6195.5781
CD24	15096.4782	CD24	169.1864
CD274	9.6726	CD274	16.7788
CD276	2550.0992	CD276	1591.8902
removed	removed	CD27	6.8583
CD28	36.7063	CD28	126.1907
CD2AP	2000	CD2AP	968.2775
CD2BP2	2633.6806	CD2BP2	1195.1411
CD2	6.9444	CD2	70.2613
CD300A	126.7361	CD300A	131.4341
CD300C	19.0972	CD300C	31.8098
removed	removed	CD300E	9.0885
CD300LB	13.8889	CD300LB	24.1195
CD300LF	12.1528	CD300LF	28.3143
removed	removed	CD300LG	5353.1417
CD302	1161.756	CD302	3657.0829
CD320	144.3452	CD320	1058.4637
CD33	35.4663	CD33	185.2661
CD34	442.2123	CD34	10653.8495
CD36	706.5972	CD36	111904.9235
CD37	60.2679	CD37	138.7748
removed	removed	CD38	55.9294
removed	removed	CD3D	25.8673
CD3EAP	419.4916	CD3EAP	220.222
removed	removed	CD3E	66.7657
removed	removed	CD3G	9.0885
removed	removed	CD40LG	5.2434
CD40	55.5556	CD40	498.1211
CD44	7997.0238	CD44	4872.1489
CD46	11476.1905	CD46	7653.9369
CD47	3316.2202	CD47	1577.9079
CD48	26.7857	CD48	127.9385
CD4	394.3452	CD4	1791.8378
CD52	66.7163	CD52	197.1511
CD53	197.9167	CD53	590.4046
CD55	2008.4325	CD55	1918.378
CD58	157.2421	CD58	361.0941
CD59	11947.1726	CD59	20097.8764
removed	removed	CD5	19.5753
CD63	10961.0615	CD63	17726.4703
CD68	2340.0298	CD68	3405.0511
CD69	7.4405	CD69	32.509
CD6	8.6806	CD6	36.0045
removed	removed	CD70	17.1284
CD72	30.754	CD72	33.9072
CD74	25451.3889	CD74	28141.5713
removed	removed	CD79A	13.6328
removed	removed	CD79B	59.425
CD7	8.1845	CD7	26.5665
CD80	7.6885	removed	removed
CD81	5913.1944	CD81	24586.5595
CD82	1193.4524	CD82	621.1658
CD83	190.7242	CD83	244.6911
CD84	73.4127	CD84	130.3854
CD86	74.1567	CD86	177.5758
CD8A	8.4325	CD8A	40.5488
removed	removed	CD8B	8.739
CD93	856.1508	CD93	8845.2329
removed	removed	CD96	149.9607
CD97	85.5655	CD97	1164.7295
CD99L2	1131.4484	CD99L2	4753.6485
CD99	2018.8492	CD99	3460.2814
CD9	5618.0556	CD9	1161.9331
CDADC1	53.0754	CDADC1	353.7534
CDAN1	404.7619	CDAN1	242.2442
CDA	8.9286	CDA	29.7125
CDC123	809.4792	CDC123	939.3131
CDC14A	48.1151	CDC14A	107.3145
CDC14B	210.3175	CDC14B	1641.8771
removed	removed	CDC14C	34.6063
CDC16	1312.748	CDC16	2016.9536
CDC20B	648.5615	removed	removed
CDC20	176.8353	CDC20	14.6815
CDC23	932.5397	CDC23	796.2947
CDC25A	119.2956	CDC25A	10.4868
CDC25B	797.123	CDC25B	427.8598
CDC25C	91.2798	removed	removed
CDC26	91.5179	CDC26	142.1061
CDC27	1375.9921	CDC27	2110.2858
CDC34	360.8631	CDC34	531.3292
CDC37L1	528.5218	CDC37L1	562.0904
CDC37	1314.4841	CDC37	3059.3376
CDC40	787.4504	CDC40	682.3385
CDC42BPA	3639.3849	CDC42BPA	3739.9283
CDC42BPB	4730.9028	CDC42BPB	5794.2847
CDC42BPG	707.8373	CDC42BPG	6.6416
CDC42EP1	553.8194	CDC42EP1	1372.0178
CDC42EP2	179.0675	CDC42EP2	1377.9603
CDC42EP3	135.6647	CDC42EP3	665.2102
CDC42EP4	1214.0377	CDC42EP4	2500.0437
CDC42EP5	18.3532	CDC42EP5	76.5534
CDC42SE1	3856.4484	CDC42SE1	1285.1245
CDC42SE2	1839.0377	CDC42SE2	1081.185
CDC42	4174.8512	CDC42	6424.1895
CDC45	75.8929	removed	removed
CDC5L	1526.0417	CDC5L	1018.614
CDC6	342.0139	CDC6	35.655
CDC73	2011.6567	CDC73	1451.0181
CDC7	267.3611	CDC7	13.9823
CDCA2	358.631	CDCA2	10.8363
CDCA3	178.8442	CDCA3	9.466
CDCA4	606.3988	CDCA4	93.3322
CDCA5	296.379	CDCA5	39.1506
CDCA7L	1128.9534	CDCA7L	254.7968
CDCA7	323.4127	CDCA7	11.885
CDCA8	220.4861	CDCA8	25.5178
CDCP1	1812.5	CDCP1	30.062
CDH11	3115.8234	CDH11	997.2909
CDH12	40.6746	removed	removed
CDH13	209.3254	CDH13	1601.6779
removed	removed	CDH19	27.9647
CDH1	19754.9603	CDH1	46.1417
removed	removed	CDH20	140.8721
CDH23	80.1091	CDH23	895.5204
CDH24	219.246	CDH24	104.518
CDH26	7.6885	CDH26	18.8762
CDH2	116.5675	removed	removed
CDH3	837.7976	removed	removed
CDH5	283.9782	CDH5	7481.954
CDH6	39.9306	CDH6	225.8149
removed	removed	CDHR1	5.2434
CDHR2	17.8571	removed	removed
CDHR3	572.6736	CDHR3	52.1052
CDHR4	308.7798	removed	removed
CDIPT	3198.6607	CDIPT	2256.7509
CDK10	528.5218	CDK10	518.7451
CDK11A	152.0635	CDK11A	410.5846
CDK11B	486.5774	CDK11B	934.5172
CDK12	2282.9861	CDK12	1186.7517
CDK13	1575.3968	CDK13	979.1139
CDK14	378.7202	CDK14	965.8306
CDK15	14.3849	CDK15	11.1859
CDK16	2206.8452	CDK16	2025.343
CDK17	723.2143	CDK17	660.6659
CDK18	252.9762	CDK18	79.3498
CDK19	1709.3452	CDK19	754.6238
CDK1	544.3948	CDK1	73.4073
CDK20	315.2282	CDK20	64.3188
CDK2AP1	3013.6409	CDK2AP1	2502.8402
CDK2AP2	493.7996	CDK2AP2	583.0639
CDK2	1465.5258	CDK2	242.2442
CDK3	46.2426	CDK3	101.5678
CDK4	2582.8373	CDK4	1427.5977
CDK5R1	85.3175	CDK5R1	29.0134
CDK5RAP1	604.6627	CDK5RAP1	390.8066
CDK5RAP2	1489.5833	CDK5RAP2	1500.3059
CDK5RAP3	1953.869	CDK5RAP3	1008.4768
CDK5	169.1468	CDK5	118.85
CDK6	285.2183	CDK6	895.9189
CDK7	625.496	CDK7	266.3637
CDK8	171.379	CDK8	218.4742
CDK9	1091.7659	CDK9	841.0382
CDKAL1	276.7857	CDKAL1	284.1912
CDKL1	5.4563	CDKL1	40.5488
CDKL3	87.0114	CDKL3	46.5892
CDKL5	91.7659	CDKL5	95.08
CDKN1A	3857.6389	CDKN1A	1257.7121
CDKN1B	2078.869	CDKN1B	1491.2173
CDKN1C	100.4464	CDKN1C	2518.2207
CDKN2AIPNL	513.8889	CDKN2AIPNL	390.1075
CDKN2AIP	920.8829	CDKN2AIP	554.7496
CDKN2A	157.7381	CDKN2A	11.1859
CDKN2BAS	13.1448	removed	removed
CDKN2B	270.0893	CDKN2B	2430.4815
CDKN2C	370.5357	CDKN2C	2341.6936
CDKN2D	91.0218	CDKN2D	135.9783
CDKN3	197.4206	CDKN3	14.6815
CDNF	17.6091	CDNF	99.9738
CDO1	20.8333	CDO1	3840.6012
CDON	613.3433	CDON	1449.9694
CDR1	17.4107	CDR1	628.3912
CDR2L	585.3175	CDR2L	294.678
CDR2	1245.7837	CDR2	482.7405
removed	removed	CDRT1	7.8895
CDRT4	186.7659	CDRT4	172.6156
CDS1	2867.3115	CDS1	40.1992
CDS2	2497.7679	CDS2	1073.4947
CDSN	55.0595	removed	removed
CDT1	294.6429	CDT1	8.739
CDV3	4177.5794	CDV3	7464.1265
CDYL2	153.0258	CDYL2	108.3632
CDYL	741.3194	CDYL	720.4404
CEACAM19	28.7698	CEACAM19	34.6063
CEACAM1	1272.3214	CEACAM1	178.974
CEACAM21	8.1845	CEACAM21	29.3629
CEACAM5	1084.5734	removed	removed
CEACAM6	11825.1488	CEACAM6	12.9337
CEBPA	238.8393	CEBPA	12017.8275
CEBPB	1019.0972	CEBPB	1969.4136
CEBPD	214.7817	CEBPD	547.7585
CEBPG	837.3016	CEBPG	1727.519
CEBPZ	1172.371	CEBPZ	955.6934
CECR1	143.3532	CECR1	922.4854
CECR2	175.5952	CECR2	36.7037
removed	removed	CECR4	9.0885
CECR5	443.4524	CECR5	335.2268
CECR6	13.8889	CECR6	12.2346
CECR7	28.2738	CECR7	38.4515
CELF1	2305.3075	CELF1	1833.0857
CELF2	184.7718	CELF2	5423.403
removed	removed	CELF4	6.6416
