gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
CBS	103.9411	CBS	82.3283
CBWD1	752.7068	CBWD1	453.592
CBWD2	458.6401	CBWD2	682.7478
CBWD3	119.5323	CBWD3	325.6424
CBWD6	72.3257	CBWD6	95.9622
CBX1	1679.0819	CBX1	1676.9795
CBX2	1016.0243	CBX2	145.2543
CBX3	3895.1927	CBX3	2027.268
CBX4	444.7813	CBX4	434.1898
CBX5	3504.5474	CBX5	3991.6099
CBX6	602.4253	CBX6	896.172
CBX7	662.1914	CBX7	2695.8574
CBX8	107.4058	CBX8	113.7913
CBY1	793.2222	CBY1	480.1416
CC2D1A	449.9783	CC2D1A	911.9035
CC2D1B	788.6531	CC2D1B	850.0262
CC2D2A	401.9056	CC2D2A	438.9093
CCAR1	1916.414	CCAR1	1272.1552
CCBE1	20.7882	CCBE1	31.463
CCBL1	47.6397	CCBL1	102.7792
CCBL2	1170.1732	CCBL2	737.4515
CCBP2	998.7007	CCBP2	70.2674
CCDC101	156.3447	CCDC101	288.9355
CCDC102A	209.1815	CCDC102A	189.827
CCDC102B	122.5639	CCDC102B	61.8773
CCDC103	41.1434	CCDC103	198.7415
CCDC104	320.9181	CCDC104	664.3943
CCDC106	99.6102	CCDC106	209.7535
CCDC107	219.0645	CCDC107	333.0991
CCDC109A	739.7142	CCDC109A	377.032
CCDC109B	282.8064	CCDC109B	167.8028
CCDC110	63.6639	CCDC110	63.4504
CCDC111	189.7661	CCDC111	272.7268
CCDC112	334.777	CCDC112	183.5343
CCDC113	289.3027	CCDC113	260.0944
CCDC114	5.6301	CCDC114	32.5118
CCDC115	637.9385	CCDC115	892.5013
removed	removed	CCDC116	6.2926
CCDC117	1262.4513	CCDC117	982.1709
CCDC11	9.0948	CCDC11	28.8411
CCDC120	622.3473	CCDC120	426.8485
CCDC121	97.8779	CCDC121	187.205
CCDC122	30.7492	CCDC122	75.5113
CCDC123	709.8311	CCDC123	446.2507
CCDC124	523.6033	CCDC124	500.2622
CCDC125	263.7505	CCDC125	461.9822
CCDC126	175.8337	CCDC126	208.1804
CCDC127	223.0403	CCDC127	336.6544
CCDC12	341.7064	CCDC12	392.2391
CCDC130	163.2741	CCDC130	399.5805
CCDC132	401.4725	CCDC132	692.1867
CCDC134	132.5249	CCDC134	78.1332
CCDC136	20.3551	CCDC136	137.913
CCDC137	514.0754	CCDC137	309.3865
CCDC138	105.6735	CCDC138	51.914
removed	removed	CCDC13	7.3414
CCDC141	17.7566	CCDC141	9.4389
CCDC142	146.9857	CCDC142	169.9004
CCDC144A	16.1888	CCDC144A	46.2244
CCDC144B	24.2529	CCDC144B	61.7042
CCDC146	61.9316	CCDC146	160.9858
CCDC147	12.5595	CCDC147	11.5364
CCDC148	9.0948	CCDC148	35.1337
CCDC149	786.9207	CCDC149	784.4782
CCDC14	425.7254	CCDC14	1299.4232
CCDC150	17.7566	CCDC150	17.8291
removed	removed	CCDC151	5.7682
CCDC152	61.3339	CCDC152	98.259
removed	removed	CCDC154	8.9145
CCDC157	28.6098	CCDC157	36.3083
CCDC158	8.2287	CCDC158	81.8039
CCDC159	77.5227	CCDC159	166.7541
CCDC15	67.1286	CCDC15	90.7184
CCDC160	26.4184	CCDC160	25.6948
CCDC163P	13.8588	CCDC163P	40.9019
removed	removed	CCDC17	10.4877
CCDC18	116.9467	CCDC18	41.9612
CCDC19	28.1507	CCDC19	8.9145
CCDC21	534.8636	CCDC21	327.7399
CCDC22	464.7293	CCDC22	440.0839
CCDC23	282.8064	CCDC23	263.7651
CCDC24	58.8263	CCDC24	161.5889
CCDC25	560.4158	CCDC25	948.6104
CCDC28A	187.5271	CCDC28A	390.666
CCDC28B	46.3404	CCDC28B	49.2921
CCDC30	26.8515	CCDC30	110.1206
CCDC34	114.7683	CCDC34	233.8752
CCDC36	7.7956	CCDC36	26.2192
CCDC39	8.2287	CCDC39	34.6093
CCDC3	742.7458	CCDC3	898.7939
CCDC40	72.3257	CCDC40	112.2181
CCDC41	210.9138	CCDC41	223.9119
removed	removed	CCDC42B	5.0865
CCDC43	336.0762	CCDC43	372.8369
CCDC45	310.524	CCDC45	652.8579
CCDC46	165.0065	CCDC46	273.204
CCDC47	3188.8263	CCDC47	3087.5721
CCDC48	30.7492	CCDC48	54.5359
CCDC50	1548.7224	CCDC50	2775.0393
CCDC51	227.3712	CCDC51	184.0587
CCDC52	279.3417	CCDC52	513.3718
CCDC53	211.78	CCDC53	339.2764
CCDC55	675.6172	CCDC55	701.1012
CCDC56	322.2174	CCDC56	639.4232
CCDC57	230.8359	CCDC57	746.1982
CCDC58	152.88	CCDC58	116.4132
CCDC59	332.1784	CCDC59	359.7273
CCDC61	93.547	CCDC61	108.5475
removed	removed	CCDC62	5.2438
CCDC64B	317.0204	CCDC64B	448.3482
CCDC64	96.5786	CCDC64	80.7551
CCDC65	9.5279	CCDC65	18.3534
CCDC66	221.9359	CCDC66	382.9523
CCDC68	16.0243	CCDC68	92.8159
CCDC69	522.7371	CCDC69	1509.7011
CCDC6	4679.948	CCDC6	2244.8873
CCDC71	434.8203	CCDC71	542.2129
CCDC72	1075.3573	CCDC72	669.1138
CCDC73	16.9424	CCDC73	29.9948
CCDC74A	75.3573	CCDC74A	370.7394
CCDC74B	16.4573	CCDC74B	112.7425
CCDC75	77.9558	CCDC75	138.9617
CCDC76	210.0217	CCDC76	359.1138
CCDC77	154.1793	CCDC77	168.8516
CCDC78	13.8588	CCDC78	13.634
CCDC7	22.2521	CCDC7	49.2921
CCDC80	6383.2828	CCDC80	6573.1515
CCDC81	21.2213	CCDC81	8.9145
CCDC82	277.6094	CCDC82	491.3477
CCDC84	41.1434	CCDC84	91.2428
CCDC85A	43.7159	CCDC85A	256.796
CCDC85B	233.0013	CCDC85B	249.6067
CCDC85C	760.8402	CCDC85C	660.7499
CCDC86	697.6916	CCDC86	477.6403
CCDC87	9.5279	CCDC87	17.8291
CCDC88A	674.3179	CCDC88A	787.1002
CCDC88B	199.2204	CCDC88B	209.2292
CCDC88C	1623.6466	CCDC88C	1131.096
CCDC89	19.922	CCDC89	50.8652
CCDC8	527.9342	CCDC8	2080.7551
CCDC90A	543.5253	CCDC90A	293.655
CCDC90B	756.1542	CCDC90B	633.9434
CCDC91	330.8792	CCDC91	468.2748
CCDC92	704.634	CCDC92	905.6109
CCDC93	912.9493	CCDC93	1372.8369
CCDC94	202.6851	CCDC94	381.2271
CCDC96	28.5838	CCDC96	82.8526
CCDC97	900.3898	CCDC97	1088.6209
CCDC99	392.3777	CCDC99	196.1196
CCDC9	493.2871	CCDC9	424.7509
CCHCR1	300.1299	CCHCR1	385.9465
CCIN	14.725	removed	removed
CCL11	8.6618	removed	removed
CCL13	12.5595	CCL13	29.3655
CCL14	558.233	CCL14	1687.9339
removed	removed	CCL16	5.2438
CCL17	17.3235	removed	removed
CCL18	163.2741	CCL18	28.3167
CCL19	1224.7726	CCL19	178.2905
CCL20	42.0095	removed	removed
CCL21	853.1832	CCL21	142.6324
CCL22	294.0667	CCL22	59.2554
CCL23	5.6301	CCL23	8.9145
CCL28	325.249	CCL28	975.354
CCL2	871.3729	CCL2	443.1044
CCL3L1	25.2187	CCL3L1	14.7247
removed	removed	CCL3L3	5.2019
CCL3	32.9147	CCL3	47.1945
CCL4L2	27.2845	CCL4L2	25.6948
CCL4	42.0095	CCL4	47.1945
CCL5	656.9944	CCL5	508.6523
CCL8	26.8515	CCL8	86.5233
CCM2	819.4023	CCM2	722.0766
CCNA1	11.6934	CCNA1	13.1096
CCNA2	753.3478	CCNA2	43.7284
CCNB1IP1	764.8333	CCNB1IP1	730.4667
CCNB1	568.6444	CCNB1	165.7053
CCNB2	710.2642	CCNB2	23.5973
CCNB3	8.2287	CCNB3	12.5852
CCNC	1329.5799	CCNC	947.0372
CCND1	4579.1598	CCND1	3844.1689
CCND2	1101.7757	CCND2	1260.0944
CCND3	1243.8285	CCND3	1970.1101
CCNDBP1	615.851	CCNDBP1	984.7929
CCNE1	82.2867	CCNE1	13.1096
CCNE2	447.0463	CCNE2	35.1599
CCNF	543.9584	CCNF	231.7777
CCNG1	1755.7384	CCNG1	2054.5359
CCNG2	1843.2222	CCNG2	2526.4814
CCNH	303.4257	CCNH	512.0346
CCNI2	6.0502	CCNI2	6.4866
CCNI	6676.4833	CCNI	7039.3288
CCNJL	312.6895	CCNJL	144.7299
CCNJ	581.204	CCNJ	266.9114
CCNK	1263.4127	CCNK	872.0241
CCNL1	675.6172	CCNL1	2045.097
CCNL2	986.1412	CCNL2	2674.882
CCNO	36.3794	CCNO	58.2066
CCNT1	234.3006	CCNT1	432.0923
CCNT2	880.0346	CCNT2	1160.9858
CCNYL1	725.4223	CCNYL1	421.0802
CCNY	2061.9316	CCNY	1616.151
CCPG1	2305.929	CCPG1	2272.4594
CCR10	13.8588	CCR10	24.646
CCR1	147.683	CCR1	124.8034
CCR2	207.016	CCR2	124.8034
CCR4	116.0676	CCR4	17.3047
CCR5	239.9307	CCR5	159.4127
CCR6	126.2451	CCR6	85.2858
CCR7	243.8285	CCR7	57.6822
CCR8	18.6228	removed	removed
CCRL1	118.6661	CCRL1	161.5102
CCRL2	44.6081	CCRL2	44.0482
CCRN4L	210.0476	CCRN4L	111.1694
CCS	304.0277	CCS	339.8007
CCT2	3576.44	CCT2	2303.6182
CCT3	9321.3512	CCT3	3733.0886
CCT4	3862.7111	CCT4	3397.483
CCT5	3768.7311	CCT5	2927.1106
CCT6A	5795.1494	CCT6A	2739.9056
CCT6B	54.136	CCT6B	56.1091
CCT6P1	66.2625	CCT6P1	102.2549
CCT7	4331.3123	CCT7	3399.0561
CCT8	7255.955	CCT8	3017.8291
CD101	51.1044	CD101	29.3655
CD109	1020.3335	CD109	1398.5003
CD14	607.1893	CD14	1114.8401
CD151	5630.576	CD151	4518.6156
CD160	9.5279	CD160	29.8899
CD163L1	92.2477	CD163L1	135.291
CD163	520.5717	CD163	506.0304
CD164L2	18.1897	CD164L2	83.377
CD164	9178.8653	CD164	8293.655
CD177	16.8904	removed	removed
CD180	188.8263	CD180	101.2061
CD19	49.8051	removed	removed
CD1A	8.2287	removed	removed
CD1B	19.0559	removed	removed
CD1C	117.7999	CD1C	42.4751
CD1D	81.8536	CD1D	30.9386
CD1E	113.9021	CD1E	15.7315
CD200R1	26.4184	CD200R1	34.6093
CD200	511.4768	CD200	669.6382
CD207	25.5522	CD207	17.8291
CD209	54.136	CD209	229.1557
CD226	48.5058	CD226	25.6948
CD22	213.9454	CD22	77.0844
CD244	13.8588	CD244	13.1096
CD247	132.5249	CD247	88.0965
CD248	1063.6639	CD248	1349.2396
CD24	39171.9359	CD24	11503.9329
CD274	32.9147	CD274	54.0115
CD276	4597.6613	CD276	1604.0902
CD27	176.2191	CD27	93.6707
CD28	126.4617	CD28	60.8285
CD2AP	2216.544	CD2AP	1478.7625
CD2BP2	1313.5557	CD2BP2	1324.5936
CD2	394.5431	CD2	218.1437
CD300A	142.0528	CD300A	115.8888
CD300C	27.2845	CD300C	11.0121
CD300LB	16.0243	CD300LB	5.7682
CD300LF	48.0728	CD300LF	19.4022
CD300LG	21.2213	CD300LG	1000.5244
CD302	990.039	CD302	1753.5396
CD320	385.4482	CD320	455.6896
CD33	47.2066	CD33	45.6214
CD34	2035.5132	CD34	4537.4934
CD36	382.4166	CD36	12100.1573
CD37	548.7224	CD37	238.0703
CD38	58.0338	CD38	29.8899
CD3D	139.8874	CD3D	63.9748
CD3EAP	470.7666	CD3EAP	554.1426
CD3E	470.3335	CD3E	221.8144
CD3G	81.4205	CD3G	42.9995
CD40LG	60.1992	CD40LG	49.2921
CD40	301.8623	CD40	371.2638
CD44	8251.191	CD44	7024.646
CD46	4522.7371	CD46	5180.9124
CD47	1442.1828	CD47	2887.2575
CD48	450.8445	CD48	189.827
CD4	1180.1646	CD4	757.2103
CD52	436.9857	CD52	160.4615
CD53	751.4075	CD53	382.8002
CD55	2380.6843	CD55	1074.4625
CD58	252.0572	CD58	170.4248
CD59	8125.5955	CD59	15504.9816
CD5	216.544	CD5	63.9748
CD63	6952.3603	CD63	7197.1683
CD68	1510.6107	CD68	1231.2533
CD69	95.2793	CD69	67.1211
CD6	228.2373	CD6	117.9864
CD72	62.7977	CD72	41.4263
CD74	21651.7973	CD74	23139.4861
CD79A	324.8159	CD79A	110.645
CD79B	226.0719	CD79B	113.7913
CD7	75.7904	CD7	59.7798
CD80	13.4257	CD80	7.8658
CD81	8951.0611	CD81	11125.3277
CD82	1909.0515	CD82	1366.0199
CD83	343.4387	CD83	223.3875
CD84	153.7462	CD84	94.3891
CD86	170.6366	CD86	75.5113
CD8A	194.4565	CD8A	241.2166
CD8B	38.1117	CD8B	45.097
CD93	4811.6068	CD93	4083.377
CD96	228.2373	CD96	147.3519
CD97	598.0944	CD97	527.5302
CD99L2	850.5847	CD99L2	1484.5307
CD99	3989.1728	CD99	902.4646
CD9	6262.8844	CD9	3754.064
CDADC1	128.6271	CDADC1	253.8018
CDAN1	437.4188	CDAN1	443.6287
CDA	32.9147	CDA	13.634
CDC123	1376.8428	CDC123	727.4672
CDC14A	175.4006	CDC14A	850.0262
CDC14B	294.9329	CDC14B	774.5149
CDC14C	5.1971	CDC14C	13.634
CDC16	1014.725	CDC16	1501.311
CDC20	897.7913	CDC20	37.7556
CDC23	779.9913	CDC23	809.6487
CDC25A	239.9307	CDC25A	43.5239
CDC25B	1750.1083	CDC25B	861.0383
CDC25C	60.6323	removed	removed
CDC26	89.8831	CDC26	79.6696
CDC27	1211.3469	CDC27	1542.7373
CDC34	533.9974	CDC34	421.6046
CDC37L1	323.0836	CDC37L1	427.3728
CDC37	1955.3919	CDC37	2570.0052
CDC40	614.5518	CDC40	846.8799
CDC42BPA	2800.7796	CDC42BPA	2065.0236
CDC42BPB	4180.5977	CDC42BPB	3990.5611
CDC42BPG	914.6817	CDC42BPG	1010.4877
CDC42EP1	2559.9827	CDC42EP1	1587.8343
CDC42EP2	275.0108	CDC42EP2	430.5191
CDC42EP3	869.2074	CDC42EP3	756.1615
CDC42EP4	1904.7207	CDC42EP4	2633.9801
CDC42EP5	78.822	CDC42EP5	106.9743
CDC42SE1	4168.0641	CDC42SE1	2552.6272
CDC42SE2	1524.4695	CDC42SE2	1378.0808
CDC42	7744.9112	CDC42	4373.8857
CDC45	279.3417	removed	removed
CDC5L	1773.9281	CDC5L	1216.0461
CDC6	481.5938	CDC6	39.8532
CDC73	1696.8385	CDC73	1016.2559
CDC7	220.0087	CDC7	91.7672
CDCA2	129.9264	CDCA2	10.4877
CDCA3	136.0243	CDCA3	19.9423
CDCA4	528.8003	CDCA4	216.5705
CDCA5	726.7215	CDCA5	61.3529
CDCA7L	562.9883	CDCA7L	874.0902
CDCA7	393.2438	CDCA7	103.828
CDCA8	609.7878	CDCA8	48.2433
CDCP1	1553.9194	CDCP1	742.5275
CDH11	5902.9883	CDH11	1491.3477
CDH12	8.6618	CDH12	41.4263
CDH13	549.5886	CDH13	611.4316
CDH15	21.6544	removed	removed
CDH1	13888.6964	CDH1	9596.7488
removed	removed	CDH20	12.0608
removed	removed	CDH22	7.8658
CDH23	169.3374	CDH23	474.5045
CDH24	174.9675	CDH24	134.2423
CDH26	10.3941	CDH26	13.634
CDH2	429.6232	CDH2	228.6314
CDH3	5833.6942	CDH3	2495.0184
removed	removed	CDH4	35.1337
CDH5	1612.3863	CDH5	2372.3125
CDH6	161.5418	CDH6	107.4987
CDH8	23.3867	CDH8	23.5973
CDHR1	25.1191	CDHR1	37.2313
CDHR3	13.2178	CDHR3	43.6654
CDIPT	1211.3469	CDIPT	1694.2842
CDK10	429.6232	CDK10	652.8579
CDK11A	571.767	CDK11A	407.2942
CDK11B	647.8086	CDK11B	788.8254
CDK12	2309.2248	CDK12	1721.5522
CDK13	1450.8445	CDK13	1402.7268
CDK14	619.3157	CDK14	730.4667
removed	removed	CDK15	11.0121
CDK16	2486.7908	CDK16	1418.4583
CDK17	764.4002	CDK17	855.2701
CDK18	106.1065	CDK18	335.0813
CDK19	652.6505	CDK19	971.6361
CDK1	885.6648	CDK1	58.731
CDK20	91.8146	CDK20	201.3634
CDK2AP1	3123.4301	CDK2AP1	1838.4898
CDK2AP2	778.6921	CDK2AP2	542.2129
CDK2	507.146	CDK2	555.3225
CDK3	45.8943	CDK3	158.2486
CDK4	2202.6851	CDK4	1647.6141
CDK5R1	174.5344	CDK5R1	55.5847
CDK5RAP1	318.3196	CDK5RAP1	428.946
CDK5RAP2	1687.3105	CDK5RAP2	1787.1002
CDK5RAP3	639.6709	CDK5RAP3	2022.0241
CDK5	169.3374	CDK5	131.096
CDK6	573.4084	CDK6	831.6728
CDK7	246.8601	CDK7	335.6057
CDK8	263.3175	CDK8	159.9371
CDK9	979.6449	CDK9	1071.3162
CDKAL1	282.8064	CDKAL1	307.2889
CDKL1	26.8515	CDKL1	26.7436
CDKL2	12.5595	CDKL2	48.7677
CDKL3	14.4608	CDKL3	25.527
CDKL5	177.9991	CDKL5	176.7174
CDKN1A	1672.5855	CDKN1A	1467.226
CDKN1B	1010.3941	CDKN1B	1733.613
CDKN1C	204.4175	CDKN1C	801.7829
CDKN2AIPNL	202.2521	CDKN2AIPNL	224.4363
CDKN2AIP	501.5158	CDKN2AIP	626.1143
CDKN2A	121.2646	CDKN2A	33.0362
CDKN2BAS	5.1971	removed	removed
CDKN2B	1129.0602	CDKN2B	362.3492
CDKN2C	234.3006	CDKN2C	615.6266
CDKN2D	116.5006	CDKN2D	82.8526
CDKN3	201.3859	CDKN3	12.5852
CDNF	7.3625	CDNF	64.4992
CDO1	111.7367	CDO1	731.5155
CDON	360.7622	CDON	887.7819
CDR1	11.1997	CDR1	27.9811
CDR2L	1376.7865	CDR2L	478.2381
CDR2	1201.3859	CDR2	615.6266
CDRT15P	5.1971	removed	removed
CDRT4	284.3915	CDRT4	479.4127
CDS1	888.6964	CDS1	708.967
CDS2	632.7414	CDS2	908.2328
CDSN	144.2183	CDSN	57.1578
CDT1	305.7601	CDT1	33.0362
CDV3	3515.8077	CDV3	4067.1211
CDX1	9.961	removed	removed
CDYL2	156.3447	CDYL2	147.8762
CDYL	972.7155	CDYL	677.5039
CEACAM19	72.3257	CEACAM19	51.3896
CEACAM1	365.5262	CEACAM1	863.1358
CEACAM21	25.9853	CEACAM21	21.4997
CEACAM5	22.0875	removed	removed
CEACAM6	2875.7038	CEACAM6	113.2669
CEACAM7	16.4573	removed	removed
CEBPA	474.2313	CEBPA	2271.1064
CEBPB	1329.5799	CEBPB	855.2701
CEBPD	491.9879	CEBPD	562.6639
CEBPG	1339.1078	CEBPG	1060.8285
CEBPZ	1305.7601	CEBPZ	1408.495
CECR1	1000	CECR1	568.9565
CECR2	166.7388	CECR2	40.3776
CECR5	1161.5418	CECR5	504.4573
CECR6	29.45	CECR6	20.9754
CECR7	35.5132	CECR7	216.5705
CELF1	2626.2451	CELF1	2222.3388
CELF2	711.5634	CELF2	1370.215
CELF4	20.3551	CELF4	10.4877
CELF5	30.7492	CELF5	45.6214
CELF6	15.7168	CELF6	107.0163
CELSR1	2466.0026	CELSR1	3650.236
CELSR2	2214.3785	CELSR2	5432.0923
CELSR3	110.0043	CELSR3	100.5663
CEL	43.7419	CEL	11.5364
CEMP1	97.9991	CEMP1	158.3482
CENPA	130.7926	CENPA	29.3655
CENPBD1	504.5474	CENPBD1	346.6177
CENPB	2569.5106	CENPB	1816.4657
CENPC1	459.9394	CENPC1	606.7121
CENPE	686.8774	CENPE	47.1945
CENPF	3759.6362	CENPF	192.9733
CENPH	130.3595	CENPH	98.0598
CENPI	144.6514	CENPI	10.4877
CENPJ	187.9602	CENPJ	262.7163
CENPK	29.45	CENPK	7.8658
CENPL	383.2828	CENPL	84.4258
CENPM	142.4859	CENPM	11.5364
CENPN	586.8298	CENPN	134.4625
CENPO	202.9147	CENPO	76.2402
CENPP	53.3304	CENPP	64.237
CENPQ	89.6492	CENPQ	126.9009
CENPT	307.4924	CENPT	608.8096
CENPV	22.9537	CENPV	110.645
CENPW	165.8727	CENPW	60.3041
CEP110	398.4409	CEP110	902.4646
CEP120	477.2629	CEP120	855.7944
CEP135	279.7748	CEP135	321.4473
CEP152	101.3426	CEP152	167.8028
CEP164	543.0922	CEP164	911.3791
CEP170L	9.0948	CEP170L	6.2926
CEP170	1809.8744	CEP170	964.3419
CEP192	795.1494	CEP192	888.8306
CEP250	759.2031	CEP250	840.0629
CEP290	392.5812	CEP290	714.0692
CEP350	2651.3642	CEP350	2052.9628
CEP55	563.4474	CEP55	16.2559
CEP57	899.9567	CEP57	959.0981
CEP63	493.495	CEP63	682.9942
CEP68	764.8333	CEP68	1786.0829
CEP70	352.5336	CEP70	275.8259
CEP72	28.5838	CEP72	85.999
CEP76	255.5219	CEP76	169.376
CEP78	322.2174	CEP78	359.2029
CEP97	148.5492	CEP97	229.6801
CEPT1	660.4591	CEPT1	657.053
CERCAM	2280.2079	CERCAM	898.7939
CERKL	80.3898	CERKL	32.538
CERK	1275.877	CERK	729.9423
CES1	145.9506	CES1	688.516
CES2	1107.8389	CES2	1286.838
CES3	73.6249	CES3	24.1217
CES8	48.9389	CES8	78.1332
CETN2	785.1884	CETN2	846.8799
CETN3	203.9844	CETN3	270.0577
CETP	29.8831	CETP	29.8899
CFB	1484.1273	CFB	1237.6036
CFDP1	1103.9411	CFDP1	712.1133
CFD	68.4279	CFD	1984.7929
CFHR1	7.3625	CFHR1	10.4877
CFH	1912.9493	CFH	2211.3267
CFI	602.4253	CFI	649.7116
CFL1	21182.7631	CFL1	7735.7105
CFL2	320.9181	CFL2	744.1007
CFLAR	1094.4132	CFLAR	1264.2895
removed	removed	CFLP1	8.3901
CFP	51.5375	CFP	23.0729
removed	removed	CFTR	14.6827
CG030	22.5206	CG030	69.7431
removed	removed	CGB7	15.742
CGGBP1	1882.6418	CGGBP1	2459.9371
CGNL1	557.8172	CGNL1	1499.2134
CGN	931.139	CGN	1012.5852
CGREF1	301.0307	CGREF1	165.0655
CGRRF1	180.1646	CGRRF1	245.936
CH25H	157.2109	CH25H	135.291
CHAC1	62.3647	CHAC1	13.634
CHAC2	51.5375	CHAC2	24.1217
CHADL	24.686	CHADL	98.5947
CHAD	81.4205	CHAD	410.5926
CHAF1A	281.0741	CHAF1A	261.6675
CHAF1B	326.5483	CHAF1B	152.5957
CHCHD10	394.5431	CHCHD10	440.4824
CHCHD1	507.579	CHCHD1	303.6182
CHCHD2	3953.2265	CHCHD2	2169.376
CHCHD3	747.0767	CHCHD3	685.3697
CHCHD4	207.016	CHCHD4	201.8878
CHCHD5	133.3911	CHCHD5	205.0341
CHCHD6	71.0264	CHCHD6	126.3765
CHCHD7	429.6232	CHCHD7	404.2999
CHCHD8	736.6825	CHCHD8	480.3356
CHD1L	1086.1845	CHD1L	681.699
CHD1	1107.8389	CHD1	1425.7997
CHD2	2732.7848	CHD2	3694.8086
CHD3	4009.961	CHD3	5645.5165
CHD4	6987.4578	CHD4	5643.2984
CHD5	5.1971	removed	removed
CHD6	1417.9298	CHD6	3317.7766
CHD7	1770.4634	CHD7	932.8789
CHD8	3093.1139	CHD8	2709.4913
CHD9	1640.9701	CHD9	2743.0519
CHDH	478.1291	CHDH	1121.6571
CHEK1	443.482	CHEK1	83.9014
CHEK2	201.3859	CHEK2	132.1447
CHERP	836.7865	CHERP	1375.5952
CHFR	482.0269	CHFR	348.1909
removed	removed	CHGA	5.7682
CHGB	6.0632	removed	removed
CHI3L1	1515.3746	CHI3L1	1082.3283
CHI3L2	91.8146	CHI3L2	218.6681
CHIC1	169.7705	CHIC1	371.2638
CHIC2	265.916	CHIC2	217.0949
CHID1	1157.644	CHID1	1164.6565
CHIT1	51.1044	CHIT1	102.2549
CHKA	1162.408	CHKA	620.3461
CHKB-CPT1B	160.0433	CHKB-CPT1B	653.3875
CHKB	242.9796	CHKB	212.0661
CHL1	425.2923	CHL1	1385.9465
CHML	1038.1117	CHML	656.0042
CHMP1A	2217.8432	CHMP1A	1645.5165
CHMP1B	1825.0325	CHMP1B	1423.7021
CHMP2A	757.9039	CHMP2A	1306.7646
CHMP2B	1023.8198	CHMP2B	955.9518
CHMP4A	739.2118	CHMP4A	725.957
CHMP4B	2020.7882	CHMP4B	2210.8023
CHMP4C	427.0247	CHMP4C	448.8726
CHMP5	976.5656	CHMP5	1093.8018
CHMP6	328.7137	CHMP6	404.8243
CHMP7	1052.4036	CHMP7	1175.6686
CHM	608.9216	CHM	707.9182
CHN1	549.5886	CHN1	246.4604
CHN2	79.2551	CHN2	77.6088
CHODL	60.1992	CHODL	14.6827
CHORDC1	584.6687	CHORDC1	427.8972
CHPF2	1356.8644	CHPF2	1002.0975
CHPF	3234.7337	CHPF	1091.2428
CHPT1	451.2776	CHPT1	2202.9208
CHP	4078.3889	CHP	2276.8747
CHRAC1	488.0901	CHRAC1	411.6413
CHRDL1	275.877	CHRDL1	3100.1573
CHRDL2	28.1507	removed	removed
CHRD	154.6124	CHRD	256.4237
CHRFAM7A	16.8904	CHRFAM7A	43.2512
CHRM1	162.8411	CHRM1	112.7425
CHRM3	54.5691	CHRM3	20.451
removed	removed	CHRM5	6.2926
removed	removed	CHRNA10	15.7315
CHRNA1	22.0875	CHRNA1	8.9145
CHRNA3	7.7956	removed	removed
CHRNA5	301.8623	CHRNA5	29.3655
CHRNA6	6.9294	removed	removed
CHRNB1	139.45	CHRNB1	230.7289
CHRNB2	8.6618	CHRNB2	88.6209
CHRNE	9.6492	CHRNE	32.3073
CHST10	251.6241	CHST10	340.3251
CHST11	383.2828	CHST11	70.2674
CHST12	213.5123	CHST12	229.6801
CHST14	502.382	CHST14	492.9208
CHST15	1676.9164	CHST15	1482.9575
CHST1	578.6055	CHST1	60.8285
CHST2	165.0065	CHST2	251.7042
CHST3	1100.0433	CHST3	1297.3256
removed	removed	CHST4	23.5973
removed	removed	CHST5	11.5889
CHST6	149.4153	CHST6	15.2071
CHST7	62.3647	CHST7	87.5721
CHST8	35.5132	CHST8	87.0477
CHST9	33.3478	CHST9	380.7027
CHSY1	1926.8081	CHSY1	1705.8207
CHSY3	223.9065	CHSY3	79.182
CHTF18	233.0013	CHTF18	171.4735
CHTF8	2523.6033	CHTF8	2265.8626
CHUK	802.945	CHUK	594.6513
CHURC1	1744.4608	CHURC1	1694.3157
CIAO1	1572.1091	CIAO1	1747.247
CIAPIN1	1121.6977	CIAPIN1	516.5181
CIB1	1508.8783	CIB1	888.3062
CIB2	184.0624	CIB2	110.645
CIC	1750.5414	CIC	2638.6995
removed	removed	CIDEA	415.8364
CIDEB	415.6994	CIDEB	428.9932
CIDECP	60.2728	CIDECP	95.9622
removed	removed	CIDEC	2642.8946
CIITA	320.4851	CIITA	441.0068
CILP2	239.0645	CILP2	54.5359
CILP	4679.5149	CILP	1061.3529
CINP	368.1247	CINP	351.8616
CIR1	604.5907	CIR1	714.7352
CIRBP	3132.0918	CIRBP	7601.9927
CIRH1A	1038.1117	CIRH1A	812.795
CISD1	356.8644	CISD1	197.6927
CISD2	515.3703	CISD2	330.3618
CISD3	656.2668	CISD3	478.3272
CISH	514.5084	CISH	524.3838
CITED1	22.0875	CITED1	1047.1945
CITED2	1368.5578	CITED2	1718.9303
CITED4	194.8896	CITED4	457.7871
CIT	284.1057	CIT	97.5354
CIZ1	1514.0754	CIZ1	2110.645
CKAP2L	220.8748	CKAP2L	10.4877
CKAP2	753.1399	CKAP2	261.6675
CKAP4	3092.2477	CKAP4	1498.1647
CKAP5	3814.2053	CKAP5	2277.9234
CKB	1357.2975	CKB	798.6366
CKLF	430.4894	CKLF	253.8018
CKMT1A	431.3556	CKMT1A	55.5847
CKMT1B	456.4747	CKMT1B	157.8395
