gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
ANP32B	1776.1883	ANP32B	3546.0637
ANP32E	1942.1337	ANP32E	987.5568
ANPEP	935.0166	ANPEP	1567.1213
ANTXR1	18589.3208	ANTXR1	4445.0826
ANTXR2	1527.8424	ANTXR2	4250.2991
ANUBL1	187.1178	ANUBL1	140.7035
ANXA11	2125.2459	ANXA11	6168.2221
ANXA1	4531.4545	ANXA1	30122.0388
ANXA2P1	57.2226	ANXA2P1	157.6932
ANXA2P2	4164.6579	ANXA2P2	10076.5733
removed	removed	ANXA2P3	12.2039
ANXA2	12411.001	ANXA2	31737.7363
ANXA3	760.4878	ANXA3	1012.2039
ANXA4	2571.0096	ANXA4	2841.1103
ANXA5	7686.7065	ANXA5	24845.4176
ANXA6	6377.4543	ANXA6	11953.3381
ANXA7	2413.6476	ANXA7	4050.4905
ANXA8L2	5.15	removed	removed
ANXA8	6.2945	ANXA8	5.0251
ANXA9	872.644	ANXA9	19.1433
AOAH	165.9454	AOAH	264.178
AOC2	5.15	AOC2	167.0256
AOC3	1036.3006	AOC3	17672.649
AOX1	241.4792	AOX1	1886.0972
AP1AR	1059.7618	AP1AR	399.1385
AP1B1	2996.1732	AP1B1	2238.3345
AP1G1	2746.1107	AP1G1	1618.8083
AP1G2	609.3001	AP1G2	239.6626
AP1M1	963.0557	AP1M1	1458.7222
AP1M2	1605.665	AP1M2	5.9823
AP1S1	568.7922	AP1S1	466.3795
AP1S2	715.282	AP1S2	1395.5492
AP1S3	284.9683	AP1S3	30.1508
removed	removed	AP2A1	1803.4817
AP2A2	2050.8566	AP2A2	2589.3754
AP2B1	11245.9497	AP2B1	4789.6626
AP2M1	5606.0942	AP2M1	7047.1405
AP2S1	834.3049	AP2S1	1582.9146
AP3B1	2071.4567	AP3B1	1247.4276
AP3B2	38.9113	AP3B2	20.3398
AP3D1	2937.234	AP3D1	1992.582
AP3M1	1495.7977	AP3M1	1321.608
AP3M2	1310.9688	AP3M2	424.2642
AP3S1	1402.5249	AP3S1	2141.6607
AP3S2	1372.0482	AP3S2	1938.2532
AP4B1	312.5668	AP4B1	390.6963
AP4E1	397.1246	AP4E1	315.865
AP4M1	440.0415	AP4M1	316.1043
AP4S1	64.0893	AP4S1	115.3386
APAF1	512.1419	APAF1	441.2539
APBA1	343.9076	APBA1	151.9502
APBA2	102.4284	APBA2	23.4506
APBA3	149.9231	APBA3	146.6858
APBB1IP	547.0477	APBB1IP	1237.8559
APBB1	377.0967	APBB1	759.2726
APBB2	2810.7721	APBB2	2616.4154
APBB3	183.6844	APBB3	109.5956
APCDD1L	47.4947	APCDD1L	85.9057
APCDD1	454.9194	APCDD1	2648.4805
APC	1664.6043	APC	907.3941
APEH	2039.9843	APEH	1147.643
APEX1	2295.7691	APEX1	2197.6549
APEX2	579.6645	APEX2	357.2625
APH1A	8801.402	APH1A	3905.2405
APH1B	390.2579	APH1B	530.9883
API5	4211.5804	API5	2050.7298
APIP	340.1824	APIP	757.0424
APITD1	165.9454	APITD1	138.1359
APLF	147.6342	APLF	119.6458
APLNR	1258.3241	APLNR	2816.9419
APLN	149.9231	APLN	120.8423
APLP1	20.6001	APLP1	29.6722
APLP2	19340.6531	APLP2	12775.3051
APOA1BP	1442.5807	APOA1BP	1433.8358
APOB48R	131.6119	APOB48R	173.0079
APOBEC3A	6.8667	APOBEC3A	18.4255
APOBEC3B	104.1451	APOBEC3B	27.5185
APOBEC3C	228.8902	APOBEC3C	352.4767
APOBEC3D	45.778	APOBEC3D	82.3163
APOBEC3F	97.8506	APOBEC3F	98.5882
APOBEC3G	151.0676	APOBEC3G	231.6344
removed	removed	APOBEC3H	5.5037
removed	removed	APOB	338.1192
APOC1	1573.6204	APOC1	1600.8615
APOC2	168.8066	APOC2	35.1759
APOD	2043.9898	APOD	26292.893
APOE	3074.5681	APOE	5838.9567
APOL1	1756.1604	APOL1	1901.8904
APOL2	708.9875	APOL2	841.5889
APOL3	501.8419	APOL3	1997.3678
APOL4	409.7135	APOL4	559.9426
APOL6	2435.9644	APOL6	4504.4269
APOLD1	484.1029	APOLD1	1769.5621
APOM	16.6117	APOM	40.2417
APOOL	355.3521	APOOL	100.2632
APOO	210.579	APOO	176.358
APPBP2	1490.0755	APPBP2	1220.8662
APPL1	2812.4888	APPL1	1590.8112
APPL2	1083.2231	APPL2	1186.1689
APP	22252.7091	APP	15046.1833
APRT	636.8871	APRT	1205.7909
APTX	485.2473	APTX	521.8952
AQP11	26.8946	AQP11	29.1936
AQP1	3558.5794	AQP1	26853.3046
removed	removed	AQP2	5.5037
AQP3	88.695	AQP3	330.2225
removed	removed	AQP4	6.4609
removed	removed	AQP5	5.0251
removed	removed	AQP7P1	342.1871
removed	removed	AQP7P3	57.9086
AQP7	14.8779	AQP7	3011.9646
AQP9	294.6962	AQP9	417.3247
AQPEP	8.0112	AQPEP	473.5463
AQR	1130.1456	AQR	779.8516
ARAF	999.6781	ARAF	1147.1644
ARAP1	1941.4928	ARAP1	2776.4896
ARAP2	388.5412	ARAP2	248.3848
ARAP3	280.3905	ARAP3	953.3381
ARCN1	4243.625	ARCN1	3914.5729
removed	removed	ARC	387.8918
AREG	192.2678	AREG	48.0976
ARF1	9422.839	ARF1	7112.9457
ARF3	4791.2449	ARF3	3820.2919
ARF4	6970.8523	ARF4	5527.6382
ARF5	2352.3794	ARF5	2523.027
ARF6	3874.5395	ARF6	3123.7138
ARFGAP1	749.6155	ARFGAP1	684.3743
ARFGAP2	1841.9942	ARFGAP2	1729.1218
ARFGAP3	1102.1065	ARFGAP3	1153.386
ARFGEF1	7009.8609	ARFGEF1	1003.1108
ARFGEF2	3874.5395	ARFGEF2	977.9852
ARFIP1	1643.4319	ARFIP1	1039.9617
ARFIP2	1165.6235	ARFIP2	659.9665
ARFRP1	355.3521	ARFRP1	625.0299
ARG2	206.4933	ARG2	235.7717
ARGLU1	732.4488	ARGLU1	1290.2608
ARHGAP10	270.0905	ARHGAP10	922.4695
ARHGAP11A	278.1016	ARHGAP11A	92.6059
ARHGAP11B	14.3056	removed	removed
ARHGAP12	720.432	ARHGAP12	708.782
ARHGAP15	112.7284	ARHGAP15	188.8011
ARHGAP17	992.2392	ARHGAP17	1764.7763
ARHGAP18	943.0278	ARHGAP18	1215.8411
ARHGAP19	403.9913	ARHGAP19	324.2402
ARHGAP1	6386.0377	ARHGAP1	3604.9294
ARHGAP20	139.0508	ARHGAP20	502.9911
ARHGAP21	1873.4666	ARHGAP21	3001.675
ARHGAP22	63.517	ARHGAP22	96.4346
ARHGAP23	490.3973	ARHGAP23	1426.1785
ARHGAP24	375.38	ARHGAP24	1022.4934
ARHGAP25	327.8853	ARHGAP25	530.2704
ARHGAP26	248.3459	ARHGAP26	442.6896
ARHGAP27	355.9243	ARHGAP27	434.5226
ARHGAP28	468.6528	ARHGAP28	450.8256
ARHGAP29	1495.2255	ARHGAP29	3032.5437
ARHGAP30	614.5703	ARHGAP30	987.3175
ARHGAP31	1321.8411	ARHGAP31	2380.7131
ARHGAP32	2854.8335	ARHGAP32	315.865
ARHGAP33	94.9894	ARHGAP33	28.2364
ARHGAP36	19.4557	ARHGAP36	52.8835
ARHGAP39	504.703	ARHGAP39	31.3472
ARHGAP42	178.5344	ARHGAP42	235.7023
ARHGAP4	222.0235	ARHGAP4	494.6159
ARHGAP5	2652.8379	ARHGAP5	1609.9545
ARHGAP6	102.4284	ARHGAP6	316.5829
ARHGAP8	278.1303	ARHGAP8	22.972
ARHGAP9	115.5896	ARHGAP9	231.1558
ARHGDIA	3169.5576	ARHGDIA	4742.0436
ARHGDIB	2590.4653	ARHGDIB	5013.8789
removed	removed	ARHGDIG	57.1644
ARHGEF10L	885.233	ARHGEF10L	695.3817
ARHGEF10	632.3093	ARHGEF10	1176.8366
ARHGEF11	1561.6037	ARHGEF11	1104.0919
ARHGEF12	6336.8263	ARHGEF12	3184.0153
ARHGEF15	350.2021	ARHGEF15	2463.2687
ARHGEF16	176.2455	ARHGEF16	27.7578
ARHGEF17	1345.3024	ARHGEF17	1163.6755
ARHGEF18	1030.5783	ARHGEF18	536.7313
ARHGEF19	319.8741	ARHGEF19	135.4391
ARHGEF1	690.6763	ARHGEF1	1168.4614
ARHGEF2	1880.3333	ARHGEF2	2757.3582
ARHGEF33	5.7223	ARHGEF33	5.9823
ARHGEF35	212.8679	ARHGEF35	76.0948
ARHGEF37	687.2429	ARHGEF37	377.8416
ARHGEF38	51.5003	removed	removed
ARHGEF3	1484.3532	ARHGEF3	1092.3666
ARHGEF4	24.6057	ARHGEF4	211.7732
ARHGEF5	333.6075	ARHGEF5	96.4346
ARHGEF6	2432.531	ARHGEF6	3123.9531
removed	removed	ARHGEF7	1893.2759
ARHGEF9	676.3707	ARHGEF9	393.6348
removed	removed	ARID1A	1343.3836
ARID1B	1719.5379	ARID1B	1270.6389
ARID2	984.8003	ARID2	566.882
ARID3A	72.1004	ARID3A	78.727
ARID3B	90.9839	ARID3B	58.3872
ARID4A	666.0706	ARID4A	561.8569
ARID4B	1965.5949	ARID4B	876.7385
ARID5A	356.4965	ARID5A	648.4805
ARID5B	2154.4294	ARID5B	2184.7332
ARIH1	1556.4536	ARIH1	1578.368
ARIH2	1443.7252	ARIH2	1402.9529
ARL10	50.3559	ARL10	27.04
ARL11	107.0062	ARL11	88.0593
ARL13B	206.0012	ARL13B	279.732
ARL15	560.7811	ARL15	822.2063
ARL16	219.1624	ARL16	456.5686
ARL17A	68.3008	ARL17A	43.1706
ARL1	2164.7294	ARL1	2319.4544
ARL2BP	1802.5106	ARL2BP	2590.8112
ARL2	544.1865	ARL2	2080.8806
ARL3	715.8542	ARL3	694.1852
ARL4A	232.3236	ARL4A	621.9191
ARL4C	1477.4865	ARL4C	1015.0754
ARL4D	117.3062	ARL4D	415.1711
ARL5A	1284.0742	ARL5A	1214.4054
ARL5B	310.1463	ARL5B	157.9325
ARL6IP1	8745.3238	ARL6IP1	5428.0928
ARL6IP4	454.3471	ARL6IP4	2272.314
ARL6IP5	6546.2609	ARL6IP5	8315.3865
ARL6IP6	368.5133	ARL6IP6	330.7011
ARL6	102.4284	ARL6	66.5231
ARL8A	1171.918	ARL8A	1139.9856
ARL8B	3712.5997	ARL8B	2740.8471
ARMC10	1148.8631	ARMC10	754.0967
ARMC1	664.9261	ARMC1	625.2692
ARMC2	53.217	ARMC2	58.6265
ARMC5	193.4123	ARMC5	231.6344
ARMC6	321.0186	ARMC6	464.9318
ARMC7	258.646	ARMC7	225.8914
ARMC8	760.4878	ARMC8	837.9995
ARMC9	487.5362	ARMC9	105.0491
ARMCX1	291.2628	ARMCX1	1055.9943
ARMCX2	881.2274	ARMCX2	657.3343
ARMCX3	2467.4368	ARMCX3	2080.8806
ARMCX5	276.385	ARMCX5	267.5281
ARMCX6	200.279	ARMCX6	233.0701
ARNT2	577.3756	ARNT2	69.8732
ARNTL2	112.1562	ARNTL2	68.6767
ARNTL	494.4029	ARNTL	348.4087
ARNT	2348.4139	ARNT	1839.196
ARPC1A	2114.0818	ARPC1A	2306.1953
ARPC1B	1902.942	ARPC1B	4053.9387
ARPC2	5443.0099	ARPC2	7299.3539
ARPC3	2496.0481	ARPC3	4363.9627
ARPC4	2637.4107	ARPC4	3989.3563
ARPC5L	539.6087	ARPC5L	807.6095
ARPC5	4770.6448	ARPC5	5700.1675
ARPM1	29.1835	ARPM1	72.2661
ARPP19	4086.263	ARPP19	4331.1797
ARRB1	790.2436	ARRB1	1288.5858
ARRB2	734.7377	ARRB2	1679.1098
ARRDC1	653.4816	ARRDC1	330.9404
ARRDC2	306.1407	ARRDC2	650.3948
ARRDC3	2726.655	ARRDC3	2513.0414
ARRDC4	496.6918	ARRDC4	1271.1175
ARSA	602.5536	ARSA	793.252
ARSB	1030.0061	ARSB	591.5291
ARSD	3978.1124	ARSD	949.0309
ARSE	119.5952	removed	removed
ARSG	337.6131	ARSG	98.5882
ARSH	6.2945	removed	removed
ARSI	187.1178	ARSI	260.3494
ARSJ	73.2449	ARSJ	60.0622
ARSK	199.1345	ARSK	163.6755
removed	removed	ART4	8.1359
ART5	5.7223	ART5	9.5717
ARTN	101.2839	removed	removed
ARV1	515.003	ARV1	314.9079
ARVCF	114.4451	ARVCF	124.671
AR	943.6	AR	89.7344
AS3MT	227.1736	AS3MT	240.7274
ASAH1	7850.363	ASAH1	11107.9206
ASAM	601.9813	ASAM	1437.4252
ASAP1	1805.3718	ASAP1	1305.3362
ASAP2	703.2653	ASAP2	1520.6987
ASAP3	1240.0129	ASAP3	1335.2477
ASB13	630.5926	ASB13	394.592
ASB14	6.2945	ASB14	11.486
ASB1	357.2805	ASB1	515.9416
ASB2	22.3168	ASB2	18.1862
ASB3	241.8798	ASB3	287.6286
ASB6	471.3823	ASB6	486.1618
ASB7	438.897	ASB7	386.4561
ASB8	688.3874	ASB8	850.2034
ASB9	20.0279	ASB9	115.0993
ASCC1	469.7972	ASCC1	470.2082
ASCC2	953.9001	ASCC2	1397.7028
ASCC3	1987.3395	ASCC3	610.9117
ASCL1	25.7502	removed	removed
ASCL2	30.9002	ASCL2	10.5288
ASF1A	606.5591	ASF1A	477.8655
ASF1B	351.3465	ASF1B	53.362
removed	removed	ASGR1	10.0503
removed	removed	ASGR2	23.2113
ASH1L	3921.9828	ASH1L	1334.0369
ASH2L	4282.5364	ASH2L	1337.4013
ASL	350.2021	ASL	470.4475
ASMTL	483.5306	ASMTL	740.3565
ASNA1	1091.2342	ASNA1	1342.6657
ASNSD1	1128.4289	ASNSD1	1401.2922
ASNS	398.8412	ASNS	208.9017
ASPA	5.7223	ASPA	247.1883
ASPHD1	8.5834	ASPHD1	11.0074
ASPHD2	129.8952	ASPHD2	64.848
ASPH	39435.9687	ASPH	16531.7133
ASPM	478.9528	ASPM	27.9971
ASPN	17519.8312	ASPN	7630.7729
ASPRV1	30.328	ASPRV1	99.7703
ASPSCR1	189.9789	ASPSCR1	276.8605
ASRGL1	103.0006	ASRGL1	286.9107
ASS1	304.424	ASS1	5026.3221
ASTE1	214.9623	ASTE1	244.7332
removed	removed	ASTN1	15.0754
ASTN2	609.4203	ASTN2	112.7064
ASXL1	1724.1157	ASXL1	1515.6736
ASXL2	1206.2516	ASXL2	378.3202
ASXL3	14.3056	ASXL3	8.3752
ATAD1	426.8803	ATAD1	911.2228
ATAD2B	509.853	ATAD2B	257.4779
ATAD2	2595.0431	ATAD2	257.4779
ATAD3A	165.3732	ATAD3A	251.7349
ATAD3B	61.2281	ATAD3B	94.2809
ATAD3C	5.7223	ATAD3C	36.133
ATAD5	93.2728	ATAD5	17.4683
ATE1	294.124	ATE1	180.6652
ATF1	465.7916	ATF1	647.5233
ATF2	775.9379	ATF2	407.9923
ATF3	742.7488	ATF3	3810.7203
ATF4	3363.5421	ATF4	7210.3374
ATF5	543.6143	ATF5	682.6992
ATF6B	2780.1752	ATF6B	1103.8526
ATF6	2375.8807	ATF6	1248.3848
ATF7IP2	52.0725	ATF7IP2	78.727
ATF7IP	1693.7878	ATF7IP	585.0682
ATF7	1639.4263	ATF7	1352.4767
ATG10	111.0118	ATG10	108.8777
ATG12	565.3589	ATG12	691.0744
ATG16L1	872.644	ATG16L1	453.9363
ATG16L2	136.9221	ATG16L2	137.1788
ATG2A	663.2095	ATG2A	386.2168
ATG2B	1530.1313	ATG2B	817.1811
ATG3	757.0545	ATG3	1165.3506
ATG4A	367.3688	ATG4A	462.0723
ATG4B	518.4364	ATG4B	650.3948
ATG4C	300.4184	ATG4C	356.3053
ATG4D	171.5017	ATG4D	126.5853
ATG5	1092.9509	ATG5	1038.2867
ATG7	744.0707	ATG7	870.9763
ATG9A	1169.4975	ATG9A	1513.374
ATG9B	7.8681	ATG9B	9.7583
ATHL1	556.2033	ATHL1	157.6932
ATIC	2370.7307	ATIC	1193.3477
ATL1	300.4184	ATL1	355.8268
ATL2	832.016	ATL2	712.1321
ATL3	942.4556	ATL3	499.8804
ATMIN	2056.5788	ATMIN	1854.7499
ATM	2211.0797	ATM	813.8311
ATN1	2940.0951	ATN1	2983.9675
ATOH8	25.1779	ATOH8	1145.0108
ATOX1	658.0594	ATOX1	979.8995
ATP10A	391.4023	ATP10A	326.6332
ATP10D	808.5548	ATP10D	603.733
ATP11A	535.0309	ATP11A	622.1584
ATP11B	1448.303	ATP11B	1127.5425
ATP11C	815.9937	ATP11C	810.7203
ATP13A1	1082.0786	ATP13A1	581.9574
ATP13A2	964.7724	ATP13A2	569.2749
ATP13A3	3020.2067	ATP13A3	2315.6257
ATP13A4	27.4668	removed	removed
ATP1A1	15620.6087	ATP1A1	7317.0495
ATP1A2	28.6113	ATP1A2	1212.9696
ATP1A4	21.1723	removed	removed
ATP1B1	2733.7162	ATP1B1	899.8325
ATP1B2	44.0614	ATP1B2	214.1661
ATP1B3	1768.7493	ATP1B3	3142.3786
ATP2A2	5219.2697	ATP2A2	3877.2434
ATP2A3	275.8127	ATP2A3	565.4463
ATP2B1	1480.9199	ATP2B1	1509.2127
ATP2B2	6.8667	ATP2B2	12.2039
ATP2B4	8479.8112	ATP2B4	8022.972
ATP2C1	3139.9964	ATP2C1	2248.9256
ATP2C2	177.3899	removed	removed
ATP5A1	5317.6925	ATP5A1	9474.5154
ATP5B	6027.2522	ATP5B	12179.7081
ATP5C1	1670.8988	ATP5C1	3393.3955
ATP5D	318.7297	ATP5D	707.107
ATP5EP2	28.6113	ATP5EP2	70.3518
ATP5E	3033.9401	ATP5E	7427.375
ATP5F1	2425.0921	ATP5F1	3257.4779
ATP5G1	522.442	ATP5G1	761.4262
ATP5G2	2379.314	ATP5G2	3623.3549
ATP5G3	1928.4003	ATP5G3	3980.3781
ATP5H	1395.6582	ATP5H	3181.8617
ATP5I	466.6958	ATP5I	1341.7085
ATP5J2	793.6769	ATP5J2	1739.8899
ATP5J	1054.4573	ATP5J	2717.4874
ATP5L	1256.0352	ATP5L	3585.3075
ATP5O	1718.3935	ATP5O	4590.3326
ATP5SL	691.2485	ATP5SL	677.4348
ATP5S	77.2505	ATP5S	130.6533
ATP6AP1L	50.3559	ATP6AP1L	25.6042
ATP6AP1	5770.8952	ATP6AP1	2494.8552
ATP6AP2	12491.1126	ATP6AP2	4768.6049
ATP6V0A1	2087.479	ATP6V0A1	1199.8086
ATP6V0A2	431.4581	ATP6V0A2	469.0117
ATP6V0A4	10.8723	removed	removed
ATP6V0B	1839.1331	ATP6V0B	1828.9064
ATP6V0C	2225.9576	ATP6V0C	1855.7406
ATP6V0D1	1950.7171	ATP6V0D1	2155.5396
ATP6V0D2	93.2728	ATP6V0D2	25.8435
ATP6V0E1	3567.8266	ATP6V0E1	5435.2716
ATP6V0E2	1223.4012	ATP6V0E2	645.6832
ATP6V1A	3625.6214	ATP6V1A	1625.9871
ATP6V1B1	453.2027	ATP6V1B1	31.3472
ATP6V1B2	3078.0015	ATP6V1B2	3324.2402
ATP6V1C1	6551.4109	ATP6V1C1	1591.0505
ATP6V1C2	19.6502	ATP6V1C2	91.2276
ATP6V1D	1480.3476	ATP6V1D	1412.2996
ATP6V1E1	2402.7753	ATP6V1E1	3139.5071
ATP6V1E2	49.7836	ATP6V1E2	48.5762
ATP6V1F	1281.2131	ATP6V1F	2053.8263
ATP6V1G1	2036.5509	ATP6V1G1	1813.3525
ATP6V1G2	24.0335	ATP6V1G2	16.9849
ATP6V1H	830.8716	ATP6V1H	1088.7772
ATP7A	974.5002	ATP7A	377.363
ATP7B	366.7966	ATP7B	163.6755
ATP8A1	314.7241	ATP8A1	433.3573
ATP8A2	27.4668	ATP8A2	14.8361
ATP8B1	1032.6326	ATP8B1	522.369
ATP8B2	1022.5671	ATP8B2	1541.2778
ATP8B3	29.1835	ATP8B3	22.7327
ATP8B4	191.6956	ATP8B4	517.3486
ATP8B5P	29.1835	ATP8B5P	43.7904
ATP9A	3727.4776	ATP9A	3384.5418
ATP9B	396.5523	ATP9B	357.2625
ATPAF1	1000.1073	ATPAF1	1663.2855
ATPAF2	177.9622	ATPAF2	224.9342
ATPBD4	125.3174	ATPBD4	145.2501
ATPIF1	722.1487	ATPIF1	725.0538
ATRIP	210.4646	ATRIP	209.7799
ATRNL1	181.3955	ATRNL1	9.0931
ATRN	3238.2247	ATRN	1766.6906
ATRX	3488.8595	ATRX	1696.5781
ATR	890.9553	ATR	558.0282
ATXN10	2590.4653	ATXN10	1996.4106
ATXN1L	1325.8467	ATXN1L	1358.6001
ATXN1	1989.0562	ATXN1	860.0144
ATXN2L	1955.2949	ATXN2L	1139.9856
ATXN2	676.9429	ATXN2	628.8586
ATXN3	553.9144	ATXN3	594.1613
ATXN7L1	235.7569	ATXN7L1	155.3003
ATXN7L2	29.7557	ATXN7L2	49.0548
ATXN7L3B	2334.1082	ATXN7L3B	1841.5889
ATXN7L3	1062.0507	ATXN7L3	1099.3061
ATXN7	733.5932	ATXN7	484.5657
AUH	216.8735	AUH	324.4795
AUP1	1554.4566	AUP1	2334.8074
AURKAIP1	349.0576	AURKAIP1	1015.7933
removed	removed	AURKAPS1	5.5037
AURKA	210.579	AURKA	59.5836
AURKB	71.5282	AURKB	14.3575
AURKC	6.8667	AURKC	26.8007
AUTS2	1723.5435	AUTS2	457.5257
AVEN	136.7619	AVEN	404.1637
AVIL	45.2058	AVIL	13.6396
AVL9	546.4754	AVL9	150.9931
AVPI1	115.5896	AVPI1	876.5255
AVPR1A	60.6559	AVPR1A	125.6281
AVPR2	10.3001	AVPR2	318.4972
AXIN1	411.4302	AXIN1	421.8713
AXIN2	219.7346	AXIN2	346.973
AXL	2293.4802	AXL	3431.4429
AZGP1	4859.3398	AZGP1	1002.6322
AZI1	70.956	AZI1	119.1673
AZI2	1159.3291	AZI2	1615.4582
AZIN1	22945.1021	AZIN1	3741.565
B2M	46655.2698	B2M	76735.822
B3GALNT1	775.3657	B3GALNT1	386.2168
B3GALNT2	1448.8752	B3GALNT2	538.2843
B3GALT2	7.4389	B3GALT2	19.6219
B3GALT4	70.956	B3GALT4	306.772
B3GALT6	455.4916	B3GALT6	402.0101
B3GALTL	400.5579	B3GALTL	269.2032
removed	removed	B3GAT1	6.2216
removed	removed	B3GAT2	5.7334
B3GAT3	310.1463	B3GAT3	429.2893
B3GNT1	336.4687	B3GNT1	741.0864
B3GNT2	1232.5739	B3GNT2	1102.6561
removed	removed	B3GNT3	27.9971
B3GNT5	206.0012	B3GNT5	482.4121
B3GNT7	74.9616	B3GNT7	184.7332
B3GNT8	66.9504	B3GNT8	88.2986
B3GNT9	384.444	B3GNT9	373.6037
B3GNTL1	31.5239	B3GNTL1	47.8416
B4GALNT1	53.1712	B4GALNT1	19.0739
B4GALNT3	47.4947	B4GALNT3	13.8789
B4GALNT4	296.4129	removed	removed
B4GALT1	7999.1417	B4GALT1	2523.8095
B4GALT2	972.7835	B4GALT2	1462.7901
B4GALT3	766.7823	B4GALT3	623.8335
B4GALT4	585.3868	B4GALT4	466.3795
B4GALT5	2207.0741	B4GALT5	2175.4008
B4GALT6	91.5561	B4GALT6	250.7777
B4GALT7	367.3688	B4GALT7	422.8284
B9D1	44.6336	B9D1	65.9631
B9D2	35.3578	B9D2	69.6339
BAALC	78.3949	BAALC	503.2304
BACE1	1642.8597	BACE1	1572.1464
BACE2	3900.8619	BACE2	1383.3453
BACH1	1640.5708	BACH1	1044.269
BACH2	351.9187	BACH2	99.0668
BAD	425.7358	BAD	984.9079
BAG1	1518.6867	BAG1	1836.9203
BAG2	412.5747	BAG2	511.6056
BAG3	913.8443	BAG3	1884.6614
BAG4	1192.5182	BAG4	178.5116
BAG5	1392.7971	BAG5	1507.2984
BAGE2	8.3087	removed	removed
BAHCC1	171.0955	BAHCC1	294.3288
BAHD1	458.3527	BAHD1	784.1589
BAI1	6.2945	BAI1	9.0931
BAI2	304.9962	BAI2	97.3917
removed	removed	BAI3	10.7681
BAIAP2L1	622.0092	BAIAP2L1	196.9371
removed	removed	BAIAP2L2	9.0931
BAIAP2	491.5418	BAIAP2	413.9746
BAIAP3	491.1355	BAIAP3	72.4288
BAK1	389.6856	BAK1	451.3041
BAMBI	1167.9124	BAMBI	134.0034
BANF1	2217.9464	BANF1	1818.8562
BANK1	28.0391	BANK1	195.7406
BANP	152.7842	BANP	155.5396
BAP1	1375.0581	BAP1	1536.0134
BARD1	138.4786	BARD1	17.7076
BARX2	169.3788	removed	removed
BASP1	1855.7276	BASP1	1764.2977
BAT1	4057.0795	BAT1	3477.631
BAT2L1	4809.4818	BAT2L1	2796.8653
BAT2L2	6408.9267	BAT2L2	2500.5982
BAT2	6917.0631	BAT2	3080.8806
BAT3	3296.0023	BAT3	3195.6999
BAT4	206.5734	BAT4	386.4561
BAT5	1004.2559	BAT5	798.0378
BATF2	19.4557	BATF2	71.7875
BATF3	14.8779	BATF3	106.0062
BATF	124.173	BATF	64.3695
BAX	512.7141	BAX	443.6468
BAZ1A	1055.7562	BAZ1A	971.7636
BAZ1B	2854.2613	BAZ1B	1811.4381
BAZ2A	1955.7069	BAZ2A	1376.76
BAZ2B	980.0908	BAZ2B	702.3929
BBC3	120.1674	BBC3	89.7344
BBOX1	14.8779	BBOX1	10.0503
BBS10	424.0192	BBS10	450.5863
BBS12	111.584	BBS12	166.3077
BBS1	985.3725	BBS1	419.7176
BBS2	730.7321	BBS2	943.7665
BBS4	379.3856	BBS4	323.2831
BBS5	171.25	BBS5	158.3848
BBS7	254.6404	BBS7	394.592
BBS9	429.1692	BBS9	406.078
BBX	2317.5137	BBX	1119.4066
BCAM	8217.7318	BCAM	2853.5535
BCAP29	1459.7475	BCAP29	2287.8679
BCAP31	3771.5389	BCAP31	7315.6257
BCAR1	642.6093	BCAR1	1002.8715
BCAR3	1258.8963	BCAR3	731.0361
BCAR4	14.3056	removed	removed
BCAS1	1744.7159	BCAS1	24.4078
BCAS2	807.4103	BCAS2	911.4094
BCAS3	765.0656	BCAS3	506.8198
BCAS4	1131.8622	BCAS4	1582.1967
BCAT1	1582.776	BCAT1	1214.4054
BCAT2	404.5635	BCAT2	374.7308
BCCIP	690.745	BCCIP	996.6715
BCDIN3D	150.9531	BCDIN3D	163.8765
BCHE	29.7557	BCHE	74.659
BCKDHA	749.6155	BCKDHA	685.5707
BCKDHB	620.8648	BCKDHB	438.6217
BCKDK	1072.923	BCKDK	1002.8715
BCL10	584.2423	BCL10	590.0933
BCL11A	17.739	BCL11A	10.7681
BCL11B	86.9783	BCL11B	40.9189
BCL2A1	103.0006	BCL2A1	150.5145
BCL2L11	1496.3699	BCL2L11	391.0026
BCL2L12	191.7757	BCL2L12	125.9536
BCL2L13	1559.887	BCL2L13	1324.9581
BCL2L1	2813.061	BCL2L1	1981.3352
BCL2L2	893.0038	BCL2L2	2286.547
BCL2	1425.9862	BCL2	1254.1278
BCL3	813.1326	BCL3	1033.9794
BCL6B	536.1754	BCL6B	1767.1692
BCL6	908.6943	BCL6	1757.5975
BCL7A	345.052	BCL7A	147.8823
BCL7B	758.1989	BCL7B	1628.38
BCL7C	463.5027	BCL7C	765.0108
BCL9L	1549.0147	BCL9L	1472.838
BCL9	1420.8362	BCL9	307.7291
BCLAF1	3971.8179	BCLAF1	2418.5212
removed	removed	BCO2	6.4609
BCORL1	397.6968	BCORL1	386.4561
BCOR	825.1493	BCOR	530.0311
BCR	1141.0178	BCR	1610.1938
BCS1L	247.8652	BCS1L	280.4858
BDH1	155.0731	BDH1	89.9737
BDH2	630.0204	BDH2	1255.5635
BDKRB1	5.15	BDKRB1	80.1627
BDKRB2	185.9733	BDKRB2	1361.3305
BDNFOS	76.8785	BDNFOS	57.5449
BDNF	1199.1846	BDNF	13.7641
BDP1	1519.8312	BDP1	598.2292
BEAN	84.1172	BEAN	19.6219
