gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
ANKRD54	487.1333	ANKRD54	319.1957
ANKRD56	47.019	ANKRD56	91.7374
ANKRD57	474.4255	ANKRD57	891.9259
ANKRD58	11.437	ANKRD58	5.655
ANKRD5	272.7947	ANKRD5	229.9717
ANKRD6	246.1167	ANKRD6	477.4458
ANKRD9	45.7482	ANKRD9	62.8338
ANKS1A	1732.0767	ANKS1A	1748.0364
ANKS1B	105.0514	ANKS1B	147.6594
ANKS3	285.0789	ANKS3	272.6987
ANKS6	414.6987	ANKS6	253.8486
ANKZF1	593.4555	ANKZF1	755.2623
ANLN	1469.8719	ANLN	69.7455
ANO10	563.8039	ANO10	706.252
ANO1	1666.4196	ANO1	9264.5303
ANO2	38.1235	ANO2	68.1747
ANO3	5.0831	ANO3	50.8954
ANO4	6.7775	ANO4	12.5668
ANO5	16.5202	ANO5	119.6984
ANO6	1862.5437	ANO6	4880.6158
ANO7	6.3539	ANO7	13.5093
ANO8	335.063	ANO8	191.9573
ANO9	66.9279	ANO9	146.7169
ANP32A	2154.4001	ANP32A	1976.1232
ANP32B	3245.1551	ANP32B	1883.1291
ANP32E	3119.3477	ANP32E	1168.0804
ANPEP	4976.3846	ANPEP	1683.0035
ANTXR1	1608.3872	ANTXR1	4857.6814
ANTXR2	408.3448	ANTXR2	1990.5749
ANTXRL	9.3191	removed	removed
ANUBL1	113.0997	ANUBL1	375.7462
ANXA11	3474.3196	ANXA11	2988.0616
removed	removed	ANXA13	11.3101
ANXA1	4654.0294	ANXA1	12621.1122
ANXA2P1	19.4853	ANXA2P1	63.148
ANXA2P2	2174.309	ANXA2P2	3355.9535
ANXA2	6281.0547	ANXA2	10830.3487
ANXA3	277.8778	ANXA3	1766.8866
ANXA4	1241.131	ANXA4	1555.765
ANXA5	5430.9012	ANXA5	5863.6506
ANXA6	2550.0371	ANXA6	5963.2422
ANXA7	2386.9533	ANXA7	2944.3921
ANXA8L2	554.9084	ANXA8L2	65.3472
ANXA8	1124.2402	ANXA8	232.2369
ANXA9	64.3863	ANXA9	197.2981
AOAH	145.2928	AOAH	94.5649
AOC2	13.1314	AOC2	35.8153
AOC3	586.678	AOC3	5263.902
AOX1	144.4456	AOX1	644.3607
AP1AR	601.5038	AP1AR	602.262
AP1B1	4942.4971	AP1B1	1995.6016
AP1G1	3264.2169	AP1G1	2944.3921
AP1G2	644.4774	AP1G2	1333.6506
AP1M1	870.9097	AP1M1	776.94
AP1M2	1819.7607	AP1M2	800.5027
AP1S1	477.3907	AP1S1	393.968
AP1S2	305.4114	AP1S2	335.5325
AP1S3	109.7109	AP1S3	139.1769
AP2A1	1457.7444	AP2A1	1358.514
AP2A2	1242.4018	AP2A2	1579.956
AP2B1	5493.1695	AP2B1	6836.6321
AP2M1	7432.3838	AP2M1	4038.0145
AP2S1	1455.8933	AP2S1	585.2969
AP3B1	1958.6996	AP3B1	1268.6145
AP3B2	80.9065	AP3B2	184.103
AP3D1	2974.902	AP3D1	2378.8878
AP3M1	1630.4141	AP3M1	1508.9538
AP3M2	544.7421	AP3M2	577.4427
AP3S1	981.4678	AP3S1	704.3669
AP3S2	1202.9863	AP3S2	1335.2812
AP4B1	384.7082	AP4B1	375.4571
AP4E1	304.9878	AP4E1	449.5759
AP4M1	269.3127	AP4M1	313.4307
AP4S1	50.8313	AP4S1	118.1276
APAF1	670.5496	APAF1	595.9786
APBA1	363.0202	APBA1	344.0151
APBA2	213.0679	APBA2	97.7066
APBA3	150.7995	APBA3	164.9387
APBB1IP	182.1455	APBB1IP	442.9783
APBB1	413.0043	APBB1	868.049
APBB2	1624.4837	APBB2	3114.0434
APBB3	509.5838	APBB3	368.5203
removed	removed	APC2	6.9808
APCDD1L	1084.8247	APCDD1L	176.563
APCDD1	808.2177	APCDD1	1549.1675
APC	1396.5901	APC	1626.1389
APEH	1219.1041	APEH	1312.5982
APEX1	2697.4478	APEX1	2177.8197
APEX2	412.5807	APEX2	471.8819
APH1A	5629.9905	APH1A	3653.1574
APH1B	214.3387	APH1B	933.3962
API5	2217.9392	API5	2925.2278
APIP	419.2481	APIP	375.5671
APITD1	128.4126	APITD1	142.4757
APLF	63.9627	APLF	125.4351
APLNR	609.1285	APLNR	747.7223
APLN	76.6705	APLN	96.7641
APLP1	94.4615	APLP1	43.9837
APLP2	20889.1242	APLP2	13637.4489
APOA1BP	1250.8737	APOA1BP	793.9051
APOB48R	219.8454	APOB48R	91.4232
removed	removed	APOBEC2	6.5975
APOBEC3A	23.2977	APOBEC3A	7.006
APOBEC3B	370.2213	APOBEC3B	77.8197
APOBEC3C	146.9872	APOBEC3C	536.9149
APOBEC3D	55.9144	APOBEC3D	133.836
APOBEC3F	226.1993	APOBEC3F	278.0396
APOBEC3G	258.8161	APOBEC3G	442.6642
APOBEC3H	5.0831	APOBEC3H	7.5401
removed	removed	APOB	115.6142
APOC1	177.486	APOC1	244.1093
APOC2	36.8527	APOC2	15.0801
APOD	1508.8425	APOD	13036.4436
APOE	1028.4867	APOE	1648.4449
APOL1	1999.3646	APOL1	994.6591
APOL2	1208.9378	APOL2	594.722
APOL3	1316.5308	APOL3	973.2956
APOL4	261.3576	APOL4	349.0418
APOL6	7597.5855	APOL6	2430.7257
APOLD1	827.7031	APOLD1	1585.6111
APOM	39.8179	APOM	58.4794
APOOL	193.5825	APOOL	311.9698
APOO	285.9261	APOO	145.7744
APPBP2	1520.7032	APPBP2	1621.1122
APPL1	1985.386	APPL1	2333.9617
APPL2	952.2398	APPL2	1468.7402
APP	85352.9599	APP	31256.6761
APRT	1852.3774	APRT	751.4923
APTX	610.8228	APTX	428.8407
AQP11	11.8606	AQP11	22.9343
AQP1	5832.8921	AQP1	10054.5837
AQP3	648.0991	AQP3	959.7864
AQP4	44.4774	AQP4	87.9673
AQP5	1857.4606	AQP5	288.7213
AQP6	34.3111	AQP6	7.8542
AQP7P1	12.2842	AQP7P1	59.6921
removed	removed	AQP7P3	16.0226
AQP7	47.8661	AQP7	517.1222
AQP9	5.5067	removed	removed
AQPEP	13.555	AQPEP	108.3286
AQR	595.5734	AQR	1423.1857
ARAF	914.1163	ARAF	994.9733
ARAP1	1624.9073	ARAP1	2208.8596
ARAP2	457.4817	ARAP2	438.58
ARAP3	424.865	ARAP3	633.3648
ARCN1	4166.0489	ARCN1	3939.9937
ARC	44.4774	ARC	57.4929
AREG	282.1137	AREG	106.5033
ARF1	12578.2061	ARF1	5924.2853
ARF3	3355.7132	ARF3	4119.6984
ARF4	3625.1191	ARF4	3216.1483
ARF5	1419.0024	ARF5	1616.0258
ARF6	2978.2908	ARF6	2925.8561
ARFGAP1	1171.238	ARFGAP1	896.6384
ARFGAP2	1594.4086	ARFGAP2	1927.1128
ARFGAP3	2328.9209	ARFGAP3	1181.5897
ARFGEF1	2022.6623	ARFGEF1	2177.9956
ARFGEF2	5078.4708	ARFGEF2	3287.4647
ARFIP1	799.3222	ARFIP1	1026.3902
ARFIP2	1045.8541	ARFIP2	1210.1791
ARFRP1	760.7752	ARFRP1	398.3663
ARG2	177.8799	ARG2	195.5891
ARGLU1	3551.8373	ARGLU1	3417.8448
ARHGAP10	273.6419	ARHGAP10	638.0773
ARHGAP11A	374.8809	ARHGAP11A	87.0248
ARHGAP11B	38.9707	ARHGAP11B	8.7967
ARHGAP12	862.4378	ARHGAP12	1567.3893
ARHGAP15	58.456	ARHGAP15	87.9673
ARHGAP17	1155.565	ARHGAP17	1384.2287
ARHGAP18	756.9628	ARHGAP18	611.0587
ARHGAP19	450.2806	ARHGAP19	1386.7421
ARHGAP1	2467.8598	ARHGAP1	3081.9981
ARHGAP20	91.9199	ARHGAP20	449.89
ARHGAP21	3592.5024	ARHGAP21	3354.3827
ARHGAP22	57.1852	ARHGAP22	43.3553
ARHGAP23	435.8784	ARHGAP23	1198.869
ARHGAP24	217.7274	ARHGAP24	462.1426
ARHGAP25	221.5398	ARHGAP25	442.35
ARHGAP26	614.2116	ARHGAP26	1196.6698
ARHGAP27	543.8949	ARHGAP27	587.7977
ARHGAP28	106.7457	ARHGAP28	346.8426
ARHGAP29	1924.3884	ARHGAP29	3755.8907
ARHGAP30	729.0056	ARHGAP30	401.508
ARHGAP31	994.1756	ARHGAP31	1418.159
ARHGAP32	1035.6878	ARHGAP32	2224.6309
ARHGAP33	665.4665	ARHGAP33	307.8856
ARHGAP36	106.3221	ARHGAP36	10.0534
ARHGAP39	818.8076	ARHGAP39	209.8649
ARHGAP42	140.108	ARHGAP42	330.4053
ARHGAP4	319.8136	ARHGAP4	295.0047
ARHGAP5	2230.647	ARHGAP5	3894.7534
ARHGAP6	41.5122	ARHGAP6	200.1257
ARHGAP8	325.5491	ARHGAP8	465.8058
ARHGAP9	181.2983	ARHGAP9	120.6409
ARHGDIA	5428.3596	ARHGDIA	2871.1907
ARHGDIB	5199.1952	ARHGDIB	2497.3296
ARHGEF10L	1077.6236	ARHGEF10L	1098.9632
ARHGEF10	1051.3608	ARHGEF10	1209.5507
ARHGEF11	1873.1335	ARHGEF11	1458.3726
ARHGEF12	4759.928	ARHGEF12	7496.3871
ARHGEF15	226.1993	ARHGEF15	650.0157
ARHGEF16	248.6498	ARHGEF16	229.6576
ARHGEF17	1228.8468	ARHGEF17	2170.5938
ARHGEF18	741.7134	ARHGEF18	792.3343
ARHGEF19	863.285	ARHGEF19	452.0892
ARHGEF1	1741.3957	ARHGEF1	1112.1583
ARHGEF2	4982.3149	ARHGEF2	1756.2048
ARHGEF33	30.0752	ARHGEF33	17.9076
ARHGEF35	714.1798	ARHGEF35	946.2771
ARHGEF37	1211.0558	ARHGEF37	2125.6676
ARHGEF38	27.11	ARHGEF38	75.7147
ARHGEF3	552.7904	ARHGEF3	1251.9636
ARHGEF4	44.901	ARHGEF4	260.4461
ARHGEF5	423.5942	ARHGEF5	686.7735
ARHGEF6	4449.857	ARHGEF6	1914.8602
ARHGEF7	1772.3181	ARHGEF7	1712.5353
ARHGEF9	2449.2216	ARHGEF9	938.737
ARID1A	3564.1216	ARID1A	3367.5778
ARID1B	2730.4882	ARID1B	2810.5561
ARID2	966.642	ARID2	1366.0069
ARID3A	42.783	ARID3A	42.4128
ARID3B	133.8558	ARID3B	120.9551
ARID4A	584.56	ARID4A	1133.2077
ARID4B	1764.2105	ARID4B	2016.1326
ARID5A	2003.177	ARID5A	1262.9595
ARID5B	1597.3737	ARID5B	5381.4012
ARIH1	1993.0107	ARIH1	2374.4895
ARIH2	1260.1546	ARIH2	1725.3817
ARL10	34.7347	ARL10	98.9632
ARL11	112.6761	ARL11	28.9036
ARL13B	259.6632	ARL13B	362.5511
ARL15	223.6577	ARL15	641.219
ARL16	593.8791	ARL16	327.9925
ARL17A	96.3931	ARL17A	136.1169
ARL1	1924.3884	ARL1	2263.902
ARL2BP	1209.785	ARL2BP	1474.0811
ARL2	814.5716	ARL2	756.2048
ARL3	408.7684	ARL3	620.798
ARL4A	373.6101	ARL4A	1683.3176
ARL4C	1220.7985	ARL4C	1956.6447
ARL4D	56.7616	ARL4D	230.6001
ARL5A	1069.5753	ARL5A	925.5419
ARL5B	373.1865	ARL5B	328.6208
ARL6IP1	10359.4197	ARL6IP1	3537.5432
ARL6IP4	1558.8266	ARL6IP4	1024.8194
ARL6IP5	2719.8983	ARL6IP5	4768.1433
ARL6IP6	473.1547	ARL6IP6	311.3415
ARL6	92.3435	ARL6	101.1624
ARL8A	1150.9054	ARL8A	947.5338
ARL8B	1990.4691	ARL8B	2160.8545
ARL9	52.1021	ARL9	10.3676
ARMC10	508.6858	ARMC10	642.9532
ARMC1	706.5551	ARMC1	760.289
ARMC2	73.7054	ARMC2	94.879
removed	removed	ARMC3	13.5093
removed	removed	ARMC4	37.7003
ARMC5	320.2372	ARMC5	267.672
ARMC6	1083.5201	ARMC6	370.3707
ARMC7	222.8105	ARMC7	259.1894
ARMC8	939.1083	ARMC8	822.8087
ARMC9	103.357	ARMC9	316.6824
ARMCX1	396.4842	ARMCX1	765.3157
ARMCX2	619.7183	ARMCX2	974.5523
ARMCX3	1092.0258	ARMCX3	1854.2256
ARMCX5	177.9096	ARMCX5	454.9167
ARMCX6	195.2769	ARMCX6	229.9717
ARNT2	340.5697	ARNT2	491.9887
ARNTL2	31.346	ARNTL2	76.0289
ARNTL	606.1633	ARNTL	219.29
ARNT	1312.7184	ARNT	1996.23
ARPC1A	1013.9574	ARPC1A	1771.5928
ARPC1B	1089.1878	ARPC1B	830.9833
ARPC2	3268.0292	ARPC2	2835.3754
ARPC3	3090.9669	ARPC3	1893.8109
ARPC4	2823.6196	ARPC4	2045.432
ARPC5L	620.1419	ARPC5L	400.5655
ARPC5	6921.5292	ARPC5	2276.4687
ARPM1	74.5526	ARPM1	39.8995
ARPP19	3908.5037	ARPP19	3627.7097
ARRB1	316.8485	ARRB1	1262.017
ARRB2	891.6658	ARRB2	435.4383
ARRDC1	494.758	ARRDC1	520.2639
ARRDC2	857.3547	ARRDC2	460.2576
ARRDC3	4518.9029	ARRDC3	3970.7823
ARRDC4	350.736	ARRDC4	741.7531
ARSA	1194.5356	ARSA	554.5083
ARSB	346.0765	ARSB	170.2796
ARSD	1746.4789	ARSD	2920.5152
ARSE	64.3863	ARSE	38.957
ARSF	27.11	removed	removed
ARSG	232.1296	ARSG	313.8549
ARSH	5.0831	ARSH	8.4826
ARSI	39.8179	ARSI	28.2752
ARSJ	331.6743	ARSJ	245.6802
ARSK	163.931	ARSK	217.7191
ART3	924.2825	ART3	5.9692
removed	removed	ART4	45.5545
removed	removed	ART5	38.3286
ARTN	14.4022	ARTN	5.3409
ARV1	451.975	ARV1	293.748
ARVCF	542.2006	ARVCF	540.6849
removed	removed	ARX	10.3676
AR	108.0165	AR	1100.8483
AS3MT	196.5477	AS3MT	253.2202
ASAH1	1814.6775	ASAH1	3379.8303
ASAH2B	6.7775	ASAH2B	10.3676
ASAM	263.4756	ASAM	899.4659
ASAP1	1218.6805	ASAP1	1240.6535
ASAP2	642.5924	ASAP2	1071.6305
ASAP3	843.7996	ASAP3	916.431
ASB13	681.1395	ASB13	716.3054
ASB14	11.8606	ASB14	24.191
ASB16	41.1564	ASB16	20.8231
ASB1	244.5409	ASB1	921.841
ASB2	29.228	ASB2	76.0289
ASB3	344.8057	ASB3	385.1712
ASB6	637.1662	ASB6	727.6155
ASB7	635.3913	ASB7	560.4775
ASB8	576.9353	ASB8	816.8395
ASB9	11.0134	ASB9	40.5278
ASCC1	587.1016	ASCC1	431.3541
ASCC2	1725.2992	ASCC2	955.388
ASCC3	2084.507	ASCC3	1227.1442
ASCL2	32.1932	ASCL2	15.3943
ASF1A	972.1487	ASF1A	542.8841
ASF1B	720.5337	ASF1B	55.6079
ASGR1	8.0483	ASGR1	7.5401
ASGR2	5.9303	removed	removed
ASH1L	4642.1053	ASH1L	4626.1232
removed	removed	ASH2L	1088.9098
ASL	383.3527	ASL	401.508
ASMTL	497.2996	ASMTL	719.667
ASNA1	1085.6719	ASNA1	783.8517
ASNSD1	857.7782	ASNSD1	1234.0559
ASNS	632.4261	ASNS	445.8058
removed	removed	ASPA	107.4458
ASPHD1	16.5202	ASPHD1	15.0801
ASPHD2	42.783	ASPHD2	44.9262
ASPH	4969.8231	ASPH	7857.0154
ASPM	2071.7992	ASPM	44.9262
ASPN	136.3973	ASPN	218.6616
ASPRV1	79.9661	ASPRV1	147.6155
ASPSCR1	515.5141	ASPSCR1	190.0723
ASRGL1	269.8295	ASRGL1	64.4046
ASS1	1559.2502	ASS1	1350.9268
ASTE1	328.5608	ASTE1	343.5344
ASTN1	76.6705	ASTN1	166.5096
ASTN2	51.6785	ASTN2	275.5262
ASXL1	3051.5726	ASXL1	2492.3029
ASXL2	614.6352	ASXL2	1244.7377
ASXL3	47.019	ASXL3	58.7496
ATAD1	1327.9678	ATAD1	1342.7584
ATAD2B	390.1303	ATAD2B	477.2227
ATAD2	5289.8443	ATAD2	455.2309
ATAD3A	442.6559	ATAD3A	277.7254
ATAD3B	189.7702	ATAD3B	225.8875
ATAD3C	50.8313	ATAD3C	129.4376
ATAD5	194.0061	ATAD5	136.0352
ATE1	198.2421	ATE1	406.2205
ATF1	374.4573	ATF1	519.9497
ATF2	476.1199	ATF2	703.7386
ATF3	1189.0289	ATF3	5239.0826
ATF4	8593.8791	ATF4	5156.7703
ATF5	776.0246	ATF5	482.5636
ATF6B	3828.4444	ATF6B	1992.2086
ATF6	2199.7247	ATF6	1850.4555
ATF7IP2	32.1932	ATF7IP2	69.4314
ATF7IP	2000.2118	ATF7IP	1801.131
ATF7	3076.6451	ATF7	3014.8665
ATG10	105.8985	ATG10	110.2733
ATG12	506.6187	ATG12	509.5822
ATG16L1	464.2592	ATG16L1	864.9073
ATG16L2	312.1508	ATG16L2	499.4156
ATG2A	611.2464	ATG2A	803.6444
ATG2B	759.928	ATG2B	1783.5375
ATG3	1189.0289	ATG3	644.6748
ATG4A	213.4915	ATG4A	249.4502
ATG4B	664.1957	ATG4B	850.1414
ATG4C	145.2928	ATG4C	257.6186
ATG4D	221.2898	ATG4D	206.629
ATG5	1083.1304	ATG5	852.9689
ATG7	664.4414	ATG7	691.0713
ATG9A	1458.2315	ATG9A	1236.0258
ATG9B	5.3034	ATG9B	16.1169
ATHL1	1420.3113	ATHL1	1186.9306
ATIC	1710.0498	ATIC	1387.0562
ATL1	312.1889	ATL1	608.8596
ATL2	2020.9679	ATL2	1838.8313
ATL3	523.5624	ATL3	607.9171
ATMIN	2012.9196	ATMIN	2393.968
ATM	1307.2117	ATM	2448.9475
ATN1	15124.0072	ATN1	5590.9519
ATOH8	35.5819	ATOH8	321.7091
ATOX1	349.8888	ATOX1	538.7999
ATP10A	109.7109	ATP10A	180.6472
ATP10B	53.7965	ATP10B	21.6777
ATP10D	424.0178	ATP10D	913.6035
ATP11A	528.222	ATP11A	819.3528
ATP11B	2879.5933	ATP11B	1999.6858
ATP11C	1322.0375	ATP11C	835.0613
removed	removed	ATP12A	23.5627
ATP13A1	1885.8414	ATP13A1	1091.7374
ATP13A2	848.8828	ATP13A2	696.5127
ATP13A3	4297.3631	ATP13A3	1735.1555
ATP13A4	299.4811	ATP13A4	244.7377
ATP13A5	31.346	ATP13A5	314.4832
ATP1A1	35971.5811	ATP1A1	15061.8567
ATP1A2	36.0055	ATP1A2	460.2576
ATP1A3	6.3539	removed	removed
removed	removed	ATP1A4	35.1869
ATP1B1	5590.6682	ATP1B1	8212.7584
ATP1B2	50.4077	ATP1B2	149.2303
ATP1B3	2232.765	ATP1B3	931.5112
ATP2A1	42.783	ATP2A1	8.4826
ATP2A2	7917.3991	ATP2A2	5285.8938
ATP2A3	2004.4477	ATP2A3	880.3016
ATP2B1	713.7562	ATP2B1	3107.1316
ATP2B2	6.7775	ATP2B2	6.9117
ATP2B4	2054.4319	ATP2B4	5508.6396
ATP2C1	6622.6199	ATP2C1	3220.0848
ATP2C2	1211.0558	ATP2C2	294.6905
ATP5A1	9458.8584	ATP5A1	8190.7006
ATP5B	8557.0264	ATP5B	8015.7085
ATP5C1	3569.2047	ATP5C1	1898.5234
ATP5D	518.4793	ATP5D	409.0481
ATP5EP2	32.6168	ATP5EP2	16.9651
ATP5E	2892.3012	ATP5E	2255.1052
ATP5F1	2582.6538	ATP5F1	1981.1499
ATP5G1	1050.09	ATP5G1	481.9353
ATP5G2	4453.6694	ATP5G2	3513.6664
ATP5G3	1733.3475	ATP5G3	1751.1781
ATP5H	1188.1817	ATP5H	1207.9799
ATP5I	451.06	ATP5I	615.5419
ATP5J2	761.5588	ATP5J2	616.8834
ATP5J	1423.7806	ATP5J	1028.0804
ATP5L	2489.4631	ATP5L	1951.618
ATP5O	2437.7846	ATP5O	2318.8816
ATP5SL	637.0857	ATP5SL	601.6337
ATP5S	126.2311	ATP5S	136.9777
ATP6AP1L	16.5202	ATP6AP1L	70.0597
ATP6AP1	4027.9572	ATP6AP1	2444.235
ATP6AP2	2717.7804	ATP6AP2	2954.1313
ATP6V0A1	1393.2013	ATP6V0A1	1636.1923
ATP6V0A2	523.5624	ATP6V0A2	508.0113
ATP6V0A4	102.9334	ATP6V0A4	92.7773
ATP6V0B	1372.8688	ATP6V0B	833.4904
ATP6V0C	1892.1953	ATP6V0C	1225.5262
ATP6V0D1	1603.304	ATP6V0D1	1163.3679
ATP6V0E1	1786.2967	ATP6V0E1	2018.8501
ATP6V0E2	351.5281	ATP6V0E2	992.1112
ATP6V1A	3672.1381	ATP6V1A	1924.5994
ATP6V1B1	1006.4598	ATP6V1B1	276.1546
ATP6V1B2	1619.4006	ATP6V1B2	1518.0647
ATP6V1C1	2387.3769	ATP6V1C1	1685.831
ATP6V1C2	75.4548	ATP6V1C2	129.4565
ATP6V1D	845.9176	ATP6V1D	761.8599
ATP6V1E1	2990.9986	ATP6V1E1	1754.9482
ATP6V1E2	48.2897	ATP6V1E2	84.5115
ATP6V1F	889.9714	ATP6V1F	769.0826
ATP6V1G1	1296.6218	ATP6V1G1	1962.9281
ATP6V1G2	18.2146	ATP6V1G2	18.8501
ATP6V1H	1150.0582	ATP6V1H	1053.7229
ATP7A	417.2403	ATP7A	1106.1891
ATP7B	78.7885	ATP7B	360.9802
ATP8A1	170.7085	ATP8A1	588.7527
removed	removed	ATP8A2	40.2136
ATP8B1	902.065	ATP8B1	1346.1577
ATP8B2	478.6614	ATP8B2	1405.9064
ATP8B3	10.5899	ATP8B3	16.0226
ATP8B4	232.5532	ATP8B4	153.6287
ATP8B5P	40.2414	ATP8B5P	20.1068
ATP9A	5966.3243	ATP9A	3658.4983
removed	removed	ATP9B	679.8618
ATPAF1	901.6626	ATPAF1	1117.5306
ATPAF2	127.0783	ATPAF2	223.7669
ATPBD4	67.3515	ATPBD4	187.2447
ATPIF1	916.6578	ATPIF1	665.0958
ATRIP	195.1287	ATRIP	277.9956
ATRNL1	80.0593	ATRNL1	141.3761
ATRN	2208.6201	ATRN	2643.104
ATRX	1898.9728	ATRX	3587.4961
ATR	1968.0186	ATR	1192.5856
ATXN10	2894.4191	ATXN10	2074.4581
ATXN1L	2146.4916	ATXN1L	2431.0964
ATXN1	693.8473	ATXN1	1514.6089
ATXN2L	3570.4755	ATXN2L	2021.9918
ATXN2	964.9476	ATXN2	1000.3142
ATXN3	488.8277	ATXN3	670.4367
ATXN7L1	202.9016	ATXN7L1	373.2328
ATXN7L2	206.2904	ATXN7L2	87.339
ATXN7L3B	4280.843	ATXN7L3B	4081.6839
ATXN7L3	1214.8682	ATXN7L3	1117.4992
ATXN7	696.3889	ATXN7	1056.2363
AUH	166.8961	AUH	344.3292
AUP1	1708.6223	AUP1	1231.7311
AURKAIP1	553.214	AURKAIP1	430.7257
AURKAPS1	18.6381	AURKAPS1	10.6817
AURKA	468.9188	AURKA	45.5545
AURKB	325.3203	AURKB	13.1951
AURKC	12.2842	AURKC	10.9959
AUTS2	1769.7766	AUTS2	3001.5708
AVEN	75.8234	AVEN	125.6676
AVIL	136.3973	AVIL	41.1561
AVL9	323.626	AVL9	414.0748
AVPI1	144.8692	AVPI1	290.9205
AVPR1A	10.5899	AVPR1A	57.8071
AVPR2	11.8606	AVPR2	76.0289
AXIN1	1053.4788	AXIN1	565.5042
AXIN2	85.9896	AXIN2	604.3638
AXL	777.2954	AXL	1442.35
AZGP1	21948.1097	AZGP1	13495.1304
AZI1	681.9867	AZI1	188.8156
AZI2	996.7171	AZI2	1161.4829
AZIN1	5551.6255	AZIN1	3850.4555
B2M	57407.1799	B2M	28196.984
B3GALNT1	632.0025	B3GALNT1	485.3911
B3GALNT2	1225.4029	B3GALNT2	660.9959
B3GALT1	8.8955	B3GALT1	43.0412
B3GALT2	66.0807	B3GALT2	19.7926
B3GALT4	191.8882	B3GALT4	150.8011
B3GALT5	34.3111	B3GALT5	59.3779
B3GALT6	344.3821	B3GALT6	379.202
B3GALTL	449.857	B3GALTL	336.1609
B3GAT1	17.3674	B3GAT1	52.7804
B3GAT2	30.6089	B3GAT2	25.454
B3GAT3	544.7421	B3GAT3	392.0829
B3GNT1	274.9126	B3GNT1	735.7839
B3GNT2	951.3926	B3GNT2	1376.0603
B3GNT3	227.8937	B3GNT3	102.7333
B3GNT5	1194.5356	B3GNT5	423.4998
B3GNT7	115.2176	B3GNT7	110.9017
B3GNT8	13.9786	B3GNT8	72.2589
B3GNT9	219.676	B3GNT9	304.9482
B3GNTL1	77.7084	B3GNTL1	52.793
B4GALNT1	51.3269	B4GALNT1	39.4031
B4GALNT2	19.4853	removed	removed
B4GALNT3	547.7073	B4GALNT3	146.0886
B4GALNT4	371.9157	B4GALNT4	232.1709
B4GALT1	4803.5582	B4GALT1	3867.4207
B4GALT2	1101.3449	B4GALT2	561.7342
B4GALT3	2208.6201	B4GALT3	664.7817
B4GALT4	589.6431	B4GALT4	439.2083
B4GALT5	4467.648	B4GALT5	1959.4722
B4GALT6	184.2635	B4GALT6	163.6821
B4GALT7	243.9903	B4GALT7	325.1649
B9D1	140.0657	B9D1	152.2495
B9D2	64.3863	B9D2	61.4954
BAALC	29.228	BAALC	91.109
BACE1	1197.0772	BACE1	1459.0009
BACE2	2308.1648	BACE2	1065.033
BACH1	790.8504	BACH1	1441.4075
BACH2	182.5691	BACH2	570.5309
BAD	290.0942	BAD	408.4072
BAG1	879.6442	BAG1	1177.5181
BAG2	103.7806	BAG2	183.7889
BAG3	1053.9024	BAG3	1322.9658
BAG4	197.8185	BAG4	303.4873
BAG5	1507.1482	BAG5	1772.8558
BAGE2	11.8606	BAGE2	7.9171
BAHCC1	887.4298	BAHCC1	630.5372
BAHD1	572.6994	BAHD1	805.8435
removed	removed	BAI1	90.4807
BAI2	72.4346	BAI2	180.333
removed	removed	BAI3	23.8768
BAIAP2L1	784.7506	BAIAP2L1	531.8882
BAIAP2L2	227.8937	BAIAP2L2	9.7392
BAIAP2	1121.6774	BAIAP2	786.9934
BAIAP3	69.5288	BAIAP3	273.3553
BAK1	457.0581	BAK1	214.8916
BAMBI	1000.5295	BAMBI	1497.3296
BANF1	2702.1074	BANF1	1267.0437
BANK1	23.2977	BANK1	101.7908
BANP	351.5832	BANP	258.5611
BAP1	1062.7978	BAP1	1561.42
BARD1	281.6901	BARD1	106.1891
removed	removed	BARX1	7.5401
BARX2	868.3681	BARX2	682.3751
BASP1	688.7642	BASP1	116.5567
BAT1	6994.811	BAT1	6092.3657
BAT2L1	5242.7195	BAT2L1	8067.9736
BAT2L2	7911.0452	BAT2L2	6325.4791
BAT2	9712.5913	BAT2	6737.6689
BAT3	5105.5809	BAT3	3527.76
BAT4	457.0581	BAT4	302.2306
BAT5	1191.1469	BAT5	675.4634
BATF2	650.2171	BATF2	68.1747
BATF3	22.4505	BATF3	12.8809
BATF	67.3515	BATF	80.4273
BAX	612.9408	BAX	316.9965
BAZ1A	1184.3694	BAZ1A	1062.8338
BAZ1B	2339.5107	BAZ1B	2525.9189
BAZ2A	3679.0681	BAZ2A	3782.1238
BAZ2B	810.5433	BAZ2B	1753.858
BBC3	186.805	BBC3	136.6635
BBOX1	1084.4011	BBOX1	311.0273
BBS10	455.3638	BBS10	673.8926
BBS12	92.7671	BBS12	201.0682
BBS1	860.879	BBS1	1389.0512
BBS2	1207.2435	BBS2	1734.5272
BBS4	271.1003	BBS4	526.5473
BBS5	107.0846	BBS5	289.9497
BBS7	202.9016	BBS7	420.9865
BBS9	232.9768	BBS9	408.4197
BBX	3154.506	BBX	3127.5526
BCAM	4324.0496	BCAM	4941.2504
BCAN	11.0134	BCAN	64.7188
BCAP29	978.5026	BCAP29	1224.0025
BCAP31	4971.7251	BCAP31	2981.7782
BCAR1	961.9824	BCAR1	931.197
BCAR3	193.5825	BCAR3	829.7078
BCAS1	86.8368	BCAS1	391.1404
