gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
ANKS1B	56.7992	ANKS1B	60.3589
ANKS3	476.7792	ANKS3	588.907
ANKS6	110.9255	ANKS6	128.4666
ANKZF1	382.8934	ANKZF1	812.398
ANLN	459.7394	ANLN	12.6427
ANO10	814.2332	ANO10	949.8369
ANO1	5207.15	ANO1	6060.7667
ANO2	18.0421	ANO2	20.3915
removed	removed	ANO3	10.1958
ANO4	13.0304	removed	removed
removed	removed	ANO5	50.571
ANO6	862.3455	ANO6	1556.2806
ANO7	5.3458	ANO7	11.8271
ANO8	1374.2065	ANO8	371.9413
ANO9	549.2817	ANO9	302.2023
ANP32A	2835.2823	ANP32A	2685.155
ANP32B	2550.284	ANP32B	3092.1697
ANP32E	523.2208	ANP32E	661.5008
ANPEP	154.6943	ANPEP	7711.2561
ANTXR1	1157.3672	ANTXR1	2732.4633
ANTXR2	306.7157	ANTXR2	1036.7047
removed	removed	ANTXRL	5.3018
ANUBL1	153.0237	ANUBL1	154.1599
ANXA11	4103.2409	ANXA11	6671.2887
removed	removed	ANXA13	22.4307
ANXA1	1118.9442	ANXA1	20075.4486
ANXA2P1	18.0421	ANXA2P1	98.6949
ANXA2P2	1280.3207	ANXA2P2	6827.4878
removed	removed	ANXA2P3	11.0114
ANXA2	3355.4962	ANXA2	21948.6134
ANXA3	87.8717	ANXA3	2510.1958
ANXA4	991.3131	ANXA4	1714.1109
ANXA5	2990.6448	ANXA5	5958.8091
ANXA6	3718.6769	ANXA6	8657.0147
ANXA7	2739.0578	ANXA7	3054.6493
removed	removed	ANXA8L2	157.4225
ANXA8	10.3575	ANXA8	491.4356
ANXA9	190.1103	ANXA9	431.8923
AOAH	60.1403	AOAH	135.8075
AOC2	52.1216	AOC2	26.9168
AOC3	951.8877	AOC3	2426.5905
AOX1	18.3762	AOX1	417.2104
AP1AR	1001.6706	AP1AR	361.3377
AP1B1	2213.4982	AP1B1	3170.0653
AP1G1	2311.3933	AP1G1	1502.447
AP1G2	3361.9011	AP1G2	1725.8116
AP1M1	1222.5192	AP1M1	1362.1533
AP1M2	2016.7056	AP1M2	2142.3328
AP1S1	1696.2913	AP1S1	1018.3524
AP1S2	200.4678	AP1S2	252.447
AP1S3	79.853	AP1S3	114.1925
AP2A1	3766.1109	AP2A1	2225.4323
AP2A2	2068.8273	AP2A2	2233.279
AP2B1	14469.7628	AP2B1	5478.385
AP2M1	5256.5987	AP2M1	8141.5171
AP2S1	781.4901	AP2S1	1874.3883
AP3B1	1273.9726	AP3B1	808.3197
AP3B2	51.4534	AP3B2	230.4241
AP3D1	2569.3284	AP3D1	3263.4584
AP3M1	2065.4861	AP3M1	969.0049
AP3M2	1637.8216	AP3M2	329.1191
AP3S1	823.5884	AP3S1	896.0033
AP3S2	1453.555	AP3S2	1698.544
AP4B1	135.583	AP4B1	346.8719
AP4E1	446.709	AP4E1	163.1321
AP4M1	583.5015	AP4M1	601.6232
AP4S1	95.5563	AP4S1	80.3426
APAF1	1039.7594	APAF1	232.8711
APBA1	97.8951	APBA1	196.9821
APBA2	11.0257	APBA2	73.8173
APBA3	235.8837	APBA3	342.9853
APBB1IP	77.8483	APBB1IP	431.8923
APBB1	266.288	APBB1	1404.1599
APBB2	1989.3084	APBB2	968.5971
APBB3	204.8112	APBB3	355.6281
APC2	13.8557	APC2	11.9005
APCDD1L	11.3598	APCDD1L	245.106
APCDD1	210.4911	APCDD1	1010.1958
APC	682.2586	APC	287.9282
APEH	3513.1975	APEH	2727.1615
APEX1	4488.4731	APEX1	3965.7423
APEX2	710.6582	APEX2	752.447
APH1A	4667.2235	APH1A	5216.1501
APH1B	931.841	APH1B	623.1648
API5	2703.6418	API5	1783.4421
APIP	442.3922	APIP	408.8458
APITD1	299.1914	APITD1	236.8475
APLF	27.3973	APLF	68.1077
APLNR	824.9248	APLNR	490.6199
APLN	111.2596	APLN	211.2561
APLP1	261.6104	APLP1	79.1191
APLP2	32111.5937	APLP2	16715.3344
APOA1BP	1961.9111	APOA1BP	2559.1354
APOA1	54.7945	removed	removed
APOB48R	136.6522	APOB48R	300.1631
removed	removed	APOBEC3A	17.9445
APOBEC3B	119.9465	APOBEC3B	53.4258
APOBEC3C	59.138	APOBEC3C	420.8809
APOBEC3D	20.715	APOBEC3D	109.2985
APOBEC3F	35.0819	APOBEC3F	314.0294
APOBEC3G	87.8717	APOBEC3G	525.2855
removed	removed	APOBEC3H	8.9723
removed	removed	APOB	31.4029
APOC1	165.3859	APOC1	920.0653
removed	removed	APOC2	31.8108
APOD	9499.4988	APOD	36573.8173
APOE	2878.717	APOE	10237.7651
APOL1	397.5944	APOL1	1573.8173
APOL2	372.2018	APOL2	843.801
APOL3	252.2553	APOL3	1108.075
APOL4	144.3368	APOL4	642.7406
APOL6	360.842	APOL6	892.7406
APOLD1	592.3822	APOLD1	521.615
APOM	19.7127	APOM	110.9299
APOOL	208.1524	APOOL	21.615
APOO	231.8744	APOO	222.6754
APPBP2	1427.9987	APPBP2	634.9918
APPL1	2039.7594	APPL1	964.5188
APPL2	1786.1677	APPL2	1345.8401
APP	11491.146	APP	23755.3018
APRT	1416.6388	APRT	3201.0604
APTX	805.8804	APTX	654.1599
AQP11	28.7337	AQP11	36.7047
AQP1	3528.5667	AQP1	10265.5424
AQP3	21.7173	AQP3	752.447
removed	removed	AQP4	24.4698
removed	removed	AQP5	201.876
AQP6	14.3669	removed	removed
AQP7P1	12.0281	AQP7P1	98.2871
removed	removed	AQP7P3	22.8385
AQP7	114.9348	AQP7	1252.0392
removed	removed	AQP9	33.0343
AQPEP	7.4708	AQPEP	34.9103
AQR	934.848	AQR	533.8499
ARAF	1713.3311	ARAF	1766.3132
ARAP1	2041.734	ARAP1	3398.4462
ARAP2	80.5212	ARAP2	178.2219
ARAP3	340.127	ARAP3	549.3475
ARCN1	3304.711	ARCN1	2745.5139
ARC	26.729	ARC	1039.1517
AREG	1088.5399	AREG	2816.0685
ARF1	13803.5416	ARF1	10458.4013
ARF3	9505.5129	ARF3	4167.2104
ARF4	3378.8841	ARF4	3711.6639
ARF5	2894.721	ARF5	5083.5155
ARF6	3811.2262	ARF6	3386.2153
ARFGAP1	2743.0672	ARFGAP1	2125.2039
ARFGAP2	2855.6632	ARFGAP2	3024.8777
ARFGAP3	250.9188	ARFGAP3	914.7635
ARFGEF1	6294.6074	ARFGEF1	847.9772
ARFGEF2	2463.4146	ARFGEF2	734.5024
ARFIP1	1348.1457	ARFIP1	718.5971
ARFIP2	2166.7224	ARFIP2	2308.7276
ARFRP1	637.8216	ARFRP1	1491.8434
ARG2	129.4253	ARG2	240.3793
ARGLU1	2556.9663	ARGLU1	1465.7423
ARHGAP10	206.1477	ARHGAP10	525.2855
ARHGAP11A	400.9355	ARHGAP11A	31.8108
ARHGAP11B	36.0842	removed	removed
ARHGAP12	1029.4019	ARHGAP12	512.6427
ARHGAP15	26.3949	ARHGAP15	73.4095
ARHGAP17	1559.9733	ARHGAP17	981.6476
ARHGAP18	1044.1029	ARHGAP18	335.6444
ARHGAP19	504.554	ARHGAP19	1106.4437
ARHGAP1	5311.3933	ARHGAP1	3663.9478
ARHGAP20	16.7056	ARHGAP20	95.0245
ARHGAP21	1176.4116	ARHGAP21	1084.0131
ARHGAP22	29.0678	ARHGAP22	113.3768
ARHGAP23	322.419	ARHGAP23	722.2675
ARHGAP24	86.8694	ARHGAP24	290.783
ARHGAP25	122.6194	ARHGAP25	452.2838
ARHGAP26	145.6732	ARHGAP26	508.9723
ARHGAP27	397.2603	ARHGAP27	606.8515
ARHGAP28	31.7407	ARHGAP28	53.4258
ARHGAP29	937.1868	ARHGAP29	1496.3295
ARHGAP30	266.6221	ARHGAP30	582.7896
ARHGAP31	434.6809	ARHGAP31	439.2333
ARHGAP32	6293.017	ARHGAP32	575.8564
ARHGAP33	769.128	ARHGAP33	258.5644
ARHGAP36	7.3505	ARHGAP36	2566.4763
ARHGAP39	1815.5697	ARHGAP39	345.0245
ARHGAP42	33.0772	ARHGAP42	31.8108
ARHGAP4	266.6221	ARHGAP4	806.2806
ARHGAP5	1574.006	ARHGAP5	951.0604
ARHGAP6	88.874	ARHGAP6	69.3312
ARHGAP8	462.1784	ARHGAP8	634.5351
ARHGAP9	42.0982	ARHGAP9	196.1664
ARHGDIA	8348.4798	ARHGDIA	8768.3524
ARHGDIB	1517.875	ARHGDIB	5559.5432
ARHGDIG	5.5997	ARHGDIG	63.1485
ARHGEF10L	1638.4898	ARHGEF10L	1353.1811
ARHGEF10	500.5012	ARHGEF10	670.4731
ARHGEF11	1887.7381	ARHGEF11	847.8793
ARHGEF12	3378.2158	ARHGEF12	1991.0277
ARHGEF15	420.9823	ARHGEF15	542.0065
ARHGEF16	405.279	ARHGEF16	665.1713
ARHGEF17	1346.4751	ARHGEF17	1617.4551
ARHGEF18	2339.7928	ARHGEF18	1118.6786
ARHGEF19	176.4116	ARHGEF19	728.7928
ARHGEF1	866.3548	ARHGEF1	2256.5253
ARHGEF2	921.4835	ARHGEF2	1643.5563
ARHGEF33	5.3458	ARHGEF33	17.5367
ARHGEF35	866.0207	ARHGEF35	1306.6884
ARHGEF37	1696.6255	ARHGEF37	1464.9266
removed	removed	ARHGEF38	21.2072
ARHGEF3	680.588	ARHGEF3	823.8173
ARHGEF4	19.3785	ARHGEF4	407.8303
ARHGEF5	519.2115	ARHGEF5	1118.2708
ARHGEF6	348.4798	ARHGEF6	1455.1387
ARHGEF7	1660.8754	ARHGEF7	943.7194
ARHGEF9	639.158	ARHGEF9	501.6313
ARID1A	2326.4283	ARID1A	1356.0359
ARID1B	1596.3916	ARID1B	1192.4959
ARID2	1200.8019	ARID2	367.0473
ARID3A	117.6078	ARID3A	32.6264
ARID3B	161.3765	ARID3B	93.3931
ARID4A	858.6702	ARID4A	289.1517
ARID4B	1330.4377	ARID4B	559.1354
ARID5A	330.7718	ARID5A	8419.2496
ARID5B	250.2506	ARID5B	1871.9413
ARIH1	1294.3535	ARIH1	974.3067
ARIH2	2160.6315	ARIH2	1414.2863
ARL10	6.014	ARL10	15.0897
ARL11	46.7758	ARL11	46.4927
ARL13B	278.3161	ARL13B	159.0538
ARL15	344.8045	ARL15	172.1044
ARL16	699.9666	ARL16	777.7325
ARL17A	105.6131	ARL17A	55.0571
ARL1	4197.7949	ARL1	1813.2137
ARL2BP	760.441	ARL2BP	1321.7781
ARL2	474.4404	ARL2	2339.7227
ARL3	1461.41	ARL3	1136.2153
ARL4A	151.019	ARL4A	1054.6493
ARL4C	259.6057	ARL4C	1122.7569
ARL4D	99.8998	ARL4D	402.5285
ARL5A	477.4474	ARL5A	563.2137
ARL5B	151.3532	ARL5B	62.398
ARL6IP1	9247.9118	ARL6IP1	2785.0734
ARL6IP4	2754.427	ARL6IP4	4778.5481
ARL6IP5	2453.7254	ARL6IP5	4339.3148
ARL6IP6	263.9492	ARL6IP6	245.5139
ARL6	41.0959	ARL6	44.8613
ARL8A	1952.8901	ARL8A	1602.7732
ARL8B	3282.9937	ARL8B	1655.3834
ARL9	53.4581	ARL9	16.3132
ARMC10	769.3385	ARMC10	638.1852
ARMC1	1252.5894	ARMC1	318.1077
ARMC2	59.138	ARMC2	33.8499
removed	removed	ARMC3	6.9331
ARMC4	12.6963	ARMC4	6.5253
ARMC5	379.5523	ARMC5	767.1289
ARMC6	793.7888	ARMC6	883.3605
ARMC7	494.8212	ARMC7	476.7537
ARMC8	796.8593	ARMC8	497.553
ARMC9	217.1734	ARMC9	324.2251
ARMCX1	289.3418	ARMCX1	1116.6395
ARMCX2	368.8607	ARMCX2	972.2675
ARMCX3	835.9506	ARMCX3	1508.9723
ARMCX5	274.9749	ARMCX5	321.7781
ARMCX6	92.5493	ARMCX6	295.677
ARNT2	861.009	ARNT2	451.4682
ARNTL2	11.0257	ARNTL2	8.5644
ARNTL	322.7531	ARNTL	206.3622
ARNT	1440.3608	ARNT	1046.0848
ARPC1A	3378.8841	ARPC1A	3280.1794
ARPC1B	2050.7852	ARPC1B	3648.8581
ARPC2	2344.1363	ARPC2	4940.4568
ARPC3	5238.2225	ARPC3	3789.5595
ARPC4	3773.3211	ARPC4	5007.7039
ARPC5L	900.7685	ARPC5L	857.2594
ARPC5	3208.8206	ARPC5	3456.3622
ARPM1	19.0444	ARPM1	57.5041
ARPP19	4459.7394	ARPP19	2648.4502
ARRB1	1899.432	ARRB1	1561.9902
ARRB2	589.3752	ARRB2	986.5416
ARRDC1	1881.724	ARRDC1	1650.4894
ARRDC2	507.1834	ARRDC2	933.9315
ARRDC3	1029.7361	ARRDC3	1721.8597
ARRDC4	1008.0187	ARRDC4	721.8597
ARSA	901.1026	ARSA	1710.8483
ARSB	110.2573	ARSB	112.5612
ARSD	4659.5389	ARSD	3133.3605
ARSE	14.701	ARSE	48.124
ARSG	680.588	ARSG	309.1354
removed	removed	ARSH	8.9723
ARSI	11.694	ARSI	85.2365
ARSJ	12.6963	ARSJ	111.7455
ARSK	30.7384	ARSK	94.2088
removed	removed	ART4	11.4192
ART5	6.3481	ART5	39.5595
ARTN	49.4487	ARTN	34.2577
ARV1	346.141	ARV1	344.2088
ARVCF	608.7538	ARVCF	1046.9005
ARX	381.557	ARX	10.6036
AR	1048.1123	AR	37.5204
AS3MT	174.4069	AS3MT	550.9788
ASAH1	13726.3615	ASAH1	3838.4992
ASAH2B	10.6916	removed	removed
ASAM	102.9068	ASAM	232.0555
ASAP1	862.0114	ASAP1	373.9804
ASAP2	986.9696	ASAP2	349.9184
ASAP3	366.1878	ASAP3	1064.845
ASB13	3318.7437	ASB13	1295.677
ASB14	11.3598	ASB14	6.5253
ASB16	50.0902	ASB16	11.8475
ASB1	573.0438	ASB1	477.7162
ASB2	9.021	ASB2	53.0179
ASB3	213.164	ASB3	305.0571
ASB6	1181.6305	ASB6	1078.801
ASB7	424.3234	ASB7	261.0114
ASB8	1087.8717	ASB8	672.9201
ASB9	15.7033	ASB9	31.8108
ASCC1	492.1483	ASCC1	364.6003
ASCC2	1038.7571	ASCC2	1636.2153
ASCC3	586.0341	ASCC3	447.7977
ASCL1	564.985	removed	removed
ASCL2	16.3715	ASCL2	42.8222
ASF1A	457.0665	ASF1A	359.2985
ASF1B	289.0077	ASF1B	70.5546
ASGR1	7.0164	ASGR1	33.8499
ASGR2	8.3528	ASGR2	10.6036
ASH1L	1913.4915	ASH1L	844.7431
ASH2L	2545.6064	ASH2L	1043.6378
ASL	773.8055	ASL	1061.9902
ASMTL	1105.553	ASMTL	1563.9886
ASMT	12.3655	removed	removed
ASNA1	1467.7581	ASNA1	2056.2806
ASNSD1	551.6204	ASNSD1	1089.7227
ASNS	672.2352	ASNS	420.8809
ASPA	11.3598	ASPA	35.4812
removed	removed	ASPG	40.783
ASPHD1	21.7173	ASPHD1	115.8238
ASPHD2	82.1918	ASPHD2	79.1191
ASPH	1511.5636	ASPH	4839.7471
ASPM	293.017	ASPM	7.3409
ASPN	617.7748	ASPN	303.8336
ASPRV1	36.8994	ASPRV1	102.1044
ASPSCR1	888.0722	ASPSCR1	769.168
ASRGL1	114.9348	ASRGL1	260.6036
ASS1	304.3769	ASS1	3425.367
ASTE1	199.7394	ASTE1	255.3752
removed	removed	ASTL	10.6036
ASTN1	16.0374	ASTN1	77.4878
ASTN2	382.8934	ASTN2	382.137
ASXL1	1398.9308	ASXL1	1139.8858
ASXL2	566.6555	ASXL2	78.3034
removed	removed	ASXL3	17.9445
ATAD1	1206.8159	ATAD1	652.9364
ATAD2B	214.5005	ATAD2B	135.3997
ATAD2	2120.9489	ATAD2	133.3605
ATAD3A	467.0899	ATAD3A	837.6835
ATAD3B	254.5941	ATAD3B	469.4127
ATAD3C	185.0986	ATAD3C	464.5188
ATAD5	148.6803	ATAD5	15.0897
ATE1	355.162	ATE1	41.1909
ATF1	394.2533	ATF1	322.5938
ATF2	340.127	ATF2	102.7732
ATF3	698.296	ATF3	7026.509
ATF4	6129.6358	ATF4	10869.0865
ATF5	2061.4768	ATF5	1151.7129
ATF6B	2998.2927	ATF6B	3032.2186
ATF6	1184.0962	ATF6	865.0082
ATF7IP2	175.4093	ATF7IP2	68.1077
ATF7IP	400.2673	ATF7IP	327.8956
ATF7	1079.2382	ATF7	796.9943
ATG10	103.9091	ATG10	150.4894
ATG12	526.2279	ATG12	350.3263
ATG16L1	1022.7197	ATG16L1	655.7912
ATG16L2	531.1727	ATG16L2	399.5881
ATG2A	917.14	ATG2A	987.3573
ATG2B	1660.2072	ATG2B	526.509
ATG3	643.5015	ATG3	834.8287
ATG4A	236.8861	ATG4A	256.1175
ATG4B	976.6121	ATG4B	1588.4992
ATG4C	66.8226	ATG4C	135.8075
ATG4D	451.9813	ATG4D	504.2822
ATG5	648.5132	ATG5	685.9706
ATG7	827.4908	ATG7	1031.354
ATG9A	697.8483	ATG9A	1751.4845
ATG9B	56.0608	ATG9B	21.1868
ATHL1	214.1664	ATHL1	2203.9152
ATIC	1334.1129	ATIC	1550.1631
ATL1	108.5867	ATL1	486.1338
ATL2	574.006	ATL2	938.8254
ATL3	225.5262	ATL3	190.0489
ATMIN	1069.8296	ATMIN	1325.8564
ATM	428.6669	ATM	492.6591
ATN1	12009.6893	ATN1	6781.8108
ATOH8	35.416	ATOH8	382.137
ATOX1	737.3872	ATOX1	1195.7586
ATP10A	135.6498	ATP10A	273.2463
removed	removed	ATP10B	6.5253
ATP10D	206.1477	ATP10D	329.1191
ATP11A	309.7227	ATP11A	254.0783
ATP11B	10019.3785	ATP11B	581.1582
removed	removed	ATP11C	284.2577
ATP13A1	1752.4223	ATP13A1	1630.0979
ATP13A2	3647.1767	ATP13A2	1645.5954
ATP13A3	1367.5242	ATP13A3	607.2594
ATP13A4	5.0117	ATP13A4	44.4535
removed	removed	ATP13A5	153.3442
ATP1A1	6263.6051	ATP1A1	15260.9747
ATP1A2	159.706	ATP1A2	374.7961
ATP1A3	35.416	removed	removed
ATP1A4	41.7641	ATP1A4	26.1011
ATP1B1	2621.8744	ATP1B1	3679.6941
ATP1B2	61.4768	ATP1B2	87.2757
ATP1B3	1471.7675	ATP1B3	1191.2724
ATP2A1	7.0164	ATP2A1	8.1566
ATP2A2	9575.6766	ATP2A2	3328.7113
ATP2A3	1181.7574	ATP2A3	1016.721
ATP2B1	745.0718	ATP2B1	860.1142
removed	removed	ATP2B2	14.6819
ATP2B4	1095.8904	ATP2B4	1725.1223
ATP2C1	2274.3669	ATP2C1	1651.6395
ATP2C2	134.3134	ATP2C2	364.1925
ATP5A1	4997.9953	ATP5A1	12044.0457
ATP5B	14095.2222	ATP5B	11565.6607
ATP5C1	2353.8256	ATP5C1	2790.3752
ATP5D	670.2305	ATP5D	2181.4845
ATP5EP2	11.694	ATP5EP2	44.8613
ATP5E	1771.1326	ATP5E	4071.7781
ATP5F1	1578.3495	ATP5F1	2948.6134
ATP5G1	1103.575	ATP5G1	1299.3475
ATP5G2	4396.592	ATP5G2	7367.863
ATP5G3	1631.4734	ATP5G3	3306.6884
ATP5H	2506.1811	ATP5H	2280.9951
ATP5I	1136.5386	ATP5I	1617.3124
ATP5J2	1037.0865	ATP5J2	1732.4633
ATP5J	1392.4724	ATP5J	1954.7635
ATP5L	1439.6926	ATP5L	3691.6803
ATP5O	1830.9389	ATP5O	4121.9413
ATP5SL	551.6204	ATP5SL	1122.7569
ATP5S	176.0775	ATP5S	131.7292
ATP6AP1L	93.5516	ATP6AP1L	79.1191
ATP6AP1	9032.7431	ATP6AP1	3934.3393
ATP6AP2	3927.4975	ATP6AP2	3122.7569
ATP6V0A1	2245.2389	ATP6V0A1	1814.4372
ATP6V0A2	826.9295	ATP6V0A2	369.4943
ATP6V0A4	21.7173	ATP6V0A4	48.5318
ATP6V0B	3198.129	ATP6V0B	2785.8891
ATP6V0C	4983.3411	ATP6V0C	3507.9241
ATP6V0D1	1722.6863	ATP6V0D1	3026.9168
ATP6V0D2	7.3505	ATP6V0D2	6.9331
ATP6V0E1	2668.56	ATP6V0E1	4061.1746
ATP6V0E2	1231.5102	ATP6V0E2	1754.0294
ATP6V1A	2632.4758	ATP6V1A	1133.3605
ATP6V1B1	56.131	ATP6V1B1	385.8075
ATP6V1B2	4651.8543	ATP6V1B2	1585.2365
ATP6V1C1	3905.446	ATP6V1C1	1050.1631
ATP6V1C2	33.1707	ATP6V1C2	112.4918
ATP6V1D	1886.0675	ATP6V1D	1163.9478
ATP6V1E1	2238.5566	ATP6V1E1	2988.1729
ATP6V1E2	70.8319	ATP6V1E2	106.0359
ATP6V1F	1401.5971	ATP6V1F	2188.0016
ATP6V1G1	6214.8346	ATP6V1G1	2652.5285
ATP6V1G2	17.708	ATP6V1G2	57.1085
ATP6V1H	4794.5205	ATP6V1H	1327.4878
ATP7A	785.4995	ATP7A	248.3687
ATP7B	326.7624	ATP7B	94.6166
ATP8A1	523.8891	ATP8A1	133.7684
removed	removed	ATP8A2	8.5644
ATP8B1	982.2954	ATP8B1	595.7626
ATP8B2	327.4307	ATP8B2	725.938
ATP8B3	40.0936	ATP8B3	35.4812
ATP8B4	24.0561	ATP8B4	90.5383
ATP8B5P	17.3739	ATP8B5P	44.0457
ATP9A	3401.6037	ATP9A	1449.8369
ATP9B	433.6786	ATP9B	508.1566
ATPAF1	936.278	ATPAF1	1062.398
ATPAF2	629.8029	ATPAF2	466.5579
ATPBD4	218.844	ATPBD4	116.2316
ATPIF1	1225.8603	ATPIF1	1856.4437
ATRIP	631.3398	ATRIP	331.1338
ATRNL1	346.141	ATRNL1	97.8793
ATRN	2740.0601	ATRN	1570.9625
removed	removed	ATRX	799.3475
ATR	518.5433	ATR	409.0538
ATXN10	1644.838	ATXN10	2464.1109
ATXN1L	1021.0491	ATXN1L	697.3899
ATXN1	774.1397	ATXN1	603.9967
ATXN2L	2908.7872	ATXN2L	1814.845
ATXN2	1103.2409	ATXN2	463.2953
ATXN3	614.7678	ATXN3	428.6297
ATXN7L1	91.8811	ATXN7L1	111.3377
ATXN7L2	58.8039	ATXN7L2	148.0424
ATXN7L3B	4470.431	ATXN7L3B	2200.2447
ATXN7L3	2633.8122	ATXN7L3	1339.3148
ATXN7	398.9308	ATXN7	298.9396
AUH	247.5777	AUH	335.6444
AUP1	2478.3395	AUP1	3040.2406
AURKAIP1	1256.2646	AURKAIP1	2711.6639
AURKAPS1	6.014	AURKAPS1	5.3018
AURKA	395.2556	AURKA	32.2186
AURKB	129.3017	AURKB	16.721
AURKC	38.0889	AURKC	15.9054
AUTS2	1523.555	AUTS2	1071.7781
AVEN	91.8811	AVEN	212.4796
AVIL	38.7571	AVIL	33.8499
AVL9	617.4407	AVL9	94.6166
AVPI1	171.0658	AVPI1	521.2072
AVPR1A	16.7056	removed	removed
AVPR2	39.4253	AVPR2	152.1207
AXIN1	1730.0368	AXIN1	1150.8972
AXIN2	166.7224	AXIN2	162.7243
AXL	385.9004	AXL	1155.7912
AZGP1	3868.6936	AZGP1	56917.2104
AZI1	674.2399	AZI1	838.0914
AZI2	825.5931	AZI2	745.5139
AZIN1	7256.5987	AZIN1	2299.3475
AZU1	11.694	AZU1	22.8385
B2M	10552.9569	B2M	29083.6052
B3GALNT1	861.009	B3GALNT1	386.2153
B3GALNT2	763.4347	B3GALNT2	570.6566
removed	removed	B3GALT1	6.9331
B3GALT4	374.8747	B3GALT4	523.6542
B3GALT5	6.3481	removed	removed
B3GALT6	531.9078	B3GALT6	1261.4192
B3GALTL	128.9676	B3GALTL	202.6917
removed	removed	B3GAT1	101.5498
B3GAT3	678.9175	B3GAT3	1432.708
B3GNT1	779.1514	B3GNT1	880.0979
B3GNT2	413.9659	B3GNT2	878.0587
removed	removed	B3GNT3	161.093
B3GNT4	8.3528	B3GNT4	6.5253
B3GNT5	70.1637	B3GNT5	227.9772
B3GNT7	45.7735	B3GNT7	171.6966
B3GNT8	53.124	B3GNT8	306.2806
B3GNT9	134.153	B3GNT9	428.544
B3GNTL1	102.7531	B3GNTL1	89.5759
B4GALNT1	20.3809	B4GALNT1	50.0041
B4GALNT3	262.2787	B4GALNT3	212.4796
B4GALNT4	1262.2787	B4GALNT4	809.5432
B4GALT1	3429.001	B4GALT1	4067.292
B4GALT2	1001.3365	B4GALT2	1500.8157
B4GALT3	1103.9091	B4GALT3	1084.8287
B4GALT4	648.8473	B4GALT4	397.2268
B4GALT5	956.5653	B4GALT5	1108.075
B4GALT6	50.7852	B4GALT6	73.4095
B4GALT7	518.5433	B4GALT7	864.6003
B9D1	105.4227	B9D1	320.9625
B9D2	66.4885	B9D2	218.1892
BAALC	7.6846	BAALC	72.186
BACE1	933.8456	BACE1	726.3458
BACE2	947.8784	BACE2	1490.6199
BACH1	315.0685	BACH1	415.5791
BACH2	28.0655	BACH2	201.4682
BAD	877.2503	BAD	1979.115
BAG1	3674.7912	BAG1	2687.5693
BAG2	52.7898	BAG2	114.6003
BAG3	7013.3645	BAG3	2158.646
BAG4	337.7882	BAG4	53.8336
BAG5	1931.5068	BAG5	1213.7031
BAHCC1	349.148	BAHCC1	519.9837
BAHD1	1650.1838	BAHD1	872.7569
BAI1	54.4604	BAI1	221.8597
BAI2	640.1604	BAI2	453.9152
removed	removed	BAI3	13.8662
BAIAP2L1	647.845	BAIAP2L1	666.8026
BAIAP2L2	9.6893	BAIAP2L2	19.9837
BAIAP2	2357.8349	BAIAP2	1588.4584
BAIAP3	283.1707	BAIAP3	531.2398
BAK1	287.3371	BAK1	424.1436
BAMBI	68.4932	BAMBI	1654.1599
BANF1	3836.6188	BANF1	3496.3295
BANK1	5.6799	BANK1	22.8385
BANP	236.8861	BANP	372.7569
BAP1	2418.9776	BAP1	2121.9413
BARD1	62.8132	removed	removed
removed	removed	BARX1	24.062
BARX2	180.0869	BARX2	1886.2153
BASP1	3553.6251	BASP1	358.8907
BAT1	4927.8316	BAT1	6815.2406
BAT2L1	6684.4704	BAT2L1	3551.8556
BAT2L2	3977.6144	BAT2L2	1623.5726
BAT2	6216.5052	BAT2	5708.4013
BAT3	4422.3187	BAT3	4938.0098
BAT4	375.5429	BAT4	729.2007
BAT5	1636.151	BAT5	1387.8467
BATF2	30.4043	BATF2	102.7732
BATF3	8.3528	BATF3	68.1077
BATF	412.2954	BATF	497.1452
BAX	623.1206	BAX	948.6134
BAZ1A	1669.5623	BAZ1A	404.1599
BAZ1B	2749.0812	BAZ1B	1133.3605
BAZ2A	3925.6699	BAZ2A	1401.1623
BAZ2B	497.9385	BAZ2B	453.9356
BBC3	424.3234	BBC3	429.0375
BBOX1	5.3458	BBOX1	1178.6297
BBS10	475.4427	BBS10	226.7537
BBS12	137.9886	BBS12	152.9364
BBS1	2059.4721	BBS1	1013.8662
BBS2	810.2239	BBS2	1205.1387
BBS4	445.0384	BBS4	350.3263
BBS5	263.0505	BBS5	415.9869
BBS7	189.7761	BBS7	206.77
BBS9	171.734	BBS9	235.7259
BBX	901.1026	BBX	835.6444
BCAM	9071.5002	BCAM	11904.1599
BCAN	10.3575	BCAN	39.5595
BCAP29	796.1911	BCAP29	1015.0897
BCAP31	7370.8654	BCAP31	7619.0865
BCAR1	1048.7805	BCAR1	1974.3067
BCAR3	574.3368	BCAR3	828.7113
BCAS1	1562.3121	BCAS1	223.491
BCAS2	458.4163	BCAS2	1015.7137
BCAS3	903.4414	BCAS3	448.6134
BCAS4	593.3846	BCAS4	800.571
BCAT1	71.8343	BCAT1	106.4437
BCAT2	1040.7618	BCAT2	1065.6607
BCCIP	1425.6532	BCCIP	1065.0693
BCDIN3D	386.2312	BCDIN3D	202.8548
BCHE	26.3949	BCHE	94.6166
BCKDHA	852.8032	BCKDHA	1682.7488
BCKDHB	319.412	BCKDHB	462.0718
BCKDK	1751.42	BCKDK	1707.1778
BCL10	305.0451	BCL10	610.1142
