gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
CYB5RL	44.5443	CYB5RL	111.4093
CYBASC3	1200.6539	CYBASC3	887.5027
CYBA	785.4516	CYBA	645.2455
CYBB	639.9673	CYBB	845.144
CYBRD1	6228.0343	CYBRD1	9107.7102
CYC1	1874.5403	CYC1	968.4485
CYCS	1630.9767	CYCS	1358.9613
CYFIP1	2993.87	CYFIP1	4376.0064
CYFIP2	561.0952	CYFIP2	397.766
CYGB	547.6093	CYGB	223.9791
CYHR1	698.4062	CYHR1	607.2387
CYLD	847.9771	CYLD	1540.2916
CYP11A1	17.1639	CYP11A1	42.0686
CYP19A1	11.8512	removed	removed
removed	removed	CYP1A1	7.2532
CYP1B1	1455.66	CYP1B1	1491.2599
CYP20A1	787.9036	CYP20A1	762.4574
CYP21A2	182.7953	CYP21A2	72.7439
removed	removed	CYP24A1	18.2781
CYP26A1	10.2166	CYP26A1	167.4041
CYP26B1	123.0078	CYP26B1	294.7704
CYP27A1	623.2121	CYP27A1	973.6708
CYP27B1	14.7119	CYP27B1	33.0746
CYP27C1	10.2166	CYP27C1	41.7785
removed	removed	CYP2A6	18.8583
CYP2B7P1	7.3559	CYP2B7P1	97.4831
CYP2C8	6.5386	CYP2C8	9.2841
removed	removed	CYP2D6	6.9631
removed	removed	CYP2D7P1	10.7348
CYP2E1	49.387	CYP2E1	30.0544
CYP2J2	194.5239	CYP2J2	760.4265
CYP2R1	145.8929	CYP2R1	346.1232
CYP2S1	55.5783	CYP2S1	42.3587
CYP2U1	309.7671	CYP2U1	347.2808
CYP39A1	21.6592	CYP39A1	270.6898
CYP3A5	9.8079	CYP3A5	10.7348
CYP46A1	10.2166	CYP46A1	21.1794
removed	removed	CYP4A11	470.008
CYP4B1	467.9199	CYP4B1	365.5618
CYP4F11	220.6784	CYP4F11	359.4691
CYP4F12	6.5386	CYP4F12	11.0249
CYP4F22	84.1847	CYP4F22	561.3984
CYP4F2	12.6686	removed	removed
removed	removed	CYP4F3	10.1545
CYP4F8	112.3825	CYP4F8	8.4137
CYP4V2	420.9236	CYP4V2	720.0986
CYP4X1	71.5161	CYP4X1	4347.8639
removed	removed	CYP4Z1	1136.1427
CYP4Z2P	73.5595	CYP4Z2P	220.4976
CYP51A1	1490.8051	CYP51A1	1880.6122
removed	removed	CYP7A1	5.2223
CYP7B1	81.3241	CYP7B1	201.9294
removed	removed	CYP8B1	11.8953
CYR61	3434.0008	CYR61	2174.2221
CYS1	427.0535	CYS1	91.3904
CYSLTR1	36.3711	CYSLTR1	46.4205
CYSLTR2	15.1206	CYSLTR2	9.2841
CYTH1	808.7454	CYTH1	722.9999
CYTH2	1840.6212	CYTH2	1540.8718
CYTH3	1272.9873	CYTH3	1320.0841
CYTH4	217.8177	CYTH4	212.6641
CYTIP	81.3241	CYTIP	103.5758
CYTL1	45.3617	CYTL1	37.7167
CYTSA	1127.5031	CYTSA	2532.8208
CYTSB	561.5039	CYTSB	275.0417
CYYR1	564.3645	CYYR1	1012.5481
D2HGDH	169.5954	D2HGDH	255.313
D4S234E	15.1206	D4S234E	245.4486
DAAM1	700.4495	DAAM1	928.9911
DAAM2	571.0421	DAAM2	736.5547
DAB2IP	1193.7066	DAB2IP	2412.9978
DAB2	2243.5635	DAB2	1939.7984
DACH1	465.0593	DACH1	470.8784
DACT1	951.7777	DACT1	221.6581
DACT2	5.3126	DACT2	66.1493
DACT3	248.4675	DACT3	177.2684
DAD1	2753.5758	DAD1	2355.5523
DAG1	3803.4328	DAG1	4637.4121
DAGLA	186.7593	DAGLA	400.9574
DAGLB	464.2419	DAGLB	423.2973
DAK	791.1729	DAK	863.1319
DALRD3	1279.0601	DALRD3	668.421
DAP3	2123.8251	DAP3	1822.8766
DAPK1	459.338	DAPK1	344.6725
DAPK2	127.5031	DAPK2	236.7448
DAPK3	1456.4773	DAPK3	527.1633
DAPL1	16.7552	DAPL1	31.0437
DAPP1	170.4128	DAPP1	163.0522
DAP	3955.047	DAP	3905.9984
DARC	755.2105	DARC	786.2479
DARS2	630.1594	DARS2	475.8105
DARS	1328.1569	DARS	1981.2867
DAXX	3805.0674	DAXX	1488.9389
DAZAP1	1405.803	DAZAP1	1037.7892
DAZAP2	9909.6853	DAZAP2	6942.1919
DBC1	20.4332	DBC1	301.1533
DBF4B	107.8872	DBF4B	136.6505
DBF4	240.7029	DBF4	214.7559
removed	removed	DBH	6.9631
DBI	1746.2199	DBI	3043.7369
DBN1	2348.1814	DBN1	1018.0605
DBNDD1	1535.7581	DBNDD1	242.8375
DBNDD2	980.5353	DBNDD2	885.907
DBNL	2109.9305	DBNL	1376.369
DBP	232.0351	DBP	440.029
DBR1	455.66	DBR1	393.9943
DBT	911.32	DBT	1210.7057
DBX2	20.0245	DBX2	36.266
DCAF10	1643.6453	DCAF10	1349.6772
DCAF11	2332.6359	DCAF11	2974.3439
DCAF12L1	10.6253	DCAF12L1	24.0807
DCAF12L2	14.3032	DCAF12L2	5.5124
DCAF12	1299.1418	DCAF12	1738.4493
DCAF13	914.6138	DCAF13	631.6385
DCAF15	563.1385	DCAF15	382.0991
DCAF16	1304.4544	DCAF16	1266.9906
DCAF17	421.3322	DCAF17	562.5589
DCAF4L1	5.7213	DCAF4L1	5.2223
DCAF4	317.9403	DCAF4	284.6159
DCAF5	1494.8917	DCAF5	1842.8955
DCAF6	1577.8504	DCAF6	1797.0552
DCAF7	2380.0572	DCAF7	3363.7485
DCAF8L2	7.7646	removed	removed
DCAF8	1885.1328	DCAF8	2588.5602
DCAKD	889.6608	DCAKD	1094.9445
DCBLD1	414.385	DCBLD1	172.9165
DCBLD2	724.9694	DCBLD2	1161.674
removed	removed	DCDC1	9.5075
DCDC2	926.9636	DCDC2	587.1212
removed	removed	DCD	30.1734
DCHS1	1571.3118	DCHS1	1687.0965
DCHS2	11.8512	DCHS2	75.1433
DCI	1655.0879	DCI	620.2945
DCK	520.2289	DCK	392.2536
DCLK1	643.2366	DCLK1	1426.8514
DCLK2	150.7969	DCLK2	73.1124
DCLK3	73.1508	DCLK3	47.8712
DCLRE1A	400.4904	DCLRE1A	402.4081
DCLRE1B	334.2869	DCLRE1B	231.2323
DCLRE1C	277.074	DCLRE1C	306.0854
DCN	23320.801	DCN	33593.3851
DCP1A	845.5251	DCP1A	1097.5557
DCP1B	293.4205	DCP1B	378.3274
DCP2	1134.859	DCP2	1732.9368
DCPS	284.8386	DCPS	253.5722
DCST2	16.3465	DCST2	29.303
DCTD	1766.653	DCTD	1814.753
DCTN1	5707.6911	DCTN1	4395.3173
DCTN2	3000	DCTN2	2276.0572
DCTN3	720.474	DCTN3	749.6917
DCTN4	2397.2211	DCTN4	2663.3785
DCTN5	1388.2305	DCTN5	1291.0713
DCTN6	619.9428	DCTN6	532.6757
DCTPP1	858.1937	DCTPP1	614.7675
removed	removed	DCT	200.7688
DCUN1D1	652.6359	DCUN1D1	650.758
DCUN1D2	126.2771	DCUN1D2	257.3439
DCUN1D3	199.0192	DCUN1D3	248.64
DCUN1D4	471.5979	DCUN1D4	829.477
DCUN1D5	328.5656	DCUN1D5	288.3876
DCXR	1326.1136	DCXR	1359.8317
DCX	31.0584	DCX	759.8462
DDA1	604.0049	DDA1	464.2054
DDAH1	1413.159	DDAH1	1957.2061
DDAH2	3534.1234	DDAH2	1711.4673
DDB1	5832.4479	DDB1	6380.5034
DDB2	502.2477	DDB2	510.0457
DDHD1	449.1214	DDHD1	402.1179
DDHD2	1004.0866	DDHD2	1345.9056
DDI2	83.7229	DDI2	222.4269
DDIT3	262.9955	DDIT3	234.827
DDIT4L	43.727	DDIT4L	81.5261
DDIT4	2480.9971	DDIT4	3409.5887
DDOST	4601.9616	DDOST	4295.9309
DDO	33.9191	DDO	70.2111
DDR1	7067.4295	DDR1	6261.5507
DDR2	365.754	DDR2	493.2182
DDRGK1	759.2971	DDRGK1	840.5019
DDTL	155.9379	DDTL	173.1805
DDT	397.4785	DDT	439.6722
DDX10	434.8181	DDX10	622.9056
DDX11L2	38.4144	DDX11L2	47.8712
DDX11	675.521	DDX11	501.632
DDX12	32.6931	DDX12	50.1922
DDX17	5812.4234	DDX17	15847.1023
DDX18	1546.3833	DDX18	1918.9091
DDX19A	885.0552	DDX19A	842.7388
DDX19B	730.3923	DDX19B	710.3039
DDX1	2434.4095	DDX1	2352.3609
DDX20	550.47	DDX20	546.6019
DDX21	1256.6408	DDX21	1915.1374
DDX23	3127.9117	DDX23	2509.9006
DDX24	3603.5962	DDX24	3386.9587
DDX26B	91.5407	DDX26B	297.3816
DDX27	1432.7748	DDX27	998.912
DDX28	322.4356	DDX28	224.5594
DDX31	313.8537	DDX31	371.0742
DDX39	787.4949	DDX39	417.4947
DDX3X	6843.0732	DDX3X	8680.6412
DDX41	1312.6277	DDX41	955.973
DDX42	1950.9604	DDX42	2926.2349
removed	removed	DDX43	7.8335
DDX46	1498.9783	DDX46	1842.3152
DDX47	685.329	DDX47	1021.2519
DDX49	749.0805	DDX49	693.9871
DDX50	977.1148	DDX50	1172.6989
DDX51	442.1741	DDX51	519.6199
DDX52	515.7336	DDX52	586.6396
DDX54	2184.3809	DDX54	1243.8645
DDX55	388.2305	DDX55	351.3455
DDX56	1054.7609	DDX56	981.2142
DDX58	911.32	DDX58	711.6849
DDX59	388.2305	DDX59	426.4887
DDX5	11595.423	DDX5	9816.2037
DDX60L	523.9068	DDX60L	418.3651
DDX60	1217.4091	DDX60	692.5364
DDX6	2971.8022	DDX6	5710.3068
DEAF1	472.8239	DEAF1	577.9357
DECR1	1030.2411	DECR1	1085.6604
DECR2	342.8688	DECR2	182.4908
DEDD2	529.2195	DEDD2	494.0886
DEDD	720.8623	DEDD	718.706
DEF6	485.9011	DEF6	355.9875
DEF8	671.4344	DEF8	692.5364
DEFB132	28.6065	removed	removed
DEFB1	44.953	DEFB1	94.872
DEGS1	1041.275	DEGS1	1229.5641
DEGS2	398.8557	DEGS2	271.8503
DEK	2452.7993	DEK	2480.0174
DEM1	266.04	DEM1	178.429
DENND1A	689.8243	DENND1A	561.6885
DENND1B	460.9726	DENND1B	202.2195
DENND1C	152.8402	DENND1C	205.4109
DENND2A	167.9608	DENND2A	348.1541
DENND2C	29.7017	DENND2C	92.5422
DENND2D	997.9567	DENND2D	806.5569
DENND3	264.8141	DENND3	309.2769
DENND4A	396.7593	DENND4A	785.9114
DENND4B	674.7037	DENND4B	611.55
DENND4C	930.5272	DENND4C	2350.6201
DENND5A	1660.8092	DENND5A	1767.4621
DENND5B	661.2178	DENND5B	551.2439
DENR	2275.0306	DENR	1500.544
DEPDC1B	63.7515	DEPDC1B	13.9262
DEPDC1	331.8349	DEPDC1	30.4635
DEPDC4	13.4859	DEPDC4	17.988
DEPDC5	190.4373	DEPDC5	349.0244
DEPDC6	488.3531	DEPDC6	1230.1443
DEPDC7	40.049	DEPDC7	13.0558
DERA	340.0082	DERA	500.7616
DERL1	2180.6293	DERL1	1807.4998
DERL2	697.9975	DERL2	606.9486
DERL3	331.4262	DERL3	241.3868
DES	159.3788	DES	306.9558
DET1	146.3016	DET1	212.374
DEXI	581.9371	DEXI	540.5092
DFFA	489.9877	DFFA	522.2311
DFFB	73.1508	DFFB	113.4402
DFNA5	234.1643	DFNA5	235.8744
DFNB31	223.539	DFNB31	313.0485
DFNB59	18.3899	DFNB59	40.9081
DGAT1	1087.9649	DGAT1	343.5004
DGAT2	2484.6751	DGAT2	736.3458
DGCR11	13.0772	DGCR11	20.5991
DGCR14	260.3188	DGCR14	306.0854
DGCR2	1932.9792	DGCR2	3207.9495
removed	removed	DGCR5	11.6051
DGCR6L	519.4115	DGCR6L	597.3743
DGCR6	236.2076	DGCR6	298.8322
DGCR8	662.0351	DGCR8	822.8041
DGKA	458.5206	DGKA	378.3274
removed	removed	DGKB	11.0249
DGKD	519.8202	DGKD	1119.3153
DGKE	194.5239	DGKE	248.3499
DGKG	22.8852	DGKG	17.988
DGKH	29.8324	DGKH	80.9458
DGKI	19.2072	DGKI	33.945
DGKQ	522.2722	DGKQ	261.9859
DGKZ	859.8284	DGKZ	711.975
DGUOK	653.8619	DGUOK	630.449
DHCR24	11039.6404	DHCR24	10696.7433
DHCR7	651.8186	DHCR7	846.5946
DHDDS	797.3028	DHDDS	721.2592
DHDPSL	49.4238	DHDPSL	17.2104
DHFRL1	288.1079	DHFRL1	392.3029
DHFR	462.6114	DHFR	255.8845
DHH	25.7458	DHH	10.7348
DHODH	132.407	DHODH	137.811
DHPS	771.8839	DHPS	712.5553
DHRS11	152.0229	DHRS11	160.1509
DHRS12	185.942	DHRS12	319.4313
DHRS13	174.3237	DHRS13	153.2719
DHRS1	544.7487	DHRS1	698.0489
DHRS2	6903.964	DHRS2	26.9819
DHRS3	770.7397	DHRS3	1215.0577
DHRS4L1	18.7985	DHRS4L1	8.994
DHRS4L2	299.8529	DHRS4L2	298.2259
DHRS4	664.6138	DHRS4	537.0044
DHRS7B	714.3441	DHRS7B	613.3314
DHRS7	2851.6551	DHRS7	1709.7266
DHRS9	17.5725	DHRS9	17.1176
DHRSX	287.2906	DHRSX	365.1556
DHTKD1	1001.226	DHTKD1	1057.2278
DHX15	3134.4503	DHX15	3281.0619
DHX16	1142.6236	DHX16	879.3791
DHX29	1037.5971	DHX29	1188.656
DHX30	1765.8357	DHX30	1416.4068
DHX32	912.9996	DHX32	958.3782
DHX33	239.4769	DHX33	477.8414
DHX34	394.3604	DHX34	372.2347
DHX35	195.7499	DHX35	257.9241
DHX36	1027.7891	DHX36	1089.1419
DHX37	655.0879	DHX37	413.4329
DHX38	1030.6498	DHX38	1417.8574
DHX40	1579.4851	DHX40	2015.5219
DHX57	476.0932	DHX57	665.8446
DHX58	437.2701	DHX58	306.6657
DHX8	1335.1042	DHX8	1393.1965
DHX9	4833.2652	DHX9	4907.8117
DIABLO	1301.7368	DIABLO	763.3452
DIAPH1	3107.0699	DIAPH1	3220.425
DIAPH2	147.1189	DIAPH2	311.3078
DIAPH3	60.0736	DIAPH3	21.4695
DICER1	1167.9608	DICER1	2509.3204
DIDO1	1835.3085	DIDO1	2319.8665
DIMT1L	357.5807	DIMT1L	448.8286
DIO1	7.7646	DIO1	120.6934
DIO2	973.8455	DIO2	1180.5324
DIO3	8.9906	DIO3	15.9571
DIP2A	461.7899	DIP2A	835.5697
DIP2B	1538.2101	DIP2B	1562.6315
DIP2C	824.2746	DIP2C	962.3558
DIRAS1	98.4879	DIRAS1	209.1826
removed	removed	DIRAS2	43.2291
DIRAS3	26.5631	DIRAS3	316.2399
DIRC2	300.4863	DIRC2	338.0634
DIRC3	15.1206	removed	removed
DIS3L2	351.4508	DIS3L2	412.2724
DIS3L	797.7115	DIS3L	1027.9249
DIS3	705.2718	DIS3	1283.8558
DISC1	119.1173	DISC1	222.1339
DISP1	268.492	DISP1	276.7825
DISP2	47.8136	DISP2	50.4823
DIXDC1	689.8243	DIXDC1	1998.9846
DKC1	1675.521	DKC1	1307.6086
DKFZP586I1420	203.5145	DKFZP586I1420	373.3952
DKFZP686I15217	48.631	DKFZP686I15217	45.5502
DKFZp686O24166	15.1206	DKFZp686O24166	27.2721
DKFZp761E198	378.0139	DKFZp761E198	318.8511
DKFZp779M0652	6.9473	removed	removed
removed	removed	DKK1	73.6926
DKK2	83.7761	DKK2	153.4779
DKK3	1558.6432	DKK3	2249.9456
removed	removed	DKK4	20.309
DLAT	647.7319	DLAT	829.7672
DLC1	1407.8463	DLC1	1369.9862
DLD	1106.6612	DLD	1605.5705
DLEC1	5.7213	DLEC1	42.0686
DLEU1	50.6743	DLEU1	70.7913
removed	removed	DLEU2L	6.673
DLEU2	37.785	DLEU2	16.9232
DLEU7	5.7213	removed	removed
DLG1	948.8925	DLG1	1892.2086
DLG2	13.4859	DLG2	126.7861
DLG3	1225.1737	DLG3	1582.0701
DLG4	274.6261	DLG4	353.7361
DLG5	2644.4626	DLG5	6225.5748
DLGAP1	20.0245	DLGAP1	91.9475
removed	removed	DLGAP2	12.4755
DLGAP4	2307.7237	DLGAP4	1416.987
DLGAP5	239.8856	DLGAP5	39.4575
removed	removed	DLK1	1105.9694
DLK2	6.5386	DLK2	124.7552
DLL1	123.0078	DLL1	269.8194
DLL4	488.3531	DLL4	292.4494
DLST	1570.0858	DLST	2068.0351
removed	removed	DLX1	7.5433
removed	removed	DLX2	48.1613
DLX3	8.9906	DLX3	55.7046
removed	removed	DLX4	8.4137
DLX5	17.5725	removed	removed
DMAP1	691.8676	DMAP1	585.1889
removed	removed	DMBT1	70.7913
removed	removed	DMC1	18.2781
DMD	250.5108	DMD	1641.2563
DMGDH	35.9624	DMGDH	48.4514
DMKN	124.6424	DMKN	345.833
DMPK	577.8504	DMPK	383.2596
DMRT2	25.3371	DMRT2	41.1982
DMRT3	27.7891	DMRT3	9.2841
removed	removed	DMRTA1	34.5253
removed	removed	DMRTC1B	23.5004
DMTF1	682.6727	DMTF1	1056.6215
DMWD	474.4585	DMWD	394.2845
DMXL1	641.1933	DMXL1	1846.377
DMXL2	306.4978	DMXL2	562.2688
DNA2	82.1414	DNA2	48.4514
DNAH10	12.6686	DNAH10	21.4695
removed	removed	DNAH11	10.3605
removed	removed	DNAH12	13.636
DNAH14	82.1414	DNAH14	112.2797
DNAH17	17.9812	DNAH17	24.3708
DNAH1	107.4785	DNAH1	228.331
DNAH2	90.7233	DNAH2	122.7243
DNAH5	60.0736	DNAH5	1589.6134
DNAH6	12.6686	DNAH6	79.205
DNAH7	42.501	DNAH7	171.1757
DNAH9	11.8512	DNAH9	10.7348
DNAI1	20.0245	DNAI1	63.5381
DNAJA1	4212.9138	DNAJA1	2947.1241
DNAJA2	1387.0045	DNAJA2	1682.1644
DNAJA3	1225.991	DNAJA3	914.7748
DNAJA4	565.1819	DNAJA4	731.4137
DNAJB11	1574.9898	DNAJB11	927.2503
DNAJB12	1693.0936	DNAJB12	1414.0857
DNAJB14	295.0552	DNAJB14	521.6508
DNAJB1	4557.0086	DNAJB1	5506.0564
DNAJB2	2162.2395	DNAJB2	1962.7185
DNAJB4	547.2007	DNAJB4	581.9975
DNAJB5	248.4675	DNAJB5	123.8848
DNAJB6	1879.4442	DNAJB6	1702.7635
DNAJB9	773.1917	DNAJB9	1219.4096
DNAJC10	2881.8962	DNAJC10	3800.3917
DNAJC11	810.8541	DNAJC11	874.4963
DNAJC12	1050.2656	DNAJC12	440.4149
DNAJC13	1214.9571	DNAJC13	1658.3738
DNAJC14	2136.8451	DNAJC14	1304.7334
DNAJC15	592.971	DNAJC15	445.0569
DNAJC16	792.3989	DNAJC16	1038.0794
DNAJC17	272.17	DNAJC17	216.0586
DNAJC18	136.9023	DNAJC18	277.6529
DNAJC19	561.0952	DNAJC19	452.3101
DNAJC1	2765.4271	DNAJC1	586.6396
DNAJC21	1086.6367	DNAJC21	1193.0079
DNAJC22	390.2738	DNAJC22	164.2127
DNAJC24	285.8766	DNAJC24	306.5438
DNAJC25	247.2293	DNAJC25	212.6641
DNAJC27	113.6085	DNAJC27	285.1962
DNAJC28	32.6931	DNAJC28	48.7416
DNAJC2	597.168	DNAJC2	516.4401
DNAJC30	310.9931	DNAJC30	318.561
DNAJC3	1280.3433	DNAJC3	3282.8026
DNAJC4	572.2844	DNAJC4	579.5256
DNAJC5	2184.716	DNAJC5	1926.7426
DNAJC6	62.5255	DNAJC6	57.6514
DNAJC7	2040.8051	DNAJC7	1422.5778
DNAJC8	2085.8194	DNAJC8	1707.1154
DNAJC9	738.6269	DNAJC9	572.7134
DNAL1	564.3645	DNAL1	637.9923
DNAL4	326.9309	DNAL4	547.7624
DNALI1	1043.3183	DNALI1	815.5509
DNASE1L1	865.3944	DNASE1L1	360.1102
DNASE1L2	17.9812	DNASE1L2	8.7039
DNASE1L3	23.7025	DNASE1L3	56.575
DNASE1	135.6763	DNASE1	55.1244
DNASE2	2114.4258	DNASE2	1361.8626
DND1	67.1353	DND1	51.7792
removed	removed	DNER	52.2231
DNHD1	50.6743	DNHD1	171.4659
DNLZ	171.2301	DNLZ	64.9888
DNM1L	1915.4066	DNM1L	1353.4489
DNM1P35	11.4426	DNM1P35	28.1425
DNM1	475.6845	DNM1	387.0313
DNM2	2192.5541	DNM2	1862.337
DNM3	55.9869	DNM3	75.1433
DNMBP	1389.8978	DNMBP	1294.5615
DNMT1	1838.1692	DNMT1	1472.6917
DNMT3A	428.6882	DNMT3A	497.28
DNMT3B	89.0887	DNMT3B	66.1493
DNPEP	1621.9861	DNPEP	1280.3365
DNTTIP1	663.2611	DNTTIP1	333.3575
DNTTIP2	1615.4475	DNTTIP2	1387.6841
DOC2A	9.5219	DOC2A	16.6708
DOC2B	26.9718	DOC2B	40.618
DOCK10	393.9518	DOCK10	718.648
DOCK11	509.1949	DOCK11	376.8768
DOCK1	2097.262	DOCK1	3014.4339
DOCK2	280.3433	DOCK2	304.0545
DOCK3	6.5386	DOCK3	15.9571
DOCK4	407.8463	DOCK4	712.5553
DOCK5	243.9722	DOCK5	496.1195
DOCK6	1131.9984	DOCK6	638.5726
DOCK7	671.0257	DOCK7	1277.4353
DOCK8	378.8312	DOCK8	1153.9566
DOCK9	1325.2963	DOCK9	3103.7934
DOHH	294.2378	DOHH	139.5518
DOK1	544.7487	DOK1	245.7387
DOK2	100.1226	DOK2	77.1741
DOK3	146.7103	DOK3	73.1124
DOK4	745.4025	DOK4	416.6244
DOK5	54.7609	DOK5	60.0566
DOK6	59.6649	DOK6	79.4952
DOK7	403.351	DOK7	109.0883
DOLK	803.8414	DOLK	304.3447
DOLPP1	700.4495	DOLPP1	368.7532
DOM3Z	255.3903	DOM3Z	221.1852
DONSON	278.5615	DONSON	127.5375
DOPEY1	343.1998	DOPEY1	1103.9066
DOPEY2	1223.9477	DOPEY2	1441.0677
DOT1L	494.483	DOT1L	522.8055
DPAGT1	667.0086	DPAGT1	814.579
DPCD	332.501	DPCD	233.9508
DPEP1	33.9191	removed	removed
DPEP2	20.0245	DPEP2	17.4077
DPF2	1299.5505	DPF2	1189.8165
DPF3	5.3126	DPF3	18.8583
DPH1	570.0613	DPH1	646.0956
DPH2	420.9236	DPH2	391.0931
DPH3B	17.1639	DPH3B	22.0498
DPH3	589.293	DPH3	479.5822
DPH5	261.1361	DPH5	503.6948
DPM1	568.4512	DPM1	453.4707
DPM2	1241.1116	DPM2	505.1135
DPM3	210.0531	DPM3	198.4478
DPP3	1482.2231	DPP3	564.5898
DPP4	323.253	DPP4	283.4554
DPP6	7.3559	DPP6	118.6625
DPP7	1485.4924	DPP7	1335.1708
DPP8	451.1647	DPP8	764.1982
DPP9	1998.3653	DPP9	886.6323
DPT	1603.5962	DPT	1831.0002
DPY19L1	883.1222	DPY19L1	551.8242
removed	removed	DPY19L2P2	23.2103
removed	removed	DPY19L2P4	41.1982
DPY19L2	12.2599	DPY19L2	127.0762
DPY19L3	292.6032	DPY19L3	706.1725
DPY19L4	737.6379	DPY19L4	1370.2763
DPY30	607.3641	DPY30	514.7052
DPYD	414.385	DPYD	1010.8073
DPYSL2	2530.8541	DPYSL2	2995.8657
DPYSL3	8642.0106	DPYSL3	3726.6991
DPYSL4	21.6592	DPYSL4	38.0068
removed	removed	DPYS	12.7656
DQX1	14.7119	removed	removed
DR1	1408.6637	DR1	1388.2643
DRAM1	947.6911	DRAM1	1174.4397
DRAM2	1046.179	DRAM2	997.7515
DRAP1	1278.7086	DRAP1	618.2636
DRD2	8.5819	DRD2	96.3226
DRD4	20.4332	removed	removed
DRG1	952.1864	DRG1	1156.4517
DRG2	636.2893	DRG2	641.4739
DRP2	82.5501	removed	removed
removed	removed	DSC1	77.4643
DSC2	453.208	DSC2	1993.7622
DSC3	95.6273	DSC3	1092.0432
removed	removed	DSCAML1	23.7905
DSCC1	161.0135	DSCC1	90.8102
DSCR3	920.3106	DSCR3	936.2443
DSCR6	47.8136	DSCR6	12.1854
DSEL	1532.4888	DSEL	577.3555
DSE	801.3609	DSE	753.2255
removed	removed	DSG1	151.7371
DSG2	1689.8161	DSG2	5658.8787
DSG3	34.7364	DSG3	424.4578
DSN1	570.9031	DSN1	255.313
DSP	12084.1847	DSP	21568.7242
DSTN	6458.5206	DSTN	9956.6258
DSTYK	899.8774	DSTYK	1134.9822
DST	2540.2534	DST	15691.3034
DTD1	253.7801	DTD1	405.3093
removed	removed	DTHD1	7.2532
DTL	569.6772	DTL	98.3535
DTNA	671.0257	DTNA	691.3759
DTNBP1	465.4679	DTNBP1	273.0108
DTNB	245.6069	DTNB	649.3073
DTWD1	384.9612	DTWD1	476.9711
DTWD2	330.6089	DTWD2	342.6416
DTX1	243.5635	DTX1	145.6444
DTX2	417.6543	DTX2	326.6846
DTX3L	2028.0834	DTX3L	1565.0482
DTX3	295.0552	DTX3	595.6336
DTX4	469.1459	DTX4	1020.6716
DTYMK	501.4303	DTYMK	246.6091
DULLARD	1798.5288	DULLARD	1583.8108
DUOX1	35.9624	DUOX1	159.2805
DUOX2	8.1733	DUOX2	30.4635
DUOXA1	10.613	DUOXA1	38.5523
DUS1L	1068.2468	DUS1L	945.5284
DUS2L	219.8611	DUS2L	132.8788
DUS3L	243.1549	DUS3L	214.9851
DUS4L	156.5836	DUS4L	137.8574
DUSP10	428.6882	DUSP10	251.5413
DUSP11	531.2628	DUSP11	497.8603
DUSP12	189.2113	DUSP12	214.695
DUSP13	19.6159	removed	removed
DUSP14	407.8463	DUSP14	405.5995
DUSP15	34.7364	DUSP15	34.2351
DUSP16	871.2709	DUSP16	2911.4383
DUSP18	154.4667	DUSP18	151.4209
DUSP19	60.4822	DUSP19	135.7801
DUSP1	2231.7123	DUSP1	3367.8103
DUSP22	589.7017	DUSP22	805.6865
DUSP23	582.7544	DUSP23	374.8459
DUSP26	5.3126	DUSP26	6.9631
DUSP27	5.3126	DUSP27	7.8335
DUSP28	69.8815	DUSP28	101.8351
DUSP2	126.2771	DUSP2	87.6188
DUSP3	1807.9281	DUSP3	1346.4858
DUSP4	212.9138	DUSP4	1043.3017
removed	removed	DUSP5P	7.8335
DUSP5	719.2481	DUSP5	1246.1014
DUSP6	1295.4638	DUSP6	1376.6592
DUSP7	473.2325	DUSP7	507.1444
DUSP8	268.492	DUSP8	180.75
removed	removed	DUSP9	29.0128
DUT	883.1426	DUT	871.6559
DVL1	850.8378	DVL1	701.8206
DVL2	625.6641	DVL2	693.4068
DVL3	2894.9734	DVL3	1963.5889
DYDC2	10.2166	DYDC2	6.9283
DYM	424.6016	DYM	990.4983
DYNC1H1	9852.4724	DYNC1H1	12078.6248
DYNC1I1	24.9285	DYNC1I1	46.1304
DYNC1I2	1969.3502	DYNC1I2	2221.2229
DYNC1LI1	1061.7082	DYNC1LI1	814.6805
DYNC1LI2	3258.6841	DYNC1LI2	4012.7656
DYNC2H1	243.1549	DYNC2H1	1254.5151
DYNC2LI1	454.8427	DYNC2LI1	486.2552
DYNLL1	6047.8136	DYNLL1	2637.267
DYNLL2	1619.5341	DYNLL2	1891.9272
DYNLRB1	2679.6077	DYNLRB1	1218.8293
DYNLRB2	22.0678	DYNLRB2	37.1364
DYNLT1	1358.398	DYNLT1	908.9722
DYNLT3	1137.7197	DYNLT3	765.3587
DYRK1A	1753.5758	DYRK1A	2190.7594
DYRK1B	668.5738	DYRK1B	417.4947
DYRK2	984.8794	DYRK2	608.9795
DYRK3	310.9931	DYRK3	200.4787
DYRK4	192.4806	DYRK4	261.6958
DYSF	777.2783	DYSF	548.6328
DYX1C1	107.9199	DYX1C1	91.9707
DZIP1L	37.5971	DZIP1L	66.4394
DZIP1	248.3163	DZIP1	382.4269
DZIP3	233.7556	DZIP3	520.1277
E2F1	355.5374	E2F1	60.0566
E2F2	136.085	E2F2	33.945
E2F3	453.6167	E2F3	338.8699
