gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
ANKRD5	350.9586	ANKRD5	212.5252
ANKRD6	294.7588	ANKRD6	309.7113
ANKRD9	57.8231	ANKRD9	41.4309
ANKS1A	576.376	ANKS1A	1361.0818
ANKS1B	49.7835	ANKS1B	64.4481
ANKS3	190.4762	ANKS3	290.0163
ANKS6	93.692	ANKS6	397.0461
ANKZF1	602.0408	ANKZF1	538.9853
ANLN	1109.7712	ANLN	43.349
ANO10	552.8757	ANO10	869.6653
ANO1	1333.0241	ANO1	3887.2159
ANO2	8.3488	ANO2	52.1722
removed	removed	ANO3	96.2885
removed	removed	ANO4	6.1379
removed	removed	ANO5	75.9567
ANO6	2243.0427	ANO6	5900.8344
ANO7	13.2962	ANO7	20.7155
ANO8	790.6617	ANO8	469.5502
ANO9	185.838	ANO9	90.9178
ANP32A	2865.1824	ANP32A	1974.4893
ANP32B	3743.0427	ANP32B	2632.013
ANP32E	1940.0124	ANP32E	805.9845
ANPEP	488.5591	ANPEP	7049.7746
ANTXR1	9306.7409	ANTXR1	6131.006
ANTXR2	715.2134	ANTXR2	2701.8318
ANUBL1	105.4422	ANUBL1	147.6935
ANXA11	2701.6079	ANXA11	5265.5606
removed	removed	ANXA13	6.9052
ANXA1	2122.7582	ANXA1	16221.732
ANXA2P1	118.4292	ANXA2P1	78.642
ANXA2P2	6999.6908	ANXA2P2	5980.6272
ANXA2P3	5.2566	removed	removed
ANXA2	22196.6605	ANXA2	17030.7855
ANXA3	269.3259	ANXA3	925.6737
ANXA4	2351.2678	ANXA4	1490.7452
ANXA5	8969.697	ANXA5	11938.2373
ANXA6	4110.3896	ANXA6	9995.2048
ANXA7	2871.9852	ANXA7	3446.0535
removed	removed	ANXA8L2	377.4815
removed	removed	ANXA8	453.8218
ANXA9	1447.7427	ANXA9	94.754
AOAH	162.9561	AOAH	164.9564
removed	removed	AOC2	182.9865
AOC3	239.3321	AOC3	19894.121
AOX1	69.5733	AOX1	3755.2508
AP1AR	1400.1237	AP1AR	435.7917
AP1B1	2756.9573	AP1B1	3326.3642
removed	removed	AP1G1	2283.6866
AP1G2	2521.9821	AP1G2	1197.5257
AP1M1	2257.5758	AP1M1	1598.9259
AP1M2	2723.2529	AP1M2	598.0627
AP1S1	931.9728	AP1S1	468.3993
AP1S2	443.4137	AP1S2	448.4511
AP1S3	113.1725	AP1S3	56.7757
AP2A1	1764.0878	AP2A1	2352.0667
AP2A2	1550.7112	AP2A2	2244.941
AP2B1	19210.5751	AP2B1	6180.1093
AP2M1	9049.4743	AP2M1	5967.2005
AP2S1	1099.8763	AP2S1	1111.3455
AP3B1	1753.556	AP3B1	1407.8834
AP3B2	101.1132	AP3B2	136.1849
AP3D1	3934.7557	AP3D1	3395.7994
AP3M1	1711.1936	AP3M1	1495.7322
AP3M2	567.0996	AP3M2	464.9468
AP3S1	1195.1144	AP3S1	977.846
AP3S2	1801.0606	AP3S2	2072.7764
AP4B1	376.5059	AP4B1	308.4262
AP4E1	223.8714	AP4E1	374.7962
AP4M1	548.4447	AP4M1	332.1531
AP4S1	90.2907	AP4S1	77.1075
APAF1	372.6036	APAF1	470.3174
APBA1	44.5269	APBA1	380.1669
APBA2	111.3173	APBA2	108.5643
APBA3	219.8516	APBA3	203.7019
APBB1IP	643.1664	APBB1IP	1008.9192
APBB1	206.5553	APBB1	875.4196
APBB2	2222.6345	APBB2	2209.2644
APBB3	204.7001	APBB3	247.4345
APC2	55.2536	removed	removed
APCDD1L	50.0928	APCDD1L	428.1193
APCDD1	238.0952	APCDD1	4369.8091
APC	1582.5603	APC	1185.0005
APEH	1153.9889	APEH	1578.594
APEX1	3662.0284	APEX1	2790.4479
APEX2	2176.8707	APEX2	444.9986
APH1A	8859.9258	APH1A	3180.5889
APH1B	431.0451	APH1B	594.6101
API5	1464.7495	API5	2239.5703
APIP	316.3234	APIP	336.4227
APITD1	189.0167	APITD1	131.1979
APLF	44.2177	APLF	87.0816
APLNR	424.2424	APLNR	1166.9704
APLN	115.337	APLN	105.879
APLP1	115.9555	APLP1	37.5947
APLP2	10072.047	APLP2	15512.0361
APOA1BP	3216.7594	APOA1BP	1058.4061
APOA1	7.1119	removed	removed
APOB48R	609.1528	APOB48R	206.3873
APOBEC3A	148.423	APOBEC3A	11.8922
APOBEC3B	126.778	APOBEC3B	23.7844
APOBEC3C	236.24	APOBEC3C	394.7444
APOBEC3D	33.086	APOBEC3D	70.9696
APOBEC3F	155.5349	APOBEC3F	179.9175
APOBEC3G	283.859	APOBEC3G	301.1413
APOBEC3H	6.1843	removed	removed
APOB	13.6054	APOB	843.5792
APOC1	3163.2653	APOC1	278.1241
APOC2	465.368	APOC2	32.9913
APOD	243.9703	APOD	13387.1679
APOE	17524.7372	APOE	2161.312
APOL1	1325.2938	APOL1	1942.6489
APOL2	927.953	APOL2	861.9929
APOL3	345.0835	APOL3	1598.1586
APOL4	84.4156	APOL4	192.9606
APOL6	1387.4459	APOL6	5127.4576
APOLD1	214.9041	APOLD1	957.5141
APOM	12.3686	APOM	34.9094
APOOL	234.3847	APOOL	215.9778
APOO	330.8596	APOO	138.103
APPBP2	3518.8621	APPBP2	1170.0393
APPL1	991.6512	APPL1	1730.1237
APPL2	862.0903	APPL2	1290.1122
APP	16255.102	APP	28200.2494
APRT	3195.1144	APRT	1297.7846
APTX	364.2548	APTX	405.8694
AQP11	42.6716	AQP11	36.8275
AQP1	1232.5294	AQP1	19113.7048
AQP3	71.4286	AQP3	383.6194
removed	removed	AQP4	29.5387
removed	removed	AQP5	69.0515
AQP6	6.1843	removed	removed
removed	removed	AQP7P1	331.4472
removed	removed	AQP7P3	14.5775
removed	removed	AQP7	2205.8118
AQP9	181.509	AQP9	67.9006
removed	removed	AQPEP	347.5094
AQR	611.008	AQR	1008.9192
ARAF	1156.4626	ARAF	1386.0171
ARAP1	2457.9221	ARAP1	2581.7282
ARAP2	343.2282	ARAP2	388.9901
ARAP3	485.7761	ARAP3	688.9805
ARCN1	3665.1206	ARCN1	4089.3833
removed	removed	ARC	47.9524
AREG	433.2096	AREG	51.0214
ARF1	16842.3006	ARF1	7230.0758
ARF3	5692.3315	ARF3	4749.5924
ARF4	4377.8602	ARF4	3594.1306
ARF5	2147.4954	ARF5	1748.5029
ARF6	3952.6902	ARF6	2441.3542
ARFGAP1	1085.6524	ARFGAP1	1046.1302
ARFGAP2	1670.9957	ARFGAP2	1825.2613
ARFGAP3	745.8256	ARFGAP3	1240.6253
ARFGEF1	1994.4805	ARFGEF1	1748.9211
ARFGEF2	1575.1391	ARFGEF2	2341.2295
ARFIP1	1315.7081	ARFIP1	868.1308
ARFIP2	485.4669	ARFIP2	917.2341
ARFRP1	418.6766	ARFRP1	644.4807
ARG2	106.5368	ARG2	195.5232
ARGLU1	747.6809	ARGLU1	1662.6067
ARHGAP10	268.3983	ARHGAP10	909.5617
ARHGAP11A	289.4249	ARHGAP11A	94.754
ARHGAP11B	24.7372	ARHGAP11B	5.3707
ARHGAP12	868.2746	ARHGAP12	888.4626
ARHGAP15	94.6197	ARHGAP15	73.2713
ARHGAP17	714.5949	ARHGAP17	1379.4955
ARHGAP18	621.8306	ARHGAP18	797.1612
ARHGAP19	252.6283	ARHGAP19	616.0928
ARHGAP1	3182.4366	ARHGAP1	3813.9446
ARHGAP20	48.8559	ARHGAP20	501.007
ARHGAP21	1453.3086	ARHGAP21	4130.047
ARHGAP22	151.2059	ARHGAP22	82.4782
ARHGAP23	294.0631	ARHGAP23	1336.1465
ARHGAP24	185.838	ARHGAP24	453.4382
ARHGAP25	357.1429	ARHGAP25	393.9772
ARHGAP26	393.6302	ARHGAP26	1327.7069
ARHGAP27	417.7489	ARHGAP27	643.7134
ARHGAP28	210.2659	ARHGAP28	188.3571
ARHGAP29	3040.1979	ARHGAP29	4486.8131
ARHGAP30	952.0717	ARHGAP30	913.0143
ARHGAP31	619.0476	ARHGAP31	1916.1792
ARHGAP32	2084.1064	ARHGAP32	1033.4708
ARHGAP33	79.1589	ARHGAP33	121.2237
ARHGAP36	164.1929	ARHGAP36	307.2792
ARHGAP39	276.1286	ARHGAP39	212.5252
ARHGAP42	74.8299	ARHGAP42	240.1228
ARHGAP4	555.3494	ARHGAP4	629.5195
ARHGAP5	1176.5615	ARHGAP5	2449.0266
ARHGAP6	29.9938	ARHGAP6	170.327
ARHGAP8	178.8281	ARHGAP8	223.2895
ARHGAP9	121.8306	ARHGAP9	169.5598
ARHGDIA	7422.6964	ARHGDIA	5732.0418
ARHGDIB	1878.4787	ARHGDIB	4039.8964
removed	removed	ARHGDIG	43.8861
ARHGEF10L	1192.6407	ARHGEF10L	1435.8876
ARHGEF10	851.577	ARHGEF10	1483.84
ARHGEF11	2263.4508	ARHGEF11	1706.3393
ARHGEF12	3329.0043	ARHGEF12	5009.6864
ARHGEF15	109.462	ARHGEF15	1081.0396
ARHGEF16	775.201	ARHGEF16	184.521
ARHGEF17	1563.6982	ARHGEF17	2256.4496
ARHGEF18	1016.0792	ARHGEF18	647.9333
ARHGEF19	568.6456	ARHGEF19	314.9516
ARHGEF1	1362.0903	ARHGEF1	1638.8223
ARHGEF2	735.6215	ARHGEF2	2165.9154
removed	removed	ARHGEF33	13.0431
ARHGEF35	632.9623	ARHGEF35	767.6225
ARHGEF37	247.3717	ARHGEF37	1311.2113
ARHGEF38	35.5597	ARHGEF38	44.4999
ARHGEF3	320.6555	ARHGEF3	683.2262
ARHGEF4	432.5912	ARHGEF4	282.7275
ARHGEF5	371.0575	ARHGEF5	698.571
ARHGEF6	448.6704	ARHGEF6	5025.4148
ARHGEF7	1297.4644	ARHGEF7	1708.2574
ARHGEF9	509.5857	ARHGEF9	655.6056
ARID1A	2902.9066	ARID1A	2923.5638
ARID1B	1393.9394	ARID1B	2308.6218
ARID2	1444.0322	ARID2	886.1609
ARID3A	159.8639	ARID3A	77.1075
ARID3B	203.7724	ARID3B	110.0988
ARID4A	528.4477	ARID4A	631.4376
ARID4B	1861.1998	ARID4B	1159.5205
ARID5A	694.8052	ARID5A	2783.1591
ARID5B	429.8083	ARID5B	3778.268
ARIH1	2047.3098	ARIH1	1817.589
ARIH2	790.3061	ARIH2	1679.1023
ARL10	17.6252	ARL10	66.7498
ARL11	76.6852	ARL11	38.3619
ARL13B	242.115	ARL13B	273.137
ARL15	510.2041	ARL15	347.5592
ARL16	312.9252	ARL16	327.2274
ARL17A	34.8268	ARL17A	129.602
removed	removed	ARL17B	5.62
ARL1	2074.8299	ARL1	1810.3002
ARL2BP	3112.2449	ARL2BP	1523.3528
ARL2	1356.4378	ARL2	1372.5904
ARL3	901.3605	ARL3	514.8173
ARL4A	757.2665	ARL4A	1257.1209
ARL4C	893.6302	ARL4C	1428.5988
ARL4D	71.1194	ARL4D	177.2322
ARL5A	1085.3432	ARL5A	700.8727
ARL5B	316.0173	ARL5B	196.4132
ARL6IP1	5847.5572	ARL6IP1	3650.9063
ARL6IP4	1723.2529	ARL6IP4	1835.6191
ARL6IP5	2133.8899	ARL6IP5	4044.8835
ARL6IP6	492.5788	ARL6IP6	237.4604
ARL6	83.7972	ARL6	59.8446
ARL8A	2793.7539	ARL8A	1025.7984
ARL8B	3417.7489	ARL8B	2025.8943
ARL9	24.428	ARL9	12.2758
ARMC10	841.7904	ARMC10	664.7703
ARMC1	808.287	ARMC1	584.636
ARMC2	25.6648	ARMC2	49.4869
ARMC4	33.3952	removed	removed
ARMC5	388.992	ARMC5	306.1283
ARMC6	950.7823	ARMC6	611.0406
ARMC7	503.4014	ARMC7	266.2319
ARMC8	710.2659	ARMC8	812.1224
ARMC9	247.3717	ARMC9	202.5511
ARMCX1	678.726	ARMCX1	759.9501
ARMCX2	1216.141	ARMCX2	758.032
ARMCX3	1443.7229	ARMCX3	1940.7308
ARMCX5	360.235	ARMCX5	325.6929
ARMCX6	316.945	ARMCX6	230.9389
ARNT2	364.2548	ARNT2	435.4081
ARNTL2	37.1058	ARNTL2	80.5601
ARNTL	97.0934	ARNTL	210.2235
ARNT	2449.9072	ARNT	1799.9425
ARPC1A	2052.8757	ARPC1A	1993.2867
ARPC1B	3558.7508	ARPC1B	2593.2675
ARPC2	5469.697	ARPC2	4195.6459
ARPC3	3707.483	ARPC3	2455.5481
ARPC4	3304.1651	ARPC4	2883.9551
ARPC5L	394.867	ARPC5L	514.0501
ARPC5	4185.2195	ARPC5	2447.4921
ARPM1	50.7112	ARPM1	48.7197
ARPP19	2497.2171	ARPP19	4031.0732
ARRB1	924.2424	ARRB1	1042.6777
ARRB2	931.0451	ARRB2	824.7818
ARRDC1	1068.0272	ARRDC1	530.1621
ARRDC2	1218.9239	ARRDC2	786.4199
ARRDC3	1261.2863	ARRDC3	3602.9539
ARRDC4	545.7638	ARRDC4	1232.5693
ARSA	854.6691	ARSA	889.6135
removed	removed	ARSB	407.7875
ARSD	2923.624	ARSD	2213.1006
ARSE	71.4286	ARSE	22.6335
ARSG	449.598	ARSG	201.4002
ARSI	146.2585	ARSI	41.4309
ARSJ	77.6129	ARSJ	90.1506
ARSK	130.1793	ARSK	130.8142
ART4	10.8225	ART4	45.6507
ART5	5.5659	ART5	14.5775
ARTN	5.8751	ARTN	8.4396
ARV1	426.4069	ARV1	278.5077
ARVCF	79.1589	ARVCF	442.3132
ARX	177.18	removed	removed
AR	338.2808	AR	536.6836
AS3MT	83.1787	AS3MT	180.3011
ASAH1	11287.8788	ASAH1	7965.0906
ASAH2B	53.4941	ASAH2B	7.2888
ASAM	349.7217	ASAM	1812.2183
ASAP1	1441.5584	ASAP1	1281.289
ASAP2	1166.9759	ASAP2	909.9453
ASAP3	2058.1323	ASAP3	1674.4989
ASB13	863.3271	ASB13	633.3557
removed	removed	ASB14	11.8922
ASB16	9.9814	ASB16	16.5954
ASB1	294.7341	ASB1	810.5073
ASB2	31.2307	ASB2	39.8964
ASB3	306.1224	ASB3	207.1545
ASB6	379.4372	ASB6	683.8746
ASB7	440.3216	ASB7	469.1666
ASB8	930.1175	ASB8	800.2302
ASB9	9.8949	ASB9	46.8016
ASCC1	739.6413	ASCC1	383.2358
ASCC2	820.3463	ASCC2	1465.0427
ASCC3	1183.9827	ASCC3	1127.4576
ASCL2	129.8701	ASCL2	14.1939
ASF1A	295.6092	ASF1A	366.3566
ASF1B	816.0173	ASF1B	39.5128
removed	removed	ASGR1	16.4956
removed	removed	ASGR2	11.5086
ASH1L	2979.6475	ASH1L	3400.5984
ASH2L	1188.6209	ASH2L	1113.2636
ASL	621.2121	ASL	535.5328
ASMTL	535.8689	ASMTL	705.0925
ASNA1	2179.9629	ASNA1	1125.5395
ASNSD1	1154.2981	ASNSD1	838.9757
ASNS	1008.0396	ASNS	282.3439
removed	removed	ASPA	138.4866
removed	removed	ASPG	9.9741
ASPHD1	50.0928	ASPHD1	28.0042
ASPHD2	41.4348	ASPHD2	48.7197
ASPH	1846.8182	ASPH	15375.9662
ASPM	807.6685	ASPM	16.8793
removed	removed	ASPN	304.9775
ASPRV1	53.3581	ASPRV1	93.1083
ASPSCR1	742.4242	ASPSCR1	337.9687
ASRGL1	37.1058	ASRGL1	251.6544
ASS1	892.3933	ASS1	5353.793
ASTE1	291.1503	ASTE1	221.8126
removed	removed	ASTN1	32.9913
ASTN2	137.2913	ASTN2	181.0684
ASXL1	1345.7019	ASXL1	2112.9759
ASXL2	869.2022	ASXL2	996.6433
removed	removed	ASXL3	33.7585
ATAD1	1285.7143	ATAD1	1058.4061
ATAD2B	447.4335	ATAD2B	324.5421
ATAD2	787.2604	ATAD2	238.2277
ATAD3A	763.1416	ATAD3A	510.5975
ATAD3B	219.5424	ATAD3B	223.2665
ATAD3C	59.9876	ATAD3C	80.5601
ATAD5	159.8639	ATAD5	42.9654
ATE1	271.7996	ATE1	313.8007
ATF1	425.4793	ATF1	395.5117
ATF2	602.35	ATF2	608.0368
ATF3	983.9208	ATF3	276.5896
ATF4	9065.5535	ATF4	7568.0445
ATF5	957.3284	ATF5	665.9634
ATF6B	1305.504	ATF6B	1992.5194
ATF6	3112.2449	ATF6	1560.5639
ATF7IP2	81.9419	ATF7IP2	94.3704
ATF7IP	1204.0816	ATF7IP	1363.7671
ATF7	1104.5145	ATF7	2236.9119
ATG10	85.6524	ATG10	100.1247
ATG12	735.3123	ATG12	497.5544
ATG16L1	884.9722	ATG16L1	626.0669
ATG16L2	174.3012	ATG16L2	250.07
ATG2A	764.9969	ATG2A	896.9023
ATG2B	847.5572	ATG2B	1101.3714
ATG3	703.7724	ATG3	718.1356
ATG4A	193.2591	ATG4A	286.5637
ATG4B	472.4799	ATG4B	746.1398
ATG4C	160.1732	ATG4C	227.4863
ATG4D	690.6586	ATG4D	189.3699
ATG5	526.9017	ATG5	750.3596
ATG7	670.7761	ATG7	739.484
ATG9A	1741.9264	ATG9A	1758.0666
ATG9B	28.1942	ATG9B	6.2146
ATHL1	3738.4045	ATHL1	558.5499
ATIC	2475.572	ATIC	1033.0872
ATL1	503.0921	ATL1	359.0678
ATL2	1076.376	ATL2	1354.9439
ATL3	1830.8596	ATL3	940.2513
ATMIN	2127.0872	ATMIN	1859.0199
ATM	808.9054	ATM	1461.2065
ATN1	3786.0235	ATN1	7312.9376
ATOH8	8.0396	ATOH8	807.5189
ATOX1	588.4354	ATOX1	619.5454
ATP10A	578.8497	ATP10A	297.6887
removed	removed	ATP10B	15.7284
ATP10D	547.9283	ATP10D	537.4508
removed	removed	ATP11A	1221.0607
ATP11B	1686.4564	ATP11B	1498.034
ATP11C	314.4712	ATP11C	798.6957
ATP13A1	2378.4787	ATP13A1	1183.8496
ATP13A2	1439.7032	ATP13A2	1302.7717
ATP13A3	2614.4094	ATP13A3	2226.1437
removed	removed	ATP13A4	21.8663
removed	removed	ATP13A5	7.6724
ATP1A1	11465.0557	ATP1A1	12697.4048
removed	removed	ATP1A2	4176.0813
ATP1A3	45.1453	ATP1A3	11.8922
ATP1A4	33.7044	ATP1A4	8.4396
ATP1B1	1074.5053	ATP1B1	1972.9932
ATP1B2	13.9147	ATP1B2	116.6203
ATP1B3	1892.7025	ATP1B3	1982.5453
ATP2A1	5.8751	removed	removed
ATP2A2	6773.6549	ATP2A2	6393.0181
ATP2A3	747.3717	ATP2A3	846.6481
ATP2B1	809.2146	ATP2B1	1260.5735
ATP2B2	35.2505	ATP2B2	80.1765
ATP2B4	9973.7168	ATP2B4	7409.226
ATP2C1	2739.1528	ATP2C1	2507.2562
ATP2C2	106.0606	ATP2C2	79.4092
ATP5A1	7376.9326	ATP5A1	8619.929
ATP5B	12585.034	ATP5B	9532.9433
ATP5C1	3207.1738	ATP5C1	2077.6829
ATP5D	817.5634	ATP5D	745.7562
ATP5EP2	28.757	ATP5EP2	28.7715
ATP5E	3604.2053	ATP5E	2951.568
ATP5F1	2581.9419	ATP5F1	2149.4198
ATP5G1	812.616	ATP5G1	526.7095
ATP5G2	6142.5479	ATP5G2	3242.3516
ATP5G3	2804.5764	ATP5G3	2429.8456
ATP5H	4094.9289	ATP5H	1512.2279
ATP5I	2592.4521	ATP5I	876.3173
ATP5J2	1185.2195	ATP5J2	1060.7078
ATP5J	1109.3105	ATP5J	1194.6792
ATP5L	1564.0074	ATP5L	2134.075
ATP5O	1873.8404	ATP5O	2342.764
ATP5SL	689.5485	ATP5SL	637.1919
ATP5S	102.0408	ATP5S	120.8401
ATP6AP1L	16.6976	ATP6AP1L	42.5818
ATP6AP1	4957.0192	ATP6AP1	2394.9362
ATP6AP2	2855.2876	ATP6AP2	3183.2742
ATP6V0A1	683.6735	ATP6V0A1	1341.1336
ATP6V0A2	599.5671	ATP6V0A2	529.0112
ATP6V0A4	26.5925	ATP6V0A4	78.2584
ATP6V0B	1796.2276	ATP6V0B	1145.8713
ATP6V0C	3564.06	ATP6V0C	1808.7005
ATP6V0D1	2025.6648	ATP6V0D1	1874.3646
ATP6V0D2	55.0402	removed	removed
ATP6V0E1	3738.7137	ATP6V0E1	2604.3924
ATP6V0E2	381.2461	ATP6V0E2	699.0697
ATP6V1A	2091.5275	ATP6V1A	1543.6847
ATP6V1B1	2133.5807	ATP6V1B1	218.6631
ATP6V1B2	3519.4805	ATP6V1B2	1827.1794
ATP6V1C1	1528.4477	ATP6V1C1	1382.1809
ATP6V1C2	45.6957	ATP6V1C2	45.3323
ATP6V1D	1441.2492	ATP6V1D	857.3895
ATP6V1E1	1935.0649	ATP6V1E1	2065.4071
ATP6V1E2	84.1064	ATP6V1E2	60.9955
ATP6V1F	2317.2418	ATP6V1F	1127.4537
ATP6V1G1	1509.8949	ATP6V1G1	1280.5217
ATP6V1G2	13.6054	ATP6V1G2	26.1283
ATP6V1H	1011.1317	ATP6V1H	950.609
ATP7A	357.4521	ATP7A	549.3431
ATP7B	482.684	ATP7B	238.9949
ATP8A1	72.6654	ATP8A1	596.9119
ATP8A2	18.8621	ATP8A2	86.698
ATP8B1	1018.0087	ATP8B1	962.9193
ATP8B2	739.6413	ATP8B2	1351.1077
ATP8B3	45.7638	ATP8B3	14.1939
ATP8B4	43.9085	ATP8B4	281.1931
ATP8B5P	14.2239	ATP8B5P	16.112
ATP9A	2376.9326	ATP9A	5550.2062
ATP9B	376.9326	ATP9B	572.3602
ATPAF1	1134.3012	ATPAF1	1181.4136
ATPAF2	193.8776	ATPAF2	183.7537
ATPBD4	121.2121	ATPBD4	115.0858
ATPIF1	1568.6456	ATPIF1	666.7306
ATRIP	244.4434	ATRIP	210.4843
ATRNL1	69.8825	ATRNL1	98.9738
ATRN	2387.7551	ATRN	2483.9359
ATRX	1848.4848	ATRX	2256.4496
ATR	966.6048	ATR	914.5488
ATXN10	1400.1237	ATXN10	1801.4769
ATXN1L	1964.4403	ATXN1L	2163.8132
ATXN1	1261.2863	ATXN1	950.9926
ATXN2L	2294.3723	ATXN2L	1884.7224
ATXN2	504.6382	ATXN2	837.8249
ATXN3	530.303	ATXN3	503.3087
ATXN7L1	152.4428	ATXN7L1	220.1976
ATXN7L2	143.7848	ATXN7L2	69.0515
ATXN7L3B	3385.5906	ATXN7L3B	2780.0902
ATXN7L3	1035.5597	ATXN7L3	1247.1468
ATXN7	383.4261	ATXN7	749.976
AUH	123.0674	AUH	290.3999
AUP1	1936.5121	AUP1	1774.0021
AURKAIP1	952.0717	AURKAIP1	981.6822
AURKAPS1	12.0594	removed	removed
AURKA	317.5634	AURKA	49.1033
AURKB	140.6926	AURKB	6.5215
AURKC	25.974	AURKC	16.8793
AUTS2	1001.2369	AUTS2	1832.5501
AVEN	261.5955	AVEN	222.1157
AVIL	187.0748	AVIL	51.7886
AVL9	620.9029	AVL9	332.9817
AVPI1	199.4434	AVPI1	437.3262
AVPR1A	17.0068	AVPR1A	91.3014
removed	removed	AVPR2	146.159
AXIN1	1078.2313	AXIN1	673.6358
AXIN2	174.0878	AXIN2	777.213
AXL	1876.6234	AXL	2052.7477
AZGP1	25.6648	AZGP1	12935.6478
AZI1	235.3123	AZI1	226.7191
AZI2	1219.5424	AZI2	1211.8538
AZIN1	4260.9771	AZIN1	3084.684
B2M	46780.4576	B2M	32284.6456
B3GALNT1	1084.1064	B3GALNT1	260.4776
B3GALNT2	909.2919	B3GALNT2	642.6892
removed	removed	B3GALT1	11.125
removed	removed	B3GALT2	11.125
B3GALT4	171.3049	B3GALT4	220.1976
removed	removed	B3GALT5	13.0431
B3GALT6	600.1855	B3GALT6	488.3476
B3GALTL	259.431	B3GALTL	230.1717
removed	removed	B3GAT1	38.7456
B3GAT3	702.8448	B3GAT3	542.4379
B3GNT1	373.8404	B3GNT1	658.6746
B3GNT2	1470.3154	B3GNT2	621.0799
B3GNT3	47.0006	B3GNT3	167.2581
B3GNT4	6.8027	removed	removed
B3GNT5	890.538	B3GNT5	262.7793
B3GNT7	136.3636	B3GNT7	124.6763
B3GNT8	69.2641	B3GNT8	69.4351
B3GNT9	307.18	B3GNT9	311.2343
B3GNTL1	94.1651	B3GNTL1	66.5963
B4GALNT1	407.5479	B4GALNT1	27.3597
B4GALNT3	840.4453	B4GALNT3	197.564
B4GALNT4	1102.9685	B4GALNT4	214.8269
B4GALT1	6260.6679	B4GALT1	3213.5801
B4GALT2	1056.2771	B4GALT2	1205.3323
B4GALT3	1598.021	B4GALT3	649.8513
B4GALT4	1500	B4GALT4	397.4297
B4GALT5	1091.2183	B4GALT5	2312.0744
B4GALT6	128.6333	B4GALT6	182.6029
B4GALT7	527.5201	B4GALT7	470.3174
B9D1	107.4737	B9D1	144.3176
B9D2	139.765	B9D2	69.0515
BAALC	29.9938	BAALC	165.34
BACE1	765.6153	BACE1	1613.887
BACE2	696.6605	BACE2	1236.4055
BACH1	722.0161	BACH1	819.7948
BACH2	59.06	BACH2	308.8137
BAD	892.384	BAD	719.1675
BAG1	1099.1435	BAG1	1257.0365
BAG2	117.1923	BAG2	110.0988
BAG3	1695.4236	BAG3	1760.4297
BAG4	273.3457	BAG4	268.15
BAG5	1261.9048	BAG5	1532.1761
removed	removed	BAGE2	13.7259
BAHCC1	448.3612	BAHCC1	1024.6475
BAHD1	418.9858	BAHD1	865.4455
BAI1	10.8225	BAI1	11.8922
BAI2	524.7372	BAI2	178.7667
removed	removed	BAI3	19.9482
BAIAP2L1	944.6506	BAIAP2L1	408.9383
removed	removed	BAIAP2L2	6.5215
BAIAP2	794.9907	BAIAP2	585.4033
BAIAP3	31.2801	BAIAP3	164.7262
BAK1	598.021	BAK1	309.5809
BAMBI	886.5182	BAMBI	464.1795
BANF1	3175.3247	BANF1	1597.3914
BANK1	10.5133	BANK1	162.6546
BANP	319.4187	BANP	208.3054
BAP1	1146.5677	BAP1	1783.8304
BARD1	140.0742	BARD1	64.4481
BARX1	37.1058	BARX1	33.7585
BARX2	202.8448	BARX2	508.6794
BASP1	948.3612	BASP1	352.1627
BAT1	2821.274	BAT1	4818.6017
BAT2L1	4066.9573	BAT2L1	8182.2538
BAT2L2	5310.7607	BAT2L2	4435.7917
BAT2	4068.3364	BAT2	7058.5979
BAT3	2621.5213	BAT3	4385.1539
BAT4	259.1218	BAT4	333.7489
BAT5	576.6852	BAT5	830.1525
BATF2	78.2313	BATF2	88.6161
BATF3	13.6054	BATF3	47.1852
BATF	269.9443	BATF	113.5514
BAX	697.8973	BAX	346.792
BAZ1A	2007.1119	BAZ1A	931.428
BAZ1B	2689.8578	BAZ1B	2551.0693
BAZ2A	3117.2604	BAZ2A	3006.533
BAZ2B	1002.786	BAZ2B	1147.7587
BBC3	469.0785	BBC3	71.7368
removed	removed	BBOX1	1190.3712
BBS10	358.9981	BBS10	501.7742
BBS12	192.3315	BBS12	232.857
BBS1	673.1602	BBS1	933.3461
BBS2	865.8009	BBS2	1035.3889
BBS4	970.3154	BBS4	387.4556
BBS5	308.6425	BBS5	246.0535
BBS7	372.6036	BBS7	300.374
BBS9	430.4267	BBS9	314.1843
BBX	1866.1101	BBX	2098.0148
BCAM	765.6153	BCAM	5280.9053
BCAN	17.9344	BCAN	10.7413
BCAP29	1055.6586	BCAP29	1270.9312
BCAP31	5089.6722	BCAP31	5827.5631
BCAR1	1252.6283	BCAR1	1086.0267
BCAR3	405.9988	BCAR3	768.3898
BCAS1	361.4719	BCAS1	59.0774
BCAS2	980.0928	BCAS2	514.6677
BCAS3	1205.9369	BCAS3	521.7225
BCAS4	708.7199	BCAS4	477.9898
BCAT1	956.71	BCAT1	627.2178
BCAT2	993.8157	BCAT2	380.9341
BCCIP	835.2536	BCCIP	849.813
BCDIN3D	305.5535	BCDIN3D	176.254
BCHE	6.8027	BCHE	87.0816
BCKDHA	630.2195	BCKDHA	846.2645
BCKDHB	135.436	BCKDHB	405.1021
BCKDK	1015.1515	BCKDK	992.8071
BCL10	365.8009	BCL10	354.0808
removed	removed	BCL11A	161.5038
