gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
FLJ39653	75.7171	FLJ39653	43.3276
FLJ40330	69.046	removed	removed
FLJ40852	26.3509	FLJ40852	29.8873
FLJ42289	11.0073	FLJ42289	15.1646
FLJ42627	62.6451	FLJ42627	32.9289
FLJ42709	81.7211	FLJ42709	143.4142
removed	removed	FLJ42875	20.7972
removed	removed	FLJ43390	18.6308
FLJ43663	46.6978	FLJ43663	121.3172
FLJ44606	8.3389	FLJ44606	29.0295
FLJ44635	15.6771	FLJ44635	19.9307
FLJ45244	47.6985	FLJ45244	40.7279
FLJ45340	1255.1701	FLJ45340	780.3293
FLJ45445	24.3496	FLJ45445	6.4991
FLJ45983	373.9159	removed	removed
FLJ90757	642.0947	FLJ90757	180.2426
FLNA	26124.7498	FLNA	26088.8215
FLNB	18188.0587	FLNB	5459.6317
FLNC	389.2595	FLNC	529.0295
FLOT1	3423.6157	FLOT1	2698.0069
FLOT2	1871.2475	FLOT2	2045.0607
FLRT1	14.3429	FLRT1	6.4991
FLRT2	294.5297	FLRT2	918.9775
FLRT3	334.8899	FLRT3	9.9653
FLT1	1147.7652	FLT1	3003.4662
FLT3LG	112.7418	FLT3LG	65.4246
FLT3	444.6298	removed	removed
FLT4	184.4563	FLT4	482.669
FLVCR1	272.8486	FLVCR1	28.5962
FLVCR2	97.0647	FLVCR2	159.8787
FLYWCH1	533.6891	FLYWCH1	440.208
FLYWCH2	513.6758	FLYWCH2	312.3917
FMN1	65.3769	removed	removed
removed	removed	FMN2	14.7314
FMNL1	634.7565	FMNL1	347.9203
FMNL2	583.0554	FMNL2	2266.8977
FMNL3	1870.8406	FMNL3	847.0711
FMO1	141.7612	FMO1	258.2322
FMO2	120.4136	FMO2	3201.0399
FMO3	18.012	FMO3	126.9497
FMO4	71.7145	FMO4	102.253
FMO5	122.0814	FMO5	49.8267
FMOD	1899.9333	FMOD	22347.487
FMR1	1059.7065	FMR1	847.0537
FN1	116616.7445	FN1	11525.5633
FN3KRP	590.3936	FN3KRP	627.8163
FN3K	200.467	FN3K	314.1248
FNBP1L	2835.8906	FNBP1L	1170.2773
FNBP1	1254.1694	FNBP1	899.4801
FNBP4	1411.9413	FNBP4	852.253
FNDC1	2101.4009	FNDC1	1784.662
FNDC3A	1221.481	FNDC3A	1357.0191
FNDC3B	1725.8172	FNDC3B	3219.2374
FNDC4	83.3889	FNDC4	626.0832
FNDC5	24.6831	FNDC5	93.1542
FNDC8	9.006	removed	removed
FNIP1	1068.7125	FNIP1	1061.5251
FNIP2	771.5143	FNIP2	1269.4974
FNTA	1107.4049	FNTA	2481.8024
FNTB	645.1701	FNTB	722.4437
FOLH1	19.6798	FOLH1	16.4645
FOLR1	11.0073	removed	removed
FOLR2	141.7612	FOLR2	864.818
removed	removed	FOLR3	5.6326
FOSB	2495.3302	FOSB	12858.7522
FOSL1	21.6811	FOSL1	10.8319
FOSL2	1922.9486	FOSL2	1341.4211
FOS	7990.3269	FOS	52255.6326
FOXA1	8330.8873	removed	removed
FOXC1	97.3983	FOXC1	256.0659
FOXC2	13.6758	removed	removed
FOXD2	192.7952	FOXD2	12.565
FOXD3	12.6751	removed	removed
FOXD4	11.3409	removed	removed
removed	removed	FOXF1	7.799
FOXF2	80.0534	FOXF2	21.2305
FOXH1	8.2855	removed	removed
FOXI1	23.6825	removed	removed
FOXJ1	1652.1014	removed	removed
FOXJ2	1615.4103	FOXJ2	1064.9913
FOXJ3	1686.7912	FOXJ3	2271.6638
FOXK1	895.5971	FOXK1	1242.201
FOXK2	1244.8299	FOXK2	893.4142
FOXL1	13.0087	removed	removed
FOXM1	1673.7592	FOXM1	14.9437
FOXN1	17.0113	removed	removed
FOXN2	337.5584	FOXN2	1167.2444
FOXN3	1269.1795	FOXN3	5970.104
FOXN4	216.8112	FOXN4	5.6326
FOXO1	812.2081	FOXO1	5359.1854
FOXO3B	957.6384	FOXO3B	745.234
FOXO3	1886.5911	FOXO3	1791.5945
FOXO4	476.9847	FOXO4	1162.9116
FOXP1	2285.1901	FOXP1	1089.688
FOXP2	22.3482	FOXP2	130.8492
FOXP3	102.0847	removed	removed
FOXP4	2293.8626	FOXP4	1652.0797
FOXQ1	13.3422	removed	removed
FOXRED1	422.2815	FOXRED1	474.4367
FOXRED2	691.1274	FOXRED2	371.7504
FOXS1	57.3716	FOXS1	22.0971
FPGS	889.5931	FPGS	1256.9324
FPGT	464.0294	FPGT	419.6404
FPR1	151.1007	FPR1	62.3917
removed	removed	FPR2	11.6984
FPR3	794.1961	FPR3	232.2357
FRAS1	733.489	FRAS1	30.3293
FRAT1	159.7732	FRAT1	109.6187
FRAT2	392.5951	FRAT2	120.4506
FREM1	105.7372	FREM1	773.3969
FREM2	7.6718	FREM2	35.9619
FRG1B	182.7885	FRG1B	352.6863
FRG1	529.3529	FRG1	968.3709
FRK	166.1107	FRK	35.5286
removed	removed	FRMD1	258.6655
FRMD3	23.3489	FRMD3	166.8111
FRMD4A	725.3903	FRMD4A	2845.182
FRMD4B	1095.3969	FRMD4B	311.0919
FRMD5	6.004	removed	removed
FRMD6	2657.7718	FRMD6	712.7383
FRMD7	8.0053	removed	removed
FRMD8	810.2068	FRMD8	687.6083
FRMPD1	5.6704	FRMPD1	25.5633
FRMPD2	12.6751	removed	removed
FRRS1	134.4229	FRRS1	33.3622
FRS2	1310.5404	FRS2	893.8475
FRS3	106.7378	FRS3	126.5165
FRYL	1437.2915	FRYL	1491.7678
FRY	1067.6951	FRY	1235.7019
FRZB	234.1561	FRZB	121.3172
FSCN1	746.8312	FSCN1	620.8839
FSCN2	8.6724	removed	removed
FSD1L	136.0907	FSD1L	35.9619
FSIP1	63.042	removed	removed
FSTL1	9159.1061	FSTL1	31188.0416
FSTL3	380.9206	FSTL3	1964.9047
FSTL4	44.3629	removed	removed
FST	182.1214	FST	260.3986
FTH1	33019.3462	FTH1	41922.8726
FTHL3	208.1388	FTHL3	242.6343
FTL	40388.926	FTL	80912.0451
FTO	725.8172	FTO	1760.3986
FTSJ1	632.7552	FTSJ1	564.1248
FTSJ2	735.4903	FTSJ2	577.5563
FTSJ3	1065.4937	FTSJ3	1160.312
FTSJD1	511.3409	FTSJD1	430.2426
FTSJD2	1152.435	FTSJD2	972.7036
FUBP1	2187.4583	FUBP1	1090.5546
FUBP3	1062.0414	FUBP3	1258.2322
FUCA1	1626.0841	FUCA1	666.3778
FUCA2	696.7979	FUCA2	1580.156
FUK	301.2008	FUK	200.6066
FUNDC1	332.555	FUNDC1	262.1317
removed	removed	FUNDC2P2	9.0988
FUNDC2	1168.1121	FUNDC2	1991.7678
FURIN	2581.7211	FURIN	3591.8544
FUS	8412.2748	FUS	1912.0451
FUT10	126.7512	FUT10	187.175
FUT11	186.7912	FUT11	186.3085
FUT1	173.449	FUT1	168.5442
FUT2	180.7872	removed	removed
FUT4	106.0207	FUT4	337.0884
FUT7	7.068	removed	removed
FUT8	826.5077	FUT8	488.2756
FUZ	384.2962	FUZ	203.1802
FXC1	630.0867	FXC1	1024.6967
FXN	142.4283	FXN	286.8284
FXR1	2257.8386	FXR1	3129.1161
FXR2	736.1541	FXR2	992.201
FXYD1	30.02	FXYD1	752.5997
FXYD3	1394.2628	removed	removed
FXYD5	1963.976	FXYD5	961.8718
FXYD6	314.2095	FXYD6	884.7487
FYB	444.9633	FYB	132.5823
FYCO1	1939.6264	FYCO1	3012.1317
FYN	425.9506	FYN	2028.5962
FYTTD1	1407.2715	FYTTD1	2219.2374
FZD10	18.3456	FZD10	5.6326
FZD1	777.1848	FZD1	392.1144
FZD2	267.5117	FZD2	25.9965
FZD3	210.1401	FZD3	7.799
FZD4	971.978	FZD4	24261.7244
FZD5	149.0994	FZD5	727.4697
FZD6	1129.7532	FZD6	509.9653
FZD7	1115.4103	FZD7	509.9653
FZD8	375.9173	FZD8	116.9844
removed	removed	FZD9	33.7955
FZR1	1162.1081	FZR1	448.8735
G0S2	126.4176	G0S2	11200.1733
G2E3	459.9733	G2E3	295.4939
G3BP1	2552.0347	G3BP1	1672.4437
G3BP2	3006.004	G3BP2	2109.1854
G6PC3	1170.7805	G6PC3	1160.7452
G6PD	730.1534	G6PD	1463.1716
GAA	1563.3756	GAA	599.2201
GAB1	1176.7845	GAB1	642.5477
GAB2	743.1621	GAB2	3138.2149
GAB3	108.7392	GAB3	275.9965
GABARAPL1	491.3276	GABARAPL1	4661.6118
GABARAPL2	859.573	GABARAPL2	2030.3293
removed	removed	GABARAPL3	5.6326
GABARAP	4108.072	GABARAP	6251.2998
GABBR1	780.1868	GABBR1	232.669
GABPA	802.3783	GABPA	1020.3423
GABPB1	598.1821	GABPB1	316.4818
GABPB2	236.491	GABPB2	198.0069
removed	removed	GABRA2	27.7296
GABRB2	21.3476	GABRB2	27.2964
GABRB3	95.7305	GABRB3	78.8562
GABRD	32.3549	GABRD	12.1317
GABRE	23.3489	GABRE	1959.7054
GABRP	235.4903	GABRP	9.0988
GADD45A	249.4997	GADD45A	634.7487
GADD45B	1667.7785	GADD45B	1319.3241
GADD45GIP1	473.9827	GADD45GIP1	573.2236
GADD45G	238.8259	GADD45G	196.2738
GAK	1619.0794	GAK	911.1785
GAL3ST4	432.9553	GAL3ST4	96.6205
GALC	722.4817	GALC	599.6534
GALE	294.8632	GALE	181.5425
GALK1	177.4516	GALK1	112.6516
GALK2	177.9953	GALK2	337.0884
GALM	304.5364	GALM	348.7868
GALNS	352.9019	GALNS	347.9203
GALNT10	4427.2849	GALNT10	908.1456
GALNT11	977.6518	GALNT11	1288.9948
GALNT12	31.3542	GALNT12	166.3778
GALNT13	12.008	GALNT13	392.1144
GALNT14	93.7292	GALNT14	17.331
GALNT1	3414.9433	GALNT1	2375.2166
GALNT2	3003.6691	GALNT2	2038.1282
GALNT3	893.2622	GALNT3	19.9307
GALNT4	484.8899	GALNT4	259.0468
GALNT5	56.3709	removed	removed
GALNT6	5834.5564	GALNT6	21.2305
GALNT7	1876.2508	GALNT7	153.3795
GALNTL1	778.8526	GALNTL1	582.3224
GALNTL2	128.4189	GALNTL2	1961.8718
GALNTL4	422.2815	GALNTL4	180.2426
GALT	226.1508	GALT	344.0208
GAL	18.012	removed	removed
GAMT	590.06	GAMT	277.7296
GANAB	8251.1674	GANAB	6201.0399
GANC	311.1174	GANC	371.7634
GAN	44.3629	GAN	46.3605
removed	removed	GAP43	21.2305
GAPDH	54557.038	GAPDH	18521.6638
GAPT	70.3803	GAPT	8.2322
GAPVD1	1524.3496	GAPVD1	1549.8267
GAR1	303.5357	GAR1	250
GARNL3	187.4583	GARNL3	59.792
GARS	1711.4743	GARS	1725.3033
GART	1494.6631	GART	1566.7244
GAS1	451.968	GAS1	1570.1906
GAS2L1	474.3162	GAS2L1	761.6984
GAS2L2	68.0454	GAS2L2	42.461
GAS2L3	140.7605	GAS2L3	12.565
removed	removed	GAS2	10.8319
GAS5	1648.0987	GAS5	692.3744
GAS6	1256.5043	GAS6	1810.2253
GAS7	1940.9606	GAS7	1764.7314
GAS8	498.7625	GAS8	281.4948
GATA1	6.004	removed	removed
GATA2	178.1187	GATA2	214.4714
GATA3	14408.2722	GATA3	249.5667
GATA6	34.0227	GATA6	93.5875
GATAD1	881.5877	GATAD1	1133.4489
GATAD2A	1444.6298	GATAD2A	1198.8735
GATAD2B	1886.9246	GATAD2B	892.1144
GATC	47.0314	GATC	27.2964
GATM	172.4483	GATM	307.6256
GATSL1	14.0093	GATSL1	7.3657
removed	removed	GATSL2	16.4645
GATSL3	140.1835	GATSL3	247.851
GATS	155.547	GATS	137.7946
GBA2	1037.7985	GBA2	1052.799
GBAP1	357.2382	GBAP1	197.1404
GBAS	1285.5237	GBAS	2733.9688
GBA	1302.8686	GBA	748.7002
GBE1	458.3055	GBE1	7295.0607
GBF1	2803.8692	GBF1	2072.7903
GBGT1	105.0267	GBGT1	59.3588
GBP1	1464.6431	GBP1	832.7556
GBP2	1678.4523	GBP2	2767.331
GBP3	1219.8132	GBP3	272.5303
GBP4	816.8779	GBP4	992.6343
GBP5	332.555	GBP5	24.6967
GBP6	7.0047	removed	removed
GCAT	66.3776	GCAT	121.7504
GCA	324.2161	GCA	266.4645
GCC1	682.7885	GCC1	614.818
GCC2	1308.539	GCC2	931.5425
GCDH	346.5644	GCDH	625.2166
GCET2	78.3856	GCET2	5.1993
GCFC1	757.8386	GCFC1	397.747
GCH1	151.1007	GCH1	88.8215
GCHFR	240.4937	GCHFR	419.844
removed	removed	GCK	14.7314
GCLC	449.9666	GCLC	3639.5147
GCLM	282.8552	GCLM	640.3813
GCN1L1	4247.8319	GCN1L1	2599.2201
GCNT1	792.5284	GCNT1	90.1213
GCNT2	335.557	GCNT2	65.4246
GCNT4	80.7205	GCNT4	22.0971
GCOM1	221.6077	GCOM1	8230.4549
GCSH	6.004	GCSH	82.3224
GDAP1	126.7512	GDAP1	131.2825
GDAP2	346.2308	GDAP2	434.5754
removed	removed	GDA	71.0572
GDE1	2582.3883	GDE1	3182.409
GDF10	17.6785	GDF10	462.7383
GDF11	126.2041	GDF11	73.0373
GDF15	122.4149	GDF15	6.0659
removed	removed	GDF5	99.1291
removed	removed	GDF6	10.3986
GDF9	20.3469	GDF9	10.3986
GDI1	3058.7058	GDI1	2209.2721
GDI2	5279.1861	GDI2	6690.6412
GDPD1	71.7145	GDPD1	12.1317
GDPD3	58.996	GDPD3	31.7634
GDPD5	270.1801	GDPD5	4244.8007
GEFT	360.6838	GEFT	214.4281
GEMIN4	489.3262	GEMIN4	358.7522
GEMIN5	871.9146	GEMIN5	731.8024
GEMIN6	172.7819	GEMIN6	154.2461
GEMIN7	260.1734	GEMIN7	167.6776
GEMIN8P4	36.024	GEMIN8P4	12.1317
GEMIN8	553.0354	GEMIN8	429.3761
GEM	1695.1301	GEM	304.1594
GEN1	766.511	GEN1	102.253
GET4	582.9286	GET4	505.1993
GFAP	12.008	GFAP	52.8596
GFER	525.0167	GFER	251.7331
GFI1	37.6918	GFI1	5.6326
GFM1	1691.461	GFM1	2098.3536
GFM2	890.9273	GFM2	613.0849
GFOD1	54.7031	GFOD1	127.383
GFOD2	470.9807	GFOD2	467.5043
GFPT1	2018.3456	GFPT1	4767.331
GFPT2	425.2835	GFPT2	639.0815
GFRA1	6480.9873	GFRA1	1420.2773
GFRA2	13.3422	GFRA2	142.5477
removed	removed	GFRA3	21.2305
GGA1	877.5851	GGA1	603.1196
GGA2	2451.3009	GGA2	1217.5043
GGA3	814.2095	GGA3	594.4541
GGCT	1556.3709	GGCT	845.7539
GGCX	535.0233	GGCX	791.5945
GGH	455.3035	GGH	159.4454
GGNBP2	1371.9146	GGNBP2	2280.7626
GGN	7.6718	removed	removed
GGPS1	1156.1041	GGPS1	1035.9619
GGT1	74.3829	GGT1	17.7643
GGT5	715.477	GGT5	637.7816
GGT6	346.2308	removed	removed
GGT7	429.2862	GGT7	201.4731
GGTA1	113.4089	GGTA1	633.0156
GGTLC2	13.0087	removed	removed
GHDC	751.501	GHDC	355.7192
GHITM	3147.7652	GHITM	6543.3276
GHR	195.7972	GHR	9221.8371
GIGYF1	2298.1988	GIGYF1	918.1109
GIGYF2	2490.994	GIGYF2	1984.4021
GIMAP1	73.0487	GIMAP1	243.5009
GIMAP2	173.449	GIMAP2	149.4801
GIMAP4	440.9606	GIMAP4	1330.5893
GIMAP5	249.1661	GIMAP5	952.773
GIMAP6	333.2221	GIMAP6	1474.0035
GIMAP7	161.7745	GIMAP7	707.9723
GIMAP8	172.4483	GIMAP8	1093.5875
GIN1	182.1214	GIN1	123.0503
GINS1	509.3396	GINS1	10.3986
GINS2	357.9053	GINS2	5.6326
GINS3	261.1741	GINS3	220.104
GINS4	290.8606	GINS4	19.9307
GIPC1	1722.8152	GIPC1	1312.3917
GIPC2	30.02	GIPC2	193.6742
GIPC3	48.6991	GIPC3	165.9445
GIPR	41.3609	GIPR	24.6967
GIT1	1637.4249	GIT1	1102.253
GIT2	1386.9246	GIT2	1386.9151
GIYD2	573.6157	GIYD2	217.5477
GJA1	3920.9473	GJA1	2629.1161
GJA4	94.7298	GJA4	611.7851
GJA5	228.1521	GJA5	856.5858
GJA9	5.3369	GJA9	11.2652
GJB2	1374.5831	GJB2	9.0988
GJC1	139.0927	GJC1	845.7539
GJC2	12.008	GJC2	37.2617
GJC3	40.6938	GJC3	6.9324
GJD3	14.8266	GJD3	72.8206
GK3P	27.6851	removed	removed
GK5	626.4176	GK5	418.1109
GKAP1	96.064	GKAP1	305.026
GK	178.4523	GK	37.2617
GLA	443.2955	GLA	301.1265
GLB1L2	301.2008	GLB1L2	21.6638
GLB1L	421.948	GLB1L	254.766
GLB1	2593.3956	GLB1	904.2461
GLCCI1	993.3289	GLCCI1	1218.8042
GLCE	2277.1848	GLCE	829.2894
GLDN	33.3556	GLDN	989.6014
GLE1	1159.1061	GLE1	838.3882
GLG1	3080.7205	GLG1	4454.0728
GLI1	171.1141	GLI1	44.1941
GLI2	218.8125	GLI2	79.7227
GLI3	3439.96	GLI3	506.4991
GLI4	82.8185	GLI4	167.1404
GLIPR1L2	29.6865	GLIPR1L2	43.7608
GLIPR1	501.2875	GLIPR1	265.5416
GLIPR2	515.6771	GLIPR2	1398.1802
GLIS1	26.6845	GLIS1	25.5633
GLIS2	1163.4423	GLIS2	483.5355
GLIS3	230.8205	GLIS3	59.3588
GLMN	133.7558	GLMN	111.7851
GLO1	2116.7445	GLO1	2539.8614
GLOD4	810.5404	GLOD4	1189.7747
GLOD5	17.6785	removed	removed
removed	removed	GLP2R	35.5286
GLRA3	152.435	removed	removed
GLRB	103.7358	GLRB	342.721
GLRX2	88.7258	GLRX2	233.1023
GLRX3	641.4276	GLRX3	1048.5269
GLRX5	746.8312	GLRX5	1227.4697
GLRX	741.4943	GLRX	1084.922
GLS2	117.4116	GLS2	6.4991
GLS	693.4623	GLS	1470.9705
removed	removed	GLT1D1	5.6326
GLT25D1	2120.0801	GLT25D1	2059.3588
GLT25D2	26.0173	GLT25D2	58.9255
GLT8D1	1269.5697	GLT8D1	931.5425
GLT8D2	391.2608	GLT8D2	331.4558
GLTPD1	305.537	GLTPD1	308.0589
GLTP	825.8839	GLTP	1056.3258
GLTSCR1	438.6258	GLTSCR1	115.6846
GLTSCR2	4025.3502	GLTSCR2	2902.513
GLUD1	3403.936	GLUD1	4883.4489
GLUD2	449.2995	GLUD2	643.8475
GLUL	21245.1634	GLUL	71330.5893
GLYATL1	8.0053	removed	removed
GLYATL2	30.02	removed	removed
removed	removed	GLYAT	2633.8821
GLYCTK	64.0427	GLYCTK	372.617
GLYR1	3478.3189	GLYR1	1985.7019
GM2A	2578.052	GM2A	1507.799
GMCL1L	5.0033	removed	removed
GMCL1	472.982	GMCL1	467.0711
GMDS	125.4169	GMDS	111.7851
GMEB1	208.8059	GMEB1	129.1161
GMEB2	587.3916	GMEB2	315.8579
GMFB	1527.6851	GMFB	1791.1612
GMFG	190.1268	GMFG	466.6378
GMIP	507.0047	GMIP	91.8544
GMNN	392.9286	GMNN	168.5442
GMPPA	671.4476	GMPPA	417.6776
GMPPB	410.2735	GMPPB	240.9012
GMPR2	1088.0587	GMPR2	1028.1629
GMPR	62.3749	GMPR	86.6551
GMPS	1597.0647	GMPS	860.4853
GNA11	631.7545	GNA11	600.9532
GNA12	1742.1614	GNA12	2945.4073
GNA13	1903.936	GNA13	1542.0277
GNA14	38.6925	GNA14	240.4679
GNA15	146.431	GNA15	81.4558
GNAI1	137.4249	GNAI1	4555.8925
GNAI2	6050.7005	GNAI2	8660.312
GNAI3	1918.2789	GNAI3	1891.6811
GNAL	36.6911	GNAL	304.5927
GNAO1	36.6911	GNAO1	48.9601
GNAQ	1755.8372	GNAQ	3694.5407
GNAS	19539.3596	GNAS	25893.4142
GNAZ	196.1308	GNAZ	548.5269
GNB1L	71.5177	GNB1L	19.0641
GNB1	8471.6478	GNB1	8978.3362
GNB2L1	17211.8079	GNB2L1	15559.792
GNB2	4427.6184	GNB2	2963.6049
GNB3	14.0494	removed	removed
GNB4	1337.5584	GNB4	739.6014
GNB5	383.9226	GNB5	177.2097
GNE	382.5884	GNE	1527.2964
GNG10	183.1221	GNG10	825.3899
GNG11	396.2642	GNG11	4426.7764
GNG12	2269.513	GNG12	6032.4957
GNG13	8.6724	removed	removed
GNG2	318.2121	GNG2	5570.1906
GNG4	13.6758	removed	removed
GNG5	1608.7392	GNG5	1279.896
GNG7	246.4977	GNG7	181.9757
GNGT2	16.3442	GNGT2	11.2652
GNL1	749.8933	GNL1	780.6716
GNL2	1277.1848	GNL2	1009.0988
GNL3L	741.8279	GNL3L	591.8544
GNL3	1685.1234	GNL3	1094.0208
GNLY	24.016	GNLY	29.896
GNMT	12.3416	removed	removed
GNPAT	1413.2755	GNPAT	1552.8596
GNPDA1	1183.4556	GNPDA1	508.6655
GNPDA2	363.5757	GNPDA2	584.0555
GNPNAT1	886.2575	GNPNAT1	649.4801
GNPTAB	1617.7452	GNPTAB	845.7539
GNPTG	768.8392	GNPTG	1135.6023
GNRH1	42.6951	GNRH1	17.7643
GNRHR2	336.4009	GNRHR2	240.5069
GNRHR	9.006	removed	removed
GNS	5068.0454	GNS	12932.409
GOLGA1	775.517	GOLGA1	820.1906
GOLGA2B	741.1608	GOLGA2B	22.9636
GOLGA2	2141.0941	GOLGA2	2234.8354
GOLGA3	2207.1381	GOLGA3	2616.5511
GOLGA4	3629.0861	GOLGA4	7470.9705
GOLGA5	1351.9013	GOLGA5	1678.9428
GOLGA6L10	114.7432	GOLGA6L10	169.844
GOLGA6L5	28.6858	GOLGA6L5	61.0919
GOLGA6L9	125.0834	GOLGA6L9	57.1924
GOLGA7B	70.0467	GOLGA7B	14.2981
GOLGA7	946.6311	GOLGA7	1802.8596
GOLGA8A	733.1554	GOLGA8A	519.0641
GOLGA8B	370.2468	GOLGA8B	262.9983
GOLGB1	6679.453	GOLGB1	4894.714
GOLIM4	786.1908	GOLIM4	1013.4315
GOLM1	3792.445	GOLM1	767.331
GOLPH3L	1204.1361	GOLPH3L	722.7036
GOLPH3	3234.4897	GOLPH3	2722.2704
GOLT1A	116.7445	removed	removed
GOLT1B	777.8519	GOLT1B	1107.8856
GON4L	2504.95	GON4L	936.2652
GOPC	798.5324	GOPC	891.6811
GORAB	347.565	GORAB	102.253
GORASP1	1237.8252	GORASP1	1173.3102
GORASP2	2199.4663	GORASP2	2139.0815
GOSR1	1101.0674	GOSR1	957.9723
GOSR2	1037.3582	GOSR2	1314.5581
GOT1	969.98	GOT1	490.4679
GOT2	1294.8632	GOT2	617.4177
GP1BA	16.6778	GP1BA	5.6326
GP2	2075.05	removed	removed
GP6	10.8639	removed	removed
GPAA1	2125.7505	GPAA1	1604.4194
GPAM	514.3429	GPAM	86428.0763
GPAT2	43.3622	GPAT2	87.5217
GPATCH1	310.2068	GPATCH1	257.3657
GPATCH2	1031.3542	GPATCH2	146.8804
GPATCH3	234.4897	GPATCH3	291.1612
GPATCH4	831.5544	GPATCH4	828.8562
GPATCH8	1584.7231	GPATCH8	1252.1664
GPBAR1	10.3402	GPBAR1	230.9359
GPBP1L1	2142.7618	GPBP1L1	2566.2912
GPBP1	3007.6718	GPBP1	1853.1196
GPC1	1792.8619	GPC1	977.0364
GPC2	29.6865	removed	removed
GPC3	439.96	GPC3	3776.4298
GPC4	4411.2742	GPC4	527.2964
removed	removed	GPC5	9.0988
GPC6	329.553	GPC6	2525.9965
GPCPD1	1141.7612	GPCPD1	898.6135
GPD1L	3463.6424	GPD1L	3247.4003
GPD1	325.5504	GPD1	75754.3328
GPD2	1822.2148	GPD2	975.7366
GPER	23.0153	GPER	644.714
GPHN	177.4516	GPHN	831.6941
GPIHBP1	53.3689	GPIHBP1	1353.5529
GPI	4335.2235	GPI	11843.1542
GPKOW	482.3215	GPKOW	507.799
GPLD1	6.6711	GPLD1	340.9879
GPM6A	12.6751	GPM6A	9.9653
GPM6B	95.0634	GPM6B	156.4125
GPN1	848.3956	GPN1	730.9359
GPN2	226.1508	GPN2	225.3033
GPN3	502.3349	GPN3	652.0797
GPNMB	6303.5357	GPNMB	6667.6776
GPR107	3100.0667	GPR107	2245.6672
GPR108	1080.3869	GPR108	795.0607
GPR109A	44.6965	GPR109A	2343.5875
GPR109B	24.3496	GPR109B	239.6014
GPR113	9.3462	removed	removed
GPR114	22.3482	removed	removed
GPR115	10.6738	removed	removed
GPR116	542.028	GPR116	4649.4801
GPR120	7.6718	GPR120	87.0884
GPR124	1315.5437	GPR124	4030.7626
GPR125	852.9019	GPR125	1173.3102
GPR126	68.3789	GPR126	133.8821
removed	removed	GPR12	6.9324
GPR132	148.0987	GPR132	25.13
GPR133	41.0274	GPR133	367.851
GPR135	13.3422	GPR135	12.9983
GPR137B	721.481	GPR137B	185.8752
GPR137C	53.3689	GPR137C	24.6967
GPR137	444.0827	GPR137	215.6499
GPR141	10.6738	removed	removed
GPR143	42.3616	removed	removed
GPR146	99.7332	GPR146	1783.7955
GPR153	443.6291	GPR153	397.3137
GPR155	189.7932	GPR155	340.9879
GPR156	24.016	removed	removed
GPR157	26.0173	GPR157	7.3657
GPR158	38.3589	GPR158	20.7972
GPR160	1177.1181	GPR160	164.6447
GPR161	159.4396	GPR161	64.9913
GPR162	334.2362	GPR162	20.7972
GPR171	27.6851	GPR171	5.6326
GPR172A	730.0467	GPR172A	438.8518
GPR172B	33.6891	removed	removed
GPR173	17.0113	removed	removed
GPR174	10.0067	removed	removed
GPR176	71.0474	GPR176	88.8215
GPR17	6.6711	GPR17	24.2634
GPR180	200.467	GPR180	1219.2374
GPR183	311.8746	GPR183	179.3761
GPR18	5.3369	removed	removed
GPR19	22.6818	removed	removed
GPR1	16.6778	GPR1	32.0624
GPR27	15.6771	removed	removed
GPR34	126.0841	GPR34	1383.0156
GPR35	32.8286	removed	removed
GPR37	65.0434	GPR37	29.896
GPR39	345.3869	GPR39	8.1196
GPR3	11.3409	GPR3	15.1646
GPR44	10.7005	GPR44	14.7747
GPR4	94.3963	GPR4	285.9619
removed	removed	GPR50	20.364
GPR55	12.008	GPR55	6.0659
GPR56	2418.946	GPR56	1309.792
removed	removed	GPR62	8.6655
GPR64	10.0067	GPR64	115.2513
GPR65	92.0614	GPR65	32.9289
GPR68	102.4016	GPR68	20.7972
GPR75	13.3422	GPR75	18.6308
GPR77	84.056	GPR77	9.0988
GPR81	362.9286	GPR81	843.5875
GPR82	7.6718	removed	removed
GPR84	21.6811	removed	removed
GPR85	18.3456	GPR85	26.8631
GPR87	12.3416	removed	removed
removed	removed	GPR88	12.9983
GPR89A	922.9486	GPR89A	548.5269
GPR89B	44.3629	GPR89B	8.6655
GPR89C	41.6945	GPR89C	45.9272
GPR97	36.3576	GPR97	9.9653
GPR98	1160.7738	removed	removed
GPRASP1	180.1201	GPRASP1	311.0919
GPRASP2	187.7919	GPRASP2	373.9168
GPRC5A	6109.4063	GPRC5A	104.4194
GPRC5B	488.6591	GPRC5B	949.3068
GPRC5C	540.3602	GPRC5C	269.4974
GPRC5D	9.6731	removed	removed
GPRIN1	251.1674	GPRIN1	11.6984
GPRIN2	257.505	removed	removed
GPRIN3	128.0854	GPRIN3	52.8596
GPS1	1298.5324	GPS1	1468.8042
GPS2	603.9626	GPS2	930.6759
GPSM1	439.2929	GPSM1	68.8908
GPSM2	683.4056	GPSM2	222.4957
GPSM3	325.8839	GPSM3	155.9792
GPT2	206.471	GPT2	5642.1144
GPT	11.6744	GPT	526.4298
GPX1	2226.8179	GPX1	5578.4229
GPX3	1020.0133	GPX3	38493.0676
GPX4	2188.7925	GPX4	11778.1629
GPX7	162.1081	GPX7	145.1473
GPX8	1554.036	GPX8	683.7088
GRAMD1A	1927.6184	GRAMD1A	543.7608
