gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
ANO10	701.2739	ANO10	696.4704
ANO1	3757.9618	ANO1	14534.8151
ANO2	15.9236	ANO2	9.6966
ANO3	15.2866	ANO3	11.383
ANO5	11.465	ANO5	34.5706
ANO6	1951.5924	ANO6	2972.6471
ANO7	12.1019	ANO7	14.7557
ANO8	241.4013	ANO8	293.4282
ANO9	84.0764	ANO9	99.0742
ANP32A	4048.4076	ANP32A	3092.8009
ANP32B	3264.3312	ANP32B	3515.2363
ANP32E	909.5541	ANP32E	1150.5253
ANPEP	3157.3248	ANPEP	6056.173
ANTXR1	3970.0637	ANTXR1	6204.1518
ANTXR2	1311.465	ANTXR2	763.082
removed	removed	ANTXRL	11.8046
ANUBL1	240.1274	ANUBL1	152.1948
ANXA11	3771.3376	ANXA11	4338.606
ANXA13	37.5796	ANXA13	12.6478
ANXA1	4815.2866	ANXA1	16326.1606
ANXA2P1	48.4076	ANXA2P1	75.465
ANXA2P2	2614.0127	ANXA2P2	4164.4884
ANXA2	9487.2611	ANXA2	13473.2458
ANXA3	1189.172	ANXA3	2820.8739
ANXA4	2308.2803	ANXA4	1819.5922
ANXA5	8813.3758	ANXA5	6164.5222
ANXA6	4917.1975	ANXA6	4523.6851
ANXA7	4185.3503	ANXA7	3105.0271
ANXA8L2	187.8981	ANXA8L2	926.2382
ANXA8	335.6688	ANXA8	1364.6942
ANXA9	430.5732	ANXA9	261.3872
AOAH	32.4841	AOAH	60.2877
AOC2	33.758	AOC2	20.2364
AOC3	4102.5478	AOC3	2360.0735
AOX1	189.172	AOX1	274.4566
AP1AR	908.9172	AP1AR	634.0748
AP1B1	1903.8217	AP1B1	2256.3618
AP1G1	1914.0127	AP1G1	2171.2002
AP1G2	1147.7325	AP1G2	896.7057
AP1M1	860.5096	AP1M1	828.4288
AP1M2	2505.0955	AP1M2	1228.0983
AP1S1	861.1465	AP1S1	625.2213
AP1S2	305.7325	AP1S2	290.4771
AP1S3	89.8089	AP1S3	59.8661
AP2A1	1174.6369	AP2A1	1346.2622
AP2A2	1160.5096	AP2A2	1329.2804
AP2B1	4936.3057	AP2B1	5681.799
AP2M1	4742.0382	AP2M1	5234.4896
AP2S1	1188.535	AP2S1	861.313
AP3B1	1226.1146	AP3B1	1145.8878
AP3B2	28.0255	AP3B2	127.3209
AP3D1	2147.7707	AP3D1	2644.6483
AP3M1	1350.3185	AP3M1	1273.6302
AP3M2	470.0637	AP3M2	519.8233
AP3S1	1370.7006	AP3S1	666.959
AP3S2	1584.0318	AP3S2	1182.3892
AP4B1	338.242	AP4B1	299.3305
AP4E1	245.8599	AP4E1	287.5259
AP4M1	364.4968	AP4M1	321.3714
AP4S1	85.9873	AP4S1	63.2388
APAF1	342.0382	APAF1	351.608
APBA1	197.4522	APBA1	475.5561
APBA2	71.9745	APBA2	103.2901
APBA3	227.3885	APBA3	186.3438
APBB1IP	449.6815	APBB1IP	294.2714
APBB1	419.1083	APBB1	910.6393
APBB2	2454.7771	APBB2	1257.1881
APBB3	230.5732	APBB3	233.9837
APCDD1L	190.4459	APCDD1L	451.5253
APCDD1	918.4713	APCDD1	2261.4209
APC	614.6497	APC	894.6188
APEH	1445.2229	APEH	1688.0554
APEX1	2938.8535	APEX1	3362.6199
APEX2	487.2611	APEX2	706.5886
APH1A	5426.7516	APH1A	4254.7092
APH1B	749.6815	APH1B	574.2087
API5	2424.8408	API5	2817.9227
APIP	445.0701	APIP	389.8717
APITD1	249.828	APITD1	123.5265
APLF	73.8854	APLF	72.0923
APLNR	742.6752	APLNR	600.769
APLN	118.4713	APLN	371.4228
APLP1	29.9363	APLP1	32.041
APLP2	13789.172	APLP2	16567.3114
APOA1BP	3459.2357	APOA1BP	1221.7744
APOB48R	236.3057	APOB48R	178.7551
APOBEC3A	85.6752	APOBEC3A	7.8838
APOBEC3B	57	APOBEC3B	114.7996
APOBEC3C	127.3885	APOBEC3C	456.1628
APOBEC3D	76.4331	APOBEC3D	109.1924
APOBEC3F	157.3248	APOBEC3F	287.1043
APOBEC3G	210.828	APOBEC3G	408.1013
APOBEC3H	5.7325	removed	removed
APOB	36.9427	APOB	37.9433
APOC1	566.242	APOC1	305.6544
APOC2	68.7898	APOC2	12.6478
APOD	8419.1083	APOD	6578.9474
APOE	3633.758	APOE	3438.9281
APOF	25.4777	APOF	5.9023
APOL1	1351.5924	APOL1	916.9632
APOL2	1005.7325	APOL2	743.2672
APOL3	752.8662	APOL3	922.0223
APOL4	484.0764	APOL4	163.1562
APOL6	2610.1911	APOL6	1470.9354
APOLD1	410.828	APOLD1	193.0893
APOM	101.2739	APOM	56.0718
APOOL	91.0828	APOOL	104.9765
APOO	351.5924	APOO	156.8323
APPBP2	1279.6178	APPBP2	1268.5711
APPL1	1989.8089	APPL1	1878.1936
APPL2	921.0191	APPL2	1051.4511
APP	43450.9554	APP	46537.8843
APRT	1758.5987	APRT	1668.2406
APTX	832.4841	APTX	588.1212
AQP11	31.8471	AQP11	17.7069
AQP1	4538.2166	AQP1	9249.3128
AQP3	3549.0446	AQP3	801.8685
AQP4	36.9427	AQP4	104.5549
AQP5	357.3248	AQP5	133.6447
AQP6	56.051	removed	removed
AQP7P1	87.2611	AQP7P1	65.3468
AQP7P3	21.0191	removed	removed
AQP7	485.3503	AQP7	269.8191
removed	removed	AQP9	8.4318
AQPEP	24.8408	AQPEP	27.4035
AQR	963.6943	AQR	901.7859
ARAF	845.2229	ARAF	1166.1242
ARAP1	1297.3758	ARAP1	2089.289
ARAP2	212.1019	ARAP2	363.4125
ARAP3	338.2166	ARAP3	479.3504
ARCN1	4192.9936	ARCN1	3933.0343
ARC	54.1401	ARC	262.2304
AREG	79.6178	AREG	190.1381
ARF1	14018.4713	ARF1	8010.6747
ARF3	6463.0573	ARF3	5261.8931
ARF4	6666.879	ARF4	3374.4245
ARF5	3366.0701	ARF5	2680.4837
ARF6	4071.3376	ARF6	3572.1513
ARFGAP1	899.3631	ARFGAP1	918.6496
ARFGAP2	1970.0637	ARFGAP2	2328.4541
ARFGAP3	1589.172	ARFGAP3	1267.3064
ARFGEF1	1307.0064	ARFGEF1	1334.6178
ARFGEF2	1767.5159	ARFGEF2	1409.8045
ARFIP1	1462.4204	ARFIP1	890.8245
ARFIP2	1612.7389	ARFIP2	1210.813
ARFRP1	582.8025	ARFRP1	659.3703
ARG2	130.9045	ARG2	148.1391
ARGLU1	1542.6752	ARGLU1	1564.5289
ARHGAP10	200.6369	ARHGAP10	544.6972
ARHGAP11A	64.9682	ARHGAP11A	126.8993
removed	removed	ARHGAP11B	5.9023
ARHGAP12	966.242	ARHGAP12	1022.3613
ARHGAP15	87.8981	ARHGAP15	69.1411
ARHGAP17	822.9299	ARHGAP17	1055.667
ARHGAP18	586.6242	ARHGAP18	448.1526
ARHGAP19	507.0064	ARHGAP19	1821.2786
ARHGAP1	2849.6815	ARHGAP1	2869.357
ARHGAP20	92.9936	ARHGAP20	349.0784
ARHGAP21	1166.242	ARHGAP21	2052.7328
ARHGAP22	39.4904	ARHGAP22	103.2901
ARHGAP23	588.535	ARHGAP23	1186.3606
ARHGAP24	214.6497	ARHGAP24	357.5102
ARHGAP25	244.586	ARHGAP25	504.6459
ARHGAP26	555.414	ARHGAP26	1069.5796
ARHGAP27	464.9682	ARHGAP27	397.5615
ARHGAP28	173.8854	ARHGAP28	100.339
ARHGAP29	1577.0701	ARHGAP29	3040.945
ARHGAP30	185.9873	ARHGAP30	310.2919
ARHGAP31	726.7516	ARHGAP31	811.1435
ARHGAP32	2447.1338	ARHGAP32	1275.3166
ARHGAP33	105.7325	ARHGAP33	107.506
ARHGAP36	31.8471	ARHGAP36	154.3028
ARHGAP39	351.5924	ARHGAP39	303.5464
ARHGAP42	90.4459	ARHGAP42	99.9174
ARHGAP4	183.4395	ARHGAP4	315.7726
ARHGAP5	2574.5223	ARHGAP5	3269.0265
ARHGAP6	108.9172	ARHGAP6	67.4548
ARHGAP8	441.0701	ARHGAP8	358.4335
ARHGAP9	56.6879	ARHGAP9	85.5832
ARHGDIA	6129.9363	ARHGDIA	4252.1796
ARHGDIB	12223.5669	ARHGDIB	4304.4571
ARHGDIG	8.9172	ARHGDIG	7.5887
ARHGEF10L	562.4204	ARHGEF10L	1068.7364
ARHGEF10	416.5605	ARHGEF10	1136.1912
ARHGEF11	1123.5669	ARHGEF11	1085.1785
ARHGEF12	5054.7771	ARHGEF12	4521.5771
ARHGEF15	431.8471	ARHGEF15	331.3715
ARHGEF16	297.4522	ARHGEF16	204.8938
ARHGEF17	1050.3185	ARHGEF17	1890.4197
ARHGEF18	687.2611	ARHGEF18	811.1435
ARHGEF19	188.535	ARHGEF19	563.6689
ARHGEF1	1051.5924	ARHGEF1	1111.3172
ARHGEF2	1459.8726	ARHGEF2	1715.4589
ARHGEF33	24.2038	ARHGEF33	20.658
ARHGEF35	737.5796	ARHGEF35	1200.6948
ARHGEF37	1140.7643	ARHGEF37	1625.2382
ARHGEF38	73.2484	ARHGEF38	20.658
ARHGEF3	1300.6369	ARHGEF3	1015.1942
ARHGEF4	105.0955	ARHGEF4	286.2612
ARHGEF5	324.2038	ARHGEF5	997.0657
ARHGEF6	935.6688	ARHGEF6	1072.5307
ARHGEF7	1257.3248	ARHGEF7	1295.553
ARHGEF9	512.7389	ARHGEF9	816.2026
ARID1A	2136.3057	ARID1A	2742.0361
ARID1B	1174.5223	ARID1B	2272.8039
ARID2	824.2038	ARID2	807.3492
ARID3A	28.0255	ARID3A	19.8148
ARID3B	69.4268	ARID3B	91.9071
ARID4A	407.6433	ARID4A	593.1803
ARID4B	1313.3758	ARID4B	1134.9264
ARID5A	1121.6561	ARID5A	3489.9408
ARID5B	2684.7134	ARID5B	4062.8847
ARIH1	2023.5669	ARIH1	2072.5476
ARIH2	887.8981	ARIH2	1440.0622
ARL10	23.5669	ARL10	59.4445
ARL11	47.7707	ARL11	37.9433
ARL13B	285.3503	ARL13B	310.7135
ARL15	610.828	ARL15	333.4795
ARL16	449.0446	ARL16	424.965
ARL17A	114.8535	ARL17A	80.5579
ARL17B	6.465	removed	removed
ARL1	3824.8408	ARL1	2094.892
ARL2BP	1140.7643	ARL2BP	1568.7448
ARL2	1142.6752	ARL2	920.3359
ARL3	459.2357	ARL3	584.3269
ARL4A	834.3949	ARL4A	4040.5403
ARL4C	990.4459	ARL4C	3736.1507
ARL4D	278.3439	ARL4D	456.1628
ARL5A	943.949	ARL5A	737.7865
ARL5B	173.8854	ARL5B	141.2334
ARL6IP1	6008.9172	ARL6IP1	3841.5488
ARL6IP4	2262.4204	ARL6IP4	1887.8902
ARL6IP5	7763.0573	ARL6IP5	4764.4142
ARL6IP6	225.4777	ARL6IP6	302.2817
ARL6	91.7197	ARL6	69.5627
ARL8A	1837.5796	ARL8A	1311.5736
ARL8B	2728.6624	ARL8B	2114.7068
removed	removed	ARL9	18.5501
ARMC10	996.8662	ARMC10	721.5299
ARMC1	635.0318	ARMC1	684.6658
ARMC2	19.1083	ARMC2	29.5115
ARMC4	5.0955	ARMC4	13.9125
ARMC5	271.9745	ARMC5	330.1067
ARMC6	532.4841	ARMC6	482.6093
ARMC7	442.6752	ARMC7	323.3613
ARMC8	515.9236	ARMC8	624.3782
ARMC9	195.5414	ARMC9	217.9632
ARMCX1	812.1019	ARMCX1	1172.4481
ARMCX2	1305.0955	ARMCX2	1134.5048
ARMCX3	1981.5287	ARMCX3	1820.4354
ARMCX5	357.9618	ARMCX5	368.8932
ARMCX6	197.4522	ARMCX6	324.626
ARNT2	2315.2866	ARNT2	446.4662
ARNTL2	5.0955	ARNTL2	34.9922
ARNTL	350.3185	ARNTL	550.5995
ARNT	1590.4459	ARNT	1542.1845
ARPC1A	2521.0191	ARPC1A	2510.5525
ARPC1B	1845.2229	ARPC1B	1157.3003
ARPC2	2687.8981	ARPC2	3867.2659
ARPC3	5200.6369	ARPC3	2464.6284
ARPC4	2914.6815	ARPC4	2780.8858
ARPC5L	769.4268	ARPC5L	564.512
ARPC5	3668.1529	ARPC5	3158.9909
ARPM1	24.2038	ARPM1	43.0024
ARPP19	3873.8854	ARPP19	3743.7394
ARRB1	544.586	ARRB1	1282.4837
ARRB2	461.7834	ARRB2	607.5145
ARRDC1	1371.9745	ARRDC1	652.2032
ARRDC2	675.7962	ARRDC2	700.2648
ARRDC3	3392.9936	ARRDC3	5945.7158
ARRDC4	2494.9045	ARRDC4	832.6447
ARSA	830.5732	ARSA	610.8872
ARSB	195.5414	ARSB	177.0688
ARSD	2950.9554	ARSD	2743.3009
ARSE	125.4777	ARSE	80.9457
ARSF	5.0955	ARSF	5.4807
ARSG	336.9427	ARSG	268.9759
ARSI	75.1592	ARSI	105.8197
ARSJ	48.4076	ARSJ	212.4825
ARSK	171.9745	ARSK	207.0018
ART5	18.4713	ART5	23.1876
ARTN	29.2994	ARTN	16.8637
ARV1	1371.9745	ARV1	366.7853
ARVCF	362.4204	ARVCF	823.7913
AR	343.3121	AR	180.0199
AS3MT	233.121	AS3MT	220.9143
ASAH1	14189.8089	ASAH1	3561.1899
ASAM	291.7197	ASAM	491.9982
ASAP1	596.1783	ASAP1	670.7533
ASAP2	552.2293	ASAP2	474.2913
ASAP3	1498.7261	ASAP3	1306.0929
removed	removed	ASB12	10.9614
ASB13	617.1975	ASB13	724.7171
ASB14	10.828	ASB14	6.3239
ASB16	13.5223	ASB16	5.2783
ASB1	298.949	ASB1	636.5537
ASB2	27.3885	ASB2	60.7093
ASB3	436.9427	ASB3	309.8703
ASB6	759.5796	ASB6	770.6622
ASB7	439.4904	ASB7	500.43
ASB8	1135.0318	ASB8	804.3981
ASB9	10.1911	ASB9	32.041
ASCC1	450.3185	ASCC1	428.7593
ASCC2	1492.9936	ASCC2	1232.7358
ASCC3	549.0446	ASCC3	1225.9903
ASCL1	8.2803	removed	removed
ASCL2	80.8917	ASCL2	32.8842
ASCL4	5.0955	removed	removed
ASF1A	549.0446	ASF1A	609.2008
ASF1B	67.5159	ASF1B	115.5163
ASGR1	80.2548	ASGR1	10.1182
ASGR2	6.3694	removed	removed
ASH1L	2348.8726	ASH1L	2356.1316
ASH2L	1277.707	ASH2L	1168.2322
ASL	384.0764	ASL	470.497
ASMTL	637.5796	ASMTL	900.4958
ASMT	6.3694	removed	removed
ASNA1	1533.758	ASNA1	924.9734
ASNSD1	1006.3694	ASNSD1	1149.6821
ASNS	418.4713	ASNS	441.4071
ASPA	43.949	ASPA	18.1285
ASPHD1	26.7516	ASPHD1	45.532
ASPHD2	115.2866	ASPHD2	53.9638
ASPH	8872.2484	ASPH	4994.0724
ASPM	20.3822	ASPM	46.7967
ASPN	3924.2038	ASPN	62.8172
ASPRV1	54.7771	ASPRV1	124.7913
ASPSCR1	424.8408	ASPSCR1	287.5259
ASRGL1	1389.172	ASRGL1	82.6321
ASS1	1584.0764	ASS1	2129.4626
ASTE1	256.6624	ASTE1	247.2133
ASTN1	19.1083	ASTN1	30.3546
ASTN2	436.9427	ASTN2	252.1122
ASXL1	1275.7962	ASXL1	2005.5144
ASXL2	368.7898	ASXL2	466.2811
ASXL3	6.3694	ASXL3	48.0615
ATAD1	1192.3567	ATAD1	1319.1622
ATAD2B	317.8344	ATAD2B	275.2998
ATAD2	545.2229	ATAD2	388.7081
ATAD3A	277.707	ATAD3A	504.6459
ATAD3B	146.4968	ATAD3B	185.9222
ATAD3C	71.9745	ATAD3C	184.2358
ATAD5	35.0318	ATAD5	55.2286
ATE1	189.8089	ATE1	176.6472
ATF1	474.5223	ATF1	511.3914
ATF2	342.6752	ATF2	471.7617
ATF3	2237.5796	ATF3	2643.3835
ATF4	6065.6051	ATF4	5617.717
ATF5	726.1146	ATF5	685.9306
ATF6B	2014.5032	ATF6B	2161.9252
ATF6	1478.3439	ATF6	1231.8926
ATF7IP2	159.2357	ATF7IP2	76.3082
ATF7IP	827.3885	ATF7IP	823.3697
ATF7	2098.3885	ATF7	2213.878
ATG10	185.9873	ATG10	149.6653
ATG12	428.0255	ATG12	397.1399
ATG16L1	714.0127	ATG16L1	564.512
ATG16L2	190.0127	ATG16L2	156.0144
ATG2A	452.8662	ATG2A	601.1906
ATG2B	791.7197	ATG2B	973.035
ATG3	843.3121	ATG3	647.1441
ATG4A	257.9618	ATG4A	233.9837
ATG4B	733.121	ATG4B	794.7014
ATG4C	228.6624	ATG4C	191.8245
ATG4D	274.7898	ATG4D	220.653
ATG5	550.9554	ATG5	796.8094
ATG7	701.2611	ATG7	656.8492
ATG9A	882.9682	ATG9A	1433.0385
ATG9B	11.5159	ATG9B	13.8746
ATHL1	842.6752	ATHL1	493.263
ATIC	2060.5096	ATIC	1272.3655
ATL1	305.7325	ATL1	708.6966
ATL2	1571.3376	ATL2	2083.9306
ATL3	443.3121	ATL3	306.9192
ATMIN	1356.051	ATMIN	1747.0784
ATM	909.5541	ATM	951.5338
ATN1	4498.0892	ATN1	6226.9178
ATOH8	83.4395	ATOH8	322.5181
ATOX1	845.2229	ATOX1	563.6689
ATP10A	166.879	ATP10A	153.4596
removed	removed	ATP10B	14.7557
ATP10D	284.7134	ATP10D	570.4143
ATP11A	293.6306	ATP11A	477.664
ATP11B	514.0127	ATP11B	1270.2575
ATP11C	253.5032	ATP11C	469.6538
removed	removed	ATP12A	9.6966
ATP13A1	1117.1975	ATP13A1	1253.8154
ATP13A2	691.0828	ATP13A2	934.2485
ATP13A3	1731.8471	ATP13A3	1393.784
ATP13A4	364.3312	ATP13A4	107.0844
ATP13A5	182.1656	ATP13A5	117.2027
ATP1A1	21024.8217	ATP1A1	17981.7324
ATP1A2	231.2102	ATP1A2	696.4704
ATP1A4	281.5287	ATP1A4	29.0899
ATP1B1	8861.8408	ATP1B1	5573.3318
ATP1B2	121.0191	ATP1B2	178.7551
ATP1B3	1242.6752	ATP1B3	1486.5343
ATP2A1	10.828	ATP2A1	5.0633
ATP2A2	3796.1783	ATP2A2	5526.2315
ATP2A3	2070.0637	ATP2A3	769.4059
ATP2B1	1526.7516	ATP2B1	2152.6501
removed	removed	ATP2B2	37.5217
ATP2B4	1852.8662	ATP2B4	3941.0445
ATP2C1	2979.0064	ATP2C1	2810.5955
ATP2C2	201.2739	ATP2C2	255.4849
ATP5A1	8954.7771	ATP5A1	9965.1765
ATP5B	8534.3949	ATP5B	10318.0492
ATP5C1	3450.3185	ATP5C1	2295.1483
ATP5D	1736.9427	ATP5D	896.3052
ATP5EP2	30.5732	ATP5EP2	22.3444
ATP5E	5131.2102	ATP5E	3158.1477
ATP5F1	2807.0064	ATP5F1	2272.3823
ATP5G1	983.4395	ATP5G1	737.7865
ATP5G2	10266.879	ATP5G2	6247.1543
ATP5G3	3238.2166	ATP5G3	2355.8576
ATP5H	4431.8471	ATP5H	2038.8202
ATP5I	2771.535	ATP5I	1005.8812
ATP5J2	1710.828	ATP5J2	1306.0929
ATP5J	1857.1783	ATP5J	1210.4083
ATP5L	4698.7261	ATP5L	3054.8576
ATP5O	4136.9427	ATP5O	2709.9951
ATP5SL	881.5287	ATP5SL	791.7503
ATP5S	171.3376	ATP5S	105.8197
ATP6AP1L	81.5287	ATP6AP1L	59.0229
ATP6AP1	5668.1529	ATP6AP1	3238.2502
ATP6AP2	6094.2675	ATP6AP2	3511.0204
ATP6V0A1	915.9236	ATP6V0A1	1708.7135
ATP6V0A2	344.586	ATP6V0A2	475.1345
ATP6V0A4	336.3057	ATP6V0A4	87.2696
ATP6V0B	3158.5987	ATP6V0B	1237.3733
ATP6V0C	4581.5287	ATP6V0C	2242.8709
ATP6V0D1	1037.5796	ATP6V0D1	1603.3154
ATP6V0D2	14.0127	removed	removed
ATP6V0E1	4875.7962	ATP6V0E1	2824.2466
ATP6V0E2	2766.2038	ATP6V0E2	962.4952
ATP6V1A	1835.0318	ATP6V1A	1490.7503
ATP6V1B1	447.1338	ATP6V1B1	555.237
ATP6V1B2	1608.2803	ATP6V1B2	1467.1411
ATP6V1C1	1365.6051	ATP6V1C1	1382.4011
ATP6V1C2	84.9618	ATP6V1C2	54.436
ATP6V1D	1813.3758	ATP6V1D	1046.392
ATP6V1E1	2227.3885	ATP6V1E1	2118.5012
ATP6V1E2	91.0828	ATP6V1E2	86.0048
ATP6V1F	1959.2229	ATP6V1F	1282.0537
ATP6V1G1	4540.1274	ATP6V1G1	2533.3479
ATP6V1G2	24.8408	ATP6V1G2	26.5772
ATP6V1H	1161.7834	ATP6V1H	1139.1423
ATP7A	604.4586	ATP7A	552.2859
ATP7B	1141.4013	ATP7B	153.4596
ATP8A1	1529.9363	ATP8A1	351.1864
ATP8A2	18.4713	ATP8A2	6.7455
ATP8B1	3539.9172	ATP8B1	900.0447
ATP8B2	531.8471	ATP8B2	787.1128
ATP8B3	8.2803	ATP8B3	17.2853
ATP8B4	83.4395	ATP8B4	101.1821
ATP8B5P	28.6624	ATP8B5P	14.7557
ATP9A	2100	ATP9A	2865.1411
ATP9B	357.9618	ATP9B	513.0778
ATPAF1	1963.0573	ATPAF1	977.6809
ATPAF2	208.2803	ATPAF2	215.4336
ATPBD4	167.5159	ATPBD4	169.4801
ATPIF1	2349.0446	ATPIF1	977.6725
ATRIP	235.6688	ATRIP	278.8032
ATRNL1	33.758	ATRNL1	64.082
ATRN	1399.3631	ATRN	2204.9276
ATRX	1491.0828	ATRX	2040.085
ATR	635.0318	ATR	651.3601
ATXN10	2254.7771	ATXN10	2536.2991
ATXN1L	853.5032	ATXN1L	1699.0168
ATXN1	1265.6051	ATXN1	937.1996
ATXN2L	1909.5541	ATXN2L	2340.2587
ATXN2	750.9554	ATXN2	691.4113
ATXN3	488.535	ATXN3	475.1345
ATXN7L1	235.0318	ATXN7L1	265.6031
ATXN7L2	39.4904	ATXN7L2	94.4367
ATXN7L3B	3031.8471	ATXN7L3B	4212.1284
ATXN7L3	1356.6879	ATXN7L3	1132.8184
ATXN7	812.1019	ATXN7	861.313
AUH	289.172	AUH	253.7985
AUP1	3041.7006	AUP1	1835.09
AURKAIP1	1798.7261	AURKAIP1	1007.6055
AURKAPS1	15.2866	AURKAPS1	9.275
AURKA	59.2357	AURKA	64.5036
AURKB	8.9172	AURKB	49.3263
AURKC	5.0955	AURKC	7.5887
AUTS2	2029.2994	AUTS2	1991.6019
AVEN	243.949	AVEN	161.0482
AVIL	39.4904	AVIL	32.8842
AVL9	204.4586	AVL9	228.0814
AVPI1	340.1274	AVPI1	241.5724
AVPR1A	13.3758	AVPR1A	36.6785
AVPR2	30.5732	AVPR2	73.7786
AXIN1	637.5796	AXIN1	835.5959
AXIN2	177.0701	AXIN2	350.3432
AXL	1052.2293	AXL	2003.4065
AZGP1	45625.4777	AZGP1	28137.0681
AZI1	273.2484	AZI1	392.924
AZI2	1182.1656	AZI2	906.845
AZIN1	4271.3376	AZIN1	3626.1151
B2M	31944.586	B2M	29624.8672
B3GALNT1	383.4395	B3GALNT1	397.1399
B3GALNT2	731.4459	B3GALNT2	560.0938
B3GALT1	5.0955	B3GALT1	30.3546
B3GALT2	8.9172	B3GALT2	13.0694
B3GALT4	392.9936	B3GALT4	201.5211
B3GALT5	39.4904	B3GALT5	39.2081
B3GALT6	810.828	B3GALT6	731.4626
B3GALTL	173.2484	B3GALTL	230.611
B3GAT1	23.5669	B3GAT1	51.0127
B3GAT2	9.5605	B3GAT2	12.3695
B3GAT3	751.5924	B3GAT3	653.468
B3GNT1	673.8854	B3GNT1	836.4391
B3GNT2	908.9172	B3GNT2	1429.6194
B3GNT3	90.4459	B3GNT3	298.4873
B3GNT4	5.7325	removed	removed
B3GNT5	180.8917	B3GNT5	528.2551
B3GNT7	57.9618	B3GNT7	129.4288
B3GNT8	65.6051	B3GNT8	144.1846
B3GNT9	365.9363	B3GNT9	267.6774
B3GNTL1	85.7643	B3GNTL1	55.0009
B4GALNT1	21.6561	B4GALNT1	82.396
B4GALNT3	40.1274	B4GALNT3	117.6242
B4GALNT4	268.7898	B4GALNT4	324.2045
B4GALT1	5031.2102	B4GALT1	4024.9414
B4GALT2	1033.121	B4GALT2	859.205
B4GALT3	2168.7898	B4GALT3	801.0253
B4GALT4	731.2102	B4GALT4	400.0911
B4GALT5	1295.5414	B4GALT5	1840.2503
B4GALT6	93.6306	B4GALT6	173.2744
B4GALT7	470.0637	B4GALT7	323.3613
B9D1	172.0828	B9D1	163.1562
B9D2	124.2038	B9D2	131.2712
BAALC	24.2038	BAALC	71.2491
BACE1	889.8089	BACE1	1050.1863
BACE2	1320.3822	BACE2	1115.9547
BACH1	796.1783	BACH1	820.8401
BACH2	194.9045	BACH2	591.9155
BAD	981.8535	BAD	686.6389
BAG1	2486.2739	BAG1	1425.2433
BAG2	177.707	BAG2	91.0639
BAG3	2164.9682	BAG3	2214.2026
BAG4	222.9299	BAG4	231.4542
BAG5	1419.7452	BAG5	1707.8703
BAHCC1	362.4204	BAHCC1	556.5018
BAHD1	860.5096	BAHD1	866.3721
BAI1	31.2102	BAI1	60.2877
BAI2	308.2803	BAI2	109.1924
removed	removed	BAI3	13.9125
BAIAP2L1	828.0255	BAIAP2L1	664.0078
removed	removed	BAIAP2L2	9.275
BAIAP2	1196.1783	BAIAP2	1045.5488
BAIAP3	95.2484	BAIAP3	332.826
BAK1	279.6178	BAK1	260.544
BAMBI	2750.3185	BAMBI	1432.9921
BANF1	3621.0191	BANF1	2546.4173
BANK1	50.3185	BANK1	12.2262
BANP	137.5796	BANP	279.5157
BAP1	1160.5096	BAP1	1599.9427
BARD1	36.9427	BARD1	43.0024
BARX1	8.2803	BARX1	8.4318
BARX2	271.9745	BARX2	947.7394
BASP1	596.8153	BASP1	156.4107
BAT1	4784.7134	BAT1	6556.5861
BAT2L1	3966.2357	BAT2L1	6121.1993
BAT2L2	5223.5669	BAT2L2	3954.5355
BAT2	5368.1529	BAT2	6701.6307
BAT3	3323.5669	BAT3	4312.8889
BAT4	363.0573	BAT4	471.7617
BAT5	949.6815	BAT5	932.9837
BATF2	42.0382	BATF2	78.4162
BATF3	24.2038	BATF3	26.1387
BATF	520.3822	BATF	110.8788
BAX	417.1975	BAX	340.225
BAZ1A	1053.5032	BAZ1A	862.5778
BAZ1B	1801.2739	BAZ1B	2020.6917
BAZ2A	1991.9936	BAZ2A	2489.5614
BAZ2B	747.9618	BAZ2B	886.9795
BBC3	250.3185	BBC3	193.9324
BBOX1	159.8726	BBOX1	1079.6978
BBS10	567.5159	BBS10	566.62
BBS12	145.2229	BBS12	247.4747
BBS1	998.7261	BBS1	1305.92
BBS2	485.9873	BBS2	1178.3504
BBS4	410.828	BBS4	360.0398
BBS5	246.4968	BBS5	189.6575
BBS7	184.0764	BBS7	359.1966
BBS9	224.2038	BBS9	372.6876
BBX	1385.9873	BBX	2026.594
BCAM	5174.5223	BCAM	7912.4437
BCAN	10.1911	BCAN	26.9819
BCAP29	1626.7516	BCAP29	881.971
BCAP31	5306.3694	BCAP31	4668.7128
BCAR1	850.3185	BCAR1	1262.2473
BCAR3	1199.3631	BCAR3	838.1254
BCAS1	1620.3822	BCAS1	209.1098
BCAS2	849.7834	BCAS2	697.7731
BCAS3	353.5032	BCAS3	581.3757
BCAS4	1191.7197	BCAS4	706.1671
BCAT1	146.4968	BCAT1	31.6194
BCAT2	464.3312	BCAT2	526.5687
BCCIP	3020.8917	BCCIP	974.8309
BCDIN3D	399.0637	BCDIN3D	246.3701
BCHE	29.2994	BCHE	11.383
BCKDHA	754.1401	BCKDHA	993.693
BCKDHB	295.5414	BCKDHB	450.2605
BCKDK	840.7643	BCKDK	1000.4385
BCL10	515.2866	BCL10	504.2244
BCL11A	161.1465	BCL11A	571.2575
BCL11B	75.7962	BCL11B	229.7678
BCL2A1	23.5669	BCL2A1	25.7171
removed	removed	BCL2L10	11.8046
