gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
ANKS6	19.3606	ANKS6	191.3206
ANKZF1	584.9069	ANKZF1	347.182
ANLN	2225.1006	ANLN	95.7926
ANO10	670.5297	ANO10	936.2271
ANO1	2762.0151	ANO1	4428.6878
ANO2	167.1552	ANO2	32.5483
ANO3	111.255	ANO3	76.4753
ANO5	175.6084	ANO5	93.6756
ANO6	3450.2693	ANO6	5927.498
ANO7	14.7249	ANO7	14.8187
ANO8	308.9508	ANO8	69.0659
ANO9	102.2565	ANO9	50.0133
ANP32A	3935.9193	ANP32A	1996.2966
ANP32B	2646.6698	ANP32B	1967.1884
ANP32E	2781.3757	ANP32E	1651.7608
ANPEP	6584.4979	ANPEP	4568.1427
ANTXR1	2585.316	ANTXR1	8185.2396
ANTXR2	815.5975	ANTXR2	2095.2647
ANUBL1	304.3152	ANUBL1	326.277
ANXA11	3710.137	ANXA11	2570.2584
removed	removed	ANXA13	5.557
ANXA1	944.8497	ANXA1	26937.0382
ANXA2P1	99.5296	ANXA2P1	105.5836
ANXA2P2	5083.6458	ANXA2P2	5250.0696
ANXA2	14853.6369	ANXA2	16751.7973
ANXA3	1733.1788	ANXA3	1485.8438
ANXA4	1860.5222	ANXA4	2059.0117
ANXA5	8585.1796	ANXA5	10141.8432
ANXA6	5121.8215	ANXA6	2741.7324
ANXA7	3632.4221	ANXA7	3974.5991
ANXA8L2	7.0898	ANXA8L2	215.401
ANXA8	13.9069	ANXA8	964.0123
ANXA9	1188.9018	ANXA9	141.0427
AOAH	38.9938	AOAH	170.1509
removed	removed	AOC2	50.2779
AOC3	371.9408	AOC3	4146.0731
AOX1	37.6304	AOX1	2536.1223
AP1AR	1171.7227	AP1AR	807.357
AP1B1	2150.3852	AP1B1	1270.4428
AP1G1	3037.9712	AP1G1	3783.5431
AP1G2	2026.7339	AP1G2	649.929
AP1M1	847.5015	AP1M1	504.1019
AP1M2	2676.6651	AP1M2	518.1268
AP1S1	1005.1128	AP1S1	234.4537
AP1S2	203.9676	AP1S2	781.9534
AP1S3	191.1514	AP1S3	179.6773
removed	removed	AP2A1	652.1862
AP2A2	2191.0151	AP2A2	1195.2905
AP2B1	12962.5741	AP2B1	8020.1164
AP2M1	4858.9543	AP2M1	3345.5963
AP2S1	899.0388	AP2S1	481.8738
AP3B1	1819.8923	AP3B1	1755.7567
removed	removed	AP3B2	44.4562
AP3D1	2426.0686	AP3D1	1468.3788
AP3M1	1813.6206	AP3M1	1948.9296
AP3M2	465.1987	AP3M2	658.111
AP3S1	220.6013	AP3S1	1466.2619
AP3S2	1823.3608	AP3S2	1549.6173
AP4B1	272.8284	AP4B1	333.3212
AP4E1	413.3888	AP4E1	505.6897
AP4M1	621.3457	AP4M1	212.4902
AP4S1	84.532	AP4S1	141.5719
APAF1	535.8238	APAF1	747.0235
APBA1	63.5353	APBA1	354.3268
APBA2	35.1762	APBA2	22.7574
APBA3	163.6103	APBA3	43.1331
APBB1IP	77.9876	APBB1IP	643.8215
APBB1	610.2665	APBB1	346.6528
APBB2	3803.3949	APBB2	2860.0178
APBB3	297.7708	APBB3	172.2679
APCDD1L	87.8042	APCDD1L	268.5898
APCDD1	81.8052	APCDD1	1134.1632
APC	964.4829	APC	1707.5957
APEH	2881.4507	APEH	725.5893
APEX1	3737.6781	APEX1	2175.4447
APEX2	777.1491	APEX2	368.3517
APH1A	9814.7113	APH1A	3347.9779
APH1B	894.6758	APH1B	1018.2595
API5	2787.3747	API5	4178.0922
APIP	377.04	APIP	496.428
APITD1	480.9244	APITD1	135.5042
APLF	13.0888	APLF	168.3701
APLNR	734.065	APLNR	765.5469
APLN	121.0716	APLN	60.3335
APLP1	169.6094	APLP1	15.8772
APLP2	22994.8872	APLP2	14696.4903
APOA1BP	4301.3157	APOA1BP	813.7079
APOA1	6.5444	removed	removed
APOB48R	57.2636	APOB48R	27.2559
removed	removed	APOBEC2	5.557
APOBEC3A	16.2574	APOBEC3A	7.7269
APOBEC3B	445.6691	APOBEC3B	51.0188
APOBEC3C	425.3869	APOBEC3C	444.0331
APOBEC3D	146.1586	APOBEC3D	60.0688
APOBEC3F	452.6553	APOBEC3F	211.6964
APOBEC3G	665.3487	APOBEC3G	323.3662
APOBEC3H	6.8171	removed	removed
removed	removed	APOB	159.5661
APOC1	245.9609	APOC1	93.1464
APOC2	65.9895	APOC2	37.5761
APOD	100.6204	APOD	18408.5859
APOE	741.1548	APOE	107.9651
APOL1	902.5837	APOL1	1136.5448
APOL2	595.8143	APOL2	329.7171
APOL3	716.3406	APOL3	1005.0285
APOL4	81.2598	APOL4	247.6847
APOL6	2385.984	APOL6	3509.661
APOLD1	682.9014	APOLD1	2383.701
APOM	90.5311	APOM	64.5674
APOOL	315.4953	APOOL	324.4247
APOO	275.138	APOO	166.4463
APPBP2	2249.3694	APPBP2	2322.5736
APPL1	2183.1072	APPL1	2889.126
APPL2	2144.6588	APPL2	2062.7164
APP	27604.6084	APP	31728.7852
APRT	1686.0045	APRT	418.6295
APTX	879.9509	APTX	522.89
AQP11	269.9571	AQP11	21.1696
AQP1	1469.2208	AQP1	11189.3432
AQP3	4659.6223	AQP3	583.2235
removed	removed	AQP4	73.8291
AQP5	16.6337	AQP5	73.0352
AQP6	5.999	removed	removed
removed	removed	AQP7P1	62.715
removed	removed	AQP7P3	5.557
removed	removed	AQP7	425.5097
AQP9	7.9078	AQP9	37.0469
removed	removed	AQPEP	297.6768
AQR	1961.4152	AQR	1735.6455
ARAF	1104.3698	ARAF	800.7415
ARAP1	1063.6962	ARAP1	759.4474
ARAP2	704.6152	ARAP2	561.26
ARAP3	143.9771	ARAP3	353.7975
ARCN1	7416.4565	ARCN1	6216.7281
ARC	12.2708	ARC	61.6566
AREG	356.9432	AREG	645.4093
ARF1	17499.7614	ARF1	5578.199
ARF3	4604.5402	ARF3	3882.7758
ARF4	7153.8619	ARF4	7236.5753
ARF5	2020.8303	ARF5	1044.7215
ARF6	4397.5731	ARF6	5187.09
ARFGAP1	802.5087	ARFGAP1	318.8676
ARFGAP2	1781.4439	ARFGAP2	962.9538
ARFGAP3	1749.8125	ARFGAP3	2011.9092
ARFGEF1	2869.5889	ARFGEF1	2607.7525
ARFGEF2	2571.9545	ARFGEF2	3068.8033
ARFIP1	1594.9281	ARFIP1	1966.1299
ARFIP2	2467.2438	ARFIP2	857.6349
ARFRP1	292.8625	ARFRP1	102.1435
ARG2	222.6546	ARG2	519.1933
ARGLU1	571.2728	ARGLU1	2808.6814
ARHGAP10	125.4346	ARHGAP10	509.3944
ARHGAP11A	1254.8913	ARHGAP11A	121.99
ARHGAP11B	70.7615	ARHGAP11B	8.6769
ARHGAP12	732.1562	ARHGAP12	2148.1888
ARHGAP15	32.4494	ARHGAP15	141.5719
ARHGAP17	839.8664	ARHGAP17	1375.2325
ARHGAP18	499.0115	ARHGAP18	1315.6929
ARHGAP19	330.4929	ARHGAP19	980.948
ARHGAP1	4076.3515	ARHGAP1	2584.0186
ARHGAP20	14.7249	ARHGAP20	587.1928
ARHGAP21	1568.4777	ARHGAP21	3420.2193
ARHGAP22	17.9971	ARHGAP22	12.7018
ARHGAP23	277.0468	ARHGAP23	783.2765
ARHGAP24	71.9885	ARHGAP24	418.8942
ARHGAP25	65.1714	ARHGAP25	287.3778
ARHGAP26	1950.5079	ARHGAP26	1176.2379
ARHGAP27	503.6471	ARHGAP27	351.9452
ARHGAP28	66.8076	ARHGAP28	424.4512
ARHGAP29	5555.9343	ARHGAP29	6430.0122
ARHGAP30	199.3319	ARHGAP30	362.2654
ARHGAP31	319.3128	ARHGAP31	1490.3423
ARHGAP32	2008.8622	ARHGAP32	1445.0922
ARHGAP33	313.3138	ARHGAP33	75.1522
ARHGAP36	192.7875	ARHGAP36	750.199
ARHGAP39	390.2106	ARHGAP39	70.1244
ARHGAP42	603.6022	ARHGAP42	335.2609
ARHGAP4	115.8907	ARHGAP4	106.1128
ARHGAP5	194.6963	ARHGAP5	5135.2244
ARHGAP6	465.4714	ARHGAP6	177.5603
ARHGAP8	501.7029	ARHGAP8	179.418
ARHGAP9	24.5416	ARHGAP9	88.3832
ARHGDIA	3970.8228	ARHGDIA	1871.1312
ARHGDIB	4927.1252	ARHGDIB	3959.5157
ARHGEF10L	566.3644	ARHGEF10L	446.6793
ARHGEF10	864.4079	ARHGEF10	1228.8973
ARHGEF11	2329.5385	ARHGEF11	919.0268
ARHGEF12	2523.6894	ARHGEF12	7480.5554
ARHGEF15	165.2464	ARHGEF15	695.9518
ARHGEF16	623.0827	ARHGEF16	73.8291
ARHGEF17	783.9662	ARHGEF17	745.4358
ARHGEF18	712.2503	ARHGEF18	336.068
ARHGEF19	580.8167	ARHGEF19	136.2795
ARHGEF1	1218.6243	ARHGEF1	447.4732
ARHGEF2	3169.9502	ARHGEF2	1000.2653
ARHGEF33	18.5425	ARHGEF33	20.6404
ARHGEF35	881.587	ARHGEF35	510.1882
ARHGEF37	329.9475	ARHGEF37	1390.8451
ARHGEF38	92.9852	ARHGEF38	44.7209
ARHGEF3	1395.0508	ARHGEF3	1448.2677
ARHGEF4	25.6323	ARHGEF4	78.8569
ARHGEF5	606.9943	ARHGEF5	439.5346
ARHGEF6	1381.4166	ARHGEF6	3273.3549
ARHGEF7	599.9046	ARHGEF7	1752.5812
ARHGEF9	465.1987	ARHGEF9	777.9841
ARID1A	4302.1338	ARID1A	2279.9698
ARID1B	2130.7519	ARID1B	1911.8827
ARID2	1098.098	ARID2	1250.8608
ARID3A	47.7197	ARID3A	53.1887
ARID3B	150.2488	ARID3B	68.2721
ARID4A	830.5951	ARID4A	1205.8754
ARID4B	4245.0801	ARID4B	2084.1506
ARID5A	274.8654	ARID5A	1287.3785
ARID5B	2780.5576	ARID5B	6876.6915
ARIH1	1978.867	ARIH1	3057.16
ARIH2	897.4027	ARIH2	1273.8246
ARL10	19.3606	ARL10	31.2252
ARL11	10.6347	ARL11	30.4314
ARL13B	410.9346	ARL13B	613.6548
ARL15	177.5172	ARL15	1195.0259
ARL16	339.4914	ARL16	167.7694
ARL17A	97.9644	ARL17A	82.3128
ARL1	4107.1648	ARL1	3362.2674
ARL2BP	1785.5341	ARL2BP	2362.0021
ARL2	469.289	ARL2	520.773
ARL3	1511.4868	ARL3	619.7411
ARL4A	225.5096	ARL4A	1846.5215
ARL4C	262.8673	ARL4C	3170.9468
ARL4D	90.5311	ARL4D	84.9432
ARL5A	1061.013	ARL5A	1685.3676
ARL5B	459.4724	ARL5B	472.0829
ARL6IP1	11143.4999	ARL6IP1	6715.273
ARL6IP4	762.4242	ARL6IP4	191.3206
ARL6IP5	4212.4208	ARL6IP5	6575.0242
ARL6IP6	467.3802	ARL6IP6	465.732
ARL6	111.255	ARL6	126.7532
ARL8A	1987.8656	ARL8A	750.4636
ARL8B	2205.1946	ARL8B	3689.0736
ARL9	7.0898	ARL9	9.5263
ARMC10	779.7696	ARMC10	925.4306
ARMC1	992.2967	ARMC1	1116.4337
ARMC2	26.1777	ARMC2	75.6814
removed	removed	ARMC3	8.2032
ARMC4	167.9733	removed	removed
ARMC5	187.6065	ARMC5	100.0265
ARMC6	563.3513	ARMC6	166.7109
ARMC7	351.4895	ARMC7	115.1099
ARMC8	691.5263	ARMC8	1108.495
ARMC9	410.1166	ARMC9	132.5748
ARMCX1	1664.1898	ARMCX1	929.347
ARMCX2	1167.0871	ARMCX2	763.6946
ARMCX3	2905.1742	ARMCX3	2472.3488
ARMCX5	591.1787	ARMCX5	492.194
ARMCX6	224.1462	ARMCX6	181.265
ARNT2	573.1815	ARNT2	285.2608
ARNTL2	15.8157	ARNTL2	71.9768
ARNTL	163.3377	ARNTL	275.7345
ARNT	2505.4196	ARNT	2372.0577
ARPC1A	2104.2389	ARPC1A	1796.5929
ARPC1B	1255.2267	ARPC1B	486.2877
ARPC2	3967.8233	ARPC2	4040.4896
ARPC3	4301.043	ARPC3	3597.7796
ARPC4	2874.26	ARPC4	1947.5959
ARPC5L	600.4499	ARPC5L	483.4616
ARPC5	3715.0453	ARPC5	4773.7528
ARPM1	19.0879	ARPM1	51.3364
ARPP19	4508.0101	ARPP19	6605.4555
ARRB1	258.2316	ARRB1	552.5275
ARRB2	529.8248	ARRB2	488.754
ARRDC1	733.247	ARRDC1	227.309
ARRDC2	362.1242	ARRDC2	430.2728
ARRDC3	1009.7484	ARRDC3	11257.483
ARRDC4	188.9699	ARRDC4	1594.8674
ARSA	491.9217	ARSA	182.0589
ARSB	176.1538	ARSB	378.1426
ARSD	5491.8536	ARSD	2544.5902
ARSE	14.1796	ARSE	28.579
ARSG	486.1954	ARSG	201.3762
ARSI	41.9933	ARSI	11.3787
ARSJ	148.34	ARSJ	144.4828
ARSK	220.3286	ARSK	207.9917
removed	removed	ART3	9.791
removed	removed	ART4	38.6346
removed	removed	ART5	8.7325
ARTN	102.5291	ARTN	5.8216
ARV1	1613.4706	ARV1	556.2322
ARVCF	315.7679	ARVCF	83.3554
AR	2016.4974	AR	369.4101
AS3MT	369.214	AS3MT	300.8734
ASAH1	16451.8372	ASAH1	10460.1816
ASAH2B	32.1767	ASAH2B	9.791
ASAH2	6.5444	removed	removed
ASAM	116.7087	ASAM	1065.0973
ASAP1	1393.4147	ASAP1	1546.7065
ASAP2	1281.887	ASAP2	1235.5129
ASAP3	1101.9156	ASAP3	823.7634
ASB13	3447.8151	ASB13	446.6793
ASB14	5.999	ASB14	17.2003
ASB16	44.6793	removed	removed
ASB1	193.1638	ASB1	558.4365
removed	removed	ASB2	30.9606
ASB3	370.032	ASB3	437.4176
ASB6	547.0666	ASB6	391.6383
ASB7	528.7341	ASB7	546.4412
ASB8	968.0278	ASB8	904.4727
ASB9	16.361	ASB9	55.3057
ASCC1	560.9108	ASCC1	521.3023
ASCC2	1127.0025	ASCC2	707.8597
ASCC3	874.7699	ASCC3	1535.3278
ASCL1	72.5339	removed	removed
ASCL2	97.6208	removed	removed
ASF1A	323.6758	ASF1A	628.4736
ASF1B	958.2112	ASF1B	46.044
ASH1L	6311.4268	ASH1L	3571.262
ASH2L	1422.3192	ASH2L	1197.4075
ASL	519.1901	ASL	170.6802
ASMTL	481.8324	ASMTL	209.844
ASNA1	1645.3746	ASNA1	457.7934
ASNSD1	1334.7876	ASNSD1	1721.8852
ASNS	653.3506	ASNS	428.1559
removed	removed	ASPA	173.591
ASPHD1	44.1748	removed	removed
ASPHD2	176.9718	ASPHD2	44.1916
ASPH	8727.0052	ASPH	13671.5412
ASPM	2200.2863	ASPM	69.5952
ASPN	818.8697	ASPN	1441.1229
ASPRV1	73.2811	ASPRV1	52.6886
ASPSCR1	369.7594	ASPSCR1	71.1829
ASRGL1	263.6853	ASRGL1	197.9361
ASS1	681.1644	ASS1	1330.7762
ASTE1	227.7974	ASTE1	333.2603
ASTL	10.9074	ASTL	11.1141
removed	removed	ASTN1	183.9112
ASTN2	153.7937	ASTN2	101.8789
ASXL1	1737.5418	ASXL1	1639.5883
ASXL2	792.6921	ASXL2	935.1687
ASXL3	38.9938	ASXL3	44.9855
ATAD1	1565.4782	ATAD1	1710.5066
ATAD2B	474.7427	ATAD2B	527.9178
ATAD2	3301.6566	ATAD2	583.4881
ATAD3A	371.3955	ATAD3A	57.4226
ATAD3B	127.3434	ATAD3B	51.0717
ATAD3C	102.2565	ATAD3C	86.0016
ATAD5	309.7689	ATAD5	108.759
ATE1	411.2073	ATE1	364.1177
ATF1	658.8043	ATF1	841.2284
ATF2	875.588	ATF2	766.6054
ATF3	162.5196	ATF3	3210.6399
ATF4	4180.5167	ATF4	5561.2633
ATF5	854.3186	ATF5	476.5814
ATF6B	3111.8686	ATF6B	1030.0827
ATF6	4550.8215	ATF6	2724.2675
ATF7IP2	49.3558	ATF7IP2	176.7665
ATF7IP	1515.5771	ATF7IP	1391.1097
ATF7	1868.3591	ATF7	2542.2721
ATG10	138.2507	ATG10	134.4272
ATG12	618.7197	ATG12	818.471
ATG16L1	981.3893	ATG16L1	652.0248
ATG16L2	300.2359	ATG16L2	121.0056
ATG2A	646.2608	ATG2A	279.7038
ATG2B	899.3115	ATG2B	1789.8927
ATG3	917.3086	ATG3	862.9273
ATG4A	403.2995	ATG4A	371.2625
ATG4B	587.0884	ATG4B	378.9365
ATG4C	226.0549	ATG4C	360.413
ATG4D	239.3401	ATG4D	86.7241
ATG5	523.5531	ATG5	1308.2835
ATG7	700.135	ATG7	683.7554
ATG9A	945.1714	ATG9A	1009.1036
ATG9B	160.7172	ATG9B	17.3432
ATHL1	803.0541	ATHL1	325.4831
ATIC	2950.167	ATIC	1011.9086
ATL1	188.4246	ATL1	702.5673
ATL2	1036.1988	ATL2	2504.8971
ATL3	883.7685	ATL3	672.9298
ATMIN	2100.2113	ATMIN	2656.7893
ATM	1999.0456	ATM	2341.8909
ATN1	2940.6231	ATN1	3420.7485
ATOH8	5.7264	ATOH8	202.17
ATOX1	917.5813	ATOX1	498.0157
ATP10A	292.5898	ATP10A	210.1086
ATP10B	43.0841	removed	removed
ATP10D	681.1644	ATP10D	965.0708
ATP11A	310.3143	ATP11A	927.7593
ATP11B	152.1576	ATP11B	2350.6234
ATP11C	293.4079	ATP11C	1220.6941
ATP13A1	1355.2389	ATP13A1	535.3272
ATP13A2	1329.6067	ATP13A2	254.3002
ATP13A3	2352.7166	ATP13A3	3127.8137
removed	removed	ATP13A4	47.8963
removed	removed	ATP13A5	38.1053
ATP1A1	15514.0719	ATP1A1	14186.8181
ATP1A2	42.5387	ATP1A2	268.8544
ATP1A3	92.9852	removed	removed
ATP1A4	104.7106	ATP1A4	20.6404
ATP1B1	13116.7741	ATP1B1	5977.371
ATP1B2	21.8147	ATP1B2	100.8204
ATP1B3	1375.9629	ATP1B3	2460.1763
ATP2A1	11.7254	removed	removed
ATP2A2	5233.3492	ATP2A2	6467.5883
ATP2A3	1738.9052	ATP2A3	423.3927
ATP2B1	332.6743	ATP2B1	2160.3613
ATP2B2	13.6342	ATP2B2	37.0469
ATP2B4	6369.8957	ATP2B4	7370.4733
ATP2C1	2084.562	ATP2C1	3180.8992
ATP2C2	579.9986	ATP2C2	69.0659
ATP5A1	8422.1147	ATP5A1	9759.9959
ATP5B	10484.1502	ATP5B	8488.4946
ATP5C1	2952.0758	ATP5C1	3095.53
ATP5D	452.1099	ATP5D	112.9929
ATP5EP2	32.7221	ATP5EP2	46.044
ATP5E	4099.8023	ATP5E	3830.1163
ATP5F1	2637.6713	ATP5F1	3174.9161
ATP5G1	728.066	ATP5G1	462.8212
ATP5G2	6052.219	ATP5G2	4079.918
ATP5G3	2071.5795	ATP5G3	2319.9274
ATP5H	2794.4645	ATP5H	1531.3585
ATP5I	1158.1703	ATP5I	511.7759
ATP5J2	1331.5154	ATP5J2	779.3072
ATP5J	1257.9753	ATP5J	1479.2865
ATP5L	2298.7252	ATP5L	2735.6462
ATP5O	2464.7897	ATP5O	3281.8228
ATP5SL	785.875	ATP5SL	484.2554
ATP5S	92.7125	ATP5S	178.8834
ATP6AP1L	39.2665	ATP6AP1L	38.37
ATP6AP1	4874.4972	ATP6AP1	2349.3003
ATP6AP2	6141.1139	ATP6AP2	5991.0069
ATP6V0A1	1602.2905	ATP6V0A1	1761.3137
ATP6V0A2	479.3783	ATP6V0A2	727.177
removed	removed	ATP6V0A4	25.4036
ATP6V0B	1792.6239	ATP6V0B	839.6407
ATP6V0C	1762.6287	ATP6V0C	1416.029
ATP6V0D1	1637.4668	ATP6V0D1	1204.5523
ATP6V0D2	23.9962	ATP6V0D2	5.2924
ATP6V0E1	2023.0418	ATP6V0E1	3862.6646
ATP6V0E2	1028.291	ATP6V0E2	410.4104
ATP6V1A	1907.4238	ATP6V1A	2711.3011
ATP6V1B1	127.0707	ATP6V1B1	380.2596
ATP6V1B2	1950.2352	ATP6V1B2	2396.4027
ATP6V1C1	1526.7571	ATP6V1C1	2416.5139
ATP6V1C2	22.0847	ATP6V1C2	109.6296
ATP6V1D	1193.5374	ATP6V1D	1150.3051
ATP6V1E1	2100.484	ATP6V1E1	2215.4024
ATP6V1E2	97.6208	ATP6V1E2	63.7735
ATP6V1F	1207.4415	ATP6V1F	918.2329
ATP6V1G1	3022.7009	ATP6V1G1	2151.0996
ATP6V1G2	22.9054	ATP6V1G2	23.5512
ATP6V1H	1197.6277	ATP6V1H	1293.7294
ATP7A	596.905	ATP7A	1104.2611
ATP7B	506.1013	ATP7B	154.0091
ATP8A1	336.7646	ATP8A1	670.8128
ATP8A2	30.2679	ATP8A2	17.4649
ATP8B1	4436.2479	ATP8B1	1908.9243
ATP8B2	372.4862	ATP8B2	958.9845
ATP8B3	161.1562	ATP8B3	26.1974
ATP8B4	26.723	ATP8B4	242.6569
ATP8B5P	35.9943	ATP8B5P	50.2779
ATP9A	1222.7146	ATP9A	2602.2775
ATP9B	297.7708	ATP9B	478.4338
ATPAF1	1645.0937	ATPAF1	1359.2097
ATPAF2	286.5908	ATPAF2	126.4886
ATPBD4	101.7111	ATPBD4	228.8967
ATPIF1	1546.1177	ATPIF1	515.4806
ATRIP	398.3912	ATRIP	240.9131
ATRNL1	44.7202	ATRNL1	128.8702
ATRN	1675.3698	ATRN	2313.3119
ATRX	3247.3925	ATRX	4081.7704
ATR	983.8435	ATR	1434.7721
ATXN10	3551.1623	ATXN10	2916.9112
ATXN1L	982.5428	ATXN1L	1817.699
ATXN1	1212.0799	ATXN1	1285.7907
ATXN2L	1922.1487	ATXN2L	1129.9293
ATXN2	934.4877	ATXN2	852.3425
ATXN3	587.0884	ATXN3	825.6158
ATXN7L1	333.7651	ATXN7L1	304.3135
ATXN7L2	82.8959	ATXN7L2	32.8129
ATXN7L3B	2554.5027	ATXN7L3B	3500.1346
ATXN7L3	1306.1558	ATXN7L3	574.2264
ATXN7	838.2303	ATXN7	1716.3282
ATXN8OS	7.2125	removed	removed
AUH	490.5583	AUH	393.4906
AUP1	1107.9474	AUP1	1030.1198
AURKAIP1	832.5039	AURKAIP1	109.0236
AURKAPS1	20.9967	AURKAPS1	10.3202
AURKA	564.183	AURKA	44.9855
AURKB	184.607	removed	removed
removed	removed	AURKC	5.557
AUTS2	1401.3225	AUTS2	1665.7857
AVEN	97.8935	AVEN	127.0178
AVIL	46.3563	AVIL	27.5205
AVL9	546.4585	AVL9	370.204
AVPI1	90.2584	AVPI1	212.2256
AVPR1A	9.8166	AVPR1A	49.7486
removed	removed	AVPR2	25.4036
AWAT1	6.8171	removed	removed
AXIN1	428.3864	AXIN1	201.6408
AXIN2	242.6887	AXIN2	179.9419
AXL	474.1973	AXL	2152.4227
AZGP1	41931.1473	AZGP1	13376.0343
AZI1	251.9599	AZI1	24.3451
AZI2	1018.2016	AZI2	1715.0051
AZIN1	5582.3846	AZIN1	6205.0848
B2M	36911.8549	B2M	70477.6994
B3GALNT1	723.703	B3GALNT1	618.418
B3GALNT2	297.3372	B3GALNT2	695.359
removed	removed	B3GALT1	17.2003
removed	removed	B3GALT2	19.5819
B3GALT4	341.4002	B3GALT4	57.9519
B3GALT5	274.8654	B3GALT5	27.7851
B3GALT6	424.2961	B3GALT6	284.2024
B3GALTL	230.6906	B3GALTL	500.1326
removed	removed	B3GAT1	21.9635
removed	removed	B3GAT2	11.5639
B3GAT3	370.032	B3GAT3	120.6669
B3GNT1	577.5445	B3GNT1	384.4935
B3GNT2	1055.5593	B3GNT2	1846.7861
B3GNT3	79.351	B3GNT3	198.73
B3GNT5	43.3567	B3GNT5	821.9111
B3GNT7	182.6982	B3GNT7	79.1215
B3GNT8	53.9914	B3GNT8	20.6404
B3GNT9	246.2308	B3GNT9	185.8297
B3GNTL1	76.6133	B3GNTL1	16.3747
B4GALNT1	28.5827	B4GALNT1	16.5652
B4GALNT2	243.234	removed	removed
B4GALNT3	320.9489	B4GALNT3	58.4811
B4GALNT4	280.5917	B4GALNT4	27.7851
B4GALT1	6930.5338	B4GALT1	7233.9291
B4GALT2	620.6285	B4GALT2	365.9701
B4GALT3	2619.4015	B4GALT3	472.0829
B4GALT4	345.2178	B4GALT4	476.5814
B4GALT5	1158.9065	B4GALT5	2014.5554
B4GALT6	17.1791	B4GALT6	235.2476
B4GALT7	302.9518	B4GALT7	118.8146
B9D1	108.5991	B9D1	69.1136
B9D2	78.533	B9D2	35.9884
BAALC	5.999	BAALC	196.613
BACE1	672.9838	BACE1	1417.5717
BACE2	635.8988	BACE2	1482.6684
BACH1	272.1385	BACH1	1909.7658
BACH2	28.6318	BACH2	296.9041
BAD	456.3883	BAD	228.9046
BAG1	1558.0203	BAG1	940.4611
BAG2	111.5277	BAG2	263.2973
BAG3	2658.3953	BAG3	1496.9579
BAG4	303.2245	BAG4	230.749
BAG5	1459.6769	BAG5	2863.7225
BAGE2	5.7864	BAGE2	11.1141
BAHCC1	1092.6444	BAHCC1	191.056
BAHD1	395.3916	BAHD1	438.4761
BAI1	31.3586	BAI1	5.2924
BAI2	86.9862	BAI2	31.7545
BAI3	7.0898	BAI3	41.81
BAIAP2L1	1272.0704	BAIAP2L1	433.7129
BAIAP2L2	13.0888	removed	removed
BAIAP2	1474.9472	BAIAP2	463.0858
BAIAP3	91.2155	BAIAP3	69.3279
BAK1	329.6748	BAK1	112.9929
BAMBI	370.032	BAMBI	464.9381
BANF1	1584.0207	BANF1	1238.6883
removed	removed	BANK1	134.4272
BANP	265.8668	BANP	81.7677
BAP1	1385.7795	BAP1	702.5673
BARD1	448.565	BARD1	161.9477
removed	removed	BARX1	5.2924
BARX2	8.4532	BARX2	1173.0624
BASP1	271.5932	BASP1	430.8021
BAT1	6386.8021	BAT1	4510.4555
BAT2L1	2133.6342	BAT2L1	3307.9064
BAT2L2	7701.1385	BAT2L2	5931.4673
BAT2	5217.2609	BAT2	2807.3583
BAT3	4198.5139	BAT3	1843.346
BAT4	415.5703	BAT4	132.3102
BAT5	1047.1061	BAT5	406.457
BATF2	44.4475	BATF2	53.4533
BATF3	6.2717	BATF3	21.9635
BATF	112.6184	BATF	30.696
BAX	425.9322	BAX	127.8117
BAZ1A	1946.4176	BAZ1A	1596.1905
BAZ1B	3300.0205	BAZ1B	2098.1755
BAZ2A	3172.8407	BAZ2A	2382.9786
BAZ2B	764.9983	BAZ2B	1592.2715
BBC3	201.5134	BBC3	9.2617
removed	removed	BBOX1	1750.4642
BBS10	512.1003	BBS10	616.301
BBS12	115.0726	BBS12	266.4728
BBS1	997.5568	BBS1	766.0762
BBS2	1575.5675	BBS2	1481.0806
BBS4	718.5221	BBS4	538.7672
BBS5	179.3115	BBS5	210.6141
BBS7	308.9508	BBS7	558.0845
BBS9	394.5736	BBS9	458.5872
BBX	7288.5677	BBX	3258.8008
BCAM	5070.8296	BCAM	1353.0043
BCAN	22.9054	BCAN	5.2924
BCAP29	1551.5713	BCAP29	2141.8379
BCAP31	2772.6498	BCAP31	2939.4039
BCAR1	693.7078	BCAR1	394.0198
BCAR3	705.9786	BCAR3	534.7979
BCAS1	2844.6384	BCAS1	151.3629
BCAS2	944.3643	BCAS2	1170.4771
BCAS3	560.6381	BCAS3	533.4748
BCAS4	859.2269	BCAS4	750.7282
BCAT1	226.6003	BCAT1	644.6154
BCAT2	654.9867	BCAT2	180.7358
BCCIP	1543.639	BCCIP	1144.4014
BCDIN3D	388.021	BCDIN3D	172.0827
BCHE	6.5444	BCHE	589.3097
BCKDHA	825.4196	BCKDHA	315.7504
BCKDHB	344.1271	BCKDHB	674.5175
BCKDK	926.0345	BCKDK	538.7672
BCL10	646.5335	BCL10	935.6979
removed	removed	BCL11A	111.6698
removed	removed	BCL11B	115.3745
BCL2A1	8.7259	BCL2A1	46.3086
removed	removed	BCL2L10	6.3509
BCL2L11	2163.474	BCL2L11	961.8953
BCL2L12	262.3901	BCL2L12	68.9548
