gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
RAB3IL1	136.5639	RAB3IL1	449.7221
RAB3IP	402.3495	RAB3IP	481.051
RAB40B	325.0122	RAB40B	373.9262
RAB40C	633.8718	RAB40C	370.3891
RAB42	11.258	RAB42	82.8701
RAB43	168.5756	RAB43	224.3557
RAB4A	405.7122	RAB4A	806.9833
RAB4B	878.1204	RAB4B	358.0748
RAB5A	1660.3035	RAB5A	1465.3866
RAB5B	6235.4381	RAB5B	4331.4805
RAB5C	3816.4464	RAB5C	2948.9641
RAB6A	3522.2712	RAB6A	3225.8717
RAB6B	48.9476	RAB6B	265.7908
RAB6C	365.5751	RAB6C	104.6337
RAB7A	5765.0514	RAB7A	5287.0136
RAB7L1	182.5746	RAB7L1	716.5235
RAB8A	1788.0568	RAB8A	1058.5093
RAB8B	435.6339	RAB8B	1305.71
RAB9A	468.9183	RAB9A	571.5008
RAB9B	23.0054	RAB9B	18.6963
RABAC1	1740.5776	RABAC1	876.2001
RABEP1	7969.442	RABEP1	4167.3724
RABEP2	535.9765	RABEP2	283.4765
RABEPK	470.8762	RABEPK	318.8479
RABGAP1L	99.6721	RABGAP1L	301.425
RABGAP1	1753.7934	RABGAP1	1838.8075
RABGEF1	911.5761	RABGEF1	928.8984
RABGGTA	704.3563	RABGGTA	420.9197
RABGGTB	1008.8106	RABGGTB	731.6827
RABIF	368.5756	RABIF	284.4871
RABL2A	434.1654	RABL2A	380.4952
RABL2B	614.2927	RABL2B	378.3325
RABL3	639.256	RABL3	837.2916
RABL5	750.3671	RABL5	409.2976
RAC1	6020.0685	RAC1	5624.5579
RAC2	571.2188	RAC2	834.765
RAC3	310.3279	RAC3	68.7216
RACGAP1	803.72	RACGAP1	294.5932
RAD17	796.1772	RAD17	695.3007
RAD18	418.9917	RAD18	228.3982
RAD1	834.557	RAD1	601.8191
RAD21	6822.3005	RAD21	4069.712
RAD23A	2476.2604	RAD23A	1696.8166
RAD23B	4168.3798	RAD23B	3661.4452
RAD50	1653.9403	RAD50	1571.5008
RAD51AP1	196.28	RAD51AP1	81.8595
RAD51C	311.3069	RAD51C	264.7802
RAD51L1	48.4581	RAD51L1	390.6013
RAD51L3	254.5277	RAD51L3	146.5387
RAD51	115.0269	RAD51	31.329
RAD52	96.9163	RAD52	198.2112
RAD54B	108.6637	RAD54B	67.711
RAD54L2	160.0587	RAD54L2	254.1688
RAD54L	144.885	RAD54L	22.2335
RAD9A	340.0636	RAD9A	288.1001
RAD9B	41.116	RAD9B	35.3714
RADIL	26.4317	RADIL	96.0081
RAE1	695.5458	RAE1	473.9768
removed	removed	RAET1E	19.7069
removed	removed	RAET1G	15.1592
RAF1	2089.5742	RAF1	1971.1976
RAG1AP1	1130.6902	RAG1AP1	749.8737
RAG1	78.3162	RAG1	55.5836
RAGE	275.0857	RAGE	161.6978
RAI14	934.4102	RAI14	1055.5836
RAI1	1968.6735	RAI1	726.6296
RAI2	194.3221	RAI2	814.0475
RALA	1603.0348	RALA	1357.7564
RALBP1	1811.0622	RALBP1	1853.9666
RALB	1680.8615	RALB	1623.5472
RALGAPA1	952.5208	RALGAPA1	634.1587
RALGAPA2	359.2756	RALGAPA2	763.0116
RALGAPB	1886.4415	RALGAPB	2187.4684
RALGDS	4124.8507	RALGDS	1949.4694
RALGPS1	432.697	RALGPS1	348.1556
RALGPS2	1325.0122	RALGPS2	652.855
RALY	2065.1003	RALY	1659.9293
RAMP1	45.0318	RAMP1	27.7918
RAMP2	1157.6114	RAMP2	980.7984
RAMP3	294.1752	RAMP3	562.4053
RANBP10	930.4944	RANBP10	886.8115
removed	removed	RANBP17	29.813
RANBP1	981.3999	RANBP1	607.3775
RANBP2	2893.2942	RANBP2	3865.5887
RANBP3L	510.0343	RANBP3L	169.2774
RANBP3	1375.9178	RANBP3	1004.0424
RANBP6	772.3935	RANBP6	995.9576
RANBP9	1462.5551	RANBP9	1072.2587
RANGAP1	2476.2604	RANGAP1	1360.7883
RANGRF	347.8463	RANGRF	333.8454
RAN	3113.069	RAN	2455.2804
RAP1A	1206.0695	RAP1A	1580.091
RAP1B	1654.4298	RAP1B	2281.4553
RAP1GAP2	683.3089	RAP1GAP2	552.8044
RAP1GAP	764.0724	RAP1GAP	355.2299
RAP1GDS1	1085.6583	RAP1GDS1	812.0263
RAP2A	913.8522	RAP2A	1244.568
RAP2B	448.3603	RAP2B	994.4416
RAP2C	1043.0739	RAP2C	947.4482
RAPGEF1	1728.3407	RAPGEF1	2192.5215
RAPGEF2	522.2712	RAPGEF2	1264.7802
RAPGEF3	182.9907	RAPGEF3	895.8818
RAPGEF4	328.4386	RAPGEF4	216.2708
RAPGEF5	439.0602	RAPGEF5	1028.2971
RAPGEF6	505.1395	RAPGEF6	466.9025
RAPGEFL1	119.4322	RAPGEFL1	160.6872
RAPH1	2057.2687	RAPH1	1757.4533
RARA	4364.1703	RARA	1197.5745
RARB	86.1478	RARB	383.0217
RARG	1097.8953	RARG	1388.5801
RARRES1	49.4371	RARRES1	2083.8807
RARRES2	156.6324	RARRES2	1334.0071
RARRES3	1382.7704	RARRES3	1156.6448
RARS2	744.0039	RARS2	646.286
RARS	1387.1757	RARS	1197.0692
RASA1	1130.3965	RASA1	1412.951
RASA2	106.2163	RASA2	248.1051
RASA3	611.8453	RASA3	789.2875
RASA4P	229.8336	RASA4P	124.765
RASA4	405.8835	RASA4	588.095
removed	removed	RASAL1	53.5624
RASAL2	470.6265	RASAL2	1036.382
RASAL3	215.859	RASAL3	187.4684
RASD1	89.5742	RASD1	936.3315
RASD2	324.0333	RASD2	244.568
RASEF	806.6569	RASEF	381.5058
RASGEF1A	591.7768	RASGEF1A	207.6806
RASGEF1B	150.7587	RASGEF1B	299.6463
removed	removed	RASGRF1	54.573
RASGRF2	54.3319	RASGRF2	174.3305
RASGRP1	68.0372	RASGRP1	143.0015
RASGRP2	59.7161	RASGRP2	90.955
RASGRP3	263.3382	RASGRP3	449.2168
RASGRP4	46.5002	RASGRP4	85.902
RASIP1	233.9697	RASIP1	627.0844
removed	removed	RASL10A	23.7494
RASL10B	45.5213	RASL10B	17.6857
RASL11A	99.3637	RASL11A	202.1223
RASL11B	56.2898	RASL11B	65.1844
RASL12	172.7851	RASL12	409.8029
RASSF10	269.2119	RASSF10	65.1844
RASSF1	587.861	RASSF1	674.5831
RASSF2	460.1077	RASSF2	855.4826
RASSF3	394.5179	RASSF3	558.3628
RASSF4	402.3495	RASSF4	749.333
RASSF5	318.1596	RASSF5	627.5897
RASSF6	356.3387	RASSF6	485.5988
RASSF7	521.7817	RASSF7	252.1475
RASSF8	318.649	RASSF8	818.0899
RASSF9	15.1738	RASSF9	161.6978
RAVER1	1632.8928	RAVER1	853.9666
RAVER2	405.7758	RAVER2	515.4118
RB1CC1	1795.8884	RB1CC1	1765.5382
RB1	1831.1307	RB1	1515.4118
RBAK	571.7083	RBAK	637.1905
RBBP4	5859.114	RBBP4	3879.6008
RBBP5	537.9344	RBBP5	599.2926
RBBP6	1511.0132	RBBP6	1556.3416
RBBP7	3122.3691	RBBP7	2017.6857
RBBP8	1382.281	RBBP8	1905.0025
RBBP9	488.4973	RBBP9	861.5462
RBCK1	1563.8767	RBCK1	1209.1966
RBKS	145.8639	RBKS	75.7959
RBL1	84.1899	RBL1	122.7893
RBL2	2564.7283	RBL2	2979.6059
RBM10	1349.486	RBM10	839.3128
RBM11	62.1635	RBM11	50.5306
RBM12B	460.1077	RBM12B	500.2527
RBM12	2089.1875	RBM12	1908.9237
RBM14	1195.58	RBM14	953.8353
RBM15B	1630.5874	RBM15B	1715.902
RBM15	132.6481	RBM15	167.7615
RBM16	1573.6711	RBM16	1492.1627
RBM17	1287.3226	RBM17	1241.5361
RBM18	1227.6065	RBM18	899.4442
RBM19	449.8287	RBM19	480.5457
RBM20	9.7895	RBM20	100.0505
RBM22	1041.6055	RBM22	1185.4472
RBM23	1711.6985	RBM23	1541.6877
RBM24	37.2002	RBM24	64.6791
RBM25	1930.4944	RBM25	2001.0106
RBM26	978.9525	RBM26	1030.8236
RBM27	920.7048	RBM27	988.378
RBM28	318.1596	RBM28	320.3638
RBM33	909.4469	RBM33	1117.7362
RBM34	517.8659	RBM34	565.0884
RBM38	238.3749	RBM38	429.5099
RBM39	4542.3397	RBM39	4416.3719
RBM3	2951.5419	RBM3	3344.6185
RBM41	158.1008	RBM41	191.5109
RBM42	1088.1057	RBM42	673.0672
RBM43	499.7553	RBM43	578.0697
removed	removed	RBM44	9.6008
RBM45	193.8326	RBM45	176.3517
RBM47	3674.0088	RBM47	2194.0374
RBM4B	346.0597	RBM4B	368.3679
RBM4	2593.9452	RBM4	1673.2491
RBM5	2279.4518	RBM5	2749.2623
RBM6	1359.3686	RBM6	1528.8176
RBM7	412.6285	RBM7	693.2794
RBM8A	1818.463	RBM8A	1616.8772
RBM9	2253.5487	RBM9	3261.2431
RBMS1	611.3558	RBMS1	2091.4603
RBMS2	375.6486	RBMS2	1621.4654
RBMS3	22.5159	RBMS3	126.3264
RBMX2	361.2335	RBMX2	361.7989
RBMXL1	723.4655	RBMXL1	902.4053
RBMX	3736.6618	RBMX	3759.4745
RBP1	204.6011	RBP1	299.6463
RBP4	10.7685	RBP4	413.8454
RBP5	64.1214	RBP5	116.2203
RBP7	92.0215	RBP7	925.7201
RBPJ	595.2031	RBPJ	772.1071
RBPMS2	50.4161	RBPMS2	63.6685
RBPMS	473.3235	RBPMS	1574.5326
RBX1	981.6006	RBX1	790.4396
RC3H1	834.557	RC3H1	1157.1501
RC3H2	445.4234	RC3H2	500.2527
RCAN1	317.1806	RCAN1	5068.7216
RCAN2	280.9594	RCAN2	484.5882
RCAN3	202.1537	RCAN3	152.6023
RCBTB1	739.1092	RCBTB1	805.4573
RCBTB2	307.8806	RCBTB2	755.9373
RCC1	452.4767	RCC1	246.7256
RCC2	3339.6965	RCC2	2409.8029
RCCD1	132.1586	RCCD1	120.2628
RCE1	379.8336	RCE1	270.8439
RCHY1	602.0558	RCHY1	614.4517
RCL1	225.6486	RCL1	272.8651
RCN1	1048.4581	RCN1	3150.0758
RCN2	1445.4234	RCN2	1100.0505
RCN3	183.0641	RCN3	613.4411
RCOR1	1594.2242	RCOR1	1128.853
RCOR2	17.6211	RCOR2	21.2228
RCOR3	1119.4322	RCOR3	1093.9869
RCSD1	314.7332	RCSD1	528.0445
RDBP	894.464	RDBP	868.4891
RDH10	165.9325	RDH10	316.8267
RDH11	2381.7915	RDH11	1503.2845
RDH13	152.9662	RDH13	143.5068
RDH14	437.1023	RDH14	429.5099
RDH16	14.1948	RDH16	8.0849
RDH5	11.8013	RDH5	141.4856
RDM1	24.9633	removed	removed
RDX	1693.0984	RDX	2127.8423
REC8	54.8213	REC8	54.573
RECK	130.2007	RECK	1143.5068
RECQL4	371.5125	RECQL4	53.5624
RECQL5	524.2291	RECQL5	439.1107
RECQL	831.7425	RECQL	1145.0328
REEP1	3608.419	REEP1	290.0455
REEP2	357.3177	REEP2	72.2587
REEP3	912.3837	REEP3	863.0622
REEP4	547.2345	REEP4	288.0243
REEP5	7665.5556	REEP5	7489.5301
REEP6	1456.1919	REEP6	893.8858
RELA	2083.7004	RELA	1803.9414
RELB	209.0064	RELB	227.3876
RELL1	2082.046	RELL1	880.7479
RELL2	344.4738	RELL2	34.5023
RELN	22.0264	RELN	351.6928
RELT	167.8904	RELT	105.6089
REL	67.0582	REL	121.7787
REM1	21.537	REM1	51.5412
REM2	28.8791	REM2	6.0637
RENBP	48.9476	RENBP	120.2628
REP15	11.258	REP15	29.3077
REPIN1	2857.0729	REPIN1	1401.2127
REPS1	859.5203	REPS1	811.521
REPS2	822.3201	REPS2	512.8853
RER1	2378.5609	RER1	2431.8444
RERE	5094.9584	RERE	3841.8393
RERGL	16.6422	RERGL	203.6382
RERG	4165.9325	RERG	1723.5978
REST	248.1645	REST	467.9131
RETSAT	2545.766	RETSAT	2615.9677
RET	2420.9496	RET	114.1991
REV1	758.1987	REV1	872.1577
REV3L	633.3823	REV3L	1339.5654
REXO1	613.3138	REXO1	385.043
REXO2	425.8443	REXO2	684.1839
REXO4	483.1131	REXO4	433.047
RFC1	1814.978	RFC1	1477.5139
RFC2	615.2717	RFC2	366.8519
RFC3	342.6334	RFC3	261.7484
RFC4	288.791	RFC4	213.7443
RFC5	411.1601	RFC5	269.3279
RFESD	7.3421	RFESD	25.2653
RFFL	1049.9657	RFFL	598.3224
RFK	865.394	RFK	715.5129
RFNG	719.5301	RFNG	535.1187
RFPL1S	6.8527	RFPL1S	11.622
removed	removed	RFPL3S	5.5584
removed	removed	RFPL4B	9.0955
RFT1	432.697	RFT1	421.9303
RFTN1	427.8023	RFTN1	701.8696
RFTN2	41.6055	RFTN2	170.288
RFWD2	795.8884	RFWD2	816.0687
RFWD3	940.7734	RFWD3	687.7211
RFX1	621.1454	RFX1	348.1556
RFX2	39.1581	RFX2	209.1966
RFX3	42.5844	RFX3	63.6685
RFX5	955.4577	RFX5	798.383
removed	removed	RFX6	20.2122
RFX7	633.8718	RFX7	758.4639
removed	removed	RFX8	29.3077
RFXANK	608.1498	RFXANK	427.1652
RFXAP	151.2482	RFXAP	168.7721
RG9MTD1	508.5658	RG9MTD1	536.1294
RG9MTD2	206.559	RG9MTD2	172.3092
RG9MTD3	192.3642	RG9MTD3	211.7231
RGAG4	226.6275	RGAG4	412.3295
RGL1	454.7234	RGL1	1269.3279
RGL2	2690.651	RGL2	1939.8686
RGL3	10.2986	RGL3	148.5599
removed	removed	RGL4	15.2602
RGMA	75.3793	RGMA	553.3098
RGMB	763.583	RGMB	1002.5265
RGNEF	284.8752	RGNEF	600.8085
RGN	82.232	RGN	127.337
RGP1	208.8987	RGP1	177.332
RGPD1	423.955	RGPD1	317.5897
RGPD3	310.3279	RGPD3	385.5483
RGPD4	160.0587	RGPD4	195.5533
RGPD5	103.7885	RGPD5	91.7686
RGPD6	812.511	RGPD6	900.8742
RGS10	1129.7112	RGS10	551.2885
RGS11	404.0578	RGS11	60.8792
RGS12	731.767	RGS12	720.0606
removed	removed	RGS13	17.6857
RGS14	240.8223	RGS14	176.3517
RGS16	372.002	RGS16	552.8044
RGS17	5.8737	RGS17	7.5796
RGS18	62.1635	RGS18	79.333
RGS19	376.4072	RGS19	272.3598
RGS1	789.0357	RGS1	910.0556
RGS22	158.1008	RGS22	8.5902
RGS2	178.1694	RGS2	7152.097
RGS3	1237.8855	RGS3	1143.0015
RGS4	1597.6505	RGS4	152.6023
RGS5	203274.3612	RGS5	7036.382
RGS6	10.279	RGS6	35.8767
RGS7BP	8.3211	RGS7BP	64.6791
RGS7	556.5345	RGS7	6.569
RGS9	53.3529	RGS9	29.3077
RHBDD1	377.8757	RHBDD1	368.8732
RHBDD2	4568.7714	RHBDD2	1285.4977
RHBDD3	359.2756	RHBDD3	160.1819
RHBDF1	579.0504	RHBDF1	687.7211
RHBDF2	434.6549	RHBDF2	409.2976
RHBDL1	32.3054	RHBDL1	19.2016
RHBDL2	23.9843	RHBDL2	42.4457
RHBDL3	135.5849	RHBDL3	43.4563
RHCE	5.3842	RHCE	7.0743
removed	removed	RHD	5.5937
RHEBL1	11.7474	RHEBL1	16.1698
RHEB	1173.2746	RHEB	911.5715
RHOA	11578.0715	RHOA	10637.6958
RHOBTB1	302.0069	RHOBTB1	450.2274
RHOBTB2	508.3603	RHOBTB2	600.4901
RHOBTB3	932.4523	RHOBTB3	1661.9505
RHOB	9798.8253	RHOB	8396.1597
RHOC	5218.7959	RHOC	4029.3077
RHOD	468.9183	RHOD	201.1117
RHOF	65.6583	RHOF	69.717
RHOG	1015.1738	RHOG	1089.9444
RHOH	620.1664	RHOH	224.3557
RHOJ	149.7797	RHOJ	686.7105
RHOQ	891.0524	RHOQ	2342.6074
RHOT1	1040.1371	RHOT1	986.8621
RHOT2	1081.2531	RHOT2	766.5488
RHOU	154.6745	RHOU	1237.4937
RHOV	225.1591	RHOV	365.336
RHPN1	777.2883	RHPN1	167.2562
RHPN2	553.5977	RHPN2	563.4159
RIBC1	99.8532	RIBC1	32.8449
RIBC2	79.7846	RIBC2	10.1061
RIC3	346.5492	RIC3	243.5574
RIC8A	1787.9001	RIC8A	1620.9803
RIC8B	661.7719	RIC8B	420.4144
RICH2	195.301	RICH2	226.377
RICTOR	1116.9848	RICTOR	1243.052
RIF1	959.3735	RIF1	1154.1182
RILPL1	138.7518	RILPL1	226.9075
RILPL2	263.8277	RILPL2	449.7221
RILP	64.1214	RILP	155.6342
removed	removed	RIMBP2	23.2441
RIMBP3C	16.1527	RIMBP3C	6.0637
RIMBP3	132.6481	RIMBP3	44.9722
RIMKLA	215.3696	RIMKLA	67.711
RIMKLB	321.444	RIMKLB	596.7155
RIMS1	9.3	RIMS1	28.8024
RIMS2	504.1605	RIMS2	31.8343
RIMS3	27.9001	RIMS3	431.0258
RIMS4	4077.3372	RIMS4	100.0505
RIN1	114.048	RIN1	115.715
RIN2	697.9931	RIN2	2069.7322
RIN3	311.7964	RIN3	597.7767
RING1	590.7978	RING1	635.1693
RINL	145.8639	RINL	206.1647
RINT1	443.9648	RINT1	386.2304
RIOK1	352.4229	RIOK1	440.6266
RIOK2	444.9339	RIOK2	548.2567
RIOK3	1388.1547	RIOK3	1335.0177
RIPK1	1139.5007	RIPK1	1141.9909
RIPK2	145.8639	RIPK2	326.9328
RIPK3	55.8003	RIPK3	171.2986
RIPK4	330.886	RIPK4	636.1799
RIPPLY2	13.7053	removed	removed
RIT1	506.1185	RIT1	783.7292
RLF	488.0078	RLF	793.8353
RLIM	2259.4224	RLIM	1706.4174
RLN2	16.6422	RLN2	23.7494
RLTPR	109.1532	RLTPR	32.8449
RMI1	476.2604	RMI1	254.6741
RMND1	795.8884	RMND1	514.9065
RMND5A	3578.5609	RMND5A	2296.6145
RMND5B	1514.929	RMND5B	662.4558
RMRP	21.537	RMRP	13.6433
RNASE1	793.441	RNASE1	4628.6003
RNASE2	20.0685	RNASE2	10.6114
RNASE4	2224.4004	RNASE4	2418.858
RNASE6	293.1963	RNASE6	475.4927
removed	removed	RNASE7	45.9828
RNASEH1	151.2482	RNASEH1	212.7337
RNASEH2A	593.7347	RNASEH2A	195.5533
RNASEH2B	407.2442	RNASEH2B	423.9515
RNASEH2C	721.1601	RNASEH2C	567.3421
RNASEK	2879.3245	RNASEK	1734.5427
RNASEL	369.0651	RNASEL	663.9717
RNASEN	1071.4635	RNASEN	1077.3118
RNASET2	767.0093	RNASET2	1133.4007
RND1	585.4136	RND1	98.0293
RND2	36.7107	RND2	77.8171
RND3	293.6858	RND3	2113.1885
RNF103	2638.277	RNF103	1717.8373
RNF10	3901.6153	RNF10	3180.3941
RNF111	907.9785	RNF111	927.236
removed	removed	RNF112	22.2335
RNF113A	268.233	RNF113A	229.9141
RNF114	1307.3911	RNF114	1618.9995
RNF115	422.9075	RNF115	463.3653
RNF11	3651.9824	RNF11	3344.1132
RNF121	470.3867	RNF121	412.8348
RNF122	90.0636	RNF122	226.8823
RNF123	1084.1899	RNF123	638.2011
RNF125	200.1958	RNF125	672.5619
RNF126	583.4557	RNF126	291.5614
RNF128	139.9902	RNF128	256.19
RNF130	1238.3749	RNF130	2609.3987
RNF135	668.6246	RNF135	690.7529
RNF138P1	12.2369	RNF138P1	21.7281
RNF138	531.0817	RNF138	618.4942
RNF139	1042.5844	RNF139	1016.6751
RNF13	1491.9236	RNF13	1791.814
RNF141	2316.6911	RNF141	1651.8444
RNF144A	249.1434	RNF144A	1033.8555
RNF144B	347.5281	RNF144B	1379.4846
RNF145	437.1023	RNF145	1989.3886
RNF146	905.0416	RNF146	931.2784
RNF149	1171.8062	RNF149	927.236
RNF14	1870.2888	RNF14	1348.1556
RNF150	15.6632	RNF150	200.6064
RNF152	61.1845	RNF152	70.2375
RNF157	411.6495	RNF157	103.4765
RNF160	814.978	RNF160	1126.3264
RNF165	87.9589	RNF165	74.7852
RNF166	268.7225	RNF166	205.1541
RNF167	2716.5932	RNF167	1713.997
RNF168	209.0064	RNF168	272.3598
RNF169	560.2398	RNF169	750.7731
RNF170	557.5135	RNF170	653.3603
RNF175	7.3421	RNF175	29.3077
RNF180	68.5267	RNF180	309.2471
RNF181	883.5047	RNF181	758.4639
RNF182	919.7259	RNF182	46.4881
removed	removed	RNF183	43.9616
RNF185	1120.1811	RNF185	1364.8762
removed	removed	RNF186	16.6751
RNF187	2844.836	RNF187	2162.7084
RNF19A	1456.1919	RNF19A	1606.8722
RNF19B	898.1889	RNF19B	729.6614
RNF207	158.5903	RNF207	169.7827
RNF208	307.3911	RNF208	60.1314
RNF20	1462.0656	RNF20	1332.9965
removed	removed	RNF212	51.5412
RNF213	2831.8943	RNF213	3920.4699
RNF214	321.5859	RNF214	367.3573
RNF215	458.1498	RNF215	224.861
RNF216L	197.7484	RNF216L	241.0308
RNF216	1162.5061	RNF216	1194.5427
RNF217	27.9001	RNF217	128.3325
RNF219	450.9104	RNF219	466.0182
RNF220	1145.3451	RNF220	1032.6326
removed	removed	RNF222	7.5796
RNF24	85.6583	RNF24	374.9368
RNF25	436.6128	RNF25	334.0071
RNF26	782.6725	RNF26	764.0222
RNF2	1860.9887	RNF2	623.5472
RNF31	895.9863	RNF31	805.4573
RNF32	48.9476	RNF32	38.4032
RNF34	829.6231	RNF34	577.1147
RNF38	1054.8213	RNF38	1736.7357
RNF39	36.7107	RNF39	326.4275
RNF40	2181.1062	RNF40	1590.1971
RNF41	1350.465	RNF41	1039.9192
RNF43	259.9119	RNF43	549.2673
RNF44	1336.7597	RNF44	970.6923
RNF4	1740.5776	RNF4	1511.8747
RNF5P1	117.4743	RNF5P1	74.2799
RNF5	1148.3113	RNF5	652.3497
RNF6	1115.0269	RNF6	1069.7322
RNF7	731.2775	RNF7	1086.9126
RNF8	296.1331	RNF8	304.194
RNFT1	302.0069	RNFT1	332.4912
RNFT2	119.4322	RNFT2	31.8343
RNGTT	562.8977	RNGTT	455.2804
RNH1	2718.5512	RNH1	2566.953
RNLS	83.211	RNLS	165.235
RNMTL1	294.6647	RNMTL1	208.6913
RNMT	816.4464	RNMT	1020.2122
RNPC3	219.7748	RNPC3	365.336
RNPEPL1	1882.0362	RNPEPL1	1380.4952
RNPEP	2527.1659	RNPEP	1695.3007
RNPS1	2872.7362	RNPS1	1765.0328
ROBLD3	717.5722	ROBLD3	490.6518
ROBO1	330.3965	ROBO1	945.9323
ROBO2	906.9995	ROBO2	27.2865
ROBO3	32.7949	ROBO3	277.4128
ROBO4	592.7558	ROBO4	1490.1465
ROCK1	1273.1278	ROCK1	2045.4775
ROCK2	730.7881	ROCK2	1678.6256
ROD1	2588.3505	ROD1	2516.9277
ROGDI	975.5262	ROGDI	390.096
ROM1	53.3529	ROM1	61.6473
ROMO1	694.0773	ROMO1	400.2021
removed	removed	ROPN1B	98.0293
ROPN1L	35.7318	removed	removed
removed	removed	ROPN1	79.333
ROR1	19.0896	ROR1	119.2521
ROR2	943.2208	ROR2	454.2698
RORA	508.5658	RORA	588.6812
removed	removed	RORB	15.6645
RORC	807.6358	RORC	524.002
RP1	5.8737	removed	removed
RP2	581.4978	RP2	572.5114
RP9P	121.3901	RP9P	171.2986
RP9	121.3901	RP9	143.5068
RPA1	2427.3128	RPA1	2005.5584
RPA2	1209.9853	RPA2	985.3461
RPA3	305.9227	RPA3	207.6806
RPAIN	888.0568	RPAIN	530.283
RPAP1	541.8502	RPAP1	510.3588
RPAP2	188.4484	RPAP2	255.1794
RPAP3	681.8404	RPAP3	577.0591
RPE	872.6725	RPE	760.0303
RPF1	907.9785	RPF1	600.3032
RPF2	222.7117	RPF2	287.5189
RPGRIP1L	331.8649	RPGRIP1L	239.0096
removed	removed	RPGRIP1	12.1273
RPGR	163.9745	RPGR	198.5851
RPH3AL	314.2438	RPH3AL	144.0121
RPH3A	502.6921	RPH3A	8.0849
RPIA	421.4391	RPIA	417.3825
RPL10A	8448.8497	RPL10A	12760.4851
RPL10	9786.6324	RPL10	15689.8636
RPL11	10902.1047	RPL11	16099.0399
RPL12	8087.6163	RPL12	8960.0808
RPL13AP20	23.0054	RPL13AP20	30.8236
RPL13AP3	6.8527	RPL13AP3	8.0849
removed	removed	RPL13AP6	8.5902
RPL13A	12742.046	RPL13A	14486.6094
RPL13P5	18.6001	RPL13P5	16.1698
RPL13	13966.7156	RPL13	14630.1162
RPL14	7123.348	RPL14	8433.5523
RPL15	18142.9271	RPL15	22180.8994
RPL17	5907.6603	RPL17	6240.2628
RPL18A	1104.2584	RPL18A	1578.0697
RPL18	10042.5844	RPL18	10164.2244
RPL19P12	30.837	RPL19P12	50.5306
RPL19	12894.2731	RPL19	15237.999
removed	removed	RPL21P44	7.0743
removed	removed	RPL21	13.1379
RPL22L1	263.8277	RPL22L1	410.8135
RPL22	9005.3842	RPL22	8868.1152
RPL23AP53	112.0901	RPL23AP53	160.6872
RPL23AP64	5.3842	removed	removed
RPL23AP7	94.4689	RPL23AP7	93.9869
RPL23AP82	108.1743	RPL23AP82	132.5316
RPL23A	3278.0225	RPL23A	4834.2597
RPL23P8	85.1689	RPL23P8	45.4775
RPL23	8561.4293	RPL23	14025.7706
RPL24	6778.7567	RPL24	7762.5063
RPL26L1	263.3382	RPL26L1	170.288
RPL26	11256.4856	RPL26	12661.4452
RPL27A	6334.8018	RPL27A	10377.9687
RPL27	7666.1772	RPL27	6920.667
RPL28	10059.7161	RPL28	8032.8449
RPL29	8972.5893	RPL29	8814.0475
RPL30	7172.2956	RPL30	10983.3249
RPL31	7969.6525	RPL31	14188.9843
RPL32P3	134.9339	RPL32P3	214.0374
RPL32	11249.1434	RPL32	15413.3401
RPL34	4988.2526	RPL34	8998.9894
RPL35A	6122.3691	RPL35A	10436.0788
RPL35	5215.3696	RPL35	5378.474
RPL36AL	2570.2398	RPL36AL	2824.6589
RPL36A	35.2423	RPL36A	77.3118
RPL36	5789.5252	RPL36	5911.0662
RPL37A	10728.8302	RPL37A	13427.4886
RPL37	7024.9633	RPL37	10503.2845
RPL38	4635.3402	RPL38	5196.0586
RPL39L	108.1743	RPL39L	109.6513
RPL39	436.6128	RPL39	634.664
RPL3	36980.4209	RPL3	33982.3143
RPL41	10219.7748	RPL41	16557.8575
RPL4	20714.6353	RPL4	25564.9318
RPL5	16960.3524	RPL5	21342.092
RPL6	7255.0171	RPL6	9179.8888
RPL7A	15261.8698	RPL7A	15046.9934
RPL7L1	1424.3759	RPL7L1	1053.5624
RPL7	1254.0382	RPL7	1582.1122
RPL8	17274.5962	RPL8	15815.0581
RPL9	187.9589	RPL9	302.1728
RPLP0P2	172.7851	RPLP0P2	46.9934
RPLP0	14370.0441	RPLP0	18394.6438
RPLP1	20874.2046	RPLP1	17598.282
RPLP2	6897.6995	RPLP2	7732.188
RPN1	6633.3823	RPN1	5005.5584
RPN2	9965.722	RPN2	6472.4558
RPP14	526.187	RPP14	514.4012
RPP21	208.5169	RPP21	203.1329
RPP25	445.4234	RPP25	158.1607
RPP30	385.7073	RPP30	435.5735
RPP38	262.8488	RPP38	265.2855
RPP40	101.8111	RPP40	84.3861
RPPH1	30.3475	RPPH1	19.2016
RPRD1A	1921.1943	RPRD1A	1288.5296
RPRD1B	906.9995	RPRD1B	988.378
RPRD2	1479.6867	RPRD2	1570.9955
removed	removed	RPRM	5.5584
RPS10P7	124.327	RPS10P7	76.3012
RPS10	4574.6451	RPS10	5446.6902
RPS11	13966.2261	RPS11	19951.4907
RPS12	9415.5653	RPS12	14150.0758
RPS13	5543.8081	RPS13	7884.285
RPS14	8674.4983	RPS14	13114.7044
removed	removed	RPS15AP10	8.0849
RPS15A	6380.3231	RPS15A	10626.0738
RPS15	3453.255	RPS15	2713.4917
