gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
ANKS1A	1379.583	ANKS1A	1294.7167
ANKS1B	118.6197	ANKS1B	135.5824
ANKS3	208.8426	ANKS3	188.8394
ANKS6	73.3285	ANKS6	183.9593
ANKZF1	423.0769	ANKZF1	640.5686
ANLN	609.6334	ANLN	252.0687
ANO10	531.9914	ANO10	592.404
ANO1	5745.1474	ANO1	5585.1899
ANO2	15.0971	ANO2	37.7679
removed	removed	ANO3	25.0371
ANO5	30.5536	ANO5	74.8992
ANO6	3034.1481	ANO6	4051.7717
ANO7	12.5809	ANO7	16.9743
ANO8	226.8152	ANO8	255.6758
ANO9	98.1308	ANO9	103.9677
ANP32A	1929.1876	ANP32A	2085.7203
ANP32B	2209.5615	ANP32B	1568.6399
ANP32E	2726.8152	ANP32E	1356.4609
ANPEP	1360.1725	ANPEP	5911.3091
ANTXR1	2851.9051	ANTXR1	2987.2693
ANTXR2	782.1711	ANTXR2	1522.1727
ANUBL1	217.4694	ANUBL1	316.5712
ANXA11	1481.6679	ANXA11	2144.9183
ANXA1	1984.5435	ANXA1	8211.5425
ANXA2P1	60.0288	ANXA2P1	53.8935
ANXA2P2	3936.0173	ANXA2P2	3111.1818
ANXA2	12006.1107	ANXA2	9332.2724
ANXA3	132.9978	ANXA3	827.7106
ANXA4	1013.6592	ANXA4	1157.6491
ANXA5	6241.1934	ANXA5	8071.2922
ANXA6	2689.0726	ANXA6	4309.3571
ANXA7	2753.4148	ANXA7	3309.7815
removed	removed	ANXA8L2	93.3588
ANXA8	8.2674	ANXA8	171.2285
ANXA9	772.4659	ANXA9	300.6578
AOAH	181.1646	AOAH	95.4806
AOC2	11.862	AOC2	48.589
AOC3	864.8454	AOC3	2833.2272
AOX1	733.2854	AOX1	690.2185
AP1AR	1044.5723	AP1AR	1017.6109
AP1B1	1961.179	AP1B1	1308.9327
AP1G1	2991.0137	AP1G1	3079.1428
AP1G2	675.1078	AP1G2	1105.4827
AP1M1	703.4508	AP1M1	630.1719
AP1M2	821.3515	AP1M2	981.9648
AP1S1	647.376	AP1S1	394.4409
AP1S2	547.0884	AP1S2	436.8767
AP1S3	327.8217	AP1S3	189.2637
AP2A1	1982.7606	AP2A1	1129.1874
AP2A2	1175.0539	AP2A2	1198.8118
AP2B1	12225.7369	AP2B1	10540.4201
AP2M1	6802.3005	AP2M1	3574.7931
AP2S1	1200.2157	AP2S1	740.0806
AP3B1	1843.9971	AP3B1	1862.7201
AP3B2	23.7239	AP3B2	66.4121
AP3D1	2391.0855	AP3D1	1878.8457
AP3M1	1744.069	AP3M1	1860.8105
AP3M2	658.5191	AP3M2	650.7532
AP3S1	1692.3077	AP3S1	930.1931
AP3S2	2648.9612	AP3S2	1837.613
AP4B1	317.3688	AP4B1	337.666
AP4E1	468.7275	AP4E1	609.5905
AP4M1	364.3206	AP4M1	268.0289
AP4S1	54.2775	AP4S1	82.962
APAF1	476.6355	APAF1	643.1148
APBA1	64.7017	APBA1	279.652
APBA2	86.9878	APBA2	86.3569
APBA3	71.8907	APBA3	89.3274
APBB1IP	171.0999	APBB1IP	378.7397
APBB1	601.0065	APBB1	431.5722
APBB2	4119.6981	APBB2	2880.5432
APBB3	201.6535	APBB3	403.3524
removed	removed	APC2	6.1935
APCDD1L	6.4702	APCDD1L	191.1734
APCDD1	90.5823	APCDD1	736.6858
APC	1301.2221	APC	1871.2073
APEH	1135.8735	APEH	1026.098
APEX1	2000.3595	APEX1	2733.7153
APEX2	570.8124	APEX2	378.9518
APH1A	7304.4572	APH1A	4016.7621
APH1B	439.9712	APH1B	954.8059
API5	3585.9094	API5	3465.0965
APIP	399.1733	APIP	449.1513
APITD1	298.5011	APITD1	240.2716
APLF	75.4853	APLF	131.3388
APLNR	547.4479	APLNR	589.4335
APLN	190.151	APLN	110.1209
APLP1	129.4033	APLP1	46.6794
APLP2	9078.0014	APLP2	10495.226
APOA1BP	2201.294	APOA1BP	1173.3503
APOB48R	204.1697	APOB48R	34.5852
removed	removed	APOBEC2	8.6993
APOBEC3A	148.0949	APOBEC3A	17.3987
APOBEC3B	264.9173	APOBEC3B	84.4473
APOBEC3C	92.3796	APOBEC3C	209.4208
APOBEC3D	42.0561	APOBEC3D	66.8364
APOBEC3F	248.023	APOBEC3F	226.3951
APOBEC3G	230.0503	APOBEC3G	308.2962
APOBEC3H	6.8296	removed	removed
APOB	5.3918	APOB	43.4967
APOC1	291.1574	APOC1	150.6471
APOC2	35.9454	APOC2	9.3359
APOD	41727.5341	APOD	32940.3777
APOE	1250.5392	APOE	387.6512
removed	removed	APOF	13.5795
APOL1	1523.3645	APOL1	752.387
APOL2	1079.7987	APOL2	481.4343
APOL3	686.5564	APOL3	715.2557
APOL4	341.4809	APOL4	340.3352
APOL6	4003.2351	APOL6	3213.6643
APOLD1	443.2063	APOLD1	1848.5041
APOM	8.6269	APOM	29.9173
APOOL	40.9777	APOOL	162.5292
APOO	243.7096	APOO	201.7823
APPBP2	2059.3098	APPBP2	2191.3855
APPL1	1950.7549	APPL1	2482.4952
APPL2	909.4177	APPL2	1382.7711
APP	22089.8634	APP	23928.0713
APRT	907.9799	APRT	579.0367
APTX	652.7678	APTX	528.3259
AQP11	8.2674	AQP11	57.0762
AQP1	5131.4558	AQP1	6749.4165
AQP3	260.9633	AQP3	498.4087
removed	removed	AQP4	42.4358
removed	removed	AQP5	150.435
removed	removed	AQP6	9.7602
removed	removed	AQP7P1	95.6928
removed	removed	AQP7P3	8.9115
AQP7	24.0834	AQP7	465.0965
AQP9	121.4953	AQP9	30.3416
removed	removed	AQPEP	88.6909
AQR	1266.7146	AQR	1651.3898
ARAF	842.9188	ARAF	859.5374
ARAP1	1162.0992	ARAP1	1257.4475
ARAP2	804.8167	ARAP2	665.3936
ARAP3	294.0331	ARAP3	408.0204
ARCN1	4181.1646	ARCN1	4148.7375
ARC	5.0324	ARC	71.7165
AREG	759.885	AREG	2334.8186
ARF1	12700.9346	ARF1	6684.2775
ARF3	8423.7958	ARF3	5524.931
ARF4	4203.8102	ARF4	3548.2707
ARF5	1832.8541	ARF5	1317.7976
ARF6	3069.3746	ARF6	3164.4388
ARFGAP1	1454.7088	ARFGAP1	680.6705
ARFGAP2	1745.5068	ARFGAP2	1474.8568
ARFGAP3	1967.6492	ARFGAP3	1369.1916
ARFGEF1	4222.8613	ARFGEF1	3730.4074
ARFGEF2	4263.839	ARFGEF2	4326.968
ARFIP1	1388.2099	ARFIP1	1631.0206
ARFIP2	1451.1143	ARFIP2	1415.4466
ARFRP1	445.7225	ARFRP1	226.8194
ARG2	462.0129	ARG2	262.5377
ARGLU1	1221.4234	ARGLU1	3354.9756
ARHGAP10	116.8224	ARHGAP10	345.8519
ARHGAP11A	1422.358	ARHGAP11A	352.8538
ARHGAP11B	53.918	ARHGAP11B	23.1615
ARHGAP12	1086.6283	ARHGAP12	1879.6945
ARHGAP15	88.0661	ARHGAP15	60.0467
ARHGAP17	1013.6592	ARHGAP17	1022.9153
ARHGAP18	408.3393	ARHGAP18	830.8933
ARHGAP19	468.0086	ARHGAP19	925.7373
ARHGAP1	2949.317	ARHGAP1	2360.0679
ARHGAP20	49.2451	ARHGAP20	368.9794
ARHGAP21	2657.4407	ARHGAP21	2759.8133
ARHGAP22	28.3968	ARHGAP22	26.5224
ARHGAP23	744.069	ARHGAP23	658.1795
ARHGAP24	141.2653	ARHGAP24	307.2353
ARHGAP25	236.8799	ARHGAP25	310.6302
ARHGAP26	635.1546	ARHGAP26	820.9209
ARHGAP27	604.601	ARHGAP27	506.1638
ARHGAP28	50.3235	ARHGAP28	223.0002
ARHGAP29	2626.5277	ARHGAP29	3664.3327
ARHGAP30	742.2717	ARHGAP30	420.1146
ARHGAP31	805.895	ARHGAP31	908.9752
ARHGAP32	1656.3623	ARHGAP32	2070.6556
ARHGAP33	140.1869	ARHGAP33	205.3893
ARHGAP36	16.5349	ARHGAP36	6.1532
ARHGAP39	439.9712	ARHGAP39	258.8585
ARHGAP42	86.9878	ARHGAP42	288.5635
ARHGAP4	284.6873	ARHGAP4	193.5073
ARHGAP5	2077.2825	ARHGAP5	4306.8109
ARHGAP6	59.6693	ARHGAP6	175.2599
ARHGAP8	409.9533	ARHGAP8	385.6843
ARHGAP9	122.2142	ARHGAP9	98.0267
ARHGDIA	5593.0985	ARHGDIA	2434.9671
ARHGDIB	2967.6492	ARHGDIB	3536.8131
removed	removed	ARHGDIG	9.7857
ARHGEF10L	783.9684	ARHGEF10L	783.153
ARHGEF10	335.7297	ARHGEF10	768.937
ARHGEF11	2330.6973	ARHGEF11	1509.0176
ARHGEF12	4933.5011	ARHGEF12	6004.0314
ARHGEF15	562.1855	ARHGEF15	500.1061
ARHGEF16	281.0927	ARHGEF16	261.4046
ARHGEF17	916.9662	ARHGEF17	1305.9622
ARHGEF18	729.3314	ARHGEF18	785.0626
ARHGEF19	548.5262	ARHGEF19	384.2563
ARHGEF1	1049.6046	ARHGEF1	785.6991
ARHGEF2	1952.5521	ARHGEF2	1595.1623
removed	removed	ARHGEF33	15.4891
ARHGEF35	523.005	ARHGEF35	441.5447
ARHGEF37	438.174	ARHGEF37	1157.2247
ARHGEF38	39.5399	ARHGEF38	68.9582
ARHGEF3	685.4781	ARHGEF3	828.3471
ARHGEF4	19.4105	ARHGEF4	83.1742
ARHGEF5	624.7304	ARHGEF5	614.6828
ARHGEF6	1793.3142	ARHGEF6	2303.2039
ARHGEF7	1051.4019	ARHGEF7	1437.3011
ARHGEF9	331.7757	ARHGEF9	730.5326
ARID1A	4715.3127	ARID1A	3832.5907
ARID1B	1895.7584	ARID1B	2063.8659
ARID2	1904.0259	ARID2	2332.6968
ARID3A	89.504	ARID3A	69.1704
ARID3B	97.0525	ARID3B	108.2113
ARID4A	489.2164	ARID4A	1091.4492
ARID4B	2836.0891	ARID4B	2590.07
ARID5A	415.5284	ARID5A	610.0149
ARID5B	2190.8699	ARID5B	2945.6822
ARIH1	2122.9331	ARIH1	2501.5913
ARIH2	1199.1373	ARIH2	1439.8366
ARL10	39.5399	ARL10	74.0505
ARL11	30.913	ARL11	17.6109
ARL13B	323.8677	ARL13B	421.5998
ARL15	438.8929	ARL15	714.8313
ARL16	431.7038	ARL16	391.4704
ARL17A	55.2408	ARL17A	63.3673
ARL1	1846.8728	ARL1	2420.9633
ARL2BP	910.1366	ARL2BP	1131.9754
ARL2	518.3321	ARL2	464.8844
ARL3	1461.8979	ARL3	1011.882
ARL4A	237.2394	ARL4A	596.2232
ARL4C	1069.3746	ARL4C	1327.6045
ARL4D	63.6233	ARL4D	115.6376
ARL5A	1039.1804	ARL5A	1152.3446
ARL5B	603.5226	ARL5B	676.0025
ARL6IP1	8970.5248	ARL6IP1	5093.571
ARL6IP4	776.7793	ARL6IP4	461.0651
ARL6IP5	2483.8246	ARL6IP5	3679.3974
ARL6IP6	349.7484	ARL6IP6	348.6102
ARL6	65.4206	ARL6	109.9088
ARL8A	1595.6147	ARL8A	965.627
ARL8B	5409.4177	ARL8B	2518.5657
ARL9	16.1754	ARL9	7.2141
ARMC10	691.0352	ARMC10	704.2606
ARMC1	1275.7009	ARMC1	1068.3217
ARMC2	43.4939	ARMC2	98.0267
ARMC3	156.7218	ARMC3	84.4473
removed	removed	ARMC4	8.0628
ARMC5	221.4234	ARMC5	154.2542
ARMC6	460.8124	ARMC6	292.3828
ARMC7	460.8196	ARMC7	222.788
ARMC8	722.5018	ARMC8	744.5364
ARMC9	346.5133	ARMC9	267.5578
ARMCX1	620.417	ARMCX1	1211.9669
ARMCX2	1397.5557	ARMCX2	1149.3741
ARMCX3	3288.6413	ARMCX3	3148.101
ARMCX5	303.3789	ARMCX5	505.8349
ARMCX6	256.2904	ARMCX6	210.6938
ARNT2	1969.087	ARNT2	979.843
ARNTL2	81.2365	ARNTL2	45.4063
ARNTL	214.5938	ARNTL	376.6179
ARNT	1824.9461	ARNT	1840.2292
ARPC1A	1685.6003	ARPC1A	1281.1373
ARPC1B	2587.9439	ARPC1B	691.2794
ARPC2	3168.2243	ARPC2	2776.7876
ARPC3	2139.468	ARPC3	1978.9943
ARPC4	5284.4105	ARPC4	2106.1532
ARPC5L	1000	ARPC5L	623.5943
ARPC5	4065.0611	ARPC5	2840.4413
ARPM1	68.6556	ARPM1	42.4358
ARPP19	5129.4033	ARPP19	5635.9007
ARRB1	375.629	ARRB1	541.481
ARRB2	624.7304	ARRB2	399.321
ARRDC1	418.0446	ARRDC1	387.2268
ARRDC2	301.941	ARRDC2	354.3391
ARRDC3	1730.0503	ARRDC3	4907.2777
ARRDC4	654.2056	ARRDC4	1449.3953
ARSA	482.3868	ARSA	329.0898
ARSB	310.9274	ARSB	250.3713
ARSD	2818.4759	ARSD	3603.0129
ARSE	8.2674	ARSE	17.3987
ARSG	434.5794	ARSG	293.2315
ARSI	33.0697	ARSI	7.8506
ARSJ	66.1395	ARSJ	380.6493
ARSK	222.8613	ARSK	193.083
removed	removed	ART4	8.6993
ART5	6.8296	ART5	9.1237
ARTN	129.4033	ARTN	37.3435
ARV1	431.3444	ARV1	465.9453
ARVCF	250.5392	ARVCF	260.9803
removed	removed	ARX	14.4282
AR	1168.2243	AR	1332.4846
AS3MT	236.5205	AS3MT	387.0146
ASAH1	3067.2178	ASAH1	7636.7494
ASAH2B	7.1891	ASAH2B	22.7032
ASAH2	9.3458	ASAH2	29.0685
ASAM	200.2157	ASAM	936.7706
ASAP1	1573.3285	ASAP1	1531.933
ASAP2	1326.0244	ASAP2	1274.1354
ASAP3	802.3005	ASAP3	927.2226
ASB13	1536.6643	ASB13	1217.4836
ASB14	14.7376	ASB14	26.3102
ASB16	22.7211	ASB16	16.376
ASB1	270.2768	ASB1	558.4468
ASB2	14.0187	ASB2	24.1884
ASB3	245.8663	ASB3	335.0308
ASB6	871.2617	ASB6	605.4445
ASB7	670.0216	ASB7	668.1519
ASB8	934.5794	ASB8	1022.2788
ASB9	32.7103	ASB9	20.5814
ASCC1	425.2336	ASCC1	455.5485
ASCC2	926.312	ASCC2	662.2109
ASCC3	1501.0784	ASCC3	1538.2983
ASCL2	7.5485	ASCL2	15.2769
ASF1A	433.8605	ASF1A	663.0596
ASF1B	347.9511	ASF1B	140.0382
ASGR1	7.908	removed	removed
ASGR2	7.5485	removed	removed
ASH1L	6053.0194	ASH1L	5222.2958
ASH2L	856.2185	ASH2L	1058.3492
ASL	282.5306	ASL	245.4912
ASMTL	354.7807	ASMTL	341.5913
ASNA1	935.6578	ASNA1	741.7781
ASNSD1	1130.1222	ASNSD1	1163.8022
ASNS	300.8627	ASNS	465.5209
ASPA	6.8296	ASPA	58.7736
ASPHD1	9.3458	ASPHD1	8.0628
ASPHD2	137.6707	ASPHD2	56.0153
ASPH	12258.3501	ASPH	10105.7585
ASPM	1038.821	ASPM	370.4647
ASPN	696.9806	ASPN	666.0301
ASPRV1	25.2336	ASPRV1	54.7868
ASPSCR1	289.3602	ASPSCR1	186.2932
ASRGL1	129.4033	ASRGL1	122.8517
ASS1	1090.9418	ASS1	1048.1647
ASTE1	96.0532	ASTE1	237.3117
ASTN1	65.4206	ASTN1	140.8869
ASTN2	107.8361	ASTN2	197.5387
ASXL1	2394.6801	ASXL1	2250.3713
ASXL2	1254.8526	ASXL2	1375.557
removed	removed	ASXL3	15.9134
ATAD1	1398.9935	ATAD1	1844.6849
ATAD2B	682.243	ATAD2B	686.8237
ATAD2	1746.9446	ATAD2	1060.8954
ATAD3A	481.6679	ATAD3A	178.2304
ATAD3B	192.6671	ATAD3B	152.5568
ATAD3C	46.3695	ATAD3C	50.0743
ATAD5	303.0194	ATAD5	221.3028
ATE1	367.3616	ATE1	490.1337
ATF1	627.9655	ATF1	672.1833
ATF2	890.0072	ATF2	761.0864
ATF3	355.1402	ATF3	5768.0883
ATF4	4676.4917	ATF4	4467.8549
ATF5	828.5406	ATF5	622.5334
ATF6B	1730.4098	ATF6B	1385.1369
ATF6	3859.0942	ATF6	2570.7617
ATF7IP2	173.2566	ATF7IP2	178.0182
ATF7IP	1445.7225	ATF7IP	1938.6802
ATF7	1791.7218	ATF7	2464.6913
ATG10	87.3472	ATG10	143.4331
ATG12	871.3156	ATG12	708.8903
ATG16L1	734.0043	ATG16L1	948.0161
ATG16L2	232.0237	ATG16L2	472.875
ATG2A	557.872	ATG2A	501.5913
ATG2B	1156.0029	ATG2B	2036.4948
ATG3	584.1121	ATG3	707.8294
ATG4A	328.1812	ATG4A	319.3295
ATG4B	619.6981	ATG4B	667.091
ATG4C	144.1409	ATG4C	204.965
ATG4D	255.9166	ATG4D	299.111
ATG5	879.583	ATG5	884.5746
ATG7	637.5773	ATG7	544.6807
ATG9A	1164.5255	ATG9A	915.7013
ATG9B	16.8692	ATG9B	19.9088
ATHL1	237.5988	ATHL1	395.9262
ATIC	1504.6729	ATIC	1207.299
ATL1	114.3063	ATL1	389.773
ATL2	1257.7283	ATL2	1929.5565
ATL3	803.3789	ATL3	825.1644
ATMIN	1601.7254	ATMIN	2016.9743
ATM	1180.8052	ATM	2231.4853
ATN1	3638.0302	ATN1	3818.1625
ATOH8	37.0237	ATOH8	111.394
ATOX1	803.3789	ATOX1	517.5048
ATP10A	605.3199	ATP10A	199.6605
removed	removed	ATP10B	19.9448
ATP10D	309.4896	ATP10D	574.3688
ATP11A	1091.3012	ATP11A	784.6382
ATP11B	2620.0575	ATP11B	2148.9497
ATP11C	1158.8785	ATP11C	1104.1799
ATP13A1	1595.6147	ATP13A1	1122.2151
ATP13A2	1058.5909	ATP13A2	1046.8916
ATP13A3	13580.8771	ATP13A3	5789.7305
ATP13A4	19.4105	ATP13A4	120.7299
removed	removed	ATP13A5	46.4672
ATP1A1	9063.6233	ATP1A1	9922.3276
ATP1A2	25.8807	ATP1A2	238.7015
ATP1A3	6.8296	removed	removed
ATP1A4	13.2998	ATP1A4	20.3692
ATP1B1	8277.8289	ATP1B1	4468.6081
ATP1B2	35.5859	ATP1B2	79.5672
ATP1B3	3330.6973	ATP1B3	1078.5063
ATP2A1	5.3918	ATP2A1	11.4577
ATP2A2	8461.8979	ATP2A2	4922.979
ATP2A3	3601.0065	ATP2A3	1083.5986
ATP2B1	1028.0374	ATP2B1	1448.1222
ATP2B2	6.8296	removed	removed
ATP2B4	7804.8167	ATP2B4	4041.3749
ATP2C1	1266.6355	ATP2C1	2381.6147
ATP2C2	91.6607	ATP2C2	182.6862
ATP5A1	6339.6837	ATP5A1	9322.7244
ATP5B	8840.762	ATP5B	9420.9633
ATP5C1	2994.9676	ATP5C1	2677.9122
ATP5D	251.977	ATP5D	219.6053
ATP5EP2	26.5996	ATP5EP2	21.8544
ATP5E	3406.1826	ATP5E	2628.6866
ATP5F1	1496.4055	ATP5F1	1936.7706
ATP5G1	542.775	ATP5G1	401.8672
ATP5G2	3733.6449	ATP5G2	3473.7959
ATP5G3	2217.4694	ATP5G3	1936.5585
ATP5H	2151.6894	ATP5H	1603.4373
ATP5I	1266.5672	ATP5I	700.9824
ATP5J2	739.0367	ATP5J2	762.1303
ATP5J	966.4378	ATP5J	1164.1439
ATP5L	1281.8116	ATP5L	1527.0528
ATP5O	1634.7951	ATP5O	2190.5368
ATP5SL	568.2962	ATP5SL	396.1383
ATP5S	53.918	ATP5S	130.278
ATP6AP1L	56.0748	ATP6AP1L	100.9972
ATP6AP1	7503.2351	ATP6AP1	4373.6474
ATP6AP2	4895.0395	ATP6AP2	5312.1154
ATP6V0A1	1640.1869	ATP6V0A1	1621.2603
ATP6V0A2	433.8605	ATP6V0A2	530.4477
ATP6V0A4	74.7664	ATP6V0A4	102.5398
ATP6V0B	2410.8555	ATP6V0B	1417.5684
ATP6V0C	1836.8081	ATP6V0C	1123.8086
ATP6V0D1	1129.7628	ATP6V0D1	952.0475
ATP6V0D2	6.4702	ATP6V0D2	8.275
ATP6V0E1	2215.6722	ATP6V0E1	2070.8678
ATP6V0E2	1119.3278	ATP6V0E2	785.0095
ATP6V1A	1540.2588	ATP6V1A	1867.8124
ATP6V1B1	447.8792	ATP6V1B1	415.2345
ATP6V1B2	1323.5083	ATP6V1B2	1767.8761
ATP6V1C1	3258.4472	ATP6V1C1	2450.6684
ATP6V1C2	61.8009	ATP6V1C2	70.9378
ATP6V1D	825.665	ATP6V1D	833.8638
ATP6V1E1	2209.5615	ATP6V1E1	1553.363
ATP6V1E2	63.2638	ATP6V1E2	66.4121
ATP6V1F	1133.7132	ATP6V1F	741.5659
ATP6V1G1	2428.8282	ATP6V1G1	2899.0028
ATP6V1G2	13.6592	ATP6V1G2	22.8262
ATP6V1H	1373.8318	ATP6V1H	1298.1116
ATP7A	813.4436	ATP7A	1514.7464
ATP7B	370.2372	ATP7B	209.8451
ATP8A1	506.1107	ATP8A1	625.5039
ATP8A2	6.4702	ATP8A2	20.5814
ATP8B1	3307.2214	ATP8B1	2420.9888
ATP8B2	1583.3932	ATP8B2	1402.7159
ATP8B3	65.0611	ATP8B3	22.2788
ATP8B4	69.734	ATP8B4	125.1857
ATP8B5P	27.3185	ATP8B5P	19.7327
ATP9A	3920.9202	ATP9A	3637.386
ATP9B	391.8045	ATP9B	594.3136
ATPAF1	937.1603	ATPAF1	1320.4031
ATPAF2	259.1661	ATPAF2	236.5797
ATPBD4	125.8088	ATPBD4	198.1753
ATPIF1	635.1546	ATPIF1	743.6877
ATRIP	325.0108	ATRIP	315.3363
ATRNL1	92.739	ATRNL1	229.1534
ATRN	3445.363	ATRN	3335.2429
ATRX	2819.9137	ATRX	4509.2298
ATR	786.1251	ATR	1089.3274
ATXN10	2525.8807	ATXN10	1863.3567
ATXN1L	1536.7649	ATXN1L	1869.9491
ATXN1	1511.1431	ATXN1	1221.7271
ATXN2L	2571.1718	ATXN2L	1816.4651
ATXN2	596.693	ATXN2	770.2101
ATXN3	421.2797	ATXN3	734.7762
ATXN7L1	198.7779	ATXN7L1	269.4674
ATXN7L2	49.9641	ATXN7L2	80.8402
ATXN7L3B	1737.5988	ATXN7L3B	2626.777
ATXN7L3	2883.8965	ATXN7L3	1300.8699
ATXN7	1026.2401	ATXN7	1175.8965
AUH	246.5852	AUH	359.2192
AUP1	1766.6751	AUP1	1179.1683
AURKAIP1	686.9159	AURKAIP1	339.4865
AURKAPS1	8.2674	AURKAPS1	8.9115
AURKA	429.5471	AURKA	155.9516
AURKB	214.2344	AURKB	41.7993
AURKC	9.3458	AURKC	15.9134
AUTS2	1207.0453	AUTS2	1462.126
AVEN	89.1445	AVEN	120.0934
AVIL	54.9964	AVIL	79.5672
AVL9	818.1165	AVL9	821.133
AVPI1	65.78	AVPI1	185.0202
AVPR1A	72.2502	AVPR1A	71.7165
AVPR2	9.7052	AVPR2	24.4006
AXIN1	1255.5715	AXIN1	441.5447
AXIN2	498.6449	AXIN2	360.7044
AXL	1159.5974	AXL	1032.2512
AZGP1	5942.4874	AZGP1	17822.4061
AZI1	241.9123	AZI1	103.9677
AZI2	898.6341	AZI2	1175.6843
AZIN1	8811.6463	AZIN1	5111.6062
B2M	46707.7642	B2M	34731.5935
B3GALNT1	969.4464	B3GALNT1	604.9226
B3GALNT2	1945.8914	B3GALNT2	1002.0496
removed	removed	B3GALT1	16.3378
B3GALT2	8.2674	B3GALT2	9.1237
B3GALT4	124.0115	B3GALT4	79.1428
B3GALT5	206.6858	B3GALT5	232.7604
B3GALT6	464.7735	B3GALT6	358.7948
B3GALTL	231.4881	B3GALTL	327.3923
B3GAT1	11.1431	B3GAT1	21.0057
removed	removed	B3GAT2	11.0503
B3GAT3	347.5917	B3GAT3	221.0906
B3GNT1	253.4148	B3GNT1	446.2126
B3GNT2	883.8965	B3GNT2	1232.1239
B3GNT3	22.6456	B3GNT3	132.8241
B3GNT5	113.2279	B3GNT5	615.1072
B3GNT7	197.6995	B3GNT7	110.7575
B3GNT8	131.2006	B3GNT8	51.9839
B3GNT9	189.9641	B3GNT9	221.2094
B3GNTL1	46.6175	B3GNTL1	46.1129
B4GALNT1	96.693	B4GALNT1	19.6902
B4GALNT2	6.1107	removed	removed
B4GALNT3	886.7721	B4GALNT3	318.2686
B4GALNT4	390.3666	B4GALNT4	159.7708
B4GALT1	7825.3055	B4GALT1	4746.2338
B4GALT2	939.9712	B4GALT2	602.5886
B4GALT3	1886.4127	B4GALT3	962.4443
B4GALT4	532.3508	B4GALT4	461.4895
B4GALT5	3424.5147	B4GALT5	2173.3503
B4GALT6	73.3285	B4GALT6	204.3285
B4GALT7	492.8109	B4GALT7	236.1553
B9D1	77.5413	B9D1	112.0051
B9D2	94.8958	B9D2	55.5591
BAALC	46.729	BAALC	96.3293
BACE1	731.4881	BACE1	1241.0354
BACE2	3068.2962	BACE2	2396.7749
BACH1	1177.2106	BACH1	1319.1173
BACH2	272.4659	BACH2	393.1678
BAD	380.0395	BAD	325.4742
BAG1	1086.6319	BAG1	1057.7297
BAG2	139.8275	BAG2	97.178
BAG3	1961.5385	BAG3	1317.8443
BAG4	254.1337	BAG4	318.9052
BAG5	1182.6024	BAG5	1768.3004
BAGE2	12.9008	BAGE2	17.3647
BAHCC1	405.8231	BAHCC1	401.0185
BAHD1	832.1352	BAHD1	525.3554
BAI1	8.6269	BAI1	15.4891
BAI2	305.5356	BAI2	366.8576
removed	removed	BAI3	8.4872
BAIAP2L1	745.1474	BAIAP2L1	487.7997
BAIAP2	1118.2602	BAIAP2	658.1795
BAIAP3	340.5572	BAIAP3	519.4101
BAK1	491.7326	BAK1	235.731
BAMBI	882.0992	BAMBI	1494.8016
BANF1	1346.1538	BANF1	1015.9134
BANK1	23.005	BANK1	53.4691
BANP	175.4134	BANP	114.7889
BAP1	1124.7304	BAP1	956.5033
BARD1	235.0827	BARD1	197.3265
BARX1	7.908	removed	removed
BARX2	72.6096	BARX2	430.2992
BASP1	598.8497	BASP1	321.0269
BAT1	3182.243	BAT1	5630.6853
BAT2L1	6600.9705	BAT2L1	5921.6317
BAT2L2	13265.2768	BAT2L2	8591.7675
BAT2	5853.7024	BAT2	4627.8379
BAT3	2825.3055	BAT3	2840.4413
BAT4	296.5492	BAT4	180.7808
BAT5	743.3501	BAT5	666.8788
BATF2	191.5888	BATF2	58.3492
BATF3	27.6779	BATF3	18.2474
BATF	194.8239	BATF	39.041
BAX	516.1754	BAX	260.5559
BAZ1A	1785.4062	BAZ1A	1624.8674
BAZ1B	4914.0906	BAZ1B	2820.2843
BAZ2A	4435.5248	BAZ2A	4465.2854
BAZ2B	930.9741	BAZ2B	2164.9989
BBC3	136.9518	BBC3	67.6851
BBOX1	11.1431	BBOX1	266.7091
BBS10	230.0503	BBS10	499.8939
BBS12	220.3451	BBS12	227.456
BBS1	656.3623	BBS1	1017.1865
BBS2	531.2725	BBS2	1165.0753
BBS4	461.179	BBS4	535.3278
BBS5	206.312	BBS5	238.4872
BBS7	332.4946	BBS7	401.2306
BBS9	235.4421	BBS9	356.673
BBX	1684.0403	BBX	2936.1341
BCAM	5958.6628	BCAM	4884.5746
removed	removed	BCAN	16.9743
BCAP29	1424.5147	BCAP29	1372.3743
BCAP31	4392.5234	BCAP31	2755.9941
BCAR1	730.7692	BCAR1	439.2107
BCAR3	285.7656	BCAR3	545.7246
BCAS1	129.0439	BCAS1	178.0182
BCAS2	600.1366	BCAS2	792.3
BCAS3	622.2142	BCAS3	528.5381
BCAS4	948.5981	BCAS4	624.8674
BCAT1	264.9173	BCAT1	242.7329
BCAT2	307.3329	BCAT2	389.1364
BCCIP	1361.1107	BCCIP	1266.8173
BCDIN3D	382.6204	BCDIN3D	288.0968
BCHE	50.3235	BCHE	68.9582
BCKDHA	881.427	BCKDHA	663.0978
BCKDHB	341.4809	BCKDHB	616.8046
BCKDK	854.7807	BCKDK	707.1929
BCL10	428.1093	BCL10	592.404
