gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
DEDD2	326.1679	DEDD2	416.7224
DEDD	622.877	DEDD	694.5541
DEF6	333.8163	DEF6	324.0514
DEF8	420.6628	DEF8	631.4695
DEFB1	10.1156	DEFB1	281.8742
DEGS1	1317.5011	DEGS1	1818.3708
DEGS2	414.9882	DEGS2	160.6891
DEK	3119.5663	DEK	3827.43
DEM1	164.3176	DEM1	165.4414
DENND1A	478.8895	DENND1A	531.967
DENND1B	487.5248	DENND1B	290.1908
DENND1C	282.2512	DENND1C	215.9352
DENND2A	75.0038	DENND2A	96.8293
DENND2C	34.3587	DENND2C	103.3252
DENND2D	878.0874	DENND2D	652.8551
DENND3	404.8725	DENND3	480.8792
DENND4A	898.2866	DENND4A	897.4085
DENND4B	788.4948	DENND4B	809.6443
DENND4C	1969.3434	DENND4C	2960.1247
DENND5A	1701.1555	DENND5A	1792.5299
DENND5B	817.8869	DENND5B	600.8762
DENR	2070.4999	DENR	1767.58
DEPDC1B	120.6476	DEPDC1B	25.5439
DEPDC1	247.2165	DEPDC1	63.8598
DEPDC4	15.7903	DEPDC4	24.9499
DEPDC5	434.2326	DEPDC5	491.869
DEPDC6	2334.0001	DEPDC6	1413.8264
DEPDC7	23.192	DEPDC7	15.1481
DERA	721.1715	DERA	473.4536
DERL1	2332.7665	DERL1	1644.9098
DERL2	715.4969	DERL2	529.5909
DERL3	83.3924	DERL3	65.6419
DES	5.1812	DES	147.9171
DET1	200.0924	DET1	268.2112
DEXI	401.6651	DEXI	349.0013
DFFA	556.8539	DFFA	524.5415
DFFB	136.6846	DFFB	191.2824
DFNA5	221.0639	DFNA5	279.201
DFNB31	246.4763	DFNB31	361.7732
DFNB59	10.6091	DFNB59	65.3449
DGAT1	526.8697	DGAT1	426.9132
DGAT2	255.6051	DGAT2	247.1226
DGCR11	41.4495	DGCR11	22.8707
DGCR14	249.9305	DGCR14	307.4181
DGCR2	1961.4483	DGCR2	2908.7399
removed	removed	DGCR5	15.7422
DGCR6L	489.992	DGCR6L	441.9693
DGCR6	212.4286	DGCR6	271.7755
DGCR8	661.958	DGCR8	915.4229
DGKA	412.5209	DGKA	411.97
removed	removed	DGKB	8.3166
DGKD	548.9588	DGKD	611.272
DGKE	197.1317	DGKE	326.4276
DGKG	17.7641	DGKG	25.5439
DGKH	119.414	DGKH	91.4829
DGKI	330.6089	DGKI	14.8511
DGKQ	225.2581	DGKQ	313.3586
DGKZ	778.1645	DGKZ	587.2132
DGUOK	381.1871	DGUOK	572.065
DHCR24	10218.7755	DHCR24	5662.1371
DHCR7	500.8478	DHCR7	794.5348
DHDDS	1097.9176	DHDDS	686.7157
removed	removed	DHDH	6.5345
removed	removed	DHDPSL	8.3166
DHFRL1	328.8818	DHFRL1	452.365
DHFR	327.3373	DHFR	226.1706
DHH	10.1156	DHH	5.6434
DHODH	95.2351	DHODH	178.5104
DHPS	831.21	DHPS	825.7221
DHRS11	132.737	DHRS11	154.1546
DHRS12	188.7431	DHRS12	273.8546
DHRS13	189.3106	DHRS13	186.6904
DHRS1	266.7076	DHRS1	435.4348
DHRS3	819.1205	DHRS3	1150.9616
DHRS4L1	8.1419	DHRS4L1	21.6826
DHRS4L2	223.5434	DHRS4L2	268.9359
DHRS4	539.2058	DHRS4	573.6987
DHRS7B	433.2457	DHRS7B	453.2561
DHRS7	2345.5961	DHRS7	1197.8911
DHRS9	201.8195	removed	removed
DHRSX	407.9072	DHRSX	296.7253
DHTKD1	2367.061	DHTKD1	1004.5296
DHX15	2651.7794	DHX15	3541.6945
DHX16	984.6717	DHX16	965.3226
DHX29	1625.4115	DHX29	1548.9716
DHX30	1636.7607	DHX30	1732.2344
DHX32	1527.6055	DHX32	1307.1746
DHX33	512.4438	DHX33	598.203
DHX34	316.5457	DHX34	523.6504
DHX35	245.7362	DHX35	364.4464
DHX36	1249.4056	DHX36	1339.5708
DHX37	538.5964	DHX37	496.3243
DHX38	887.2161	DHX38	1472.6368
DHX40	1531.41	DHX40	2074.9981
DHX57	449.2827	DHX57	759.1891
DHX58	254.6182	DHX58	338.9025
DHX8	1267.6631	DHX8	1424.8162
DHX9	4599.4112	DHX9	5529.9621
DIABLO	697.6316	DIABLO	798.0307
DIAPH1	3225.9039	DIAPH1	2943.7885
DIAPH2	171.2258	DIAPH2	361.4762
DIAPH3	238.0877	DIAPH3	78.4139
DICER1	2871.8564	DICER1	2535.9768
DIDO1	1355.7432	DIDO1	2348.5557
DIMT1L	588.9279	DIMT1L	796.3169
DIO1	69.3292	DIO1	47.2266
DIO2	2339.1813	DIO2	1072.2507
DIP2A	827.0157	DIP2A	1073.1418
DIP2B	1560.77	DIP2B	2053.9096
DIP2C	793.9548	DIP2C	960.8673
DIRAS1	38.4888	DIRAS1	194.5496
DIRAS2	557.3474	DIRAS2	48.7117
DIRAS3	31.8273	DIRAS3	124.7494
DIRC2	296.909	DIRC2	313.0764
DIRC3	40.956	DIRC3	10.9898
DIS3L2	286.4455	DIS3L2	579.7876
DIS3L	1030.5622	DIS3L	1008.0939
DIS3	1414.3399	DIS3	1884.2771
DISC1	155.929	DISC1	398.7139
DISP1	138.6584	DISP1	223.9549
DISP2	59.4603	DISP2	48.1176
DIXDC1	2014.0003	DIXDC1	1262.642
DKC1	1498.3491	DKC1	1602.1386
removed	removed	DKFZP434L187	6.2315
DKFZP586I1420	206.5072	DKFZP586I1420	307.4181
DKFZP686I15217	35.2814	DKFZP686I15217	89.1067
DKFZp686O24166	114.7262	DKFZp686O24166	51.9789
DKFZp761E198	299.7685	DKFZp761E198	406.6236
DKK2	141.1256	DKK2	55.2462
DKK3	545.5047	DKK3	2563.0059
removed	removed	DKK4	18.4154
DLAT	1878.9441	DLAT	1076.409
DLC1	1085.088	DLC1	933.8383
DLD	3642.8659	DLD	1856.3897
removed	removed	DLEC1	32.3754
DLEU1	125.8288	DLEU1	81.3841
removed	removed	DLEU2L	14.5541
DLEU2	50.1218	DLEU2	44.2266
DLG1	1785.779	DLG1	2076.4833
DLG2	35.5281	DLG2	70.9883
DLG3	1134.9261	DLG3	1427.7864
DLG4	269.4635	DLG4	199.3466
DLG5	7015.0766	DLG5	4847.9988
removed	removed	DLGAP1	35.6427
removed	removed	DLGAP2	15.7422
DLGAP4	1382.3893	DLGAP4	1289.671
DLGAP5	211.9351	DLGAP5	43.6623
removed	removed	DLK1	152.6695
removed	removed	DLK2	103.6608
DLL1	78.4579	DLL1	206.4305
DLL4	273.6159	DLL4	437.5139
DLST	2488.202	DLST	2102.0272
removed	removed	DLX1	8.0196
DLX2	185.7825	DLX2	43.3653
removed	removed	DLX3	19.3065
DLX4	7.4017	DLX4	5.0494
DLX5	10.6091	DLX5	6.5345
DMAP1	401.4184	DMAP1	608.0048
DMBT1	5.1812	DMBT1	8.3166
DMC1	24.6723	DMC1	15.4452
DMD	256.592	DMD	3167.4464
DMGDH	9.3755	DMGDH	22.5737
DMKN	71.5497	DMKN	474.3447
DMP1	10.8558	removed	removed
DMPK	224.7647	DMPK	315.4377
DMRT1	9.3755	removed	removed
removed	removed	DMRT2	9.2077
DMRT3	18.2575	DMRT3	10.3958
removed	removed	DMRTA1	14.5541
removed	removed	DMRTC1B	16.3362
DMTF1	787.0243	DMTF1	1575.7392
DMWD	297.0546	DMWD	342.7638
DMXL1	2169.4358	DMXL1	2056.2857
DMXL2	1225.4734	DMXL2	512.0665
DNA2	192.444	DNA2	125.9375
DNAH10	9.1288	DNAH10	16.6333
removed	removed	DNAH11	8.1414
removed	removed	DNAH12	8.9107
DNAH14	111.5188	DNAH14	107.2251
DNAH17	11.2604	DNAH17	24.9499
DNAH1	87.34	DNAH1	341.5757
DNAH2	12.8296	DNAH2	54.3551
DNAH5	907.6941	DNAH5	541.1747
removed	removed	DNAH6	63.8598
DNAH7	80.6784	DNAH7	97.7204
removed	removed	DNAH9	8.6136
DNAJA1	3706.2737	DNAJA1	2289.7453
DNAJA2	1304.9182	DNAJA2	1685.0078
DNAJA3	1256.3138	DNAJA3	1052.9442
DNAJA4	1521.5411	DNAJA4	478.503
DNAJB11	1195.1265	DNAJB11	782.6539
DNAJB12	1123.8235	DNAJB12	1436.4001
DNAJB14	675.5277	DNAJB14	536.7194
DNAJB1	2379.1504	DNAJB1	1907.7746
DNAJB2	841.8191	DNAJB2	1783.6192
DNAJB4	550.4391	DNAJB4	771.367
DNAJB5	248.6968	DNAJB5	97.1263
DNAJB6	2068.7728	DNAJB6	1854.0135
DNAJB9	1599.5056	DNAJB9	1022.648
DNAJC10	2542.4811	DNAJC10	2658.9441
DNAJC11	1023.2641	DNAJC11	881.6069
DNAJC12	925.7049	DNAJC12	275.6367
DNAJC13	4234.0144	DNAJC13	2093.7106
DNAJC14	1207.9462	DNAJC14	1004.4553
DNAJC15	736.4683	DNAJC15	622.2618
DNAJC16	968.1413	DNAJC16	913.9378
DNAJC17	214.1556	DNAJC17	296.7253
DNAJC18	141.3723	DNAJC18	293.4581
DNAJC19	629.884	DNAJC19	567.6097
DNAJC1	1465.7817	DNAJC1	873.5427
DNAJC21	1512.1656	DNAJC21	1316.9971
DNAJC22	38.9822	DNAJC22	66.236
DNAJC24	407.6901	DNAJC24	411.3076
DNAJC25	187.2628	DNAJC25	291.3789
DNAJC27	99.9228	DNAJC27	308.3092
DNAJC28	29.1133	DNAJC28	27.9201
DNAJC2	729.5107	DNAJC2	856.0986
DNAJC30	272.629	DNAJC30	234.3506
DNAJC3	3994.9397	DNAJC3	2816.3659
DNAJC4	618.6926	DNAJC4	533.3244
DNAJC5B	40.4626	removed	removed
DNAJC5	2143.0365	DNAJC5	1631.2468
DNAJC6	22.2051	DNAJC6	71.8794
DNAJC7	1998.0102	DNAJC7	1541.4391
DNAJC8	1864.2394	DNAJC8	1639.2664
DNAJC9	696.7459	DNAJC9	630.2814
DNAL1	652.089	DNAL1	468.4042
DNAL4	329.622	DNAL4	406.6236
DNALI1	467.0467	DNALI1	255.4392
DNASE1L1	764.5725	DNASE1L1	284.6068
DNASE1L3	11.596	DNASE1L3	83.7603
DNASE1	26.8928	DNASE1	56.1372
DNASE2	1331.3176	DNASE2	854.5333
DND1	48.4761	DND1	70.5369
removed	removed	DNER	40.6921
DNHD1	103.6237	DNHD1	289.0027
DNLZ	60.6939	DNLZ	46.6325
DNM1L	2454.6477	DNM1L	1537.9817
DNM1P35	8.1419	DNM1P35	32.6725
DNM1	1120.8628	DNM1	153.2635
DNM2	2220.0856	DNM2	1793.2219
DNM3	264.2404	DNM3	149.9963
DNMBP	1003.2746	DNMBP	1283.6326
DNMT1	1720.6466	DNMT1	1111.4576
DNMT3A	451.9966	DNMT3A	465.434
DNMT3B	50.8249	DNMT3B	62.3747
DNPEP	895.8514	DNPEP	1172.6442
DNTTIP1	367.8641	DNTTIP1	446.4246
DNTTIP2	1301.2174	DNTTIP2	1905.6954
DOC2A	36.9147	DOC2A	42.8009
DOC2B	25.9059	DOC2B	17.8213
DOCK10	2008.0789	DOCK10	673.6467
DOCK11	1472.6899	DOCK11	483.8494
DOCK1	1938.503	DOCK1	3412.1928
DOCK2	1151.7032	DOCK2	428.3062
DOCK3	6.9082	DOCK3	8.6136
DOCK4	1252.613	DOCK4	752.3576
DOCK5	1422.1117	DOCK5	710.1804
DOCK6	467.0467	DOCK6	528.9968
DOCK7	1338.4726	DOCK7	2261.8252
DOCK8	1557.5552	DOCK8	1054.4293
DOCK9	1911.6102	DOCK9	2477.4634
DOHH	162.8372	DOHH	115.5417
DOK1	433.9859	DOK1	114.9476
DOK2	210.4548	DOK2	37.7218
DOK3	330.6089	DOK3	55.5432
DOK4	217.6097	DOK4	321.6752
DOK5	37.9954	DOK5	135.7392
DOK6	113.2459	DOK6	58.2164
DOK7	5.1812	DOK7	10.3958
DOLK	294.3406	DOLK	204.9454
DOLPP1	388.0954	DOLPP1	329.1008
DOM3Z	392.8497	DOM3Z	435.0783
DONSON	230.9155	DONSON	147.133
DOPEY1	678.4588	DOPEY1	1698.1332
DOPEY2	3480.0287	DOPEY2	1244.5237
DOT1L	747.5709	DOT1L	455.0353
DPAGT1	1192.0819	DPAGT1	791.9151
DPCD	289.754	DPCD	178.8787
DPEP1	26.1526	removed	removed
DPEP2	22.6985	DPEP2	16.3362
DPF2	832.1969	DPF2	960.8673
DPF3	11.596	DPF3	52.87
DPH1	619.941	DPH1	730.3453
DPH2	533.1685	DPH2	485.6315
DPH3B	16.2837	DPH3B	16.3362
DPH3	702.914	DPH3	498.1065
DPH5	488.1144	DPH5	512.7853
DPM1	632.8446	DPM1	626.1231
DPM2	562.5286	DPM2	444.3454
DPM3	187.5095	DPM3	173.164
DPP3	1429.7601	DPP3	553.7566
DPP4	4951.7317	DPP4	326.4276
DPP7	1543.006	DPP7	1199.3763
DPP8	970.8552	DPP8	914.8288
DPP9	1513.8927	DPP9	861.0678
DPT	610.1461	DPT	656.7164
DPY19L1	643.9472	DPY19L1	382.2678
DPY19L2P2	6.6615	DPY19L2P2	16.9303
DPY19L2P4	6.6615	DPY19L2P4	6.8315
DPY19L2	7.155	DPY19L2	120.8881
DPY19L3	828.9895	DPY19L3	554.2437
DPY19L4	1011.3178	DPY19L4	1263.2361
DPY30	356.0214	DPY30	442.5514
DPYD	1233.3686	DPYD	777.6045
DPYSL2	1414.9567	DPYSL2	2639.6376
DPYSL3	3465.9655	DPYSL3	2622.1133
DPYSL4	24.1789	DPYSL4	107.8191
removed	removed	DPYS	6.2375
DR1	1222.0193	DR1	1094.2303
DRAM1	883.2685	DRAM1	642.7564
DRAM2	1299.7371	DRAM2	1224.9202
DRAP1	739.6757	DRAP1	545.036
removed	removed	DRD2	78.1169
DRG1	1183.5305	DRG1	1093.6363
DRG2	513.9241	DRG2	584.837
DRP2	8.3886	removed	removed
removed	removed	DSC1	79.8871
DSC2	979.7373	DSC2	3775.7481
DSC3	60.4471	DSC3	795.7229
removed	removed	DSCAML1	13.9601
removed	removed	DSCAM	8.0196
DSCC1	138.1649	DSCC1	104.5519
DSCR3	1267.9098	DSCR3	872.0576
DSCR6	16.037	DSCR6	7.7226
DSEL	245.2427	DSEL	388.5052
DSE	1070.1119	DSE	737.7144
DSG1	8.1419	DSG1	357.6149
DSG2	718.951	DSG2	8013.9214
DSG3	36.0216	DSG3	359.397
DSN1	358.4886	DSN1	324.6454
DSP	15759.4352	DSP	17200.5643
DSTN	10314.7508	DSTN	9363.3326
DSTYK	543.0374	DSTYK	1060.3698
DST	3917.9621	DST	28346.9221
DTD1	348.6197	DTD1	511.7695
DTHD1	6.1681	removed	removed
DTL	332.5827	DTL	122.9673
DTNA	57.9799	DTNA	822.1579
DTNBP1	278.0569	DTNBP1	259.8946
DTNB	135.9444	DTNB	1235.316
DTWD1	639.0127	DTWD1	742.8529
DTWD2	590.4083	DTWD2	345.437
DTX1	83.1457	DTX1	108.7102
DTX2	394.4682	DTX2	309.2003
DTX3L	3046.9014	DTX3L	1921.8237
DTX3	295.3275	DTX3	510.8784
DTX4	243.5157	DTX4	666.8152
DTYMK	230.4393	DTYMK	199.896
DULLARD	1520.8009	DULLARD	1300.6609
DUOX1	9.8689	DUOX1	256.9243
removed	removed	DUOX2	61.7806
removed	removed	DUOXA1	51.6819
removed	removed	DUOXA2	5.3464
DUS1L	1269.8836	DUS1L	990.5695
DUS2L	169.9922	DUS2L	168.7087
DUS3L	283.2381	DUS3L	370.6839
DUS4L	156.8418	DUS4L	207.1879
DUSP10	262.5133	DUSP10	461.2757
DUSP11	335.7901	DUSP11	573.2531
DUSP12	181.8349	DUSP12	324.3484
DUSP14	437.1933	DUSP14	343.9519
removed	removed	DUSP15	19.0094
DUSP16	2388.0325	DUSP16	2678.2505
DUSP18	234.8581	DUSP18	144.0053
DUSP19	48.8512	DUSP19	103.0668
DUSP1	2430.2221	DUSP1	3670.0082
DUSP22	611.133	DUSP22	774.3373
DUSP23	289.8996	DUSP23	449.9889
removed	removed	DUSP27	6.2375
DUSP28	46.3839	DUSP28	81.6811
DUSP2	143.0994	DUSP2	92.0769
DUSP3	2259.9832	DUSP3	1513.3289
DUSP4	1750.7468	DUSP4	1440.2614
removed	removed	DUSP5P	7.1285
DUSP5	371.0715	DUSP5	598.7971
DUSP6	1095.6971	DUSP6	3110.121
DUSP7	391.3028	DUSP7	447.3157
DUSP8	184.0554	DUSP8	480.8792
removed	removed	DUSP9	12.772
DUT	949.7974	DUT	985.832
DVL1	1164.5328	DVL1	748.4963
DVL2	541.8038	DVL2	809.6829
DVL3	1930.3612	DVL3	1731.6403
DYM	929.4057	DYM	1113.8338
DYNC1H1	10999.654	DYNC1H1	11550.9022
DYNC1I1	23.4387	DYNC1I1	137.8184
DYNC1I2	2964.871	DYNC1I2	2415.9798
DYNC1LI1	1608.1409	DYNC1LI1	1058.5877
DYNC1LI2	2430.9623	DYNC1LI2	3511.6953
DYNC2H1	807.0311	DYNC2H1	1148.5854
DYNC2LI1	264.7338	DYNC2LI1	504.641
DYNLL1	3547.8775	DYNLL1	1775.3026
DYNLL2	1188.465	DYNLL2	1450.3601
DYNLRB1	1377.4548	DYNLRB1	1024.4301
DYNLRB2	12.5829	DYNLRB2	23.4648
DYNLT1	526.0136	DYNLT1	724.1405
DYNLT3	804.8106	DYNLT3	690.874
DYRK1A	1784.5479	DYRK1A	3035.5684
DYRK1B	311.8579	DYRK1B	339.7936
DYRK2	983.9315	DYRK2	706.3192
DYRK3	525.7668	DYRK3	387.0201
DYRK4	291.1332	DYRK4	245.0434
DYSF	583.5	DYSF	267.0231
DYX1C1	153.3631	DYX1C1	81.4673
DZIP1L	44.9036	DZIP1L	93.265
DZIP1	158.2654	DZIP1	251.272
DZIP3	380.7973	DZIP3	542.9569
E2F1	187.0161	E2F1	111.6804
E2F2	178.8742	E2F2	35.9397
E2F3	456.6844	E2F3	370.9809
E2F4	628.6503	E2F4	690.874
E2F5	148.9442	E2F5	192.2388
E2F6	223.5311	E2F6	334.7442
E2F7	86.1063	E2F7	28.2171
E2F8	90.0539	E2F8	23.4648
E4F1	332.0892	E4F1	402.7623
EAF1	1162.0656	EAF1	797.208
EAF2	36.515	EAF2	56.4342
EAPP	796.6687	EAPP	1172.0502
EARS2	828.9895	EARS2	847.1077
EBAG9	605.7051	EBAG9	658.7956
EBF1	237.1009	EBF1	384.941
EBF2	29.1133	EBF2	13.663
EBF3	119.9074	EBF3	242.9643
EBF4	76.7309	EBF4	245.9345
EBI3	60.2004	EBI3	55.5432
EBNA1BP2	1118.8891	EBNA1BP2	918.5327
EBPL	697.4861	EBPL	668.3003
EBP	513.9241	EBP	361.4762
ECD	730.7937	ECD	910.3735
ECE1	5351.9165	ECE1	5453.0333
ECE2	118.4271	ECE2	66.533
ECEL1	11.1025	ECEL1	8.6136
ECH1	1760.1223	ECH1	1742.9272
ECHDC1	1222.0193	ECHDC1	1605.4058
ECHDC2	1100.1381	ECHDC2	1348.7785
ECHDC3	206.2605	ECHDC3	401.2772
ECHS1	2232.8436	ECHS1	1483.9237
ECM1	3401.0773	ECM1	730.675
ECM2	617.0544	ECM2	468.7013
ECSCR	153.215	ECSCR	154.7486
ECSIT	636.7922	ECSIT	663.845
ECT2L	10.6091	ECT2L	17.8213
ECT2	1477.8711	ECT2	504.344
EDA2R	23.6854	EDA2R	150.2933
EDARADD	74.5104	EDARADD	204.0544
removed	removed	EDAR	62.3747
EDA	34.2945	EDA	140.1945
EDC3	647.1546	EDC3	840.2762
EDC4	912.6286	EDC4	1195.7556
EDEM1	4213.2896	EDEM1	1815.6976
EDEM2	755.9594	EDEM2	473.1566
EDEM3	3287.5847	EDEM3	1676.0971
EDF1	2817.3306	EDF1	2720.7247
EDIL3	1278.5189	EDIL3	312.4675
EDN1	51.3184	EDN1	934.7293
EDN2	16.7772	EDN2	9.8017
EDN3	11.8427	EDN3	323.1603
EDNRA	568.6966	EDNRA	357.6149
EDNRB	428.3112	EDNRB	538.7985
EEA1	1379.6753	EEA1	1587.8815
EED	462.1123	EED	451.177
EEF1A1P9	5367.9535	EEF1A1P9	8953.1447
EEF1A1	91428.4093	EEF1A1	139810.2027
removed	removed	EEF1A2	10.0988
EEF1B2	3327.0604	EEF1B2	6189.0547
EEF1DP3	5.7832	removed	removed
EEF1D	7029.6333	EEF1D	6626.2716
EEF1E1	364.6567	EEF1E1	314.8437
EEF1G	18935.9945	EEF1G	28586.0251
EEF2K	1483.299	EEF2K	2334.0016
EEF2	66966.3118	EEF2	64134.8481
EEFSEC	331.4527	EEFSEC	321.895
EEPD1	412.0275	EEPD1	611.569
removed	removed	EFCAB1	120.5911
EFCAB2	90.0539	EFCAB2	101.8787
EFCAB4A	286.6922	EFCAB4A	1294.1264
EFCAB4B	618.0413	EFCAB4B	436.9199
EFCAB6	78.9514	EFCAB6	166.6295
EFCAB7	153.9552	EFCAB7	291.6759
EFEMP1	2311.3016	EFEMP1	5064.5281
EFEMP2	621.0019	EFEMP2	467.5132
EFHA1	1387.3237	EFHA1	1092.4482
EFHA2	29.6068	EFHA2	186.8271
EFHB	5.9214	EFHB	21.3856
EFHC1	348.8664	EFHC1	591.6685
EFHC2	5.1812	EFHC2	8.9107
EFHD1	747.3241	EFHD1	3692.8789
EFHD2	2222.4813	EFHD2	586.3221
EFNA1	1508.218	EFNA1	2267.4686
EFNA3	74.5104	EFNA3	187.7181
EFNA4	231.6729	EFNA4	287.5176
EFNA5	27.633	EFNA5	1134.6254
EFNB1	463.8393	EFNB1	409.5938
EFNB2	706.1214	EFNB2	2391.921
EFNB3	71.303	EFNB3	458.8995
EFR3A	3381.0927	EFR3A	1823.7172
EFR3B	34.0478	EFR3B	47.8206
EFS	407.3398	EFS	1069.2805
EFTUD1	1133.4457	EFTUD1	919.2842
EFTUD2	2501.6583	EFTUD2	1652.6324
EGFL6	33.3076	EGFL6	19.9005
EGFL7	271.1486	EGFL7	669.1914
EGFL8	44.832	EGFL8	137.3728
EGFLAM	186.0292	EGFLAM	257.5184
EGFR	172.943	EGFR	2194.0803
removed	removed	EGF	1136.1105
EGLN1	1056.7148	EGLN1	1438.7763
EGLN2	1475.9319	EGLN2	894.6313
EGLN3	1451.9652	EGLN3	201.3812
EGOT	54.2791	EGOT	42.4742
EGR1	2059.3973	EGR1	8326.7246
EGR2	233.8935	EGR2	874.7308
EGR3	176.6537	EGR3	977.5006
EHBP1L1	2168.6957	EHBP1L1	1080.2703
EHBP1	567.7098	EHBP1	1198.4703
EHD1	1021.1867	EHD1	833.7417
EHD2	2756.39	EHD2	1498.1807
EHD3	391.056	EHD3	440.7812
EHD4	1486.7531	EHD4	1072.2507
EHF	12871.5418	EHF	15318.9277
EHHADH	193.4309	EHHADH	354.6447
EHMT1	1339.7062	EHMT1	1365.4117
EHMT2	1115.4349	EHMT2	1391.8467
EI24	2511.394	EI24	2390.4359
EID1	3718.6099	EID1	3367.3424
EID2B	24.6723	EID2B	44.8504
EID2	217.8565	EID2	199.005
EID3	17.0239	EID3	36.2367
EIF1AD	407.093	EIF1AD	457.1174
EIF1AX	2194.3549	EIF1AX	2793.1982
EIF1B	770.2694	EIF1B	885.4236
EIF1	10135.3831	EIF1	9237.9892
EIF2AK1	4089.5185	EIF2AK1	3193.8101
EIF2AK2	491.9658	EIF2AK2	497.2154
EIF2AK3	942.4821	EIF2AK3	1128.0909
EIF2AK4	1688.3259	EIF2AK4	1534.7145
EIF2A	2839.7824	EIF2A	4225.1429
EIF2B1	997.748	EIF2B1	1183.337
EIF2B2	479.6296	EIF2B2	447.0186
EIF2B3	681.2024	EIF2B3	562.5603
EIF2B4	560.3081	EIF2B4	800.4752
EIF2B5	1368.8195	EIF2B5	1275.117
EIF2C1	1129.7449	EIF2C1	1450.6572
EIF2C2	243.0222	EIF2C2	198.1139
EIF2C3	183.3152	EIF2C3	148.8082
EIF2C4	519.8455	EIF2C4	648.3998
EIF2S1	2447.4927	EIF2S1	1737.5808
EIF2S2	1609.1278	EIF2S2	1284.9187
EIF2S3	8048.3528	EIF2S3	7188.2379
EIF3A	9440.611	EIF3A	9076.409
EIF3B	3866.1503	EIF3B	4166.6295
EIF3CL	8389.1883	EIF3CL	11543.337
EIF3C	307.0592	EIF3C	179.8381
EIF3D	5004.2837	EIF3D	7296.6511
EIF3E	7565.7625	EIF3E	11627.2369
EIF3F	2498.3177	EIF3F	2796.7625
EIF3G	2298.6842	EIF3G	2735.5551
EIF3H	4858.9638	EIF3H	5409.3711
EIF3I	3693.2295	EIF3I	3217.9461
EIF3J	2360.3995	EIF3J	1925.2989
EIF3K	2639.4432	EIF3K	2613.2026
EIF3L	7980.5039	EIF3L	14524.987
EIF3M	3324.0208	EIF3M	3556.3912
EIF4A1	15259.6211	EIF4A1	10290.2057
EIF4A2	8828.4911	EIF4A2	12418.6292
EIF4A3	1734.7098	EIF4A3	1260.2658
EIF4B	13549.1889	EIF4B	17419.054
EIF4E2	1197.347	EIF4E2	913.9378
EIF4E3	658.0104	EIF4E3	1019.3807
EIF4EBP1	551.9195	EIF4EBP1	311.2794
EIF4EBP2	5000.0894	EIF4EBP2	5000.3713
EIF4EBP3	370.8864	EIF4EBP3	491.6552
EIF4ENIF1	639.5062	EIF4ENIF1	905.9182
EIF4E	790.9941	EIF4E	490.6809
EIF4G1	9276.2934	EIF4G1	6961.9069
EIF4G2	24681.1876	EIF4G2	14905.4726
EIF4G3	2055.203	EIF4G3	1425.7073
EIF4H	4417.5763	EIF4H	4749.9814
EIF5A2	141.1256	EIF5A2	141.9767
EIF5AL1	1331.8111	EIF5AL1	841.7613
EIF5A	4945.5636	EIF5A	3184.3766
EIF5B	4363.0505	EIF5B	3399.1238
EIF5	5788.863	EIF5	5987.0795
EIF6	1741.1246	EIF6	1345.2142
ELAC1	100.5989	ELAC1	199.2485
ELAC2	1322.1889	ELAC2	1124.8236
ELAVL1	1634.2935	ELAVL1	1429.2716
ELAVL2	121.8812	ELAVL2	43.6623
ELF1	2313.0286	ELF1	2722.5069
ELF2	925.4582	ELF2	1337.1946
ELF3	1966.6295	ELF3	10115.6902
ELF4	872.166	ELF4	334.4472
ELF5	24.1789	ELF5	5854.9046
ELFN1	49.8381	ELFN1	19.3065
ELK1	542.0506	ELK1	488.0077
ELK3	764.8415	ELK3	553.9467
ELK4	261.6572	ELK4	228.4102
ELL2	2861.2473	ELL2	1910.1507
ELL3	258.8322	ELL3	284.1405
ELL	427.0776	ELL	462.1668
ELMO1	874.88	ELMO1	399.198
ELMO2	959.2592	ELMO2	911.8586
ELMO3	252.6444	ELMO3	575.3323
ELMOD2	324.4408	ELMOD2	200.4901
ELMOD3	202.3129	ELMOD3	354.6447
ELN	684.9032	ELN	358.803
ELOF1	593.1222	ELOF1	496.6214
ELOVL1	1800.5849	ELOVL1	1233.2368
ELOVL2	58.9668	ELOVL2	181.1836
removed	removed	ELOVL3	5.0494
ELOVL4	32.5674	ELOVL4	38.3159
ELOVL5	9965.1442	ELOVL5	7434.4694
ELOVL6	97.2089	ELOVL6	96.2352
ELOVL7	69.0825	ELOVL7	269.1022
ELP2P	5.6746	ELP2P	6.2375
ELP2	1621.4639	ELP2	2310.2398
ELP3	1327.1233	ELP3	1202.6435
ELP4	211.4417	ELP4	224.2519
ELTD1	1282.4664	ELTD1	1127.4968
EMB	549.9457	EMB	612.1631
EMCN	533.4152	EMCN	820.9698
EMD	795.1884	EMD	887.7998
EME1	51.7526	EME1	25.5914
EME2	17.0239	EME2	10.6928
EMG1	516.6381	EMG1	502.2648
EMID1	10.8558	EMID1	81.9782
EMILIN1	2095.6656	EMILIN1	393.5546
EMILIN2	1388.8041	EMILIN2	200.7871
removed	removed	EMILIN3	151.9982
EML1	352.0738	EML1	281.8742
EML2	839.8033	EML2	598.7822
EML3	793.4613	EML3	648.6968
