gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
ECHS1	2444.4863	ECHS1	5955.0798
ECM1	10633.0448	ECM1	752.7288
ECM2	230.335	ECM2	1062.1327
ECSCR	56.831	ECSCR	503.3585
ECSIT	783.2142	ECSIT	1124.2653
ECT2L	37.6364	ECT2L	14.2737
ECT2	1280.3914	ECT2	138.539
EDA2R	94.0911	EDA2R	121.7464
EDARADD	45.9164	EDARADD	714.9454
removed	removed	EDAR	15.1134
EDA	31.991	EDA	172.5441
EDC3	876.9289	EDC3	844.6683
EDC4	753.2254	EDC4	1035.4282
EDEM1	2000	EDEM1	1166.2469
EDEM2	800.1505	EDEM2	657.0109
EDEM3	2001.1291	EDEM3	660.3694
EDF1	3728.265	EDF1	5398.8245
EDIL3	113.662	EDIL3	174.2233
EDN1	28.2273	EDN1	387.4895
EDN2	29.3564	EDN2	30.2267
removed	removed	EDN3	467.2544
EDNRA	284.5314	EDNRA	602.8547
EDNRB	187.8058	EDNRB	573.0479
EEA1	846.067	EEA1	186.398
EED	262.7023	EED	357.2628
EEF1A1P9	4762.8905	EEF1A1P9	13901.7632
EEF1A1	58182.9131	EEF1A1	185873.2158
EEF1A2	9.4091	EEF1A2	77.6658
EEF1B2	3096.7256	EEF1B2	7709.068
EEF1D	11111.0275	EEF1D	14161.2091
EEF1E1	441.099	EEF1E1	259.8657
EEF1G	12290.5533	EEF1G	41901.3434
EEF2K	1483.6282	EEF2K	1678.0017
EEF2	43048.9274	EEF2	87376.1545
EEFSEC	563.9669	EEFSEC	480.1259
EEPD1	100.4893	EEPD1	677.5819
removed	removed	EFCAB1	218.7238
EFCAB2	87.6929	EFCAB2	153.2326
EFCAB4A	569.8156	EFCAB4A	1291.3518
EFCAB4B	239.3677	EFCAB4B	76.4064
EFCAB6	15.0546	EFCAB6	35.6843
EFCAB7	156.5676	EFCAB7	168.3459
EFEMP1	1013.9255	EFEMP1	9052.4769
EFEMP2	471.9609	EFEMP2	2688.0772
EFHA1	773.805	EFHA1	754.4081
EFHA2	9.0327	EFHA2	28.1276
removed	removed	EFHB	26.4484
EFHC1	561.9119	EFHC1	417.2964
EFHC2	51.5619	EFHC2	12.5945
EFHD1	3927.3617	EFHD1	5400.9236
EFHD2	696.274	EFHD2	908.4803
EFNA1	1503.9518	EFNA1	1575.9866
EFNA3	118.1784	EFNA3	140.6381
EFNA4	389.1607	EFNA4	252.7288
EFNA5	362.4388	EFNA5	798.4887
EFNB1	292.0587	EFNB1	1424.8531
EFNB2	695.1449	EFNB2	669.1856
EFNB3	49.3037	EFNB3	515.5332
EFR3A	1823.8615	EFR3A	849.7061
EFR3B	48.1746	EFR3B	42.8212
EFS	816.3342	EFS	1063.3921
EFTUD1	703.0486	EFTUD1	672.9639
EFTUD2	1793.7524	EFTUD2	1830.8144
EGFL6	8.6564	EGFL6	31.4861
EGFL7	101.6184	EGFL7	842.1495
EGFL8	71.5883	EGFL8	223.2242
EGFLAM	337.5988	EGFLAM	1151.1335
EGFR	60.5947	EGFR	680.5206
EGF	91.0802	EGF	70.9488
EGLN1	772.676	EGLN1	830.8144
EGLN2	2637.5612	EGLN2	1711.9731
EGLN3	503.9518	EGLN3	338.3711
EGOT	35.3782	EGOT	34.4249
EGR1	799.3978	EGR1	11605.7935
EGR2	82.8002	EGR2	674.2233
EGR3	97.8547	EGR3	854.7439
EHBP1L1	639.0666	EHBP1L1	1693.115
EHBP1	826.8724	EHBP1	1415.9824
EHD1	1887.0907	EHD1	1617.5483
EHD2	1469.7027	EHD2	9074.3073
EHD3	180.6549	EHD3	782.1159
EHD4	1748.5886	EHD4	1542.4013
EHF	24.0873	EHF	683.8791
EHHADH	377.117	EHHADH	379.513
EHMT1	1656.3794	EHMT1	1130.1427
EHMT2	1814.8288	EHMT2	1666.6667
EI24	4153.933	EI24	3695.6339
EID1	5071.5092	EID1	3183.8791
EID2B	63.9819	EID2B	74.7271
EID2	343.2443	EID2	294.2905
removed	removed	EID3	44.0806
EIF1AD	680.4667	EIF1AD	638.9589
EIF1AX	1782.4614	EIF1AX	1392.1075
EIF1B	445.9917	EIF1B	1175.9026
EIF1	12024.4637	EIF1	15412.6784
EIF2AK1	4876.9928	EIF2AK1	3348.3543
EIF2AK2	542.7174	EIF2AK2	168.7657
EIF2AK3	1639.0666	EIF2AK3	552.0571
EIF2AK4	2022.9582	EIF2AK4	1361.0411
EIF2A	1904.4035	EIF2A	2209.9076
EIF2B1	894.9944	EIF2B1	1230.0588
EIF2B2	665.7885	EIF2B2	708.2284
EIF2B3	626.2702	EIF2B3	720.403
EIF2B4	1107.6402	EIF2B4	1075.9866
EIF2B5	1288.6714	EIF2B5	1352.6448
EIF2C1	978.1709	EIF2C1	978.5894
EIF2C2	143.3948	EIF2C2	49.1184
EIF2C3	164.0948	EIF2C3	59.6138
EIF2C4	249.9059	EIF2C4	330.8144
EIF2S1	1544.5992	EIF2S1	1505.8774
EIF2S2	1348.5134	EIF2S2	1593.6188
EIF2S3	5069.251	EIF2S3	6239.2947
EIF3A	5981.1818	EIF3A	5318.6398
EIF3B	3688.3703	EIF3B	4233.8371
EIF3CL	11294.5766	EIF3CL	9692.9093
EIF3C	238.3553	EIF3C	57.3006
EIF3D	2170.1167	EIF3D	7834.173
EIF3E	5561.1592	EIF3E	9551.2175
EIF3F	2749.7177	EIF3F	5575.9866
EIF3G	2319.522	EIF3G	5585.911
EIF3H	5878.4343	EIF3H	6848.8665
EIF3I	4749.7403	EIF3I	5168.8455
EIF3J	1613.0975	EIF3J	1301.0076
EIF3K	3070.7565	EIF3K	7139.3787
EIF3L	4122.6948	EIF3L	15154.492
EIF3M	2364.2755	EIF3M	3586.3434
EIF4A1	13117.8924	EIF4A1	9716.5701
EIF4A2	4957.0945	EIF4A2	11510.9152
EIF4A3	2449.379	EIF4A3	2022.2502
EIF4B	9618.2236	EIF4B	14194.2065
EIF4E2	858.487	EIF4E2	1494.1226
EIF4E3	1310.1242	EIF4E3	1546.5995
EIF4EBP1	652.6157	EIF4EBP1	513.0143
EIF4EBP2	3741.0613	EIF4EBP2	6639.3787
EIF4EBP3	579.5672	EIF4EBP3	559.7649
EIF4ENIF1	512.6082	EIF4ENIF1	895.0462
EIF4E	588.2574	EIF4E	357.6826
EIF4G1	5762.1377	EIF4G1	5924.4332
EIF4G2	15304.1024	EIF4G2	12897.5651
EIF4G3	913.8126	EIF4G3	1177.5819
EIF4H	4696.274	EIF4H	6848.4467
EIF5A2	48.1746	EIF5A2	108.3123
EIF5AL1	1273.6169	EIF5AL1	1036.5239
EIF5A	5503.9518	EIF5A	4544.9202
EIF5B	4020.7	EIF5B	4710.7473
EIF5	4467.4445	EIF5	4717.8841
EIF6	1945.4272	EIF6	2276.2385
ELAC1	74.1438	ELAC1	167.9261
ELAC2	1261.9496	ELAC2	1696.4736
ELAVL1	1896.1234	ELAVL1	1479.0092
ELAVL2	106.5111	ELAVL2	5.4576
ELF1	1159.2021	ELF1	826.6163
ELF2	823.1088	ELF2	670.445
ELF3	2730.1468	ELF3	2010.9152
ELF4	410.9898	ELF4	480.6885
removed	removed	ELF5	325.3568
ELFN1	28.9801	ELFN1	41.5617
removed	removed	ELFN2	5.0378
ELK1	727.5122	ELK1	610.8312
ELK3	337.2224	ELK3	286.7338
ELK4	104.6293	ELK4	51.6373
ELL2	575.461	ELL2	827.0361
ELL3	277.5047	ELL3	130.1427
ELL	522.3937	ELL	500.4198
ELMO1	270.6059	ELMO1	607.8925
ELMO2	1035.0019	ELMO2	999.5802
ELMO3	343.2443	ELMO3	485.3065
ELMOD2	598.4193	ELMOD2	120.487
ELMOD3	535.9428	ELMOD3	1428.6314
ELN	933.3835	ELN	2929.0512
ELOF1	1244.6368	ELOF1	1032.7456
ELOVL1	1914.5653	ELOVL1	1731.3182
ELOVL2	2529.921	ELOVL2	296.3896
ELOVL3	16.9364	ELOVL3	84.8027
ELOVL4	6.7746	ELOVL4	67.1704
ELOVL5	9287.9187	ELOVL5	6570.9488
ELOVL6	128.3402	ELOVL6	412.2586
ELOVL7	498.3064	ELOVL7	347.6071
ELP2P	16.56	ELP2P	7.9765
ELP2	2157.6967	ELP2	1975.6507
ELP3	1436.2062	ELP3	1163.728
ELP4	246.895	ELP4	235.5164
ELTD1	372.2243	ELTD1	1200.2519
EMB	229.5822	EMB	452.1411
EMCN	214.5277	EMCN	1282.5357
EMD	1041.0237	EMD	1294.7103
EME1	62.7324	EME1	12.9471
EME2	22.9582	removed	removed
EMG1	383.1389	EMG1	632.2418
EMID1	35.0019	EMID1	148.6146
removed	removed	EMID2	17.2124
EMILIN1	975.5363	EMILIN1	1748.5306
EMILIN2	96.7256	EMILIN2	541.1419
removed	removed	EMILIN3	86.8514
EML1	92.5856	EML1	268.262
EML2	1810.6887	EML2	1398.3249
EML3	958.2236	EML3	1291.7716
EML4	697.4031	EML4	770.7809
EML5	40.6473	EML5	30.6465
EML6	16.9364	EML6	12.5945
EMP1	1994.7309	EMP1	5954.2401
EMP2	8198.344	EMP2	4848.4467
EMP3	743.3195	EMP3	832.4937
EMR1	26.3455	EMR1	12.5945
EMR2	56.4546	EMR2	65.4912
removed	removed	EMR4P	7.1369
EMX1	71.1329	EMX1	5.8774
EMX2OS	9.7855	EMX2OS	37.7834
removed	removed	EMX2	20.5709
EN1	6.3982	EN1	100.3359
removed	removed	EN2	7.1369
ENAH	2900.6398	ENAH	1576.4064
ENC1	788.7994	ENC1	1430.4912
ENDOD1	4390.6662	ENDOD1	2175.9026
ENDOG	478.6376	ENDOG	173.4299
ENDOU	6.3982	ENDOU	14.2737
ENGASE	207.7531	ENGASE	411.8388
ENG	2589.0102	ENG	6091.5197
ENHO	37.2601	ENHO	118.3879
ENO1	11118.1784	ENO1	19994.9622
ENO2	2226.9477	ENO2	546.1797
ENO3	24.0873	ENO3	44.9202
ENOPH1	1325.5551	ENOPH1	622.1662
ENOSF1	165.1976	ENOSF1	572.7162
ENOX1	41.4001	ENOX1	47.4391
ENOX2	181.4076	ENOX2	246.8514
ENPEP	98.6075	ENPEP	238.4551
ENPP1	2697.0267	ENPP1	1523.0898
ENPP2	356.0406	ENPP2	3549.958
ENPP3	9.7855	ENPP3	28.1276
ENPP4	1375.6116	ENPP4	253.9882
ENPP5	1805.4196	ENPP5	458.4383
ENPP6	9.7855	ENPP6	18.4719
ENSA	6251.4114	ENSA	4139.7985
ENTPD1	882.5743	ENTPD1	1081.356
ENTPD2	87.3165	ENTPD2	182.1998
ENTPD3	12.42	ENTPD3	154.492
ENTPD4	446.7444	ENTPD4	263.644
ENTPD5	336.0519	ENTPD5	217.3636
ENTPD6	3648.0994	ENTPD6	1192.2754
ENTPD7	1127.7456	ENTPD7	124.4249
ENTPD8	184.7949	ENTPD8	20.1511
ENY2	819.7215	ENY2	550.7976
EOMES	10.9146	EOMES	20.9908
EP300	1387.2789	EP300	1504.618
EP400NL	77.9074	EP400NL	73.8875
EP400	1109.1457	EP400	1210.7473
EPAS1	1392.9244	EPAS1	8783.7951
EPB41L1	3751.5995	EPB41L1	2187.2376
EPB41L2	466.6918	EPB41L2	3049.5382
EPB41L3	222.4313	EPB41L3	584.8027
EPB41L4A	1096.3493	EPB41L4A	650.2939
EPB41L4B	88.822	EPB41L4B	740.5542
EPB41L5	752.3523	EPB41L5	389.5886
EPB41	464.7046	EPB41	1202.7498
removed	removed	EPB42	72.628
EPB49	116.6729	EPB49	989.0848
EPC1	324.426	EPC1	438.707
EPC2	474.9718	EPC2	671.7045
EPCAM	6953.3308	EPCAM	2127.6238
EPDR1	66.9928	EPDR1	848.8665
EPHA10	47.4219	EPHA10	43.6608
EPHA1	354.1588	EPHA1	423.1738
EPHA2	118.1784	EPHA2	526.4484
EPHA3	41.7764	EPHA3	25.6087
EPHA4	86.9402	EPHA4	304.7859
EPHA6	21.8291	removed	removed
EPHA7	6.0218	EPHA7	15.1134
EPHA8	35.0019	removed	removed
EPHB1	23.3346	EPHB1	1254.4081
EPHB2	188.9349	EPHB2	102.4349
EPHB3	865.2616	EPHB3	944.5844
EPHB4	2303.3496	EPHB4	2510.0756
EPHB6	18.0655	EPHB6	397.5651
EPHX1	6194.9567	EPHX1	7675.4828
EPHX2	984.5691	EPHX2	1287.9933
removed	removed	EPHX3	40.7221
EPHX4	7.5273	EPHX4	8.3963
EPM2AIP1	863.0034	EPM2AIP1	949.6222
EPM2A	86.5638	EPM2A	374.4752
EPN1	2719.6086	EPN1	2027.7078
EPN2	1273.6169	EPN2	945.0042
EPN3	987.58	EPN3	366.0831
EPOR	283.026	EPOR	97.183
EPPK1	512.6082	EPPK1	686.398
EPR1	345.7433	EPR1	60.7011
EPRS	4022.5819	EPRS	2263.644
EPS15L1	1532.9319	EPS15L1	891.2678
EPS15	2498.6827	EPS15	1345.9278
EPS8L1	898.3816	EPS8L1	460.1175
EPS8L2	1066.6165	EPS8L2	1653.2326
EPS8	678.5849	EPS8	1272.4601
EPSTI1	168.2349	EPSTI1	83.9631
EPT1	1494.1626	EPT1	440.3862
EPYC	7.9037	removed	removed
ERAL1	1312.006	ERAL1	1045.7599
ERAP1	2833.4814	ERAP1	1393.7909
ERAP2	4139.2548	ERAP2	2246.4316
ERBB2IP	1462.9281	ERBB2IP	1151.1335
ERBB2	9785.4723	ERBB2	5133.9211
ERBB3	14981.5581	ERBB3	3054.1562
ERBB4	1987.58	ERBB4	515.953
ERC1	754.2341	ERC1	1165.827
removed	removed	ERC2	11.7548
ERCC1	1014.3018	ERCC1	1172.4685
ERCC2	762.8905	ERCC2	481.1671
ERCC3	1155.8148	ERCC3	1143.5768
ERCC4	545.7283	ERCC4	193.115
ERCC5	750.4705	ERCC5	1825.3568
ERCC6L	133.233	ERCC6L	13.4341
ERCC6	361.5017	ERCC6	138.178
ERCC8	119.6839	ERCC8	99.0764
ERF	790.3651	ERF	1217.0445
ERGIC1	19708.694	ERGIC1	5625.5248
ERGIC2	1091.8329	ERGIC2	603.2746
ERGIC3	4875.047	ERGIC3	5497.9009
ERG	242.3786	ERG	1321.1587
ERH	2878.058	ERH	1609.9916
ERI1	384.6443	ERI1	212.0067
ERI2	674.3357	ERI2	215.7515
ERI3	916.8235	ERI3	985.7263
ERICH1	109.1457	ERICH1	328.7154
ERLEC1	1989.0854	ERLEC1	1335.4324
ERLIN1	1098.6075	ERLIN1	1076.8262
ERLIN2	2168.2349	ERLIN2	1655.9992
ERMAP	292.4351	ERMAP	415.1973
ERMN	10.1618	ERMN	7.5567
ERMP1	7867.802	ERMP1	954.5256
ERN1	143.0184	ERN1	46.1797
removed	removed	ERN2	5.0378
ERO1LB	48.1746	ERO1LB	233.8371
ERO1L	983.0636	ERO1L	311.0831
ERP27	430.1844	ERP27	173.3837
ERP29	4285.6605	ERP29	5808.984
ERP44	800.1505	ERP44	2018.4719
ERRFI1	493.79	ERRFI1	1445.8438
removed	removed	ERVFRDE1	18.0521
ESAM	543.4701	ESAM	1471.4526
ESCO1	282.6496	ESCO1	207.8086
ESCO2	193.0749	ESCO2	5.4576
ESD	1029.3564	ESD	3020.5709
ESF1	198.7204	ESF1	352.225
ESM1	132.1039	ESM1	38.2032
ESPL1	280.0151	ESPL1	20.1511
removed	removed	ESPNL	13.4341
ESPN	151.6748	ESPN	123.0059
ESR1	12203.6131	ESR1	6081.4442
ESR2	9.4091	ESR2	13.0143
ESRP1	2604.8175	ESRP1	998.3207
ESRP2	888.2198	ESRP2	703.6104
ESRRA	597.6665	ESRRA	674.6432
ESRRG	97.102	ESRRG	73.0479
ESYT1	4616.1084	ESYT1	6582.7036
ESYT2	3528.7919	ESYT2	2667.9261
removed	removed	ESYT3	31.0663
ETAA1	397.4407	ETAA1	256.927
ETF1	2979.3	ETF1	3139.7985
ETFA	1882.9507	ETFA	1270.361
ETFB	1458.4117	ETFB	2732.9975
ETFDH	575.461	ETFDH	696.0537
ETHE1	918.7053	ETHE1	684.7187
ETNK1	1820.0979	ETNK1	500.8396
ETNK2	1847.1961	ETNK2	709.9076
ETS1	1192.6985	ETS1	3068.8497
ETS2	355.6643	ETS2	1833.7531
ETV1	152.8039	ETV1	623.0059
ETV2	14.6782	ETV2	18.0521
removed	removed	ETV3L	9.2359
ETV3	168.2349	ETV3	126.7842
ETV4	38.7655	ETV4	94.8783
ETV5	335.3406	ETV5	830.3946
ETV6	768.9123	ETV6	1621.3266
ETV7	73.7674	ETV7	39.4626
EVC2	20.7	EVC2	243.9127
EVC	213.933	EVC	755.0882
EVI2A	214.904	EVI2A	166.6667
EVI2B	379.3752	EVI2B	206.5491
EVI5L	520.5119	EVI5L	384.9706
EVI5	395.9353	EVI5	261.9647
EVL	5933.3835	EVL	1890.0084
EVPLL	23.3346	EVPLL	7.1369
EVPL	1047.7983	EVPL	508.3963
EWSR1	3015.0546	EWSR1	5046.5995
EXD2	1220.5495	EXD2	808.984
EXD3	141.1366	EXD3	184.2989
EXO1	135.4912	EXO1	12.1746
EXOC1	777.1923	EXOC1	806.885
EXOC2	3013.1728	EXOC2	872.796
EXOC3L2	39.5183	EXOC3L2	54.9958
EXOC3L	42.1528	EXOC3L	109.4542
EXOC3	1023.3346	EXOC3	1623.8455
EXOC4	1649.6048	EXOC4	1553.3165
EXOC5	1313.1351	EXOC5	680.1008
EXOC6B	172.7512	EXOC6B	50.7976
EXOC6	1284.5314	EXOC6	300.1679
EXOC7	2998.8709	EXOC7	3942.9051
EXOC8	378.9989	EXOC8	335.8522
EXOG	47.0455	EXOG	153.2326
EXOSC10	833.647	EXOSC10	2024.3493
EXOSC1	463.6808	EXOSC1	459.2779
EXOSC2	395.5589	EXOSC2	424.8531
EXOSC3	450.5081	EXOSC3	256.927
EXOSC4	690.6285	EXOSC4	269.9412
EXOSC5	462.5518	EXOSC5	347.1872
EXOSC6	290.5533	EXOSC6	389.1688
EXOSC7	363.5679	EXOSC7	737.6154
EXOSC8	157.5047	EXOSC8	362.3006
EXOSC9	566.8235	EXOSC9	441.461
EXPH5	299.2096	EXPH5	161.6289
EXT1	897.2525	EXT1	1164.1478
EXT2	2239.3677	EXT2	2232.9975
EXTL1	23.3346	EXTL1	65.911
EXTL2	225.4422	EXTL2	306.4652
EXTL3	820.8506	EXTL3	1194.3745
EYA1	7.5273	EYA1	6.717
EYA2	62.1001	EYA2	770.7809
EYA3	98.6075	EYA3	70.529
removed	removed	EYA4	9.6558
EYS	9.4091	EYS	18.0521
EZH1	768.1596	EZH1	2019.3115
EZH2	225.0659	EZH2	44.0806
EZR	6422.2808	EZR	3377.4139
F10	19.1946	F10	318.22
F11R	5047.0455	F11R	3073.4677
F12	344.3734	F12	26.4484
F13A1	415.5062	F13A1	1772.8799
F2RL1	131.3511	F2RL1	248.1108
F2RL2	458.0354	F2RL2	296.3896
F2RL3	106.1347	F2RL3	60.8732
F2R	1270.2296	F2R	655.7515
F3	184.0422	F3	1298.9085
F5	16.56	F5	15.5332
F7	76.7783	F7	67.1704
F8A1	156.5676	F8A1	94.8783
F8	324.426	F8	780.0168
FA2H	93.7147	FA2H	49.5382
FAAH2	573.5792	FAAH2	276.6583
FAAH	831.7651	FAAH	490.3442
FABP3	65.4874	FABP3	72.2082
FABP4	856.9816	FABP4	41565.911
FABP5	29.7328	FABP5	399.2443
FABP7	7.1509	FABP7	185.1385
FADD	834.7761	FADD	719.5634
FADS1	1250.1355	FADS1	418.5558
FADS2	10033.2668	FADS2	1005.8774
FADS3	293.9405	FADS3	1236.7758
FAF1	944.2981	FAF1	944.5844
FAF2	2209.2586	FAF2	1232.5777
FAHD1	1863.7335	FAHD1	625.9446
FAHD2A	296.1987	FAHD2A	765.3233
FAHD2B	750.0941	FAHD2B	429.0512
FAH	2409.4844	FAH	2413.9379
FAIM2	29.7328	FAIM2	52.4769
FAIM3	94.6669	FAIM3	167.1579
FAIM	365.0734	FAIM	392.5273
FAM100A	453.1426	FAM100A	375.7347
FAM100B	452.3899	FAM100B	752.7288
FAM101A	30.1091	FAM101A	123.0059
FAM101B	260.8205	FAM101B	1180.9404
FAM102A	5462.1754	FAM102A	1952.5609
FAM102B	1268.3478	FAM102B	614.1898
FAM103A1	351.4866	FAM103A1	204.4207
FAM104A	758.1935	FAM104A	862.7036
FAM104B	409.8607	FAM104B	313.1822
FAM105A	438.0881	FAM105A	256.5071
FAM105B	353.7825	FAM105B	376.9941
FAM106A	5.2691	removed	removed
FAM106C	10.5382	removed	removed
FAM107A	47.4219	FAM107A	1116.7086
FAM107B	2592.0211	FAM107B	1713.2662
FAM108A1	694.7685	FAM108A1	575.9866
FAM108B1	188.5585	FAM108B1	238.4551
FAM108C1	571.6974	FAM108C1	241.8136
FAM109A	226.5713	FAM109A	344.2485
FAM109B	500.9409	FAM109B	416.8766
FAM10A4	171.6221	FAM10A4	440.806
FAM110A	352.6534	FAM110A	324.937
FAM110B	484.7572	FAM110B	347.1872
FAM110C	50.8092	FAM110C	13.4341
FAM111A	1277.7569	FAM111A	631.4022
FAM111B	397.4407	FAM111B	26.0285
FAM113A	302.5969	FAM113A	529.8069
FAM113B	130.2258	FAM113B	338.7993
FAM114A1	893.1125	FAM114A1	433.2494
FAM114A2	630.7866	FAM114A2	417.7162
FAM115A	528.0391	FAM115A	271.2007
FAM115C	453.6846	FAM115C	250.4912
FAM116A	542.7174	FAM116A	543.241
FAM116B	181.784	FAM116B	222.0823
FAM117A	248.0241	FAM117A	771.6205
FAM117B	393.3007	FAM117B	266.5827
FAM118A	129.4693	FAM118A	359.3619
FAM118B	261.1968	FAM118B	316.5407
FAM119A	182.5367	FAM119A	157.4307
FAM119B	193.0749	FAM119B	271.2007
FAM120AOS	2207.6515	FAM120AOS	1596.1083
FAM120A	5904.5051	FAM120A	2413.5474
FAM120B	487.0154	FAM120B	854.3241
FAM120C	772.676	FAM120C	251.4694
FAM122A	478.7354	FAM122A	712.8463
FAM122B	752.3523	FAM122B	422.3342
FAM122C	36.131	FAM122C	17.2124
FAM123B	80.1656	FAM123B	151.5533
FAM124A	7.1509	FAM124A	41.1419
FAM124B	38.0128	FAM124B	35.6843
FAM125A	962.7399	FAM125A	662.4685
FAM125B	261.1968	FAM125B	493.7028
FAM126A	129.8457	FAM126A	1146.5155
FAM126B	507.3391	FAM126B	244.7523
FAM127A	1362.4388	FAM127A	2059.194
FAM127B	875.7998	FAM127B	1045.3401
FAM127C	452.7663	FAM127C	484.8866
FAM128A	1887.0907	FAM128A	668.3459
FAM128B	1104.6293	FAM128B	1278.3375
FAM129A	3561.5356	FAM129A	5885.8102
FAM129B	3479.4881	FAM129B	3838.7909
FAM131A	235.9804	FAM131A	452.9807
FAM131B	19.9473	FAM131B	77.246
removed	removed	FAM132A	5.0378
FAM133A	8.6564	removed	removed
FAM133B	128.7166	FAM133B	78.5055
FAM134A	4790.3651	FAM134A	3596.1377
FAM134B	992.4727	FAM134B	553.7364
FAM134C	4619.1193	FAM134C	2934.5088
FAM135A	49.3037	FAM135A	123.4257
FAM135B	24.4637	FAM135B	7.1369
FAM136A	584.4938	FAM136A	843.8287
FAM13AOS	10.7904	FAM13AOS	59.8992
FAM13A	205.9955	FAM13A	1229.7733
FAM13B	805.796	FAM13B	1000
FAM13C	21.0915	FAM13C	162.2292
FAM149A	35.7546	FAM149A	257.3468
FAM149B1	333.4588	FAM149B1	455.9194
removed	removed	FAM150B	16.7926
FAM151B	17.3128	FAM151B	10.0756
FAM154B	19.9473	FAM154B	23.5097
FAM155A	16.56	FAM155A	20.9908
FAM155B	56.831	FAM155B	23.5097
FAM156A	251.4114	FAM156A	704.45
FAM157A	17.6891	FAM157A	9.6558
FAM158A	170.8694	FAM158A	109.9916
FAM159A	11.2909	removed	removed
FAM160A1	124.953	FAM160A1	82.2838
FAM160A2	439.9699	FAM160A2	664.9874
FAM160B1	1068.4983	FAM160B1	450.4618
FAM160B2	903.2744	FAM160B2	1184.2989
FAM161A	81.2947	FAM161A	53.7364
FAM161B	390.0151	FAM161B	202.7708
FAM162A	3989.0854	FAM162A	1155.3317
removed	removed	FAM162B	48.6986
FAM164A	806.5487	FAM164A	200.2519
FAM164C	88.822	FAM164C	70.9488
FAM165B	307.4896	FAM165B	425.2729
FAM166B	5.2691	FAM166B	106.6331
FAM167A	14.6782	FAM167A	81.0243
FAM167B	80.542	FAM167B	130.5626
FAM168A	212.6458	FAM168A	103.6944
FAM168B	2189.6876	FAM168B	3495.382
FAM169A	304.8551	FAM169A	65.4912
FAM171A1	140.3839	FAM171A1	681.78
FAM171A2	14.3018	FAM171A2	16.7926
FAM171B	456.5299	FAM171B	195.2141
FAM172A	343.6206	FAM172A	546.1797
FAM173A	499.0591	FAM173A	123.4257
FAM173B	458.7881	FAM173B	235.9362
FAM174A	909.6726	FAM174A	292.1914
FAM174B	2211.1404	FAM174B	969.3535
FAM175A	281.1818	FAM175A	218.7322
FAM175B	564.1701	FAM175B	479.0092
FAM176A	47.7983	FAM176A	68.0101
FAM176B	4067.6364	FAM176B	393.5139
FAM177A1	1077.9074	FAM177A1	649.8741
removed	removed	FAM177B	15.5332
FAM178A	723.7486	FAM178A	623.8455
FAM178B	30.8619	FAM178B	26.4484
removed	removed	FAM179A	6.2972
FAM179B	657.8848	FAM179B	299.3283
FAM180A	21.4528	FAM180A	145.6759
removed	removed	FAM180B	29.3871
removed	removed	FAM181B	34.005
FAM182B	7.5273	FAM182B	28.1276
FAM183A	13.9255	removed	removed
FAM184A	27.851	FAM184A	146.5155
FAM184B	14.0309	FAM184B	37.0571
FAM185A	113.2857	FAM185A	104.534
removed	removed	FAM186A	5.4576
FAM186B	7.1509	FAM186B	11.7548
FAM188A	345.5024	FAM188A	447.1033
FAM188B	89.5747	FAM188B	283.9001
removed	removed	FAM189A1	7.9765
FAM189A2	318.4042	FAM189A2	1335.8522
FAM189B	839.2924	FAM189B	613.3501
FAM18A	10.0301	FAM18A	68.5474
FAM18B2	242.2883	FAM18B2	201.5113
FAM18B	726.0068	FAM18B	451.7212
FAM190A	97.102	FAM190A	47.4391
FAM190B	876.1761	FAM190B	870.2771
FAM192A	923.2217	FAM192A	1386.2301
FAM193A	615.732	FAM193A	744.3325
FAM193B	233.3459	FAM193B	751.8892
FAM195A	772.2996	FAM195A	290.932
FAM195B	464.8099	FAM195B	1568.4299
FAM196A	343.997	FAM196A	16.7926
removed	removed	FAM196B	89.0008
FAM198A	573.9556	FAM198A	203.6104
FAM198B	1514.49	FAM198B	4054.9958
FAM199X	585.2465	FAM199X	152.8128
removed	removed	FAM19A1	5.4576
FAM19A2	7.1509	FAM19A2	12.5945
removed	removed	FAM19A3	17.2124
FAM19A5	18.4419	FAM19A5	44.5004
FAM200A	227.324	FAM200A	174.6432
FAM200B	276.2514	FAM200B	553.3165
FAM20A	77.9074	FAM20A	340.4702
FAM20B	1578.0956	FAM20B	1651.9731
FAM20C	364.697	FAM20C	1168.7657
FAM21A	916.4471	FAM21A	492.0235
FAM21B	402.7098	FAM21B	749.3703
FAM21C	1350.0188	FAM21C	1916.8766
FAM22A	98.2311	FAM22A	62.9723
FAM22D	214.904	FAM22D	77.246
FAM24B	6.9514	FAM24B	27.9933
FAM25A	27.4746	removed	removed
FAM26E	100.4893	FAM26E	195.6339
FAM26F	115.5438	FAM26F	99.0764
FAM27A	13.9255	FAM27A	18.4719
FAM27C	9.0327	FAM27C	11.335
FAM32A	2271.735	FAM32A	2059.6138
FAM35A	1002.6346	FAM35A	748.1108
FAM35B2	75.6492	FAM35B2	42.8212
FAM35B	307.1133	FAM35B	242.2334
FAM36A	902.0926	FAM36A	949.5928
FAM38A	1052.1227	FAM38A	1955.508
FAM38B	77.9074	FAM38B	756.5071
FAM3A	844.5615	FAM3A	814.8615
FAM3B	115.5438	FAM3B	228.7993
FAM3C	668.0467	FAM3C	588.581
