gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
ANP32A	2405.6155	ANP32A	1939.1642
ANP32B	3449.015	ANP32B	1722.5381
ANP32E	2372.7074	ANP32E	606.914
ANPEP	538.0029	ANPEP	2721.9063
ANTXR1	9223.0357	ANTXR1	3617.294
ANTXR2	1018.9448	ANTXR2	2759.4548
ANUBL1	102.6493	ANUBL1	257.424
ANXA11	2828.2889	ANXA11	5171.2248
ANXA1	2466.6013	ANXA1	17581.0091
ANXA2P1	56.759	ANXA2P1	96.7596
ANXA2P2	2852.1398	ANXA2P2	6801.3359
removed	removed	ANXA2P3	6.4988
ANXA2	9450.0717	ANXA2	19674.6999
ANXA3	80.006	ANXA3	1129.3438
ANXA4	1459.129	ANXA4	1481.3611
ANXA5	6616.3484	ANXA5	14442.0977
ANXA6	10262.5104	ANXA6	10233.7756
ANXA7	3330.0626	ANXA7	3606.8237
ANXA8L2	48.3055	ANXA8L2	164.6358
ANXA8	98.1206	ANXA8	322.7728
ANXA9	2819.2316	ANXA9	206.1558
AOAH	234.5837	AOAH	132.864
AOC2	5.1325	AOC2	240.0939
AOC3	1059.4007	AOC3	19714.7757
AOX1	646.9922	AOX1	1325.7514
AP1AR	550.3812	AP1AR	532.178
AP1B1	2751.9058	AP1B1	2580.3773
AP1G1	2511.5858	AP1G1	2529.1091
AP1G2	1306.1907	AP1G2	823.9336
AP1M1	1256.5477	AP1M1	1197.581
AP1M2	2521.8507	AP1M2	661.7926
AP1S1	1111.3292	AP1S1	339.7419
AP1S2	380.4061	AP1S2	561.7836
AP1S3	134.3498	AP1S3	109.3962
AP2A1	1990.3268	AP2A1	1579.8899
AP2A2	1135.18	AP2A2	1942.4136
AP2B1	6326.2133	AP2B1	8029.2445
AP2M1	7131.4061	AP2M1	5287.8419
AP2S1	2076.836	AP2S1	939.796
AP3B1	1461.2424	AP3B1	1374.1312
AP3B2	56.1552	AP3B2	55.2396
AP3D1	3624.7264	AP3D1	2359.0577
AP3M1	1604.9513	AP3M1	1603.7549
AP3M2	640.0483	AP3M2	428.9196
AP3S1	1027.0964	AP3S1	1106.5981
AP3S2	2115.9574	AP3S2	1734.5573
AP4B1	364.3807	AP4B1	304.4065
AP4E1	281.6816	AP4E1	426.3923
AP4M1	494.235	AP4M1	319.639
AP4S1	42.5693	AP4S1	64.2657
APAF1	336.0254	APAF1	510.5154
APBA1	50.117	APBA1	290.6399
removed	removed	APBA2	17.6911
APBA3	234.2818	APBA3	126.3652
APBB1IP	544.0411	APBB1IP	1303.3667
APBB1	229.7532	APBB1	690.6761
APBB2	1627.5945	APBB2	3453.3803
APBB3	126.5001	APBB3	187.3815
APC2	9.4679	removed	removed
APCDD1L	55.8533	APCDD1L	85.9283
APCDD1	224.6207	APCDD1	1175.1963
APC	742.6976	APC	1410.2356
APEH	1363.7256	APEH	1432.9813
APEX1	3792.89	APEX1	2070.2229
APEX2	1006.2646	APEX2	523.874
APH1A	8571.5148	APH1A	3490.2067
APH1B	193.8259	APH1B	853.1456
API5	3367.8013	API5	2238.1081
APIP	349.8226	APIP	476.1838
APITD1	271.4167	APITD1	146.4175
APLF	24.1528	APLF	102.8974
APLNR	1571.7413	APLNR	2294.4309
APLN	198.6565	APLN	144.7784
APLP1	215.2615	APLP1	33.216
APLP2	7585.7801	APLP2	16444.0834
APOA1BP	3319.4958	APOA1BP	1170.1417
APOB48R	387.9538	APOB48R	84.4842
APOBEC3A	48.3629	APOBEC3A	12.2755
APOBEC3B	330.8355	APOBEC3B	6.4988
APOBEC3C	345.3846	APOBEC3C	425.3091
APOBEC3D	175.4095	APOBEC3D	80.5127
APOBEC3F	224.0169	APOBEC3F	159.9422
APOBEC3G	809.1177	APOBEC3G	284.1412
APOBEC3H	27.7757	removed	removed
removed	removed	APOB	420.9766
APOC1	3820.0619	APOC1	291.001
APOC2	350.8189	APOC2	41.1589
APOD	1114.3483	APOD	16141.168
APOE	12262.3594	APOE	618.4674
APOF	5.7363	removed	removed
APOL1	6192.1654	APOL1	1623.2512
APOL2	1944.2977	APOL2	735.4454
APOL3	1556.042	APOL3	1336.2217
APOL4	656.0495	APOL4	290.6399
APOL6	3995.7733	APOL6	5170.5028
APOLD1	294.6637	APOLD1	4355.2667
APOM	8.7554	APOM	39.7148
APOOL	111.1027	APOOL	279.0866
APOO	242.1315	APOO	173.6619
APPBP2	1131.2552	APPBP2	1367.2714
APPL1	1281.0023	APPL1	1685.3507
APPL2	854.4041	APPL2	1527.9357
removed	removed	APP	22328.369
APRT	1714.2426	APRT	817.4023
APTX	653.3323	APTX	432.53
AQP11	41.3616	AQP11	58.128
AQP1	2481.9986	AQP1	19851.5353
AQP3	285.3046	AQP3	804.4047
removed	removed	AQP4	77.9854
removed	removed	AQP5	76.1802
removed	removed	AQP7P1	518.0973
removed	removed	AQP7P3	32.1329
AQP7	9.6611	AQP7	2896.2903
AQP9	233.0742	AQP9	51.9903
removed	removed	AQPEP	457.4745
AQR	525.3227	AQR	1317.8085
ARAF	1607.6685	ARAF	1351.7465
ARAP1	2147.7304	ARAP1	2097.6406
ARAP2	342.9693	ARAP2	358.5161
ARAP3	240.6219	ARAP3	907.6631
ARCN1	3951.3926	ARCN1	4758.5522
ARC	7.5477	ARC	115.1728
AREG	680.5042	AREG	960.0144
ARF1	15677.2587	ARF1	7663.5075
ARF3	12211.3367	ARF3	4155.9708
ARF4	4764.737	ARF4	4130.6977
ARF5	3296.5235	ARF5	1706.58
ARF6	4188.3916	ARF6	2491.1996
ARFGAP1	3176.9945	ARFGAP1	610.1634
ARFGAP2	3795.3053	ARFGAP2	1771.64
ARFGAP3	757.4911	ARFGAP3	1171.5859
ARFGEF1	3209.7789	ARFGEF1	1759.3646
ARFGEF2	3123.8584	ARFGEF2	2427.2949
ARFIP1	1112.5368	ARFIP1	975.9004
ARFIP2	1395.4261	ARFIP2	1307.6993
ARFRP1	1266.8126	ARFRP1	301.8323
ARG2	119.8158	ARG2	250.1417
ARGLU1	461.6197	ARGLU1	1623.9733
ARHGAP10	380.4061	ARHGAP10	675.8733
ARHGAP11A	267.7938	ARHGAP11A	72.9308
ARHGAP11B	13.5859	ARHGAP11B	5.9717
ARHGAP12	598.9886	ARHGAP12	978.4277
ARHGAP15	148.2376	ARHGAP15	72.2087
ARHGAP17	1063.0236	ARHGAP17	1788.248
ARHGAP18	595.0638	ARHGAP18	812.3477
ARHGAP19	273.832	ARHGAP19	741.2221
ARHGAP1	5194.6562	ARHGAP1	4159.2201
ARHGAP20	52.2304	ARHGAP20	765.412
ARHGAP21	965.2049	ARHGAP21	4440.473
ARHGAP22	125.8963	ARHGAP22	44.4083
ARHGAP23	440.788	ARHGAP23	897.5539
ARHGAP24	251.1888	ARHGAP24	501.8503
ARHGAP25	552.7964	ARHGAP25	430.7248
ARHGAP26	264.1709	ARHGAP26	666.1251
ARHGAP27	668.1259	ARHGAP27	499.6841
ARHGAP28	146.7281	ARHGAP28	353.8225
ARHGAP29	1053.0606	ARHGAP29	3828.1433
ARHGAP30	965.5068	ARHGAP30	450.5822
ARHGAP31	750.2453	ARHGAP31	2205.6142
ARHGAP32	1026.7945	ARHGAP32	1261.1247
ARHGAP33	195.6374	ARHGAP33	104.3415
removed	removed	ARHGAP36	78.7075
ARHGAP39	733.9422	ARHGAP39	149.833
ARHGAP42	70.3238	ARHGAP42	314.0861
ARHGAP4	553.4003	ARHGAP4	345.8796
ARHGAP5	1618.5372	ARHGAP5	2687.2461
ARHGAP6	48.0036	ARHGAP6	154.8876
ARHGAP8	509.5358	ARHGAP8	268.5188
ARHGAP9	259.0384	ARHGAP9	162.8306
ARHGDIA	11546.5318	ARHGDIA	4172.5788
ARHGDIB	3871.6884	ARHGDIB	4572.2538
removed	removed	ARHGDIG	49.8384
ARHGEF10L	652.7285	ARHGEF10L	743.7494
ARHGEF10	436.8632	ARHGEF10	1227.5476
ARHGEF11	1801.1925	ARHGEF11	1617.8355
ARHGEF12	2923.9943	ARHGEF12	5903.4209
ARHGEF15	291.3427	ARHGEF15	1782.1103
ARHGEF16	904.2192	ARHGEF16	171.4956
ARHGEF17	1198.2791	ARHGEF17	1761.5308
ARHGEF18	1216.3937	ARHGEF18	676.2343
ARHGEF19	222.8093	ARHGEF19	216.9871
ARHGEF1	1386.0669	ARHGEF1	979.1497
ARHGEF2	1404.7853	ARHGEF2	2259.7707
removed	removed	ARHGEF33	6.8598
ARHGEF35	791.0031	ARHGEF35	410.8674
ARHGEF37	175.4095	ARHGEF37	1187.4718
removed	removed	ARHGEF38	46.2136
ARHGEF3	690.4672	ARHGEF3	796.4618
ARHGEF4	38.3425	ARHGEF4	282.336
ARHGEF5	572.7225	ARHGEF5	373.3189
ARHGEF6	586.3084	ARHGEF6	4341.9081
ARHGEF7	770.1713	ARHGEF7	2009.9287
ARHGEF9	390.0672	ARHGEF9	583.4462
ARID1A	3117.8202	ARID1A	2826.6089
ARID1B	1325.9869	ARID1B	2176.0087
ARID2	682.0137	ARID2	986.3706
ARID3A	107.7817	ARID3A	57.7669
ARID3B	107.1779	ARID3B	118.4222
ARID4A	304.9287	ARID4A	822.4569
ARID4B	1019.8506	ARID4B	1243.3324
ARID5A	531.9647	ARID5A	881.668
ARID5B	682.6176	ARID5B	4563.5888
ARIH1	1681.3344	ARIH1	1849.9865
ARIH2	621.3299	ARIH2	1552.4361
ARL10	24.7566	ARL10	46.5746
ARL11	67.9297	ARL11	57.0449
ARL13B	184.7687	ARL13B	276.5593
ARL15	310.0611	ARL15	592.4722
ARL16	583.5912	ARL16	318.0792
ARL17A	81.6424	ARL17A	119.4657
ARL1	2432.7874	ARL1	2112.104
ARL2BP	1471.5073	ARL2BP	1736.2578
ARL2	1309.0799	ARL2	1210.9396
ARL3	333.912	ARL3	460.3304
ARL4A	351.4227	ARL4A	645.9067
ARL4C	1140.0106	ARL4C	871.5588
ARL4D	69.4392	ARL4D	116.617
ARL5A	923.5414	ARL5A	751.6924
ARL5B	172.3904	ARL5B	437.2236
ARL6IP1	11497.6225	ARL6IP1	3917.6821
ARL6IP4	2222.0545	ARL6IP4	862.1717
ARL6IP5	2472.0356	ARL6IP5	5106.5981
ARL6IP6	307.344	ARL6IP6	198.5739
ARL6	49.5132	ARL6	93.8713
ARL8A	1321.4582	ARL8A	1020.3087
ARL8B	2329.2324	ARL8B	2112.104
ARMC10	838.8105	ARMC10	606.9681
ARMC1	913.8803	ARMC1	689.5929
ARMC2	24.7566	ARMC2	57.0449
removed	removed	ARMC4	6.8598
ARMC5	234.5837	ARMC5	173.6619
ARMC6	777.713	ARMC6	402.2024
ARMC7	875.5378	ARMC7	245.5095
ARMC8	620.1223	ARMC8	748.082
ARMC9	422.3715	ARMC9	206.1558
ARMCX1	353.5361	ARMCX1	774.4381
ARMCX2	355.0457	ARMCX2	692.1202
ARMCX3	942.2598	ARMCX3	2175.2866
ARMCX5	155.7853	ARMCX5	288.4737
ARMCX6	160.0121	ARMCX6	265.0059
ARNT2	186.5801	ARNT2	336.4925
ARNTL2	80.9118	ARNTL2	38.6316
ARNTL	391.8786	ARNTL	438.3067
ARNT	1232.6968	ARNT	2133.0445
ARPC1A	2101.1578	ARPC1A	1989.8547
ARPC1B	5008.2089	ARPC1B	1464.9698
ARPC2	5590.4597	ARPC2	4110.8403
ARPC3	5144.8411	ARPC3	2534.8858
ARPC4	4902.0515	ARPC4	2512.9452
ARPC5L	1067.8542	ARPC5L	516.6531
ARPC5	5062.1179	ARPC5	2282.1554
ARPM1	21.7375	ARPM1	37.9096
ARPP19	3416.4088	ARPP19	4545.8976
removed	removed	ARPP21	7.2209
removed	removed	ARRB1	1199.7473
ARRB2	1027.7002	ARRB2	837.6207
ARRDC1	2867.8391	ARRDC1	422.4208
ARRDC2	910.8612	ARRDC2	408.7011
ARRDC3	1151.1812	ARRDC3	3027.349
ARRDC4	380.4061	ARRDC4	1542.0164
ARSA	799.1547	ARSA	906.9411
ARSB	713.4123	ARSB	348.4069
ARSD	863.7633	ARSD	2620.0921
ARSE	47.7017	ARSE	11.5534
ARSG	407.8798	ARSG	356.3499
ARSI	156.993	ARSI	21.3016
ARSJ	92.0824	ARSJ	127.8094
ARSK	123.1791	ARSK	159.2201
removed	removed	ART4	7.943
ART5	6.0382	ART5	6.4988
ARTN	25.3604	ARTN	11.9144
ARV1	265.3785	ARV1	326.7443
ARVCF	231.2627	ARVCF	212.2935
AR	73.364	AR	861.4496
AS3MT	20.2219	AS3MT	362.3721
ASAH1	8837.7991	ASAH1	10967.0548
ASAH2	35.9272	ASAH2	7.5819
ASAM	336.6292	ASAM	2036.2849
ASAP1	1200.3925	ASAP1	1534.0735
ASAP2	1035.2479	ASAP2	1171.5859
ASAP3	1681.6363	ASAP3	1105.5149
ASB13	515.3596	ASB13	705.1178
removed	removed	ASB14	13.3586
ASB16	18.4467	ASB16	5.7767
ASB1	227.2655	ASB1	728.8131
ASB2	46.796	ASB2	33.577
ASB3	235.7914	ASB3	291.362
ASB6	641.9473	ASB6	560.7365
ASB7	510.2272	ASB7	452.7484
ASB8	1141.822	ASB8	840.8701
ASB9	11.7745	ASB9	58.128
ASCC1	487.8859	ASCC1	453.1095
ASCC2	1261.6801	ASCC2	1189.6381
ASCC3	973.3565	ASCC3	1079.5198
ASCL1	259.9441	removed	removed
ASCL2	238.2067	ASCL2	11.9144
ASF1A	290.7389	ASF1A	366.8201
ASF1B	754.7739	ASF1B	37.9096
ASGR1	15.3974	ASGR1	12.9976
ASGR2	27.1719	ASGR2	14.8028
ASH1L	1818.2806	ASH1L	3393.3857
ASH2L	1738.6973	ASH2L	1156.4221
ASL	681.4099	ASL	357.433
ASMTL	509.0165	ASMTL	537.5792
ASNA1	2100.3849	ASNA1	958.2092
ASNSD1	902.1058	ASNSD1	1152.0895
ASNS	357.7629	ASNS	231.0678
ASPA	10.5668	ASPA	153.0824
ASPHD1	6.0382	ASPHD1	6.8598
ASPHD2	144.9166	ASPHD2	54.5176
ASPH	1339.2075	ASPH	17664.9084
ASPM	363.4991	ASPM	27.0783
ASPN	2185.5234	ASPN	1056.413
ASPRV1	23.1414	ASPRV1	56.4961
ASPSCR1	1322.6659	ASPSCR1	212.6546
ASRGL1	351.4227	ASRGL1	214.0987
ASS1	2535.7385	ASS1	3104.9734
ASTE1	189.5147	ASTE1	257.4853
removed	removed	ASTN1	42.6031
ASTN2	533.7761	ASTN2	156.6928
ASXL1	1171.4092	ASXL1	1709.5406
ASXL2	479.4324	ASXL2	1081.6861
removed	removed	ASXL3	27.0783
ATAD1	906.6345	ATAD1	1035.4725
ATAD2B	322.7413	ATAD2B	362.8486
ATAD2	2504.34	ATAD2	373.6799
ATAD3A	634.0101	ATAD3A	214.8208
ATAD3B	185.0706	ATAD3B	98.2038
ATAD3C	21.7375	ATAD3C	55.9617
ATAD5	110.4989	ATAD5	43.6863
ATE1	130.4249	ATE1	364.2928
ATF1	365.0087	ATF1	413.0337
ATF2	297.9848	ATF2	660.3484
ATF3	502.3775	ATF3	8437.5846
ATF4	4094.4977	ATF4	6226.9158
ATF5	1125.5189	ATF5	569.7265
ATF6B	4411.5028	ATF6B	1731.4342
ATF6	1589.252	ATF6	1700.5145
ATF7IP2	91.1767	ATF7IP2	120.2275
ATF7IP	827.8361	ATF7IP	1505.9121
ATF7	1147.7244	ATF7	2404.2459
ATG10	60.08	ATG10	105.4247
ATG12	512.3406	ATG12	590.667
ATG16L1	1630.0098	ATG16L1	785.6305
ATG16L2	157.3945	ATG16L2	211.492
ATG2A	942.2598	ATG2A	596.8048
ATG2B	463.4312	ATG2B	1390.3782
ATG3	896.6714	ATG3	695.7307
ATG4A	279.2664	ATG4A	373.6799
ATG4B	863.1595	ATG4B	663.9588
ATG4C	196.845	ATG4C	262.4786
ATG4D	631.7126	ATG4D	211.7484
ATG5	377.0851	ATG5	770.8277
ATG7	776.0888	ATG7	733.7377
ATG9A	1368.7916	ATG9A	1793.5951
ATG9B	20.0438	ATG9B	9.2463
ATHL1	198.0527	ATHL1	574.4201
ATIC	3417.9183	ATIC	1404.8199
ATL1	298.5886	ATL1	367.9032
ATL2	905.1249	ATL2	984.5654
ATL3	627.67	ATL3	831.483
ATMIN	1464.8653	ATMIN	1876.7037
ATM	526.5303	ATM	1506.6342
ATN1	2847.0073	ATN1	5905.5871
ATOH8	25.6623	ATOH8	455.9978
ATOX1	1250.8114	ATOX1	723.531
ATP10A	407.276	ATP10A	319.5234
removed	removed	ATP10B	5.7767
ATP10D	393.0863	ATP10D	689.5929
ATP11A	266.2842	ATP11A	960.0144
ATP11B	928.07	ATP11B	1628.6668
ATP11C	275.3415	ATP11C	771.9108
ATP13A1	2313.2312	ATP13A1	939.796
ATP13A2	1801.4945	ATP13A2	952.7936
ATP13A3	1320.5525	ATP13A3	2706.7425
removed	removed	ATP13A4	59.2111
removed	removed	ATP13A5	51.2682
ATP1A1	10185.8193	ATP1A1	12205.7875
ATP1A2	5.1325	ATP1A2	819.2075
ATP1A3	68.5335	removed	removed
ATP1A4	8.1516	ATP1A4	25.9951
ATP1B1	2879.3992	ATP1B1	2478.3717
ATP1B2	37.4368	ATP1B2	113.7287
ATP1B3	1653.5588	ATP1B3	1581.3702
ATP2A2	6830.7042	ATP2A2	5820.3809
ATP2A3	4468.8656	ATP2A3	591.7502
ATP2B1	637.0292	ATP2B1	1191.8043
removed	removed	ATP2B2	14.4417
ATP2B4	1945.5053	ATP2B4	9225.3814
ATP2C1	2238.4421	ATP2C1	2968.0765
ATP2C2	438.6746	ATP2C2	118.7833
ATP5A1	6174.6547	ATP5A1	9726.5096
removed	removed	ATP5B	10927.7011
ATP5C1	2427.6549	ATP5C1	2360.5019
ATP5D	913.5784	ATP5D	362.8486
ATP5EP2	48.6074	ATP5EP2	26.7172
ATP5E	8092.6862	ATP5E	3546.8905
ATP5F1	3068.0051	ATP5F1	2329.4521
ATP5G1	650.9171	ATP5G1	551.3133
ATP5G2	4871.0091	ATP5G2	3959.9242
ATP5G3	3259.1139	ATP5G3	2934.9219
ATP5H	6487.1311	ATP5H	1906.3092
ATP5I	1901.9669	ATP5I	944.6015
ATP5J2	1619.7388	ATP5J2	762.8847
ATP5J	1895.5121	ATP5J	1591.6418
ATP5L	2031.8515	ATP5L	2486.145
ATP5O	2811.382	ATP5O	3024.4607
ATP5SL	803.9852	ATP5SL	705.4788
ATP5S	87.5538	ATP5S	136.4744
ATP6AP1L	30.4929	ATP6AP1L	42.9642
ATP6AP1	8330.8929	ATP6AP1	3277.9132
ATP6AP2	3144.6902	ATP6AP2	3353.3712
ATP6V0A1	1500.1887	ATP6V0A1	1535.1566
ATP6V0A2	371.0469	ATP6V0A2	488.1307
ATP6V0A4	124.9906	ATP6V0A4	94.5934
ATP6V0B	3745.4902	ATP6V0B	1304.8109
ATP6V0C	3844.8185	ATP6V0C	1760.0867
ATP6V0D1	2005.2834	ATP6V0D1	1736.2578
ATP6V0D2	19.0203	removed	removed
ATP6V0E1	4502.9814	ATP6V0E1	3230.9775
ATP6V0E2	2268.8414	ATP6V0E2	773.2864
ATP6V1A	1848.2904	ATP6V1A	1879.231
ATP6V1B1	1064.8351	ATP6V1B1	427.1144
ATP6V1B2	2910.1064	ATP6V1B2	2121.8522
ATP6V1C1	2885.3498	ATP6V1C1	1632.9994
ATP6V1C2	708.2285	ATP6V1C2	92.391
ATP6V1D	1119.1788	ATP6V1D	1124.6502
ATP6V1E1	2297.5319	ATP6V1E1	2511.057
ATP6V1E2	95.7053	ATP6V1E2	54.8786
ATP6V1F	3074.0282	ATP6V1F	1303.7242
ATP6V1G1	6642.3126	ATP6V1G1	1578.1208
ATP6V1G2	27.7757	ATP6V1G2	27.8003
ATP6V1H	1534.0026	ATP6V1H	1038.7219
ATP7A	252.6983	ATP7A	1010.9216
ATP7B	438.6746	ATP7B	321.3286
ATP8A1	279.2664	ATP8A1	534.7053
ATP8A2	17.5108	ATP8A2	9.3871
ATP8B1	1044.5437	ATP8B1	1226.8833
ATP8B2	783.7573	ATP8B2	1152.0895
ATP8B3	19.926	ATP8B3	24.1899
ATP8B4	40.4559	ATP8B4	329.9937
ATP8B5P	19.0203	ATP8B5P	38.6316
ATP9A	6914.937	ATP9A	5411.3187
ATP9B	285.9084	ATP9B	530.0117
ATPAF1	932.2455	ATPAF1	1707.9195
ATPAF2	197.7508	ATPAF2	233.3712
ATPBD4	73.0621	ATPBD4	109.7572
ATPIF1	1665.3332	ATPIF1	620.6336
ATRIP	152.881	ATRIP	243.7332
ATRNL1	10.5668	ATRNL1	25.6341
ATRN	1299.1169	ATRN	2621.5362
ATRX	938.6369	ATRX	2893.763
ATR	622.2356	ATR	998.285
ATXN10	1812.3632	ATXN10	1655.023
ATXN1L	884.5951	ATXN1L	1983.2404
ATXN1	826.6284	ATXN1	931.492
ATXN2L	3273.6056	ATXN2L	1709.5406
ATXN2	636.1235	ATXN2	1010.1995
ATXN3	248.1697	ATXN3	600.7762
ATXN7L1	105.3664	ATXN7L1	254.1746
ATXN7L2	132.2364	ATXN7L2	66.432
ATXN7L3B	3967.9976	ATXN7L3B	3210.3981
ATXN7L3	1647.2187	ATXN7L3	1156.4221
ATXN7	342.0636	ATXN7	866.1432
AUH	94.7996	AUH	331.7989
AUP1	4432.5972	AUP1	1869.147
AURKAIP1	1594.6864	AURKAIP1	529.6507
AURKAPS1	10.2649	AURKAPS1	9.3871
AURKA	1887.2368	AURKA	49.824
AURKB	298.2867	AURKB	5.0546
AURKC	10.2649	AURKC	14.8028
AUTS2	447.7319	AUTS2	1880.3141
AVEN	183.2591	AVEN	219.1534
AVIL	24.1528	AVIL	49.824
AVL9	392.7844	AVL9	407.9791
AVPI1	205.6004	AVPI1	483.0761
AVPR1A	22.9451	AVPR1A	164.6358
AVPR2	5.7363	AVPR2	170.7735
AXIN1	999.3207	AXIN1	414.8389
AXIN2	186.2782	AXIN2	412.3116
AXL	2278.2097	AXL	1776.6946
AZGP1	5095.9318	AZGP1	30117.1586
AZI1	1340.7804	AZI1	86.2894
AZI2	664.8049	AZI2	1466.9194
AZIN1	6992.2258	AZIN1	3641.1228
removed	removed	AZU1	7.943
B2M	69047.0224	B2M	38085.8056
B3GALNT1	567.59	B3GALNT1	375.4852
B3GALNT2	729.6188	B3GALNT2	626.1323
removed	removed	B3GALT1	6.8598
B3GALT2	5.7363	B3GALT2	7.2209
B3GALT4	328.4776	B3GALT4	198.5739
removed	removed	B3GALT5	35.3823
B3GALT6	424.183	B3GALT6	305.0817
B3GALTL	188.0897	B3GALTL	366.4591
B3GAT1	9.963	B3GAT1	50.5461
B3GAT2	5.6246	B3GAT2	6.3544
B3GAT3	947.0903	B3GAT3	339.0198
B3GNT1	504.7928	B3GNT1	604.0256
B3GNT2	987.5462	B3GNT2	870.1146
B3GNT3	303.721	B3GNT3	78.7075
B3GNT4	13.284	removed	removed
B3GNT5	69.4392	B3GNT5	596.8048
B3GNT7	38.9463	B3GNT7	75.097
B3GNT8	185.0706	B3GNT8	76.1802
B3GNT9	263.2863	B3GNT9	230.8151
B3GNTL1	127.0526	B3GNTL1	49.5207
B4GALNT1	50.6665	B4GALNT1	19.6624
B4GALNT3	142.8032	B4GALNT3	226.0132
B4GALNT4	157.2949	B4GALNT4	30.6887
B4GALT1	11482.8289	B4GALT1	3451.9361
B4GALT2	1160.2385	B4GALT2	983.4823
B4GALT3	2013.1331	B4GALT3	853.5066
B4GALT4	703.1474	B4GALT4	431.0858
B4GALT5	1667.7485	B4GALT5	2360.8629
B4GALT6	35.6253	B4GALT6	196.7687
B4GALT7	588.7237	B4GALT7	410.5064
B9D1	91.6114	B9D1	113.5554
B9D2	90.271	B9D2	62.4605
BAALC	22.9451	BAALC	303.2765
BACE1	1079.3267	BACE1	1418.5396
BACE2	749.3396	BACE2	1185.3055
BACH1	726.0925	BACH1	884.5564
BACH2	83.629	BACH2	150.5551
BAD	901.3148	BAD	533.6691
BAG1	1562.838	BAG1	1335.5285
BAG2	170.5789	BAG2	162.8306
BAG3	1207.9402	BAG3	2200.9207
BAG4	237.9047	BAG4	306.5259
BAG5	851.0831	BAG5	1636.2488
removed	removed	BAGE2	6.5493
BAHCC1	204.6947	BAHCC1	432.169
BAHD1	624.9528	BAHD1	627.8545
BAI1	26.2661	BAI1	19.1353
BAI2	241.5277	BAI2	118.4222
removed	removed	BAI3	11.9144
BAIAP2L1	375.5755	BAIAP2L1	343.7133
BAIAP2L2	16.9069	BAIAP2L2	9.7482
BAIAP2	3931.4665	BAIAP2	531.817
BAIAP3	254.0599	BAIAP3	176.1278
BAK1	1823.8358	BAK1	300.7492
BAMBI	730.3193	BAMBI	649.1561
BANF1	3099.4037	BANF1	1244.1556
BANK1	28.3795	BANK1	235.7614
BANP	237.3009	BANP	194.2414
BAP1	1631.5194	BAP1	1373.4092
BARD1	131.3307	BARD1	50.185
BARX2	21.4356	BARX2	413.7558
BASP1	596.8752	BASP1	314.4688
BAT1	5918.6354	BAT1	4724.6141
BAT2L1	5200.3955	BAT2L1	5842.4731
BAT2L2	5366.4428	BAT2L2	5019.9476
BAT2	10249.2264	BAT2	5203.7187
BAT3	6013.435	BAT3	3767.127
BAT4	402.1436	BAT4	227.4574
BAT5	1840.7427	BAT5	739.778
BATF2	684.7309	BATF2	73.2918
BATF3	37.1349	BATF3	25.273
BATF	339.6483	BATF	67.5151
BAX	864.0652	BAX	244.7874
BAZ1A	1424.4094	BAZ1A	970.8457
BAZ1B	2227.7908	BAZ1B	2191.5335
BAZ2A	3178.8512	BAZ2A	3085.7189
BAZ2B	352.2258	BAZ2B	1420.8611
BBC3	208.6195	BBC3	38.9927
BBOX1	19.0203	BBOX1	183.7711
BBS10	300.0981	BBS10	501.8503
BBS12	106.2722	BBS12	142.2511
BBS1	694.9958	BBS1	966.4843
BBS2	395.1996	BBS2	1052.8026
BBS4	336.9311	BBS4	435.7794
BBS5	148.781	BBS5	234.3533
BBS7	233.678	BBS7	278.7255
BBS9	227.9417	BBS9	345.5185
BBX	781.0401	BBX	2312.4831
BCAM	7554.9853	BCAM	4088.8167
BCAN	5.1325	BCAN	14.0807
BCAP29	979.6966	BCAP29	1613.142
BCAP31	8022.3413	BCAP31	6638.8663
BCAR1	1039.7766	BCAR1	758.5522
BCAR3	297.6828	BCAR3	889.611
BCAS1	1358.895	BCAS1	231.0678
BCAS2	904.5422	BCAS2	699.7888
BCAS3	495.1317	BCAS3	619.5505
BCAS4	2223.866	BCAS4	652.4055
BCAT1	504.7928	BCAT1	398.953
BCAT2	553.0983	BCAT2	381.2618
BCCIP	1434.4298	BCCIP	944.0888
BCDIN3D	316.9809	BCDIN3D	198.6569
BCHE	13.284	BCHE	129.2535
BCKDHA	1010.5397	BCKDHA	758.3392
BCKDHB	280.1721	BCKDHB	537.5936
BCKDK	1616.122	BCKDK	988.8979
BCL10	479.4324	BCL10	529.2896
BCL11A	18.1146	BCL11A	73.6529
BCL11B	178.7305	BCL11B	59.5722
BCL2A1	131.6326	BCL2A1	59.2111
removed	removed	BCL2L10	5.4157
BCL2L11	884.5951	BCL2L11	732.196
BCL2L12	189.2762	BCL2L12	113.2088
BCL2L13	1121.896	BCL2L13	1675.2414
BCL2L14	11.7745	BCL2L14	13.7196
BCL2L1	3924.2207	BCL2L1	2112.8261
BCL2L2	727.4058	BCL2L2	2482.7909
BCL2	471.5828	BCL2	2668.8329
BCL3	1300.0226	BCL3	752.4145
BCL6B	335.7235	BCL6B	780.2148
BCL6	750.2453	BCL6	2830.9414
BCL7A	528.9456	BCL7A	496.0737
BCL7B	832.0628	BCL7B	1228.9918
BCL7C	942.5587	BCL7C	421.6987
removed	removed	BCL8	7.5819
BCL9L	2320.7789	BCL9L	2248.9394
