gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
CCDC109A	474.4988	CCDC109A	436.3208
CCDC109B	278.9307	CCDC109B	173.5849
CCDC110	93.5631	CCDC110	98.1132
removed	removed	CCDC111	248.7925
CCDC112	394.6535	CCDC112	191.0377
CCDC113	438.2694	CCDC113	280.1887
CCDC114	29.898	CCDC114	22.1698
CCDC115	690.4678	CCDC115	848.5849
removed	removed	CCDC116	7.0755
CCDC117	8682.026	CCDC117	850.4717
CCDC11	31.305	CCDC11	24.5283
CCDC120	255.7158	CCDC120	455.1887
CCDC121	215.969	CCDC121	107.5472
CCDC122	52.0577	CCDC122	94.3396
CCDC123	449.8769	CCDC123	471.6981
CCDC124	703.834	CCDC124	464.6226
CCDC125	1107.6328	CCDC125	452.3585
CCDC126	147.3795	CCDC126	272.1698
CCDC127	441.7868	CCDC127	309.434
removed	removed	CCDC129	70.283
CCDC12	486.8097	CCDC12	395.283
CCDC130	216.6725	CCDC130	332.0755
CCDC132	560.3236	CCDC132	547.1698
CCDC134	102.0049	CCDC134	59.9057
CCDC136	12.6627	CCDC136	98.1132
CCDC137	470.9814	CCDC137	268.3962
CCDC138	148.083	CCDC138	50.4717
removed	removed	CCDC13	9.9057
removed	removed	CCDC141	18.8679
CCDC142	235.3148	CCDC142	125.6415
CCDC144A	92.2265	CCDC144A	42.5472
CCDC144B	16.8836	CCDC144B	145.1368
CCDC144C	6.3313	removed	removed
CCDC146	54.5199	CCDC146	148.5849
CCDC147	21.4562	CCDC147	9.434
CCDC148	34.4706	CCDC148	33.0189
CCDC149	235.3148	CCDC149	650
CCDC14	922.2652	CCDC14	1448.1132
CCDC150	39.0433	CCDC150	12.2642
CCDC151	18.994	removed	removed
CCDC152	75.7263	CCDC152	111.3255
CCDC153	30.9532	CCDC153	8.9623
removed	removed	CCDC154	6.1321
CCDC155	34.4706	removed	removed
CCDC157	61.5793	CCDC157	56.1557
removed	removed	CCDC158	112.7358
CCDC159	243.7566	CCDC159	187.2642
CCDC15	247.9775	CCDC15	75.9434
CCDC160	176.9258	CCDC160	40.566
CCDC163P	34.1189	CCDC163P	8.9623
removed	removed	CCDC17	11.3208
CCDC18	137.179	CCDC18	46.7075
CCDC19	96.7288	CCDC19	16.9811
CCDC21	699.9648	CCDC21	334.9057
CCDC22	422.4129	CCDC22	381.5094
CCDC23	171.2979	CCDC23	241.0377
CCDC24	217.3479	CCDC24	135.7075
CCDC25	921.21	CCDC25	1032.5472
CCDC28A	348.5754	CCDC28A	432.5472
CCDC28B	137.179	CCDC28B	50.9434
CCDC30	108.3363	CCDC30	100.9434
CCDC34	564.5445	CCDC34	240.0943
CCDC36	17.5871	CCDC36	16.0377
CCDC39	150.7949	CCDC39	32.1321
CCDC3	419.6272	CCDC3	1129.717
CCDC40	117.1298	CCDC40	191.0377
CCDC41	305.663	CCDC41	194.8113
CCDC43	896.2364	CCDC43	367.4528
CCDC45	552.2336	CCDC45	679.717
CCDC46	52.7612	CCDC46	258.9623
CCDC47	3399.2262	CCDC47	3362.2642
CCDC48	21.1045	CCDC48	78.3019
CCDC50	692.2265	CCDC50	2933.4906
CCDC51	571.5793	CCDC51	157.5472
CCDC52	924.0239	CCDC52	528.3019
CCDC53	444.6008	CCDC53	344.8113
CCDC55	980.6542	CCDC55	919.3396
CCDC56	1393.9852	CCDC56	614.8255
CCDC57	412.2406	CCDC57	590.0943
CCDC58	313.4013	CCDC58	113.2075
CCDC59	463.5948	CCDC59	421.6981
CCDC61	106.9293	CCDC61	122.6415
CCDC64B	270.4889	CCDC64B	522.1698
CCDC64	497.7137	CCDC64	101.8868
CCDC65	13.7179	CCDC65	19.8113
CCDC66	420.2568	CCDC66	347.934
removed	removed	CCDC67	10.8491
CCDC68	165.6701	CCDC68	42.4528
CCDC69	173.4084	CCDC69	1680.1887
CCDC6	3146.676	CCDC6	2996.2264
CCDC71	552.5853	CCDC71	496.6981
CCDC72	1429.4759	CCDC72	681.6038
CCDC73	90.6191	CCDC73	42.1085
CCDC74A	226.873	CCDC74A	506.1321
CCDC74B	63.6651	CCDC74B	66.5094
CCDC75	110.7985	CCDC75	87.7358
CCDC76	209.592	CCDC76	268.7358
CCDC77	240.9427	CCDC77	179.717
CCDC78	67.886	CCDC78	12.7358
CCDC7	20.9251	CCDC7	23.1132
CCDC80	3096.3771	CCDC80	9106.6038
CCDC81	7.3866	CCDC81	7.5472
CCDC82	231.7974	CCDC82	649.0566
CCDC84	208.5825	CCDC84	123.5849
CCDC85A	9.8488	CCDC85A	158.9434
CCDC85B	81.9557	CCDC85B	69.8113
CCDC85C	726.0605	CCDC85C	711.816
CCDC86	1311.2803	CCDC86	474.9906
CCDC87	75.9761	CCDC87	20.7547
CCDC88A	391.1361	CCDC88A	695.7547
CCDC88B	77.383	CCDC88B	179.717
CCDC88C	587.4077	CCDC88C	798.1132
CCDC89	5.2761	CCDC89	34.434
CCDC8	64.0169	CCDC8	1433.0189
CCDC90A	378.8252	CCDC90A	234.434
CCDC90B	922.2371	CCDC90B	594.316
CCDC91	434.752	CCDC91	506.6038
CCDC92	506.5072	CCDC92	738.2075
CCDC93	561.3788	CCDC93	1081.1321
CCDC94	626.4509	CCDC94	346.2264
CCDC96	56.6303	CCDC96	105.6604
CCDC97	1282.4481	CCDC97	1071.2264
CCDC99	606.7534	CCDC99	163.2075
CCDC9	278.2272	CCDC9	379.2453
CCHCR1	616.6022	CCHCR1	534.434
removed	removed	CCIN	5.6604
CCL11	55.5751	removed	removed
CCL13	27.4358	CCL13	64.1509
CCL14	10.904	CCL14	1397.1557
CCL18	286.669	CCL18	42.4528
CCL19	23.5667	CCL19	91.0377
CCL20	36.2293	removed	removed
CCL21	57.6855	CCL21	4526.4151
CCL22	150.8969	CCL22	126.4151
CCL28	92.5079	CCL28	1754.717
CCL2	1154.0626	CCL2	1844.8113
CCL3L1	45.6736	CCL3L1	35.0472
CCL3	243.0531	CCL3	126.8868
CCL4L2	166.0218	CCL4L2	121.6981
CCL4	215.2656	CCL4	151.4151
CCL5	400.2814	CCL5	413.2075
CCL7	45.3746	removed	removed
CCL8	361.2381	CCL8	150.4717
CCM2	570.5241	CCM2	587.7358
removed	removed	CCNA1	25.4717
CCNA2	812.0507	CCNA2	123.8019
CCNB1IP1	809.0046	CCNB1IP1	859.434
CCNB1	2728.1041	CCNB1	305.6604
CCNB2	841.3648	CCNB2	122.6415
CCNB3	28.8428	CCNB3	35.3774
CCNC	785.7897	CCNC	1341.5094
CCND1	5783.6405	CCND1	5130.5047
CCND2	344.3546	CCND2	1529.717
CCND3	1080.9005	CCND3	1642.4528
CCNDBP1	423.1446	CCNDBP1	1175
CCNE1	76.6796	CCNE1	34.434
CCNE2	2865.1706	CCNE2	107.0755
CCNF	923.3204	CCNF	228.3019
CCNG1	1450.5804	CCNG1	2292.9245
CCNG2	2192.4024	CCNG2	1605.1887
CCNH	759.6342	CCNH	591.816
CCNI2	24.6852	CCNI2	20.9528
CCNI	6037.2846	CCNI	6222.6415
CCNJL	20.7527	CCNJL	81.6038
CCNJ	236.7218	CCNJ	241.9811
CCNK	1064.6535	CCNK	803.2783
CCNL1	1045.3746	CCNL1	2704.717
CCNL2	981.006	CCNL2	2104.2453
CCNO	600.4221	CCNO	29.2453
CCNT1	214.9138	CCNT1	280.1887
CCNT2	798.8041	CCNT2	850.9434
CCNYL1	348.5754	CCNYL1	482.0755
CCNY	1690.8196	CCNY	1738.2075
CCPG1	1655.6982	CCPG1	2480.4198
removed	removed	CCR10	6.1321
CCR1	396.764	CCR1	221.6981
CCR2	84.0661	CCR2	60.3774
CCR4	15.1249	CCR4	7.5472
CCR5	164.9666	CCR5	112.7358
CCR6	17.3444	CCR6	54.717
CCR7	29.1945	CCR7	34.434
CCR8	26.3806	removed	removed
CCRL1	124.8681	CCRL1	179.2453
CCRL2	71.4034	CCRL2	63.2075
CCRN4L	209.286	CCRN4L	213.2075
CCS	413.6476	CCS	432.5472
CCT2	5614.4917	CCT2	2417.9245
CCT3	10768.2026	CCT3	4429.717
CCT4	5701.3718	CCT4	2985.3774
CCT5	9475.2023	CCT5	3066.9811
CCT6A	14391.1361	CCT6A	2538.6792
CCT6B	130.8477	CCT6B	113.6792
CCT6P1	41.8572	CCT6P1	73.1132
CCT7	5428.4207	CCT7	3300.9434
CCT8	5193.4576	CCT8	2747.1698
CD101	47.8368	CD101	33.4906
CD109	1060.8512	CD109	1291
CD14	1133.6616	CD14	1933.0189
CD151	3188.1815	CD151	6099.5283
CD160	6.6831	CD160	18.8679
CD163L1	20.7527	CD163L1	119.8113
CD163	1096.0253	CD163	626.4151
CD164L2	6.3313	CD164L2	63.6792
CD164	22172.0014	CD164	10684.434
CD177	11.2557	removed	removed
CD180	119.9437	CD180	109.9057
CD19	5.2761	removed	removed
removed	removed	CD1C	38.6792
CD1D	17.5871	CD1D	46.2264
removed	removed	CD1E	14.6226
CD200R1	11.2557	CD200R1	47.1698
CD200	202.6029	CD200	1168.3962
CD207	6.6831	CD207	39.1509
CD209	51.0025	CD209	225.4717
CD226	22.8632	CD226	23.1132
CD22	42.2089	CD22	102.8302
CD244	5.2761	CD244	19.8113
CD247	34.4706	CD247	64.6226
CD248	471.3331	CD248	1259.434
CD24	80052.0577	CD24	20176.4151
CD274	33.7671	CD274	43.8679
CD276	1760.1126	CD276	1439.1509
CD27	101.3964	CD27	47.0755
CD28	26.7323	CD28	63.6792
CD2AP	1581.7798	CD2AP	1628.7736
CD2BP2	1733.3802	CD2BP2	1466.0377
CD2	150.8969	CD2	147.6415
CD300A	218.4312	CD300A	181.1321
CD300C	32.0084	CD300C	18.8679
CD300E	5.6279	removed	removed
CD300LB	5.2761	CD300LB	21.6981
CD300LF	66.8308	CD300LF	16.9811
removed	removed	CD300LG	789.6226
CD302	529.9613	CD302	1798.9528
CD320	424.9033	CD320	448.1132
CD33	40.802	CD33	50
CD34	680.2673	CD34	2965.0943
CD36	5633.4858	CD36	7875
CD37	240.9427	CD37	133.4906
CD38	65.4238	CD38	19.3396
CD3D	55.5751	CD3D	54.717
CD3EAP	745.4872	CD3EAP	581.9387
CD3E	119.592	CD3E	169.3396
CD3G	21.4562	CD3G	30.1887
CD40LG	5.9796	CD40LG	21.2264
CD40	202.9546	CD40	340.0943
CD44	10849.1031	CD44	8268.3962
CD46	8708.0549	CD46	6228.7736
CD47	4465.7052	CD47	4039.6226
CD48	192.7541	CD48	158.0189
CD4	1115.7228	CD4	902.8302
CD52	218.783	CD52	121.6981
CD53	731.6215	CD53	430.1887
CD55	3080.9005	CD55	2350.4717
CD58	187.478	CD58	204.2453
CD59	10789.6588	CD59	22782.0755
CD5	53.1129	CD5	66.0377
CD63	6262.0471	CD63	8515.566
CD68	3386.5635	CD68	1381.6038
CD69	53.4647	CD69	170.7547
CD6	47.8368	CD6	70.283
CD70	7.0348	removed	removed
CD72	92.5079	CD72	37.7358
CD74	47205.7686	CD74	27043.3962
CD79A	146.676	CD79A	67.4528
CD79B	36.2293	CD79B	87.2642
CD7	30.9532	CD7	39.6226
CD80	62.6099	CD80	11.3208
CD81	5646.8519	CD81	10536.7925
CD82	284.2068	CD82	1842.4528
CD83	338.7267	CD83	575.9434
CD84	142.1034	CD84	81.1321
CD86	335.9128	CD86	173.5849
CD8A	72.1069	CD8A	149.0566
CD8B	11.2557	CD8B	83.4906
CD93	1255.3641	CD93	2882.5472
CD96	59.796	CD96	118.8679
CD97	389.7292	CD97	639.6226
CD99L2	645.445	CD99L2	1310.8491
CD99	2315.5118	CD99	2237.2642
CD9	7644.038	CD9	6120.283
CDADC1	190.9954	CDADC1	224.5283
CDAN1	387.267	CDAN1	324.0566
CDA	16.8836	CDA	15.0943
CDC123	1018.5332	CDC123	775.184
CDC14A	170.5944	CDC14A	376.4151
CDC14B	90.3975	CDC14B	617.9245
removed	removed	CDC14C	7.5472
CDC16	953.9219	CDC16	1471.6981
CDC20B	117.4815	removed	removed
CDC20	966.5846	CDC20	227.8302
CDC23	1455.153	CDC23	753.3019
CDC25A	514.5973	CDC25A	35.3774
CDC25B	3247.6257	CDC25B	791.5094
CDC25C	446.7112	CDC25C	29.2453
CDC26	139.6412	CDC26	76.4151
CDC27	2261.6954	CDC27	1410.8491
CDC34	520.5769	CDC34	426.8868
CDC37L1	182.5536	CDC37L1	500.4717
CDC37	1476.2575	CDC37	2240.566
CDC40	1047.1333	CDC40	822.1698
CDC42BPA	1741.4703	CDC42BPA	2165.0943
CDC42BPB	2087.9353	CDC42BPB	3221.6981
CDC42BPG	460.4291	CDC42BPG	890.566
CDC42EP1	814.2807	CDC42EP1	2161.3208
CDC42EP2	272.5994	CDC42EP2	458.0189
CDC42EP3	989.4478	CDC42EP3	1118.3962
CDC42EP4	2083.7144	CDC42EP4	2355.6604
CDC42EP5	16.5318	CDC42EP5	95.7547
CDC42SE1	3862.2863	CDC42SE1	3101.9717
CDC42SE2	856.1379	CDC42SE2	1884.434
CDC42	5462.1878	CDC42	4785.3774
CDC45	629.2649	CDC45	78.7736
CDC5L	885.6841	CDC5L	1266.9811
CDC6	1364.4038	CDC6	100
CDC73	1489.9754	CDC73	1076.4151
CDC7	453.3943	CDC7	142.9245
CDCA2	419.2754	CDCA2	57.5472
CDCA3	252.835	CDCA3	90.0189
CDCA4	362.6451	CDCA4	213.2075
CDCA5	1908.8991	CDCA5	133.0189
CDCA7L	1197.58	CDCA7L	814.0377
CDCA7	427.0137	CDCA7	149.5283
CDCA8	946.5353	CDCA8	115.0943
CDCP1	2748.1534	CDCP1	842.9245
removed	removed	CDCP2	5.6604
removed	removed	CDH10	5.1887
CDH11	2333.0988	CDH11	876.8868
CDH12	13.7179	CDH12	43.3962
CDH13	278.9307	CDH13	865.566
removed	removed	CDH19	7.0755
CDH1	9546.6057	CDH1	10041.0377
removed	removed	CDH22	17.9245
CDH23	207.8403	CDH23	125.6274
CDH24	118.185	CDH24	98.1132
CDH26	6.6831	CDH26	11.7925
CDH2	118.185	CDH2	28.3019
CDH3	277.5237	CDH3	2739.6226
removed	removed	CDH4	16.0377
CDH5	525.853	CDH5	1745.283
CDH6	58.7408	CDH6	63.6792
CDH8	10.904	CDH8	18.3962
removed	removed	CDHR1	12.2642
removed	removed	CDHR3	91.0377
CDIPT	1746.3947	CDIPT	1758.9623
CDK10	207.1755	CDK10	520.283
CDK11A	220.4713	CDK11A	404.5613
CDK11B	477.383	CDK11B	573.2689
CDK12	8253.6053	CDK12	1491.0377
CDK13	844.8822	CDK13	1070.7547
CDK14	994.3721	CDK14	719.3396
CDK15	8.7935	removed	removed
CDK16	3724.235	CDK16	1592.4528
CDK17	768.5543	CDK17	730.1887
CDK18	307.7735	CDK18	504.717
CDK19	589.9578	CDK19	1101.1179
CDK1	1907.8438	CDK1	214.6226
CDK20	211.7482	CDK20	173.5849
CDK2AP1	1420.6824	CDK2AP1	2704.717
CDK2AP2	1285.6138	CDK2AP2	505.1887
CDK2	1096.0253	CDK2	880.6604
CDK3	59.3422	CDK3	160.1698
CDK4	2001.407	CDK4	1585.8491
CDK5R1	459.7256	CDK5R1	29.2453
CDK5RAP1	1046.7816	CDK5RAP1	466.5094
CDK5RAP2	2457.9669	CDK5RAP2	1688.6792
CDK5RAP3	2023.9184	CDK5RAP3	1853.3019
CDK5	302.8491	CDK5	122.1698
CDK6	249.3845	CDK6	1330.6604
CDK7	762.9265	CDK7	406.6038
CDK8	163.5596	CDK8	130.6604
CDK9	885.3324	CDK9	1017.4528
CDKAL1	346.465	CDKAL1	534.9057
CDKL1	11.6075	CDKL1	14.6226
removed	removed	CDKL2	63.6792
CDKL3	68.9307	CDKL3	32.3302
CDKL5	29.5463	CDKL5	101.8868
CDKN1A	1056.9821	CDKN1A	3694.8113
CDKN1B	1788.2518	CDKN1B	1239.6226
CDKN1C	45.3746	CDKN1C	395.283
CDKN2AIPNL	634.8927	CDKN2AIPNL	239.1509
CDKN2AIP	323.6018	CDKN2AIP	530.1887
CDKN2A	100.2462	CDKN2A	201.8868
CDKN2BAS	27.7875	CDKN2BAS	11.3726
CDKN2B	558.9166	CDKN2B	452.8302
CDKN2C	355.2585	CDKN2C	443.8679
CDKN2D	398.8744	CDKN2D	101.4151
CDKN3	367.5695	CDKN3	33.4906
CDNF	43.2642	CDNF	74.5283
CDO1	13.3662	CDO1	450.4717
CDON	71.4034	CDON	821.2264
removed	removed	CDR1	19.8632
CDR2L	338.375	CDR2L	598.5849
CDR2	897.6433	CDR2	809.434
removed	removed	CDRT15P	5.6604
CDRT1	9.5251	removed	removed
CDRT4	130.8582	CDRT4	328.283
CDS1	700.3166	CDS1	1058.0189
CDS2	1144.2139	CDS2	822.1698
CDSN	444.249	CDSN	108.0189
CDT1	310.9391	CDT1	136.3208
CDV3	7875.1319	CDV3	4590.566
CDYL2	160.7457	CDYL2	89.6226
CDYL	414.7028	CDYL	636.3208
CEACAM19	26.7323	CEACAM19	97.6415
CEACAM1	623.9782	CEACAM1	1679.717
CEACAM21	20.401	CEACAM21	8.0189
CEACAM5	17265.5645	CEACAM5	13.6792
CEACAM6	41202.2511	CEACAM6	189.1509
CEACAM7	26.3806	removed	removed
CEBPA	645.445	CEBPA	1037.2642
CEBPB	1399.5779	CEBPB	838.2075
CEBPD	148.083	CEBPD	501.4151
CEBPG	1556.1027	CEBPG	1279.717
CEBPZ	1911.713	CEBPZ	1566.5094
CECR1	883.2219	CECR1	1204.2453
CECR2	66.8308	CECR2	19.3396
CECR5	1139.993	CECR5	541.5094
CECR6	46.4298	CECR6	31.1321
CECR7	15.8284	CECR7	96.2264
CELF1	1993.6687	CELF1	1860.8491
CELF2	330.2849	CELF2	1217.4528
removed	removed	CELF4	7.5472
CELF5	5.2761	CELF5	39.1509
CELF6	14.1541	CELF6	60.6509
CELSR1	1489.6236	CELSR1	3297.1698
CELSR2	907.8438	CELSR2	3165.0943
CELSR3	1173.1551	CELSR3	74.7972
removed	removed	CEL	26.8868
CEMP1	106.7992	CEMP1	165.7075
CENPA	335.2093	CENPA	15.566
CENPBD1	227.2248	CENPBD1	279.2453
CENPB	2342.5958	CENPB	1849.5283
CENPC1	275.765	CENPC1	592.9245
CENPE	928.2448	CENPE	94.8113
CENPF	7410.1301	CENPF	702.8302
CENPH	700.3166	CENPH	98.5849
CENPI	240.2392	CENPI	8.4906
CENPJ	196.6233	CENPJ	230.1887
CENPK	357.7207	CENPK	33.9623
CENPL	315.8635	CENPL	94.3396
CENPM	528.6669	CENPM	60.8491
CENPN	553.9571	CENPN	221.8726
CENPO	214.2596	CENPO	63.3868
CENPP	337.179	CENPP	81.4906
CENPQ	261.3437	CENPQ	111.3208
CENPT	319.3809	CENPT	601.8868
CENPV	147.0278	CENPV	138.2075
CENPW	240.9427	CENPW	134.9057
CEP110	752.726	CEP110	638.6792
CEP120	719.3106	CEP120	704.2453
CEP135	278.9307	CEP135	221.6981
CEP152	163.9114	CEP152	79.717
CEP164	702.7788	CEP164	662.2642
CEP170	1311.9944	CEP170	998.1132
CEP192	866.3384	CEP192	1011.3208
CEP250	806.8941	CEP250	816.9811
CEP290	754.5726	CEP290	526.3443
CEP350	2073.1622	CEP350	1563.2075
CEP55	1016.5318	CEP55	120.283
CEP57	1817.0946	CEP57	1002.8302
CEP63	836.5107	CEP63	610.5
CEP68	894.1259	CEP68	1591.9811
CEP70	900.809	CEP70	464.1509
CEP72	243.0531	CEP72	85.3774
CEP76	191.6989	CEP76	146.2264
removed	removed	CEP78	252.8302
CEP97	621.8783	CEP97	233.9623
CEPT1	536.0535	CEPT1	755.6604
CERCAM	1357.7207	CERCAM	641.9811
CERKL	58.9377	CERKL	24.7642
removed	removed	CERK	1036.7925
CES1	249.0327	CES1	2311.3208
CES2	987.6891	CES2	1396.6981
CES3	11.9592	CES3	36.7925
removed	removed	CES4	13.2075
CES8	153.0074	CES8	97.6415
CETN2	1260.2884	CETN2	1006.1321
CETN3	652.8315	CETN3	265.566
CFB	10521.509	CFB	2697.5094
CFDP1	614.14	CFDP1	776.4151
CFD	82.3074	CFD	1062.2642
removed	removed	CFHR1	50.9434
CFH	1460.7809	CFH	1668.3962
CFI	151.6004	CFI	841.0377
CFL1	22777.6996	CFL1	9295.283
CFL2	391.1361	CFL2	1126.4151
CFLAR	594.4425	CFLAR	1188.2075
removed	removed	CFLP1	5.6604
removed	removed	CFP	32.5472
removed	removed	CFTR	25
CG030	13.0144	CG030	41.0377
removed	removed	CGB7	8.3491
CGGBP1	3270.8512	CGGBP1	2228.7736
CGNL1	1788.9553	CGNL1	2401.8868
CGN	1332.7471	CGN	1621.6981
CGREF1	247.8931	CGREF1	167.3915
CGRRF1	175.1671	CGRRF1	284.434
CH25H	31.6567	CH25H	160.3774
CHAC1	73.5139	CHAC1	19.3396
CHAC2	129.4407	CHAC2	23.5849
CHADL	44.3194	CHADL	135.3774
removed	removed	CHAD	700.4717
CHAF1A	1658.1076	CHAF1A	376.8868
CHAF1B	498.0654	CHAF1B	283.9623
CHCHD10	257.1228	CHCHD10	259.9057
CHCHD1	611.3261	CHCHD1	307.5472
CHCHD2	10724.9384	CHCHD2	2141.0377
CHCHD3	768.9061	CHCHD3	558.9623
CHCHD4	500.5276	CHCHD4	224.0566
CHCHD5	294.4073	CHCHD5	180.6604
CHCHD6	245.1636	CHCHD6	134.9057
CHCHD7	513.8938	CHCHD7	445.283
CHCHD8	1660.5698	CHCHD8	422.6415
CHD1L	570.8758	CHD1L	791.9811
CHD1	1566.6549	CHD1	1993.3962
CHD2	1727.0489	CHD2	3388.6792
CHD3	2024.9736	CHD3	4822.1698
CHD4	5714.9525	CHD4	6641.3774
CHD5	14.4214	CHD5	5.6604
CHD6	2411.5371	CHD6	2691.0377
CHD7	1106.2258	CHD7	726.4151
CHD8	1640.5206	CHD8	2353.3019
CHD9	678.1569	CHD9	2358.9623
CHDH	825.1847	CHDH	949.0566
CHEK1	690.8196	CHEK1	137.7358
CHEK2	855.0827	CHEK2	194.8113
CHERP	1189.1136	CHERP	1098.2877
CHFR	443.8973	CHFR	340.566
removed	removed	CHGB	41.0377
CHI3L1	650.0176	CHI3L1	3305.1887
CHI3L2	89.694	CHI3L2	767.9245
CHIC1	177.6293	CHIC1	384.9057
CHIC2	130.496	CHIC2	262.7358
CHID1	1035.5259	CHID1	1250.4717
CHIT1	103.7636	CHIT1	32.0755
CHKA	950.4045	CHKA	973.1132
CHKB-CPT1B	205.7967	CHKB-CPT1B	370.8349
CHKB	220.3517	CHKB	279.0189
CHL1	121.3507	CHL1	1467.9245
CHML	1312.6979	CHML	616.5094
CHMP1A	1237.777	CHMP1A	1598.1132
CHMP1B	1328.5262	CHMP1B	1667.4528
CHMP2A	2001.0552	CHMP2A	1422.6415
CHMP2B	1679.5638	CHMP2B	1186.7925
CHMP4A	832.8139	CHMP4A	732.3208
CHMP4B	5482.2371	CHMP4B	2841.9811
CHMP4C	417.8684	CHMP4C	561.7925
CHMP5	1840.4045	CHMP5	1102.7877
CHMP6	162.5044	CHMP6	392.9245
CHMP7	841.3648	CHMP7	864.6226
CHM	1075.2726	CHM	585.8491
CHN1	272.5994	CHN1	302.3585
CHN2	117.4815	CHN2	60.8491
removed	removed	CHODL	51.4151
CHORDC1	1004.2209	CHORDC1	408.0189
removed	removed	CHP2	25
CHPF2	851.5652	CHPF2	1008.0189
CHPF	1786.8449	CHPF	1083.9623
CHPT1	497.3479	CHPT1	2233.9623
CHP	2647.9071	CHP	2576.8868
CHRAC1	901.1607	CHRAC1	547.1698
CHRDL1	52.7612	CHRDL1	2328.3019
removed	removed	CHRDL2	99.5283
CHRD	195.9198	CHRD	230.1887
CHRFAM7A	10.2005	CHRFAM7A	34.2783
CHRM1	41.5055	CHRM1	148.1132
removed	removed	CHRM3	37.7358
removed	removed	CHRM5	7.5472
removed	removed	CHRNA10	8.9623
CHRNA1	18.6423	removed	removed
removed	removed	CHRNA2	15.0943
CHRNA3	5.2761	CHRNA3	5.6604
CHRNA5	306.0148	CHRNA5	88.2075
CHRNA6	6.6831	removed	removed
CHRNB1	107.9845	CHRNB1	186.3208
CHRNB2	141.3999	CHRNB2	74.0566
CHRNE	18.5614	CHRNE	28.7972
CHST10	211.7482	CHST10	261.7925
CHST11	185.0158	CHST11	58.9623
CHST12	94.2666	CHST12	142.4528
CHST13	7.0348	CHST13	6.1321
CHST14	309.5322	CHST14	441.0377
CHST15	1327.471	CHST15	1028.3019
CHST1	54.5199	CHST1	55.6604
CHST2	41.8572	CHST2	310.3774
CHST3	160.0422	CHST3	1362.2642
removed	removed	CHST4	28.7736
removed	removed	CHST5	5.6698
removed	removed	CHST6	33.9623
CHST7	20.0492	CHST7	68.3962
removed	removed	CHST8	124.0566
CHST9	12.3109	CHST9	481.6038
CHSY1	1192.0507	CHSY1	1819.3396
CHSY3	122.4059	CHSY3	33.9623
CHTF18	242.3496	CHTF18	168.8679
CHTF8	1870.911	CHTF8	2514.6226
CHUK	962.7154	CHUK	561.7925
CHURC1	1495.3887	CHURC1	1755.7311
CIAO1	2502.2863	CIAO1	1754.717
CIAPIN1	1019.3458	CIAPIN1	650.4717
CIB1	1574.3932	CIB1	970.7547
CIB2	25.3254	CIB2	108.9623
CIB3	42.5607	removed	removed
CIC	845.2339	CIC	2196.6981
removed	removed	CIDEA	176.8868
CIDEB	176.6796	CIDEB	417.0425
CIDECP	231.7974	CIDECP	98.1132
CIDEC	13.0144	CIDEC	1571.2264
CIITA	179.0362	CIITA	340.0943
CILP2	99.191	CILP2	26.4151
CILP	705.2409	CILP	2094.8113
CINP	437.2142	CINP	334.434
CIR1	857.8966	CIR1	900.9434
CIRBP	4369.6799	CIRBP	6153.3019
CIRH1A	883.9254	CIRH1A	1001.4151
CISD1	452.6908	CISD1	261.7925
CISD2	430.1794	CISD2	368.8679
CISD3	1257.9318	CISD3	501.4906
CISH	1217.7278	CISH	291.9811
CITED1	13.0144	CITED1	870.7547
CITED2	3625.3957	CITED2	2170.283
CITED4	684.84	CITED4	768.8679
CIT	816.3911	CIT	162.2642
CIZ1	1842.0682	CIZ1	1878.3019
CKAP2L	651.0728	CKAP2L	33.4906
CKAP2	1041.5055	CKAP2	279.717
CKAP4	1658.8111	CKAP4	1533.4906
CKAP5	5070.7	CKAP5	1980.6604
CKB	246.9223	CKB	473.5849
CKLF	361.5899	CKLF	261.7925
CKMT1A	182.9054	CKMT1A	85.3774
CKMT1B	1515.3007	CKMT1B	216.0377
CKMT2	8.4418	CKMT2	46.2264
CKS1B	1994.7239	CKS1B	518.8679
CKS2	1253.9571	CKS2	120.283
CLASP1	1079.8452	CLASP1	1548.1132
CLASP2	1293.7038	CLASP2	1368.3962
removed	removed	CLCA2	129.2453
removed	removed	CLCA4	190.566
CLCC1	545.4063	CLCC1	948.1274
CLCF1	26.0288	CLCF1	187.2642
removed	removed	CLCN1	13.6792
CLCN2	131.5512	CLCN2	52.3585
CLCN3	1791.4175	CLCN3	1888.2075
CLCN4	41.1537	CLCN4	224.0566
CLCN5	146.3243	CLCN5	153.7736
CLCN6	235.3148	CLCN6	547.6415
CLCN7	1346.8167	CLCN7	1335.3774
removed	removed	CLCNKA	12.2642
removed	removed	CLCNKB	12.7358
removed	removed	CLDN10	31.0613
CLDN11	31.305	CLDN11	766.0377
CLDN12	1159.6236	CLDN12	1266.9811
CLDN14	5.2761	removed	removed
CLDN15	47.1333	CLDN15	90.0943
removed	removed	CLDN19	191.0377
CLDN1	206.472	CLDN1	1872.1698
CLDN23	52.4094	CLDN23	219.3396
removed	removed	CLDN2	9.9057
CLDN3	262.7506	CLDN3	560.3774
CLDN4	3599.3669	CLDN4	5639.6226
CLDN5	23.2149	CLDN5	707.0755
CLDN7	1803.025	CLDN7	1513.2075
