gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
CAPSL	58.7985	removed	removed
CAPS	710.715	CAPS	119.2011
CAPZA1	3113.0529	CAPZA1	2200.5706
CAPZA2	1864.2852	CAPZA2	1916.9397
removed	removed	CAPZA3	27.0527
CAPZB	6890.1553	CAPZB	3189.6861
CARD10	862.3777	CARD10	381.2744
CARD11	129.2633	CARD11	83.6944
CARD14	237.5272	CARD14	177.9563
CARD16	139.9964	CARD16	106.9428
CARD6	214.6611	CARD6	301.807
CARD8	398.523	CARD8	558.3853
CARD9	73.2648	CARD9	40.5791
CARHSP1	1517.3041	CARHSP1	865.7973
CARKD	949.6421	CARKD	976.4345
CARM1	1220.3018	CARM1	790.8697
CARNS1	13.533	CARNS1	36.7748
CARS2	877.642	CARS2	603.3774
CARS	907.1766	CARS	672.514
CASC1	144.6629	CASC1	30.0116
CASC2	83.9978	CASC2	54.1055
CASC3	2105.5456	CASC3	3101.3421
CASC4	2506.8686	CASC4	2477.4384
CASC5	55.5319	CASC5	63.8275
CASD1	1028.5068	CASD1	953.6088
CASKIN1	15.2223	CASKIN1	8.4836
CASKIN2	854.0059	CASKIN2	979.4442
CASK	2587.5998	CASK	2469.8299
CASP10	132.0633	CASP10	248.1243
removed	removed	CASP12	10.1448
CASP1	465.2546	CASP1	563.4577
CASP2	953.842	CASP2	1130.2969
CASP3	688.7822	CASP3	489.4854
CASP4	916.043	CASP4	838.212
CASP6	917.9096	CASP6	317.0242
CASP7	615.9841	CASP7	512.7338
CASP8AP2	241.2604	CASP8AP2	765.5078
CASP8	683.1824	CASP8	365.6346
CASP9	357.4574	CASP9	311.5291
CASQ1	5.1332	CASQ1	20.7122
CASQ2	30.3325	CASQ2	74.395
CASS4	19.5995	CASS4	24.5165
CAST	4167.4543	CAST	5589.3142
CASZ1	1000.9741	CASZ1	1012.3639
CATSPER1	10.7331	removed	removed
CATSPER2P1	24.14	CATSPER2P1	40.0085
CATSPER2	10.2664	CATSPER2	12.1061
CATSPER3	7.9331	removed	removed
CATSPERB	7.4665	CATSPERB	27.4754
CATSPERG	27.9993	CATSPERG	12.681
CAT	1783.5539	CAT	3734.5451
CAV1	1784.0206	CAV1	7398.4994
CAV2	555.7856	CAV2	2250.4491
removed	removed	CAV3	7.1859
CBARA1	1390.1641	CBARA1	1044.4891
CBFA2T2	639.7835	CBFA2T2	889.7813
CBFA2T3	209.5279	CBFA2T3	162.7391
CBFB	782.1131	CBFB	1033.0762
CBLB	458.7215	CBLB	683.9269
CBLC	497.9205	CBLC	229.1028
CBLL1	853.9779	CBLL1	860.615
CBLN1	14.9329	CBLN1	24.9392
CBLN2	35.9324	CBLN2	41.8472
CBLN3	71.3982	CBLN3	88.3441
CBLN4	11.6664	CBLN4	54.5282
CBL	563.7188	CBL	1276.9735
CBR1	837.6217	CBR1	501.3209
CBR3	639.7835	CBR3	117.5103
CBR4	763.4516	CBR4	622.2128
CBS	237.9939	CBS	131.0367
CBWD1	916.9763	CBWD1	842.8617
CBWD2	453.5883	CBWD2	450.1744
CBWD3	267.0804	CBWD3	299.6935
CBWD5	10.1124	removed	removed
CBWD6	86.7978	CBWD6	108.6336
CBX1	1685.0898	CBX1	1369.9672
CBX2	80.7312	CBX2	57.4871
CBX3	3470.0437	CBX3	2597.0622
CBX4	909.5098	CBX4	295.4666
CBX5	2354.7392	CBX5	3545.5986
CBX6	347.6577	CBX6	833.1396
CBX7	706.9817	CBX7	1239.3533
CBX8	118.9969	CBX8	67.6318
CBY1	863.045	CBY1	398.6981
CC2D1A	968.3083	CC2D1A	827.2218
CC2D1B	666.8494	CC2D1B	679.2772
CC2D2A	440.0553	CC2D2A	529.2191
removed	removed	CC2D2B	13.1037
CCAR1	1289.8333	CCAR1	1309.5213
CCBE1	5.1332	CCBE1	9.2994
CCBL1	101.2641	CCBL1	93.8392
CCBL2	894.4416	CCBL2	838.9475
CCBP2	81.6646	CCBP2	71.4361
CCDC101	347.6577	CCDC101	205.8544
CCDC102A	177.3288	CCDC102A	123.0054
CCDC102B	58.3318	CCDC102B	69.7453
CCDC103	310.3253	CCDC103	93.4165
CCDC104	801.246	CCDC104	765.9305
CCDC106	447.0551	CCDC106	150.4808
CCDC107	402.7929	CCDC107	225.8607
CCDC109A	521.2532	CCDC109A	441.7204
CCDC109B	618.3174	CCDC109B	156.8213
CCDC110	19.1328	CCDC110	39.311
CCDC111	236.7899	CCDC111	249.3839
CCDC112	176.3954	CCDC112	102.2931
CCDC113	395.7231	CCDC113	302.2297
CCDC114	79.7979	CCDC114	23.6711
CCDC115	977.1748	CCDC115	840.7482
CCDC117	911.8431	CCDC117	676.741
CCDC11	141.3963	CCDC11	16.908
CCDC120	560.4522	CCDC120	454.8241
CCDC121	83.5312	CCDC121	134.4183
CCDC122	92.8643	CCDC122	106.5201
CCDC123	495.1205	CCDC123	508.0841
CCDC124	890.8437	CCDC124	328.8598
CCDC125	499.7871	CCDC125	479.3406
CCDC126	107.7972	CCDC126	170.3477
CCDC127	569.7853	CCDC127	261.6506
removed	removed	CCDC129	37.1975
CCDC12	474.1211	CCDC12	265.8776
CCDC130	307.5254	CCDC130	310.6837
CCDC132	1092.9051	CCDC132	661.5238
CCDC134	59.2651	CCDC134	21.5576
CCDC135	7.4665	CCDC135	6.3405
CCDC136	20.5328	CCDC136	96.3754
CCDC137	437.722	CCDC137	211.7722
CCDC138	71.3982	CCDC138	65.0956
CCDC13	25.1993	removed	removed
removed	removed	CCDC141	11.8356
CCDC142	117.597	CCDC142	148.79
CCDC144A	5.1332	CCDC144A	90.204
CCDC144B	6.9998	CCDC144B	171.5862
CCDC146	214.6611	CCDC146	170.3477
CCDC147	15.8663	CCDC147	5.0724
CCDC148	25.666	CCDC148	55.3736
CCDC149	902.51	CCDC149	587.5515
CCDC14	335.058	CCDC14	1306.5624
removed	removed	CCDC150	5.4951
CCDC151	141.863	removed	removed
CCDC152	60.1798	CCDC152	103.3034
CCDC153	90.531	removed	removed
CCDC157	151.9334	CCDC157	42.8109
CCDC158	14.9329	CCDC158	51.1466
CCDC159	265.5265	CCDC159	149.2127
CCDC15	54.5986	CCDC15	93.8392
CCDC160	155.396	CCDC160	51.5693
CCDC163P	26.1327	CCDC163P	28.3208
CCDC17	22.3994	CCDC17	7.6086
CCDC18	37.799	CCDC18	64.2502
CCDC19	386.39	CCDC19	32.1251
CCDC21	254.7934	CCDC21	240.093
CCDC22	605.713	CCDC22	345.9495
CCDC23	250.1269	CCDC23	188.5237
CCDC24	356.4121	CCDC24	155.2869
CCDC25	1063.9725	CCDC25	1099.0172
CCDC28A	392.9232	CCDC28A	399.0278
CCDC28B	120.3969	CCDC28B	21.5576
CCDC30	151.6627	CCDC30	140.336
CCDC34	320.5917	CCDC34	221.0715
CCDC36	13.533	CCDC36	38.4656
CCDC39	27.066	CCDC39	17.3307
CCDC3	560.4522	CCDC3	622.2128
CCDC40	283.2593	CCDC40	122.5827
CCDC41	122.7302	CCDC41	210.5041
CCDC42B	39.563	removed	removed
CCDC43	479.2543	CCDC43	417.2038
CCDC45	379.8569	CCDC45	746.909
CCDC46	148.3962	CCDC46	207.5452
CCDC47	2807.8608	CCDC47	2892.1061
CCDC48	195.9949	CCDC48	64.2502
CCDC50	1334.1655	CCDC50	2618.1972
CCDC51	359.3241	CCDC51	137.3772
CCDC52	429.3222	CCDC52	524.1467
CCDC53	387.79	CCDC53	308.5702
CCDC55	759.7137	CCDC55	860.1923
CCDC56	1196.2318	CCDC56	702.7454
CCDC57	433.5221	CCDC57	518.2289
CCDC58	203.9281	CCDC58	95.53
CCDC59	317.3251	CCDC59	325.9009
CCDC61	181.062	CCDC61	120.0465
CCDC64B	482.0542	CCDC64B	319.5604
CCDC64	367.7238	CCDC64	72.7042
CCDC65	240.3271	CCDC65	18.5988
CCDC66	216.6071	CCDC66	364.7385
CCDC67	9.3331	CCDC67	8.8767
CCDC68	14.4663	CCDC68	37.1975
CCDC69	408.7894	CCDC69	852.161
CCDC6	3294.5816	CCDC6	3971.6792
CCDC71	646.3166	CCDC71	458.6283
CCDC72	1438.6962	CCDC72	555.0037
CCDC73	21.0975	CCDC73	23.7599
CCDC74A	1606.2252	CCDC74A	254.0421
CCDC74B	280.9261	CCDC74B	81.5809
CCDC75	39.6656	CCDC75	56.6417
CCDC76	128.33	CCDC76	301.714
CCDC77	141.863	CCDC77	138.6452
CCDC78	162.3958	CCDC78	8.454
CCDC7	23.3327	CCDC7	49.8785
CCDC80	5144.4004	CCDC80	3624.6433
removed	removed	CCDC81	5.0724
CCDC82	144.6629	CCDC82	433.6891
CCDC84	65.3316	CCDC84	132.3048
CCDC85A	34.9991	CCDC85A	106.4229
CCDC85B	597.7846	CCDC85B	170.7704
CCDC85C	803.2619	CCDC85C	757.2694
CCDC86	494.6352	CCDC86	651.713
CCDC87	41.5323	CCDC87	13.9491
CCDC88A	343.9244	CCDC88A	814.9635
CCDC88B	165.1957	CCDC88B	106.5201
CCDC88C	516.5867	CCDC88C	824.2629
CCDC89	23.3327	CCDC89	31.2797
CCDC8	577.7184	CCDC8	537.2503
CCDC90A	295.3924	CCDC90A	280.6721
CCDC90B	721.4107	CCDC90B	560.0507
CCDC91	319.6584	CCDC91	445.5247
CCDC92	1272.1005	CCDC92	883.0181
CCDC93	543.186	CCDC93	791.7151
CCDC94	408.3228	CCDC94	253.1967
CCDC96	213.2612	CCDC96	51.1466
CCDC97	1250.1677	CCDC97	1030.1173
CCDC99	127.3967	CCDC99	131.4594
CCDC9	509.1202	CCDC9	205.8544
CCHCR1	452.1883	CCHCR1	254.0421
CCIN	13.533	CCIN	12.681
CCL11	66.265	removed	removed
CCL13	10.2664	CCL13	16.4853
CCL14	378.9189	CCL14	1353.4397
removed	removed	CCL16	7.1859
CCL17	73.7314	CCL17	6.7632
CCL18	8.3998	removed	removed
CCL19	646.7833	CCL19	128.5005
CCL20	55.9986	removed	removed
CCL21	574.9185	CCL21	918.5248
CCL22	1055.1061	CCL22	111.1698
CCL26	9.7997	removed	removed
CCL28	112.9304	CCL28	1396.1746
CCL2	810.5791	CCL2	429.0394
CCL3L1	9.7437	CCL3L1	10.9902
CCL3	36.3991	CCL3	92.9938
CCL4L2	62.0651	CCL4L2	51.5693
CCL4	90.531	CCL4	109.9017
CCL5	1155.4368	CCL5	701.6802
CCL8	36.8657	CCL8	54.5282
CCM2	969.7083	CCM2	467.505
CCNA1	14.9329	CCNA1	26.2073
CCNA2	140.2857	CCNA2	74.4626
CCNB1IP1	534.7862	CCNB1IP1	1055.9019
CCNB1	445.6552	CCNB1	192.7507
CCNB2	182.9286	CCNB2	117.5103
CCNB3	20.9995	CCNB3	18.1761
CCNC	654.7164	CCNC	1109.5847
CCND1	6940.0874	CCND1	4147.0739
CCND2	699.0486	CCND2	1211.0324
CCND3	1726.6221	CCND3	2498.5734
CCNDBP1	1091.0385	CCNDBP1	1014.4774
CCNE1	42.9322	CCNE1	40.1564
CCNE2	66.7316	CCNE2	37.4342
CCNF	327.1249	CCNF	100.6023
CCNG1	2279.1411	CCNG1	2296.1006
CCNG2	4583.4816	CCNG2	3654.2323
CCNH	483.6782	CCNH	631.7278
CCNI2	6.6545	CCNI2	8.8767
CCNI	7825.7978	CCNI	7649.5826
CCNJL	245.4603	CCNJL	190.6372
CCNJ	150.7294	CCNJ	230.3709
CCNK	984.9586	CCNK	794.8811
CCNL1	672.4493	CCNL1	2348.938
CCNL2	745.2474	CCNL2	1935.5384
CCNO	767.6468	CCNO	51.5693
CCNT1	101.2641	CCNT1	398.1824
CCNT2	508.1869	CCNT2	905.4211
CCNYL1	378.9235	CCNYL1	458.2056
CCNY	1770.4876	CCNY	1740.6742
CCPG1	2099.3951	CCPG1	1874.1456
CCR10	27.9993	CCR10	22.8257
CCR1	145.5962	CCR1	130.1913
CCR2	93.7976	CCR2	88.7668
CCR4	56.9319	CCR4	9.2994
CCR5	199.2615	CCR5	140.336
CCR6	293.9691	CCR6	489.7474
CCR7	111.5305	CCR7	30.4343
CCRL1	79.7979	CCRL1	52.4147
CCRL2	26.5993	CCRL2	33.3932
CCRN4L	772.78	CCRN4L	201.6274
CCS	492.7873	CCS	225.2985
CCT2	2580.1333	CCT2	3069.6396
CCT3	11527.7689	CCT3	5087.6044
CCT4	4019.7628	CCT4	3928.9866
CCT5	3812.1015	CCT5	3407.3761
CCT6A	3454.6441	CCT6A	3158.8291
CCT6B	79.3313	CCT6B	78.622
CCT6P1	60.6651	CCT6P1	139.9133
CCT7	4897.0735	CCT7	3555.7434
CCT8	4149.4928	CCT8	3801.7542
CD101	42.9322	CD101	50.7239
CD109	1091.5051	CD109	772.6936
CD14	1084.0387	CD14	1117.1933
CD151	11721.4305	CD151	4449.329
CD160	19.1328	CD160	44.3834
CD163L1	94.7309	CD163L1	122.16
CD163	579.1184	CD163	569.7982
CD164L2	38.2657	CD164L2	64.2502
CD164	5033.3366	CD164	7201.9444
CD177	13.9996	removed	removed
CD180	90.0643	CD180	251.5059
CD19	10.2664	CD19	11.8356
CD1A	15.3996	CD1A	7.6086
CD1B	19.1328	removed	removed
CD1C	94.7309	CD1C	76.5085
CD1D	51.332	CD1D	34.2386
CD1E	94.7309	CD1E	33.8159
CD200R1	16.7996	CD200R1	13.5264
CD200	248.7269	CD200	890.204
CD207	96.1308	CD207	32.5478
CD209	59.2651	CD209	210.5041
CD226	16.3329	CD226	24.9392
CD22	59.7318	CD22	28.7435
CD244	11.1997	CD244	7.1859
CD247	124.5968	CD247	62.9821
CD248	1563.2929	CD248	1380.112
CD24	7919.5954	CD24	16464.5461
CD274	16.3329	CD274	31.2797
CD276	3501.3095	CD276	1678.1148
CD27	232.4593	CD27	139.8542
CD28	39.6656	CD28	31.2797
CD2AP	1242.2346	CD2AP	1406.3193
CD2BP2	2147.0779	CD2BP2	847.5114
CD2	293.9924	CD2	194.4415
CD300A	152.5961	CD300A	131.4594
CD300C	34.0658	CD300C	14.7945
CD300LB	13.9996	CD300LB	11.8356
CD300LF	41.5323	CD300LF	10.5675
CD300LG	75.1314	CD300LG	504.7025
CD302	955.7086	CD302	1745.7466
CD320	458.2548	CD320	393.5327
CD33	57.3985	CD33	31.2797
CD34	1699.5561	CD34	3548.9802
CD36	1053.7061	CD36	6389.5171
CD37	471.3212	CD37	313.6426
CD38	28.9326	CD38	43.9607
CD3D	179.662	CD3D	73.5496
CD3EAP	425.281	CD3EAP	524.1467
CD3E	486.2541	CD3E	311.5291
CD3G	44.7988	CD3G	25.3619
CD40LG	40.1323	CD40LG	27.4754
CD40	261.3266	CD40	348.7266
CD44	10517.9283	CD44	9577.0897
CD46	6473.8994	CD46	5168.3398
CD47	1823.2196	CD47	3944.2037
CD48	419.9892	CD48	251.5059
CD4	1337.4321	CD4	949.3818
CD52	456.8549	CD52	190.2145
CD53	685.9823	CD53	518.6516
CD55	2232.4757	CD55	1486.2094
CD58	223.9942	CD58	257.001
CD59	16953.0954	CD59	24259.9598
CD5	182.462	CD5	65.0956
CD63	13802.7101	CD63	6888.3018
CD68	1845.1523	CD68	996.7241
CD69	136.2631	CD69	225.2985
CD6	202.9948	CD6	94.6846
CD70	16.3329	removed	removed
CD72	33.1325	CD72	15.6399
CD74	52841.1683	CD74	30750.0793
CD79A	176.8621	CD79A	172.0385
CD79B	95.6642	CD79B	114.1287
CD7	140.9297	CD7	48.6104
CD80	8.3998	removed	removed
CD81	13067.2624	CD81	11681.285
CD82	1297.7665	CD82	1056.7473
CD83	128.7967	CD83	212.1949
CD84	63.465	CD84	74.395
CD86	220.261	CD86	155.5532
CD8A	392.9232	CD8A	305.6113
CD8B	95.6642	CD8B	61.714
CD93	1993.0818	CD93	2577.6181
CD96	160.9958	CD96	183.0286
CD97	594.518	CD97	856.388
CD99L2	955.242	CD99L2	980.6615
CD99	2749.0623	CD99	1823.1005
CD9	6053.9103	CD9	5286.2729
CDADC1	132.0633	CDADC1	181.3378
CDAN1	367.2572	CDAN1	268.8365
CDA	41.0656	CDA	10.9902
CDC123	979.0694	CDC123	873.072
CDC14A	123.1968	CDC14A	801.8599
CDC14B	357.4574	CDC14B	738.0323
removed	removed	CDC14C	17.7534
CDC16	1554.8932	CDC16	1487.9002
CDC20B	341.1245	CDC20B	7.6086
CDC20	230.5274	CDC20	82.0036
CDC23	790.9796	CDC23	876.6776
CDC25A	53.1986	CDC25A	44.3834
CDC25B	592.1847	CDC25B	369.0162
CDC25C	41.5323	CDC25C	7.6086
CDC26	149.7961	CDC26	27.7586
CDC27	1300.0997	CDC27	1493.3953
CDC34	863.311	CDC34	311.9518
CDC37L1	528.253	CDC37L1	458.2056
CDC37	2874.5924	CDC37	1732.2202
CDC40	404.5895	CDC40	668.7097
CDC42BPA	1990.7486	CDC42BPA	2014.1604
CDC42BPB	2948.7905	CDC42BPB	2998.2035
CDC42BPG	524.5198	CDC42BPG	813.2727
CDC42EP1	2089.2127	CDC42EP1	2048.399
CDC42EP2	286.5259	CDC42EP2	208.8133
CDC42EP3	547.8525	CDC42EP3	1307.4078
CDC42EP4	2272.1413	CDC42EP4	4606.9957
CDC42EP5	139.5297	CDC42EP5	81.5809
CDC42SE1	3554.3775	CDC42SE1	3135.1707
CDC42SE2	995.8409	CDC42SE2	1512.4168
CDC42	5930.2468	CDC42	5268.5195
CDC45	72.7981	CDC45	41.4245
CDC5L	1096.1717	CDC5L	1379.2666
CDC6	157.2626	CDC6	130.1913
CDC73	1220.3018	CDC73	932.0511
CDC7	131.5966	CDC7	150.9035
CDCA2	76.5314	CDCA2	38.8883
CDCA3	66.8203	CDCA3	41.8895
CDCA4	295.859	CDCA4	245.5881
CDCA5	219.3277	CDCA5	94.6846
CDCA7L	441.6839	CDCA7L	638.9559
CDCA7	58.3318	CDCA7	99.7569
CDCA8	137.6631	CDCA8	66.7864
CDCP1	1099.9049	CDCP1	1291.3452
CDH11	5873.3149	CDH11	1776.1809
CDH12	11.1997	CDH12	49.8785
CDH13	433.5221	CDH13	488.2173
CDH15	5.1332	removed	removed
removed	removed	CDH17	11.8356
removed	removed	CDH19	21.9803
CDH1	5898.0476	CDH1	11327.9087
CDH22	9.7997	CDH22	33.8159
CDH23	49.4654	CDH23	364.3665
CDH24	167.9957	CDH24	82.849
CDH26	11.6664	CDH26	5.0724
CDH2	208.5946	CDH2	39.7337
CDH3	1400.4305	CDH3	3801.7542
CDH4	5.5999	CDH4	31.7024
CDH5	1182.0361	CDH5	1557.6456
CDH6	57.8652	CDH6	80.3128
CDH8	6.9998	CDH8	9.7221
CDHR1	30.3325	CDHR1	42.6926
CDHR3	216.1964	CDHR3	42.8025
CDHR4	115.2637	removed	removed
CDIPT	2359.8724	CDIPT	1294.7268
CDK10	346.7244	CDK10	517.3835
CDK11A	418.2439	CDK11A	226.1017
CDK11B	811.391	CDK11B	604.079
CDK12	1128.8375	CDK12	1750.3963
CDK13	963.6418	CDK13	1310.7894
CDK14	945.4422	CDK14	1037.3032
CDK15	6.5332	removed	removed
CDK16	1880.6181	CDK16	1510.726
CDK17	607.1176	CDK17	853.0064
CDK18	331.3248	CDK18	451.0198
CDK19	335.2727	CDK19	722.8828
CDK1	398.0564	CDK1	150.9035
CDK20	235.6606	CDK20	185.9875
CDK2AP1	2748.129	CDK2AP1	2342.1748
CDK2AP2	1026.1735	CDK2AP2	450.1744
CDK2	603.8511	CDK2	654.7606
CDK3	33.9445	CDK3	112.9029
CDK4	2568.0003	CDK4	1779.1398
CDK5R1	89.5977	CDK5R1	72.2815
CDK5RAP1	447.5218	CDK5RAP1	437.9161
CDK5RAP2	1522.694	CDK5RAP2	1739.8288
CDK5RAP3	1637.0244	CDK5RAP3	1518.7573
CDK5	342.5245	CDK5	131.0367
CDK6	456.3882	CDK6	1381.3801
CDK7	566.9854	CDK7	359.2941
CDK8	134.3965	CDK8	145.4084
CDK9	1094.3051	CDK9	888.5132
CDKAL1	288.8592	CDKAL1	312.3745
CDKL1	8.8664	CDKL1	6.7632
removed	removed	CDKL2	31.2797
CDKL3	44.0335	CDKL3	25.3619
CDKL5	31.7325	CDKL5	123.4281
CDKN1A	1839.5525	CDKN1A	1702.2086
CDKN1B	2056.5469	CDKN1B	1131.1423
CDKN1C	377.9902	CDKN1C	657.7195
CDKN2AIPNL	367.2572	CDKN2AIPNL	208.8133
CDKN2AIP	433.5221	CDKN2AIP	532.6007
CDKN2A	198.3282	CDKN2A	51.992
CDKN2BAS	7.4665	removed	removed
CDKN2B	463.8547	CDKN2B	200.782
CDKN2C	324.7916	CDKN2C	344.0769
CDKN2D	111.9971	CDKN2D	35.5067
CDKN3	103.5973	CDKN3	34.6613
CDNF	26.5993	CDNF	40.1564
CDO1	120.8635	CDO1	560.4988
CDON	479.7209	CDON	637.8527
removed	removed	CDR1	125.8037
CDR2L	707.4484	CDR2L	723.2379
CDR2	912.7764	CDR2	571.9117
removed	removed	CDRT15P	5.9178
CDRT4	121.3302	CDRT4	257.001
CDS1	985.5745	CDS1	1031.3854
CDS2	777.9132	CDS2	865.6874
CDSN	455.4549	CDSN	207.1225
CDT1	223.0609	CDT1	114.1287
CDV3	5622.2548	CDV3	4252.774
CDX1	16.7996	CDX1	5.9178
CDYL2	62.0651	CDYL2	87.076
CDYL	485.7875	CDYL	683.9269
CEACAM19	37.799	CEACAM19	91.303
CEACAM1	2491.469	CEACAM1	1320.9342
removed	removed	CEACAM21	5.9178
CEACAM5	90.531	CEACAM5	9.2994
CEACAM6	2897.9251	CEACAM6	226.1439
CEBPA	373.7903	CEBPA	473.0001
CEBPB	1530.6271	CEBPB	1058.0154
CEBPD	1753.688	CEBPD	1391.5249
CEBPG	703.7152	CEBPG	729.5784
CEBPZ	1068.1724	CEBPZ	1321.3569
CECR1	1465.2955	CECR1	1441.4034
CECR5	561.3855	CECR5	322.942
CECR6	6.5332	CECR6	22.403
CECR7	24.7327	CECR7	79.4674
CELF1	1441.0294	CELF1	1934.2703
CELF2	475.0544	CELF2	1402.0924
removed	removed	CELF4	17.3307
CELF5	8.8664	CELF5	47.765
CELF6	16.7996	CELF6	52.347
CELSR1	4683.8123	CELSR1	1377.9985
CELSR2	7375.4761	CELSR2	2747.9658
CELSR3	302.5602	CELSR3	94.2619
removed	removed	CEL	6.3405
CEMP1	182.7326	CEMP1	106.9428
CEND1	5.5999	removed	removed
CENPA	43.8655	CENPA	13.1037
CENPBD1	202.0614	CENPBD1	342.8088
CENPB	2430.3372	CENPB	1569.9038
CENPC1	350.4576	CENPC1	491.1762
CENPE	81.1979	CENPE	62.5594
CENPF	1041.5731	CENPF	446.3701
CENPH	124.1301	CENPH	74.8177
CENPI	18.6662	CENPI	16.4853
CENPJ	153.996	CENPJ	203.3182
CENPK	34.9991	CENPK	29.1662
CENPL	122.7302	CENPL	65.941
CENPM	109.1972	CENPM	16.908
CENPN	125.9641	CENPN	168.492
CENPO	81.1979	CENPO	99.1398
CENPP	250.4255	CENPP	28.6294
CENPQ	98.9308	CENPQ	99.7569
CENPT	220.261	CENPT	466.6596
CENPV	32.6658	CENPV	161.8937
CENPW	42.9322	CENPW	90.4576
CEP110	441.4553	CEP110	617.9858
CEP120	361.1907	CEP120	704.2164
CEP135	155.396	CEP135	176.6882
CEP152	42.9322	CEP152	93.4165
CEP164	544.5859	CEP164	533.4461
CEP170	790.9796	CEP170	1014.4774
CEP192	480.6542	CEP192	1052.943
CEP250	591.2514	CEP250	407.0591
CEP290	339.4119	CEP290	550.3921
CEP350	1508.2277	CEP350	1913.5581
CEP55	137.6631	CEP55	53.6828
CEP57	617.3841	CEP57	997.5695
CEP63	544.4833	CEP63	577.2884
CEP68	760.1804	CEP68	1304.4489
CEP70	317.3251	CEP70	278.1359
CEP72	71.8648	CEP72	52.8374
CEP76	125.5301	CEP76	128.0778
CEP78	289.7925	CEP78	221.0715
CEP97	135.7965	CEP97	158.5121
CEPT1	865.1776	CEPT1	601.0779
CERCAM	2478.8693	CERCAM	704.2164
CERKL	105.1233	CERKL	67.5938
CERK	400.8563	CERK	526.6829
CES1	345.7911	CES1	727.8876
CES2	1050.4395	CES2	1441.8261
CES3	32.1992	CES3	77.3539
CES4	13.9996	CES4	24.5165
CES8	44.3322	CES8	99.7569
CETN2	1839.5525	CETN2	988.2701
CETN3	306.5921	CETN3	204.1636
CETP	27.5326	removed	removed
CFB	37714.559	CFB	2604.413
CFDP1	613.6508	CFDP1	621.3674
CFD	610.8509	CFD	1526.3658
CFH	2015.0146	CFH	1952.0237
CFI	596.8512	CFI	918.9475
CFL1	19593.4272	CFL1	8757.0538
CFL2	267.3931	CFL2	721.1244
CFLAR	715.8482	CFLAR	1410.1236
CFLP1	5.5999	CFLP1	8.0313
CFP	60.1984	CFP	11.8356
removed	removed	CFTR	43.1153
CG030	15.8663	CG030	55.3736
removed	removed	CGB2	5.9178
removed	removed	CGB7	13.4165
CGGBP1	2012.2147	CGGBP1	2485.4697
CGNL1	1322.0325	CGNL1	1514.1076
CGN	1278.167	CGN	1097.3264
CGREF1	410.6327	CGREF1	215.2341
CGRRF1	209.0613	CGRRF1	189.3691
CH25H	48.9987	CH25H	79.0447
CHAC1	8.3998	CHAC1	47.765
CHAC2	33.1325	CHAC2	13.9491
CHADL	122.3055	CHADL	76.5085
CHAD	640.2501	CHAD	435.3799
CHAF1A	351.8576	CHAF1A	234.1752
CHAF1B	269.2597	CHAF1B	231.639
CHCHD10	507.2536	CHCHD10	329.7052
CHCHD1	678.9825	CHCHD1	306.4567
CHCHD2	3920.832	CHCHD2	2502.8004
CHCHD3	742.9141	CHCHD3	576.5613
CHCHD4	258.5267	CHCHD4	183.0286
CHCHD5	538.5194	CHCHD5	159.3575
CHCHD6	143.7296	CHCHD6	82.4263
CHCHD7	243.1271	CHCHD7	281.9402
CHCHD8	850.7114	CHCHD8	511.4657
CHD1L	1233.3681	CHD1L	774.8071
CHD1	715.8482	CHD1	1370.8126
CHD2	1769.5543	CHD2	3195.1812
CHD3	3043.0547	CHD3	4451.0198
CHD4	7006.6603	CHD4	5844.1129
CHD6	1134.904	CHD6	2716.686
CHD7	204.3947	CHD7	809.0458
CHD8	1845.1523	CHD8	2321.4625
CHD9	602.9178	CHD9	2489.274
CHDH	1172.2364	CHDH	586.2834
CHEK1	173.1289	CHEK1	107.3655
CHEK2	252.9268	CHEK2	182.1832
CHERP	1383.6963	CHERP	1143.7176
CHFR	375.1903	CHFR	387.6149
removed	removed	CHGA	5.9178
removed	removed	CHGB	9.2994
CHI3L1	589.3848	CHI3L1	2840.9595
CHI3L2	3531.1754	CHI3L2	1077.0369
CHIC1	185.2619	CHIC1	354.6444
CHIC2	233.794	CHIC2	237.9795
CHID1	1908.1507	CHID1	1103.6669
CHIT1	50.3987	CHIT1	27.8981
CHKA	282.326	CHKA	1092.254
CHKB-CPT1B	131.2933	CHKB-CPT1B	241.7838
CHKB	300.6749	CHKB	370.0306
CHL1	103.5973	CHL1	910.0708
CHML	484.8541	CHML	603.1914
CHMP1A	1519.8941	CHMP1A	1362.3587
CHMP1B	1277.2337	CHMP1B	1423.2273
CHMP2A	2480.7359	CHMP2A	1073.2326
CHMP2B	1086.8386	CHMP2B	1156.927
CHMP4A	1337.7868	CHMP4A	575.4919
CHMP4B	4248.4236	CHMP4B	2197.6118
CHMP4C	353.7242	CHMP4C	562.1896
CHMP5	1615.2596	CHMP5	963.7536
CHMP6	613.1842	CHMP6	387.6149
CHMP7	981.8413	CHMP7	850.4703
CHM	360.2574	CHM	617.9858
CHN1	216.5277	CHN1	398.1824
CHN2	63.9317	CHN2	104.4066
CHODL	12.5997	CHODL	44.3834
CHORDC1	223.9942	CHORDC1	237.1341
CHPF2	1631.4245	CHPF2	1027.1584
CHPF	4427.619	CHPF	1254.5704
