gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
removed	removed	ANO5	54.1567
ANO6	1854.5959	ANO6	8453.8137
ANO7	10.6758	ANO7	7.3185
ANO8	1670.1185	ANO8	201.0141
ANO9	134.0878	ANO9	32.6892
ANP32A	1996.7973	ANP32A	1639.8262
ANP32B	3674.6023	ANP32B	1572.9841
ANP32E	3401.7295	ANP32E	652.8079
ANPEP	400.9822	ANPEP	1317.3254
ANTXR1	3421.3729	ANTXR1	4249.5941
ANTXR2	253.6565	ANTXR2	3367.474
ANTXRL	11.5298	removed	removed
ANUBL1	303.1921	ANUBL1	149.7848
ANXA11	2474.645	ANXA11	5377.615
ANXA1	3992.3134	ANXA1	21325.5465
ANXA2P1	43.1301	ANXA2P1	116.1198
ANXA2P2	3599.8719	ANXA2P2	8704.1055
removed	removed	ANXA2P3	9.758
ANXA2	10271.3782	ANXA2	25206.2895
ANXA3	2140.2797	ANXA3	1222.1852
ANXA4	2937.5467	ANXA4	1689.5918
ANXA5	9749.9733	ANXA5	19041.6946
ANXA6	3424.7892	ANXA6	11412.429
ANXA7	2147.9663	ANXA7	3921.2386
ANXA8L1	17.7346	removed	removed
ANXA8L2	1190.9896	ANXA8L2	20.4917
ANXA8	3761.9558	ANXA8	54.6446
ANXA9	46.5464	ANXA9	70.2574
AOAH	33.7355	AOAH	142.9542
AOC2	25.1948	AOC2	315.6702
AOC3	524.8212	AOC3	28974.328
AOX1	28.6111	AOX1	1688.1281
AP1AR	707.1634	AP1AR	398.125
AP1B1	2106.9713	AP1B1	2530.7284
AP1G1	2670.6523	AP1G1	2708.3234
AP1G2	726.8923	AP1G2	499.5005
removed	removed	AP1M1	1424.663
AP1M2	7117.7538	AP1M2	426.911
AP1S1	1216.1845	AP1S1	364.9479
AP1S2	127.6823	AP1S2	770.8793
AP1S3	140.0662	AP1S3	54.1567
AP2A1	1585.6603	AP2A1	1828.1598
AP2A2	1431.8352	AP2A2	2354.5972
AP2B1	6083.4846	AP2B1	7050.6182
AP2M1	5078.2534	AP2M1	6127.5147
AP2S1	793.8508	AP2S1	1168.0285
AP3B1	1270.8445	AP3B1	1427.5904
removed	removed	AP3B2	22.4433
AP3D1	3133.1269	AP3D1	2187.248
AP3M1	927.0844	AP3M1	1983.7945
AP3M2	447.1015	AP3M2	490.3378
AP3S1	771.6451	AP3S1	1252.9228
AP3S2	1161.785	AP3S2	2691.9496
AP4B1	342.6412	AP4B1	331.3903
AP4E1	349.3114	AP4E1	450.3301
AP4M1	821.9067	AP4M1	309.1763
AP4S1	13.665	AP4S1	80.5032
APAF1	344.6141	APAF1	471.7976
APBA1	43.1301	APBA1	273.7109
APBA2	382.6198	APBA2	33.665
APBA3	177.2179	APBA3	121.4867
APBB1IP	84.9792	APBB1IP	2190.6633
APBB1	114.0173	APBB1	539.6155
APBB2	502.6156	APBB2	3339.6638
APBB3	186.6126	APBB3	163.9338
APC2	6.0041	APC2	5.9328
APCDD1L	171.6665	APCDD1L	73.6726
APCDD1	99.0712	APCDD1	1981.8429
APC	726.3798	APC	1386.6069
APEH	2768.4424	APEH	1336.8413
APEX1	2395.6443	APEX1	2050.6365
APEX2	402.6903	APEX2	442.5238
APH1A	9602.6476	APH1A	3261.1122
APH1B	348.4574	APH1B	723.0653
API5	1739.2975	API5	2160.9015
APIP	237.5061	APIP	576.4372
APITD1	227.2702	APITD1	135.1917
APLF	241.6996	APLF	93.1886
APLNR	368.1008	APLNR	3032.7758
APLN	187.0396	APLN	120.5109
APLP1	22.6326	APLP1	31.2255
APLP2	8964.6632	APLP2	15918.6576
APOA1BP	1894.3098	APOA1BP	1289.0273
APOB48R	96.509	APOB48R	39.0319
APOBEC3A	9.5185	APOBEC3A	8.4211
APOBEC3B	143.3586	APOBEC3B	8.1674
APOBEC3C	43.5572	APOBEC3C	375.6817
APOBEC3D	34.1625	APOBEC3D	78.5516
APOBEC3F	52.9519	APOBEC3F	117.5835
APOBEC3G	40.568	APOBEC3G	176.1313
removed	removed	APOB	561.5709
APOC1	221.2021	APOC1	133.6841
APOC2	48.2545	APOC2	14.1491
APOD	226.7535	APOD	17227.2008
APOE	3063.0938	APOE	1231.4553
APOL1	494.0749	APOL1	1574.4478
APOL2	253.2294	APOL2	725.0169
APOL3	108.4659	APOL3	1321.7165
APOL4	27.757	APOL4	208.3326
APOL6	705.8824	APOL6	4386.2057
APOLD1	688.2759	APOLD1	2928.8535
APOM	26.4759	APOM	43.9108
APOOL	137.504	APOOL	296.1543
APOO	310.4516	APOO	166.3733
APPBP2	854.9162	APPBP2	1478.8197
APPL1	2344.8276	APPL1	1673.0032
APPL2	548.3079	APPL2	1355.8694
APP	28794.7048	APP	20636.6341
APRT	2036.0841	APRT	923.5915
APTX	835.6998	APTX	404.9556
AQP11	17.0812	AQP11	77.0879
AQP1	908.6154	AQP1	27903.8889
AQP2	11.5298	removed	removed
AQP3	611.9355	AQP3	232.2396
AQP4	7.6866	AQP4	24.3949
AQP5	488.0965	AQP5	24.3949
AQP6	60.2114	removed	removed
removed	removed	AQP7P1	588.4053
removed	removed	AQP7P3	21.4675
AQP7	17.5083	AQP7	4275.9406
AQP9	148.6068	AQP9	70.2574
AQPEP	7.2595	AQPEP	727.0953
AQR	878.4029	AQR	1186.0807
ARAF	676.8442	ARAF	1390.0222
ARAP1	1070.9939	ARAP1	1909.6046
ARAP2	223.3372	ARAP2	246.3886
ARAP3	144.3365	ARAP3	1010.4374
ARCN1	3697.235	ARCN1	4822.8746
removed	removed	ARC	27.3223
AREG	126.4012	AREG	1011.4132
ARF1	19171.9868	ARF1	7792.2236
ARF3	2629.6573	ARF3	3901.7226
ARF4	7119.889	ARF4	4519.4019
ARF5	3497.3204	ARF5	1761.8007
ARF6	1998.0784	ARF6	2114.0633
ARFGAP1	1822.5686	ARFGAP1	567.9136
ARFGAP2	1255.4713	ARFGAP2	1526.1459
ARFGAP3	1097.4698	ARFGAP3	959.208
ARFGEF1	2856.4108	ARFGEF1	1646.4177
ARFGEF2	3517.0279	ARFGEF2	2096.9869
ARFIP1	1008.2203	ARFIP1	1022.6348
ARFIP2	1050.9235	ARFIP2	876.7532
ARFRP1	707.1634	ARFRP1	348.8473
ARG2	207.0332	ARG2	305.8244
ARGLU1	1309.7043	ARGLU1	1688.1281
ARHGAP10	255.3646	ARHGAP10	966.5265
ARHGAP11A	702.4661	ARHGAP11A	104.8981
ARHGAP11B	63.4141	removed	removed
ARHGAP12	1424.1486	ARHGAP12	894.3176
ARHGAP15	5.9784	ARHGAP15	103.4344
ARHGAP17	864.3109	ARHGAP17	1678.858
ARHGAP18	323.6895	ARHGAP18	1016.78
ARHGAP19	351.0195	ARHGAP19	667.4449
ARHGAP1	2528.878	ARHGAP1	4096.882
ARHGAP20	6.8325	ARHGAP20	1170.468
ARHGAP21	5886.1962	ARHGAP21	5268.8137
ARHGAP22	356.998	ARHGAP22	35.6166
ARHGAP23	452.6529	ARHGAP23	1002.1431
ARHGAP24	73.8764	ARHGAP24	692.3277
ARHGAP25	73.8764	ARHGAP25	504.9747
ARHGAP26	62.3465	ARHGAP26	907.0029
ARHGAP27	899.3274	ARHGAP27	423.9836
ARHGAP28	67.0439	ARHGAP28	377.6333
ARHGAP29	901.4626	ARHGAP29	4226.175
ARHGAP30	674.2821	ARHGAP30	479.1161
ARHGAP31	531.2266	ARHGAP31	2830.7859
ARHGAP32	1452.3327	ARHGAP32	955.7928
ARHGAP33	270.3107	ARHGAP33	51.7172
removed	removed	ARHGAP36	150.2727
ARHGAP39	525.6752	ARHGAP39	94.1644
ARHGAP42	150.3149	ARHGAP42	400.5352
ARHGAP4	224.1913	ARHGAP4	355.19
ARHGAP5	1449.3434	ARHGAP5	2179.4417
ARHGAP6	18.3623	ARHGAP6	224.4332
ARHGAP8	465.2973	ARHGAP8	217.9881
ARHGAP9	29.4651	ARHGAP9	143.93
ARHGDIA	5533.0415	ARHGDIA	4127.1317
ARHGDIB	711.4338	ARHGDIB	3747.5468
removed	removed	ARHGDIG	71.721
ARHGEF10L	1729.4758	ARHGEF10L	789.4194
ARHGEF10	466.3179	ARHGEF10	1453.449
ARHGEF11	1993.381	ARHGEF11	1481.2592
ARHGEF12	3533.255	ARHGEF12	5295.6481
ARHGEF15	84.5522	ARHGEF15	1399.2923
ARHGEF16	336.9275	ARHGEF16	84.8943
ARHGEF17	1189.7086	ARHGEF17	1860.8441
ARHGEF18	772.9262	ARHGEF18	629.3888
ARHGEF19	1153.4109	ARHGEF19	120.9988
ARHGEF1	2330.7356	ARHGEF1	817.2296
ARHGEF2	5135.0486	ARHGEF2	2268.2392
ARHGEF33	20.0705	ARHGEF33	13.6612
ARHGEF35	1048.3613	ARHGEF35	277.6141
ARHGEF37	1256.3254	ARHGEF37	952.3775
removed	removed	ARHGEF38	25.8586
ARHGEF3	489.3776	ARHGEF3	922.1278
ARHGEF4	147.3257	ARHGEF4	365.9237
ARHGEF5	890.3598	ARHGEF5	342.9925
ARHGEF6	208.8182	ARHGEF6	4398.891
ARHGEF7	1660.7238	ARHGEF7	1923.2951
ARHGEF9	1351.9804	ARHGEF9	612.3124
ARID1A	3897.9396	ARID1A	2483.4023
ARID1B	3031.4935	ARID1B	1870.1142
removed	removed	ARID2	895.2934
ARID3A	72.5953	ARID3A	50.7414
ARID3B	101.6334	ARID3B	57.572
ARID4A	504.3237	ARID4A	766.9761
removed	removed	ARID4B	1003.6068
ARID5A	501.7615	ARID5A	612.8003
ARID5B	1558.6634	ARID5B	4133.4743
ARIH1	1107.7186	ARIH1	1812.5422
ARIH2	1395.1105	ARIH2	1329.435
ARL10	47.4004	ARL10	40.4956
ARL11	79.8548	ARL11	60.0115
ARL13B	131.9526	ARL13B	237.6065
ARL15	45.2653	ARL15	594.2601
ARL16	637.5574	ARL16	325.4282
ARL17A	105.2674	ARL17A	105.4055
ARL1	1717.5189	ARL1	2189.1996
ARL2BP	1266.1471	ARL2BP	2135.5308
ARL2	810.0779	ARL2	1506.142
ARL3	425.3229	ARL3	517.6601
ARL4A	370.2359	ARL4A	783.0768
ARL4C	1365.2183	ARL4C	725.0169
ARL4D	89.6765	ARL4D	149.2969
ARL5A	574.7838	ARL5A	848.943
ARL5B	934.771	ARL5B	203.4536
ARL6IP1	4396.2848	ARL6IP1	4427.1891
ARL6IP4	1295.6123	ARL6IP4	818.2054
ARL6IP5	3893.6693	ARL6IP5	7529.7344
ARL6IP6	330.9491	ARL6IP6	184.9135
ARL6	90.5306	ARL6	97.5797
ARL8A	2347.3898	ARL8A	945.5469
ARL8B	2189.8153	ARL8B	2339.4723
ARL9	104.1956	removed	removed
ARMC10	1532.8408	ARMC10	670.4308
ARMC1	1578.7339	ARMC1	772.343
ARMC2	28.6111	ARMC2	58.5478
ARMC5	304.4732	ARMC5	150.2727
ARMC6	1057.3289	ARMC6	430.3263
ARMC7	249.3861	ARMC7	227.8485
ARMC8	700.758	ARMC8	827.4755
ARMC9	137.077	ARMC9	204.9173
ARMCX1	244.2618	ARMCX1	629.8767
ARMCX2	672.5739	ARMCX2	590.8448
ARMCX3	882.2462	ARMCX3	2119.4302
ARMCX5	207.9641	ARMCX5	299.5696
ARMCX6	225.8994	ARMCX6	240.046
ARNT2	69.6061	ARNT2	302.009
ARNTL2	360.4142	ARNTL2	44.8866
ARNTL	254.0835	ARNTL	207.8447
ARNT	2003.6298	ARNT	2090.1563
ARPC1A	1992.3561	ARPC1A	2199.8505
ARPC1B	2823.7002	ARPC1B	1823.8468
ARPC2	2981.1039	ARPC2	4830.1931
ARPC3	2232.0914	ARPC3	2816.1489
ARPC4	3132.448	ARPC4	2587.6515
ARPC5L	682.3956	ARPC5L	473.7492
ARPC5	4193.4451	ARPC5	2862.4993
ARPM1	87.5414	ARPM1	39.5198
ARPP19	2647.5926	ARPP19	5266.3742
ARRB1	193.018	ARRB1	1297.3216
ARRB2	1031.7071	ARRB2	957.2565
ARRDC1	1654.3184	ARRDC1	383.976
ARRDC2	650.7953	ARRDC2	846.0156
ARRDC3	2615.9923	ARRDC3	2358.0124
ARRDC4	115.2984	ARRDC4	1311.4706
ARRDC5	5.1244	removed	removed
ARSA	619.6221	ARSA	845.0398
ARSB	176.3638	ARSB	444.4753
ARSD	1086.367	ARSD	1944.2747
ARSE	91.3846	ARSE	8.2943
ARSG	45.2653	ARSG	173.6918
ARSI	40.995	ARSI	15.6127
ARSJ	156.7204	ARSJ	140.0268
ARSK	143.0554	ARSK	129.7809
ART3	782.3209	ART3	5.8548
removed	removed	ART4	34.6408
ARTN	10.2487	removed	removed
ARV1	614.9247	ARV1	344.4562
ARVCF	352.7277	ARVCF	174.6676
removed	removed	ARX	25.3707
removed	removed	AR	688.9124
AS3MT	68.325	AS3MT	264.1335
ASAH1	1077.8264	ASAH1	13957.7944
ASAH2B	5.1244	removed	removed
ASAH2	33.7355	removed	removed
ASAM	411.6579	ASAM	3344.5428
ASAP1	1453.1867	ASAP1	1692.0313
ASAP2	1615.0315	ASAP2	1530.049
ASAP3	3473.4707	ASAP3	954.3291
ASB12	11.1028	removed	removed
ASB13	2211.1669	ASB13	483.9951
ASB14	10.6758	ASB14	8.2943
ASB16	20.2712	removed	removed
ASB1	354.4913	ASB1	692.152
removed	removed	ASB2	26.8344
ASB3	454.7881	ASB3	267.3683
ASB6	894.1817	ASB6	511.2198
ASB7	364.6845	ASB7	455.697
ASB8	424.0418	ASB8	860.1647
ASB9	11.9569	ASB9	46.3503
ASCC1	588.4488	ASCC1	493.2652
ASCC2	918.9709	ASCC2	1300.7368
ASCC3	1289.2068	ASCC3	1009.4616
removed	removed	ASCL2	5.8548
ASF1A	503.4696	ASF1A	424.9594
ASF1B	1348.5641	ASF1B	55.1325
ASGR1	8.5406	ASGR1	15.6127
removed	removed	ASGR2	31.7134
ASH1L	3413.08	ASH1L	3082.9756
ASH2L	1890.4665	ASH2L	1077.2794
ASL	814.7753	ASL	328.8434
ASMTL	249.8132	ASMTL	473.7492
ASNA1	5439.0947	ASNA1	907.4908
ASNSD1	497.9182	ASNSD1	1035.3202
ASNS	1869.542	ASNS	215.1631
removed	removed	ASPA	190.2803
ASPHD1	133.6607	ASPHD1	7.8064
ASPHD2	20.0705	ASPHD2	36.1045
ASPH	3507.6716	ASPH	28014.7004
ASPM	1382.2996	ASPM	24.8828
ASPN	734.9205	ASPN	1488.5777
ASPRV1	175.6421	ASPRV1	77.6051
ASPSCR1	624.3194	ASPSCR1	221.5058
ASRGL1	9.3947	ASRGL1	157.1033
ASS1	1590.2637	ASS1	3797.8003
ASTE1	141.8768	ASTE1	216.2756
ASTL	11.9569	removed	removed
removed	removed	ASTN1	145.8816
ASTN2	15.3731	ASTN2	215.1631
ASXL1	2507.9535	ASXL1	1673.4911
removed	removed	ASXL2	962.1354
removed	removed	ASXL3	41.4714
ATAD1	728.942	ATAD1	1099.7228
ATAD2B	638.8385	ATAD2B	318.5976
ATAD2	1803.3522	ATAD2	299.0817
ATAD3A	1225.1521	ATAD3A	207.8447
ATAD3B	347.1763	ATAD3B	53.1809
ATAD3C	38.8598	ATAD3C	75.6242
ATAD5	183.1963	ATAD5	29.7618
ATE1	137.931	ATE1	338.1135
ATF1	443.2582	ATF1	393.7339
ATF2	333.0842	ATF2	719.65
ATF3	983.4525	ATF3	728.92
ATF4	5857.1581	ATF4	5999.6853
ATF5	778.4776	ATF5	506.4384
ATF6B	2784.2426	ATF6B	1411.0019
ATF6	2943.9522	ATF6	1635.923
ATF7IP2	41.422	ATF7IP2	97.5797
ATF7IP	2588.2353	ATF7IP	1393.9254
ATF7	1378.0293	ATF7	2112.9509
ATG10	106.3307	ATG10	100.507
ATG12	301.0569	ATG12	652.8079
ATG16L1	576.4919	ATG16L1	585.478
ATG16L2	248.8225	ATG16L2	161.7773
ATG2A	338.2086	ATG2A	614.264
ATG2B	518.8427	ATG2B	1193.3992
ATG3	870.2893	ATG3	728.92
ATG4A	142.6284	ATG4A	395.6855
ATG4B	933.0629	ATG4B	620.1187
ATG4C	204.1208	ATG4C	290.2995
ATG4D	1626.224	ATG4D	165.0414
ATG5	772.4992	ATG5	805.0322
ATG7	544.2895	ATG7	827.4511
ATG9A	2245.1543	ATG9A	1894.4944
ATG9B	148.8374	removed	removed
ATHL1	1135.9026	ATHL1	319.0855
ATIC	2018.1488	ATIC	1540.7828
ATL1	270.7377	ATL1	279.5657
ATL2	5450.6245	ATL2	744.5328
ATL3	670.4388	ATL3	964.087
ATMIN	1371.6238	ATMIN	2080.3983
ATM	763.5315	ATM	1450.0337
ATN1	6210.7398	ATN1	4719.9281
ATOH7	7.6866	removed	removed
ATOH8	8.5406	ATOH8	788.4436
ATOX1	692.2174	ATOX1	822.5965
ATP10A	510.7292	ATP10A	378.6091
ATP10D	309.1705	ATP10D	571.3289
ATP11A	1438.2406	ATP11A	1164.6132
ATP11B	227.6076	ATP11B	1477.8439
ATP11C	384.328	ATP11C	840.1609
ATP13A1	2301.6974	ATP13A1	854.3099
ATP13A2	1421.5864	ATP13A2	929.9341
ATP13A3	2054.8735	ATP13A3	2590.252
ATP13A4	9.3947	ATP13A4	37.5682
removed	removed	ATP13A5	39.0319
ATP1A1	17783.696	ATP1A1	8791.9175
removed	removed	ATP1A2	1224.1368
removed	removed	ATP1A4	6.8306
ATP1B1	4048.4851	ATP1B1	1481.469
ATP1B2	19.2164	ATP1B2	145.3937
ATP1B3	2969.147	ATP1B3	2090.1563
ATP2A1	46.1194	removed	removed
ATP2A2	5705.5621	ATP2A2	6862.7774
ATP2A3	2647.1656	ATP2A3	686.9608
ATP2B1	228.0346	ATP2B1	1335.3776
ATP2B2	15.3731	ATP2B2	13.1733
ATP2B4	5512.117	ATP2B4	17070.0976
ATP2C1	3993.492	ATP2C1	2990.6799
ATP2C2	207.9641	ATP2C2	67.33
ATP4A	10.2487	removed	removed
ATP5A1	16070.0331	ATP5A1	11154.8187
ATP5B	10554.0728	ATP5B	12862.4627
ATP5C1	7814.6685	ATP5C1	2600.01
ATP5D	524.3941	ATP5D	467.4066
ATP5EP2	42.2761	ATP5EP2	35.1287
ATP5E	2968.2929	ATP5E	4215.9291
ATP5F1	1811.0388	ATP5F1	2660.0215
ATP5G1	839.5431	ATP5G1	589.3811
ATP5G2	3074.6237	ATP5G2	3666.5557
ATP5G3	1673.5347	ATP5G3	3745.1073
ATP5H	1674.3888	ATP5H	2020.3868
ATP5I	927.1613	ATP5I	954.817
ATP5J2	1352.4074	ATP5J2	1329.9571
ATP5J	1680.4527	ATP5J	1998.0069
ATP5L	1693.6052	ATP5L	2762.968
ATP5O	3311.1989	ATP5O	3420.167
ATP5SL	666.1685	ATP5SL	703.5493
ATP5S	70.4601	ATP5S	150.7606
ATP6AP1L	41.849	ATP6AP1L	44.3987
removed	removed	ATP6AP1	3065.465
ATP6AP2	2104.4091	ATP6AP2	4034.431
ATP6V0A1	1128.2161	ATP6V0A1	1457.8401
ATP6V0A2	681.5416	ATP6V0A2	616.2155
ATP6V0A4	2250.9747	ATP6V0A4	30.2497
ATP6V0B	2436.2122	ATP6V0B	1166.5648
ATP6V0C	1804.3813	ATP6V0C	2011.6047
ATP6V0D1	1491.1925	ATP6V0D1	1888.1664
ATP6V0D2	20.9245	removed	removed
ATP6V0E1	1837.0876	ATP6V0E1	3786.5786
ATP6V0E2	841.2341	ATP6V0E2	980.1389
ATP6V1A	1613.7504	ATP6V1A	2021.3626
ATP6V1B1	322.8355	ATP6V1B1	68.3058
ATP6V1B2	1010.3555	ATP6V1B2	2267.7513
ATP6V1C1	1463.8625	ATP6V1C1	1556.8835
ATP6V1C2	277.5147	ATP6V1C2	74.8192
ATP6V1D	758.8342	ATP6V1D	1209.9878
ATP6V1E1	1372.0508	ATP6V1E1	2694.6623
ATP6V1E2	331.8031	ATP6V1E2	69.2816
ATP6V1F	2099.2805	ATP6V1F	1288.0417
ATP6V1G1	1532.1875	ATP6V1G1	1155.8311
ATP6V1G2	19.6434	ATP6V1G2	31.7134
ATP6V1H	1484.787	ATP6V1H	1073.3762
removed	removed	ATP7A	642.5621
ATP7B	102.0604	ATP7B	232.2396
ATP8A1	23.4867	ATP8A1	1002.1431
removed	removed	ATP8A2	35.1287
ATP8B1	876.5325	ATP8B1	832.0325
ATP8B2	197.2884	ATP8B2	1219.2578
ATP8B3	8.1136	ATP8B3	14.1491
ATP8B4	34.1625	ATP8B4	362.9963
ATP8B5P	10.6758	ATP8B5P	33.665
ATP9A	3645.5642	ATP9A	7020.8564
ATP9B	1328.0666	ATP9B	512.2932
ATPAF1	840.585	ATPAF1	2094.0644
ATPAF2	239.1374	ATPAF2	239.0702
ATPBD4	93.5198	ATPBD4	101.4828
ATPIF1	1260.5957	ATPIF1	554.2525
ATRIP	309.5676	ATRIP	139.3925
removed	removed	ATRNL1	92.2128
ATRN	3305.6475	ATRN	2600.01
ATRX	1025.7286	ATRX	2840.056
ATR	1022.3124	ATR	1165.1011
ATXN10	1293.4771	ATXN10	1899.876
ATXN1L	1707.7357	ATXN1L	2207.2519
ATXN1	245.1158	ATXN1	934.3252
ATXN2L	3612.2558	ATXN2L	1300.7368
ATXN2	713.1419	ATXN2	901.636
ATXN3	525.6752	ATXN3	517.6601
ATXN7L1	392.0145	ATXN7L1	258.0982
ATXN7L2	105.4767	ATXN7L2	42.935
ATXN7L3B	1557.3823	ATXN7L3B	2367.7704
ATXN7L3	2086.0468	ATXN7L3	916.7609
ATXN7	792.1426	ATXN7	700.6219
AUH	208.8182	AUH	310.3033
AUP1	3521.0633	AUP1	1723.4519
AURKAIP1	1264.012	AURKAIP1	605.4818
AURKAPS1	26.0489	AURKAPS1	5.3669
AURKA	476.5667	AURKA	40.0077
AURKB	689.6552	AURKB	13.1733
removed	removed	AURKC	12.1975
AUTS2	2152.6636	AUTS2	999.2157
AVEN	263.4782	AVEN	222.4816
AVIL	24.7678	AVIL	26.3465
AVL9	550.443	AVL9	319.0855
AVPI1	278.8513	AVPI1	547.9098
AVPR1A	17.5083	AVPR1A	146.3695
removed	removed	AVPR2	166.3733
AXIN1	1278.958	AXIN1	336.1619
AXIN2	24.3408	AXIN2	638.171
AXL	578.2001	AXL	1840.3524
AZGP1	33428.4189	AZGP1	9103.6942
AZI1	282.2675	AZI1	69.7695
AZI2	898.0463	AZI2	1873.0415
AZIN1	4416.3553	AZIN1	3220.1287
B2M	20736.2016	B2M	44181.142
B3GALNT1	591.438	B3GALNT1	347.3836
B3GALNT2	1369.4587	B3GALNT2	493.2652
removed	removed	B3GALT1	8.7822
B3GALT2	7.6866	B3GALT2	13.1733
B3GALT4	433.8636	B3GALT4	181.0103
B3GALT5	32.4544	removed	removed
B3GALT6	931.3548	B3GALT6	349.3352
B3GALTL	124.266	B3GALTL	300.0575
B3GAT1	5.5514	B3GAT1	19.028
B3GAT2	27.4197	B3GAT2	7.5868
B3GAT3	435.5717	B3GAT3	281.0294
B3GNT1	156.7204	B3GNT1	729.4079
B3GNT2	1073.1291	B3GNT2	758.1939
B3GNT3	126.8282	B3GNT3	29.2739
B3GNT4	30.3192	removed	removed
B3GNT5	898.9004	B3GNT5	253.7071
B3GNT7	186.1855	B3GNT7	129.7809
B3GNT8	44.8383	B3GNT8	70.7453
B3GNT9	509.495	B3GNT9	393.0411
B3GNTL1	52.3028	B3GNTL1	42.6374
B4GALNT1	47.3962	B4GALNT1	29.6691
B4GALNT3	2524.1806	B4GALNT3	52.693
B4GALNT4	424.0418	B4GALNT4	40.9835
B4GALT1	6317.4976	B4GALT1	3244.0357
B4GALT2	1972.0295	B4GALT2	1310.9827
B4GALT3	1169.6381	B4GALT3	664.0296
B4GALT4	577.346	B4GALT4	399.5887
B4GALT5	2403.7579	B4GALT5	2596.1068
B4GALT6	234.8671	B4GALT6	416.1772
B4GALT7	380.9117	B4GALT7	395.1976
B9D1	179.6135	B9D1	123.2577
B9D2	51.2437	B9D2	44.3987
BAALC	8.1136	BAALC	306.4001
BACE1	845.5215	BACE1	1671.5396
BACE2	2224.8319	BACE2	1160.2221
BACH1	939.0413	BACH1	847.9672
BACH2	35.0165	BACH2	177.1071
BAD	361.7466	BAD	627.325
BAG1	2069.4651	BAG1	1082.5975
BAG2	418.4904	BAG2	202.9657
BAG3	591.011	BAG3	1964.2785
BAG4	406.1065	BAG4	296.1543
BAG5	1293.0501	BAG5	1752.5307
BAGE2	5.1244	BAGE2	9.6799
BAHCC1	673.001	BAHCC1	474.2371
BAHD1	741.3259	BAHD1	546.4461
BAI1	6.4055	BAI1	21.9554
BAI2	42.2761	BAI2	175.1555
removed	removed	BAI3	17.0764
BAIAP2L1	1123.5187	BAIAP2L1	223.4574
BAIAP2L2	184.0504	BAIAP2L2	10.7338
BAIAP2	1533.8956	BAIAP2	410.8104
BAIAP3	26.92	BAIAP3	39.5929
BAK1	474.4315	BAK1	263.953
BAMBI	10781.6804	BAMBI	462.0397
BANF1	1650.9021	BANF1	1338.305
removed	removed	BANK1	337.1377
BANP	615.3518	BANP	124.4141
BAP1	2273.0864	BAP1	1352.942
BARD1	116.1525	BARD1	64.8905
BARX1	6.4055	removed	removed
BARX2	1472.8301	BARX2	71.2332
BASP1	166.5421	BASP1	428.3747
BAT1	3459.3787	BAT1	3870.4972
BAT2L1	3777.1837	BAT2L1	5538.3336
BAT2L2	6618.9815	BAT2L2	3959.2946
BAT2	8465.4639	BAT2	4522.8172
BAT3	6882.0327	BAT3	3401.6269
BAT4	476.1396	BAT4	175.1604
BAT5	1392.9753	BAT5	689.4003
BATF2	27.33	BATF2	82.4548
BATF3	38.4328	BATF3	23.907
BATF	25.1948	BATF	63.4268
BAX	630.2979	BAX	251.7555
BAZ1A	1435.6784	BAZ1A	651.3442
BAZ1B	3691.2565	BAZ1B	2298.9768
BAZ2A	2240.9608	BAZ2A	2381.6023
BAZ2B	751.485	BAZ2B	940.4484
BBC3	100.3523	BBC3	35.1287
BBOX1	126.4012	BBOX1	228.3364
BBS10	324.9706	BBS10	593.7722
BBS12	146.8987	BBS12	189.3045
BBS1	386.0361	BBS1	754.7787
BBS2	827.5862	BBS2	1079.7189
BBS4	136.2229	BBS4	360.0689
BBS5	103.1835	BBS5	226.8727
BBS7	310.0246	BBS7	295.1785
BBS9	282.6946	BBS9	333.7224
BBX	1304.1529	BBX	2130.1639
BCAM	474.8585	BCAM	3189.879
removed	removed	BCAN	11.2217
BCAP29	696.0606	BCAP29	2000.8709
BCAP31	2998.1851	BCAP31	7050.1303
BCAR1	678.5524	BCAR1	737.7022
BCAR3	235.2941	BCAR3	989.9456
removed	removed	BCAS1	47.814
BCAS2	457.5254	BCAS2	631.2135
BCAS3	472.2964	BCAS3	586.9416
BCAS4	281.8405	BCAS4	676.227
BCAT1	343.76	BCAT1	1039.7113
BCAT2	524.8212	BCAT2	348.3594
BCCIP	624.6098	BCCIP	701.7392
BCDIN3D	201.1444	BCDIN3D	180.132
BCHE	5.1244	BCHE	220.53
BCKDHA	918.1168	BCKDHA	733.3111
BCKDHB	482.9721	BCKDHB	637.1952
BCKDK	1568.4851	BCKDK	1034.8323
BCL10	264.7593	BCL10	405.4435
BCL11A	1200.8114	BCL11A	57.0841
BCL11B	12.8109	BCL11B	57.572
BCL2A1	33.3084	BCL2A1	27.8102
BCL2L11	474.8585	BCL2L11	562.5467
BCL2L12	207.0119	BCL2L12	109.46
BCL2L13	1019.7502	BCL2L13	1712.0351
BCL2L14	8.1136	removed	removed
BCL2L1	2004.9109	BCL2L1	1892.0696
BCL2L2	897.0129	BCL2L2	2631.0501
BCL2	1272.1255	BCL2	2207.2519
BCL3	343.333	BCL3	627.4372
BCL6B	187.8937	BCL6B	877.2411
BCL6	1993.808	BCL6	2969.8369
BCL7A	497.0642	BCL7A	338.1135
