gene_id	TCGA-BH-A0E0-01A-11R-A056-07	gene_id	TCGA-BH-A0E0-11A-13R-A089-07
FRMD3	7.922	FRMD3	20.3991
FRMD4A	462.73	FRMD4A	1069.8891
FRMD4B	436.3193	FRMD4B	314.4124
removed	removed	FRMD5	10.1996
FRMD6	292.5046	FRMD6	1938.8027
FRMD7	14.0158	FRMD7	5.765
FRMD8	2268.7386	FRMD8	1043.9024
FRMPD1	113.9549	FRMPD1	18.6253
FRRS1	159.6587	FRRS1	79.3792
FRS2	570.9933	FRS2	845.6763
FRS3	45.7038	FRS3	93.1264
FRYL	435.7099	FRYL	785.8093
FRY	110.2986	FRY	732.1508
FRZB	154.7837	FRZB	1635.9202
FSCN1	904.3266	FSCN1	774.2794
removed	removed	FSCN2	15.5211
FSD1L	15.2346	FSD1L	15.5211
FSD1	10.9689	removed	removed
FSIP1	9.7502	FSIP1	191.1308
FSTL1	2211.4564	FSTL1	5282.4834
FSTL3	188.9092	FSTL3	203.9911
FSTL4	17.6722	FSTL4	19.5122
FST	223.6441	FST	123.2816
FTH1	28647.7757	FTH1	30218.1818
FTHL3	144.4241	FTHL3	177.3836
FTL	39937.2334	FTL	27139.2461
FTO	820.841	FTO	5733.9246
FTSJ1	859.2322	FTSJ1	627.4945
FTSJ2	934.7959	FTSJ2	602.6608
FTSJ3	714.808	FTSJ3	1276.7184
FTSJD1	493.6015	FTSJD1	679.8226
FTSJD2	533.2115	FTSJD2	943.6807
FUBP1	1549.6648	FUBP1	1348.5588
FUBP3	714.1987	FUBP3	1083.8137
FUCA1	1396.0999	FUCA1	647.4501
FUCA2	1035.9537	FUCA2	1152.5499
FUK	364.4119	FUK	551.663
FUNDC1	327.8489	FUNDC1	389.357
FUNDC2	1546.6179	FUNDC2	1877.1619
FURIN	7498.4765	FURIN	1890.0222
FUS	5222.4254	FUS	4053.2151
FUT10	163.3151	FUT10	192.9047
FUT11	92.6264	FUT11	101.5521
FUT1	37.1725	FUT1	176.4967
FUT2	18.8909	FUT2	54.5455
FUT3	43.8757	FUT3	31.929
FUT4	114.5216	FUT4	147.2284
removed	removed	FUT6	6.2084
FUT7	20.6886	removed	removed
FUT8	142.596	FUT8	993.0288
FUT9	13.4065	FUT9	23.5033
FUZ	233.6807	FUZ	415.4723
FXC1	839.7319	FXC1	857.2062
FXN	190.7374	FXN	128.6031
FXR1	3084.7044	FXR1	2726.8293
FXR2	922.6082	FXR2	909.5344
removed	removed	FXYD1	298.8914
removed	removed	FXYD2	22.6164
FXYD3	1234.0037	FXYD3	5583.1486
FXYD5	555.7587	FXYD5	2015.5211
FXYD6	117.6112	FXYD6	1075.388
FYB	204.1438	FYB	112.6386
FYCO1	858.0134	FYCO1	2058.98
FYN	336.9896	FYN	503.3259
FYTTD1	2221.816	FYTTD1	1410.643
FZD10	23.1566	FZD10	59.867
FZD1	950.6399	FZD1	4070.0665
FZD2	56.0634	FZD2	75.8315
FZD3	405.2407	FZD3	169.8448
FZD4	321.2736	FZD4	1892.9845
FZD5	268.1292	FZD5	121.9512
FZD6	386.9592	FZD6	729.9335
FZD7	461.9135	FZD7	2376.9401
FZD8	34.7349	FZD8	671.3969
FZD9	24.3754	FZD9	27.051
FZR1	771.4808	FZR1	1077.1619
G0S2	47.532	G0S2	2593.3481
G2E3	351.0055	G2E3	176.9401
G3BP1	2336.3803	G3BP1	1715.2993
G3BP2	1613.6502	G3BP2	2588.9135
G6PC3	795.2468	G6PC3	1682.9268
G6PD	7389.3967	G6PD	1517.0732
GAA	954.9055	GAA	3795.5654
GAB1	328.4583	GAB1	610.1996
GAB2	543.571	GAB2	526.8293
GAB3	17.6722	GAB3	41.2417
GABARAPL1	1774.5277	GABARAPL1	1634.5898
GABARAPL2	1215.1127	GABARAPL2	1816.408
GABARAP	7198.6594	GABARAP	9642.1286
GABBR1	427.7879	GABBR1	633.7029
GABBR2	87.7514	removed	removed
GABPA	660.0731	GABPA	451.0643
GABPB1	504.1743	GABPB1	345.357
GABPB2	232.1755	GABPB2	51.8847
removed	removed	GABRB3	18.6253
GABRD	231.5661	GABRD	21.7295
GABRE	1773.309	GABRE	160.5322
GABRP	2350.3961	GABRP	2934.3681
GABRQ	176.1121	removed	removed
removed	removed	GAD1	7.5388
GADD45A	767.2151	GADD45A	849.6674
GADD45B	1237.0506	GADD45B	841.6851
GADD45GIP1	761.7307	GADD45GIP1	955.6541
GADD45G	709.3236	GADD45G	125.9424
GAK	1541.1335	GAK	1944.1242
GAL3ST1	147.4711	GAL3ST1	7.0953
GAL3ST4	102.3766	GAL3ST4	155.2106
GALC	443.6319	GALC	440.7982
GALE	660.5728	GALE	358.3149
GALK1	574.0402	GALK1	305.0998
GALK2	345.521	GALK2	392.7406
GALM	198.05	GALM	181.3747
GALNS	281.5356	GALNS	401.7738
GALNT10	227.3004	GALNT10	1226.6075
GALNT11	1889.092	GALNT11	1305.0998
GALNT12	19.5003	GALNT12	43.9024
GALNT13	6.7032	removed	removed
removed	removed	GALNT14	70.51
GALNT1	2929.9208	GALNT1	1347.6718
GALNT2	1371.1152	GALNT2	2431.0421
GALNT3	444.2413	GALNT3	991.5743
GALNT4	118.0317	GALNT4	266.0665
removed	removed	GALNT5	21.286
GALNT6	879.3419	GALNT6	4150.7761
GALNT7	93.2358	GALNT7	1580.0443
GALNTL1	39.0006	GALNTL1	854.9889
GALNTL2	13.4065	GALNTL2	501.5521
GALNTL4	296.7703	GALNTL4	124.612
removed	removed	GALR1	7.9823
GALT	1730.0427	GALT	294.0133
GAL	1303.4735	GAL	10.643
GAMT	502.1328	GAMT	591.5743
GANAB	9110.908	GANAB	10878.9357
GANC	98.8239	GANC	234.5898
GAN	42.6569	GAN	56.7627
GAPDH	81468.6167	GAPDH	46735.6984
GAPT	14.0158	GAPT	40.7982
GAPVD1	1158.44	GAPVD1	898.0044
GAR1	566.1182	GAR1	407.0953
GARNL3	14.0158	GARNL3	153.8803
GARS	5185.8623	GARS	1887.8049
GART	1758.0743	GART	1345.0111
GAS1	39.61	GAS1	773.8359
GAS2L1	675.8074	GAS2L1	607.5388
GAS2L3	87.7514	removed	removed
removed	removed	GAS2	31.0421
GAS5	6529.5551	GAS5	2971.6186
GAS6	748.3242	GAS6	3205.765
GAS7	152.9555	GAS7	926.3858
GAS8	218.5192	GAS8	741.7561
GATA2	746.496	GATA2	246.5632
GATA3	5525.8988	GATA3	6141.9069
GATA6	28.0317	GATA6	74.5011
GATAD1	608.7751	GATAD1	722.3947
GATAD2A	1848.2633	GATAD2A	1411.9734
GATAD2B	2532.6021	GATAD2B	1002.6608
GATC	40.2194	GATC	13.3038
GATM	315.0518	GATM	597.3392
GATSL1	9.7502	removed	removed
GATSL3	340.0366	GATSL3	512.9889
GATS	103.9001	GATS	214.6696
GBA2	822.2852	GBA2	915.9335
GBA3	7.3126	removed	removed
GBAP1	2360.7556	GBAP1	419.9557
GBAS	2619.7441	GBAS	1729.0466
GBA	6614.869	GBA	1588.4701
GBE1	300.4266	GBE1	612.4169
GBF1	3430.8349	GBF1	1904.2129
GBGT1	102.986	GBGT1	123.2816
GBP1	308.3486	GBP1	550.7761
GBP2	1076.1731	GBP2	3768.9579
GBP3	65.8135	GBP3	407.9823
GBP4	181.5966	GBP4	380.0443
GBP5	93.8452	GBP5	25.2772
removed	removed	GBP6	103.7694
GCAT	417.4284	GCAT	419.0687
GCA	191.9561	GCA	277.1619
GCC1	1049.9695	GCC1	913.969
GCC2	433.2724	GCC2	819.5122
GCDH	740.4022	GCDH	779.6009
GCET2	17.6722	GCET2	41.6851
GCFC1	630.713	GCFC1	353.4368
GCH1	208.4095	GCH1	133.4812
GCHFR	868.3729	GCHFR	141.9069
removed	removed	GCK	10.1996
GCLC	655.0884	GCLC	816.408
GCLM	570.3839	GCLM	264.3016
GCN1L1	2048.7508	GCN1L1	3127.2727
GCNT1	36.5631	GCNT1	713.082
GCNT2	96.8921	GCNT2	462.9712
removed	removed	GCNT3	10.643
GCNT4	51.1883	GCNT4	74.9446
GCOM1	92.535	GCOM1	326.102
GCSH	17.6722	GCSH	18.6253
GDAP1	209.0189	GDAP1	286.4745
GDAP2	661.7916	GDAP2	341.4634
removed	removed	GDA	5.765
GDE1	1674.5887	GDE1	2572.949
removed	removed	GDF10	46.5632
GDF11	44.2962	GDF11	96.6519
GDF15	43.2663	GDF15	76.7184
removed	removed	GDF1	9.6763
GDF5	32.9068	GDF5	31.4856
removed	removed	GDF6	17.7384
GDF7	12.1877	removed	removed
GDF9	9.7502	GDF9	12.8603
GDI1	3840.9506	GDI1	2647.0067
GDI2	12881.7794	GDI2	8371.6186
GDPD1	46.3132	GDPD1	17.7384
GDPD3	210.9324	GDPD3	38.5809
GDPD5	266.301	GDPD5	484.2572
GEFT	213.833	GEFT	592.7672
GEMIN4	726.3863	GEMIN4	803.5477
GEMIN5	619.7441	GEMIN5	584.9224
GEMIN6	469.8355	GEMIN6	245.6763
GEMIN7	666.6667	GEMIN7	322.3947
GEMIN8P4	49.3601	GEMIN8P4	20.3991
GEMIN8	589.8842	GEMIN8	759.6452
GEM	133.4552	GEM	1276.2749
GEN1	502.1328	GEN1	108.6475
GET4	2384.5216	GET4	744.8825
removed	removed	GFAP	200.4435
GFER	361.9744	GFER	444.3459
GFI1	18.2815	GFI1	6.6519
GFM1	1045.7038	GFM1	1363.6364
GFM2	818.4034	GFM2	508.6475
GFOD1	276.0512	GFOD1	42.1286
GFOD2	473.4918	GFOD2	580.4878
GFPT1	3916.5143	GFPT1	1183.1486
GFPT2	68.2511	GFPT2	111.7517
GFRA1	196.8312	GFRA1	642.5721
removed	removed	GFRA2	14.6341
GFRA3	69.4698	GFRA3	5.765
GGA1	1115.7831	GGA1	1115.7428
GGA2	1563.0713	GGA2	1817.7384
GGA3	500.9141	GGA3	613.7472
GGCT	4570.9933	GGCT	1583.1486
GGCX	1222.4254	GGCX	863.8581
GGH	424.741	GGH	288.2483
GGNBP2	1083.4857	GGNBP2	1411.5299
GGN	23.766	GGN	11.9734
GGPS1	998.7812	GGPS1	1032.3725
GGT1	465.5698	GGT1	577.3836
GGT3P	65.2041	GGT3P	43.9024
GGT5	538.0865	GGT5	1205.765
GGT6	2117.6112	GGT6	896.6741
GGT7	384.5216	GGT7	648.7805
GGT8P	5.4845	GGT8P	6.6519
GGTA1	224.2535	GGTA1	294.0133
GGTLC1	5.4845	removed	removed
GGTLC2	80.4388	GGTLC2	79.8226
GHDC	197.4406	GHDC	1010.1996
GHITM	5922.6082	GHITM	4196.8958
removed	removed	GHRLOS	7.9823
GHRL	5.4845	GHRL	12.8603
GHR	385.7404	GHR	933.0377
GIGYF1	1299.8172	GIGYF1	1095.7871
GIGYF2	1212.0658	GIGYF2	1971.6186
GIMAP1	59.1103	GIMAP1	222.6164
GIMAP2	64.5948	GIMAP2	94.4568
GIMAP4	246.1913	GIMAP4	580.0443
GIMAP5	96.2828	GIMAP5	506.8736
GIMAP6	103.5954	GIMAP6	624.3902
GIMAP7	60.3291	GIMAP7	411.0865
GIMAP8	94.4546	GIMAP8	449.6674
GIN1	62.1572	GIN1	127.2727
GINS1	601.4625	GINS1	48.337
GINS2	148.6898	GINS2	322.3947
GINS3	99.9391	GINS3	150.7761
GINS4	101.7672	GINS4	54.102
GIPC1	2709.933	GIPC1	2166.2971
removed	removed	GIPC2	38.5809
GIPC3	70.6886	GIPC3	99.3348
removed	removed	GIPR	8.8692
GIT1	827.5442	GIT1	1280.7095
GIT2	692.7422	GIT2	1004.878
GIYD2	850.847	GIYD2	282.0355
GJA1	363.1932	GJA1	1775.6098
GJA4	124.3144	GJA4	196.0089
GJA5	4346.7398	GJA5	203.9911
GJA9	8.5314	GJA9	7.9823
GJB1	12.7971	GJB1	53.2151
GJB2	512.4924	GJB2	284.2572
GJB3	226.691	GJB3	111.0865
GJB4	7.3126	GJB4	18.6253
GJB5	112.1268	GJB5	240.7982
GJB6	198.05	GJB6	99.7783
GJC1	210.847	GJC1	103.7694
GJC2	26.8129	GJC2	14.1907
GJC3	9.7502	GJC3	28.8248
GJD3	11.7855	GJD3	59.8758
GK3P	10.9689	GK3P	23.5033
GK5	1170.0183	GK5	308.204
GKAP1	174.284	GKAP1	139.2461
GK	106.6423	GK	75.388
GLA	717.2456	GLA	1728.6031
GLB1L2	348.5679	GLB1L2	546.7849
removed	removed	GLB1L3	8.4257
GLB1L	70.0792	GLB1L	534.8115
GLB1	786.7154	GLB1	1428.8248
GLCCI1	178.5497	GLCCI1	158.3149
GLCE	425.3504	GLCE	972.949
GLDC	5989.6405	GLDC	14.1907
GLDN	446.0695	GLDN	84.2572
GLE1	1073.1261	GLE1	1240.7982
GLG1	2609.3845	GLG1	5353.4368
removed	removed	GLI1	19.9557
GLI2	15.844	GLI2	105.0998
GLI3	110.908	GLI3	1290.4656
GLI4	214.8324	GLI4	110.1818
removed	removed	GLIPR1L2	24.3902
GLIPR1	163.0469	GLIPR1	449.2106
GLIPR2	474.7105	GLIPR2	449.2239
removed	removed	GLIS1	14.1907
GLIS2	124.3144	GLIS2	334.3681
GLIS3	16.4534	GLIS3	24.8337
GLMN	319.3175	GLMN	64.745
GLO1	6765.9963	GLO1	2951.663
GLOD4	1126.752	GLOD4	1447.0067
removed	removed	GLOD5	19.0687
GLP1R	148.0804	GLP1R	9.7561
removed	removed	GLRA3	42.1286
GLRB	143.8147	GLRB	74.5011
GLRX2	692.8702	GLRX2	98.8914
GLRX3	2391.2249	GLRX3	890.9091
GLRX5	977.4528	GLRX5	1125.9424
GLRX	350.3961	GLRX	291.796
GLS2	9.7502	GLS2	81.5965
GLS	741.621	GLS	527.7162
removed	removed	GLT1D1	23.5033
GLT25D1	1514.9299	GLT25D1	1488.6918
GLT25D2	27.4223	GLT25D2	103.7694
GLT8D1	496.039	GLT8D1	1089.357
GLT8D2	40.8288	GLT8D2	644.7894
GLTPD1	2684.3388	GLTPD1	703.7694
GLTPD2	13.1932	removed	removed
GLTP	1453.9915	GLTP	1554.7672
GLTSCR1	634.3693	GLTSCR1	362.306
GLTSCR2	10277.27	GLTSCR2	11999.5565
GLUD1	2390.6155	GLUD1	6094.4568
GLUD2	262.0353	GLUD2	569.4013
GLUL	19914.6862	GLUL	18122.8381
GLYATL1	9.1408	GLYATL1	79.3792
GLYATL2	18.2815	GLYATL2	203.5477
removed	removed	GLYAT	100.2217
GLYCTK	31.0786	GLYCTK	118.847
GLYR1	1307.1298	GLYR1	2091.796
GM2A	2563.6807	GM2A	1932.1508
GMCL1	368.6776	GMCL1	250.1109
GMDS	432.663	GMDS	648.7805
GMEB1	244.9726	GMEB1	105.5432
GMEB2	684.9482	GMEB2	494.0133
GMFB	902.4985	GMFB	748.5588
GMFG	229.738	GMFG	260.3104
GMIP	668.4948	GMIP	321.0643
GMNN	354.6618	GMNN	446.1197
GMPPA	553.9305	GMPPA	728.1596
GMPPB	427.7879	GMPPB	334.8115
GMPR2	797.6843	GMPR2	1760.5322
GMPR	23.766	GMPR	122.3947
GMPS	3808.0439	GMPS	1174.7228
GNA11	302.2547	GNA11	654.102
GNA12	1653.8696	GNA12	1805.765
GNA13	1482.6325	GNA13	1087.8049
GNA14	30.4692	GNA14	78.0488
GNA15	109.6892	GNA15	382.2616
GNAI1	764.1682	GNAI1	367.6275
GNAI2	3729.4333	GNAI2	5862.5277
GNAI3	3796.4656	GNAI3	1678.4922
GNAL	6.7032	GNAL	94.9002
GNAO1	173.0652	GNAO1	398.6696
GNAQ	322.9738	GNAQ	1689.5787
removed	removed	GNASAS	9.3126
GNAS	28914.6862	GNAS	29145.4545
GNAZ	290.6764	GNAZ	252.7716
GNB1L	173.7782	GNB1L	95.7517
GNB1	8887.8732	GNB1	8125.0554
GNB2L1	30205.972	GNB2L1	65721.5078
GNB2	5985.3748	GNB2	4574.7228
removed	removed	GNB3	10.1996
GNB4	830.5911	GNB4	495.3437
GNB5	79.8294	GNB5	729.49
GNE	277.8793	GNE	495.7871
GNG10	115.1737	GNG10	301.1086
GNG11	246.8007	GNG11	1226.1641
GNG12	2486.8982	GNG12	2568.5144
GNG2	99.3297	GNG2	338.3592
removed	removed	GNG3	9.3126
GNG4	1338.2084	GNG4	20.8426
GNG5	3012.7971	GNG5	1757.8714
GNG7	89.5795	GNG7	1145.0111
GNGT1	9.1408	removed	removed
GNGT2	19.5003	GNGT2	11.9734
GNL1	923.2176	GNL1	1723.8271
GNL2	2118.2206	GNL2	1436.3636
GNL3L	889.092	GNL3L	409.7561
GNL3	1801.3406	GNL3	1814.6341
GNLY	24.9848	GNLY	34.1463
GNMT	5.4845	GNMT	83.8137
GNPAT	2115.7831	GNPAT	1125.0554
GNPDA1	1081.0481	GNPDA1	866.9623
GNPDA2	336.9896	GNPDA2	316.6297
GNPNAT1	840.9506	GNPNAT1	862.9712
GNPTAB	627.0567	GNPTAB	847.0067
GNPTG	751.9805	GNPTG	1247.4324
GNRH1	16.4534	GNRH1	32.816
GNRHR2	271.4991	GNRHR2	407.6142
GNS	2221.816	GNS	4108.204
GOLGA1	365.6307	GOLGA1	580.4878
GOLGA2B	72.5168	GOLGA2B	203.5477
GOLGA2	2053.6258	GOLGA2	1914.4124
GOLGA3	1583.7904	GOLGA3	1366.7406
GOLGA4	2917.1237	GOLGA4	1928.6031
GOLGA5	1095.064	GOLGA5	1158.3149
GOLGA6A	7.922	removed	removed
GOLGA6B	15.2346	removed	removed
GOLGA6L10	89.5795	GOLGA6L10	67.4058
GOLGA6L5	15.844	GOLGA6L5	37.694
GOLGA6L9	113.9549	GOLGA6L9	78.4922
GOLGA7B	10.3595	GOLGA7B	121.5078
GOLGA7	1601.4625	GOLGA7	1208.8692
GOLGA8A	138.9397	GOLGA8A	371.6186
GOLGA8B	16.4534	GOLGA8B	164.5233
GOLGB1	4310.1767	GOLGB1	5016.408
GOLIM4	138.3303	GOLIM4	618.1818
GOLM1	1969.5308	GOLM1	4398.2262
GOLPH3L	2162.7057	GOLPH3L	809.3126
GOLPH3	1880.5606	GOLPH3	2208.4257
GOLT1A	82.2669	GOLT1A	117.9601
GOLT1B	961.6088	GOLT1B	412.8603
GON4L	2403.9671	GON4L	940.0133
GOPC	986.5935	GOPC	714.4124
GORAB	341.8647	GORAB	167.6275
GORASP1	579.5247	GORASP1	1233.7029
GORASP2	2167.5807	GORASP2	2341.4634
GOSR1	948.2023	GOSR1	1113.969
GOSR2	967.0932	GOSR2	904.2129
GOT1	2864.1073	GOT1	1001.3304
GOT2	1400.975	GOT2	2709.9778
GP1BA	26.5935	removed	removed
removed	removed	GP2	192.4612
removed	removed	GP6	11.5299
GPA33	9.7502	removed	removed
GPAA1	5631.9317	GPAA1	2749.8891
GPAM	712.9799	GPAM	2344.1242
GPAT2	17.0628	GPAT2	17.7384
GPATCH1	546.0085	GPATCH1	329.9335
GPATCH2	301.036	GPATCH2	204.878
GPATCH3	348.5679	GPATCH3	360.0887
GPATCH4	1658.7447	GPATCH4	717.5166
GPATCH8	911.0299	GPATCH8	1060.3104
GPBAR1	7.3126	GPBAR1	17.7384
GPBP1L1	2453.3821	GPBP1L1	2744.5676
GPBP1	1718.4644	GPBP1	1607.9823
GPC1	628.8848	GPC1	1728.6031
GPC2	148.6898	GPC2	13.3038
GPC3	43.8757	GPC3	837.2506
GPC4	84.7044	GPC4	451.4412
GPC6	21.3285	GPC6	207.0953
GPCPD1	501.5235	GPCPD1	967.184
GPD1L	2542.9616	GPD1L	1733.9246
GPD1	528.3364	GPD1	6211.9734
GPD2	448.507	GPD2	1055.4324
GPER	29.2505	GPER	101.1086
GPHN	387.5686	GPHN	407.5388
GPIHBP1	49.3601	GPIHBP1	485.5876
GPI	11124.3144	GPI	5428.3814
GPKOW	642.2913	GPKOW	586.6962
GPLD1	29.2505	GPLD1	9.7561
removed	removed	GPM6A	14.6341
GPM6B	75.5637	GPM6B	458.98
GPN1	1653.2602	GPN1	768.5144
GPN2	297.3796	GPN2	263.4146
GPN3	255.3321	GPN3	445.6763
GPNMB	4522.2425	GPNMB	4567.6275
GPR107	2078.0012	GPR107	2516.6297
GPR108	666.0573	GPR108	2091.3525
GPR109A	29.8598	GPR109A	320.1774
GPR109B	19.5003	GPR109B	106.4302
removed	removed	GPR110	41.6851
GPR111	7.922	removed	removed
GPR113	12.8093	removed	removed
removed	removed	GPR114	34.5898
GPR115	290.067	GPR115	6.2084
GPR116	413.7721	GPR116	904.2129
GPR120	23.1566	GPR120	15.9645
GPR124	382.0841	GPR124	1313.082
GPR125	2025.5941	GPR125	980.0443
GPR126	1325.4113	GPR126	131.2639
removed	removed	GPR12	11.0865
GPR132	27.4223	GPR132	33.7029
GPR133	10.9689	GPR133	9.3126
removed	removed	GPR135	9.3126
GPR137B	789.7623	GPR137B	413.7472
GPR137C	55.454	GPR137C	31.0421
GPR137	444.4302	GPR137	535.3525
removed	removed	GPR141	6.6519
GPR143	35.9537	GPR143	33.7029
removed	removed	GPR144	78.9357
GPR146	76.1731	GPR146	366.2971
GPR153	465.5698	GPR153	575.1663
GPR155	46.3132	GPR155	120.1774
GPR156	23.766	removed	removed
GPR157	201.7063	GPR157	23.0599
GPR158	15.844	removed	removed
GPR160	59.1103	GPR160	577.8271
GPR161	14.0158	GPR161	67.4058
GPR162	7.3126	GPR162	74.5011
GPR171	10.9689	GPR171	11.5299
GPR172A	3494.9787	GPR172A	912.9667
GPR172B	36.5631	GPR172B	27.9379
removed	removed	GPR173	25.7206
GPR174	8.5314	GPR174	13.7472
GPR176	35.3443	GPR176	54.5455
removed	removed	GPR179	9.3126
removed	removed	GPR17	6.2084
GPR180	658.1353	GPR180	219.5122
GPR183	71.9074	GPR183	88.2483
GPR19	18.2815	removed	removed
GPR26	9.1408	removed	removed
removed	removed	GPR27	27.051
GPR34	13.4065	GPR34	117.9601
GPR35	29.6283	GPR35	22.6075
GPR37	24.9848	GPR37	47.8936
GPR39	56.7154	GPR39	265.5344
GPR3	5.4845	GPR3	19.5122
GPR44	23.9001	GPR44	59.4324
GPR4	126.1426	GPR4	82.0399
GPR55	9.7502	GPR55	19.0687
GPR56	5160.2681	GPR56	2586.2528
removed	removed	GPR62	16.8514
GPR63	9.7502	GPR63	6.6519
GPR64	18.2815	GPR64	13.3038
GPR65	22.5472	GPR65	43.0155
GPR68	34.7349	GPR68	85.5876
GPR75	59.1103	GPR75	28.3814
GPR77	10.9689	GPR77	51.4412
GPR78	6.8678	removed	removed
GPR81	32.3035	GPR81	783.592
removed	removed	GPR83	11.9734
GPR84	5.4845	GPR84	12.4169
GPR85	20.7191	GPR85	22.1729
GPR87	794.028	GPR87	125.0554
removed	removed	GPR88	99.7783
GPR89A	1238.2693	GPR89A	472.2838
GPR89B	33.5161	GPR89B	22.6164
GPR89C	278.4887	GPR89C	64.3016
GPR98	12.1877	GPR98	255.8758
GPRASP1	78.0012	GPRASP1	377.8271
GPRASP2	293.7233	GPRASP2	450.9978
GPRC5A	95.064	GPRC5A	864.745
GPRC5B	589.8842	GPRC5B	1788.4701
GPRC5C	29.8598	GPRC5C	1759.6452
GPRC5D	18.8909	removed	removed
GPRIN1	200.4875	GPRIN1	41.6851
GPRIN2	496.039	GPRIN2	172.949
GPRIN3	53.0165	GPRIN3	15.0776
GPS1	1793.4186	GPS1	2147.2284
GPS2	1090.7069	GPS2	1010.1729
GPSM1	385.7404	GPSM1	356.541
GPSM2	1506.167	GPSM2	317.7738
GPSM3	185.8623	GPSM3	223.0599
GPT2	2638.635	GPT2	936.1419
GPT	271.1761	GPT	117.9601
GPX1	1237.66	GPX1	3872.7273
removed	removed	GPX2	483.8137
GPX3	504.5704	GPX3	3611.5299
GPX4	6708.7142	GPX4	5168.5144
GPX7	391.8342	GPX7	219.9557
GPX8	184.0341	GPX8	521.5078
GRAMD1A	1195.003	GRAMD1A	1160.9756
GRAMD1B	7.3126	GRAMD1B	19.5122
GRAMD1C	190.7374	GRAMD1C	392.9047
GRAMD2	238.8787	GRAMD2	307.3171
GRAMD3	589.2748	GRAMD3	1563.6364
GRAMD4	1183.4247	GRAMD4	703.7694
GRAP2	15.844	GRAP2	27.051
GRAPL	7.0384	removed	removed
GRAP	109.6892	GRAP	88.2483
GRASP	49.9695	GRASP	149.8891
GRB10	624.6191	GRB10	1153.8803
GRB14	10.3595	GRB14	22.1729
GRB2	2446.0695	GRB2	2721.0643
GRB7	555.1493	GRB7	937.0288
GREB1L	42.6569	GREB1L	9.7561
GREB1	1020.1097	GREB1	4721.9512
GREM1	33.5161	GREM1	66.5188
removed	removed	GREM2	71.3969
GRHL1	6866.1974	GRHL1	1122.7317
GRHL2	1029.8598	GRHL2	1354.7672
GRHL3	280.3169	GRHL3	33.7029
GRHPR	1462.5229	GRHPR	2733.0377
removed	removed	GRIA1	9.7561
GRIA2	30.4692	GRIA2	5.3215
removed	removed	GRIA3	6.6519
removed	removed	GRIA4	541.9069
GRID1	41.4381	GRID1	59.4235
GRID2IP	17.0628	GRID2IP	27.051
GRIK3	15.2346	GRIK3	1003.5477
removed	removed	GRIK4	6.2084
GRIK5	7.3126	GRIK5	94.9002
GRIN1	6.0938	GRIN1	27.4945
removed	removed	GRIN2A	69.6231
GRIN2C	9.7502	GRIN2C	11.9734
GRIN2D	882.9982	GRIN2D	23.5033
GRIN3A	12.1877	GRIN3A	26.6075
GRINA	6978.0622	GRINA	5573.8359
GRINL1A	456.5204	GRINL1A	731.1042
GRIP1	85.9232	GRIP1	165.8537
removed	removed	GRIP2	15.5211
GRIPAP1	1136.5021	GRIPAP1	805.765
GRK4	62.1572	GRK4	62.0843
GRK5	119.4394	GRK5	317.9601
GRK6	1109.0798	GRK6	662.0843
GRLF1	2548.4461	GRLF1	2874.9446
GRM1	5.4845	removed	removed
GRM2	7.922	removed	removed
GRM4	7.922	removed	removed
GRM6	24.9848	GRM6	7.5388
removed	removed	GRM7	29.7118
GRM8	7.3126	GRM8	8.8692
GRN	6342.4741	GRN	7449.6674
GRPEL1	1152.9555	GRPEL1	744.1242
GRPEL2	486.8982	GRPEL2	310.4213
removed	removed	GRPR	86.031
GRP	6.0938	GRP	617.7384
GRRP1	33.5161	GRRP1	90.0222
GRSF1	2726.3863	GRSF1	1858.0931
GRTP1	352.8336	GRTP1	233.2594
GRWD1	1250.457	GRWD1	1121.5078
removed	removed	GSC	59.4235
GSDMA	160.8775	removed	removed
GSDMB	70.6886	GSDMB	91.3525
GSDMC	179.159	removed	removed
GSDMD	465.5698	GSDMD	1136.1419
GSG2	102.986	GSG2	14.1907
GSK3A	2954.9055	GSK3A	1610.1996
GSK3B	2049.3601	GSK3B	951.2195
GSN	6647.7757	GSN	30806.2084
GSPT1	2464.9604	GSPT1	3443.9024
GSPT2	20.7191	GSPT2	450.1109
GSR	473.4918	GSR	1287.3614
GSS	1661.7916	GSS	1446.1197
removed	removed	GSTA1	512.6386
GSTA4	322.9738	GSTA4	793.7916
GSTCD	107.2517	GSTCD	188.4701
GSTK1	4200.4875	GSTK1	5227.9379
GSTM2	87.142	GSTM2	581.8182
GSTM3	444.2413	GSTM3	5060.3104
GSTM4	196.8312	GSTM4	785.3659
removed	removed	GSTM5	401.7738
GSTO1	1472.273	GSTO1	1400.8869
GSTO2	514.9299	GSTO2	592.4612
GSTP1	9675.198	GSTP1	9830.1552
GSTT1	8.5314	GSTT1	5.765
GSTT2	21.3285	GSTT2	311.3082
GSTZ1	135.2834	GSTZ1	1023.5033
GTDC1	312.0049	GTDC1	305.5432
GTF2A1	137.3004	GTF2A1	119.2905
GTF2A2	794.6374	GTF2A2	572.0621
GTF2B	909.8111	GTF2B	745.898
GTF2E1	400.975	GTF2E1	278.9357
GTF2E2	1384.5216	GTF2E2	625.2772
GTF2F1	1274.8324	GTF2F1	2815.5211
GTF2F2	372.3339	GTF2F2	501.1086
