gene_id	TCGA-BH-A0E0-01A-11R-A056-07	gene_id	TCGA-BH-A0E0-11A-13R-A089-07
removed	removed	LOC100128977	6.6519
LOC100129034	668.8178	LOC100129034	1932.0976
LOC100129387	35.9354	LOC100129387	66.4701
LOC100129534	10.9689	LOC100129534	95.3437
LOC100129550	190.7374	LOC100129550	210.643
LOC100129637	100.5484	LOC100129637	141.7605
removed	removed	LOC100129716	7.9823
LOC100129726	6.7032	LOC100129726	9.7561
LOC100130015	16.0938	LOC100130015	28.5322
LOC100130093	69.3175	LOC100130093	73.2639
LOC100130386	45.7038	removed	removed
LOC100130522	20.1097	LOC100130522	28.3814
LOC100130557	22.34	LOC100130557	19.8581
LOC100130581	68.2511	LOC100130581	74.9446
LOC100130776	346.9775	LOC100130776	290.7849
removed	removed	LOC100130872	123.7251
LOC100130932	90.7983	LOC100130932	57.2062
LOC100130987	6.0938	LOC100130987	14.1907
LOC100131193	68.8605	LOC100131193	15.9645
LOC100131434	16.6057	LOC100131434	11.184
removed	removed	LOC100131496	5.765
LOC100131551	10.3595	removed	removed
LOC100131691	8.1475	LOC100131691	23.4368
LOC100131726	6.7032	removed	removed
LOC100132215	12.7971	LOC100132215	18.1818
LOC100132247	49.3601	LOC100132247	104.2129
LOC100132287	123.0957	LOC100132287	200.8869
LOC100132288	132.2364	LOC100132288	577.3836
LOC100132354	8.5314	removed	removed
LOC100132707	32.0841	LOC100132707	60.5721
LOC100132724	6.0938	removed	removed
LOC100132832	6.3985	removed	removed
LOC100133161	31.0786	LOC100133161	14.1907
LOC100133331	45.2834	LOC100133331	85.8448
LOC100133545	9.1408	LOC100133545	8.4257
removed	removed	LOC100133612	10.1996
LOC100133669	161.4869	LOC100133669	17.7384
removed	removed	LOC100133957	10.8293
LOC100133985	15.2346	LOC100133985	7.0953
removed	removed	LOC100133991	9.7561
LOC100134229	226.691	LOC100134229	162.306
LOC100134259	21.3285	LOC100134259	13.7472
LOC100134713	37.7575	LOC100134713	9.3348
LOC100144603	44.4851	removed	removed
LOC100144604	37.1725	LOC100144604	10.643
LOC100170939	15.2346	LOC100170939	18.6253
removed	removed	LOC100188947	48.7805
LOC100188949	7.3126	removed	removed
removed	removed	LOC100190938	68.7361
LOC100190939	39.61	LOC100190939	262.5277
LOC100190986	51.7977	LOC100190986	56.7627
removed	removed	LOC100192378	7.5388
removed	removed	LOC100216001	22.1729
LOC100216545	96.8921	LOC100216545	72.7273
LOC100233209	13.4065	LOC100233209	16.408
removed	removed	LOC100240735	21.286
removed	removed	LOC100268168	7.5388
LOC100270710	61.1883	LOC100270710	308.8603
LOC100270746	26.2035	LOC100270746	56.3193
LOC100270804	15.6368	LOC100270804	31.4856
LOC100271722	63.9854	LOC100271722	40.7982
LOC100271831	53.8391	LOC100271831	9.9379
LOC100271836	127.8062	LOC100271836	114.0798
LOC100272146	112.7361	LOC100272146	33.7029
LOC100272217	20.7191	LOC100272217	12.4169
LOC100272228	6.7032	LOC100272228	19.5122
LOC100286793	35.9537	LOC100286793	214.1907
LOC100286844	8.3181	LOC100286844	16.6075
LOC100288778	454.6252	LOC100288778	337.5388
LOC100289341	37.1725	LOC100289341	56.3193
LOC100302401	40.908	LOC100302401	10.1996
LOC100302640	5.4845	removed	removed
LOC100302650	10.9689	LOC100302650	7.9823
LOC100303728	21.9378	LOC100303728	34.5898
LOC113230	78.0012	LOC113230	145.898
LOC115110	23.4186	LOC115110	52.5366
LOC121838	10.3595	LOC121838	31.0421
removed	removed	LOC134466	67.4058
LOC143188	21.9378	LOC143188	21.286
LOC143666	121.8769	LOC143666	22.6164
LOC144438	560.0244	LOC144438	510.8647
LOC144486	10.3595	LOC144486	5.765
LOC144571	11.042	LOC144571	32.0177
LOC145783	67.8306	LOC145783	8.4612
LOC145820	6.0938	LOC145820	7.0953
removed	removed	LOC145837	92.2395
LOC146880	180.6216	LOC146880	172.4124
LOC147727	203.5344	LOC147727	468.7361
LOC147804	147.4711	LOC147804	49.2239
LOC148189	31.688	LOC148189	43.9024
LOC148413	549.0981	LOC148413	433.4279
LOC148709	41.4381	removed	removed
removed	removed	LOC149134	8.4257
LOC149837	10.3595	LOC149837	48.7805
LOC150381	53.0165	LOC150381	112.1729
LOC150622	39.0006	LOC150622	7.9823
LOC150776	145.0335	LOC150776	219.5122
LOC150786	70.0792	LOC150786	74.5011
LOC151009	12.1877	LOC151009	36.8071
LOC151162	663.6197	LOC151162	1187.1397
removed	removed	LOC151174	8.8692
LOC151534	97.5015	LOC151534	97.1175
LOC152217	550.2742	LOC152217	465.1885
removed	removed	LOC153684	10.643
LOC154761	55.7038	LOC154761	77.3126
removed	removed	LOC154822	28.7406
LOC157381	39.0006	removed	removed
removed	removed	LOC158376	71.3969
LOC158572	23.1566	LOC158572	22.1729
removed	removed	LOC158696	12.4169
LOC162632	56.7824	LOC162632	94.9002
LOC168474	11.5783	removed	removed
LOC200030	525.2895	LOC200030	320.1774
removed	removed	LOC201651	7.5388
LOC202181	32.2974	LOC202181	29.7118
LOC202781	240.7069	LOC202781	241.2417
LOC219347	104.3632	LOC219347	61.1619
LOC220594	103.5954	LOC220594	38.5809
LOC220729	219.3784	LOC220729	116.1863
LOC220930	32.2974	LOC220930	72.2306
LOC221442	21.9378	LOC221442	24.8337
LOC221710	941.4991	LOC221710	183.592
LOC222699	40.2194	LOC222699	50.9978
LOC253039	318.0987	LOC253039	501.1086
LOC253724	6.7032	LOC253724	12.4169
LOC254559	79.8294	LOC254559	157.4279
removed	removed	LOC255167	171.1752
LOC25845	187.3248	LOC25845	322.0931
LOC282997	65.8135	LOC282997	54.102
LOC283050	64.5948	LOC283050	26.6075
LOC283070	144.4241	LOC283070	235.9202
removed	removed	LOC283174	164.5233
LOC283267	295.5515	LOC283267	176.4967
LOC283314	31.231	LOC283314	46.8514
LOC283392	302.925	LOC283392	100.8825
removed	removed	LOC283663	31.929
removed	removed	LOC283731	5.3215
removed	removed	LOC283856	8.4257
LOC283922	14.6252	LOC283922	11.0865
LOC284023	134.674	LOC284023	133.9246
removed	removed	LOC284232	17.7384
removed	removed	LOC284233	23.9468
removed	removed	LOC284276	18.1818
LOC284379	713.5893	removed	removed
LOC284440	65.8135	LOC284440	79.8226
LOC284441	97.5015	LOC284441	49.2239
LOC284578	6.0938	LOC284578	28.8248
LOC284837	852.5289	LOC284837	52.3282
LOC284900	73.6685	LOC284900	174.9313
LOC285033	28.8787	LOC285033	39.2151
LOC285074	332.1146	LOC285074	273.6142
LOC285359	42.6569	LOC285359	95.7871
removed	removed	LOC285419	6.2084
LOC285629	43.8757	removed	removed
removed	removed	LOC285830	62.3681
removed	removed	LOC286002	11.9734
LOC286367	37.7818	LOC286367	98.0044
LOC286467	17.0628	removed	removed
removed	removed	LOC338651	25.0111
removed	removed	LOC338758	70.9534
LOC338799	90.7983	LOC338799	225.7206
LOC339047	411.9439	LOC339047	491.796
LOC339290	280.9263	LOC339290	805.3215
LOC339524	49.9695	LOC339524	308.204
removed	removed	LOC339535	23.0599
LOC341056	19.5003	LOC341056	8.4257
LOC344595	46.9226	LOC344595	160.0887
LOC344967	7.3126	LOC344967	9.3126
LOC348926	55.454	LOC348926	108.6475
LOC349114	130.4083	LOC349114	98.4479
removed	removed	LOC349196	10.1996
LOC374443	73.7355	LOC374443	145.0111
LOC374491	10.9689	removed	removed
LOC375190	117.0018	LOC375190	65.6319
LOC387646	198.05	LOC387646	8.8692
LOC387647	499.5673	LOC387647	452.7095
LOC388152	248.0195	LOC388152	184.4789
LOC388242	25.5941	LOC388242	26.6075
LOC388588	12.1877	LOC388588	50.5543
LOC388692	43.2663	LOC388692	383.592
LOC388789	1323.5832	LOC388789	984.0355
LOC388796	445.4601	LOC388796	206.6519
LOC388955	180.9872	LOC388955	340.5765
removed	removed	LOC389033	24.8337
LOC389333	27.4223	LOC389333	38.1375
LOC389458	7.142	removed	removed
LOC389493	77.3918	LOC389493	48.6164
LOC389634	11.5783	removed	removed
removed	removed	LOC389705	8.4257
removed	removed	LOC390595	14.6341
LOC399744	174.8934	LOC399744	121.0643
LOC399815	9.7502	removed	removed
LOC399959	35.9537	LOC399959	842.1286
LOC400027	72.5168	LOC400027	343.6807
LOC400043	34.7349	LOC400043	269.6231
LOC400657	209.6283	LOC400657	192.0177
LOC400752	32.2974	LOC400752	37.694
removed	removed	LOC400759	23.9468
LOC400794	6.0938	removed	removed
LOC400927	21.1944	LOC400927	26.6075
LOC400931	26.2035	LOC400931	110.8647
LOC401010	18.2815	LOC401010	26.6075
LOC401052	38.3912	LOC401052	111.7517
LOC401093	45.8623	LOC401093	50.5455
LOC401397	1168.7995	LOC401397	738.8027
LOC401431	124.4059	LOC401431	41.7605
LOC401588	71.298	LOC401588	47.8936
LOC407835	41.4381	LOC407835	44.3459
LOC415056	10.3595	removed	removed
LOC440354	43.3151	LOC440354	30.7494
LOC440461	8.5314	removed	removed
LOC440905	9.7502	LOC440905	234.1463
LOC440944	139.5491	LOC440944	122.3947
LOC440957	132.8458	LOC440957	236.8071
LOC441046	11.5783	LOC441046	16.408
LOC441089	92.6264	LOC441089	93.5698
LOC441204	34.1255	LOC441204	29.2683
LOC441208	12.7971	LOC441208	29.2683
LOC441294	168.1901	LOC441294	145.0111
LOC441455	20.7191	LOC441455	12.8603
LOC441666	152.9555	LOC441666	24.8337
LOC441869	188.2998	LOC441869	413.3038
LOC442421	11.5783	LOC442421	5.3215
LOC442454	259.5978	LOC442454	191.1308
LOC493754	622.1816	LOC493754	529.9335
LOC541471	88.3608	LOC541471	119.2905
removed	removed	LOC541473	7.4058
LOC550112	68.2511	LOC550112	177.8271
LOC550643	746.496	LOC550643	235.9202
removed	removed	LOC554202	23.9468
removed	removed	LOC55908	27.9379
LOC595101	36.5631	LOC595101	18.6253
LOC606724	50.5789	LOC606724	10.643
LOC613037	40.8288	removed	removed
removed	removed	LOC619207	10.1996
removed	removed	LOC641298	10.7228
LOC641367	6.0938	removed	removed
LOC642587	177.9403	LOC642587	945.898
LOC642826	57.66	LOC642826	54.5277
LOC642846	102.3766	LOC642846	35.0333
LOC642852	290.067	LOC642852	276.7184
LOC643008	71.9074	removed	removed
LOC643387	53.0165	LOC643387	12.8603
removed	removed	LOC643719	26.1641
removed	removed	LOC643763	31.0421
LOC643837	61.5478	LOC643837	121.5078
LOC644165	10.3595	LOC644165	5.765
LOC644172	17.6722	LOC644172	7.9823
LOC644538	29.8598	LOC644538	91.3525
LOC644936	25.5941	LOC644936	13.7472
LOC645166	5.4845	LOC645166	128.1596
LOC645323	9.7502	removed	removed
LOC645332	79.22	LOC645332	170.7317
removed	removed	LOC645431	23.8226
LOC645676	57.337	LOC645676	28.9756
LOC646214	46.3132	LOC646214	57.6497
LOC646471	117.7331	LOC646471	38.0754
LOC646762	329.677	LOC646762	235.4767
LOC646851	132.2364	LOC646851	80.2661
removed	removed	LOC646999	13.7472
LOC647121	28.0317	LOC647121	15.5211
LOC647288	7.922	removed	removed
LOC647946	15.2346	removed	removed
LOC647979	12679.4637	LOC647979	7625.2772
LOC648740	9.2809	removed	removed
LOC649330	13.4065	LOC649330	18.6253
LOC650368	26.2035	LOC650368	64.745
LOC650623	39.61	LOC650623	38.5809
LOC651250	1075.5637	LOC651250	1337.9157
LOC652276	10.9689	LOC652276	12.8603
LOC653113	104.8141	LOC653113	144.5676
LOC653501	214.5034	LOC653501	190.2439
LOC653566	4079.8294	LOC653566	1475.388
LOC653653	52.4071	LOC653653	51.8847
LOC653786	7.922	removed	removed
LOC654342	71.9074	LOC654342	534.8115
LOC654433	12.7971	LOC654433	23.9468
LOC678655	299.5003	LOC678655	301.9734
removed	removed	LOC723972	11.5299
LOC727896	62.7666	LOC727896	21.7295
LOC728024	15.2346	LOC728024	41.2417
LOC728190	258.9884	LOC728190	103.7694
LOC728264	48.7508	LOC728264	2741.4634
LOC728323	8.5314	LOC728323	11.0865
LOC728392	201.7063	LOC728392	266.0754
LOC728554	256.5509	LOC728554	552.9933
removed	removed	LOC728606	26.6075
LOC728613	76.1731	LOC728613	172.949
LOC728640	59.1103	LOC728640	37.2506
LOC728643	188.2998	LOC728643	68.2927
LOC728723	7.3126	LOC728723	13.3038
LOC728743	214.5034	LOC728743	159.6452
LOC728758	109.0798	LOC728758	83.3703
LOC728819	16.4534	LOC728819	25.2772
LOC728855	109.8294	LOC728855	262.541
LOC728875	150.3778	LOC728875	141.8936
LOC728989	6.7032	removed	removed
LOC729020	17.0628	LOC729020	17.7384
LOC729082	439.6161	LOC729082	241.5033
removed	removed	LOC729156	9.8891
LOC729176	28.6411	LOC729176	14.1907
LOC729234	19.5003	LOC729234	131.7073
LOC729375	21.9378	LOC729375	43.459
LOC729603	24.9848	LOC729603	15.5211
LOC729678	454.7593	LOC729678	523.2284
removed	removed	LOC729799	14.1907
removed	removed	LOC729991-MEF2B	49.8448
LOC729991	263.3882	LOC729991	304.9135
LOC730101	45.0945	LOC730101	176.0532
LOC80054	458.8665	LOC80054	88.2483
LOC80154	652.6508	LOC80154	451.4412
LOC81691	190.128	LOC81691	117.9601
LOC84856	74.3449	LOC84856	62.0843
LOC84989	8.5314	LOC84989	18.6253
LOC90110	171.8464	LOC90110	342.3503
LOC90246	31.0786	LOC90246	35.0333
LOC90784	424.1316	LOC90784	318.847
LOC90834	12.1877	LOC90834	35.4767
LOC91316	101.4808	LOC91316	218.6563
LOC92249	714.808	LOC92249	576.4967
LOC92659	46.9226	LOC92659	99.7783
LOC92973	20.1097	LOC92973	87.3614
LOC93622	278.4887	LOC93622	512.6386
LOC96610	1854.8873	LOC96610	9385.9911
LOH12CR1	164.5338	LOH12CR1	159.2018
LOH12CR2	18.2815	LOH12CR2	31.0421
removed	removed	LOH3CR2A	23.0599
LONP1	2354.6618	LONP1	1847.8936
LONP2	1231.5661	LONP2	3019.9557
LONRF1	984.156	LONRF1	362.7494
LONRF2	69.4698	LONRF2	318.847
LONRF3	7.3126	LONRF3	11.0865
LOR	30.4692	removed	removed
LOXHD1	6.0938	LOXHD1	6.2084
LOXL1	673.9793	LOXL1	306.4302
LOXL2	522.8397	LOXL2	1512.1242
LOXL3	9.9452	LOXL3	27.3437
LOXL4	17.0628	LOXL4	171.1752
LOX	244.9726	LOX	151.2195
LPAR1	31.688	LPAR1	405.3215
LPAR2	585.6185	LPAR2	474.0576
LPAR3	9.1408	LPAR3	236.3636
removed	removed	LPAR4	16.408
LPAR5	24.9848	LPAR5	40.7982
LPAR6	132.2364	LPAR6	1108.204
LPCAT1	1664.8385	LPCAT1	869.1796
LPCAT2	404.6313	LPCAT2	631.929
LPCAT3	4253.504	LPCAT3	1419.9557
LPCAT4	251.6758	LPCAT4	352.9933
LPGAT1	1092.0171	LPGAT1	1172.0621
LPHN1	787.9342	LPHN1	1442.5721
LPHN2	1468.6167	LPHN2	869.6231
LPHN3	318.7081	LPHN3	520.1774
LPIN1	4519.805	LPIN1	763.1929
LPIN2	641.0725	LPIN2	793.7916
LPIN3	288.8117	LPIN3	367.9157
LPL	80.4388	LPL	5328.1596
LPPR1	15.2346	LPPR1	44.7894
LPPR2	155.3931	LPPR2	489.5787
removed	removed	LPPR3	49.2239
LPPR4	63.9854	LPPR4	39.0244
LPP	185.8623	LPP	411.5299
LPXN	238.8787	LPXN	146.7849
LQK1	10.3595	LQK1	25.7206
LRAT	90.7983	LRAT	57.2062
LRBA	1662.401	LRBA	2667.8492
LRCH1	123.0957	LRCH1	678.9357
LRCH2	6.7032	LRCH2	21.7295
LRCH3	191.9561	LRCH3	236.3636
LRCH4	812.3096	LRCH4	760.9756
LRDD	327.8489	LRDD	194.235
LRFN1	361.9744	LRFN1	72.2838
LRFN2	34.7349	LRFN2	10.1996
LRFN3	357.7087	LRFN3	274.5011
LRFN4	233.3943	LRFN4	252.7716
removed	removed	LRFN5	78.4922
LRG1	25.5941	LRG1	134.8115
LRIG1	1704.8385	LRIG1	6272.7361
LRIG2	158.44	LRIG2	171.1752
LRIG3	230.9567	LRIG3	924.612
removed	removed	LRIT3	5.3215
LRMP	34.1255	LRMP	78.0488
LRP10	2609.3845	LRP10	5452.3282
LRP11	6806.2584	LRP11	557.8359
LRP12	439.3662	LRP12	249.6674
removed	removed	LRP1B	11.9734
LRP1	1045.7038	LRP1	8462.0843
LRP2BP	20.1097	LRP2BP	49.2239
LRP2	24.9848	LRP2	2412.4169
LRP3	1836.4656	LRP3	1106.102
LRP4	88.3608	LRP4	252.7716
LRP5L	14.0158	LRP5L	39.4678
LRP5	1543.571	LRP5	2108.204
LRP6	1037.1725	LRP6	656.7627
LRP8	84.7044	LRP8	56.7627
LRPAP1	1786.106	LRPAP1	3025.2772
LRPPRC	9931.7489	LRPPRC	3310.8647
LRRC10B	34.7349	LRRC10B	84.2572
LRRC14	624.6557	LRRC14	458.4789
LRRC15	227.3004	LRRC15	20.8426
LRRC16A	605.7282	LRRC16A	664.3016
removed	removed	LRRC16B	11.0865
LRRC17	24.3754	LRRC17	107.3171
LRRC1	389.3967	LRRC1	545.4545
LRRC20	99.3297	LRRC20	124.612
LRRC23	165.7526	LRRC23	334.3681
LRRC24	17.6356	LRRC24	31.5432
LRRC25	32.9068	LRRC25	44.3459
LRRC26	21.9378	LRRC26	178.2705
LRRC27	404.0219	LRRC27	321.4058
LRRC28	199.2687	LRRC28	269.6231
LRRC29	37.7818	LRRC29	84.7007
LRRC2	12.7971	LRRC2	43.459
removed	removed	LRRC31	73.6142
LRRC32	525.8988	LRRC32	356.541
LRRC33	92.6264	LRRC33	112.6386
LRRC34	26.2035	LRRC34	45.2328
LRRC37A2	62.8093	LRRC37A2	88.2483
LRRC37A3	76.7824	LRRC37A3	139.6896
LRRC37A4	175.8988	LRRC37A4	151.663
LRRC37A	214.5034	LRRC37A	349.4457
LRRC37B2	182.206	LRRC37B2	383.1486
LRRC37B	119.4394	LRRC37B	96.2306
LRRC39	10.9263	removed	removed
removed	removed	LRRC3B	40.7982
LRRC3	17.0628	LRRC3	55.4324
LRRC40	351.6149	LRRC40	209.3126
LRRC41	3011.5783	LRRC41	2003.1042
LRRC42	610.6033	LRRC42	614.1907
LRRC43	23.766	LRRC43	10.1996
LRRC45	566.7276	LRRC45	440.7982
LRRC46	6.0938	LRRC46	64.745
LRRC47	2065.2041	LRRC47	1490.9091
LRRC48	7.922	LRRC48	197.7827
LRRC49	23.766	LRRC49	90.4656
LRRC4B	12.1877	LRRC4B	13.3038
removed	removed	LRRC4C	23.0599
LRRC4	61.5478	LRRC4	26.6075
removed	removed	LRRC50	41.6851
LRRC52	22.5472	removed	removed
LRRC55	14.6252	LRRC55	24.3902
LRRC56	86.5326	LRRC56	69.1796
LRRC57	318.7081	LRRC57	309.0909
LRRC58	1358.3181	LRRC58	696.6741
LRRC59	2845.1615	LRRC59	2487.5255
LRRC61	630.1036	LRRC61	336.1419
removed	removed	LRRC66	6.2084
LRRC69	14.6252	removed	removed
LRRC6	59.7197	LRRC6	80.2661
LRRC70	17.6722	LRRC70	53.5432
LRRC7	14.0158	removed	removed
LRRC8A	824.4973	LRRC8A	1599.5565
LRRC8B	950.6399	LRRC8B	371.1752
LRRC8C	214.5034	LRRC8C	277.1619
LRRC8D	885.4357	LRRC8D	787.5831
LRRC8E	219.3784	LRRC8E	535.6984
LRRCC1	513.1018	LRRCC1	243.9024
LRRFIP1	847.6539	LRRFIP1	3457.2062
LRRFIP2	477.1481	LRRFIP2	1515.2993
LRRIQ1	5.4845	LRRIQ1	27.4945
removed	removed	LRRIQ3	11.5299
LRRK1	225.4723	LRRK1	254.102
LRRK2	101.1578	LRRK2	96.2306
LRRN1	18.8909	LRRN1	340.5765
LRRN2	118.2206	LRRN2	534.3681
removed	removed	LRRN3	31.929
LRRN4CL	8.5314	LRRN4CL	91.796
removed	removed	LRRTM2	47.0067
removed	removed	LRRTM4	18.1818
LRSAM1	506.3985	LRSAM1	569.8448
LRTM2	1951.8586	removed	removed
LRTOMT	328.9397	LRTOMT	313.1752
LRWD1	689.2139	LRWD1	294.9002
removed	removed	LSAMP	73.1707
LSG1	1633.1505	LSG1	764.5233
LSM10	511.883	LSM10	501.1086
LSM11	194.3937	LSM11	158.3149
LSM12	1006.0938	LSM12	1115.7428
LSM14A	4842.7788	LSM14A	2572.5055
LSM14B	1639.8537	LSM14B	883.8137
LSM1	670.323	LSM1	636.3636
LSM2	1240.0975	LSM2	1051.4412
LSM3	998.7812	LSM3	1115.7428
LSM4	2112.7361	LSM4	1729.9335
LSM5	1187.6904	LSM5	529.9335
LSM6	242.535	LSM6	268.2927
LSM7	482.0232	LSM7	617.7384
LSMD1	685.5576	LSMD1	705.9867
LSP1	886.6545	LSP1	1025.7206
LSR	1546.6179	LSR	2442.5721
LSS	846.4351	LSS	1108.204
LST1	95.064	LST1	79.3792
LTA4H	2841.56	LTA4H	3361.4191
LTA	30.4692	LTA	5.765
LTB4R2	48.0134	LTB4R2	44.4479
LTB4R	134.7166	LTB4R	131.3703
LTBP1	2312.6143	LTBP1	667.4058
LTBP2	861.0603	LTBP2	5144.1242
LTBP3	1370.3595	LTBP3	4183.592
LTBP4	119.4394	LTBP4	1927.7162
LTBR	1782.4497	LTBR	2223.0599
LTB	431.4442	LTB	39.0244
LTC4S	16.3863	LTC4S	51.2905
LTF	8366.8495	LTF	16472.7273
LTV1	989.6405	LTV1	575.6098
LUC7L2	2246.1913	LUC7L2	2292.98
LUC7L3	1697.7453	LUC7L3	2727.7162
LUC7L	236.4412	LUC7L	608.4257
LUM	2318.0987	LUM	4192.4612
LUZP1	1309.5673	LUZP1	968.9579
removed	removed	LUZP2	307.3171
LUZP6	5305.911	LUZP6	2568.071
LXN	275.4418	LXN	528.6031
LY6D	57.8915	LY6D	277.6053
LY6E	14325.4113	LY6E	6184.0355
LY6G5B	18.8909	LY6G5B	31.929
LY6G5C	7.922	LY6G5C	35.0333
LY6G6C	197.4406	removed	removed
LY6H	7.922	removed	removed
LY6K	912.858	LY6K	80.2661
LY75	138.3303	LY75	843.459
LY86	67.6417	LY86	106.8736
LY96	48.7508	LY96	43.459
LY9	27.4223	LY9	6.6519
LYAR	330.8958	LYAR	291.3525
LYG1	9.1408	removed	removed
LYL1	34.7349	LYL1	58.98
LYNX1	1590.4936	LYNX1	303.3259
LYN	162.0963	LYN	290.4656
LYPD1	56.0207	LYPD1	34.6874
LYPD3	3660.5728	LYPD3	2715.2993
LYPD5	40.8288	LYPD5	68.7361
LYPD6B	38.3912	LYPD6B	501.9956
LYPD6	42.0475	LYPD6	439.4678
LYPLA1	780.0122	LYPLA1	1127.7162
LYPLA2P1	175.5027	LYPLA2P1	84.2572
LYPLA2	3318.7081	LYPLA2	1423.5033
LYPLAL1	635.5881	LYPLAL1	294.9002
LYRM1	345.521	LYRM1	790.2439
LYRM2	1002.0475	LYRM2	630.8692
LYRM4	303.4735	LYRM4	585.3659
LYRM5	664.8385	LYRM5	316.1863
LYRM7	296.7703	LYRM7	188.9135
LYSMD1	782.4497	LYSMD1	191.1308
LYSMD2	90.1889	LYSMD2	164.0798
LYSMD3	274.223	LYSMD3	274.5011
LYSMD4	118.6654	LYSMD4	343.082
LYST	383.9122	LYST	428.3814
LYVE1	14.0158	LYVE1	51.8847
LYZ	2064.5948	LYZ	443.459
LZIC	733.0896	LZIC	246.5632
LZTFL1	447.8976	LZTFL1	748.5588
LZTR1	650.3656	LZTR1	784.4789
LZTS1	326.0207	LZTS1	907.7605
LZTS2	3546.6179	LZTS2	1948.5588
M6PR	2502.0475	M6PR	2981.8315
removed	removed	MAB21L1	91.796
MACC1	519.805	MACC1	592.0177
MACF1	2733.699	MACF1	4272.2838
MACROD1	949.4211	MACROD1	299.7783
MACROD2	34.7349	MACROD2	60.7539
MAD1L1	635.5881	MAD1L1	440.7982
MAD2L1BP	369.8964	MAD2L1BP	502.8825
MAD2L1	421.6941	MAD2L1	113.969
MAD2L2	560.6338	MAD2L2	403.5477
MADD	1142.596	MADD	1476.2749
MAEA	1190.128	MAEA	1568.071
MAF1	2761.1213	MAF1	2694.0133
MAFB	1148.6898	MAFB	2432.816
MAFF	533.8208	MAFF	1032.3725
MAFG	464.9604	MAFG	631.0421
MAFK	899.9634	MAFK	659.1885
MAF	471.6636	MAF	513.969
MAGEA11	68.2511	removed	removed
removed	removed	MAGEA4	7.0953
MAGED1	4608.7751	MAGED1	5238.1375
MAGED2	3603.2907	MAGED2	14219.0687
MAGED4B	17.5442	MAGED4B	635.0776
MAGED4	12.3157	MAGED4	243.4146
MAGEE1	249.8477	MAGEE1	192.0177
MAGEE2	37.7818	MAGEE2	5.3215
MAGEF1	744.6679	MAGEF1	1243.0155
MAGEH1	439.9756	MAGEH1	576.9401
removed	removed	MAGEL2	29.2683
MAGI1	272.3949	MAGI1	705.0998
MAGI2	121.2675	MAGI2	158.3149
MAGI3	309.5673	MAGI3	642.5721
MAGIX	329.0676	MAGIX	69.1796
MAGOHB	603.2907	MAGOHB	195.122
MAGOH	991.4686	MAGOH	548.1153
MAGT1	2617.3065	MAGT1	1345.898
removed	removed	MAG	57.2062
MAK16	591.56	MAK16	410.5721
removed	removed	MAK	7.5388
MAL2	3594.7593	MAL2	2615.0776
MALAT1	1903.2846	MALAT1	1652.4922
MALL	160.8775	MALL	392.4612
MALT1	876.2949	MALT1	326.8293
MAL	45.7038	MAL	14.6341
MAMDC2	51.1578	MAMDC2	322.6475
removed	removed	MAMDC4	32.3725
MAML1	856.2523	MAML1	1099.929
MAML2	321.755	MAML2	440.3548
MAML3	535.649	MAML3	416.408
MAMLD1	14.0158	MAMLD1	119.7339
MAMSTR	40.8288	MAMSTR	24.3902
MAN1A1	213.2846	MAN1A1	707.7605
MAN1A2	521.6332	MAN1A2	401.7738
MAN1B1	1282.7544	MAN1B1	2634.5898
MAN1C1	45.7038	MAN1C1	133.9246
MAN2A1	354.6618	MAN2A1	328.1596
MAN2A2	611.8221	MAN2A2	1389.8004
MAN2B1	2623.4004	MAN2B1	2643.0155
MAN2B2	1121.2675	MAN2B2	2621.7295
MAN2C1	505.7892	MAN2C1	1093.1264
MANBAL	1063.376	MANBAL	1109.0909
MANBA	420.4753	MANBA	1058.5366
MANEAL	1929.9208	MANEAL	216.8514
MANEA	196.8312	MANEA	235.9202
MANF	1846.4351	MANF	1269.1796
MANSC1	2237.0506	MANSC1	682.4834
MAOA	336.9896	MAOA	2067.8492
MAOB	84.7044	MAOB	5907.7605
MAP1A	185.2529	MAP1A	356.541
MAP1B	230.3473	MAP1B	1819.9557
removed	removed	MAP1D	62.9712
MAP1LC3A	1205.3626	MAP1LC3A	395.122
MAP1LC3B2	319.9269	MAP1LC3B2	259.4235
MAP1LC3B	1931.1395	MAP1LC3B	2447.0067
removed	removed	MAP1LC3C	9.7561
MAP1S	555.1493	MAP1S	763.6364
MAP2K1	1075.3016	MAP2K1	674.3016
MAP2K2	1892.7483	MAP2K2	2180.4878
MAP2K3	941.4991	MAP2K3	873.6142
MAP2K4	787.3248	MAP2K4	990.2439
MAP2K5	180.3778	MAP2K5	538.3592
MAP2K6	23.766	MAP2K6	392.9047
MAP2K7	643.5101	MAP2K7	955.6541
MAP2	197.4406	MAP2	189.357
MAP3K10	312.0049	MAP3K10	148.1153
MAP3K11	917.1237	MAP3K11	1394.235
MAP3K12	26.039	MAP3K12	128.8647
MAP3K13	12.8275	MAP3K13	35.8404
MAP3K14	199.2687	MAP3K14	281.5965
MAP3K1	447.8976	MAP3K1	1802.6608
MAP3K2	304.6923	MAP3K2	230.5987
MAP3K3	407.0993	MAP3K3	782.5987
MAP3K4	1058.5009	MAP3K4	725.4989
MAP3K5	388.7873	MAP3K5	878.9357
MAP3K6	321.755	MAP3K6	967.6275
MAP3K7	900.6703	MAP3K7	633.7029
MAP3K8	71.9074	MAP3K8	196.4523
