gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
ANKRD9	41.0591	ANKRD9	94.4725
ANKS1A	1035.6869	ANKS1A	1475.1777
ANKS1B	97.4674	ANKS1B	130.5494
ANKS3	185.3415	ANKS3	209.4294
ANKS6	69.4551	ANKS6	235.7227
ANKZF1	582.5019	ANKZF1	689.1296
ANLN	352.264	ANLN	176.1041
ANO10	1136.9916	ANO10	873.4886
ANO1	8762.855	ANO1	8331.6199
removed	removed	ANO2	25.0704
removed	removed	ANO3	35.1597
removed	removed	ANO4	7.0319
removed	removed	ANO5	104.8676
ANO6	1849.1942	ANO6	3764.8368
ANO7	29.1635	ANO7	19.2614
ANO8	540.2916	ANO8	394.3998
ANO9	185.7252	ANO9	131.7723
ANP32A	3187.6439	ANP32A	2220.5628
ANP32B	2453.185	ANP32B	2607.6249
ANP32E	975.0576	ANP32E	932.4957
ANPEP	920.9517	ANPEP	4366.2201
ANTXR1	5568.3039	ANTXR1	3082.7391
ANTXR2	641.98	ANTXR2	1757.9837
removed	removed	ANTXRL	7.9491
ANUBL1	111.6654	ANUBL1	302.6789
ANXA11	3462.3945	ANXA11	3101.0833
ANXA1	1359.9386	ANXA1	8132.8913
ANXA2P1	32.617	ANXA2P1	69.0964
ANXA2P2	3136.6078	ANXA2P2	3335.2773
ANXA2	9913.2771	ANXA2	10118.6486
ANXA3	19.1865	ANXA3	1325.0611
ANXA4	1191.4812	ANXA4	1293.2646
ANXA5	7226.0169	ANXA5	6608.7959
ANXA6	5382.9624	ANXA6	4954.151
ANXA7	2642.3638	ANXA7	2415.011
ANXA8L2	13.8143	ANXA8L2	235.7227
ANXA8	30.6984	ANXA8	669.8774
ANXA9	440.1381	ANXA9	206.9835
AOAH	221.4121	AOAH	87.7463
AOC2	8.0583	AOC2	65.4276
AOC3	776.6692	AOC3	4834.9139
AOX1	67.9202	AOX1	333.864
AP1AR	475.4413	AP1AR	686.9895
AP1B1	2995.779	AP1B1	2212.0021
AP1G1	3442.4405	AP1G1	2905.4121
AP1G2	1457.7782	AP1G2	947.6602
AP1M1	1007.2909	AP1M1	686.378
AP1M2	2960.4758	AP1M2	1140.0907
AP1S1	976.9762	AP1S1	523.1148
AP1S2	342.6708	AP1S2	258.3472
AP1S3	47.1988	AP1S3	113.1224
AP2A1	2176.8688	AP2A1	1341.8461
AP2A2	2438.987	AP2A2	1685.2185
AP2B1	17711.8189	AP2B1	7298.2312
AP2M1	5633.1543	AP2M1	4667.0646
AP2S1	1294.3208	AP2S1	778.4046
AP3B1	1776.2855	AP3B1	1366.947
removed	removed	AP3B2	87.4406
AP3D1	3669.6086	AP3D1	2963.502
AP3M1	1355.7176	AP3M1	1531.7389
AP3M2	3514.5817	AP3M2	603.8292
AP3S1	596.6999	AP3S1	729.7926
AP3S2	1714.4398	AP3S2	1502.0947
AP4B1	218.1811	AP4B1	323.7931
AP4E1	549.1174	AP4E1	496.5158
AP4M1	520.5564	AP4M1	354.8284
AP4S1	74.4436	AP4S1	93.861
APAF1	884.4973	APAF1	650.9126
APBA1	50.6523	APBA1	550.0196
APBA2	55.6408	APBA2	137.8871
APBA3	247.5058	APBA3	196.5884
APBB1IP	527.2448	APBB1IP	297.1757
APBB1	395.6255	APBB1	659.4732
APBB2	2684.5741	APBB2	2450.4765
APBB3	212.5863	APBB3	350.0681
removed	removed	APC2	7.142
APCDD1L	28.396	APCDD1L	812.9528
APCDD1	155.7943	APCDD1	2732.6711
APC	1055.6408	APC	1392.9346
APEH	3140.4451	APEH	1455.3048
APEX1	3056.0246	APEX1	3290.6398
APEX2	837.6823	APEX2	452.4897
APH1A	6697.2371	APH1A	3261.5949
APH1B	1052.1873	APH1B	750.8884
API5	2464.3131	API5	2648.8993
APIP	437.3101	APIP	379.6572
APITD1	266.5963	APITD1	164.5167
APLF	62.1642	APLF	101.5045
APLNR	1200.307	APLNR	757.9203
APLN	70.2226	APLN	943.5022
APLP1	73.2924	APLP1	140.9444
APLP2	8790.8672	APLP2	16806.9359
APOA1BP	4670.3761	APOA1BP	901.3106
APOB48R	793.5533	APOB48R	111.288
APOBEC3B	131.2356	APOBEC3B	48.3063
APOBEC3C	224.0982	APOBEC3C	455.2414
APOBEC3D	67.5365	APOBEC3D	105.1733
APOBEC3F	199.1558	APOBEC3F	239.3915
APOBEC3G	254.7966	APOBEC3G	181.9131
APOBEC3H	11.5119	removed	removed
removed	removed	APOB	298.3986
APOC1	1611.2817	APOC1	239.3915
APOC2	480.046	APOC2	19.8729
APOD	845.3569	APOD	12667.2664
APOE	6686.109	APOE	2426.3233
APOF	54.4896	removed	removed
APOL1	1603.6071	APOL1	777.7931
APOL2	668.0737	APOL2	525.8664
APOL3	636.6078	APOL3	662.8363
APOL4	256.3315	APOL4	479.7003
APOL6	1679.2018	APOL6	2197.9383
APOLD1	559.8619	APOLD1	3101.0833
APOM	20.7214	APOM	39.4981
APOOL	390.2533	APOOL	276.0799
APOO	379.8926	APOO	151.3395
APPBP2	1696.4697	APPBP2	1532.9618
APPL1	2353.4152	APPL1	2136.4853
APPL2	926.3239	APPL2	1462.9482
APP	15871.4505	APP	38750.5475
APRT	1948.9639	APRT	1166.384
APTX	505.3722	APTX	522.8091
AQP11	17.6516	AQP11	31.7966
AQP1	2075.5948	AQP1	9007.661
AQP3	2330.0077	AQP3	771.3727
removed	removed	AQP4	73.9882
removed	removed	AQP5	1203.0723
removed	removed	AQP6	36.0769
removed	removed	AQP7P1	167.5435
removed	removed	AQP7	599.2431
AQP9	6.1397	AQP9	5.5033
removed	removed	AQPEP	89.8192
AQR	1554.4896	AQR	1255.3533
ARAF	2158.0967	ARAF	938.6104
ARAP1	1565.9939	ARAP1	2215.8728
ARAP2	213.3538	ARAP2	340.896
ARAP3	277.8204	ARAP3	743.8564
ARCN1	4834.6124	ARCN1	4485.4573
ARC	24.175	ARC	346.0935
AREG	445.5104	AREG	2640.033
ARF1	20185.7252	ARF1	6604.2098
ARF3	7674.5971	ARF3	4246.0657
ARF4	6804.6815	ARF4	3816.5062
ARF5	2750.5756	ARF5	1731.0789
ARF6	3762.855	ARF6	3867.8699
ARFGAP1	1203.3768	ARFGAP1	975.2988
ARFGAP2	1134.6892	ARFGAP2	1783.6656
ARFGAP3	764.0061	ARFGAP3	1106.1539
ARFGEF1	3988.9486	ARFGEF1	2219.3001
ARFGEF2	1816.9609	ARFGEF2	2639.7272
ARFIP1	863.0084	ARFIP1	1175.5561
ARFIP2	1699.9233	ARFIP2	1325.0611
ARFRP1	409.8235	ARFRP1	542.6819
ARG2	166.9186	ARG2	231.5402
ARGLU1	453.185	ARGLU1	2229.7348
ARHGAP10	120.8749	ARHGAP10	424.9735
ARHGAP11A	313.891	ARHGAP11A	165.7091
ARHGAP11B	31.4658	ARHGAP11B	16.2346
ARHGAP12	821.5656	ARHGAP12	1514.6176
ARHGAP15	81.3507	ARHGAP15	38.5228
ARHGAP17	1094.3975	ARHGAP17	1143.4538
ARHGAP18	587.8741	ARHGAP18	609.3324
ARHGAP19	332.3101	ARHGAP19	1190.2314
ARHGAP1	2903.3001	ARHGAP1	2897.7687
ARHGAP20	40.6754	ARHGAP20	568.6695
ARHGAP21	1219.4935	ARHGAP21	2465.1518
ARHGAP22	41.4428	ARHGAP22	33.631
ARHGAP23	447.8127	ARHGAP23	763.4235
ARHGAP24	145.8173	ARHGAP24	317.3543
ARHGAP25	302.7629	ARHGAP25	240.3087
ARHGAP26	875.2878	ARHGAP26	1220.805
ARHGAP27	405.9862	ARHGAP27	626.4537
ARHGAP28	160.3991	ARHGAP28	420.6932
ARHGAP29	711.4351	ARHGAP29	2088.7904
ARHGAP30	670.7598	ARHGAP30	274.5512
ARHGAP31	806.9839	ARHGAP31	1093.0073
ARHGAP32	1555.6408	ARHGAP32	2245.9389
ARHGAP33	255.5641	ARHGAP33	154.0911
ARHGAP36	252.1105	ARHGAP36	3578.9491
ARHGAP39	552.571	ARHGAP39	341.2017
ARHGAP42	92.0952	ARHGAP42	234.1726
ARHGAP4	403.3001	ARHGAP4	210.0408
ARHGAP5	1422.4866	ARHGAP5	3587.8155
ARHGAP6	87.8741	ARHGAP6	162.0402
ARHGAP8	162.571	ARHGAP8	446.9559
ARHGAP9	133.9217	ARHGAP9	30.5736
ARHGDIA	6235.9939	ARHGDIA	3098.9431
ARHGDIB	6397.5441	ARHGDIB	2455.0625
removed	removed	ARHGDIG	9.1721
ARHGEF10L	644.2824	ARHGEF10L	1302.7424
ARHGEF10	441.2893	ARHGEF10	1160.2693
ARHGEF11	2493.8603	ARHGEF11	1304.2711
ARHGEF12	3196.4697	ARHGEF12	5829.1683
ARHGEF15	268.6109	ARHGEF15	590.3768
ARHGEF16	506.9071	ARHGEF16	301.456
ARHGEF17	1047.9662	ARHGEF17	1776.0222
ARHGEF18	1099.386	ARHGEF18	901.9221
ARHGEF19	183.4229	ARHGEF19	477.2544
ARHGEF1	1645.0499	ARHGEF1	1005.8724
ARHGEF2	2256.3315	ARHGEF2	2300.6657
removed	removed	ARHGEF33	19.8729
ARHGEF35	1566.0015	ARHGEF35	1953.0435
ARHGEF37	178.4344	ARHGEF37	1694.6963
ARHGEF38	10.3607	ARHGEF38	67.5677
ARHGEF3	1318.4958	ARHGEF3	857.2846
ARHGEF4	11.8956	ARHGEF4	189.8622
ARHGEF5	572.1412	ARHGEF5	945.3366
ARHGEF6	549.1174	ARHGEF6	2541.8916
ARHGEF7	754.7966	ARHGEF7	1789.7803
ARHGEF9	537.9893	ARHGEF9	934.3301
ARID1A	3887.1834	ARID1A	3654.1603
ARID1B	2749.0407	ARID1B	2711.2695
ARID2	1803.1466	ARID2	1173.7217
ARID3A	76.746	ARID3A	50.4465
ARID3B	164.2364	ARID3B	113.7339
ARID4A	884.4973	ARID4A	945.0309
ARID4B	2426.1282	ARID4B	1613.4163
ARID5A	507.6746	ARID5A	2311.3664
ARID5B	541.8266	ARID5B	4338.7038
ARIH1	1950.4988	ARIH1	2113.8608
ARIH2	1446.8956	ARIH2	1511.5847
ARL10	24.9424	ARL10	90.8037
ARL11	55.2571	ARL11	44.9432
ARL13B	242.5173	ARL13B	288.9208
ARL15	236.7613	ARL15	482.4519
ARL16	345.7406	ARL16	395.6228
ARL17A	53.7222	ARL17A	82.879
ARL1	3902.5326	ARL1	2168.5876
ARL2BP	1889.4858	ARL2BP	1219.8878
ARL2	486.1857	ARL2	561.6376
ARL3	1023.0238	ARL3	605.0521
ARL4A	189.5625	ARL4A	998.229
ARL4C	652.7245	ARL4C	2534.2482
ARL4D	49.5012	ARL4D	160.8173
ARL5A	765.1573	ARL5A	870.4312
ARL5B	206.8304	ARL5B	416.7186
ARL6IP1	9299.3093	ARL6IP1	3790.8244
ARL6IP4	1891.7882	ARL6IP4	1387.7371
ARL6IP5	3306.9839	ARL6IP5	4413.6092
ARL6IP6	301.6117	ARL6IP6	310.9338
ARL6	57.9432	ARL6	84.0775
ARL8A	1974.6738	ARL8A	1008.3183
ARL8B	2026.0936	ARL8B	2137.4025
removed	removed	ARL9	13.4524
ARMC10	924.9693	ARMC10	757.9998
ARMC1	584.4206	ARMC1	653.0527
ARMC2	41.4428	ARMC2	48.3063
ARMC3	61.013	ARMC3	6.4205
removed	removed	ARMC4	9.1721
ARMC5	229.0867	ARMC5	328.9723
ARMC6	443.208	ARMC6	520.8768
ARMC7	354.5664	ARMC7	317.9658
ARMC8	883.7299	ARMC8	737.1302
ARMC9	334.6124	ARMC9	309.7109
ARMCX1	150.8058	ARMCX1	897.9475
ARMCX2	260.1688	ARMCX2	1070.9943
ARMCX3	2239.8312	ARMCX3	2474.9354
ARMCX5	400.614	ARMCX5	422.5276
ARMCX6	207.2141	ARMCX6	312.4625
ARNT2	1422.1028	ARNT2	402.6547
ARNTL2	33.0008	ARNTL2	28.7392
ARNTL	191.4812	ARNTL	218.6015
ARNT	2047.1988	ARNT	1680.021
ARPC1A	2122.4942	ARPC1A	1801.3463
ARPC1B	2505.2878	ARPC1B	957.6181
ARPC2	3892.9394	ARPC2	2996.2157
ARPC3	4752.1105	ARPC3	2243.7987
ARPC4	3339.1558	ARPC4	2150.2373
ARPC5L	608.5955	ARPC5L	574.7842
ARPC5	3593.2464	ARPC5	2903.5776
ARPM1	33.0008	ARPM1	45.5547
ARPP19	3739.4474	ARPP19	3960.2023
ARRB1	425.5564	ARRB1	928.8269
ARRB2	639.2939	ARRB2	409.6866
ARRDC1	668.0737	ARRDC1	662.5306
ARRDC2	577.8972	ARRDC2	765.258
ARRDC3	1280.1228	ARRDC3	9760.3257
removed	removed	ARRDC4	997.6175
ARSA	737.9125	ARSA	943.5022
ARSB	427.8588	ARSB	227.1621
ARSD	4022.6401	ARSD	3115.7586
ARSE	64.8503	ARSE	29.0449
ARSG	216.4236	ARSG	258.0414
removed	removed	ARSH	7.9491
ARSI	125.0959	ARSI	81.9373
ARSJ	48.7337	ARSJ	157.1485
ARSK	119.7237	ARSK	191.3909
removed	removed	ART3	5.809
ART5	5.3722	ART5	25.0704
ARTN	24.5587	ARTN	20.7901
ARV1	615.119	ARV1	325.9149
ARVCF	161.1665	ARVCF	659.4732
AR	1584.8043	AR	625.2307
AS3MT	217.1911	AS3MT	278.22
ASAH1	4904.835	ASAH1	5051.6809
ASAH2B	10.3607	removed	removed
ASAH2	5.7559	ASAH2	5.5033
ASAM	212.2026	ASAM	845.0551
ASAP1	1306.6002	ASAP1	1060.2935
ASAP2	842.287	ASAP2	826.4052
ASAP3	1000.3837	ASAP3	936.776
ASB13	1051.8035	ASB13	920.2663
ASB14	11.1282	ASB14	11.618
ASB16	50.6255	ASB16	20.5669
ASB1	168.9985	ASB1	681.0062
ASB2	19.954	ASB2	13.1467
ASB3	204.528	ASB3	361.9918
removed	removed	ASB5	35.7711
ASB6	589.1903	ASB6	834.7549
ASB7	399.4628	ASB7	541.7647
ASB8	891.7882	ASB8	781.1562
ASB9	74.8273	ASB9	31.7966
ASCC1	439.7544	ASCC1	406.3235
ASCC2	898.3116	ASCC2	1000.6749
ASCC3	1581.3507	ASCC3	1312.8317
ASCL1	115.8864	ASCL1	11.618
ASCL2	11.1282	ASCL2	13.4524
ASF1A	531.0821	ASF1A	452.4897
ASF1B	330.3914	ASF1B	85.6062
removed	removed	ASGR1	14.9811
ASGR2	11.1282	removed	removed
ASH1L	3518.2579	ASH1L	3601.0202
ASH2L	843.8219	ASH2L	1229.3657
ASL	602.4559	ASL	378.5015
ASMTL	621.6424	ASMTL	669.2384
ASNA1	1741.7498	ASNA1	763.1178
ASNSD1	843.4382	ASNSD1	1016.2675
ASNS	358.02	ASNS	339.0616
ASPA	5.7559	ASPA	66.3448
removed	removed	ASPG	6.7262
ASPHD1	28.396	ASPHD1	58.3956
ASPHD2	123.561	ASPHD2	43.1088
ASPH	1002.6861	ASPH	8022.3432
ASPM	660.0153	ASPM	121.0716
ASPN	3822.3331	ASPN	347.0107
ASPRV1	15.7329	ASPRV1	69.1117
ASPSCR1	437.0683	ASPSCR1	244.8948
ASRGL1	23.4075	ASRGL1	95.3897
ASS1	280.8903	ASS1	1520.7324
ASTE1	341.6577	ASTE1	256.8063
removed	removed	ASTL	5.1975
ASTN1	9.2095	ASTN1	305.1248
ASTN2	221.0284	ASTN2	417.9415
ASXL1	1597.4674	ASXL1	2395.7497
ASXL2	613.9678	ASXL2	1059.682
ASXL3	17.6516	ASXL3	22.6245
ATAD1	1170.3761	ATAD1	1230.5886
ATAD2B	323.1005	ATAD2B	521.8919
ATAD2	953.5687	ATAD2	577.8416
ATAD3A	318.112	ATAD3A	232.9711
ATAD3B	98.6186	ATAD3B	173.964
ATAD3C	25.3262	ATAD3C	134.2182
ATAD5	102.4559	ATAD5	78.2685
ATE1	238.68	ATE1	353.4312
ATF1	458.5572	ATF1	539.3188
ATF2	716.4236	ATF2	605.6636
ATF3	409.4398	ATF3	6299.6965
ATF4	2822.3331	ATF4	4995.4254
ATF5	1150.4221	ATF5	605.0521
ATF6B	2425.1727	ATF6B	1754.8652
ATF6	2682.2717	ATF6	1639.0523
ATF7IP2	50.6523	ATF7IP2	118.3199
ATF7IP	1491.5579	ATF7IP	1715.1806
ATF7	1683.891	ATF7	3008.3535
ATG10	84.0368	ATG10	103.6446
ATG12	584.4206	ATG12	474.197
ATG16L1	899.8465	ATG16L1	771.6784
ATG16L2	151.3315	ATG16L2	337.8753
ATG2A	448.1965	ATG2A	886.0238
ATG2B	1486.9532	ATG2B	1556.1978
ATG3	808.5188	ATG3	624.3135
ATG4A	463.9294	ATG4A	226.2449
ATG4B	685.7252	ATG4B	803.7807
ATG4C	138.5265	ATG4C	203.0089
ATG4D	399.079	ATG4D	195.8761
ATG5	750.1919	ATG5	788.4939
ATG7	715.4758	ATG7	663.9828
ATG9A	1342.1028	ATG9A	1417.3079
ATG9B	6.3584	ATG9B	13.7887
ATHL1	120.1074	ATHL1	476.6429
ATIC	1566.769	ATIC	1154.1545
ATL1	354.1827	ATL1	615.1414
ATL2	549.1174	ATL2	2352.0294
ATL3	878.7414	ATL3	641.129
ATMIN	2230.6216	ATMIN	1729.856
ATM	907.9048	ATM	1766.8501
ATN1	4593.6301	ATN1	6262.7024
ATOH8	16.1167	ATOH8	167.2378
ATOX1	803.1466	ATOX1	424.6677
ATP10A	237.145	ATP10A	375.4442
ATP10D	436.6846	ATP10D	715.1172
ATP11A	516.1167	ATP11A	834.9658
ATP11B	1754.4129	ATP11B	1647.0015
ATP11C	673.4459	ATP11C	685.7665
ATP13A1	2444.7429	ATP13A1	1093.0073
ATP13A2	3480.4298	ATP13A2	1095.1474
ATP13A3	1902.1489	ATP13A3	1812.0991
ATP13A4	63.6992	ATP13A4	1116.2432
removed	removed	ATP13A5	1136.7276
ATP1A1	10487.3101	ATP1A1	16374.2885
ATP1A2	66.0015	ATP1A2	409.0752
ATP1A3	30.6984	removed	removed
ATP1A4	75.5948	ATP1A4	31.7966
ATP1B1	1045.9363	ATP1B1	5524.5969
ATP1B2	63.6992	ATP1B2	100.5872
ATP1B3	1305.449	ATP1B3	1052.3443
removed	removed	ATP2A1	7.9491
ATP2A2	7517.2678	ATP2A2	6255.6705
ATP2A3	1383.3461	ATP2A3	588.5424
ATP2B1	561.3968	ATP2B1	1562.924
removed	removed	ATP2B2	8.5606
ATP2B4	1570.2226	ATP2B4	4799.7542
ATP2C1	3644.1443	ATP2C1	3022.2156
ATP2C2	595.5487	ATP2C2	193.5311
ATP5A1	6979.6623	ATP5A1	8926.8885
ATP5B	11938.6032	ATP5B	9161.694
ATP5C1	2733.6915	ATP5C1	2243.7987
ATP5D	750.1919	ATP5D	721.2319
ATP5EP2	32.2333	ATP5EP2	27.5163
ATP5E	3679.9693	ATP5E	2413.4824
ATP5F1	2099.0023	ATP5F1	2087.8732
ATP5G1	416.7306	ATP5G1	424.6677
ATP5G2	4570.6063	ATP5G2	3961.1195
ATP5G3	1696.086	ATP5G3	1942.037
ATP5H	2363.3922	ATP5H	1251.9902
ATP5I	902.0683	ATP5I	697.1888
ATP5J2	1681.0514	ATP5J2	649.8486
ATP5J	1408.2348	ATP5J	1003.3409
ATP5L	1468.9179	ATP5L	1964.6615
ATP5O	2009.977	ATP5O	2035.898
ATP5SL	772.8319	ATP5SL	694.0214
ATP5S	78.6646	ATP5S	129.9379
ATP6AP1L	50.6523	ATP6AP1L	58.7014
ATP6AP1	9354.5664	ATP6AP1	2935.9857
ATP6AP2	7033.3845	ATP6AP2	3403.4565
ATP6V0A1	933.6147	ATP6V0A1	1345.2397
ATP6V0A2	411.7421	ATP6V0A2	448.2094
ATP6V0A4	30.6984	ATP6V0A4	700.8852
ATP6V0B	2301.9954	ATP6V0B	1029.4141
ATP6V0C	2853.7183	ATP6V0C	1606.5128
ATP6V0D1	2973.1389	ATP6V0D1	1449.8015
ATP6V0D2	46.4313	removed	removed
ATP6V0E1	3680.353	ATP6V0E1	2077.4782
ATP6V0E2	1107.8012	ATP6V0E2	670.6876
ATP6V1A	2258.2502	ATP6V1A	1935.9223
ATP6V1B1	278.2041	ATP6V1B1	1735.9707
ATP6V1B2	2489.2556	ATP6V1B2	1591.6632
ATP6V1C1	1727.1681	ATP6V1C1	1455.3048
ATP6V1C2	25.0269	ATP6V1C2	74.8442
ATP6V1D	1321.9493	ATP6V1D	922.4064
ATP6V1E1	1451.65	ATP6V1E1	1687.3586
ATP6V1E2	16.5004	ATP6V1E2	91.7209
ATP6V1F	2011.1167	ATP6V1F	865.2246
ATP6V1G1	2873.3691	ATP6V1G1	1853.6792
ATP6V1G2	23.1811	ATP6V1G2	25.6818
ATP6V1H	1307.3676	ATP6V1H	1168.2184
ATP7A	1191.4812	ATP7A	904.0622
ATP7B	468.5342	ATP7B	332.0296
ATP8A1	133.538	ATP8A1	372.6926
ATP8A2	5.3722	ATP8A2	5.1975
ATP8B1	5726.8227	ATP8B1	1735.2094
ATP8B2	565.6178	ATP8B2	708.0853
ATP8B3	47.9662	ATP8B3	45.5547
ATP8B4	90.1765	ATP8B4	93.5553
ATP8B5P	12.6631	ATP8B5P	14.9811
ATP9A	3011.5119	ATP9A	3362.1821
ATP9B	528.7797	ATP9B	629.8168
ATPAF1	1271.9685	ATPAF1	1098.1712
ATPAF2	366.957	ATPAF2	203.9261
ATPBD4	99.0023	ATPBD4	133.6068
ATPIF1	945.8941	ATPIF1	803.1693
ATRIP	541.1857	ATRIP	301.0922
ATRNL1	1394.4743	ATRNL1	62.3702
ATRN	2566.3853	ATRN	2386.8833
ATRX	3853.7989	ATRX	3221.2377
ATR	893.7068	ATR	1213.7731
ATXN10	1723.3308	ATXN10	2287.8247
ATXN1L	1306.2164	ATXN1L	1822.1884
ATXN1	950.4988	ATXN1	1128.4727
ATXN2L	2356.1013	ATXN2L	2185.0973
ATXN2	1077.5134	ATXN2	966.4324
ATXN3	421.7191	ATXN3	623.7021
ATXN7L1	298.5418	ATXN7L1	324.9977
ATXN7L2	35.6869	ATXN7L2	69.4021
ATXN7L3B	2623.561	ATXN7L3B	3347.201
ATXN7L3	1263.6224	ATXN7L3	1328.4242
ATXN7	600.1535	ATXN7	1005.8724
AUH	126.6309	AUH	348.8451
AUP1	1606.155	AUP1	1473.1384
AURKAIP1	897.5441	AURKAIP1	712.6713
AURKAPS1	8.0583	AURKAPS1	10.395
AURKA	350.3454	AURKA	71.5423
AURKB	160.7828	AURKB	37.9113
removed	removed	AURKC	15.5926
AUTS2	1346.1243	AUTS2	2439.7757
AVEN	191.4812	AVEN	169.9894
AVIL	33.7682	AVIL	56.2555
AVL9	531.8496	AVL9	450.0438
AVPI1	125.4797	AVPI1	202.3974
AVPR1A	21.1051	AVPR1A	86.5234
removed	removed	AVPR2	72.7652
AWAT1	12.2794	removed	removed
AXIN1	839.2172	AXIN1	647.2437
AXIN2	259.4014	AXIN2	601.9948
AXL	1668.8411	AXL	1193.2888
AZGP1	49925.5564	AZGP1	31036.8206
AZI1	356.8688	AZI1	260.1816
AZI2	891.4045	AZI2	1099.122
AZIN1	3952.0338	AZIN1	3878.8764
removed	removed	AZU1	31.7966
B2M	59065.6178	B2M	18956.2621
B3GALNT1	612.8166	B3GALNT1	641.4348
B3GALNT2	1138.9217	B3GALNT2	740.903
removed	removed	B3GALT1	23.5417
B3GALT4	363.3922	B3GALT4	171.5181
B3GALT5	1008.0583	B3GALT5	392.2597
B3GALT6	486.1857	B3GALT6	588.5424
B3GALTL	165.0038	B3GALTL	294.1183
removed	removed	B3GAT1	165.7091
removed	removed	B3GAT2	12.7553
B3GAT3	822.3331	B3GAT3	391.9539
B3GNT1	260.5526	B3GNT1	625.8422
B3GNT2	541.4428	B3GNT2	1537.5479
removed	removed	B3GNT3	713.2828
B3GNT4	8.4421	removed	removed
B3GNT5	82.5019	B3GNT5	815.093
B3GNT7	46.815	B3GNT7	77.3513
B3GNT8	266.6922	B3GNT8	53.1981
B3GNT9	353.6915	B3GNT9	358.1548
B3GNTL1	58.0468	B3GNTL1	65.1371
B4GALNT1	48.0622	B4GALNT1	45.5364
B4GALNT2	57.9432	B4GALNT2	17.427
B4GALNT3	274.3668	B4GALNT3	270.8824
B4GALNT4	160.7828	B4GALNT4	276.9971
B4GALT1	4696.086	B4GALT1	6206.4469
B4GALT2	863.7759	B4GALT2	851.4756
B4GALT3	1415.9632	B4GALT3	813.87
B4GALT4	756.3315	B4GALT4	480.006
B4GALT5	2482.3484	B4GALT5	2110.4977
B4GALT6	36.4543	B4GALT6	186.8049
B4GALT7	431.3124	B4GALT7	321.9403
B9D1	104.9424	B9D1	119.3197
B9D2	103.6071	B9D2	59.27
BAALC	22.6401	BAALC	79.4914
BACE1	1332.3101	BACE1	1610.6188
BACE2	1240.9823	BACE2	1314.6661
BACH1	804.2978	BACH1	1155.989
BACH2	62.1642	BACH2	420.6932
BAD	934.7621	BAD	523.0537
BAG1	1961.0975	BAG1	1404.898
BAG2	92.8626	BAG2	137.8871
BAG3	1112.4328	BAG3	1389.5715
BAG4	212.5863	BAG4	237.8628
BAG5	1295.472	BAG5	1665.3456
BAGE2	5.7559	BAGE2	9.5848
BAHCC1	149.2709	BAHCC1	595.5743
BAHD1	855.3338	BAHD1	937.3875
removed	removed	BAI1	62.6759
BAI2	1245.9708	BAI2	550.9368
BAIAP2L1	604.7583	BAIAP2L1	622.7848
removed	removed	BAIAP2L2	6.1147
BAIAP2	1379.8926	BAIAP2	1011.9474
BAIAP3	315.921	BAIAP3	157.4053
BAK1	336.9148	BAK1	266.6021
BAMBI	244.8196	BAMBI	534.1213
BANF1	2004.6048	BANF1	1421.0623
removed	removed	BANK1	40.0515
BANP	285.1113	BANP	217.3785
BAP1	1546.815	BAP1	1505.4455
BARD1	163.0852	BARD1	122.6003
removed	removed	BARX1	6.4205
BARX2	313.5073	BARX2	1572.4018
BASP1	1032.617	BASP1	383.3933
BAT1	3791.4774	BAT1	5102.4331
BAT2L1	3204.6546	BAT2L1	7881.2581
BAT2L2	8351.1128	BAT2L2	5764.9637
BAT2	5669.2249	BAT2	6271.263
BAT3	4878.3576	BAT3	3589.2861
BAT4	425.9401	BAT4	342.1189
BAT5	1232.1566	BAT5	727.6524
BATF2	58.3269	BATF2	43.7203
BATF3	16.1167	BATF3	13.7581
BATF	77.1297	BATF	72.4595
BAX	633.9217	BAX	345.7878
BAZ1A	2025.7099	BAZ1A	1270.6401
BAZ1B	3754.0292	BAZ1B	2466.9862
BAZ2A	4197.1796	BAZ2A	3654.2764
BAZ2B	933.4267	BAZ2B	1757.3509
BBC3	227.5518	BBC3	178.55
removed	removed	BBOX1	352.2082
BBS10	398.6953	BBS10	531.3697
BBS12	147.736	BBS12	159.9001
BBS1	1186.109	BBS1	1023.9109
BBS2	1115.5027	BBS2	1345.5455
BBS4	746.7383	BBS4	385.8392
BBS5	230.6216	BBS5	217.3632
BBS7	236.3776	BBS7	319.1887
BBS9	340.3684	BBS9	358.6287
BBX	2563.6992	BBX	2398.5013
BCAM	9198.0046	BCAM	5748.1482
BCAN	8.4421	BCAN	18.6499
BCAP29	1750.9593	BCAP29	990.2799
BCAP31	7881.0437	BCAP31	3774.9261
BCAR1	1506.5234	BCAR1	1123.2752
BCAR3	709.5165	BCAR3	590.0649
BCAS1	1486.9532	BCAS1	188.945
BCAS2	587.0184	BCAS2	637.3348
BCAS3	785.495	BCAS3	624.925
BCAS4	859.1711	BCAS4	539.6246
BCAT1	388.3346	BCAT1	178.55
BCAT2	704.1443	BCAT2	482.1461
BCCIP	1048.0737	BCCIP	836.7208
BCDIN3D	350.6408	BCDIN3D	212.3675
BCHE	6.1397	BCHE	24.7646
BCKDHA	946.6616	BCKDHA	726.7321
BCKDHB	275.518	BCKDHB	545.1278
BCKDK	1157.3292	BCKDK	936.776
