gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
MORN3	47.8998	MORN3	13.3641
MORN4	92.115	MORN4	132.7785
MOSC1	137.4355	MOSC1	294.0096
MOSC2	131.5402	MOSC2	141.8316
MOSPD1	240.6043	MOSPD1	279.7833
MOSPD2	747.605	MOSPD2	322.031
MOSPD3	183.1245	MOSPD3	154.3335
MOV10	2175.3869	MOV10	907.0324
MOXD1	461.3117	MOXD1	735.455
MPDU1	581.0648	MPDU1	588.0191
MPDZ	593.2203	MPDZ	1174.7449
MPEG1	1503.6846	MPEG1	2630.9975
MPG	396.4628	MPG	467.7425
MPHOSPH10	944.731	MPHOSPH10	863.9225
MPHOSPH6	507.7377	MPHOSPH6	331.9463
MPHOSPH8	742.815	MPHOSPH8	1249.3251
MPHOSPH9	385.409	MPHOSPH9	256.5039
MPI	370.3021	MPI	536.2872
MPL	22.1076	MPL	22.8482
MPND	100.2211	MPND	264.2637
MPO	5.8954	MPO	17.6751
MPP1	637.0671	MPP1	595.3478
MPP2	14.7384	MPP2	71.1313
MPP3	42.3729	MPP3	56.9051
MPP5	939.5726	MPP5	835.9011
MPP6	98.3788	MPP6	89.2375
MPP7	11.4223	MPP7	402.2154
MPPE1	1264.1857	MPPE1	638.0266
removed	removed	MPPED1	8.1909
MPPED2	32.4245	MPPED2	91.8241
MPRIP	840.8254	MPRIP	2512.0142
MPST	218.1282	MPST	411.6996
MPV17L2	112.3803	MPV17L2	172.0085
removed	removed	MPV17L	81.4777
MPV17	889.8305	MPV17	531.5451
MPZL1	6395.7259	MPZL1	6988.5468
MPZL2	1867.3545	MPZL2	1336.8382
MPZL3	133.014	MPZL3	68.1137
MPZ	18.7915	MPZ	27.1592
MR1	461.6802	MR1	270.7302
MRAP2	99.1157	MRAP2	50.4386
removed	removed	MRAP	12.1441
MRAS	3582.535	MRAS	1527.815
MRC1	153.6478	MRC1	303.4937
MRC2	2777.0818	MRC2	3650.5468
MRE11A	575.5343	MRE11A	681.5676
MREG	623.0398	MREG	662.1078
MRFAP1L1	1053.0582	MRFAP1L1	1365.7218
MRFAP1	4360.3537	MRFAP1	4402.8146
removed	removed	MRGPRE	5.1732
MRGPRF	14.7384	MRGPRF	239.26
MRGPRX3	22.4761	MRGPRX3	21.9861
MRI1	245.0258	MRI1	460.4138
MRM1	53.0582	MRM1	78.0289
MRO	15.8438	MRO	19.8306
MRP63	347.4724	MRP63	426.357
MRPL10	534.6352	MRPL10	716.9177
MRPL11	539.7937	MRPL11	483.6931
MRPL12	753.5004	MRPL12	479.3821
MRPL13	1056.7428	MRPL13	412.9929
MRPL14	491.8939	MRPL14	334.964
MRPL15	676.1238	MRPL15	540.1671
MRPL16	333.4562	MRPL16	506.9725
MRPL17	1173.5446	MRPL17	535.425
MRPL18	460.9433	MRPL18	504.817
MRPL19	1619.381	MRPL19	1095.8538
MRPL1	361.4591	MRPL1	314.7023
MRPL20	949.2152	MRPL20	871.0012
MRPL21	194.1783	MRPL21	261.6771
MRPL22	229.5505	MRPL22	257.7972
MRPL23	359.2483	MRPL23	239.6911
MRPL24	937.7303	MRPL24	631.5601
MRPL27	432.9403	MRPL27	427.6503
MRPL28	619.0125	MRPL28	462.5693
MRPL2	318.7178	MRPL2	308.6669
MRPL30	709.3552	MRPL30	839.7594
MRPL32	676.4923	MRPL32	705.2781
MRPL33	578.8504	MRPL33	309.5291
MRPL34	218.8651	MRPL34	312.1157
MRPL35	644.4363	MRPL35	686.7408
MRPL36	207.4429	MRPL36	192.7013
MRPL37	1222.9182	MRPL37	1028.6023
MRPL38	560.1916	MRPL38	416.4589
MRPL39	292.5571	MRPL39	301.7693
MRPL3	1978.2609	MRPL3	1401.503
MRPL40	503.3161	MRPL40	379.7983
MRPL41	168.0177	MRPL41	213.8251
removed	removed	MRPL42P5	5.5267
MRPL42	1062.2697	MRPL42	559.1355
MRPL43	316.636	MRPL43	647.334
MRPL44	599.1157	MRPL44	524.2165
MRPL45	981.577	MRPL45	892.8061
MRPL46	299.9263	MRPL46	311.2535
MRPL47	522.8445	MRPL47	409.5441
MRPL48	284.451	MRPL48	292.7163
MRPL49	1673.5446	MRPL49	987.6479
MRPL4	311.3486	MRPL4	550.5135
MRPL50	362.196	MRPL50	383.6782
MRPL51	946.9418	MRPL51	943.2447
MRPL52	178.703	MRPL52	269.0058
MRPL53	239.4989	MRPL53	208.6519
MRPL54	175.7553	MRPL54	310.8224
MRPL55	181.2822	MRPL55	225.8959
MRPL9	987.1186	MRPL9	859.4736
MRPS10	1302.1371	MRPS10	721.6598
MRPS11	459.8379	MRPS11	315.5645
MRPS12	255.7111	MRPS12	269.868
MRPS14	243.9204	MRPS14	290.9919
MRPS15	670.5969	MRPS15	586.7258
MRPS16	906.7797	MRPS16	1253.205
MRPS17	205.1695	MRPS17	207.2595
MRPS18A	422.255	MRPS18A	441.4454
MRPS18B	990.7885	MRPS18B	976.8705
MRPS18C	442.5092	MRPS18C	219.4768
MRPS21	504.79	MRPS21	697.5183
MRPS22	437.3618	MRPS22	380.6605
MRPS23	897.1997	MRPS23	466.4492
MRPS24	459.8379	MRPS24	553.5312
MRPS25	304.9816	MRPS25	904.6183
MRPS26	399.042	MRPS26	389.2824
MRPS27	855.1953	MRPS27	1445.9062
MRPS28	187.8666	MRPS28	152.4884
MRPS2	309.4731	MRPS2	562.9723
MRPS30	368.8283	MRPS30	348.7591
MRPS31	175.7553	MRPS31	331.5152
MRPS33	341.1938	MRPS33	473.3468
MRPS34	633.7509	MRPS34	505.6792
MRPS35	978.2609	MRPS35	956.6088
MRPS36	142.9624	MRPS36	233.2246
MRPS5	688.283	MRPS5	553.9623
MRPS6	345.888	MRPS6	457.8272
MRPS7	1084.451	MRPS7	674.7131
MRPS9	337.8777	MRPS9	416.4417
MRRF	321.6654	MRRF	566.4642
MRS2	831.9823	MRS2	715.1933
MRTO4	694.1783	MRTO4	804.4308
MRVI1	253.5004	MRVI1	628.1113
MS4A14	36.1533	MS4A14	81.9476
MS4A1	125.2763	MS4A1	6418.6338
MS4A2	5.8954	MS4A2	100.8772
MS4A4A	483.7878	MS4A4A	281.0766
MS4A6A	1504.0531	MS4A6A	1255.7915
MS4A7	571.0685	MS4A7	735.4162
MSC	30.8659	MSC	176.7334
MSH2	2554.5321	MSH2	937.6404
removed	removed	MSH3	420.0586
removed	removed	MSH4	8.1909
MSH5	215.2506	MSH5	281.0464
MSH6	4995.9469	MSH6	1563.1652
removed	removed	MSI1	55.1807
MSI2	828.2977	MSI2	303.9248
MSL1	4026.8976	MSL1	2478.3885
MSL2	996.3154	MSL2	1462.7191
MSL3L2	478.2609	MSL3L2	116.8278
MSL3	749.0789	MSL3	1009.634
MSLN	723.2867	MSLN	66.8204
removed	removed	MSMB	28.8836
MSMP	19.1599	MSMP	30.1769
MSN	21371.0391	MSN	13349.8444
MSR1	1527.266	MSR1	493.6084
MSRA	159.9116	MSRA	161.231
MSRB2	554.9005	MSRB2	294.8718
MSRB3	1137.0671	MSRB3	1447.1995
MST1P2	26.1606	MST1P2	64.2338
MST1P9	12.8961	MST1P9	28.4525
MST1R	913.4119	MST1R	113.3791
MST1	7.0007	MST1	73.7179
MST4	494.1046	MST4	575.0861
removed	removed	MSTN	10.3464
MSTO1	877.1297	MSTO1	689.1032
MSTO2P	72.8077	MSTO2P	108.9732
MSX1	12.8961	MSX1	58.1984
MSX2	5.1584	MSX2	97.4284
removed	removed	MT1A	22.8482
MT1E	935.1511	MT1E	1442.4574
MT1F	184.5984	MT1F	120.2766
MT1G	18.423	MT1G	65.096
MT1L	23.213	MT1L	21.1239
MT1M	5.5269	MT1M	109.0681
MT1X	424.8342	MT1X	1044.553
MT2A	2330.5085	MT2A	3206.5148
MT3	5.5269	removed	removed
MTA1	558.5851	MTA1	890.2195
MTA2	1827.1923	MTA2	2034.3564
MTA3	1548.6367	MTA3	650.0974
MTAP	744.2889	MTAP	845.3852
MTBP	291.0833	MTBP	131.9163
MTCH1	2705.6006	MTCH1	2829.7342
MTCH2	2587.325	MTCH2	1138.9637
MTCP1NB	237.336	MTCP1NB	202.1294
MTCP1	44.1673	MTCP1	40.5794
MTDH	4040.1621	MTDH	4232.0994
MTERFD1	481.577	MTERFD1	343.5859
MTERFD2	451.7318	MTERFD2	506.1103
MTERFD3	267.8703	MTERFD3	439.721
MTERF	199.7052	MTERF	287.112
MTF1	766.3965	MTF1	825.1236
MTF2	545.689	MTF2	763.4764
MTFMT	173.5446	MTFMT	203.9099
MTFR1	871.4407	MTFR1	322.4966
MTG1	232.4982	MTG1	331.0841
MTHFD1L	469.7863	MTHFD1L	410.4063
MTHFD1	1287.266	MTHFD1	1377.6374
MTHFD2L	229.8747	MTHFD2L	285.8057
MTHFD2	2329.0346	MTHFD2	1054.0372
MTHFR	623.7288	MTHFR	1024.1405
MTHFSD	450.6264	MTHFSD	319.4444
MTHFS	542.7413	MTHFS	244.8643
MTIF2	1002.2108	MTIF2	777.2716
MTIF3	375.0921	MTIF3	635.44
MTL5	260.1326	MTL5	129.7608
MTM1	516.9492	MTM1	487.573
MTMR10	450.4458	MTMR10	1027.2573
MTMR11	258.6588	MTMR11	314.2712
MTMR12	1740.9727	MTMR12	1587.3067
MTMR14	418.9388	MTMR14	913.4989
MTMR15	531.8681	MTMR15	640.6649
MTMR1	1387.2513	MTMR1	1293.7283
MTMR2	1394.6205	MTMR2	844.0919
MTMR3	1837.5092	MTMR3	2088.2438
MTMR4	2882.0929	MTMR4	1605.4129
MTMR6	891.6728	MTMR6	1090.6806
MTMR7	30.07	MTMR7	53.2795
MTMR8	33.8983	MTMR8	13.7952
MTMR9L	38.3198	MTMR9L	200.03
MTMR9	331.5512	MTMR9	602.6334
MTO1	422.255	MTO1	497.4883
MTOR	2606.4849	MTOR	1877.4364
MTP18	169.1857	MTP18	154.9629
MTPAP	573.692	MTPAP	614.3162
MTRF1L	145.9101	MTRF1L	249.6064
MTRF1	147.0155	MTRF1	172.8707
MTRR	794.031	MTRR	659.1505
MTR	2235.0774	MTR	1989.9532
MTSS1L	4837.8777	MTSS1L	1150.6034
MTSS1	1271.1864	MTSS1	712.5895
MTTP	40.1621	removed	removed
MTUS1	1987.4724	MTUS1	2183.5167
MTUS2	30.2137	MTUS2	24.1415
MTX1	565.1584	MTX1	358.2174
MTX2	627.4871	MTX2	409.5441
MTX3	559.6905	MTX3	818.6571
removed	removed	MUC12	7.3287
MUC13	136.6986	removed	removed
MUC15	1569.2704	MUC15	196.1501
MUC16	3205.2321	MUC16	3333.689
MUC1	15140.3832	MUC1	1322.1808
MUC20	33.5298	MUC20	235.3801
MUC4	5.1584	MUC4	83.2021
MUC5B	7655.1216	MUC5B	2396.4796
removed	removed	MUC6	91.8241
MUC7	7.0007	MUC7	172.0646
removed	removed	MUCL1	1113.96
MUDENG	525.0553	MUDENG	778.996
MUL1	666.9123	MUL1	622.507
MUM1L1	7.0007	MUM1L1	32.7635
MUM1	388.3567	MUM1	788.4802
MURC	11.4223	removed	removed
MUS81	394.6205	MUS81	425.0637
removed	removed	MUSK	8.1909
MUSTN1	5.8954	MUSTN1	82.7408
MUTED	483.0508	MUTED	423.7704
MUTYH	202.126	MUTYH	157.4589
MUT	1423.7288	MUT	944.9691
MVD	794.3994	MVD	273.3168
MVK	322.4024	MVK	173.3018
MVP	4069.2704	MVP	3094.429
MX1	14790.3464	MX1	1868.8144
MX2	1707.4429	MX2	735.0239
MXD1	1077.3766	MXD1	522.061
MXD3	90.7738	MXD3	142.8748
MXD4	891.3043	MXD4	1521.3486
MXI1	1318.3493	MXI1	1166.1229
MXRA5	4724.392	MXRA5	7473.5332
MXRA7	932.2034	MXRA7	1782.1635
MXRA8	363.3014	MXRA8	1186.3846
MYADM	2952.8371	MYADM	4251.0678
MYBBP1A	700.3832	MYBBP1A	1448.4411
MYBL1	790.7148	MYBL1	409.5441
MYBL2	726.6028	MYBL2	857.456
MYBPC1	7.3692	MYBPC1	1511.8644
MYBPC2	745.3943	MYBPC2	22.4172
MYBPH	5.1584	removed	removed
MYB	52.3213	MYB	422.4771
MYCBP2	2504.4215	MYCBP2	4064.833
MYCBPAP	5.1584	MYCBPAP	9.4842
MYCBP	446.308	MYCBP	547.4958
MYCL1	229.9189	MYCL1	420.3216
MYCN	114.2225	MYCN	23.2793
MYCT1	64.112	MYCT1	372.0385
MYC	535.0037	MYC	5821.5616
MYD88	1532.056	MYD88	1607.5684
MYEF2	1045.5674	MYEF2	505.0584
MYEOV2	244.6573	MYEOV2	295.3029
MYEOV	9.58	MYEOV	14.2263
MYH10	387.9882	MYH10	1788.63
MYH11	113.9425	MYH11	9036.7846
MYH14	6094.3257	MYH14	1373.4816
removed	removed	MYH15	6.0354
MYH3	12.5276	MYH3	100.8772
removed	removed	MYH7B	8.1909
MYH9	18461.3117	MYH9	34693.1275
MYL12A	11731.7612	MYL12A	5600.4078
MYL12B	6135.5932	MYL12B	5464.1805
MYL5	66.0759	MYL5	110.4907
MYL6B	240.2358	MYL6B	358.2433
MYL6	6363.6699	MYL6	9794.1394
MYL9	5040.899	MYL9	5016.2686
MYLIP	919.6758	MYLIP	1091.1117
MYLK3	24.3183	MYLK3	9.9153
MYLK4	81.4296	MYLK4	50.0075
MYLK	3679.4105	MYLK	9681.5967
MYNN	833.8246	MYNN	485.4175
MYO10	3085.8511	MYO10	1108.7868
removed	removed	MYO15A	12.0708
MYO15B	243.552	MYO15B	1147.1546
MYO16	69.6389	MYO16	16.3818
MYO18A	4917.0523	MYO18A	2824.4144
MYO19	1610.1105	MYO19	624.9083
MYO1B	1844.8784	MYO1B	2069.2755
MYO1C	4483.4193	MYO1C	3941.5387
MYO1D	4902.7266	MYO1D	2179.6368
MYO1E	2985.6301	MYO1E	1466.599
MYO1F	526.1606	MYO1F	1122.1508
MYO1G	342.6676	MYO1G	819.5193
MYO1H	13.633	MYO1H	9.9153
MYO3A	6.2638	MYO3A	51.3008
MYO3B	10.6853	MYO3B	17.6751
MYO5A	2138.9094	MYO5A	1735.6048
MYO5B	2560.4274	MYO5B	1938.2213
MYO5C	1508.1135	MYO5C	952.7634
MYO6	7524.6868	MYO6	3505.2664
MYO7A	260.5011	MYO7A	292.7163
removed	removed	MYO7B	16.3818
MYO9A	1355.9322	MYO9A	908.7568
MYO9B	1854.8268	MYO9B	3269.4552
removed	removed	MYOCD	48.2831
removed	removed	MYOC	7.7598
MYOF	6562.6382	MYOF	5113.697
MYOM1	77.745	MYOM1	131.4852
removed	removed	MYOM2	15.9507
MYOM3	16.9492	MYOM3	182.3549
MYOZ1	11.7907	MYOZ1	16.3818
MYOZ2	5.5269	removed	removed
MYOZ3	9.9484	MYOZ3	13.3641
MYPN	7.0007	removed	removed
MYPOP	191.2307	MYPOP	121.5699
removed	removed	MYRIP	134.0718
MYSM1	299.9263	MYSM1	267.7125
MYST1	445.8364	MYST1	553.5312
MYST2	1417.8335	MYST2	1326.0607
MYST3	1770.818	MYST3	2515.463
MYST4	621.2233	MYST4	1388.5701
MYT1L	166.9123	removed	removed
MZF1	185.818	MZF1	282.2664
N4BP1	1536.4775	N4BP1	1797.6831
N4BP2L1	334.1931	N4BP2L1	584.1392
N4BP2L2	938.8357	N4BP2L2	1692.0638
N4BP2	620.1179	N4BP2	494.0395
N4BP3	113.8541	N4BP3	144.4182
N6AMT1	283.7141	N6AMT1	319.8755
N6AMT2	80.3242	N6AMT2	100.015
NAA10	582.9035	NAA10	523.3543
NAA15	2404.2004	NAA15	1482.5496
NAA16	207.4429	NAA16	383.6782
NAA20	1102.8003	NAA20	731.144
NAA25	1278.1872	NAA25	939.3648
NAA30	433.6772	NAA30	596.21
NAA35	924.4657	NAA35	511.7146
NAA38	387.6197	NAA38	438.8588
NAA40	878.7767	NAA40	592.3301
NAA50	5167.2808	NAA50	3366.0214
NAAA	481.2085	NAAA	494.9017
NAALAD2	14.0015	NAALAD2	93.5485
NAALADL1	20.2653	NAALADL1	78.0289
NAALADL2	528.7399	NAALADL2	486.2797
NAB1	2043.4783	NAB1	1573.5115
NAB2	241.3412	NAB2	509.9902
NACA2	12.1592	NACA2	47.852
NACAD	12.1592	NACAD	88.8064
NACAP1	34.6352	NACAP1	103.8949
NACA	4560.7959	NACA	15184.1709
NACC1	1056.0059	NACC1	1013.945
NACC2	109.0641	NACC2	41.8166
NADK	1186.8091	NADK	1302.3502
NADSYN1	381.7244	NADSYN1	894.9616
NAE1	2025.0553	NAE1	797.5333
NAF1	199.3368	NAF1	190.5458
NAGA	1130.4348	NAGA	900.5659
NAGK	1026.1606	NAGK	1142.4125
NAGLU	964.9963	NAGLU	642.7687
NAGPA	137.0671	NAGPA	211.2385
NAGS	70.7443	NAGS	39.23
NAIF1	231.7612	NAIF1	190.5458
NAIP	54.5321	NAIP	143.1249
NALCN	612.3803	NALCN	124.5876
NAMPT	3804.7163	NAMPT	2359.4051
NANOS1	47.8998	NANOS1	218.1361
removed	removed	NANOS3	6.8976
NANP	239.8674	NANP	177.6128
NANS	751.8276	NANS	788.4802
NAP1L1	6515.4753	NAP1L1	9478.1438
NAP1L2	16.2122	NAP1L2	170.2841
NAP1L3	23.5814	NAP1L3	139.6761
NAP1L4	3233.6035	NAP1L4	2440.8828
NAP1L5	599.4842	NAP1L5	243.1399
NAP1L6	5.1584	removed	removed
NAPA	2742.9514	NAPA	1876.1086
NAPB	170.5969	NAPB	314.7023
NAPEPLD	849.3441	NAPEPLD	454.7879
NAPG	913.0435	NAPG	550.5135
NAPRT1	317.2439	NAPRT1	233.2246
NAPSB	237.6566	NAPSB	890.6506
NARFL	406.7797	NARFL	351.7768
NARF	834.5615	NARF	756.5788
NARG2	914.1489	NARG2	1080.7653
NARS2	252.0265	NARS2	289.2675
NARS	2428.8873	NARS	2665.4855
NASP	3281.8718	NASP	2302.069
NAT10	1741.7097	NAT10	1472.2033
NAT14	136.3301	NAT14	125.4498
NAT15	1304.7163	NAT15	856.1627
NAT1	85.8511	NAT1	120.2766
NAT2	5.8954	removed	removed
NAT6	57.5387	NAT6	142.4394
NAT8L	56.0059	NAT8L	89.6686
NAT8	8.1061	removed	removed
NAT9	470.8917	NAT9	413.8551
NAV1	874.3552	NAV1	1637.3142
NAV2	1276.3301	NAV2	2875.1289
NAV3	47.8998	NAV3	222.4471
NBAS	2019.1599	NBAS	1440.733
NBEAL1	537.2144	NBEAL1	290.5608
NBEAL2	1408.622	NBEAL2	2007.1972
NBEA	812.0855	NBEA	315.1334
NBL1	2100.7848	NBL1	1565.7733
removed	removed	NBLA00301	27.5903
NBN	3768.6072	NBN	1799.8386
NBPF10	1625.3169	NBPF10	868.0912
NBPF14	359.5026	NBPF14	254.9132
NBPF15	33.1614	NBPF15	331.3427
NBPF16	56.0059	NBPF16	127.1742
NBPF1	579.2189	NBPF1	731.144
NBPF3	239.4989	NBPF3	275.0412
NBPF9	272.944	NBPF9	548.8063
NBR1	5413.4119	NBR1	4325.6479
NBR2	47.5313	NBR2	156.0579
NCALD	188.6514	NCALD	1757.1597
NCAM1	120.4864	NCAM1	321.5827
NCAM2	85.1142	NCAM2	138.3828
NCAPD2	2266.3965	NCAPD2	1942.9634
NCAPD3	1399.042	NCAPD3	735.455
NCAPG2	599.8526	NCAPG2	556.98
NCAPG	1096.7649	NCAPG	378.4231
NCAPH2	676.8607	NCAPH2	562.1532
NCAPH	363.3014	NCAPH	279.7833
NCBP1	1738.2756	NCBP1	1074.8075
NCBP2	1524.3183	NCBP2	1769.6616
NCCRP1	377.3029	NCCRP1	251.7618
NCDN	840.8254	NCDN	681.1365
NCEH1	2931.4665	NCEH1	625.0936
NCF1B	64.112	NCF1B	269.0058
NCF1C	103.1688	NCF1C	146.1426
NCF1	167.6492	NCF1	385.4026
NCF2	789.9779	NCF2	581.9837
NCF4	213.3382	NCF4	389.2824
NCK1	1580.6927	NCK1	930.3118
NCK2	2031.3191	NCK2	1226.0457
NCKAP1L	879.8821	NCKAP1L	2005.9039
NCKAP1	9365.5122	NCKAP1	3398.3538
NCKAP5L	333.4562	NCKAP5L	606.9875
NCKAP5	382.0929	NCKAP5	272.0235
NCKIPSD	375.4606	NCKIPSD	377.6428
NCLN	712.2329	NCLN	945.8313
NCL	12683.8615	NCL	12082.8443
NCOA1	4606.4849	NCOA1	2499.5123
NCOA2	1861.8276	NCOA2	1105.7691
NCOA3	1635.2248	NCOA3	2535.7246
NCOA4	3352.6161	NCOA4	6017.7117
NCOA5	977.5239	NCOA5	1163.1052
NCOA6	2735.8143	NCOA6	1737.3292
NCOA7	1888.3567	NCOA7	5687.0587
NCOR1	2231.0243	NCOR1	3117.7084
NCOR2	3449.521	NCOR2	3368.1769
NCR1	8.4746	removed	removed
NCR3	10.3169	NCR3	59.4917
NCRNA00028	8.1061	removed	removed
NCRNA00081	153.9462	NCRNA00081	192.2529
NCRNA00085	74.4289	NCRNA00085	41.8166
NCRNA00086	8.4746	NCRNA00086	114.6723
NCRNA00087	6.6323	NCRNA00087	28.0214
removed	removed	NCRNA00092	33.6257
NCRNA00093	10.5564	removed	removed
NCRNA00094	388.6404	NCRNA00094	560.6314
NCRNA00095	72.955	NCRNA00095	93.9796
NCRNA00105	43.8467	NCRNA00105	90.9619
NCRNA00107	7.3692	NCRNA00107	21.9861
removed	removed	NCRNA00110	6.0354
NCRNA00115	18.7915	NCRNA00115	39.23
NCRNA00116	58.2167	NCRNA00116	68.1137
NCRNA00120	26.1606	NCRNA00120	90.5308
NCRNA00152	131.9086	NCRNA00152	122.4321
removed	removed	NCRNA00158	5.1732
NCRNA00162	34.2668	removed	removed
NCRNA00171	21.4959	NCRNA00171	63.1689
NCRNA00173	22.4761	NCRNA00173	22.4172
NCRNA00174	106.8534	NCRNA00174	182.786
NCRNA00176	36.846	NCRNA00176	9.9153
NCRNA00181	42.8777	NCRNA00181	104.6579
NCRNA00182	22.1076	NCRNA00182	50.8697
NCRNA00183	285.5564	NCRNA00183	274.179
NCRNA00188	967.944	NCRNA00188	5900.0217
NCRNA00201	1882.1739	NCRNA00201	1772.9164
NCRNA00202	14.7384	NCRNA00202	11.2086
removed	removed	NCRNA00204B	9.0531
NCRNA00219	58.2167	NCRNA00219	396.6111
NCS1	395.3574	NCS1	535.425
NCSTN	4684.0678	NCSTN	3004.6914
NDC80	573.692	NDC80	183.6482
NDE1	558.4967	NDE1	638.3715
NDEL1	640.3832	NDEL1	940.227
NDFIP1	2030.2137	NDFIP1	2605.5627
NDFIP2	881.7244	NDFIP2	685.8786
NDNL2	220.339	NDNL2	403.0776
NDN	172.0707	NDN	493.6084
NDOR1	302.874	NDOR1	434.9789
removed	removed	NDP	79.3222
NDRG1	3259.0273	NDRG1	4093.7166
NDRG2	1645.9101	NDRG2	8455.5769
NDRG3	2977.8924	NDRG3	1119.9953
NDRG4	63.3751	NDRG4	207.3586
NDST1	1876.9344	NDST1	5022.304
NDST2	559.6905	NDST2	784.1692
NDST3	5.5269	NDST3	6.0354
NDUFA10	1256.448	NDUFA10	1512.7266
NDUFA11	411.2012	NDUFA11	669.0657
NDUFA12	513.2646	NDUFA12	355.6567
NDUFA13	801.4038	NDUFA13	978.0517
NDUFA1	853.353	NDUFA1	725.9708
NDUFA2	251.2896	NDUFA2	415.5795
NDUFA3	280.7664	NDUFA3	247.882
NDUFA4L2	67.0597	NDUFA4L2	125.4498
NDUFA4	1618.6441	NDUFA4	1511.4333
NDUFA5	1346.3522	NDUFA5	1031.1889
NDUFA6	1005.5269	NDUFA6	586.2947
NDUFA7	173.1761	NDUFA7	229.3447
NDUFA8	665.4385	NDUFA8	473.7779
NDUFA9	879.1452	NDUFA9	978.1638
NDUFAB1	650.3316	NDUFAB1	459.1205
NDUFAF1	174.2815	NDUFAF1	224.6026
NDUFAF2	42.0044	NDUFAF2	94.4107
NDUFAF3	492.6308	NDUFAF3	471.6224
NDUFAF4	114.591	NDUFAF4	223.3093
NDUFB10	870.3021	NDUFB10	672.5145
NDUFB11	552.3213	NDUFB11	704.847
NDUFB1	348.1945	NDUFB1	337.5506
NDUFB2	463.5225	NDUFB2	537.1494
NDUFB3	731.7612	NDUFB3	388.8513
NDUFB4	1617.1702	NDUFB4	1104.4758
NDUFB5	1163.9646	NDUFB5	907.8946
NDUFB6	265.2911	NDUFB6	375.0562
NDUFB7	220.339	NDUFB7	488.4352
NDUFB8	517.5055	NDUFB8	712.2058
NDUFB9	2746.4996	NDUFB9	1273.0528
NDUFC1	748.3419	NDUFC1	418.1661
NDUFC2	1037.5829	NDUFC2	952.7289
NDUFS1	2127.1186	NDUFS1	1119.5642
NDUFS2	3148.1209	NDUFS2	1507.9845
NDUFS3	798.2203	NDUFS3	844.5317
NDUFS4	274.5026	NDUFS4	365.572
NDUFS5	1236.9197	NDUFS5	1182.5047
NDUFS6	459.4694	NDUFS6	376.7806
NDUFS7	178.4967	NDUFS7	347.2503
NDUFS8	566.3228	NDUFS8	528.0963
NDUFV1	1004.4215	NDUFV1	1410.5561
NDUFV2	1352.2476	NDUFV2	925.5697
NDUFV3	293.6625	NDUFV3	517.75
NEAT1	2528.0029	NEAT1	20095.2513
NEBL	4082.535	NEBL	2516.3252
NEB	27.266	NEB	42.6788
NECAB1	110.1695	NECAB1	84.0643
NECAB3	304.3478	NECAB3	175.0262
NECAP1	722.5497	NECAP1	643.1998
NECAP2	1947.3102	NECAP2	1601.9641
NEDD1	2117.1702	NEDD1	757.0099
NEDD4L	696.0206	NEDD4L	1255.7915
NEDD4	734.3405	NEDD4	544.047
NEDD8	832.7192	NEDD8	996.2699
NEDD9	823.8762	NEDD9	2925.4382
NEFH	197.126	NEFH	57.3362
removed	removed	NEFL	32.7635
removed	removed	NEFM	57.9828
NEGR1	38.3198	NEGR1	376.7806
NEIL1	64.112	NEIL1	191.8391
NEIL2	211.8644	NEIL2	398.7666
NEIL3	141.857	NEIL3	38.3678
removed	removed	NEK10	20.2617
NEK11	212.6013	NEK11	247.4509
NEK1	1012.5276	NEK1	600.0899
NEK2	520.2653	NEK2	145.2804
NEK3	186.0722	NEK3	238.3978
NEK4	480.1032	NEK4	514.3012
NEK6	1410.8327	NEK6	1215.2682
NEK7	1959.8379	NEK7	1924.4262
NEK8	114.2225	NEK8	133.2096
NEK9	1676.8607	NEK9	2312.8464
NELF	524.3183	NELF	687.603
NELL2	12.1592	NELL2	352.639
NENF	661.7539	NENF	675.9633
NEO1	1729.5505	NEO1	1709.3078
NES	3251.6581	NES	2651.2592
NET1	3410.0958	NET1	3514.7506
removed	removed	NETO1	6.0354
NETO2	697.8629	NETO2	545.7714
NEU1	1935.5195	NEU1	1161.812
NEU3	92.115	NEU3	174.164
NEURL1B	427.4134	NEURL1B	1021.7048
removed	removed	NEURL2	20.9902
NEURL3	240.6043	NEURL3	56.9051
NEURL4	325.1769	NEURL4	556.7343
removed	removed	NEURL	17.6751
removed	removed	NEUROG2	6.4665
NEXN	262.3434	NEXN	231.0691
NF1	5438.4672	NF1	2931.0425
NF2	725.129	NF2	982.4747
NFAM1	494.1046	NFAM1	357.3811
NFASC	4838.154	NFASC	1259.9517
NFAT5	6147.7524	NFAT5	3106.9309
NFATC1	390.199	NFATC1	883.322
NFATC2IP	598.3788	NFATC2IP	1065.2458
NFATC2	128.224	NFATC2	386.2648
NFATC3	1993.7362	NFATC3	1242.8586
NFATC4	61.5328	NFATC4	560.4288
NFE2L1	20233.2351	NFE2L1	7327.8217
NFE2L2	4347.5866	NFE2L2	3206.2647
NFE2L3	2962.0486	NFE2L3	886.3397
NFE2	12.5276	NFE2	12.5019
NFIA	2259.0273	NFIA	1509.2778
NFIB	1592.4834	NFIB	6194.4623
NFIC	847.4576	NFIC	756.5788
NFIL3	1222.1813	NFIL3	1316.5765
NFIX	1784.451	NFIX	3909.6373
