gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
FAM123B	177.0276	FAM123B	216.3951
FAM124A	27.5834	FAM124A	53.9715
FAM124B	19.3495	FAM124B	68.2281
FAM125A	352.4084	FAM125A	414.9695
FAM125B	299.3001	FAM125B	446.5377
FAM126A	287.7727	FAM126A	779.5316
FAM126B	441.3339	FAM126B	367.1079
FAM127A	711.4039	FAM127A	2348.778
FAM127B	553.7258	FAM127B	755.6008
FAM127C	191.0251	FAM127C	381.8737
FAM128A	403.0465	FAM128A	132.3829
FAM128B	905.3108	FAM128B	420.0611
FAM129A	312.4743	FAM129A	2125.7637
FAM129B	2184.0263	FAM129B	1376.7821
FAM131A	218.1968	FAM131A	237.78
FAM131B	812.2684	FAM131B	25.4582
FAM131C	27.9951	removed	removed
removed	removed	FAM133A	5.0916
FAM133B	200.9057	FAM133B	78.9206
FAM134A	2531.4944	FAM134A	2581.4664
FAM134B	818.0321	FAM134B	738.7984
FAM134C	2815.1503	FAM134C	1890.0204
FAM135A	258.1309	FAM135A	217.9226
FAM135B	11.9391	removed	removed
FAM136A	866.2001	FAM136A	541.2424
FAM13AOS	56.5912	FAM13AOS	79.9644
FAM13A	348.1021	FAM13A	4507.1029
FAM13B	979.0037	FAM13B	1020.8758
FAM13C	54.7715	FAM13C	573.2383
FAM149A	57.2252	FAM149A	582.4847
FAM149B1	601.8938	FAM149B1	617.1079
removed	removed	FAM151A	9.8778
FAM151B	41.9926	FAM151B	15.2749
removed	removed	FAM153A	6.11
FAM154B	19.3495	FAM154B	5.6008
FAM155A	42.816	FAM155A	36.6599
FAM155B	291.8897	removed	removed
FAM156A	447.5093	FAM156A	695.0102
FAM157A	7.8221	FAM157A	5.6008
FAM158A	69.9876	FAM158A	91.6497
FAM160A1	63.8123	FAM160A1	6.6191
FAM160A2	636.0642	FAM160A2	597.7597
FAM160B1	666.1177	FAM160B1	1402.2403
FAM160B2	1031.7003	FAM160B2	871.6904
FAM161A	91.8073	FAM161A	50.9165
FAM161B	139.9753	FAM161B	117.1079
FAM162A	581.3092	FAM162A	768.8391
FAM162B	5.7637	FAM162B	77.9022
FAM164A	555.7843	FAM164A	190.4277
FAM164C	79.8683	FAM164C	20.3666
FAM165B	225.6072	FAM165B	314.1548
removed	removed	FAM166B	18.3299
FAM167A	404.2816	FAM167A	6.6191
FAM167B	41.5809	FAM167B	41.2424
FAM168A	230.9592	FAM168A	333.5031
FAM168B	2967.888	FAM168B	4426.1711
FAM169A	178.6744	FAM169A	24.4399
FAM171A1	327.2952	FAM171A1	1006.11
FAM171A2	46.5212	FAM171A2	53.4623
FAM171B	505.9695	FAM171B	187.8819
FAM172A	478.7979	FAM172A	921.0794
FAM173A	102.0996	FAM173A	59.0631
FAM173B	284.0675	FAM173B	372.1996
FAM174A	573.8987	FAM174A	205.7026
FAM174B	1546.3154	FAM174B	135.4379
FAM175A	297.5381	FAM175A	324.8218
FAM175B	693.7011	FAM175B	575.3564
FAM176A	39.1107	FAM176A	14.7658
FAM176B	126.2289	FAM176B	130.0305
FAM177A1	1143.6805	FAM177A1	898.6762
FAM178A	1208.7279	FAM178A	721.4868
FAM178B	761.2186	FAM178B	35.1324
FAM179B	664.8827	FAM179B	596.2322
FAM180A	34.1704	FAM180A	128.3096
removed	removed	FAM180B	272.9124
FAM182B	21.408	FAM182B	8.6558
FAM184A	224.7839	FAM184A	118.6354
FAM185A	184.438	FAM185A	124.2363
removed	removed	FAM186A	5.0916
FAM186B	15.2326	FAM186B	7.1283
FAM188A	479.6212	FAM188A	527.4949
FAM188B	30.2058	FAM188B	156.4664
FAM189A1	18.5261	FAM189A1	6.6191
FAM189A2	88.1021	FAM189A2	140.5295
FAM189B	613.4212	FAM189B	374.7454
FAM18A	10.2758	FAM18A	17.8921
FAM18B2	253.6682	FAM18B2	137.7546
FAM18B	1073.6929	FAM18B	641.5479
FAM190A	84.3969	FAM190A	43.279
FAM190B	1081.1033	FAM190B	2092.668
FAM192A	1374.2281	FAM192A	1390.0204
FAM193A	1034.1704	FAM193A	627.2912
FAM193B	708.1103	FAM193B	408.3503
FAM195A	263.4829	FAM195A	116.5988
FAM195B	407.9868	FAM195B	1012.7291
FAM196A	371.3462	removed	removed
removed	removed	FAM196B	14.2566
FAM198A	92.6307	FAM198A	148.6762
FAM198B	1857.9662	FAM198B	5349.7963
FAM199X	732.4002	FAM199X	384.4196
removed	removed	FAM19A1	5.0916
FAM19A2	24.2898	FAM19A2	24.9491
FAM19A5	543.8452	FAM19A5	32.0774
FAM200A	272.1284	FAM200A	131.3646
FAM200B	289.0078	FAM200B	583.5031
FAM20A	77.3981	FAM20A	253.5642
FAM20B	1836.1466	FAM20B	2863.5438
FAM20C	931.2474	FAM20C	1146.1303
FAM21A	339.2343	FAM21A	875.2546
FAM21B	664.471	FAM21B	765.2749
FAM21C	1675.175	FAM21C	2133.9104
FAM22A	45.6978	FAM22A	22.9124
FAM22D	72.4578	FAM22D	57.0265
removed	removed	FAM23A	33.0957
FAM24B	18.1639	FAM24B	9.9287
FAM25A	18.065	removed	removed
FAM26E	158.9131	FAM26E	614.5621
FAM26F	31.2886	FAM26F	49.389
FAM32A	1260.1894	FAM32A	2154.277
FAM35A	809.3866	FAM35A	1066.7006
FAM35B2	62.9889	FAM35B2	73.8289
FAM35B	221.4903	FAM35B	310.0815
FAM36A	393.6805	FAM36A	518.0143
FAM38A	4977.6616	FAM38A	4160.835
FAM38B	171.6756	FAM38B	48.3707
FAM3A	537.2581	FAM3A	631.3646
FAM3B	42.4043	FAM3B	46.8432
FAM3C	1885.9613	FAM3C	469.4501
removed	removed	FAM3D	9.165
FAM40A	833.6764	FAM40A	642.5662
FAM40B	188.1433	removed	removed
FAM41C	7.8221	FAM41C	12.22
FAM43A	126.8012	FAM43A	274.4399
FAM43B	37.0523	FAM43B	20.3666
FAM45A	431.865	FAM45A	657.8411
FAM45B	236.3112	FAM45B	356.4155
FAM46A	731.1651	FAM46A	979.1242
FAM46B	237.958	FAM46B	42.7699
FAM46C	487.4434	FAM46C	150.2037
FAM47E	209.3042	FAM47E	165.723
FAM48A	942.6595	FAM48A	565.499
FAM49A	45.6978	FAM49A	415.9878
FAM49B	2968.7114	FAM49B	1200.1018
FAM50A	1025.5249	FAM50A	1271.8941
FAM50B	98.8061	FAM50B	200.611
FAM53A	51.8732	FAM53A	19.3483
FAM53B	1492.8489	FAM53B	1274.0886
FAM53C	638.9461	FAM53C	1210.2851
FAM54A	24.2898	FAM54A	5.6008
FAM54B	1058.3779	FAM54B	1731.7668
FAM55C	426.1013	FAM55C	559.0631
FAM57A	237.958	FAM57A	161.4053
FAM57B	46.9329	removed	removed
FAM58A	187.3199	FAM58A	236.2525
FAM59A	111.1569	FAM59A	296.8432
FAM60A	1212.0214	FAM60A	237.2709
FAM63A	379.1684	FAM63A	600.8147
FAM63B	351.1733	FAM63B	299.8982
FAM64A	41.9926	removed	removed
FAM65A	1766.5706	FAM65A	1471.4868
FAM65B	27.9951	FAM65B	224.5418
FAM65C	275.8337	FAM65C	86.558
FAM66C	11.9391	FAM66C	11.7108
FAM66D	11.3792	removed	removed
FAM69A	489.0902	FAM69A	1546.8432
FAM69B	68.7155	FAM69B	266.8483
FAM69C	37.464	FAM69C	9.6741
FAM70A	23.0548	FAM70A	91.6497
FAM70B	43.2277	FAM70B	63.1365
FAM71D	13.9975	FAM71D	9.6741
FAM71E1	59.5965	removed	removed
FAM71F2	17.2911	FAM71F2	11.2016
FAM72A	8.2338	FAM72A	12.22
FAM72B	26.76	FAM72B	36.1507
FAM72D	14.8209	FAM72D	9.6741
FAM73A	762.8654	FAM73A	848.778
FAM73B	357.3487	FAM73B	327.9022
FAM75A2	28.4068	removed	removed
FAM75A3	16.056	removed	removed
FAM75A5	8.2338	removed	removed
FAM76A	435.5702	FAM76A	429.7352
FAM76B	250.3088	FAM76B	228.1059
FAM78A	103.3347	FAM78A	155.2953
FAM78B	30.0535	FAM78B	15.2749
removed	removed	FAM7A3	6.6191
FAM81A	15.6443	FAM81A	5.6008
FAM82A1	100.4529	FAM82A1	128.3096
FAM82A2	677.6451	FAM82A2	1263.7475
FAM82B	1455.7431	FAM82B	1746.945
FAM83A	344.1746	FAM83A	13.2383
FAM83B	41.1692	FAM83B	7.6375
FAM83C	9.8806	FAM83C	7.6375
FAM83D	72.4578	FAM83D	22.4033
FAM83E	11.5274	removed	removed
FAM83F	281.5974	FAM83F	74.3381
FAM83G	254.8127	FAM83G	55.499
FAM83H	10579.2507	FAM83H	131.8737
FAM84A	78.2215	FAM84A	14.2566
FAM84B	8526.1424	FAM84B	684.3177
FAM86A	351.8197	FAM86A	245.3513
FAM86B1	106.6282	FAM86B1	56.0081
FAM86C	203.7876	FAM86C	124.7454
FAM86D	177.4393	FAM86D	151.7312
FAM89A	94.2775	FAM89A	1602.3422
FAM89B	546.3154	FAM89B	740.3259
FAM8A1	824.6192	FAM8A1	1622.1996
FAM90A1	11.1157	FAM90A1	12.22
FAM91A1	3389.8724	FAM91A1	689.9185
FAM92A1	100.4529	FAM92A1	334.0122
FAM95B1	20.1729	FAM95B1	18.8391
FAM96A	2493.2071	FAM96A	338.5947
FAM96B	536.8464	FAM96B	428.2077
FAM98A	1086.0436	FAM98A	1412.9328
FAM98B	384.5204	FAM98B	427.6986
FAM98C	310.8275	FAM98C	127.8004
FANCA	152.9642	FANCA	18.6202
FANCB	11.1157	FANCB	6.11
FANCC	90.1606	FANCC	110.998
FANCD2	170.4405	FANCD2	35.1324
FANCE	59.6953	FANCE	109.9796
FANCF	743.5159	FANCF	129.8371
FANCG	254.8374	FANCG	142.5662
FANCI	593.0918	FANCI	141.6752
FANCL	282.7295	FANCL	104.3483
FANCM	115.2738	FANCM	119.1446
FANK1	147.7974	FANK1	18.8391
FAP	1410.0453	FAP	434.8269
FAR1	2200.9057	FAR1	1263.7475
FAR2	299.2631	FAR2	208.055
FARP1	1579.2507	FARP1	826.8839
FARP2	755.4549	FARP2	323.8289
FARS2	216.9617	FARS2	279.5316
FARSA	1097.571	FARSA	532.0774
FARSB	1750.5146	FARSB	870.1629
removed	removed	FASLG	12.7291
FASN	10376.2865	FASN	15299.389
FASTKD1	284.8909	FASTKD1	200.611
FASTKD2	1162.6184	FASTKD2	946.5377
FASTKD3	210.3746	FASTKD3	110.4888
FASTKD5	291.231	FASTKD5	409.3686
FASTK	1609.7159	FASTK	739.8167
FAS	124.7427	FAS	367.1079
FAT1	3680.9387	FAT1	8954.1752
FAT2	48.9914	FAT2	595.2138
FAT3	23.4664	FAT3	18.8391
FAT4	182.3796	FAT4	1644.0937
FAU	2700.2882	FAU	4224.5418
FBF1	104.6851	FBF1	91.1405
FBLIM1	1121.8608	FBLIM1	400.7128
FBLL1	124.331	FBLL1	44.2974
FBLN1	6165.0885	FBLN1	11889.002
FBLN2	2785.5084	FBLN2	19887.4745
FBLN5	447.5093	FBLN5	5684.8269
FBLN7	132.5648	FBLN7	352.8513
FBL	1715.5208	FBL	1376.7821
FBN1	5261.4245	FBN1	24747.9633
FBN2	316.1795	FBN2	26.9857
FBP1	987.6492	FBP1	367.1079
FBRSL1	687.5257	FBRSL1	312.1181
FBRS	1664.471	FBRS	909.8778
FBXL12	223.1371	FBXL12	330.9572
FBXL13	6.9988	removed	removed
FBXL14	616.303	FBXL14	486.2525
FBXL15	102.923	FBXL15	114.053
FBXL16	423.2194	FBXL16	8.6558
FBXL17	883.4911	FBXL17	1115.0713
FBXL18	853.8493	FBXL18	359.9796
FBXL19	356.1136	FBXL19	116.5988
FBXL20	85.2203	FBXL20	198.5743
FBXL22	169.7159	FBXL22	17.8208
FBXL2	295.1832	FBXL2	104.888
FBXL3	1038.2874	FBXL3	1721.4868
FBXL4	126.8012	FBXL4	373.2179
FBXL5	4229.3125	FBXL5	5790.7332
FBXL6	1327.9004	FBXL6	86.8941
FBXL7	474.6809	FBXL7	857.4338
FBXL8	38.9214	FBXL8	23.3961
FBXO10	144.1005	FBXO10	211.3238
FBXO11	1940.3047	FBXO11	1933.8086
FBXO15	28.8184	removed	removed
FBXO16	31.2886	removed	removed
FBXO17	202.1408	FBXO17	675.6619
FBXO18	1641.4162	FBXO18	1699.5927
FBXO21	1723.3429	FBXO21	816.7006
FBXO22OS	354.4545	FBXO22OS	45.2953
FBXO22	2559.0902	FBXO22	273.442
FBXO24	18.452	removed	removed
FBXO25	394.401	FBXO25	830.4481
FBXO27	223.5488	FBXO27	647.1487
FBXO28	1029.2301	FBXO28	1112.5255
FBXO2	843.1453	FBXO2	18.8391
FBXO30	405.105	FBXO30	442.4644
FBXO31	888.8431	FBXO31	1260.6925
FBXO32	315.7678	FBXO32	364.5621
FBXO33	297.6534	FBXO33	537.169
FBXO34	811.445	FBXO34	497.4542
FBXO36	136.6818	FBXO36	109.9796
FBXO38	851.7909	FBXO38	907.332
FBXO3	937.4228	FBXO3	943.4827
FBXO41	439.2754	FBXO41	47.3523
FBXO42	583.3676	FBXO42	616.5988
FBXO43	9.4689	removed	removed
FBXO44	578.839	FBXO44	226.0692
FBXO45	594.895	FBXO45	294.8065
FBXO46	331.4121	FBXO46	142.5662
FBXO48	33.7587	FBXO48	54.4807
FBXO4	166.7353	FBXO4	191.446
FBXO5	164.2651	FBXO5	76.3747
FBXO6	397.2828	FBXO6	214.8676
FBXO7	2692.466	FBXO7	3003.5642
FBXO8	553.8987	FBXO8	821.3697
FBXO9	1020.1729	FBXO9	1482.1792
FBXW11	1378.345	FBXW11	1634.4196
FBXW2	1240.4282	FBXW2	2449.0835
FBXW4	1480.0329	FBXW4	1869.1446
FBXW5	696.9946	FBXW5	1841.1405
FBXW7	447.0976	FBXW7	1037.169
FBXW8	678.0568	FBXW8	384.9287
FBXW9	228.522	FBXW9	59.3381
removed	removed	FCAR	10.1833
FCER1A	13.9975	FCER1A	150.7128
FCER1G	165.5002	FCER1G	732.6884
removed	removed	FCER2	16.2933
FCF1	854.6727	FCF1	980.6517
FCGBP	122.2725	FCGBP	684.3177
FCGR1A	41.0416	FCGR1A	12.6578
FCGR1B	28.8184	FCGR1B	28.5132
FCGR1C	12.3508	FCGR1C	11.7108
FCGR2A	362.7007	FCGR2A	1094.1955
FCGR2B	68.7526	FCGR2B	863.5438
FCGR2C	32.9354	FCGR2C	267.8208
FCGR3A	488.6785	FCGR3A	615.5804
FCGR3B	25.9366	FCGR3B	446.0285
FCGRT	8079.8683	FCGRT	5210.7943
FCHO1	13.5858	FCHO1	24.4399
FCHO2	538.0815	FCHO2	816.7006
FCHSD1	320.9592	FCHSD1	158.2026
FCHSD2	721.4039	FCHSD2	1053.5845
FCN1	7.8221	FCN1	150.7128
FCN2	9.0572	removed	removed
FCN3	17.7028	FCN3	42.2607
removed	removed	FCRL3	8.1466
FCRL5	5.352	FCRL5	5.6008
removed	removed	FCRL6	17.3116
FCRLB	202.9642	removed	removed
FDFT1	1621.655	FDFT1	3236.2525
FDPSL2A	8.2338	removed	removed
FDPS	888.6167	FDPS	1358.1619
FDX1L	166.0683	FDX1L	146.6395
FDX1	547.1387	FDX1	547.3523
FDXACB1	119.0366	FDXACB1	56.2016
FDXR	139.9753	FDXR	95.723
FECH	1233.8411	FECH	714.8676
FEM1A	1911.0745	FEM1A	715.8859
FEM1B	13980.2388	FEM1B	1655.2953
FEM1C	606.0107	FEM1C	940.4277
FEN1	350.7616	FEN1	279.5316
FER1L4	761.2186	removed	removed
FER1L6	332.6389	removed	removed
FERMT1	230.5476	FERMT1	21.8941
FERMT2	895.4302	FERMT2	9769.3483
FERMT3	110.7452	FERMT3	500.5092
FER	66.2824	FER	185.336
FES	70.811	FES	439.4094
FEZ1	67.1058	FEZ1	536.1507
FEZ2	689.5842	FEZ2	2320.2648
FFAR2	132.5648	FFAR2	71.7923
removed	removed	FFAR3	25.9674
FGD1	562.783	FGD1	198.0652
FGD2	30.4652	FGD2	202.1385
FGD3	65.459	FGD3	116.5988
FGD4	454.9197	FGD4	967.9226
FGD5	358.5838	FGD5	2046.8432
FGD6	280.774	FGD6	268.3299
removed	removed	FGF10	78.9206
FGF11	16.056	FGF11	247.9633
FGF12	27.1717	FGF12	38.1874
FGF13	167.9704	FGF13	404.277
FGF14	62.5772	FGF14	131.3646
removed	removed	FGF16	13.2383
FGF18	119.8024	FGF18	20.8758
FGF19	12.7625	removed	removed
FGF1	334.7056	FGF1	1362.5255
FGF2	55.739	FGF2	2517.7546
FGF7	131.3298	FGF7	853.8697
FGF9	74.1046	FGF9	20.8758
FGFBP1	103.3347	FGFBP1	39.2057
FGFBP2	12.7625	FGFBP2	481.1609
FGFBP3	36.2289	FGFBP3	34.1141
FGFR1OP2	449.9794	FGFR1OP2	549.389
FGFR1OP	303.8781	FGFR1OP	134.2413
FGFR1	28922.1902	FGFR1	8582.9939
FGFR2	123.5076	FGFR2	307.5356
FGFR3	452.4496	FGFR3	37.6782
FGFR4	983.944	removed	removed
FGFRL1	639.3578	FGFRL1	1011.7108
FGGY	92.6307	FGGY	113.0346
removed	removed	FGG	6.6191
FGL2	193.4953	FGL2	3389.5112
FGR	65.0473	FGR	404.7862
FHAD1	31.7909	FHAD1	7.1283
FHDC1	428.9831	FHDC1	64.1548
FHIT	28.4068	FHIT	59.5723
FHL1	1000.8234	FHL1	75675.1527
FHL2	303.417	FHL2	187.3727
FHL3	265.1297	FHL3	145.112
FHL5	22.2314	FHL5	181.7719
FHOD1	500.2058	FHOD1	581.9756
FHOD3	330.5887	FHOD3	91.6497
FH	1432.2767	FH	1680.2444
FIBCD1	172.499	removed	removed
FIBIN	307.9457	FIBIN	629.8371
FIBP	1021.408	FIBP	634.9287
FICD	92.6307	FICD	108.4521
FIG4	1066.2824	FIG4	646.1303
FIGF	27.5834	FIGF	741.3442
FIGNL1	347.8798	FIGNL1	159.3686
FIGNL2	7.8221	FIGNL2	25.4582
FIGN	11.9391	FIGN	293.279
FILIP1L	1055.5784	FILIP1L	4394.0937
FILIP1	101.6879	FILIP1	385.947
FIP1L1	1011.1157	FIP1L1	575.6415
FIS1	1862.1861	FIS1	2215.6925
FITM2	30.4652	FITM2	170.0611
FIZ1	382.4619	FIZ1	225.5601
FJX1	102.923	FJX1	17.3116
FKBP10	4874.4339	FKBP10	994.3992
FKBP11	217.7851	FKBP11	126.2729
FKBP14	192.2602	FKBP14	286.6599
FKBP15	710.9922	FKBP15	1219.9593
FKBP1AP1	9.8806	FKBP1AP1	8.1466
FKBP1A	3276.8629	FKBP1A	5099.3483
FKBP1B	88.5138	FKBP1B	38.6965
FKBP2	1031.2886	FKBP2	613.0346
FKBP3	975.7102	FKBP3	929.7352
FKBP4	8973.6517	FKBP4	1078.9206
FKBP5	451.6262	FKBP5	6685.8452
FKBP7	156.8547	FKBP7	326.8839
FKBP8	2528.2009	FKBP8	4687.3727
FKBP9L	83.5735	FKBP9L	113.0346
FKBP9	3350.3499	FKBP9	6626.2729
FKBPL	73.6929	FKBPL	91.6497
FKRP	191.8485	FKRP	235.7434
FKTN	692.8777	FKTN	480.1426
FLAD1	675.175	FLAD1	722.5051
FLCN	1090.5723	FLCN	681.7719
FLG	13.8329	FLG	45.0153
FLI1	221.902	FLI1	1158.3503
FLII	5027.5834	FLII	3628.3096
FLJ10038	68.8267	FLJ10038	357.2607
FLJ10213	27.1717	FLJ10213	13.7475
FLJ10357	785.5084	FLJ10357	4223.5234
FLJ10661	5.352	removed	removed
removed	removed	FLJ11235	22.9124
FLJ12825	8.6455	removed	removed
FLJ13197	11.5356	FLJ13197	17.8208
FLJ22536	12.7625	FLJ22536	8.6558
FLJ23867	892.9601	FLJ23867	198.5743
FLJ32063	22.2314	removed	removed
removed	removed	FLJ33360	9.6741
FLJ33630	268.4232	FLJ33630	403.2587
removed	removed	FLJ35024	117.1079
FLJ35220	95.9242	FLJ35220	106.9246
FLJ35390	41.9391	FLJ35390	79.8371
FLJ35776	132.5648	FLJ35776	104.888
FLJ36031	133.3882	FLJ36031	451.1202
FLJ36777	9.0572	FLJ36777	14.2566
FLJ37201	6.1754	removed	removed
FLJ37307	6.5871	FLJ37307	6.11
FLJ37453	79.0449	FLJ37453	66.1914
removed	removed	FLJ37543	52.9532
FLJ39582	6.9988	removed	removed
FLJ39609	5.7637	removed	removed
FLJ39653	118.5673	FLJ39653	79.9389
FLJ40330	6.1754	removed	removed
FLJ40852	58.0486	FLJ40852	50.9165
FLJ42289	9.0572	FLJ42289	21.3849
FLJ42627	152.7378	FLJ42627	37.5509
FLJ42709	63.4006	FLJ42709	141.5479
FLJ42875	5.352	FLJ42875	14.7658
FLJ43663	62.1655	FLJ43663	119.1446
FLJ44606	71.6344	FLJ44606	26.9857
FLJ44635	14.8209	FLJ44635	31.5682
FLJ45244	54.755	FLJ45244	34.1141
FLJ45340	1538.4932	FLJ45340	699.0835
FLJ45445	47.7563	FLJ45445	23.9308
FLJ45983	22.2314	removed	removed
FLJ90757	328.1186	FLJ90757	280.5499
FLNA	9528.2009	FLNA	28824.3381
FLNB	23795.2285	FLNB	5000.4277
FLNC	191.4368	FLNC	720.4684
FLOT1	1815.562	FLOT1	3086.0489
FLOT2	2494.8538	FLOT2	2137.4745
FLRT1	12.3508	FLRT1	6.11
FLRT2	192.6719	FLRT2	1432.7902
FLRT3	15.2326	FLRT3	16.8024
FLT1	1395.2244	FLT1	3073.8289
FLT3LG	16.4677	FLT3LG	104.888
FLT3	254.014	FLT3	16.2933
FLT4	224.3722	FLT4	473.0143
FLVCR1	201.7291	FLVCR1	32.0774
FLVCR2	49.8147	FLVCR2	92.1589
FLYWCH1	556.6077	FLYWCH1	543.279
FLYWCH2	369.2878	FLYWCH2	213.3401
FMN1	77.8098	FMN1	19.3483
FMN2	11.5274	FMN2	11.7108
FMNL1	164.6768	FMNL1	1001.5275
FMNL2	487.8551	FMNL2	2318.7373
FMNL3	954.8456	FMNL3	1037.5611
FMO1	99.2178	FMO1	287.6782
FMO2	155.6196	FMO2	2915.4786
FMO3	12.7625	FMO3	95.2138
FMO4	130.0947	FMO4	217.9226
FMO5	11.5274	FMO5	78.4114
FMOD	988.4726	FMOD	21145.6212
FMR1	1236.7229	FMR1	787.169
FN1	127686.2907	FN1	19109.4705
FN3KRP	527.3775	FN3KRP	1065.1731
FN3K	169.6171	FN3K	296.8432
FNBP1L	2986.4142	FNBP1L	1399.1853
FNBP1	880.6093	FNBP1	1196.5377
FNBP4	1785.0967	FNBP4	841.1405
FNDC1	896.2536	FNDC1	1834.5214
FNDC3A	1193.0836	FNDC3A	1550.4073
FNDC3B	1324.825	FNDC3B	4018.3299
FNDC4	88.9255	FNDC4	668.5336
FNDC5	43.2277	FNDC5	104.3788
removed	removed	FNDC8	5.6008
FNIP1	1171.6756	FNIP1	1189.4094
FNIP2	582.9559	FNIP2	1649.6945
FNTA	554.1375	FNTA	2189.4094
FNTB	467.2746	FNTB	719.0479
FOLH1	43.2277	FOLH1	7.6375
FOLR1	51.0498	FOLR1	17.3116
FOLR2	107.4516	FOLR2	1871.6904
FOSB	256.8958	FOSB	25013.2383
FOSL1	35.4055	FOSL1	41.7515
FOSL2	3666.9411	FOSL2	2455.7026
FOS	460.6834	FOS	45853.8697
FOXA1	6834.9115	FOXA1	39.2057
FOXA3	11.1157	removed	removed
FOXC1	272.5401	FOXC1	329.9389
FOXC2	8.2338	FOXC2	5.6008
removed	removed	FOXD1	8.1466
FOXD2	18.9378	FOXD2	14.7658
FOXD4L1	6.5871	removed	removed
FOXD4L2	12.3508	removed	removed
FOXD4	6.9988	removed	removed
FOXE1	31.7003	FOXE1	10.1833
FOXF1	13.1741	FOXF1	14.7658
FOXF2	47.7563	FOXF2	24.4399
FOXH1	16.6159	removed	removed
FOXI1	320.2964	FOXI1	17.8208
removed	removed	FOXI2	14.7658
FOXI3	11.9391	removed	removed
FOXJ2	1829.9712	FOXJ2	1202.6477
FOXJ3	2117.3322	FOXJ3	1977.0876
FOXK1	2591.6015	FOXK1	967.4134
FOXK2	1100.0412	FOXK2	794.8065
FOXL1	22.6431	FOXL1	5.0916
FOXM1	202.569	FOXM1	37.4084
FOXN1	10.704	removed	removed
FOXN2	362.289	FOXN2	964.3585
FOXN3	1272.1284	FOXN3	10528.0041
FOXO1	627.007	FOXO1	3130.3462
FOXO3B	855.0844	FOXO3B	1023.4216
FOXO3	1851.7909	FOXO3	2464.3585
FOXO4	318.238	FOXO4	1406.3136
FOXP1	1300.9469	FOXP1	1528.5132
FOXP2	8.2338	FOXP2	181.7719
FOXP3	14.2857	FOXP3	6.7006
FOXP4	2202.1408	FOXP4	1442.4644
FOXQ1	30.4652	removed	removed
FOXRED1	458.6249	FOXRED1	328.9206
FOXRED2	1058.0486	FOXRED2	354.888
FOXS1	35.4055	FOXS1	15.2749
FPGS	445.4508	FPGS	896.1303
FPGT	408.275	FPGT	367.7189
FPR1	43.6394	FPR1	263.2383
removed	removed	FPR2	45.8248
FPR3	206.2577	FPR3	832.9939
FRAS1	574.3104	FRAS1	41.2424
FRAT1	172.499	FRAT1	136.9654
FRAT2	411.6921	FRAT2	132.3829
FREM1	19.3495	FREM1	1456.721
FREM2	868.2585	FREM2	20.8758
FRG1B	122.2725	FRG1B	363.5438
FRG1	648.0033	FRG1	1013.7475
FRK	135.8584	FRK	33.0957
removed	removed	FRMD1	262.22
FRMD3	8.6455	FRMD3	210.2851
FRMD4A	960.3047	FRMD4A	3275.1426
FRMD4B	556.196	FRMD4B	548.8798
FRMD5	19.7612	removed	removed
FRMD6	851.7909	FRMD6	791.7515
FRMD8	977.3569	FRMD8	500
FRMPD1	27.9951	FRMPD1	20.8758
removed	removed	FRMPD4	10.1833
FRRS1	88.5138	FRRS1	91.6497
FRS2	1454.9197	FRS2	852.3422
FRS3	66.6941	FRS3	104.3788
FRYL	1699.8765	FRYL	1946.0285
FRY	783.8617	FRY	1507.1283
FRZB	237.5463	FRZB	125.2546
FSCN1	675.9984	FSCN1	730.1426
FSCN2	6.5871	removed	removed
FSD1L	62.5772	FSD1L	39.7149
FSIP1	5.7637	removed	removed
FSTL1	5901.6056	FSTL1	38524.4399
FSTL3	491.5603	FSTL3	3512.22
FSTL4	64.224	removed	removed
FST	38.6991	FST	268.8391
FTH1	23053.52	FTH1	77428.7067
FTHL3	115.6855	FTHL3	515.7841
FTL	15203.3759	FTL	139545.3157
FTO	1198.4356	FTO	2433.8086
FTSJ1	576.3689	FTSJ1	480.6517
FTSJ2	802.3878	FTSJ2	511.2016
FTSJ3	976.1219	FTSJ3	1256.2729
FTSJD1	885.5496	FTSJD1	468.4318
FTSJD2	1327.7069	FTSJD2	1344.1955
FUBP1	1288.1844	FUBP1	829.9389
FUBP3	1139.5636	FUBP3	1258.1466
FUCA1	1045.2861	FUCA1	1189.4094
FUCA2	1480.0329	FUCA2	1815.6823
FUK	558.6661	FUK	179.7352
FUNDC1	534.3763	FUNDC1	267.3116
removed	removed	FUNDC2P2	11.2016
FUNDC2	867.0235	FUNDC2	2099.7963
FURIN	2243.7217	FURIN	3295.3157
FUS	4802.7995	FUS	2173.6253
FUT10	65.8707	FUT10	209.776
FUT11	156.8547	FUT11	260.6925
FUT1	284.0675	FUT1	178.2077
FUT2	251.9555	FUT2	12.7291
FUT3	24.2898	FUT3	5.6008
FUT4	86.4553	FUT4	314.5265
removed	removed	FUT7	6.5122
FUT8	807.0235	FUT8	595.5957
FUZ	195.7637	FUZ	262.6986
FXC1	1312.886	FXC1	973.0143
FXN	144.9156	FXN	213.8493
FXR1	2511.7332	FXR1	2860.998
FXR2	650.8851	FXR2	970.4633
FXYD1	14.4092	FXYD1	742.8717
removed	removed	FXYD2	10.1833
FXYD3	6067.1058	FXYD3	823.8289
FXYD5	437.6287	FXYD5	1479.6334
