gene_id	TCGA-BH-A1FN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FN-11A-34R-A13Q-07
ANO1	1456.7521	ANO1	6137.707
ANO2	14.1007	ANO2	54.4997
removed	removed	ANO3	10.9576
removed	removed	ANO4	8.074
ANO5	185.2545	ANO5	65.4573
ANO6	2473.9501	ANO6	3294.2055
ANO7	17.0181	ANO7	20.1851
ANO8	245.0611	ANO8	161.4807
ANO9	157.5393	ANO9	92.8514
ANP32A	1535.0355	ANP32A	2377.5144
ANP32B	2160.8165	ANP32B	2356.4642
ANP32E	3753.2274	ANP32E	1325.2949
ANPEP	1277.8186	ANPEP	2999.5033
ANTXR1	5330.0788	ANTXR1	6178.6538
ANTXR2	1024.9778	ANTXR2	2034.6563
ANUBL1	128.8516	ANUBL1	204.7344
ANXA11	5003.3307	ANXA11	2939.8131
ANXA13	9.2384	ANXA13	13.2645
ANXA1	1546.2188	ANXA1	9685.3794
ANXA2P1	81.2008	ANXA2P1	56.2299
ANXA2P2	5597.0204	ANXA2P2	4070.4661
ANXA2	16757.5111	ANXA2	14201.3592
ANXA3	197.4103	ANXA3	1154.2984
ANXA4	1042.9684	ANXA4	1698.7189
ANXA5	5332.0237	ANXA5	9516.4015
ANXA6	2879.4679	ANXA6	4090.3628
ANXA7	7405.8046	ANXA7	3421.0832
removed	removed	ANXA8L2	578.4468
ANXA8	18.9631	ANXA8	1305.3981
ANXA9	352.5184	ANXA9	67.7642
AOAH	52.5131	AOAH	488.479
AOC2	15.0732	AOC2	21.0502
AOC3	291.7394	AOC3	2266.7848
AOX1	151.7045	AOX1	910.924
AP1AR	871.3283	AP1AR	590.5579
AP1B1	1631.3095	AP1B1	1880.0963
AP1G1	2973.7969	AP1G1	2446.432
AP1G2	853.6441	AP1G2	771.8545
AP1M1	792.0725	AP1M1	715.7054
AP1M2	802.2833	AP1M2	528.5608
AP1S1	605.8455	AP1S1	310.5619
AP1S2	412.325	AP1S2	1175.0602
AP1S3	301.9503	AP1S3	67.7642
AP2A1	1488.1432	AP2A1	951.0029
AP2A2	1834.0684	AP2A2	1665.5577
AP2B1	13038.32	AP2B1	6845.3383
AP2M1	6641.4474	AP2M1	4769.1583
AP2S1	1285.5983	AP2S1	846.9084
AP3B1	1175.7098	AP3B1	1504.077
AP3B2	33.0638	AP3B2	96.6
AP3D1	3163.9138	AP3D1	1940.9399
AP3M1	6154.7289	AP3M1	1403.1516
AP3M2	629.1846	AP3M2	656.8803
AP3S1	1891.93	AP3S1	1248.0148
AP3S2	744.9079	AP3S2	1512.0646
AP4B1	392.4576	AP4B1	457.4142
AP4E1	229.0154	AP4E1	374.2891
AP4M1	520.2929	AP4M1	304.5756
AP4S1	53.4856	AP4S1	96.6
APAF1	723.0275	APAF1	742.2343
APBA1	69.045	APBA1	421.8682
APBA2	55.4305	APBA2	95.735
APBA3	127.3929	APBA3	97.1768
APBB1IP	161.4291	APBB1IP	483.0002
APBB1	651.0651	APBB1	626.891
APBB2	1784.4727	APBB2	2033.2146
APBB3	222.2082	APBB3	175.3219
APCDD1L	63.6964	APCDD1L	259.2341
APCDD1	362.2431	APCDD1	1955.6462
APC	1140.701	APC	1065.484
APEH	1031.2988	APEH	1169.0047
APEX1	2913.9904	APEX1	3092.0663
APEX2	665.1658	APEX2	452.1459
APH1A	7487.0054	APH1A	4408.4221
APH1B	283.9597	APH1B	769.9167
API5	3722.5947	API5	2972.3976
APIP	430.7678	APIP	453.0282
APITD1	261.5833	APITD1	136.8837
APLF	72.4486	APLF	143.0257
APLNR	284.9321	APLNR	2340.3162
APLN	263.5379	APLN	36.3331
APLP1	694.3398	APLP1	32.0078
APLP2	5849.8612	APLP2	13025.4339
APOA1BP	2017.3779	APOA1BP	1130.0763
APOB48R	74.8798	APOB48R	82.4705
APOBEC3A	123.0168	APOBEC3A	9.8042
APOBEC3B	247.006	APOBEC3B	89.6794
APOBEC3C	106.4849	APOBEC3C	566.9125
APOBEC3D	50.0819	APOBEC3D	138.1236
APOBEC3F	277.1524	APOBEC3F	277.4007
APOBEC3G	142.4661	APOBEC3G	454.7411
removed	removed	APOBEC3H	11.246
removed	removed	APOB	25.6639
APOC1	551.3875	APOC1	488.7674
APOC2	69.045	APOC2	14.7063
APOD	182.3371	APOD	36196.1788
APOE	1506.3478	APOE	587.0976
APOL1	1427.0919	APOL1	1633.8383
APOL2	1003.0973	APOL2	627.7561
APOL3	460.462	APOL3	1758.1207
APOL4	211.9973	APOL4	269.9034
APOL6	2614.4712	APOL6	2164.706
APOLD1	451.7098	APOLD1	864.4983
APOM	62.724	APOM	53.0579
APOOL	262.5655	APOOL	98.9069
APOO	245.5473	APOO	187.7213
APPBP2	1715.9139	APPBP2	1391.6173
APPL1	1486.4122	APPL1	2242.8511
APPL2	645.2303	APPL2	1521.0902
APP	19199.3698	APP	36826.8185
APRT	1544.7601	APRT	948.1222
APTX	885.9153	APTX	547.3041
AQP11	15.0732	AQP11	14.1296
AQP1	727.8898	AQP1	23468.3393
AQP3	256.7307	AQP3	536.9232
AQP4	33.0638	AQP4	17.5899
removed	removed	AQP5	155.1368
removed	removed	AQP6	5.4788
removed	removed	AQP7P1	14.7063
removed	removed	AQP7	133.5099
AQP9	421.0772	AQP9	21.0502
AQPEP	72.9348	AQPEP	14.1296
AQR	994.3451	AQR	1144.4942
ARAF	1014.2806	ARAF	1109.6028
ARAP1	1191.6776	ARAP1	1406.0092
ARAP2	339.8764	ARAP2	460.7966
ARAP3	349.601	ARAP3	836.2391
ARCN1	5032.0184	ARCN1	4570.7678
ARC	24.3116	ARC	121.9756
AREG	300.4916	AREG	748.2899
ARF1	16611.1551	ARF1	6828.0368
ARF3	5690.8632	ARF3	4447.3505
ARF4	6323.4515	ARF4	4205.4178
ARF5	2154.4955	ARF5	1906.5878
ARF6	3865.0608	ARF6	3742.3143
ARFGAP1	917.5204	ARFGAP1	501.1668
ARFGAP2	1347.3498	ARFGAP2	1465.7254
ARFGAP3	1640.5479	ARFGAP3	1573.283
ARFGEF1	1537.4666	ARFGEF1	1681.4808
ARFGEF2	2308.1449	ARFGEF2	1801.6628
ARFIP1	1220.4432	ARFIP1	1454.191
ARFIP2	1278.791	ARFIP2	872.8607
ARFRP1	259.1618	ARFRP1	193.2001
ARG2	362.3355	ARG2	152.4666
ARGLU1	3131.8224	ARGLU1	2195.8486
ARHGAP10	118.6407	ARHGAP10	548.7459
ARHGAP11A	757.55	ARHGAP11A	137.2586
ARHGAP11B	36.4674	ARHGAP11B	5.4788
ARHGAP12	600.4969	ARHGAP12	1195.822
ARHGAP15	15.0732	ARHGAP15	212.8084
ARHGAP17	1000.1799	ARHGAP17	1632.3965
ARHGAP18	818.8152	ARHGAP18	1186.8829
ARHGAP19	341.3351	ARHGAP19	1155.4518
ARHGAP1	3157.1065	ARHGAP1	3292.187
ARHGAP20	25.7703	ARHGAP20	165.2293
ARHGAP21	1746.0603	ARHGAP21	2286.9699
ARHGAP22	68.0725	ARHGAP22	49.3093
ARHGAP23	358.3532	ARHGAP23	1043.2804
ARHGAP24	431.7743	ARHGAP24	543.2671
ARHGAP25	129.3378	ARHGAP25	643.9041
ARHGAP26	527.5621	ARHGAP26	1877.7894
ARHGAP27	363.2156	ARHGAP27	676.4886
ARHGAP28	123.0168	ARHGAP28	187.1446
ARHGAP29	4048.8566	ARHGAP29	2791.597
ARHGAP30	259.1618	ARHGAP30	826.1466
ARHGAP31	452.6823	ARHGAP31	1640.1822
ARHGAP32	606.8179	ARHGAP32	1035.2064
ARHGAP33	344.2525	ARHGAP33	80.452
removed	removed	ARHGAP36	106.6926
ARHGAP39	212.4835	ARHGAP39	91.1212
ARHGAP42	118.1545	ARHGAP42	158.3087
ARHGAP4	308.7575	ARHGAP4	263.8479
ARHGAP5	2509.4451	ARHGAP5	2289.2767
ARHGAP6	22.3667	ARHGAP6	178.2054
ARHGAP8	338.5441	ARHGAP8	194.8034
ARHGAP9	37.9261	ARHGAP9	248.5649
ARHGDIA	4708.6739	ARHGDIA	2799.9593
ARHGDIB	1850.6003	ARHGDIB	5400.0864
ARHGEF10L	522.6998	ARHGEF10L	612.4731
ARHGEF10	616.0564	ARHGEF10	927.6487
ARHGEF11	1357.5607	ARHGEF11	1081.3437
ARHGEF12	4223.414	ARHGEF12	4848.1685
ARHGEF15	113.2921	ARHGEF15	950.1407
ARHGEF16	306.8126	ARHGEF16	80.7403
ARHGEF17	1373.1201	ARHGEF17	1161.7957
ARHGEF18	696.7709	ARHGEF18	493.3811
ARHGEF19	869.3834	ARHGEF19	312.5804
ARHGEF1	666.6245	ARHGEF1	726.0863
ARHGEF2	2461.7943	ARHGEF2	1566.0741
ARHGEF33	11.6696	ARHGEF33	13.8412
ARHGEF35	273.2626	ARHGEF35	373.1357
ARHGEF37	577.1578	ARHGEF37	1513.3045
ARHGEF38	10.6971	ARHGEF38	14.4179
ARHGEF3	1756.7574	ARHGEF3	1766.4831
ARHGEF4	66.1276	ARHGEF4	96.3117
ARHGEF5	263.5379	ARHGEF5	481.5584
ARHGEF6	794.9899	ARHGEF6	1622.3039
ARHGEF7	2096.6338	ARHGEF7	1721.7876
ARHGEF9	287.3633	ARHGEF9	762.7078
ARID1A	3434.259	ARID1A	2445.567
ARID1B	1629.8508	ARID1B	2065.799
ARID2	846.5305	ARID2	935.146
ARID3A	77.7972	ARID3A	42.9654
ARID3B	88.9805	ARID3B	108.4227
ARID4A	419.1323	ARID4A	848.6386
ARID4B	1795.656	ARID4B	1612.4998
ARID5A	783.8065	ARID5A	1167.2745
ARID5B	1159.1779	ARID5B	3996.358
ARIH1	1224.333	ARIH1	2308.3084
ARIH2	869.8551	ARIH2	1460.2466
ARL10	60.779	ARL10	23.6454
ARL11	24.7978	ARL11	55.9415
ARL13B	337.4452	ARL13B	322.673
ARL15	194.0067	ARL15	884.9717
ARL16	419.6185	ARL16	299.0276
ARL17A	125.0881	ARL17A	90.3109
ARL17B	5.2221	ARL17B	5.7124
ARL1	1618.6674	ARL1	2255.8272
ARL2BP	1317.2034	ARL2BP	2244.0045
ARL2	544.094	ARL2	1060.0052
ARL3	3186.7667	ARL3	579.3119
ARL4A	264.0242	ARL4A	2717.7772
ARL4C	886.4015	ARL4C	2778.3325
ARL4D	146.8422	ARL4D	152.2532
ARL5A	1465.5042	ARL5A	1139.0154
ARL5B	550.415	ARL5B	187.4329
ARL6IP1	11165.353	ARL6IP1	5397.4911
ARL6IP4	421.0772	ARL6IP4	474.9262
ARL6IP5	2277.026	ARL6IP5	6306.1082
ARL6IP6	952.5291	ARL6IP6	401.1064
ARL6	105.5124	ARL6	75.8382
ARL8A	1204.8837	ARL8A	949.8523
ARL8B	2336.3464	ARL8B	2541.5903
ARL9	13.6145	ARL9	15.5713
ARMC10	761.7996	ARMC10	907.9423
ARMC1	845.558	ARMC1	872.5723
ARMC2	121.0719	ARMC2	46.714
ARMC3	42.7884	removed	removed
removed	removed	ARMC4	16.1481
ARMC5	195.9516	ARMC5	141.0072
ARMC6	362.2431	ARMC6	249.1416
ARMC7	296.1155	ARMC7	229.8216
ARMC8	1230.1678	ARMC8	891.8923
ARMC9	324.317	ARMC9	164.941
ARMCX1	602.4419	ARMCX1	978.9765
ARMCX2	1187.8656	ARMCX2	690.0415
ARMCX3	1931.3148	ARMCX3	1694.1052
ARMCX5	268.8865	ARMCX5	424.7518
ARMCX6	164.8328	ARMCX6	237.6073
ARNT2	826.1087	ARNT2	634.1
ARNTL2	158.0255	ARNTL2	72.0896
ARNTL	232.9053	ARNTL	251.7368
ARNT	1889.0126	ARNT	2051.3811
ARPC1A	2960.6687	ARPC1A	2652.6082
ARPC1B	1289.9744	ARPC1B	1347.4985
ARPC2	7764.1579	ARPC2	5216.9788
ARPC3	2059.1939	ARPC3	3901.1998
ARPC4	3156.4647	ARPC4	2844.6635
ARPC5L	617.5151	ARPC5L	527.6957
ARPC5	5003.8169	ARPC5	4735.9971
ARPM1	29.6602	ARPM1	67.1875
ARPP19	2609.6089	ARPP19	3979.3449
ARRB1	249.9234	ARRB1	868.2469
ARRB2	562.0846	ARRB2	952.4475
ARRDC1	295.6293	ARRDC1	401.1064
ARRDC2	217.8321	ARRDC2	563.4522
ARRDC3	2960.6687	ARRDC3	6203.1643
ARRDC4	791.5862	ARRDC4	1807.7183
ARSA	552.8462	ARSA	360.7363
ARSB	300.0053	ARSB	423.5984
ARSD	1058.5278	ARSD	1996.0163
ARSE	11.1833	ARSE	89.6794
ARSG	196.4379	ARSG	136.9702
removed	removed	ARSH	5.1904
ARSI	98.7052	ARSI	25.0872
ARSJ	128.3653	ARSJ	119.092
ARSK	344.2525	ARSK	242.7977
ART3	19.4493	removed	removed
removed	removed	ART4	74.1081
removed	removed	ART5	40.0818
ARTN	110.861	ARTN	5.4788
ARV1	405.5178	ARV1	455.0294
removed	removed	ARVCF	147.0627
AR	858.6863	AR	48.7326
AS3MT	1359.9918	AS3MT	238.7607
ASAH1	1899.7097	ASAH1	4678.3255
removed	removed	ASAH2B	8.074
ASAH2	17.5044	removed	removed
ASAM	327.2344	ASAM	398.5112
ASAP1	2370.3826	ASAP1	1543.2938
ASAP2	1242.8098	ASAP2	921.0165
ASAP3	918.9791	ASAP3	1069.2327
removed	removed	ASB12	8.3624
ASB13	879.1081	ASB13	714.8403
ASB14	16.0457	ASB14	11.246
ASB16	6.321	removed	removed
ASB1	463.1509	ASB1	580.1568
ASB2	33.55	ASB2	28.2591
ASB3	370.509	ASB3	463.3918
ASB6	393.3328	ASB6	604.6355
ASB7	404.0591	ASB7	646.211
ASB8	750.2565	ASB8	982.4368
ASB9	11.1833	ASB9	70.0711
ASCC1	1098.8851	ASCC1	478.3865
ASCC2	879.5943	ASCC2	833.6439
ASCC3	2427.2718	ASCC3	1134.1133
ASCL2	87.5218	ASCL2	27.1057
ASF1A	1002.6111	ASF1A	713.9752
ASF1B	560.1396	ASF1B	107.846
ASGR1	5.8348	ASGR1	15.5713
removed	removed	ASGR2	14.4179
ASH1L	3830.5237	ASH1L	2287.7629
ASH2L	755.1188	ASH2L	1285.5014
ASL	371.9677	ASL	246.258
ASMTL	444.3969	ASMTL	365.35
ASNA1	712.8166	ASNA1	799.3293
ASNSD1	1920.1315	ASNSD1	1598.6586
ASNS	2364.0616	ASNS	498.8599
removed	removed	ASPA	51.9045
ASPHD1	93.8428	ASPHD1	10.6693
ASPHD2	228.5292	ASPHD2	82.7588
ASPH	6551.1249	ASPH	4739.319
removed	removed	ASPM	72.0896
ASPN	1197.104	ASPN	572.6796
ASPRV1	60.3998	ASPRV1	94.5902
ASPSCR1	141.9798	ASPSCR1	120.2454
ASRGL1	379.2612	ASRGL1	147.3511
ASS1	2859.5323	ASS1	2553.7013
ASTE1	269.9076	ASTE1	400.2529
ASTN1	15.0732	ASTN1	196.6604
ASTN2	318.9684	ASTN2	352.6622
ASXL1	2405.3913	ASXL1	2404.9084
ASXL2	540.6904	ASXL2	480.6933
ASXL3	23.3392	ASXL3	23.357
ATAD1	2334.4014	ATAD1	1362.4931
ATAD2B	476.9939	ATAD2B	410.9106
ATAD2	3734.7505	ATAD2	448.9739
ATAD3A	417.6736	ATAD3A	126.5893
ATAD3B	182.3371	ATAD3B	83.0472
ATAD3C	57.3754	ATAD3C	87.6609
ATAD5	281.5285	ATAD5	63.1505
ATE1	157.053	ATE1	154.2717
ATF1	637.9368	ATF1	598.3435
ATF2	1040.051	ATF2	498.2832
ATF3	3317.077	ATF3	8653.0566
ATF4	6933.673	ATF4	6743.5478
ATF5	769.7058	ATF5	514.1429
ATF6B	2545.7131	ATF6B	1515.323
ATF6	2451.0972	ATF6	1483.0269
ATF7IP2	121.5581	ATF7IP2	109.2878
ATF7IP	770.6782	ATF7IP	888.432
ATF7	1490.7883	ATF7	2132.4934
ATG10	120.0994	ATG10	120.8221
ATG12	803.2558	ATG12	580.7537
ATG16L1	544.094	ATG16L1	652.8432
ATG16L2	219.1789	ATG16L2	149.3956
ATG2A	501.3055	ATG2A	409.1805
ATG2B	893.2088	ATG2B	1239.0757
ATG3	1008.4459	ATG3	1083.3622
ATG4A	365.6467	ATG4A	372.8473
ATG4B	724.4862	ATG4B	584.5023
ATG4C	274.235	ATG4C	340.8395
ATG4D	206.7168	ATG4D	182.427
ATG5	1750.4364	ATG5	1158.047
ATG7	706.1601	ATG7	848.7337
ATG9A	1532.8474	ATG9A	1287.8487
ATG9B	91.2075	ATG9B	14.1613
ATHL1	476.0215	ATHL1	628.6211
ATIC	1974.5895	ATIC	1423.0483
ATL1	311.1887	ATL1	658.3221
ATL2	1094.9952	ATL2	1900.8581
ATL3	1019.6292	ATL3	301.6228
ATMIN	1826.2886	ATMIN	2157.497
ATM	1036.1611	ATM	1166.4094
ATN1	3334.0951	ATN1	4599.892
ATOH8	9.2384	ATOH8	397.3578
ATOX1	632.5883	ATOX1	848.9269
ATP10A	744.4217	ATP10A	169.2663
ATP10B	7.2935	ATP10B	8.3624
ATP10D	550.9012	ATP10D	630.3513
ATP11A	1660.4834	ATP11A	820.0911
ATP11B	2466.6566	ATP11B	1467.4555
ATP11C	1189.3243	ATP11C	941.7783
ATP13A1	1064.3626	ATP13A1	974.6511
ATP13A2	1108.1235	ATP13A2	502.0318
ATP13A3	5739.9727	ATP13A3	1669.8831
ATP13A4	28.6877	ATP13A4	237.0305
ATP13A5	69.5312	ATP13A5	177.9171
ATP1A1	15293.9323	ATP1A1	15532.9835
removed	removed	ATP1A2	175.0335
ATP1A3	56.8892	ATP1A3	6.0555
ATP1A4	9.2384	ATP1A4	81.0287
ATP1B1	6093.7505	ATP1B1	4265.1311
ATP1B2	31.6051	ATP1B2	203.0043
ATP1B3	1834.0684	ATP1B3	2358.4827
ATP2A1	10.2109	removed	removed
ATP2A2	5636.8914	ATP2A2	4737.1506
ATP2A3	349.601	ATP2A3	706.4779
ATP2B1	953.5016	ATP2B1	2110.4946
ATP2B2	35.9812	ATP2B2	33.1612
ATP2B4	6382.7718	ATP2B4	4531.2627
ATP2C1	5710.7501	ATP2C1	2945.5688
ATP2C2	126.9066	ATP2C2	22.2036
ATP5A1	15611.9477	ATP5A1	10945.7937
ATP5B	7408.722	ATP5B	10079.8536
ATP5C1	3595.2019	ATP5C1	3213.4652
ATP5D	329.6655	ATP5D	258.0807
ATP5EP2	45.2196	ATP5EP2	37.7749
ATP5E	3940.4268	ATP5E	5060.977
ATP5F1	2494.8581	ATP5F1	3165.5977
ATP5G1	869.3834	ATP5G1	649.6713
ATP5G2	3838.8043	ATP5G2	6338.9811
ATP5G3	3143.9783	ATP5G3	2244.5812
ATP5H	2341.2087	ATP5H	2081.9471
ATP5I	1127.0428	ATP5I	821.5329
ATP5J2	716.2202	ATP5J2	1274.8322
ATP5J	1375.8722	ATP5J	1656.3014
ATP5L	1890.4713	ATP5L	3194.1452
ATP5O	2633.9205	ATP5O	4107.376
ATP5SL	615.5701	ATP5SL	824.4165
ATP5S	91.4117	ATP5S	98.0418
ATP6AP1L	29.1739	ATP6AP1L	33.4496
ATP6AP1	3966.6834	ATP6AP1	3180.304
ATP6AP2	4200.5611	ATP6AP2	4567.0192
ATP6V0A1	1810.243	ATP6V0A1	1459.9582
ATP6V0A2	300.9778	ATP6V0A2	598.3435
removed	removed	ATP6V0A4	94.0048
ATP6V0B	3849.0151	ATP6V0B	1379.7946
ATP6V0C	3068.0045	ATP6V0C	1534.4931
ATP6V0D1	1233.5714	ATP6V0D1	1705.9279
ATP6V0D2	121.5581	removed	removed
ATP6V0E1	2301.3376	ATP6V0E1	3959.7365
ATP6V0E2	627.2397	ATP6V0E2	414.6391
ATP6V1A	4156.314	ATP6V1A	2131.5447
removed	removed	ATP6V1B1	192.6234
ATP6V1B2	1624.5022	ATP6V1B2	2756.4172
ATP6V1C1	1905.0583	ATP6V1C1	1989.3841
ATP6V1C2	66.1227	ATP6V1C2	121.7362
ATP6V1D	1468.9079	ATP6V1D	1117.6769
ATP6V1E1	2601.8292	ATP6V1E1	2724.1211
ATP6V1E2	52.9993	ATP6V1E2	66.8991
ATP6V1F	939.4009	ATP6V1F	1424.1989
ATP6V1G1	1406.1839	ATP6V1G1	2003.5136
ATP6V1G2	50.5682	ATP6V1G2	20.4734
ATP6V1H	648.1477	ATP6V1H	1129.4996
ATP7A	816.3841	ATP7A	454.4527
ATP7B	209.0799	ATP7B	177.9171
ATP8A1	122.5305	ATP8A1	822.3979
ATP8A2	1112.9858	ATP8A2	13.2645
ATP8B1	2497.4497	ATP8B1	1495.0226
ATP8B2	1322.0657	ATP8B2	1197.5521
ATP8B3	99.6776	ATP8B3	22.4919
ATP8B4	47.6508	ATP8B4	307.6783
ATP8B5P	22.3667	ATP8B5P	56.2299
ATP9A	2734.5706	ATP9A	1985.3471
ATP9B	257.7031	ATP9B	427.9238
ATPAF1	2081.76	ATPAF1	1086.2285
ATPAF2	192.548	ATPAF2	194.1718
ATPBD4	107.9436	ATPBD4	192.9117
ATPIF1	706.0093	ATPIF1	602.9573
ATRIP	177.29	ATRIP	250.6785
ATRNL1	20.4218	ATRNL1	38.0633
ATRN	2290.6405	ATRN	2426.247
ATRX	2353.8507	ATRX	2265.0546
ATR	830.4848	ATR	869.112
ATXN10	2780.2765	ATXN10	2708.8381
ATXN1L	1368.6322	ATXN1L	1472.225
ATXN1	2017.8642	ATXN1	1132.3831
ATXN2L	2222.568	ATXN2L	1775.7106
ATXN2	706.4956	ATXN2	900.2547
ATXN3	633.5607	ATXN3	772.8003
ATXN7L1	115.7233	ATXN7L1	268.75
ATXN7L2	82.6595	ATXN7L2	64.8806
ATXN7L3B	1417.3672	ATXN7L3B	3964.6386
ATXN7L3	1701.3269	ATXN7L3	944.6619
ATXN7	534.8556	ATXN7	975.8046
AUH	161.9154	AUH	292.9721
AUP1	1866.4709	AUP1	1733.4747
AURKAIP1	576.1853	AURKAIP1	200.9858
AURKAPS1	47.6508	AURKAPS1	11.8227
AURKA	890.7776	AURKA	91.9863
AURKB	363.7018	AURKB	35.7564
AURKC	42.3022	AURKC	11.5343
AUTS2	1773.2893	AUTS2	1550.5027
AVEN	118.1545	AVEN	182.8192
AVIL	25.7703	AVIL	30.566
AVL9	704.5506	AVL9	203.0043
AVPI1	161.4291	AVPI1	253.1786
AVPR1A	29.6602	AVPR1A	39.7934
removed	removed	AVPR2	83.9123
AXIN1	713.7891	AXIN1	320.0777
AXIN2	122.5305	AXIN2	438.3047
AXL	1528.2282	AXL	2060.0319
AZGP1	6914.2238	AZGP1	8380.8464
AZI1	153.6494	AZI1	57.6717
AZI2	1139.2424	AZI2	1403.44
AZIN1	6902.0679	AZIN1	4081.4237
B2M	41769.3217	B2M	88128.1234
B3GALNT1	865.9798	B3GALNT1	756.9406
B3GALNT2	1185.5122	B3GALNT2	542.2059
removed	removed	B3GALT1	14.1296
removed	removed	B3GALT2	17.0131
B3GALT4	58.8341	B3GALT4	68.3409
B3GALT5	43.2747	B3GALT5	43.5421
B3GALT6	422.5359	B3GALT6	457.913
B3GALTL	366.1329	B3GALTL	478.9632
B3GAT1	5.3486	B3GAT1	34.0263
B3GAT2	9.36	B3GAT2	12.9185
B3GAT3	499.8468	B3GAT3	260.6759
B3GNT1	474.0765	B3GNT1	718.8773
B3GNT2	1053.6655	B3GNT2	1618.5553
B3GNT3	8.7522	B3GNT3	197.8138
B3GNT4	12.1558	removed	removed
B3GNT5	1164.0402	B3GNT5	790.3902
B3GNT7	290.2807	B3GNT7	132.6448
B3GNT8	26.2565	B3GNT8	52.4812
B3GNT9	225.3492	B3GNT9	217.2088
B3GNTL1	56.3154	B3GNTL1	51.6277
B4GALNT1	198.4363	B4GALNT1	26.8346
B4GALNT2	8.2659	removed	removed
B4GALNT3	54.9443	B4GALNT3	22.2036
B4GALNT4	596.1208	B4GALNT4	90.8329
B4GALT1	7746.6535	B4GALT1	4966.3954
B4GALT2	1870.0495	B4GALT2	603.8223
B4GALT3	2189.5042	B4GALT3	846.62
B4GALT4	684.6151	B4GALT4	440.0348
B4GALT5	2304.255	B4GALT5	2579.3652
B4GALT6	80.2283	B4GALT6	136.1051
B4GALT7	312.1612	B4GALT7	211.0783
B9D1	104.9095	B9D1	95.4466
B9D2	46.6783	B9D2	49.886
BAALC	36.9537	BAALC	199.8323
BACE1	1369.2302	BACE1	1470.9158
BACE2	3629.7244	BACE2	1975.5429
BACH1	995.3176	BACH1	1228.4065
BACH2	235.3364	BACH2	519.045
BAD	539.4359	BAD	370.2175
BAG1	645.2303	BAG1	1224.0811
BAG2	136.6313	BAG2	164.941
BAG3	1074.5735	BAG3	1274.8322
BAG4	221.2357	BAG4	177.052
BAG5	1882.6916	BAG5	2028.6008
BAHCC1	250.8959	BAHCC1	274.5171
BAHD1	431.2881	BAHD1	544.1322
BAI1	11.6696	BAI1	12.3994
BAI2	1593.3834	BAI2	46.714
removed	removed	BAI3	35.7564
BAIAP2L1	1338.1114	BAIAP2L1	497.1298
BAIAP2L2	12.642	removed	removed
BAIAP2	457.2723	BAIAP2	444.0718
BAIAP3	241.356	BAIAP3	77.8856
BAK1	369.0503	BAK1	207.3296
BAMBI	499.3606	BAMBI	1481.2967
BANF1	1751.8951	BANF1	1783.7846
removed	removed	BANK1	126.5893
BANP	223.1806	BANP	200.9858
BAP1	931.6211	BAP1	1111.0446
BARD1	325.7757	BARD1	45.2723
BARX1	53.9718	BARX1	7.4973
BARX2	182.3371	BARX2	747.7131
BASP1	1077.0046	BASP1	882.6648
BAT1	5786.651	BAT1	5405.2768
BAT2L1	3775.0835	BAT2L1	4077.0493
BAT2L2	7617.3157	BAT2L2	4874.6975
BAT2	7894.4681	BAT2	3810.6553
BAT3	4165.5524	BAT3	2577.6351
BAT4	228.5292	BAT4	229.2449
BAT5	757.55	BAT5	569.7961
BATF2	186.227	BATF2	125.7242
BATF3	84.6044	BATF3	45.2723
BATF	75.8522	BATF	88.526
BAX	345.7112	BAX	262.9828
BAZ1A	1195.1591	BAZ1A	1236.7689
BAZ1B	3370.5625	BAZ1B	2149.9997
BAZ2A	1720.4213	BAZ2A	2273.8928
BAZ2B	792.6414	BAZ2B	1080.8103
BBC3	64.1827	BBC3	28.5475
BBOX1	134.6864	BBOX1	1503.212
BBS10	301.464	BBS10	626.891
BBS12	105.5124	BBS12	257.2156
BBS1	784.779	BBS1	805.0964
BBS2	864.5211	BBS2	1253.4936
BBS4	201.3002	BBS4	354.104
BBS5	275.8007	BBS5	174.5635
BBS7	451.7098	BBS7	384.0933
BBS9	556.736	BBS9	471.4659
BBX	2000.3598	BBX	1933.4426
BCAM	1449.9448	BCAM	2104.1507
BCAN	26.7428	BCAN	12.3994
BCAP29	910.2269	BCAP29	1478.7015
BCAP31	3171.2073	BCAP31	3231.3434
BCAR1	926.7588	BCAR1	476.0796
BCAR3	791.5814	BCAR3	707.0546
BCAS1	64.6689	BCAS1	38.9284
BCAS2	1229.2051	BCAS2	900.8948
BCAS3	322.8583	BCAS3	724.6445
BCAS4	694.826	BCAS4	706.1895
BCAT1	1076.0321	BCAT1	509.5292
BCAT2	531.9382	BCAT2	361.6013
BCCIP	968.9298	BCCIP	1089.5821
BCDIN3D	150.4549	BCDIN3D	267.9973
BCHE	10.6971	BCHE	158.5971
BCKDHA	874.1582	BCKDHA	562.0104
BCKDHB	613.139	BCKDHB	502.0318
BCKDK	1643.9515	BCKDK	899.9663
BCL10	556.2498	BCL10	855.8475
BCL11A	73.4211	BCL11A	545.8623
BCL11B	70.0175	BCL11B	242.5094
BCL2A1	107.9436	BCL2A1	57.0949
BCL2L11	1572.9616	BCL2L11	1297.0357
BCL2L12	197.9938	BCL2L12	107.0992
BCL2L13	1733.4183	BCL2L13	1198.7056
removed	removed	BCL2L14	48.7326
BCL2L15	5.3486	BCL2L15	13.5528
