gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
ANKZF1	480.5329	ANKZF1	399.9162
ANLN	4062.8023	ANLN	50.2513
ANO10	686.0677	ANO10	1234.9246
ANO1	725.7156	ANO1	2154.9414
removed	removed	ANO2	44.8074
ANO3	157.0058	ANO3	417.9229
removed	removed	ANO4	8.3752
ANO5	6.3437	ANO5	139.866
ANO6	7593.0537	ANO6	12272.1943
ANO7	37.7448	ANO7	12.5628
ANO8	255.6498	ANO8	293.9698
ANO9	19.6654	ANO9	20.938
ANP32A	2160.019	ANP32A	2317.0017
ANP32B	3413.8451	ANP32B	3309.8827
ANP32E	376.8139	ANP32E	1018.0067
ANPEP	790.4211	ANPEP	1316.5829
ANTXR1	6369.3601	ANTXR1	5515.4941
ANTXR2	506.2247	ANTXR2	5717.3367
ANUBL1	412.0213	ANUBL1	148.2412
ANXA11	5601.1419	ANXA11	4578.727
ANXA1	1652.5256	ANXA1	16865.1591
ANXA2P1	75.1725	ANXA2P1	100.9213
ANXA2P2	4518.5949	ANXA2P2	6079.1457
ANXA2P3	5.3921	ANXA2P3	5.4439
ANXA2	12401.237	ANXA2	18718.1742
ANXA3	2721.4337	ANXA3	1064.0704
ANXA4	7351.9943	ANXA4	1932.5796
ANXA5	11467.7662	ANXA5	14409.5477
ANXA6	3170.8826	ANXA6	13280.9883
ANXA7	10238.9977	ANXA7	3507.5377
ANXA8L2	1130.7589	ANXA8L2	52.7638
ANXA8	2250.4163	ANXA8	176.2982
ANXA9	132.5827	ANXA9	59.464
AOAH	8.2468	AOAH	52.7638
AOC2	9.5155	AOC2	164.5729
AOC3	65.3398	AOC3	31274.2881
AOX1	23.1544	AOX1	2811.9765
AP1AR	646.1026	AP1AR	366.8342
AP1B1	2362.382	AP1B1	1989.1122
AP1G1	3898.5013	AP1G1	2414.1541
AP1G2	1211.5074	AP1G2	279.4012
AP1M1	1449.8454	AP1M1	1563.6516
AP1M2	1448.5766	AP1M2	158.7102
AP1S1	715.2486	AP1S1	370.1843
AP1S2	246.7687	AP1S2	705.6114
AP1S3	751.7247	AP1S3	27.6382
AP2A1	1419.0215	AP2A1	2271.4992
AP2A2	649.2744	AP2A2	2155.3601
AP2B1	3871.5407	AP2B1	6304.8576
AP2M1	13224.6452	AP2M1	5677.5544
AP2S1	1110.1419	AP2S1	951.4238
AP3B1	1327.0954	AP3B1	1466.0804
AP3B2	130.0452	AP3B2	15.4941
AP3D1	2868.924	AP3D1	2196.3987
AP3M1	5941.4797	AP3M1	1923.3668
AP3M2	354.2939	AP3M2	569.933
AP3S1	936.3254	AP3S1	1376.0469
AP3S2	859.0215	AP3S2	2234.4891
AP4B1	329.081	AP4B1	342.8015
AP4E1	529.6963	AP4E1	353.0151
AP4M1	290.8889	AP4M1	262.9439
AP4S1	203.6318	AP4S1	90.871
APAF1	769.487	APAF1	453.9363
APBA1	157.6402	APBA1	247.0687
APBA2	123.7015	APBA2	23.4506
APBA3	194.4334	APBA3	122.6968
APBB1IP	178.8914	APBB1IP	1199.7487
APBB1	243.2797	APBB1	702.2613
APBB2	1638.8867	APBB2	4175.0419
APBB3	45.6744	APBB3	186.3484
removed	removed	APC2	5.5025
APCDD1L	91.0316	APCDD1L	83.3333
APCDD1	537.6259	APCDD1	4664.9916
APC	991.5153	APC	1230.737
APEH	3718.9755	APEH	1192.6298
APEX1	4161.1292	APEX1	2242.8811
APEX2	558.56	APEX2	279.3132
APH1A	3785.2668	APH1A	2972.7806
APH1B	405.9948	APH1B	701.4238
API5	1359.1309	API5	2539.3635
APIP	305.8156	APIP	880.7621
APITD1	219.1896	APITD1	123.5343
APLF	19.9826	APLF	97.1524
APLNR	50.115	APLNR	1494.9749
APLN	872.8887	APLN	66.1642
APLP1	543.6524	APLP1	18.4255
APLP2	18328.4434	APLP2	15034.3384
APOA1BP	1031.1633	APOA1BP	1023.8693
APOB48R	364.4437	APOB48R	28.8945
APOBEC3A	16.5538	APOBEC3A	7.1189
APOBEC3B	735.4881	APOBEC3B	25.9631
APOBEC3C	385.695	APOBEC3C	269.263
APOBEC3D	70.0975	APOBEC3D	58.2077
APOBEC3F	213.7816	APOBEC3F	103.0151
APOBEC3G	54.8727	APOBEC3G	148.66
removed	removed	APOB	1009.6315
APOC1	210.2926	APOC1	247.0687
APOC2	46.3088	APOC2	13.8191
APOD	639373.5628	APOD	37283.5008
APOE	558.56	APOE	3619.3467
APOH	6.0265	removed	removed
APOL1	1846.959	APOL1	1549.4137
APOL2	1015.3041	APOL2	806.1139
removed	removed	APOL3	1596.3149
APOL4	728.5703	APOL4	1376.8844
APOL6	4044.4057	APOL6	11112.2278
APOLD1	150.2308	APOLD1	517.5879
APOM	25.3747	APOM	41.4573
APOOL	261.0419	APOOL	327.8894
APOO	129.4108	APOO	161.6415
APPBP2	1327.7298	APPBP2	1850.5025
APPL1	1933.5501	APPL1	1914.5729
APPL2	2344.6198	APPL2	1468.593
APP	7138.5299	APP	17329.9832
APRT	1229.0857	APRT	826.2144
APTX	386.9638	APTX	427.9732
AQP11	30.7668	AQP11	37.2697
AQP12B	5.0749	removed	removed
AQP1	802.1568	AQP1	22301.4908
AQP3	165.2526	AQP3	270.938
removed	removed	AQP4	22.1943
removed	removed	AQP5	66.1642
removed	removed	AQP6	12.5628
removed	removed	AQP7P1	743.7186
removed	removed	AQP7P3	79.5645
removed	removed	AQP7	5994.5561
AQP9	158.5917	AQP9	10.469
removed	removed	AQPEP	979.3216
AQR	1480.6122	AQR	1069.933
ARAF	862.4217	ARAF	1188.4422
ARAP1	1132.6556	ARAP1	2371.7211
ARAP2	840.8532	ARAP2	180.4858
ARAP3	104.6705	ARAP3	655.3601
ARCN1	6843.8665	ARCN1	4556.1139
ARC	56.4586	ARC	22.1943
AREG	14.2733	AREG	34.3384
ARF1	8050.115	ARF1	6354.2714
ARF3	5572.2782	ARF3	3807.7889
ARF4	8504.956	ARF4	3918.7605
ARF5	1661.7049	ARF5	1457.6801
ARF6	2994.5286	ARF6	1912.8978
ARFGAP1	884.3074	ARFGAP1	576.2144
ARFGAP2	746.0154	ARFGAP2	1819.9246
ARFGAP3	4490.6827	ARFGAP3	958.124
ARFGEF1	3173.512	ARFGEF1	1692.8936
ARFGEF2	3324.7165	ARFGEF2	2053.6013
ARFIP1	2241.218	ARFIP1	969.0117
ARFIP2	747.6013	ARFIP2	668.7605
ARFRP1	257.2357	ARFRP1	467.3367
ARG2	167.4411	ARG2	368.9112
ARGLU1	705.0987	ARGLU1	2364.3216
ARHGAP10	1257.6322	ARHGAP10	1042.2948
ARHGAP11A	812.9411	ARHGAP11A	94.6399
ARHGAP11B	28.2293	removed	removed
ARHGAP12	979.7796	ARHGAP12	1118.928
ARHGAP15	12.6873	ARHGAP15	68.6767
ARHGAP17	570.613	ARHGAP17	1355.5276
ARHGAP18	443.7396	ARHGAP18	901.5913
ARHGAP19	376.1795	ARHGAP19	451.005
ARHGAP1	1544.366	ARHGAP1	4016.7504
ARHGAP20	33.3043	ARHGAP20	717.7554
ARHGAP21	1923.083	ARHGAP21	4857.6214
ARHGAP22	81.5161	ARHGAP22	46.9012
ARHGAP23	335.8972	ARHGAP23	835.0084
ARHGAP24	99.9128	ARHGAP24	515.4941
ARHGAP25	69.146	ARHGAP25	347.9899
ARHGAP26	491.6343	ARHGAP26	1029.3132
ARHGAP27	325.7474	ARHGAP27	327.8894
ARHGAP28	763.7777	ARHGAP28	306.1139
ARHGAP29	4862.4217	ARHGAP29	3377.7219
ARHGAP30	294.3462	ARHGAP30	335.8459
ARHGAP31	346.3643	ARHGAP31	2072.8643
ARHGAP32	1282.0553	ARHGAP32	855.1089
ARHGAP33	36.1589	ARHGAP33	61.5578
ARHGAP39	145.5872	ARHGAP39	49.4137
ARHGAP42	47.2603	ARHGAP42	379.7864
ARHGAP4	103.4018	ARHGAP4	227.3869
ARHGAP5	9512.9649	ARHGAP5	2811.5578
ARHGAP6	12.3702	ARHGAP6	286.0134
ARHGAP8	460.7089	ARHGAP8	72.9816
ARHGAP9	21.5685	ARHGAP9	69.5142
ARHGDIA	2853.0648	ARHGDIA	3495.3936
ARHGDIB	874.1575	ARHGDIB	2609.7152
ARHGDIG	5.0749	ARHGDIG	57.3325
ARHGEF10L	299.4211	ARHGEF10L	699.33
ARHGEF10	351.4392	ARHGEF10	1623.9531
ARHGEF11	942.6691	ARHGEF11	1399.0787
ARHGEF12	5573.2297	ARHGEF12	5270.938
ARHGEF15	38.062	ARHGEF15	1337.5209
ARHGEF16	110.3798	ARHGEF16	161.6415
ARHGEF17	978.1936	ARHGEF17	1521.7755
ARHGEF18	871.62	ARHGEF18	556.1139
ARHGEF19	276.5839	ARHGEF19	104.2714
ARHGEF1	327.0161	ARHGEF1	772.1943
ARHGEF2	599.7938	ARHGEF2	2213.1491
ARHGEF33	6.6609	ARHGEF33	7.9564
ARHGEF35	356.8313	ARHGEF35	187.1859
ARHGEF37	779.6368	ARHGEF37	551.0888
ARHGEF38	81.8333	removed	removed
ARHGEF3	833.558	ARHGEF3	1258.3752
ARHGEF4	138.292	ARHGEF4	584.5896
ARHGEF5	421.5368	ARHGEF5	262.9816
ARHGEF6	1963.3653	ARHGEF6	4868.0905
ARHGEF7	800.2537	ARHGEF7	2292.2948
ARHGEF9	475.1408	ARHGEF9	682.5796
ARID1A	2341.4479	ARID1A	2014.2379
ARID1B	1404.4881	ARID1B	2064.9079
ARID2	1020.6962	ARID2	921.6918
ARID3A	116.7235	ARID3A	69.5142
ARID3B	38.3792	ARID3B	75.7956
ARID4A	488.7796	ARID4A	891.541
ARID4B	1541.5114	ARID4B	1135.6784
ARID5A	205.5349	ARID5A	314.9079
ARID5B	2310.9983	ARID5B	6788.1072
ARIH1	1931.647	ARIH1	2307.7889
ARIH2	820.8707	ARIH2	1579.0704
ARL10	41.551	ARL10	41.876
ARL11	109.1111	ARL11	43.5511
ARL13B	608.0406	ARL13B	249.5812
ARL14	60.582	removed	removed
ARL15	123.7015	ARL15	402.8476
ARL16	238.5219	ARL16	440.536
ARL17A	78.3126	ARL17A	78.4841
ARL1	2456.9027	ARL1	2446.3987
ARL2BP	1469.8279	ARL2BP	1954.3551
ARL2	494.8061	ARL2	1562.8141
ARL3	351.7564	ARL3	546.4824
ARL4A	768.5354	ARL4A	497.9062
ARL4C	1680.7549	ARL4C	593.8023
ARL4D	388.2325	ARL4D	133.5846
ARL5A	1019.1103	ARL5A	1173.7856
ARL5B	570.9301	ARL5B	247.4874
ARL6IP1	14646.2612	ARL6IP1	6628.5595
ARL6IP4	718.1032	ARL6IP4	1329.1457
ARL6IP5	1237.0153	ARL6IP5	7510.469
ARL6IP6	810.4036	ARL6IP6	213.5678
ARL6	68.1944	ARL6	85.8459
ARL8A	536.3571	ARL8A	909.9665
ARL8B	8255.0155	ARL8B	2631.9095
ARL9	9.8327	removed	removed
ARMC10	705.4698	ARMC10	749.3844
ARMC1	2075.0139	ARMC1	786.0134
ARMC2	60.2648	ARMC2	48.1575
ARMC5	182.6976	ARMC5	141.541
ARMC6	486.2422	ARMC6	320.335
ARMC7	641.3449	ARMC7	187.1859
ARMC8	1530.41	ARMC8	924.2044
ARMC9	134.4858	ARMC9	106.3652
ARMCX1	146.2216	ARMCX1	958.124
ARMCX2	177.9399	ARMCX2	635.6784
ARMCX3	748.87	ARMCX3	2353.8526
ARMCX5	288.9541	ARMCX5	240.3685
ARMCX6	95.4722	ARMCX6	197.2362
ARNT2	93.2519	ARNT2	94.6399
ARNTL2	51.3837	ARNTL2	79.1457
ARNTL	187.4554	ARNTL	114.7404
ARNT	1393.0695	ARNT	2569.5142
ARPC1A	1695.7735	ARPC1A	2462.3116
ARPC1B	3198.3665	ARPC1B	1429.6482
ARPC2	5341.3686	ARPC2	3969.0117
ARPC3	4463.0878	ARPC3	2829.5645
ARPC4	3947.024	ARPC4	2557.5544
ARPC5L	979.1452	ARPC5L	482.4121
ARPC5	4621.3623	ARPC5	2697.6549
ARPM1	45.3572	ARPM1	86.2647
ARPP19	3341.5272	ARPP19	5913.7353
ARRB1	699.0722	ARRB1	1388.191
ARRB2	382.5232	ARRB2	502.5126
ARRDC1	942.3519	ARRDC1	247.0687
ARRDC2	502.7357	ARRDC2	505.8626
ARRDC3	2517.4847	ARRDC3	2682.5796
ARRDC4	253.4295	ARRDC4	840.871
ARRDC5	5.0749	removed	removed
ARSA	285.7823	ARSA	690.536
ARSB	288.9541	ARSB	409.5477
ARSD	1423.202	ARSD	1063.6516
ARSE	16.1764	ARSE	5.4439
ARSG	37.4276	ARSG	92.5461
ARSI	31.084	ARSI	16.7504
ARSJ	193.1647	ARSJ	56.9514
ARSK	134.1686	ARSK	193.8861
ART1	35.5245	removed	removed
removed	removed	ART3	5.8626
ART4	36.7933	ART4	12.9816
removed	removed	ART5	6.2814
ARTN	5.0749	removed	removed
ARV1	376.8139	ARV1	348.4087
ARVCF	157.9573	ARVCF	121.4405
ARX	13.0045	removed	removed
AR	1494.5682	AR	648.66
AS3MT	89.4457	AS3MT	325.3769
ASAH1	1615.4151	ASAH1	13002.0938
ASAH2B	35.5245	removed	removed
ASAH2	14.2733	ASAH2	10.469
ASAM	412.3384	ASAM	3185.9296
ASAP1	1693.125	ASAP1	1509.6315
ASAP2	2540.3219	ASAP2	1461.8928
ASAP3	1106.3357	ASAP3	1049.4137
ASB13	389.184	ASB13	452.2613
ASB14	7.2952	ASB14	13.8191
ASB16	6.0392	ASB16	8.4422
ASB1	366.9558	ASB1	734.9623
ASB2	80.2474	ASB2	15.4941
ASB3	523.3526	ASB3	288.1072
ASB6	459.2752	ASB6	395.7538
ASB7	372.6905	ASB7	512.5628
ASB8	651.4947	ASB8	981.1558
ASB9	33.9386	ASB9	87.1022
ASCC1	3978.1143	ASCC1	596.3149
ASCC2	934.7395	ASCC2	1367.6717
ASCC3	7522.3218	ASCC3	925.0419
ASCL2	77.3928	ASCL2	5.4439
ASF1A	674.9663	ASF1A	425.8794
ASF1B	2681.4686	ASF1B	36.4322
removed	removed	ASGR1	7.1189
removed	removed	ASGR2	5.4439
removed	removed	ASH1L	3772.9816
ASH2L	893.5057	ASH2L	1763.4003
ASL	708.9049	ASL	342.9648
ASMTL	462.1362	ASMTL	578.727
ASNA1	1731.8214	ASNA1	1020.1005
ASNSD1	957.8939	ASNSD1	1255.0251
ASNS	466.2596	ASNS	237.4372
removed	removed	ASPA	324.5394
ASPHD1	95.155	removed	removed
ASPHD2	79.613	ASPHD2	38.526
ASPH	15368.7321	ASPH	22928.5385
ASPM	828.4831	ASPM	29.3132
ASPN	936.9598	ASPN	1214.4054
ASPRV1	31.1442	ASPRV1	85.5318
ASPSCR1	257.5529	ASPSCR1	201.005
ASRGL1	146.8559	ASRGL1	108.459
ASS1	9443.1845	ASS1	7503.3501
ASTE1	267.522	ASTE1	238.8652
removed	removed	ASTN1	38.526
ASTN2	47.8947	ASTN2	110.9715
ASXL1	1106.9701	ASXL1	1773.0318
ASXL2	2251.0507	ASXL2	920.4355
removed	removed	ASXL3	21.7755
ATAD1	1003.5683	ATAD1	1417.5042
ATAD2B	1527.2381	ATAD2B	314.4891
ATAD2	2993.577	ATAD2	395.7286
ATAD3A	413.29	ATAD3A	217.3367
ATAD3B	122.1156	ATAD3B	80.8208
ATAD3C	23.4716	ATAD3C	41.0385
ATAD5	398.6995	ATAD5	34.3384
ATE1	243.5969	ATE1	369.7655
ATF1	1014.6697	ATF1	456.4489
ATF2	862.4217	ATF2	718.1742
ATF3	470.383	ATF3	155.3601
ATF4	4609.9437	ATF4	5343.8023
ATF5	1162.7944	ATF5	462.7303
ATF6B	1838.3951	ATF6B	1199.33
ATF6	733.6452	ATF6	1484.0871
ATF7IP2	156.0542	ATF7IP2	91.2898
ATF7IP	783.1258	ATF7IP	1328.3082
ATF7	1249.6868	ATF7	2718.4715
ATG10	78.9787	ATG10	106.3652
ATG12	515.1059	ATG12	684.6734
ATG16L1	1056.8551	ATG16L1	506.2814
ATG16L2	69.2824	ATG16L2	158.8023
ATG2A	553.8022	ATG2A	605.9464
ATG2B	1496.4713	ATG2B	1125.2094
ATG3	1779.0818	ATG3	764.2379
ATG4A	393.9418	ATG4A	380.2345
ATG4B	517.6433	ATG4B	608.8777
ATG4C	232.1783	ATG4C	321.1893
ATG4D	82.9752	ATG4D	139.5519
ATG5	776.7822	ATG5	908.7102
ATG7	940.4298	ATG7	666.4573
ATG9A	1026.7386	ATG9A	1720.9045
ATG9B	69.7581	ATG9B	6.6709
ATHL1	35.8417	ATHL1	210.2178
ATIC	2984.3787	ATIC	1342.1273
ATL1	200.4599	ATL1	293.9698
ATL2	2713.8213	ATL2	1139.0285
ATL3	1262.7072	ATL3	1041.876
ATMIN	3176.5919	ATMIN	2148.66
ATM	1532.6302	ATM	1540.201
ATN1	1826.3421	ATN1	4828.3082
ATOH7	26.009	removed	removed
ATOH8	14.2733	ATOH8	755.0251
ATOX1	981.3655	ATOX1	664.1541
ATP10A	257.2357	ATP10A	347.5712
removed	removed	ATP10B	5.4439
ATP10D	1103.7983	ATP10D	451.4238
ATP11A	300.6899	ATP11A	936.7672
ATP11B	3996.1938	ATP11B	2096.7337
ATP11C	1912.616	ATP11C	943.0486
ATP13A1	895.0916	ATP13A1	618.928
ATP13A2	305.7648	ATP13A2	512.9816
ATP13A3	6952.3432	ATP13A3	2532.6633
ATP13A4	2572.0403	ATP13A4	16.7504
ATP13A5	495.1233	ATP13A5	17.5879
ATP1A1	17725.4746	ATP1A1	7976.9556
ATP1A2	7.9296	ATP1A2	4972.7806
ATP1A3	154.4683	ATP1A3	6.2814
removed	removed	ATP1A4	5.0251
ATP1B1	1475.9654	ATP1B1	1228.9028
ATP1B2	7.6124	ATP1B2	167.0854
ATP1B3	2454.6824	ATP1B3	1866.4154
ATP2A1	7.9296	removed	removed
ATP2A2	8115.7719	ATP2A2	5555.6951
ATP2A3	787.8836	ATP2A3	461.474
ATP2B1	3573.0711	ATP2B1	1235.7621
removed	removed	ATP2B2	8.3752
ATP2B3	9.5155	removed	removed
ATP2B4	4472.6033	ATP2B4	13346.3149
ATP2C1	7510.4496	ATP2C1	3076.0427
ATP2C2	379.0342	ATP2C2	21.3568
ATP5A1	3265.4032	ATP5A1	13010.8878
ATP5B	12333.3598	ATP5B	16868.928
ATP5C1	3527.3967	ATP5C1	2903.6851
ATP5D	178.8914	ATP5D	662.4791
ATP5EP2	66.2913	ATP5EP2	50.2513
ATP5E	6546.3484	ATP5E	4852.5963
ATP5F1	4404.726	ATP5F1	2908.7102
ATP5G1	777.7337	ATP5G1	558.6265
ATP5G2	2840.6946	ATP5G2	3373.5343
ATP5G3	2175.561	ATP5G3	4133.5846
ATP5H	3866.4658	ATP5H	2618.0905
ATP5I	808.8843	ATP5I	1254.1876
ATP5J2	972.8015	ATP5J2	1271.3568
ATP5J	1413.5374	ATP5J	2529.108
ATP5L	2239.3149	ATP5L	3310.7203
ATP5O	2430.2593	ATP5O	3526.3819
ATP5SL	360.9547	ATP5SL	580.402
ATP5S	109.7455	ATP5S	193.8861
ATP6AP1L	19.031	ATP6AP1L	54.8576
ATP6AP1	2616.7631	ATP6AP1	2099.665
ATP6AP2	2930.1404	ATP6AP2	3902.8476
ATP6V0A1	927.4443	ATP6V0A1	1784.3384
ATP6V0A2	576.0051	ATP6V0A2	453.9363
ATP6V0A4	6.6609	ATP6V0A4	14.6566
ATP6V0B	691.777	ATP6V0B	873.1156
ATP6V0C	2670.161	ATP6V0C	1791.0553
ATP6V0D1	1808.2626	ATP6V0D1	1511.3065
ATP6V0E1	2999.9207	ATP6V0E1	3676.7169
ATP6V0E2	399.9397	ATP6V0E2	1008.2203
ATP6V1A	4573.1504	ATP6V1A	1981.9933
removed	removed	ATP6V1B1	128.5595
ATP6V1B2	1616.6838	ATP6V1B2	2069.933
ATP6V1C1	2176.1954	ATP6V1C1	1849.665
ATP6V1C2	359.2324	ATP6V1C2	75.5988
ATP6V1D	1395.2898	ATP6V1D	1409.9665
ATP6V1E1	3475.3786	ATP6V1E1	3095.0586
ATP6V1E2	147.1731	ATP6V1E2	92.1273
ATP6V1F	1328.9953	ATP6V1F	1300.2345
ATP6V1G1	2858.7741	ATP6V1G1	1228.6432
ATP6V1G2	36.7933	ATP6V1G2	26.3819
ATP6V1H	1046.3881	ATP6V1H	1101.7588
ATP7A	1001.9824	ATP7A	554.4389
ATP7B	464.3565	ATP7B	217.3367
ATP8A1	310.5226	ATP8A1	436.3484
removed	removed	ATP8A2	20.938
ATP8B1	1218.0255	ATP8B1	674.3132
ATP8B2	517.3261	ATP8B2	1507.5377
ATP8B3	57.093	ATP8B3	20.1005
ATP8B4	24.1059	ATP8B4	357.2027
ATP8B5P	22.2028	ATP8B5P	38.1072
ATP9A	4218.8566	ATP9A	7460.2178
ATP9B	143.3669	ATP9B	510.0503
ATPAF1	1029.349	ATPAF1	2940.2889
ATPAF2	192.5303	ATPAF2	229.7278
ATPBD4	145.5872	ATPBD4	132.3283
ATPIF1	776.7822	ATPIF1	677.9732
ATRIP	135.7704	ATRIP	172.4288
removed	removed	ATRNL1	30.5695
ATRN	1315.6768	ATRN	2264.6566
ATRX	3358.9723	ATRX	3113.4841
ATR	1565.3001	ATR	877.3032
ATXN10	7928.3165	ATXN10	1928.392
ATXN1L	2166.9971	ATXN1L	2253.9908
ATXN1	636.2699	ATXN1	1231.9933
ATXN2L	3026.8813	ATXN2L	1308.6265
ATXN2	1008.9604	ATXN2	889.0285
ATXN3	1087.9391	ATXN3	659.5477
ATXN7L1	91.666	ATXN7L1	279.732
ATXN7L2	77.7099	ATXN7L2	31.8258
ATXN7L3B	2975.1804	ATXN7L3B	2521.3568
ATXN7L3	1001.0308	ATXN7L3	780.9883
ATXN7	1521.2116	ATXN7	681.3233
AUH	151.2965	AUH	510.8878
AUP1	2271.9975	AUP1	1607.0142
AURKAIP1	739.3545	AURKAIP1	746.6499
AURKAPS1	15.2248	removed	removed
AURKA	1660.7723	AURKA	43.9698
AURKB	358.4173	AURKB	9.2127
removed	removed	AURKC	12.1441
AUTS2	503.0529	AUTS2	1046.0637
AVEN	248.6718	AVEN	232.8308
AVIL	23.1544	AVIL	31.8258
AVL9	1058.7582	AVL9	315.3266
AVPI1	193.4819	AVPI1	703.0988
AVPR1A	25.3747	AVPR1A	195.1424
removed	removed	AVPR2	158.7102
AWAT2	86.5911	removed	removed
AXIN1	613.1155	AXIN1	307.3702
AXIN2	245.1828	AXIN2	202.2613
AXL	936.3254	AXL	3136.5159
AZGP1	25842.2013	AZGP1	7629.8157
AZI1	432.0038	AZI1	85.8459
AZI2	962.3345	AZI2	2350.0838
AZIN1	4294.9806	AZIN1	4682.1608
B2M	27326.9368	B2M	51378.1407
B3GALNT1	1340.4171	B3GALNT1	263.8191
B3GALNT2	1466.3611	B3GALNT2	659.4221
removed	removed	B3GALT1	7.5377
removed	removed	B3GALT2	7.1189
B3GALT4	22.8372	B3GALT4	172.1106
removed	removed	B3GALT5	12.5628
B3GALT6	450.0833	B3GALT6	271.3568
B3GALTL	326.0645	B3GALTL	207.2864
removed	removed	B3GAT1	22.1943
removed	removed	B3GAT2	7.8141
B3GAT3	198.874	B3GAT3	227.8057
B3GNT1	169.6931	B3GNT1	972.7806
B3GNT2	2310.0468	B3GNT2	632.7471
B3GNT3	730.4734	B3GNT3	48.5762
B3GNT4	32.6699	removed	removed
B3GNT5	3050.67	B3GNT5	217.3367
B3GNT7	65.0226	B3GNT7	72.4456
B3GNT8	9.5155	B3GNT8	44.3886
B3GNT9	286.0487	B3GNT9	398.1742
B3GNTL1	70.4877	B3GNTL1	36.2772
B4GALNT1	562.4962	B4GALNT1	32.5879
B4GALNT3	105.6221	B4GALNT3	25.1256
B4GALNT4	51.0665	B4GALNT4	17.5879
B4GALT1	8448.4973	B4GALT1	2729.062
B4GALT2	460.8675	B4GALT2	882.3283
B4GALT3	489.0968	B4GALT3	506.7002
B4GALT4	1200.8564	B4GALT4	353.0151
B4GALT5	1387.3602	B4GALT5	1922.1106
B4GALT6	88.4942	B4GALT6	358.0402
B4GALT7	365.7125	B4GALT7	337.9397
B9D1	145.8536	B9D1	95.6407
B9D2	36.1589	B9D2	42.2948
BAALC	14.9076	BAALC	252.0938
BACE1	823.7253	BACE1	1868.0905
BACE2	2677.9795	BACE2	812.3953
BACH1	2741.099	BACH1	840.871
BACH2	54.2384	BACH2	188.861
BAD	305.9932	BAD	653.8987
BAG1	386.3865	BAG1	1406.1348
BAG2	141.1466	BAG2	193.4673
BAG3	893.5057	BAG3	1063.2328
BAG4	230.9095	BAG4	578.3082
BAG5	2030.6082	BAG5	1551.0888
BAGE2	109.7867	BAGE2	7.9564
BAGE	154.3319	removed	removed
BAHCC1	722.861	BAHCC1	384.4221
BAHD1	594.0845	BAHD1	532.6633
removed	removed	BAI1	7.1189
BAI2	198.874	BAI2	228.2245
removed	removed	BAI3	21.7755
BAIAP2L1	797.7163	BAIAP2L1	168.7605
removed	removed	BAIAP2L2	14.6566
BAIAP2	1023.5509	BAIAP2	346.7337
BAIAP3	97.4927	BAIAP3	47.8392
BAK1	436.7616	BAK1	202.2613
BAMBI	1036.8726	BAMBI	190.536
BANF1	2370.3116	BANF1	1202.6801
removed	removed	BANK1	519.6817
BANP	262.3107	BANP	133.5846
BAP1	1406.3912	BAP1	1528.8945
BARD1	353.9767	BARD1	34.3384
BARX1	333.9941	removed	removed
BARX2	14.2733	BARX2	129.397
BASP1	3399.5718	BASP1	341.2898
BAT1	2622.1553	BAT1	4545.2261
BAT2L1	4632.1561	BAT2L1	5324.9372
BAT2L2	10255.4912	BAT2L2	3906.1977
BAT2	6994.5286	BAT2	4040.6198
BAT3	3315.201	BAT3	3646.9849
BAT4	247.0859	BAT4	262.9816
BAT5	600.4282	BAT5	559.0452
BATF2	78.3443	BATF2	76.6332
BATF3	6.978	BATF3	13.8191
BATF	163.3495	BATF	24.7069
BAX	353.0251	BAX	195.1424
BAZ1A	1926.8892	BAZ1A	700.1675
BAZ1B	2936.8012	BAZ1B	2781.8258
BAZ2A	2953.9608	BAZ2A	2478.505
BAZ2B	794.8077	BAZ2B	982.4121
BBC3	54.5555	BBC3	28.057
removed	removed	BBOX1	121.0218
BBS10	402.8229	BBS10	876.0469
BBS12	159.5433	BBS12	204.7739
BBS1	408.5322	BBS1	748.325
BBS2	687.3365	BBS2	945.9799
BBS4	216.0019	BBS4	381.9095
BBS5	97.185	BBS5	175.4229
BBS7	406.6291	BBS7	343.8023
BBS9	360.9547	BBS9	393.6348
BBX	2893.3471	BBX	2112.6466
BCAM	525.2557	BCAM	2515.9129
removed	removed	BCAN	17.5879
BCAP29	1368.9636	BCAP29	2141.541
BCAP31	4303.8617	BCAP31	7861.3903
BCAR1	771.3901	BCAR1	493.2998
BCAR3	2086.7465	BCAR3	725.7119
BCAS1	7.6124	BCAS1	105.5276
BCAS2	1679.2388	BCAS2	705.6993
BCAS3	621.0451	BCAS3	649.4975
BCAS4	388.8669	BCAS4	504.1876
BCAT1	1757.5133	BCAT1	602.1776
BCAT2	312.7428	BCAT2	577.4707
BCCIP	958.1508	BCCIP	866.8928
BCDIN3D	211.9768	BCDIN3D	169.6692
removed	removed	BCHE	254.1876
BCKDHA	788.759	BCKDHA	1038.1072
BCKDHB	600.7454	BCKDHB	1149.9162
BCKDK	1177.0676	BCKDK	925.8794
BCL10	1057.1723	BCL10	363.0653
BCL11A	9.5155	BCL11A	37.2697
BCL11B	192.2131	BCL11B	41.4573
BCL2A1	127.5077	BCL2A1	13.4003
BCL2L10	6.978	removed	removed
BCL2L11	1119.9746	BCL2L11	576.6332
BCL2L12	173.2202	BCL2L12	69.0369
BCL2L13	2065.1812	BCL2L13	2520.938
