gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
CD248	1028.6716	CD248	4093.3441
CD24	4385.3135	CD24	9743.1889
CD274	45.7921	CD274	40.0046
CD276	1919.967	CD276	1909.6448
CD27	265.4579	CD27	37.5491
CD28	292.4917	CD28	79.0896
CD2AP	3696.7822	CD2AP	1397.402
CD2BP2	1221.7409	CD2BP2	998.7355
CD2	1371.4934	CD2	164.6166
CD300A	298.2673	CD300A	127.8308
CD300C	50.1238	CD300C	26.6697
CD300E	5.1568	removed	removed
CD300LB	29.0842	CD300LB	17.4733
CD300LF	80.6518	CD300LF	14.2545
CD300LG	208.3333	CD300LG	1724.796
CD302	1925.5404	CD302	2700.7196
CD320	373.7624	CD320	477.2962
CD33	134.4884	CD33	57.018
CD34	3530.9406	CD34	10408.5527
CD36	12709.571	CD36	21176.2272
CD37	686.2624	CD37	183.9292
CD38	98.8036	CD38	7.3572
CD3D	349.4224	CD3D	66.2145
CD3EAP	323.7026	CD3EAP	331.9922
CD3E	1166.0479	CD3E	229.4517
CD3G	237.2112	CD3G	37.7055
CD40LG	164.604	CD40LG	101.6209
CD40	311.0561	CD40	370.1575
CD44	13137.995	CD44	8826.7617
CD46	12725.8663	CD46	5041.499
CD47	2314.1502	CD47	2841.2461
CD48	1007.8383	CD48	202.7819
CD4	3108.2921	CD4	1147.7181
CD52	967.8218	CD52	195.4248
CD53	2165.2228	CD53	498.4481
CD55	1784.0347	CD55	2971.376
CD58	369.8432	CD58	219.7954
CD59	9589.3152	CD59	19960.915
CD5	479.5792	CD5	97.0226
CD63	10264.2327	CD63	9705.0236
CD68	3943.0693	CD68	1925.2788
CD69	403.2591	CD69	424.8764
CD6	529.0842	CD6	97.4825
CD70	8.4571	CD70	16.0938
CD72	100.2475	CD72	22.9911
CD74	56571.7822	CD74	36433.6131
CD79A	180.0743	CD79A	27.5894
CD79B	182.5495	CD79B	165.0764
CD7	72.1947	CD7	40.4644
CD80	65.3878	CD80	6.8973
CD81	8897.071	CD81	15029.3137
CD82	446.3696	CD82	780.7794
CD83	775.165	CD83	981.2622
CD84	520.2145	CD84	61.1565
CD86	620.462	CD86	151.7416
CD8A	599.835	CD8A	105.2995
CD8B	133.2508	CD8B	25.2903
CD93	4581.4769	CD93	6201.6324
CD96	823.4323	CD96	156.7996
CD97	959.1584	CD97	1134.8431
CD99L2	1436.0561	CD99L2	1715.1397
CD99	1402.0215	CD99	3558.57
CD9	4096.7409	CD9	4607.886
CDADC1	164.3977	CDADC1	245.0856
CDAN1	249.5875	CDAN1	256.5812
CDA	52.3927	CDA	57.018
CDC123	1286.2397	CDC123	755.9765
CDC14A	388.8201	CDC14A	492.0106
CDC14B	297.6485	CDC14B	712.2658
CDC14C	5.7756	CDC14C	13.3349
CDC16	1334.7772	CDC16	1259.4551
CDC20B	9.2822	removed	removed
CDC20	759.4884	CDC20	17.4733
CDC23	979.1667	CDC23	771.1231
CDC25A	133.8696	CDC25A	34.4867
CDC25B	742.5743	CDC25B	615.703
CDC26	120.1795	CDC26	103.6349
CDC27	1822.1947	CDC27	1777.2158
CDC34	145.4208	CDC34	460.7426
CDC37L1	459.3647	CDC37L1	523.2785
CDC37	2148.3086	CDC37	1861.8232
CDC40	1014.8515	CDC40	828.1412
CDC42BPA	3444.5132	CDC42BPA	2348.7757
CDC42BPB	2328.5891	CDC42BPB	3376.9399
CDC42BPG	152.2277	CDC42BPG	420.2782
CDC42EP1	363.6551	CDC42EP1	1671.4565
CDC42EP2	168.9356	CDC42EP2	878.2619
CDC42EP3	673.4736	CDC42EP3	1403.8395
CDC42EP4	979.7855	CDC42EP4	2378.2044
CDC42EP5	29.0842	CDC42EP5	121.8531
CDC42SE1	3405.4373	CDC42SE1	2846.4973
CDC42SE2	2339.7277	CDC42SE2	1568.4561
CDC42	8631.3944	CDC42	5845.7294
CDC45	147.896	removed	removed
CDC5L	2018.3581	CDC5L	1156.4548
CDC6	457.7145	CDC6	32.6474
CDC73	1932.962	CDC73	1229.5666
CDC7	160.066	CDC7	40.0046
CDCA2	205.4455	CDCA2	13.3349
CDCA3	175.7488	CDCA3	8.2768
CDCA4	205.6518	CDCA4	193.5855
CDCA5	558.3746	CDCA5	30.8081
CDCA7L	563.684	CDCA7L	426.2007
CDCA7	172.4422	CDCA7	100.7012
CDCA8	552.599	CDCA8	39.5448
CDCP1	1357.6733	CDCP1	542.1313
CDH11	3221.3284	CDH11	1078.7447
CDH12	7.4257	CDH12	18.3929
CDH13	378.5066	CDH13	1505.9202
CDH17	7.8383	removed	removed
CDH19	10.5198	CDH19	15.634
CDH1	1939.9752	CDH1	9081.9634
CDH20	5.5693	CDH20	10.5759
removed	removed	CDH22	11.9554
CDH23	132.632	CDH23	385.7915
CDH24	104.3729	CDH24	97.0226
CDH26	9.0759	CDH26	26.2099
CDH2	36.7162	CDH2	39.085
CDH3	202.764	CDH3	1791.9301
removed	removed	CDH4	10.5759
CDH5	2113.4488	CDH5	4417.5193
CDH6	214.7277	CDH6	281.8715
CDH7	5.363	removed	removed
CDH8	5.1568	CDH8	56.5582
CDHR1	30.3218	CDHR1	5.9777
CDHR3	18.5045	CDHR3	141.6255
CDIPT	1181.3119	CDIPT	2178.6412
CDK10	213.6964	CDK10	349.0056
CDK11A	297.7908	CDK11A	268.5642
CDK11B	538.224	CDK11B	606.4789
CDK12	3665.0165	CDK12	1226.8077
CDK13	1469.0594	CDK13	1138.9815
CDK14	696.3696	CDK14	884.2396
CDK15	5.363	CDK15	7.817
CDK16	1417.4917	CDK16	1393.7234
CDK17	1146.0396	CDK17	1028.1642
CDK18	202.1452	CDK18	295.2063
CDK19	1303.4406	CDK19	729.6885
CDK1	1544.1419	CDK1	72.652
CDK20	76.1139	CDK20	121.3933
CDK2AP1	2032.1782	CDK2AP1	2181.4002
CDK2AP2	1109.1172	CDK2AP2	551.3277
CDK2	787.7475	CDK2	610.1851
CDK3	43.1333	CDK3	47.7572
CDK4	1813.1188	CDK4	1520.6346
CDK5R1	217.8218	CDK5R1	39.5448
CDK5RAP1	886.9637	CDK5RAP1	304.8626
CDK5RAP2	1247.1122	CDK5RAP2	1561.099
CDK5RAP3	912.5413	CDK5RAP3	1007.9319
CDK5	161.7162	CDK5	115.4156
CDK6	1088.2838	CDK6	925.1638
CDK7	887.17	CDK7	398.6665
CDK8	255.1568	CDK8	147.1433
CDK9	770.2145	CDK9	1000.115
CDKAL1	358.0858	CDKAL1	298.4251
CDKL1	41.8729	CDKL1	26.2099
removed	removed	CDKL2	58.8573
CDKL3	35.7735	CDKL3	30.9093
CDKL5	78.3828	CDKL5	89.2057
CDKN1A	820.5446	CDKN1A	16124.612
CDKN1B	1837.0462	CDKN1B	1884.8143
CDKN1C	178.4241	CDKN1C	1228.647
CDKN2AIPNL	225.6601	CDKN2AIPNL	259.8
CDKN2AIP	625	CDKN2AIP	521.8991
CDKN2A	77.1452	CDKN2A	63.4556
CDKN2BAS	5.9818	removed	removed
CDKN2B	959.571	CDKN2B	556.3858
CDKN2C	269.1832	CDKN2C	491.5508
CDKN2D	189.1502	CDKN2D	136.5674
CDKN3	219.4719	CDKN3	23.451
CDNF	10.5198	CDNF	34.0269
CDO1	283.6221	CDO1	570.6403
CDON	773.9274	CDON	1253.4774
CDR1	36.3408	CDR1	31.7692
CDR2L	276.8152	CDR2L	585.8145
CDR2	830.033	CDR2	811.5875
CDRT15P	5.7756	CDRT15P	5.5179
CDRT4	206.0375	CDRT4	175.4179
CDS1	1011.9637	CDS1	623.0601
CDS2	769.802	CDS2	1082.8831
CDSN	38.7789	CDSN	80.0092
CDT1	101.6914	CDT1	30.8081
CDV3	4818.0693	CDV3	4606.5065
CDYL2	119.4307	CDYL2	103.4602
CDYL	743.8119	CDYL	631.7968
CEACAM19	17.533	CEACAM19	27.1296
CEACAM1	1889.0264	CEACAM1	651.5691
CEACAM21	38.7789	CEACAM21	11.0358
CEACAM5	1577.764	removed	removed
CEACAM6	13023.1023	CEACAM6	119.0941
CEACAM7	14.2327	removed	removed
CEBPA	946.5759	CEBPA	1376.2501
CEBPB	571.5759	CEBPB	2035.6363
CEBPD	285.6848	CEBPD	2742.3842
CEBPG	1393.1518	CEBPG	1331.1875
CEBPZ	1632.632	CEBPZ	1437.4066
CECR1	2228.5479	CECR1	979.8827
CECR2	57.962	CECR2	17.0134
CECR5	466.1716	CECR5	350.3851
CECR6	71.5759	CECR6	15.634
CECR7	8.4571	CECR7	27.5894
CELF1	2434.1997	CELF1	2008.0469
CELF2	1982.6733	CELF2	2091.7347
CELF4	5.9818	removed	removed
removed	removed	CELF5	26.6697
CELF6	26.6852	CELF6	24.4304
CELSR1	1723.8036	CELSR1	2351.0748
CELSR2	944.9257	CELSR2	2135.8777
CELSR3	69.3069	CELSR3	28.9688
CEL	7.8383	CEL	8.2768
CEMP1	64.3007	CEMP1	90.9714
CENPA	119.4307	removed	removed
CENPBD1	246.0809	CENPBD1	204.6212
CENPB	990.7178	CENPB	1365.6742
CENPC1	517.1205	CENPC1	601.9083
removed	removed	CENPE	31.7278
CENPF	3919.967	CENPF	146.2237
CENPH	194.7195	CENPH	92.4244
CENPI	159.0347	CENPI	5.5179
CENPJ	251.6502	CENPJ	204.1614
CENPK	215.3465	CENPK	8.2768
CENPL	420.5858	CENPL	55.6386
CENPM	54.868	CENPM	6.4375
CENPN	558.651	CENPN	126.9111
CENPO	115.3733	CENPO	52.567
CENPP	89.6143	CENPP	31.5622
CENPQ	354.3729	CENPQ	136.1076
CENPT	175.9488	CENPT	314.5189
CENPV	88.0776	CENPV	91.0449
CENPW	237.6238	CENPW	55.1788
CEP110	689.769	CEP110	571.5599
CEP120	858.4983	CEP120	795.0339
CEP135	342.4092	CEP135	218.4159
CEP152	183.7871	CEP152	140.246
CEP164	367.368	CEP164	480.515
CEP170L	9.2822	removed	removed
CEP170	2394.3894	CEP170	1154.1557
CEP192	879.538	CEP192	883.3199
CEP250	683.5809	CEP250	377.5147
CEP290	552.995	CEP290	413.2245
CEP350	4096.7409	CEP350	1473.2728
CEP55	654.703	CEP55	18.3929
CEP57	997.731	CEP57	848.8332
CEP63	613.1374	CEP63	587.1112
CEP68	1023.1064	CEP68	2075.7696
CEP70	457.302	CEP70	313.5993
CEP72	99.2162	CEP72	39.5448
CEP76	188.5314	CEP76	138.8665
CEP78	300.9488	CEP78	204.1614
CEP97	351.8977	CEP97	194.0453
CEPT1	970.5033	CEPT1	771.5829
CERCAM	1029.0842	CERCAM	1140.361
CERKL	167.106	CERKL	32.6934
CERK	1033.8284	CERK	1174.3879
CES1	310.0248	CES1	1659.5011
CES2	684.6122	CES2	1159.2137
CES3	14.0264	CES3	11.0358
removed	removed	CES4	9.6563
CES8	28.4653	CES8	48.2814
CETN2	1341.5842	CETN2	962.8693
CETN3	396.6584	CETN3	302.5635
removed	removed	CETN4P	6.8973
CETP	26.4026	CETP	103.0003
CFB	9635.9757	CFB	1900.1035
CFDP1	861.5924	CFDP1	619.8414
CFD	334.571	CFD	4376.1352
CFHR3	8.6634	CFHR3	12.875
CFH	4443.8944	CFH	4966.5479
CFI	651.4026	CFI	1148.6378
CFL1	13259.901	CFL1	9247.9595
CFL2	618.3993	CFL2	1454.42
CFLAR	1276.1964	CFLAR	1240.1425
CFP	36.5099	CFP	51.5002
removed	removed	CFTR	7.817
CG030	52.3927	CG030	17.9331
CGGBP1	2847.1535	CGGBP1	2624.2097
CGNL1	924.9175	CGNL1	1345.442
CGN	349.0099	CGN	702.6095
CGREF1	92.63	CGREF1	143.8648
CGRRF1	285.066	CGRRF1	320.0368
CH25H	114.0677	CH25H	633.6361
CHAC1	16.0891	CHAC1	12.875
CHAC2	73.8449	CHAC2	28.509
CHADL	11.5512	CHADL	74.9879
CHAD	625	CHAD	312.6796
CHAF1A	315.1815	CHAF1A	153.121
CHAF1B	202.3515	CHAF1B	100.7012
CHCHD10	264.0264	CHCHD10	363.72
CHCHD1	415.429	CHCHD1	268.9964
CHCHD2	3755.1568	CHCHD2	2078.8596
CHCHD3	678.8366	CHCHD3	576.1582
CHCHD4	225.8663	CHCHD4	189.4471
CHCHD5	86.0149	CHCHD5	198.1837
CHCHD6	45.9983	CHCHD6	95.1834
CHCHD7	478.9604	CHCHD7	461.2024
CHCHD8	376.4439	CHCHD8	429.9345
CHD1L	670.1733	CHD1L	495.6892
CHD1	2624.3812	CHD1	1299.9195
CHD2	2671.2046	CHD2	2432.4635
CHD3	3019.3894	CHD3	3102.4256
CHD4	6254.5173	CHD4	4869.7413
removed	removed	CHD5	7.3572
CHD6	2365.099	CHD6	1983.2165
CHD7	1135.9323	CHD7	492.4704
CHD8	2534.2409	CHD8	2156.1099
CHD9	2089.3152	CHD9	1890.792
CHDH	228.7541	CHDH	589.9529
CHEK1	293.7294	CHEK1	67.1342
CHEK2	318.6881	CHEK2	145.3041
CHERP	796.3304	CHERP	980.9633
CHFR	402.6403	CHFR	276.8134
CHGB	160.6848	CHGB	7.817
CHI3L1	394.5957	CHI3L1	2188.2975
CHI3L2	833.1271	CHI3L2	264.3982
CHIC1	448.4323	CHIC1	435.4524
CHIC2	272.896	CHIC2	349.4655
CHID1	790.429	CHID1	1143.5797
CHIT1	282.3845	CHIT1	61.6163
CHKA	1044.7607	CHKA	452.006
CHKB-CPT1B	143.816	CHKB-CPT1B	136.0294
CHKB	193.6304	CHKB	226.026
CHL1	496.2871	CHL1	1682.9521
CHML	1025.7838	CHML	481.4346
CHMP1A	1043.3168	CHMP1A	1420.853
CHMP1B	1142.3267	CHMP1B	2192.8957
CHMP2A	850.2475	CHMP2A	1133.0038
CHMP2B	1575.2888	CHMP2B	1350.5001
CHMP4A	1113.2941	CHMP4A	744.1039
CHMP4B	4191.6254	CHMP4B	2730.8886
CHMP4C	434.6122	CHMP4C	357.7423
CHMP5	1850.1341	CHMP5	1305.7225
CHMP6	154.4967	CHMP6	354.9833
CHMP7	822.401	CHMP7	972.0658
CHM	818.4818	CHM	658.9263
CHN1	346.3284	CHN1	334.2913
CHN2	204.8267	CHN2	127.371
CHODL	16.7079	CHODL	28.9688
CHORDC1	661.5099	CHORDC1	467.1801
CHPF2	751.6502	CHPF2	997.356
CHPF	918.5231	CHPF	1103.1153
CHPT1	1804.0429	CHPT1	2424.1867
CHP	3880.5693	CHP	2652.2589
CHRAC1	603.7541	CHRAC1	637.3146
CHRDL1	3122.5248	CHRDL1	5524.773
removed	removed	CHRDL2	5.0581
CHRD	438.7376	CHRD	250.6035
CHRFAM7A	8.8696	CHRFAM7A	17.9331
CHRM1	18.3581	CHRM1	28.509
CHRM3	28.4653	CHRM3	9.6563
CHRNA10	10.5198	CHRNA10	7.817
CHRNA1	12.7888	removed	removed
removed	removed	CHRNA2	5.0581
CHRNA5	44.7607	CHRNA5	14.2545
CHRNA6	27.0215	removed	removed
CHRNB1	326.7327	CHRNB1	188.5274
CHRNB2	17.533	CHRNB2	31.268
CHRNE	12.4608	CHRNE	18.0664
CHST10	273.7211	CHST10	274.0545
CHST11	242.1617	CHST11	88.286
CHST12	131.8069	CHST12	347.6262
CHST14	314.1502	CHST14	628.1182
CHST15	1380.363	CHST15	1424.0717
CHST1	634.6947	CHST1	77.7101
CHST2	127.8878	CHST2	205.5409
CHST3	331.2706	CHST3	1468.2147
removed	removed	CHST4	5.5179
CHST6	13.6139	CHST6	6.8973
CHST7	82.0957	CHST7	157.2595
CHST8	60.0248	CHST8	73.1119
removed	removed	CHST9	231.291
CHSY1	1799.2987	CHSY1	2505.1155
CHSY3	163.9851	CHSY3	117.7147
CHTF18	153.6716	CHTF18	45.5225
CHTF8	1722.3597	CHTF8	2395.2178
CHUK	786.5099	CHUK	600.069
CHURC1	1712.729	CHURC1	1590.9093
CIAO1	1487.6238	CIAO1	1471.8933
CIAPIN1	1112.4175	CIAPIN1	640.9932
CIB1	1310.0248	CIB1	1086.1019
CIB2	38.1601	CIB2	84.6074
CIC	1103.5479	CIC	1814.9213
CIDEA	541.4604	CIDEA	974.8247
CIDEB	218.2694	CIDEB	288.5113
CIDECP	73.6386	CIDECP	84.6074
CIDEC	1088.2838	CIDEC	3935.165
CIITA	369.2244	CIITA	213.3579
CILP2	114.8927	CILP2	27.5894
CILP	8256.1881	CILP	3598.5745
CINP	264.6452	CINP	303.4832
CIR1	1262.5825	CIR1	909.9897
CIRBP	2356.4356	CIRBP	4742.6141
removed	removed	CIRH1A	779.8598
CISD1	470.5033	CISD1	248.7642
CISD2	558.1683	CISD2	392.229
CISD3	374.014	CISD3	528.6677
CISH	611.5924	CISH	430.3943
CITED1	22.6898	CITED1	295.2063
CITED2	2625	CITED2	2775.0316
CITED4	114.0677	CITED4	360.961
CIT	439.5627	CIT	117.2549
CIZ1	1184.8185	CIZ1	1603.8625
CKAP2L	266.5017	CKAP2L	10.1161
CKAP2	1082.9208	CKAP2	264.858
CKAP4	1672.4422	CKAP4	1520.6346
CKAP5	5300.33	CKAP5	1842.5106
CKB	828.1766	CKB	851.1323
CKLF	332.302	CKLF	226.2329
CKMT1A	93.4406	CKMT1A	19.3126
CKMT1B	707.7145	CKMT1B	84.1476
CKMT2	43.7294	CKMT2	128.7504
CKS1B	946.3696	CKS1B	354.9833
CKS2	502.0627	CKS2	102.0807
CLASP1	1459.9835	CLASP1	1770.7783
CLASP2	1895.2145	CLASP2	1508.2193
CLCA2	54.4554	CLCA2	1044.258
removed	removed	CLCA4	33.5671
CLCC1	926.085	CLCC1	897.8227
CLCF1	60.4373	CLCF1	223.474
removed	removed	CLCN1	8.2768
CLCN2	57.3432	CLCN2	49.6609
CLCN3	1329.8267	CLCN3	1343.1429
CLCN4	118.1931	CLCN4	129.6701
CLCN5	555.2805	CLCN5	129.6701
CLCN6	375	CLCN6	555.0063
CLCN7	828.7954	CLCN7	1081.0438
removed	removed	CLCNKA	11.9554
removed	removed	CLCNKB	9.1965
removed	removed	CLDN10	30.3713
CLDN11	217.203	CLDN11	1242.9015
CLDN12	1189.769	CLDN12	1107.2537
CLDN15	97.3597	CLDN15	121.8531
removed	removed	CLDN19	140.7058
CLDN1	189.9752	CLDN1	511.783
CLDN23	85.8086	CLDN23	171.514
CLDN2	26.8152	CLDN2	28.5596
CLDN3	202.9703	CLDN3	612.0244
CLDN4	1083.9521	CLDN4	9241.9818
CLDN5	112.2112	CLDN5	1888.4929
CLDN7	1047.4422	CLDN7	692.4934
removed	removed	CLDN8	706.2881
CLDN9	5.9818	removed	removed
CLDND1	1334.571	CLDND1	1665.9386
removed	removed	CLDND2	17.9331
CLEC10A	268.9769	CLEC10A	185.7685
CLEC11A	96.5347	CLEC11A	155.4202
CLEC12A	50.33	CLEC12A	17.9331
CLEC14A	903.2591	CLEC14A	1679.7333
CLEC16A	591.5842	CLEC16A	706.2881
CLEC17A	9.4884	removed	removed
CLEC1A	135.3135	CLEC1A	249.6839
CLEC2B	629.1254	CLEC2B	597.7699
CLEC2D	1119.0182	CLEC2D	288.309
removed	removed	CLEC2L	5.5179
CLEC3A	21881.6007	CLEC3A	22.9911
CLEC3B	167.698	CLEC3B	4631.3369
CLEC4A	118.1931	CLEC4A	29.8885
CLEC4E	66.8317	CLEC4E	8.7366
CLEC4F	48.2673	CLEC4F	22.9911
removed	removed	CLEC4GP1	8.2768
removed	removed	CLEC4G	27.1296
CLEC5A	144.802	CLEC5A	5.5179
CLEC7A	453.7954	CLEC7A	47.3618
CLEC9A	15.6766	CLEC9A	5.0581
CLECL1	29.2904	removed	removed
CLGN	194.7195	CLGN	63.4556
CLIC1	6955.2393	CLIC1	4600.5288
CLIC2	846.7409	CLIC2	780.7794
CLIC3	12.3762	CLIC3	17.0134
CLIC4	6913.5726	CLIC4	9164.7316
CLIC5	592.6155	CLIC5	652.4888
CLIC6	202.9703	CLIC6	2233.82
CLINT1	2268.9769	CLINT1	1561.099
CLIP1	2362.6238	CLIP1	2556.6157
CLIP2	272.6898	CLIP2	478.2159
CLIP3	386.3449	CLIP3	1052.075
CLIP4	527.6403	CLIP4	970.6863
CLK1	2100.4538	CLK1	2592.9417
CLK2P	17.1205	CLK2P	17.9331
CLK2	598.8036	CLK2	511.3231
CLK3	430.0743	CLK3	745.373
CLK4	708.1271	CLK4	515.0017
CLMN	1048.0611	CLMN	1876.0777
CLN3	988.2426	CLN3	1111.3921
CLN5	751.8564	CLN5	921.0254
CLN6	596.9472	CLN6	444.6488
CLN8	329.2079	CLN8	475.4569
CLNS1A	1271.4521	CLNS1A	1074.6063
CLOCK	625.6188	CLOCK	448.7872
CLP1	326.5264	CLP1	206.0007
CLPB	209.571	CLPB	197.7239
CLPP	459.9835	CLPP	374.2959
CLPTM1L	1966.1716	CLPTM1L	1542.2462
CLPTM1	2517.533	CLPTM1	2340.0391
CLPX	943.6881	CLPX	722.3819
removed	removed	CLRN3	5.9777
CLSPN	157.1782	CLSPN	5.5179
CLSTN1	4099.2162	CLSTN1	5442.0048
CLSTN2	2766.5017	CLSTN2	627.1985
CLSTN3	2170.9983	CLSTN3	1138.5217
CLTA	1885.3135	CLTA	1603.8625
CLTB	640.8828	CLTB	822.6233
CLTCL1	32.1782	CLTCL1	90.1253
CLTC	17756.6007	CLTC	8609.7253
CLUAP1	623.1188	CLUAP1	475.9168
CLUL1	29.4967	CLUL1	42.7635
CLU	5060.231	CLU	26257.7308
removed	removed	CLVS1	10.4564
CLYBL	44.967	CLYBL	80.469
removed	removed	CMA1	34.9465
CMAH	532.797	CMAH	246.4651
CMAS	941.0066	CMAS	573.8591
CMBL	1524.7525	CMBL	1029.5436
CMC1	141.5017	CMC1	114.4959
CMIP	1217.6155	CMIP	1669.6172
CMKLR1	1154.2904	CMKLR1	579.8368
CMPK1	3628.5066	CMPK1	3779.7448
CMPK2	609.736	CMPK2	132.429
CMTM1	143.9769	CMTM1	79.0896
CMTM3	1103.1353	CMTM3	1125.1868
CMTM4	891.5017	CMTM4	1086.5617
removed	removed	CMTM5	14.2545
CMTM6	5834.3647	CMTM6	2679.8483
CMTM7	396.8647	CMTM7	664.4442
CMTM8	251.0314	CMTM8	147.1433
removed	removed	CMYA5	1175.7673
CN5H6.4	5.5693	CN5H6.4	5.9777
CNBP	6086.8399	CNBP	7670.7668
CNDP2	4107.467	CNDP2	2474.7672
CNFN	64.3564	CNFN	39.085
CNGA1	7.0132	CNGA1	38.1653
CNGA2	5.9818	removed	removed
removed	removed	CNGA3	5.9777
CNIH2	25.5776	removed	removed
CNIH3	49.0924	CNIH3	41.3841
CNIH4	1036.7162	CNIH4	709.5068
CNIH	1508.6634	CNIH	1088.401
CNKSR1	369.4307	CNKSR1	322.7957
CNKSR2	17.3267	CNKSR2	36.7858
CNKSR3	166.6667	CNKSR3	229.9115
CNN1	72.401	CNN1	8049.2011
CNN2	1866.3366	CNN2	3238.0733
CNN3	5534.2409	CNN3	6774.5718
CNNM1	6.3944	CNNM1	53.3395
CNNM2	112.4175	CNNM2	267.617
CNNM3	651.6089	CNNM3	1018.0481
CNNM4	488.0363	CNNM4	889.7574
CNOT10	821.7822	CNOT10	523.2785
CNOT1	5069.0553	CNOT1	3936.549
CNOT2	1699.0512	CNOT2	1369.8126
CNOT3	941.4191	CNOT3	838.7171
CNOT4	585.396	CNOT4	630.8771
CNOT6L	1716.7904	CNOT6L	1781.3542
CNOT6	2566.2129	CNOT6	963.7889
CNOT7	2725.4538	CNOT7	1517.8756
CNOT8	2238.0363	CNOT8	1536.2685
CNO	203.5891	CNO	204.6212
CNPY2	1093.0281	CNPY2	681.9175
CNPY3	1155.3218	CNPY3	836.8778
CNPY4	261.9493	CNPY4	329.2332
CNP	1331.3469	CNP	1607.0215
CNR1	584.7772	CNR1	210.5989
CNR2	8.0446	removed	removed
CNRIP1	369.8432	CNRIP1	663.9844
CNST	1235.1485	CNST	848.3734
CNTD1	44.7504	CNTD1	56.9721
CNTD2	51.9802	CNTD2	12.4152
CNTFR	261.1386	CNTFR	595.4707
CNTF	11.4851	CNTF	28.0492
CNTLN	218.8531	CNTLN	315.4386
CNTN1	160.2723	CNTN1	394.5281
CNTN2	12.995	CNTN2	5.5179
CNTN3	40.0165	CNTN3	87.8262
CNTN4	107.2607	CNTN4	581.2162
CNTNAP1	176.9802	CNTNAP1	274.0545
CNTNAP2	37.335	CNTNAP2	17.4733
CNTNAP3	26.4026	CNTNAP3	267.617
CNTROB	446.1634	CNTROB	577.9975
COASY	637.3762	COASY	955.0523
COBLL1	1305.4868	COBLL1	1514.6569
COBL	640.6766	COBL	758.7079
COBRA1	851.2789	COBRA1	1142.6601
COCH	42.7145	COCH	31.5255
COG1	633.9913	COG1	809.1137
COG2	1081.8894	COG2	644.212
COG3	798.0611	COG3	773.8821
COG4	828.3828	COG4	937.579
COG5	1203.5045	COG5	930.1023
COG6	664.3977	COG6	653.8683
COG7	670.9983	COG7	539.8322
COG8	293.6139	COG8	438.9884
COIL	468.4406	COIL	416.5996
COL10A1	2610.9736	COL10A1	19.7724
COL11A1	2015.4703	COL11A1	6.4375
removed	removed	COL11A2	11.0358
COL12A1	12046.8234	COL12A1	6507.4146
COL13A1	10.3135	COL13A1	8.7366
COL14A1	6040.6353	COL14A1	11948.04
COL15A1	4603.7541	COL15A1	4548.5688
COL16A1	1234.736	COL16A1	1636.5099
COL17A1	16.7079	COL17A1	7381.9979
COL18A1	1945.5446	COL18A1	4850.2127
COL19A1	9.901	removed	removed
COL1A1	85504.9505	COL1A1	43546.1547
COL1A2	93214.3152	COL1A2	50814.5764
COL21A1	99.4224	COL21A1	150.8219
COL22A1	47.4422	removed	removed
COL23A1	10.3135	COL23A1	19.3126
COL24A1	24.5462	COL24A1	18.3929
COL25A1	28.2591	COL25A1	77.7101
COL27A1	55.0743	COL27A1	168.755
removed	removed	COL28A1	14.7143
COL2A1	34.8597	COL2A1	60.6966
COL3A1	108677.1865	COL3A1	39019.1976
COL4A1	13878.7129	COL4A1	8821.7036
COL4A2	9722.1535	COL4A2	10234.2798
COL4A3BP	2112.4175	COL4A3BP	1668.6976
COL4A3	9.4884	COL4A3	21.6117
COL4A4	115.9241	COL4A4	83.6878
COL4A5	1167.2855	COL4A5	1011.1507
COL4A6	14.0264	COL4A6	394.5281
COL5A1	7060.231	COL5A1	3048.1665
COL5A2	12562.5	COL5A2	3269.8011
COL5A3	755.9818	COL5A3	656.6272
COL6A1	8697.401	COL6A1	10973.6751
COL6A2	9152.2277	COL6A2	17874.2384
COL6A3	34384.2822	COL6A3	19076.6755
COL6A6	43.5231	COL6A6	271.2956
COL7A1	20.4208	COL7A1	214.7373
COL8A1	1393.7706	COL8A1	317.7377
COL8A2	802.8053	COL8A2	1238.3033
COL9A2	32.3845	COL9A2	201.8623
COL9A3	18.1518	COL9A3	17.4733
COLEC11	17.9455	COLEC11	47.3618
COLEC12	959.571	COLEC12	1327.9687
COLQ	43.7294	COLQ	36.326
COMMD10	678.0116	COMMD10	321.8761
COMMD1	296.6172	COMMD1	260.2598
COMMD2	911.7162	COMMD2	836.8778
COMMD3	672.3597	COMMD3	519.6413
COMMD4	488.6551	COMMD4	503.5062
COMMD5	330.1361	COMMD5	363.1222
COMMD6	960.6023	COMMD6	1659.5011
COMMD7	1389.4389	COMMD7	955.0523
COMMD8	373.3498	COMMD8	200.023
COMMD9	852.5165	COMMD9	664.4442
COMP	1013.4076	COMP	357.7423
COMTD1	28.0528	COMTD1	31.7278
COMT	529.2904	COMT	1435.1075
COPA	12685.7508	COPA	4602.1566
COPB1	7235.8333	COPB1	2933.0636
COPB2	5270.6271	COPB2	2884.4695
COPE	1301.3531	COPE	1050.2357
COPG2	449.0512	COPG2	434.0729
COPG	3685.4373	COPG	2749.2815
COPS2	2275.3713	COPS2	2056.7881
COPS3	1053.2178	COPS3	787.6767
