gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
ANKRD53	7.7714	ANKRD53	305.5223
ANKRD54	216.8935	ANKRD54	198.5363
ANKRD55	6.0052	removed	removed
ANKRD56	144.1247	ANKRD56	14.3713
ANKRD57	752.7688	ANKRD57	599.3347
ANKRD58	6.3584	removed	removed
ANKRD5	749.5896	ANKRD5	328.4098
ANKRD6	158.5018	ANKRD6	308.8756
ANKRD9	119.7506	ANKRD9	53.2269
ANKS1A	1123.3246	ANKS1A	1158.7492
ANKS1B	281.8909	ANKS1B	34.5975
ANKS3	596.987	ANKS3	91.5502
ANKS6	70.2961	ANKS6	338.523
ANKZF1	723.0961	ANKZF1	384.8303
ANLN	248.6857	ANLN	11.1776
ANO10	739.6987	ANO10	1290.7518
ANO1	1776.4778	ANO1	2586.2941
ANO2	13.0701	ANO2	88.8889
ANO3	122.5766	ANO3	654.1583
removed	removed	ANO4	12.7745
ANO5	6.0052	ANO5	79.3081
ANO6	2391.1271	ANO6	21360.479
ANO7	7.0649	ANO7	10.1131
ANO8	278.7117	ANO8	248.0373
ANO9	284.0104	ANO9	7.4518
ANP32A	2654.296	ANP32A	2060.9448
ANP32B	2567.7505	ANP32B	3256.4205
ANP32E	718.8571	ANP32E	1068.7957
ANPEP	4052.4465	ANPEP	928.2768
ANTXR1	4781.9011	ANTXR1	3063.2069
ANTXR2	991.9168	ANTXR2	7491.6833
ANUBL1	575.4389	ANUBL1	190.5522
ANXA11	2067.1999	ANXA11	3567.2655
ANXA13	5.6519	removed	removed
ANXA1	1557.4649	ANXA1	15338.9222
ANXA2P1	37.0909	ANXA2P1	60.1464
ANXA2P2	2219.4492	ANXA2P2	4442.3154
ANXA2	6491.9685	ANXA2	12919.7605
ANXA3	603.3454	ANXA3	1114.0386
ANXA4	1251.9064	ANXA4	1132.1357
ANXA5	3719.6881	ANXA5	11428.8756
ANXA6	3927.044	ANXA6	11152.0958
ANXA7	3246.6907	ANXA7	3174.9834
ANXA8L2	109.1532	ANXA8L2	22.8876
ANXA8	192.1662	ANXA8	81.4371
ANXA9	121.5169	ANXA9	37.2588
AOAH	186.8675	AOAH	31.4039
AOC2	7.4182	AOC2	134.1317
AOC3	376.561	AOC3	37728.2768
AOX1	926.5662	AOX1	1215.7019
AP1AR	1417.5791	AP1AR	475.8483
AP1B1	1441.9532	AP1B1	1278.5096
AP1G1	2512.644	AP1G1	2200.3992
AP1G2	2737.4997	AP1G2	222.9887
AP1M1	717.7974	AP1M1	1364.7372
AP1M2	1641.1843	AP1M2	115.5023
AP1S1	757.361	AP1S1	292.7478
AP1S2	333.4649	AP1S2	742.515
AP1S3	139.8857	AP1S3	27.678
AP2A1	1518.3075	AP2A1	2191.6274
AP2A2	1407.6882	AP2A2	1613.839
AP2B1	6305.8075	AP2B1	5482.9009
AP2M1	4999.8543	AP2M1	4115.5023
AP2S1	785.2675	AP2S1	674.3846
AP3B1	1236.0103	AP3B1	1216.7665
AP3B2	12.0104	AP3B2	42.0492
AP3D1	3476.3011	AP3D1	1883.167
AP3M1	2155.1583	AP3M1	2064.6707
AP3M2	757.0078	AP3M2	493.9454
AP3S1	893.0077	AP3S1	1260.9448
AP3S2	1739.2562	AP3S2	2904.3779
AP4B1	317.7949	AP4B1	321.4744
AP4E1	362.7844	AP4E1	404.5243
AP4M1	512.9143	AP4M1	250.8423
AP4S1	123.2831	AP4S1	84.0985
APAF1	540.8208	APAF1	628.6094
APBA1	82.6597	APBA1	312.4418
APBA2	24.374	APBA2	22.3553
APBA3	218.3065	APBA3	104.857
APBB1IP	327.1065	APBB1IP	1409.98
APBB1	525.2779	APBB1	606.2542
APBB2	3403.8855	APBB2	4243.2468
APBB3	359.6052	APBB3	198.5363
APCDD1L	22.961	APCDD1L	164.4711
APCDD1	107.0338	APCDD1	3155.2894
APC	1087.6467	APC	1413.1737
APEH	1786.3687	APEH	1239.1218
APEX1	3484.779	APEX1	2096.0745
APEX2	699.7818	APEX2	260.2794
removed	removed	APH1A	2890.7518
APH1B	947.0545	APH1B	979.9069
API5	2902.2752	API5	2444.7106
APIP	417.4882	APIP	1039.0472
APITD1	260.2157	APITD1	102.7279
APLF	84.426	APLF	120.825
APLNR	497.0182	APLNR	861.7432
APLN	69.2364	APLN	56.9528
APLP1	17.6623	APLP1	44.1783
APLP2	7626.9503	APLP2	12423.686
APOA1BP	1308.0727	APOA1BP	854.8237
APOB48R	833.309	APOB48R	13.839
APOBEC3A	6.0052	removed	removed
APOBEC3B	26.8468	APOBEC3B	8.5163
APOBEC3C	181.5688	APOBEC3C	264.5376
APOBEC3D	127.8753	APOBEC3D	77.7112
APOBEC3F	170.2649	APOBEC3F	124.5509
APOBEC3G	257.1636	APOBEC3G	146.9062
APOBEC4	45.5688	removed	removed
removed	removed	APOB	1685.6953
APOC1	1127.5636	APOC1	731.3373
APOC2	72.0623	removed	removed
APOD	1539.8025	APOD	25258.8157
APOE	2303.8752	APOE	3988.2901
APOF	43.0961	removed	removed
APOL1	1433.8285	APOL1	1017.6979
APOL2	681.0597	APOL2	480.1065
APOL3	721.3298	APOL3	1213.0406
APOL4	108.8	APOL4	195.8749
APOL6	1988.0726	APOL6	9372.7212
APOLD1	945.2883	APOLD1	12242.1823
APOM	51.574	APOM	81.9694
APOOL	311.9169	APOOL	374.185
APOO	212.6545	APOO	139.9867
APPBP2	1511.896	APPBP2	2072.1224
APPL1	1893.0493	APPL1	2247.2389
APPL2	1785.6622	APPL2	1643.1138
APP	6694.7321	APP	15481.0379
APRT	565.1948	APRT	752.6281
APTX	604.7584	APTX	440.7186
AQP11	33.9117	AQP11	22.8876
AQP12B	9.5377	removed	removed
AQP1	2090.8074	AQP1	11715.3054
AQP3	1113.4337	AQP3	175.1164
removed	removed	AQP4	51.0978
removed	removed	AQP5	114.4378
removed	removed	AQP7P1	1027.811
removed	removed	AQP7P3	73.4531
AQP7	5.2987	AQP7	5836.8596
removed	removed	AQPEP	1500.0772
AQR	1628.4674	AQR	1103.9255
ARAF	1352.5817	ARAF	1113.5063
ARAP1	1995.0492	ARAP1	1760.676
ARAP2	249.0389	ARAP2	161.8097
ARAP3	205.2364	ARAP3	694.6108
ARCN1	5020.3426	ARCN1	4641.9162
ARC	6.7117	ARC	25.0166
AREG	172.7377	AREG	175.6487
ARF1	6406.4828	ARF1	5907.6514
ARF3	6155.6776	ARF3	2786.9594
ARF4	4129.1011	ARF4	2878.5096
ARF5	2731.657	ARF5	1460.0133
ARF6	5150.6906	ARF6	2021.0246
ARFGAP1	998.2753	ARFGAP1	360.8782
ARFGAP2	2157.6311	ARFGAP2	1746.9062
ARFGAP3	1321.8493	ARFGAP3	953.8257
ARFGEF1	2478.8984	ARFGEF1	1797.4717
ARFGEF2	3164.031	ARFGEF2	2151.4305
ARFIP1	1411.9272	ARFIP1	971.3906
ARFIP2	1775.4181	ARFIP2	489.6873
ARFRP1	469.1117	ARFRP1	304.4578
ARG2	150.0486	ARG2	476.4338
ARGLU1	5220.9867	ARGLU1	2530.9381
ARHGAP10	181.2156	ARHGAP10	1144.3779
ARHGAP11A	82.6597	ARHGAP11A	45.7751
ARHGAP11B	8.4779	removed	removed
ARHGAP12	1319.0233	ARHGAP12	1229.0086
ARHGAP15	120.8104	ARHGAP15	47.9042
ARHGAP17	1149.8181	ARHGAP17	1453.0938
ARHGAP18	1184.7895	ARHGAP18	915.5023
ARHGAP19	562.0156	ARHGAP19	788.8224
ARHGAP1	3739.1167	ARHGAP1	3739.7206
ARHGAP20	62.8779	ARHGAP20	725.4824
ARHGAP21	1146.6389	ARHGAP21	4033.5329
ARHGAP22	57.226	ARHGAP22	21.823
ARHGAP23	331.6987	ARHGAP23	503.5263
ARHGAP24	161.787	ARHGAP24	1226.8796
ARHGAP25	334.5247	ARHGAP25	348.1038
ARHGAP26	227.8441	ARHGAP26	764.8703
ARHGAP27	545.0209	ARHGAP27	246.4405
ARHGAP28	186.161	ARHGAP28	465.2029
ARHGAP29	4633.8907	ARHGAP29	4141.5835
ARHGAP30	629.1324	ARHGAP30	191.6168
ARHGAP31	548.5922	ARHGAP31	2492.6148
ARHGAP32	4618.7011	ARHGAP32	1044.8436
ARHGAP33	223.2519	ARHGAP33	69.1949
ARHGAP36	25.787	ARHGAP36	66.5336
ARHGAP39	440.8519	ARHGAP39	38.3234
ARHGAP42	169.5584	ARHGAP42	634.9807
ARHGAP4	328.1662	ARHGAP4	112.3087
ARHGAP5	4442.7842	ARHGAP5	3353.2934
ARHGAP6	97.4961	ARHGAP6	223.5529
ARHGAP8	394.0821	ARHGAP8	59.7418
ARHGAP9	198.5247	ARHGAP9	36.7265
ARHGDIA	2960.9141	ARHGDIA	2809.3147
ARHGDIB	4846.8984	ARHGDIB	1752.2289
removed	removed	ARHGDIG	20.2262
ARHGEF10L	563.4285	ARHGEF10L	364.6041
ARHGEF10	803.2831	ARHGEF10	880.3726
ARHGEF11	1554.2856	ARHGEF11	1303.5263
ARHGEF12	5219.927	ARHGEF12	4821.823
ARHGEF15	186.8675	ARHGEF15	1169.3945
ARHGEF16	416.8311	ARHGEF16	87.8244
ARHGEF17	1382.961	ARHGEF17	1475.9814
ARHGEF18	1145.5792	ARHGEF18	483.8323
ARHGEF19	473.7039	ARHGEF19	69.7272
ARHGEF1	1345.1636	ARHGEF1	570.0599
ARHGEF2	655.6259	ARHGEF2	2988.6893
ARHGEF33	22.6078	ARHGEF33	7.4518
ARHGEF35	1112.7272	ARHGEF35	218.7625
ARHGEF37	1934.0259	ARHGEF37	534.3979
ARHGEF38	167.7922	ARHGEF38	7.984
ARHGEF3	1552.1662	ARHGEF3	614.2382
ARHGEF4	45.2156	ARHGEF4	460.9448
ARHGEF5	722.7428	ARHGEF5	253.8922
ARHGEF6	598.0467	ARHGEF6	6502.1956
ARHGEF7	2383.709	ARHGEF7	3170.7252
ARHGEF9	601.9324	ARHGEF9	867.0659
ARID1A	5074.0361	ARID1A	1989.0885
ARID1B	3000.831	ARID1B	2212.1091
ARID2	1756.696	ARID2	947.9707
ARID3A	73.4753	ARID3A	113.3733
ARID3B	179.8026	ARID3B	89.9534
ARID4A	1185.496	ARID4A	1278.5096
ARID4B	1802.173	ARID4B	1514.3047
ARID5A	396.3428	ARID5A	372.5882
ARID5B	3014.6076	ARID5B	6528.2768
ARIH1	2389.0077	ARIH1	2535.1963
ARIH2	1656.0207	ARIH2	1594.0918
ARL10	21.5481	ARL10	60.6786
ARL11	30.3792	ARL11	9.0486
ARL13B	312.2701	ARL13B	311.9095
ARL15	630.1922	ARL15	433.2668
ARL16	300.2597	ARL16	266.6667
ARL17A	181.1131	ARL17A	89.0805
ARL17B	8.5521	removed	removed
ARL1	2277.7349	ARL1	2308.4498
ARL2BP	981.6727	ARL2BP	1989.0885
ARL2	499.8441	ARL2	1097.006
ARL3	652.0935	ARL3	548.2369
ARL4A	329.9325	ARL4A	817.0326
ARL4C	589.5688	ARL4C	499.8004
ARL4D	203.8234	ARL4D	57.485
ARL5A	1235.3038	ARL5A	1406.2542
ARL5B	318.9818	ARL5B	350.2329
ARL6IP1	6690.8464	ARL6IP1	8042.5815
ARL6IP4	1122.2649	ARL6IP4	866.0013
ARL6IP5	4819.3452	ARL6IP5	6427.1457
ARL6IP6	316.1558	ARL6IP6	439.654
ARL6	80.5403	ARL6	102.1956
ARL8A	866.5142	ARL8A	877.7112
ARL8B	2383.709	ARL8B	2488.8889
ARL9	8.4779	removed	removed
ARMC10	1274.2952	ARMC10	821.6154
ARMC1	763.0129	ARMC1	900.5988
ARMC2	85.4857	ARMC2	47.9042
ARMC3	404.8208	removed	removed
ARMC4	159.6675	removed	removed
ARMC5	319.335	ARMC5	111.2442
ARMC6	392.3547	ARMC6	204.3912
ARMC7	263.1688	ARMC7	135.1963
ARMC8	735.8129	ARMC8	848.4365
ARMC9	414.7117	ARMC9	77.179
ARMCX1	671.522	ARMCX1	902.1956
ARMCX2	1078.109	ARMCX2	532.2688
ARMCX3	1784.9558	ARMCX3	1811.3107
ARMCX5	439.0857	ARMCX5	328.9421
ARMCX6	344.7688	ARMCX6	153.2934
ARNT2	3823.1894	ARNT2	103.2601
ARNTL2	43.0961	ARNTL2	126.1477
ARNTL	655.6259	ARNTL	430.0732
ARNT	1576.1869	ARNT	3281.9694
ARPC1A	2134.6241	ARPC1A	2777.8417
ARPC1B	1327.1939	ARPC1B	583.4358
ARPC2	3013.9011	ARPC2	3106.853
ARPC3	2620.3843	ARPC3	2312.1756
ARPC4	2838.0832	ARPC4	2239.8031
ARPC5L	469.4649	ARPC5L	290.6188
ARPC5	3360.0829	ARPC5	2224.8836
ARPM1	16.6026	ARPM1	76.6467
ARPP19	4946.8673	ARPP19	6096.6068
ARRB1	540.4675	ARRB1	1705.3892
ARRB2	435.2	ARRB2	340.1198
ARRDC1	884.5298	ARRDC1	233.1337
ARRDC2	609.7039	ARRDC2	514.1717
ARRDC3	2924.883	ARRDC3	4939.9867
ARRDC4	1592.4363	ARRDC4	823.9521
ARSA	522.8052	ARSA	589.7538
ARSB	250.0987	ARSB	266.6667
ARSD	2933.7141	ARSD	1037.3919
ARSE	31.7922	ARSE	14.3713
ARSG	358.5454	ARSG	118.6959
ARSI	63.2312	removed	removed
ARSJ	43.8026	ARSJ	105.3892
ARSK	156.4883	ARSK	259.2149
removed	removed	ART4	20.2262
ART5	5.6519	ART5	5.855
ARV1	476.5298	ARV1	320.9581
ARVCF	338.4104	ARVCF	84.6307
AR	2052.7168	AR	601.996
AS3MT	71.7091	AS3MT	274.1184
ASAH1	9098.5762	ASAH1	9807.5848
ASAH2B	7.7714	removed	removed
ASAH2	19.4286	ASAH2	13.3067
ASAM	194.9922	ASAM	3054.6906
ASAP1	1648.9558	ASAP1	1473.32
ASAP2	726.6285	ASAP2	1364.2049
ASAP3	1550.3999	ASAP3	879.8403
ASB13	558.8363	ASB13	449.7671
ASB14	12.3636	ASB14	9.0486
ASB16	32.2408	ASB16	5.855
ASB1	468.6842	ASB1	807.6274
ASB2	29.3195	ASB2	13.3067
ASB3	314.3896	ASB3	352.8942
removed	removed	ASB4	5.3227
ASB6	639.91	ASB6	348.7532
ASB7	574.7324	ASB7	501.3972
ASB8	834.722	ASB8	975.1164
removed	removed	ASB9	100.0665
ASCC1	507.2623	ASCC1	506.7199
ASCC2	785.974	ASCC2	1174.7172
ASCC3	1254.0259	ASCC3	953.2934
ASCL2	19.7818	removed	removed
ASF1A	547.5324	ASF1A	473.7192
ASF1B	176.9766	ASF1B	12.2422
ASH1L	4211.2627	ASH1L	3449.6181
ASH2L	1146.2857	ASH2L	1705.9215
ASL	450.7428	ASL	245.9082
ASMTL	494.1922	ASMTL	511.5103
ASNA1	1257.2051	ASNA1	744.1118
ASNSD1	1029.7142	ASNSD1	1397.7379
ASNS	358.1922	ASNS	304.4578
ASPA	8.1247	ASPA	303.9255
removed	removed	ASPG	5.855
ASPHD1	10.5974	removed	removed
ASPHD2	26.1403	ASPHD2	37.7911
ASPH	6583.9398	ASPH	22643.5502
ASPM	51.574	ASPM	7.984
ASPN	1841.4752	ASPN	661.6101
ASPRV1	64.2344	ASPRV1	70.6959
ASPSCR1	334.1714	ASPSCR1	126.1477
ASRGL1	64.2909	ASRGL1	58.0173
ASS1	143.4182	ASS1	9293.9454
ASTE1	320.5326	ASTE1	238.7066
ASTN1	30.026	ASTN1	48.9687
ASTN2	1310.8986	ASTN2	94.2116
ASXL1	1449.3714	ASXL1	2396.2741
ASXL2	1127.5636	ASXL2	1130.5389
ASXL3	9.5377	ASXL3	40.9847
ATAD1	1155.8233	ATAD1	1395.0765
ATAD2B	608.6441	ATAD2B	340.652
ATAD2	1102.8363	ATAD2	495.01
ATAD3A	248.3325	ATAD3A	101.6633
ATAD3B	227.4909	ATAD3B	50.0333
ATAD3C	40.2701	ATAD3C	34.5975
ATAD5	115.1584	ATAD5	53.2269
ATE1	330.9922	ATE1	410.9115
ATF1	623.4805	ATF1	535.9947
ATF2	627.3662	ATF2	849.501
ATF3	1398.5038	ATF3	2703.9255
ATF4	2800.8934	ATF4	7251.6301
ATF5	788.4467	ATF5	891.018
ATF6B	2569.87	ATF6B	1302.5522
ATF6	1922.722	ATF6	1384.9634
ATF7IP2	204.8831	ATF7IP2	101.6633
ATF7IP	1587.1376	ATF7IP	1794.8104
ATF7	2771.8282	ATF7	3442.6454
ATG10	91.1377	ATG10	112.841
ATG12	647.5013	ATG12	813.839
ATG16L1	1231.0649	ATG16L1	509.3812
ATG16L2	516.8742	ATG16L2	140.9714
ATG2A	783.8545	ATG2A	553.0273
ATG2B	1971.1168	ATG2B	1519.0951
ATG3	690.2441	ATG3	728.1437
ATG4A	289.6623	ATG4A	312.9741
ATG4B	911.0233	ATG4B	500.8649
ATG4C	240.2078	ATG4C	309.7804
ATG4D	306.922	ATG4D	193.9268
ATG5	835.7818	ATG5	877.179
ATG7	753.9274	ATG7	560.511
ATG9A	911.8429	ATG9A	1560.8729
ATHL1	6051.8231	ATHL1	158.6161
ATIC	1464.9142	ATIC	1170.4591
ATL1	367.3766	ATL1	352.8942
ATL2	1049.496	ATL2	1656.4205
ATL3	615.3558	ATL3	908.5828
ATMIN	1580.0726	ATMIN	2624.0852
ATM	2438.109	ATM	2008.2502
ATN1	4850.7842	ATN1	5613.839
ATOH8	23.3143	ATOH8	853.2269
ATOX1	594.8675	ATOX1	589.7538
ATP10A	114.8052	ATP10A	194.2781
ATP10D	659.8649	ATP10D	675.9814
ATP11A	237.7351	ATP11A	743.5795
ATP11B	1678.2752	ATP11B	2502.7279
ATP11C	673.9948	ATP11C	1232.7345
ATP13A1	1366.7116	ATP13A1	554.0918
ATP13A2	1008.8727	ATP13A2	378.9754
ATP13A3	2079.5635	ATP13A3	3732.8011
ATP13A4	653.1532	ATP13A4	100.5988
ATP13A5	20.4883	ATP13A5	136.7931
ATP1A1	15197.0101	ATP1A1	7020.0825
ATP1A2	43.8026	ATP1A2	2278.6427
ATP1A3	8.8312	removed	removed
ATP1A4	295.3143	removed	removed
ATP1B1	6099.7692	ATP1B1	1129.1124
ATP1B2	51.9273	ATP1B2	219.827
ATP1B3	548.5922	ATP1B3	1520.1597
ATP2A1	9.1844	removed	removed
ATP2A2	4036.5504	ATP2A2	4256.5536
ATP2A3	861.2155	ATP2A3	278.9088
ATP2B1	2508.0518	ATP2B1	1244.9767
ATP2B4	1484.3428	ATP2B4	10766.2009
ATP2C1	3342.6361	ATP2C1	3001.7458
ATP2C2	728.0415	ATP2C2	9.5808
ATP5A1	7107.6776	ATP5A1	12423.1537
ATP5B	7774.2541	ATP5B	20612.1091
ATP5C1	2071.0856	ATP5C1	3416.6334
ATP5D	364.9039	ATP5D	406.6534
ATP5EP2	20.4883	ATP5EP2	40.9847
ATP5E	2363.5739	ATP5E	4358.2169
ATP5F1	2251.5947	ATP5F1	3410.7784
ATP5G1	398.8156	ATP5G1	372.0559
ATP5G2	4729.6205	ATP5G2	5233.7991
ATP5G3	1457.496	ATP5G3	3897.2721
ATP5H	1373.0701	ATP5H	2988.157
ATP5I	577.7633	ATP5I	1095.4092
ATP5J2	1183.7298	ATP5J2	1057.6181
ATP5J	915.0539	ATP5J	2031.9627
ATP5L	1762.7012	ATP5L	3649.2349
ATP5O	1722.4311	ATP5O	4579.1084
ATP5SL	518.9195	ATP5SL	595.6088
ATP5S	179.8026	ATP5S	212.3752
ATP6AP1L	93.2571	ATP6AP1L	78.2435
ATP6AP1	4966.2958	ATP6AP1	1980.5722
ATP6AP2	3232.9141	ATP6AP2	3105.7884
ATP6V0A1	1673.3298	ATP6V0A1	1825.682
ATP6V0A2	613.5896	ATP6V0A2	465.2029
ATP6V0A4	180.5939	ATP6V0A4	41.517
ATP6V0B	1597.3817	ATP6V0B	737.1923
ATP6V0C	2651.8126	ATP6V0C	1845.9082
ATP6V0D1	1099.3038	ATP6V0D1	930.9381
ATP6V0D2	28.613	removed	removed
ATP6V0E1	2383.0025	ATP6V0E1	2830.6055
ATP6V0E2	3299.646	ATP6V0E2	609.666
ATP6V1A	2669.1323	ATP6V1A	1849.1018
ATP6V1B1	6.3584	ATP6V1B1	168.1969
ATP6V1B2	1730.909	ATP6V1B2	2432.4684
ATP6V1C1	1811.4493	ATP6V1C1	2041.2508
ATP6V1C2	48.9282	ATP6V1C2	65.9694
ATP6V1D	1790.6077	ATP6V1D	1235.3959
ATP6V1E1	1066.4519	ATP6V1E1	2921.0912
ATP6V1E2	90.0779	ATP6V1E2	88.3566
ATP6V1F	1273.8077	ATP6V1F	959.1484
ATP6V1G1	2895.5635	ATP6V1G1	1145.9747
ATP6V1G2	27.8005	ATP6V1G2	34.0652
ATP6V1H	1187.9688	ATP6V1H	1059.2149
ATP7A	1385.0804	ATP7A	650.9647
ATP7B	669.0493	ATP7B	378.9754
ATP8A1	432.374	ATP8A1	534.3979
ATP8A2	7.4182	ATP8A2	26.6134
ATP8B1	4491.511	ATP8B1	512.9741
ATP8B2	1386.8467	ATP8B2	860.6786
removed	removed	ATP8B3	10.1131
ATP8B4	87.2519	ATP8B4	764.338
ATP8B5P	21.1948	ATP8B5P	36.1943
ATP9A	3443.8024	ATP9A	8235.2628
ATP9B	661.9844	ATP9B	541.8496
ATPAF1	1582.3087	ATPAF1	2768.7878
ATPAF2	182.0775	ATPAF2	231.5369
ATPBD4	132.8208	ATPBD4	149.0353
ATPIF1	922.3272	ATPIF1	466.2675
ATRIP	306.597	ATRIP	186.9754
ATRNL1	2908.2804	ATRNL1	22.3553
ATRN	2344.8518	ATRN	1883.6993
ATRX	3866.6388	ATRX	3466.6667
ATR	1215.1688	ATR	794.6773
ATXN10	1319.3766	ATXN10	1792.6813
ATXN1L	1210.2233	ATXN1L	2300.5136
ATXN1	2062.2544	ATXN1	1254.5576
ATXN2L	3446.6284	ATXN2L	2008.2502
ATXN2	846.3792	ATXN2	1048.5695
ATXN3	873.9324	ATXN3	962.342
ATXN7L1	540.1143	ATXN7L1	295.4092
ATXN7L2	57.9325	ATXN7L2	35.662
ATXN7L3B	5818.6802	ATXN7L3B	2902.4617
ATXN7L3	1489.9947	ATXN7L3	700.4657
ATXN7	813.174	ATXN7	801.5968
ATXN8OS	12.7734	removed	removed
AUH	213.7143	AUH	632.8676
AUP1	1899.337	AUP1	1736.181
AURKAIP1	572.9662	AURKAIP1	499.2681
removed	removed	AURKAPS1	7.4518
AURKA	61.4649	AURKA	28.7425
AURKB	11.6571	removed	removed
AURKC	8.8312	AURKC	7.984
AUTS2	5236.5296	AUTS2	905.9215
AVEN	104.2078	AVEN	308.7159
AVIL	48.0416	AVIL	18.6294
AVL9	683.8857	AVL9	396.008
AVPI1	78.4208	AVPI1	904.857
AVPR1A	16.9558	AVPR1A	357.6846
AVPR2	10.5974	AVPR2	110.1796
AXIN1	1112.374	AXIN1	259.7472
AXIN2	168.1454	AXIN2	755.4012
AXL	1028.3012	AXL	2512.841
AZGP1	35589.9618	AZGP1	5434.4644
AZI1	221.4857	AZI1	62.8077
AZI2	1009.2259	AZI2	3024.3513
AZIN1	5936.3114	AZIN1	5298.7359
AZU1	18.7221	removed	removed
B2M	32321.3697	B2M	44233.2295
B3GALNT1	254.6909	B3GALNT1	286.8929
B3GALNT2	616.8041	B3GALNT2	667.4864
B3GALT1	13.7766	B3GALT1	17.0326
removed	removed	B3GALT2	11.1776
B3GALT4	157.548	B3GALT4	105.9215
B3GALT5	6.3584	B3GALT5	44.7106
B3GALT6	583.2104	B3GALT6	231.0047
B3GALTL	321.4545	B3GALTL	213.9721
B3GAT1	6.3584	B3GAT1	25.0166
B3GAT2	7.2451	B3GAT2	15.1856
B3GAT3	463.813	B3GAT3	171.9228
B3GNT1	445.4441	B3GNT1	903.2601
B3GNT2	755.5948	B3GNT2	1014.5043
B3GNT3	8.8312	B3GNT3	78.2435
B3GNT5	151.5428	B3GNT5	649.3679
B3GNT7	40.6234	B3GNT7	35.662
B3GNT8	37.4442	B3GNT8	37.2588
B3GNT9	201.9264	B3GNT9	169.2295
B3GNTL1	54.6826	B3GNTL1	13.4185
B4GALNT1	22.5548	B4GALNT1	17.3945
B4GALNT3	181.5688	B4GALNT3	10.6454
B4GALNT4	387.8649	B4GALNT4	8.5163
B4GALT1	5663.9581	B4GALT1	2645.9082
B4GALT2	477.2363	B4GALT2	607.851
B4GALT3	1117.6727	B4GALT3	759.0153
B4GALT4	365.6104	B4GALT4	332.668
B4GALT5	852.0311	B4GALT5	1740.519
B4GALT6	46.6286	B4GALT6	502.4617
B4GALT7	363.1376	B4GALT7	209.1816
B9D1	77.142	B9D1	76.6574
B9D2	71.3558	B9D2	29.8071
BAALC	14.8364	BAALC	364.0719
BACE1	748.8831	BACE1	1684.6307
BACE2	570.4935	BACE2	612.1091
BACH1	1603.0337	BACH1	898.4697
BACH2	113.3922	BACH2	219.827
BAD	628.1857	BAD	466.2675
BAG1	939.8942	BAG1	1118.829
BAG2	132.8208	BAG2	227.2788
BAG3	819.8857	BAG3	1067.1989
BAG4	193.5792	BAG4	374.7172
BAG5	2291.5116	BAG5	1976.314
BAGE2	18.8881	BAGE2	5.7485
BAHCC1	107.7403	BAHCC1	338.523
BAHD1	879.5844	BAHD1	579.6407
BAI1	20.4883	removed	removed
BAI2	1063.6259	BAI2	66.5336
removed	removed	BAI3	32.4684
BAIAP2L1	1338.8051	BAIAP2L1	198.004
removed	removed	BAIAP2L2	6.9195
BAIAP2	1509.0701	BAIAP2	242.7146
BAIAP3	522.3353	BAIAP3	77.9401
BAK1	293.9013	BAK1	142.648
BAMBI	2095.1064	BAMBI	205.4558
BANF1	1488.935	BANF1	905.9215
BANK1	119.7506	BANK1	535.9947
BANP	210.1818	BANP	136.7931
BAP1	1635.1791	BAP1	1373.7858
BARD1	143.4182	BARD1	40.9847
BARX2	270.587	BARX2	189.4877
BASP1	333.4649	BASP1	165.5356
BAT1	6849.9134	BAT1	5209.847
BAT2L1	7478.0356	BAT2L1	5478.6853
BAT2L2	6501.5062	BAT2L2	4447.1058
BAT2	6817.3087	BAT2	4331.6035
BAT3	3369.2674	BAT3	3635.9281
BAT4	266.348	BAT4	265.6021
BAT5	1177.7246	BAT5	559.4145
BATF2	37.0909	BATF2	58.0173
BATF3	14.1299	BATF3	13.839
BATF	150.8364	BATF	10.1131
BAX	263.1688	BAX	106.986
BAZ1A	1926.9609	BAZ1A	904.3247
BAZ1B	4192.6855	BAZ1B	2528.809
BAZ2A	3779.0194	BAZ2A	3228.0506
BAZ2B	2157.3555	BAZ2B	1533.1949
BBC3	194.2857	BBC3	19.6939
BBOX1	33.5584	BBOX1	113.9055
BBS10	426.0156	BBS10	842.5815
BBS12	187.2208	BBS12	259.7472
BBS1	1340.9246	BBS1	745.7086
BBS2	664.4571	BBS2	1229.5409
BBS4	868.2805	BBS4	395.4757
BBS5	341.0633	BBS5	216.4578
BBS7	217.2467	BBS7	449.7671
BBS9	417.8909	BBS9	413.0406
BBX	3090.9089	BBX	2428.7425
BCAM	6774.2126	BCAM	1415.835
BCAN	27.5532	BCAN	16.5003
BCAP29	1775.4181	BCAP29	2443.1138
BCAP31	2817.1427	BCAP31	5382.8343
BCAR1	630.5454	BCAR1	368.8623
BCAR3	489.9532	BCAR3	1066.6667
BCAS1	67.1169	BCAS1	43.1138
BCAS2	744.4816	BCAS2	739.3214
BCAS3	420.3636	BCAS3	649.9002
BCAS4	612.1766	BCAS4	530.672
BCAT1	146.5974	BCAT1	271.4571
removed	removed	BCAT2	533.3333
BCCIP	1654.5794	BCCIP	760.4258
BCDIN3D	335.9482	BCDIN3D	154.6134
BCHE	8.4779	BCHE	238.4564
BCKDHA	775.3942	BCKDHA	1217.2987
BCKDHB	1653.9012	BCKDHB	1347.1723
