gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
CCDC59	368.4715	CCDC59	432.8279
CCDC61	110.206	CCDC61	135.6397
removed	removed	CCDC62	10.3635
CCDC64B	107.8103	CCDC64B	416.673
CCDC64	294.6814	CCDC64	78.6406
CCDC65	16.7705	CCDC65	32.6145
CCDC66	192.0316	CCDC66	763.6943
CCDC68	91.5189	CCDC68	123.1426
CCDC69	457.5946	CCDC69	480.9876
CCDC6	1629.6119	CCDC6	2451.2688
CCDC71	422.6162	CCDC71	530.6713
CCDC72	744.1303	CCDC72	743.1228
CCDC73	18.759	CCDC73	28.4173
CCDC74A	1135.6013	CCDC74A	807.7421
CCDC74B	162.4341	CCDC74B	153.6234
CCDC75	66.1236	CCDC75	122.2281
CCDC76	106.7753	CCDC76	470.8618
CCDC77	100.6229	CCDC77	167.035
CCDC78	12.4581	CCDC78	10.6683
CCDC7	40.7283	CCDC7	51.8357
CCDC80	8889.3148	CCDC80	6520.4603
removed	removed	CCDC81	10.3635
CCDC82	265.4528	CCDC82	512.9925
CCDC84	48.3948	CCDC84	102.1108
CCDC85A	68.5194	CCDC85A	116.1167
CCDC85B	127.4557	CCDC85B	74.9829
CCDC85C	171.2218	CCDC85C	431.2246
CCDC86	415.8984	CCDC86	383.7415
CCDC87	41.6866	CCDC87	20.727
CCDC88A	788.6919	CCDC88A	759.5824
CCDC88B	88.1648	CCDC88B	188.3716
CCDC88C	854.3364	CCDC88C	1522.5177
CCDC89	23.9578	CCDC89	42.6732
CCDC8	547.6761	CCDC8	1646.2699
CCDC90A	331.5764	CCDC90A	266.7073
CCDC90B	526.574	CCDC90B	717.9578
CCDC91	487.7815	CCDC91	592.8522
CCDC92	1442.2616	CCDC92	700.1448
CCDC93	427.4078	CCDC93	934.2376
CCDC94	315.2851	CCDC94	303.2843
CCDC96	68.0402	CCDC96	67.0578
CCDC97	1095.3522	CCDC97	1093.9572
CCDC99	268.3277	CCDC99	220.0716
CCDC9	250.5989	CCDC9	427.6461
CCHCR1	233.3493	CCHCR1	494.0943
CCIN	36.4159	CCIN	6.7058
CCL11	74.7484	removed	removed
removed	removed	CCL13	7.925
CCL14	406.3153	CCL14	797.6682
CCL15	8.6248	removed	removed
CCL17	7.6665	CCL17	6.0962
CCL18	7.6665	CCL18	253.9054
CCL19	72.8318	CCL19	75.5925
CCL21	109.7269	CCL21	1307.9326
CCL22	66.1236	CCL22	64.9242
CCL26	16.7705	removed	removed
CCL28	232.8701	CCL28	968.9858
CCL2	271.2027	CCL2	500.1905
CCL3L1	22.8126	CCL3L1	19.2029
CCL3	90.0815	CCL3	148.7465
CCL4L2	48.874	CCL4L2	53.3415
CCL4	75.7068	CCL4	120.7041
CCL5	628.6536	CCL5	266.7073
CCL8	14.8539	CCL8	47.2453
CCM2	1183.9962	CCM2	617.5417
CCNA1	11.9789	CCNA1	8.5346
CCNA2	187.1538	CCNA2	31.8433
CCNB1IP1	379.9713	CCNB1IP1	902.8423
CCNB1	420.2204	CCNB1	149.3561
CCNB2	248.6823	CCNB2	18.5933
CCNB3	6.229	CCNB3	17.6789
CCNC	989.9377	CCNC	976.3012
CCND1	10641.7585	CCND1	3181.8578
CCND2	1530.4264	CCND2	1314.3336
CCND3	1865.8361	CCND3	1861.4646
CCNDBP1	1116.4351	CCNDBP1	1091.2139
CCNE1	58.4571	CCNE1	10.9731
CCNE2	89.7221	CCNE2	38.287
CCNF	274.5568	CCNF	267.3169
CCNG1	1713.9435	CCNG1	2936.2189
CCNG2	1605.1749	CCNG2	4871.4471
CCNH	762.6881	CCNH	539.2944
CCNI2	208.4619	CCNI2	8.5682
CCNI	5990.4169	CCNI	8790.9777
CCNJL	219.9329	CCNJL	241.1034
CCNJ	191.1835	CCNJ	195.0773
CCNK	892.506	CCNK	877.6225
CCNL1	679.9233	CCNL1	2403.4139
CCNL2	1108.7686	CCNL2	2873.1235
CCNO	183.9962	CCNO	58.2184
CCNT1	119.7892	CCNT1	373.9998
CCNT2	660.2779	CCNT2	1104.0159
CCNYL1	468.6152	CCNYL1	289.5679
CCNY	1781.9837	CCNY	1682.5421
CCPG1	3424.8682	CCPG1	2634.8305
CCR10	11.9789	CCR10	7.0106
CCR1	111.1644	CCR1	130.458
CCR2	42.6449	CCR2	80.4694
CCR4	42.1658	CCR4	8.8394
CCR5	138.9554	CCR5	102.7204
CCR6	79.0465	CCR6	145.3936
CCR7	24.437	CCR7	31.0905
CCRL1	142.7887	CCRL1	206.6601
CCRL2	69.4777	CCRL2	47.5501
CCRN4L	187.3503	CCRN4L	125.8858
CCS	386.6794	CCS	346.5671
CCT2	2346.4303	CCT2	2084.2795
CCT3	9038.3325	CCT3	4204.8312
CCT4	2903.2103	CCT4	3209.3271
CCT5	4094.873	CCT5	2282.4049
CCT6A	3248.6823	CCT6A	2376.8955
CCT6B	82.8941	CCT6B	100.5868
CCT6P1	26.3536	CCT6P1	107.5973
CCT7	4273.1193	CCT7	2947.192
CCT8	3461.907	CCT8	2601.2345
CD101	34.9784	CD101	29.5664
CD109	2020.115	CD109	1511.2185
CD14	1248.2032	CD14	1038.1772
CD151	4596.0709	CD151	3346.4909
CD160	9.5831	CD160	16.4597
CD163L1	35.9368	CD163L1	115.2176
CD163	270.2444	CD163	451.726
CD164L2	7.6665	CD164L2	98.4531
CD164	8849.5448	CD164	10431.761
CD180	93.9147	CD180	117.3512
removed	removed	CD19	6.0962
CD1A	9.104	removed	removed
CD1C	22.5204	CD1C	56.6944
CD1D	25.8745	CD1D	31.3953
CD1E	10.0623	CD1E	20.727
CD200R1	16.7705	CD200R1	39.9299
CD200	480.115	CD200	773.2988
CD207	86.2482	CD207	31.3953
CD209	16.7705	CD209	117.0464
CD226	22.5204	CD226	24.0799
CD22	180.1629	CD22	448.3731
removed	removed	CD244	16.7645
CD247	49.8323	CD247	82.9079
CD248	2698.6104	CD248	1446.9252
CD24	3873.9818	CD24	11881.1247
CD274	19.6454	CD274	32.9193
CD276	4667.9444	CD276	1922.4263
CD27	106.0326	CD27	52.9665
CD28	36.4159	CD28	42.6732
CD2AP	1747.0053	CD2AP	2277.8328
CD2BP2	982.7504	CD2BP2	1122.3044
CD2	216.0997	CD2	107.5973
CD300A	137.518	CD300A	120.7041
CD300C	39.77	CD300C	14.0212
CD300LB	19.1663	CD300LB	15.5452
CD300LF	43.1241	CD300LF	37.4914
CD300LG	59.8946	CD300LG	1103.4062
CD302	1126.0182	CD302	1841.7252
CD320	229.0369	CD320	360.8931
CD33	66.1236	CD33	52.1222
CD34	2364.6382	CD34	3576.0116
CD36	1965.0216	CD36	4021.0318
CD37	401.5333	CD37	229.5207
CD38	11.0206	CD38	19.5077
CD3D	73.7901	CD3D	38.7107
CD3EAP	476.7609	CD3EAP	550.4839
CD3E	262.5779	CD3E	155.1475
CD3G	32.1035	CD3G	22.8606
CD40LG	16.2913	CD40LG	46.6357
CD40	376.6172	CD40	262.1352
CD44	6758.9842	CD44	9822.1443
CD46	8747.9636	CD46	5487.1599
CD47	2036.4159	CD47	3023.0892
CD48	195.0168	CD48	159.4148
CD4	953.5218	CD4	864.1317
CD52	243.8908	CD52	162.4629
CD53	570.6756	CD53	365.77
CD55	4549.1136	CD55	1522.8225
CD58	196.4542	CD58	181.361
CD59	16697.6521	CD59	14700.9068
CD5	94.3939	CD5	48.1597
CD63	17562.0508	CD63	6054.1035
CD68	2153.8093	CD68	1329.574
CD69	51.2698	CD69	166.7302
CD6	149.0177	CD6	69.8011
CD70	13.8955	removed	removed
CD72	25.8745	CD72	40.5395
CD74	48210.3498	CD74	16683.6851
CD79A	90.0815	CD79A	71.63
CD79B	26.8328	CD79B	56.0847
CD7	84.3316	CD7	28.3472
CD80	5.2707	removed	removed
CD81	15889.794	CD81	9786.4817
CD82	662.1945	CD82	1315.5528
CD83	322.9516	CD83	307.8564
CD84	75.2276	CD84	84.4319
CD86	177.7671	CD86	111.255
CD8A	200.7667	CD8A	128.9339
CD8B	58.4571	CD8B	31.7001
CD93	4054.1447	CD93	1929.4369
CD96	113.081	CD96	117.0464
CD97	704.3603	CD97	687.9524
CD99L2	1180.1629	CD99L2	772.0796
CD99	8813.1289	CD99	805.6085
CD9	3745.0886	CD9	4911.377
CDADC1	118.8309	CDADC1	247.8092
CDAN1	310.4935	CDAN1	574.5637
CDA	93.4356	CDA	21.9462
CDC123	1015.3138	CDC123	754.7969
CDC14A	119.7892	CDC14A	1428.3319
CDC14B	363.2008	CDC14B	781.2238
removed	removed	CDC14C	12.802
CDC16	1713.9435	CDC16	1467.6522
CDC20	230.4744	CDC20	32.6145
CDC23	775.2755	CDC23	840.9662
CDC25A	28.2702	CDC25A	27.7376
CDC25B	645.4241	CDC25B	555.6656
CDC25C	76.6651	removed	removed
CDC26	103.7758	CDC26	118.604
CDC27	2201.725	CDC27	1495.6946
CDC34	488.2607	CDC34	391.9835
CDC37L1	280.7858	CDC37L1	509.3348
CDC37	2083.3733	CDC37	2021.7938
CDC40	652.6114	CDC40	970.8146
CDC42BPA	2718.735	CDC42BPA	1958.6985
CDC42BPB	3944.897	CDC42BPB	3482.4354
CDC42BPG	287.9732	CDC42BPG	1064.086
CDC42EP1	1705.3186	CDC42EP1	1092.1283
CDC42EP2	308.0977	CDC42EP2	214.5851
CDC42EP3	559.655	CDC42EP3	815.6671
CDC42EP4	2352.6593	CDC42EP4	2931.3419
CDC42EP5	61.3321	CDC42EP5	99.6723
CDC42SE1	2643.3349	CDC42SE1	2948.8714
CDC42SE2	1202.2041	CDC42SE2	1643.2218
CDC42	5956.3967	CDC42	4284.0814
CDC45	67.5611	CDC45	9.4491
CDC5L	1268.3277	CDC5L	1385.6588
CDC6	223.287	CDC6	37.1866
CDC73	1257.7863	CDC73	1312.2
CDC7	103.977	CDC7	61.8761
CDCA2	34.9784	CDCA2	17.6789
CDCA3	45.0407	CDCA3	30.6302
CDCA4	304.7437	CDCA4	219.7668
CDCA5	150.4552	CDCA5	45.4164
CDCA7L	542.4197	CDCA7L	756.7904
CDCA7	21.5621	CDCA7	86.8704
CDCA8	177.7671	CDCA8	42.978
CDCP1	1444.1782	CDCP1	630.0389
CDH11	11666.0278	CDH11	2261.3732
CDH12	14.8539	CDH12	72.2396
CDH13	690.4648	CDH13	545.3021
CDH15	5.7499	removed	removed
CDH17	6.7082	CDH17	5.7914
removed	removed	CDH19	9.4491
CDH1	9821.7537	CDH1	13135.7159
CDH22	8.1457	CDH22	9.4491
CDH23	364.1591	CDH23	489.888
CDH24	116.9142	CDH24	95.7098
removed	removed	CDH26	11.2779
CDH2	238.1409	CDH2	342.2998
CDH3	1283.1816	CDH3	3600.3963
removed	removed	CDH4	76.8117
CDH5	2321.035	CDH5	1792.2731
CDH6	217.058	CDH6	79.2502
removed	removed	CDH8	10.6683
CDHR1	8.1457	CDHR1	19.5077
CDHR3	11.0206	CDHR3	100.0686
CDIPT	2117.8725	CDIPT	1726.4345
CDK10	299.9521	CDK10	728.1872
CDK11A	178.5625	CDK11A	527.1142
CDK11B	926.8519	CDK11B	814.3473
CDK12	1193.1001	CDK12	1934.3138
CDK13	1573.5506	CDK13	1437.1714
CDK14	1080.0192	CDK14	1048.5407
CDK15	16.2913	CDK15	22.5558
CDK16	2515.0934	CDK16	1405.4713
CDK17	897.9396	CDK17	1093.9572
CDK18	354.0968	CDK18	364.8556
CDK19	759.3963	CDK19	1082.6396
CDK1	422.6162	CDK1	43.8924
CDK20	235.7451	CDK20	277.6804
CDK2AP1	2953.5218	CDK2AP1	1669.4353
CDK2AP2	931.9598	CDK2AP2	348.3959
CDK2	507.4269	CDK2	552.3127
CDK3	51.7202	CDK3	134.6125
CDK4	2160.9966	CDK4	1538.0629
CDK5R1	126.4974	CDK5R1	51.5126
CDK5RAP1	359.3675	CDK5RAP1	459.3462
CDK5RAP2	1191.1835	CDK5RAP2	1981.8639
CDK5RAP3	1747.0053	CDK5RAP3	2525.0324
CDK5	254.9114	CDK5	138.0782
CDK6	554.3843	CDK6	1054.0273
CDK7	528.5098	CDK7	404.1759
CDK8	115.4768	CDK8	151.4898
CDK9	1168.6632	CDK9	940.029
CDKAL1	214.183	CDKAL1	337.4228
CDKL1	52.7072	CDKL1	25.6039
CDKL2	49.8323	CDKL2	116.132
CDKL3	41.8687	CDKL3	48.1384
CDKL5	129.8515	CDKL5	161.5484
CDKN1A	2072.8318	CDKN1A	2583.2508
CDKN1B	969.8131	CDKN1B	2422.0072
CDKN1C	410.6373	CDKN1C	691.0005
CDKN2AIPNL	717.2976	CDKN2AIPNL	242.0178
CDKN2AIP	497.3646	CDKN2AIP	732.4545
CDKN2A	154.2885	CDKN2A	17.9837
CDKN2B	1019.1663	CDKN2B	170.6927
CDKN2C	356.0134	CDKN2C	232.264
CDKN2D	146.1428	CDKN2D	70.4107
CDKN3	98.7063	CDKN3	5.7914
CDNF	29.2286	CDNF	74.3732
CDO1	157.1634	CDO1	294.1401
CDON	440.8241	CDON	859.8644
CDR1	38.3757	CDR1	8.7876
CDR2L	811.6914	CDR2L	433.7423
CDR2	1152.851	CDR2	601.9965
CDRT15P	9.104	removed	removed
CDRT4	175.3713	CDRT4	343.961
CDS1	813.608	CDS1	844.9288
CDS2	915.1893	CDS2	776.3469
CDSN	56.0613	CDSN	77.4213
CDT1	80.0192	CDT1	46.3309
CDV3	3065.6445	CDV3	4836.6989
CDX1	13.4164	CDX1	10.0587
CDYL2	76.1859	CDYL2	124.6666
CDYL	611.8831	CDYL	712.3371
CEACAM19	67.5611	CEACAM19	49.0741
CEACAM1	769.0465	CEACAM1	982.3973
CEACAM21	24.437	CEACAM21	11.8875
CEACAM5	806.8999	removed	removed
CEACAM6	13095.3522	CEACAM6	106.6829
CEBPA	655.4863	CEBPA	237.1409
CEBPB	836.1284	CEBPB	830.6028
CEBPD	521.8016	CEBPD	967.4617
CEBPG	1035.4576	CEBPG	650.1562
CEBPZ	1220.4121	CEBPZ	1634.0776
CECR1	1727.3598	CECR1	1788.0058
CECR2	58.9363	CECR2	12.4971
CECR5	339.7221	CECR5	466.3568
CECR6	18.208	CECR6	17.9837
CECR7	122.6641	CECR7	309.9901
CELF1	1472.4485	CELF1	2217.176
CELF2	763.2966	CELF2	1342.6808
removed	removed	CELF4	16.7645
CELF5	29.7077	CELF5	48.1597
CELF6	25.7259	CELF6	103.4245
CELSR1	5234.3076	CELSR1	3355.3303
CELSR2	2015.333	CELSR2	3706.7744
CELSR3	22.0412	CELSR3	68.2832
CEL	6.7082	CEL	12.802
CEMP1	76.6651	CEMP1	169.1321
CENPA	39.77	CENPA	17.0693
CENPBD1	191.1835	CENPBD1	318.8295
CENPB	2268.3277	CENPB	1325.3067
CENPC1	415.908	CENPC1	859.8644
CENPE	273.5985	CENPE	47.2453
CENPF	1055.5822	CENPF	255.4294
CENPH	92.4772	CENPH	70.4107
CENPI	21.0829	CENPI	7.925
CENPJ	127.4557	CENPJ	345.3479
CENPK	22.0412	CENPK	20.4222
CENPL	194.5376	CENPL	100.8916
CENPM	96.3105	CENPM	13.1068
CENPN	127.0292	CENPN	112.2792
CENPO	78.2415	CENPO	57.3345
CENPP	131.8735	CENPP	88.3365
CENPQ	119.7892	CENPQ	126.8003
CENPT	308.0977	CENPT	591.633
CENPV	146.6219	CENPV	82.9079
CENPW	105.4145	CENPW	75.5925
CEP110	395.7834	CEP110	1075.9735
CEP120	652.6114	CEP120	990.6271
CEP135	206.5165	CEP135	412.4057
CEP152	57.0196	CEP152	112.1695
CEP164	402.4916	CEP164	997.9425
CEP170	1208.9123	CEP170	1250.6287
CEP192	548.1552	CEP192	1533.186
CEP250	507.4269	CEP250	826.3354
CEP290	608.7207	CEP290	870.9777
CEP350	1804.0249	CEP350	2172.6739
CEP55	172.0172	CEP55	11.5827
CEP57	609.4873	CEP57	1153.6996
CEP63	592.3095	CEP63	786.3141
CEP68	812.1706	CEP68	1783.2051
CEP70	368.4715	CEP70	341.995
CEP72	31.6243	CEP72	111.5599
CEP76	130.8098	CEP76	182.5802
CEP78	263.057	CEP78	339.2517
CEP97	153.8093	CEP97	277.0708
CEPT1	404.8874	CEPT1	700.7544
CERCAM	5356.0134	CERCAM	935.152
CERKL	81.8256	CERKL	43.3285
CERK	1422.137	CERK	669.9688
CES1	301.8687	CES1	531.8906
CES2	853.8572	CES2	1356.0924
CES3	302.3479	CES3	128.9339
CES8	45.0407	CES8	151.1849
CETN2	1466.2195	CETN2	802.5604
CETN3	330.139	CETN3	351.7488
CETP	20.6037	CETP	53.3415
CFB	11834.3987	CFB	1491.028
CFDP1	547.6761	CFDP1	915.0347
CFD	205.5582	CFD	402.6518
CFHR1	79.54	removed	removed
CFH	2854.8155	CFH	1099.1389
CFI	742.2137	CFI	685.2092
CFL1	19139.9138	CFL1	6407.6812
CFL2	351.701	CFL2	471.2337
CFLAR	493.0522	CFLAR	1076.8879
removed	removed	CFLP1	8.5346
CFP	6.7082	CFP	38.101
removed	removed	CFTR	21.3366
CG030	22.5204	CG030	67.0578
CGA	13.8955	removed	removed
removed	removed	CGB7	26.7561
CGGBP1	2252.5156	CGGBP1	2844.4715
CGNL1	564.4466	CGNL1	2492.7227
CGN	515.0934	CGN	2139.7546
CGREF1	286.6363	CGREF1	133.8109
CGRRF1	301.8687	CGRRF1	245.6755
CH25H	111.1644	CH25H	114.6079
CHAC1	44.5616	CHAC1	28.0424
CHAC2	17.7288	CHAC2	14.0212
CHADL	89.631	CHADL	88.0896
CHAD	1975.0839	CHAD	584.9272
CHAF1A	277.4317	CHAF1A	297.1881
CHAF1B	213.2247	CHAF1B	133.5061
CHCHD10	545.7595	CHCHD10	224.0341
CHCHD1	511.2602	CHCHD1	250.8573
CHCHD2	3544.322	CHCHD2	1895.9079
CHCHD3	570.6756	CHCHD3	520.3079
CHCHD4	256.3488	CHCHD4	197.211
CHCHD5	335.8888	CHCHD5	195.3822
CHCHD6	193.1001	CHCHD6	128.0195
CHCHD7	323.4308	CHCHD7	421.2451
CHCHD8	810.7331	CHCHD8	472.7578
CHD1L	764.2549	CHD1L	640.4023
CHD1	1089.6023	CHD1	1604.2064
CHD2	1736.4638	CHD2	4409.6624
CHD3	2874.9401	CHD3	6086.718
CHD4	5106.6986	CHD4	6661.5835
CHD6	1387.6378	CHD6	3800.6553
CHD7	372.3047	CHD7	835.1749
removed	removed	CHD8	3031.0142
CHD9	1295.1605	CHD9	3385.8112
CHDH	296.1188	CHDH	1196.9824
CHEK1	62.7695	CHEK1	74.678
CHEK2	142.3095	CHEK2	147.2224
CHERP	1292.6162	CHERP	1210.0892
CHFR	410.6373	CHFR	359.369
removed	removed	CHGA	17.0693
removed	removed	CHGB	14.326
CHI3L1	831.816	CHI3L1	566.6387
CHI3L2	118.8309	CHI3L2	323.4017
CHIC1	302.3479	CHIC1	427.0365
CHIC2	192.621	CHIC2	254.8198
CHID1	1671.2985	CHID1	1182.3516
CHIT1	67.0819	CHIT1	1879.7531
CHKA	395.7834	CHKA	942.4674
CHKB-CPT1B	210.5558	CHKB-CPT1B	618.3312
CHKB	287.1969	CHKB	211.9515
CHL1	309.5352	CHL1	983.0069
CHML	238.62	CHML	558.7137
CHMP1A	1658.3613	CHMP1A	1485.0263
CHMP1B	1233.3493	CHMP1B	1531.9668
CHMP2A	2457.1155	CHMP2A	1235.0834
CHMP2B	941.0637	CHMP2B	1047.6263
CHMP4A	691.5237	CHMP4A	743.8177
CHMP4B	3519.4058	CHMP4B	2526.5564
CHMP4C	479.1567	CHMP4C	664.787
CHMP5	1156.2051	CHMP5	1376.7309
CHMP6	498.323	CHMP6	366.0748
CHMP7	822.712	CHMP7	962.5848
CHM	711.5477	CHM	906.8048
CHN1	433.1576	CHN1	223.7293
CHN2	66.1236	CHN2	71.63
CHODL	7.1874	CHODL	21.9462
CHORDC1	318.16	CHORDC1	523.0511
removed	removed	CHP2	7.3154
CHPF2	1760.4217	CHPF2	957.0982
CHPF	7131.7585	CHPF	1039.3965
CHPT1	870.4887	CHPT1	2062.9429
CHP	3597.0292	CHP	2212.6038
CHRAC1	474.3651	CHRAC1	456.9077
CHRDL1	328.2223	CHRDL1	2764.0021
CHRD	1137.518	CHRD	241.1034
CHRFAM7A	19.6454	CHRFAM7A	24.0341
CHRM1	19.6454	CHRM1	156.3667
CHRM3	23.9578	CHRM3	38.101
CHRM4	12.4581	removed	removed
CHRM5	16.7705	CHRM5	7.3154
CHRNA10	6.7082	removed	removed
CHRNA1	40.2492	CHRNA1	44.8068
removed	removed	CHRNA2	12.802
CHRNA3	11.0206	CHRNA3	7.925
CHRNA5	49.3531	CHRNA5	48.1597
CHRNA6	14.3747	removed	removed
CHRNA9	6.7082	removed	removed
CHRNB1	158.6009	CHRNB1	219.1572
CHRNB2	20.1246	CHRNB2	84.4319
removed	removed	CHRNB4	6.7058
CHRNE	33.6176	CHRNE	22.885
CHST10	636.3201	CHST10	270.6698
CHST11	371.3464	CHST11	81.079
CHST12	378.0546	CHST12	172.8263
CHST13	11.4998	removed	removed
CHST14	1234.7868	CHST14	523.3559
CHST15	3893.6272	CHST15	1668.2161
CHST1	405.3666	CHST1	119.4849
CHST2	171.0589	CHST2	242.6274
CHST3	1088.1648	CHST3	2050.7506
removed	removed	CHST4	7.3154
CHST5	5.3282	removed	removed
CHST6	142.3095	CHST6	15.5452
CHST7	71.8735	CHST7	76.2021
CHST8	339.7221	CHST8	24.6895
CHST9	84.8107	CHST9	350.5296
CHSY1	2125.5391	CHSY1	2603.0633
CHSY3	495.9272	CHSY3	73.154
CHTF18	81.4566	CHTF18	151.1849
CHTF8	2300.9104	CHTF8	2398.2321
CHUK	472.9276	CHUK	560.8474
CHURC1	1233.8285	CHURC1	1395.0499
CIAO1	1679.4442	CIAO1	1815.1337
CIAPIN1	987.5419	CIAPIN1	532.5002
CIB1	2992.3335	CIB1	865.6557
CIB2	172.4964	CIB2	108.207
CIC	1875.4193	CIC	2075.4401
CIDEA	57.4988	removed	removed
CIDEB	242.8126	CIDEB	393.282
CIDECP	145.6636	CIDECP	96.0146
CIDEC	490.6564	CIDEC	12.802
CIITA	173.4547	CIITA	205.4408
CILP2	1343.5553	CILP2	44.502
CILP	12951.6052	CILP	2680.4846
CINP	481.5525	CINP	334.3748
CIR1	964.5424	CIR1	1194.2391
CIRBP	3802.5874	CIRBP	9528.9187
CIRH1A	851.9406	CIRH1A	822.3729
CISD1	349.3052	CISD1	196.6014
CISD2	688.069	CISD2	345.0431
CISD3	949.7508	CISD3	462.9368
CISH	947.7719	CISH	1313.724
CITED1	160.5175	CITED1	532.1954
CITED2	1046.4782	CITED2	3780.538
CITED4	662.6737	CITED4	580.6599
CIT	202.6833	CIT	97.8435
CIZ1	2280.7858	CIZ1	2246.1327
CKAP2L	51.7489	CKAP2L	8.2298
CKAP2	233.3493	CKAP2	281.3381
CKAP4	4012.9372	CKAP4	1535.0149
CKAP5	3325.8265	CKAP5	2375.0667
CKB	759.9425	CKB	165.5109
CKLF	567.8007	CKLF	210.6226
CKMT1A	24.437	CKMT1A	90.2233
CKMT1B	216.5788	CKMT1B	109.731
CKMT2	31.1452	CKMT2	44.502
CKS1B	540.4887	CKS1B	332.8507
CKS2	287.494	CKS2	90.5281
CLASP1	1580.2587	CLASP1	2000.4572
CLASP2	920.46	CLASP2	1803.2462
CLCA2	153.3301	CLCA2	300.2362
removed	removed	CLCA4	89.3088
CLCC1	575.6588	CLCC1	995.6961
CLCF1	107.3311	CLCF1	92.3569
CLCN1	5.7499	CLCN1	10.3635
CLCN2	141.8304	CLCN2	125.581
CLCN3	1430.2827	CLCN3	2148.5941
CLCN4	97.748	CLCN4	188.6764
CLCN5	170.5798	CLCN5	147.8321
CLCN6	344.5137	CLCN6	718.4333
CLCN7	1620.9871	CLCN7	1268.3076
CLCNKA	6.7082	CLCNKA	18.2885
removed	removed	CLCNKB	6.0962
removed	removed	CLDN10	8.178
CLDN11	335.2228	CLDN11	1750.8192
CLDN12	662.1945	CLDN12	1453.631
CLDN14	25.8745	removed	removed
CLDN15	89.6023	CLDN15	159.4148
CLDN18	11.9789	removed	removed
CLDN19	38.3325	CLDN19	279.5093
CLDN1	477.7192	CLDN1	368.5133
removed	removed	CLDN20	6.401
CLDN23	149.0177	CLDN23	85.6511
CLDN2	5.7499	removed	removed
CLDN3	631.0494	CLDN3	611.4456
CLDN4	1527.0724	CLDN4	5116.2082
CLDN5	253.4739	CLDN5	267.9265
CLDN7	1342.1179	CLDN7	906.1952
CLDN8	94.3939	CLDN8	1230.8161
CLDND1	1298.5146	CLDND1	1384.7443
removed	removed	CLEC10A	127.4099
CLEC11A	1076.6651	CLEC11A	206.6601
CLEC14A	844.7532	CLEC14A	494.0943
CLEC16A	634.8826	CLEC16A	865.3509
removed	removed	CLEC17A	5.7914
CLEC18A	23.4787	CLEC18A	21.4859
removed	removed	CLEC18B	8.2298
CLEC1A	81.4566	CLEC1A	71.0203
CLEC2B	364.6382	CLEC2B	274.3275
CLEC2D	349.3052	CLEC2D	466.9664
CLEC3A	9.104	removed	removed
CLEC3B	254.4322	CLEC3B	934.5424
CLEC4A	39.77	CLEC4A	37.1866
CLEC4E	9.104	CLEC4E	29.5664
CLEC4F	7.1874	CLEC4F	48.1597
removed	removed	CLEC4G	9.7539
CLEC5A	108.7686	CLEC5A	20.727
CLEC7A	133.6847	CLEC7A	108.207
CLEC9A	10.0623	CLEC9A	10.9731
removed	removed	CLECL1	8.5346
CLGN	665.5486	CLGN	74.3732
CLIC1	6497.8438	CLIC1	3006.02
CLIC2	355.0551	CLIC2	426.1221
CLIC3	23.4787	CLIC3	21.0318
CLIC4	7626.7369	CLIC4	5003.4291
CLIC5	222.3287	CLIC5	236.8361
CLIC6	3143.2678	CLIC6	310.9045
CLINT1	2443.2199	CLINT1	1645.6603
CLIP1	2048.874	CLIP1	2586.6037
CLIP2	790.1294	CLIP2	515.4309
CLIP3	844.7532	CLIP3	1311.2855
CLIP4	237.6617	CLIP4	954.3549
CLK1	1169.1423	CLK1	4216.4139
CLK2P	14.3747	CLK2P	14.6308
CLK2	695.7355	CLK2	873.2759
CLK3	671.2985	CLK3	944.9059
CLK4	390.9919	CLK4	1143.6409
CLMN	593.196	CLMN	2408.5956
CLN3	1872.5443	CLN3	1092.9056
CLN5	705.7978	CLN5	816.2768
CLN6	1166.2674	CLN6	521.2223
CLN8	316.7226	CLN8	365.4652
CLNS1A	1377.0963	CLNS1A	1163.7583
CLOCK	350.7427	CLOCK	541.3396
CLP1	263.057	CLP1	154.8426
CLPB	189.746	CLPB	232.5688
CLPP	796.8376	CLPP	320.6584
CLPTM1L	2228.5577	CLPTM1L	1207.0411
CLPTM1	4274.0776	CLPTM1	2135.1825
CLPX	801.15	CLPX	1018.6695
CLRN3	5.7499	removed	removed
CLSPN	36.4159	CLSPN	7.3154
CLSTN1	8560.6133	CLSTN1	7098.9865
CLSTN2	311.931	CLSTN2	1033.3003
CLSTN3	1028.2702	CLSTN3	1189.0574
CLTA	2111.6435	CLTA	1470.0907
CLTB	896.9813	CLTB	630.9533
CLTCL1	122.6641	CLTCL1	72.2396
CLTC	15201.725	CLTC	8412.4057
CLUAP1	397.3071	CLUAP1	592.7913
CLUL1	17.2496	CLUL1	103.9396
CLU	9194.5376	CLU	14466.814
CLYBL	97.748	CLYBL	108.207
removed	removed	CMA1	34.1385
CMAH	153.8093	CMAH	826.9451
CMAS	601.8208	CMAS	635.5254
CMBL	1558.6967	CMBL	1320.125
CMC1	189.2669	CMC1	80.1646
CMIP	1387.6378	CMIP	1353.9587
CMKLR1	402.0125	CMKLR1	232.5688
CMPK1	3800.6708	CMPK1	3395.8698
CMPK2	244.8491	CMPK2	81.3838
CMTM1	301.8687	CMTM1	146.308
