gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
STK38L	1103.7291	STK38L	762.2763
STK38	1033.862	STK38	1042.8293
STK39	972.9961	STK39	500.0424
STK3	620.6601	STK3	615.7239
STK40	893.2705	STK40	1135.4423
STK4	941.2773	STK4	852.1754
removed	removed	STL	6.1131
STMN1	2027.4325	STMN1	1080.4851
STMN2	120.0171	STMN2	35.2811
STMN3	818.6884	STMN3	678.4836
removed	removed	STMN4	14.9266
STOML1	205.7437	STOML1	182.1728
STOML2	1226.7467	STOML2	1381.7318
STOM	8438.0626	STOM	8370.452
STON1-GTF2A1L	7.6768	STON1-GTF2A1L	13.9428
STON1	372.3961	STON1	383.9878
STON2	368.1955	STON2	406.0724
STOX1	368.6241	STOX1	277.4998
STOX2	17.1453	STOX2	65.4737
STRA13	248.1783	STRA13	377.2369
STRA6	114.4449	STRA6	105.5042
STRADA	528.9327	STRADA	444.746
STRADB	392.1989	STRADB	268.001
STRAP	1685.3836	STRAP	1781.6979
STRBP	1033.0047	STRBP	831.1424
STRC	14.1449	STRC	14.2482
STRN3	657.5225	STRN3	595.7086
STRN4	1280.7544	STRN4	1305.4024
STRN	470.6387	STRN	576.0326
STS	849.1213	STS	797.5575
STT3A	3772.8247	STT3A	3845.9842
STT3B	1695.2422	STT3B	2214.5704
STUB1	1930.2529	STUB1	1162.4256
STX10	291.4702	STX10	274.1074
STX11	114.0163	STX11	106.5219
STX12	1392.6275	STX12	1426.1725
STX16	1124.7321	STX16	1557.7983
STX17	923.2748	STX17	1269.782
STX18	673.8105	STX18	645.2379
STX19	12.859	STX19	21.033
STX1A	79.7257	STX1A	45.7976
STX1B	161.5945	STX1B	82.4358
STX2	225.8894	STX2	141.1246
STX3	771.9674	STX3	820.9651
STX4	1213.4591	STX4	590.2807
STX5	1356.6224	STX5	1067.5939
STX6	1813.1247	STX6	851.1373
STX7	975.1393	STX7	1211.4324
STX8	322.7604	STX8	414.8927
STXBP1	405.4865	STXBP1	821.9829
STXBP2	1340.763	STXBP2	1243.6604
STXBP3	895.4136	STXBP3	1025.8672
STXBP4	198.8856	STXBP4	211.0084
STXBP5	288.8941	STXBP5	420.9991
STXBP6	10.7158	STXBP6	27.4786
STYK1	156.0223	STYK1	189.9754
STYXL1	1133.3048	STYXL1	659.486
STYX	690.0986	STYX	304.9784
SUB1	2658.3798	SUB1	4901.7047
SUCLA2	600.7158	SUCLA2	845.7569
SUCLG1	1142.7347	SUCLG1	1860.0628
SUCLG2	1764.6807	SUCLG2	1715.885
SUCNR1	7.2868	removed	removed
SUDS3	1521.6459	SUDS3	1694.1735
SUFU	703.8148	SUFU	820.6259
SUGT1L1	26.228	SUGT1L1	80.2137
SUGT1	451.3502	SUGT1	482.0626
SULF1	7983.5791	SULF1	2869.6463
SULF2	4438.9198	SULF2	2649.8177
SULT1A1	227.1753	SULT1A1	318.2088
SULT1A2	14.1449	SULT1A2	5.7671
SULT1A3	321.4745	SULT1A3	328.6133
SULT1C4	39.4342	SULT1C4	65.4737
SULT2B1	42.006	SULT2B1	370.1128
SULT4A1	18.0026	SULT4A1	15.2659
SUMF1	1767.2525	SUMF1	1744.0421
SUMF2	4050.5787	SUMF2	3035.5356
SUMO1P3	161.5945	SUMO1P3	101.4333
SUMO1	1945.9923	SUMO1	1920.787
SUMO2	2468.0669	SUMO2	2853.3627
SUMO3	2087.0124	SUMO3	2336.3582
SUN1	2086.5838	SUN1	2757.6965
SUN2	3680.6687	SUN2	6435.7561
SUOX	555.5079	SUOX	757.1877
SUPT16H	2987.9983	SUPT16H	3760.4953
SUPT3H	85.7265	SUPT3H	121.7878
SUPT4H1	1391.063	SUPT4H1	1463.0176
SUPT5H	2428.6327	SUPT5H	3168.1791
SUPT6H	3034.2906	SUPT6H	3235.349
SUPT7L	640.3772	SUPT7L	947.5023
SUPV3L1	468.0669	SUPV3L1	533.9666
SURF1	756.5366	SURF1	611.3137
SURF2	205.7437	SURF2	204.902
SURF4	5129.0184	SURF4	4219.4894
SURF6	599.2285	SURF6	736.8332
SUSD1	160.7372	SUSD1	298.872
removed	removed	SUSD2	679.1621
SUSD3	1219.4599	SUSD3	448.1384
SUSD4	425.6322	SUSD4	544.1438
SUSD5	34.2906	SUSD5	60.7243
SUV39H1	237.4625	SUV39H1	223.8996
SUV39H2	124.3035	SUV39H2	99.3978
SUV420H1	1111.8731	SUV420H1	1544.5679
SUV420H2	180.4544	SUV420H2	97.3624
SUZ12P	105.015	SUZ12P	117.3777
SUZ12	1081.8688	SUZ12	852.1754
SV2A	128.1612	SV2A	293.1049
SV2B	65.5808	SV2B	86.5067
SVEP1	667.9854	SVEP1	2812.5248
SVIL	2041.2002	SVIL	4001.9405
SVIP	604.3721	SVIP	418.9636
SVOPL	89.1556	SVOPL	26.4609
SWAP70	2823.832	SWAP70	2725.1293
SYAP1	1338.1912	SYAP1	1220.2527
SYBU	1067.724	SYBU	1616.1479
SYCE1L	11.1444	SYCE1L	14.9266
removed	removed	SYCE1	21.2026
SYCE2	9.0013	removed	removed
removed	removed	SYCP2L	8.481
SYCP2	422.6318	SYCP2	295.8188
SYDE1	435.4908	SYDE1	333.4747
SYDE2	302.186	SYDE2	393.8597
SYF2	1458.2083	SYF2	1520.1425
SYK	485.6408	SYK	779.5776
SYMPK	1696.9567	SYMPK	1751.5054
SYN1	18.8598	SYN1	10.1773
SYN2	41.5774	SYN2	296.8366
removed	removed	SYN3	9.1595
SYNCRIP	3021.8603	SYNCRIP	3613.9428
SYNC	280.03	SYNC	305.3414
SYNE1	903.5577	SYNE1	2173.5222
SYNE2	3103.7291	SYNE2	5930.2858
SYNGAP1	514.7878	SYNGAP1	560.7667
SYNGR1	792.0917	SYNGR1	1142.8344
SYNGR2	2366.0523	SYNGR2	2857.4336
SYNGR3	61.7231	SYNGR3	13.2304
SYNGR4	8.5727	removed	removed
SYNJ1	225.4608	SYNJ1	255.1098
SYNJ2BP	1060.4372	SYNJ2BP	1422.4408
SYNJ2	504.5006	SYNJ2	873.5476
SYNM	2057.0081	SYNM	14544.6527
SYNPO2L	78.4398	SYNPO2L	29.1748
SYNPO2	792.5418	SYNPO2	3407.0053
SYNPO	2474.925	SYNPO	3135.6119
SYNRG	1033.0047	SYNRG	1391.2306
SYPL1	6159.0227	SYPL1	2721.7369
SYPL2	17.5739	SYPL2	25.4431
SYP	59.1513	SYP	56.9926
SYS1-DBNDD2	22.9833	SYS1-DBNDD2	16.9553
SYS1	1190.9473	SYS1	1156.8111
SYT11	418.3455	SYT11	322.6189
SYT12	322.7604	SYT12	1456.365
SYT13	25.2893	SYT13	107.2004
SYT14	5.5722	removed	removed
SYT15	94.2992	SYT15	150.9626
SYT17	603.5148	SYT17	319.905
SYT1	111.4445	SYT1	195.064
SYT2	14.5735	SYT2	18.9975
SYT3	9.8586	SYT3	11.8735
SYT6	25.2893	SYT6	8.1418
SYT7	2543.9348	SYT7	1534.7299
SYT8	67.2953	SYT8	370.7913
SYT9	814.0763	SYT9	105.165
SYTL1	382.769	SYTL1	509.8804
SYTL2	4935.2765	SYTL2	3342.2102
SYTL3	116.5881	SYTL3	241.2009
SYTL4	1128.5898	SYTL4	856.2463
SYTL5	117.874	SYTL5	648.2911
SYVN1	1783.5405	SYVN1	1421.0839
TAB1	814.4235	TAB1	901.4367
TAB2	1918.9884	TAB2	3637.3505
TAB3	1593.2276	TAB3	1031.2951
removed	removed	TAC1	84.4712
TACC1	2718.3883	TACC1	4427.4447
TACC2	881.2688	TACC2	1062.8445
TACC3	386.198	TACC3	67.8484
TACO1	360.0514	TACO1	327.3683
TACR1	49.2928	TACR1	168.2639
TACR2	25.2893	TACR2	8.8203
TACSTD2	7929.2756	TACSTD2	13045.5432
TADA1	476.6395	TADA1	274.4466
TADA2A	125.5894	TADA2A	203.8843
TADA2B	1160.3086	TADA2B	1624.629
TADA3	1815.4051	TADA3	1906.0673
TAF10	924.5607	TAF10	508.5235
TAF11	350.1929	TAF11	415.232
TAF12	525.5036	TAF12	349.419
TAF13	105.4436	TAF13	128.5726
TAF15	2570.9387	TAF15	3335.7646
TAF1A	137.5911	TAF1A	70.5623
TAF1B	175.7394	TAF1B	186.9222
TAF1C	339.4771	TAF1C	562.4629
TAF1D	722.4904	TAF1D	548.6931
TAF1L	30.8616	TAF1L	32.5672
TAF1	1241.3202	TAF1	1779.3232
TAF2	704.6721	TAF2	647.2733
TAF3	197.5997	TAF3	304.2999
TAF4B	98.5855	TAF4B	194.3855
TAF4	366.9096	TAF4	414.5535
TAF5L	883.8405	TAF5L	531.5919
TAF5	79.7257	TAF5	90.2383
removed	removed	TAF6L	194.0463
TAF6	1526.7895	TAF6	977.6949
TAF7	1872.6961	TAF7	3278.0935
TAF8	252.4646	TAF8	598.7618
TAF9B	1545.6494	TAF9B	743.618
TAF9	1377.6254	TAF9	959.6031
TAGAP	167.1667	TAGAP	149.6056
TAGLN2	13504.5006	TAGLN2	7817.1487
TAGLN	10910.4158	TAGLN	26459.3232
TAL1	81.8688	TAL1	111.2713
TAL2	9.8586	removed	removed
TALDO1	2587.6554	TALDO1	2205.7501
TANC1	1045.8637	TANC1	1205.6653
TANC2	1871.8388	TANC2	1518.107
TANK	890.27	TANK	1851.2425
TAOK1	483.4976	TAOK1	775.1675
TAOK2	1898.4141	TAOK2	1160.2069
TAOK3	1555.5079	TAOK3	1532.0159
TAP1	1924.9893	TAP1	787.041
TAP2	899.1813	TAP2	702.8886
TAPBPL	713.2533	TAPBPL	437.3268
TAPBP	5186.0266	TAPBP	2959.5454
TAPT1	1164.5949	TAPT1	982.7835
TARBP1	1280.7544	TARBP1	619.4555
TARBP2	302.6147	TARBP2	264.9478
TARDBP	3049.2928	TARDBP	3399.8813
TARP	9.4299	removed	removed
TARS2	902.2718	TARS2	464.7613
TARSL2	182.5975	TARSL2	348.4013
TARS	1378.054	TARS	1337.9696
removed	removed	TAS1R1	11.5342
TAS1R3	6.4295	TAS1R3	9.1595
TAS2R14	6.3352	TAS2R14	8.3555
TAS2R20	18.0026	TAS2R20	12.2127
removed	removed	TAS2R31	6.4456
TAS2R5	6.4295	TAS2R5	18.3191
TASP1	212.6018	TASP1	269.358
TATDN1	452.6361	TATDN1	423.3738
TATDN2	1186.4552	TATDN2	1453.3118
TATDN3	402.4861	TATDN3	278.8568
TAT	24.4321	TAT	19017.2165
TAX1BP1	3777.9683	TAX1BP1	3983.3772
TAX1BP3	2014.3249	TAX1BP3	1395.7289
TAZ	304.7578	TAZ	192.6893
TBC1D10A	533.2276	TBC1D10A	651.9651
TBC1D10B	1813.9734	TBC1D10B	886.4388
TBC1D10C	92.5847	TBC1D10C	45.7976
TBC1D12	455.2079	TBC1D12	455.6017
TBC1D13	732.9619	TBC1D13	1187.007
TBC1D14	1731.2473	TBC1D14	2754.3041
TBC1D15	1309.0441	TBC1D15	1268.4251
TBC1D16	452.6361	TBC1D16	754.813
TBC1D17	991.7488	TBC1D17	1224.9682
TBC1D19	131.1616	TBC1D19	142.1423
TBC1D1	1312.0446	TBC1D1	1078.4497
TBC1D20	1164.5949	TBC1D20	1569.6718
TBC1D22A	489.0699	TBC1D22A	408.4471
TBC1D22B	310.2057	TBC1D22B	467.6787
TBC1D23	904.4149	TBC1D23	753.7953
TBC1D24	620.2315	TBC1D24	265.6263
TBC1D25	519.0742	TBC1D25	515.9868
TBC1D2B	1351.9074	TBC1D2B	1561.8692
TBC1D2	586.3695	TBC1D2	692.7317
TBC1D3B	75.868	TBC1D3B	62.4205
TBC1D3C	23.5748	TBC1D3C	18.9975
removed	removed	TBC1D3G	5.4279
TBC1D3H	6.4295	TBC1D3H	12.8912
TBC1D3	217.0896	TBC1D3	256.8976
TBC1D4	1349.7643	TBC1D4	2498.1766
TBC1D5	1463.3519	TBC1D5	1825.4601
TBC1D7	173.5962	TBC1D7	176.3718
TBC1D8B	522.5032	TBC1D8B	333.8139
TBC1D8	687.9554	TBC1D8	1436.0105
TBC1D9B	3219.0313	TBC1D9B	4252.0567
TBC1D9	7413.2019	TBC1D9	7489.7803
TBCA	1199.7428	TBCA	1179.883
TBCB	890.1886	TBCB	720.8752
TBCCD1	207.0296	TBCCD1	261.5554
TBCC	306.0437	TBCC	360.614
TBCD	1223.6777	TBCD	1120.9736
TBCEL	446.2066	TBCEL	397.2521
TBCE	424.0592	TBCE	311.4816
TBCK	718.5598	TBCK	549.7074
TBK1	726.1037	TBK1	655.0759
TBKBP1	173.5962	TBKBP1	167.9247
TBL1XR1	5012.0017	TBL1XR1	2495.1234
TBL1X	1114.4449	TBL1X	1753.2016
TBL2	1517.3596	TBL2	705.6229
TBL3	1257.1796	TBL3	705.6229
TBPL1	154.7364	TBPL1	221.5249
TBP	210.03	TBP	271.0542
TBRG1	541.9246	TBRG1	983.1227
TBRG4	772.8247	TBRG4	588.9238
TBX15	102.4432	TBX15	128.2334
TBX18	105.4436	TBX18	64.1167
TBX19	58.294	TBX19	79.481
TBX1	190.7415	TBX1	104.1472
removed	removed	TBX20	14.9266
TBX21	13.2876	TBX21	11.5342
TBX2	179.1685	TBX2	118.7346
TBX3	2339.0484	TBX3	3434.1447
TBX5	108.0154	TBX5	32.9065
TBX6	68.1526	TBX6	42.4052
TBXA2R	43.2919	TBXA2R	15.9444
TBXAS1	339.4771	TBXAS1	128.9119
TC2N	4134.162	TC2N	2972.0974
TCAP	8.5727	removed	removed
TCEA1	1863.2662	TCEA1	1295.5644
TCEA2	363.0519	TCEA2	338.5633
TCEA3	1525.5036	TCEA3	823.0006
TCEAL1	1231.8903	TCEAL1	905.4363
TCEAL2	24.4321	TCEAL2	131.9651
TCEAL3	1380.6258	TCEAL3	1526.9273
TCEAL4	6414.4878	TCEAL4	5828.5133
TCEAL5	23.1462	TCEAL5	159.4436
TCEAL6	81.0116	TCEAL6	49.8685
TCEAL7	57.4368	TCEAL7	224.2388
TCEAL8	768.5384	TCEAL8	954.2872
TCEANC	52.7218	TCEANC	84.4712
TCEB1	552.5075	TCEB1	325.6721
TCEB2	2324.4749	TCEB2	912.2212
TCEB3	1243.4462	TCEB3	1429.0934
removed	removed	TCERG1L	41.0483
TCERG1	744.5349	TCERG1	798.5752
TCF12	1360.4801	TCF12	2302.3662
TCF19	242.6061	TCF19	292.7657
TCF20	1287.6125	TCF20	1519.464
TCF25	1379.3399	TCF25	2003.2228
TCF3	1247.7497	TCF3	1016.3684
TCF4	2461.2087	TCF4	1746.4168
TCF7L1	1390.0557	TCF7L1	770.4181
TCF7L2	926.2752	TCF7L2	1189.0425
TCF7	336.9053	TCF7	1000.4241
TCFL5	395.6279	TCFL5	378.2546
TCHP	265.3236	TCHP	427.2479
TCIRG1	1426.4895	TCIRG1	392.1635
TCN1	1152.5932	TCN1	270.715
TCN2	420.9173	TCN2	441.6928
TCOF1	913.8448	TCOF1	901.7047
TCP10L	18.8384	TCP10L	20.6022
TCP11L1	171.8817	TCP11L1	201.8455
TCP11L2	187.3125	TCP11L2	357.2216
TCP1	2271.0416	TCP1	3215.0013
TCTA	935.2765	TCTA	1074.718
TCTE3	23.1462	TCTE3	40.709
TCTEX1D1	9.4299	TCTEX1D1	9.4988
TCTEX1D2	184.7407	TCTEX1D2	89.8991
TCTN1	834.9764	TCTN1	764.6205
TCTN2	956.2795	TCTN2	688.6608
TCTN3	1114.8736	TCTN3	1499.788
TDG	313.7591	TDG	309.7278
TDO2	8.144	removed	removed
TDP1	402.4861	TDP1	401.323
TDP2	558.0797	TDP2	765.6687
TDRD10	9.4299	TDRD10	17.6406
TDRD3	354.9078	TDRD3	473.2423
TDRD5	227.1753	TDRD5	239.1655
TDRD6	6.4295	TDRD6	18.3191
TDRD7	489.9271	TDRD7	433.8903
TDRD9	15.0021	TDRD9	11.5342
TDRKH	525.5036	TDRKH	273.7681
TEAD1	2086.5838	TEAD1	2851.3273
TEAD2	860.6944	TEAD2	793.4866
TEAD3	655.3793	TEAD3	1140.8702
TEAD4	288.8984	TEAD4	140.1069
TECPR1	281.183	TECPR1	222.5426
TECPR2	674.6678	TECPR2	1088.2877
TECR	1468.4955	TECR	1894.3262
TECTA	18.8598	TECTA	24.0862
TEC	19.2885	TEC	42.066
TEDDM1	5.1436	removed	removed
TEF	1518.6455	TEF	2343.4823
TEKT1	78.8684	removed	removed
TEKT2	101.5859	TEKT2	24.7647
TEKT3	47.1496	TEKT3	12.5519
TEKT4	21.8603	TEKT4	5.7671
TEK	364.3378	TEK	313.1202
TELO2	801.5431	TELO2	399.6268
TENC1	2008.5727	TENC1	2202.697
TEP1	499.7857	TEP1	767.7042
removed	removed	TEPP	5.0886
TERF1	611.2302	TERF1	613.0099
TERF2IP	1195.4565	TERF2IP	1767.4497
TERF2	516.5024	TERF2	732.423
TESC	59.1513	TESC	379.2723
TESK1	665.6665	TESK1	700.1951
TESK2	631.8045	TESK2	541.7691
TES	1231.5559	TES	2638.7448
TET1	50.15	TET1	62.7597
TET2	675.9537	TET2	733.4408
TET3	454.3506	TET3	530.2349
TEX10	400.7715	TEX10	361.6318
TEX14	5.1436	TEX14	14.9266
TEX261	2305.1865	TEX261	2845.2209
TEX264	1420.9173	TEX264	1005.5127
TEX2	1851.2645	TEX2	3011.4494
TEX9	105.015	TEX9	143.16
TFAM	529.79	TFAM	548.2147
TFAP2A	855.1222	TFAP2A	2155.0165
TFAP2B	2441.063	TFAP2B	2499.8728
TFAP2C	1118.7312	TFAP2C	1813.2474
TFAP2E	10.9387	TFAP2E	9.838
TFAP4	455.6365	TFAP4	190.6539
TFB1M	113.159	TFB1M	214.0616
TFB2M	656.2366	TFB2M	355.1862
TFCP2L1	727.3896	TFCP2L1	2209.1426
TFCP2	534.0763	TFCP2	838.6057
TFDP1	1096.871	TFDP1	1199.8982
TFDP2	324.0463	TFDP2	444.0675
TFDP3	11.1444	TFDP3	13.5697
TFE3	1382.769	TFE3	1254.8554
TFEB	308.1869	TFEB	297.5151
TFEC	173.5962	TFEC	23.7469
TFF1	721.8174	TFF1	793.8258
TFF3	767.2525	TFF3	675.4304
TFG	2022.2889	TFG	1364.0913
TFIP11	1010.3043	TFIP11	956.3701
TFPI2	5.5722	TFPI2	578.7465
TFPI	401.2002	TFPI	1108.9814
TFPT	285.2122	TFPT	174.4246
TFR2	23.1462	removed	removed
TFRC	3426.4895	TFRC	1360.6988
TF	314.6164	TF	922.3984
TGDS	135.4479	TGDS	234.0768
TGFA	72.0103	TGFA	187.6007
TGFB1I1	810.1157	TGFB1I1	1166.9918
TGFB1	1459.9228	TGFB1	447.1207
TGFB2	1260.6087	TGFB2	606.5643
TGFB3	2262.7518	TGFB3	1337.9696
TGFBI	2626.661	TGFBI	1355.9495
TGFBR1	2057.4368	TGFBR1	1628.0214
TGFBR2	2806.6867	TGFBR2	6534.1362
TGFBR3	1534.5049	TGFBR3	4692.0533
TGFBRAP1	357.4796	TGFBRAP1	523.4501
TGIF1	1771.1102	TGIF1	1506.2336
TGIF2	484.3763	TGIF2	470.3893
TGM1	13.2876	TGM1	26.1216
TGM2	1671.2387	TGM2	376.8976
TGM5	15.8594	TGM5	7.8026
TGOLN2	8480.9258	TGOLN2	11128.4878
TGS1	522.9318	TGS1	623.1872
TH1L	1262.7518	TH1L	1690.4419
THADA	1282.0403	THADA	1145.2803
THAP10	56.1509	THAP10	63.7775
THAP11	533.219	THAP11	640.4885
THAP1	234.0334	THAP1	232.3806
THAP2	169.3099	THAP2	89.8991
THAP3	286.6652	THAP3	304.3508
THAP4	1092.156	THAP4	856.2463
THAP5	967.8526	THAP5	560.0882
THAP6	264.0377	THAP6	331.4392
THAP7	293.1847	THAP7	272.4112
THAP8	111.4445	THAP8	99.0586
THAP9	116.1595	THAP9	169.6209
THBD	942.5632	THBD	873.5476
THBS1	16978.1397	THBS1	10193.8767
THBS2	12106.7295	THBS2	1245.6959
THBS3	1142.9361	THBS3	703.2788
THBS4	3092.5847	THBS4	747.0104
THEM4	475.3536	THEM4	417.6066
THEM5	7.2868	THEM5	9.1595
THEMIS	47.5782	THEMIS	36.9774
THG1L	340.763	THG1L	184.8868
THNSL1	312.9018	THNSL1	258.5022
THNSL2	1420.06	THNSL2	1402.0863
THOC1	494.2135	THOC1	387.4141
THOC2	1492.0703	THOC2	1549.6565
THOC3	881.6974	THOC3	754.1345
THOC4	522.5032	THOC4	554.3211
THOC5	513.9306	THOC5	624.5441
THOC6	710.5444	THOC6	304.6425
THOC7	825.9751	THOC7	835.5525
THOP1	611.2302	THOP1	625.5619
THPO	27.8611	removed	removed
THRAP3	3999.1427	THRAP3	5898.3971
THRA	864.0206	THRA	1298.7024
THRB	939.9914	THRB	2438.1308
THRSP	111.0159	THRSP	279.196
THSD1P1	96.1209	THSD1P1	260.1781
THSD1	90.4415	THSD1	299.8897
THSD4	2374.6249	THSD4	3852.0906
THSD7A	87.8697	THSD7A	61.742
THSD7B	68.1526	THSD7B	28.1571
THTPA	430.3472	THTPA	418.2851
THUMPD1	2190.3129	THUMPD1	2664.0658
THUMPD2	170.1672	THUMPD2	197.4387
THUMPD3	953.7077	THUMPD3	844.3728
THY1	3880.8401	THY1	1264.0149
THYN1	604.8007	THYN1	800.2714
TIA1	1242.6061	TIA1	1286.0656
TIAF1	147.6682	TIAF1	186.7526
TIAL1	1102.8718	TIAL1	1369.5191
TIAM1	266.1809	TIAM1	276.8213
TIAM2	93.4419	TIAM2	172.8098
TICAM1	551.6502	TICAM1	371.809
TICAM2	159.76	TICAM2	48.6167
TIE1	714.5306	TIE1	609.6175
TIFA	1187.3125	TIFA	469.5106
TIGD1	48.8641	TIGD1	87.8636
TIGD2	131.1616	TIGD2	190.6539
TIGD3	22.2889	TIGD3	6.4456
TIGD4	25.2893	TIGD4	11.8735
TIGD5	241.3202	TIGD5	96.3447
TIGD6	288.0411	TIGD6	443.389
TIGD7	422.0446	TIGD7	364.3491
TIGIT	47.5782	TIGIT	21.3722
removed	removed	TIMD4	19.3368
TIMELESS	527.6468	TIMELESS	335.8494
TIMM10	440.6344	TIMM10	305.3176
TIMM13	696.5281	TIMM13	577.7288
TIMM16	224.7192	TIMM16	62.6614
TIMM17A	1149.5928	TIMM17A	516.326
TIMM17B	541.3631	TIMM17B	339.9203
TIMM22	339.9057	TIMM22	457.9764
TIMM44	452.2075	TIMM44	373.5052
TIMM50	464.2092	TIMM50	455.2625
TIMM8A	91.7274	TIMM8A	74.6332
TIMM8B	374.1963	TIMM8B	316.5126
TIMM9	637.8054	TIMM9	487.4905
TIMP1	6846.9781	TIMP1	2972.7758
TIMP2	9136.7338	TIMP2	8437.2827
TIMP3	18353.1933	TIMP3	23899.5844
TIMP4	90.8701	TIMP4	360.2748
TINAGL1	510.0729	TINAGL1	1956.7467
TINF2	1058.294	TINF2	1289.7973
TIPARP	824.2392	TIPARP	2806.8832
TIPIN	67.724	TIPIN	69.5446
TIPRL	1260.18	TIPRL	796.5397
TIRAP	188.5984	TIRAP	233.3984
TJAP1	445.778	TJAP1	533.6273
TJP1	1710.2443	TJP1	2422.1864
TJP2	1731.676	TJP2	1946.9087
TJP3	1482.2117	TJP3	537.6982
TK1	319.76	TK1	81.7573
TK2	993.5705	TK2	1028.2419
TKT	3323.6177	TKT	2956.153
TLCD1	97.7282	TLCD1	24.7647
TLE1	737.6768	TLE1	696.1242
TLE2	719.2456	TLE2	1197.5235
TLE3	2564.5092	TLE3	2356.7127
TLE4	257.1796	TLE4	653.3797
TLE6	125.1607	TLE6	34.2634
TLK1	1763.3948	TLK1	1999.8304
TLK2	547.7925	TLK2	629.6328
TLL1	116.5881	TLL1	78.3649
TLL2	12.0017	removed	removed
TLN1	8114.8736	TLN1	9523.5349
TLN2	1249.8928	TLN2	1504.863
TLR10	45.8637	TLR10	14.9266
TLR1	186.8838	TLR1	166.907
TLR2	461.6374	TLR2	390.8065
TLR3	488.2126	TLR3	307.3531
TLR4	486.4981	TLR4	616.4023
TLR5	594.5135	TLR5	448.1384
TLR6	78.4398	TLR6	25.7824
TLR7	281.183	TLR7	71.2408
TLR8	30.8616	TLR8	27.1393
TLR9	14.2735	TLR9	20.3681
TM2D1	391.3416	TM2D1	377.5761
TM2D2	1015.8594	TM2D2	882.3679
TM2D3	508.787	TM2D3	691.3748
TM4SF18	475.7823	TM4SF18	1204.6476
TM4SF19	27.8526	TM4SF19	6.7848
TM4SF1	3138.4483	TM4SF1	10339.0722
TM6SF1	186.4552	TM6SF1	99.3978
TM6SF2	8.5727	removed	removed
TM7SF2	305.1865	TM7SF2	191.6716
TM7SF3	1538.3626	TM7SF3	1514.0361
TM7SF4	12.4303	removed	removed
TM9SF1	1753.1933	TM9SF1	1825.1853
TM9SF2	3565.7951	TM9SF2	5265.7111
TM9SF3	5352.7647	TM9SF3	5274.8707
TM9SF4	2320.6172	TM9SF4	2213.892
TMBIM1	2959.7085	TMBIM1	4470.1891
TMBIM4	2483.4634	TMBIM4	1188.2724
TMBIM6	20707.6725	TMBIM6	27190.5691
removed	removed	TMC2	6.7848
removed	removed	TMC3	14.2482
TMC4	1661.8088	TMC4	1395.6407
TMC5	3020.1457	TMC5	1444.4916
TMC6	510.0729	TMC6	389.7888
TMC7	36.4338	TMC7	66.8306
TMC8	231.033	TMC8	121.1093
TMCC1	833.2619	TMCC1	901.3654
TMCC2	35.5765	TMCC2	34.6027
TMCC3	256.751	TMCC3	338.2241
TMCO1	4090.0129	TMCO1	2273.2593
TMCO3	1402.9147	TMCO3	2103.9776
TMCO4	579.5114	TMCO4	1040.1153
TMCO6	139.7342	TMCO6	196.421
TMCO7	224.6035	TMCO7	397.5914
TMED10P1	36.0051	TMED10P1	44.4407
TMED10	7641.6631	TMED10	7733.6952
TMED1	533.8963	TMED1	454.6892
TMED2	6465.9237	TMED2	5804.7663
TMED3	2978.5684	TMED3	1908.9136
TMED4	1007.7154	TMED4	1203.6299
TMED5	1446.2066	TMED5	955.6441
TMED7-TICAM2	58.1569	TMED7-TICAM2	90.9609
TMED7	3541.6202	TMED7	1600.7328
TMED8	546.9353	TMED8	436.2649
TMED9	3826.8324	TMED9	2626.41
TMEFF1	34.252	TMEFF1	22.624
TMEM100	57.4368	TMEM100	136.7144
TMEM101	1238.3198	TMEM101	900.0085
TMEM102	218.174	TMEM102	237.4693
TMEM104	351.4788	TMEM104	358.5786
TMEM105	11.5731	TMEM105	10.1773
TMEM106A	166.3095	TMEM106A	178.7804
TMEM106B	3299.6142	TMEM106B	1307.0986
TMEM106C	1916.4166	TMEM106C	1815.9613
TMEM107	201.4574	TMEM107	241.8794
TMEM108	37.291	TMEM108	71.2408
TMEM109	2974.282	TMEM109	3310.3214
TMEM110	184.775	TMEM110	237.5134
TMEM111	1114.4449	TMEM111	1026.8849
TMEM115	1304.3292	TMEM115	1267.7466
TMEM116	267.0381	TMEM116	376.2192
TMEM117	92.5847	TMEM117	142.8208
TMEM119	1284.6121	TMEM119	323.9759
TMEM11	358.3369	TMEM11	380.6293
TMEM120A	648.5212	TMEM120A	475.2778
TMEM120B	286.6652	TMEM120B	328.0332
TMEM121	185.1693	TMEM121	33.5849
TMEM123	8441.4916	TMEM123	6580.9516
TMEM125	733.8191	TMEM125	362.3102
TMEM126A	306.4724	TMEM126A	196.0818
TMEM126B	495.4994	TMEM126B	403.3585
TMEM127	2661.3802	TMEM127	2643.7113
TMEM128	620.2315	TMEM128	568.23
TMEM129	980.2829	TMEM129	909.8465
TMEM130	69.8671	TMEM130	88.5421
TMEM131	1554.222	TMEM131	1785.7688
TMEM132A	863.6948	TMEM132A	734.7977
TMEM132B	6.8581	removed	removed
TMEM132C	49.7214	TMEM132C	180.8159
TMEM132E	20.1457	removed	removed
TMEM133	89.1556	TMEM133	70.9015
TMEM134	476.6395	TMEM134	360.614
