gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
DGKH	23.1526	DGKH	33.0618
removed	removed	DGKI	14.3747
DGKQ	240.0154	DGKQ	382.367
DGKZ	1332.8188	DGKZ	810.254
DGUOK	1508.0069	DGUOK	665.0695
DHCR24	3790.083	DHCR24	10288.9315
DHCR7	3093.1893	DHCR7	862.9612
DHDDS	542.5429	DHDDS	856.7322
DHDH	41.6747	DHDH	13.4164
removed	removed	DHDPSL	26.9238
DHFRL1	108.0455	DHFRL1	302.827
DHFR	285.7418	DHFR	244.3316
DHH	14.6633	removed	removed
DHODH	201.4277	DHODH	165.7882
DHPS	1247.9259	DHPS	893.1481
DHRS11	570.3261	DHRS11	237.6617
DHRS12	385.1052	DHRS12	279.8275
DHRS13	413.3359	DHRS13	270.9679
DHRS1	1789.6971	DHRS1	945.8553
DHRS2	30.0984	DHRS2	452.3239
DHRS3	2835.4235	DHRS3	973.6464
DHRS4L1	16.2068	DHRS4L1	22.5204
DHRS4L2	611.8233	DHRS4L2	457.3503
DHRS4	952.4137	DHRS4	824.9545
DHRS7B	711.557	DHRS7B	605.654
DHRS7	2698.0513	DHRS7	1983.2295
DHRS9	40.903	DHRS9	19.6454
DHRSX	237.7002	DHRSX	284.1399
DHTKD1	3343.2375	DHTKD1	812.1706
DHX15	1853.7527	DHX15	2620.0287
DHX16	486.9767	DHX16	943.4595
DHX29	527.1079	DHX29	1185.4336
DHX30	1241.7519	DHX30	1666.0278
DHX32	435.8634	DHX32	1142.8222
DHX33	99.5562	DHX33	387.1586
DHX34	538.6842	DHX34	507.4269
DHX35	268.5703	DHX35	337.8055
DHX36	584.2176	DHX36	868.2319
DHX37	406.7143	DHX37	474.8443
DHX38	881.3429	DHX38	1264.0153
DHX40P1	6.174	removed	removed
DHX40	697.6654	DHX40	1675.6109
DHX57	318.7343	DHX57	596.0709
DHX58	881.3429	DHX58	429.8035
DHX8	534.0536	DHX8	1225.2036
DHX9	2794.5205	DHX9	4411.1164
DIABLO	876.7123	DIABLO	780.3162
DIAPH1	2411.7307	DIAPH1	2881.1691
DIAPH2	101.8715	DIAPH2	126.9765
DIAPH3	233.0697	DIAPH3	32.5827
DICER1	862.049	DICER1	1798.7542
DIDO1	2409.4154	DIDO1	2387.6378
DIMT1L	378.9311	DIMT1L	503.5937
DIO2	658.306	DIO2	49.3531
removed	removed	DIO3	7.6665
DIP2A	913.7565	DIP2A	763.2966
DIP2B	550.2605	DIP2B	1488.7398
DIP2C	1097.4339	DIP2C	932.9181
DIRAS1	365.8113	DIRAS1	319.5975
DIRAS2	232.2979	DIRAS2	54.6239
DIRAS3	10.8046	DIRAS3	254.9114
DIRC1	6.9458	removed	removed
DIRC2	481.8754	DIRC2	301.9358
DIRC3	9.261	DIRC3	9.5831
DIS3L2	482.3461	DIS3L2	491.1356
DIS3L	448.389	DIS3L	915.1893
DIS3	1337.8044	DIS3	1025.4624
DISC1	118.0783	DISC1	206.9957
DISP1	149.7202	DISP1	245.3282
DISP2	30.8702	DISP2	33.541
DIXDC1	466.9111	DIXDC1	1486.8232
DKC1	1399.1897	DKC1	1367.034
DKFZP586I1420	678.3716	DKFZP586I1420	401.5333
DKFZP686I15217	63.2838	DKFZP686I15217	84.8107
removed	removed	DKFZp686O24166	22.0412
DKFZp761E198	845.0704	DKFZp761E198	476.2817
DKK1	47.077	DKK1	100.1437
DKK2	71.0014	DKK2	38.8117
DKK3	611.229	DKK3	2933.3972
DKKL1	52.4793	DKKL1	6.7082
DLAT	1120.5865	DLAT	752.7552
DLC1	1988.0378	DLC1	675.6109
DLD	778.6996	DLD	1413.0331
DLEC1	41.6747	DLEC1	30.666
DLEU1	224.5804	DLEU1	70.9152
DLEU2L	5.4023	DLEU2L	6.229
DLEU2	110.7621	DLEU2	17.0292
DLG1	479.2591	DLG1	1380.9296
DLG2	20.8374	DLG2	138.9554
DLG3	2431.0245	DLG3	1523.2391
DLG4	144.318	DLG4	258.7829
DLG5	676.8281	DLG5	2883.5649
removed	removed	DLGAP1	59.8946
removed	removed	DLGAP2	10.0623
DLGAP3	10.8046	removed	removed
DLGAP4	3358.6726	DLGAP4	1811.6914
DLGAP5	510.1293	DLGAP5	14.3747
removed	removed	DLK1	51.2698
DLK2	6.174	DLK2	208.9123
DLL1	87.9799	DLL1	221.3704
DLL3	8.4893	removed	removed
DLL4	252.3635	DLL4	193.5793
DLST	1382.9828	DLST	2082.8941
removed	removed	DLX1	49.8323
DLX2	5.4023	DLX2	26.3536
DLX3	104.9585	DLX3	92.9564
DLX4	33.1854	DLX4	7.6665
DLX5	398.225	DLX5	7.1874
DLX6AS	14.6633	removed	removed
DLX6	267.0268	removed	removed
DMAP1	462.2805	DMAP1	731.1931
removed	removed	DMBT1	7.6665
DMC1	29.3266	DMC1	18.6871
DMD	99.5562	DMD	1936.2722
DMGDH	8.4893	DMGDH	14.8539
DMKN	821.1461	DMKN	547.1969
DMPK	402.0837	DMPK	528.989
DMRT2	40.1312	DMRT2	11.0206
DMRT3	27.7831	DMRT3	10.5414
removed	removed	DMRTA1	7.6665
removed	removed	DMRTC1B	27.7911
DMTF1	1210.9975	DMTF1	1048.9315
DMWD	295.5817	DMWD	458.5529
DMXL1	371.2136	DMXL1	1264.4945
DMXL2	372.7571	DMXL2	416.3872
DNA2	97.241	DNA2	39.77
DNAH10	7.7175	DNAH10	18.208
removed	removed	DNAH11	5.3761
DNAH14	175.9599	DNAH14	55.5822
DNAH17	42.4465	DNAH17	17.7288
DNAH1	90.2952	DNAH1	220.8912
DNAH2	53.251	DNAH2	106.3728
DNAH3	5.4023	removed	removed
DNAH5	89.5234	DNAH5	461.4279
removed	removed	DNAH6	75.7068
removed	removed	DNAH7	129.8515
DNAH8	5.4023	removed	removed
removed	removed	DNAH9	15.8122
removed	removed	DNAI1	14.3747
DNAJA1	2653.2896	DNAJA1	2559.1759
DNAJA2	2239.6296	DNAJA2	1662.1945
DNAJA3	1267.9915	DNAJA3	1031.1452
DNAJA4	1956.3959	DNAJA4	1150.4552
DNAJB11	1987.2661	DNAJB11	742.6929
DNAJB12	1202.3924	DNAJB12	1423.0954
DNAJB14	129.6546	DNAJB14	333.9722
DNAJB1	3079.2977	DNAJB1	3610.9248
DNAJB2	5521.8985	DNAJB2	2712.506
DNAJB4	226.8956	DNAJB4	543.3637
DNAJB5	241.5589	DNAJB5	125.5391
DNAJB6	6627.05	DNAJB6	1836.6076
DNAJB7	5.1322	removed	removed
DNAJB9	625.8923	DNAJB9	862.482
DNAJC10	1467.8757	DNAJC10	2055.5822
DNAJC11	1197.8005	DNAJC11	996.8232
DNAJC12	6.174	DNAJC12	285.5774
DNAJC13	1126.7606	DNAJC13	1390.9919
DNAJC14	823.7006	DNAJC14	1316.6219
DNAJC15	1282.6548	DNAJC15	561.5716
DNAJC16	382.7899	DNAJC16	903.6895
DNAJC17	246.9612	DNAJC17	323.9099
DNAJC18	72.5449	DNAJC18	197.4126
DNAJC19	441.4432	DNAJC19	511.2602
DNAJC1	818.8308	DNAJC1	687.5898
DNAJC21	1484.0826	DNAJC21	1270.7235
removed	removed	DNAJC22	153.3301
DNAJC24	261.3236	DNAJC24	276.9142
DNAJC25	155.8557	DNAJC25	183.9962
DNAJC27	76.4036	DNAJC27	232.391
DNAJC28	57.8815	DNAJC28	65.6445
DNAJC2	678.2404	DNAJC2	474.8155
DNAJC30	451.476	DNAJC30	332.0556
DNAJC3	1281.8831	DNAJC3	2241.495
DNAJC4	1253.8839	DNAJC4	803.8764
DNAJC5B	50.164	DNAJC5B	9.104
DNAJC5	3020.6444	DNAJC5	2136.5597
DNAJC6	135.0569	DNAJC6	75.7068
DNAJC7	1919.3826	DNAJC7	1410.8721
DNAJC8	1977.2333	DNAJC8	1781.0254
DNAJC9	912.4291	DNAJC9	604.758
DNAL1	151.2637	DNAL1	383.8045
DNAL4	888.2886	DNAL4	666.5069
DNALI1	30.8702	DNALI1	967.8965
DNASE1L1	402.5005	DNASE1L1	357.3934
removed	removed	DNASE1L2	11.4998
DNASE1L3	44.7617	DNASE1L3	54.6239
DNASE1	117.3066	DNASE1	64.6862
DNASE2B	5.4023	DNASE2B	9.104
DNASE2	2292.1088	DNASE2	1364.1591
DND1	86.4133	DND1	75.1366
DNER	412.8883	DNER	66.6028
DNHD1	145.0897	DNHD1	164.8299
DNLZ	235.3849	DNLZ	82.4149
DNM1L	2380.0888	DNM1L	1293.723
DNM1P35	51.7075	DNM1P35	28.7494
DNM1	233.8414	DNM1	103.0187
DNM2	3192.568	DNM2	1990.1006
DNM3	50.164	DNM3	70.9152
DNMBP	139.2321	DNMBP	1184.9066
DNMT1	1770.4032	DNMT1	1598.4667
DNMT3A	454.563	DNMT3A	430.7619
DNMT3B	81.8059	DNMT3B	106.3728
DNPEP	1406.9072	DNPEP	1348.3469
DNTTIP1	1598.3021	DNTTIP1	431.7202
DNTTIP2	747.8294	DNTTIP2	1410.1581
DOC2A	19.7337	DOC2A	19.9042
removed	removed	DOC2B	16.7705
DOCK10	396.6815	DOCK10	582.1754
DOCK11	259.3093	DOCK11	391.471
DOCK1	1067.3355	DOCK1	2908.9602
DOCK2	571.8696	DOCK2	341.1596
DOCK3	13.1198	DOCK3	33.541
DOCK4	165.9271	DOCK4	396.7417
DOCK5	258.5375	DOCK5	441.3033
DOCK6	552.5757	DOCK6	545.7595
DOCK7	513.988	DOCK7	1287.494
DOCK8	899.8649	DOCK8	1524.6766
DOCK9	628.9794	DOCK9	2540.0096
DOHH	457.65	DOHH	169.1423
DOK1	294.0382	DOK1	194.0585
DOK2	375.8441	DOK2	77.6234
DOK3	674.5128	DOK3	97.2688
DOK4	350.3762	DOK4	458.5529
DOK5	307.9298	DOK5	75.7068
DOK6	17.7503	DOK6	9.5831
DOK7	10.8046	DOK7	24.9161
DOLK	449.9325	DOLK	399.6167
DOLPP1	340.3434	DOLPP1	399.1375
DOM3Z	319.0044	DOM3Z	318.6967
DONSON	746.9033	DONSON	91.5716
DOPEY1	415.9367	DOPEY1	916.0374
DOPEY2	1136.0216	DOPEY2	1078.5817
DOT1L	583.4382	DOT1L	521.3225
DPAGT1	1386.8648	DPAGT1	926.7274
DPCD	133.5134	DPCD	239.5113
DPEP1	13.8916	removed	removed
DPEP2	75.6319	DPEP2	34.9784
DPF2	1656.1837	DPF2	1413.9914
DPF3	172.8729	DPF3	41.6866
DPH1	359.3286	DPH1	739.8658
DPH2	350.3762	DPH2	457.1155
DPH3B	22.3809	DPH3B	14.3747
DPH3	629.7511	DPH3	455.678
DPH5	273.3089	DPH5	478.1984
DPM1	729.3074	DPM1	491.1356
DPM2	1017.9433	DPM2	649.2573
DPM3	940.7679	DPM3	293.723
DPP3	1031.8348	DPP3	466.6986
DPP4	133.5134	DPP4	91.0398
removed	removed	DPP6	13.4164
DPP7	1930.928	DPP7	1828.9411
DPP8	102.6433	DPP8	503.5937
DPP9	1653.0967	DPP9	902.7312
DPT	480.8026	DPT	674.1735
DPY19L1	337.2564	DPY19L1	393.8668
removed	removed	DPY19L2P2	14.3747
removed	removed	DPY19L2P4	11.9789
DPY19L2	25.4679	DPY19L2	38.8117
DPY19L3	121.9371	DPY19L3	506.4686
DPY19L4	835.0376	DPY19L4	962.1466
DPY30	1056.1065	DPY30	532.4054
DPYD	310.245	DPYD	825.1078
DPYSL2	1338.9929	DPYSL2	3646.8615
DPYSL3	2169.4	DPYSL3	2130.8098
DPYSL4	14.6633	removed	removed
DPYS	5.4023	removed	removed
DR1	781.0149	DR1	1155.2468
DRAM1	833.4941	DRAM1	1029.2286
DRAM2	1065.0203	DRAM2	1011.0206
DRAP1	4284.7772	DRAP1	811.6914
DRD1	5.4023	removed	removed
DRD2	13.1198	DRD2	121.2266
DRD4	23.1526	removed	removed
DRG1	1670.0752	DRG1	1109.7269
DRG2	767.895	DRG2	764.7341
DRP2	6.9458	removed	removed
removed	removed	DSC1	67.0819
DSC2	3445.109	DSC2	2190.2252
DSC3	3808.6051	DSC3	1834.2118
DSCAML1	7.7175	DSCAML1	14.8539
removed	removed	DSCAM	7.1874
DSCC1	214.5476	DSCC1	55.5822
DSCR10	6.9458	removed	removed
DSCR3	917.6153	DSCR3	838.5242
DSCR4	50.164	removed	removed
DSCR6	72.5449	DSCR6	9.5831
DSCR8	390.5074	removed	removed
DSCR9	14.6633	removed	removed
DSEL	185.2209	DSEL	270.2444
DSE	376.8397	DSE	499.9281
removed	removed	DSG1	709.1519
DSG2	4529.4077	DSG2	5053.1529
DSG3	8575.7283	DSG3	1014.3747
DSN1	577.2719	DSN1	281.265
DSP	8226.1239	DSP	16742.2137
DSTN	6361.5667	DSTN	11085.2899
DSTYK	1078.1401	DSTYK	1001.4375
DST	1003.28	DST	19566.8424
DTD1	701.5242	DTD1	452.3239
DTL	468.4546	DTL	26.8328
DTNA	1020.2585	DTNA	375.1797
DTNBP1	371.9853	DTNBP1	393.8668
DTNB	277.8314	DTNB	1040.7283
DTWD1	353.4632	DTWD1	514.1351
DTWD2	64.8273	DTWD2	292.2856
DTX1	98.0127	DTX1	193.5793
DTX2	1278.7961	DTX2	496.8855
DTX3L	2590.7467	DTX3L	1495.3905
DTX3	223.8086	DTX3	737.9013
DTX4	207.6018	DTX4	592.2377
DTYMK	584.2176	DTYMK	330.6181
DULLARD	2380.0888	DULLARD	1781.9837
DUOX1	466.1393	DUOX1	390.5127
DUOX2	41.6747	DUOX2	42.1658
DUOXA1	89.917	DUOXA1	40.0815
DUOXA2	10.411	removed	removed
DUS1L	2481.9603	DUS1L	1241.9741
DUS2L	221.4933	DUS2L	162.9133
DUS3L	381.2464	DUS3L	343.5553
DUS4L	104.4106	DUS4L	178.045
DUSP10	240.0154	DUSP10	212.2664
DUSP11	491.6072	DUSP11	468.1361
DUSP12	293.2664	DUSP12	286.0565
DUSP14	740.8837	DUSP14	470.0527
removed	removed	DUSP15	33.541
DUSP16	1004.0517	DUSP16	3066.6028
DUSP18	109.5659	DUSP18	131.1979
DUSP19	55.5663	DUSP19	150.4552
DUSP1	1234.8061	DUSP1	13140.3929
DUSP22	1770.4032	DUSP22	905.6061
DUSP23	1528.8443	DUSP23	516.0517
DUSP26	14.6633	DUSP26	9.104
DUSP28	77.1754	DUSP28	106.8519
DUSP2	254.6788	DUSP2	490.6564
DUSP3	948.4854	DUSP3	1420.2204
DUSP4	109.589	DUSP4	1199.3292
DUSP5	441.4432	DUSP5	830.3785
DUSP6	818.059	DUSP6	3878.2942
DUSP7	620.4901	DUSP7	533.3014
DUSP8	247.733	DUSP8	309.5352
DUSP9	84.8929	DUSP9	24.437
DUT	826.8648	DUT	840.3498
DVL1	2600.0386	DVL1	905.127
DVL2	453.7912	DVL2	822.2329
DVL3	1850.6656	DVL3	1907.0436
DYDC2	6.174	removed	removed
DYM	334.9412	DYM	736.943
removed	removed	DYNC1H1	9036.4159
DYNC1I1	33.1854	DYNC1I1	72.8318
DYNC1I2	1654.6402	DYNC1I2	1886.4399
DYNC1LI1	574.9566	DYNC1LI1	799.2333
DYNC1LI2	2703.4536	DYNC1LI2	2897.9396
removed	removed	DYNC2H1	686.1524
DYNC2LI1	116.5348	DYNC2LI1	450.8864
DYNLL1	6103.0291	DYNLL1	2750.3594
DYNLL2	777.9278	DYNLL2	1868.2319
DYNLRB1	3568.5896	DYNLRB1	1630.5702
removed	removed	DYNLRB2	38.3325
DYNLT1	3254.4858	DYNLT1	942.5012
DYNLT3	527.1079	DYNLT3	534.7389
DYRK1A	2794.5205	DYRK1A	2270.7235
DYRK1B	351.9197	DYRK1B	550.551
DYRK2	445.3019	DYRK2	488.7398
DYRK3	111.1325	DYRK3	277.4317
DYRK4	813.4285	DYRK4	332.5347
DYSF	466.9111	DYSF	217.5371
DYX1C1	6.0583	DYX1C1	76.0709
DZIP1L	121.9371	DZIP1L	77.1442
DZIP1	101.5628	DZIP1	223.3445
DZIP3	341.8869	DZIP3	427.8869
E2F1	385.1052	E2F1	45.5199
E2F2	507.0423	E2F2	43.6033
E2F3	619.7183	E2F3	269.2861
E2F4	1163.033	E2F4	844.7532
E2F5	139.5408	E2F5	148.3805
E2F6	287.8642	E2F6	311.931
E2F7	64.8273	E2F7	16.2913
E2F8	91.8387	removed	removed
E4F1	1171.5223	E4F1	479.6358
EAF1	395.138	EAF1	732.6306
EAF2	275.5161	EAF2	67.5611
EAPP	1115.956	EAPP	1045.5199
EARS2	508.5858	EARS2	734.068
EBAG9	820.3743	EBAG9	578.8213
EBF1	192.1667	EBF1	230.4744
EBF2	7.7175	EBF2	8.6248
EBF3	68.6861	EBF3	98.2271
EBF4	135.8287	EBF4	652.6114
EBI3	104.9585	EBI3	34.0201
EBNA1BP2	820.3743	EBNA1BP2	1065.1653
EBPL	1366.776	EBPL	502.1562
EBP	979.3556	EBP	440.8241
ECD	508.5858	ECD	646.3824
ECE1	4294.0382	ECE1	6571.6339
ECE2	375.0724	ECE2	91.0398
ECEL1	64.8273	ECEL1	6.7082
ECH1	2686.475	ECH1	4187.8294
ECHDC1	679.1434	ECHDC1	1139.9138
ECHDC2	498.553	ECHDC2	1237.6617
ECHDC3	680.6869	ECHDC3	522.2808
ECHS1	2543.7006	ECHS1	2178.2463
ECM1	1431.6033	ECM1	65.1653
ECM2	209.917	ECM2	356.0134
ECSCR	101.0997	ECSCR	73.311
ECSIT	812.6568	ECSIT	909.4394
ECT2L	5.4023	ECT2L	9.5831
ECT2	612.0008	ECT2	317.2017
EDA2R	16.9786	EDA2R	205.5582
EDARADD	67.9143	EDARADD	936.7513
EDAR	6.174	EDAR	82.4149
EDA	62.5121	EDA	109.2477
EDC3	814.972	EDC3	825.1078
EDC4	1108.6861	EDC4	1389.4346
removed	removed	EDDM3A	5.2707
removed	removed	EDDM3B	8.6248
EDEM1	827.3201	EDEM1	1451.8448
EDEM2	834.2659	EDEM2	479.6358
EDEM3	713.8723	EDEM3	1163.8716
EDF1	4617.403	EDF1	3051.7489
EDIL3	11.5763	EDIL3	293.2439
EDN1	962.377	EDN1	316.7226
EDN2	83.3494	EDN2	65.6445
EDN3	9.261	EDN3	366.5549
EDNRA	204.5148	EDNRA	988.9794
EDNRB	103.415	EDNRB	180.6421
EEA1	246.1895	EEA1	846.6699
EED	398.225	EED	425.012
EEF1A1P9	4255.4505	EEF1A1P9	8392.9085
EEF1A1	55715.2228	EEF1A1	117933.8764
EEF1A2	8.4893	EEF1A2	143.2678
EEF1B2	3144.8968	EEF1B2	4757.0676
EEF1D	8713.1005	EEF1D	8714.4226
EEF1E1	236.9284	EEF1E1	243.4116
EEF1G	16122.7089	EEF1G	26068.5194
EEF2K	1243.2954	EEF2K	1708.1936
EEF2	35749.9518	EEF2	67009.104
EEFSEC	433.5636	EEFSEC	459.8275
EEPD1	189.8514	EEPD1	361.7633
EFCAB10	6.3361	removed	removed
EFCAB1	10.0328	EFCAB1	145.1845
EFCAB2	40.1312	EFCAB2	108.7686
EFCAB4A	202.9713	EFCAB4A	2435.5534
EFCAB4B	16.9786	EFCAB4B	271.6818
removed	removed	EFCAB6	127.9348
EFCAB7	87.9799	EFCAB7	207.954
EFEMP1	1093.5751	EFEMP1	2639.6742
EFEMP2	980.1273	EFEMP2	678.4859
EFHA1	497.0095	EFHA1	930.5223
EFHA2	11.5763	EFHA2	74.2693
EFHC1	172.8729	EFHC1	450.4073
removed	removed	EFHC2	19.6454
EFHD1	3619.5254	EFHD1	8282.2233
EFHD2	3063.0909	EFHD2	791.5668
EFNA1	5525.7573	EFNA1	3113.5601
EFNA3	819.6025	EFNA3	306.6603
EFNA4	784.8736	EFNA4	473.886
EFNA5	639.0122	EFNA5	860.5654
EFNB1	1032.6066	EFNB1	742.6929
EFNB2	469.9981	EFNB2	939.1471
EFNB3	74.0884	EFNB3	620.0287
EFR3A	1966.4287	EFR3A	1942.5012
EFR3B	105.7303	EFR3B	82.4149
EFS	1524.9855	EFS	1553.9051
EFTUD1	480.8026	EFTUD1	756.1092
EFTUD2	1582.0953	EFTUD2	1620.9871
EGFL6	208.3735	EGFL6	14.3747
EGFL7	603.5115	EGFL7	433.1576
EGFL8	174.9412	EGFL8	100.2252
EGFLAM	118.0783	EGFLAM	245.3282
EGFR	259.3093	EGFR	1220.4025
EGF	7.7175	EGF	893.1481
EGLN1	862.8208	EGLN1	1263.057
EGLN2	1526.529	EGLN2	1162.7743
EGLN3	834.2659	EGLN3	373.2631
removed	removed	EGOT	48.3948
EGR1	1201.6207	EGR1	56517.0101
EGR2	344.974	EGR2	2120.2683
EGR3	63.2838	EGR3	2167.2257
EHBP1L1	1418.4835	EHBP1L1	1038.8117
EHBP1	672.1976	EHBP1	830.8577
EHD1	2655.6049	EHD1	1043.6033
EHD2	1594.4434	EHD2	2649.7365
EHD3	270.8856	EHD3	597.9875
EHD4	1518.8115	EHD4	1322.4724
EHF	286.3207	EHF	5255.8697
EHHADH	139.6874	EHHADH	355.0551
EHMT1	757.8622	EHMT1	1590.8002
EHMT2	1468.6475	EHMT2	1828.9411
removed	removed	EI24	2519.4058
EID1	1348.2539	EID1	3268.3277
EID2B	16.9786	EID2B	49.3531
EID2	273.2008	EID2	295.1605
EID3	32.4137	EID3	45.999
EIF1AD	961.6052	EIF1AD	576.9046
EIF1AX	955.4312	EIF1AX	2251.0781
EIF1B	347.2892	EIF1B	806.8999
EIF1	13672.3905	EIF1	9712.0268
EIF2AK1	4247.4783	EIF2AK1	3567.7959
EIF2AK2	418.2906	EIF2AK2	293.2439
EIF2AK3	398.9967	EIF2AK3	905.6061
EIF2AK4	1243.2954	EIF2AK4	1787.2544
EIF2A	1580.5518	EIF2A	2329.6598
EIF2B1	956.9747	EIF2B1	1091.0398
EIF2B2	449.1607	EIF2B2	528.5098
EIF2B3	399.7685	EIF2B3	482.9899
EIF2B4	749.373	EIF2B4	898.8979
EIF2B5	1138.3369	EIF2B5	1421.6579
EIF2C1	643.6427	EIF2C1	1343.0762
EIF2C2	218.4063	EIF2C2	130.8098
EIF2C3	67.9143	EIF2C3	116.9142
EIF2C4	186.7644	EIF2C4	529.4681
EIF2S1	1173.8375	EIF2S1	1276.9526
EIF2S2	1364.4607	EIF2S2	1132.7264
EIF2S3	3187.3432	EIF2S3	5746.5261
EIF3A	2484.2755	EIF3A	6074.7484
EIF3B	3511.4798	EIF3B	3301.8687
EIF3CL	9003.7276	EIF3CL	12231.3368
EIF3C	99.1086	EIF3C	212.8414
EIF3D	6982.8285	EIF3D	6609.4873
EIF3E	9068.879	EIF3E	7333.9722
EIF3F	2379.317	EIF3F	3035.4576
EIF3G	2484.9932	EIF3G	3262.0604
EIF3H	5280.3396	EIF3H	4824.1495
EIF3I	4016.2068	EIF3I	3772.4054
EIF3J	1793.5559	EIF3J	1345.9511
EIF3K	3235.192	EIF3K	3205.0791
EIF3L	5962.5699	EIF3L	13569.2381
EIF3M	2374.5321	EIF3M	2634.7676
EIF4A1	9374.7945	EIF4A1	7799.3436
EIF4A2	4919.9305	EIF4A2	8583.6128
EIF4A3	1779.6643	EIF4A3	1811.2123
EIF4B	3484.4607	EIF4B	12250.8673
EIF4E2	2272.0432	EIF4E2	1149.976
EIF4E3	481.5744	EIF4E3	1228.5577
EIF4EBP1	845.0704	EIF4EBP1	350.7427
EIF4EBP2	2771.3679	EIF4EBP2	5347.3886
EIF4EBP3	521.5126	EIF4EBP3	438.6344
EIF4ENIF1	530.9666	EIF4ENIF1	922.8558
EIF4E	261.6245	EIF4E	459.9904
EIF4G1	5923.9822	EIF4G1	6671.2985
EIF4G2	13842.9481	EIF4G2	15483.9483
EIF4G3	1375.2653	EIF4G3	1528.5098
EIF4H	3689.755	EIF4H	5339.2429
EIF5A2	142.0027	EIF5A2	97.748
EIF5AL1	2700.3666	EIF5AL1	885.4816
EIF5A	11775.4196	EIF5A	3664.5903
EIF5B	4840.4399	EIF5B	2665.0695
EIF5	2219.564	EIF5	4807.8582
EIF6	2633.224	EIF6	1724.9641
ELAC1	106.502	ELAC1	175.2276
ELAC2	1401.5049	ELAC2	1297.0771
ELAVL1	2427.1657	ELAVL1	1491.1356
ELAVL2	6.9458	ELAVL2	25.8745
ELF1	1242.5236	ELF1	1988.0211
ELF2	670.6541	ELF2	1056.0613
ELF3	8254.6788	ELF3	6764.2549
ELF4	507.0423	ELF4	385.242
ELF5	4605.055	ELF5	2304.2645
ELFN1	55.5663	ELFN1	27.3119
ELFN2	18.5221	removed	removed
ELK1	670.6541	ELK1	663.632
ELK3	146.6332	ELK3	436.0326
ELK4	109.589	ELK4	128.414
ELL2	638.2404	ELL2	1158.1217
ELL3	701.6323	ELL3	252.0172
ELL	445.3019	ELL	551.9885
ELMO1	580.3589	ELMO1	319.5975
ELMO2	1247.1542	ELMO2	1162.9133
ELMO3	407.486	ELMO3	695.7355
ELMOD2	116.5348	ELMOD2	205.5582
ELMOD3	355.0068	ELMOD3	575.4672
ELN	458.4218	ELN	284.6191
ELOF1	1395.3309	ELOF1	917.5851
ELOVL1	2653.2896	ELOVL1	1414.9497
ELOVL2	10.8046	ELOVL2	621.9454
ELOVL3	16.9786	ELOVL3	11.0206
ELOVL4	19.2938	ELOVL4	34.4993
ELOVL5	1406.1354	ELOVL5	4569.7173
ELOVL6	38.5877	ELOVL6	123.1433
ELOVL7	445.3019	ELOVL7	149.4969
removed	removed	ELP2P	11.9789
ELP2	849.7009	ELP2	2214.183
ELP3	314.1038	ELP3	666.9861
ELP4	193.7102	ELP4	227.5994
ELTD1	578.0436	ELTD1	587.9253
EMB	728.5356	EMB	617.633
EMCN	234.6132	EMCN	460.4696
EMD	899.0932	EMD	1019.6454
EME1	70.9936	EME1	10.3306
EME2	37.0442	EME2	5.7499
EMG1	784.1019	EMG1	483.4547
EMID1	100.328	EMID1	133.2056
EMID2	23.9244	EMID2	5.2707
EMILIN1	1954.8524	EMILIN1	747.4844
EMILIN2	563.3803	EMILIN2	177.7671
EMILIN3	9.7009	EMILIN3	140.0048
EML1	111.1325	EML1	140.3929
EML2	1130.9898	EML2	1063.723
EML3	1230.9473	EML3	1041.2075
EML4	1118.2713	EML4	1381.4087
EML5	26.2396	EML5	109.2477
EML6	18.5221	EML6	48.3948
EMP1	5606.7914	EMP1	3816.483
EMP2	2549.1028	EMP2	4460.9487
EMP3	1362.9172	EMP3	239.0992
EMR1	8.4893	EMR1	11.0206
EMR2	159.753	EMR2	116.9142
EMX2OS	42.4465	EMX2OS	24.9161
EMX2	27.7831	EMX2	9.104
EN1	2339.9576	EN1	106.8519
removed	removed	EN2	5.2707
ENAH	3925.1399	ENAH	3201.725
ENC1	734.7096	ENC1	1256.0086
ENDOD1	1586.7258	ENDOD1	2257.3071
ENDOG	348.0918	ENDOG	148.5386
removed	removed	ENDOU	15.333
ENGASE	398.9967	ENGASE	516.5309
ENG	4184.4492	ENG	1903.2103
ENHO	48.6205	ENHO	115.9559
ENO1	39597.1445	ENO1	16977.4796
ENO2	1021.0303	ENO2	324.3891
ENO3	187.5362	ENO3	42.1658
ENOPH1	1265.6762	ENOPH1	736.4638
ENOSF1	530.0714	ENOSF1	822.851
ENOX1	72.5449	ENOX1	45.5199
ENOX2	147.405	ENOX2	348.3469
ENPEP	82.5777	ENPEP	49.3531
ENPP1	105.7303	ENPP1	1012.4581
ENPP2	526.3361	ENPP2	958.3134
removed	removed	ENPP3	64.207
ENPP4	234.6132	ENPP4	640.6325
ENPP5	136.6004	ENPP5	1332.5347
ENPP6	12.3481	ENPP6	12.9372
ENSA	4146.6332	ENSA	3694.298
ENTHD1	10.8046	removed	removed
ENTPD1	1169.9788	ENTPD1	866.7944
ENTPD2	319.5061	ENTPD2	480.115
ENTPD3	21.6091	ENTPD3	91.5189
ENTPD4	179.0469	ENTPD4	426.4494
