gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
NEGR1	629.9164	NEGR1	751.5375
NEIL1	80.9332	NEIL1	143.9114
NEIL2	510.1683	NEIL2	394.2189
NEIL3	22.7108	removed	removed
NEK10	1148.1367	NEK10	500
NEK11	280.3758	NEK11	271.2177
NEK1	571.9005	NEK1	598.401
NEK2	135.2328	removed	removed
NEK3	192.4228	NEK3	254.6125
NEK4	813.2549	NEK4	648.8315
NEK5	64.2098	NEK5	5.5351
NEK6	1137.4006	NEK6	936.6544
NEK7	2597.2953	NEK7	2683.2718
NEK8	80.9332	NEK8	70.1107
NEK9	2780.0145	NEK9	2910.2091
NELF	420.3572	NELF	554.1205
NELL2	5629.6067	NELL2	40.5904
NENF	895.8398	NENF	840.0984
NEO1	2732.1152	NEO1	2261.3776
NES	999.0709	NES	1854.2435
NET1	1344.2758	NET1	2526.4453
NETO1	5.7809	removed	removed
NETO2	68.9584	NETO2	111.9311
NEU1	867.7609	NEU1	1030.7503
NEU3	264.8911	NEU3	163.5916
NEURL1B	1360.3799	NEURL1B	769.9877
NEURL2	9.935	NEURL2	17.3432
NEURL3	12.1813	NEURL3	25.2153
NEURL4	350.5585	NEURL4	445.2645
NEURL	239.9092	NEURL	14.1451
removed	removed	NEUROG2	14.1451
NEXN	286.9826	NEXN	802.583
NF1	3217.3015	NF1	3941.5744
NF2	679.0544	NF2	975.3998
NFAM1	290.9053	NFAM1	84.8708
NFASC	389.4663	NFASC	897.2448
NFAT5	2941.4679	NFAT5	4314.8831
NFATC1	410.0341	NFATC1	621.1562
NFATC2IP	1090.9466	NFATC2IP	921.8942
NFATC2	215.7531	NFATC2	567.6507
NFATC3	1185.2999	NFATC3	1045.5105
NFATC4	556.2094	NFATC4	626.0763
NFE2L1	4584.2882	NFE2L1	5867.1587
NFE2L2	2926.1361	NFE2L2	3934.3727
NFE2L3	476.102	NFE2L3	300.123
NFE2	27.4595	NFE2	6.1501
NFIA	2028.6983	NFIA	2418.8192
NFIB	1692.9906	NFIB	10181.4268
NFIC	857.6443	NFIC	1267.5277
NFIL3	247.9612	NFIL3	540.5904
NFIX	4902.653	NFIX	5102.091
NFKB1	1884.1747	NFKB1	1851.1685
NFKB2	511.6135	NFKB2	511.6851
NFKBIA	2097.8631	NFKBIA	2092.2509
NFKBIB	141.4267	NFKBIB	138.9914
NFKBID	41.2925	NFKBID	35.0554
NFKBIE	264.0652	NFKBIE	160.5166
NFKBIL1	95.1791	NFKBIL1	144.5264
NFKBIL2	54.2996	NFKBIL2	47.9705
NFKBIZ	3675.4186	NFKBIZ	2275.5228
NFRKB	670.7959	NFRKB	1035.0554
NFS1	413.5439	NFS1	358.5486
NFU1	447.8167	NFU1	428.6593
NFX1	1801.5898	NFX1	1501.23
NFXL1	351.0003	NFXL1	363.0566
NFYA	1102.9214	NFYA	1091.6175
NFYB	727.3666	NFYB	1102.091
NFYC	950.6927	NFYC	1208.5793
NGDN	406.9371	NGDN	472.9397
NGEF	39.2278	NGEF	58.4256
NGFRAP1	1566.8422	NGFRAP1	912.0541
NGFR	436.8742	NGFR	1182.6568
NGF	7.8456	NGF	14.1451
NGLY1	804.9964	NGLY1	685.1169
NGRN	1955.0036	NGRN	2265.2829
NHEDC1	5.5807	removed	removed
NHEDC2	175.2865	NHEDC2	255.2276
NHEJ1	225.9936	NHEJ1	310.5781
NHLRC1	98.0696	NHLRC1	75.6458
NHLRC2	297.0992	NHLRC2	335.1784
NHLRC3	949.7264	NHLRC3	881.9188
NHLRC4	37.7826	NHLRC4	25.8303
NHP2L1	1177.8672	NHP2L1	1746.6175
NHP2	783.7308	NHP2	698.032
NHSL1	297.9251	NHSL1	419.4342
NHSL2	170.5378	NHSL2	144.5264
NHS	469.0823	NHS	401.599
NICN1	366.58	NICN1	575.0554
NID1	3496.6037	NID1	2512.8967
NID2	1337.0497	NID2	416.3592
NIF3L1	475.4826	NIF3L1	421.2792
NINJ1	1818.5197	NINJ1	1346.8635
NINJ2	97.6752	NINJ2	55.984
NINL	249.6129	NINL	241.0824
NIN	2578.7137	NIN	1612.5461
NIP7	419.1184	NIP7	519.0652
NIPA1	701.1459	NIPA1	464.9446
NIPA2	1110.3541	NIPA2	753.3825
NIPAL1	22.5044	NIPAL1	85.4859
NIPAL2	433.1578	NIPAL2	440.3444
NIPAL3	1153.5047	NIPAL3	1565.1907
NIPAL4	6.4003	NIPAL4	7.9951
NIPBL	4597.2953	NIPBL	3557.8106
NIPSNAP1	916.2795	NIPSNAP1	805.6581
NIPSNAP3A	608.2378	NIPSNAP3A	634.0713
NIPSNAP3B	121.6909	NIPSNAP3B	135.4305
NISCH	1939.5066	NISCH	2609.4711
NIT1	497.8569	NIT1	473.9668
NIT2	762.6716	NIT2	693.1119
NKAIN1	316.0937	NKAIN1	12.3001
NKAIN2	14.0394	NKAIN2	6.1501
NKAPL	8.052	NKAPL	23.3702
NKAP	433.7772	NKAP	329.0283
NKD1	21.6785	NKD1	15.3752
NKD2	44.1829	NKD2	75.6458
NKG7	196.3456	NKG7	65.1907
NKIRAS1	218.0242	NKIRAS1	241.0824
NKIRAS2	525.8594	NKIRAS2	593.4809
NKPD1	8.465	NKPD1	47.3555
NKRF	434.6031	NKRF	339.4834
NKTR	3626.3033	NKTR	4183.2718
NKX3-1	3815.0098	NKX3-1	372.6937
removed	removed	NKX3-2	7.3801
NLE1	189.3259	NLE1	266.9127
NLGN1	29.5241	NLGN1	84.2558
NLGN2	378.2389	NLGN2	693.1119
NLGN3	41.4989	NLGN3	52.2755
NLGN4X	86.3012	NLGN4X	424.9692
NLK	548.7767	NLK	474.7847
NLN	399.0916	NLN	469.2497
NLRC3	315.4743	NLRC3	87.9459
NLRC4	167.2344	NLRC4	39.3604
NLRC5	978.8376	NLRC5	400.369
NLRP12	9.9102	removed	removed
removed	removed	NLRP13	8.6101
NLRP1	621.0385	NLRP1	665.4367
NLRP2	332.4043	NLRP2	324.7232
NLRP3	224.4245	NLRP3	78.7208
removed	removed	NLRP5	14.1451
NLRP7	5.5745	removed	removed
removed	removed	NLRP8	6.1501
NLRX1	261.3812	NLRX1	410.2091
NMB	107.1539	NMB	168.5117
NMD3	1596.5727	NMD3	1420.6642
NME1-NME2	19.073	NME1-NME2	45.2706
NME1	434.3285	NME1	343.0197
NME2P1	39.2278	NME2P1	33.2103
NME2	2543.3984	NME2	3097.5646
NME3	214.9272	NME3	272.4477
NME4	923.9187	NME4	635.9164
NME5	216.7854	NME5	65.8057
NME6	227.1085	NME6	169.7417
NME7	296.4282	NME7	286.6605
NMI	579.7461	NMI	343.7884
NMNAT1	304.1189	NMNAT1	361.6236
NMNAT2	69.7842	NMNAT2	263.8376
NMNAT3	329.9267	NMNAT3	226.3223
NMRAL1	388.3555	NMRAL1	322.2632
NMT1	2202.1266	NMT1	2677.1218
NMT2	553.3189	NMT2	880.0738
NMUR1	27.6659	NMUR1	54.7355
NNAT	108.5992	NNAT	76.8758
NNMT	1289.5633	NNMT	2633.4563
NNT	2233.4448	NNT	1318.5732
NOB1	602.2504	NOB1	940.9594
NOC2L	617.1322	NOC2L	842.3862
NOC3L	504.5938	NOC3L	726.3223
NOC4L	153.4015	NOC4L	140.8364
NOD1	399.5045	NOD1	568.2657
NOD2	320.223	NOD2	41.8204
removed	removed	NODAL	6.7651
removed	removed	NOG	9.2251
NOL10	561.5774	NOL10	620.5412
NOL11	953.6492	NOL11	1100.246
NOL12	116.9567	NOL12	178.1488
NOL3	183.3055	NOL3	258.9176
removed	removed	NOL4	9.2251
NOL6	1242.2835	NOL6	1115.6212
NOL7	430.8868	NOL7	506.7651
NOL8	1398.9883	NOL8	945.2645
NOL9	225.0439	NOL9	260.1476
NOLC1	1830.9074	NOLC1	2258.9176
NOM1	546.2992	NOM1	518.4502
NOMO1	2996.5934	NOMO1	2875.1538
NOMO2	1719.8307	NOMO2	735.5474
NOMO3	963.7659	NOMO3	932.3493
NONO	5907.5049	NONO	5603.321
NOP10	483.1217	NOP10	477.8598
NOP14	783.8526	NOP14	849.8893
NOP16	132.1359	NOP16	117.4662
NOP2	589.0369	NOP2	551.6605
NOP56	1408.0727	NOP56	1337.6384
NOP58	1280.2725	NOP58	1130.9963
NOS1AP	230.6184	NOS1AP	151.9065
NOS1	5.7809	NOS1	5.5351
NOS2	12.1813	NOS2	30.1968
NOS3	141.0282	NOS3	203.8315
NOSIP	322.907	NOSIP	303.813
NOSTRIN	1206.772	NOSTRIN	561.5006
NOTCH1	819.4487	NOTCH1	941.5744
NOTCH2NL	1420.5905	NOTCH2NL	861.9127
NOTCH2	14859.9154	NOTCH2	8952.0295
NOTCH3	2082.5849	NOTCH3	3251.5375
NOTCH4	652.8337	NOTCH4	1017.8352
NOVA1	198.2038	NOVA1	883.1488
NOVA2	28.6983	NOVA2	38.1304
NOV	154.2273	NOV	454.4895
NOX4	203.1589	NOX4	261.3776
NOX5	20.3118	NOX5	11.6851
NOXA1	48.3122	NOXA1	39.9754
NPAS1	10.3231	removed	removed
NPAS2	675.3381	NPAS2	458.7946
NPAS3	109.8379	NPAS3	130.3813
removed	removed	NPAS4	15.9902
NPAT	757.923	NPAT	773.0627
NPC1L1	8.052	NPC1L1	15.3752
NPC1	1047.1519	NPC1	1503.0135
NPC2	3625.271	NPC2	3011.0701
NPDC1	1042.8409	NPDC1	666.0517
NPEPL1	436.2548	NPEPL1	413.2841
NPEPPS	2380.9229	NPEPPS	2503.075
NPFF	11.9748	NPFF	17.2202
NPHP1	126.5614	NPHP1	153.7515
NPHP3	680.0867	NPHP3	1085.4859
NPHP4	149.0658	NPHP4	271.8327
NPIPL3	275.5838	NPIPL3	540.5658
NPIP	603.6337	NPIP	950.1907
NPLOC4	1491.0705	NPLOC4	1805.6581
NPL	654.8983	NPL	143.9114
NPM1	9287.9116	NPM1	8217.7122
removed	removed	NPM2	5.5351
NPM3	111.4896	NPM3	153.1365
NPNT	5203.675	NPNT	1552.8905
NPR1	401.1562	NPR1	993.8499
NPR2	298.5444	NPR2	514.7601
NPR3	77.0104	NPR3	217.7122
NPRL2	324.4121	NPRL2	272.9828
NPRL3	590.895	NPRL3	544.8954
NPTN	4054.2996	NPTN	3486.4699
NPTX1	11.149	NPTX1	8.6101
NPTX2	8.052	NPTX2	27.0603
NPTXR	310.5193	NPTXR	396.064
NPY1R	3577.7847	NPY1R	1176.5068
NPY2R	22.2979	NPY2R	528.2903
NPY5R	42.5312	NPY5R	67.0357
NQO1	2793.4345	NQO1	1973.5547
NQO2	293.1764	NQO2	313.6531
removed	removed	NR0B1	7.3801
NR1D1	389.6356	NR1D1	1006.3653
NR1D2	2542.7893	NR1D2	3369.6187
NR1H2	637.9684	NR1H2	878.2288
NR1H3	755.4454	NR1H3	473.5547
NR1I2	6.1939	removed	removed
NR1I3	6.6729	NR1I3	8.7085
NR2C1	476.3085	NR2C1	490.7749
NR2C2AP	293.1764	NR2C2AP	308.5363
NR2C2	1947.5545	NR2C2	2362.3924
NR2E3	35.305	NR2E3	7.9951
NR2F1	260.9683	NR2F1	792.1279
NR2F2	3737.7929	NR2F2	1603.936
NR2F6	579.5396	NR2F6	400.984
NR3C1	2568.3906	NR3C1	4581.1808
NR3C2	201.9201	NR3C2	737.3924
NR4A1	2369.1545	NR4A1	2038.1304
NR4A2	1241.2512	NR4A2	662.3616
NR4A3	142.8719	NR4A3	92.8659
NR5A2	187.0548	NR5A2	136.5314
NR6A1	35.305	NR6A1	15.3752
NRARP	252.2969	NRARP	245.3875
NRAS	2212.0368	NRAS	1239.2374
NRBF2	470.1146	NRBF2	544.2804
NRBP1	1920.7185	NRBP1	2087.9459
NRBP2	404.4596	NRBP2	1410.8241
NRCAM	245.4836	NRCAM	62.1156
NRD1	2514.2975	NRD1	2538.1304
NRF1	417.2602	NRF1	401.599
NRG1	20.0268	NRG1	784.7478
NRG2	10.736	NRG2	30.7503
removed	removed	NRG3	6.7651
NRGN	22.5044	NRGN	33.8253
NRIP1	5260.0392	NRIP1	2775.5228
NRIP2	109.8379	NRIP2	109.4711
NRIP3	646.6398	NRIP3	371.4637
NRK	80.5203	NRK	162.3616
NRL	16.325	NRL	13.5301
NRM	143.0784	NRM	203.567
NRN1	381.9552	NRN1	782.2878
NRP1	4681.119	NRP1	3865.3137
NRP2	1242.9029	NRP2	791.5129
NRSN2	832.0429	NRSN2	548.5855
removed	removed	NRTN	12.9151
NRXN1	34.0663	NRXN1	228.7823
NRXN2	60.6999	NRXN2	41.2054
NRXN3	47.2799	NRXN3	124.2312
NSA2	1909.5695	NSA2	1779.8278
NSD1	4347.476	NSD1	2840.0984
NSDHL	420.5636	NSDHL	306.2731
NSFL1C	1173.1186	NSFL1C	1413.2841
NSF	1431.1964	NSF	1135.9164
NSL1	755.4454	NSL1	700.492
NSMAF	1095.9017	NSMAF	935.4244
NSMCE1	796.325	NSMCE1	623.0012
NSMCE2	342.108	NSMCE2	268.7577
NSMCE4A	484.154	NSMCE4A	624.8462
NSUN2	1131.0003	NSUN2	1183.2718
NSUN3	199.0049	NSUN3	153.1365
NSUN4	487.8703	NSUN4	646.9865
NSUN5P1	51.822	NSUN5P1	123.6162
NSUN5P2	133.9259	NSUN5P2	287.9582
NSUN5	212.8626	NSUN5	263.2226
NSUN6	221.7405	NSUN6	268.7577
NSUN7	162.6923	NSUN7	250.9225
NT5C2	1248.8903	NT5C2	1685.7319
NT5C3L	328.0685	NT5C3L	467.4047
NT5C3	554.3512	NT5C3	413.8991
NT5C	95.7985	NT5C	166.6667
NT5DC1	1044.2862	NT5DC1	1004.305
NT5DC2	300.5864	NT5DC2	370.7995
NT5DC3	305.9771	NT5DC3	862.2386
NT5E	660.6793	NT5E	1476.0148
NT5M	34.2727	NT5M	18.4502
NTAN1	513.4717	NTAN1	591.0209
removed	removed	NTF3	44.2804
removed	removed	NTF4	63.7577
NTHL1	79.488	NTHL1	55.3506
NTM	245.4836	NTM	126.6913
NTN1	232.8894	NTN1	233.7023
NTN4	6318.9842	NTN4	8134.6863
NTN5	10.5296	NTN5	45.5105
NTNG1	17.5493	NTNG1	15.3752
NTNG2	9.0843	NTNG2	9.2251
NTRK1	5.368	removed	removed
NTRK2	1189.0162	NTRK2	9325.3383
NTRK3	34.8921	NTRK3	215.2522
NUAK1	945.8037	NUAK1	824.1082
NUAK2	290.286	NUAK2	75.0308
NUB1	2371.1655	NUB1	1609.2189
NUBP1	400.5182	NUBP1	312.5461
NUBP2	263.2394	NUBP2	246.0025
NUBPL	362.9607	NUBPL	385.6089
NUCB1	3061.4225	NUCB1	3490.7749
NUCB2	3059.711	NUCB2	1492.5769
NUCKS1	13286.4664	NUCKS1	10864.6986
NUDCD1	535.1502	NUDCD1	541.8204
NUDCD2	268.8139	NUDCD2	326.5683
NUDCD3	2310.3128	NUDCD3	2200.492
NUDC	716.837	NUDC	946.4945
NUDT10	22.0915	NUDT10	54.7355
NUDT11	34.4792	NUDT11	74.4157
NUDT12	1105.399	NUDT12	616.2362
NUDT13	46.231	NUDT13	61.5006
NUDT14	93.3209	NUDT14	144.5264
NUDT15	334.8219	NUDT15	454.7724
NUDT16L1	290.9053	NUDT16L1	199.262
NUDT16P1	196.1392	NUDT16P1	99.631
NUDT16	873.7483	NUDT16	679.5818
NUDT17	39.0214	NUDT17	21.5252
NUDT18	239.4962	NUDT18	100.861
NUDT19	375.7613	NUDT19	443.4194
NUDT1	103.6441	NUDT1	71.3407
NUDT21	2909.6728	NUDT21	3578.1058
NUDT22	178.883	NUDT22	131.2608
NUDT2	354.9086	NUDT2	271.2177
NUDT3	487.8703	NUDT3	448.9545
NUDT4	1109.5282	NUDT4	971.0947
NUDT5	477.9189	NUDT5	419.0652
NUDT6	108.0293	NUDT6	56.0332
NUDT7	118.3029	NUDT7	129.7663
NUDT8	14.4524	NUDT8	52.8905
NUDT9P1	5.1616	NUDT9P1	7.9951
NUDT9	469.0823	NUDT9	456.9496
NUF2	307.4223	NUF2	8.6101
NUFIP1	194.9004	NUFIP1	281.0578
NUFIP2	3853.2053	NUFIP2	3788.4379
NUMA1	7748.5434	NUMA1	7733.4256
NUMBL	250.2323	NUMBL	373.3087
NUMB	2000.8258	NUMB	2116.8512
NUP107	1139.4653	NUP107	1060.8856
NUP133	2324.1458	NUP133	1677.1218
NUP153	1787.9632	NUP153	2095.326
NUP155	1067.8229	NUP155	709.7171
NUP160	1785.4857	NUP160	1694.9569
NUP188	1578.819	NUP188	1517.2202
NUP205	1511.7167	NUP205	1535.0554
NUP210	2928.0479	NUP210	746.6175
NUP214	2156.0855	NUP214	1841.9434
NUP35	336.327	NUP35	361.6236
NUP37	388.562	NUP37	280.4428
NUP43	816.9712	NUP43	886.8389
NUP50	1782.1823	NUP50	1629.7663
NUP54	764.7362	NUP54	1060.8856
NUP62CL	33.2404	NUP62CL	52.8905
NUP62	1098.3111	NUP62	1029.2251
NUP85	467.0177	NUP85	643.9114
NUP88	675.943	NUP88	793.3579
NUP93	736.038	NUP93	682.6568
NUP98	3362.2381	NUP98	3367.7737
NUPL1	1303.1898	NUPL1	1273.0627
NUPL2	405.6984	NUPL2	412.6691
NUPR1	697.8425	NUPR1	939.1144
NUS1	1115.5156	NUS1	1481.5498
NUSAP1	405.6984	NUSAP1	35.0554
NUTF2	722.8244	NUTF2	1014.1451
NVL	887.3748	NVL	459.4096
NWD1	13.2136	NWD1	22.7552
NXF1	1672.7573	NXF1	1851.7835
NXNL2	79.6944	NXNL2	13.5301
NXN	329.9267	NXN	683.8868
NXPH3	94.3533	NXPH3	210.9471
NXPH4	13.42	NXPH4	8.6101
NXT1	255.8068	NXT1	225.0923
NXT2	472.1792	NXT2	472.3247
NYNRIN	585.527	NYNRIN	854.2435
OAF	841.1273	OAF	814.8831
OAS1	1065.7582	OAS1	258.3026
OAS2	3052.3382	OAS2	447.7245
OAS3	3144.4204	OAS3	682.0418
OASL	243.2126	OASL	35.6704
OAT	2669.1442	OAT	4351.7835
OAZ1	6200.2684	OAZ1	5852.3985
OAZ2	1729.7409	OAZ2	1675.8918
OAZ3	38.0489	OAZ3	15.4244
OBFC1	569.01	OBFC1	929.2743
OBFC2A	628.6776	OBFC2A	443.4194
OBFC2B	561.1644	OBFC2B	393.6039
OBP2B	6.4003	OBP2B	22.7552
OBSCN	244.6578	OBSCN	1200.9717
OBSL1	793.641	OBSL1	1351.1685
removed	removed	OCA2	13.5301
OCEL1	187.4677	OCEL1	158.0566
OCIAD1	2192.0099	OCIAD1	2607.0111
OCIAD2	423.0412	OCIAD2	419.4342
OCLM	11.7683	OCLM	8.6101
OCLN	372.6644	OCLN	356.0886
OCRL	2359.8637	OCRL	1300.123
ODC1	929.0802	ODC1	872.0787
ODF2L	534.5308	ODF2L	697.417
ODF2	833.9011	ODF2	624.8462
ODF3B	50.7897	ODF3B	74.4157
removed	removed	ODF3L1	7.9951
ODZ1	30.7629	ODZ1	53.5055
ODZ2	66.0679	ODZ2	158.0566
ODZ3	373.6967	ODZ3	588.5609
ODZ4	353.8763	ODZ4	206.0271
OFD1	1228.244	OFD1	1238.0074
OGDH	1847.2179	OGDH	2204.797
OGFOD1	863.8381	OGFOD1	853.0135
OGFOD2	192.0533	OGFOD2	165.4367
OGFRL1	755.4454	OGFRL1	1126.6913
OGFR	407.5565	OGFR	371.4637
OGG1	213.3271	OGG1	299.508
OGN	2190.5647	OGN	5035.0554
OGT	10283.2662	OGT	6868.3887
OIP5	26.9144	removed	removed
OLA1	1748.529	OLA1	1618.6962
OLFM1	583.2559	OLFM1	392.3739
OLFM2	155.6726	OLFM2	204.182
OLFM4	99.9277	OLFM4	412.0541
OLFML1	610.3025	OLFML1	793.3579
OLFML2A	708.5785	OLFML2A	1615.6212
OLFML2B	1714.8756	OLFML2B	346.2485
OLFML3	1410.1373	OLFML3	1623.0012
OLR1	283.0598	OLR1	43.0504
OMA1	369.5675	OMA1	357.3186
OMD	488.2833	OMD	829.0283
removed	removed	ONECUT2	7.9951
OPA1	2450.0877	OPA1	2145.1415
OPA3	529.7822	OPA3	500
OPCML	21.4721	OPCML	9.2251
OPHN1	437.0806	OPHN1	717.0972
OPLAH	88.3659	OPLAH	95.941
OPN3	285.8449	OPN3	342.5154
OPRL1	53.2673	OPRL1	49.8155
OPTN	1580.8816	OPTN	2220.7872
OR2A1	7.6391	OR2A1	13.5301
OR2A4	44.5959	OR2A4	117.4662
OR2A7	120.9869	OR2A7	266.2977
OR2A9P	162.4858	OR2A9P	351.1685
removed	removed	OR2L13	5.5351
OR2W3	11.9893	OR2W3	6.7651
OR51E1	42.3248	OR51E1	39.3604
OR52N4	5.9874	OR52N4	10.4551
removed	removed	OR5K2	6.1501
OR7E91P	19.8204	OR7E91P	7.3801
ORAI1	268.1945	ORAI1	230.6273
ORAI2	924.5422	ORAI2	490.4859
ORAI3	487.4574	ORAI3	467.4047
ORAOV1	234.9541	ORAOV1	263.2226
ORC1L	38.6084	ORC1L	9.8401
ORC2L	727.573	ORC2L	619.3112
ORC3L	700.7329	ORC3L	653.7515
ORC4L	767.8332	ORC4L	726.9373
ORC5L	486.838	ORC5L	430.5043
ORC6L	43.5635	ORC6L	18.4502
ORM1	7.8456	removed	removed
ORM2	7.2262	removed	removed
ORMDL1	842.3661	ORMDL1	763.8376
ORMDL2	469.4085	ORMDL2	362.0295
ORMDL3	1478.4763	ORMDL3	1869.6187
OS9	6102.6117	OS9	4802.583
OSBP2	96.6243	OSBP2	132.8413
OSBPL10	668.3184	OSBPL10	748.4625
OSBPL11	822.1328	OSBPL11	683.8868
OSBPL1A	1291.0086	OSBPL1A	2830.2583
OSBPL2	1052.5446	OSBPL2	1119.3112
OSBPL3	444.5133	OSBPL3	486.4699
OSBPL5	470.5275	OSBPL5	414.5141
OSBPL6	385.4651	OSBPL6	194.9569
OSBPL7	117.6835	OSBPL7	200.492
OSBPL8	3899.04	OSBPL8	3277.3678
OSBPL9	1441.726	OSBPL9	3157.4416
OSBP	2791.1634	OSBP	2545.5105
OSCAR	57.19	OSCAR	30.1353
OSCP1	170.5378	OSCP1	205.4121
OSGEPL1	280.9951	OSGEPL1	184.5018
OSGEP	315.2679	OSGEP	309.9631
OSGIN1	62.3516	OSGIN1	89.7909
OSGIN2	1575.5136	OSGIN2	916.3592
OSMR	1601.7343	OSMR	2393.6039
OSM	52.235	OSM	6.7651
OSR1	134.8199	OSR1	591.0209
OSR2	380.51	OSR2	183.2718
OST4	1257.5514	OST4	1343.1673
OSTCL	6.1939	OSTCL	7.3801
OSTC	1285.847	OSTC	1193.7269
OSTF1	912.1503	OSTF1	712.1771
OSTM1	929.9061	OSTM1	884.3788
OSTalpha	19.4075	OSTalpha	18.4502
OTOA	20.4398	removed	removed
OTUB1	1101.6827	OTUB1	1134.0713
OTUB2	66.4809	OTUB2	47.9705
OTUD1	661.2986	OTUD1	648.2165
OTUD3	527.5111	OTUD3	630.9963
OTUD4	1421.0798	OTUD4	1842.5584
OTUD5	1275.111	OTUD5	1089.7909
OTUD6B	404.2531	OTUD6B	353.0135
OTUD7A	10.3231	OTUD7A	12.9151
OTUD7B	1810.0547	OTUD7B	958.1796
OTX1	5.7809	removed	removed
OVCA2	242.2793	OVCA2	242.786
removed	removed	OVCH2	38.1304
OVGP1	105.5022	OVGP1	63.9606
OVOL1	405.4919	OVOL1	159.2866
OVOL2	144.5236	OVOL2	140.8364
OXA1L	1806.3384	OXA1L	1955.7196
OXCT1	791.3699	OXCT1	1052.2755
OXER1	11.7683	OXER1	36.9004
OXGR1	6.6068	OXGR1	71.9557
OXNAD1	284.505	OXNAD1	222.6322
OXR1	1586.4561	OXR1	1769.3727
OXSM	247.7547	OXSM	159.9016
OXSR1	1476.4117	OXSR1	1330.8733
OXTR	625.9936	OXTR	5313.6531
P2RX1	36.9567	P2RX1	11.6851
P2RX4	836.5851	P2RX4	377.6138
P2RX5	87.0631	P2RX5	27.1771
removed	removed	P2RX6	9.2251
P2RX7	242.1802	P2RX7	86.7159
P2RY10	499.4322	P2RY10	19.0652
P2RY12	69.3713	P2RY12	183.2718
P2RY13	270.4656	P2RY13	218.3272
P2RY14	135.6457	P2RY14	173.4317
P2RY1	61.7322	P2RY1	37.5154
P2RY2	224.8374	P2RY2	186.3469
P2RY6	48.5186	P2RY6	30.7503
P2RY8	357.3862	P2RY8	49.8155
P4HA1	1093.2177	P4HA1	901.599
P4HA2	752.3485	P4HA2	634.0713
P4HA3	156.9113	P4HA3	11.0701
P4HB	7715.0821	P4HB	7751.5375
P4HTM	433.9837	P4HTM	346.2485
P704P	24.7755	P704P	12.3001
PA2G4P4	45.0088	PA2G4P4	32.5953
PA2G4	2348.9212	PA2G4	2558.4256
PAAF1	422.0089	PAAF1	365.9287
PABPC1L	178.1769	PABPC1L	387.4539
PABPC1	22033.034	PABPC1	24581.7958
PABPC3	245.4836	PABPC3	246.0025
PABPC4L	79.488	PABPC4L	86.1009
PABPC4	2149.8916	PABPC4	2252.7675
PABPC5	67.7196	PABPC5	62.7306
PABPN1	1344.3646	PABPN1	2124.5203
PACRGL	245.2772	PACRGL	323.4932
removed	removed	PACRG	23.9852
PACS1	2414.3698	PACS1	2443.4194
PACS2	756.2713	PACS2	965.5597
PACSIN1	73.2941	PACSIN1	8.6101
PACSIN2	660.2663	PACSIN2	1089.7909
PACSIN3	159.5953	PACSIN3	191.2669
PADI2	227.7279	PADI2	1198.032
PAF1	847.3212	PAF1	831.4883
PAFAH1B1	4157.5307	PAFAH1B1	5402.214
PAFAH1B2	613.3994	PAFAH1B2	623.6162
PAFAH1B3	281.534	PAFAH1B3	141.23
PAFAH2	512.6458	PAFAH2	534.4403
PAG1	718.4887	PAG1	222.6322
removed	removed	PAH	12.3001
PAICS	1535.047	PAICS	2049.2005
PAIP1	1600.289	PAIP1	1137.1464
PAIP2B	277.6918	PAIP2B	495.695
PAIP2	2290.6989	PAIP2	1957.5646
PAK1IP1	266.9557	PAK1IP1	384.3788
PAK1	1728.915	PAK1	1097.786
PAK2	4054.919	PAK2	3086.7159
PAK3	26.6336	PAK3	178.3518
PAK4	919.5829	PAK4	669.1267
PAK6	89.2103	PAK6	228.1673
PAK7	6.1939	PAK7	54.1205
PALB2	494.2707	PALB2	349.3235
PALLD	5667.8022	PALLD	9994.4649
PALM2-AKAP2	2041.053	PALM2-AKAP2	3252.7122
PALM2	34.7476	PALM2	43.3272
PALM3	64.6227	PALM3	22.7552
PALMD	1025.0852	PALMD	1961.8696
PALM	310.7257	PALM	900.984
PAMR1	225.2503	PAMR1	2120.5412
PAM	7686.7967	PAM	6166.0517
PAN2	1000.1032	PAN2	990.1599
PAN3	1797.667	PAN3	1771.8327
PANK1	331.9913	PANK1	68.8807
PANK2	671.2088	PANK2	406.5191
PANK3	1797.2541	PANK3	1248.4625
PANK4	205.43	PANK4	279.2128
PANX1	604.9344	PANX1	406.5191
PANX2	6.4003	PANX2	33.8253
PAOX	65.0356	PAOX	70.7257
PAPD4	1899.04	PAPD4	1504.92
PAPD5	487.4574	PAPD5	501.845
PAPD7	609.4766	PAPD7	856.0886
PAPLN	550.2219	PAPLN	474.1697
PAPOLA	4494.4771	PAPOLA	4083.0258
PAPOLG	598.1212	PAPOLG	597.171
PAPPA2	7.0197	PAPPA2	32.5953
PAPPA	164.344	PAPPA	141.4514
PAPSS1	1861.6703	PAPSS1	2437.2694
PAPSS2	619.5933	PAPSS2	1146.3715
PAQR3	311.5722	PAQR3	675.9348
PAQR4	630.99	PAQR4	115.0062
PAQR5	118.3029	PAQR5	104.551
PAQR6	129.0389	PAQR6	22.7552
PAQR7	299.3703	PAQR7	421.2792
PAQR8	311.1386	PAQR8	209.7171
PAR-SN	118.4164	PAR-SN	228.444
PAR5	80.9332	PAR5	148.2165
