gene_id	TCGA-E2-A158-01A-11R-A12D-07	gene_id	TCGA-E2-A158-11A-22R-A12D-07
ANLN	1473.0529	ANLN	148.2176
ANO10	334.1616	ANO10	1011.8824
ANO1	166.5667	ANO1	1084.4278
ANO2	54.494	ANO2	80.6754
ANO3	5.1409	ANO3	125.7036
removed	removed	ANO4	26.8918
ANO5	156.2848	ANO5	130.0813
ANO6	1959.3865	ANO6	9043.7774
ANO7	64.0905	ANO7	6.2539
ANO8	378.3737	ANO8	252.0325
ANO9	95.9644	ANO9	23.1395
ANP32A	2689.4011	ANP32A	2036.2727
ANP32B	7249.4216	ANP32B	2810.5066
ANP32E	5520.3496	ANP32E	1142.5891
ANPEP	82.5979	ANPEP	1617.2608
ANTXR1	6052.609	ANTXR1	6762.3515
ANTXR2	467.1408	ANTXR2	4836.1476
ANUBL1	113.7863	ANUBL1	143.8399
ANXA11	2133.4933	ANXA11	5721.0757
ANXA13	44.8976	removed	removed
ANXA1	269.3857	ANXA1	16739.212
ANXA2P1	7.1973	ANXA2P1	94.434
ANXA2P2	459.258	ANXA2P2	7322.0763
ANXA2	1460.0291	ANXA2	20810.5066
ANXA3	1292.4342	ANXA3	698.5616
ANXA4	1715.7056	ANXA4	1964.3527
ANXA5	6530.7172	ANXA5	14741.0882
ANXA6	1297.2325	ANXA6	12896.8105
ANXA7	2365.5214	ANXA7	3357.7236
ANXA8L2	58.2641	ANXA8L2	24.3902
ANXA8	322.9543	ANXA8	42.5266
ANXA9	259.1038	ANXA9	50.0313
AOAH	101.7908	AOAH	50.0313
AOC2	13.7092	AOC2	153.2208
AOC3	162.7967	AOC3	26620.3877
AOX1	19.8783	AOX1	3006.8793
AP1AR	575.7861	AP1AR	332.0826
AP1B1	2955.0167	AP1B1	2305.1907
AP1G1	2694.542	AP1G1	1909.3183
AP1G2	412.2252	AP1G2	318.2239
AP1M1	511.3529	AP1M1	1539.0869
AP1M2	1947.391	AP1M2	175.1094
AP1S1	732.4137	AP1S1	376.4853
AP1S2	235.4554	AP1S2	542.2139
AP1S3	71.6305	AP1S3	23.1395
AP2A1	1523.2525	AP2A1	2626.8418
AP2A2	1180.7043	AP2A2	1976.8605
AP2B1	4123.3827	AP2B1	5312.6954
AP2M1	11368.6916	AP2M1	6494.0588
AP2S1	1385.9995	AP2S1	970.6066
AP3B1	756.062	AP3B1	1228.8931
AP3B2	328.3352	AP3B2	19.3871
AP3D1	1931.6254	AP3D1	2859.9124
AP3M1	1902.4934	AP3M1	1507.192
AP3M2	596.3499	AP3M2	294.5591
AP3S1	545.9686	AP3S1	1171.9825
AP3S2	1860.108	AP3S2	1845.8474
AP4B1	652.8181	AP4B1	298.6366
AP4E1	185.0741	AP4E1	397.7486
AP4M1	394.321	AP4M1	245.7786
AP4S1	32.9021	AP4S1	62.5391
APAF1	764.973	APAF1	490.3064
APBA1	974.3809	APBA1	322.7017
APBA2	701.2253	APBA2	106.3164
APBA3	114.8145	APBA3	168.8555
APBB1IP	38.3857	APBB1IP	1297.0607
APBB1	821.1807	APBB1	1045.0281
APBB2	850.6555	APBB2	3644.778
APBB3	68.546	APBB3	170.7317
APCDD1L	2381.9724	APCDD1L	260.1626
APCDD1	21.2493	APCDD1	1514.0713
APC	477.7654	APC	1260.1626
APEH	1111.8156	APEH	1256.4103
APEX1	4108.6454	APEX1	1839.8999
APEX2	712.1926	APEX2	367.1044
APH1A	9136.8349	APH1A	2982.4891
APH1B	265.9584	APH1B	625.3909
API5	1704.7382	API5	1968.7305
APIP	316.0552	APIP	537.1607
APITD1	91.7728	APITD1	106.4603
APLF	127.1528	APLF	104.4403
APLNR	195.6987	APLNR	1780.4878
APLN	17.4792	APLN	81.3008
APLP1	556.936	APLP1	78.7992
APLP2	10423.7855	APLP2	14202.0013
APOA1BP	2197.9265	APOA1BP	1098.8118
APOB48R	100.0771	APOB48R	86.3039
removed	removed	APOBEC2	6.8793
removed	removed	APOBEC3A	20.6379
APOBEC3B	17.5443	APOBEC3B	8.1301
APOBEC3C	350.6126	APOBEC3C	337.7111
APOBEC3D	43.184	APOBEC3D	61.9137
APOBEC3F	119.9554	APOBEC3F	123.8274
APOBEC3G	84.3115	APOBEC3G	164.4778
APOBEC3H	7.8828	removed	removed
removed	removed	APOB	316.4478
APOC1	198.7833	APOC1	298.9368
APOC2	7.1973	removed	removed
APOD	8177.5341	APOD	18549.0932
APOE	1302.3734	APOE	2799.2495
APOL1	489.7609	APOL1	1134.459
APOL2	219.6898	APOL2	765.4784
APOL3	159.3694	APOL3	1632.2702
APOL4	1304.4298	APOL4	302.6892
APOL6	850.9982	APOL6	5881.1757
APOLD1	833.519	APOLD1	10074.4215
APOM	59.635	APOM	41.2758
APOOL	169.6513	APOOL	262.0388
APOO	130.5801	APOO	116.3227
APPBP2	695.7416	APPBP2	1293.3083
APPL1	1694.4563	APPL1	1555.3471
APPL2	1178.6479	APPL2	1005.6285
APP	26254.1342	APP	19323.9525
APRT	3168.1947	APRT	1107.5672
APTX	1522.406	APTX	402.7517
AQP11	21.592	AQP11	49.4059
AQP1	31093.6372	AQP1	18883.8837
AQP2	618.2846	AQP2	37.5235
AQP3	97.3353	AQP3	280.1751
removed	removed	AQP4	8.1301
AQP5	7120.2125	AQP5	521.576
AQP6	261.1601	AQP6	20.0125
removed	removed	AQP7P1	661.0381
removed	removed	AQP7P3	37.5235
removed	removed	AQP7	4485.3033
AQP9	14.7374	AQP9	63.1645
removed	removed	AQPEP	719.6185
AQR	1223.8883	AQR	974.359
ARAF	743.381	ARAF	1310.8193
ARAP1	1377.7054	ARAP1	2904.9281
ARAP2	575.1007	ARAP2	121.9512
ARAP3	372.5473	ARAP3	853.0331
ARCN1	3506.469	ARCN1	4025.0156
ARC	157.9985	ARC	71.2946
AREG	1006.2548	AREG	182.6141
ARF1	15661.0402	ARF1	7868.6679
ARF3	5718.1047	ARF3	3807.3796
ARF4	4005.8264	ARF4	3079.4246
ARF5	5229.6496	ARF5	1794.2464
ARF6	4129.8946	ARF6	2015.0094
ARFGAP1	1790.078	ARFGAP1	913.6961
removed	removed	ARFGAP2	1847.4046
ARFGAP3	722.1318	ARFGAP3	792.3702
ARFGEF1	2475.4965	ARFGEF1	1517.8236
ARFGEF2	2154.3998	ARFGEF2	1757.3483
ARFIP1	504.1556	ARFIP1	763.6023
ARFIP2	1147.4595	ARFIP2	692.3077
ARFRP1	945.9344	ARFRP1	571.6073
ARG2	281.508	ARG2	290.7442
ARGLU1	2122.5259	ARGLU1	1488.4303
ARHGAP10	19.5356	ARHGAP10	838.0238
ARHGAP11A	566.5324	ARHGAP11A	101.3133
ARHGAP11B	62.017	ARHGAP11B	9.4309
ARHGAP12	846.8854	ARHGAP12	988.1176
ARHGAP15	15.7656	ARHGAP15	115.6973
ARHGAP17	1119.3557	ARHGAP17	1869.9187
ARHGAP18	126.1246	ARHGAP18	632.8956
ARHGAP19	1061.0916	ARHGAP19	499.6873
ARHGAP1	1476.4802	ARHGAP1	4279.5497
ARHGAP20	5.1409	ARHGAP20	653.5335
ARHGAP21	1936.7663	ARHGAP21	3935.5847
ARHGAP22	8.5682	ARHGAP22	96.3102
ARHGAP23	430.8114	ARHGAP23	1446.5291
ARHGAP24	24.6765	ARHGAP24	706.6917
ARHGAP25	49.3531	ARHGAP25	317.6986
ARHGAP26	43.184	ARHGAP26	532.2076
ARHGAP27	565.1615	ARHGAP27	426.5166
ARHGAP28	54.494	ARHGAP28	483.4271
ARHGAP29	133.6646	ARHGAP29	3113.1957
ARHGAP30	711.1644	ARHGAP30	474.6717
ARHGAP31	1517.6077	ARHGAP31	2279.5497
ARHGAP32	839.6881	ARHGAP32	679.7999
ARHGAP33	210.7789	ARHGAP33	96.9356
removed	removed	ARHGAP36	107.5672
ARHGAP39	1196.8126	ARHGAP39	136.9606
ARHGAP42	206.8786	ARHGAP42	337.0857
ARHGAP4	415.0458	ARHGAP4	397.7486
ARHGAP5	1145.7459	ARHGAP5	2228.8931
ARHGAP6	9.9392	ARHGAP6	327.0794
ARHGAP8	216.6567	ARHGAP8	56.1476
ARHGAP9	21.9347	ARHGAP9	87.5547
ARHGDIA	3183.6175	ARHGDIA	4744.8405
ARHGDIB	1982.6921	ARHGDIB	2077.5485
removed	removed	ARHGDIG	74.0338
ARHGEF10L	595.3217	ARHGEF10L	1442.7767
ARHGEF10	705.338	ARHGEF10	1839.8999
ARHGEF11	1783.9088	ARHGEF11	1656.035
ARHGEF12	2453.9457	ARHGEF12	4700.4378
ARHGEF15	82.5979	ARHGEF15	1293.9337
ARHGEF16	52.0949	ARHGEF16	86.3039
ARHGEF17	1481.6211	ARHGEF17	3207.0044
ARHGEF18	1598.492	ARHGEF18	859.9124
ARHGEF19	699.8543	ARHGEF19	155.0969
ARHGEF1	1946.02	ARHGEF1	1101.9387
ARHGEF2	4881.5012	ARHGEF2	3285.1782
ARHGEF33	287.8931	ARHGEF33	21.8887
ARHGEF35	607.66	ARHGEF35	213.8837
ARHGEF37	1027.8468	ARHGEF37	887.4296
ARHGEF38	20.9065	removed	removed
ARHGEF3	339.6453	ARHGEF3	994.9969
ARHGEF4	428.4123	ARHGEF4	411.5072
ARHGEF5	1061.0916	ARHGEF5	213.2583
ARHGEF6	2421.3863	ARHGEF6	3089.4309
ARHGEF7	2138.977	ARHGEF7	2761.1007
ARHGEF9	4366.7209	ARHGEF9	1314.5716
ARID1A	4192.2714	ARID1A	2482.1764
removed	removed	ARID1B	2058.7867
ARID2	1232.7992	ARID2	794.2464
ARID3A	61.6914	ARID3A	60.6629
ARID3B	45.2403	ARID3B	91.9325
ARID3C	13.0237	removed	removed
ARID4A	424.2995	ARID4A	794.8718
ARID4B	1615.4091	ARID4B	1179.5872
ARID5A	209.4079	ARID5A	954.3465
ARID5B	3860.1662	ARID5B	6552.8455
ARIH1	3073.944	ARIH1	1921.8261
ARIH2	1315.3971	ARIH2	1572.2326
ARL10	40.4421	ARL10	74.4215
ARL11	62.3768	ARL11	37.5235
ARL13B	222.4317	ARL13B	259.5372
ARL15	191.9287	ARL15	381.4884
ARL16	437.3233	ARL16	245.7786
ARL17A	61.2801	ARL17A	69.2245
ARL1	2421.7291	ARL1	2031.8949
ARL2BP	2356.6104	ARL2BP	1846.1538
ARL2	707.0517	ARL2	1864.9156
ARL3	619.9983	ARL3	529.7061
ARL4A	88.767	ARL4A	729.2058
ARL4C	118.2418	ARL4C	620.3877
ARL4D	24.3338	ARL4D	224.5153
ARL5A	821.8662	ARL5A	893.6836
ARL5B	284.8085	ARL5B	211.3821
ARL6IP1	7733.6989	ARL6IP1	4102.5641
ARL6IP4	933.9388	ARL6IP4	2089.4309
ARL6IP5	1173.507	ARL6IP5	5582.8643
ARL6IP6	408.1912	ARL6IP6	217.636
ARL6	94.5934	ARL6	76.2977
ARL8A	1491.2175	ARL8A	988.743
ARL8B	2669.8655	ARL8B	2113.8211
ARL9	70.9451	ARL9	6.8793
ARMC10	1952.8884	ARMC10	660.1814
ARMC1	946.9626	ARMC1	762.9769
ARMC2	34.273	ARMC2	60.0375
ARMC4	16.7938	ARMC4	23.1395
ARMC5	466.4553	ARMC5	264.5403
ARMC6	780.0223	ARMC6	442.7767
ARMC7	404.4212	ARMC7	224.5153
ARMC8	1112.5011	ARMC8	821.7636
ARMC9	189.8723	ARMC9	109.4434
ARMCX1	617.5992	ARMCX1	909.3183
ARMCX2	1874.3895	ARMCX2	821.7636
ARMCX3	2279.1535	ARMCX3	2042.5266
ARMCX5	399.2803	ARMCX5	254.5341
ARMCX6	353.0117	ARMCX6	207.0044
ARNT2	5003.513	ARNT2	679.7999
ARNTL2	122.0118	ARNTL2	72.5453
ARNTL	69.2314	ARNTL	318.9493
ARNT	1208.8082	ARNT	2171.3571
ARPC1A	3354.6363	ARPC1A	2459.0369
ARPC1B	1675.6096	ARPC1B	2066.2914
ARPC2	2152.6861	ARPC2	3605.3784
ARPC3	3296.7184	ARPC3	2144.4653
ARPC4	3656.3893	ARPC4	2517.3921
ARPC5L	1268.4431	ARPC5L	425.2658
ARPC5	3630.88	ARPC5	2155.0969
ARPM1	57.2359	ARPM1	46.2789
ARPP19	2390.1979	ARPP19	4629.7686
removed	removed	ARPP21	9.3809
ARRB1	30.1602	ARRB1	1248.9056
ARRB2	772.5131	ARRB2	698.5616
ARRDC1	1490.1894	ARRDC1	394.6216
ARRDC2	298.175	ARRDC2	1022.5141
ARRDC3	1269.8141	ARRDC3	2515.9475
ARRDC4	677.5769	ARRDC4	608.5053
ARSA	369.8055	ARSA	661.0381
ARSB	300.2313	ARSB	445.2783
ARSD	2652.3863	ARSD	1251.4071
ARSE	799.9315	ARSE	48.7805
ARSG	553.166	ARSG	165.7286
ARSH	16.451	removed	removed
ARSI	8.911	ARSI	20.0125
ARSJ	75.4006	ARSJ	158.8493
ARSK	112.7581	ARSK	170.7317
ART3	2018.6788	ART3	139.4622
removed	removed	ART4	98.8118
ART5	46.2685	ART5	19.3871
ARTN	94.9362	ARTN	10.0063
ARV1	373.2328	ARV1	250.7817
ARVCF	479.8218	ARVCF	485.9287
removed	removed	AR	611.0069
AS3MT	728.3009	AS3MT	254.6341
ASAH1	2457.7157	ASAH1	5994.3715
ASAH2B	17.822	ASAH2B	6.8793
ASAH2	5.8264	removed	removed
ASAM	12.3383	ASAM	2463.4146
ASAP1	1316.4253	ASAP1	1202.0013
ASAP2	2118.0704	ASAP2	1509.6936
ASAP3	2205.4665	ASAP3	1206.379
ASB12	8.3352	ASB12	6.2539
ASB13	1372.9758	ASB13	585.3659
ASB14	11.6528	ASB14	9.3809
ASB16	10.6281	ASB16	21.4634
ASB1	544.4298	ASB1	849.7248
ASB2	5.4837	ASB2	370.8568
ASB3	608.3455	ASB3	255.7849
ASB4	14.7374	removed	removed
ASB6	950.7086	ASB6	519.606
ASB7	1459.6864	ASB7	452.783
ASB8	853.0546	ASB8	847.4046
removed	removed	ASB9	60.0375
ASCC1	812.2697	ASCC1	445.2783
ASCC2	1284.2087	ASCC2	1365.8537
ASCC3	1268.4431	ASCC3	841.1507
removed	removed	ASCL2	6.2539
ASF1A	730.3573	ASF1A	346.4665
ASF1B	387.9702	ASF1B	36.2727
ASGR1	14.3947	ASGR1	8.1301
removed	removed	ASGR2	5.6285
ASH1L	3646.9369	ASH1L	3323.0707
ASH2L	1143.3468	ASH2L	1287.0544
ASL	81.227	ASL	414.0088
ASMTL	624.4538	ASMTL	763.6023
ASNA1	820.4952	ASNA1	1067.5422
ASNSD1	1433.2962	ASNSD1	991.8699
ASNS	1602.9475	ASNS	348.9681
removed	removed	ASPA	196.9981
removed	removed	ASPG	35.0219
ASPHD1	52.7804	ASPHD1	5.0031
ASPHD2	15.0801	ASPHD2	35.0219
ASPH	3743.1788	ASPH	17215.9787
removed	removed	ASPM	56.9106
ASPN	102.4762	ASPN	1247.6548
ASPRV1	204.5892	ASPRV1	114.0838
ASPSCR1	221.7462	ASPSCR1	252.6579
ASRGL1	77.7997	ASRGL1	86.3039
ASS1	1004.5412	ASS1	5636.0225
ASTE1	268.4363	ASTE1	196.0976
removed	removed	ASTN1	21.8887
ASTN2	69.5742	ASTN2	90.6817
ASXL1	1290.0351	ASXL1	1726.7042
ASXL2	786.565	ASXL2	979.9875
removed	removed	ASXL3	72.5453
ATAD1	1642.0187	ATAD1	1064.4153
ATAD2B	1038.1287	ATAD2B	313.3208
ATAD2	1515.8941	ATAD2	406.5041
ATAD3A	563.4479	ATAD3A	332.0826
ATAD3B	187.1305	ATAD3B	110.6942
ATAD3C	71.6305	ATAD3C	26.8918
ATAD5	129.2092	ATAD5	31.8949
ATE1	127.1528	ATE1	303.3146
ATF1	370.491	ATF1	389.6185
ATF2	375.9746	ATF2	657.2858
ATF3	186.445	ATF3	2983.1144
ATF4	7280.2673	ATF4	5574.7342
ATF5	1004.5412	ATF5	750.469
ATF6B	3692.8627	ATF6B	1881.0381
ATF6	2427.2127	ATF6	1482.1764
ATF7IP2	159.7121	ATF7IP2	60.0375
ATF7IP	1624.8822	ATF7IP	1312.07
ATF7	1359.8903	ATF7	2425.7286
ATG10	122.3546	ATG10	130.0813
ATG12	263.5592	ATG12	539.7123
ATG16L1	557.6215	ATG16L1	485.3033
ATG16L2	180.5569	ATG16L2	200.2314
ATG2A	766.0012	ATG2A	794.8718
ATG2B	1133.4076	ATG2B	1188.2427
ATG3	865.7356	ATG3	649.1557
ATG4A	210.0934	ATG4A	308.3177
ATG4B	1337.6746	ATG4B	725.4534
ATG4C	156.9703	ATG4C	240.1501
ATG4D	424.9062	ATG4D	211.5697
ATG5	871.562	ATG5	750.469
ATG7	694.0039	ATG7	625.6785
ATG9A	1406.9746	ATG9A	1826.1413
ATG9B	156.254	ATG9B	24.1901
ATHL1	482.5636	ATHL1	198.8743
ATIC	876.7029	ATIC	1063.7899
ATL1	1240.682	ATL1	362.7267
ATL2	3797.7894	ATL2	1073.1707
ATL3	485.3055	ATL3	1018.1363
ATMIN	2689.0583	ATMIN	1806.7542
ATM	496.2728	ATM	1330.8318
ATN1	7141.119	ATN1	5856.7855
ATOH7	18.5074	removed	removed
ATOH8	10.9674	ATOH8	1414.6341
ATOX1	280.6957	ATOX1	665.4159
ATP10A	30.8457	ATP10A	543.4647
ATP10B	246.4228	ATP10B	18.7617
ATP10D	471.5963	ATP10D	639.7749
ATP11A	2460.1148	ATP11A	1033.1457
ATP11B	2411.1044	ATP11B	1565.3533
ATP11C	837.289	ATP11C	744.2151
ATP13A1	1833.9474	ATP13A1	913.0707
ATP13A2	1887.756	ATP13A2	629.7686
ATP13A3	4704.3098	ATP13A3	2417.7611
removed	removed	ATP13A4	20.6379
ATP1A1	27015.3063	ATP1A1	8654.1338
ATP1A2	7.1973	ATP1A2	2673.546
ATP1A3	37.0148	removed	removed
ATP1B1	1494.6723	ATP1B1	585.7223
ATP1B2	455.1452	ATP1B2	151.3446
ATP1B3	3244.2807	ATP1B3	1839.8999
ATP2A1	105.9035	ATP2A1	6.2539
ATP2A2	9937.7945	ATP2A2	6158.2239
ATP2A3	3572.9586	ATP2A3	979.9875
ATP2B1	451.3752	ATP2B1	846.1538
ATP2B2	28.7893	ATP2B2	27.5172
ATP2B4	1329.1063	ATP2B4	10319.5747
ATP2C1	3980.7283	ATP2C1	2334.2339
ATP2C2	5.8264	ATP2C2	20.6379
ATP4B	10.9674	removed	removed
ATP5A1	10092.023	ATP5A1	11316.4478
ATP5B	6387.1134	ATP5B	15694.8093
ATP5C1	4211.4643	ATP5C1	2655.4096
ATP5D	222.0889	ATP5D	823.0144
ATP5EP2	26.3902	ATP5EP2	19.3871
ATP5E	3590.0951	ATP5E	3719.8249
ATP5F1	3393.3682	ATP5F1	2355.222
ATP5G1	411.9613	ATP5G1	467.167
ATP5G2	2663.0109	ATP5G2	2887.4296
ATP5G3	3110.9588	ATP5G3	3617.2608
ATP5H	1233.4847	ATP5H	2136.3352
ATP5I	1219.9092	ATP5I	1097.6235
ATP5J2	1466.1983	ATP5J2	668.5428
ATP5J	1384.7999	ATP5J	1779.4622
ATP5L	2300.7454	ATP5L	2452.783
ATP5O	2239.0541	ATP5O	3118.1989
ATP5SL	584.3544	ATP5SL	619.7624
ATP5S	114.8145	ATP5S	124.4528
ATP6AP1L	23.3056	ATP6AP1L	68.793
ATP6AP1	5531.3169	ATP6AP1	2257.661
ATP6AP2	4019.1929	ATP6AP2	3368.9806
ATP6V0A1	832.8335	ATP6V0A1	1469.6685
ATP6V0A2	843.8009	ATP6V0A2	470.9193
ATP6V0A4	52.0332	ATP6V0A4	19.3871
ATP6V0B	2057.75	ATP6V0B	952.4703
ATP6V0C	1324.6269	ATP6V0C	1629.6123
ATP6V0D1	1369.5485	ATP6V0D1	1572.2326
ATP6V0E1	1201.9536	ATP6V0E1	2760.4753
ATP6V0E2	3377.8836	ATP6V0E2	1120.344
ATP6V1A	2957.4158	ATP6V1A	1363.3521
ATP6V1B1	1075.829	ATP6V1B1	126.9543
ATP6V1B2	1032.3023	ATP6V1B2	1754.2214
ATP6V1C1	2096.8212	ATP6V1C1	1467.167
ATP6V1C2	3663.4324	ATP6V1C2	252.414
ATP6V1D	538.0859	ATP6V1D	991.2445
ATP6V1E1	2085.8538	ATP6V1E1	2648.5303
ATP6V1E2	506.5547	ATP6V1E2	88.8055
ATP6V1F	2685.5008	ATP6V1F	1153.202
ATP6V1G1	3779.282	ATP6V1G1	1193.2458
ATP6V1G2	69.1834	ATP6V1G2	27.5172
ATP6V1H	1115.9284	ATP6V1H	1036.2727
ATP7A	516.4939	ATP7A	493.4334
ATP7B	240.2536	ATP7B	291.4321
ATP8A1	87.3961	ATP8A1	642.9018
removed	removed	ATP8A2	7.5047
ATP8B1	1163.2457	ATP8B1	919.7874
ATP8B2	811.927	ATP8B2	2319.5747
removed	removed	ATP8B3	25.641
ATP8B4	9.2537	ATP8B4	246.404
ATP8B5P	35.6439	ATP8B5P	22.5141
ATP9A	2352.8404	ATP9A	5809.8812
ATP9B	663.8677	ATP9B	479.6748
ATPAF1	891.2998	ATPAF1	1977.1545
ATPAF2	107.2744	ATPAF2	233.2708
ATPBD4	204.267	ATPBD4	103.8149
ATPIF1	1895.6388	ATPIF1	666.6667
ATRIP	211.2998	ATRIP	194.5403
removed	removed	ATRNL1	16.8856
ATRN	3530.4601	ATRN	2026.2664
ATRX	1258.504	ATRX	2641.0256
ATR	1555.9935	ATR	666.0413
ATXN10	1151.915	ATXN10	1607.2545
ATXN1L	1566.2754	ATXN1L	2271.8199
ATXN1	381.801	ATXN1	1352.0951
ATXN2L	3772.4274	ATXN2L	1732.3327
ATXN2	1195.7844	ATXN2	989.9937
ATXN3	644.6748	ATXN3	565.3533
ATXN7L1	641.2475	ATXN7L1	290.8068
ATXN7L2	436.6378	ATXN7L2	63.7899
ATXN7L3B	7600.0343	ATXN7L3B	2541.5885
ATXN7L3	1366.4639	ATXN7L3	998.1238
ATXN7	530.2031	ATXN7	682.9268
AUH	160.7403	AUH	345.2158
AUP1	3092.7701	AUP1	1669.8311
AURKAIP1	414.7031	AURKAIP1	989.3684
AURKA	392.4257	AURKA	50.6567
AURKB	153.8857	AURKB	14.384
AURKC	18.5074	AURKC	17.5109
AUTS2	1287.9788	AUTS2	740.4628
AVEN	265.2729	AVEN	227.6423
AVIL	66.1469	AVIL	16.8856
AVL9	760.8603	AVL9	327.0794
AVPI1	194.3278	AVPI1	679.1745
AVPR1A	10.9674	AVPR1A	435.8974
removed	removed	AVPR2	106.9418
AXIN1	716.3054	AXIN1	497.1857
AXIN2	10.6246	AXIN2	410.2564
AXL	154.2284	AXL	3614.7592
AZGP1	19978.408	AZGP1	8564.728
AZI1	430.126	AZI1	166.9794
AZI2	905.1495	AZI2	1370.2314
AZIN1	5436.3808	AZIN1	3654.1588
B2M	19109.2451	B2M	38748.5929
B3GALNT1	1725.9875	B3GALNT1	332.0826
B3GALNT2	1612.6056	B3GALNT2	909.8124
removed	removed	B3GALT2	30.6442
B3GALT4	71.2878	B3GALT4	250.1563
B3GALT6	374.261	B3GALT6	286.429
B3GALTL	41.813	B3GALTL	216.3852
B3GAT1	61.3486	B3GAT1	23.1395
B3GAT2	72.3811	B3GAT2	12.9206
B3GAT3	962.7281	B3GAT3	425.2658
B3GNT1	667.295	B3GNT1	888.055
B3GNT2	1911.4043	B3GNT2	760.4753
B3GNT3	15.7656	B3GNT3	7.5047
B3GNT4	57.9213	removed	removed
B3GNT5	1982.3494	B3GNT5	342.7142
B3GNT7	266.9865	B3GNT7	121.9512
B3GNT8	120.2982	B3GNT8	103.1895
B3GNT9	567.3447	B3GNT9	307.9425
B3GNTL1	163.7495	B3GNTL1	37.1357
B4GALNT1	58.1167	B4GALNT1	58.7867
B4GALNT3	387.2847	B4GALNT3	97.561
B4GALNT4	541.1704	B4GALNT4	38.1488
removed	removed	B4GALT1	2659.7874
B4GALT2	1670.4653	B4GALT2	1128.8305
B4GALT3	3065.033	B4GALT3	564.1026
B4GALT4	936.3379	B4GALT4	449.0306
B4GALT5	1770.8851	B4GALT5	1935.5847
B4GALT6	178.2195	B4GALT6	173.8587
B4GALT7	206.6661	B4GALT7	356.4728
B9D1	100.4198	B9D1	99.5247
B9D2	47.5846	B9D2	51.2821
BAALC	8.2255	BAALC	172.6079
BACE1	1263.9877	BACE1	1555.9725
BACE2	258.4183	BACE2	894.9343
BACH1	766.3439	BACH1	644.1526
BACH2	599.4345	BACH2	156.3477
BAD	443.7118	BAD	684.7029
BAG1	1980.4644	BAG1	1381.4384
BAG2	103.1617	BAG2	297.6861
BAG3	839.0027	BAG3	1390.2439
BAG4	235.4554	BAG4	278.2989
BAG5	2190.0437	BAG5	1679.7999
removed	removed	BAGE2	8.1301
BAHCC1	221.7462	BAHCC1	768.6054
BAHD1	1074.1153	BAHD1	742.9644
BAI1	683.746	BAI1	92.5578
BAI2	8.911	BAI2	103.8149
BAI3	9.5964	BAI3	45.6535
BAIAP2L1	1876.7886	BAIAP2L1	228.8931
BAIAP2L2	79.5133	BAIAP2L2	12.5078
BAIAP2	1231.065	BAIAP2	506.5666
BAIAP3	38.7936	BAIAP3	57.586
BAK1	446.9197	BAK1	218.2614
BAMBI	225.5162	BAMBI	197.6235
BANF1	2394.9961	BANF1	1406.5041
removed	removed	BANK1	251.4071
BANP	333.1334	BANP	189.4934
BAP1	1195.4417	BAP1	1808.6304
BARD1	42.8412	BARD1	31.8949
BARX2	50.724	BARX2	53.1582
BASP1	1606.3748	BASP1	588.4928
BAT1	7545.2455	BAT1	4235.147
BAT2L1	10613.9045	BAT2L1	6533.7774
BAT2L2	7525.6619	BAT2L2	4146.3415
BAT2	11618.8844	BAT2	6031.2695
BAT3	4737.2119	BAT3	4086.3039
BAT4	360.8945	BAT4	359.5997
BAT5	787.2504	BAT5	688.5553
BATF2	217.9762	BATF2	61.2883
BATF3	15.4228	BATF3	15.6348
BATF	14.7374	BATF	40.025
BAX	508.9538	BAX	241.4009
BAZ1A	1050.1242	BAZ1A	660.4128
BAZ1B	2204.4384	BAZ1B	2398.9994
BAZ2A	2014.5729	BAZ2A	2675.2658
BAZ2B	1349.8072	BAZ2B	1331.5885
BBC3	57.9213	BBC3	41.9012
removed	removed	BBOX1	75.0469
BBS10	693.6852	BBS10	586.6166
BBS12	94.2507	BBS12	169.4809
BBS1	923.866	BBS1	817.3859
BBS2	656.6704	BBS2	908.0675
BBS4	101.448	BBS4	349.5935
BBS5	107.6172	BBS5	189.7561
BBS7	320.7951	BBS7	345.2158
BBS9	609.0309	BBS9	314.5716
BBX	2207.8656	BBX	2221.3884
BCAM	6257.9042	BCAM	6494.6842
removed	removed	BCAN	8.1301
BCAP29	1111.1302	BCAP29	1752.9706
BCAP31	4681.0042	BCAP31	6510.9443
BCAR1	651.8722	BCAR1	968.7305
BCAR3	209.7507	BCAR3	956.8418
removed	removed	BCAS1	50.0313
BCAS2	1949.3445	BCAS2	685.566
BCAS3	284.4658	BCAS3	759.8499
BCAS4	330.3916	BCAS4	475.2971
BCAT1	86.3679	BCAT1	535.3346
BCAT2	362.2654	BCAT2	487.8049
BCCIP	792.4702	BCCIP	715.5785
BCDIN3D	290.9982	BCDIN3D	138.1551
BCHE	70.9451	BCHE	164.4778
BCKDHA	1001.4532	BCKDHA	1009.5935
BCKDHB	523.0057	BCKDHB	699.187
BCKDK	1712.9638	BCKDK	1195.122
BCL10	559.6744	BCL10	380.863
BCL11A	2697.2839	BCL11A	167.6048
BCL11B	18.8501	BCL11B	32.5203
BCL2A1	13.3665	BCL2A1	19.3871
BCL2L10	68.8887	BCL2L10	10.6316
BCL2L11	811.5843	BCL2L11	442.1513
BCL2L12	531.7831	BCL2L12	112.0638
BCL2L13	1340.0737	BCL2L13	1579.1119
BCL2L14	172.0504	BCL2L14	8.1301
