gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
FHIT	38.0167	FHIT	82.5163
FHL1	851.0715	FHL1	2857.0261
FHL2	470.9047	FHL2	1507.3529
FHL3	537.2546	FHL3	554.7386
FHL5	20.8016	FHL5	80.4739
FHOD1	651.3046	FHOD1	435.866
FHOD3	314.8929	FHOD3	700.1634
FH	3379.8978	FH	1237.7451
FIBCD1	12.5527	removed	removed
FIBIN	503.5416	FIBIN	636.0294
FIBP	1474.4015	FIBP	783.9052
FICD	126.2441	FICD	88.2353
FIG4	666.7264	FIG4	599.6732
FIGF	38.734	FIGF	998.366
FIGNL1	395.5886	FIGNL1	375.817
FIGNL2	22.5948	FIGNL2	61.2745
FIGN	11.1181	FIGN	100.8987
FILIP1L	796.9156	FILIP1L	1213.6438
FILIP1	110.4636	FILIP1	126.2255
FIP1L1	511.4857	FIP1L1	937.1283
FIS1	1809.2997	FIS1	1136.6054
FITM2	56.6664	FITM2	46.5686
FIZ1	472.3393	FIZ1	310.4575
FJX1	212.3196	FJX1	237.7451
FKBP10	1867.121	FKBP10	1911.3562
FKBP11	379.4495	FKBP11	298.6111
FKBP14	254.9987	FKBP14	256.5359
FKBP15	1176.4189	FKBP15	1173.1209
FKBP1AP1	10.7594	FKBP1AP1	6.9444
FKBP1A	4160.4376	FKBP1A	3413.5498
FKBP1B	23.3121	FKBP1B	57.598
FKBP2	1151.2598	FKBP2	671.5686
FKBP3	1023.2225	FKBP3	824.3464
FKBP4	5909.0828	FKBP4	4396.6503
FKBP5	2299.2917	FKBP5	749.183
FKBP7	329.9561	FKBP7	377.8595
FKBP8	4830.6285	FKBP8	2966.5033
FKBP9L	41.6032	FKBP9L	60.866
FKBP9	4231.6865	FKBP9	4514.7059
FKBPL	164.978	FKBPL	132.7614
FKRP	220.9271	FKRP	299.4281
FKTN	702.5912	FKTN	625
FLAD1	1269.6136	FLAD1	444.0359
FLCN	416.505	FLCN	599.616
FLG	6.947	FLG	21.1969
FLI1	341.7914	FLI1	583.7418
FLII	2817.8965	FLII	3357.4346
FLJ10038	162.2236	FLJ10038	331.9118
removed	removed	FLJ10213	21.6503
FLJ10357	1149.4665	FLJ10357	1946.4869
FLJ10661	5.7384	FLJ10661	33.9052
FLJ11235	48.7761	FLJ11235	18.3824
FLJ13197	15.4362	FLJ13197	69.4444
FLJ16779	9.6835	removed	removed
FLJ22536	34.7709	FLJ22536	53.174
FLJ23867	941.8094	FLJ23867	1284.3137
removed	removed	FLJ26850	6.5359
FLJ33630	520.7567	FLJ33630	828.4314
removed	removed	FLJ35024	7.7614
FLJ35220	246.7498	FLJ35220	285.1307
FLJ35390	76.8582	FLJ35390	67.3243
FLJ35776	81.4131	FLJ35776	73.5294
FLJ36031	397.7405	FLJ36031	434.232
FLJ36777	5.7384	FLJ36777	8.9869
removed	removed	FLJ37201	18.3824
removed	removed	FLJ37307	7.3529
FLJ37453	58.4596	FLJ37453	101.3072
removed	removed	FLJ37543	8.1699
FLJ39582	14.8444	FLJ39582	44.7672
FLJ39653	68.1431	FLJ39653	104.1667
FLJ39739	19.7256	FLJ39739	7.3529
removed	removed	FLJ40330	22.4673
FLJ40852	16.1392	FLJ40852	61.1806
FLJ42289	13.6286	FLJ42289	17.5654
FLJ42627	16.8565	FLJ42627	63.7255
FLJ42709	108.3117	FLJ42709	122.549
removed	removed	FLJ42875	5.719
FLJ43663	59.1769	FLJ43663	37.9902
FLJ44606	47.3415	FLJ44606	42.0752
FLJ44635	20.4429	FLJ44635	29.4118
FLJ45244	17.9324	FLJ45244	52.6961
FLJ45340	395.23	FLJ45340	1005.719
FLJ45445	41.6032	FLJ45445	51.0621
FLJ45983	908.8138	FLJ45983	95.9967
FLJ46111	19.367	removed	removed
FLJ90757	685.0175	FLJ90757	908.9052
FLNA	15979.9157	FLNA	25747.9575
FLNB	8495.9096	FLNB	10977.4101
FLNC	495.2927	FLNC	1217.7288
FLOT1	3499.3275	FLOT1	2555.9641
FLOT2	2712.8127	FLOT2	2908.4967
FLRT1	18.6497	FLRT1	8.9869
FLRT2	304.8507	FLRT2	1060.866
FLRT3	725.9033	FLRT3	603.7582
FLT1	1366.0898	FLT1	1117.2386
FLT3LG	81.4131	FLT3LG	86.1928
FLT3	202.2774	FLT3	75.9804
FLT4	404.1962	FLT4	778.1863
FLVCR1	369.0487	FLVCR1	128.268
FLVCR2	59.5356	FLVCR2	96.4052
FLYWCH1	485.2506	FLYWCH1	494.6895
FLYWCH2	436.1158	FLYWCH2	261.4379
FMN1	156.0118	FMN1	129.902
FMN2	8.9662	FMN2	19.1993
FMNL1	487.7324	FMNL1	380.719
FMNL2	386.9811	FMNL2	1338.2353
FMNL3	1448.6434	FMNL3	886.6789
FMO1	130.5478	FMO1	457.1078
FMO2	487.4025	FMO2	2782.2712
FMO3	25.1054	FMO3	58.0065
FMO4	102.5733	FMO4	176.0621
FMO5	732.0004	FMO5	256.9444
removed	removed	FMO6P	13.8889
FMOD	1311.2167	FMOD	3612.3366
FMR1	938.578	FMR1	891.3317
FN1	104212.6782	FN1	18354.1667
FN3KRP	995.2479	FN3KRP	780.2288
FN3K	542.2756	FN3K	247.1405
FNBP1L	2143.6385	FNBP1L	3139.2974
FNBP1	1196.4494	FNBP1	1397.0588
FNBP4	709.7642	FNBP4	1828.0229
FNDC1	1477.2707	FNDC1	276.1438
FNDC3A	1400.8787	FNDC3A	2141.3399
FNDC3B	2417.2868	FNDC3B	2649.5098
FNDC4	125.8854	FNDC4	228.7582
FNDC5	56.3077	FNDC5	35.9477
FNDC8	10.7594	FNDC8	18.7908
FNIP1	1489.1061	FNIP1	764.2974
FNIP2	307.7199	FNIP2	561.2745
FNTA	1236.9766	FNTA	1515.1144
FNTB	680.312	FNTB	591.0131
removed	removed	FOLH1B	15.9314
FOLH1	70.295	FOLH1	776.9608
FOLR1	50.5694	FOLR1	767.9739
FOLR2	190.0834	FOLR2	212.0098
FOSB	556.2629	FOSB	14815.3595
FOSL1	26.5399	FOSL1	60.866
FOSL2	1858.8721	FOSL2	1812.9085
FOS	4796.557	FOS	41321.4869
FOXA1	6344.1227	FOXA1	1961.6013
FOXA3	7.173	removed	removed
FOXC1	179.3239	FOXC1	1065.768
FOXC2	12.9113	FOXC2	9.8039
FOXD2	34.7888	FOXD2	13.8889
removed	removed	FOXE1	9.3954
FOXF1	10.0421	FOXF1	13.0719
FOXF2	85.3582	FOXF2	72.3039
FOXI1	130.9065	FOXI1	1131.9444
FOXI2	79.6198	FOXI2	16.3399
FOXJ2	919.2146	FOXJ2	1261.8464
FOXJ3	1585.5824	FOXJ3	1909.7222
FOXK1	872.2317	FOXK1	1283.9052
FOXK2	1028.2435	FOXK2	1481.2092
FOXL1	21.8775	FOXL1	30.2288
FOXM1	337.2617	FOXM1	109.0891
removed	removed	FOXN1	15.1144
FOXN2	234.9144	FOXN2	272.0588
FOXN3	1235.542	FOXN3	2004.085
FOXO1	807.6751	FOXO1	1055.5556
FOXO3B	749.2155	FOXO3B	1216.0948
FOXO3	1579.1267	FOXO3	2649.9183
FOXO4	572.0434	FOXO4	972.2222
FOXP1	1733.7039	FOXP1	2383.1699
FOXP2	19.7256	FOXP2	52.2876
FOXP3	36.7112	FOXP3	18.3007
FOXP4	1555.0973	FOXP4	1663.3987
FOXQ1	23.3121	FOXQ1	34.7222
FOXRED1	283.6905	FOXRED1	208.3333
FOXRED2	489.1957	FOXRED2	677.2876
FOXS1	79.6198	FOXS1	30.6373
FPGS	956.5139	FPGS	463.2353
FPGT	803.4502	FPGT	368.4722
FPR1	112.9741	FPR1	18.3824
FPR3	468.0355	FPR3	178.9216
FRAS1	183.6277	FRAS1	395.4248
FRAT1	135.9276	FRAT1	116.4216
FRAT2	253.2054	FRAT2	402.3693
FREM1	136.2862	FREM1	984.0686
removed	removed	FREM2	86.1928
FRG1B	242.8046	FRG1B	419.1176
FRG1	539.0478	FRG1	834.1503
FRK	223.079	FRK	78.4314
FRMD3	62.0461	FRMD3	133.9869
FRMD4A	449.8556	FRMD4A	1006.8301
FRMD4B	431.0948	FRMD4B	1017.5654
FRMD5	8.9662	FRMD5	43.7092
FRMD6	2434.8606	FRMD6	4294.1176
FRMD8	1058.7286	FRMD8	842.3203
FRMPD1	16.1392	FRMPD1	24.5098
removed	removed	FRMPD2	6.5359
FRRS1	152.4254	FRRS1	164.6242
FRS2	2097.0143	FRS2	1131.5359
FRS3	49.8521	FRS3	100.4902
FRYL	1324.128	FRYL	1906.8627
FRY	787.9494	FRY	1049.8366
FRZB	668.161	FRZB	781.0458
FSCN1	1506.3212	FSCN1	1371.3235
FSCN2	16.4978	FSCN2	21.2418
FSD1L	147.0456	FSD1L	50.2451
FSIP1	562.7186	FSIP1	43.7092
FSTL1	9848.4713	FSTL1	17193.219
FSTL3	377.6562	FSTL3	227.9412
FSTL4	30.4851	FSTL4	62.9085
FST	108.3117	FST	231.2092
FTH1	51747.8669	FTH1	33555.1471
FTHL3	315.2515	FTHL3	219.7712
FTL	23493.2305	FTL	14810.4575
FTO	1791.4462	FTO	3469.7712
FTSJ1	664.5746	FTSJ1	477.1242
FTSJ2	671.0302	FTSJ2	677.2876
FTSJ3	1058.0113	FTSJ3	1437.0915
FTSJD1	1127.589	FTSJD1	930.9641
FTSJD2	1007.0833	FTSJD2	1139.2974
FUBP1	1343.495	FUBP1	1527.3693
FUBP3	988.075	FUBP3	1181.3725
FUCA1	1769.9274	FUCA1	921.5686
FUCA2	937.5056	FUCA2	1048.2026
FUK	782.5697	FUK	365.1961
FUNDC1	315.9688	FUNDC1	292.8922
FUNDC2	1869.9866	FUNDC2	930.5515
FURIN	2066.5292	FURIN	1733.2516
FUS	4869.3625	FUS	3505.3105
FUT10	185.0623	FUT10	241.4216
FUT11	184.7037	FUT11	240.1961
FUT1	76.392	FUT1	169.1176
FUT2	320.9899	FUT2	143.7908
FUT3	24.0294	FUT3	60.4575
FUT4	173.148	FUT4	225.7721
FUT6	14.7046	FUT6	67.402
FUT7	5.9033	removed	removed
FUT8	938.5744	FUT8	1128.0188
FUT9	7.8903	FUT9	123.366
FUZ	304.9368	FUZ	246.8342
FXC1	1008.8765	FXC1	879.085
FXN	204.4293	FXN	240.1961
FXR1	2516.9909	FXR1	3107.4346
FXR2	771.093	FXR2	951.3848
FXYD1	39.0926	FXYD1	308.0065
removed	removed	FXYD2	8.5784
FXYD3	2066.8878	FXYD3	2040.8497
FXYD5	2570.7881	FXYD5	1740.1961
FXYD6	518.6049	FXYD6	924.0196
FYB	363.3103	FYB	307.598
FYCO1	1543.9792	FYCO1	2044.1176
FYN	511.4319	FYN	742.6471
FYTTD1	2006.2763	FYTTD1	1838.6438
FZD10	47.7002	FZD10	133.5784
FZD1	2263.0682	FZD1	3612.3366
FZD2	92.5312	FZD2	83.7418
FZD3	232.7625	FZD3	222.6307
FZD4	695.4362	FZD4	1210.9436
FZD5	137.3621	FZD5	241.8301
FZD6	1247.736	FZD6	1180.1471
FZD7	1067.3361	FZD7	4465.6863
FZD8	404.9135	FZD8	592.3203
removed	removed	FZD9	16.3399
FZR1	993.8133	FZR1	743.0556
G0S2	236.7076	G0S2	276.1438
G2E3	405.9894	G2E3	368.4641
G3BP1	3313.5479	G3BP1	2023.6928
G3BP2	2928.0014	G3BP2	3390.9314
G6PC3	2023.8501	G6PC3	770.0163
G6PD	927.6643	G6PD	537.9902
GAA	2848.7402	GAA	1912.1732
GAB1	742.7598	GAB1	997.9575
GAB2	877.6114	GAB2	1131.1275
GAB3	57.7423	GAB3	135.6209
GABARAPL1	1283.6008	GABARAPL1	1734.0686
GABARAPL2	1866.4037	GABARAPL2	1609.0686
GABARAP	7469.2011	GABARAP	6295.3431
GABBR1	227.7414	GABBR1	706.2908
GABPA	883.9344	GABPA	860.1471
GABPB1	492.4236	GABPB1	439.6528
GABPB2	147.7629	GABPB2	81.6993
removed	removed	GABRA4	5.719
GABRB2	9.6835	removed	removed
GABRB3	23.3121	GABRB3	62.9085
GABRD	69.9363	removed	removed
GABRE	11.8354	GABRE	173.2026
removed	removed	GABRG3	8.5784
GABRP	1063.391	GABRP	12983.6601
removed	removed	GABRR1	6.5359
GADD45A	793.3291	GADD45A	415.0327
GADD45B	1303.6851	GADD45B	573.1209
GADD45GIP1	825.9661	GADD45GIP1	336.1928
GADD45G	221.6444	GADD45G	31.8627
GAK	1284.6768	GAK	1284.3137
removed	removed	GAL3ST1	10.6209
GAL3ST4	373.3525	GAL3ST4	269.1993
GALC	1051.5556	GALC	821.4869
GALE	438.985	GALE	245.915
GALK1	295.5259	GALK1	147.8758
GALK2	214.2921	GALK2	256.0172
GALM	296.9605	GALM	205.8824
GALNS	463.7317	GALNS	220.5882
GALNT10	2460.6832	GALNT10	1620.098
GALNT11	828.118	GALNT11	1394.1993
GALNT12	34.4302	GALNT12	82.5163
removed	removed	GALNT13	17.5654
GALNT14	34.7888	GALNT14	151.5523
GALNT1	3086.1652	GALNT1	3292.8922
GALNT2	3564.2428	GALNT2	1775.3268
GALNT3	1348.5161	GALNT3	1276.1438
GALNT4	636.0047	GALNT4	499.2361
GALNT5	1247.3774	GALNT5	111.5196
GALNT6	3188.3798	GALNT6	2820.6699
GALNT7	1740.1596	GALNT7	1360.2941
removed	removed	GALNT8	5.719
GALNTL1	218.4166	GALNTL1	1044.5261
GALNTL2	89.3033	GALNTL2	603.3497
GALNTL4	299.471	GALNTL4	194.0359
GALT	137.3621	GALT	309.6405
GAMT	846.409	GAMT	294.9346
GANAB	16306.2853	GANAB	9174.0196
GANC	245.2112	GANC	368.8194
GAN	49.8521	GAN	67.8105
GAP43	7.8903	removed	removed
GAPDH	28556.2629	GAPDH	38436.683
GAPT	130.5478	GAPT	45.7516
GAPVD1	1196.4494	GAPVD1	1442.402
GAR1	310.9477	GAR1	540.4412
GARNL3	129.8305	GARNL3	312.9085
GARS	2230.7899	GARS	1599.2647
GART	1214.0231	GART	1448.9379
GAS1	616.8744	GAS1	1673.2026
GAS2L1	598.942	GAS2L1	563.317
GAS2L2	12.194	GAS2L2	17.5654
GAS2L3	38.734	GAS2L3	51.8791
GAS2	5.0211	GAS2	27.7778
GAS5	1689.5902	GAS5	2469.3627
GAS6	1851.3404	GAS6	2354.9837
GAS7	2085.8962	GAS7	2131.5359
GAS8	572.4379	GAS8	583.0842
GATA2	93.9657	GATA2	109.4771
GATA3	13777.459	GATA3	5846.8137
GATA6	126.6027	GATA6	218.5458
GATAD1	846.409	GATAD1	1001.2255
GATAD2A	1512.4182	GATAD2A	1481.6176
GATAD2B	1690.6662	GATAD2B	1500.4085
GATC	41.6032	GATC	42.0752
GATM	781.1351	GATM	726.3072
GATSL1	17.2151	GATSL1	15.9314
GATSL3	142.3689	GATSL3	185.8578
GATS	96.2826	GATS	195.2165
GBA2	618.5313	GBA2	1070.2778
GBAP1	617.233	GBAP1	312.5
GBAS	2640.3658	GBAS	1776.5523
GBA	2344.4813	GBA	977.9412
GBE1	497.4446	GBE1	520.0163
GBF1	2015.6012	GBF1	2101.3072
GBGT1	139.514	GBGT1	122.1405
GBP1	726.9793	GBP1	927.6961
GBP2	1871.7834	GBP2	6725.8987
GBP3	54.5145	GBP3	140.5229
GBP4	595.3555	GBP4	545.3431
GBP5	138.7967	GBP5	53.5131
removed	removed	GBP6	55.5556
GCAT	194.0285	GCAT	128.268
GCA	406.3481	GCA	312.9085
GCC1	1330.9423	GCC1	1035.9477
GCC2	1200.3945	GCC2	1699.7549
GCDH	382.3187	GCDH	276.9608
GCET2	36.2234	GCET2	49.0196
GCFC1	542.2756	GCFC1	995.098
GCH1	268.9859	GCH1	188.7255
GCHFR	105.8011	GCHFR	104.9837
removed	removed	GCK	10.6209
GCLC	785.0802	GCLC	692.402
GCLM	263.6062	GCLM	599.2647
GCM1	6.8143	removed	removed
GCN1L1	2742.2218	GCN1L1	3066.1765
GCNT1	228.4587	GCNT1	650.7353
GCNT2	394.154	GCNT2	917.4837
GCNT3	131.2651	removed	removed
GCNT4	30.1264	GCNT4	138.4804
GCOM1	101.8094	GCOM1	472.7655
GCSH	37.2994	GCSH	30.6373
GDAP1	137.3621	GDAP1	453.8399
GDAP2	808.3924	GDAP2	378.6765
GDE1	2360.9791	GDE1	2030.2288
GDF10	29.0505	GDF10	239.3791
GDF11	105.0695	GDF11	152.4837
GDF15	125.1681	GDF15	107.0261
GDF5	8.6075	GDF5	29.3913
GDF6	17.5737	GDF6	11.0294
GDF9	16.8565	GDF9	17.1569
GDI1	3466.3319	GDI1	2044.5261
GDI2	8278.3108	GDI2	6921.5686
GDPD1	31.9197	GDPD1	64.134
removed	removed	GDPD3	44.2729
GDPD5	377.6562	GDPD5	258.5784
GEFT	197.5899	GEFT	603.1536
GEMIN4	891.9573	GEMIN4	1017.1569
GEMIN5	1023.2225	GEMIN5	1004.902
GEMIN6	189.3661	GEMIN6	182.1895
GEMIN7	270.7792	GEMIN7	211.6013
GEMIN8P4	22.9535	GEMIN8P4	20.0163
GEMIN8	517.8876	GEMIN8	472.6307
GEM	1036.8511	GEM	2041.2582
GEN1	310.2304	GEN1	249.183
GET4	660.6294	GET4	477.1242
GFAP	44.831	GFAP	470.9967
GFER	337.8463	GFER	254.085
GFI1	23.6708	GFI1	18.3824
GFM1	1539.3168	GFM1	1329.6569
GFM2	852.5061	GFM2	662.9902
GFOD1	45.5483	GFOD1	51.8791
GFOD2	832.0631	GFOD2	696.4869
GFPT1	3964.1352	GFPT1	1941.9935
GFPT2	608.6255	GFPT2	382.7614
GFRA1	16642.697	GFRA1	2314.5425
GFRA2	14.3459	GFRA2	35.5392
removed	removed	GFRA3	14.7059
GGA1	742.4011	GGA1	847.6307
GGA2	1849.1886	GGA2	2663.3987
GGA3	565.9464	GGA3	860.7026
GGCT	1690.6662	GGCT	982.4346
GGCX	641.2624	GGCX	640.5229
GGH	185.0623	GGH	214.4608
GGNBP2	1257.4195	GGNBP2	1724.2647
GGN	6.4557	removed	removed
GGPS1	1863.8931	GGPS1	920.7516
GGT1	160.6743	GGT1	242.2386
removed	removed	GGT3P	75.9804
GGT5	1078.8129	GGT5	855.8007
GGT6	352.1922	GGT6	533.9052
GGT7	367.6141	GGT7	504.085
removed	removed	GGT8P	5.719
GGTA1	197.615	GGTA1	850.0817
GGTLC2	20.8016	GGTLC2	22.0588
GHDC	975.1636	GHDC	616.0131
GHITM	3337.2187	GHITM	3101.7157
removed	removed	GHRLOS	13.3824
GHR	172.5096	GHR	707.1078
GIGYF1	1053.7075	GIGYF1	1178.1046
GIGYF2	2105.6218	GIGYF2	2778.5948
GIMAP1	138.0794	GIMAP1	186.3807
GIMAP2	304.4921	GIMAP2	195.1552
GIMAP4	639.4692	GIMAP4	890.5229
GIMAP5	236.7076	GIMAP5	569.4444
GIMAP6	662.7813	GIMAP6	918.7092
GIMAP7	211.6023	GIMAP7	618.4641
GIMAP8	312.0237	GIMAP8	850.0817
GIN1	190.0834	GIN1	183.8235
GINS1	156.7291	GINS1	81.6993
GINS2	409.5759	GINS2	129.4935
GINS3	214.1128	GINS3	141.3399
GINS4	75.3161	GINS4	111.5196
GIPC1	2031.023	GIPC1	1035.1307
GIPC2	39.0926	GIPC2	120.915
GIPC3	138.7967	GIPC3	105.8007
GIPR	13.27	GIPR	13.0719
GIT1	1322.3348	GIT1	1273.2843
GIT2	1282.8835	GIT2	1475.8987
GIYD2	391.1773	GIYD2	180.8619
GJA1	10329.7767	GJA1	3280.2288
GJA3	6.8143	removed	removed
GJA4	450.4618	GJA4	200.5719
GJA5	615.4398	GJA5	358.6601
GJA9	5.7384	GJA9	6.1275
GJB1	30.1264	GJB1	87.0098
GJB2	819.1518	GJB2	60.049
GJB3	9.7194	GJB3	39.6242
removed	removed	GJB4	8.1699
GJB5	9.3248	GJB5	64.5425
removed	removed	GJB6	35.1307
removed	removed	GJB7	7.7614
GJC1	224.8722	GJC1	158.9052
GJC2	44.831	GJC2	61.683
GJC3	19.0083	GJC3	34.3137
GJD3	48.3422	GJD3	89.4118
GK3P	26.1813	GK3P	13.8889
GK5	469.4701	GK5	1107.0261
GKAP1	117.9952	GKAP1	93.1373
GK	174.3029	GK	54.3301
GLA	1584.8651	GLA	594.3627
GLB1L2	694.701	GLB1L2	480.3922
removed	removed	GLB1L3	6.1275
GLB1L	700.0807	GLB1L	407.6797
GLB1	1485.8782	GLB1	1105.8007
GLCCI1	597.5074	GLCCI1	263.0719
GLCE	1429.5705	GLCE	1318.6275
GLDC	6.8143	removed	removed
GLDN	18.6497	GLDN	61.2745
GLE1	1442.8405	GLE1	1113.1536
GLG1	5031.4714	GLG1	6099.6732
GLI1	43.755	GLI1	44.1176
GLI2	126.2441	GLI2	196.8954
GLI3	1650.8563	GLI3	1985.2941
GLI4	109.2549	GLI4	44.4975
GLIPR1L2	46.2656	GLIPR1L2	41.6667
GLIPR1	589.6387	GLIPR1	856.7729
GLIPR2	506.0522	GLIPR2	1158.0882
GLIS1	8.6075	GLIS1	16.7484
GLIS2	789.0254	GLIS2	456.2908
GLIS3	182.9104	GLIS3	162.1732
GLMN	140.9486	GLMN	128.268
GLO1	3508.6524	GLO1	1953.4314
GLOD4	967.9907	GLOD4	1271.2418
GLOD5	16.1392	GLOD5	6.9444
removed	removed	GLP1R	46.1601
GLRA3	49.1348	removed	removed
removed	removed	GLRA4	28.1863
GLRB	511.7905	GLRB	167.0752
GLRX2	198.3323	GLRX2	67.402
GLRX3	646.6422	GLRX3	600.8987
GLRX5	601.4525	GLRX5	659.3137
GLRX	1333.0942	GLRX	254.4935
GLS2	60.2528	GLS2	67.8105
GLS	654.1738	GLS	1245.915
removed	removed	GLT1D1	20.4248
GLT25D1	2214.6508	GLT25D1	1354.1667
GLT25D2	20.0843	GLT25D2	70.2614
GLT8D1	902.9284	GLT8D1	1127.8595
GLT8D2	492.7822	GLT8D2	905.6373
GLTPD1	581.0096	GLTPD1	431.781
GLTP	775.0381	GLTP	1401.1438
GLTSCR1	513.9424	GLTSCR1	243.0556
GLTSCR2	6793.5085	GLTSCR2	8111.1111
GLUD1	2871.3351	GLUD1	3993.4641
GLUD2	312.0237	GLUD2	472.6307
GLUL	62524.1639	GLUL	9712.8268
GLYATL1	15.4219	GLYATL1	75.1634
GLYATL2	35.1475	GLYATL2	503.6765
removed	removed	GLYAT	13.0719
GLYCTK	38.3753	GLYCTK	32.6797
GLYR1	2163.3641	GLYR1	2065.768
GM2A	2268.0893	GM2A	2262.6634
GMCL1	365.4622	GMCL1	410.9477
GMDS	347.5298	GMDS	395.0163
GMEB1	156.0118	GMEB1	211.6013
GMEB2	515.0184	GMEB2	439.5425
GMFB	1519.5911	GMFB	923.6111
GMFG	244.9565	GMFG	193.219
GMIP	532.5921	GMIP	225.8987
GMNN	173.9442	GMNN	256.5359
GMPPA	739.1733	GMPPA	377.451
GMPPB	394.8713	GMPPB	256.9444
GMPR2	994.8893	GMPR2	1434.6405
GMPR	49.4934	GMPR	155.6373
GMPS	1745.5393	GMPS	1392.5654
GNA11	798.3502	GNA11	764.7059
GNA12	1884.3361	GNA12	1361.9281
GNA13	2251.2329	GNA13	1538.8072
GNA14	150.6321	GNA14	40.8497
GNA15	255.3573	GNA15	203.4314
GNAI1	187.5729	GNAI1	373.7745
GNAI2	5535.7303	GNAI2	5089.0523
GNAI3	2197.077	GNAI3	1725.8987
GNAL	45.1896	GNAL	229.5752
GNAO1	27.9745	GNAO1	91.5033
GNAQ	1944.5889	GNAQ	2529.4118
GNAS	20493.8582	GNAS	29819.8529
GNAZ	121.9403	GNAZ	173.2026
GNB1L	71.9806	GNB1L	72.2018
GNB1	9538.5995	GNB1	7421.5686
GNB2L1	27562.0909	GNB2L1	38007.7614
GNB2	5172.7786	GNB2	2294.5261
removed	removed	GNB3	19.7426
GNB4	1533.2198	GNB4	842.7288
GNB5	541.5583	GNB5	693.6275
GNE	501.3898	GNE	1320.6699
GNG10	508.9214	GNG10	264.0809
GNG11	730.5658	GNG11	1035.5392
GNG12	4868.6452	GNG12	3843.1373
GNG2	546.938	GNG2	470.5882
GNG4	173.2269	GNG4	55.1471
GNG5	1738.3664	GNG5	1064.134
GNG7	296.9605	GNG7	865.1961
GNGT2	15.4219	GNGT2	15.9314
GNL1	1073.6125	GNL1	1313.4109
GNL2	1434.5916	GNL2	1777.7778
GNL3L	700.4393	GNL3L	660.9477
GNL3	871.873	GNL3	2234.8856
GNLY	24.7467	GNLY	20.4248
GNMT	5.0211	GNMT	16.3399
GNPAT	2445.2614	GNPAT	946.0784
GNPDA1	903.4341	GNPDA1	869.281
GNPDA2	458.7107	GNPDA2	408.9052
GNPNAT1	824.8902	GNPNAT1	912.1732
GNPTAB	1428.1359	GNPTAB	1549.4281
GNPTG	849.9955	GNPTG	724.6732
GNRH1	15.0632	GNRH1	26.9608
GNRHR2	319.7992	GNRHR2	483.1413
GNS	6590.8724	GNS	4482.4346
GOLGA1	840.312	GOLGA1	819.4444
GOLGA2B	170.3578	GOLGA2B	279.0033
GOLGA2	2089.124	GOLGA2	2305.1471
GOLGA3	1356.765	GOLGA3	1765.1144
GOLGA4	1975.074	GOLGA4	3912.5817
GOLGA5	1246.6601	GOLGA5	1526.5523
GOLGA6L10	40.8859	GOLGA6L10	126.634
GOLGA6L5	12.194	GOLGA6L5	87.8268
GOLGA6L9	49.4934	GOLGA6L9	109.4771
GOLGA7B	75.5061	GOLGA7B	238.5621
GOLGA7	1085.2685	GOLGA7	1086.6013
GOLGA8A	451.5377	GOLGA8A	1380.719
GOLGA8B	206.9398	GOLGA8B	624.183
GOLGB1	5682.7759	GOLGB1	7534.3137
GOLIM4	844.6158	GOLIM4	1055.9641
GOLM1	3664.3056	GOLM1	3430.5556
GOLPH3L	3076.123	GOLPH3L	1268.3824
GOLPH3	3378.8218	GOLPH3	2359.0686
GOLT1A	139.514	GOLT1A	75.9804
GOLT1B	1044.7413	GOLT1B	443.219
GON4L	1708.4408	GON4L	1500.6863
GOPC	830.9872	GOPC	1510.2124
GORAB	284.0491	GORAB	201.3889
GORASP1	916.3454	GORASP1	1169.1176
GORASP2	2606.6529	GORASP2	2179.7386
GOSR1	1328.0732	GOSR1	1339.0523
GOSR2	1467.5872	GOSR2	1195.2614
GOT1	721.5996	GOT1	664.6242
GOT2	2765.5339	GOT2	1868.8725
GP1BA	5.265	GP1BA	9.4322
GP2	2222.1824	GP2	209.5588
GP6	10.7594	removed	removed
GPAA1	2301.8022	GPAA1	1160.1307
GPAM	471.622	GPAM	1037.5817
GPAT2	33.7129	GPAT2	90.6863
GPATCH1	301.2642	GPATCH1	428.9216
GPATCH2	1079.5302	GPATCH2	296.9771
GPATCH3	297.3191	GPATCH3	282.6797
GPATCH4	720.165	GPATCH4	710.7843
GPATCH8	1289.6978	GPATCH8	2169.9346
GPBAR1	7.173	GPBAR1	11.4379
GPBP1L1	2145.0731	GPBP1L1	2957.1078
GPBP1	2432.7087	GPBP1	2671.1601
GPC1	1191.0697	GPC1	957.9248
removed	removed	GPC2	16.7484
GPC3	336.7704	GPC3	1346.8137
GPC4	1812.9651	GPC4	405.2288
GPC6	199.7669	GPC6	120.915
GPCPD1	784.7216	GPCPD1	1825.5719
GPD1L	1779.6109	GPD1L	2239.3791
GPD1	275.0829	GPD1	573.1209
GPD2	3221.7341	GPD2	1617.2386
GPER	114.05	GPER	91.5033
GPHN	210.1677	GPHN	550.7761
GPIHBP1	185.0623	GPIHBP1	324.7549
GPI	8222.3617	GPI	2765.9314
GPKOW	602.5285	GPKOW	403.1863
GPLD1	6.4557	GPLD1	43.3007
GPM6A	20.4429	GPM6A	58.0065
GPM6B	143.4592	GPM6B	1037.5817
GPN1	866.3068	GPN1	838.6438
GPN2	237.0663	GPN2	226.3072
