gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
ANO2	28.6396	ANO2	117.71
removed	removed	ANO3	33.5295
removed	removed	ANO4	7.1339
ANO5	78.7589	ANO5	82.0403
ANO6	3762.9276	ANO6	11762.4398
ANO7	13.5243	removed	removed
ANO8	186.9531	ANO8	336.722
ANO9	92.2832	removed	removed
ANP32A	4315.8313	ANP32A	2509.0066
ANP32B	2034.2084	ANP32B	5501.6943
ANP32E	795.5449	ANP32E	847.512
ANPEP	270.4853	ANPEP	1000.1783
ANTXR1	7168.6555	ANTXR1	1411.0933
ANTXR2	1240.2546	ANTXR2	9543.7846
ANUBL1	628.4805	ANUBL1	129.1243
ANXA11	3321.4002	ANXA11	3598.3592
ANXA13	7.9554	removed	removed
ANXA1	2066.0302	ANXA1	7640.4494
ANXA2P1	108.1941	ANXA2P1	116.2832
ANXA2P2	4011.9332	ANXA2P2	4308.8996
ANXA2P3	7.1599	ANXA2P3	9.9875
ANXA2	11005.5688	ANXA2	11667.5584
ANXA3	244.2323	ANXA3	1061.5302
ANXA4	1648.3691	ANXA4	1154.2714
ANXA5	6758.9499	ANXA5	11551.9886
ANXA6	9662.6889	ANXA6	19605.4931
ANXA7	3918.0589	ANXA7	2857.8563
ANXA8L2	11.1376	removed	removed
ANXA8	57.2792	ANXA8	6.4205
ANXA9	272.0764	ANXA9	39.2367
AOAH	11.9332	AOAH	19.2616
AOC2	30.2307	AOC2	108.4359
AOC3	3435.9586	AOC3	33667.2017
AOX1	261.7343	AOX1	3358.6588
AP1AR	988.0668	AP1AR	457.9989
AP1B1	2645.9825	AP1B1	1520.2426
AP1G1	3205.2506	AP1G1	1408.9531
AP1G2	1288.2021	AP1G2	180.5172
AP1M1	719.1726	AP1M1	2138.7551
AP1M2	1802.7049	removed	removed
AP1S1	304.6937	AP1S1	302.479
AP1S2	296.7383	AP1S2	486.5347
AP1S3	288.7828	AP1S3	9.2741
AP2A1	1387.8282	AP2A1	3412.677
AP2A2	1514.7176	AP2A2	1788.4787
AP2B1	4461.4161	AP2B1	4403.781
AP2M1	5246.6189	AP2M1	4440.8775
AP2S1	1178.9976	AP2S1	998.0382
AP3B1	2057.2792	AP3B1	1077.2249
removed	removed	AP3B2	12.1277
AP3D1	2935.5609	AP3D1	3015.5163
AP3M1	1770.8831	AP3M1	1301.944
AP3M2	317.4224	AP3M2	334.5818
AP3S1	1852.0286	AP3S1	1078.6517
AP3S2	1323.5879	AP3S2	2397.5031
AP4B1	339.9841	AP4B1	273.8434
AP4E1	370.7239	AP4E1	281.7906
AP4M1	199.8409	AP4M1	295.9515
AP4S1	69.2124	AP4S1	56.3581
APAF1	651.5513	APAF1	364.5443
APBA1	85.9189	APBA1	141.9654
APBA2	33.4129	APBA2	14.2679
APBA3	118.5362	APBA3	180.4887
APBB1IP	248.21	APBB1IP	1355.4485
APBB1	556.0859	APBB1	671.3037
APBB2	6548.1305	APBB2	2785.0901
APBB3	193.3174	APBB3	242.554
APCDD1L	8.751	APCDD1L	20.6884
APCDD1	377.0883	APCDD1	5780.6314
APC	1425.6165	APC	750.4905
APEH	2501.1933	APEH	1479.5791
APEX1	3206.0461	APEX1	3425.7179
APEX2	631.6627	APEX2	230.4263
APH1A	3424.821	APH1A	2865.7036
APH1B	692.1241	APH1B	552.1669
API5	3966.5871	API5	1916.1762
APIP	411.6627	APIP	1028.0364
APITD1	143.397	APITD1	137.8848
APLF	43.755	APLF	53.5045
APLNR	865.5529	APLNR	281.0772
APLN	45.3461	APLN	15.6947
APLP1	14.3198	APLP1	52.0778
APLP2	15002.3866	APLP2	13178.5268
APOA1BP	1378.6794	APOA1BP	983.7703
removed	removed	APOA5	5.7072
APOB48R	214.7971	APOB48R	54.2179
APOBEC3B	36.5951	removed	removed
APOBEC3C	83.5322	APOBEC3C	101.3019
APOBEC3D	114.5585	APOBEC3D	31.3893
APOBEC3F	151.1535	APOBEC3F	56.3581
APOBEC3G	59.6659	APOBEC3G	92.0278
APOB	189.3397	APOB	1132.8696
APOC1	268.8942	APOC1	1011.5927
APOC2	34.2084	removed	removed
removed	removed	APOC3	12.1277
APOD	4182.1798	APOD	29769.9304
APOE	1405.7279	APOE	34769.3954
APOF	7.9554	removed	removed
APOL1	1103.4208	APOL1	833.2442
APOL2	1023.0708	APOL2	1225.6108
APOL3	656.3246	APOL3	2312.1099
APOL4	536.9928	APOL4	8724.0949
APOL6	3200.4773	APOL6	7792.4024
APOLD1	1865.5529	APOLD1	9119.3151
APOM	38.9817	APOM	95.5948
APOOL	221.1615	APOOL	129.1243
APOO	264.9165	APOO	151.9529
APPBP2	1626.0939	APPBP2	1632.9588
APPL1	2536.1973	APPL1	1797.0394
APPL2	1554.4948	APPL2	2124.4872
APP	37894.9881	APP	12266.096
APRT	560.8592	APRT	1692.1705
APTX	635.6404	APTX	412.3417
AQP11	20.6842	AQP11	27.109
AQP1	3279.2363	AQP1	7776.7077
AQP3	146.3803	AQP3	124.1306
AQP5	11.1376	removed	removed
AQP7P1	196.4996	AQP7P1	3352.9517
AQP7P3	26.253	AQP7P3	212.5914
AQP7	687.3508	AQP7	11613.3405
AQP9	10.3421	AQP9	19.975
AQPEP	116.1496	AQPEP	1878.2094
AQR	2089.101	AQR	728.3752
ARAF	891.8059	ARAF	1359.0155
ARAP1	1337.9316	ARAP1	3103.9058
ARAP2	450.2784	ARAP2	92.7412
ARAP3	257.7566	ARAP3	796.1477
ARCN1	6249.8011	ARCN1	3535.5805
ARC	7.1599	ARC	21.4018
AREG	93.8743	AREG	81.3269
ARF1	6614.9562	ARF1	7326.5561
ARF3	5679.3954	ARF3	2270.733
ARF4	6933.1742	ARF4	2198.6802
ARF5	944.3119	ARF5	1971.8209
ARF6	3646.778	ARF6	1531.6569
ARFGAP1	1095.4654	ARFGAP1	768.3253
ARFGAP2	2753.3811	ARFGAP2	3145.354
ARFGAP3	1367.5418	ARFGAP3	946.6738
ARFGEF1	3464.1368	ARFGEF1	1271.2681
ARFGEF2	3151.1535	ARFGEF2	1419.654
ARFIP1	1492.4423	ARFIP1	764.0449
ARFIP2	4771.6786	ARFIP2	448.0114
ARFRP1	411.2967	ARFRP1	986.6239
ARG2	211.066	ARG2	553.1086
ARGLU1	1499.6022	ARGLU1	1926.8771
ARHGAP10	247.4145	ARHGAP10	1188.5144
removed	removed	ARHGAP11A	43.517
ARHGAP12	1224.3437	ARHGAP12	806.1352
ARHGAP15	55.6881	ARHGAP15	39.9501
ARHGAP17	1173.4288	ARHGAP17	1379.7039
ARHGAP18	623.7072	ARHGAP18	656.3225
ARHGAP19	418.4566	ARHGAP19	275.3701
ARHGAP1	6213.206	ARHGAP1	4649.9019
ARHGAP20	122.5139	ARHGAP20	578.5625
ARHGAP21	1727.9236	ARHGAP21	2526.1281
ARHGAP22	49.3238	ARHGAP22	44.9438
ARHGAP23	416.07	ARHGAP23	854.646
ARHGAP24	237.0724	ARHGAP24	841.0915
ARHGAP25	117.7407	ARHGAP25	266.8093
ARHGAP26	618.1384	ARHGAP26	494.382
ARHGAP27	223.5481	ARHGAP27	274.6567
ARHGAP28	226.7303	ARHGAP28	109.8627
ARHGAP29	3151.9491	ARHGAP29	2536.1156
ARHGAP30	226.7303	ARHGAP30	186.9092
ARHGAP31	903.7391	ARHGAP31	1971.1075
ARHGAP32	2970.5648	ARHGAP32	917.4246
ARHGAP33	74.7812	ARHGAP33	67.7724
removed	removed	ARHGAP36	17.8348
ARHGAP39	291.1695	ARHGAP39	22.8286
ARHGAP42	175.8154	ARHGAP42	261.0808
ARHGAP4	91.4877	ARHGAP4	239.7004
ARHGAP5	2941.1297	ARHGAP5	2059.5684
ARHGAP6	77.1679	ARHGAP6	221.8655
ARHGAP8	536.9531	ARHGAP8	26.6952
ARHGAP9	55.6881	ARHGAP9	47.084
ARHGDIA	3322.1957	ARHGDIA	5530.9435
ARHGDIB	7385.8393	ARHGDIB	1749.242
ARHGEF10L	521.8775	ARHGEF10L	542.8928
ARHGEF10	458.2339	ARHGEF10	706.9734
ARHGEF11	1118.5362	ARHGEF11	1105.0473
ARHGEF12	10591.0899	ARHGEF12	2726.5918
ARHGEF15	404.9324	ARHGEF15	1718.5661
ARHGEF16	335.72	ARHGEF16	57.7849
ARHGEF17	1577.5656	ARHGEF17	1306.9378
ARHGEF18	1140.0159	ARHGEF18	565.7214
ARHGEF19	311.0581	ARHGEF19	106.2957
ARHGEF1	734.288	ARHGEF1	1352.595
ARHGEF2	1704.8528	ARHGEF2	3541.2877
ARHGEF33	10.3421	removed	removed
ARHGEF35	544.1527	ARHGEF35	179.0619
ARHGEF37	1237.0724	ARHGEF37	322.4541
ARHGEF38	264.9165	removed	removed
ARHGEF3	940.3341	ARHGEF3	540.0392
ARHGEF4	54.0971	ARHGEF4	410.2015
ARHGEF5	375.4972	ARHGEF5	248.2611
ARHGEF6	834.5267	ARHGEF6	2070.2693
ARHGEF7	1507.5577	ARHGEF7	2754.4141
ARHGEF9	436.7542	ARHGEF9	447.298
ARID1A	3554.4948	ARID1A	1853.3975
ARID1B	1301.5115	ARID1B	1951.8459
ARID2	1630.0716	ARID2	647.0483
ARID3A	54.8926	ARID3A	196.1833
ARID3B	81.9411	ARID3B	89.8876
ARID4A	735.8791	ARID4A	901.0166
ARID4B	1847.2554	ARID4B	1098.6267
ARID5A	443.9141	ARID5A	422.3292
ARID5B	2532.2196	ARID5B	2807.9187
ARIH1	2953.8584	ARIH1	2119.4935
ARIH2	1122.5139	ARIH2	1792.7591
ARL10	31.8218	ARL10	19.975
ARL11	56.4837	ARL11	14.2679
ARL13B	381.8616	ARL13B	209.0244
ARL15	1099.4431	ARL15	218.2986
ARL16	355.6086	ARL16	579.2759
ARL17A	137.2872	ARL17A	64.9403
ARL1	3432.7765	ARL1	1589.4418
ARL2BP	1110.5807	ARL2BP	1533.0836
ARL2	407.319	ARL2	2897.0929
ARL3	802.7049	ARL3	616.3724
ARL4A	286.3962	ARL4A	403.0676
ARL4C	630.0716	ARL4C	293.2049
ARL4D	237.8679	ARL4D	171.9279
ARL5A	1016.7064	ARL5A	833.9576
ARL5B	353.222	ARL5B	139.8252
ARL6IP1	7104.2164	ARL6IP1	7320.8489
ARL6IP4	1075.5768	ARL6IP4	3668.2718
ARL6IP5	5949.8807	ARL6IP5	6003.2103
ARL6IP6	217.1838	ARL6IP6	324.5943
ARL6	70.8035	ARL6	47.084
ARL8A	790.7717	ARL8A	1085.7856
ARL8B	3874.3039	ARL8B	2140.1819
ARMC10	485.7041	ARMC10	621.6729
ARMC1	941.1297	ARMC1	679.8645
ARMC2	34.2084	ARMC2	30.6759
ARMC3	7.9554	removed	removed
ARMC5	241.0501	ARMC5	229.7129
ARMC6	456.6428	ARMC6	370.9649
ARMC7	443.1185	ARMC7	211.1646
ARMC8	747.8123	ARMC8	1133.583
ARMC9	500.3978	ARMC9	25.6822
ARMCX1	610.9785	ARMCX1	963.7953
ARMCX2	1064.4391	ARMCX2	425.8962
ARMCX3	2412.0923	ARMCX3	1420.3674
ARMCX5	634.8449	ARMCX5	256.8218
ARMCX6	237.8679	ARMCX6	170.5012
ARNT2	484.4869	ARNT2	24.9688
ARNTL2	24.6619	ARNTL2	153.3797
ARNTL	488.4646	ARNTL	1027.2873
ARNT	1420.8433	ARNT	2149.456
ARPC1A	1081.1456	ARPC1A	3205.2791
ARPC1B	1069.2124	ARPC1B	1553.0587
ARPC2	3926.8099	ARPC2	2969.1457
ARPC3	4031.8218	ARPC3	2623.863
ARPC4	2881.3286	ARPC4	3062.6146
ARPC5L	751.79	ARPC5L	430.89
ARPC5	2354.0175	ARPC5	1781.3447
ARPM1	41.3683	ARPM1	67.059
ARPP19	5468.576	ARPP19	3631.8887
ARRB1	563.2458	ARRB1	2056.7148
ARRB2	252.1877	ARRB2	514.3571
ARRDC1	849.642	ARRDC1	338.8621
ARRDC2	385.8393	ARRDC2	1227.751
ARRDC3	1754.1766	ARRDC3	1359.7289
ARRDC4	621.3206	ARRDC4	274.6567
ARSA	466.1893	ARSA	435.8837
ARSB	428.0032	ARSB	233.9932
ARSD	3768.4964	ARSD	1572.3203
ARSE	43.755	removed	removed
ARSG	200.4773	ARSG	100.5886
ARSH	9.5465	removed	removed
ARSI	93.8743	ARSI	8.5607
ARSJ	101.8298	ARSJ	41.3769
ARSK	98.6476	ARSK	184.0556
removed	removed	ART4	9.9875
ART5	12.7287	ART5	12.1277
ARTN	7.9554	removed	removed
ARV1	643.5959	ARV1	290.3513
ARVCF	269.6897	ARVCF	109.1493
ARX	12.7287	removed	removed
AR	2678.5998	AR	416.6221
AS3MT	92.2832	AS3MT	70.626
ASAH1	4421.6388	ASAH1	7542.0011
ASAH2B	23.0708	removed	removed
ASAM	496.42	ASAM	1729.267
ASAP1	2019.0931	ASAP1	1139.2902
ASAP2	1158.3134	ASAP2	1012.306
ASAP3	1305.4893	ASAP3	971.6426
ASB13	804.2959	ASB13	692.7055
ASB14	6.3644	ASB14	8.5607
ASB16	21.6786	ASB16	11.7211
ASB1	253.0788	ASB1	509.0066
ASB2	5.5688	ASB2	21.4018
ASB3	365.1551	ASB3	233.2798
ASB6	593.4845	ASB6	443.7525
ASB7	618.1384	ASB7	424.4694
ASB8	966.5871	ASB8	915.2845
ASB9	28.6396	ASB9	44.2304
ASCC1	640.4137	ASCC1	449.4382
ASCC2	1329.3556	ASCC2	2136.6149
ASCC3	1016.7064	ASCC3	435.8837
ASCL2	124.9006	removed	removed
ASF1A	322.1957	ASF1A	409.4881
ASF1B	32.6173	removed	removed
removed	removed	ASGR1	16.4081
ASH1L	3572.673	ASH1L	2144.4195
ASH2L	828.9578	ASH2L	2805.7785
ASL	553.6993	ASL	656.3225
ASMTL	544.1289	ASMTL	992.331
ASNA1	1275.2586	ASNA1	1182.0938
ASNSD1	1007.1599	ASNSD1	990.9042
ASNS	250.5967	ASNS	153.3797
ASPA	14.3198	ASPA	67.059
removed	removed	ASPG	102.0153
removed	removed	ASPHD1	7.8473
ASPHD2	69.2124	ASPHD2	24.2554
ASPH	8177.8123	ASPH	15319.1725
ASPM	46.9372	ASPM	5.7072
ASPN	9605.4097	ASPN	345.9961
ASPRV1	28.6396	ASPRV1	98.8978
ASPSCR1	302.3071	ASPSCR1	390.2265
ASRGL1	132.0605	ASRGL1	64.2055
ASS1	1643.5959	ASS1	29298.377
ASTE1	288.9101	ASTE1	169.3241
ASTN1	5.5688	ASTN1	34.2429
ASTN2	865.5529	ASTN2	82.7537
ASXL1	1639.6181	ASXL1	2352.7733
ASXL2	817.8202	ASXL2	511.5035
ASXL3	11.1376	ASXL3	17.1215
ATAD1	1284.0095	ATAD1	958.0881
ATAD2B	497.2156	ATAD2B	246.1209
ATAD2	556.8815	ATAD2	253.2549
ATAD3A	196.4996	ATAD3A	552.1669
ATAD3B	97.0565	ATAD3B	208.311
ATAD3C	8.751	ATAD3C	11.4143
ATAD5	34.2084	ATAD5	17.1215
removed	removed	ATCAY	8.5607
ATE1	347.6531	ATE1	255.395
ATF1	491.6468	ATF1	474.407
ATF2	589.4988	ATF2	631.3537
ATF3	792.3628	ATF3	1182.8072
ATF4	4713.6038	ATF4	8655.6091
ATF5	539.3795	ATF5	1943.9986
ATF6B	2070.8035	ATF6B	1417.5138
ATF6	1879.8727	ATF6	837.5245
ATF7IP2	175.8154	ATF7IP2	39.2367
ATF7IP	1151.1535	ATF7IP	843.9451
ATF7	2025.5847	ATF7	3321.9761
ATG10	68.4169	ATG10	79.1867
ATG12	794.7494	ATG12	756.1976
ATG16L1	1676.2132	ATG16L1	487.2481
ATG16L2	213.8345	ATG16L2	137.685
ATG2A	343.6754	ATG2A	834.6709
ATG2B	1424.0255	ATG2B	925.9854
ATG3	716.786	ATG3	862.4933
ATG4A	514.7176	ATG4A	301.0523
ATG4B	573.5879	ATG4B	792.5807
ATG4C	235.4813	ATG4C	215.445
ATG4D	190.1591	ATG4D	256.5436
ATG5	571.9968	ATG5	720.5279
ATG7	885.5529	ATG7	615.4735
ATG9A	1056.0859	ATG9A	1907.2516
removed	removed	ATG9B	6.3278
ATHL1	198.8862	ATHL1	199.7503
ATIC	3416.07	ATIC	1630.8186
ATL1	389.817	ATL1	136.2582
ATL2	1149.5625	ATL2	1010.8793
ATL3	459.825	ATL3	482.9677
ATMIN	1528.2418	ATMIN	1803.46
ATM	1458.2339	ATM	781.1664
ATN1	3124.9006	ATN1	5886.9271
ATOH8	116.9451	ATOH8	1864.8118
ATOX1	1369.9284	ATOX1	871.7674
ATP10A	504.3755	ATP10A	514.3571
ATP10D	508.3532	ATP10D	387.3729
ATP11A	287.1917	ATP11A	521.491
ATP11B	594.2721	ATP11B	1690.0303
ATP11C	574.3835	ATP11C	723.3815
ATP13A1	947.494	ATP13A1	781.1664
ATP13A2	684.9642	ATP13A2	543.6062
ATP13A3	2269.6897	ATP13A3	2321.384
ATP13A4	330.9467	removed	removed
ATP13A5	9.5465	removed	removed
ATP1A1	17001.5672	ATP1A1	5358.2451
ATP1A2	1191.7263	ATP1A2	15819.5113
ATP1A3	5.5688	ATP1A3	99.8752
ATP1B1	6108.568	ATP1B1	375.2666
ATP1B2	46.9372	ATP1B2	105.5823
ATP1B3	1426.4121	ATP1B3	1596.5757
ATP2A1	7.1599	ATP2A1	7.8473
ATP2A2	4307.0804	ATP2A2	3124.6656
ATP2A3	411.2967	ATP2A3	304.6192
ATP2B1	1888.6237	ATP2B1	696.9859
removed	removed	ATP2B2	12.8411
ATP2B4	2587.9077	ATP2B4	7185.3041
ATP2C1	3221.8298	ATP2C1	2186.3028
ATP2C2	13.5243	removed	removed
ATP5A1	8935.5609	ATP5A1	14705.9033
ATP5B	9149.5625	ATP5B	21500.9809
ATP5C1	2575.179	ATP5C1	3207.4193
ATP5D	376.2928	ATP5D	1621.5445
ATP5EP2	93.8743	ATP5EP2	81.3269
ATP5E	2739.0613	ATP5E	6596.7541
ATP5F1	3198.0907	ATP5F1	4001.4268
ATP5G1	515.5131	ATP5G1	623.5063
ATP5G2	3273.6675	ATP5G2	5575.8873
ATP5G3	2373.9061	ATP5G3	5232.7448
ATP5H	1981.7025	ATP5H	3915.8195
ATP5I	942.5537	ATP5I	2502.2936
ATP5J2	626.8894	ATP5J2	1881.9333
ATP5J	1621.3604	ATP5J	3040.4851
ATP5L	1981.7025	ATP5L	5145.7107
ATP5O	2503.58	ATP5O	4695.5591
ATP5SL	606.2053	ATP5SL	767.6119
ATP5S	163.0867	ATP5S	269.6629
ATP6AP1L	47.7327	ATP6AP1L	77.7599
ATP6AP1	4736.6746	ATP6AP1	1802.7466
ATP6AP2	6108.1941	ATP6AP2	2382.0225
ATP6V0A1	1487.6691	ATP6V0A1	1500.2675
ATP6V0A2	480.5091	ATP6V0A2	346.7095
ATP6V0B	1531.424	ATP6V0B	853.2192
ATP6V0C	1878.2816	ATP6V0C	2530.0161
ATP6V0D1	1245.8234	ATP6V0D1	1080.7919
ATP6V0D2	19.0931	removed	removed
ATP6V0E1	4043.755	ATP6V0E1	3236.6685
ATP6V0E2	813.0469	ATP6V0E2	612.5129
ATP6V1A	2847.2554	ATP6V1A	1308.3645
ATP6V1B1	15.9109	ATP6V1B1	27.8224
ATP6V1B2	1624.5028	ATP6V1B2	2297.842
ATP6V1C1	1455.8473	ATP6V1C1	1376.137
ATP6V1C2	27.9714	ATP6V1C2	41.9832
ATP6V1D	1820.2068	ATP6V1D	1042.2686
ATP6V1E1	2331.7422	ATP6V1E1	2872.8375
ATP6V1E2	78.7589	ATP6V1E2	75.6198
ATP6V1F	712.8083	ATP6V1F	1487.348
ATP6V1G1	2952.2673	ATP6V1G1	1520.9559
ATP6V1G2	138.4248	ATP6V1G2	55.6447
ATP6V1H	1430.3898	ATP6V1H	862.4933
ATP7A	974.5426	ATP7A	266.096
ATP7B	944.3119	ATP7B	391.6533
ATP8A1	553.6993	ATP8A1	667.7368
ATP8A2	15.1154	ATP8A2	9.9875
ATP8B1	2680.4614	ATP8B1	522.661
ATP8B2	895.7836	ATP8B2	705.5466
ATP8B3	21.4797	ATP8B3	13.5545
ATP8B4	54.0971	ATP8B4	170.5012
ATP8B5P	23.8663	ATP8B5P	31.3893
ATP9A	2133.6516	ATP9A	4621.3661
ATP9B	533.0151	ATP9B	458.7123
ATPAF1	1600.6285	ATPAF1	2280.0071
ATPAF2	168.6555	ATPAF2	232.5664
ATPBD4	161.4956	ATPBD4	144.819
ATPIF1	1219.5704	ATPIF1	821.1165
ATRIP	336.0382	ATRIP	213.0194
ATRNL1	546.5394	removed	removed
ATRN	2339.6977	ATRN	1269.1279
ATRX	3200.4773	ATRX	1866.952
ATR	1039.7772	ATR	383.806
ATXN10	2311.8536	ATXN10	1625.8249
ATXN1L	1494.0334	ATXN1L	1827.7154
ATXN1	1381.8616	ATXN1	465.8463
ATXN2L	3147.9714	ATXN2L	3291.5998
ATXN2	878.2816	ATXN2	848.9388
ATXN3	501.1933	ATXN3	626.3599
ATXN7L1	162.2912	ATXN7L1	201.8905
ATXN7L2	38.9817	ATXN7L2	51.3644
ATXN7L3B	3103.4208	ATXN7L3B	1861.2449
ATXN7L3	1363.564	ATXN7L3	940.2533
ATXN7	922.0366	ATXN7	522.9178
AUH	276.0541	AUH	531.4785
AUP1	1516.6746	AUP1	2315.2274
AURKAIP1	783.6118	AURKAIP1	1956.8397
AURKAPS1	8.751	removed	removed
AURKA	107.3986	AURKA	26.3956
AURKB	6.3644	removed	removed
removed	removed	AURKC	7.8473
AUTS2	1661.8934	AUTS2	913.1443
AVEN	171.8377	AVEN	380.239
AVIL	38.1862	AVIL	17.8348
AVL9	528.2418	AVL9	288.2112
AVPI1	205.2506	AVPI1	1606.5632
AVPR1A	112.9674	AVPR1A	331.7282
AVPR2	26.253	AVPR2	307.4728
AXIN1	543.3572	AXIN1	707.6868
AXIN2	137.6293	AXIN2	185.4824
AXL	1392.9992	AXL	2133.7614
AZGP1	14474.9403	AZGP1	11006.2422
AZI1	108.1941	AZI1	179.7753
AZI2	1338.9021	AZI2	2850.7223
AZIN1	3791.5672	AZIN1	4220.4387
B2M	23436.7542	B2M	34448.3681
B3GALNT1	610.183	B3GALNT1	140.5386
B3GALNT2	962.3707	B3GALNT2	462.0367
removed	removed	B3GALT2	10.7009
B3GALT4	206.8417	B3GALT4	208.311
B3GALT6	381.8616	B3GALT6	342.4291
B3GALTL	381.8616	B3GALTL	189.7628
removed	removed	B3GAT1	10.7009
B3GAT2	6.42	removed	removed
B3GAT3	202.864	B3GAT3	437.3105
B3GNT1	635.6404	B3GNT1	774.0325
B3GNT2	894.9881	B3GNT2	403.0676
B3GNT3	8.751	B3GNT3	6.4205
B3GNT5	138.4248	B3GNT5	271.0897
B3GNT7	38.9817	B3GNT7	33.5295
B3GNT8	41.3683	B3GNT8	59.9251
B3GNT9	234.3755	B3GNT9	115.9408
B3GNTL1	28.7589	B3GNTL1	86.6203
B4GALNT1	38.1862	B4GALNT1	11.771
B4GALNT3	821.0024	removed	removed
B4GALNT4	474.9403	removed	removed
B4GALT1	7408.9101	B4GALT1	2043.8737
B4GALT2	636.436	B4GALT2	560.0143
B4GALT3	987.2713	B4GALT3	688.4252
B4GALT4	654.7335	B4GALT4	231.853
B4GALT5	1335.72	B4GALT5	1110.041
B4GALT6	135.2426	B4GALT6	194.0432
B4GALT7	387.4304	B4GALT7	480.1141
B9D1	70.008	B9D1	105.033
B9D2	76.3484	B9D2	54.9313
BAALC	44.5505	BAALC	228.2861
BACE1	1127.2872	BACE1	911.7175
BACE2	435.1631	BACE2	458.7123
BACH1	948.2896	BACH1	514.3571
BACH2	113.7629	BACH2	109.8627
BAD	269.9761	BAD	743.6347
BAG1	1291.7263	BAG1	1608.946
BAG2	147.1758	BAG2	263.9558
BAG3	1688.9419	BAG3	1122.8821
BAG4	260.1432	BAG4	418.7623
BAG5	1832.9356	BAG5	1790.6189
BAGE2	6.8894	BAGE2	5.3291
BAHCC1	501.1933	BAHCC1	397.3604
BAHD1	776.4519	BAHD1	817.5495
BAI1	10.3421	BAI1	8.5607
BAI2	672.2355	BAI2	155.5199
BAI3	8.751	BAI3	28.5358
BAIAP2L1	412.0923	BAIAP2L1	104.8689
removed	removed	BAIAP2L2	15.6947
BAIAP2	1024.6619	BAIAP2	241.8406
BAIAP3	23.9141	BAIAP3	113.0159
BAK1	296.7383	BAK1	130.5511
BAMBI	4739.8568	BAMBI	96.3082
BANF1	907.7168	BANF1	1495.9872
BANK1	51.7104	BANK1	361.6907
BANP	136.0382	BANP	212.5914
BAP1	1340.4932	BAP1	2044.5871
BARD1	132.0605	BARD1	14.9813
BARX2	48.5282	removed	removed
BASP1	315.0358	BASP1	181.2021
BAT1	5447.0963	BAT1	5733.5474
BAT2L1	5874.5267	BAT2L1	5872.6806
BAT2L2	5668.2578	BAT2L2	2660.9595
BAT2	4902.9435	BAT2	4994.4712
BAT3	2933.9698	BAT3	5188.5144
BAT4	295.9427	BAT4	443.0248
BAT5	846.4598	BAT5	682.0046
BATF2	18.2975	BATF2	49.2242
BATF3	12.7287	BATF3	16.4081
BATF	35.004	BATF	17.1215
BAX	255.3699	BAX	262.529
BAZ1A	1341.2888	BAZ1A	799.0012
BAZ1B	1827.3667	BAZ1B	2240.7705
BAZ2A	2978.9181	BAZ2A	3278.4091
BAZ2B	1212.2037	BAZ2B	784.9617
BBC3	169.4511	BBC3	94.168
BBS10	469.3715	BBS10	712.6806
BBS12	211.615	BBS12	146.2458
BBS1	1606.2053	BBS1	586.4098
BBS2	572.7924	BBS2	846.7986
BBS4	664.28	BBS4	304.6192
BBS5	245.9586	BBS5	198.3235
BBS7	294.3516	BBS7	281.7906
BBS9	385.0438	BBS9	224.7191
BBX	2116.1496	BBX	990.1908
BCAM	4293.5561	BCAM	2699.4828
BCAN	5.5688	BCAN	12.8411
BCAP29	933.9698	BCAP29	1916.8896
BCAP31	3537.7884	BCAP31	8545.7464
BCAR1	517.8998	BCAR1	677.7243
BCAR3	1409.6977	BCAR3	1064.3767
BCAS1	167.0644	removed	removed
BCAS2	938.0191	BCAS2	737.5923
BCAS3	431.1854	BCAS3	533.6187
BCAS4	559.2681	BCAS4	813.2691
BCAT1	428.0032	BCAT1	221.1521
BCAT2	145.5847	BCAT2	958.8015
BCCIP	1842.9435	BCCIP	866.8022
BCDIN3D	277.4383	BCDIN3D	121.3412
BCHE	39.7772	BCHE	129.1243
BCKDHA	739.8568	BCKDHA	2460.2604
BCKDHB	566.428	BCKDHB	1779.918
BCKDK	1190.9308	BCKDK	991.6176
BCL10	634.8449	BCL10	306.046
BCL11A	11.9332	removed	removed
BCL11B	25.4574	BCL11B	29.9625
BCL2A1	24.6619	BCL2A1	10.7009
BCL2L11	1326.969	BCL2L11	463.7061
BCL2L12	77.0326	BCL2L12	150.4619
BCL2L13	1332.5378	BCL2L13	2812.9124
BCL2L14	22.2753	removed	removed
BCL2L15	5.5688	removed	removed
BCL2L1	2292.7605	BCL2L1	2157.3034
BCL2L2	1350.7319	BCL2L2	2959.094
BCL2	2041.3683	BCL2	1759.2295
BCL3	642.8003	BCL3	258.962
BCL6B	434.3675	BCL6B	487.2481
BCL6	2204.4551	BCL6	5231.318
BCL7A	511.5354	BCL7A	395.9337
BCL7B	446.3007	BCL7B	1185.6608
BCL7C	569.6102	BCL7C	569.2884
BCL8	5.5688	BCL8	7.1339
BCL9L	2591.0819	BCL9L	2558.9442
BCL9	1459.0294	BCL9	376.672
BCLAF1	4335.72	BCLAF1	3029.7842
BCO2	11.1376	BCO2	12.1277
BCORL1	390.6126	BCORL1	500.8026
removed	removed	BCOR	459.4257
BCR	1206.8417	BCR	1783.4849
BCS1L	284.8051	BCS1L	342.4648
BDH1	481.3047	BDH1	1164.259
