gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
ANKS3	173.2379	ANKS3	319.6254
ANKS6	124.7119	ANKS6	168.1596
ANKZF1	641.9993	ANKZF1	722.7199
ANLN	743.4187	ANLN	103.4202
ANO10	464.8793	ANO10	880.2932
ANO1	4253.7911	ANO1	6896.1726
ANO2	81.5237	ANO2	74.5114
ANO3	21.8367	ANO3	9.3648
ANO4	19.8957	ANO4	15.8795
ANO5	74.7301	ANO5	130.7003
ANO6	1637.268	ANO6	2864.8208
ANO7	34.4535	ANO7	12.6221
ANO8	460.9972	ANO8	401.4658
ANO9	90.7437	ANO9	139.2508
ANP32A	4709.9357	ANP32A	2173.0456
ANP32B	3047.9194	ANP32B	2396.987
ANP32E	2458.3283	ANP32E	974.3485
ANPEP	256.2174	ANPEP	4825.7329
ANTXR1	3705.9323	ANTXR1	3254.886
ANTXR2	573.5776	ANTXR2	1044.7883
ANUBL1	168.8706	ANUBL1	203.1759
ANXA11	1840.1068	ANXA11	3947.8827
removed	removed	ANXA13	11.8078
ANXA1	1333.0098	ANXA1	10271.987
ANXA2P1	34.9387	ANXA2P1	67.1824
ANXA2P2	2785.3937	ANXA2P2	3768.3225
ANXA2	7949.0477	ANXA2	12305.3746
ANXA3	30.5714	ANXA3	884.3648
ANXA4	960.33	ANXA4	1454.8046
ANXA5	5352.9055	ANXA5	6671.0098
ANXA6	2186.0973	ANXA6	5802.1173
ANXA7	4481.3781	ANXA7	2749.1857
ANXA8L2	30.5714	ANXA8L2	132.7362
ANXA8	50.4331	ANXA8	358.3062
ANXA9	230.4986	ANXA9	203.1759
AOAH	224.6755	AOAH	279.316
AOC2	12.1315	AOC2	28.9088
AOC3	433.8226	AOC3	2805.3746
AOX1	57.2607	AOX1	805.3746
AP1AR	502.7296	AP1AR	510.9935
AP1B1	3102.2686	AP1B1	3003.6645
AP1G1	1337.8624	AP1G1	2656.3518
AP1G2	1183.1615	AP1G2	1247.3371
AP1M1	1383.9621	AP1M1	896.5798
AP1M2	1824.5784	AP1M2	1099.3485
AP1S1	798.7383	AP1S1	566.3681
AP1S2	548.344	AP1S2	401.873
AP1S3	103.3604	AP1S3	107.4919
AP2A1	1478.1075	AP2A1	1824.4422
AP2A2	886.0852	AP2A2	1904.316
AP2B1	6703.87	AP2B1	7396.5798
AP2M1	7910.2269	AP2M1	5270.7655
AP2S1	1286.4248	AP2S1	912.4593
AP3B1	1057.8673	AP3B1	1300.8958
AP3B2	1125.8037	AP3B2	161.2378
AP3D1	4274.6573	AP3D1	3030.5375
AP3M1	2732.9856	AP3M1	1353.4202
AP3M2	430.4258	AP3M2	495.114
AP3S1	3053.2573	AP3S1	731.2704
AP3S2	1736.3339	AP3S2	1244.5969
AP4B1	421.5844	AP4B1	392.7077
AP4E1	290.6709	AP4E1	398.6156
AP4M1	381.5553	AP4M1	353.1352
AP4S1	82.009	AP4S1	108.7134
APAF1	715.2736	APAF1	467.0195
APBA1	123.7414	APBA1	355.456
APBA2	65.9954	APBA2	93.6482
APBA3	234.8659	APBA3	231.2704
APBB1IP	334.3443	APBB1IP	346.4984
APBB1	712.362	APBB1	842.0195
APBB2	2487.9292	APBB2	1855.456
APBB3	474.0992	APBB3	363.1922
APC2	23.4526	APC2	7.4064
APCDD1L	5.3379	APCDD1L	417.3453
APCDD1	389.664	APCDD1	1383.9577
APC	930.2438	APC	927.5244
APEH	1527.5992	APEH	1840.3909
APEX1	4310.0813	APEX1	2984.9349
APEX2	935.0964	APEX2	548.0456
APH1A	4775.9311	APH1A	3910.8306
APH1B	230.4986	APH1B	531.759
API5	3730.1953	API5	2576.1401
APIP	506.3448	APIP	356.3518
APITD1	246.847	APITD1	164.7109
APLF	19.8957	APLF	103.013
APLNR	401.7955	APLNR	850.57
APLN	158.6801	APLN	265.4723
APLP1	2292.8545	APLP1	78.1759
APLP2	4954.9921	APLP2	13548.4528
APOA1BP	1600.8735	APOA1BP	1214.9837
APOA1	11.6462	removed	removed
APOB48R	195.5599	APOB48R	219.8697
APOBEC3A	14.155	removed	removed
APOBEC3B	234.2982	APOBEC3B	32.1661
APOBEC3C	230.9839	APOBEC3C	462.9479
APOBEC3D	104.3309	APOBEC3D	131.1075
APOBEC3F	215.9408	APOBEC3F	261.4007
APOBEC3G	428.97	APOBEC3G	464.5765
APOBEC3H	15.5283	APOBEC3H	5.7003
removed	removed	APOB	28.9088
APOC1	2445.2263	APOC1	473.5342
APOC2	162.0769	APOC2	21.5798
APOD	12269.8047	APOD	9349.7557
APOE	6443.7705	APOE	3977.1987
APOL1	5498.4836	APOL1	2488.1922
APOL2	2473.8566	APOL2	945.4397
APOL3	1752.2747	APOL3	1629.4788
APOL4	2460.2693	APOL4	911.2378
APOL6	7789.3971	APOL6	2843.241
APOLD1	1372.1121	APOLD1	6275.6515
APOM	26.7281	APOM	55.7818
APOOL	148.4896	APOOL	166.9381
APOO	369.283	APOO	150.6515
APPBP2	1254.8829	APPBP2	1316.3681
APPL1	1172.3887	APPL1	1572.4756
APPL2	686.6432	APPL2	1309.8534
APP	18612.641	APP	35027.6873
APRT	996.2392	APRT	1433.2248
APTX	637.6319	APTX	548.8599
AQP11	24.7483	AQP11	14.658
AQP1	2053.9998	AQP1	19216.0586
AQP3	211.0882	AQP3	784.202
AQP4	15.5283	AQP4	54.9674
AQP5	20.3809	AQP5	216.2052
removed	removed	AQP6	10.5863
AQP7P1	5.8231	AQP7P1	13.4365
AQP7	30.0861	AQP7	136.4007
AQP9	30.0861	AQP9	8.1433
AQPEP	11.6462	AQPEP	11.0261
AQR	956.4479	AQR	1210.9121
ARAF	1099.5997	ARAF	1214.5765
ARAP1	2405.8765	ARAP1	2671.7915
ARAP2	497.3917	ARAP2	472.7199
ARAP3	498.8475	ARAP3	780.1303
ARCN1	3105.6654	ARCN1	4007.7362
ARC	56.7754	ARC	200.7329
AREG	4246.5122	AREG	2107.4919
ARF1	11410.8941	ARF1	7441.7752
ARF3	5228.1936	ARF3	4881.5147
ARF4	3193.4975	ARF4	3700.7329
ARF5	1603.7656	ARF5	2188.4731
ARF6	5970.6418	ARF6	3493.8925
ARFGAP1	1579.522	ARFGAP1	1120.114
ARFGAP2	1937.1588	ARFGAP2	2234.9349
ARFGAP3	997.2098	ARFGAP3	1235.7492
ARFGEF1	3100.871	ARFGEF1	1809.5847
ARFGEF2	2273.4441	ARFGEF2	2281.3518
ARFIP1	559.505	ARFIP1	1165.3094
ARFIP2	850.1759	ARFIP2	1741.0423
ARFRP1	644.4256	ARFRP1	769.9511
ARG2	150.4938	ARG2	181.5879
ARGLU1	1410.1662	ARGLU1	2115.228
ARHGAP10	110.1541	ARHGAP10	523.6156
ARHGAP11A	1614.946	ARHGAP11A	80.2117
ARHGAP11B	89.7731	ARHGAP11B	6.6979
ARHGAP12	543.9767	ARHGAP12	1040.7166
ARHGAP15	106.7572	ARHGAP15	107.4919
ARHGAP17	709.4504	ARHGAP17	1179.9674
ARHGAP18	504.1854	ARHGAP18	817.9967
ARHGAP19	275.6278	ARHGAP19	1161.2378
ARHGAP1	2588.8633	ARHGAP1	3513.4365
ARHGAP20	33.9682	ARHGAP20	234.5277
ARHGAP21	1695.014	ARHGAP21	1785.8306
ARHGAP22	35.424	ARHGAP22	92.8339
ARHGAP23	239.7185	ARHGAP23	1033.7948
ARHGAP24	335.3148	ARHGAP24	479.2345
ARHGAP25	410.0449	ARHGAP25	404.7231
ARHGAP26	375.1062	ARHGAP26	1027.2801
ARHGAP27	323.1833	ARHGAP27	692.5896
ARHGAP28	229.0428	ARHGAP28	173.8599
ARHGAP29	5206.8422	ARHGAP29	2491.4495
ARHGAP30	788.0626	ARHGAP30	594.0554
ARHGAP31	560.4756	ARHGAP31	1414.4951
ARHGAP32	1461.6038	ARHGAP32	1328.9902
ARHGAP33	328.0359	ARHGAP33	198.6971
removed	removed	ARHGAP36	55.7818
ARHGAP39	738.5661	ARHGAP39	328.1759
ARHGAP42	54.8344	ARHGAP42	186.4577
ARHGAP4	601.7227	ARHGAP4	642.9153
ARHGAP5	2070.6054	ARHGAP5	2373.3713
ARHGAP6	93.6552	ARHGAP6	119.7068
ARHGAP8	302.3268	ARHGAP8	381.3111
ARHGAP9	222.2492	ARHGAP9	174.2671
ARHGDIA	8448.3804	ARHGDIA	4711.3192
ARHGDIB	3168.7492	ARHGDIB	3845.2769
ARHGDIG	27.1746	removed	removed
ARHGEF10L	906.9514	ARHGEF10L	1230.0489
ARHGEF10	452.2625	ARHGEF10	940.5537
ARHGEF11	1371.3454	ARHGEF11	1378.6645
ARHGEF12	2833.4344	ARHGEF12	5189.3322
ARHGEF15	164.9885	ARHGEF15	728.4202
ARHGEF16	550.7704	ARHGEF16	431.5961
ARHGEF17	917.1418	ARHGEF17	2001.2215
ARHGEF18	1102.5112	ARHGEF18	1107.0847
ARHGEF19	1058.8378	ARHGEF19	741.0423
ARHGEF1	1574.6694	ARHGEF1	1644.1368
ARHGEF2	2142.4239	ARHGEF2	1543.9739
removed	removed	ARHGEF33	19.1368
ARHGEF35	236.807	ARHGEF35	1344.0554
ARHGEF37	123.7414	ARHGEF37	1482.899
ARHGEF38	10.6757	ARHGEF38	72.0684
ARHGEF3	1051.5589	ARHGEF3	1121.3355
ARHGEF4	27.6598	ARHGEF4	169.7883
ARHGEF5	149.9454	ARHGEF5	1063.9251
ARHGEF6	662.8655	ARHGEF6	1552.9316
ARHGEF7	1335.9214	ARHGEF7	1467.0195
ARHGEF9	263.4963	ARHGEF9	567.5896
ARID1A	4065.5101	ARID1A	3122.557
ARID1B	2477.7387	ARID1B	2531.3518
ARID2	1413.0778	ARID2	923.8599
ARID3A	121.3151	ARID3A	22.3941
ARID3B	239.2333	ARID3B	114.4137
ARID4A	679.3643	ARID4A	686.0749
ARID4B	1601.5237	ARID4B	1396.991
ARID5A	1652.7963	ARID5A	2319.6254
ARID5B	937.5227	ARID5B	5836.3192
ARIH1	1733.8348	ARIH1	1881.1075
ARIH2	1158.7529	ARIH2	1578.1759
ARL10	10.1905	ARL10	54.9674
ARL11	35.424	ARL11	52.9316
ARL13B	188.281	ARL13B	376.6287
ARL15	156.7391	ARL15	592.8339
ARL16	769.1374	ARL16	469.8697
ARL17A	66.2041	ARL17A	101.934
ARL1	1948.3198	ARL1	1945.4397
ARL2BP	803.1057	ARL2BP	1310.6678
ARL2	430.9111	ARL2	1040.3094
ARL3	699.7452	ARL3	642.9153
ARL4A	205.7503	ARL4A	661.645
ARL4C	800.1941	ARL4C	1912.4593
ARL4D	102.3899	ARL4D	180.7818
ARL5A	1039.9127	ARL5A	686.8893
ARL5B	355.6957	ARL5B	244.2997
ARL6IP1	10420.9632	ARL6IP1	3441.7752
ARL6IP4	1246.1482	ARL6IP4	1742.671
ARL6IP5	1644.5469	ARL6IP5	3567.9967
ARL6IP6	433.8226	ARL6IP6	271.5798
ARL6	76.1859	ARL6	78.9902
ARL8A	1157.8309	ARL8A	1077.7687
ARL8B	2581.5844	ARL8B	2084.2834
ARL9	15.5283	ARL9	20.3583
ARMC10	522.1594	ARMC10	638.693
ARMC1	1086.0124	ARMC1	639.2508
ARMC2	192.163	ARMC2	62.2964
ARMC3	68.4217	ARMC3	7.329
ARMC4	57.2607	ARMC4	17.101
ARMC5	301.8319	ARMC5	390.8795
ARMC6	1117.5203	ARMC6	609.8656
ARMC7	555.623	ARMC7	319.6254
ARMC8	823.9719	ARMC8	752.443
ARMC9	338.2264	ARMC9	390.8795
ARMCX1	509.5232	ARMCX1	921.0098
ARMCX2	645.3961	ARMCX2	1178.3388
ARMCX3	1677.0593	ARMCX3	1985.7492
ARMCX5	390.6345	ARMCX5	461.3192
ARMCX6	180.0315	ARMCX6	276.0586
ARNT2	2565.0855	ARNT2	307.0033
ARNTL2	38.3356	ARNTL2	77.3616
ARNTL	139.7549	ARNTL	274.8371
ARNT	823.4866	ARNT	1350.9772
ARPC1A	1602.1837	ARPC1A	1794.8412
ARPC1B	1842.6786	ARPC1B	2169.7353
ARPC2	4897.2461	ARPC2	3325.3257
ARPC3	3456.0233	ARPC3	2643.7296
ARPC4	3321.6693	ARPC4	2973.1922
ARPC5L	1276.7196	ARPC5L	609.9349
ARPC5	3785.0297	ARPC5	3223.9414
ARPM1	13.5873	ARPM1	31.759
ARPP19	3600.1456	ARPP19	3124.1857
ARPP21	5.8231	removed	removed
ARRB1	604.6342	ARRB1	1356.2704
ARRB2	901.6135	ARRB2	718.241
ARRDC1	338.2264	ARRDC1	790.7166
ARRDC2	1058.3525	ARRDC2	1678.7459
ARRDC3	2493.7523	ARRDC3	7189.3322
ARRDC4	318.816	ARRDC4	666.5309
ARRDC5	5.3379	removed	removed
ARSA	720.1262	ARSA	1145.3583
ARSB	518.7432	ARSB	287.8664
ARSD	1962.3923	ARSD	3060.6678
ARSE	13.102	ARSE	49.2671
ARSG	352.2989	ARSG	233.3062
ARSH	17.4694	removed	removed
ARSI	61.1428	ARSI	35.8306
ARSJ	41.2471	ARSJ	182.8176
ARSK	166.9295	ARSK	170.1954
ART4	5.3379	ART4	12.6221
removed	removed	ART5	24.8371
ARTN	28.1451	ARTN	17.101
ARV1	482.8339	ARV1	287.0521
ARVCF	562.4166	ARVCF	736.5635
removed	removed	ARX	15.4723
AR	716.7293	AR	473.9414
AS3MT	263.4963	AS3MT	208.8762
ASAH1	8314.9339	ASAH1	3030.9446
ASAH2B	6.7936	ASAH2B	8.1433
ASAH2	24.263	ASAH2	6.5147
ASAM	144.1223	ASAM	580.6189
ASAP1	1914.3516	ASAP1	1121.7427
ASAP2	1164.1393	ASAP2	679.9674
ASAP3	812.3256	ASAP3	1133.1433
removed	removed	ASB12	6.5147
ASB13	952.5658	ASB13	825.3257
removed	removed	ASB14	15.8795
ASB16	15.0431	ASB16	7.7524
ASB1	278.7238	ASB1	552.272
ASB2	39.7913	ASB2	70.4397
ASB3	395.9723	ASB3	392.5081
ASB6	1166.5559	ASB6	860.2687
ASB7	587.6501	ASB7	365.228
ASB8	541.5504	ASB8	680.3746
ASB9	11.161	ASB9	64.3322
ASCC1	505.6412	ASCC1	481.6775
ASCC2	1790.6102	ASCC2	1187.7036
ASCC3	1914.3516	ASCC3	1350.57
ASCL1	22.322	removed	removed
ASCL2	25.7188	ASCL2	19.1368
ASCL4	10.6757	removed	removed
ASF1A	834.6476	ASF1A	333.0619
ASF1B	1245.1777	ASF1B	96.0912
ASGR1	17.9546	ASGR1	12.215
removed	removed	ASGR2	8.5505
ASH1L	1817.7314	ASH1L	2817.3493
ASH2L	806.5025	ASH2L	1167.3453
ASL	443.5278	ASL	517.5081
ASMTL	248.9385	ASMTL	923.8396
ASNA1	1427.1503	ASNA1	1008.5505
ASNSD1	1099.5997	ASNSD1	1022.3941
ASNS	310.5665	ASNS	396.5798
removed	removed	ASPA	20.7655
ASPHD1	246.5122	ASPHD1	34.6091
ASPHD2	93.17	ASPHD2	44.7883
ASPH	6909.6882	ASPH	5955.452
ASPM	1877.9571	ASPM	63.1107
ASPN	815.7224	ASPN	548.4528
ASPRV1	78.7674	ASPRV1	90.4723
ASPSCR1	589.5912	ASPSCR1	366.0423
ASRGL1	585.7091	ASRGL1	163.2736
ASS1	2803.3483	ASS1	1938.5179
ASTE1	313.6576	ASTE1	219.5928
ASTL	9.7052	removed	removed
ASTN1	49.0113	ASTN1	71.2541
ASTN2	1051.0736	ASTN2	393.7296
ASXL1	2151.6438	ASXL1	1891.2866
ASXL2	586.1943	ASXL2	790.7166
ASXL3	574.0628	ASXL3	25.6515
ATAD1	728.3756	ATAD1	1093.241
ATAD2B	544.462	ATAD2B	446.6612
ATAD2	5113.1869	ATAD2	484.9349
ATAD3A	782.7247	ATAD3A	524.43
ATAD3B	328.0359	ATAD3B	278.0945
ATAD3C	51.9228	ATAD3C	104.2345
ATAD5	182.4578	ATAD5	72.0684
ATE1	144.1223	ATE1	322.4756
ATF1	493.9949	ATF1	459.2834
ATF2	626.4709	ATF2	557.8176
ATF3	667.2328	ATF3	4235.342
ATF4	7326.4588	ATF4	5709.6906
ATF5	1685.794	ATF5	635.9935
ATF6B	1241.7809	ATF6B	2250.8143
ATF6	1104.9375	ATF6	1771.1726
ATF7IP2	71.8185	ATF7IP2	107.0847
ATF7IP	1635.3269	ATF7IP	1158.7948
removed	removed	ATF7	2752.8217
ATG10	82.009	ATG10	107.899
ATG12	957.9037	ATG12	415.7166
ATG16L1	521.6547	ATG16L1	832.6547
ATG16L2	270.3967	ATG16L2	297.956
ATG2A	866.6748	ATG2A	892.5081
ATG2B	753.1239	ATG2B	1074.9186
ATG3	941.4048	ATG3	726.3844
ATG4A	341.1379	ATG4A	292.7524
ATG4B	1028.2664	ATG4B	929.5603
ATG4C	168.8706	ATG4C	215.798
ATG4D	512.1776	ATG4D	224.1083
ATG5	1315.0552	ATG5	867.671
ATG7	748.9846	ATG7	780.5334
ATG9A	1569.6373	ATG9A	1411.8404
ATG9B	69.2952	ATG9B	10.9772
ATHL1	706.0536	ATHL1	1447.0684
ATIC	1906.5874	ATIC	1268.7296
ATL1	552.7114	ATL1	651.4658
ATL2	515.8316	ATL2	1980.8632
ATL3	445.4689	ATL3	417.7524
ATMIN	1256.3387	ATMIN	1595.684
ATM	856.4843	ATM	1340.798
ATN1	4493.9949	ATN1	5717.0195
ATOH8	42.2176	ATOH8	617.671
ATOX1	814.7519	ATOX1	600.1629
ATP10A	189.7367	ATP10A	287.0521
removed	removed	ATP10B	13.8436
ATP10D	830.2802	ATP10D	764.658
ATP11A	604.6342	ATP11A	808.6319
ATP11B	1012.7381	ATP11B	1276.0586
ATP11C	636.1761	ATP11C	689.7394
ATP13A1	2020.6236	ATP13A1	1407.9805
ATP13A2	1326.7014	ATP13A2	977.1987
ATP13A3	2614.5821	ATP13A3	1443.4039
ATP13A4	192.163	ATP13A4	333.4691
ATP13A5	228.0723	ATP13A5	81.8404
ATP1A1	12632.265	ATP1A1	16142.4715
ATP1A2	9.2199	ATP1A2	192.5896
ATP1A3	1922.601	ATP1A3	10.9935
removed	removed	ATP1A4	18.3225
ATP1B1	3172.7429	ATP1B1	3876.8445
ATP1B2	13.102	ATP1B2	145.7655
ATP1B3	1148.6109	ATP1B3	1178.3388
ATP2A1	8.2494	removed	removed
ATP2A2	9171.4182	ATP2A2	6175.8958
ATP2A3	945.7722	ATP2A3	693.8111
ATP2B1	1051.0736	ATP2B1	2292.7524
ATP2B2	19.8957	ATP2B2	17.5081
ATP2B4	3185.7333	ATP2B4	4138.8436
ATP2C1	3823.671	ATP2C1	2830.0814
ATP2C2	8.2494	ATP2C2	193.4039
ATP5A1	13321.8488	ATP5A1	8208.0619
ATP5B	10303.045	ATP5B	8149.8371
ATP5C1	2649.0355	ATP5C1	2001.2215
ATP5D	958.3889	ATP5D	649.43
ATP5EP2	47.5555	ATP5EP2	29.316
ATP5E	3940.7983	ATP5E	3068.8111
ATP5F1	3418.6583	ATP5F1	2061.8893
ATP5G1	791.9447	ATP5G1	585.9121
ATP5G2	2966.881	ATP5G2	4325.3257
ATP5G3	2785.8789	ATP5G3	1889.658
ATP5H	2270.5326	ATP5H	1349.3485
ATP5I	1522.4214	ATP5I	846.3192
ATP5J2	791.4594	ATP5J2	1059.4463
ATP5J	1502.1376	ATP5J	1055.4723
ATP5L	1560.5969	ATP5L	2004.4788
ATP5O	2286.5462	ATP5O	1997.557
ATP5SL	921.9944	ATP5SL	712.9479
ATP5S	120.8298	ATP5S	125.8143
ATP6AP1L	39.7913	ATP6AP1L	57.4104
ATP6AP1	7996.6032	ATP6AP1	3219.0554
ATP6AP2	4246.0269	ATP6AP2	2868.4853
ATP6V0A1	1284.9691	ATP6V0A1	1344.4625
ATP6V0A2	338.2264	ATP6V0A2	471.0912
removed	removed	ATP6V0A4	58.6319
ATP6V0B	4193.1336	ATP6V0B	1390.8795
ATP6V0C	1988.1839	ATP6V0C	1839.4625
ATP6V0D1	1269.926	ATP6V0D1	1711.3192
ATP6V0D2	8.7347	ATP6V0D2	10.9935
ATP6V0E1	1864.3698	ATP6V0E1	2431.5961
ATP6V0E2	585.1947	ATP6V0E2	585.8998
ATP6V1A	1706.6602	ATP6V1A	1718.6482
ATP6V1B1	705.5684	ATP6V1B1	473.9414
ATP6V1B2	2290.4282	ATP6V1B2	1666.1238
ATP6V1C1	1845.4446	ATP6V1C1	1482.4919
ATP6V1C2	137.4451	ATP6V1C2	92.9805
ATP6V1D	784.6658	ATP6V1D	895.7655
ATP6V1E1	2198.7141	ATP6V1E1	1993.0782
ATP6V1E2	39.7913	ATP6V1E2	89.5765
ATP6V1F	1145.2044	ATP6V1F	1120.513
ATP6V1G1	2037.6077	ATP6V1G1	2000.8143
ATP6V1G2	28.1451	ATP6V1G2	18.4365
ATP6V1H	949.169	ATP6V1H	1165.7166
ATP7A	404.707	ATP7A	684.8534
ATP7B	1493.631	ATP7B	304.1531
ATP8A1	573.5776	ATP8A1	396.1726
ATP8A2	318.3307	ATP8A2	12.215
ATP8B1	3588.742	ATP8B1	1434.7598
ATP8B2	845.8086	ATP8B2	1066.7752
ATP8B3	18.9251	ATP8B3	22.8013
ATP8B4	40.7619	ATP8B4	103.013
ATP8B5P	26.2041	ATP8B5P	24.8371
ATP9A	2195.8025	ATP9A	2276.4658
ATP9B	363.4599	ATP9B	614.0065
ATPAF1	1597.3117	ATPAF1	882.3819
ATPAF2	185.8547	ATPAF2	304.9674
ATPBD4	68.4217	ATPBD4	137.215
ATPIF1	1807.5943	ATPIF1	889.658
ATRIP	343.1857	ATRIP	334.8005
ATRNL1	110.6393	ATRNL1	16.2866
ATRN	1726.0706	ATRN	2245.9283
ATRX	1670.7509	ATRX	2268.7296
ATR	726.4346	ATR	1018.7296
ATXN10	2643.2124	ATXN10	2188.9251
ATXN1L	685.6727	ATXN1L	1699.1816
ATXN1	781.7542	ATXN1	1011.4007
ATXN2L	1850.2972	ATXN2L	2097.3127
ATXN2	1186.9465	ATXN2	837.9479
ATXN3	616.7657	ATXN3	419.7883
ATXN7L1	137.3286	ATXN7L1	322.8827
ATXN7L2	250.8795	ATXN7L2	76.9544
ATXN7L3B	3061.5067	ATXN7L3B	3230.456
ATXN7L3	943.3459	ATXN7L3	1239.0065
ATXN7	479.4371	ATXN7	1003.2573
AUH	301.8319	AUH	289.0879
AUP1	3016.7027	AUP1	1732.6588
AURKAIP1	1217.5179	AURKAIP1	912.8664
AURKAPS1	25.7188	AURKAPS1	6.5147
AURKA	1741.1137	AURKA	70.8469
AURKB	448.3804	AURKB	44.3811
AURKC	24.263	AURKC	26.4658
AUTS2	2584.0107	AUTS2	2368.4853
AVEN	164.018	AVEN	203.5831
AVIL	146.0633	AVIL	47.2313
AVL9	358.122	AVL9	312.2964
AVPI1	66.4807	AVPI1	150.6515
AVPR1A	28.1451	AVPR1A	117.2638
removed	removed	AVPR2	111.1564
AXIN1	637.6319	AXIN1	787.4593
AXIN2	165.0079	AXIN2	263.4365
AXL	1049.6179	AXL	1871.3355
AZGP1	5768.7735	AZGP1	29361.9707
AZI1	968.5794	AZI1	390.4723
AZI2	1101.5407	AZI2	935.6678
AZIN1	8053.3786	AZIN1	4361.1564
removed	removed	AZU1	13.0293
B2M	69810.5059	B2M	61032.9805
B3GALNT1	582.3123	B3GALNT1	546.0098
B3GALNT2	935.0867	B3GALNT2	505.3176
removed	removed	B3GALT1	24.0228
removed	removed	B3GALT2	17.101
B3GALT4	112.0951	B3GALT4	186.0749
B3GALT5	36.8798	B3GALT5	87.5407
B3GALT6	553.1967	B3GALT6	528.9088
B3GALTL	391.605	B3GALTL	269.544
B3GAT1	502.2443	B3GAT1	49.6743
B3GAT2	6.0172	B3GAT2	12.4593
B3GAT3	580.8565	B3GAT3	673.8599
B3GNT1	674.5117	B3GNT1	480.8632
B3GNT2	609.0016	B3GNT2	1138.0293
B3GNT3	10.1905	B3GNT3	307.0033
B3GNT5	249.909	B3GNT5	288.2736
B3GNT7	47.0702	B3GNT7	78.1759
B3GNT8	47.5555	B3GNT8	66.7752
B3GNT9	318.4083	B3GNT9	310.5171
B3GNTL1	70.6151	B3GNTL1	58.0782
B4GALNT1	487.3857	B4GALNT1	38.8274
B4GALNT3	380.9293	B4GALNT3	157.1661
B4GALNT4	458.5709	B4GALNT4	296.0098
B4GALT1	4401.3102	B4GALT1	7574.5114
B4GALT2	1529.055	B4GALT2	817.9967
B4GALT3	1096.2028	B4GALT3	838.7622
B4GALT4	484.775	B4GALT4	364.8208
B4GALT5	2154.0701	B4GALT5	2192.1824
B4GALT6	147.5191	B4GALT6	76.5472
B4GALT7	374.1356	B4GALT7	471.4984
B9D1	128.1087	B9D1	143.9536
B9D2	151.4012	B9D2	104.2345
BAALC	393.546	BAALC	100.1629
BACE1	1103.4817	BACE1	1261.4007
BACE2	1748.8778	BACE2	1660.8306
BACH1	709.9357	BACH1	1108.3062
BACH2	107.7278	BACH2	193.4039
BAD	734.8538	BAD	638.5301
BAG1	1461.7494	BAG1	1225.4072
BAG2	98.9931	BAG2	114.8208
BAG3	705.5684	BAG3	1218.241
BAG4	143.1518	BAG4	179.5603
BAG5	1883.2949	BAG5	1536.645
BAGE2	23.0693	removed	removed
BAHCC1	85.4058	BAHCC1	726.7915
BAHD1	532.8157	BAHD1	796.4169
BAI1	5.8231	BAI1	89.9837
BAI2	1117.069	BAI2	216.6124
removed	removed	BAI3	12.6221
BAIAP2L1	594.929	BAIAP2L1	653.0945
BAIAP2L2	62.1133	BAIAP2L2	8.5505
BAIAP2	790.0036	BAIAP2	1373.3713
BAIAP3	10.6903	BAIAP3	193.7826
BAK1	249.909	BAK1	299.2671
BAMBI	1824.5784	BAMBI	532.9805
BANF1	3254.6403	BANF1	1807.4104
BANK1	48.0408	BANK1	22.8013
BANP	215.4555	BANP	289.4951
BAP1	1253.4272	BAP1	1665.3094
BARD1	358.122	BARD1	135.5863
BARX2	1635.3269	BARX2	1023.6156
BASP1	675.4822	BASP1	291.1238
BAT1	4862.3074	BAT1	5752.329
BAT2L1	7903.2246	BAT2L1	6573.298
BAT2L2	5158.3161	BAT2L2	4798.8599
BAT2	5143.2731	BAT2	6815.5537
BAT3	2887.7448	BAT3	4129.4788
BAT4	293.0972	BAT4	330.2117
BAT5	653.6455	BAT5	1053.7459
BATF2	298.435	BATF2	288.6808
BATF3	36.3945	BATF3	47.2313
BATF	243.1154	BATF	385.1792
BAX	553.1967	BAX	532.5733
BAZ1A	1433.944	BAZ1A	1167.7524
BAZ1B	3546.767	BAZ1B	2180.3746
BAZ2A	2584.7871	BAZ2A	2723.2777
BAZ2B	877.2437	BAZ2B	1037.9031
BBC3	186.8252	BBC3	104.6417
BBOX1	57.2607	BBOX1	1547.6384
BBS10	222.2492	BBS10	682.8176
BBS12	71.8185	BBS12	188.9251
BBS1	950.6248	BBS1	1165.2769
BBS2	357.6368	BBS2	1207.2476
BBS4	540.0946	BBS4	458.8762
BBS5	236.9477	BBS5	267.0765
BBS7	206.2356	BBS7	298.0456
BBS9	339.6822	BBS9	361.5635
BBX	1499.9393	BBX	2169.3811
BCAM	5485.8668	BCAM	8486.9707
removed	removed	BCAN	28.9088
BCAP29	518.7432	BCAP29	962.9479
BCAP31	6823.244	BCAP31	3904.7231
BCAR1	626.4709	BCAR1	1541.1238
BCAR3	718.6704	BCAR3	752.8461
BCAS1	20.8662	BCAS1	66.7752
BCAS2	1181.6572	BCAS2	690.4967
BCAS3	282.4214	BCAS3	607.4919
BCAS4	456.6299	BCAS4	630.7003
BCAT1	254.2764	BCAT1	226.7915
BCAT2	341.1379	BCAT2	520.7655
BCCIP	868.8972	BCCIP	911.2541
BCDIN3D	222.9528	BCDIN3D	162.7402
removed	removed	BCHE	72.8827
