gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
ANO2	15.5155	ANO2	117.8481
ANO3	34.034	ANO3	536.9869
ANO4	7.5075	ANO4	12.9707
ANO5	76.5766	ANO5	247.1844
ANO6	2189.6897	ANO6	15196.8396
ANO7	21.021	ANO7	6.6706
ANO8	67.5676	ANO8	227.9137
ANO9	120.1201	ANO9	8.5236
ANP32A	2666.1662	ANP32A	2416.9968
ANP32B	3369.3694	ANP32B	3153.7324
ANP32E	2268.2683	ANP32E	876.4485
ANPEP	56.5566	ANPEP	431.3683
ANTXR1	3073.0731	ANTXR1	2002.3051
ANTXR2	1183.1832	ANTXR2	5980.2327
ANUBL1	72.0721	ANUBL1	167.8779
ANXA11	1633.1331	ANXA11	5404.7043
ANXA13	5.005	removed	removed
ANXA1	5150.6507	ANXA1	30024.9408
ANXA2P1	40.5405	ANXA2P1	149.7189
ANXA2P2	2698.6987	ANXA2P2	10282.4277
removed	removed	ANXA2P3	7.0412
ANXA2	10233.2332	ANXA2	30122.0357
ANXA3	1205.7057	ANXA3	934.6314
ANXA4	1812.3123	ANXA4	1030.9851
ANXA5	17695.1952	ANXA5	17207.6683
ANXA6	1093.0931	ANXA6	18222.3474
ANXA7	1748.7487	ANXA7	3437.6054
ANXA8L2	69.5696	removed	removed
ANXA8	347.8478	ANXA8	8.531
ANXA9	32.5325	ANXA9	36.6885
AOAH	22.022	AOAH	15.9354
removed	removed	AOC2	219.3901
AOC3	422.4224	AOC3	43679.7498
AOX1	21.021	AOX1	1192.563
AP1AR	652.6527	AP1AR	364.2913
AP1B1	2620.1201	AP1B1	1825.1624
AP1G1	4037.037	AP1G1	2276.1721
AP1G2	390.8809	AP1G2	128.2987
AP1M1	574.0741	AP1M1	1490.5184
AP1M2	1395.3954	AP1M2	27.7944
AP1S1	1362.8629	AP1S1	359.4736
AP1S2	313.8138	AP1S2	516.9749
AP1S3	79.0791	AP1S3	12.9707
AP2A1	714.2543	AP2A1	1867.3135
AP2A2	1359.3594	AP2A2	1607.2547
AP2B1	1961.4615	AP2B1	4991.1243
AP2M1	5202.2022	AP2M1	4962.9594
AP2S1	1592.0921	AP2S1	822.7128
AP3B1	1397.3974	AP3B1	1642.4609
AP3B2	45.5455	AP3B2	6.3001
AP3D1	2003.003	AP3D1	2699.0168
AP3M1	69.5696	AP3M1	2140.1651
AP3M2	706.7067	AP3M2	378.7444
AP3S1	991.4915	AP3S1	1228.1397
AP3S2	1792.2923	AP3S2	2523.8642
AP4B1	346.1311	AP4B1	361.6379
AP4E1	230.2302	AP4E1	431.3683
AP4M1	577.4525	AP4M1	234.8363
AP4S1	32.5325	AP4S1	75.6006
APAF1	1058.5586	APAF1	496.963
APBA1	2733.2332	APBA1	235.3255
APBA2	317.3173	APBA2	24.8296
APBA3	81.5816	APBA3	110.0656
APBB1IP	58.0581	APBB1IP	1838.1331
APBB1	269.2693	APBB1	544.0281
APBB2	579.0791	APBB2	4789.8932
APBB3	106.6066	APBB3	168.6191
APCDD1L	34.5345	APCDD1L	38.1709
APCDD1	1542.5425	APCDD1	2780.9175
APC	586.0861	APC	1533.8776
APEH	844.8448	APEH	1185.1511
APEX1	1981.4815	APEX1	2322.1254
APEX2	383.3834	APEX2	241.255
APH1A	7373.8739	APH1A	2457.0207
APH1B	465.4655	APH1B	428.4036
API5	3829.8298	API5	2320.6431
APIP	219.4094	APIP	984.2906
APITD1	340.4004	APITD1	99.1591
APLF	239.2392	APLF	115.2539
APLNR	397.8979	APLNR	1158.4686
APLN	17.017	APLN	41.8768
APLP1	108.1081	APLP1	19.2708
APLP2	6914.4144	APLP2	12495.2286
APOA1BP	1724.2242	APOA1BP	891.6428
APOB48R	32.5325	APOB48R	18.9002
removed	removed	APOBEC3A	13.1041
APOBEC3B	173.6436	removed	removed
APOBEC3C	31.031	APOBEC3C	128.9658
APOBEC3D	18.018	APOBEC3D	36.318
APOBEC3F	205.7057	APOBEC3F	51.5122
APOBEC3G	31.5315	APOBEC3G	72.2653
removed	removed	APOB	1099.9151
APOC1	316.8168	APOC1	139.3423
APOC2	52.0521	removed	removed
APOD	1215.2152	APOD	16848.1947
APOE	369.3694	APOE	4511.2085
APOL1	248.2482	APOL1	984.6612
APOL2	645.6456	APOL2	530.6868
APOL3	122.6226	APOL3	1440.4886
APOL4	117.6176	APOL4	410.2446
APOL6	2226.7267	APOL6	10730.8432
APOLD1	604.6046	APOLD1	7183.1722
APOM	217.2172	APOM	54.8475
removed	removed	APOOL	388.3797
APOO	545.045	APOO	209.3841
APPBP2	636.6366	APPBP2	2143.871
APPL1	1544.044	APPL1	1662.8434
APPL2	1006.5065	APPL2	1300.0345
APP	181534.5345	APP	12984.4092
APRT	2664.1642	APRT	681.1469
APTX	1097.5976	APTX	479.9158
AQP11	92.5926	AQP11	46.3239
AQP1	2363.3634	AQP1	7300.6496
AQP3	208.7087	AQP3	79.6771
AQP4	56.0561	removed	removed
AQP5	2339.3393	AQP5	42.2474
AQP6	25.025	AQP6	7.0412
AQP7P1	6.5065	AQP7P1	909.8018
removed	removed	AQP7P3	234.9549
removed	removed	AQP7	6773.6687
removed	removed	AQP9	11.4883
removed	removed	AQPEP	1742.817
AQR	1465.966	AQR	1103.621
ARAF	630.6306	ARAF	1331.1641
ARAP1	980.4054	ARAP1	2557.0507
ARAP2	191.6917	ARAP2	90.0537
ARAP3	112.1121	ARAP3	792.3243
ARCN1	8190.6907	ARCN1	5593.7059
removed	removed	ARC	22.2355
AREG	564.5646	AREG	112.2892
ARF1	22283.2833	ARF1	6852.2341
ARF3	7107.6076	ARF3	2909.8833
ARF4	15549.049	ARF4	4153.9585
ARF5	5366.7768	ARF5	1229.2515
ARF6	2438.9389	ARF6	1925.9633
ARFGAP1	1197.1972	ARFGAP1	625.1876
ARFGAP2	1857.3574	ARFGAP2	2026.3935
ARFGAP3	2520.02	ARFGAP3	913.5077
ARFGEF1	1646.8418	ARFGEF1	1692.8613
ARFGEF2	2615.6156	ARFGEF2	2109.7766
ARFIP1	2086.0861	ARFIP1	945.7491
ARFIP2	1248.7487	ARFIP2	620.7405
ARFRP1	212.7127	ARFRP1	474.3569
ARG2	174.1191	ARG2	611.6462
ARGLU1	2123.1231	ARGLU1	1423.4414
ARHGAP10	464.4645	ARHGAP10	993.1848
ARHGAP11A	320.3203	ARHGAP11A	68.1888
ARHGAP11B	9.3694	ARHGAP11B	6.6966
ARHGAP12	990.991	ARHGAP12	1179.5923
ARHGAP15	20.5205	ARHGAP15	46.6945
ARHGAP17	982.4825	ARHGAP17	1714.7262
ARHGAP18	1282.2823	ARHGAP18	919.0666
ARHGAP19	116.1161	ARHGAP19	317.5968
ARHGAP1	3096.0961	ARHGAP1	3565.0888
ARHGAP20	11.5115	ARHGAP20	1049.8853
ARHGAP21	2983.4835	ARHGAP21	4991.4949
ARHGAP22	21.021	ARHGAP22	15.1942
ARHGAP23	222.7227	ARHGAP23	718.5766
ARHGAP24	384.8849	ARHGAP24	846.8012
ARHGAP25	131.6316	ARHGAP25	321.6733
ARHGAP26	167.1672	ARHGAP26	595.5403
ARHGAP27	317.3173	ARHGAP27	226.4313
ARHGAP28	111.1111	ARHGAP28	550.3282
ARHGAP29	371.3714	ARHGAP29	3438.3466
ARHGAP30	157.1572	ARHGAP30	164.5426
removed	removed	ARHGAP31	3419.0758
ARHGAP32	2260.7608	ARHGAP32	1158.8392
ARHGAP33	113.6136	ARHGAP33	55.2181
ARHGAP39	145.1451	ARHGAP39	42.2474
ARHGAP42	106.972	ARHGAP42	655.1907
ARHGAP4	72.5726	ARHGAP4	116.7363
ARHGAP5	1544.5445	ARHGAP5	2558.9333
ARHGAP6	47.5475	ARHGAP6	219.0195
ARHGAP8	649.4444	ARHGAP8	14.4531
ARHGAP9	20.02	ARHGAP9	25.2002
ARHGDIA	1822.8228	ARHGDIA	3790.7789
ARHGDIB	6412.4124	ARHGDIB	1496.0773
removed	removed	ARHGDIG	43.9114
ARHGEF10L	662.6627	ARHGEF10L	573.3048
ARHGEF10	1427.4274	ARHGEF10	1104.3622
ARHGEF11	2054.5546	ARHGEF11	1493.1126
ARHGEF12	2144.1441	ARHGEF12	4665.7451
ARHGEF15	128.6286	ARHGEF15	1525.7246
ARHGEF16	142.1421	ARHGEF16	186.4075
ARHGEF17	542.042	ARHGEF17	1512.0127
ARHGEF18	385.3854	ARHGEF18	531.7986
ARHGEF19	314.8148	ARHGEF19	48.9181
ARHGEF1	639.1391	ARHGEF1	804.9244
ARHGEF2	2802.8028	ARHGEF2	3921.9683
ARHGEF33	31.5315	ARHGEF33	7.7824
ARHGEF35	1004.5045	ARHGEF35	291.6554
ARHGEF37	992.4925	ARHGEF37	508.4513
ARHGEF38	23.023	removed	removed
ARHGEF3	1181.1812	ARHGEF3	645.1995
ARHGEF4	55.0551	ARHGEF4	537.3575
ARHGEF5	759.7598	ARHGEF5	252.3727
ARHGEF6	5576.0761	ARHGEF6	8724.8322
ARHGEF7	2071.0711	ARHGEF7	3303.4513
ARHGEF9	3927.4274	ARHGEF9	683.3705
ARID1A	2136.6366	ARID1A	1914.1043
ARID1B	1892.3924	ARID1B	2580.4276
ARID2	1061.0611	ARID2	983.92
ARID3A	18.5185	ARID3A	88.9419
ARID3B	48.5485	ARID3B	75.9712
ARID4A	364.8649	ARID4A	1344.5054
ARID4B	2538.5385	ARID4B	1221.0096
ARID5A	3637.6376	ARID5A	788.2478
ARID5B	1058.0581	ARID5B	6851.4929
ARIH1	3000	ARIH1	2513.3506
ARIH2	1218.6637	ARIH2	1970.7789
ARL10	5.5055	ARL10	38.5415
ARL11	114.1141	ARL11	6.3001
ARL13B	303.8038	ARL13B	242.7373
ARL15	170.1702	ARL15	329.0851
ARL16	278.7788	ARL16	464.351
ARL17A	35.0851	ARL17A	108.3164
ARL1	7197.1972	ARL1	2505.1975
ARL2BP	1792.2923	ARL2BP	2094.9529
ARL2	433.4334	ARL2	1423.0708
ARL3	303.8038	ARL3	401.721
ARL4A	2059.5596	ARL4A	568.1165
ARL4C	2016.016	ARL4C	173.8073
ARL4D	40.5405	ARL4D	121.9246
ARL5A	1107.1071	ARL5A	1076.9385
ARL5B	245.2452	ARL5B	544.7693
ARL6IP1	9397.8979	ARL6IP1	5504.764
ARL6IP4	594.0941	ARL6IP4	1640.2373
ARL6IP5	4596.0961	ARL6IP5	6067.6922
ARL6IP6	220.2202	ARL6IP6	223.096
ARL6	137.6376	ARL6	84.4948
ARL8A	2039.5395	ARL8A	1141.0508
ARL8B	3864.8649	ARL8B	2537.439
ARL9	88.0881	removed	removed
ARMC10	2511.4364	ARMC10	738.4811
ARMC1	848.8488	ARMC1	979.8435
ARMC2	44.5445	ARMC2	47.8063
ARMC3	17.017	removed	removed
ARMC5	136.1361	ARMC5	152.6836
ARMC6	254.7548	ARMC6	336.8527
ARMC7	86.0861	ARMC7	154.166
ARMC8	722.2222	ARMC8	1088.4268
ARMC9	176.6767	ARMC9	64.4829
ARMCX1	1334.3343	ARMCX1	835.6835
ARMCX2	1902.9029	ARMCX2	476.2099
ARMCX3	3579.5796	ARMCX3	2397.3555
ARMCX5	546.046	ARMCX5	262.7493
ARMCX6	542.042	ARMCX6	180.8486
ARNT2	1313.3133	ARNT2	74.4889
removed	removed	ARNTL2	186.778
ARNTL	143.6436	ARNTL	162.319
ARNT	1735.2352	ARNT	2570.7922
ARPC1A	4726.7267	ARPC1A	2573.0158
ARPC1B	2463.4635	ARPC1B	850.1366
ARPC2	3687.6877	ARPC2	4054.64
ARPC3	9370.8709	ARPC3	2280.6192
ARPC4	3553.1982	ARPC4	2418.9683
ARPC5L	705.2052	ARPC5L	484.3629
ARPC5	8201.7017	ARPC5	1714.3556
ARPM1	95.0951	ARPM1	143.7894
ARPP19	3746.7467	ARPP19	4709.4749
ARRB1	160.1602	ARRB1	1729.5498
ARRB2	234.2342	ARRB2	249.0374
ARRDC1	493.4935	ARRDC1	141.1953
ARRDC2	219.2192	ARRDC2	268.6787
ARRDC3	2748.2482	ARRDC3	2183.8948
ARRDC4	622.6226	ARRDC4	1284.4696
ARSA	932.9329	ARSA	502.8925
ARSB	385.8859	ARSB	310.5556
ARSD	2333.3333	ARSD	657.4291
ARSE	193.6937	removed	removed
ARSF	20.02	removed	removed
removed	removed	ARSG	120.4422
ARSH	10.01	removed	removed
ARSI	5.5055	ARSI	5.1883
ARSJ	491.992	ARSJ	41.8768
ARSK	102.1021	ARSK	171.2132
ART3	867.8679	ART3	13.3413
removed	removed	ART4	11.1177
removed	removed	ART5	8.5236
ARV1	2878.3784	ARV1	370.5914
ARVCF	116.1161	ARVCF	89.3125
AR	33.033	AR	782.3183
AS3MT	78.5786	AS3MT	161.5778
ASAH1	4092.0921	ASAH1	9947.7837
ASAH2B	8.008	ASAH2B	5.5589
ASAM	72.5726	ASAM	5248.6853
ASAP1	536.5365	ASAP1	1683.5965
ASAP2	620.1201	ASAP2	1531.2835
ASAP3	887.3874	ASAP3	647.4231
ASB12	11.4915	removed	removed
ASB13	349.8498	ASB13	267.9375
ASB14	12.5125	ASB14	9.2648
removed	removed	ASB16	5.9554
ASB1	180.6356	ASB1	765.0266
ASB2	8.5085	ASB2	22.2355
ASB3	411.9119	ASB3	327.2322
ASB4	11.011	removed	removed
ASB6	845.1752	ASB6	390.3772
ASB7	590.0901	ASB7	479.1746
ASB8	931.4314	ASB8	1124.7448
ASB9	31.5315	ASB9	78.1948
ASCC1	342.8428	ASCC1	577.7519
ASCC2	1294.7948	ASCC2	1828.1271
ASCC3	1175.6757	ASCC3	776.3889
ASCL2	17.017	removed	removed
ASF1A	1384.3844	ASF1A	490.663
ASF1B	273.2733	ASF1B	14.0825
removed	removed	ASGR1	5.9295
removed	removed	ASGR2	5.9295
ASH1L	2616.6066	ASH1L	3318.6048
ASH2L	1298.2983	ASH2L	1626.896
ASL	178.1782	ASL	272.0141
ASMTL	207.2072	ASMTL	470.2804
ASNA1	911.9119	ASNA1	962.0552
ASNSD1	2477.4775	ASNSD1	1311.8934
ASNS	1123.1231	ASNS	205.6782
removed	removed	ASPA	373.5561
removed	removed	ASPG	44.1004
ASPHD1	64.0641	removed	removed
ASPHD2	27.027	ASPHD2	25.9414
ASPH	9402.6476	ASPH	35820.2595
removed	removed	ASPM	17.0472
ASPN	324.3243	ASPN	575.1578
ASPRV1	44.1892	ASPRV1	86.2366
ASPSCR1	108.1081	ASPSCR1	199.7487
ASRGL1	343.8438	ASRGL1	62.2593
ASS1	3378.3784	ASS1	7840.9718
ASTE1	184.4344	ASTE1	198.4591
ASTN1	6.006	ASTN1	9.6354
ASTN2	882.3824	ASTN2	87.089
removed	removed	ASXL1	2191.3067
ASXL2	322.3223	ASXL2	1254.8223
removed	removed	ASXL3	34.465
ATAD1	761.7618	ATAD1	1242.2222
ATAD2B	505.005	ATAD2B	299.0672
ATAD2	495.4955	ATAD2	394.6798
ATAD3A	261.7618	ATAD3A	306.8496
ATAD3B	118.6186	ATAD3B	92.6478
ATAD3C	91.5916	ATAD3C	36.318
ATAD5	69.0691	ATAD5	28.9061
ATE1	71.5716	ATE1	528.0927
ATF1	396.8969	ATF1	378.7444
ATF2	458.959	ATF2	905.7253
ATF3	3220.7207	ATF3	5464.3695
ATF4	11221.2212	ATF4	7107.201
ATF5	1089.5896	ATF5	1332.2759
ATF6B	2615.1151	ATF6B	1198.863
ATF6	2154.6547	ATF6	1443.8239
ATF7IP2	14.014	ATF7IP2	110.8068
ATF7IP	840.8408	ATF7IP	1557.2249
ATF7	4244.6747	ATF7	3483.24
ATG10	178.6787	ATG10	159.3543
ATG12	488.4885	ATG12	861.6249
ATG16L1	1002.5025	ATG16L1	506.2278
ATG16L2	46.5265	ATG16L2	106.5191
ATG2A	140.1401	ATG2A	605.5463
ATG2B	597.0971	ATG2B	1439.0062
ATG3	964.4645	ATG3	826.4187
ATG4A	327.3273	ATG4A	402.0916
ATG4B	758.2583	ATG4B	571.0813
ATG4C	141.6416	ATG4C	300.5496
ATG4D	253.5736	ATG4D	215.5804
ATG5	1835.8358	ATG5	891.2722
ATG7	720.4004	ATG7	557.1433
ATG9A	1711.7968	ATG9A	2030.4218
ATG9B	21.5165	removed	removed
ATHL1	62.5626	ATHL1	136.7482
ATIC	2914.4144	ATIC	1469.3947
ATL1	586.5866	ATL1	167.8779
ATL2	3251.7518	ATL2	1196.2689
ATL3	234.2342	ATL3	1051.3677
ATMIN	7556.0561	ATMIN	2515.5741
ATM	809.8098	ATM	1217.7632
ATN1	6082.0821	ATN1	6020.6271
removed	removed	ATOH8	413.9505
ATOX1	1727.2272	ATOX1	626.67
ATP10A	111.1111	ATP10A	477.6923
ATP10B	52.5526	removed	removed
ATP10D	521.5215	ATP10D	438.7802
ATP11A	741.7417	ATP11A	699.6765
ATP11B	1412.4124	ATP11B	2154.2475
ATP11C	476.4765	ATP11C	849.766
ATP13A1	2003.003	ATP13A1	579.9755
ATP13A2	1290.2903	ATP13A2	441.7449
ATP13A3	1742.2422	ATP13A3	3913.4447
ATP13A4	380.3804	ATP13A4	10.006
ATP13A5	36.036	removed	removed
ATP1A1	491052.6727	ATP1A1	15348.7598
ATP1A2	8.008	ATP1A2	1768.8325
ATP1A4	8.5085	removed	removed
ATP1B1	7711.4815	ATP1B1	318.59
ATP1B2	81.0811	ATP1B2	151.2013
ATP1B3	2182.6827	ATP1B3	2182.7831
ATP2A1	9.009	removed	removed
ATP2A2	5863.8639	ATP2A2	5684.8713
ATP2A3	706.7067	ATP2A3	473.2452
ATP2B1	1276.7768	ATP2B1	830.8658
removed	removed	ATP2B2	10.3766
ATP2B4	1396.3964	ATP2B4	19297.8035
ATP2C1	5639.8899	ATP2C1	3759.086
ATP2C2	154.1542	removed	removed
ATP5A1	14868.3684	ATP5A1	15383.247
ATP5B	9991.4915	ATP5B	22572.7193
ATP5C1	6344.8448	ATP5C1	3807.085
ATP5D	274.2743	ATP5D	528.4633
ATP5EP2	114.1141	ATP5EP2	45.5827
ATP5E	12245.2452	ATP5E	4770.2519
ATP5F1	2346.3463	ATP5F1	3311.6043
ATP5G1	1069.5696	ATP5G1	483.2511
ATP5G2	11654.1542	ATP5G2	2890.242
ATP5G3	4850.3504	ATP5G3	4985.9361
ATP5H	1779.2793	ATP5H	2772.7645
ATP5I	1413.2733	ATP5I	1352.1026
ATP5J2	6043.5435	ATP5J2	1096.9504
ATP5J	4208.8689	ATP5J	2626.0511
ATP5L	7694.6947	ATP5L	3649.9542
ATP5O	7193.6937	ATP5O	4133.9465
ATP5SL	737.7377	ATP5SL	569.9695
ATP5S	95.5956	ATP5S	211.9783
ATP6AP1L	32.032	ATP6AP1L	58.924
ATP6AP1	8093.0931	ATP6AP1	1616.8901
ATP6AP2	5354.8549	ATP6AP2	3171.8914
ATP6V0A1	617.1171	ATP6V0A1	1431.965
ATP6V0A2	600.1001	ATP6V0A2	436.9272
ATP6V0A4	228.6987	removed	removed
ATP6V0B	1573.0731	ATP6V0B	701.1588
ATP6V0C	3123.6236	ATP6V0C	1647.0266
ATP6V0D1	997.998	ATP6V0D1	1419.3649
ATP6V0E1	3339.3393	ATP6V0E1	3354.2223
ATP6V0E2	1176.1762	ATP6V0E2	1255.8489
ATP6V1A	3486.987	ATP6V1A	1802.5563
ATP6V1B1	1066.5666	ATP6V1B1	37.0591
ATP6V1B2	2973.4735	ATP6V1B2	2054.1879
ATP6V1C1	1175.6757	ATP6V1C1	1874.4511
ATP6V1C2	142.4324	ATP6V1C2	105.6889
ATP6V1D	1210.2102	ATP6V1D	1852.2156
ATP6V1E1	3131.1311	ATP6V1E1	3354.9635
ATP6V1E2	159.6597	ATP6V1E2	76.7124
ATP6V1F	3874.8749	ATP6V1F	1257.4128
ATP6V1G1	4874.8749	ATP6V1G1	1018.385
ATP6V1G2	6.5065	ATP6V1G2	35.9474
ATP6V1H	1322.3223	ATP6V1H	1053.9618
ATP7A	531.031	ATP7A	531.7986
ATP7B	30.03	ATP7B	293.8789
ATP8A1	144.1441	ATP8A1	370.2208
ATP8A2	11.5115	ATP8A2	13.7119
ATP8B1	1406.1512	ATP8B1	423.5859
ATP8B2	99.0991	ATP8B2	747.4828
ATP8B3	7.007	ATP8B3	14.4531
ATP8B4	45.5455	ATP8B4	832.7188
ATP8B5P	412.9129	ATP8B5P	34.8356
ATP9A	2346.8468	ATP9A	10092.3143
ATP9B	1098.5986	ATP9B	493.9983
ATPAF1	682.1822	ATPAF1	2931.3035
ATPAF2	93.0931	ATPAF2	223.0367
ATPBD4	177.1772	ATPBD4	128.5952
ATPIF1	1245.2452	ATPIF1	536.6163
ATRIP	181.3664	ATRIP	221.621
removed	removed	ATRNL1	6.3001
ATRN	1846.8468	ATRN	1841.839
ATRX	1710.7107	ATRX	3315.6808
ATR	619.1191	ATR	894.9781
ATXN10	3830.8308	ATXN10	1742.1499
ATXN1L	1415.4154	ATXN1L	2676.2551
ATXN1	660.1602	ATXN1	1036.1734
ATXN2L	2298.7988	ATXN2L	1897.0571
ATXN2	1152.6527	ATXN2	1300.7756
ATXN3	396.8969	ATXN3	568.4871
ATXN7L1	679.6797	ATXN7L1	306.8496
ATXN7L2	58.0581	ATXN7L2	33.7238
ATXN7L3B	6480.981	ATXN7L3B	2522.2447
ATXN7L3	628.1281	ATXN7L3	775.6477
ATXN7	1067.0671	ATXN7	712.2766
AUH	175.6757	AUH	453.9744
AUP1	2557.5175	AUP1	1588.588
AURKAIP1	485.4855	AURKAIP1	897.5723
AURKAPS1	26.026	AURKAPS1	7.4118
AURKA	306.3063	AURKA	49.2886
AURKB	84.0841	removed	removed
removed	removed	AURKC	8.153
AUTS2	2102.6026	AUTS2	713.0178
AVEN	391.8919	AVEN	267.567
AVIL	10.5105	AVIL	37.8003
AVL9	202.2022	AVL9	413.2094
AVPI1	161.6617	AVPI1	1453.4593
AVPR1A	17.5175	AVPR1A	497.3336
AVPR2	6.006	AVPR2	133.7835
AXIN1	363.3634	AXIN1	364.6619
AXIN2	61.0611	AXIN2	288.498
AXL	281.2813	AXL	2047.5172
AZGP1	3927.4274	AZGP1	4362.972
AZI1	26.5265	AZI1	100.8008
AZI2	1720.2202	AZI2	2452.9442
AZIN1	3214.7147	AZIN1	4320.354
B2M	49583.5836	B2M	32852.1822
B3GALNT1	821.8218	B3GALNT1	176.7721
B3GALNT2	1028.0881	B3GALNT2	472.4447
removed	removed	B3GALT1	6.6706
B3GALT2	13.013	B3GALT2	9.2648
B3GALT4	225.2252	B3GALT4	165.6543
B3GALT5	8.008	removed	removed
B3GALT6	527.5275	B3GALT6	219.7607
B3GALTL	439.4394	B3GALTL	241.255
B3GAT1	45.5455	removed	removed
B3GAT2	16.3263	B3GAT2	17.4993
B3GAT3	187.1872	B3GAT3	263.4905
B3GNT1	253.2533	B3GNT1	718.206
B3GNT2	981.982	B3GNT2	452.492
B3GNT3	1767.7678	B3GNT3	36.6885
B3GNT5	1611.1111	B3GNT5	860.5131
B3GNT7	268.7688	B3GNT7	25.5708
B3GNT8	22.022	B3GNT8	24.0884
B3GNT9	654.6396	B3GNT9	210.2068
B3GNTL1	23.7538	B3GNTL1	31.6967
B4GALNT1	40.03	B4GALNT1	20.8013
B4GALNT2	107.1071	removed	removed
B4GALNT3	141.1411	B4GALNT3	8.5236
B4GALNT4	181.6817	B4GALNT4	8.153
B4GALT1	4364.3644	B4GALT1	2107.1824
B4GALT2	794.7948	B4GALT2	941.302
B4GALT3	2294.7948	B4GALT3	604.0639
B4GALT4	473.974	B4GALT4	397.2739
B4GALT5	1451.952	B4GALT5	1817.38
B4GALT6	187.1872	B4GALT6	367.256
B4GALT7	137.1371	B4GALT7	323.1557
B9D1	88.5886	B9D1	76.5827
B9D2	67.0671	B9D2	35.9474
removed	removed	BAALC	432.8507
BACE1	858.8589	BACE1	1821.0859
BACE2	11324.3243	BACE2	754.1534
BACH1	828.8288	BACH1	755.6358
BACH2	447.9479	BACH2	87.8302
BAD	184.0741	BAD	495.6548
BAG1	1050.4755	BAG1	1382.1279
BAG2	63.0631	BAG2	231.9902
BAG3	732.7327	BAG3	5471.7813
BAG4	156.1562	BAG4	485.8453
BAG5	1020.5205	BAG5	1777.7267
BAHCC1	185.6857	BAHCC1	392.8268
BAHD1	728.7287	BAHD1	646.6819
BAI2	24.024	BAI2	284.2436
removed	removed	BAI3	27.0532
BAIAP2L1	1291.2913	BAIAP2L1	114.5127
BAIAP2L2	65.5656	BAIAP2L2	5.5589
BAIAP2	247.2472	BAIAP2	159.3543
removed	removed	BAIAP3	67.1623
BAK1	395.3954	BAK1	187.8898
BAMBI	2531.5315	BAMBI	215.3136
BANF1	3079.5796	BANF1	1411.9531
BANK1	102.6026	BANK1	693.747
BANP	256.7568	BANP	136.3776
BAP1	1165.6657	BAP1	1592.8016
BARD1	90.5906	BARD1	33.7238
BARX2	762.2623	BARX2	22.2355
BASP1	110.1101	BASP1	138.9718
BAT1	7021.021	BAT1	4126.5347
BAT2L1	3630.1902	BAT2L1	5862.0955
BAT2L2	9244.7447	BAT2L2	4658.3333
BAT2	7116.6166	BAT2	4705.3984
BAT3	4801.8018	BAT3	4043.5222
BAT4	154.6547	BAT4	345.0205
BAT5	1429.9299	BAT5	571.8225
BATF2	7.007	BATF2	60.0358
BATF3	10.5105	BATF3	14.4531
BATF	16.016	BATF	5.5589
BAX	196.1962	BAX	137.4894
BAZ1A	1046.046	BAZ1A	772.3124
BAZ1B	1388.3884	BAZ1B	2912.848
BAZ2A	2044.8048	BAZ2A	3053.6765
BAZ2B	1229.2242	BAZ2B	1197.5104
BBC3	20.02	BBC3	13.3413
BBOX1	1391.8919	BBOX1	128.2246
BBS10	539.5395	BBS10	496.2218
BBS12	127.1271	BBS12	236.0667
BBS1	500.5005	BBS1	567.746
BBS2	1023.023	BBS2	967.2434
BBS4	448.4484	BBS4	428.033
BBS5	183.5135	BBS5	232.0198
BBS7	312.8128	BBS7	346.8735
BBS9	420.9209	BBS9	364.6619
BBX	2356.3564	BBX	2161.6594
BCAM	719.7197	BCAM	1181.0746
BCAP29	4768.2683	BCAP29	2536.6978
BCAP31	7530.5305	BCAP31	7555.9871
BCAR1	632.6326	BCAR1	472.1334
BCAR3	60.0601	BCAR3	729.3238
BCAS1	15.5155	BCAS1	8.8942
BCAS2	677.1872	BCAS2	889.675
BCAS3	173.6737	BCAS3	537.3575
BCAS4	115.1151	BCAS4	404.6858
BCAT1	83.0831	BCAT1	167.1367
BCAT2	415.4154	BCAT2	499.5571
BCCIP	1074.2442	BCCIP	992.2843
BCDIN3D	195.3403	BCDIN3D	141.7512
removed	removed	BCHE	222.7254
BCKDHA	517.017	BCKDHA	1268.1191
BCKDHB	942.9429	BCKDHB	1013.5673
BCKDK	415.4154	BCKDK	991.7025
BCL10	432.4324	BCL10	535.1339
BCL11A	845.8458	BCL11A	11.8589
BCL11B	347.3473	BCL11B	17.0472
BCL2A1	22.022	BCL2A1	17.4178
BCL2L10	23.023	removed	removed
BCL2L11	515.5155	BCL2L11	431.3683
BCL2L12	236.9019	BCL2L12	77.7241
BCL2L13	2163.6637	BCL2L13	2634.1633
BCL2L14	731.2312	BCL2L14	20.7531
BCL2L15	10.5105	removed	removed
BCL2L1	1987.4875	BCL2L1	1036.1734
BCL2L2	559.5045	BCL2L2	3296.4212
BCL2	2119.1191	BCL2	2811.306
BCL3	1053.5536	BCL3	413.9505
BCL6B	255.7558	BCL6B	738.9592
BCL6	3159.6597	BCL6	3833.397
BCL7A	491.992	BCL7A	450.2685
BCL7B	950.951	BCL7B	1568.7132
BCL7C	945.4454	BCL7C	378.3738
removed	removed	BCL8	12.6001
BCL9L	2418.9189	BCL9L	2585.2453
BCL9	1022.022	BCL9	566.6342
