gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
ANKZF1	606.1747	ANKZF1	391.6226
ANLN	351.6513	ANLN	11.7934
ANO10	971.5477	ANO10	1482.7166
ANO1	697.9216	ANO1	357.4624
ANO2	5.381	ANO2	139.8943
removed	removed	ANO3	710.4514
removed	removed	ANO4	16.2668
removed	removed	ANO5	101.2607
ANO6	2285.3299	ANO6	20406.2627
ANO7	8.8787	ANO7	10.5734
ANO8	437.479	ANO8	291.9886
ANO9	298.9171	ANO9	7.32
ANP32A	3229.4343	ANP32A	2017.0801
ANP32B	2026.7707	ANP32B	2824.7255
ANP32E	1114.6835	ANP32E	917.0394
ANPEP	9689.1101	ANPEP	681.5779
ANTXR1	2139.7727	ANTXR1	4029.6869
ANTXR2	237.8422	ANTXR2	6601.8707
ANUBL1	791.0137	ANUBL1	220.4148
ANXA11	4485.3703	ANXA11	3416.0228
ANXA1	615.8606	ANXA1	19407.4827
ANXA2P1	64.5725	ANXA2P1	91.0939
ANXA2P2	3905.0246	ANXA2P2	6008.9467
removed	removed	ANXA2P3	7.7267
ANXA2	11881.617	ANXA2	17271.6551
ANXA3	528.1496	ANXA3	1269.2151
ANXA4	1480.0565	ANXA4	1220.0081
ANXA5	5860.2273	ANXA5	17527.0435
ANXA6	4906.7061	ANXA6	13854.0057
ANXA7	4318.5579	ANXA7	3126.4742
ANXA8L2	17.4884	removed	removed
ANXA8	79.3704	ANXA8	6.5148
ANXA9	1580.9511	ANXA9	35.7869
AOAH	30.1339	AOAH	65.0671
AOC2	8.0716	AOC2	370.0691
AOC3	414.3405	AOC3	49051.2403
AOX1	55.1557	AOX1	2032.1269
AP1AR	956.4808	AP1AR	348.9223
AP1B1	4117.0377	AP1B1	1537.2102
AP1G1	2825.8559	AP1G1	2473.3632
AP1G2	1783.7869	AP1G2	234.7255
AP1M1	745.5438	AP1M1	1397.316
AP1M2	2553.8441	removed	removed
AP1S1	368.6016	AP1S1	250.1017
AP1S2	105.4685	AP1S2	582.7572
AP1S3	382.8614	AP1S3	19.1135
AP2A1	1458.4489	AP2A1	2165.7706
AP2A2	1766.0591	AP2A2	1925.5795
AP2B1	12961.3237	AP2B1	6526.6368
AP2M1	4373.7136	AP2M1	4184.6279
AP2S1	1196.4754	AP2S1	915.0061
AP3B1	1770.3639	AP3B1	1458.7231
AP3B2	19.6408	removed	removed
AP3D1	3937.0418	AP3D1	2105.3274
AP3M1	2107.2173	AP3M1	1917.0394
AP3M2	344.1178	AP3M2	583.9772
AP3S1	323.4008	AP3S1	1250.915
AP3S2	2511.7293	AP3S2	3114.9695
AP4B1	338.7664	AP4B1	344.5384
AP4E1	345.1941	AP4E1	387.5559
AP4M1	229.8917	AP4M1	235.913
AP4S1	73.9894	AP4S1	91.0939
APAF1	565.8169	APAF1	502.6434
APBA1	51.389	APBA1	312.7288
APBA2	38.7435	APBA2	9.3534
APBA3	215.5109	APBA3	101.6673
APBB1IP	150.6693	APBB1IP	1131.7609
APBB1	489.6751	APBB1	516.4701
APBB2	3935.4275	APBB2	4506.71
APBB3	342.5035	APBB3	277.3485
APC2	13.0598	removed	removed
APCDD1L	19.3718	removed	removed
APCDD1	108.6971	APCDD1	2763.7251
APC	1262.1242	APC	1483.9366
APEH	2402.9058	APEH	977.2265
APEX1	2714.7373	APEX1	2185.4412
APEX2	505.2802	APEX2	268.4018
APH1A	7334.6338	APH1A	2992.2733
APH1B	760.6107	APH1B	717.3648
API5	2502.186	API5	2334.2822
APIP	477.6216	APIP	891.6389
APITD1	323.6591	APITD1	105.2786
APLF	20.448	APLF	103.7007
APLNR	424.8335	APLNR	806.832
APLN	51.658	APLN	99.634
APLP1	56.77	APLP1	14.6401
APLP2	22277.2584	APLP2	11853.1924
APOA1BP	2595.0091	APOA1BP	758.4384
APOA1	9.6859	removed	removed
APOA5	15.0669	removed	removed
APOB48R	115.6925	APOB48R	13.8268
APOBEC3A	6.9954	APOBEC3A	15.4534
APOBEC3B	116.2306	APOBEC3B	6.9134
APOBEC3C	470.0343	APOBEC3C	258.6417
APOBEC3D	206.3631	APOBEC3D	59.7804
APOBEC3F	312.3697	APOBEC3F	96.3806
APOBEC3G	95.5136	APOBEC3G	126.0675
removed	removed	APOB	1401.3827
APOC1	416.4929	APOC1	781.2119
APOC2	76.9489	removed	removed
APOD	436.6718	APOD	13226.5148
APOE	1147.5079	APOE	4653.5177
APOF	13.1836	removed	removed
APOL1	1108.4953	APOL1	1210.6547
APOL2	717.8314	APOL2	712.4847
APOL3	404.1165	APOL3	1447.3363
APOL4	76.1418	APOL4	1668.9711
APOL6	1887.6707	APOL6	16361.1224
APOLD1	372.0993	APOLD1	2064.6604
APOM	23.1493	APOM	58.5604
APOOL	245.9138	APOOL	414.8028
APOO	280.6215	APOO	148.4343
APPBP2	1370.5522	APPBP2	2409.1094
APPL1	2151.3419	APPL1	2080.9272
APPL2	1997.9821	APPL2	1277.7552
APP	18575.3683	APP	12450.9963
APRT	660.7924	APRT	742.1716
APTX	619.3583	APTX	420.4961
AQP11	33.0934	AQP11	34.5669
AQP1	1261.2363	AQP1	12054.0301
AQP2	57.8462	removed	removed
AQP3	2091.3432	AQP3	35.3802
AQP5	2809.7128	removed	removed
AQP6	30.672	removed	removed
removed	removed	AQP7P1	1684.0179
removed	removed	AQP7P3	106.1407
AQP7	19.3718	AQP7	10596.9906
removed	removed	AQP9	6.1
removed	removed	AQPEP	2947.2306
AQR	1718.7059	AQR	1137.8609
ARAF	1726.2393	ARAF	1263.9284
ARAP1	1902.6246	ARAP1	1541.2363
ARAP2	167.8886	ARAP2	171.2078
ARAP3	146.0954	ARAP3	1033.3469
ARCN1	7438.2189	ARCN1	4543.3103
ARC	13.4526	ARC	24.4002
AREG	100.8946	AREG	16.2668
ARF1	16884.9129	ARF1	5786.0919
ARF3	6067.6666	ARF3	2916.2261
ARF4	6956.8844	ARF4	2978.8532
ARF5	956.4647	ARF5	1264.693
ARF6	3332.2123	ARF6	1897.1126
ARFGAP1	1206.6994	ARFGAP1	356.2424
ARFGAP2	2157.261	ARFGAP2	1623.4242
ARFGAP3	1143.4721	ARFGAP3	846.6856
ARFGEF1	3043.5004	ARFGEF1	1820.8174
ARFGEF2	4687.9666	ARFGEF2	2389.9959
ARFIP1	1233.0665	ARFIP1	965.8398
ARFIP2	3314.7239	ARFIP2	419.6828
ARFRP1	449.8554	ARFRP1	267.9951
ARG2	160.3713	ARG2	574.4286
ARGLU1	1412.7934	ARGLU1	2866.6124
ARHGAP10	214.9728	ARHGAP10	871.0858
ARHGAP11A	160.0861	ARHGAP11A	50.427
ARHGAP11B	9.4168	removed	removed
ARHGAP12	1229.5688	ARHGAP12	1102.074
ARHGAP15	35.2458	ARHGAP15	58.1537
ARHGAP17	1106.3429	ARHGAP17	1621.7975
ARHGAP18	1223.3806	ARHGAP18	1115.4941
ARHGAP19	661.8686	ARHGAP19	422.5295
ARHGAP1	4492.9037	ARHGAP1	4451.8097
ARHGAP20	19.9099	ARHGAP20	619.7641
ARHGAP21	1532.5217	ARHGAP21	4146.401
ARHGAP22	31.4791	ARHGAP22	10.9801
ARHGAP23	430.2146	ARHGAP23	710.8581
ARHGAP24	78.0252	ARHGAP24	1157.7877
ARHGAP25	99.5493	ARHGAP25	359.9024
ARHGAP26	334.432	ARHGAP26	1009.3534
ARHGAP27	241.0708	ARHGAP27	333.4689
ARHGAP28	74.7965	ARHGAP28	372.5092
ARHGAP29	2428.7348	ARHGAP29	4586.4172
ARHGAP30	280.3525	ARHGAP30	280.6019
ARHGAP31	412.9952	ARHGAP31	3321.6755
ARHGAP32	6737.0687	ARHGAP32	907.6861
ARHGAP33	116.4996	ARHGAP33	110.6141
ARHGAP39	404.6546	ARHGAP39	17.8935
ARHGAP42	31.2101	ARHGAP42	410.7239
ARHGAP4	165.4671	ARHGAP4	193.5746
ARHGAP5	1000.6054	ARHGAP5	2937.7796
ARHGAP6	36.8602	ARHGAP6	263.5218
ARHGAP8	434.2557	ARHGAP8	27.7633
ARHGAP9	59.1915	ARHGAP9	66.2871
ARHGDIA	5243.5596	ARHGDIA	2976.0065
ARHGDIB	9731.6204	ARHGDIB	2074.8272
ARHGEF10L	1279.0745	ARHGEF10L	386.7426
ARHGEF10	493.4419	ARHGEF10	1334.2822
ARHGEF11	3255.2633	ARHGEF11	1387.5559
ARHGEF12	13701.2175	ARHGEF12	5470.9231
ARHGEF15	201.2511	ARHGEF15	1832.4522
ARHGEF16	540.526	ARHGEF16	135.0142
ARHGEF17	1389.1168	ARHGEF17	1571.7771
ARHGEF18	1065.716	ARHGEF18	400.5693
ARHGEF19	548.8666	ARHGEF19	31.7202
ARHGEF1	1082.3973	ARHGEF1	780.8052
ARHGEF2	3919.0153	ARHGEF2	2501.4233
ARHGEF33	16.4122	ARHGEF33	12.6068
ARHGEF35	475.1463	ARHGEF35	101.6673
ARHGEF37	1031.8154	ARHGEF37	300.5287
ARHGEF38	155.5122	removed	removed
ARHGEF3	1689.1101	ARHGEF3	661.6511
ARHGEF4	29.8648	ARHGEF4	481.4965
ARHGEF5	206.094	ARHGEF5	145.181
ARHGEF6	1042.0394	ARHGEF6	4078.8939
ARHGEF7	1460.1466	ARHGEF7	3571.7771
ARHGEF9	581.4219	ARHGEF9	822.2855
ARID1A	3820.2731	ARID1A	2344.449
ARID1B	2279.1417	ARID1B	1908.0927
ARID2	1647.138	ARID2	986.5799
ARID3A	66.4559	ARID3A	128.1009
ARID3B	122.1497	ARID3B	97.194
ARID4A	579.0005	ARID4A	1252.135
ARID4B	2703.7815	ARID4B	1207.4014
ARID5A	844.017	ARID5A	309.0687
ARID5B	2367.929	ARID5B	4493.6966
ARIH1	1965.9649	ARIH1	2415.2094
ARIH2	1302.1376	ARIH2	1720.1017
ARL10	13.9907	ARL10	47.1736
ARL11	119.1902	ARL11	25.2135
ARL13B	270.3975	ARL13B	253.7617
ARL15	511.4684	ARL15	465.2298
ARL16	424.0264	ARL16	352.989
ARL17A	165.5532	ARL17A	111.0207
ARL17B	5.0985	removed	removed
ARL1	3453.2858	ARL1	2083.3672
ARL2BP	821.6856	ARL2BP	2095.974
ARL2	609.6724	ARL2	1244.4083
ARL3	1430.8199	ARL3	524.6035
ARL4A	64.8416	ARL4A	474.1765
ARL4C	252.371	ARL4C	351.769
ARL4D	63.7654	ARL4D	100.0407
ARL5A	791.2827	ARL5A	1214.3148
ARL5B	227.8873	ARL5B	363.1558
ARL6IP1	4297.3028	ARL6IP1	9758.4384
ARL6IP4	1266.6981	ARL6IP4	820.2521
ARL6IP5	5727.5846	ARL6IP5	8489.6299
ARL6IP6	207.1702	ARL6IP6	338.7556
ARL6	84.7515	ARL6	84.1806
ARL8A	1914.845	ARL8A	866.2058
ARL8B	2568.911	ARL8B	2581.1305
ARMC10	395.3615	ARMC10	731.3135
ARMC1	725.903	ARMC1	909.7194
ARMC2	64.5725	ARMC2	54.4937
ARMC3	22.8694	removed	removed
ARMC5	383.9376	ARMC5	113.8674
ARMC6	784.8012	ARMC6	216.2749
ARMC7	342.7726	ARMC7	128.5075
ARMC8	697.3835	ARMC8	951.1997
ARMC9	470.3034	ARMC9	54.087
ARMCX1	944.3734	ARMCX1	820.6588
ARMCX2	837.2906	ARMCX2	329.4022
ARMCX3	2166.4088	ARMCX3	1974.7865
ARMCX5	515.2351	ARMCX5	235.8682
ARMCX6	236.2279	ARMCX6	128.5075
ARNT2	4600.5247	ARNT2	49.207
ARNTL2	20.448	ARNTL2	188.2879
ARNTL	199.9058	ARNTL	91.0939
ARNT	2752.1356	ARNT	2886.5392
ARPC1A	1245.712	ARPC1A	2487.1899
ARPC1B	1102.3071	ARPC1B	707.6047
ARPC2	3135.8041	ARPC2	3760.8784
ARPC3	3027.107	ARPC3	2460.3497
ARPC4	2707.1258	ARPC4	2022.4441
ARPC5L	787.516	ARPC5L	313.5421
ARPC5	3215.9817	ARPC5	2090.2806
ARPM1	71.0298	ARPM1	60.5937
ARPP19	4905.3609	ARPP19	5808.4587
ARRB1	711.1051	ARRB1	1549.817
ARRB2	399.8117	ARRB2	620.5775
ARRDC1	969.1263	ARRDC1	269.6218
ARRDC2	558.5525	ARRDC2	306.6287
ARRDC3	326.3604	ARRDC3	3277.3485
ARRDC4	445.0124	ARRDC4	1028.8735
ARSA	1040.9632	ARSA	592.924
ARSB	149.324	ARSB	399.756
ARSD	4857.4696	ARSD	1315.1688
ARSE	40.6269	removed	removed
ARSG	583.0363	ARSG	97.6007
ARSH	27.4433	removed	removed
ARSI	80.7157	ARSI	12.2001
ARSJ	23.6766	ARSJ	39.8536
ARSK	49.7747	ARSK	149.2477
removed	removed	ART4	30.5002
removed	removed	ART5	5.6934
ARTN	40.0888	removed	removed
ARV1	1412.5244	ARV1	387.1492
ARVCF	251.0258	ARVCF	80.5205
AR	1686.9577	AR	574.2172
AS3MT	622.856	AS3MT	277.3485
ASAH1	29248.1334	ASAH1	15059.3737
ASAH2	24.4838	removed	removed
ASAM	143.1358	ASAM	3428.2229
ASAP1	1379.431	ASAP1	2064.2538
ASAP2	878.7247	ASAP2	1381.8625
ASAP3	1722.4726	ASAP3	868.2391
ASB13	3978.4758	ASB13	392.4359
ASB14	16.1431	ASB14	17.0801
ASB16	94.4427	ASB16	5.7137
ASB1	511.1643	ASB1	693.8064
removed	removed	ASB2	8.5401
ASB3	304.2981	ASB3	273.6885
ASB5	8.3406	ASB5	16.6734
ASB6	713.2898	ASB6	296.6816
ASB7	532.7235	ASB7	486.3766
ASB8	863.1197	ASB8	976.4132
ASB9	5.9191	ASB9	89.8739
ASCC1	566.6241	ASCC1	531.5169
ASCC2	1353.3329	ASCC2	1251.3217
ASCC3	1210.7352	ASCC3	783.2452
ASCL2	53.2723	removed	removed
ASF1A	519.5399	ASF1A	399.756
ASF1B	163.3147	ASF1B	17.4868
ASGR1	5.112	removed	removed
removed	removed	ASGR2	8.1334
ASH1L	7748.8666	ASH1L	4437.9585
ASH2L	1323.199	ASH2L	1982.1065
ASL	1332.0778	ASL	264.3351
ASMTL	559.3328	ASMTL	401.7405
ASNA1	1590.3679	ASNA1	708.8247
ASNSD1	788.5922	ASNSD1	1233.0216
ASNS	158.4718	ASNS	347.2956
ASPA	6.1882	ASPA	566.8971
removed	removed	ASPG	8.5401
ASPHD1	15.8741	removed	removed
ASPHD2	172.4625	ASPHD2	28.0602
ASPH	5657.3431	ASPH	22026.649
ASPM	286.8097	removed	removed
ASPN	1875.5633	ASPN	1148.0277
ASPRV1	81.2915	ASPRV1	98.9874
ASPSCR1	446.3577	ASPSCR1	156.161
ASRGL1	65.3797	ASRGL1	88.2473
ASS1	366.1801	ASS1	12074.4205
ASTE1	205.5075	ASTE1	212.562
ASTN1	6.9954	ASTN1	23.9935
ASTN2	400.0807	ASTN2	66.6938
ASXL1	1379.1619	ASXL1	2151.6877
ASXL2	1255.6669	ASXL2	1268.8085
removed	removed	ASXL3	24.4002
ATAD1	911.5491	ATAD1	1363.9691
ATAD2B	442.3219	ATAD2B	350.9557
ATAD2	971.8168	ATAD2	343.229
ATAD3A	272.0118	ATAD3A	108.1741
ATAD3B	141.2524	ATAD3B	52.867
ATAD3C	214.1656	ATAD3C	19.5201
ATAD5	87.442	ATAD5	33.3469
ATE1	460.8865	ATE1	379.0159
ATF1	520.6161	ATF1	431.8829
ATF2	689.0428	ATF2	925.9862
ATF3	238.6494	ATF3	1472.5498
ATF4	4461.9627	ATF4	5747.4583
ATF5	671.8235	ATF5	797.8853
ATF6B	2823.7035	ATF6B	1094.3026
ATF6	3959.1041	ATF6	1514.8434
ATF7IP2	344.3869	ATF7IP2	84.5872
ATF7IP	1095.3118	ATF7IP	1728.7515
ATF7	1916.7929	ATF7	3785.5754
ATG10	94.4373	ATG10	117.1208
ATG12	471.6486	ATG12	827.1655
ATG16L1	1404.1838	ATG16L1	472.1431
ATG16L2	247.8402	ATG16L2	190.8093
ATG2A	616.3987	ATG2A	529.0769
ATG2B	1303.5582	ATG2B	1514.8434
ATG3	816.0355	ATG3	738.9183
ATG4A	472.1867	ATG4A	370.8825
ATG4B	791.5518	ATG4B	488.4099
ATG4C	174.0768	ATG4C	273.2818
ATG4D	252.0885	ATG4D	164.9614
ATG5	654.6042	ATG5	831.6389
ATG7	781.769	ATG7	576.3562
ATG9A	975.7369	ATG9A	1808.3977
ATG9B	8.042	ATG9B	6.523
ATHL1	1803.1883	ATHL1	254.1684
ATIC	2007.1299	ATIC	1115.0874
ATL1	255.8687	ATL1	176.9012
ATL2	1047.6895	ATL2	1288.3286
ATL3	897.2893	ATL3	1062.6271
ATMIN	1129.7505	ATMIN	2630.7442
ATM	1941.7502	ATM	1860.5124
ATN1	4507.1635	ATN1	5347.2956
removed	removed	ATOH8	665.3111
ATOX1	845.6313	ATOX1	641.7243
ATP10A	803.9282	ATP10A	792.5986
ATP10D	140.1762	ATP10D	586.4172
ATP11A	294.8813	ATP11A	1028.0602
ATP11B	158.7408	ATP11B	2658.8044
ATP11C	239.4565	ATP11C	1204.5547
ATP13A1	1303.5582	ATP13A1	605.124
ATP13A2	2536.8938	ATP13A2	401.7893
ATP13A3	2114.2127	ATP13A3	3144.3676
ATP13A4	372.3683	removed	removed
ATP13A5	5.112	removed	removed
ATP1A1	16863.1035	ATP1A1	4501.4111
ATP1A2	51.9271	ATP1A2	8090.2806
ATP1A3	5.112	removed	removed
ATP1A4	92.0159	removed	removed
ATP1B1	5959.2951	ATP1B1	454.5547
ATP1B2	22.6004	ATP1B2	111.8341
ATP1B3	570.1217	ATP1B3	2398.1293
ATP2A2	5330.7325	ATP2A2	5322.0821
ATP2A3	1091.545	ATP2A3	504.6767
ATP2B1	746.0819	ATP2B1	1041.8869
removed	removed	ATP2B2	9.7601
ATP2B4	3723.4143	ATP2B4	17361.1224
ATP2C1	2996.7525	ATP2C1	3062.3465
ATP2C2	148.2478	removed	removed
ATP5A1	12026.0981	ATP5A1	15003.2534
ATP5B	9051.9943	ATP5B	23756.405
ATP5C1	2705.0515	ATP5C1	3261.8951
ATP5D	678.2808	ATP5D	446.9296
ATP5EP2	17.7574	ATP5EP2	80.9272
ATP5E	2976.2561	ATP5E	5111.4274
ATP5F1	2648.2814	ATP5F1	3486.3766
ATP5G1	726.1721	ATP5G1	486.3766
ATP5G2	6429.2729	ATP5G2	4245.2216
ATP5G3	2335.9118	ATP5G3	4607.5641
ATP5H	1872.6038	ATP5H	3146.401
ATP5I	1289.4088	ATP5I	1433.2127
ATP5J2	638.192	ATP5J2	1317.6088
ATP5J	1149.4424	ATP5J	2613.4201
ATP5L	2246.8555	ATP5L	3979.6665
ATP5O	2608.4617	ATP5O	4233.8349
ATP5SL	761.4179	ATP5SL	612.0374
ATP5S	115.9615	ATP5S	198.4547
ATP6AP1L	53.8105	ATP6AP1L	107.7674
ATP6AP1	6025.9635	ATP6AP1	2253.7617
ATP6AP2	3325.755	ATP6AP2	3213.9081
ATP6V0A1	1633.1472	ATP6V0A1	2061.4071
ATP6V0A2	339.813	ATP6V0A2	433.1029
ATP6V0A4	291.015	removed	removed
ATP6V0B	2114.7508	ATP6V0B	760.4717
ATP6V0C	2667.9572	ATP6V0C	1829.3127
ATP6V0D1	1160.6915	ATP6V0D1	1124.8475
ATP6V0D2	6.7263	removed	removed
ATP6V0E1	2791.1482	ATP6V0E1	3342.0089
ATP6V0E2	517.9256	ATP6V0E2	737.7877
ATP6V1A	2428.4657	ATP6V1A	1972.7532
ATP6V1B1	671.2854	ATP6V1B1	27.6535
ATP6V1B2	2049.3711	ATP6V1B2	2334.2822
ATP6V1C1	1604.6277	ATP6V1C1	2305.8154
ATP6V1C2	25.4066	ATP6V1C2	110.5083
ATP6V1D	1364.9021	ATP6V1D	1447.3363
ATP6V1E1	2486.0429	ATP6V1E1	2841.3989
ATP6V1E2	47.8913	ATP6V1E2	64.2538
ATP6V1F	656.2131	ATP6V1F	1012.196
ATP6V1G1	2673.5723	ATP6V1G1	1060.5937
ATP6V1G2	17.4884	ATP6V1G2	17.8935
ATP6V1H	1483.8232	ATP6V1H	1041.8869
ATP7A	809.8473	ATP7A	681.1712
ATP7B	460.3484	ATP7B	294.022
ATP8A1	120.5354	ATP8A1	952.013
removed	removed	ATP8A2	8.5401
ATP8B1	6382.2318	ATP8B1	557.1818
ATP8B2	1640.6807	ATP8B2	958.9264
ATP8B3	149.8621	ATP8B3	13.0134
ATP8B4	79.3704	ATP8B4	693.3713
ATP8B5P	29.3267	ATP8B5P	18.7068
ATP9A	2219.1431	ATP9A	8246.4416
ATP9B	475.1463	ATP9B	518.9101
ATPAF1	1574.9297	ATPAF1	3449.5649
ATPAF2	404.4044	ATPAF2	197.6413
ATPBD4	79.6395	ATPBD4	128.9142
ATPIF1	1626.1519	ATPIF1	368.0358
ATRIP	406.503	ATRIP	178.5116
ATRNL1	6.4573	removed	removed
ATRN	2053.1378	ATRN	2077.2672
ATRX	3238.8511	ATRX	3814.9654
ATR	1104.4595	ATR	825.5388
ATXN10	2689.1774	ATXN10	1882.8792
ATXN1L	995.7813	ATXN1L	2560.7442
ATXN1	1577.9915	ATXN1	1213.5014
ATXN2L	2967.1084	ATXN2L	1592.924
ATXN2	1022.9367	ATXN2	1089.8739
ATXN3	534.6068	ATXN3	799.512
ATXN7L1	172.4625	ATXN7L1	326.9622
ATXN7L2	91.2087	ATXN7L2	21.9601
ATXN7L3B	2698.0561	ATXN7L3B	2632.3709
ATXN7L3	1514.2261	ATXN7L3	666.1244
ATXN7	1033.4297	ATXN7	723.4648
AUH	248.0662	AUH	581.1305
AUP1	3024.9411	AUP1	1821.9723
AURKAIP1	980.4264	AURKAIP1	461.5697
AURKAPS1	12.9145	removed	removed
AURKA	122.9569	AURKA	32.9402
AURKB	35.5149	removed	removed
removed	removed	AURKC	10.5734
AUTS2	7878.9265	AUTS2	814.1521
AVEN	65.3797	AVEN	240.3416
AVIL	70.2226	AVIL	30.9069
AVL9	802.5829	AVL9	358.2757
AVPI1	106.8137	AVPI1	842.2123
AVPR1A	11.8383	AVPR1A	453.843
removed	removed	AVPR2	115.4941
AXIN1	958.0951	AXIN1	194.388
AXIN2	200.5273	AXIN2	205.368
AXL	602.139	AXL	2252.9484
AZGP1	32047.8913	AZGP1	4825.1322
AZI1	188.0675	AZI1	34.5669
AZI2	1308.1321	AZI2	3015.8601
AZIN1	3770.7675	AZIN1	4691.7446
B2M	19243.6941	B2M	49480.2765
B3GALNT1	442.591	B3GALNT1	238.7149
B3GALNT2	2027.4649	B3GALNT2	744.2334
removed	removed	B3GALT1	8.9467
removed	removed	B3GALT2	5.6934
B3GALT4	350.037	B3GALT4	102.4807
B3GALT5	153.8979	removed	removed
B3GALT6	535.6831	B3GALT6	246.035
B3GALTL	298.9171	B3GALTL	190.3213
removed	removed	B3GAT2	13.3876
B3GAT3	439.3623	B3GAT3	160.6344
B3GNT1	535.9521	B3GNT1	732.8182
B3GNT2	2223.986	B3GNT2	612.8508
B3GNT4	5.112	removed	removed
B3GNT5	42.5103	B3GNT5	268.4018
B3GNT7	49.7747	B3GNT7	53.6804
B3GNT8	32.2863	B3GNT8	28.8735
B3GNT9	274.0513	B3GNT9	233.3062
B3GNTL1	63.577	B3GNTL1	23.0785
B4GALNT1	38.0521	B4GALNT1	26.8158
B4GALNT2	5.381	removed	removed
B4GALNT3	342.5035	removed	removed
B4GALNT4	442.0529	removed	removed
B4GALT1	4403.5784	B4GALT1	2382.6759
B4GALT2	823.838	B4GALT2	662.0577
B4GALT3	3071.5006	B4GALT3	498.17
B4GALT4	410.5738	B4GALT4	293.2086
B4GALT5	712.1813	B4GALT5	1558.7637
B4GALT6	96.8588	B4GALT6	262.3017
B4GALT7	462.5008	B4GALT7	264.3351
B9D1	108.5222	B9D1	77.8243
B9D2	149.8621	B9D2	27.2468
removed	removed	BAALC	423.7495
BACE1	592.4531	BACE1	1941.8463
BACE2	3817.3135	BACE2	837.3322
BACH1	503.3968	BACH1	870.6791
BACH2	41.434	BACH2	126.8808
BAD	735.9575	BAD	425.49
BAG1	1126.4088	BAG1	1159.4998
BAG2	85.5586	BAG2	251.3217
BAG3	1688.8411	BAG3	1015.4534
BAG4	249.4114	BAG4	579.9105
BAG5	1687.7648	BAG5	2065.4738
removed	removed	BAGE2	8.0236
BAHCC1	580.6148	BAHCC1	348.5157
BAHD1	888.9487	BAHD1	496.5433
BAI1	22.3313	BAI1	9.3534
BAI2	588.9554	BAI2	453.843
removed	removed	BAI3	30.0935
BAIAP2L1	356.2252	BAIAP2L1	85.8072
BAIAP2L2	20.9861	BAIAP2L2	16.2668
BAIAP2	1689.1101	BAIAP2	179.3412
BAIAP3	964.999	BAIAP3	86.0268
BAK1	238.6494	BAK1	137.4542
BAMBI	269.5904	BAMBI	59.3737
BANF1	1484.0923	BANF1	885.7259
BANK1	9.9549	BANK1	714.5181
BANP	256.9449	BANP	97.194
BAP1	1541.4004	BAP1	1436.7629
BARD1	129.6832	BARD1	31.7202
BARX1	5.381	removed	removed
BARX2	569.3146	removed	removed
BASP1	251.5639	BASP1	168.3611
BAT1	6709.8944	BAT1	5450.9963
BAT2L1	5937.9673	BAT2L1	5103.5218
BAT2L2	8904.0156	BAT2L2	4376.9825
BAT2	6683.5273	BAT2	4132.5742
BAT3	4308.3231	BAT3	3573.8105
BAT4	358.1086	BAT4	195.608
BAT5	1434.0486	BAT5	435.9496
BATF2	31.2101	BATF2	81.7405
BATF3	5.112	BATF3	15.4534
BATF	312.1006	BATF	11.7934
BAX	322.0556	BAX	116.7141
BAZ1A	1412.5244	BAZ1A	771.0451
BAZ1B	6807.0223	BAZ1B	2638.0643
BAZ2A	3691.6715	BAZ2A	2981.0411
BAZ2B	1343.5744	BAZ2B	1740.8255
BBC3	119.4592	BBC3	10.9801
removed	removed	BBOX1	21.1468
BBS10	384.2066	BBS10	743.3916
BBS12	191.5652	BBS12	167.9545
BBS1	1437.1185	BBS1	639.2843
BBS2	596.2198	BBS2	1080.9272
BBS4	925.0017	BBS4	375.3558
BBS5	316.6315	BBS5	189.8943
BBS7	191.8343	BBS7	394.0626
BBS9	423.4883	BBS9	407.076
BBX	1840.5865	BBX	1984.1399
BCAM	5455.5727	BCAM	1013.4201
BCAN	16.1431	removed	removed
BCAP29	733.9746	BCAP29	2688.8979
BCAP31	3667.7205	BCAP31	7750.7117
BCAR1	905.0918	BCAR1	425.3762
BCAR3	675.3212	BCAR3	804.7987
BCAS1	1627.2281	BCAS1	6.1
BCAS2	817.3028	BCAS2	641.2607
BCAS3	514.1589	BCAS3	684.4246
BCAS4	819.5332	BCAS4	405.856
BCAT1	140.7143	BCAT1	757.6251
BCAT2	1218.2686	BCAT2	949.573
BCCIP	1333.9531	BCCIP	744.7174
BCDIN3D	356.3893	BCDIN3D	140.2155
BCHE	5.6501	BCHE	82.5539
BCKDHA	1262.9313	BCKDHA	1264.3351
BCKDHB	602.139	BCKDHB	2087.4339
BCKDK	1813.1432	BCKDK	1050.8337
BCL10	560.7049	BCL10	437.9829
BCL11A	8.3406	removed	removed
BCL11B	5.9191	BCL11B	13.8268
BCL2A1	12.1074	BCL2A1	8.9467
BCL2L10	6.9954	removed	removed
BCL2L11	948.9473	BCL2L11	373.7292
BCL2L12	124.3156	BCL2L12	55.6527
BCL2L13	1378.0857	BCL2L13	2394.4693
BCL2L14	31.2101	removed	removed
BCL2L15	10.7621	removed	removed
BCL2L1	2104.5268	BCL2L1	1854.0057
BCL2L2	1647.9774	BCL2L2	3241.0533
BCL2	3361.808	BCL2	3070.3538
BCL3	682.5856	BCL3	479.4632
BCL6B	176.4983	BCL6B	665.3111
BCL6	3181.543	BCL6	6123.2208
BCL7A	490.4823	BCL7A	420.9028
