gene_id	TCGA-BH-A0H9-01A-11R-A056-07	gene_id	TCGA-BH-A0H9-11A-22R-A466-07
ANO2	7.0374	ANO2	86.8784
ANO3	153.2597	ANO3	143.7987
removed	removed	ANO5	85.0809
ANO6	2181.6049	ANO6	7263.0318
ANO7	10.5562	ANO7	7.1899
ANO8	285.0161	ANO8	228.2804
ANO9	55.1266	ANO9	7.7891
ANP32A	2761.4114	ANP32A	2798.0827
ANP32B	2268.7909	ANP32B	3760.3355
ANP32E	1770.3059	ANP32E	801.0785
ANPEP	183.7553	ANPEP	482.9239
ANTXR1	1913.4004	ANTXR1	2106.0515
ANTXR2	494.1843	ANTXR2	3807.6693
ANUBL1	80.5395	ANUBL1	91.6717
ANXA11	2224.6115	ANXA11	8790.8928
ANXA1	1265.1745	ANXA1	21340.9227
ANXA2P1	98.5241	ANXA2P1	173.7567
ANXA2P2	4799.1399	ANXA2P2	9368.4841
ANXA2	14653.5041	ANXA2	31464.3499
ANXA3	490.6656	ANXA3	1058.7178
ANXA4	1852.8003	ANXA4	1695.6261
ANXA5	5124.0348	ANXA5	24115.6381
ANXA6	3772.8472	ANXA6	21620.731
ANXA7	3113.6741	ANXA7	3662.0731
ANXA8L2	18.3755	removed	removed
ANXA8	34.0143	removed	removed
ANXA9	313.5568	ANXA9	8.9874
AOAH	71.9382	AOAH	36.5488
AOC2	6.2555	AOC2	155.7819
AOC3	873.0329	AOC3	35961.0545
AOX1	411.299	AOX1	1295.3865
AP1AR	1254.6183	AP1AR	323.547
AP1B1	2763.7572	AP1B1	1985.021
AP1G1	5702.6684	AP1G1	1335.5303
AP1G2	1608.6912	AP1G2	243.4392
AP1M1	1436.4187	AP1M1	2301.3781
AP1M2	3465.9369	removed	removed
AP1S1	1748.4117	AP1S1	544.6375
AP1S2	316.6846	AP1S2	746.5548
AP1S3	186.883	removed	removed
AP2A1	2747.7861	AP2A1	2890.6171
AP2A2	1712.8335	AP2A2	2396.0455
AP2B1	19449.5162	AP2B1	4286.9982
AP2M1	6605.8059	AP2M1	6673.4572
AP2S1	1807.448	AP2S1	1841.2223
AP3B1	2190.9882	AP3B1	962.852
AP3B2	47.3072	AP3B2	5.3925
AP3D1	4719.7732	AP3D1	2273.8167
AP3M1	1480.5982	AP3M1	1167.7651
AP3M2	609.9111	AP3M2	324.7454
AP3S1	2467.794	AP3S1	1363.0917
AP3S2	1873.5021	AP3S2	2266.435
AP4B1	228.9903	AP4B1	271.8334
AP4E1	392.1415	AP4E1	203.1156
AP4M1	772.9293	AP4M1	348.4602
AP4S1	55.5175	AP4S1	83.2834
APAF1	595.8362	APAF1	237.867
APBA1	56.2995	APBA1	129.4188
APBA2	16.0297	APBA2	11.9832
APBA3	231.0625	APBA3	310.9646
APBB1IP	254.1296	APBB1IP	1516.4769
APBB1	982.5042	APBB1	1041.9413
APBB2	4243.9644	APBB2	2431.9952
APBB3	539.1457	APBB3	141.402
APC2	8.6521	removed	removed
APCDD1L	48.4801	APCDD1L	14.979
APCDD1	136.4481	APCDD1	2635.1108
APC	1035.6759	APC	459.5566
APEH	3517.5447	APEH	1376.8724
APEX1	4076.2389	APEX1	2387.0581
APEX2	1078.6824	APEX2	373.8766
APH1A	6500.2444	APH1A	3747.7531
APH1B	576.2878	APH1B	396.6447
API5	3116.4109	API5	1629.1192
APIP	322.5452	APIP	835.6381
APITD1	271.7232	APITD1	162.3727
APLF	36.7511	APLF	73.0977
APLNR	634.1511	APLNR	7366.6866
APLN	46.9162	APLN	49.1312
APLP1	52.7808	APLP1	32.9539
APLP2	17418.0432	APLP2	13084.4817
APOA1BP	2520.9657	APOA1BP	1669.8622
APOA1	35.5781	removed	removed
APOB48R	451.1778	APOB48R	35.9497
APOBEC3A	9.176	APOBEC3A	9.5866
APOBEC3B	194.1277	APOBEC3B	5.9916
APOBEC3C	66.0737	APOBEC3C	89.275
APOBEC3D	39.0969	APOBEC3D	34.1522
APOBEC3F	40.6607	APOBEC3F	83.2834
APOBEC3G	96.1783	APOBEC3G	186.9383
APOB	8.9923	APOB	203.7148
APOC1	724.8558	APOC1	206.7106
APOC2	156.3874	removed	removed
APOD	17815.2673	APOD	23420.6111
APOE	4048.0891	APOE	10109.6465
APOF	35.9691	removed	removed
APOL1	436.712	APOL1	1364.29
APOL2	451.1778	APOL2	904.7334
APOL3	167.7255	APOL3	2975.4344
APOL4	225.5889	APOL4	392.4506
removed	removed	APOL5	10.1857
APOL6	728.7655	APOL6	5348.7118
APOLD1	325.2859	APOLD1	7133.6129
APOM	25.8039	APOM	80.3775
APOOL	195.8753	APOOL	67.7052
APOO	220.5063	APOO	157.5794
APPBP2	1571.6939	APPBP2	1209.7064
APPL1	3059.3295	APPL1	1073.6968
APPL2	641.5795	APPL2	732.7741
APP	19559.3784	APP	13511.0845
APRT	3055.4198	APRT	1550.03
APTX	595.0542	APTX	412.822
AQP11	39.4878	AQP11	44.9371
AQP1	2020.1349	AQP1	60167.166
AQP3	581.7613	AQP3	243.2594
AQP5	7.8194	removed	removed
AQP7P1	10.9471	AQP7P1	660.2756
removed	removed	AQP7P3	259.4368
AQP7	96.9602	AQP7	8579.3889
AQP9	30.8865	AQP9	8.3883
AQPEP	15.6387	AQPEP	594.0503
AQR	1220.995	AQR	540.4434
ARAF	1014.5636	ARAF	1726.1833
ARAP1	1964.9848	ARAP1	2553.6249
ARAP2	103.2157	ARAP2	72.4985
ARAP3	141.5306	ARAP3	1235.4703
ARCN1	6099.8925	ARCN1	3475.1348
removed	removed	ARC	69.5027
AREG	132.9293	AREG	38.9455
ARF1	16953.1815	ARF1	10106.6507
ARF3	9255.0093	ARF3	3744.1582
ARF4	5955.2341	ARF4	3675.2546
ARF5	3789.6589	ARF5	2719.5686
ARF6	4038.7059	ARF6	1989.8143
ARFGAP1	1522.4318	ARFGAP1	1173.7567
ARFGAP2	2255.0953	ARFGAP2	2687.837
ARFGAP3	867.5594	ARFGAP3	777.7112
ARFGEF1	4201.3488	ARFGEF1	750.1498
removed	removed	ARFGEF2	796.2852
ARFIP1	1870.3939	ARFIP1	762.7322
ARFIP2	1539.2435	ARFIP2	727.3817
ARFRP1	1124.0348	ARFRP1	1324.1462
ARG2	329.6687	ARG2	169.8622
ARGLU1	688.1048	ARGLU1	1108.4482
ARHGAP10	58.2543	ARHGAP10	1295.3865
ARHGAP11A	362.4279	ARHGAP11A	25.1648
ARHGAP11B	11.3381	removed	removed
ARHGAP12	10160.4926	ARHGAP12	508.0887
ARHGAP15	34.0143	ARHGAP15	86.2792
ARHGAP17	502.7857	ARHGAP17	1790.8928
ARHGAP18	1051.7056	ARHGAP18	398.4422
ARHGAP19	404.2616	ARHGAP19	287.5974
ARHGAP1	4891.0175	ARHGAP1	3708.8077
ARHGAP20	23.8491	ARHGAP20	414.6195
ARHGAP21	709.2171	ARHGAP21	1977.831
ARHGAP22	14.8568	ARHGAP22	44.9371
ARHGAP23	471.8991	ARHGAP23	1028.1606
ARHGAP24	92.2686	ARHGAP24	600.3595
ARHGAP25	116.1177	ARHGAP25	420.012
ARHGAP26	102.0428	ARHGAP26	376.8724
ARHGAP27	233.4083	ARHGAP27	424.2061
ARHGAP28	59.0363	ARHGAP28	244.4578
ARHGAP29	1780.4711	ARHGAP29	2666.2672
ARHGAP30	235.3631	ARHGAP30	213.3014
ARHGAP31	299.8729	ARHGAP31	2103.0557
ARHGAP32	2086.9905	ARHGAP32	284.6016
ARHGAP33	204.4766	ARHGAP33	59.9161
ARHGAP39	493.0114	ARHGAP39	74.8951
ARHGAP42	99.697	ARHGAP42	168.3643
ARHGAP4	335.842	ARHGAP4	361.2942
ARHGAP5	2372.3976	ARHGAP5	1118.6339
ARHGAP6	17.9846	ARHGAP6	201.9173
ARHGAP8	414.4424	ARHGAP8	11.9832
ARHGAP9	31.6685	ARHGAP9	47.3337
ARHGDIA	6236.3405	ARHGDIA	7629.1192
ARHGDIB	2694.5558	ARHGDIB	2892.151
removed	removed	ARHGDIG	144.3978
ARHGEF10L	562.6039	ARHGEF10L	686.6387
ARHGEF10	238.0999	ARHGEF10	1034.1522
ARHGEF11	1465.7414	ARHGEF11	1062.9119
ARHGEF12	5667.4812	ARHGEF12	2137.2079
ARHGEF15	134.8842	ARHGEF15	2840.6231
ARHGEF16	418.7274	ARHGEF16	88.0767
ARHGEF17	841.7554	ARHGEF17	1725.5842
ARHGEF18	1251.0996	ARHGEF18	645.8957
ARHGEF19	410.908	ARHGEF19	143.7987
ARHGEF1	955.1364	ARHGEF1	1494.308
ARHGEF2	1905.972	ARHGEF2	3693.8286
ARHGEF33	7.0374	ARHGEF33	17.9748
ARHGEF35	712.3448	ARHGEF35	108.4482
ARHGEF37	588.4078	ARHGEF37	608.7478
ARHGEF38	66.8556	removed	removed
ARHGEF3	1098.6218	ARHGEF3	745.3565
ARHGEF4	26.5859	ARHGEF4	508.0887
ARHGEF5	597.4001	ARHGEF5	148.592
ARHGEF6	355.3905	ARHGEF6	3911.9233
ARHGEF7	1032.1572	ARHGEF7	2499.1013
ARHGEF9	568.8593	ARHGEF9	414.0204
ARID1A	2901.7691	ARID1A	1176.1534
ARID1B	1750.7575	ARID1B	1202.5165
ARID2	1242.8893	ARID2	346.3152
ARID3A	125.5009	ARID3A	49.1312
ARID3B	78.5847	ARID3B	60.5153
ARID4A	410.908	ARID4A	407.4296
ARID4B	1371.9089	ARID4B	460.7549
ARID5A	542.6645	ARID5A	895.1468
ARID5B	853.4845	ARID5B	1651.2882
ARIH1	1373.0818	ARIH1	1451.7675
ARIH2	1098.8877	ARIH2	1275.8059
ARL10	20.7213	ARL10	20.9706
ARL11	207.2134	ARL11	27.5614
ARL13B	312.7749	ARL13B	149.1911
ARL15	298.7	ARL15	511.6836
ARL16	380.8034	ARL16	642.3008
ARL17A	41.5912	ARL17A	40.8149
ARL1	2478.7411	ARL1	1961.6537
ARL2BP	2039.2923	ARL2BP	2308.568
ARL2	642.3615	ARL2	3783.1037
ARL3	885.153	ARL3	633.3134
ARL4A	123.1551	ARL4A	740.5632
ARL4C	278.7606	ARL4C	206.7106
ARL4D	94.2234	ARL4D	353.5051
ARL5A	972.7299	ARL5A	828.0407
ARL5B	189.6198	ARL5B	93.4691
ARL6IP1	11264.197	ARL6IP1	5799.281
ARL6IP4	1389.1115	ARL6IP4	4171.9593
ARL6IP5	4877.3336	ARL6IP5	7415.2187
ARL6IP6	312.3839	ARL6IP6	291.1923
ARL6	53.5627	ARL6	36.5488
ARL8A	1993.549	ARL8A	1336.7286
ARL8B	3264.197	ARL8B	2135.4104
ARL9	12.12	removed	removed
ARMC10	1046.4979	ARMC10	648.0527
ARMC1	817.9064	ARMC1	583.583
ARMC2	39.4878	ARMC2	32.9539
ARMC3	46.1343	removed	removed
ARMC5	394.0964	ARMC5	343.3194
ARMC6	821.3469	ARMC6	508.6878
ARMC7	467.5985	ARMC7	290.5932
ARMC8	652.1357	ARMC8	586.5788
ARMC9	587.2349	ARMC9	51.5279
ARMCX1	538.7548	ARMCX1	1018.574
ARMCX2	1041.1494	ARMCX2	563.2115
ARMCX3	1784.3808	ARMCX3	1528.4602
ARMCX5	299.091	ARMCX5	174.9551
ARMCX6	227.5437	ARMCX6	194.1282
ARNT2	2061.1866	ARNT2	58.1186
ARNTL2	96.9602	ARNTL2	29.3589
ARNTL	268.5954	ARNTL	305.5722
ARNT	1579.1223	ARNT	1541.0425
ARPC1A	3586.9182	ARPC1A	3574.5956
ARPC1B	5358.4439	ARPC1B	3612.3427
ARPC2	4765.1256	ARPC2	5010.7849
ARPC3	4174.372	ARPC3	2938.2864
ARPC4	4382.8013	ARPC4	4280.3415
ARPC5L	877.7246	ARPC5L	747.7531
ARPC5	6248.4606	ARPC5	2988.6159
ARPM1	39.4878	ARPM1	53.3253
ARPP19	3909.6862	ARPP19	5035.9497
ARRB1	703.7435	ARRB1	1514.6794
ARRB2	415.9906	ARRB2	560.2157
ARRDC1	821.4251	ARRDC1	443.3793
ARRDC2	505.5224	ARRDC2	771.7196
ARRDC3	1504.0563	ARRDC3	2032.9539
ARRDC4	468.7714	ARRDC4	606.3511
ARSA	761.6069	ARSA	1076.6926
ARSB	258.8212	ARSB	181.5458
ARSD	2908.4156	ARSD	746.5548
ARSE	17.9846	ARSE	5.3925
ARSG	459.3881	ARSG	114.4398
ARSI	50.044	ARSI	7.7891
ARSJ	43.7885	ARSJ	23.9664
ARSK	203.3037	ARSK	133.0138
removed	removed	ART3	7.1899
ART4	8.9923	removed	removed
removed	removed	ART5	27.5614
ARTN	9.3832	removed	removed
ARV1	486.7559	ARV1	275.015
ARVCF	387.8409	ARVCF	230.6771
AR	714.2997	AR	79.6884
AS3MT	82.1034	AS3MT	224.6854
ASAH1	7661.8121	ASAH1	11573.9964
ASAH2B	9.3832	removed	removed
ASAM	149.741	ASAM	1795.686
ASAP1	547.747	ASAP1	747.7531
ASAP2	978.5945	ASAP2	906.5309
ASAP3	582.1523	ASAP3	834.6315
ASB13	981.3312	ASB13	459.5566
ASB14	12.12	removed	removed
ASB16	12.902	removed	removed
ASB1	360.5434	ASB1	457.5434
ASB2	5.8645	ASB2	22.169
ASB3	246.7012	ASB3	209.7064
ASB6	702.6019	ASB6	550.7849
ASB7	457.4333	ASB7	348.7118
ASB8	874.2058	ASB8	751.9473
ASB9	96.5693	ASB9	65.3086
ASCC1	542.6645	ASCC1	532.6543
ASCC2	1122.8619	ASCC2	1961.6537
ASCC3	2169.4849	ASCC3	375.0749
ASCL1	71.5473	ASCL1	5.3925
ASCL2	32.4504	removed	removed
ASF1A	544.6193	ASF1A	439.1851
ASF1B	476.9817	ASF1B	22.7681
removed	removed	ASGR1	28.7597
removed	removed	ASGR2	6.5908
ASH1L	3054.9115	ASH1L	1086.7525
ASH2L	1251.0996	ASH2L	1304.3739
removed	removed	ASIP	11.9832
ASL	1165.4775	ASL	795.0869
ASMTL	758.4791	ASMTL	1286.9862
ASNA1	1971.6548	ASNA1	1494.308
ASNSD1	881.6342	ASNSD1	1061.7136
ASNS	210.7321	ASNS	173.7567
removed	removed	ASPA	189.3349
removed	removed	ASPG	5.9916
ASPHD1	97.7422	ASPHD1	10.7849
ASPHD2	28.9317	ASPHD2	25.1648
ASPH	3939.8143	ASPH	21546.2133
ASPM	568.0774	removed	removed
ASPN	581.3703	ASPN	466.7466
ASPRV1	16.1392	ASPRV1	118.6818
ASPSCR1	549.3109	ASPSCR1	576.9922
ASRGL1	39.4878	ASRGL1	261.2343
ASS1	1324.9927	ASS1	9393.6489
ASTE1	200.1368	ASTE1	173.3493
ASTN1	14.4658	ASTN1	16.7765
ASTN2	110.6441	ASTN2	74.296
ASXL1	1253.0544	ASXL1	1309.1672
ASXL2	779.5914	ASXL2	178.55
ASXL3	12.511	ASXL3	17.9748
ATAD1	995.7971	ATAD1	1018.574
ATAD2B	473.072	ATAD2B	110.2457
ATAD2	912.5208	ATAD2	139.0054
ATAD3A	674.4209	ATAD3A	563.2115
ATAD3B	127.0648	ATAD3B	104.8532
ATAD3C	26.1949	ATAD3C	32.3547
ATAD5	72.3292	removed	removed
ATE1	312.3839	ATE1	126.423
ATF1	522.7251	ATF1	378.6699
ATF2	683.4132	ATF2	312.163
ATF3	342.0975	ATF3	2635.71
ATF4	5631.1211	ATF4	6945.4763
ATF5	677.9396	ATF5	795.686
ATF6B	1943.4542	ATF6B	1109.7184
ATF6	2027.5633	ATF6	672.858
ATF7IP2	565.3406	ATF7IP2	76.0935
ATF7IP	1337.8946	ATF7IP	414.6195
ATF7	2560.1486	ATF7	1460.1558
ATG10	60.9911	ATG10	134.2121
ATG12	861.3039	ATG12	747.7531
ATG16L1	1242.1073	ATG16L1	422.4086
ATG16L2	203.0613	ATG16L2	122.133
ATG2A	816.7335	ATG2A	729.1791
ATG2B	993.0603	ATG2B	545.8358
ATG3	841.3645	ATG3	940.683
ATG4A	328.4136	ATG4A	324.7454
ATG4B	1261.6558	ATG4B	795.0869
ATG4C	187.274	ATG4C	213.9005
ATG4D	275.6485	ATG4D	278.6279
ATG5	790.1476	ATG5	852.6064
ATG7	927.4714	ATG7	833.3553
ATG9A	1076.712	ATG9A	2235.7819
ATG9B	8.6873	ATG9B	7.9209
ATHL1	271.7232	ATHL1	212.1031
ATIC	2515.1012	ATIC	1029.9581
ATL1	567.6864	ATL1	155.7819
ATL2	1086.5018	ATL2	666.2672
ATL3	1019.6462	ATL3	320.5512
ATMIN	2356.7589	ATMIN	1558.4182
ATM	881.6342	ATM	376.2732
ATN1	3064.4121	ATN1	5644.6974
ATOH8	24.631	ATOH8	2105.4524
ATOX1	1528.2964	ATOX1	1067.1061
ATP10A	261.558	ATP10A	267.2259
ATP10D	149.35	ATP10D	307.3697
ATP11A	243.1825	ATP11A	425.4044
ATP11B	1039.5856	ATP11B	850.8089
ATP11C	662.6918	ATP11C	484.7214
ATP13A1	1943.896	ATP13A1	803.4751
ATP13A2	3814.2899	ATP13A2	983.2235
ATP13A3	2586.2575	ATP13A3	1341.5219
ATP13A4	17.5936	removed	removed
ATP13A5	46.9162	removed	removed
ATP1A1	9554.1003	ATP1A1	5796.2552
ATP1A2	66.0737	ATP1A2	3150.3895
ATP1A3	5.8645	removed	removed
ATP1B1	1208.8945	ATP1B1	186.7286
ATP1B2	19.5484	ATP1B2	245.6561
ATP1B3	1620.174	ATP1B3	2020.3715
ATP2A1	5.8645	removed	removed
ATP2A2	5950.5425	ATP2A2	2863.9904
ATP2A3	286.58	ATP2A3	862.1929
ATP2B1	1529.4693	ATP2B1	517.6753
ATP2B4	3700.518	ATP2B4	8085.0809
ATP2C1	4499.697	ATP2C1	1938.0947
ATP2C2	158.3423	removed	removed
ATP5A1	9005.9623	ATP5A1	12218.6938
ATP5B	11485.4853	ATP5B	16686.0395
ATP5C1	3566.4158	ATP5C1	2862.7921
ATP5D	1058.743	ATP5D	2129.4188
ATP5EP2	110.6441	ATP5EP2	53.9245
ATP5E	12437.8849	ATP5E	6692.0312
ATP5F1	2874.4013	ATP5F1	2444.5776
ATP5G1	883.1981	ATP5G1	760.3355
ATP5G2	8198.6121	ATP5G2	4393.6489
ATP5G3	3349.0372	ATP5G3	4819.0533
ATP5H	2951.8131	ATP5H	3293.589
ATP5I	1295.7287	ATP5I	2235.4703
ATP5J2	1738.6375	ATP5J2	1929.8981
ATP5J	1567.9367	ATP5J	3128.8556
ATP5L	2493.2069	ATP5L	4279.8083
ATP5O	2747.3365	ATP5O	5127.6213
ATP5SL	1171.342	ATP5SL	816.0575
ATP5S	115.3357	ATP5S	140.8029
ATP6AP1L	43.7885	ATP6AP1L	47.9329
ATP6AP1	4813.9967	ATP6AP1	2357.1001
ATP6AP2	4166.5526	ATP6AP2	3787.8969
ATP6V0A1	1828.9512	ATP6V0A1	1614.7394
ATP6V0A2	376.5028	ATP6V0A2	424.8053
ATP6V0A4	614.2117	removed	removed
ATP6V0B	2120.6138	ATP6V0B	1482.9239
ATP6V0C	16261.949	ATP6V0C	3478.1306
ATP6V0D1	2602.2872	ATP6V0D1	1969.4428
ATP6V0D2	6.6465	removed	removed
ATP6V0E1	2746.9456	ATP6V0E1	4958.0587
ATP6V0E2	1293.6644	ATP6V0E2	1631.6417
ATP6V1A	2616.362	ATP6V1A	1221.6896
ATP6V1B1	263.9038	ATP6V1B1	32.9539
ATP6V1B2	2172.6126	ATP6V1B2	1759.7364
ATP6V1C1	1954.0612	ATP6V1C1	1164.7693
ATP6V1C2	28.3452	ATP6V1C2	79.1911
ATP6V1D	1475.5156	ATP6V1D	1291.7915
ATP6V1E1	1821.9138	ATP6V1E1	3861.5938
ATP6V1E2	25.022	ATP6V1E2	64.1102
ATP6V1F	1506.7892	ATP6V1F	2194.6854
ATP6V1G1	2167.921	ATP6V1G1	1297.7831
ATP6V1G2	21.5893	ATP6V1G2	14.3799
ATP6V1H	1123.2529	ATP6V1H	1064.7094
removed	removed	ATP7A	246.2552
ATP7B	1511.0937	ATP7B	165.3685
ATP8A1	92.6596	ATP8A1	345.716
removed	removed	ATP8A2	24.5656
ATP8B1	2694.3876	ATP8B1	432.3427
ATP8B2	689.6687	ATP8B2	878.9694
ATP8B3	5.8645	ATP8B3	18.574
ATP8B4	32.8414	ATP8B4	545.2367
ATP8B5P	17.2026	ATP8B5P	45.5362
ATP9A	10102.6293	ATP9A	5403.8346
ATP9B	420.2913	ATP9B	475.1348
ATPAF1	904.7835	ATPAF1	2252.2469
ATPAF2	380.0215	ATPAF2	337.3277
ATPBD4	125.8919	ATPBD4	71.8993
ATPIF1	1181.8982	ATPIF1	1040.1438
ATRIP	386.7266	ATRIP	247.837
ATRNL1	98.9151	removed	removed
ATRN	2717.6229	ATRN	1105.4524
ATRX	2157.3649	ATRX	1140.2037
ATR	957.8731	ATR	271.42
ATXN10	2575.7013	ATXN10	1622.5285
ATXN1L	1844.0543	ATXN1L	1478.7298
ATXN1	839.4096	ATXN1	511.0845
ATXN2L	2076.8253	ATXN2L	1269.0234
ATXN2	564.5587	ATXN2	596.1654
ATXN3	424.201	ATXN3	418.8137
ATXN7L1	135.2751	ATXN7L1	149.7903
ATXN7L2	48.0891	ATXN7L2	50.9287
ATXN7L3B	2550.2883	ATXN7L3B	1765.1288
ATXN7L3	1689.3754	ATXN7L3	917.3158
ATXN7	547.3561	ATXN7	296.5848
AUH	226.3708	AUH	385.8598
AUP1	1981.949	AUP1	2659.0773
AURKAIP1	1251.4906	AURKAIP1	2627.9209
AURKAPS1	8.9923	removed	removed
AURKA	337.4059	AURKA	28.7597
AURKB	166.1617	removed	removed
AURKC	8.2103	AURKC	11.3841
AUTS2	1751.9304	AUTS2	343.3194
AVEN	155.2145	AVEN	445.7759
AVIL	7.4284	AVIL	14.3799
AVL9	798.3579	AVL9	114.4398
AVPI1	78.9757	AVPI1	1330.1378
AVPR1A	31.2775	AVPR1A	143.7987
AVPR2	13.2929	AVPR2	664.4697
AXIN1	1089.6296	AXIN1	582.3847
AXIN2	215.4237	AXIN2	273.8167
AXL	619.2943	AXL	1871.1803
AZGP1	20034.4052	AZGP1	4796.2852
AZI1	367.1195	AZI1	318.1546
AZI2	1069.6902	AZI2	1362.4925
AZIN1	5181.1162	AZIN1	3310.3655
AZU1	10.1652	removed	removed
B2M	12781.5463	B2M	54734.5716
B3GALNT1	600.1368	B3GALNT1	298.3823
B3GALNT2	847.8311	B3GALNT2	432.4626
removed	removed	B3GALT2	23.9664
B3GALT4	147.3952	B3GALT4	483.5231
B3GALT5	246.7012	removed	removed
B3GALT6	671.2931	B3GALT6	598.562
B3GALTL	178.6727	B3GALTL	167.166
removed	removed	B3GAT1	5.3925
removed	removed	B3GAT2	5.6381
B3GAT3	885.9349	B3GAT3	584.7813
B3GNT1	457.8243	B3GNT1	1294.1881
B3GNT2	844.1013	B3GNT2	713.0018
B3GNT3	15.6387	B3GNT3	18.574
B3GNT4	26.9768	removed	removed
B3GNT5	78.5847	B3GNT5	301.9772
B3GNT7	49.262	B3GNT7	30.5572
B3GNT8	214.2508	B3GNT8	91.0725
B3GNT9	129.1252	B3GNT9	207.0222
B3GNTL1	76.3914	B3GNTL1	21.2882
B4GALNT1	17.5936	B4GALNT1	38.9455
B4GALNT3	93.0505	removed	removed
B4GALNT4	790.1476	removed	removed
B4GALT1	5278.8584	B4GALT1	1841.8214
B4GALT2	1213.1756	B4GALT2	1826.2433
B4GALT3	1307.79	B4GALT3	711.8035
B4GALT4	326.4588	B4GALT4	363.0917
B4GALT5	12132.5384	B4GALT5	1518.2744
B4GALT6	141.1397	B4GALT6	237.2678
B4GALT7	579.0245	B4GALT7	697.4236
B9D1	186.9729	B9D1	89.8742
B9D2	97.3512	B9D2	92.2708
BAALC	19.5484	BAALC	612.9419
BACE1	801.7906	BACE1	1089.8742
BACE2	1463.3956	BACE2	1109.0473
BACH1	280.7155	BACH1	389.4548
BACH2	43.0065	BACH2	89.275
BAD	1187.0902	BAD	1795.9197
BAG1	1354.4756	BAG1	1996.6447
BAG2	114.1628	BAG2	180.9467
BAG3	1004.0074	BAG3	1822.0491
BAG4	269.7684	BAG4	204.314
BAG5	1416.4793	BAG5	1209.1072
BAGE2	5.0826	removed	removed
BAHCC1	534.4541	BAHCC1	414.0204
BAHD1	905.8743	BAHD1	833.4332
removed	removed	BAI1	11.9832
BAI2	138.4029	BAI2	161.1744
removed	removed	BAI3	19.7723
BAIAP2L1	261.949	BAIAP2L1	222.888
BAIAP2L2	68.4195	BAIAP2L2	14.979
BAIAP2	1113.4786	BAIAP2	472.6243
BAIAP3	271.9226	BAIAP3	91.8634
BAK1	799.1399	BAK1	298.9814
BAMBI	3438.96	BAMBI	108.4482
BANF1	2563.5813	BANF1	2061.7136
BANK1	9.3832	BANK1	320.5512
BANP	346.7892	BANP	253.4452
BAP1	1758.5769	BAP1	1959.257
BARD1	71.9382	BARD1	17.9748
BARX1	10.5562	removed	removed
BARX2	43.3975	removed	removed
BASP1	350.6989	BASP1	89.275
BAT1	3854.8646	BAT1	4209.1072
BAT2L1	5135.1579	BAT2L1	3247.6633
BAT2L2	6373.1796	BAT2L2	1207.3098
BAT2	7525.7551	BAT2	3769.9221
BAT3	4184.1462	BAT3	4896.2552
BAT4	257.2574	BAT4	552.4266
BAT5	921.513	BAT5	779.5087
BATF2	39.0969	BATF2	87.4775
BATF3	6.6465	BATF3	38.9455
BATF	149.741	BATF	16.7765
BAX	907.8291	BAX	455.3625
BAZ1A	1291.7603	BAZ1A	284.0024
BAZ1B	2683.2177	BAZ1B	1565.6081
BAZ2A	2339.1027	BAZ2A	1447.2678
BAZ2B	698.0041	BAZ2B	416.8244
BBC3	360.864	BBC3	194.1282
BBOX1	51.6079	BBOX1	9.5866
BBS10	250.2199	BBS10	597.3637
BBS12	177.1088	BBS12	149.1911
BBS1	1063.4347	BBS1	517.0761
BBS2	1105.2683	BBS2	685.4404
BBS4	451.5688	BBS4	259.4368
BBS5	269.3813	BBS5	188.7358
BBS7	286.189	BBS7	228.8796
BBS9	411.299	BBS9	228.8796
BBX	2089.3363	BBX	958.6579
BCAM	5617.0462	BCAM	9744.7573
removed	removed	BCAN	5.3925
BCAP29	1524.7776	BCAP29	2219.8922
BCAP31	6044.7659	BCAP31	13940.0839
BCAR1	1611.5727	BCAR1	1606.9503
BCAR3	746.3552	BCAR3	997.0042
BCAS1	13.6839	BCAS1	8.9874
BCAS2	647.9367	BCAS2	732.3727
BCAS3	622.813	BCAS3	605.1528
BCAS4	1014.5636	BCAS4	904.1342
BCAT1	165.3797	BCAT1	240.2636
BCAT2	984.068	BCAT2	591.9712
BCCIP	805.2507	BCCIP	760.5872
BCDIN3D	146.0972	BCDIN3D	158.6399
BCHE	8.9923	BCHE	54.5237
BCKDHA	879.2884	BCKDHA	1551.2283
BCKDHB	715.0816	BCKDHB	610.5452
BCKDK	1768.3511	BCKDK	1226.4829
BCL10	568.0774	BCL10	449.3709
BCL11A	21.8942	removed	removed
BCL11B	34.7962	BCL11B	13.1815
BCL2A1	19.9394	BCL2A1	15.5782
BCL2L11	757.6972	BCL2L11	264.8292
BCL2L12	246.0991	BCL2L12	170.9527
BCL2L13	1068.1263	BCL2L13	1969.4428
BCL2L15	6.6465	removed	removed
BCL2L1	2332.1278	BCL2L1	2194.7274
BCL2L2	747.4343	BCL2L2	2359.1013
BCL2	1202.6195	BCL2	1752.5464
BCL3	1145.1471	BCL3	823.8466
BCL6B	157.9513	BCL6B	1793.8886
BCL6	392.5325	BCL6	2405.033
BCL7A	323.722	BCL7A	316.9563
BCL7B	868.7323	BCL7B	2189.9341
BCL7C	577.8516	BCL7C	1117.4356
BCL8	7.8194	removed	removed
BCL9L	2300.8464	BCL9L	1995.8059
BCL9	1244.8441	BCL9	260.0359
BCLAF1	4409.3442	BCLAF1	1339.1252
BCO2	134.1022	BCO2	11.3841
