gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
MCTP2	49.9154	MCTP2	495.3498
MCTS1	762.6904	MCTS1	970.4812
MDC1	1422.1658	MDC1	1391.4274
MDFIC	1772.4196	MDFIC	910.6349
MDFI	230.1184	MDFI	268.4998
MDGA1	181.8951	MDGA1	148.8071
MDH1B	10.9983	MDH1B	69.1468
MDH1	2174.7039	MDH1	2011.3223
MDH2	3267.3435	MDH2	3365.5479
MDK	2581.6413	MDK	1912.6567
MDM1	250.423	MDM1	366.3567
MDM2	2035.956	MDM2	2000.8087
MDM4	895.5161	MDM4	1424.5855
MDN1	1057.9526	MDN1	2511.9288
MDP1	157.4788	MDP1	177.4767
ME1	1107.868	ME1	331.9854
ME2	861.2521	ME2	570.1577
ME3	174.2809	ME3	422.5637
MEA1	1129.4416	MEA1	718.1561
MEAF6	1815.5668	MEAF6	1252.7295
MECOM	589.2555	MECOM	263.243
MECP2	1496.6159	MECP2	2331.1767
MECR	330.3723	MECR	427.0117
MED10	399.7462	MED10	390.2143
MED11	153.9763	MED11	209.8666
MED12L	19.0355	MED12L	10.9179
MED12	1365.4822	MED12	2114.4359
MED13L	15821.066	MED13L	5601.294
MED13	3622.2504	MED13	2129.8019
MED14	1887.9019	MED14	1437.5091
MED15	1220.8122	MED15	1768.2976
MED16	686.5482	MED16	925.1921
MED17	341.7936	MED17	684.1892
MED18	334.1794	MED18	330.368
MED19	134.5178	MED19	203.3967
MED1	2334.1794	MED1	1857.2584
MED20	314.7208	MED20	475.1314
MED21	581.6413	MED21	552.7699
MED22	552.8765	MED22	836.2313
MED23	791.8782	MED23	1473.1096
MED24	1530.4569	MED24	2024.6664
MED25	807.9526	MED25	773.15
MED26	252.1151	MED26	217.5495
MED27	121.8274	MED27	249.8989
MED28	568.5279	MED28	689.0416
MED29	1568.5279	MED29	1534.169
MED30	98.1387	MED30	173.4735
MED31	77.4112	MED31	122.0097
MED4	760.5753	MED4	915.0829
MED6	340.9475	MED6	367.5698
MED7	170.8968	MED7	177.5172
MED8	717.4281	MED8	486.4537
MED9	236.4636	MED9	473.514
MEF2A	1611.6413	MEF2A	1758.2531
MEF2B	21.6413	MEF2B	22.1674
MEF2C	1124.3655	MEF2C	974.5249
MEF2D	2138.3249	MEF2D	1655.8835
MEFV	32.1489	MEFV	6.4699
MEG3	129.8646	MEG3	635.2608
MEGF10	14.8054	MEGF10	319.8544
removed	removed	MEGF11	9.7048
MEGF6	710.6599	MEGF6	559.2398
MEGF8	1014.8054	MEGF8	1052.1634
MEGF9	2131.1337	MEGF9	1778.4068
MEI1	39.3401	MEI1	169.8342
MEIS1	203.0457	MEIS1	488.4755
MEIS2	275.8037	MEIS2	578.245
MEIS3P1	519.0355	MEIS3P1	641.3263
MEIS3	376.0575	MEIS3	291.9531
MELK	158.6294	MELK	27.0926
MEMO1	296.8316	MEMO1	210.9867
MEN1	760.5753	MEN1	830.5702
MEOX1	532.9949	MEOX1	195.7137
MEOX2	398.9002	MEOX2	230.8937
MEPCE	1296.5313	MEPCE	1243.8334
MERTK	274.9577	MERTK	420.9462
MESDC1	614.6362	MESDC1	234.9373
MESDC2	1446.7005	MESDC2	1082.0865
MESP1	38.9171	MESP1	123.332
MESP2	6.3452	MESP2	12.5354
MESTIT1	14.8054	MESTIT1	14.9616
MEST	1967.0051	MEST	1003.6393
METAP1	703.4687	METAP1	2017.7922
METAP2	1524.5347	METAP2	1861.3021
METRNL	270.3046	METRNL	139.911
METRN	881.9797	METRN	80.0647
METT10D	599.8308	METT10D	1155.277
METT11D1	513.1134	METT11D1	897.2907
METT5D1	233.5025	METT5D1	329.9636
METTL10	217.8807	METTL10	433.1864
METTL11A	259.6362	METTL11A	170.1334
METTL12	44.4924	METTL12	86.4739
METTL13	1396.3621	METTL13	782.8548
METTL14	391.286	METTL14	478.3664
METTL1	245.3469	METTL1	230.0849
METTL2A	607.868	METTL2A	353.8213
METTL2B	287.225	METTL2B	257.9863
METTL3	557.1827	METTL3	1215.8916
METTL4	243.2318	METTL4	227.6587
METTL5	446.9289	METTL5	458.7829
METTL6	307.5296	METTL6	253.5382
METTL7A	1797.8003	METTL7A	3314.1933
METTL7B	7.6142	METTL7B	8.4917
METTL8	365.0592	METTL8	398.706
METTL9	2267.3435	METTL9	1758.5928
MET	1962.775	MET	1879.903
MEX3A	580.7953	MEX3A	374.0396
MEX3B	114.6362	MEX3B	131.015
MEX3C	989.4247	MEX3C	1463.4048
MEX3D	283.4179	MEX3D	231.298
MFAP1	1073.181	MFAP1	769.5107
MFAP2	789.3401	MFAP2	217.5495
MFAP3L	222.9272	MFAP3L	1094.6219
MFAP3	1329.1032	MFAP3	917.5091
MFAP4	4006.7682	MFAP4	3347.7558
MFAP5	1203.0457	MFAP5	329.5592
MFF	1003.3841	MFF	1135.463
MFGE8	1831.2183	MFGE8	6452.4869
MFHAS1	449.6616	MFHAS1	172.2604
MFI2	54.9915	MFI2	423.7768
MFN1	924.7039	MFN1	843.5099
MFN2	3011.8443	MFN2	3004.0437
MFNG	387.9019	MFNG	270.1173
MFRP	508.8832	MFRP	135.463
MFSD10	729.2724	MFSD10	1143.5503
MFSD11	1109.5305	MFSD11	512.5152
MFSD1	1569.3739	MFSD1	1613.0206
MFSD2A	90.5245	MFSD2A	66.7206
MFSD2B	27.4958	MFSD2B	20.6227
MFSD3	300.3384	MFSD3	180.3478
MFSD4	60.0677	MFSD4	371.6134
MFSD5	726.3113	MFSD5	576.2232
removed	removed	MFSD6L	47.311
MFSD6	1039.7631	MFSD6	1550.7481
MFSD7	114.2132	MFSD7	199.8544
MFSD8	277.4958	MFSD8	512.3332
MFSD9	198.3926	MFSD9	180.7521
MGAM	30.8799	MGAM	13.7485
MGAT1	2752.1151	MGAT1	1998.3825
MGAT2	1019.0355	MGAT2	515.9725
MGAT3	213.621	MGAT3	415.2851
MGAT4A	4471.2352	MGAT4A	1465.0222
MGAT4B	1997.0389	MGAT4B	1396.6842
MGAT5B	42.3012	MGAT5B	8.8961
MGAT5	472.5042	MGAT5	392.2362
MGA	1210.2369	MGA	1748.888
MGC12916	20.3046	MGC12916	10.9179
MGC12982	91.7936	MGC12982	42.4586
MGC14436	9.7293	removed	removed
MGC16121	32.1489	MGC16121	35.5843
MGC16142	9.7293	MGC16142	18.1965
MGC16275	26.2267	MGC16275	55.3983
MGC16384	6.3452	MGC16384	15.7703
MGC21881	88.8325	MGC21881	224.8281
MGC23270	78.6802	MGC23270	31.1363
MGC23284	31.7259	MGC23284	33.5625
MGC2752	576.9882	MGC2752	589.9717
MGC29506	70.643	MGC29506	395.4711
MGC3771	17.022	MGC3771	12.7699
removed	removed	MGC42105	6.0655
MGC45800	82.0643	MGC45800	15.366
MGC57346	260.1523	MGC57346	323.4937
MGC70857	205.1607	MGC70857	283.4614
MGC72080	50.6176	MGC72080	23.6231
MGC87042	14.8054	MGC87042	6.4699
MGEA5	3403.5533	MGEA5	5256.7732
MGLL	5829.9492	MGLL	2162.96
MGMT	301.1844	MGMT	286.6963
MGP	11262.2673	MGP	67847.1492
MGRN1	2571.489	MGRN1	1331.9854
MGST1	5224.6193	MGST1	2630.004
MGST2	464.89	MGST2	544.6826
MGST3	1657.3604	MGST3	1033.1581
MIA3	2928.511	MIA3	2196.1181
MIAT	183.4349	MIAT	169.2641
removed	removed	MIA	639.8949
MIB1	2631.1337	MIB1	2128.5888
MIB2	118.8663	MIB2	181.1565
MICAL1	402.7073	MICAL1	445.3215
MICAL2	2256.7682	MICAL2	671.6539
MICAL3	622.6734	MICAL3	2084.5127
MICALCL	18.6125	MICALCL	26.2839
MICALL1	494.5008	MICALL1	1248.2814
MICALL2	295.6853	MICALL2	257.5819
MICA	329.9492	MICA	353.4169
MICB	388.3249	MICB	78.4472
MID1IP1	566.4129	MID1IP1	257.9863
MID1	295.2623	MID1	1042.0299
MID2	661.1675	MID2	894.4602
MIDN	2369.7124	MIDN	873.4331
MIER1	1120.1354	MIER1	945.0061
MIER2	314.7208	MIER2	341.6903
MIER3	654.8223	MIER3	595.2285
MIF4GD	548.401	MIF4GD	423.7566
MIF	932.1701	MIF	1750.4205
MIIP	273.6887	MIIP	312.9802
MINA	588.2403	MINA	838.6373
MINK1	1336.6836	MINK1	2758.3381
MINPP1	432.3181	MINPP1	289.9313
MIOS	522.8426	MIOS	643.7525
MIPEP	340.5245	MIPEP	475.5358
MIPOL1	149.3232	MIPOL1	129.3975
MIR155HG	17.3435	MIR155HG	7.2786
MIR17HG	27.0728	MIR17HG	40.0323
MIS12	307.9526	MIS12	412.0501
MITD1	140.4399	MITD1	221.1888
MITF	489.8477	MITF	382.9357
MKI67IP	684.0102	MKI67IP	812.7497
MKI67	3052.0305	MKI67	204.6098
MKKS	722.0812	MKKS	723.0085
MKL1	796.9543	MKL1	1433.0772
MKL2	3343.9086	MKL2	2806.3081
MKLN1	1660.3215	MKLN1	2181.9652
MKNK1	530.9179	MKNK1	610.9988
MKNK2	3809.6447	MKNK2	2657.0966
MKRN1	2270.7276	MKRN1	3336.0291
MKRN2	645.0931	MKRN2	819.6522
MKRN3	38.9171	MKRN3	6.0655
MKS1	398.4772	MKS1	348.1601
MKX	64.2978	MKX	23.0489
MLC1	5.4992	MLC1	5.6611
MLEC	5794.8393	MLEC	4773.5544
MLF1IP	544.0144	MLF1IP	167.9741
MLF1	213.621	MLF1	263.243
MLF2	3726.3113	MLF2	2350.9907
MLH1	859.5601	MLH1	651.4355
MLH3	527.9188	MLH3	708.4513
MLKL	164.1286	MLKL	195.7137
MLL2	3186.5271	MLL2	3503.5786
MLL3	3256.3452	MLL3	4042.8629
MLL4	1126.4805	MLL4	1712.8993
MLL5	2917.8553	MLL5	3265.2649
MLLT10	595.6007	MLLT10	1013.3441
MLLT11	272.4196	MLLT11	103.1136
MLLT1	1414.5516	MLLT1	1489.2843
MLLT3	181.4721	MLLT3	527.2948
MLLT4	1457.6988	MLLT4	5057.4201
MLLT6	3747.0389	MLLT6	5795.3902
MLL	2441.6244	MLL	4448.8476
MLPH	3301.6074	MLPH	3214.3146
MLST8	1180.1692	MLST8	674.7958
MLXIPL	803.7225	MLXIPL	352.2038
MLXIP	1805.4146	MLXIP	1619.4905
MLX	1583.4602	MLX	1032.5718
MLYCD	274.1117	MLYCD	253.9426
MMAA	239.8477	MMAA	325.1112
MMAB	442.8934	MMAB	753.336
MMACHC	170.8968	MMACHC	210.6753
MMADHC	1486.0406	MMADHC	1731.9046
MMD	1075.2961	MMD	234.533
removed	removed	MMEL1	10.8653
MME	1969.9662	MME	6381.3182
MMGT1	735.1946	MMGT1	924.7877
MMP10	17.3435	MMP10	12.5354
MMP11	14825.7191	MMP11	100.2831
MMP12	6.3452	MMP12	11.3223
MMP13	226.7343	removed	removed
MMP14	8949.2386	MMP14	3846.3405
MMP15	570.22	MMP15	294.3793
MMP16	228.4264	MMP16	242.6203
MMP17	153.9763	MMP17	35.1799
MMP19	582.0643	MMP19	607.3595
MMP1	41.0321	removed	removed
removed	removed	MMP20	6.4699
MMP23A	38.9171	removed	removed
MMP23B	72.758	MMP23B	73.9992
MMP24	181.0491	MMP24	260.4125
MMP25	53.4729	MMP25	48.6656
removed	removed	MMP27	6.0655
MMP28	112.0981	MMP28	52.5677
MMP2	14465.313	MMP2	8827.3352
MMP3	293.9932	MMP3	15.7703
MMP7	61.7597	MMP7	2532.9559
MMP9	733.0795	MMP9	64.6987
MMRN1	771.9966	MMRN1	1122.5233
MMRN2	1848.5618	MMRN2	1097.8569
MMS19	1288.9171	MMS19	1955.1152
MN1	327.4112	MN1	103.1136
MNAT1	234.3486	MNAT1	221.1888
MND1	29.6108	MND1	14.5572
MNDA	249.577	MNDA	114.0315
MNS1	84.6024	MNS1	114.0315
MNT	536.802	MNT	595.6328
MOAP1	572.758	MOAP1	879.4986
MOB2	324.8731	MOB2	385.7663
MOBKL1A	733.5025	MOBKL1A	911.0392
MOBKL1B	1079.1032	MOBKL1B	719.7736
MOBKL2A	952.6227	MOBKL2A	1023.0489
MOBKL2B	471.2352	MOBKL2B	834.2095
MOBKL2C	422.1277	MOBKL2C	589.9717
MOBKL3	841.3706	MOBKL3	849.5754
MOCOS	252.9611	MOCOS	219.5714
MOCS1	1797.3477	MOCS1	951.205
MOCS2	762.2673	MOCS2	676.5063
MOCS3	224.1963	MOCS3	175.8997
removed	removed	MOGAT2	28.3057
MOGS	1117.5973	MOGS	1225.6369
MON1A	163.7056	MON1A	152.8508
MON1B	585.8714	MON1B	753.336
MON2	1277.9188	MON2	1801.8601
MORC2	634.9408	MORC2	938.1318
MORC3	831.6413	MORC3	1130.6106
MORC4	874.3655	MORC4	513.9507
MORF4L1	3677.242	MORF4L1	3287.5051
MORF4L2	4109.9831	MORF4L2	3093.3926
MORF4	5.9222	removed	removed
MORN1	36.802	MORN1	84.9171
MORN2	200.0846	MORN2	160.1294
MORN3	37.6481	MORN3	8.8961
MORN4	93.9086	MORN4	318.6413
MOSC1	973.7733	MOSC1	429.0336
MOSC2	359.1371	MOSC2	313.3846
MOSPD1	180.6261	MOSPD1	226.4456
MOSPD2	272.4196	MOSPD2	323.8981
MOSPD3	265.2284	MOSPD3	292.7618
MOV10L1	6.3452	removed	removed
MOV10	870.9814	MOV10	1095.0263
MOXD1	266.9205	MOXD1	105.1355
MPDU1	801.6074	MPDU1	651.0352
MPDZ	1255.9222	MPDZ	1574.6057
MPEG1	1653.5533	MPEG1	777.5981
MPG	1118.0203	MPG	397.8973
MPHOSPH10	748.731	MPHOSPH10	920.744
MPHOSPH6	159.0525	MPHOSPH6	382.5313
MPHOSPH8	961.5059	MPHOSPH8	1291.9531
MPHOSPH9	304.1455	MPHOSPH9	137.4848
MPI	419.6277	MPI	711.6862
MPL	11.8443	MPL	38.0105
MPND	386.2098	MPND	257.9863
removed	removed	MPO	15.7703
MPP1	479.2724	MPP1	460.5742
MPP2	114.6362	MPP2	279.8221
MPP3	210.6599	MPP3	93.4088
MPP5	663.7056	MPP5	1140.7198
MPP6	63.8748	MPP6	86.5346
MPP7	1059.6447	MPP7	862.5152
MPPE1	487.7327	MPPE1	673.2713
removed	removed	MPPED1	43.6717
MPPED2	25.8037	MPPED2	252.7295
MPRIP	2019.8816	MPRIP	2191.2657
MPST	525.3807	MPST	583.5018
MPV17L2	267.3435	MPV17L2	199.7574
MPV17L	12.2673	MPV17L	223.615
MPV17	721.6582	MPV17	617.873
MPZL1	4265.2284	MPZL1	6245.0465
MPZL2	336.7174	MPZL2	937.3231
MPZL3	31.7259	MPZL3	78.8516
MPZ	19.4585	MPZ	36.7974
MR1	316.8359	MR1	189.6482
MRAP2	10.5753	MRAP2	42.8629
MRAP	139.1159	MRAP	25.8431
MRAS	1272.8426	MRAS	1771.1282
MRC1	432.7411	MRC1	282.6526
MRC2	4918.3587	MRC2	2584.7149
MRE11A	414.9746	MRE11A	832.9964
MREG	720.3046	MREG	1164.5087
MRFAP1L1	1415.3976	MRFAP1L1	1372.4222
MRFAP1	6474.1963	MRFAP1	4377.2746
MRGPRF	254.6531	MRGPRF	323.8981
removed	removed	MRGPRX2	10.9179
removed	removed	MRGPRX3	23.0489
MRI1	422.5888	MRI1	786.0898
MRM1	132.4027	MRM1	71.9774
MRO	44.8393	MRO	26.2839
MRP63	598.7014	MRP63	485.2244
MRPL10	1161.1675	MRPL10	1183.9871
MRPL11	350.2538	MRPL11	613.8294
MRPL12	849.4078	MRPL12	340.8734
MRPL13	538.0711	MRPL13	372.8265
MRPL14	670.8968	MRPL14	334.4116
MRPL15	548.2234	MRPL15	557.218
MRPL16	446.2775	MRPL16	618.6818
MRPL17	656.5144	MRPL17	527.6992
MRPL18	441.6244	MRPL18	558.4311
MRPL19	1249.154	MRPL19	919.5309
MRPL1	259.3063	MRPL1	327.5374
MRPL20	1249.302	MRPL20	871.6417
MRPL21	2568.1049	MRPL21	562.8791
MRPL22	304.9915	MRPL22	319.8544
MRPL23	274.5347	MRPL23	301.6579
MRPL24	2064.2978	MRPL24	737.9701
MRPL27	929.78	MRPL27	469.0659
MRPL28	980.1184	MRPL28	450.0607
MRPL2	343.4856	MRPL2	384.9575
MRPL30	711.3917	MRPL30	1153.5584
MRPL32	755.9222	MRPL32	645.7744
MRPL33	425.9729	MRPL33	412.4545
MRPL34	442.8934	MRPL34	389.4056
MRPL35	785.956	MRPL35	729.074
MRPL36	340.5245	MRPL36	237.7679
MRPL37	1543.9932	MRPL37	1289.1225
MRPL38	970.9306	MRPL38	780.8573
MRPL39	357.022	MRPL39	357.4606
MRPL3	1852.3689	MRPL3	1372.8265
MRPL40	452.6227	MRPL40	505.0546
MRPL41	512.2673	MRPL41	239.7897
MRPL42P5	9.2555	MRPL42P5	25.6773
MRPL42	639.1709	MRPL42	439.1427
MRPL43	1080.0085	MRPL43	1071.019
MRPL44	545.2623	MRPL44	533.7647
MRPL45	1000.423	MRPL45	1345.3296
MRPL46	381.1337	MRPL46	359.078
MRPL47	438.2403	MRPL47	345.3296
MRPL48	200.5076	MRPL48	407.1977
MRPL49	1013.9594	MRPL49	1420.5419
MRPL4	746.6159	MRPL4	611.4032
MRPL50	223.3503	MRPL50	359.8868
MRPL51	1360.4061	MRPL51	929.6401
MRPL52	317.6819	MRPL52	310.1496
MRPL53	653.8325	MRPL53	316.6195
MRPL54	371.4044	MRPL54	363.1217
MRPL55	472.5042	MRPL55	317.4282
MRPL9	2056.0787	MRPL9	868.152
MRPS10	868.4433	MRPS10	755.7622
MRPS11	506.3452	MRPS11	333.6029
MRPS12	459.8139	MRPS12	278.8476
MRPS14	443.3164	MRPS14	329.1549
MRPS15	1225.8883	MRPS15	625.9604
MRPS16	2035.533	MRPS16	1301.2535
MRPS17	189.1159	MRPS17	151.6377
MRPS18A	463.621	MRPS18A	601.6983
MRPS18B	1393.401	MRPS18B	1642.9438
MRPS18C	228.7183	MRPS18C	290.2588
MRPS21	1920.4738	MRPS21	937.3231
MRPS22	424.2809	MRPS22	447.2301
MRPS23	1270.7276	MRPS23	466.6397
MRPS24	614.6362	MRPS24	784.4723
MRPS25	618.9763	MRPS25	1071.4436
MRPS26	519.4585	MRPS26	443.5908
MRPS27	1371.4044	MRPS27	1970.4812
MRPS28	167.7242	MRPS28	183.4735
MRPS2	629.8519	MRPS2	976.0412
MRPS30	354.4839	MRPS30	361.5042
MRPS31	249.154	MRPS31	382.5313
MRPS33	572.335	MRPS33	586.3324
MRPS34	1596.4467	MRPS34	416.0938
MRPS35	1297.8003	MRPS35	1194.905
MRPS36	354.9069	MRPS36	304.4885
MRPS5	533.4179	MRPS5	568.5402
MRPS6	579.8519	MRPS6	494.7271
MRPS7	1584.8477	MRPS7	833.4209
MRPS9	399.7462	MRPS9	584.3106
MRRF	293.9932	MRRF	651.4355
removed	removed	MRS2P2	7.2786
MRS2	823.181	MRS2	627.9822
MRTO4	896.3621	MRTO4	786.4941
MRVI1	607.868	MRVI1	996.7651
MS4A14	28.8071	MS4A14	34.3712
MS4A1	102.3689	MS4A1	29.5188
MS4A2	164.5516	MS4A2	91.387
MS4A4A	243.2318	MS4A4A	129.8019
MS4A6A	931.8951	MS4A6A	552.7699
MS4A7	513.4941	MS4A7	353.0125
MSC	187.2124	MSC	86.5467
MSH2	857.868	MSH2	824.1003
MSH3	533.6464	MSH3	505.9442
MSH5	144.5305	MSH5	311.4921
MSH6	1504.2301	MSH6	1328.7505
removed	removed	MSI1	85.3215
MSI2	1135.3638	MSI2	307.319
MSL1	2677.242	MSL1	2659.9272
MSL2	988.1557	MSL2	1230.0849
MSL3L2	21.5736	MSL3L2	112.0097
MSL3	530.8799	MSL3	803.0732
removed	removed	MSLN	11.7266
MSMB	47458.5448	MSMB	86.5346
MSMP	31.3029	MSMP	55.8027
MSN	10751.692	MSN	6696.7246
MSR1	832.9103	MSR1	133.4412
MSRA	178.934	MSRA	247.8771
MSRB2	438.6633	MSRB2	317.8326
MSRB3	1286.802	MSRB3	2600.4852
MST1P2	41.8782	MST1P2	249.4945
MST1P9	6.7682	MST1P9	73.9992
MST1R	1008.4602	MST1R	243.429
MST1	50.7614	MST1	184.7958
MST4	341.7936	MST4	421.3506
MSTN	8.0372	MSTN	5.2568
MSTO1	777.3393	MSTO1	820.3154
MSTO2P	141.6963	MSTO2P	203.3562
MSX1	66.4129	MSX1	34.3712
MSX2	30.0338	MSX2	232.1068
MT1A	12.2673	MT1A	11.3223
MT1E	204.3147	MT1E	973.7161
MT1F	35.956	MT1F	153.6595
MT1G	5.9222	MT1G	96.6438
MT1L	13.5364	MT1L	61.4638
MT1M	38.4941	MT1M	90.5782
MT1X	460.6599	MT1X	1789.7291
MT2A	749.154	MT2A	2004.0437
MTA1	630.7107	MTA1	1216.3364
MTA2	1519.0355	MTA2	1579.8625
MTA3	972.5042	MTA3	1010.9179
MTAP	527.4958	MTAP	878.6899
MTBP	100.6768	MTBP	87.3433
MTCH1	3060.9137	MTCH1	3544.2782
MTCH2	991.5398	MTCH2	1014.1529
MTCP1NB	210.1396	MTCP1NB	214.0032
MTCP1	29.7081	MTCP1	34.6826
MTDH	3942.0474	MTDH	2790.9422
MTERFD1	280.0338	MTERFD1	253.5382
MTERFD2	377.3266	MTERFD2	489.2843
MTERFD3	349.8308	MTERFD3	664.3753
MTERF	161.5905	MTERF	237.7679
MTF1	851.5228	MTF1	778.4068
MTF2	488.1557	MTF2	585.1193
MTFMT	173.8579	MTFMT	200.5661
MTFR1	631.599	MTFR1	356.6518
MTG1	280.4569	MTG1	327.133
MTHFD1L	228.8494	MTHFD1L	153.2552
MTHFD1	2566.1379	MTHFD1	1584.7149
MTHFD2L	139.9788	MTHFD2L	228.0348
MTHFD2	1255.4865	MTHFD2	622.7254
MTHFR	886.5694	MTHFR	769.0174
MTHFSD	148.9002	MTHFSD	342.0946
MTHFS	234.3486	MTHFS	183.5827
MTIF2	790.6091	MTIF2	900.1213
MTIF3	736.0406	MTIF3	843.9143
MTL5	1466.5821	MTL5	253.1338
MTM1	388.7479	MTM1	360.2911
MTMR10	949.0017	MTMR10	1256.389
MTMR11	176.819	MTMR11	417.3069
MTMR12	1374.7885	MTMR12	2148.4027
MTMR14	853.6379	MTMR14	764.6583
MTMR15	517.1574	MTMR15	849.1508
MTMR1	562.6058	MTMR1	1171.856
MTMR2	674.7039	MTMR2	856.0453
MTMR3	1392.132	MTMR3	2520.4205
MTMR4	2497.0389	MTMR4	1697.129
MTMR6	1037.6481	MTMR6	820.0566
MTMR7	67.0939	MTMR7	57.8811
MTMR8	8.4602	MTMR8	14.9697
MTMR9L	91.3706	MTMR9L	265.2649
MTMR9	565.9475	MTMR9	454.0922
MTO1	303.7225	MTO1	412.4545
MTOR	2024.9577	MTOR	1843.1055
MTP18	131.6159	MTP18	202.6931
MTPAP	490.0804	MTPAP	513.5463
MTRF1L	190.3553	MTRF1L	185.6045
MTRF1	102.7919	MTRF1	137.8892
MTRR	619.7124	MTRR	737.5657
MTR	1688.2403	MTR	1937.3231
MTSS1L	542.7242	MTSS1L	898.9082
MTSS1	806.2521	MTSS1	952.2725
MTTP	5.9222	removed	removed
MTUS1	3145.9391	MTUS1	3939.3449
MTUS2	5.0761	MTUS2	21.4315
MTX1	1323.6041	MTX1	382.9357
MTX2	543.5702	MTX2	413.6676
MTX3	828.2572	MTX3	1008.0873
MUC15	7.6142	MUC15	598.4634
removed	removed	MUC16	301.6579
MUC1	43580.1607	MUC1	3162.96
MUC20	180.203	MUC20	300.8492
removed	removed	MUC4	57.0158
MUC5B	16.4975	MUC5B	974.9292
removed	removed	MUC6	95.0263
MUCL1	944.5854	MUCL1	26525.2729
MUDENG	818.5279	MUDENG	762.2321
MUL1	786.802	MUL1	761.8277
MUM1L1	122.2504	MUM1L1	21.8358
MUM1	594.3316	MUM1	898.9082
MURC	8.4602	removed	removed
MUS81	332.4873	MUS81	551.9612
MUSTN1	74.7673	MUSTN1	107.408
MUTED	377.7496	MUTED	436.3122
MUTYH	122.4704	MUTYH	209.2964
MUT	919.6277	MUT	970.8856
MVD	220.3892	MVD	265.2649
MVK	385.3638	MVK	328.7505
MVP	4846.0237	MVP	1536.9996
MX1	2512.6904	MX1	867.7719
MX2	979.6954	MX2	318.237
MXD1	1302.0305	MXD1	465.831
MXD3	117.8849	MXD3	110.9543
MXD4	1125.2115	MXD4	1644.9656
MXI1	526.6497	MXI1	2395.0667
MXRA5	17230.9645	MXRA5	5501.8197
MXRA7	1414.5516	MXRA7	2327.9418
MXRA8	2982.2335	MXRA8	2625.1516
MYADML2	37.225	removed	removed
MYADM	2992.8088	MYADM	3785.281
MYBBP1A	710.6853	MYBBP1A	1766.9511
MYBL1	824.0271	MYBL1	103.1136
MYBL2	834.6024	MYBL2	54.5896
removed	removed	MYBPC1	1512.7376
MYBPH	9.3063	removed	removed
MYB	870.9814	MYB	1919.5309
MYCBP2	3675.5499	MYCBP2	3145.1678
removed	removed	MYCBPAP	14.5572
MYCBP	841.2056	MYCBP	579.8625
MYCL1	104.4839	MYCL1	209.4622
MYCN	16.9205	MYCN	30.7319
MYCT1	490.6937	MYCT1	327.133
MYC	1637.4788	MYC	4843.9143
MYD88	1560.9137	MYD88	987.0603
MYEF2	433.1768	MYEF2	329.9596
MYEOV2	979.2724	MYEOV2	395.0667
MYEOV	28.7648	MYEOV	2918.7222
MYH10	2472.9272	MYH10	2144.3591
MYH11	3290.9602	MYH11	19408.148
MYH14	1577.8342	MYH14	1864.9414
MYH15	9.3063	removed	removed
MYH1	7.1912	removed	removed
MYH3	10.1523	MYH3	65.5075
MYH7B	9.7293	MYH7B	18.1965
MYH9	24650.1692	MYH9	29173.8779
MYL12A	4615.9052	MYL12A	4684.998
MYL12B	6537.225	MYL12B	5846.3405
MYL3	7.6142	removed	removed
MYL5	123.731	MYL5	139.0093
MYL6B	425.9729	MYL6B	488.4755
MYL6	10076.1421	MYL6	9913.4654
removed	removed	MYL7	10.5135
MYL9	3979.2724	MYL9	12606.9551
MYLIP	901.0152	MYLIP	1623.9385
removed	removed	MYLK3	11.7266
MYLK4	21.1506	MYLK4	141.9329
MYLK	1905.2453	MYLK	18079.2519
MYNN	396.7851	MYNN	516.7812
MYO10	924.2809	MYO10	710.8775
MYO15A	13.1134	MYO15A	23.0489
MYO15B	447.9695	MYO15B	1780.0243
MYO16	43.5702	MYO16	16.5791
MYO18A	1454.7208	MYO18A	1512.3089
MYO18B	5.4992	removed	removed
MYO19	957.9822	MYO19	689.5673
MYO1B	1754.6531	MYO1B	1771.5326
MYO1C	5873.0964	MYO1C	4335.6247
MYO1D	1914.5516	MYO1D	2131.015
MYO1E	1014.8054	MYO1E	980.5904
MYO1F	494.5008	MYO1F	232.9155
MYO1G	206.0068	MYO1G	111.6053
removed	removed	MYO1H	11.7266
removed	removed	MYO3A	6.8742
removed	removed	MYO3B	7.683
MYO5A	1418.7817	MYO5A	992.7214
MYO5B	740.2707	MYO5B	2098.2612
MYO5C	1016.6963	MYO5C	1689.6765
MYO6	1821.066	MYO6	2679.3368
MYO7A	103.2149	MYO7A	95.4307
MYO7B	11.8443	MYO7B	6.0655
MYO9A	758.0372	MYO9A	1194.905
MYO9B	1959.8139	MYO9B	1824.1003
MYOCD	50.7614	MYOCD	33.9668
MYOC	84.6024	MYOC	25.4751
MYOF	6359.5601	MYOF	8578.6494
MYOM1	316.4129	MYOM1	188.4351
MYOM2	21.1506	MYOM2	59.442
MYOM3	6.3452	MYOM3	112.4141
MYOZ1	9.3063	MYOZ1	11.7266
removed	removed	MYOZ2	6.8742
MYOZ3	18.1895	MYOZ3	36.7974
MYPOP	122.6734	MYPOP	126.9713
MYRIP	274.5347	MYRIP	116.0534
MYSM1	223.3503	MYSM1	379.7008
MYST1	527.9188	MYST1	727.0522
