gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
ANKRD50	2076.9288	ANKRD50	1843.5013
ANKRD52	820.7723	ANKRD52	1390.252
ANKRD53	21.1294	ANKRD53	39.4562
ANKRD54	334.4989	ANKRD54	355.7692
ANKRD55	5.0591	removed	removed
ANKRD56	136.2994	ANKRD56	217.5066
ANKRD57	525.8537	ANKRD57	915.7825
ANKRD58	6.8447	removed	removed
ANKRD5	205.3419	ANKRD5	195.2918
ANKRD6	291.8771	ANKRD6	353.4582
ANKRD9	41.0684	ANKRD9	36.1406
ANKS1A	974.9275	ANKS1A	1564.9867
ANKS1B	78.8632	ANKS1B	154.1777
ANKS3	160.7023	ANKS3	211.2069
ANKS6	209.5082	ANKS6	99.1379
ANKZF1	365.1514	ANKZF1	577.5862
ANLN	206.8298	ANLN	40.7825
ANO10	996.0568	ANO10	904.5093
ANO1	3990.4769	ANO1	9057.6923
ANO2	26.7837	ANO2	34.4828
ANO3	12.2015	ANO3	23.2095
ANO4	9.8207	removed	removed
ANO5	41.6636	ANO5	111.7374
ANO6	3394.0927	ANO6	4200.2653
ANO7	19.939	ANO7	11.2732
ANO8	196.414	ANO8	191.313
ANO9	178.8557	ANO9	108.0902
ANP32A	2475.7087	ANP32A	2395.8886
ANP32B	2138.829	ANP32B	2570.6233
ANP32E	716.0182	ANP32E	1220.4907
ANPEP	2596.8306	ANPEP	6081.565
ANTXR1	11252.139	ANTXR1	6698.2759
ANTXR2	1850.16	ANTXR2	1077.2546
removed	removed	ANTXRL	12.5995
ANUBL1	189.8668	ANUBL1	351.1273
ANXA11	4150.2864	ANXA11	2804.3767
ANXA13	9.2255	ANXA13	8.2891
ANXA1	4787.4414	ANXA1	20200.2653
ANXA2P1	77.6728	ANXA2P1	65.6499
ANXA2P2	5523.3986	ANXA2P2	4151.1936
ANXA2P3	9.5231	removed	removed
ANXA2	16525.5561	ANXA2	11681.0345
ANXA3	647.8685	ANXA3	1850.1326
ANXA4	2006.3983	ANXA4	1804.7082
ANXA5	10265.3076	ANXA5	6116.0477
ANXA6	8246.1126	ANXA6	4097.1485
ANXA7	3318.2055	ANXA7	3291.1141
ANXA8L2	58.9242	ANXA8L2	589.8541
ANXA8	108.3253	ANXA8	562.9973
ANXA9	626.7391	ANXA9	137.5995
AOAH	139.5729	AOAH	67.9708
AOC2	16.3678	AOC2	23.8727
AOC3	4725.2437	AOC3	1705.5703
AOX1	947.2509	AOX1	759.9469
AP1AR	454.4305	AP1AR	646.2202
AP1B1	2773.008	AP1B1	2265.5836
AP1G1	2252.2134	AP1G1	3322.9443
AP1G2	1209.8207	AP1G2	1127.059
AP1M1	1164.4967	AP1M1	632.9576
AP1M2	1685.5889	AP1M2	1227.122
AP1S1	708.8758	AP1S1	438.3289
AP1S2	419.314	AP1S2	280.8355
AP1S3	81.244	AP1S3	190.3183
AP2A1	2283.4551	AP2A1	1213.2095
AP2A2	2008.7791	AP2A2	1390.9151
AP2B1	7866.379	AP2B1	7629.6419
AP2M1	6842.348	AP2M1	4233.0902
AP2S1	1241.2767	AP2S1	564.9867
AP3B1	1741.5371	AP3B1	1551.7241
AP3B2	17.8558	AP3B2	142.2414
AP3D1	2830.4442	AP3D1	2436.008
AP3M1	1321.0327	AP3M1	1702.5862
AP3M2	505.9147	AP3M2	548.4085
AP3S1	1030.2805	AP3S1	683.0239
AP3S2	1252.1777	AP3S2	1328.3654
AP4B1	220.5937	AP4B1	305.2885
AP4E1	299.9777	AP4E1	518.8992
AP4M1	379.5105	AP4M1	306.134
AP4S1	58.9242	AP4S1	105.1061
APAF1	425.8612	APAF1	509.2838
APBA1	154.1552	APBA1	353.4483
APBA2	75.5896	APBA2	40.7825
APBA3	203.8539	APBA3	123.6737
APBB1IP	445.8002	APBB1IP	182.0292
APBB1	706.7926	APBB1	744.0318
APBB2	2615.8768	APBB2	1841.8435
APBB3	110.706	APBB3	309.0186
APCDD1L	57.7338	APCDD1L	253.3156
APCDD1	750.837	APCDD1	746.3528
APC	866.007	APC	1418.435
APEH	1985.8641	APEH	1561.6711
APEX1	2636.7086	APEX1	2448.939
APEX2	744.2899	APEX2	483.4218
APH1A	5954.0213	APH1A	3372.0159
APH1B	602.6337	APH1B	660.4775
API5	2380.7752	API5	3355.7692
APIP	175.1001	APIP	235.0232
APITD1	165.6871	APITD1	98.1432
APLF	70.5305	APLF	127.321
APLNR	5480.247	APLNR	733.7533
APLN	218.4361	APLN	137.5995
APLP1	79.1608	APLP1	69.9602
APLP2	11710.7358	APLP2	22975.1326
APOA1BP	2354.2891	APOA1BP	930.3714
APOB48R	258.3141	APOB48R	133.9523
APOBEC2	36.902	removed	removed
APOBEC3B	87.4935	APOBEC3B	53.8793
APOBEC3C	225.8761	APOBEC3C	393.2361
APOBEC3D	77.9704	APOBEC3D	77.9178
APOBEC3F	148.5009	APOBEC3F	163.4615
APOBEC3G	246.1126	APOBEC3G	261.6048
APOB	15.1774	APOB	34.4828
APOC1	1175.5078	APOC1	616.0477
APOC2	157.1312	APOC2	41.4456
APOD	9859.3855	APOD	46981.4324
APOE	3461.6472	APOE	1572.6127
removed	removed	APOF	6.2997
APOL1	1941.5222	APOL1	810.3448
APOL2	834.1641	APOL2	488.3952
APOL3	1031.7685	APOL3	697.6127
APOL4	445.8002	APOL4	144.2308
APOL6	1467.4503	APOL6	1198.939
APOLD1	6859.9063	APOLD1	3789.1247
APOM	24.4029	APOM	42.7719
APOOL	187.4861	APOOL	294.7613
APOO	219.3289	APOO	171.7507
APPBP2	1270.1436	APPBP2	1739.3899
APPL1	1880.8124	APPL1	2530.5007
APPL2	1472.5095	APPL2	1591.8435
APP	34356.6699	APP	43852.7851
APRT	1110.0365	APRT	890.9151
APTX	510.0811	APTX	562.0027
AQP11	21.1294	AQP11	23.5411
AQP1	21377.9124	AQP1	11049.1048
AQP3	555.3158	AQP3	1684.0186
AQP4	11.6063	AQP4	40.4509
AQP5	16.3678	AQP5	77.5862
AQP7P1	29.4621	AQP7P1	42.4403
AQP7	191.3548	AQP7	123.6737
AQP9	15.7726	removed	removed
AQPEP	20.5342	AQPEP	13.5942
AQR	1358.2323	AQR	1859.4164
ARAF	1490.9605	ARAF	939.9867
ARAP1	2691.4396	ARAP1	1711.5086
ARAP2	193.7356	ARAP2	562.3342
ARAP3	952.3101	ARAP3	481.4324
ARCN1	5521.9106	ARCN1	4823.939
ARC	38.6876	ARC	211.5385
AREG	270.8132	AREG	188.3289
ARF1	12394.0183	ARF1	6191.313
ARF3	5619.82	ARF3	4893.5676
ARF4	5721.8957	ARF4	4008.6207
ARF5	2405.7734	ARF5	1734.4164
ARF6	3040.8452	ARF6	4371.0212
ARFGAP1	1227.5872	ARFGAP1	808.3554
ARFGAP2	1896.8827	ARFGAP2	1929.7082
ARFGAP3	1488.2821	ARFGAP3	1766.2467
ARFGEF1	1576.6684	ARFGEF1	2262.4072
ARFGEF2	1712.6702	ARFGEF2	3250.6631
ARFIP1	1191.8756	ARFIP1	1359.4164
ARFIP2	1810.282	ARFIP2	1732.4271
ARFRP1	611.264	ARFRP1	454.9072
ARG2	136.3619	ARG2	313.813
ARGLU1	528.5321	ARGLU1	2541.1141
ARHGAP10	427.3492	ARHGAP10	634.6154
ARHGAP11A	78.268	ARHGAP11A	46.0875
ARHGAP11B	6.8447	ARHGAP11B	6.9629
ARHGAP12	760.6577	ARHGAP12	1787.1353
ARHGAP15	93.1478	ARHGAP15	92.1751
ARHGAP17	1468.9383	ARHGAP17	992.7056
ARHGAP18	742.2067	ARHGAP18	567.3077
ARHGAP19	446.9906	ARHGAP19	1542.7719
ARHGAP1	7141.1353	ARHGAP1	2761.2732
ARHGAP20	165.1663	ARHGAP20	380.9682
ARHGAP21	1920.3928	ARHGAP21	2581.8966
ARHGAP22	50.5915	ARHGAP22	24.8674
ARHGAP23	1190.09	ARHGAP23	1048.0769
ARHGAP24	396.9943	ARHGAP24	593.5013
ARHGAP25	287.181	ARHGAP25	250.9947
ARHGAP26	477.9406	ARHGAP26	730.4377
ARHGAP27	384.4952	ARHGAP27	394.2308
ARHGAP28	352.6523	ARHGAP28	142.9045
ARHGAP29	2687.8952	ARHGAP29	5901.8568
ARHGAP30	354.4379	ARHGAP30	241.0477
ARHGAP31	1779.0343	ARHGAP31	1124.6684
ARHGAP32	2062.3466	ARHGAP32	1960.8753
ARHGAP33	63.9833	ARHGAP33	175.0663
ARHGAP39	210.401	ARHGAP39	191.313
ARHGAP42	252.6479	ARHGAP42	272.878
ARHGAP4	292.2402	ARHGAP4	203.2493
ARHGAP5	1738.8587	ARHGAP5	4540.1194
ARHGAP6	196.7116	ARHGAP6	112.069
ARHGAP8	445.2823	ARHGAP8	502.9874
ARHGAP9	106.5397	ARHGAP9	47.4138
ARHGDIA	5505.5427	ARHGDIA	3092.5066
ARHGDIB	7635.4438	ARHGDIB	3877.321
ARHGEF10L	715.423	ARHGEF10L	898.8727
ARHGEF10	941.0014	ARHGEF10	1207.2281
ARHGEF11	1706.7183	ARHGEF11	1349.8011
ARHGEF12	6288.2226	ARHGEF12	8466.5119
ARHGEF15	1230.5632	ARHGEF15	494.0318
ARHGEF16	326.4638	ARHGEF16	259.2838
ARHGEF17	2212.0378	ARHGEF17	1799.7347
ARHGEF18	885.6484	ARHGEF18	778.8462
ARHGEF19	286.2882	ARHGEF19	333.8859
ARHGEF1	1234.432	ARHGEF1	1003.3156
ARHGEF2	2309.9472	ARHGEF2	1096.817
ARHGEF33	7.7375	ARHGEF33	12.931
ARHGEF35	491.3325	ARHGEF35	1685.3448
ARHGEF37	697.2695	ARHGEF37	1946.9496
ARHGEF38	58.329	ARHGEF38	116.7109
ARHGEF3	1620.1176	ARHGEF3	1219.1645
ARHGEF4	104.4565	ARHGEF4	141.2467
ARHGEF5	458.8944	ARHGEF5	1542.4403
ARHGEF6	1195.4468	ARHGEF6	2153.183
ARHGEF7	1217.4689	ARHGEF7	1354.1114
ARHGEF9	493.7133	ARHGEF9	697.6127
ARID1A	3517.0002	ARID1A	3362.069
ARID1B	1923.0712	ARID1B	2675.7294
ARID2	840.7113	ARID2	1235.7427
ARID3A	37.7948	ARID3A	11.9363
ARID3B	81.8391	ARID3B	97.4801
ARID4A	469.9055	ARID4A	867.7056
ARID4B	1264.9595	ARID4B	1961.6611
ARID5A	968.0827	ARID5A	2154.8408
ARID5B	3892.5675	ARID5B	9290.4509
ARIH1	1666.8403	ARIH1	2842.8382
ARIH2	918.384	ARIH2	1638.2626
ARL10	49.6987	ARL10	75.5968
ARL11	36.0092	ARL11	27.5199
ARL13B	269.0276	ARL13B	623.6737
ARL15	746.0754	ARL15	654.5093
ARL16	331.523	ARL16	366.3793
ARL17A	80.1815	ARL17A	104.0418
ARL1	2648.6125	ARL1	2254.6419
ARL2BP	1698.6831	ARL2BP	1338.8594
ARL2	1415.3709	ARL2	756.9629
ARL3	588.3491	ARL3	531.1671
ARL4A	684.7705	ARL4A	1363.0637
ARL4C	1146.9385	ARL4C	3005.6366
ARL4D	257.4213	ARL4D	124.6684
ARL5A	760.0625	ARL5A	969.1645
ARL5B	245.5174	ARL5B	232.0955
ARL6IP1	4966.2972	ARL6IP1	4135.2785
ARL6IP4	1585.0011	ARL6IP4	1407.1618
ARL6IP5	5123.1307	ARL6IP5	3990.0531
ARL6IP6	190.7596	ARL6IP6	290.4509
ARL6	59.2218	ARL6	103.4483
ARL8A	1308.5336	ARL8A	994.3634
ARL8B	2132.877	ARL8B	2516.2467
ARL9	6.5471	ARL9	9.6154
ARMC10	809.2047	ARMC10	690.441
ARMC1	538.0552	ARMC1	749.3369
ARMC2	51.1867	ARMC2	71.618
ARMC3	11.3087	removed	removed
ARMC4	11.6063	ARMC4	21.8833
ARMC5	313.3695	ARMC5	265.5836
ARMC6	575.2548	ARMC6	459.8806
ARMC7	367.2346	ARMC7	234.4164
ARMC8	614.8352	ARMC8	864.7215
ARMC9	352.3547	ARMC9	276.8568
ARMCX1	953.7981	ARMCX1	751.9894
ARMCX2	1264.7868	ARMCX2	958.2228
ARMCX3	1662.3763	ARMCX3	2145.8886
ARMCX5	291.3474	ARMCX5	461.2069
ARMCX6	266.9444	ARMCX6	257.9576
ARNT2	1413.2877	ARNT2	505.6366
ARNTL2	56.5434	ARNTL2	41.1141
ARNTL	473.7743	ARNTL	739.0584
ARNT	2117.402	ARNT	1769.2308
ARPC1A	1861.171	ARPC1A	1769.7281
ARPC1B	3057.213	ARPC1B	884.4496
ARPC2	4668.9978	ARPC2	2983.4218
ARPC3	3104.2333	ARPC3	2214.5225
ARPC4	3749.7805	ARPC4	2378.0139
ARPC5L	568.4101	ARPC5L	497.679
ARPC5	4000.8928	ARPC5	2789.1247
ARPM1	47.3179	ARPM1	28.8462
ARPP19	3465.2184	ARPP19	4454.244
ARRB1	635.9646	ARRB1	1289.7878
ARRB2	684.1753	ARRB2	348.1432
ARRDC1	809.4636	ARRDC1	499.6684
ARRDC2	937.1327	ARRDC2	1341.1804
ARRDC3	3775.3143	ARRDC3	9711.5385
ARRDC4	595.1938	ARRDC4	1021.2202
ARSA	993.3785	ARSA	508.2891
ARSB	710.3638	ARSB	215.8488
ARSD	2235.2504	ARSD	3939.9867
ARSE	113.0868	ARSE	33.4881
ARSG	218.1385	ARSG	401.1936
ARSI	151.7744	ARSI	28.5146
ARSJ	106.8373	ARSJ	221.1538
ARSK	138.085	ARSK	232.7586
ART4	6.2495	ART4	16.5782
ART5	21.7246	ART5	28.183
ARTN	17.5582	ARTN	6.2997
ARV1	593.1106	ARV1	381.2997
ARVCF	236.5895	ARVCF	433.687
ARX	14.5822	ARX	27.8515
AR	790.715	AR	860.0796
AS3MT	138.2427	AS3MT	193.9655
ASAH1	7021.799	ASAH1	4737.069
removed	removed	ASAH2B	8.9523
removed	removed	ASAH2	10.9416
ASAM	449.9665	ASAM	709.8806
ASAP1	1504.9475	ASAP1	889.5889
ASAP2	882.97	ASAP2	751.6578
ASAP3	1449.8921	ASAP3	930.0398
ASB13	671.6762	ASB13	777.1883
ASB14	9.2255	ASB14	17.2447
ASB16	16.6982	ASB16	13.5942
ASB1	311.8875	ASB1	704.3435
ASB2	57.7338	ASB2	34.8143
ASB3	346.998	ASB3	347.4801
ASB5	20.8318	removed	removed
ASB6	594.5837	ASB6	816.5617
ASB7	334.4989	ASB7	442.9708
ASB8	865.1142	ASB8	833.8859
ASB9	57.7338	ASB9	34.8143
ASCC1	505.9147	ASCC1	464.5225
ASCC2	1226.0992	ASCC2	987.4005
ASCC3	1195.7444	ASCC3	1497.679
ASCL2	55.9482	ASCL2	23.5411
ASF1A	383.6024	ASF1A	417.4403
ASF1B	109.2181	ASF1B	31.4987
ASGR1	20.8318	ASGR1	7.2944
ASGR2	8.0351	removed	removed
ASH1L	3099.6712	ASH1L	4385.189
ASH2L	1318.0567	ASH2L	1225.7958
ASL	571.0885	ASL	442.6393
ASMTL	846.068	ASMTL	712.5133
ASNA1	1679.6369	ASNA1	908.8196
ASNSD1	884.1604	ASNSD1	1207.2281
ASNS	208.913	ASNS	454.5756
ASPA	34.2236	ASPA	35.1459
ASPHD1	21.7246	ASPHD1	32.8249
ASPHD2	107.7301	ASPHD2	52.3873
ASPH	5435.414	ASPH	6381.3727
ASPM	101.1829	ASPM	17.2414
ASPN	9689.4576	ASPN	327.2546
ASPRV1	67.2986	ASPRV1	97.4569
ASPSCR1	370.2105	ASPSCR1	215.8488
ASRGL1	171.1182	ASRGL1	225.4642
ASS1	1498.9956	ASS1	1092.1751
ASTE1	208.4994	ASTE1	265.8886
ASTN1	63.0905	ASTN1	128.9788
ASTN2	464.8464	ASTN2	386.2732
ASXL1	1438.5834	ASXL1	1912.7984
ASXL2	680.6041	ASXL2	964.8541
ASXL3	24.9981	ASXL3	59.0186
ATAD1	859.1623	ATAD1	1273.2095
ATAD2B	259.5045	ATAD2B	601.1273
ATAD2	410.9813	ATAD2	777.5199
ATAD3A	358.9019	ATAD3A	354.443
ATAD3B	58.329	ATAD3B	227.7851
ATAD3C	159.5119	ATAD3C	159.8143
ATAD5	16.6654	ATAD5	67.6393
ATE1	289.5618	ATE1	475.7958
ATF1	529.7225	ATF1	647.2149
ATF2	571.0885	ATF2	709.5491
ATF3	4979.3914	ATF3	4222.1485
ATF4	3815.4899	ATF4	5904.1777
ATF5	557.399	ATF5	510.9416
ATF6B	2393.5719	ATF6B	1981.4324
ATF6	2280.4851	ATF6	2652.8515
ATF7IP2	155.3456	ATF7IP2	100.4642
ATF7IP	1023.7334	ATF7IP	1414.4562
ATF7	2512.4827	ATF7	3185.6001
ATG10	94.6358	ATG10	167.7719
ATG12	433.0035	ATG12	451.9231
ATG16L1	875.5301	ATG16L1	940.3183
ATG16L2	126.9638	ATG16L2	256.6645
ATG2A	594.8962	ATG2A	625
ATG2B	919.5744	ATG2B	1506.6313
ATG3	765.4192	ATG3	733.7533
ATG4A	337.1773	ATG4A	333.8859
ATG4B	600.8482	ATG4B	692.3077
ATG4C	229.1496	ATG4C	240.3846
ATG4D	160.4375	ATG4D	148.4748
ATG5	812.142	ATG5	877.321
ATG7	889.5261	ATG7	698.8163
ATG9A	1586.5992	ATG9A	1187.6824
ATG9B	15.8322	ATG9B	9.2805
ATHL1	672.569	ATHL1	1289.7878
ATIC	1913.2505	ATIC	1349.1379
ATL1	405.0294	ATL1	697.2812
ATL2	927.6096	ATL2	2117.7056
ATL3	590.1347	ATL3	504.9735
ATMIN	1448.1065	ATMIN	2294.0981
ATM	1047.5411	ATM	1989.3899
ATN1	5556.1342	ATN1	4972.1485
ATOH8	217.8409	ATOH8	383.9523
ATOX1	844.8776	ATOX1	420.756
ATP10A	377.0553	ATP10A	145.8886
removed	removed	ATP10B	11.2732
ATP10D	866.6022	ATP10D	957.8912
ATP11A	603.5265	ATP11A	661.4721
ATP11B	3215.5346	ATP11B	2150.8621
ATP11C	594.301	ATP11C	853.7798
ATP13A1	1389.7775	ATP13A1	1056.366
ATP13A2	784.763	ATP13A2	633.6207
ATP13A3	1596.905	ATP13A3	2437.3342
ATP13A4	69.6377	ATP13A4	422.7454
ATP13A5	6.5471	ATP13A5	411.4721
ATP1A1	17030.5632	ATP1A1	19467.132
ATP1A2	218.1385	ATP1A2	2290.7825
ATP1A4	101.1829	ATP1A4	85.5438
ATP1B1	9298.7932	ATP1B1	4119.8806
ATP1B2	307.7152	ATP1B2	124.3369
ATP1B3	1873.3725	ATP1B3	1104.1114
ATP2A1	419.0164	removed	removed
ATP2A2	5897.4779	ATP2A2	6354.443
ATP2A3	1774.5703	ATP2A3	497.3475
ATP2B1	1404.0622	ATP2B1	3501.6578
ATP2B2	6.8447	ATP2B2	34.4828
ATP2B4	5429.6555	ATP2B4	4429.3767
ATP2C1	2538.9153	ATP2C1	3395.9151
ATP2C2	203.8539	ATP2C2	336.5385
ATP5A1	8299.3825	ATP5A1	8468.8329
ATP5B	8464.8464	ATP5B	8221.4854
ATP5C1	2474.2207	ATP5C1	2116.3793
ATP5D	720.4821	ATP5D	360.7427
ATP5EP2	36.902	ATP5EP2	22.2149
ATP5E	3600.625	ATP5E	2161.4721
ATP5F1	2761.9969	ATP5F1	2185.3448
ATP5G1	632.9886	ATP5G1	447.2812
ATP5G2	5090.9903	ATP5G2	4029.8408
ATP5G3	1875.4557	ATP5G3	1788.4615
ATP5H	1931.7015	ATP5H	1277.1883
ATP5I	966.8537	ATP5I	720.4012
ATP5J2	833.2713	ATP5J2	877.9841
ATP5J	1340.7127	ATP5J	994.6386
ATP5L	2580.1652	ATP5L	1957.5597
ATP5O	2438.8066	ATP5O	2002.6525
ATP5SL	782.0847	ATP5SL	595.8223
ATP5S	91.6598	ATP5S	148.2095
ATP6AP1L	45.2347	ATP6AP1L	77.9178
ATP6AP1	4704.1143	ATP6AP1	2696.9496
ATP6AP2	3832.7505	ATP6AP2	3410.1459
ATP6V0A1	1338.5909	ATP6V0A1	1722.8117
ATP6V0A2	496.6892	ATP6V0A2	610.4111
removed	removed	ATP6V0A4	41.7772
ATP6V0B	1849.5648	ATP6V0B	1180.7029
ATP6V0C	2332.8621	ATP6V0C	1156.0908
ATP6V0D1	2016.8142	ATP6V0D1	1583.5544
ATP6V0D2	18.451	ATP6V0D2	16.5782
ATP6V0E1	3650.9188	ATP6V0E1	2241.7109
ATP6V0E2	1324.0086	ATP6V0E2	643.5676
ATP6V1A	1833.1969	ATP6V1A	2065.6499
ATP6V1B1	96.4214	ATP6V1B1	545.756
ATP6V1B2	2172.4574	ATP6V1B2	1528.183
ATP6V1C1	1293.9513	ATP6V1C1	1551.7241
ATP6V1C2	37.5895	ATP6V1C2	84.9138
ATP6V1D	1279.9643	ATP6V1D	1061.6711
ATP6V1E1	2213.8234	ATP6V1E1	1948.939
ATP6V1E2	38.39	ATP6V1E2	98.8064
ATP6V1F	1569.8147	ATP6V1F	864.7215
ATP6V1G1	2035.2652	ATP6V1G1	2456.8966
ATP6V1G2	31.8429	ATP6V1G2	26.5252
ATP6V1H	977.3082	ATP6V1H	1165.7825
ATP7A	588.0515	ATP7A	1546.4191
ATP7B	873.4469	ATP7B	316.6446
ATP8A1	205.9371	ATP8A1	687.3342
ATP8A2	31.8429	ATP8A2	89.191
ATP8B1	2256.6863	ATP8B1	1820.6034
ATP8B2	1737.3707	ATP8B2	1062.0027
ATP8B3	19.0462	ATP8B3	13.5942
ATP8B4	68.4473	ATP8B4	71.9496
ATP8B5P	44.3419	ATP8B5P	21.8833
ATP9A	2186.7421	ATP9A	3070.6233
ATP9B	457.4064	ATP9B	680.3714
ATPAF1	1198.884	ATPAF1	1011.7905
ATPAF2	313.6671	ATPAF2	233.4218
ATPBD4	70.2329	ATPBD4	224.8011
ATPIF1	1040.1012	ATPIF1	729.443
ATRIP	418.079	ATRIP	308.0769
ATRNL1	171.7134	ATRNL1	95.1592
ATRN	2052.8235	ATRN	2517.9045
ATRX	1889.7403	ATRX	3586.5385
ATR	677.3306	ATR	1291.4456
ATXN10	2428.0931	ATXN10	2097.8117
ATXN1L	1147.8313	ATXN1L	2112.6525
ATXN1	1712.075	ATXN1	919.0981
ATXN2L	2452.7937	ATXN2L	1665.4509
ATXN2	817.2011	ATXN2	894.8939
ATXN3	346.998	ATXN3	547.4138
ATXN7L1	216.0554	ATXN7L1	370.0265
ATXN7L2	45.5323	ATXN7L2	62.9973
ATXN7L3B	2724.4997	ATXN7L3B	4204.5756
ATXN7L3	1234.7296	ATXN7L3	1133.9523
ATXN7	589.8371	ATXN7	1314.3236
AUH	180.9389	AUH	334.5491
AUP1	2041.7469	AUP1	1623.498
AURKAIP1	907.373	AURKAIP1	577.2546
removed	removed	AURKAPS1	6.9629
AURKA	75.8872	AURKA	43.7666
AURKB	21.427	removed	removed
AURKC	10.4159	AURKC	38.13
AUTS2	1412.0973	AUTS2	2172.7454
AVEN	236.5895	AVEN	166.4456
AVIL	14.5822	AVIL	30.504
AVL9	274.0867	AVL9	367.0424
AVPI1	286.5858	AVPI1	123.0106
AVPR1A	171.7134	AVPR1A	75.5968
AVPR2	112.7892	AVPR2	50.7294
removed	removed	AWAT2	11.6048
AXIN1	646.9757	AXIN1	672.7454
AXIN2	208.3178	AXIN2	224.4695
AXL	3126.8507	AXL	1662.1353
AZGP1	18299.8289	AZGP1	42947.2812
AZI1	208.913	AZI1	218.8329
AZI2	887.434	AZI2	1020.2255
AZIN1	3369.9874	AZIN1	5620.0265
B2M	31884.83	B2M	21925.0663
B3GALNT1	529.4249	B3GALNT1	455.9019
B3GALNT2	721.616	B3GALNT2	724.4297
removed	removed	B3GALT1	43.7666
B3GALT2	10.1183	B3GALT2	11.9363
B3GALT4	283.0147	B3GALT4	123.3422
B3GALT5	16.0702	B3GALT5	55.0398
B3GALT6	488.6541	B3GALT6	402.8515
B3GALTL	306.5248	B3GALTL	350.4642
B3GAT1	5.3567	B3GAT1	183.3554
B3GAT2	5.5918	B3GAT2	20.3846
B3GAT3	645.4877	B3GAT3	420.4244
B3GNT1	624.9535	B3GNT1	480.7692
B3GNT2	921.9552	B3GNT2	1479.443
B3GNT3	64.2809	B3GNT3	137.931
removed	removed	B3GNT4	6.9629
B3GNT5	216.3529	B3GNT5	316.9761
B3GNT7	89.8743	B3GNT7	119.0318
B3GNT8	71.4233	B3GNT8	40.4509
B3GNT9	626.5575	B3GNT9	203.2195
B3GNTL1	56.1952	B3GNTL1	48.8462
B4GALNT1	77.4139	B4GALNT1	36.5119
removed	removed	B4GALNT2	5.305
B4GALNT3	308.608	B4GALNT3	103.1167
B4GALNT4	103.8613	B4GALNT4	139.5889
B4GALT1	7071.2001	B4GALT1	6901.1936
B4GALT2	1049.9219	B4GALT2	506.2997
B4GALT3	1954.3189	B4GALT3	695.9549
B4GALT4	521.6874	B4GALT4	385.2785
B4GALT5	1595.1194	B4GALT5	2009.9469
B4GALT6	46.1275	B4GALT6	115.3846
B4GALT7	500.2604	B4GALT7	284.8143
B9D1	97.9808	B9D1	115.9881
B9D2	105.3493	B9D2	98.7699
BAALC	92.5526	BAALC	63.6605
BACE1	1524.8865	BACE1	1229.443
BACE2	1520.125	BACE2	841.1804
BACH1	1010.6391	BACH1	1320.2918
BACH2	208.6154	BACH2	366.0477
BAD	723.7646	BAD	369.5656
BAG1	1232.2744	BAG1	1205.8322
BAG2	266.6468	BAG2	83.8859
BAG3	2293.5793	BAG3	1475.1326
BAG4	236.8871	BAG4	225.1326
BAG5	1258.2397	BAG5	2129.3103
removed	removed	BAGE2	6.2599
BAHCC1	695.7816	BAHCC1	523.5411
BAHD1	897.2547	BAHD1	824.6021
BAI1	11.9039	BAI1	78.2493
BAI2	570.7909	BAI2	75.9284
BAI3	8.3327	BAI3	28.5146
BAIAP2L1	459.7872	BAIAP2L1	628.3156
BAIAP2L2	5.6543	removed	removed
BAIAP2	938.0254	BAIAP2	1135.6101
BAIAP3	328.3327	BAIAP3	333.1598
BAK1	356.8187	BAK1	245.0265
BAMBI	2222.7513	BAMBI	516.2467
BANF1	2132.877	BANF1	1602.7851
BANK1	32.4381	BANK1	24.2042
BANP	162.1903	BANP	205.2387
BAP1	1450.1897	BAP1	1377.321
BARD1	80.3512	BARD1	233.0902
BARX1	5.6543	removed	removed
BARX2	288.9666	BARX2	1695.6233
BASP1	713.935	BASP1	158.4881
BAT1	3707.4622	BAT1	5602.122
BAT2L1	5345.2273	BAT2L1	6785.9549
BAT2L2	5835.2801	BAT2L2	7097.8117
BAT2	6851.5735	BAT2	6207.8912
BAT3	4331.8205	BAT3	3367.7056
BAT4	322.595	BAT4	268.5676
BAT5	1074.3248	BAT5	864.0584
BATF2	22.915	BATF2	20.2255
BATF3	32.4381	BATF3	20.8886
BATF	164.5711	BATF	169.4297
BAX	498.4748	BAX	256.2997
BAZ1A	918.6816	BAZ1A	1751.6578
BAZ1B	2006.9935	BAZ1B	2838.1963
BAZ2A	2537.0999	BAZ2A	3171.1638
BAZ2B	686.8537	BAZ2B	1487.2016
BBC3	118.4436	BBC3	57.0292
BBOX1	74.3992	BBOX1	1096.4854
BBS10	405.6246	BBS10	1019.8939
BBS12	167.8447	BBS12	345.8223
BBS1	1146.6409	BBS1	1281.8302
BBS2	720.7797	BBS2	1501.9894
BBS4	371.4009	BBS4	490.7162
BBS5	215.1626	BBS5	229.6883
BBS7	210.9962	BBS7	489.7215
BBS9	415.4453	BBS9	456.565
BBX	1792.1286	BBX	3208.8859
BCAM	9700.4687	BCAM	4474.1379
removed	removed	BCAN	22.5464
BCAP29	1146.3433	BCAP29	1191.313
BCAP31	3936.0167	BCAP31	3549.0716
BCAR1	1304.6648	BCAR1	1009.2838
BCAR3	1016.591	BCAR3	847.1485
BCAS1	823.7482	BCAS1	669.4297
BCAS2	605.2437	BCAS2	915.7029
