gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
ANKRD5	371.8727	ANKRD5	231.8364
ANKRD6	238.7918	ANKRD6	291.7452
ANKRD9	35.6007	ANKRD9	44.5418
ANKS1A	1006.1073	ANKS1A	1427.8934
ANKS1B	117.2502	ANKS1B	135.4509
ANKS3	292.545	ANKS3	200.073
ANKS6	135.4375	ANKS6	169.0398
ANKZF1	599.0208	ANKZF1	619.2041
ANLN	327.3718	ANLN	85.0675
ANO10	876.8612	ANO10	924.0599
ANO1	2321.786	ANO1	7388.4629
ANO2	41.4052	ANO2	44.1767
removed	removed	ANO3	21.9058
removed	removed	ANO4	11.6831
ANO5	10.835	ANO5	72.6543
ANO6	2917.7111	ANO6	3511.5005
ANO7	10.448	ANO7	8.0321
ANO8	331.6284	ANO8	266.8857
ANO9	390.834	ANO9	151.8802
ANP32A	2754.4121	ANP32A	2431.9095
ANP32B	2120.1776	ANP32B	2236.9478
ANP32E	1197.6546	ANP32E	1003.2859
ANPEP	898.5312	ANPEP	7124.1329
ANTXR1	6649.2081	ANTXR1	4976.9989
ANTXR2	748.389	ANTXR2	862.7236
ANUBL1	354.0724	ANUBL1	260.6791
ANXA11	4197.4021	ANXA11	3162.8332
ANXA13	6.5784	removed	removed
ANXA1	2356.9997	ANXA1	12427.5283
ANXA2P1	50.6923	ANXA2P1	54.3994
ANXA2P2	4660.2115	ANXA2P2	4043.0814
ANXA2	14673.6875	ANXA2	12251.1866
ANXA3	782.8288	ANXA3	1235.1223
ANXA4	1759.5268	ANXA4	1665.9365
ANXA5	6321.8363	ANXA5	7063.8919
ANXA6	5627.6223	ANXA6	4399.7809
ANXA7	3895.9569	ANXA7	3097.4808
ANXA8L2	133.5027	ANXA8L2	77.4005
ANXA8	318.4716	ANXA8	233.6619
ANXA9	718.5928	ANXA9	207.375
AOAH	133.1157	AOAH	56.9551
AOC2	10.0611	AOC2	23.7313
AOC3	897.7573	AOC3	3223.0741
AOX1	219.4088	AOX1	476.8164
AP1AR	926.0056	AP1AR	709.383
AP1B1	2237.8147	AP1B1	2382.6214
AP1G1	1770.7488	AP1G1	3225.2647
AP1G2	1582.7035	AP1G2	1323.9503
AP1M1	847.4519	AP1M1	702.8112
AP1M2	1743.6613	AP1M2	1238.4082
AP1S1	961.9933	AP1S1	443.9576
AP1S2	361.4247	AP1S2	344.2862
AP1S3	203.5432	AP1S3	162.4681
AP2A1	2174.786	AP2A1	1273.6875
AP2A2	1875.2292	AP2A2	1516.6119
AP2B1	11757.1373	AP2B1	8510.0402
AP2M1	5213.5705	AP2M1	4465.8635
AP2S1	937.2276	AP2S1	698.065
AP3B1	1480.1386	AP3B1	1363.2713
AP3B2	57.2707	AP3B2	170.8653
AP3D1	2649.1578	AP3D1	2599.4889
AP3M1	2138.3649	AP3M1	1632.7127
AP3M2	686.8617	AP3M2	584.5199
AP3S1	884.2135	AP3S1	789.7043
AP3S2	1434.7012	AP3S2	1361.9058
AP4B1	267.7793	AP4B1	324.2059
AP4E1	343.6243	AP4E1	372.7638
AP4M1	521.5428	AP4M1	320.0548
AP4S1	67.3318	AP4S1	100.4016
APAF1	437.6567	APAF1	561.5188
APBA1	127.6982	APBA1	391.0186
APBA2	58.8186	APBA2	38.3352
APBA3	190.3865	APBA3	126.3235
APBB1IP	244.9484	APBB1IP	280.7594
APBB1	558.7765	APBB1	707.9226
APBB2	1662.0118	APBB2	2238.4082
APBB3	228.6959	APBB3	296.0935
removed	removed	APC2	6.6192
APCDD1L	48.7575	APCDD1L	429.7189
APCDD1	604.8253	APCDD1	1525.0091
APC	877.6351	APC	1369.843
APEH	2188.2833	APEH	1694.0489
APEX1	2657.671	APEX1	2597.2983
APEX2	522.4018	APEX2	580.5038
APH1A	7881.6895	APH1A	3973.3479
APH1B	703.8881	APH1B	798.1015
API5	2712.62	API5	2935.0128
APIP	402.4739	APIP	359.0581
APITD1	293.6131	APITD1	151.0734
APLF	136.9854	APLF	108.0686
APLNR	1069.5694	APLNR	805.0383
APLN	63.0752	APLN	301.5699
APLP1	18.5743	APLP1	58.7806
APLP2	10723.9425	APLP2	20387.7327
APOA1BP	2410.4008	APOA1BP	962.7601
APOB48R	151.3031	APOB48R	79.5911
APOBEC3B	80.1016	APOBEC3B	68.2731
APOBEC3C	162.525	APOBEC3C	426.7981
APOBEC3D	72.7493	APOBEC3D	70.4637
APOBEC3F	173.747	APOBEC3F	273.4575
APOBEC3G	282.484	APOBEC3G	314.7134
APOBEC3H	5.4175	removed	removed
APOB	5.0305	APOB	58.7806
APOC1	444.2351	APOC1	132.5301
APOC2	56.8838	removed	removed
APOD	6995.1542	APOD	54571.0113
APOE	1247.573	APOE	1232.9317
removed	removed	APOF	8.0321
APOL1	1930.5651	APOL1	841.1829
APOL2	1032.4208	APOL2	523.9138
APOL3	912.4619	APOL3	799.5619
APOL4	155.1727	APOL4	213.9467
APOL6	2255.2281	APOL6	1853.5962
APOLD1	1334.64	APOLD1	4012.7784
APOM	64.623	APOM	52.5739
APOOL	195.804	APOOL	298.284
APOO	218.6348	APOO	179.6276
APPBP2	1128.775	APPBP2	1493.9759
APPL1	2164.6785	APPL1	2127.4188
APPL2	1498.7129	APPL2	1681.6356
APP	20999.7804	APP	37983.2055
APRT	938.3885	APRT	1048.923
APTX	613.7254	APTX	544.7244
AQP11	19.3482	AQP11	27.7474
AQP1	5340.4831	AQP1	11000.9967
AQP3	782.0549	AQP3	1000.7302
AQP4	6.9654	AQP4	32.4936
AQP5	13.1568	AQP5	139.8321
removed	removed	AQP7P1	35.0493
AQP7	50.6923	AQP7	250.0913
removed	removed	AQPEP	31.0223
AQR	1432.542	AQR	1576.4878
ARAF	1152.7667	ARAF	1102.5922
ARAP1	1979.7095	ARAP1	1811.2377
ARAP2	404.7647	ARAP2	415.8452
ARAP3	325.824	ARAP3	556.0424
ARCN1	4292.2084	ARCN1	4587.8058
ARC	44.5009	ARC	284.4104
AREG	2798.1391	AREG	3155.1661
ARF1	12316.3008	ARF1	7177.0719
ARF3	5403.183	ARF3	5095.6553
ARF4	4837.4411	ARF4	4255.2026
ARF5	3133.5907	ARF5	2108.755
ARF6	3340.6631	ARF6	3503.1033
ARFGAP1	1008.816	ARFGAP1	906.9003
ARFGAP2	1809.4452	ARFGAP2	1886.0898
ARFGAP3	1202.2982	ARFGAP3	1170.5002
ARFGEF1	2536.6402	ARFGEF1	2123.1179
ARFGEF2	2549.708	ARFGEF2	3212.8514
ARFIP1	1346.6359	ARFIP1	1357.0646
ARFIP2	1552.5009	ARFIP2	1642.5703
ARFRP1	472.4835	ARFRP1	391.7488
ARG2	148.9929	ARG2	256.8054
ARGLU1	1227.0639	ARGLU1	2672.1431
ARHGAP10	410.9561	ARHGAP10	417.6707
ARHGAP11A	189.2256	ARHGAP11A	77.0354
ARHGAP11B	11.9959	ARHGAP11B	6.2066
ARHGAP12	1599.7106	ARHGAP12	1339.54
ARHGAP15	66.1709	ARHGAP15	64.6221
ARHGAP17	1378.7539	ARHGAP17	1165.3888
ARHGAP18	621.8517	ARHGAP18	548.7404
ARHGAP19	765.4154	ARHGAP19	1649.5071
ARHGAP1	4866.0765	ARHGAP1	3548.7404
ARHGAP20	75.458	ARHGAP20	486.3089
ARHGAP21	1940.2392	ARHGAP21	2457.4662
ARHGAP22	36.7616	ARHGAP22	25.9219
ARHGAP23	516.9843	ARHGAP23	699.1603
ARHGAP24	179.5515	ARHGAP24	383.7167
ARHGAP25	251.5268	ARHGAP25	285.1406
ARHGAP26	593.2163	ARHGAP26	876.9624
ARHGAP27	472.8704	ARHGAP27	520.628
ARHGAP28	160.9772	ARHGAP28	207.375
ARHGAP29	2831.805	ARHGAP29	4043.4465
ARHGAP30	499.571	ARHGAP30	234.3921
ARHGAP31	859.0608	ARHGAP31	1319.8248
ARHGAP32	3064.3705	ARHGAP32	1892.2965
ARHGAP33	181.8732	ARHGAP33	190.9456
ARHGAP36	46.8227	ARHGAP36	214.6769
ARHGAP39	445.009	ARHGAP39	243.1544
ARHGAP42	123.0276	ARHGAP42	214.3118
ARHGAP4	296.4147	ARHGAP4	210.6608
ARHGAP5	1941.0131	ARHGAP5	3338.4447
ARHGAP6	72.3623	ARHGAP6	116.4659
ARHGAP8	471.1329	ARHGAP8	404.0635
ARHGAP9	113.7675	ARHGAP9	41.9861
ARHGDIA	4874.2027	ARHGDIA	3252.647
ARHGDIB	6665.0737	ARHGDIB	3652.4279
ARHGEF10L	708.1447	ARHGEF10L	917.8532
ARHGEF10	1001.8507	ARHGEF10	1086.1628
ARHGEF11	2080.3203	ARHGEF11	1347.5721
ARHGEF12	7395.6623	ARHGEF12	6843.7386
ARHGEF15	363.3595	ARHGEF15	492.5155
ARHGEF16	422.5651	ARHGEF16	320.5549
ARHGEF17	1360.9536	ARHGEF17	1887.9153
ARHGEF18	1028.5512	ARHGEF18	801.0223
ARHGEF19	602.8904	ARHGEF19	428.6236
ARHGEF1	1298.6523	ARHGEF1	1008.0321
ARHGEF2	2704.8807	ARHGEF2	1405.2574
ARHGEF33	10.448	ARHGEF33	17.5246
ARHGEF35	775.4765	ARHGEF35	1178.1672
ARHGEF37	449.6526	ARHGEF37	1619.9343
ARHGEF38	86.68	ARHGEF38	73.7495
ARHGEF3	895.4355	ARHGEF3	1160.6426
ARHGEF4	37.1486	ARHGEF4	139.1019
ARHGEF5	947.2887	ARHGEF5	1267.981
ARHGEF6	1556.3705	ARHGEF6	2017.5246
ARHGEF7	1299.8132	ARHGEF7	1439.5765
ARHGEF9	496.0883	ARHGEF9	819.6422
ARID1A	3871.9651	ARID1A	3220.8835
ARID1B	2220.7883	ARID1B	2594.7426
ARID2	1208.4896	ARID2	1198.2475
ARID3A	66.1709	ARID3A	32.8587
ARID3B	141.242	ARID3B	102.9573
ARID4A	653.9697	ARID4A	871.851
ARID4B	1941.0131	ARID4B	1650.9748
ARID5A	1164.7626	ARID5A	2229.2808
ARID5B	2661.1537	ARID5B	5786.0533
ARIH1	1967.3267	ARIH1	2121.9423
ARIH2	1185.2718	ARIH2	1606.4257
ARL10	20.1221	ARL10	61.3363
ARL11	195.804	ARL11	37.605
ARL13B	208.9607	ARL13B	357.7948
ARL15	412.8909	ARL15	639.6495
ARL16	296.0277	ARL16	292.8076
ARL17A	63.3112	ARL17A	98.5579
removed	removed	ARL17B	7.9263
ARL1	2573.3128	ARL1	2390.6535
ARL2BP	1148.8971	ARL2BP	1366.9222
ARL2	797.1465	ARL2	788.609
ARL3	890.018	ARL3	591.4567
ARL4A	471.3226	ARL4A	1075.9401
ARL4C	847.0649	ARL4C	1913.8372
ARL4D	121.8938	ARL4D	139.8321
ARL5A	884.9874	ARL5A	902.1541
ARL5B	229.8568	ARL5B	327.8569
ARL6IP1	7276.4773	ARL6IP1	4136.5462
ARL6IP4	1136.1273	ARL6IP4	1064.6221
ARL6IP5	5543.651	ARL6IP5	4115.0055
ARL6IP6	321.5674	ARL6IP6	316.904
ARL6	69.6536	ARL6	83.9723
ARL8A	1761.0747	ARL8A	932.4571
ARL8B	2753.2512	ARL8B	2368.3826
removed	removed	ARL9	5.1114
ARMC10	1233.7932	ARMC10	726.2468
ARMC1	868.7349	ARMC1	768.5287
ARMC2	55.7229	ARMC2	63.1617
ARMC3	61.9143	ARMC3	8.0321
ARMC4	9.6741	ARMC4	5.1114
ARMC5	292.545	ARMC5	265.4253
ARMC6	504.2145	ARMC6	457.8313
ARMC7	402.0559	ARMC7	220.1533
ARMC8	618.756	ARMC8	757.5758
ARMC9	450.4265	ARMC9	253.012
ARMCX1	1035.1296	ARMCX1	946.3308
ARMCX2	1562.175	ARMCX2	958.379
ARMCX3	2000.2186	ARMCX3	1982.8405
ARMCX5	340.5286	ARMCX5	504.5637
ARMCX6	279.3882	ARMCX6	236.2176
ARNT2	642.7478	ARNT2	787.5137
ARNTL2	181.4863	ARNTL2	37.9701
ARNTL	142.4029	ARNTL	289.1566
ARNT	2327.9774	ARNT	1766.3381
ARPC1A	2925.2182	ARPC1A	1898.9303
ARPC1B	2837.4547	ARPC1B	944.0781
ARPC2	3733.8188	ARPC2	2951.8072
ARPC3	3550.7847	ARPC3	2323.4757
ARPC4	2971.116	ARPC4	2443.7678
ARPC5L	605.2122	ARPC5L	534.8667
ARPC5	3691.2528	ARPC5	2418.0358
ARPM1	30.9571	ARPM1	37.605
ARPP19	4440.0288	ARPP19	4249.7262
ARRB1	479.0618	ARRB1	1508.5798
ARRB2	548.7154	ARRB2	395.0347
ARRDC1	920.2012	ARRDC1	637.4589
ARRDC2	702.7272	ARRDC2	932.092
ARRDC3	2734.6769	ARRDC3	6020.4454
ARRDC4	574.2551	ARRDC4	1040.5257
ARSA	1010.3639	ARSA	660.46
ARSB	367.6161	ARSB	186.9295
ARSD	5011.962	ARSD	4373.8591
ARSE	58.4316	ARSE	21.5407
ARSG	685.3138	ARSG	457.1011
ARSH	13.1568	ARSH	5.1114
ARSI	105.6413	ARSI	26.287
ARSJ	144.3377	ARSJ	192.0409
ARSK	126.1504	ARSK	162.4681
ART4	5.4175	ART4	8.7623
ART5	8.1263	ART5	19.3501
ARTN	98.6759	ARTN	7.667
ARV1	736.3931	ARV1	397.9555
ARVCF	482.9315	ARVCF	449.7992
removed	removed	ARX	12.7784
AR	793.6638	AR	880.2483
AS3MT	494.5404	AS3MT	227.4553
ASAH1	5591.6346	ASAH1	4460.7521
ASAH2B	18.5743	ASAH2B	12.7784
ASAH2	5.8045	ASAH2	11.6831
ASAM	238.37	ASAM	759.4012
ASAP1	1182.563	ASAP1	944.1402
ASAP2	717.8188	ASAP2	898.8682
ASAP3	1017.3292	ASAP3	960.5696
ASB13	1146.9623	ASB13	771.0843
ASB14	19.7352	ASB14	14.969
ASB16	25.47	ASB16	10.6426
ASB1	349.1502	ASB1	776.517
ASB2	26.3136	ASB2	18.6199
ASB3	296.0277	ASB3	343.9211
ASB6	689.466	ASB6	721.4202
ASB7	471.3226	ASB7	493.9759
ASB8	891.5658	ASB8	809.7846
ASB9	29.7963	ASB9	30.303
ASCC1	681.0572	ASCC1	370.5732
ASCC2	1021.1989	ASCC2	989.0471
ASCC3	1476.6559	ASCC3	1250.0913
ASCL2	107.5761	ASCL2	35.0493
ASF1A	427.9826	ASF1A	554.582
ASF1B	248.0441	ASF1B	79.5911
ASGR1	5.0305	removed	removed
ASGR2	5.4175	removed	removed
ASH1L	3921.0322	ASH1L	3740.9858
ASH2L	1431.3811	ASH2L	1157.7218
ASL	501.5058	ASL	486.3089
ASMTL	606.7601	ASMTL	656.444
ASNA1	1239.0598	ASNA1	941.5845
ASNSD1	937.6146	ASNSD1	1261.7744
ASNS	383.8686	ASNS	448.7039
ASPA	9.6741	ASPA	36.8748
ASPHD1	39.0834	ASPHD1	41.9861
ASPHD2	70.0405	ASPHD2	48.1928
ASPH	6906.2956	ASPH	8204.3227
ASPM	328.1458	ASPM	59.5108
ASPN	2129.0778	ASPN	189.4852
ASPRV1	68.1754	ASPRV1	103.1252
ASPSCR1	407.8604	ASPSCR1	245.345
ASRGL1	33.2789	ASRGL1	180.7229
ASS1	2449.4842	ASS1	1610.8069
ASTE1	242.1855	ASTE1	312.0884
ASTL	7.3523	removed	removed
ASTN1	33.2789	ASTN1	99.3063
ASTN2	155.5597	ASTN2	423.5122
ASXL1	1562.175	ASXL1	1859.4378
ASXL2	719.3667	ASXL2	976.2687
ASXL3	5.4175	ASXL3	20.0803
ATAD1	1291.3	ATAD1	1193.1362
ATAD2B	430.6913	ATAD2B	485.2136
ATAD2	846.678	ATAD2	586.7105
ATAD3A	359.8768	ATAD3A	345.3815
ATAD3B	147.4334	ATAD3B	177.437
ATAD3C	73.1363	ATAD3C	190.2154
ATAD5	86.68	ATAD5	100.4016
ATE1	349.8158	ATE1	350.1278
ATF1	509.2451	ATF1	571.0113
ATF2	563.0331	ATF2	649.5071
ATF3	1457.6946	ATF3	4162.103
ATF4	3833.2687	ATF4	5368.7477
ATF5	895.8224	ATF5	536.3271
ATF6B	2865.4709	ATF6B	2316.1044
ATF6	2375.574	ATF6	1941.2194
ATF7IP2	195.417	ATF7IP2	83.9723
ATF7IP	1068.0216	ATF7IP	1330.0475
ATF7	1994.6077	ATF7	2405.1223
ATG10	130.407	ATG10	105.8781
ATG12	534.3977	ATG12	458.5615
ATG16L1	815.3338	ATG16L1	940.8543
ATG16L2	277.0935	ATG16L2	265.0529
ATG2A	809.1424	ATG2A	714.1292
ATG2B	1086.9828	ATG2B	1489.2296
ATG3	729.0408	ATG3	697.3348
ATG4A	241.4657	ATG4A	307.0464
ATG4B	681.0572	ATG4B	742.9719
ATG4C	169.8773	ATG4C	219.7882
ATG4D	272.6125	ATG4D	212.9244
ATG5	905.1096	ATG5	820.0073
ATG7	765.7831	ATG7	643.1508
ATG9A	1427.3953	ATG9A	1396.2212
ATG9B	19.1431	ATG9B	10.9164
ATHL1	2120.1776	ATHL1	1116.1008
ATIC	2434.0057	ATIC	1524.2789
ATL1	402.8299	ATL1	644.7609
ATL2	876.8612	ATL2	2204.4542
ATL3	475.9661	ATL3	500.9127
ATMIN	1503.3564	ATMIN	2280.7594
ATM	1224.7421	ATM	1671.778
ATN1	5237.1753	ATN1	5374.2242
ATOH8	120.7329	ATOH8	317.9993
ATOX1	638.4911	ATOX1	584.885
ATP10A	509.632	ATP10A	225.9949
ATP10D	559.5504	ATP10D	700.2556
ATP11A	568.4506	ATP11A	786.4184
ATP11B	659.7742	ATP11B	1748.4483
ATP11C	550.6502	ATP11C	758.306
ATP13A1	1492.5214	ATP13A1	1250.8215
ATP13A2	1545.1486	ATP13A2	964.5856
ATP13A3	2259.8717	ATP13A3	2031.3983
ATP13A4	13.1568	ATP13A4	305.586
ATP13A5	5.8045	ATP13A5	366.192
ATP1A1	12690.0812	ATP1A1	17470.9566
ATP1A2	111.4457	ATP1A2	1272.3622
ATP1A3	10.448	removed	removed
ATP1A4	91.7105	ATP1A4	44.1767
ATP1B1	8377.8668	ATP1B1	3926.7178
ATP1B2	49.9184	ATP1B2	108.0686
ATP1B3	934.5189	ATP1B3	1044.9069
removed	removed	ATP2A1	5.4765
ATP2A2	5603.2435	ATP2A2	5789.3392
ATP2A3	1327.2877	ATP2A3	477.9116
ATP2B1	1363.6623	ATP2B1	2684.9215
ATP2B2	38.6964	ATP2B2	11.318
ATP2B4	6851.9774	ATP2B4	4929.5363
ATP2C1	2291.27	ATP2C1	3138.8061
ATP2C2	75.458	ATP2C2	451.2596
ATP5A1	10841.1927	ATP5A1	9578.3133
ATP5B	7443.2589	ATP5B	8806.1336
ATP5C1	2819.0352	ATP5C1	2279.6641
ATP5D	461.2615	ATP5D	347.9372
ATP5EP2	23.6048	ATP5EP2	14.2388
ATP5E	2743.1902	ATP5E	2290.9821
ATP5F1	2328.7514	ATP5F1	2367.2873
ATP5G1	517.7583	ATP5G1	522.4535
ATP5G2	5303.3462	ATP5G2	4273.8226
ATP5G3	1843.1111	ATP5G3	1901.789
ATP5H	1671.6859	ATP5H	1349.7627
ATP5I	761.0737	ATP5I	648.9668
ATP5J2	919.8142	ATP5J2	772.0957
ATP5J	1143.3596	ATP5J	1043.7422
ATP5L	1954.9438	ATP5L	2015.6992
ATP5O	2238.2017	ATP5O	2133.6254
ATP5SL	728.6538	ATP5SL	658.6345
ATP5S	115.3154	ATP5S	130.3395
ATP6AP1L	73.5232	ATP6AP1L	55.4947
ATP6AP1	3917.6269	ATP6AP1	3090.1789
ATP6AP2	3819.7249	ATP6AP2	3365.0968
ATP6V0A1	1195.3328	ATP6V0A1	1822.9281
ATP6V0A2	422.5651	ATP6V0A2	504.5637
ATP6V0A4	5.0305	ATP6V0A4	107.7035
ATP6V0B	1616.35	ATP6V0B	1216.5024
ATP6V0C	2015.5695	ATP6V0C	1339.54
ATP6V0D1	1143.8666	ATP6V0D1	1627.6013
ATP6V0E1	2738.5466	ATP6V0E1	2273.8226
ATP6V0E2	849.3712	ATP6V0E2	776.9259
ATP6V1A	1815.6366	ATP6V1A	1893.0267
ATP6V1B1	47.5966	ATP6V1B1	526.8346
ATP6V1B2	2011.8276	ATP6V1B2	1498.3571
ATP6V1C1	1946.0436	ATP6V1C1	1890.1059
ATP6V1C2	44.7989	ATP6V1C2	92.5301
ATP6V1D	1034.7426	ATP6V1D	945.6006
ATP6V1E1	1899.2209	ATP6V1E1	2012.0482
ATP6V1E2	90.5497	ATP6V1E2	93.0997
ATP6V1F	1215.8342	ATP6V1F	862.72
ATP6V1G1	2186.7354	ATP6V1G1	2214.3118
ATP6V1G2	21.67	ATP6V1G2	53.6692
ATP6V1H	1217.0028	ATP6V1H	1186.1993
ATP7A	569.6115	ATP7A	1158.8171
ATP7B	737.554	ATP7B	326.7616
ATP8A1	194.2561	ATP8A1	613.7276
ATP8A2	37.1486	ATP8A2	54.3994
ATP8B1	2455.7763	ATP8B1	1727.6123
ATP8B2	806.0467	ATP8B2	1046.0022
ATP8B3	58.4316	ATP8B3	22.636
ATP8B4	74.2972	ATP8B4	67.908
ATP8B5P	22.8309	ATP8B5P	27.0172
ATP9A	2426.2664	ATP9A	2902.8843
ATP9B	534.7847	ATP9B	606.0606
ATPAF1	1201.6597	ATPAF1	1132.866
ATPAF2	303.8328	ATPAF2	240.2337
ATPBD4	86.68	ATPBD4	195.6919
ATPIF1	973.2153	ATPIF1	791.5298
ATRIP	385.5597	ATRIP	290.9383
ATRNL1	5.8045	ATRNL1	142.3877
ATRN	2113.5992	ATRN	2737.8605
ATRX	2271.4806	ATRX	3070.0986
ATR	852.0955	ATR	1205.9146
ATXN10	2502.8853	ATXN10	2263.5999
ATXN1L	898.1442	ATXN1L	2012.0482
ATXN1	1144.6405	ATXN1	1164.6586
ATXN2L	2733.516	ATXN2L	1807.2289
ATXN2	910.914	ATXN2	837.1668
ATXN3	521.6279	ATXN3	670.3176
ATXN7L1	320.0195	ATXN7L1	287.3311
ATXN7L2	81.2625	ATXN7L2	93.8299
ATXN7L3B	2490.5024	ATXN7L3B	3538.8828
ATXN7L3	1590.4234	ATXN7L3	1181.8182
ATXN7	822.2992	ATXN7	1046.3673
ATXN8OS	5.9554	removed	removed
AUH	286.3536	AUH	322.7455
AUP1	1975.8089	AUP1	1631.2377
AURKAIP1	655.9045	AURKAIP1	554.2169
AURKAPS1	5.8045	AURKAPS1	10.9529
AURKA	143.5638	AURKA	69.3684
AURKB	91.7105	AURKB	16.0643
AURKC	35.2138	AURKC	16.4294
AUTS2	1812.154	AUTS2	2494.7061
AVEN	197.7388	AVEN	141.2924
AVIL	38.3095	AVIL	56.9551
AVL9	454.6831	AVL9	406.3527
AVPI1	202.7693	AVPI1	208.8353
AVPR1A	50.3054	AVPR1A	74.1146
AVPR2	21.283	AVPR2	61.3363
removed	removed	AWAT2	28.4775
AXIN1	851.3215	AXIN1	519.8978
AXIN2	351.3636	AXIN2	340.2702
AXL	1358.2448	AXL	1196.057
AZGP1	15447.6162	AZGP1	34248.2658
AZI1	201.6084	AZI1	256.2979
AZI2	940.7103	AZI2	1020.8105
AZIN1	4919.4776	AZIN1	5246.0752
AZU1	10.0611	AZU1	10.5878
B2M	39880.1571	B2M	21852.1358
B3GALNT1	459.7136	B3GALNT1	499.8175
B3GALNT2	1000.0281	B3GALNT2	700.011
removed	removed	B3GALT1	46.7324
B3GALT2	6.1914	B3GALT2	14.2388
B3GALT4	215.5391	B3GALT4	139.467
B3GALT5	52.6271	B3GALT5	68.6382
B3GALT6	710.8535	B3GALT6	492.5155
B3GALTL	299.5104	B3GALTL	333.6984
B3GAT1	7.3523	B3GAT1	297.5539
B3GAT2	10.2662	B3GAT2	11.2486
B3GAT3	472.0965	B3GAT3	486.674
B3GNT1	380.7729	B3GNT1	502.3731
B3GNT2	1239.4468	B3GNT2	1478.6418
B3GNT3	92.8714	B3GNT3	146.7689
B3GNT5	95.1932	B3GNT5	399.7809
B3GNT7	64.623	B3GNT7	58.7806
B3GNT8	71.9754	B3GNT8	60.241
B3GNT9	239.5851	B3GNT9	251.0953
B3GNTL1	59.7589	B3GNTL1	60.2227
B4GALNT1	34.6488	B4GALNT1	31.475
removed	removed	B4GALNT2	24.4615
B4GALNT3	443.4611	B4GALNT3	213.9467
B4GALNT4	615.6603	B4GALNT4	244.6148
B4GALT1	12053.165	B4GALT1	6939.3939
B4GALT2	1271.1778	B4GALT2	732.7492
B4GALT3	1622.5414	B4GALT3	790.4345
B4GALT4	397.7993	B4GALT4	395.0347
B4GALT5	1627.572	B4GALT5	1670.6827
B4GALT6	50.3054	B4GALT6	142.7528
B4GALT7	454.2961	B4GALT7	297.5539
B9D1	122.8728	B9D1	154.2132
B9D2	86.293	B9D2	69.3684
BAALC	34.0529	BAALC	58.4155
BACE1	773.1547	BACE1	1251.5517
BACE2	1012.2987	BACE2	1512.2307
BACH1	1101.6875	BACH1	1135.4509
BACH2	132.7288	BACH2	403.797
BAD	511.977	BAD	396.6667
BAG1	3483.36	BAG1	1099.7481
BAG2	94.4193	BAG2	127.7839
BAG3	1102.0744	BAG3	1270.5367
BAG4	294.0929	BAG4	240.9639
BAG5	1389.5889	BAG5	2014.969
removed	removed	BAGE2	12.5484
BAHCC1	429.1434	BAHCC1	511.8656
BAHD1	764.2546	BAHD1	830.5951
BAI1	66.9448	BAI1	187.6597
BAI2	432.2392	BAI2	135.4509
BAI3	5.0305	BAI3	35.7795
BAIAP2L1	1056.4126	BAIAP2L1	591.4567
removed	removed	BAIAP2L2	10.2227
BAIAP2	875.3133	BAIAP2	954.3629
BAIAP3	488.6895	BAIAP3	175.8415
BAK1	314.989	BAK1	212.1212
BAMBI	967.0239	BAMBI	1045.272
BANF1	1814.0888	BANF1	1600.2191
BANK1	46.8227	BANK1	33.954
BANP	220.5697	BANP	201.8985
BAP1	1602.8063	BAP1	1497.2618
BARD1	112.2197	BARD1	108.4337
BARX1	7.3523	removed	removed
BARX2	396.6384	BARX2	947.4261
BASP1	411.3431	BASP1	224.5345
BAT1	4525.1609	BAT1	5886.4549
BAT2L1	5492.8465	BAT2L1	7071.1355
BAT2L2	7095.765	BAT2L2	5624.6805
BAT2	6709.1876	BAT2	6488.8645
BAT3	4245.3857	BAT3	3618.4739
BAT4	299.8974	BAT4	297.5539
BAT5	1198.4285	BAT5	783.4976
BATF2	78.5538	BATF2	47.0975
BATF3	15.0916	BATF3	12.0482
BATF	266.2315	BATF	159.1822
BAX	450.8134	BAX	247.1705
BAZ1A	1334.253	BAZ1A	1144.9434
BAZ1B	3098.8104	BAZ1B	2193.5013
BAZ2A	3063.9836	BAZ2A	3257.123
BAZ2B	935.1109	BAZ2B	1499.3611
BBC3	198.5127	BBC3	54.0343
BBOX1	92.8714	BBOX1	808.3242
BBS10	424.8868	BBS10	806.1336
BBS12	153.2379	BBS12	221.6137
BBS1	1113.6833	BBS1	1209.2844
BBS2	827.7167	BBS2	1583.7897
BBS4	553.359	BBS4	456.3709
BBS5	239.1633	BBS5	257.2143
BBS7	196.5779	BBS7	326.0314
BBS9	365.6813	BBS9	351.2231
BBX	1688.7123	BBX	2621.7598
BCAM	5774.2818	BCAM	5304.4907
BCAN	18.1873	BCAN	11.6831
BCAP29	1804.8016	BCAP29	1227.8204
BCAP31	4067.7691	BCAP31	3619.2041
BCAR1	867.574	BCAR1	756.8456
BCAR3	587.7988	BCAR3	791.1647
BCAS1	198.8997	BCAS1	267.6159
BCAS2	604.9646	BCAS2	829.5582
BCAS3	501.8927	BCAS3	665.5714
BCAS4	604.4383	BCAS4	360.3505
BCAT1	169.4904	BCAT1	188.0248
BCAT2	706.9838	BCAT2	588.1709
BCCIP	1277.8259	BCCIP	1133.9029
BCDIN3D	272.0243	BCDIN3D	232.7711
BCHE	10.448	BCHE	43.0814
