gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
ANO8	360.5776	ANO8	211.872
ANO9	355.3988	ANO9	141.0142
ANP32A	2880.0893	ANP32A	2698.2113
ANP32B	1922.649	ANP32B	2839.5762
ANP32E	716.3	ANP32E	1109.5219
ANPEP	1306.0419	ANPEP	4412.4805
ANTXR1	2058.5939	ANTXR1	2752.9332
ANTXR2	412.3661	ANTXR2	1069.5328
ANUBL1	369.9643	ANUBL1	343.4151
ANXA11	3131.911	ANXA11	4117.1224
removed	removed	ANXA13	5.9633
ANXA1	852.2449	ANXA1	9843.9812
ANXA2P1	169.6074	ANXA2P1	43.8477
ANXA2P2	10869.4403	ANXA2P2	3793.3511
ANXA2P3	14.2418	ANXA2P3	5.9633
ANXA2	30501.8227	ANXA2	11508.4394
ANXA3	893.6757	ANXA3	1926.8428
ANXA4	2194.2151	ANXA4	1641.6574
ANXA5	3480.1889	ANXA5	5663.3673
ANXA6	5004.0662	ANXA6	7006.5096
ANXA7	3882.521	ANXA7	3217.0171
ANXA8L2	17.8023	ANXA8L2	1024.282
ANXA8	19.7444	ANXA8	1191.254
ANXA9	465.773	ANXA9	244.8455
AOAH	37.223	AOAH	97.1665
removed	removed	AOC2	34.3766
AOC3	690.4058	AOC3	4830.612
AOX1	54.0543	AOX1	231.165
AP1AR	888.4969	AP1AR	605.7996
AP1B1	4095.5013	AP1B1	2793.6238
AP1G1	3067.1754	AP1G1	2613.3222
AP1G2	1359.8178	AP1G2	961.229
AP1M1	637.3225	AP1M1	866.7811
AP1M2	2759.0337	AP1M2	1296.8392
AP1S1	1094.3563	AP1S1	699.1075
AP1S2	238.2272	AP1S2	289.3947
AP1S3	160.2207	AP1S3	78.9258
AP2A1	1359.7951	AP2A1	1302.6306
AP2A2	1928.1515	AP2A2	1490.8214
AP2B1	14021.7431	AP2B1	6161.1262
AP2M1	5393.7749	AP2M1	4829.9104
AP2S1	1307.9839	AP2S1	791.0123
AP3B1	1847.2319	AP3B1	1255.0962
AP3B2	5.8262	AP3B2	165.5689
AP3D1	3330.3258	AP3D1	2675.4105
AP3M1	2689.1192	AP3M1	1469.4237
AP3M2	624.3754	AP3M2	653.1551
AP3S1	1062.9595	AP3S1	690.6888
AP3S2	2056.3378	AP3S2	1693.5345
AP4B1	280.1338	AP4B1	346.7826
AP4E1	367.3748	AP4E1	358.1479
AP4M1	591.1434	AP4M1	385.2914
AP4S1	55.349	AP4S1	73.3133
APAF1	592.0076	APAF1	437.7753
APBA1	47.9044	APBA1	382.3518
removed	removed	APBA2	123.1243
APBA3	117.4952	APBA3	199.2439
APBB1IP	132.3844	APBB1IP	315.3526
APBB1	237.2562	APBB1	985.3452
APBB2	3541.0404	APBB2	1708.3059
APBB3	113.2874	APBB3	291.8502
APC2	6.1952	removed	removed
APCDD1L	28.16	APCDD1L	969.2093
APCDD1	124.6161	APCDD1	1321.0431
APC	1197.6096	APC	788.5568
APEH	3086.2724	APEH	1985.0725
APEX1	2416.582	APEX1	3612.6986
APEX2	598.4811	APEX2	624.7418
APH1A	9463.3819	APH1A	5179.2888
APH1B	1143.2317	APH1B	761.8974
API5	3301.1948	API5	2991.4646
APIP	501.0022	APIP	337.8657
APITD1	241.9366	APITD1	162.1487
APLF	102.606	APLF	123.1243
APLNR	585.534	APLNR	590.3653
APLN	56.6437	APLN	183.4587
APLP1	67.9724	APLP1	70.8579
APLP2	19384.4448	APLP2	15947.2284
APOA1BP	3447.1737	APOA1BP	1411.194
APOB48R	67.9724	APOB48R	170.8306
APOBEC3A	5.017	removed	removed
APOBEC3B	135.4594	APOBEC3B	107.6899
APOBEC3C	49.8465	APOBEC3C	419.5347
APOBEC3D	51.7885	APOBEC3D	88.7477
APOBEC3F	147.5973	APOBEC3F	232.5681
APOBEC3G	117.4952	APOBEC3G	285.1854
removed	removed	APOB	26.6594
APOC1	558.9924	APOC1	405.8542
APOC2	80.9196	APOC2	20.6961
APOD	448.6181	APOD	6792.1821
APOE	741.2233	APOE	1728.3004
APOF	21.0391	removed	removed
APOL1	634.0858	APOL1	600.5379
APOL2	657.0669	APOL2	619.1293
APOL3	282.8948	APOL3	866.4303
APOL4	99.6929	APOL4	206.6103
APOL6	1695.4268	APOL6	1597.8097
APOLD1	1709.9924	APOLD1	3717.2315
APOM	52.1122	APOM	62.4391
APOOL	311.0548	APOOL	151.1868
APOO	268.0056	APOO	174.3384
APPBP2	1691.5427	APPBP2	1489.769
APPL1	3334.5336	APPL1	1949.6436
APPL2	944.8169	APPL2	1237.2063
APP	21569.5969	APP	37686.9117
APRT	932.1934	APRT	1794.5981
APTX	616.2834	APTX	613.5168
AQP11	40.1361	AQP11	32.9735
AQP1	2368.0303	AQP1	9850.3478
AQP3	2947.0907	AQP3	1088.8258
removed	removed	AQP4	80.6797
removed	removed	AQP5	792.7662
removed	removed	AQP6	7.3664
removed	removed	AQP7P1	63.8422
AQP7	25.5706	AQP7	626.145
removed	removed	AQP9	8.7695
removed	removed	AQPEP	45.9348
AQR	1830.7244	AQR	1256.1485
ARAF	1284.3554	ARAF	1171.961
ARAP1	1071.3719	ARAP1	2299.3552
ARAP2	213.9513	ARAP2	309.0385
ARAP3	223.9854	ARAP3	430.7597
ARCN1	6977.8564	ARCN1	4325.4866
ARC	9.7103	ARC	52.2664
AREG	207.4778	AREG	327.6299
ARF1	12410.4726	ARF1	7899.2485
ARF3	8664.8676	ARF3	4516.3118
ARF4	7952.4517	ARF4	3737.9276
ARF5	3309.8855	ARF5	2434.3534
ARF6	4659.0252	ARF6	3951.5536
ARFGAP1	612.0756	ARFGAP1	1014.1093
ARFGAP2	2059.5649	ARFGAP2	2590.8721
ARFGAP3	1763.3993	ARFGAP3	1408.7385
ARFGEF1	3040.9574	ARFGEF1	1596.1119
ARFGEF2	3379.2012	ARFGEF2	2569.8252
ARFIP1	1439.0736	ARFIP1	1208.793
ARFIP2	2366.4119	ARFIP2	2057.3335
ARFRP1	310.4075	ARFRP1	672.0973
ARG2	145.6714	ARG2	236.1145
ARGLU1	528.243	ARGLU1	1412.9479
ARHGAP10	67.0014	ARHGAP10	541.6066
ARHGAP11A	289.6921	ARHGAP11A	54.0204
ARHGAP11B	19.097	ARHGAP11B	10.5234
ARHGAP12	1364.9513	ARHGAP12	1124.2547
ARHGAP15	40.4598	ARHGAP15	79.2766
ARHGAP17	678.4297	ARHGAP17	902.21
ARHGAP18	537.3059	ARHGAP18	464.0839
ARHGAP19	453.1496	ARHGAP19	1224.5782
ARHGAP1	3647.8542	ARHGAP1	3040.9248
ARHGAP20	16.8313	ARHGAP20	246.2486
ARHGAP21	1282.0897	ARHGAP21	1592.548
ARHGAP22	13.5945	ARHGAP22	67.7008
ARHGAP23	193.5596	ARHGAP23	802.2373
ARHGAP24	77.6828	ARHGAP24	278.5205
ARHGAP25	83.1853	ARHGAP25	411.1159
ARHGAP26	324.002	ARHGAP26	703.6677
ARHGAP27	402.9795	ARHGAP27	533.1879
ARHGAP28	22.9812	ARHGAP28	91.2032
ARHGAP29	4264.785	ARHGAP29	2299.3727
ARHGAP30	104.5481	ARHGAP30	352.8862
ARHGAP31	364.7854	ARHGAP31	882.917
ARHGAP32	4558.0375	ARHGAP32	1228.4368
ARHGAP33	79.3012	ARHGAP33	151.8884
ARHGAP39	205.5357	ARHGAP39	242.39
ARHGAP42	95.1549	ARHGAP42	138.5131
ARHGAP4	84.8037	ARHGAP4	283.7822
ARHGAP5	2651.8961	ARHGAP5	3142.6514
ARHGAP6	47.9044	ARHGAP6	89.4493
ARHGAP8	348.7018	ARHGAP8	498.3623
ARHGAP9	34.3099	ARHGAP9	102.4282
ARHGDIA	5900.3314	ARHGDIA	3892.9731
ARHGDIB	8058.6181	ARHGDIB	3827.0261
removed	removed	ARHGDIG	6.6648
ARHGEF10L	437.2894	ARHGEF10L	1294.3837
ARHGEF10	401.6847	ARHGEF10	848.8912
ARHGEF11	1586.9946	ARHGEF11	1125.307
ARHGEF12	10330.516	ARHGEF12	5308.7272
ARHGEF15	203.9173	ARHGEF15	471.4503
ARHGEF16	397.8006	ARHGEF16	298.5151
ARHGEF17	1222.2092	ARHGEF17	1627.9769
ARHGEF18	516.9142	ARHGEF18	860.8178
ARHGEF19	366.4038	ARHGEF19	598.784
ARHGEF1	598.4811	ARHGEF1	1024.282
ARHGEF2	2044.0283	ARHGEF2	1643.0605
removed	removed	ARHGEF33	17.5391
ARHGEF35	846.095	ARHGEF35	1569.7472
ARHGEF37	545.7216	ARHGEF37	2534.7471
ARHGEF38	141.1237	ARHGEF38	48.7586
ARHGEF3	1123.811	ARHGEF3	1013.057
ARHGEF4	5.5025	ARHGEF4	206.9611
ARHGEF5	682.9612	ARHGEF5	1362.4353
ARHGEF6	1752.7179	ARHGEF6	2396.1884
ARHGEF7	1078.8197	ARHGEF7	1303.1533
ARHGEF9	429.8448	ARHGEF9	854.1529
ARID1A	3902.2653	ARID1A	2746.2683
ARID1B	1718.0843	ARID1B	2062.5952
ARID2	1610.9468	ARID2	850.9959
ARID3A	65.0593	ARID3A	18.2406
ARID3B	76.3881	ARID3B	92.2555
ARID4A	384.2061	ARID4A	673.1497
ARID4B	1097.9361	ARID4B	1194.4987
ARID5A	636.6752	ARID5A	1708.6567
ARID5B	1657.8802	ARID5B	4464.3961
ARIH1	2756.4442	ARIH1	2134.5054
ARIH2	894.2972	ARIH2	1746.1903
ARL10	8.7393	ARL10	43.4969
ARL11	14.5655	ARL11	41.743
ARL13B	191.9412	ARL13B	347.6245
ARL15	377.0852	ARL15	487.9371
ARL16	232.7247	ARL16	461.6285
ARL17A	106.2215	ARL17A	80.3605
ARL1	3584.737	ARL1	2442.1408
ARL2BP	1304.0998	ARL2BP	1409.4401
ARL2	731.1892	ARL2	1098.6476
ARL3	1326.4336	ARL3	652.4536
ARL4A	289.3684	ARL4A	1299.9962
ARL4C	160.8681	ARL4C	1957.7115
ARL4D	44.6676	ARL4D	218.1861
ARL5A	919.57	ARL5A	892.3881
ARL5B	391.9744	ARL5B	122.7735
ARL6IP1	6610.1578	ARL6IP1	4379.1562
ARL6IP4	1129.3135	ARL6IP4	2138.364
ARL6IP5	7801.9413	ARL6IP5	6040.4574
ARL6IP6	346.0121	ARL6IP6	289.7455
ARL6	82.8616	ARL6	103.8313
ARL8A	1596.3813	ARL8A	1127.4117
ARL8B	3243.9037	ARL8B	2374.7907
removed	removed	ARL9	19.9945
ARMC10	1168.1938	ARMC10	791.1596
ARMC1	779.0936	ARMC1	735.5888
ARMC2	51.4648	ARMC2	51.2141
ARMC3	60.5278	removed	removed
ARMC5	152.7761	ARMC5	253.9658
ARMC6	622.1097	ARMC6	641.9301
ARMC7	247.9376	ARMC7	392.5245
ARMC8	718.5658	ARMC8	711.3849
ARMC9	253.7638	ARMC9	238.5314
ARMCX1	1373.0433	ARMCX1	825.0381
ARMCX2	1049.6887	ARMCX2	1157.5789
ARMCX3	2181.2679	ARMCX3	2022.6061
ARMCX5	448.6181	ARMCX5	478.466
ARMCX6	285.8079	ARMCX6	341.6612
ARNT2	5173.3499	ARNT2	429.7073
ARNTL2	27.189	ARNTL2	16.8375
ARNTL	164.1049	ARNTL	224.8509
ARNT	1599.9417	ARNT	1564.4855
ARPC1A	2763.1314	ARPC1A	2057.2318
ARPC1B	1703.6288	ARPC1B	899.5055
ARPC2	4812.125	ARPC2	3159.1382
ARPC3	4485.5336	ARPC3	2307.0899
ARPC4	3710.5539	ARPC4	2975.5146
ARPC5L	750.2863	ARPC5L	550.727
ARPC5	4481.6495	ARPC5	2955.6849
ARPM1	36.5756	ARPM1	31.2196
ARPP19	6809.5437	ARPP19	4005.5739
ARRB1	582.6209	ARRB1	1085.6687
ARRB2	293.5762	ARRB2	522.3136
ARRDC1	582.6209	ARRDC1	678.0606
ARRDC2	375.1431	ARRDC2	2127.8406
ARRDC3	1462.0548	ARRDC3	8873.018
ARRDC4	541.1901	ARRDC4	559.4965
ARSA	2423.3793	ARSA	694.1966
ARSB	230.1353	ARSB	150.836
ARSD	5068.1545	ARSD	3237.0117
ARSE	6.1499	ARSE	67.35
ARSG	547.6636	ARSG	363.4096
ARSH	18.7733	ARSH	9.1203
ARSI	8.7393	ARSI	32.6227
ARSJ	184.1729	ARSJ	153.2915
ARSK	162.8102	ARSK	215.7306
removed	removed	ART3	8.7695
removed	removed	ART4	12.6281
ART5	42.0782	ART5	35.0781
ARTN	7.7683	ARTN	5.2617
ARV1	755.7888	ARV1	411.1159
ARVCF	185.7913	ARVCF	607.9043
AR	1677.6245	AR	427.9534
AS3MT	385.1772	AS3MT	309.3893
ASAH1	9349.4471	ASAH1	4370.7375
ASAH2B	7.7683	removed	removed
ASAH2	26.8653	removed	removed
ASAM	52.7596	ASAM	511.4394
ASAP1	992.7213	ASAP1	558.0934
ASAP2	707.237	ASAP2	473.9058
ASAP3	2016.5157	ASAP3	1017.6171
removed	removed	ASB12	10.5234
ASB13	702.3819	ASB13	883.2678
ASB14	17.8023	ASB14	16.4867
ASB16	22.0036	ASB16	13.6805
ASB1	273.3172	ASB1	654.5162
ASB2	6.7972	ASB2	47.3555
ASB3	326.2677	ASB3	419.5347
removed	removed	ASB5	30.1672
ASB6	570.1399	ASB6	1040.909
ASB7	443.7629	ASB7	464.0839
ASB8	896.2652	ASB8	972.3663
ASB9	13.2708	ASB9	56.4758
ASCC1	628.9069	ASCC1	463.3824
ASCC2	949.6721	ASCC2	1132.3227
ASCC3	1750.7758	ASCC3	1025.6851
removed	removed	ASCL2	16.4867
ASF1A	705.295	ASF1A	498.4605
ASF1B	356.6935	ASF1B	69.8055
removed	removed	ASGR1	8.4188
ASH1L	3757.8207	ASH1L	2444.8348
ASH2L	1344.5596	ASH2L	1291.2267
ASL	941.2564	ASL	529.3293
ASMTL	369.3169	ASMTL	892.3881
ASNA1	2016.192	ASNA1	1069.182
ASNSD1	910.8307	ASNSD1	1345.5978
ASNS	246.3192	ASNS	424.7964
ASPA	7.1209	ASPA	32.9735
removed	removed	ASPG	10.1727
removed	removed	ASPHD1	42.4446
ASPHD2	53.7306	ASPHD2	34.3766
ASPH	5383.8638	ASPH	6630.8577
ASPM	436.9657	ASPM	29.1149
ASPN	200.6805	ASPN	94.711
ASPRV1	14.4781	ASPRV1	99.0046
ASPSCR1	232.7247	ASPSCR1	303.7768
ASRGL1	11.9761	ASRGL1	109.4438
ASS1	204.241	ASS1	2657.1698
ASTE1	229.0056	ASTE1	261.0691
ASTL	26.8653	removed	removed
ASTN1	5.1789	ASTN1	34.7274
ASTN2	378.0562	ASTN2	385.1581
ASXL1	865.5157	ASXL1	1894.2201
ASXL2	1011.1709	ASXL2	617.0247
ASXL3	5.1789	ASXL3	25.2563
ATAD1	1542.6507	ATAD1	1327.708
ATAD2B	429.8448	ATAD2B	320.9651
ATAD2	947.73	ATAD2	395.6815
ATAD3A	217.5118	ATAD3A	408.6604
ATAD3B	48.2281	ATAD3B	227.3064
ATAD3C	326.5914	ATAD3C	142.4173
ATAD5	40.1361	ATAD5	57.8789
ATE1	358.9592	ATE1	323.7713
ATF1	417.2213	ATF1	623.3387
ATF2	746.7258	ATF2	552.4809
ATF3	283.5422	ATF3	1456.7956
ATF4	2325.6284	ATF4	6267.413
ATF5	644.7671	ATF5	723.3114
ATF6B	2214.8528	ATF6B	2013.135
ATF6	3381.1433	ATF6	1699.1856
ATF7IP2	52.7596	ATF7IP2	87.3446
ATF7IP	1141.2896	ATF7IP	1107.0664
ATF7	2730.0483	ATF7	2611.9541
ATG10	149.5394	ATG10	123.8259
ATG12	722.7736	ATG12	513.1933
ATG16L1	953.5562	ATG16L1	848.1897
ATG16L2	101.6965	ATG16L2	238.5139
ATG2A	658.6853	ATG2A	821.5303
ATG2B	1287.5922	ATG2B	1080.7578
ATG3	870.6946	ATG3	783.2951
ATG4A	496.8462	ATG4A	283.0807
ATG4B	672.2798	ATG4B	869.5873
ATG4C	83.509	ATG4C	140.3126
ATG4D	221.8718	ATG4D	239.3803
ATG5	875.8734	ATG5	920.8014
ATG7	855.6435	ATG7	787.0484
ATG9A	1107.4134	ATG9A	1454.9048
removed	removed	ATG9B	16.3885
ATHL1	365.1091	ATHL1	721.9083
ATIC	2440.5342	ATIC	1307.3626
ATL1	669.043	ATL1	549.3238
ATL2	1132.874	ATL2	2207.8187
ATL3	1557.5399	ATL3	398.8386
ATMIN	1277.5582	ATMIN	1900.1834
ATM	1106.0087	ATM	1148.4586
ATN1	4097.1197	ATN1	5075.8083
ATOH8	11.6524	ATOH8	423.3933
ATOX1	1029.6206	ATOX1	541.9574
ATP10A	321.4125	ATP10A	199.9455
removed	removed	ATP10B	6.3141
ATP10D	430.1684	ATP10D	492.4972
ATP11A	256.0295	ATP11A	500.2144
ATP11B	155.3656	ATP11B	1193.7094
ATP11C	272.8608	ATP11C	461.9792
removed	removed	ATP12A	18.9422
ATP13A1	1389.5509	ATP13A1	1124.9563
ATP13A2	2035.289	ATP13A2	900.4561
ATP13A3	2299.0868	ATP13A3	1345.9486
ATP13A4	486.1648	ATP13A4	506.8793
removed	removed	ATP13A5	1021.1249
ATP1A1	24707.9686	ATP1A1	23265.5618
ATP1A2	68.9435	ATP1A2	395.6815
ATP1A4	83.1853	ATP1A4	88.0462
ATP1B1	10933.2891	ATP1B1	8295.0178
ATP1B2	61.4989	ATP1B2	97.868
ATP1B3	965.856	ATP1B3	1134.7781
ATP2A2	5699.6508	ATP2A2	4371.0882
ATP2A3	1483.4176	ATP2A3	936.9374
ATP2B1	1016.6735	ATP2B1	1963.324
removed	removed	ATP2B2	8.4188
ATP2B4	3713.8846	ATP2B4	3438.0095
ATP2C1	3371.9152	ATP2C1	2905.4354
ATP2C2	680.6954	ATP2C2	243.4424
ATP5A1	13091.4917	ATP5A1	11618.234
ATP5B	13821.0626	ATP5B	11091.0094
ATP5C1	3818.109	ATP5C1	2525.6268
ATP5D	473.865	ATP5D	775.9287
ATP5EP2	48.5517	ATP5EP2	16.4867
ATP5E	4586.8449	ATP5E	3153.1749
ATP5F1	3544.2772	ATP5F1	2703.473
ATP5G1	1002.108	ATP5G1	681.9192
ATP5G2	5757.9129	ATP5G2	6896.0135
ATP5G3	3994.8373	ATP5G3	2446.3502
ATP5H	3130.2926	ATP5H	1727.5989
ATP5I	1722.4151	ATP5I	951.7193
ATP5J2	1639.7542	ATP5J2	987.9305
ATP5J	1730.1057	ATP5J	1402.1999
ATP5L	3171.3998	ATP5L	2794.3254
ATP5O	3183.6996	ATP5O	3411.3501
ATP5SL	913.7438	ATP5SL	932.0264
ATP5S	144.3605	ATP5S	152.59
ATP6AP1L	48.2281	ATP6AP1L	67.35
ATP6AP1	8202.3313	ATP6AP1	3531.3173
ATP6AP2	3856.9504	ATP6AP2	2925.5177
ATP6V0A1	1160.7103	ATP6V0A1	1631.8355
ATP6V0A2	293.2525	ATP6V0A2	402.6972
ATP6V0A4	38.8414	ATP6V0A4	403.0479
ATP6V0B	2636.6833	ATP6V0B	1424.5237
ATP6V0C	1662.9166	ATP6V0C	1577.8397
ATP6V0D1	1650.1119	ATP6V0D1	1702.3426
ATP6V0E1	3634.9071	ATP6V0E1	2893.5966
ATP6V0E2	1729.0861	ATP6V0E2	1505.456
ATP6V1A	2758.0626	ATP6V1A	1996.9991
ATP6V1B1	1336.4676	ATP6V1B1	1130.218
ATP6V1B2	1858.5607	ATP6V1B2	1741.2794
ATP6V1C1	1761.4572	ATP6V1C1	1470.476
ATP6V1C2	48.5809	ATP6V1C2	90.5402
ATP6V1D	1936.2435	ATP6V1D	1076.5484
ATP6V1E1	2321.0969	ATP6V1E1	2176.5992
ATP6V1E2	48.2281	ATP6V1E2	106.2868
ATP6V1F	1523.2267	ATP6V1F	1260.0001
ATP6V1G1	3126.7322	ATP6V1G1	2645.9448
ATP6V1G2	44.3439	ATP6V1G2	42.4446
ATP6V1H	1151.6473	ATP6V1H	1059.0093
ATP7A	1292.7711	ATP7A	701.2122
ATP7B	964.885	ATP7B	287.9916
ATP8A1	49.1991	ATP8A1	315.7033
ATP8A2	8.4156	ATP8A2	12.2774
ATP8B1	4259.9039	ATP8B1	1183.1895
ATP8B2	368.0222	ATP8B2	739.4474
ATP8B3	21.3628	ATP8B3	12.9789
ATP8B4	32.3678	ATP8B4	70.5071
ATP8B5P	34.6336	ATP8B5P	28.7641
ATP9A	2619.5283	ATP9A	2672.955
ATP9B	522.0931	ATP9B	642.2809
ATPAF1	1550.6261	ATPAF1	1136.7425
ATPAF2	266.7109	ATPAF2	286.9393
ATPBD4	92.572	ATPBD4	194.6837
ATPIF1	1379.1932	ATPIF1	879.0584
ATRIP	408.469	ATRIP	363.7218
ATRNL1	15.8602	ATRNL1	63.1407
ATRN	2531.1641	ATRN	2124.6835
ATRX	2552.5269	ATRX	1955.2561
ATR	1014.7314	ATR	886.0741
ATXN10	3661.125	ATXN10	2468.0986
ATXN1L	949.3484	ATXN1L	1741.6301
ATXN1	947.0826	ATXN1	747.5154
ATXN2L	1844.9662	ATXN2L	1803.7185
ATXN2	828.6164	ATXN2	769.6146
ATXN3	422.7238	ATXN3	399.1893
ATXN7L1	241.7877	ATXN7L1	287.29
ATXN7L2	21.6864	ATXN7L2	54.0204
ATXN7L3B	3645.2648	ATXN7L3B	4015.7466
ATXN7L3	1276.2635	ATXN7L3	1262.4626
ATXN7	563.5239	ATXN7	879.0584
AUH	266.3872	AUH	337.4518
AUP1	2463.2532	AUP1	1888.3024
AURKAIP1	752.552	AURKAIP1	888.1788
AURKAPS1	5.1789	AURKAPS1	5.2617
AURKA	173.1679	AURKA	48.0571
AURKB	78.6538	AURKB	27.0102
removed	removed	AURKC	12.6281
AUTS2	2407.519	AUTS2	2276.2211
AVEN	217.8355	AVEN	229.4111
removed	removed	AVIL	18.9422
AVL9	516.5905	AVL9	301.3213
AVPI1	66.6777	AVPI1	265.8924
AVPR1A	31.3968	AVPR1A	55.0727
removed	removed	AVPR2	83.486
AXIN1	425.3133	AXIN1	666.1341
AXIN2	129.795	AXIN2	349.4415
AXL	505.9092	AXL	1061.114
AZGP1	42049.6927	AZGP1	36126.2848
AZI1	120.0846	AZI1	290.4471
AZI2	1106.9797	AZI2	1014.8109
AZIN1	4685.8905	AZIN1	4166.9334
AZU1	5.1789	AZU1	5.9633
B2M	28196.5957	B2M	30174.5752
B3GALNT1	708.2081	B3GALNT1	440.5816
B3GALNT2	948.4453	B3GALNT2	478.5501
removed	removed	B3GALT1	31.2196
removed	removed	B3GALT2	21.3977
B3GALT4	203.27	B3GALT4	192.2283
removed	removed	B3GALT5	165.9196
B3GALT6	504.2908	B3GALT6	533.8894
B3GALTL	270.2714	B3GALTL	263.7877
removed	removed	B3GAT1	82.4337
removed	removed	B3GAT2	20.0752
B3GAT3	499.4356	B3GAT3	621.9356
B3GNT1	489.4016	B3GNT1	694.5474
B3GNT2	1516.1091	B3GNT2	1524.1456
B3GNT3	8.7393	B3GNT3	535.6433
B3GNT4	14.8892	removed	removed
B3GNT5	55.349	B3GNT5	221.3431
B3GNT7	13.2708	B3GNT7	69.8055
B3GNT8	45.9623	B3GNT8	59.2821
B3GNT9	279.603	B3GNT9	210.9951
B3GNTL1	30.8109	B3GNTL1	59.0295
B4GALNT1	22.3209	B4GALNT1	31.1319
B4GALNT3	1093.0616	B4GALNT3	203.1025
B4GALNT4	248.2612	B4GALNT4	151.1868
B4GALT1	7187.2762	B4GALT1	5627.5876
B4GALT2	802.0748	B4GALT2	860.1162
B4GALT3	1508.6645	B4GALT3	1105.6633
B4GALT4	390.356	B4GALT4	443.7386
B4GALT5	1176.5705	B4GALT5	1620.9613
B4GALT6	21.0391	B4GALT6	122.7735
B4GALT7	432.1105	B4GALT7	509.3347
B9D1	229.9216	B9D1	147.4896
B9D2	88.0405	B9D2	110.847
BAALC	7.1209	BAALC	61.3868
BACE1	671.6324	BACE1	1095.1398
BACE2	433.0815	BACE2	997.9734
BACH1	494.9041	BACH1	1015.8632
BACH2	18.4497	BACH2	284.133
BAD	702.0711	BAD	632.5222
BAG1	1330.8647	BAG1	1513.2959
BAG2	59.8805	BAG2	98.9204
BAG3	1062.9595	BAG3	1469.0729
BAG4	246.6428	BAG4	267.2955
BAG5	1493.4516	BAG5	1704.0965
BAHCC1	150.5104	BAHCC1	383.4042
BAHD1	894.6468	BAHD1	847.4881
BAI1	13.9182	BAI1	35.4289
BAI2	1453.9628	BAI2	103.4805
removed	removed	BAI3	10.5234
BAIAP2L1	555.7556	BAIAP2L1	618.077
BAIAP2L2	10.6814	BAIAP2L2	23.8531
BAIAP2	1148.7342	BAIAP2	1429.0838
BAIAP3	43.4182	BAIAP3	323.5924
BAK1	368.0222	BAK1	303.426
BAMBI	326.9151	BAMBI	1024.9835
BANF1	1787.6751	BANF1	2088.2023
removed	removed	BANK1	86.2922
BANP	194.5306	BANP	306.9338
BAP1	1115.3954	BAP1	1652.5316
BARD1	154.0709	BARD1	115.7579
BARX2	857.1001	BARX2	2250.9649
BASP1	121.0557	BASP1	106.9884
BAT1	3318.026	BAT1	6062.2058
BAT2L1	6901.5201	BAT2L1	6193.2648
BAT2L2	6883.0186	BAT2L2	3589.5471
BAT2	5252.6511	BAT2	6219.3559
BAT3	4265.7561	BAT3	4093.9709
BAT4	267.3583	BAT4	460.9269
BAT5	1222.2092	BAT5	905.367
BATF2	56.6437	BATF2	42.4446
BATF3	7.4446	BATF3	19.9945
BATF	87.3931	BATF	231.165
BAX	257.0006	BAX	465.8378
BAZ1A	975.2427	BAZ1A	948.5132
BAZ1B	2858.4029	BAZ1B	2156.6046
BAZ2A	3326.4223	BAZ2A	2533.7053
BAZ2B	689.7649	BAZ2B	793.5519
BBC3	73.475	BBC3	175.7415
BBOX1	82.8616	BBOX1	593.1715
BBS10	472.2466	BBS10	864.6764
BBS12	241.7877	BBS12	238.1806
BBS1	1214.2273	BBS1	1246.716
BBS2	668.072	BBS2	1477.8424
BBS4	620.4913	BBS4	440.5816
BBS5	217.9844	BBS5	264.4892
BBS7	194.207	BBS7	366.5667
BBS9	309.7601	BBS9	444.4402
BBX	1895.46	BBX	2068.2077
BCAM	13909.4267	BCAM	6702.3821
BCAN	13.9182	BCAN	49.1094
BCAP29	1998.066	BCAP29	997.9734
BCAP31	6167.0423	BCAP31	4655.572
BCAR1	675.1929	BCAR1	965.3507
BCAR3	165.3996	BCAR3	859.7654
BCAS1	477.4255	BCAS1	366.9174
BCAS2	790.4483	BCAS2	795.9057
BCAS3	509.7933	BCAS3	791.7138
BCAS4	836.7084	BCAS4	352.8862
BCAT1	227.8695	BCAT1	39.9891
BCAT2	953.2325	BCAT2	606.1504
BCCIP	1278.6652	BCCIP	989.6037
BCDIN3D	347.3197	BCDIN3D	261.4129
removed	removed	BCHE	22.45
BCKDHA	859.0422	BCKDHA	1227.844
BCKDHB	454.1206	BCKDHB	644.0348
BCKDK	1182.3968	BCKDK	1063.5695
BCL10	536.0112	BCL10	421.9901
BCL11A	6.1499	BCL11A	407.2573
BCL11B	7.1209	BCL11B	172.2337
BCL2A1	19.097	BCL2A1	29.1149
removed	removed	BCL2L10	8.4188
BCL2L11	1697.6926	BCL2L11	1010.6015
BCL2L12	137.5956	BCL2L12	191.8003
BCL2L13	1553.6557	BCL2L13	1533.9675
BCL2L14	28.8074	BCL2L14	105.5852
BCL2L15	6.1499	removed	removed
BCL2L1	2128.5084	BCL2L1	2882.0208
BCL2L2	920.4536	BCL2L2	1402.8524
BCL2	2569.3582	BCL2	2257.6297
BCL3	747.6968	BCL3	339.2057
BCL6B	214.9224	BCL6B	162.0611
BCL6	578.7368	BCL6	2638.5784
BCL7A	344.3937	BCL7A	796.274
BCL7B	673.5745	BCL7B	766.4576
BCL7C	574.2053	BCL7C	677.3591
