gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
ANKRD57	869.5951	ANKRD57	651.455
removed	removed	ANKRD58	8.9286
ANKRD5	296.4997	ANKRD5	208.9947
ANKRD6	157.7454	ANKRD6	295.6944
ANKRD9	66.5752	ANKRD9	58.8624
ANKS1A	833.5621	ANKS1A	1390.873
ANKS1B	345.5731	ANKS1B	140.5423
ANKS3	425.8751	ANKS3	262.8968
ANKS6	62.4571	ANKS6	250
ANKZF1	640.0137	ANKZF1	659.3915
ANLN	267.6733	ANLN	33.7302
ANO10	1009.2656	ANO10	870.7011
ANO1	2232.6699	ANO1	4572.7513
ANO2	49.7598	ANO2	113.7566
removed	removed	ANO3	34.0608
removed	removed	ANO4	10.9127
ANO5	296.1565	ANO5	97.2222
ANO6	2657.8586	ANO6	5585.9788
ANO7	12.011	ANO7	14.2196
ANO8	205.5594	ANO8	290.6746
ANO9	189.4303	ANO9	106.1508
ANP32A	3087.5086	ANP32A	2084.3254
ANP32B	1834.9348	ANP32B	2350.8598
ANP32E	539.8078	ANP32E	805.2249
ANPEP	832.1894	ANPEP	4580.6878
ANTXR1	3989.7049	ANTXR1	3842.5926
ANTXR2	339.0528	ANTXR2	2220.2381
ANUBL1	450.5834	ANUBL1	282.4074
ANXA11	2302.6767	ANXA11	4318.4524
removed	removed	ANXA13	7.2751
ANXA1	811.5992	ANXA1	11982.8042
ANXA2P1	39.8078	ANXA2P1	51.918
ANXA2P2	2563.8298	ANXA2P2	4315.4762
ANXA2	7729.9245	ANXA2	12692.1296
ANXA3	214.1386	ANXA3	1551.918
ANXA4	1241.9355	ANXA4	1461.3095
ANXA5	4934.7975	ANXA5	10047.619
ANXA6	7266.6438	ANXA6	7618.7169
ANXA7	2629.0323	ANXA7	3068.4524
ANXA8L2	8.5793	ANXA8L2	241.7328
ANXA8	11.6678	ANXA8	366.0714
ANXA9	1471.86	ANXA9	150.463
AOAH	71.0364	AOAH	140.5423
AOC2	6.8634	AOC2	70.4365
AOC3	397.3919	AOC3	9289.6825
AOX1	15.4427	AOX1	1124.3386
AP1AR	1356.2114	AP1AR	607.8042
AP1B1	3003.0885	AP1B1	2440.4762
AP1G1	7125.2574	AP1G1	2870.7011
AP1G2	1892.3439	AP1G2	1220.0827
AP1M1	725.4633	AP1M1	937.1693
AP1M2	2203.5003	AP1M2	808.5317
AP1S1	706.9321	AP1S1	400.7937
AP1S2	306.1084	AP1S2	496.0317
AP1S3	200.0686	AP1S3	107.8042
AP2A1	2019.5367	AP2A1	1602.3214
AP2A2	1375.429	AP2A2	1914.3519
AP2B1	7304.7358	AP2B1	7830.6878
AP2M1	4824.6397	AP2M1	4638.8889
AP2S1	1087.5086	AP2S1	711.6402
AP3B1	1701.7845	AP3B1	1200.7275
AP3B2	105.0103	AP3B2	73.4127
AP3D1	4297.8723	AP3D1	2687.8307
AP3M1	1404.9417	AP3M1	1522.1561
AP3M2	218.2567	AP3M2	472.2222
AP3S1	1049.7598	AP3S1	933.8624
AP3S2	2590.0549	AP3S2	1777.0304
AP4B1	233.9121	AP4B1	317.1858
AP4E1	595.4015	AP4E1	423.6111
AP4M1	351.4894	AP4M1	317.6025
AP4S1	52.162	AP4S1	80.6878
APAF1	456.0741	APAF1	621.0317
APBA1	71.3795	APBA1	289.6825
APBA2	22.6493	APBA2	36.045
APBA3	231.2972	APBA3	160.7143
APBB1IP	133.4935	APBB1IP	613.0952
APBB1	990.3912	APBB1	825.0661
APBB2	5368.5655	APBB2	2864.7487
APBB3	573.4386	APBB3	305.8862
APCDD1L	6.8634	APCDD1L	231.4815
APCDD1	342.4846	APCDD1	1070.1058
APC	1376.8016	APC	1393.8492
APEH	3452.6424	APEH	1383.5979
APEX1	2017.8449	APEX1	2083.664
APEX2	883.3219	APEX2	461.3095
APH1A	3895.676	APH1A	3304.8942
APH1B	1814.0014	APH1B	845.5688
API5	2300.6177	API5	2426.5873
APIP	391.4894	APIP	402.9762
APITD1	274.8044	APITD1	160.3009
APLF	64.8593	APLF	114.0873
APLNR	789.2931	APLNR	1381.6138
APLN	194.5779	APLN	178.9021
APLP1	14.7563	APLP1	35.3836
APLP2	20506.1771	APLP2	19691.7989
APOA1BP	1904.5985	APOA1BP	899.1402
APOA1	7.2066	removed	removed
APOB48R	539.4647	APOB48R	167.9894
removed	removed	APOBEC2	7.6058
removed	removed	APOBEC3A	11.2434
APOBEC3B	68.9774	APOBEC3B	19.8413
APOBEC3C	78.243	APOBEC3C	449.0741
APOBEC3D	35.6898	APOBEC3D	115.7407
APOBEC3F	93.6857	APOBEC3F	194.4444
APOBEC3G	111.1874	APOBEC3G	337.3016
removed	removed	APOB	397.1561
APOC1	281.057	APOC1	298.9418
APOC2	60.7412	APOC2	41.9974
APOD	10018.1881	APOD	16155.754
APOE	904.5985	APOE	1997.3545
APOF	23.6788	APOF	9.2593
APOL1	485.5868	APOL1	1331.3492
APOL2	414.2073	APOL2	652.4471
APOL3	480.4393	APOL3	1243.7169
APOL4	67.9478	APOL4	402.4471
APOL6	1003.4317	APOL6	3970.8995
APOLD1	1073.6788	APOLD1	4540.9226
APOM	14.0803	APOM	41.336
APOOL	264.5848	APOOL	271.8254
APOO	263.2121	APOO	145.8333
APPBP2	1431.709	APPBP2	1381.2831
APPL1	2326.0124	APPL1	1965.6085
APPL2	1336.9938	APPL2	1519.5106
APP	56596.7742	APP	30737.7646
APRT	1089.2244	APRT	895.172
APTX	478.0371	APTX	422.9497
AQP11	9.6088	AQP11	45.3042
AQP1	2808.1675	AQP1	16092.3148
AQP3	28.8264	AQP3	503.9683
AQP4	17.1585	AQP4	63.8228
removed	removed	AQP5	73.7434
removed	removed	AQP7P1	297.9497
removed	removed	AQP7P3	8.9286
AQP7	11.6678	AQP7	1477.1825
AQP8	6.1771	removed	removed
removed	removed	AQP9	17.8571
removed	removed	AQPEP	359.0575
AQR	1716.1977	AQR	1307.209
ARAF	1330.4736	ARAF	1155.754
ARAP1	1815.5045	ARAP1	2194.7189
ARAP2	566.5752	ARAP2	467.5926
ARAP3	392.2443	ARAP3	755.6217
ARCN1	3995.1956	ARCN1	4226.5212
removed	removed	ARC	73.4127
AREG	5.8339	AREG	944.7751
ARF1	7281.4001	ARF1	6858.7963
ARF3	7483.1846	ARF3	4294.6429
ARF4	5056.28	ARF4	3712.6323
ARF5	2061.0776	ARF5	1703.0258
ARF6	2164.0357	ARF6	2892.8571
ARFGAP1	1365.1338	ARFGAP1	951.0582
ARFGAP2	1991.0776	ARFGAP2	1883.5979
ARFGAP3	189.7735	ARFGAP3	1084.9868
ARFGEF1	5221.0879	ARFGEF1	2083.664
ARFGEF2	3333.5621	ARFGEF2	2687.1693
ARFIP1	1356.2114	ARFIP1	1000
ARFIP2	1383.3219	ARFIP2	1319.7751
ARFRP1	668.4969	ARFRP1	540.3439
ARG2	125.0824	ARG2	278.3962
ARGLU1	3259.7804	ARGLU1	2489.7487
ARHGAP10	248.4557	ARHGAP10	549.6032
ARHGAP11A	282.4296	ARHGAP11A	70.1058
ARHGAP11B	15.8202	removed	removed
ARHGAP12	1056.28	ARHGAP12	1195.4365
ARHGAP15	40.8373	ARHGAP15	57.209
ARHGAP17	1145.8476	ARHGAP17	1391.2037
ARHGAP18	447.838	ARHGAP18	714.6164
ARHGAP19	404.2553	ARHGAP19	928.9021
ARHGAP1	2315.0309	ARHGAP1	3432.5397
ARHGAP20	20.9334	ARHGAP20	377.3148
ARHGAP21	1616.6781	ARHGAP21	3041.0053
ARHGAP22	29.8559	ARHGAP22	56.8783
ARHGAP23	384.6946	ARHGAP23	1166.9974
ARHGAP24	122.8552	ARHGAP24	367.0635
ARHGAP25	111.5305	ARHGAP25	352.1825
ARHGAP26	197.3233	ARHGAP26	985.7804
ARHGAP27	258.0405	ARHGAP27	567.791
ARHGAP28	35.3466	ARHGAP28	250
ARHGAP29	1749.1421	ARHGAP29	3543.3201
ARHGAP30	255.3191	ARHGAP30	474.8677
ARHGAP31	455.0446	ARHGAP31	1700.7275
ARHGAP32	2369.5951	ARHGAP32	1666.6667
ARHGAP33	295.127	ARHGAP33	228.5053
removed	removed	ARHGAP36	1338.955
ARHGAP39	402.5395	ARHGAP39	222.8836
ARHGAP42	71.0295	ARHGAP42	259.5767
ARHGAP4	300.9609	ARHGAP4	388.2275
ARHGAP5	2161.6335	ARHGAP5	3275.463
ARHGAP6	61.0844	ARHGAP6	152.4471
ARHGAP8	447.5909	ARHGAP8	397.8869
ARHGAP9	78.5861	ARHGAP9	112.1032
ARHGDIA	4468.7714	ARHGDIA	4020.8333
ARHGDIB	2941.3178	ARHGDIB	3547.619
removed	removed	ARHGDIG	43.6772
ARHGEF10L	1347.9753	ARHGEF10L	1083.3333
ARHGEF10	254.2896	ARHGEF10	1127.9762
ARHGEF11	1447.4949	ARHGEF11	1508.2672
ARHGEF12	8152.0247	ARHGEF12	6469.5767
ARHGEF15	367.8792	ARHGEF15	1053.5714
ARHGEF16	424.8456	ARHGEF16	276.7857
ARHGEF17	1491.0776	ARHGEF17	2163.6905
ARHGEF18	779.6843	ARHGEF18	874.0079
ARHGEF19	422.7865	ARHGEF19	264.5503
ARHGEF1	1261.8394	ARHGEF1	1304.5635
ARHGEF2	1260.4667	ARHGEF2	2214.6164
ARHGEF33	9.952	ARHGEF33	26.7857
ARHGEF35	818.8058	ARHGEF35	718.5847
ARHGEF37	1449.2107	ARHGEF37	1457.3413
removed	removed	ARHGEF38	54.5635
ARHGEF3	1223.4043	ARHGEF3	1087.3016
ARHGEF4	5.1476	ARHGEF4	219.246
ARHGEF5	619.4235	ARHGEF5	627.9762
ARHGEF6	3435.4839	ARHGEF6	3190.8069
ARHGEF7	1431.0226	ARHGEF7	1757.9365
ARHGEF9	364.7907	ARHGEF9	703.7037
ARID1A	3229.2382	ARID1A	3241.0714
ARID1B	2012.6973	ARID1B	2521.4947
ARID2	1390.8717	ARID2	1053.5714
ARID3A	97.1174	ARID3A	62.5
ARID3B	142.7591	ARID3B	119.3783
ARID4A	470.8305	ARID4A	1000.3307
ARID4B	1615.9025	ARID4B	1566.4683
ARID5A	820.8648	ARID5A	2660.3836
ARID5B	1105.3535	ARID5B	5376.9841
ARIH1	1837.337	ARIH1	1864.418
ARIH2	1672.5669	ARIH2	1681.2169
ARL10	29.1695	ARL10	65.4762
ARL11	385.3809	ARL11	56.2169
ARL13B	161.2903	ARL13B	310.5159
ARL15	180.8511	ARL15	434.5238
ARL16	514.4132	ARL16	385.9127
ARL17A	105.4839	ARL17A	108.2738
ARL1	2565.8888	ARL1	2039.0212
ARL2BP	991.7639	ARL2BP	1366.0714
ARL2	414.5504	ARL2	933.5317
ARL3	1340.0824	ARL3	603.5053
ARL4A	134.8662	ARL4A	1161.7063
ARL4C	288.6067	ARL4C	1676.5873
ARL4D	117.0213	ARL4D	120.0397
ARL5A	667.4674	ARL5A	818.1217
ARL5B	164.722	ARL5B	318.1217
ARL6IP1	9919.698	ARL6IP1	3801.918
ARL6IP4	2430.3363	ARL6IP4	1409.0608
ARL6IP5	2895.3329	ARL6IP5	4089.6164
ARL6IP6	227.5223	ARL6IP6	251.3228
ARL6	110.1579	ARL6	101.8519
ARL8A	1028.4832	ARL8A	1055.5556
ARL8B	4292.7248	ARL8B	2318.7831
ARL9	6.5202	ARL9	9.9206
ARMC10	567.8071	ARMC10	643.8261
ARMC1	1141.3864	ARMC1	673.2804
ARMC2	43.2395	ARMC2	69.4444
ARMC4	44.6122	ARMC4	16.8651
ARMC5	511.3246	ARMC5	301.918
ARMC6	632.8071	ARMC6	429.8413
ARMC7	459.1627	ARMC7	253.9683
ARMC8	843.8572	ARMC8	741.4021
ARMC9	498.9705	ARMC9	252.6455
ARMCX1	630.7481	ARMCX1	956.3492
ARMCX2	1101.5786	ARMCX2	1028.1085
ARMCX3	1654.0837	ARMCX3	2266.2037
ARMCX5	446.4653	ARMCX5	375.3307
ARMCX6	274.8799	ARMCX6	258.5979
ARNT2	4190.803	ARNT2	421.627
ARNTL2	23.3356	ARNTL2	43.9815
ARNTL	273.8504	ARNTL	214.9471
ARNT	1416.2663	ARNT	1955.3571
ARPC1A	1589.2244	ARPC1A	1756.6138
ARPC1B	1424.5024	ARPC1B	1362.7646
ARPC2	2926.2183	ARPC2	3278.4392
ARPC3	3219.2862	ARPC3	2185.1852
ARPC4	2968.6513	ARPC4	2386.7196
ARPC5L	602.9513	ARPC5L	485.4497
ARPC5	2216.5408	ARPC5	2242.3942
ARPM1	44.6122	ARPM1	28.1085
ARPP19	5009.2656	ARPP19	3913.6905
ARRB1	582.7042	ARRB1	977.1825
ARRB2	771.7914	ARRB2	583.0026
ARRDC1	632.8071	ARRDC1	568.7831
ARRDC2	622.8552	ARRDC2	776.1243
ARRDC3	2432.7385	ARRDC3	3569.7751
ARRDC4	239.5333	ARRDC4	1100.1984
ARSA	1063.8298	ARSA	898.1481
ARSB	210.0206	ARSB	285.3836
ARSD	2031.5717	ARSD	3307.5397
ARSE	17.8449	ARSE	22.8175
ARSG	749.1421	ARSG	363.7566
ARSI	24.022	ARSI	24.8016
ARSJ	270.7618	ARSJ	171.627
ARSK	71.7227	ARSK	157.7381
removed	removed	ART4	23.4788
removed	removed	ART5	18.8492
ARTN	406.6575	ARTN	18.1878
ARV1	358.9568	ARV1	305.8862
ARVCF	235.0721	ARVCF	422.9497
AR	1263.5553	AR	826.7196
AS3MT	312.1997	AS3MT	241.0714
ASAH1	2755.6623	ASAH1	5869.0476
removed	removed	ASAH2B	11.9048
ASAM	94.7152	ASAM	1221.8915
ASAP1	1567.6047	ASAP1	1340.9392
ASAP2	1038.092	ASAP2	1121.0317
ASAP3	595.4015	ASAP3	1061.5079
removed	removed	ASB12	5.291
ASB13	1680.1647	ASB13	776.1243
ASB14	20.5903	ASB14	16.5344
ASB16	75.0069	ASB16	18.4425
ASB1	267.5429	ASB1	762.2288
ASB2	10.9815	ASB2	43.9815
ASB3	222.7179	ASB3	298.6111
ASB5	20.9334	removed	removed
ASB6	580.5079	ASB6	692.5364
ASB7	576.5271	ASB7	490.7407
ASB8	913.1778	ASB8	808.5317
ASB9	26.4242	ASB9	36.3757
ASCC1	391.558	ASCC1	389.5503
ASCC2	1106.383	ASCC2	1161.045
ASCC3	1248.7989	ASCC3	1171.9577
ASCL1	131.7776	removed	removed
ASCL2	7.5498	ASCL2	15.873
ASF1A	298.9019	ASF1A	400.1323
ASF1B	320.1784	ASF1B	30.4233
ASGR1	5.1476	ASGR1	10.9127
removed	removed	ASGR2	5.9524
ASH1L	2407.7248	ASH1L	3576.8816
ASH2L	455.0446	ASH2L	1124.6693
ASL	433.4248	ASL	462.6323
ASMTL	470.4873	ASMTL	668.955
ASNA1	1628.6891	ASNA1	896.164
ASNSD1	614.6191	ASNSD1	1035.3836
ASNS	416.6095	ASNS	333.3333
removed	removed	ASPA	102.1825
removed	removed	ASPG	16.8651
ASPHD1	18.8744	ASPHD1	21.4947
ASPHD2	76.1839	ASPHD2	59.8545
ASPH	4467.4194	ASPH	11487.9299
ASPM	205.5594	ASPM	16.8651
ASPN	696.6369	ASPN	625
ASPRV1	57.5017	ASPRV1	73.4226
ASPSCR1	383.3219	ASPSCR1	255.6217
ASRGL1	14.07	ASRGL1	227.1825
ASS1	4658.2018	ASS1	2582.0106
ASTE1	191.1119	ASTE1	230.0893
removed	removed	ASTN1	52.5794
ASTN2	194.2347	ASTN2	224.2063
ASXL1	1552.5051	ASXL1	2144.8413
ASXL2	842.4846	ASXL2	1109.7884
removed	removed	ASXL3	53.5714
ATAD1	1127.3164	ATAD1	1083.664
ATAD2B	363.418	ATAD2B	404.4312
ATAD2	1202.1277	ATAD2	472.5529
ATAD3A	317.7763	ATAD3A	306.5476
ATAD3B	149.9657	ATAD3B	197.0899
ATAD3C	281.4001	ATAD3C	148.4788
ATAD5	87.1654	ATAD5	69.7751
ATE1	346.6026	ATE1	364.7487
ATF1	508.9224	ATF1	432.209
ATF2	398.7646	ATF2	615.0794
ATF3	90.5971	ATF3	4785.7143
ATF4	4182.2237	ATF4	5615.7407
ATF5	757.7213	ATF5	559.5238
ATF6B	2452.9856	ATF6B	1863.7566
ATF6	1601.9218	ATF6	1816.7989
ATF7IP2	640.0137	ATF7IP2	104.828
ATF7IP	1452.9856	ATF7IP	1425.5952
ATF7	1488.569	ATF7	2505.7209
ATG10	170.8991	ATG10	116.0714
ATG12	613.5896	ATG12	535.3836
ATG16L1	643.4454	ATG16L1	835.3175
ATG16L2	409.6019	ATG16L2	378.8823
ATG2A	668.1537	ATG2A	777.1164
ATG2B	1409.7461	ATG2B	1489.0873
ATG3	580.9883	ATG3	633.2672
ATG4A	365.8202	ATG4A	307.8704
ATG4B	741.2491	ATG4B	805.8862
ATG4C	198.0096	ATG4C	235.119
ATG4D	380.5353	ATG4D	218.373
ATG5	649.2793	ATG5	751.6534
ATG7	735.4496	ATG7	736.1541
ATG9A	1321.9355	ATG9A	1494.0774
ATG9B	34.7255	ATG9B	6.3029
ATHL1	1167.8106	ATHL1	629.2989
ATIC	1887.4399	ATIC	1387.2354
ATL1	328.7577	ATL1	392.5265
ATL2	627.3164	ATL2	1448.7434
ATL3	330.1304	ATL3	843.9153
ATMIN	1125.6005	ATMIN	1989.0873
ATM	1021.6198	ATM	1579.3651
ATN1	4819.4921	ATN1	5818.1217
ATOH8	7.5498	ATOH8	392.5265
ATOX1	861.0158	ATOX1	457.672
ATP10A	158.2018	ATP10A	362.7646
removed	removed	ATP10B	30.0926
ATP10D	250.1716	ATP10D	687.8307
ATP11A	766.3006	ATP11A	972.2222
ATP11B	2373.0268	ATP11B	1591.6005
ATP11C	487.989	ATP11C	820.7672
ATP13A1	1392.9307	ATP13A1	1072.0899
ATP13A2	716.5408	ATP13A2	910.0529
ATP13A3	2385.0377	ATP13A3	2163.6905
removed	removed	ATP13A4	261.9048
removed	removed	ATP13A5	75.3968
ATP1A1	9313.6513	ATP1A1	14044.957
ATP1A2	2687.3713	ATP1A2	2460.3175
ATP1A4	234.7289	ATP1A4	22.8175
ATP1B1	4180.8442	ATP1B1	3774.6958
ATP1B2	45.9849	ATP1B2	111.4418
ATP1B3	1777.2821	ATP1B3	1284.7222
ATP2A1	10.2951	removed	removed
ATP2A2	4427.2478	ATP2A2	5427.9101
ATP2A3	1661.2903	ATP2A3	545.6349
ATP2B1	2736.7879	ATP2B1	1345.5688
ATP2B2	36.0329	ATP2B2	12.8968
ATP2B4	1870.9677	ATP2B4	6087.6323
ATP2C1	3237.5086	ATP2C1	2818.8525
ATP2C2	500.6863	ATP2C2	249.6693
ATP5A1	13709.6774	ATP5A1	7935.5159
ATP5B	10602.2649	ATP5B	8279.7619
ATP5C1	2044.269	ATP5C1	1947.7513
ATP5D	619.0803	ATP5D	513.8889
ATP5EP2	28.8264	ATP5EP2	17.1958
ATP5E	3387.4399	ATP5E	2685.5159
ATP5F1	2188.4008	ATP5F1	1896.8254
ATP5G1	579.2725	ATP5G1	423.9418
ATP5G2	4554.9073	ATP5G2	3447.7513
ATP5G3	1862.7316	ATP5G3	1875.6614
ATP5H	1884.3514	ATP5H	1279.7619
ATP5I	1472.0968	ATP5I	708.8261
ATP5J2	1073.0954	ATP5J2	749.8942
ATP5J	1076.4791	ATP5J	1121.6501
ATP5L	2097.8037	ATP5L	2006.6138
ATP5O	1839.0528	ATP5O	2281.0847
ATP5SL	914.8936	ATP5SL	638.5582
ATP5S	120.7962	ATP5S	104.828
ATP6AP1L	125.6005	ATP6AP1L	65.1455
ATP6AP1	7882.2924	ATP6AP1	2786.3757
ATP6AP2	5816.4036	ATP6AP2	3126.9841
ATP6V0A1	1499.6568	ATP6V0A1	1630.6217
ATP6V0A2	777.9684	ATP6V0A2	551.2566
removed	removed	ATP6V0A4	201.3889
ATP6V0B	2864.1043	ATP6V0B	1269.5106
ATP6V0C	3389.952	ATP6V0C	1611.2731
ATP6V0D1	1423.1297	ATP6V0D1	1523.4788
ATP6V0D2	19.9039	removed	removed
ATP6V0E1	3828.0714	ATP6V0E1	2337.6323
ATP6V0E2	747.4228	ATP6V0E2	960.1753
ATP6V1A	2695.6074	ATP6V1A	1740.7407
ATP6V1B1	525.0515	ATP6V1B1	741.0714
ATP6V1B2	916.2663	ATP6V1B2	1752.9762
ATP6V1C1	3469.4578	ATP6V1C1	1730.1587
ATP6V1C2	31.8977	ATP6V1C2	124.2229
ATP6V1D	1341.455	ATP6V1D	1129.9603
ATP6V1E1	2508.5793	ATP6V1E1	2177.9101
ATP6V1E2	36.0329	ATP6V1E2	73.7434
ATP6V1F	1333.5518	ATP6V1F	874.9967
ATP6V1G1	1899.1078	ATP6V1G1	1727.8439
ATP6V1G2	186.7467	ATP6V1G2	30.4233
ATP6V1H	2314.0014	ATP6V1H	1057.209
ATP7A	610.8442	ATP7A	916.6667
ATP7B	149.9657	ATP7B	221.2302
ATP8A1	53.8778	ATP8A1	374.0079
ATP8A2	5.1476	ATP8A2	12.8968
ATP8B1	2408.4454	ATP8B1	1599.5205
ATP8B2	505.1476	ATP8B2	1174.6032
ATP8B3	197.3233	ATP8B3	26.7857
ATP8B4	124.9142	ATP8B4	227.8439
ATP8B5P	26.4242	ATP8B5P	28.7698
ATP9A	1935.827	ATP9A	4093.254
ATP9B	689.0872	ATP9B	586.9709
ATPAF1	1423.2052	ATPAF1	1311.5377
ATPAF2	461.733	ATPAF2	229.828
ATPBD4	159.2313	ATPBD4	141.5344
ATPIF1	1431.3658	ATPIF1	722.8836
ATRIP	1105.1098	ATRIP	300.2216
ATRNL1	7.8929	ATRNL1	62.1693
ATRN	2551.1325	ATRN	2302.2487
ATRX	3001.3727	ATRX	2977.8439
ATR	1196.2938	ATR	1101.1905
ATXN10	3022.9925	ATXN10	1836.9709
ATXN1L	2103.792	ATXN1L	2130.0959
ATXN1	695.9506	ATXN1	1152.7778
ATXN2L	3077.8998	ATXN2L	1970.8995
ATXN2	1039.4647	ATXN2	1026.1243
ATXN3	399.1078	ATXN3	678.9021
ATXN7L1	153.0542	ATXN7L1	265.5423
ATXN7L2	54.5642	ATXN7L2	95.2381
ATXN7L3B	4904.9417	ATXN7L3B	3165.3439
ATXN7L3	1579.9588	ATXN7L3	1189.1534
ATXN7	799.5882	ATXN7	999.6693
ATXN8OS	153.9911	removed	removed
AUH	356.5546	AUH	326.7196
AUP1	1875.3844	AUP1	1632.5066
AURKAIP1	1178.1057	AURKAIP1	746.3624
AURKAPS1	9.6088	AURKAPS1	7.9365
AURKA	165.4084	AURKA	49.2725
AURKB	83.7337	removed	removed
AURKC	6.1771	AURKC	16.8651
AUTS2	1147.5635	AUTS2	2315.4762
AVEN	166.7811	AVEN	173.9418
AVIL	68.291	AVIL	79.3651
AVL9	354.4955	AVL9	405.0926
AVPI1	112.5601	AVPI1	377.9762
AVPR1A	25.3946	AVPR1A	93.5847
removed	removed	AVPR2	108.7963
AXIN1	1645.8476	AXIN1	640.873
AXIN2	268.0165	AXIN2	333.0026
AXL	849.348	AXL	1464.2857
AZGP1	28841.1119	AZGP1	42254.2989
AZI1	225.1201	AZI1	204.6958
AZI2	993.4798	AZI2	1272.8175
AZIN1	6936.1702	AZIN1	3730.4894
AZU1	17.5017	AZU1	19.8413
B2M	25101.9218	B2M	30345.2381
B3GALNT1	1207.6184	B3GALNT1	391.8651
B3GALNT2	543.871	B3GALNT2	623.9848
removed	removed	B3GALT1	9.2593
B3GALT4	202.1277	B3GALT4	197.0899
removed	removed	B3GALT5	18.1878
B3GALT6	431.3658	B3GALT6	414.6825
B3GALTL	419.698	B3GALTL	310.1852
removed	removed	B3GAT1	75.0661
B3GAT2	10.8167	B3GAT2	15.4597
B3GAT3	748.1126	B3GAT3	435.5159
B3GNT1	416.9526	B3GNT1	555.2249
B3GNT2	944.4063	B3GNT2	1020.5026
B3GNT3	8.9224	B3GNT3	57.8704
B3GNT5	74.8113	B3GNT5	445.4365
B3GNT7	19.9039	B3GNT7	92.2619
B3GNT8	54.221	B3GNT8	67.1296
B3GNT9	149.1078	B3GNT9	274.4676
B3GNTL1	74.3926	B3GNTL1	56.2235
B4GALNT1	24.5436	B4GALNT1	24.7255
B4GALNT3	1266.987	B4GALNT3	248.0159
B4GALNT4	237.1311	B4GALNT4	125.9921
B4GALT1	3802.3336	B4GALT1	3492.0635
B4GALT2	801.9904	B4GALT2	800.9259
B4GALT3	476.3212	B4GALT3	686.8386
B4GALT4	673.9876	B4GALT4	365.7407
B4GALT5	1084.7632	B4GALT5	2168.3201
B4GALT6	152.7111	B4GALT6	162.6984
B4GALT7	858.9568	B4GALT7	383.9286
B9D1	382.9375	B9D1	130.7143
B9D2	106.7261	B9D2	78.006
BAALC	1250.5148	BAALC	167.328
BACE1	945.779	BACE1	1348.8757
BACE2	173.3013	BACE2	1227.5132
BACH1	389.1558	BACH1	988.7566
BACH2	18.1881	BACH2	255.291
BAD	603.8367	BAD	556.5476
BAG1	1300.4118	BAG1	1206.3062
BAG2	115.9918	BAG2	191.7989
BAG3	5431.0226	BAG3	1694.4444
BAG4	68.291	BAG4	242.7249
BAG5	1283.4592	BAG5	1784.7222
BAGE2	6.304	BAGE2	9.4841
BAHCC1	1129.7186	BAHCC1	755.6217
BAHD1	1026.4242	BAHD1	919.9735
removed	removed	BAI1	19.5106
BAI2	2931.709	BAI2	121.6931
removed	removed	BAI3	22.1561
BAIAP2L1	190.4598	BAIAP2L1	440.1455
removed	removed	BAIAP2L2	12.5661
BAIAP2	2039.1215	BAIAP2	767.1958
BAIAP3	594.8318	BAIAP3	286.0847
BAK1	307.4811	BAK1	246.3624
BAMBI	21.2766	BAMBI	521.4947
BANF1	1948.1812	BANF1	1164.3519
removed	removed	BANK1	172.2884
BANP	190.4598	BANP	227.1825
BAP1	2015.7859	BAP1	1606.8122
BARD1	67.9478	BARD1	74.4048
removed	removed	BARX1	23.8095
BARX2	1615.9918	BARX2	649.8016
BASP1	2522.6493	BASP1	322.4206
BAT1	4380.5148	BAT1	5406.746
BAT2L1	4167.4949	BAT2L1	7136.6832
BAT2L2	4075.4976	BAT2L2	5300.5952
BAT2	3904.9417	BAT2	6184.8545
BAT3	3494.8421	BAT3	3712.3016
BAT4	492.1071	BAT4	326.3889
BAT5	929.3068	BAT5	767.1958
BATF2	46.6712	BATF2	84.3254
BATF3	8.9224	BATF3	28.1085
BATF	371.6541	BATF	122.3545
BAX	715.1682	BAX	304.8942
BAZ1A	980.7824	BAZ1A	1085.6481
BAZ1B	2662.663	BAZ1B	2593.5847
BAZ2A	3745.2505	BAZ2A	3516.0317
BAZ2B	1139.4955	BAZ2B	1495.1951
BBC3	219.2862	BBC3	92.5926
removed	removed	BBOX1	338.2937
BBS10	573.0954	BBS10	449.4048
BBS12	232.3267	BBS12	192.1296
BBS1	1013.3837	BBS1	1084.6561
BBS2	714.1386	BBS2	1288.0291
BBS4	498.6273	BBS4	428.9021
BBS5	187.0796	BBS5	254.17
BBS7	240.2196	BBS7	328.0423
BBS9	194.9211	BBS9	342.9233
BBX	2438.5724	BBX	2305.5556
BCAM	5134.523	BCAM	6284.7222
BCAN	8.9224	BCAN	20.8333
BCAP29	1187.3713	BCAP29	1325.7275
BCAP31	5703.1572	BCAP31	4547.2884
BCAR1	3363.0748	BCAR1	1130.6217
BCAR3	1237.4743	BCAR3	707.3413
BCAS1	425.5319	BCAS1	240.0794
BCAS2	516.6163	BCAS2	632.3247
BCAS3	520.9334	BCAS3	557.209
BCAS4	537.7488	BCAS4	459.3254
BCAT1	255.6623	BCAT1	283.7302
BCAT2	614.9623	BCAT2	382.6058
BCCIP	876.1531	BCCIP	810.0794
BCDIN3D	299.1078	BCDIN3D	174.8578
BCHE	46.6712	BCHE	174.2725
BCKDHA	1002.4022	BCKDHA	735.119
