gene_id	TCGA-AC-A23H-01A-11R-A157-07	gene_id	TCGA-AC-A23H-11A-12R-A157-07
ANXA2P2	6846.686	ANXA2P2	6105.0183
ANXA2P3	5.3559	ANXA2P3	6.4406
ANXA2	19218.9243	ANXA2	19286.8772
ANXA3	1178.9035	ANXA3	2279.9893
ANXA4	1155.3969	ANXA4	2529.0276
ANXA5	8316.0009	ANXA5	11789.9633
ANXA6	5519.6013	ANXA6	4727.7932
ANXA7	2930.2983	ANXA7	3589.9454
removed	removed	ANXA8L2	244.7446
removed	removed	ANXA8	645.1382
ANXA9	317.4887	ANXA9	145.988
AOAH	16.0678	AOAH	141.6942
removed	removed	AOC2	17.1751
AOC3	406.7544	AOC3	4162.0896
removed	removed	AOX1	3143.7517
AP1AR	884.0289	AP1AR	562.841
AP1B1	4478.1671	AP1B1	1901.4223
removed	removed	AP1G1	3183.469
AP1G2	1361.1753	AP1G2	583.3008
AP1M1	913.7841	AP1M1	832.9904
AP1M2	2662.7985	AP1M2	762.1433
AP1S1	1949.8624	AP1S1	360.6763
AP1S2	278.8068	AP1S2	606.1365
AP1S3	381.4625	AP1S3	75.4987
AP2A1	1562.9101	AP2A1	1127.3996
AP2A2	1169.6794	AP2A2	1480.2755
AP2B1	5566.0195	AP2B1	9181.501
AP2M1	9029.5321	AP2M1	5517.1303
AP2S1	1143.7923	AP2S1	757.1339
AP3B1	1913.8585	AP3B1	1492.4412
removed	removed	AP3B2	71.2049
AP3D1	3810.459	AP3D1	1865.6409
AP3M1	1419.0285	AP3M1	1842.7409
AP3M2	329.3908	AP3M2	568.5661
AP3S1	1408.9117	AP3S1	1573.6649
AP3S2	1076.1973	AP3S2	1621.6513
removed	removed	AP4B1	338.7566
AP4E1	493.9374	AP4E1	319.5277
AP4M1	335.2168	AP4M1	261.3078
removed	removed	AP4S1	116.6473
removed	removed	APAF1	540.6566
APBA1	63.9738	APBA1	515.6096
APBA2	113.9627	APBA2	51.1674
APBA3	142.2302	APBA3	81.9394
APBB1IP	173.7707	APBB1IP	558.9051
APBB1	83.9098	APBB1	683.0665
APBB2	2230.157	APBB2	2438.1429
APBB3	76.471	APBB3	133.1067
APC2	71.2728	removed	removed
APCDD1L	91.6462	APCDD1L	614.724
APCDD1	114.5578	APCDD1	1594.0603
removed	removed	APC	1289.9186
APEH	3776.8355	APEH	1197.2448
removed	removed	APEX1	2779.1395
removed	removed	APEX2	508.8112
APH1A	4225.8424	APH1A	4195.7241
APH1B	172.5805	APH1B	1120.3149
API5	3966.079	API5	3384.2025
APIP	250.947	APIP	426.1455
APITD1	276.8013	APITD1	158.7584
removed	removed	APLF	62.2596
APLNR	467.4552	APLNR	1085.6069
APLN	93.7291	APLN	128.813
removed	removed	APLP1	34.3501
APLP2	15521.5354	APLP2	14580.5528
APOA1BP	1553.5223	APOA1BP	1054.1193
APOB48R	107.7141	APOB48R	39.7173
removed	removed	APOBEC2	5.0094
APOBEC3A	201.2378	removed	removed
APOBEC3B	476.5871	APOBEC3B	31.4876
APOBEC3C	60.4032	APOBEC3C	751.7667
APOBEC3D	45.8231	APOBEC3D	72.2784
APOBEC3F	145.2057	APOBEC3F	295.912
APOBEC3G	187.4582	APOBEC3G	481.2595
removed	removed	APOBEC3H	8.9453
removed	removed	APOB	117.3629
APOC1	919.7352	APOC1	526.344
APOC2	119.0211	APOC2	42.9377
APOD	99.6801	APOD	33350.0313
APOE	2314.0668	APOE	1519.2772
APOF	5.6535	removed	removed
APOL1	513.8734	APOL1	1334.2875
APOL2	1303.8756	APOL2	610.0725
APOL3	99.085	APOL3	1229.8059
APOL4	149.3714	APOL4	583.5942
APOL6	733.7648	APOL6	2727.6143
APOLD1	260.6561	APOLD1	425.0827
APOM	16.9605	APOM	55.8189
APOOL	435.0219	APOOL	284.4619
APOO	388.0086	APOO	160.6584
APPBP2	5522.8744	APPBP2	1565.793
APPL1	2396.4859	APPL1	2326.1472
APPL2	1044.7073	APPL2	1589.0509
removed	removed	APP	45214.7777
APRT	2375.9577	APRT	820.4669
APTX	1069.4042	APTX	540.2988
AQP11	99.6801	AQP11	28.2673
AQP1	2060.552	AQP1	15424.911
AQP3	34.5161	AQP3	411.8436
removed	removed	AQP4	121.6567
removed	removed	AQP5	22.9001
removed	removed	AQP7P1	124.877
removed	removed	AQP7P3	7.8719
removed	removed	AQP7	557.4738
AQP9	94.3242	AQP9	44.0111
removed	removed	AQPEP	163.5209
AQR	1708.5472	AQR	1220.8605
ARAF	1309.2316	ARAF	949.6377
removed	removed	ARAP1	1558.4936
ARAP2	668.0057	ARAP2	474.8189
ARAP3	129.7329	ARAP3	492.3517
ARCN1	9358.9229	ARCN1	4792.1997
ARC	42.55	ARC	8.9453
AREG	19.3409	AREG	64.0487
ARF1	14034.0698	ARF1	6949.4588
ARF3	7513.5015	ARF3	5595.8494
ARF4	10292.643	ARF4	4540.2988
ARF5	3232.2636	ARF5	1692.0726
ARF6	3696.1988	ARF6	3179.8909
ARFGAP1	1293.1637	ARFGAP1	484.4798
ARFGAP2	2880.3095	ARFGAP2	1665.623
ARFGAP3	2982.6676	ARFGAP3	1660.6137
removed	removed	ARFGEF1	1927.006
removed	removed	ARFGEF2	2425.9773
ARFIP1	1397.0096	ARFIP1	1259.1466
ARFIP2	3187.0862	ARFIP2	878.7906
ARFRP1	400.8034	ARFRP1	245.8181
ARG2	172.6341	ARG2	216.5274
ARGLU1	898.6089	ARGLU1	2367.6536
ARHGAP10	497.8055	ARHGAP10	669.1117
ARHGAP11A	652.5329	ARHGAP11A	99.83
ARHGAP11B	47.2633	removed	removed
ARHGAP12	1209.849	ARHGAP12	1691.0278
ARHGAP15	85.6952	ARHGAP15	93.0316
removed	removed	ARHGAP17	1307.4515
removed	removed	ARHGAP18	1059.8444
ARHGAP19	268.69	ARHGAP19	1316.039
ARHGAP1	4509.7077	ARHGAP1	4384.292
removed	removed	ARHGAP20	323.1058
ARHGAP21	1223.5364	ARHGAP21	3606.4049
ARHGAP22	30.3504	ARHGAP22	66.1955
removed	removed	ARHGAP23	991.8597
ARHGAP24	105.6312	ARHGAP24	473.3876
ARHGAP25	113.3676	ARHGAP25	398.9623
ARHGAP26	216.6183	ARHGAP26	1592.629
ARHGAP27	613.256	ARHGAP27	310.9402
removed	removed	ARHGAP28	245.4602
removed	removed	ARHGAP29	3978.1734
ARHGAP30	150.8592	ARHGAP30	307.7198
ARHGAP31	521.3122	ARHGAP31	1373.2892
ARHGAP32	4302.611	ARHGAP32	1694.606
ARHGAP33	140.7424	ARHGAP33	64.4065
removed	removed	ARHGAP39	90.1691
removed	removed	ARHGAP42	207.1742
removed	removed	ARHGAP4	134.8958
ARHGAP5	1679.9821	ARHGAP5	3492.9779
ARHGAP6	37.4916	ARHGAP6	184.2741
ARHGAP8	912.1357	ARHGAP8	209.7325
removed	removed	ARHGAP9	81.2237
ARHGDIA	3815.5174	ARHGDIA	2991.323
ARHGDIB	2852.3395	ARHGDIB	4606.1365
ARHGEF10L	450.7922	ARHGEF10L	726.3619
ARHGEF10	285.6505	ARHGEF10	1509.6162
removed	removed	ARHGEF11	1059.1287
ARHGEF12	5950.1599	ARHGEF12	6382.324
removed	removed	ARHGEF15	656.9461
ARHGEF16	845.9421	ARHGEF16	63.333
ARHGEF17	836.1229	ARHGEF17	1190.4464
ARHGEF18	618.0168	ARHGEF18	495.5721
ARHGEF19	191.3263	ARHGEF19	265.14
removed	removed	ARHGEF1	493.4252
ARHGEF2	1009.8936	ARHGEF2	1362.5548
removed	removed	ARHGEF33	17.5329
ARHGEF35	773.9344	ARHGEF35	656.2304
ARHGEF37	402.8863	ARHGEF37	1171.8401
ARHGEF38	252.0271	ARHGEF38	35.7814
removed	removed	ARHGEF3	1043.0271
ARHGEF4	17.5556	ARHGEF4	219.6976
removed	removed	ARHGEF5	581.4474
ARHGEF6	274.6411	ARHGEF6	2243.1344
ARHGEF7	1098.5643	ARHGEF7	1983.0038
removed	removed	ARHGEF9	1147.8665
removed	removed	ARID1A	2488.5947
ARID1B	2057.5764	ARID1B	2305.7519
removed	removed	ARID2	1102.0664
removed	removed	ARID3A	36.1392
ARID3B	71.1151	ARID3B	94.4628
ARID4A	413.3006	ARID4A	765.0058
ARID4B	2193.076	ARID4B	1264.156
ARID5A	491.5569	ARID5A	1108.1492
ARID5B	1252.6966	ARID5B	4372.8419
ARIH1	2229.8594	ARIH1	2539.7621
ARIH2	1645.96	ARIH2	1443.7785
ARL10	18.7458	ARL10	54.3877
ARL11	30.0528	ARL11	28.6251
ARL13B	350.517	ARL13B	338.4918
ARL15	378.1894	ARL15	542.0878
ARL16	142.2302	ARL16	255.8368
ARL17A	620.3645	ARL17A	91.79
ARL1	2149.2226	ARL1	3188.4784
ARL2BP	1144.685	ARL2BP	2298.2378
ARL2	537.38	ARL2	981.4831
ARL3	545.414	ARL3	755.3448
ARL4A	297.8502	ARL4A	4754.987
ARL4C	683.4784	ARL4C	2098.9355
ARL4D	23.2091	ARL4D	153.1443
ARL5A	1048.2779	ARL5A	878.4328
ARL5B	294.8747	ARL5B	241.8821
ARL6IP1	7842.8922	ARL6IP1	5846.6768
ARL6IP4	832.5523	ARL6IP4	648.0007
ARL6IP5	9930.5215	ARL6IP5	8627.9631
ARL6IP6	405.5642	ARL6IP6	231.1477
ARL6	44.6329	ARL6	80.8659
ARL8A	1467.5296	ARL8A	819.3935
ARL8B	4158.298	ARL8B	2819.2146
ARL9	16.0678	ARL9	13.9547
ARMC10	827.598	ARMC10	947.7914
ARMC1	988.1723	ARMC1	763.9324
ARMC2	44.9304	ARMC2	40.433
removed	removed	ARMC4	20.0376
removed	removed	ARMC5	109.491
ARMC6	532.9168	ARMC6	260.1306
ARMC7	697.1658	ARMC7	193.2194
ARMC8	781.3732	ARMC8	867.6984
ARMC9	465.0748	ARMC9	214.3304
removed	removed	ARMCX1	1112.8008
ARMCX2	254.1099	ARMCX2	989.7129
ARMCX3	2560.1428	ARMCX3	2232.0422
ARMCX5	467.4552	ARMCX5	420.0734
ARMCX6	194.3019	ARMCX6	247.2493
ARNT2	184.7802	ARNT2	381.4295
ARNTL2	23.8042	ARNTL2	97.6832
ARNTL	363.3118	ARNTL	156.3646
ARNT	1329.4651	ARNT	2506.1276
ARPC1A	2086.927	ARPC1A	2397.3522
ARPC1B	2468.9013	ARPC1B	889.8828
removed	removed	ARPC2	4532.0691
ARPC3	4749.2375	ARPC3	3198.1394
ARPC4	4053.5267	ARPC4	2713.6273
ARPC5L	997.9915	ARPC5L	383.5763
removed	removed	ARPC5	3812.8634
ARPM1	27.0773	ARPM1	47.2314
ARPP19	5208.0637	ARPP19	4755.7027
ARRB1	693.8927	ARRB1	983.9878
ARRB2	456.1482	ARRB2	700.9572
ARRDC1	2152.7933	ARRDC1	285.1776
ARRDC2	251.1344	ARRDC2	422.578
ARRDC3	2580.674	ARRDC3	7263.9771
ARRDC4	1072.9748	ARRDC4	1780.4813
ARSA	841.7764	ARSA	402.1827
ARSB	678.1224	ARSB	329.5465
ARSD	6467.3064	ARSD	2208.0687
removed	removed	ARSE	40.433
ARSG	774.827	ARSG	158.5115
ARSH	93.134	removed	removed
ARSI	96.7046	ARSI	36.8548
ARSJ	66.3542	ARSJ	149.924
ARSK	91.6462	ARSK	266.5712
removed	removed	ART3	7.8719
removed	removed	ART4	44.3689
removed	removed	ART5	10.3766
ARV1	366.8824	ARV1	410.4124
removed	removed	ARVCF	134.538
ARX	77.6612	ARX	7.5141
AR	1729.0783	AR	439.7531
removed	removed	AS3MT	257.2681
ASAH1	2697.9097	ASAH1	5009.3926
removed	removed	ASAH2B	12.5235
ASAH2	16.9605	removed	removed
ASAM	183.8875	ASAM	770.0152
removed	removed	ASAP1	1213.3465
ASAP2	817.3771	ASAP2	1107.0758
ASAP3	563.5647	ASAP3	1394.4002
removed	removed	ASB12	5.3672
ASB13	190.1361	ASB13	664.1023
removed	removed	ASB14	19.3219
removed	removed	ASB16	5.7536
ASB1	340.5192	ASB1	770.4804
removed	removed	ASB2	45.0845
ASB3	277.0215	ASB3	354.5934
ASB6	614.2617	ASB6	492.3625
ASB7	458.5286	ASB7	637.9819
ASB8	983.709	ASB8	999.7316
ASB9	69.0322	ASB9	45.4423
ASCC1	436.8073	ASCC1	553.5379
ASCC2	2025.4407	ASCC2	900.2594
ASCC3	1681.1724	ASCC3	1394.758
ASCL2	472.8111	ASCL2	10.7344
ASF1A	551.0675	ASF1A	614.3662
ASF1B	590.642	ASF1B	69.4159
ASGR1	5.0584	ASGR1	8.5875
removed	removed	ASGR2	7.1563
removed	removed	ASH1L	3691.1888
ASH2L	456.7433	ASH2L	1281.3311
removed	removed	ASIP	5.0094
ASL	707.2826	ASL	240.4508
ASMTL	648.9593	ASMTL	469.4517
ASNA1	1755.5605	ASNA1	760.3542
ASNSD1	1451.1642	ASNSD1	1374.7205
removed	removed	ASNS	459.4329
removed	removed	ASPA	110.9223
removed	removed	ASPHD1	11.8079
ASPHD2	84.2074	ASPHD2	43.6533
ASPH	42656.3208	ASPH	6504.1596
removed	removed	ASPM	36.8548
ASPN	4801.0117	ASPN	823.6873
ASPRV1	27.4433	ASPRV1	79.6493
removed	removed	ASPSCR1	109.1332
ASRGL1	526.9657	ASRGL1	91.6003
ASS1	5557.0929	ASS1	2319.7066
ASTE1	243.5825	ASTE1	291.7005
removed	removed	ASTN1	416.853
removed	removed	ASTN2	229.7164
ASXL1	1071.487	ASXL1	2175.5076
removed	removed	ASXL2	933.8939
ASXL3	5.0584	ASXL3	63.333
ATAD1	935.803	ATAD1	1510.3319
ATAD2B	448.7094	ATAD2B	374.631
removed	removed	ATAD2	303.4261
ATAD3A	346.3513	ATAD3A	126.3083
ATAD3B	44.6329	ATAD3B	22.5423
ATAD3C	10.7119	ATAD3C	48.3049
removed	removed	ATAD5	64.7643
ATE1	223.1645	ATE1	316.3074
ATF1	539.4629	ATF1	523.8393
removed	removed	ATF2	728.151
ATF3	262.4414	ATF3	262.6353
ATF4	6799.6727	ATF4	4376.0623
ATF5	754.2959	ATF5	436.5328
ATF6B	1926.9508	ATF6B	1345.0219
removed	removed	ATF6	2012.3446
ATF7IP2	28.8626	ATF7IP2	63.6908
ATF7IP	947.7051	ATF7IP	1441.6316
ATF7	1439.0062	ATF7	3112.8079
ATG10	42.55	ATG10	127.3817
removed	removed	ATG12	578.227
ATG16L1	1669.5678	ATG16L1	509.8846
ATG16L2	168.5457	ATG16L2	149.9991
removed	removed	ATG2A	429.3765
ATG2B	1001.5622	ATG2B	1428.3925
removed	removed	ATG3	793.6309
ATG4A	529.3461	ATG4A	326.684
ATG4B	991.1478	ATG4B	479.4704
ATG4C	138.6595	ATG4C	289.1135
ATG4D	298.356	ATG4D	105.9952
ATG5	998.2891	ATG5	1014.0442
removed	removed	ATG7	747.795
ATG9A	1270.2284	ATG9A	1232.2354
ATG9B	71.9661	removed	removed
removed	removed	ATHL1	98.7566
ATIC	3683.1064	ATIC	1405.8503
ATL1	80.9343	ATL1	723.1416
removed	removed	ATL2	2243.1344
ATL3	1567.5073	ATL3	757.1339
ATMIN	2705.3485	ATMIN	2298.5956
ATM	894.7408	ATM	1687.8075
removed	removed	ATN1	4978.6206
ATOH8	28.5651	ATOH8	465.5157
ATOX1	1916.5365	ATOX1	664.818
removed	removed	ATP10A	205.7429
removed	removed	ATP10B	6.7985
removed	removed	ATP10D	835.1373
removed	removed	ATP11A	1010.8239
ATP11B	1351.484	ATP11B	1922.1755
ATP11C	413.3006	ATP11C	852.6702
removed	removed	ATP12A	5.0094
ATP13A1	1112.8468	ATP13A1	726.0041
ATP13A2	892.0628	ATP13A2	534.2159
ATP13A3	2425.649	ATP13A3	1771.8937
ATP13A4	235.6617	ATP13A4	271.2228
ATP13A5	362.1216	ATP13A5	289.1135
removed	removed	ATP1A1	17974.7598
removed	removed	ATP1A2	264.4244
ATP1A3	296.3624	ATP1A3	8.9453
removed	removed	ATP1A4	8.2297
ATP1B1	7760.7112	ATP1B1	5158.4399
ATP1B2	9.5217	ATP1B2	191.0725
ATP1B3	1633.2664	ATP1B3	1824.8502
ATP2A2	8348.1366	ATP2A2	6022.0055
ATP2A3	7722.0858	ATP2A3	534.2159
ATP2B1	1832.6266	ATP2B1	2249.5751
removed	removed	ATP2B2	89.0956
removed	removed	ATP2B4	6719.7424
ATP2C1	5491.1493	ATP2C1	3389.1296
removed	removed	ATP2C2	117.7207
ATP5A1	6429.5172	ATP5A1	10822.7927
ATP5B	14024.2505	ATP5B	10837.1053
ATP5C1	2765.1566	ATP5C1	2786.2957
ATP5D	379.3796	ATP5D	269.7916
ATP5EP2	54.4521	ATP5EP2	48.3049
ATP5E	4717.3994	ATP5E	4050.0939
ATP5F1	3184.1107	ATP5F1	3148.7611
ATP5G1	1195.5665	ATP5G1	674.8367
ATP5G2	4484.4157	ATP5G2	6000.1789
ATP5G3	3363.8325	ATP5G3	2318.2753
ATP5H	3785.167	ATP5H	2044.9056
ATP5I	1591.7191	ATP5I	959.6565
ATP5J2	1704.679	ATP5J2	918.5079
ATP5J	1496.0946	ATP5J	1698.1304
ATP5L	2057.874	ATP5L	3299.4007
ATP5O	2037.938	ATP5O	3714.4646
ATP5SL	668.0057	ATP5SL	678.7727
ATP5S	157.7029	ATP5S	120.2254
ATP6AP1L	22.3164	ATP6AP1L	35.4236
ATP6AP1	7127.2781	ATP6AP1	2934.4306
ATP6AP2	4645.0941	ATP6AP2	4299.4901
ATP6V0A1	969.4265	ATP6V0A1	1970.1226
ATP6V0A2	479.0597	ATP6V0A2	519.5456
ATP6V0A4	1601.1307	ATP6V0A4	67.6268
ATP6V0B	2164.6954	ATP6V0B	1009.7504
ATP6V0C	4516.8489	ATP6V0C	1590.84
ATP6V0D1	4143.1228	ATP6V0D1	1504.249
ATP6V0D2	53.857	removed	removed
ATP6V0E1	3053.4851	ATP6V0E1	3784.5961
removed	removed	ATP6V0E2	658.0088
removed	removed	ATP6V1A	2186.5999
ATP6V1B1	234.4715	ATP6V1B1	305.9308
ATP6V1B2	1536.8593	ATP6V1B2	2472.4931
removed	removed	ATP6V1C1	1711.4232
ATP6V1C2	71.9453	ATP6V1C2	75.0765
ATP6V1D	1728.4832	ATP6V1D	1200.4652
ATP6V1E1	4990.2552	ATP6V1E1	2380.5349
ATP6V1E2	55.9399	ATP6V1E2	81.9394
ATP6V1F	1872.7873	ATP6V1F	1326.0542
ATP6V1G1	5085.7695	ATP6V1G1	1517.4881
removed	removed	ATP6V1G2	29.7129
ATP6V1H	1637.4321	ATP6V1H	1076.3038
ATP7A	801.3092	ATP7A	801.145
removed	removed	ATP7B	237.9461
removed	removed	ATP8A1	871.6343
ATP8A2	47.6084	ATP8A2	17.5329
ATP8B1	3388.3776	ATP8B1	1308.0347
ATP8B2	485.0108	ATP8B2	1771.1781
ATP8B3	56.2374	ATP8B3	17.1751
ATP8B4	15.1752	ATP8B4	167.099
ATP8B5P	31.8381	ATP8B5P	26.836
ATP9A	4328.7957	ATP9A	3947.4014
ATP9B	238.0421	ATP9B	565.7036
ATPAF1	646.7634	ATPAF1	1226.4245
ATPAF2	218.1061	ATPAF2	198.9444
ATPBD4	117.5333	ATPBD4	182.8428
ATPIF1	1183.3668	ATPIF1	706.6822
removed	removed	ATRIP	195.0049
ATRNL1	12.1997	ATRNL1	47.5892
removed	removed	ATRN	2758.7441
removed	removed	ATRX	2892.9242
removed	removed	ATR	942.1236
ATXN10	3070.148	ATXN10	2794.1676
ATXN1L	1595.7748	ATXN1L	1971.654
ATXN1	1285.4274	ATXN1	1405.8503
removed	removed	ATXN2L	1476.6974
removed	removed	ATXN2	872.3499
ATXN3	386.5209	ATXN3	557.116
removed	removed	ATXN7L1	375.7044
ATXN7L2	62.7836	ATXN7L2	39.3595
ATXN7L3B	4847.4299	ATXN7L3B	4768.584
ATXN7L3	804.8799	ATXN7L3	779.6762
ATXN7	1040.244	ATXN7	978.2628
AUH	213.3452	AUH	269.4338
AUP1	1877.5839	AUP1	1542.7212
AURKAIP1	872.7219	AURKAIP1	257.9837
AURKAPS1	21.7213	removed	removed
removed	removed	AURKA	54.7455
AURKB	347.2439	AURKB	12.1657
AURKC	6.8437	AURKC	11.0922
removed	removed	AUTS2	2009.4821
AVEN	179.1267	AVEN	193.9351
AVIL	33.921	AVIL	23.9735
removed	removed	AVL9	324.5371
AVPI1	74.6857	AVPI1	186.421
AVPR1A	32.4332	AVPR1A	80.5081
removed	removed	AVPR2	49.3783
AXIN1	463.2894	AXIN1	273.3697
removed	removed	AXIN2	404.3295
AXL	1202.1126	AXL	2899.0071
AZGP1	19122.8148	AZGP1	14733.3393
AZI1	110.6896	AZI1	47.2314
AZI2	1147.3629	AZI2	1404.7768
AZIN1	5236.0336	AZIN1	5290.992
B2M	15965.4839	B2M	50972.7167
B3GALNT1	1231.2728	B3GALNT1	591.1083
B3GALNT2	917.0632	B3GALNT2	661.2255
removed	removed	B3GALT1	22.1845
removed	removed	B3GALT2	14.6704
B3GALT4	24.3993	B3GALT4	83.0128
B3GALT5	37.1941	B3GALT5	100.9035
B3GALT6	282.675	B3GALT6	391.0904
B3GALTL	217.2134	B3GALTL	527.4175
removed	removed	B3GAT1	36.497
B3GAT2	5.7547	B3GAT2	14.3555
B3GAT3	376.1065	B3GAT3	189.9991
B3GNT1	473.4062	B3GNT1	685.5712
B3GNT2	1969.5009	B3GNT2	676.9836
B3GNT3	298.4453	B3GNT3	154.2177
B3GNT4	9.2241	removed	removed
removed	removed	B3GNT5	327.0418
B3GNT7	26.4822	B3GNT7	113.7848
B3GNT8	109.7969	B3GNT8	68.7002
B3GNT9	323.2195	B3GNT9	391.2908
B3GNTL1	46.4837	B3GNTL1	43.9431
B4GALNT1	86.1534	B4GALNT1	44.8019
removed	removed	B4GALNT3	56.8924
removed	removed	B4GALNT4	63.6908
B4GALT1	14635.4236	B4GALT1	6625.2795
B4GALT2	688.2392	B4GALT2	744.6104
B4GALT3	1285.1298	B4GALT3	606.1365
B4GALT4	813.5089	B4GALT4	417.5687
B4GALT5	1982.5932	B4GALT5	2120.7621
B4GALT6	34.8137	B4GALT6	143.4833
B4GALT7	293.6844	B4GALT7	227.9274
B9D1	101.1262	B9D1	127.1026
B9D2	63.6197	B9D2	34.7079
removed	removed	BAALC	133.1067
BACE1	872.4243	BACE1	1965.1132
BACE2	922.4132	BACE2	1506.7537
BACH1	798.6313	BACH1	1217.998
BACH2	84.8025	BACH2	615.7975
removed	removed	BAD	438.923
BAG1	1057.7996	BAG1	1392.4823
removed	removed	BAG2	164.5943
BAG3	1183.3668	BAG3	1059.4865
BAG4	111.2847	BAG4	256.9103
removed	removed	BAG5	1951.1584
BAGE2	8.263	BAGE2	6.0435
BAHCC1	235.0666	BAHCC1	268.0025
removed	removed	BAHD1	483.4064
removed	removed	BAI1	14.6704
BAI2	247.8613	BAI2	75.1409
removed	removed	BAI3	40.433
BAIAP2L1	1452.3544	BAIAP2L1	461.9376
BAIAP2	867.961	BAIAP2	560.3363
removed	removed	BAIAP3	57.744
BAK1	346.9464	BAK1	166.7412
BAMBI	2078.1076	BAMBI	677.3414
BANF1	5088.15	BANF1	1857.769
BANK1	47.6084	BANK1	56.8924
BANP	227.0327	BANP	147.7771
BAP1	1785.3158	BAP1	1055.5506
BARD1	309.1572	BARD1	55.4611
BARX2	91.0511	BARX2	547.8129
BASP1	373.131	BASP1	548.8863
BAT1	5030.7223	BAT1	5750.4106
BAT2L1	7364.3919	BAT2L1	4894.0657
BAT2L2	9492.2264	BAT2L2	4980.7675
BAT2	5473.1831	BAT2	4333.4824
BAT3	3223.3876	BAT3	2775.2035
BAT4	163.9515	BAT4	218.2664
BAT5	787.0267	BAT5	529.2065
BATF2	62.4861	BATF2	89.4534
BATF3	5.6535	BATF3	16.4594
BATF	76.1735	BATF	28.2673
removed	removed	BAX	198.5866
BAZ1A	1724.3175	BAZ1A	866.9827
BAZ1B	3993.7514	BAZ1B	2379.8193
removed	removed	BAZ2A	2400.8444
removed	removed	BAZ2B	1441.0878
BBC3	147.2886	BBC3	17.1751
BBOX1	45.5256	BBOX1	955.7205
BBS10	388.3062	BBS10	678.4149
BBS12	96.4071	BBS12	299.8479
BBS1	595.6081	BBS1	1178.2807
BBS2	492.152	BBS2	1241.9716
BBS4	615.3388	BBS4	408.9811
BBS5	136.5171	BBS5	187.5195
removed	removed	BBS7	387.5123
BBS9	216.6183	BBS9	477.3236
BBX	3715.5397	BBX	2832.0959
BCAM	5270.2522	BCAM	2452.0977
removed	removed	BCAN	16.1016
removed	removed	BCAP29	1352.8938
BCAP31	6597.6345	BCAP31	3852.9385
BCAR1	1774.3063	BCAR1	433.3125
removed	removed	BCAR3	607.5534
removed	removed	BCAS1	91.6003
BCAS2	1266.4643	BCAS2	748.9364
BCAS3	1710.6301	BCAS3	626.8897
BCAS4	543.6287	BCAS4	617.9444
BCAT1	693.2976	BCAT1	525.9862
BCAT2	422.2272	BCAT2	352.8044
BCCIP	1152.0732	BCCIP	973.486
removed	removed	BCDIN3D	233.7776
removed	removed	BCHE	663.0289
BCKDHA	988.1723	BCKDHA	604.5872
BCKDHB	614.4462	BCKDHB	587.1724
BCKDK	878.6729	BCKDK	835.4951
BCL10	474.5964	BCL10	490.9205
removed	removed	BCL11A	259.7728
BCL11B	13.0923	BCL11B	95.8941
BCL2A1	32.1357	BCL2A1	14.6704
removed	removed	BCL2L10	5.725
BCL2L11	1596.0723	BCL2L11	1145.004
BCL2L12	215.8	BCL2L12	80.2397
removed	removed	BCL2L13	1371.8579
removed	removed	BCL2L14	24.6891
BCL2L15	6.5462	BCL2L15	8.5875
removed	removed	BCL2L1	1616.9604
BCL2L2	712.3291	BCL2L2	1360.1181
BCL2	347.839	BCL2	2214.1515
BCL3	2015.0264	BCL3	391.8061
BCL6B	209.7746	BCL6B	506.3065
BCL6	782.5634	BCL6	1992.6648
BCL7A	539.1654	BCL7A	558.5473
BCL7B	975.9726	BCL7B	655.5148
BCL7C	418.0614	BCL7C	382.5029
removed	removed	BCL8	6.4406
BCL9L	3317.1167	BCL9L	1994.8117
removed	removed	BCL9	596.8333
removed	removed	BCLAF1	4578.9427
removed	removed	BCMO1	13.2391
removed	removed	BCO2	45.0845
BCORL1	291.8991	BCORL1	436.5328
BCOR	1158.6699	BCOR	766.0793
BCR	2145.3545	BCR	1326.0578
removed	removed	BCS1L	274.1784
BDH1	418.359	BDH1	199.3023
BDH2	133.8987	BDH2	1378.2986
BDKRB1	7.4388	BDKRB1	12.5235
BDKRB2	220.4865	BDKRB2	317.023
BDNFOS	22.8877	BDNFOS	81.4813
removed	removed	BDNF	20.4956
BDP1	1229.4875	BDP1	1300.2952
BEAN	44.3353	BEAN	42.5798
BECN1	1235.4236	BECN1	1435.4987
BEGAIN	8.3315	BEGAIN	35.7814
BEND3	260.6561	BEND3	157.7959
removed	removed	BEND4	10.0188
BEND5	5.9511	BEND5	114.1426
BEND6	34.5161	BEND6	16.4594
BEND7	136.5767	BEND7	460.5063
BEST1	17.5556	BEST1	68.346
removed	removed	BEST3	6.4406
removed	removed	BEST4	8.2297
BET1L	2168.5636	BET1L	2301.1003
BET1	468.9429	BET1	557.4738
removed	removed	BEX1	8.9453
removed	removed	BEX2	245.1024
BEX4	126.7574	BEX4	1031.2193
BEX5	7.1413	BEX5	134.538
BFAR	1018.2251	BFAR	1561.8571
BFSP1	68.4371	BFSP1	53.3142
BGLAP	20.5163	BGLAP	37.4059
BGN	19073.4211	BGN	10256.0157
BHLHB9	74.3882	BHLHB9	216.4773
removed	removed	BHLHE22	184.6319
BHLHE40	11186.4911	BHLHE40	4716.3431
removed	removed	BHLHE41	3548.439
BHMT2	48.5011	BHMT2	225.4227
BICC1	118.4259	BICC1	591.4661
