gene_id	TCGA-E9-A1RI-01A-11R-A169-07	gene_id	TCGA-E9-A1RI-11A-41R-A169-07
removed	removed	FAM178B	52.1689
FAM179B	1002.4112	FAM179B	884.9387
FAM180A	90.3392	FAM180A	82.3109
removed	removed	FAM180B	43.2808
removed	removed	FAM181B	5.7965
FAM182B	9.3233	FAM182B	6.9558
FAM184A	38.9005	FAM184A	365.1821
FAM184B	30.0595	removed	removed
FAM185A	155.602	FAM185A	149.1643
removed	removed	FAM186A	5.7965
FAM186B	9.9662	FAM186B	11.2066
FAM188A	735.8946	FAM188A	821.5631
FAM188B	81.0159	FAM188B	147.1162
FAM189A1	33.1136	FAM189A1	5.7965
FAM189A2	227.9376	FAM189A2	280.1662
FAM189B	517.6017	FAM189B	447.1066
FAM18A	10.9179	FAM18A	8.8687
FAM18B2	220.688	FAM18B2	283.4238
FAM18B	612.1202	FAM18B	740.0251
FAM190A	110.9146	FAM190A	70.3314
FAM190B	1309.4358	FAM190B	3569.8966
FAM192A	1140.0096	FAM192A	1197.5655
FAM193A	896.9619	FAM193A	546.4206
FAM193B	440.7652	FAM193B	309.9217
FAM195A	212.506	FAM195A	67.2399
FAM195B	774.795	FAM195B	796.0584
FAM196A	552.3228	removed	removed
removed	removed	FAM196B	41.7351
FAM198A	144.9928	FAM198A	110.5207
FAM198B	4373.8949	FAM198B	10314.7522
FAM199X	878.3154	FAM199X	651.9177
removed	removed	FAM19A1	9.2745
FAM19A2	8.6803	FAM19A2	65.6941
FAM19A5	92.5896	removed	removed
FAM200A	345.6036	FAM200A	190.8994
FAM200B	525.9605	FAM200B	1010.1439
FAM20A	174.8915	FAM20A	218.3364
FAM20B	1846.6484	FAM20B	4716.839
FAM20C	662.9159	FAM20C	612.8876
FAM21A	788.2977	FAM21A	850.9323
FAM21B	685.4204	FAM21B	626.4129
FAM21C	2310.561	FAM21C	2206.9365
FAM22A	26.6838	FAM22A	20.0947
FAM22D	94.5186	FAM22D	94.6768
removed	removed	FAM23A	18.1625
FAM24B	11.2008	FAM24B	10.8743
FAM26E	380.6462	FAM26E	653.4634
FAM26F	75.5506	FAM26F	57.1925
removed	removed	FAM27C	5.4101
FAM32A	1606.1726	FAM32A	1458.4098
FAM35A	1209.7733	FAM35A	1206.067
FAM35B2	115.737	FAM35B2	99.7005
FAM35B	372.6089	FAM35B	383.731
FAM36A	677.3798	FAM36A	651.624
FAM38A	1135.7242	FAM38A	3097.0341
FAM38B	709.2107	FAM38B	40.1894
FAM3A	311.5255	FAM3A	356.2941
FAM3B	57.8685	FAM3B	18.1625
FAM3C	1256.3896	FAM3C	1160.4676
FAM40A	859.3474	FAM40A	527.0988
FAM40B	55.2966	FAM40B	7.7287
FAM41C	21.5399	FAM41C	24.3455
FAM43A	82.6234	FAM43A	282.0983
FAM43B	15.7531	removed	removed
FAM45A	392.2199	FAM45A	941.3583
FAM45B	160.4244	FAM45B	386.8225
FAM46A	548.4649	FAM46A	827.3597
FAM46B	147.2432	FAM46B	99.3141
FAM46C	881.5303	FAM46C	141.822
FAM47E	115.0747	FAM47E	292.2809
FAM48A	1402.3758	FAM48A	620.9023
FAM49A	54.9751	FAM49A	403.8257
FAM49B	1175.0522	FAM49B	1163.5591
FAM50A	584.1505	FAM50A	533.6682
FAM50B	164.6038	FAM50B	178.9199
FAM53A	17.0391	FAM53A	6.9558
FAM53B	428.272	FAM53B	751.1583
FAM53C	819.4792	FAM53C	1044.1503
FAM54A	25.7193	removed	removed
FAM54B	1040.6333	FAM54B	1752.8741
FAM55C	1302.0415	FAM55C	701.3815
FAM57A	194.181	FAM57A	136.7984
FAM57B	31.1847	removed	removed
FAM58A	165.2467	FAM58A	187.0351
FAM59A	109.9502	FAM59A	217.95
FAM60A	1057.7078	FAM60A	311.0811
FAM63A	907.5711	FAM63A	592.4065
FAM63B	420.1897	FAM63B	614.047
FAM64A	22.8259	removed	removed
FAM65A	1004.3401	FAM65A	1491.2569
FAM65B	123.4528	FAM65B	118.2494
FAM65C	61.4049	FAM65C	73.4229
FAM66C	45.0088	FAM66C	32.8471
FAM66D	9.3233	FAM66D	5.7193
FAM69A	559.3956	FAM69A	1691.4308
FAM69B	79.6689	FAM69B	244.1774
FAM69C	17.0391	removed	removed
FAM70A	138.8844	FAM70A	107.4292
FAM70B	29.2557	FAM70B	31.6878
FAM71D	18.6465	FAM71D	10.0473
FAM71E1	56.3832	FAM71E1	6.1946
FAM71F2	7.0728	FAM71F2	7.7287
FAM72A	16.0746	removed	removed
FAM72B	43.0799	FAM72B	11.5931
FAM72D	18.325	FAM72D	5.0237
FAM73A	930.7185	FAM73A	1121.4375
FAM73B	259.1223	FAM73B	250.4106
FAM76A	322.7777	FAM76A	688.6291
FAM76B	508.5999	FAM76B	421.2153
FAM78A	126.9892	FAM78A	153.4151
FAM78B	15.7531	FAM78B	13.5253
FAM7A2	6.7513	FAM7A2	5.4101
FAM7A3	13.5027	FAM7A3	37.8707
FAM81A	28.6128	FAM81A	6.5694
FAM81B	5.4654	removed	removed
FAM82A1	101.5914	FAM82A1	192.8316
FAM82A2	753.8981	FAM82A2	899.6232
FAM82B	746.8253	FAM82B	2020.2879
FAM83B	121.8454	removed	removed
FAM83D	57.2255	FAM83D	12.366
FAM83E	17.682	removed	removed
FAM83F	44.0444	FAM83F	58.7383
FAM83G	27.2593	FAM83G	22.7997
FAM83H	1524.8352	FAM83H	119.4088
FAM84A	130.2041	FAM84A	22.7997
FAM84B	1865.295	FAM84B	1022.1235
FAM86A	406.5938	FAM86A	230.1343
FAM86B1	147.2432	FAM86B1	90.426
FAM86B2	25.3978	FAM86B2	8.888
FAM86C	206.7192	FAM86C	79.2194
FAM86D	140.1704	FAM86D	169.259
FAM89A	63.0124	FAM89A	2579.0745
FAM89B	584.4719	FAM89B	552.99
FAM8A1	1676.9008	FAM8A1	2364.6025
FAM90A1	10.6092	FAM90A1	5.4101
FAM91A1	1817.3927	FAM91A1	1240.4599
FAM92A1	97.412	FAM92A1	377.9345
FAM95B1	15.7531	FAM95B1	20.0947
FAM96A	876.7079	FAM96A	432.0356
FAM96B	321.1702	FAM96B	429.3305
FAM98A	1020.4147	FAM98A	1733.5523
FAM98B	311.847	FAM98B	505.8448
FAM98C	198.3604	FAM98C	73.0364
removed	removed	FAM9C	5.4101
FANCA	71.5737	removed	removed
FANCB	21.2185	FANCB	9.6609
FANCC	274.8754	FANCC	146.0728
FANCD2	354.6054	FANCD2	47.5316
FANCE	47.2593	FANCE	137.9577
FANCF	771.2586	FANCF	205.584
FANCG	280.6623	FANCG	102.792
FANCI	671.0882	FANCI	178.5644
FANCL	352.2199	FANCL	184.0672
FANCM	307.0246	FANCM	179.6928
FANK1	257.1934	FANK1	30.142
FAP	3554.734	FAP	204.0383
FAR1	1927.3429	FAR1	1960.7767
FAR2	202.408	FAR2	200.1082
FARP1	2408.2945	FARP1	843.9764
FARP2	305.4171	FARP2	348.1789
FARS2	259.4438	FARS2	202.4925
FARSA	593.7952	FARSA	370.5922
FARSB	1147.0825	FARSB	896.1453
FASLG	13.1812	FASLG	8.5016
FASN	37011.413	FASN	12406.1443
FASTKD1	452.6603	FASTKD1	193.9909
FASTKD2	1167.6579	FASTKD2	1206.4535
FASTKD3	323.0992	FASTKD3	140.6627
FASTKD5	400.5787	FASTKD5	345.8603
FASTK	733.6441	FASTK	420.4425
FAS	284.5202	FAS	234.9531
FAT1	3258.6401	FAT1	6612.6944
FAT2	159.1384	FAT2	434.3542
FAT3	109.9502	FAT3	13.1388
FAT4	475.8077	FAT4	1313.1098
FAU	2978.6208	FAU	2537.7258
FBF1	166.2369	FBF1	78.3924
FBLIM1	1407.1693	FBLIM1	454.8353
FBLL1	8.0373	removed	removed
FBLN1	7787.8155	FBLN1	6029.5624
FBLN2	3886.5134	FBLN2	9804.2701
FBLN5	1254.1392	FBLN5	6398.6088
FBLN7	192.252	FBLN7	285.1898
FBL	1623.2117	FBL	930.1517
FBN1	20328.243	FBN1	18497.15
FBN2	178.7494	removed	removed
FBP1	2768.3652	FBP1	355.1348
FBRSL1	395.7563	FBRSL1	241.5226
FBRS	1012.3774	FBRS	512.8007
FBXL12	251.4065	FBXL12	268.5731
FBXL13	17.682	removed	removed
FBXL14	849.0596	FBXL14	489.2281
FBXL15	88.4102	FBXL15	39.8029
FBXL16	470.3424	FBXL16	11.5931
FBXL17	723.0349	FBXL17	1727.3693
FBXL18	165.5682	FBXL18	352.0433
FBXL19	294.4864	FBXL19	56.8061
FBXL20	330.172	FBXL20	264.3223
FBXL22	56.3961	FBXL22	17.7761
FBXL2	349.14	FBXL2	150.3236
FBXL3	1816.4282	FBXL3	2819.4377
FBXL4	336.9233	FBXL4	553.3765
FBXL5	3420.6719	FBXL5	10616.5588
FBXL6	242.8452	FBXL6	53.0113
FBXL7	798.5854	FBXL7	1049.9469
FBXL8	31.3487	FBXL8	8.5943
FBXO10	243.0638	FBXO10	213.703
FBXO11	1692.9754	FBXO11	2260.2647
FBXO15	62.0479	FBXO15	13.1388
FBXO16	118.9134	removed	removed
FBXO17	128.9182	FBXO17	591.2472
FBXO18	1594.3128	FBXO18	1614.1436
FBXO21	1486.8992	FBXO21	941.3583
FBXO22OS	48.9182	FBXO22OS	46.1366
FBXO22	562.5591	FBXO22	359.6213
FBXO24	6.2016	removed	removed
FBXO25	557.1452	FBXO25	1000.0966
FBXO27	131.1686	FBXO27	850.5458
FBXO28	1241.601	FBXO28	1610.6656
FBXO2	63.0124	FBXO2	14.2981
FBXO30	521.1381	FBXO30	699.0629
FBXO31	359.4277	FBXO31	951.0192
FBXO32	828.1627	FBXO32	368.2736
FBXO33	443.0156	FBXO33	475.7028
FBXO34	901.4628	FBXO34	505.4584
FBXO36	187.4297	FBXO36	136.0255
FBXO38	1675.9363	FBXO38	1027.5336
FBXO39	11.5737	FBXO39	6.183
FBXO3	1091.7859	FBXO3	1215.7279
removed	removed	FBXO40	18.1625
FBXO41	139.2059	FBXO41	28.2098
FBXO42	571.9338	FBXO42	534.8276
FBXO43	9.0018	removed	removed
FBXO44	217.9714	FBXO44	163.4625
FBXO45	652.3067	FBXO45	521.3023
FBXO46	536.8912	FBXO46	125.2053
FBXO48	29.5772	FBXO48	74.9686
FBXO4	403.7936	FBXO4	300.2608
FBXO5	147.2432	FBXO5	88.4939
FBXO6	343.9961	FBXO6	216.0178
FBXO7	1557.9489	FBXO7	3095.3531
FBXO8	733.6441	FBXO8	840.2898
FBXO9	1106.253	FBXO9	1311.5641
FBXW11	1356.0521	FBXW11	2054.2943
FBXW2	3119.7557	FBXW2	3471.3554
FBXW4	994.0524	FBXW4	1699.5459
FBXW5	844.5588	FBXW5	1088.204
FBXW7	469.0564	FBXW7	701.3815
FBXW8	546.2144	FBXW8	343.9281
FBXW9	283.1892	FBXW9	35.1657
FCER1A	28.6128	FCER1A	88.8803
FCER1G	531.7473	FCER1G	431.6491
removed	removed	FCER2	25.8912
FCF1	1023.6296	FCF1	1073.9059
FCGBP	467.7705	FCGBP	335.0401
FCGR1A	144.0122	removed	removed
FCGR1B	168.7832	FCGR1B	15.071
FCGR1C	65.2628	removed	removed
FCGR2A	1294.6472	FCGR2A	857.1153
FCGR2B	132.1331	FCGR2B	410.3951
FCGR2C	70.4067	FCGR2C	121.7274
FCGR3A	2565.1824	FCGR3A	277.0747
FCGR3B	11.5737	FCGR3B	66.8534
FCGRT	1820.6076	FCGRT	3685.0546
FCHO1	47.5808	FCHO1	5.4101
FCHO2	1140.9741	FCHO2	1422.8577
FCHSD1	227.7737	FCHSD1	57.3974
FCHSD2	736.9394	FCHSD2	1413.3205
removed	removed	FCN1	37.8707
FCN3	9.0018	FCN3	44.0537
FCRL2	10.2877	removed	removed
FCRL3	6.4298	removed	removed
FCRL5	55.6181	FCRL5	5.0237
FCRL6	12.8597	FCRL6	10.8202
FCRLA	11.5737	removed	removed
FCRLB	8.0373	FCRLB	10.0473
FDFT1	2337.5663	FDFT1	4373.6837
FDPSL2A	15.4316	FDPSL2A	8.5016
FDPS	1325.9122	FDPS	1105.5048
FDX1L	86.0537	FDX1L	80.9429
FDX1	415.6888	FDX1	774.0315
FDXACB1	149.23	FDXACB1	90.0667
FDXR	221.5078	FDXR	30.9149
FECH	805.6583	FECH	776.7365
FEM1A	1081.4982	FEM1A	694.4257
FEM1B	2741.3599	FEM1B	2408.6562
FEM1C	1257.3541	FEM1C	1129.5527
FEN1	457.4827	FEN1	195.1502
FER1L4	35.6856	removed	removed
removed	removed	FER1L5	8.5016
FER1L6	7.7158	removed	removed
FERMT1	49.8312	FERMT1	18.5489
FERMT2	1781.7071	FERMT2	9937.977
FERMT3	246.5842	FERMT3	190.8994
FER	64.9413	FER	217.1771
FES	108.3427	FES	264.7087
FEZ1	168.4617	FEZ1	263.9359
FEZ2	728.5002	FEZ2	3821.0801
removed	removed	FFAR2	32.8471
removed	removed	FFAR3	36.325
FGD1	425.655	FGD1	140.2763
FGD2	71.6927	FGD2	90.426
FGD3	566.1469	FGD3	50.6231
FGD4	512.7793	FGD4	1379.9633
FGD5	443.0156	FGD5	1437.5423
FGD6	1185.983	FGD6	315.7183
FGF10	26.3623	FGF10	118.2494
FGF11	52.7246	FGF11	198.2417
FGF12	26.6838	FGF12	52.1689
FGF13	144.9928	FGF13	967.2495
FGF14	377.4313	FGF14	69.1721
FGF18	71.0497	FGF18	6.9558
FGF1	431.7634	FGF1	1342.479
FGF2	89.6673	FGF2	3610.7816
FGF7	481.9161	FGF7	892.2809
FGF9	8.0373	FGF9	13.1388
removed	removed	FGFBP2	702.5408
FGFBP3	16.3961	FGFBP3	15.4574
FGFR1OP2	707.2818	FGFR1OP2	665.0565
FGFR1OP	224.7259	FGFR1OP	152.9823
FGFR1	1441.8904	FGFR1	6271.4714
FGFR2	933.2905	FGFR2	350.884
FGFR3	688.6353	FGFR3	24.3455
FGFR4	275.8399	removed	removed
FGFRL1	510.8503	FGFRL1	847.0679
FGGY	119.5949	FGGY	171.9641
FGL2	499.5981	FGL2	2774.9976
FGR	113.8081	FGR	129.0697
FHAD1	91.0465	FHAD1	5.0237
FHDC1	272.3035	FHDC1	42.508
FHIT	63.3339	FHIT	72.2635
FHL1	766.7578	FHL1	131763.8875
FHL2	1290.4678	FHL2	816.9259
FHL3	484.1665	FHL3	173.5098
FHL5	28.6128	FHL5	228.3837
FHOD1	333.0654	FHOD1	542.5563
FHOD3	500.5626	FHOD3	543.7156
FH	1181.1606	FH	1569.317
FIBCD1	11.5737	removed	removed
FIBIN	1318.4376	FIBIN	402.28
FIBP	841.3438	FIBP	537.1462
FICD	77.158	FICD	74.5822
FIG4	478.3797	FIG4	671.2395
removed	removed	FIGF	1231.1854
FIGNL1	298.9873	FIGNL1	206.7433
FIGNL2	25.3978	FIGNL2	42.1215
FIGN	64.6198	FIGN	290.9864
FILIP1L	2086.8028	FILIP1L	2340.257
FILIP1	120.2379	FILIP1	398.4156
FIP1L1	873.5991	FIP1L1	448.9615
FIS1	953.6312	FIS1	1097.0109
removed	removed	FITM1	5.0237
FITM2	46.9378	FITM2	151.8694
FIZ1	481.2731	FIZ1	207.1297
FJX1	580.614	FJX1	17.3896
FKBP10	3053.5284	FKBP10	506.6177
FKBP11	347.2111	FKBP11	87.3346
FKBP14	411.8309	FKBP14	245.3869
FKBP15	1428.6931	FKBP15	988.1712
FKBP1AP1	33.7566	FKBP1AP1	44.0537
FKBP1A	3959.1931	FKBP1A	6049.8077
FKBP1B	69.7637	FKBP1B	29.7556
FKBP2	193.538	FKBP2	77.6737
FKBP3	1642.1797	FKBP3	1022.8963
FKBP4	7710.0145	FKBP4	1064.6314
FKBP5	3653.1104	FKBP5	9861.8491
FKBP7	545.8929	FKBP7	370.2058
FKBP8	1726.0891	FKBP8	2380.0599
FKBP9L	56.5825	FKBP9L	74.9686
FKBP9	4154.316	FKBP9	6344.5078
FKBPL	168.7832	FKBPL	51.396
FKRP	252.371	FKRP	150.7101
FKTN	1011.0915	FKTN	653.4634
FLAD1	817.5534	FLAD1	632.2094
FLCN	499.9196	FLCN	548.5538
FLG	47.7705	FLG	119.8029
FLI1	369.7155	FLI1	1559.2696
FLII	1811.9273	FLII	2423.3407
FLJ10038	292.9079	FLJ10038	407.7133
FLJ10213	26.3623	FLJ10213	14.2981
FLJ10357	710.1752	FLJ10357	2294.2711
FLJ10661	39.5435	removed	removed
FLJ11235	17.3606	FLJ11235	22.7997
FLJ12825	5.7869	removed	removed
FLJ13197	9.3297	FLJ13197	32.8818
FLJ16779	16.0746	removed	removed
FLJ22536	27.6483	FLJ22536	13.5253
FLJ23867	499.2766	FLJ23867	129.8425
FLJ33630	640.4115	FLJ33630	529.4174
removed	removed	FLJ34503	10.8202
removed	removed	FLJ35024	131.0018
FLJ35220	394.7918	FLJ35220	134.8662
FLJ35390	71.1172	FLJ35390	43.7098
FLJ35776	188.7156	FLJ35776	96.9955
FLJ36031	226.9732	FLJ36031	512.4143
FLJ36777	7.3943	FLJ36777	13.1388
FLJ37201	14.4671	FLJ37201	6.183
removed	removed	FLJ37307	7.7287
FLJ37453	61.0834	FLJ37453	46.3723
removed	removed	FLJ37543	7.3423
FLJ39582	74.7629	FLJ39582	81.739
FLJ39653	86.4813	FLJ39653	100.0869
FLJ40330	41.1509	removed	removed
FLJ40852	40.18	FLJ40852	35.5521
FLJ42289	20.897	FLJ42289	20.8675
FLJ42627	60.9484	FLJ42627	58.178
FLJ42709	115.737	FLJ42709	427.7848
removed	removed	FLJ42875	13.1388
removed	removed	FLJ43390	9.2745
FLJ43663	150.7796	FLJ43663	168.4861
FLJ44606	35.3641	FLJ44606	27.0505
FLJ44635	17.682	FLJ44635	32.4606
FLJ45244	35.3641	FLJ45244	30.9149
FLJ45340	774.4736	FLJ45340	809.9701
FLJ45445	16.3961	removed	removed
FLJ45983	262.6587	FLJ45983	6.5694
FLJ46111	9.0018	removed	removed
FLJ90757	644.5909	FLJ90757	113.2258
FLNA	12981.5142	FLNA	17857.2119
FLNB	9626.4845	FLNB	6554.9686
FLNC	279.0548	FLNC	217.95
FLOT1	2898.5694	FLOT1	2375.8091
FLOT2	1994.5346	FLOT2	1936.4313
FLRT2	647.8058	FLRT2	1064.6314
FLRT3	1522.9063	FLRT3	62.9891
FLT1	835.8785	FLT1	3418.8001
FLT3LG	106.0923	FLT3LG	69.5585
FLT3	734.9301	FLT3	7.7287
FLT4	145.9572	FLT4	442.0829
FLVCR1	176.1775	FLVCR1	62.9891
FLVCR2	108.9857	FLVCR2	71.8771
FLYWCH1	413.1169	FLYWCH1	346.2467
FLYWCH2	399.2927	FLYWCH2	117.0901
FMN1	82.9449	FMN1	19.7082
removed	removed	FMN2	31.3013
FMNL1	434.3353	FMNL1	375.6159
FMNL2	658.415	FMNL2	2954.3039
FMNL3	1337.9907	FMNL3	1404.8575
FMO1	359.4277	FMO1	411.5544
FMO2	218.6144	FMO2	8173.1234
FMO3	81.0159	FMO3	305.6709
FMO4	152.0656	FMO4	266.6409
FMO5	316.9908	FMO5	101.6327
FMOD	3232.2778	FMOD	15956.3327
FMR1	1303.0059	FMR1	1349.8213
FN1	224116.0585	FN1	9033.3301
FN3KRP	959.9743	FN3KRP	789.8754
FN3K	357.1773	FN3K	185.8758
FNBP1L	4918.8233	FNBP1L	1965.8004
FNBP1	1075.3898	FNBP1	1291.8559
FNBP4	1486.2562	FNBP4	786.3974
FNDC1	4099.3409	FNDC1	147.2322
FNDC3A	2379.6817	FNDC3A	2250.9902
FNDC3B	2733.9656	FNDC3B	7536.2767
FNDC4	103.1988	FNDC4	386.8225
FNDC5	49.1882	FNDC5	21.6404
FNDC8	14.1456	removed	removed
FNIP1	1320.688	FNIP1	3363.1533
FNIP2	329.8505	FNIP2	1636.1704
FNTA	1410.7057	FNTA	2891.7013
FNTB	669.7862	FNTB	785.4777
removed	removed	FOLH1B	6.183
FOLH1	66.2273	FOLH1	95.8362
FOLR1	17.3606	FOLR1	10.0473
FOLR2	111.5576	FOLR2	1478.1181
FOSB	1121.3631	FOSB	5510.1923
FOSL1	10.6092	FOSL1	12.366
FOSL2	1562.4498	FOSL2	1079.316
FOS	8164.2823	FOS	28965.7038
FOXA1	8394.1489	FOXA1	293.6914
FOXA3	7.7158	removed	removed
FOXC1	127.6322	FOXC1	338.518
FOXC2	9.9662	removed	removed
FOXD2	16.7176	FOXD2	15.8439
FOXD4L2	15.1101	removed	removed
FOXD4	5.4654	removed	removed
FOXF1	23.7904	FOXF1	14.6846
FOXF2	142.0993	FOXF2	28.2098
FOXI1	57.8685	FOXI1	8.1152
FOXI2	8.3588	removed	removed
FOXJ2	991.159	FOXJ2	1315.042
FOXJ3	2029.2557	FOXJ3	2474.3503
FOXK1	538.8201	FOXK1	917.3993
FOXK2	1994.8561	FOXK2	803.7871
FOXL1	27.0053	FOXL1	5.7965
FOXM1	209.5805	FOXM1	14.1204
FOXN1	19.9325	removed	removed
FOXN2	376.1453	FOXN2	1723.1185
FOXN3	1824.4655	FOXN3	10493.2857
FOXO1	820.4469	FOXO1	5884.2624
FOXO3B	750.3617	FOXO3B	1459.9556
FOXO3	1776.8847	FOXO3	3537.0496
FOXO4	280.3408	FOXO4	1076.2245
FOXP1	2473.8788	FOXP1	1551.5409
FOXP2	32.1492	FOXP2	168.4861
FOXP3	50.6607	removed	removed
FOXP4	1167.0149	FOXP4	986.9578
FOXQ1	64.6198	removed	removed
FOXRED1	347.854	FOXRED1	271.2781
FOXRED2	525.3175	FOXRED2	401.5071
FOXS1	55.9396	FOXS1	17.7761
FPGS	524.996	FPGS	593.5658
FPGT	906.4459	FPGT	683.3118
FPR1	123.1313	FPR1	110.1343
removed	removed	FPR2	10.0473
FPR3	459.4117	FPR3	613.6605
FRAS1	250.4421	FRAS1	61.0569
FRAT1	126.3462	FRAT1	66.0806
FRAT2	331.458	FRAT2	174.6691
FREM1	61.4049	FREM1	1453.3861
FREM2	89.3747	FREM2	60.284
FRG1B	261.0513	FRG1B	348.1789
FRG1	630.1238	FRG1	733.8421
FRG2B	13.1812	removed	removed
FRG2C	19.611	removed	removed
FRG2	10.9307	removed	removed
FRK	102.8774	FRK	50.6231
removed	removed	FRMD1	314.1725
FRMD3	42.4369	FRMD3	291.7593
FRMD4A	597.3091	FRMD4A	3138.0157
FRMD4B	585.4364	FRMD4B	487.2959
FRMD5	10.6092	removed	removed
FRMD6	2484.488	FRMD6	1018.2591
FRMD7	9.3233	removed	removed
FRMD8	717.5695	FRMD8	518.2108
FRMPD1	5.7869	FRMPD1	22.4133
removed	removed	FRMPD2	5.0237
FRRS1	223.4367	FRRS1	78.833
FRS2	1644.7516	FRS2	1380.3497
FRS3	91.3036	FRS3	68.3992
FRYL	1400.7394	FRYL	2536.1801
FRY	1091.7827	FRY	1999.8068
FRZB	545.25	FRZB	353.2026
FSCN1	877.3509	FSCN1	712.5882
FSCN2	13.5027	removed	removed
FSD1L	149.1722	FSD1L	58.7383
FSIP1	1334.8336	FSIP1	13.9117
FSTL1	16995.3384	FSTL1	38866.9694
FSTL3	354.9269	FSTL3	1163.9455
FSTL4	185.5007	removed	removed
FST	465.52	FST	154.188
FTH1	27738.6272	FTH1	65661.6675
FTHL3	162.0318	FTHL3	405.7579
FTL	28114.7725	FTL	130694.6189
FTO	1293.6827	FTO	2604.1928
FTSJ1	1031.9884	FTSJ1	512.4143
FTSJ2	692.4932	FTSJ2	455.2217
FTSJ3	1363.4464	FTSJ3	624.4807
FTSJD1	522.424	FTSJD1	680.514
FTSJD2	1538.0164	FTSJD2	1029.0793
FUBP1	1621.6042	FUBP1	802.6278
FUBP3	1268.9278	FUBP3	1352.1399
FUCA1	1323.5814	FUCA1	1401.2173
FUCA2	811.4451	FUCA2	1420.9255
FUK	219.9003	FUK	128.2968
FUNDC1	466.806	FUNDC1	260.8444
FUNDC2P2	5.4654	FUNDC2P2	5.0237
FUNDC2	1180.1961	FUNDC2	1708.0475
FURIN	1447.9987	FURIN	2361.1245
FUS	2518.2447	FUS	886.4844
FUT10	203.5043	FUT10	266.6409
FUT11	318.5983	FUT11	331.1757
FUT1	189.6801	FUT1	251.1835
FUT2	274.2324	removed	removed
FUT4	172.3196	FUT4	270.7835
FUT8	2536.8815	FUT8	573.5832
removed	removed	FUT9	16.2303
FUZ	398.6755	FUZ	183.4142
FXC1	1070.8889	FXC1	1059.2213
FXN	236.6179	FXN	227.6109
FXR1	2511.1718	FXR1	3364.3126
FXR2	501.2056	FXR2	712.9746
FXYD1	21.2185	FXYD1	610.1826
removed	removed	FXYD2	5.4101
FXYD3	2053.6891	FXYD3	89.2667
FXYD5	1296.2546	FXYD5	997.0051
FXYD6	650.0563	FXYD6	814.6073
FYB	647.8058	FYB	314.9454
FYCO1	1846.327	FYCO1	3797.5075
FYN	531.4258	FYN	2121.5342
FYTTD1	2078.7655	FYTTD1	3205.4874
FZD10	23.4689	FZD10	11.5931
FZD1	2096.769	FZD1	534.0547
FZD2	229.5451	FZD2	19.7082
FZD3	252.6925	FZD3	28.5963
FZD4	1265.4911	FZD4	21124.3088
FZD5	167.1757	FZD5	973.819
FZD6	1208.8089	FZD6	856.3424
FZD7	1188.5549	FZD7	397.2563
FZD8	389.648	FZD8	197.8553
removed	removed	FZD9	20.8675
FZR1	704.0669	FZR1	322.2877
G0S2	17.3606	G0S2	6618.8774
G2E3	637.5181	G2E3	513.5736
G3BP1	3321.974	G3BP1	2469.3266
G3BP2	4937.1484	G3BP2	3310.2116
G6PC3	2627.5518	G6PC3	1055.7434
G6PD	783.1538	G6PD	672.0124
GAA	3818.6787	GAA	948.7006
GAB1	1068.96	GAB1	1180.1758
GAB2	540.7491	GAB2	2964.7377
GAB3	124.4173	GAB3	350.4975
GABARAPL1	939.0773	GABARAPL1	5657.038
GABARAPL2	1719.6592	GABARAPL2	2458.5064
GABARAP	4812.0881	GABARAP	7666.8921
GABBR1	446.8735	GABBR1	219.8821
GABPA	1137.3895	GABPA	1711.7187
GABPB1	548.6803	GABPB1	368.3432
GABPB2	92.2681	GABPB2	176.6013
GABRA2	25.7193	GABRA2	18.9354
GABRB2	100.6269	GABRB2	23.5726
GABRB3	11.8952	GABRB3	62.9891
GABRD	47.5808	removed	removed
GABRE	19.611	GABRE	2296.2033
removed	removed	GABRG1	14.2981
GABRP	661.63	GABRP	176.9877
GAD1	56.904	removed	removed
GADD45A	328.886	GADD45A	481.4994
GADD45B	1027.809	GADD45B	540.2377
GADD45GIP1	216.3639	GADD45GIP1	155.3473
GADD45G	116.0585	GADD45G	28.5963
GAK	1305.5779	GAK	671.6259
GAL3ST4	425.3335	GAL3ST4	69.5585
GALC	1166.6935	GALC	1102.1157
GALE	240.4758	GALE	68.7856
GALK1	219.2574	GALK1	95.8362
GALK2	354.3096	GALK2	421.2076
GALM	224.4012	GALM	432.422
GALNS	349.4615	GALNS	280.1662
GALNT10	2751.0047	GALNT10	1159.6947
GALNT11	1013.0204	GALNT11	1471.1622
GALNT12	67.5133	GALNT12	142.2085
GALNT13	27.6483	GALNT13	340.4502
GALNT14	18.6465	GALNT14	11.5931
GALNT1	4698.923	GALNT1	3340.74
GALNT2	1376.6276	GALNT2	1364.1194
GALNT3	1241.9225	GALNT3	115.5444
GALNT4	519.3184	GALNT4	331.6356
GALNT5	241.1188	GALNT5	10.8202
GALNT6	4794.0846	GALNT6	74.1957
GALNT7	4298.9873	GALNT7	501.594
GALNTL1	177.4634	GALNTL1	382.5717
GALNTL2	872.207	GALNTL2	4952.1785
GALNTL4	171.0336	GALNTL4	169.259
removed	removed	GALR1	11.9795
GALT	189.3586	GALT	341.6095
GAL	10.2877	removed	removed
GAMT	194.5025	GAMT	122.8867
GANAB	8071.6927	GANAB	7140.1797
GANC	384.2019	GANC	540.7246
GAN	69.1207	GAN	111.68
