gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
KIAA0355	906.7439	KIAA0355	1019.0022
KIAA0368	3729.1886	KIAA0368	3127.2054
KIAA0391	624.8683	KIAA0391	575.5701
KIAA0406	512.6449	KIAA0406	447.7038
KIAA0408	52.6396	removed	removed
KIAA0415	214.4362	KIAA0415	323.3624
KIAA0427	738.6723	KIAA0427	1097.4157
KIAA0430	1992.0969	KIAA0430	1877.4434
KIAA0467	811.0063	KIAA0467	802.8871
KIAA0494	5661.7545	KIAA0494	4263.1968
KIAA0495	354.5838	KIAA0495	678.0901
KIAA0513	121.1802	KIAA0513	415.2182
KIAA0528	1142.255	KIAA0528	810.2729
KIAA0556	533.1928	KIAA0556	591.4619
KIAA0562	737.6185	KIAA0562	644.4844
KIAA0564	1068.4932	KIAA0564	741.5677
KIAA0586	267.6502	KIAA0586	284.9024
KIAA0649	917.8082	KIAA0649	684.4379
KIAA0652	1457.8504	KIAA0652	1930.4659
KIAA0664P3	29.5047	KIAA0664P3	14.9359
KIAA0664	1293.4668	KIAA0664	1623.9064
KIAA0748	9.4837	KIAA0748	16.8029
KIAA0753	194.4152	KIAA0753	275.9409
KIAA0754	133.2982	KIAA0754	174.7501
KIAA0776	1389.3572	KIAA0776	752.0229
KIAA0802	30.0316	KIAA0802	129.9424
KIAA0831	402.0021	KIAA0831	377.505
KIAA0892	1048.4721	KIAA0892	1128.0343
KIAA0895L	97.471	KIAA0895L	108.894
KIAA0895	152.2655	KIAA0895	200.8879
KIAA0907	983.667	KIAA0907	307.3063
KIAA0913	1464.1728	KIAA0913	1975.647
KIAA0922	226.5543	KIAA0922	460.3993
KIAA0947	854.0569	KIAA0947	1228.1049
KIAA1009	179.6628	KIAA1009	198.6476
KIAA1012	1125.922	KIAA1012	894.6608
KIAA1024	79.5574	KIAA1024	47.0481
KIAA1033	1230.7692	KIAA1033	683.3177
KIAA1045	13.1718	KIAA1045	36.593
KIAA1107	305.058	KIAA1107	84.7613
KIAA1109	1500.5269	KIAA1109	2213.8747
KIAA1143	994.7313	KIAA1143	689.2921
KIAA1147	1721.8124	KIAA1147	1224.7443
KIAA1161	165.4373	KIAA1161	159.8142
KIAA1191	2811.9073	KIAA1191	2631.3333
KIAA1199	92.7292	KIAA1199	23.1507
removed	removed	KIAA1210	6.3478
KIAA1211	878.8198	KIAA1211	11.2019
KIAA1217	3506.8493	KIAA1217	4061.3866
KIAA1239	7.9031	removed	removed
KIAA1244	833.509	KIAA1244	558.9763
KIAA1257	216.0169	KIAA1257	7.5837
KIAA1267	991.5701	KIAA1267	1194.8725
KIAA1274	182.824	KIAA1274	458.1589
KIAA1279	806.1117	KIAA1279	750.1559
KIAA1310	1270.8114	KIAA1310	1554.8278
KIAA1324L	639.6207	KIAA1324L	334.9377
KIAA1324	6050.5796	KIAA1324	6620.3405
KIAA1328	99.0516	KIAA1328	178.4841
KIAA1370	1903.5827	KIAA1370	908.1031
KIAA1377	229.1886	KIAA1377	303.5723
KIAA1383	32.1391	KIAA1383	66.8382
KIAA1407	183.8778	KIAA1407	178.4841
KIAA1409	12.118	KIAA1409	8.5881
KIAA1429	2356.1644	KIAA1429	1287.1017
KIAA1430	1376.7123	KIAA1430	1159.0263
KIAA1432	767.9505	KIAA1432	509.4227
KIAA1462	1664.9104	KIAA1462	1038.0455
KIAA1467	2013.1718	KIAA1467	1075.7587
KIAA1468	796.1012	KIAA1468	524.6237
KIAA1522	8202.3182	KIAA1522	4468.8232
KIAA1524	48.9989	KIAA1524	39.2068
KIAA1529	126.4489	KIAA1529	104.9247
KIAA1530	114.8577	KIAA1530	88.8686
KIAA1539	240.2529	KIAA1539	308.7999
KIAA1543	688.6196	KIAA1543	576.1526
KIAA1549	390.411	KIAA1549	496.2455
KIAA1586	51.6333	KIAA1586	111.2725
KIAA1598	1267.6502	KIAA1598	1089.201
KIAA1609	174.3941	KIAA1609	502.5932
KIAA1614	11.0695	KIAA1614	92.05
KIAA1632	728.1349	KIAA1632	726.6318
KIAA1644	11.0643	KIAA1644	43.3141
KIAA1671	1954.6891	KIAA1671	3364.6863
KIAA1683	54.2677	KIAA1683	396.9217
KIAA1704	427.4658	KIAA1704	236.8536
KIAA1712	203.7513	KIAA1712	216.1972
KIAA1715	741.3066	KIAA1715	577.6462
KIAA1731	232.8767	KIAA1731	213.5835
KIAA1737	1476.8177	KIAA1737	908.8499
KIAA1751	6.3224	removed	removed
KIAA1755	159.1149	KIAA1755	226.279
KIAA1797	729.1886	KIAA1797	838.6511
KIAA1804	83.2455	KIAA1804	148.9857
KIAA1826	99.0516	KIAA1826	222.545
KIAA1841	167.0179	KIAA1841	135.5433
KIAA1875	13.1718	KIAA1875	5.2276
KIAA1908	149.6312	KIAA1908	234.1203
KIAA1919	99.0516	KIAA1919	77.2933
KIAA1949	1010.0105	KIAA1949	1365.1418
KIAA1958	128.5564	KIAA1958	54.5161
KIAA1967	1158.588	KIAA1967	2389.3716
KIAA1984	13.1718	removed	removed
KIAA2013	1385.1423	KIAA2013	1258.3501
KIAA2018	843.5195	KIAA2018	597.0629
KIAA2022	102.7397	KIAA2022	47.4215
KIAA2026	1045.3109	KIAA2026	637.7632
KIDINS220	1628.5564	KIDINS220	2789.2805
KIF11	554.2677	KIF11	66.8382
KIF12	216.0169	KIF12	333.4441
KIF13A	1102.2129	KIF13A	1556.6948
KIF13B	1444.1517	KIF13B	2951.7085
KIF14	129.6101	KIF14	7.0946
KIF15	90.0948	KIF15	10.4551
KIF16B	619.5996	KIF16B	908.4765
KIF17	45.8377	KIF17	55.6363
KIF18A	47.4183	KIF18A	10.0817
KIF18B	75.3425	KIF18B	5.9744
KIF19	5.7956	KIF19	21.6571
removed	removed	KIF1A	11.9487
KIF1B	928.3456	KIF1B	1632.1212
KIF1C	1468.3878	KIF1C	3838.1545
KIF20A	135.9326	KIF20A	19.4167
KIF20B	215.49	KIF20B	115.0065
KIF21A	387.2497	KIF21A	177.3639
removed	removed	KIF21B	75.7997
KIF22	744.9947	KIF22	576.526
KIF23	157.0074	KIF23	73.1859
KIF24	57.9557	KIF24	73.5593
removed	removed	KIF25	5.2276
KIF26A	102.2129	KIF26A	234.1203
KIF26B	42.1496	KIF26B	27.258
KIF27	42.6765	KIF27	49.6619
KIF2A	408.3246	KIF2A	424.1797
KIF2C	144.8894	KIF2C	23.1507
KIF3A	516.333	KIF3A	330.8303
KIF3B	2056.902	KIF3B	1887.1518
KIF3C	442.5711	KIF3C	466.0003
KIF4A	181.7703	KIF4A	19.7901
removed	removed	KIF5A	19.0433
KIF5B	5025.2898	KIF5B	4864.2513
KIF5C	2689.6733	KIF5C	743.4347
removed	removed	KIF6	9.3349
KIF7	150.3952	KIF7	321.1855
KIF9	87.4605	KIF9	206.7055
KIFAP3	962.5922	KIFAP3	1001.0791
KIFC1	223.9199	KIFC1	45.1811
KIFC2	297.2813	KIFC2	129.793
KIFC3	189.1465	KIFC3	389.4538
KILLIN	27.9241	KILLIN	28.0048
KIN	180.7165	KIN	166.162
removed	removed	KIR2DL1	5.7018
KIRREL3	15.2792	KIRREL3	25.391
KIRREL	243.4141	KIRREL	370.0371
removed	removed	KISS1R	6.3478
KITLG	2076.9231	KITLG	1049.6208
KIT	4079.0306	KIT	4432.6036
KLB	150.1581	KLB	54.8895
KLC1	1160.7218	KLC1	2094.2381
KLC2	815.0685	KLC2	634.0292
KLC3	58.4826	KLC3	278.5098
KLC4	429.9262	KLC4	498.5531
KLF10	1163.8567	KLF10	9222.9221
KLF11	999.4731	KLF11	1178.8164
KLF12	385.1423	KLF12	368.9169
KLF13	542.1496	KLF13	3782.8917
removed	removed	KLF14	6.3478
KLF15	50.5796	KLF15	157.2004
KLF16	511.0643	KLF16	873.3771
removed	removed	KLF17	10.0817
KLF2	2087.4605	KLF2	2415.5094
KLF3	1511.0643	KLF3	1761.3055
KLF4	1657.5342	KLF4	8386.5114
KLF5	1629.0832	KLF5	884.5791
KLF6	4361.4331	KLF6	9603.041
KLF7	90.0948	KLF7	107.9119
KLF8	445.7323	KLF8	295.7309
KLF9	1212.8556	KLF9	6890.6804
KLHDC10	547.9452	KLHDC10	500.3529
KLHDC1	49.5258	KLHDC1	90.7356
KLHDC2	1615.3846	KLHDC2	1230.3453
KLHDC3	1597.9979	KLHDC3	1824.0476
KLHDC4	156.2487	KLHDC4	265.1609
KLHDC5	557.4289	KLHDC5	886.8194
KLHDC7A	3675.9747	KLHDC7A	304.3191
KLHDC7B	40.569	KLHDC7B	120.6074
removed	removed	KLHDC8A	12.6955
KLHDC8B	260.8008	KLHDC8B	533.2119
KLHDC9	194.4152	KLHDC9	70.5722
KLHL11	65.3319	KLHL11	14.5625
KLHL12	1763.4352	KLHL12	793.0966
KLHL13	246.5753	KLHL13	1456.6243
KLHL14	11.0643	KLHL14	28.3782
KLHL15	354.0569	KLHL15	407.7502
KLHL17	35.8272	KLHL17	35.0994
KLHL18	350.3688	KLHL18	446.5836
KLHL20	518.4405	KLHL20	345.3928
KLHL21	925.1844	KLHL21	1561.9224
KLHL22	404.6365	KLHL22	446.2102
KLHL23	198.588	KLHL23	81.5463
KLHL24	898.8409	KLHL24	650.0853
KLHL25	123.2877	KLHL25	229.6396
KLHL26	296.1012	KLHL26	329.7101
KLHL28	406.2171	KLHL28	202.3815
KLHL29	90.6217	KLHL29	526.4907
KLHL2	174.3941	KLHL2	488.7775
removed	removed	KLHL30	6.3478
KLHL31	102.3498	KLHL31	48.2579
KLHL32	6.3224	KLHL32	10.4551
KLHL35	41.6228	KLHL35	63.851
KLHL36	114.8577	KLHL36	289.0098
KLHL38	5.2687	KLHL38	7.0946
KLHL3	80.6112	KLHL3	126.2084
KLHL4	106.4278	KLHL4	96.71
KLHL5	498.9463	KLHL5	653.0725
KLHL6	76.9231	KLHL6	69.0786
KLHL7	281.8757	KLHL7	592.5821
KLHL8	570.6006	KLHL8	261.005
KLHL9	1739.1992	KLHL9	1269.1786
KLK10	359.8525	KLK10	584.7407
KLK11	200.7376	KLK11	126.9552
KLK12	15.8061	removed	removed
KLK13	99.0516	KLK13	24.2708
removed	removed	KLK14	28.3782
removed	removed	KLK1	11.5753
removed	removed	KLK3	8.2147
KLK5	5.2687	KLK5	3178.7343
KLK6	38.9884	KLK6	1238.56
KLK7	50.0527	KLK7	1377.8374
KLK8	72.1812	KLK8	372.3447
KLK9	5.2687	removed	removed
KLRA1	26.8704	KLRA1	25.0176
KLRAQ1	426.765	KLRAQ1	471.6012
KLRB1	35.3003	KLRB1	42.9407
removed	removed	KLRC1	25.391
removed	removed	KLRC2	5.2276
KLRD1	14.2255	KLRD1	17.5497
KLRG1	46.8915	KLRG1	22.0305
KLRG2	11.0643	KLRG2	13.4423
KLRK1	28.9779	KLRK1	38.0866
KL	128.0295	KL	144.8783
KMO	26.6913	KMO	76.203
removed	removed	KNDC1	52.2757
KNTC1	437.8293	KNTC1	134.7966
KPNA1	2088.5142	KPNA1	1324.4415
KPNA2	2680.1897	KPNA2	1208.6882
KPNA3	1251.844	KPNA3	1023.8564
KPNA4	1375.1317	KPNA4	1468.573
KPNA5	73.235	KPNA5	52.2757
KPNA6	1828.7671	KPNA6	2106.7096
KPNA7	8.4299	removed	removed
KPNB1	4307.1654	KPNB1	3750.7795
KPTN	138.04	KPTN	139.6507
KRAS	1703.372	KRAS	1002.1993
KRBA1	175.9747	KRBA1	271.4601
KRBA2	34.2466	KRBA2	42.9407
KRCC1	1042.1496	KRCC1	760.611
KREMEN1	479.9789	KREMEN1	1260.2171
removed	removed	KREMEN2	5.2276
KRI1	627.0811	KRI1	599.6953
KRIT1	711.275	KRIT1	603.4106
KRR1	1093.9673	KRR1	728.2785
KRT10	222.8662	KRT10	549.6414
KRT13	10100.1054	KRT13	1110.858
KRT14	1251.844	KRT14	49284.01
KRT15	5132.7713	KRT15	22049.8374
KRT16	2044.784	KRT16	942.4557
KRT17	6542.6765	KRT17	34318.6053
KRT18	12619.0727	KRT18	13353.615
KRT19	15272.9189	KRT19	12425.1804
KRT1	13.1718	KRT1	14.9359
KRT222	131.7176	KRT222	73.9327
KRT23	79.0306	KRT23	5081.1953
KRT24	7.3762	removed	removed
KRT2	15.8061	removed	removed
KRT31	13.1718	removed	removed
removed	removed	KRT32	32.1122
removed	removed	KRT40	8.5881
KRT4	2896.2065	KRT4	275.9409
KRT5	20412.0126	KRT5	48858.7101
KRT6A	8335.6164	KRT6A	787.8691
KRT6B	2945.2055	KRT6B	4177.9464
KRT6C	559.0095	KRT6C	159.0674
KRT75	16.8599	KRT75	7.8414
KRT78	10.5374	KRT78	5.2276
KRT7	5855.6375	KRT7	17538.488
KRT80	471.549	KRT80	1569.7638
removed	removed	KRT81	1496.9512
removed	removed	KRT83	9.3349
removed	removed	KRT86	51.9023
KRT8	16148.5774	KRT8	23302.833
removed	removed	KRT9	11.2019
KRTCAP2	4274.4995	KRTCAP2	1591.4208
KRTCAP3	690.2002	KRTCAP3	386.4666
KRTDAP	153.8462	KRTDAP	11.9487
KSR1	214.4362	KSR1	451.4378
KSR2	214.9631	KSR2	41.4471
KTELC1	438.3562	KTELC1	370.0371
KTI12	106.4278	KTI12	147.4921
KTN1	5348.7882	KTN1	5618.5145
KYNU	53.2139	KYNU	406.2567
KY	5.2687	KY	185.2052
L1CAM	9.4837	L1CAM	224.412
removed	removed	L1TD1	7.0946
L2HGDH	251.844	L2HGDH	112.0193
L3MBTL2	1003.5985	L3MBTL2	945.3533
L3MBTL3	229.7155	L3MBTL3	194.9136
L3MBTL4	43.2034	L3MBTL4	145.6251
L3MBTL	60.5901	L3MBTL	48.9151
LACE1	59.5364	LACE1	43.3141
removed	removed	LACRT	42.5673
LACTB2	240.2529	LACTB2	205.7421
LACTB	181.2434	LACTB	265.4857
LAD1	5437.3024	LAD1	1063.0631
LAG3	9.4837	LAG3	26.1378
LAGE3	356.1644	LAGE3	184.8318
LAIR1	350.8957	LAIR1	329.7101
removed	removed	LALBA	8.9615
LAMA1	22.6554	LAMA1	97.0834
LAMA2	1872.4974	LAMA2	2783.631
LAMA3	225.5005	LAMA3	6116.2536
LAMA4	2658.588	LAMA4	2309.8379
LAMA5	1692.8346	LAMA5	2956.5627
LAMB1	3585.8799	LAMB1	3532.7152
LAMB2L	14.7524	LAMB2L	21.2837
LAMB2	6368.8093	LAMB2	12483.8039
LAMB3	558.4826	LAMB3	6105.7985
LAMB4	6.3224	LAMB4	54.1427
LAMC1	5579.0306	LAMC1	7913.4166
LAMC2	1095.3635	LAMC2	8862.9668
LAMC3	35.8272	LAMC3	180.7245
LAMP1	8069.02	LAMP1	9970.8376
LAMP2	7653.8462	LAMP2	6173.3835
LAMP3	161.2223	LAMP3	90.3622
LANCL1	1541.6228	LANCL1	1723.977
LANCL2	412.5395	LANCL2	647.8449
removed	removed	LANCL3	18.6699
removed	removed	LAP3	2294.1552
LAPTM4A	4825.6059	LAPTM4A	11073.1075
LAPTM4B	2227.0811	LAPTM4B	2598.8477
LAPTM5	2492.0969	LAPTM5	2692.9439
LARGE	1272.9189	LARGE	615.3593
LARP1B	479.9789	LARP1B	426.4201
LARP1	5981.0327	LARP1	3028.6284
LARP4B	1448.3667	LARP4B	1035.0583
LARP4	1233.4036	LARP4	675.4764
LARP6	101.686	LARP6	567.191
LARP7	834.5627	LARP7	853.2136
LARS2	506.3224	LARS2	344.646
LARS	3286.6175	LARS	2876.6556
LAS1L	1056.3751	LAS1L	987.2634
LASP1	5422.5501	LASP1	6140.1511
removed	removed	LASS1	8.1027
LASS2	12530.0316	LASS2	4871.7192
LASS3	54.7945	removed	removed
LASS4	1525.2898	LASS4	1021.616
LASS5	885.1423	LASS5	1028.7105
LASS6	3204.3467	LASS6	1045.0616
LAT2	97.471	LAT2	169.8959
LATS1	522.6554	LATS1	322.989
LATS2	675.4478	LATS2	1144.4638
LAT	44.0885	LAT	39.4644
LAX1	47.9452	LAX1	25.391
LAYN	116.4384	LAYN	274.8207
LBH	714.4362	LBH	2329.2546
LBR	546.3646	LBR	691.1591
LCA5L	48.9989	LCA5L	40.3269
LCA5	219.1781	LCA5	247.936
LCAT	16.4226	LCAT	81.4791
LCK	87.4605	LCK	99.3238
LCLAT1	598.5248	LCLAT1	317.388
LCMT1	713.9094	LCMT1	554.4955
LCMT2	378.8198	LCMT2	345.0194
removed	removed	LCN10	33.2324
LCN2	888.8303	LCN2	311.0402
removed	removed	LCN6	20.9103
LCORL	49.0358	LCORL	54.0941
LCOR	150.1844	LCOR	43.3776
LCP1	6491.0432	LCP1	1458.4912
LCP2	290.8325	LCP2	395.4281
LDB1	1084.8261	LDB1	1078.7458
LDB2	548.9989	LDB2	728.4988
LDB3	22.6554	LDB3	67.9584
LDHA	14191.254	LDHA	11321.0436
LDHB	2063.2244	LDHB	4622.2896
LDHC	46.3646	LDHC	17.1763
LDHD	182.824	LDHD	144.5049
LDLRAD2	452.471	LDLRAD2	276.837
LDLRAD3	5340.3583	LDLRAD3	773.6799
LDLRAP1	776.0801	LDLRAP1	789.3626
LDLR	781.3488	LDLR	6175.6239
LDOC1L	943.6249	LDOC1L	1670.2077
LDOC1	1544.784	LDOC1	1309.1322
LEAP2	5.2687	removed	removed
LEF1	138.04	LEF1	54.8895
LEFTY1	11.5911	removed	removed
LEFTY2	15.8061	LEFTY2	12.6955
LEKR1	11.5911	LEKR1	29.8718
removed	removed	LEMD1	7.468
LEMD2	547.4183	LEMD2	573.5388
LEMD3	534.2466	LEMD3	806.5389
LENG1	165.4373	LENG1	131.436
LENG8	1409.2782	LENG8	1523.1077
LENG9	97.0443	LENG9	130.6705
LEO1	1354.5838	LEO1	603.784
LEPRE1	504.7418	LEPRE1	580.26
LEPREL1	153.3193	LEPREL1	550.0147
LEPREL2	357.745	LEPREL2	653.0725
LEPROTL1	777.1338	LEPROTL1	853.2136
LEPROT	722.3393	LEPROT	1121.6604
LEPR	372.4974	LEPR	3140.3004
LEP	1062.1707	LEP	377.505
LETM1	1123.2877	LETM1	923.039
LETM2	29.5047	LETM2	33.2324
LETMD1	1541.6228	LETMD1	946.9365
LFNG	467.334	LFNG	602.2904
LGALS12	151.7387	LGALS12	88.1218
LGALS1	2628.5564	LGALS1	6460.8997
LGALS2	36.3541	LGALS2	9.7083
LGALS3BP	14213.9094	LGALS3BP	8764.0164
LGALS3	5371.4436	LGALS3	6311.5406
LGALS7B	7.3762	LGALS7B	16.0561
LGALS7	23.7092	LGALS7	131.436
LGALS8	2634.3519	LGALS8	1028.1915
LGALS9C	8.4299	removed	removed
LGALS9	800.3161	LGALS9	798.6976
LGI2	118.019	LGI2	81.7741
LGI3	24.236	removed	removed
LGI4	121.1802	LGI4	193.0466
LGMN	1638.5669	LGMN	3547.6511
LGR4	569.5469	LGR4	1188.1513
LGR5	12.6449	LGR5	156.827
removed	removed	LGR6	352.4874
LGTN	3793.9937	LGTN	1339.004
LHFPL1	13.6986	LHFPL1	7.468
LHFPL2	1130.137	LHFPL2	2109.6968
LHFP	944.1517	LHFP	3159.3176
LHPP	474.1834	LHPP	516.7824
LHX2	5.7956	removed	removed
LHX4	7.7766	removed	removed
LHX6	169.6523	LHX6	334.9377
LIAS	255.5321	LIAS	104.1779
LIFR	1280.8219	LIFR	2262.7898
LIF	69.5469	LIF	344.2726
LIG1	420.4426	LIG1	444.7166
LIG3	799.7893	LIG3	532.4651
LIG4	207.5869	LIG4	286.7694
removed	removed	LILRA1	11.2019
LILRA2	20.0211	LILRA2	44.0609
LILRA4	7.3762	LILRA4	23.8975
LILRA5	8.4299	LILRA5	19.7901
LILRA6	10.5005	LILRA6	41.3762
LILRB1	52.1602	LILRB1	64.5978
LILRB2	54.2677	LILRB2	57.1298
LILRB3	16.3699	LILRB3	28.4492
LILRB4	199.6839	LILRB4	359.5819
LILRB5	33.7197	LILRB5	220.3046
LIMA1	5498.9463	LIMA1	3908.7267
LIMCH1	2283.4563	LIMCH1	2911.0081
LIMD1	996.8388	LIMD1	460.3993
LIMD2	105.3319	LIMD2	113.6809
LIME1	37.9926	LIME1	19.5324
LIMK1	1045.3109	LIMK1	678.8369
LIMK2	961.0116	LIMK2	2250.8411
LIMS1	224.4468	LIMS1	377.8784
LIMS2	486.8282	LIMS2	1831.8889
LIMS3-LOC440895	13.2719	LIMS3-LOC440895	36.0739
LIMS3	6.2223	LIMS3	10.6008
LIN37	75.2371	LIN37	107.3182
LIN52	165.9642	LIN52	110.8991
LIN54	312.961	LIN54	244.2021
LIN7A	559.5364	LIN7A	85.8815
LIN7B	24.7629	LIN7B	18.6699
LIN7C	1025.2898	LIN7C	710.5757
LIN9	218.6512	LIN9	51.5289
LINGO1	102.2129	LINGO1	156.4536
removed	removed	LINGO2	27.6314
removed	removed	LINGO3	5.9744
LINGO4	68.4932	LINGO4	44.8077
LINS1	177.0285	LINS1	200.5145
LIPA	2032.666	LIPA	2130.9804
removed	removed	LIPC	22.4039
LIPE	1626.4489	LIPE	827.4492
LIPG	72.1812	LIPG	84.7613
LIPH	275.5532	LIPH	305.0659
LIPT1	93.2403	LIPT1	122.7769
LIPT2	23.1823	LIPT2	10.8285
LITAF	2925.1844	LITAF	5564.3719
LIX1L	335.0896	LIX1L	658.3001
LLGL1	317.176	LLGL1	911.8371
LLGL2	1307.1654	LLGL2	744.1815
LLPH	598.8145	LLPH	654.9843
LMAN1	4969.9684	LMAN1	3418.829
LMAN2L	558.4826	LMAN2L	660.5405
LMAN2	3144.3625	LMAN2	2740.3654
LMBR1L	173.3404	LMBR1L	218.811
LMBR1	1027.9241	LMBR1	752.0229
LMBRD1	1923.6038	LMBRD1	1617.932
LMBRD2	205.4795	LMBRD2	85.5081
LMCD1	625.3952	LMCD1	1630.2542
LMF1	330.8746	LMF1	431.4871
LMF2	1109.589	LMF2	1316.9735
LMLN	347.7345	LMLN	158.694
LMNA	11606.4278	LMNA	26317.4403
LMNB1	556.902	LMNB1	157.5738
LMNB2	1281.8757	LMNB2	952.9108
LMO1	9.4837	removed	removed
LMO2	308.2192	LMO2	707.5886
LMO3	69.02	LMO3	109.7789
LMO4	1271.3383	LMO4	1032.8179
LMO7	289.2518	LMO7	405.8833
LMOD1	426.765	LMOD1	4369.4994
LMTK2	309.2729	LMTK2	281.5418
LMTK3	117.4921	LMTK3	190.8062
removed	removed	LMX1A	34.3526
LMX1B	1707.5869	LMX1B	1454.3839
LNP1	49.5627	LNP1	68.0181
LNPEP	338.7777	LNPEP	141.3459
LNX1	573.235	LNX1	269.5931
LNX2	461.5385	LNX2	507.8208
LOC100009676	112.0495	LOC100009676	95.321
removed	removed	LOC100124692	58.6234
LOC100125556	66.491	LOC100125556	56.0582
LOC100126784	22.0126	LOC100126784	131.7683
LOC100127888	5.4742	LOC100127888	5.0558
LOC100128164	5.2687	removed	removed
LOC100128191	58.5353	LOC100128191	15.7051
LOC100128239	19.4942	LOC100128239	17.1763
LOC100128288	13.6986	LOC100128288	44.8077
removed	removed	LOC100128292	48.9151
LOC100128640	37.4078	LOC100128640	32.4856
LOC100128788	16.333	LOC100128788	10.8285
LOC100128822	72.1812	LOC100128822	151.9728
LOC100128842	31.6122	LOC100128842	8.2147
LOC100128977	21.0748	removed	removed
LOC100129034	913.9041	LOC100129034	1355.1983
LOC100129387	92.5553	LOC100129387	65.0123
LOC100129534	45.3109	LOC100129534	63.4776
LOC100129550	196.5227	LOC100129550	289.7566
LOC100129637	79.7893	LOC100129637	135.8682
removed	removed	LOC100129716	11.2019
LOC100130015	14.3836	LOC100130015	15.3915
LOC100130093	89.3888	LOC100130093	140.6178
removed	removed	LOC100130148	6.3478
LOC100130522	31.6122	LOC100130522	10.0817
LOC100130557	15.4584	LOC100130557	17.8857
LOC100130581	41.6228	LOC100130581	61.984
removed	removed	LOC100130691	8.2372
LOC100130776	297.9241	LOC100130776	295.7982
LOC100130872	22.1286	LOC100130872	37.3398
LOC100130932	61.117	LOC100130932	34.726
removed	removed	LOC100130987	14.9359
LOC100131193	48.9989	LOC100131193	13.8157
LOC100131434	10.4531	LOC100131434	17.4825
LOC100131551	56.902	removed	removed
LOC100131691	29.6891	LOC100131691	14.1331
LOC100132111	22.9821	LOC100132111	10.8285
removed	removed	LOC100132215	7.8862
LOC100132247	211.8019	LOC100132247	72.8125
LOC100132287	218.1243	LOC100132287	104.5513
LOC100132288	92.7292	LOC100132288	63.851
LOC100132707	67.4658	LOC100132707	82.8084
LOC100132832	7.6449	LOC100132832	5.1529
LOC100133161	35.8272	LOC100133161	8.5881
LOC100133331	86.3699	LOC100133331	42.9407
removed	removed	LOC100133545	10.4551
LOC100133612	6.8493	removed	removed
removed	removed	LOC100133669	8.2147
LOC100133985	16.333	LOC100133985	8.2147
LOC100133991	21.6017	LOC100133991	26.8846
LOC100134229	130.6639	LOC100134229	164.6684
LOC100134259	38.9884	LOC100134259	39.5802
LOC100134713	16.3383	LOC100134713	8.2297
removed	removed	LOC100134868	8.5881
removed	removed	LOC100144603	5.2276
LOC100144604	25.8166	removed	removed
LOC100170939	24.7629	LOC100170939	47.8696
LOC100188947	9.4837	LOC100188947	28.3782
LOC100188949	7.9031	LOC100188949	13.0689
LOC100190938	182.2972	LOC100190938	134.7966
LOC100190939	107.4816	LOC100190939	381.9858
LOC100190986	243.941	LOC100190986	89.242
LOC100192378	6.8493	LOC100192378	5.601
LOC100216545	48.9989	LOC100216545	51.9023
LOC100233209	6.8493	LOC100233209	15.6827
removed	removed	LOC100240735	20.5369
LOC100268168	5.7956	removed	removed
LOC100270710	187.0179	LOC100270710	292.3405
LOC100270746	20.0211	LOC100270746	43.3141
LOC100270804	7.5659	LOC100270804	7.8414
LOC100271722	30.5585	LOC100271722	27.258
LOC100271831	8.1085	removed	removed
LOC100271836	287.7871	LOC100271836	203.1433
LOC100272146	16.8599	LOC100272146	6.7212
removed	removed	LOC100272216	5.9744
LOC100272217	10.0105	LOC100272217	6.7212
LOC100272228	12.118	LOC100272228	8.5881
LOC100286793	51.6333	LOC100286793	110.5257
LOC100286844	23.8936	LOC100286844	24.3343
LOC100287227	9.5416	removed	removed
LOC100288778	211.275	LOC100288778	265.5268
LOC100289341	36.3541	LOC100289341	53.0225
LOC100302401	14.2255	LOC100302401	45.5545
LOC100302640	5.2687	LOC100302640	6.3478
LOC100302650	26.3435	LOC100302650	112.1873
LOC100303728	20.0211	LOC100303728	40.3269
LOC113230	292.4131	LOC113230	121.7276
LOC115110	38.7408	LOC115110	23.2515
removed	removed	LOC121838	15.3093
LOC134466	21.6017	LOC134466	60.117
LOC143188	10.5374	LOC143188	21.2837
LOC143666	14.2255	removed	removed
LOC144438	503.1612	LOC144438	515.6622
removed	removed	LOC144486	8.9615
LOC144571	18.4457	LOC144571	54.2136
LOC145783	14.4046	LOC145783	41.8541
LOC145820	18.4405	LOC145820	32.4856
LOC145837	110.1159	LOC145837	47.0481
LOC146880	250.5796	LOC146880	213.8934
LOC147727	219.1781	LOC147727	544.7872
LOC147804	73.235	LOC147804	82.8943
LOC148189	47.9452	LOC148189	65.3446
LOC148413	284.5838	LOC148413	265.3662
LOC148696	45.5585	removed	removed
LOC149134	11.0643	removed	removed
LOC149837	25.2898	LOC149837	55.2629
LOC150381	9.4837	LOC150381	45.9055
LOC150776	253.9515	LOC150776	229.2662
LOC150786	47.4183	LOC150786	29.8718
LOC151009	28.451	LOC151009	48.5417
LOC151162	806.1117	LOC151162	1256.1097
LOC151534	209.1675	LOC151534	92.4757
LOC152217	248.6828	LOC152217	310.6669
removed	removed	LOC153328	9.7083
LOC153684	14.7524	LOC153684	17.9231
LOC154761	84.7471	LOC154761	98.7973
LOC154822	6.549	LOC154822	23.5614
LOC158376	56.3751	LOC158376	44.4343
LOC158572	16.8599	LOC158572	13.4423
