gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
ANKRD55	7.4074	removed	removed
ANKRD56	57.3269	ANKRD56	63.4349
ANKRD57	903.7037	ANKRD57	675.7078
ANKRD58	10.306	ANKRD58	24.3121
ANKRD5	268.9211	ANKRD5	273.0217
ANKRD6	291.3076	ANKRD6	342.9706
ANKRD9	27.6973	ANKRD9	43.0352
ANKS1A	1402.2544	ANKS1A	1527.7479
ANKS1B	108.2126	ANKS1B	88.5853
ANKS3	177.4557	ANKS3	224.1181
ANKS6	252.818	ANKS6	283.6408
ANKZF1	417.3913	ANKZF1	553.5885
ANLN	488.8889	ANLN	322.2047
ANO10	869.5652	ANO10	1015.7973
ANO1	4953.6232	ANO1	6611.2053
ANO2	74.7182	ANO2	38.2845
ANO3	19.9678	ANO3	8.9424
ANO4	8.0515	ANO4	10.8985
ANO5	12.2383	ANO5	49.7419
ANO6	3664.4122	ANO6	2414.4397
ANO7	10.9501	ANO7	21.5176
ANO8	176.1675	ANO8	261.2849
ANO9	137.1981	ANO9	139.1656
ANP32A	3066.9887	ANP32A	2696.1243
ANP32B	1968.7601	ANP32B	2820.1997
ANP32E	1213.2045	ANP32E	1188.4968
ANPEP	1579.7101	ANPEP	5254.4803
ANTXR1	6550.0805	ANTXR1	3901.1086
ANTXR2	2006.7633	ANTXR2	1681.4449
ANUBL1	338.1643	ANUBL1	159.0065
ANXA11	3028.6634	ANXA11	3047.3918
ANXA13	6.4412	ANXA13	12.0163
ANXA1	4383.2528	ANXA1	5870.9448
ANXA2P1	81.4815	ANXA2P1	93.336
ANXA2P2	4590.3382	ANXA2P2	5755.2529
ANXA2P3	6.1192	ANXA2P3	5.0301
ANXA2	14064.4122	ANXA2	17552.4735
ANXA3	332.6892	ANXA3	1175.3627
ANXA4	1475.0403	ANXA4	1633.6591
ANXA5	7229.6296	ANXA5	7438.0951
ANXA6	7232.5282	ANXA6	6152.0706
ANXA7	3000	ANXA7	2748.3813
ANXA8L2	78.2609	ANXA8L2	191.702
ANXA8	151.6908	ANXA8	579.8847
ANXA9	405.475	ANXA9	126.0315
AOAH	267.3108	AOAH	239.2084
AOC2	27.0531	AOC2	17.6053
AOC3	4045.0886	AOC3	1558.7667
AOX1	663.7681	AOX1	353.503
AP1AR	600.3221	AP1AR	593.8292
AP1B1	2286.9565	AP1B1	3652.9578
AP1G1	2466.9887	AP1G1	3094.3392
AP1G2	1182.8792	AP1G2	1192.2498
AP1M1	1115.62	AP1M1	927.2119
AP1M2	1428.6634	AP1M2	1453.4144
AP1S1	824.7987	AP1S1	710.08
AP1S2	728.8245	AP1S2	525.9231
AP1S3	94.0419	AP1S3	145.8724
AP2A1	1977.9775	AP2A1	1691.9102
AP2A2	1845.4106	AP2A2	1928.4778
AP2B1	10601.6103	AP2B1	8034.1599
AP2M1	6665.0564	AP2M1	6499.7052
AP2S1	1505.9581	AP2S1	1307.8215
AP3B1	1606.1192	AP3B1	1444.1926
AP3B2	45.4106	AP3B2	74.054
AP3D1	1843.1562	AP3D1	3009.9456
AP3M1	1620.6119	AP3M1	1729.7895
AP3M2	505.6361	AP3M2	504.4055
removed	removed	AP3S1	880.5439
AP3S2	1493.3462	AP3S2	1317.6385
AP4B1	356.744	AP4B1	400.0704
AP4E1	424.1546	AP4E1	376.4179
AP4M1	366.3704	AP4M1	324.3816
AP4S1	100.4831	AP4S1	91.3798
APAF1	588.7279	APAF1	588.7991
APBA1	174.2351	APBA1	466.4004
APBA2	38.0032	APBA2	155.0942
APBA3	147.182	APBA3	183.8775
APBB1IP	441.868	APBB1IP	392.9053
APBB1	717.8744	APBB1	608.3606
APBB2	3079.8712	APBB2	1808.8736
APBB3	186.1514	APBB3	215.4552
removed	removed	APC2	8.1795
APCDD1L	29.3076	APCDD1L	258.2109
APCDD1	1243.4783	APCDD1	1503.4358
APC	1247.343	APC	991.4852
APEH	2517.5523	APEH	2299.0272
APEX1	3217.3913	APEX1	4027.1401
APEX2	555.8776	APEX2	611.9934
APH1A	4933.9775	APH1A	4057.3206
APH1B	873.43	APH1B	634.3493
API5	2746.2158	API5	2738.3211
APIP	424.789	APIP	339.4887
APITD1	210.9565	APITD1	199.4847
APLF	87.6006	APLF	112.3385
APLNR	2513.3655	APLNR	1213.9266
APLN	148.7923	APLN	712.595
APLP1	42.5121	APLP1	165.1544
APLP2	12089.211	APLP2	17863.2209
APOA1BP	1306.9243	APOA1BP	1195.7624
APOB48R	97.5845	APOB48R	190.0253
APOBEC3A	11.9163	APOBEC3A	10.3396
APOBEC3B	155.2335	APOBEC3B	121.5603
APOBEC3C	465.0564	APOBEC3C	585.4457
APOBEC3D	173.591	APOBEC3D	142.7985
APOBEC3F	208.3736	APOBEC3F	292.8626
APOBEC3G	388.7279	APOBEC3G	405.4806
APOBEC3H	15.781	APOBEC3H	8.104
APOB	22.8663	removed	removed
APOC1	798.0676	APOC1	3385.5251
APOC2	90.8213	APOC2	598.3004
APOD	8977.7778	APOD	43393.9645
APOE	2147.182	APOE	6796.4801
removed	removed	APOF	14.2519
APOL1	1350.0805	APOL1	1273.7287
APOL2	675.6844	APOL2	719.0224
APOL3	1245.7327	APOL3	999.5892
APOL4	444.1224	APOL4	462.7676
APOL6	2573.2689	APOL6	1888.796
APOLD1	666.9887	APOLD1	268.83
APOM	69.8873	APOM	39.148
APOOL	245.7327	APOOL	235.2961
APOO	147.8261	APOO	200.6444
APPBP2	1509.1787	APPBP2	1230.6936
APPL1	2439.6103	APPL1	2004.488
APPL2	1573.913	APPL2	1216.1622
APP	25760.3865	APP	38422.0072
APRT	956.5217	APRT	1621.3633
APTX	381.6425	APTX	532.3504
AQP11	17.0692	AQP11	12.8547
AQP1	12381.7424	AQP1	10373.6122
AQP3	220.6119	AQP3	1435.8092
AQP4	16.7472	AQP4	19.8409
AQP5	21.5781	AQP5	566.7226
removed	removed	AQP6	13.693
AQP7P1	54.7504	AQP7P1	19.8409
AQP7	260.5475	AQP7	52.8159
AQP9	24.1546	AQP9	23.1943
AQPEP	33.4944	removed	removed
AQR	1621.256	AQR	1348.0622
ARAF	1096.2963	ARAF	1099.3525
ARAP1	2497.723	ARAP1	2571.3447
ARAP2	409.9839	ARAP2	385.9191
ARAP3	541.0628	ARAP3	814.3145
ARCN1	4454.7504	ARCN1	4597.4956
ARC	60.8696	ARC	66.5089
AREG	187.1176	AREG	981.7045
ARF1	6991.6264	ARF1	7290.8254
ARF3	6361.9968	ARF3	5690.4208
ARF4	4702.0934	ARF4	4685.522
ARF5	2260.4992	ARF5	2399.5199
ARF6	3236.3929	ARF6	3009.1072
ARFGAP1	896.2963	ARFGAP1	1159.4341
ARFGAP2	1812.8824	ARFGAP2	1949.9954
ARFGAP3	963.285	ARFGAP3	1324.8679
ARFGEF1	2574.9372	ARFGEF1	1904.842
ARFGEF2	2792.5926	ARFGEF2	2389.5687
ARFIP1	1207.7295	ARFIP1	1184.305
ARFIP2	1826.087	ARFIP2	1646.2343
ARFRP1	377.4557	ARFRP1	470.8716
ARG2	165.2915	ARG2	168.7565
ARGLU1	1995.1691	ARGLU1	2580.153
ARHGAP10	435.1047	ARHGAP10	424.2036
ARHGAP11A	283.4138	ARHGAP11A	228.8688
ARHGAP11B	14.8148	ARHGAP11B	17.6444
ARHGAP12	1008.6957	ARHGAP12	880.5439
ARHGAP15	197.1014	ARHGAP15	115.4125
ARHGAP17	1324.9597	ARHGAP17	1267.3014
ARHGAP18	830.5958	ARHGAP18	731.877
ARHGAP19	634.1385	ARHGAP19	843.6566
ARHGAP1	4858.9372	ARHGAP1	3747.1322
ARHGAP20	210.628	ARHGAP20	289.7887
ARHGAP21	2409.3398	ARHGAP21	2283.3781
ARHGAP22	77.9388	ARHGAP22	74.054
ARHGAP23	776.1675	ARHGAP23	909.8861
ARHGAP24	455.0725	ARHGAP24	258.7698
ARHGAP25	521.4171	ARHGAP25	608.3606
ARHGAP26	480.1932	ARHGAP26	1256.4029
ARHGAP27	371.3366	ARHGAP27	566.4432
ARHGAP28	329.1465	ARHGAP28	329.191
ARHGAP29	2610.9501	ARHGAP29	1970.3952
ARHGAP30	847.0209	ARHGAP30	742.4961
ARHGAP31	1551.6908	ARHGAP31	1387.4645
ARHGAP32	1637.037	ARHGAP32	1655.7356
ARHGAP33	105.9581	ARHGAP33	107.3084
ARHGAP36	6.4412	ARHGAP36	36.3284
ARHGAP39	186.7955	ARHGAP39	205.9539
ARHGAP42	318.4863	ARHGAP42	233.8988
ARHGAP4	291.1433	ARHGAP4	350.4291
ARHGAP5	2089.211	ARHGAP5	2378.1113
ARHGAP6	170.3704	ARHGAP6	250.3863
ARHGAP8	458.6087	ARHGAP8	386.9223
ARHGAP9	198.3897	ARHGAP9	196.7321
ARHGDIA	4007.4074	ARHGDIA	4349.9037
ARHGDIB	6448.3092	ARHGDIB	3844.6599
ARHGEF10L	631.562	ARHGEF10L	893.3986
ARHGEF10	603.8647	ARHGEF10	710.08
ARHGEF11	1197.4235	ARHGEF11	1424.3517
ARHGEF12	6561.6747	ARHGEF12	5243.5818
ARHGEF15	857.971	ARHGEF15	497.6987
ARHGEF16	177.4557	ARHGEF16	274.9779
ARHGEF17	1737.5201	ARHGEF17	1558.2078
ARHGEF18	830.9179	ARHGEF18	848.1278
ARHGEF19	344.9275	ARHGEF19	439.2939
ARHGEF1	1061.1916	ARHGEF1	1059.6708
ARHGEF2	2127.2142	ARHGEF2	1752.1455
ARHGEF33	13.5266	ARHGEF33	13.4136
ARHGEF35	423.5105	ARHGEF35	652.5135
ARHGEF37	2441.5459	ARHGEF37	1738.4525
ARHGEF38	35.7488	ARHGEF38	50.8597
ARHGEF3	2069.5652	ARHGEF3	1120.5906
ARHGEF4	80.8374	ARHGEF4	166.8311
ARHGEF5	327.8583	ARHGEF5	545.4845
ARHGEF6	2678.905	ARHGEF6	1358.4018
ARHGEF7	1648.3092	ARHGEF7	1469.9019
ARHGEF9	759.0982	ARHGEF9	820.7418
ARID1A	3912.0773	ARID1A	3428.8397
ARID1B	2483.0918	ARID1B	2390.6865
ARID2	1167.7939	ARID2	1026.6958
ARID3A	56.0386	ARID3A	52.257
ARID3B	159.0982	ARID3B	147.8285
ARID4A	819.0016	ARID4A	591.5936
ARID4B	1449.1465	ARID4B	1202.9303
ARID5A	511.4332	ARID5A	889.4863
ARID5B	3053.4622	ARID5B	2155.6699
ARIH1	2049.9195	ARIH1	1973.7486
ARIH2	1723.3494	ARIH2	1518.4981
ARL10	42.19	ARL10	77.9663
ARL11	83.7359	ARL11	58.6843
ARL13B	283.4138	ARL13B	282.8024
ARL15	657.649	ARL15	425.6009
ARL16	476.3285	ARL16	429.7926
ARL17A	127.3398	ARL17A	129.2899
ARL17B	9.1304	ARL17B	8.2885
ARL1	2224.4767	ARL1	2264.655
ARL2BP	1406.7633	ARL2BP	1354.4895
ARL2	907.5684	ARL2	860.4236
ARL3	1068.9211	ARL3	647.204
ARL4A	899.839	ARL4A	1293.2901
ARL4C	816.7472	ARL4C	1175.0832
ARL4D	114.9758	ARL4D	141.1218
ARL5A	893.0757	ARL5A	931.4036
ARL5B	298.2287	ARL5B	267.4327
ARL6IP1	5864.7343	ARL6IP1	4498.0117
ARL6IP4	1090.4992	ARL6IP4	1312.0132
ARL6IP5	5203.8647	ARL6IP5	4749.7953
ARL6IP6	267.9549	ARL6IP6	289.5092
ARL6	71.1755	ARL6	62.876
ARL8A	714.6538	ARL8A	822.4185
ARL8B	2457.3269	ARL8B	1973.4691
ARL9	7.0853	ARL9	19.5614
ARMC10	815.0145	ARMC10	769.9631
ARMC1	752.3349	ARMC1	619.818
ARMC2	60.5475	ARMC2	40.2407
ARMC3	11.2721	ARMC3	9.2218
removed	removed	ARMC4	7.8246
ARMC5	192.2705	ARMC5	250.1069
ARMC6	511.4203	ARMC6	616.459
ARMC7	505.314	ARMC7	348.1935
ARMC8	803.5427	ARMC8	731.0387
ARMC9	342.351	ARMC9	381.7274
ARMCX1	828.3414	ARMCX1	634.6288
ARMCX2	1266.9887	ARMCX2	972.4827
ARMCX3	1522.3833	ARMCX3	2003.0907
ARMCX5	393.2367	ARMCX5	376.1384
ARMCX6	287.9227	ARMCX6	295.0982
ARNT2	736.5539	ARNT2	1040.9477
ARNTL2	46.6989	ARNTL2	83.2758
ARNTL	301.7713	ARNTL	397.9354
ARNT	1949.4364	ARNT	1543.6765
ARPC1A	2370.1771	ARPC1A	2160.0768
ARPC1B	1843.3494	ARPC1B	2152.6602
ARPC2	4177.1337	ARPC2	4327.8273
ARPC3	3343.6393	ARPC3	3105.5172
ARPC4	3206.9018	ARPC4	3354.8081
ARPC5L	733.0113	ARPC5L	628.2014
ARPC5	2964.8953	ARPC5	3551.5178
ARPM1	37.037	ARPM1	32.4161
ARPP19	4967.1498	ARPP19	3834.5997
ARRB1	905.6361	ARRB1	1154.404
ARRB2	824.7987	ARRB2	910.445
ARRDC1	742.9952	ARRDC1	707.0061
ARRDC2	497.2625	ARRDC2	616.1851
ARRDC3	3666.9887	ARRDC3	3759.4279
ARRDC4	1050.2415	ARRDC4	860.703
ARSA	566.8277	ARSA	723.4936
ARSB	362.963	ARSB	379.4918
ARSD	2007.0853	ARSD	2630.4538
ARSE	101.1272	ARSE	46.9474
ARSG	709.1787	ARSG	324.7198
ARSH	7.4074	ARSH	9.2218
ARSI	24.1546	ARSI	153.697
ARSJ	216.7472	ARSJ	241.1645
ARSK	214.4928	ARSK	184.4364
ART4	24.4767	ART4	15.9286
ART5	22.8663	ART5	22.6354
ARTN	12.8824	ARTN	10.6191
ARV1	327.2142	ARV1	341.7662
ARVCF	224.1546	ARVCF	408.8339
removed	removed	ARX	8.3835
AR	1349.7585	AR	668.4421
AS3MT	175.5233	AS3MT	241.1645
ASAH1	5992.9147	ASAH1	5255.8775
ASAH2B	23.5105	ASAH2B	15.9286
ASAH2	10.9501	ASAH2	12.5752
ASAM	544.2834	ASAM	656.9847
ASAP1	1464.0902	ASAP1	1270.0959
ASAP2	845.4106	ASAP2	760.6603
ASAP3	547.504	ASAP3	811.7995
ASB13	2055.7166	ASB13	983.1017
ASB14	13.5298	ASB14	15.0902
ASB16	16.4251	ASB16	15.3697
ASB1	584.1192	ASB1	756.2757
ASB2	78.905	ASB2	63.9938
ASB3	293.0757	ASB3	309.6295
ASB6	695.2915	ASB6	804.1845
ASB7	548.4702	ASB7	503.0083
ASB8	941.0628	ASB8	797.2681
ASB9	41.5459	ASB9	29.901
ASCC1	677.9388	ASCC1	514.1862
ASCC2	954.5894	ASCC2	1091.2485
ASCC3	1540.4187	ASCC3	1354.21
removed	removed	ASCL1	9.5013
ASCL2	16.7472	ASCL2	15.3697
ASF1A	533.3333	ASF1A	448.2363
ASF1B	308.5346	ASF1B	223.8387
ASGR1	10.306	ASGR1	24.0326
ASGR2	18.3575	ASGR2	8.6629
ASH1L	3575.7746	ASH1L	3000.0503
ASH2L	1169.4042	ASH2L	1074.2021
ASL	375.5233	ASL	421.1297
ASMTL	481.4815	ASMTL	668.6796
ASNA1	1288.8889	ASNA1	1218.1184
ASNSD1	1034.4605	ASNSD1	1012.4439
ASNS	460.2254	ASNS	487.918
ASPA	24.7987	ASPA	18.4436
ASPHD1	18.3575	ASPHD1	41.079
ASPHD2	66.3446	ASPHD2	90.262
ASPH	9189.4557	ASPH	5345.8433
ASPM	313.0435	ASPM	206.2334
ASPN	4754.2673	ASPN	344.0018
ASPRV1	86.0966	ASPRV1	72.4108
ASPSCR1	197.4235	ASPSCR1	239.2084
ASRGL1	90.1771	ASRGL1	192.2609
ASS1	1905.314	ASS1	1433.5736
ASTE1	257.2528	ASTE1	226.1777
ASTN1	84.058	ASTN1	324.7198
ASTN2	465.0564	ASTN2	873.5577
ASXL1	2196.7794	ASXL1	1863.3662
ASXL2	970.6924	ASXL2	902.6204
ASXL3	18.3575	ASXL3	20.1203
ATAD1	1285.9903	ATAD1	1192.1296
ATAD2B	389.372	ATAD2B	425.6009
ATAD2	1506.2802	ATAD2	717.6251
ATAD3A	228.3414	ATAD3A	365.2399
ATAD3B	74.7182	ATAD3B	160.4037
ATAD3C	44.1224	ATAD3C	216.573
ATAD5	130.7568	ATAD5	94.1743
ATE1	341.7069	ATE1	285.8764
ATF1	593.5588	ATF1	534.586
ATF2	631.8841	ATF2	609.7578
ATF3	281.8035	ATF3	300.1283
ATF4	3814.8148	ATF4	4851.2353
ATF5	1040.2576	ATF5	886.9712
ATF6B	2125.7552	ATF6B	1993.391
ATF6	1954.2673	ATF6	1700.1679
ATF7IP2	149.1143	ATF7IP2	99.7633
ATF7IP	1485.6683	ATF7IP	1252.4906
ATF7	2275.6973	ATF7	2114.5713
ATG10	103.0596	ATG10	98.3661
ATG12	590.0161	ATG12	442.9267
ATG16L1	712.7214	ATG16L1	770.7204
ATG16L2	205.1723	ATG16L2	265.9013
ATG2A	633.4944	ATG2A	723.4936
ATG2B	1331.723	ATG2B	1173.686
ATG3	879.5491	ATG3	814.8734
ATG4A	364.5733	ATG4A	328.3526
ATG4B	575.8454	ATG4B	735.7893
ATG4C	297.5845	ATG4C	247.3124
ATG4D	201.913	ATG4D	180.3061
ATG5	866.6667	ATG5	746.6878
ATG7	820.4767	ATG7	922.4222
ATG9A	1220.1449	ATG9A	1216.8664
ATG9B	9.8841	ATG9B	9.5851
ATHL1	189.0499	ATHL1	491.8303
ATIC	1659.2593	ATIC	1985.206
ATL1	276.9726	ATL1	585.4457
ATL2	852.818	ATL2	1543.9559
ATL3	648.6312	ATL3	528.997
ATMIN	1696.6184	ATMIN	1923.1683
ATM	1642.19	ATM	1542.8381
ATN1	4097.9066	ATN1	4966.0889
ATOH8	138.1643	ATOH8	117.9275
ATOX1	812.8824	ATOX1	751.7179
ATP10A	372.6248	ATP10A	267.1533
ATP10B	26.7311	ATP10B	24.5915
ATP10D	660.5475	ATP10D	659.4997
ATP11A	713.3655	ATP11A	1107.4565
ATP11B	1282.1256	ATP11B	1358.1223
ATP11C	919.1626	ATP11C	770.441
ATP13A1	1330.7568	ATP13A1	1547.8682
ATP13A2	1327.8583	ATP13A2	1205.8226
ATP13A3	2575.5233	ATP13A3	2037.4629
ATP13A4	42.8341	ATP13A4	787.4874
ATP13A5	25.4428	ATP13A5	374.7412
ATP1A1	13684.3704	ATP1A1	16478.5397
ATP1A2	753.3011	ATP1A2	710.9184
ATP1A3	14.1707	ATP1A3	6.4273
ATP1A4	147.182	ATP1A4	91.6593
ATP1B1	3370.5153	ATP1B1	2836.9694
ATP1B2	202.8986	ATP1B2	203.1595
ATP1B3	1875.6844	ATP1B3	1547.5888
removed	removed	ATP2A1	5.8684
ATP2A2	5269.8873	ATP2A2	6495.234
ATP2A3	934.9436	ATP2A3	783.5751
ATP2B1	1806.4412	ATP2B1	2194.7927
ATP2B2	11.5942	ATP2B2	13.4136
ATP2B4	4970.6924	ATP2B4	3752.7211
ATP2C1	2805.5491	ATP2C1	3209.9277
ATP2C2	80.8374	ATP2C2	184.9953
ATP5A1	8170.6924	ATP5A1	11186.9039
ATP5B	10162.6409	ATP5B	11533.7002
ATP5C1	2538.1643	ATP5C1	2622.6292
ATP5D	338.1643	ATP5D	575.665
ATP5EP2	34.4605	ATP5EP2	26.5477
ATP5E	3904.6699	ATP5E	3457.3435
ATP5F1	3220.6119	ATP5F1	2867.9324
ATP5G1	716.5862	ATP5G1	850.6429
ATP5G2	5031.2399	ATP5G2	4979.5024
ATP5G3	2184.5411	ATP5G3	2714.0091
ATP5H	1840.9018	ATP5H	1680.6065
ATP5I	1311.4815	ATP5I	1191.2158
ATP5J2	1355.5556	ATP5J2	1280.2483
ATP5J	1461.4203	ATP5J	1235.9668
ATP5L	2299.5169	ATP5L	2475.0801
ATP5O	2790.0161	ATP5O	2468.6528
ATP5SL	838.0032	ATP5SL	757.0274
ATP5S	116.9082	ATP5S	112.0591
ATP6AP1L	57.971	ATP6AP1L	44.7118
ATP6AP1	4080.1932	ATP6AP1	3514.6306
ATP6AP2	5075.6844	ATP6AP2	3829.2902
ATP6V0A1	1404.8309	ATP6V0A1	1617.1716
ATP6V0A2	688.5668	ATP6V0A2	680.7379
ATP6V0A4	6.4412	ATP6V0A4	131.7127
ATP6V0B	1579.066	ATP6V0B	1444.1926
ATP6V0C	1828.6634	ATP6V0C	1761.0878
ATP6V0D1	1555.8776	ATP6V0D1	2551.0903
ATP6V0D2	18.3575	ATP6V0D2	159.8448
ATP6V0E1	3519.8068	ATP6V0E1	3009.1072
ATP6V0E2	1463.7295	ATP6V0E2	859.2974
ATP6V1A	2359.7424	ATP6V1A	2168.5245
ATP6V1B1	62.4799	ATP6V1B1	677.6639
ATP6V1B2	2504.0258	ATP6V1B2	2566.46
ATP6V1C1	1909.5008	ATP6V1C1	1415.1299
ATP6V1C2	49.0403	ATP6V1C2	115.6388
ATP6V1D	1054.7504	ATP6V1D	1222.0306
ATP6V1E1	2024.7987	ATP6V1E1	2024.6083
ATP6V1E2	61.1916	ATP6V1E2	107.8673
ATP6V1F	1347.8164	ATP6V1F	1467.6384
ATP6V1G1	1527.2142	ATP6V1G1	2155.3904
ATP6V1G2	77.6167	ATP6V1G2	29.1549
ATP6V1H	1022.2222	ATP6V1H	1067.2159
ATP7A	830.5958	ATP7A	724.3319
ATP7B	757.81	ATP7B	337.0155
ATP8A1	417.7134	ATP8A1	402.1272
ATP8A2	92.1095	ATP8A2	19.8409
ATP8B1	1398.3897	ATP8B1	1503.3716
ATP8B2	1595.4911	ATP8B2	1210.2938
ATP8B3	20.2899	ATP8B3	31.5777
ATP8B4	199.0338	ATP8B4	143.3574
ATP8B5P	28.9855	ATP8B5P	20.6792
ATP9A	3106.6023	ATP9A	2590.772
ATP9B	547.504	ATP9B	618.9796
ATPAF1	1286.9179	ATPAF1	971.7114
ATPAF2	319.4847	ATPAF2	297.9681
ATPBD4	136.2319	ATPBD4	143.9163
ATPIF1	1237.037	ATPIF1	1093.2046
ATRIP	392.8696	ATRIP	245.4988
ATRNL1	551.6908	ATRNL1	37.1667
ATRN	2697.5845	ATRN	2610.3335
ATRX	2862.4799	ATRX	2539.074
ATR	970.3704	ATR	1057.4352
ATXN10	2203.8647	ATXN10	2461.946
ATXN1L	1723.7681	ATXN1L	1811.6681
ATXN1	2218.3575	ATXN1	1073.0843
ATXN2L	1847.9871	ATXN2L	2000.0168
ATXN2	846.0548	ATXN2	808.4461
ATXN3	540.4187	ATXN3	510.5534
ATXN7L1	308.2126	ATXN7L1	267.1533
ATXN7L2	88.2448	ATXN7L2	82.9964
ATXN7L3B	3676.9726	ATXN7L3B	3963.9846
ATXN7L3	1393.2367	ATXN7L3	1303.0709
ATXN7	779.066	ATXN7	768.2054
AUH	175.2013	AUH	281.1257
AUP1	1395.5459	AUP1	1831.4419
AURKAIP1	695.9742	AURKAIP1	662.5737
AURKA	228.9855	AURKA	148.9463
AURKB	86.3124	AURKB	89.1442
AURKC	7.4074	AURKC	9.5013
AUTS2	916.5862	AUTS2	1848.8348
AVEN	169.7262	AVEN	190.5842
AVIL	23.1884	AVIL	81.0402
AVL9	512.0773	AVL9	385.9191
AVPI1	167.4718	AVPI1	117.0891
AVPR1A	137.5201	AVPR1A	75.4512
AVPR2	53.4622	AVPR2	55.0515
AXIN1	411.2721	AXIN1	566.1638
AXIN2	553.6232	AXIN2	525.6436
AXL	2131.0789	AXL	1687.5927
AZGP1	31581.3205	AZGP1	32390.3791
AZI1	114.3317	AZI1	194.776
AZI2	1179.7101	AZI2	1028.9314
AZIN1	5008.0515	AZIN1	4330.3423
B2M	49756.3607	B2M	39574.1756
B3GALNT1	514.0097	B3GALNT1	672.6338
B3GALNT2	807.1723	B3GALNT2	856.7181
removed	removed	B3GALT1	19.0025
B3GALT2	40.9018	B3GALT2	12.0163
B3GALT4	131.401	B3GALT4	108.7057
B3GALT5	21.256	B3GALT5	92.2182
B3GALT6	494.0419	B3GALT6	596.3442
B3GALTL	364.8953	B3GALTL	404.0833
B3GAT1	6.7633	B3GAT1	165.9927
B3GAT2	9.4396	B3GAT2	12.7177
B3GAT3	379.7101	B3GAT3	490.4331
B3GNT1	597.4235	B3GNT1	662.5737
B3GNT2	851.8519	B3GNT2	952.6418
B3GNT3	49.2754	B3GNT3	222.7209
removed	removed	B3GNT4	5.0301
B3GNT5	176.1675	B3GNT5	265.4766
B3GNT7	56.3607	B3GNT7	147.5491
B3GNT8	41.5459	B3GNT8	79.0841
B3GNT9	369.4783	B3GNT9	417.6757
B3GNTL1	72.8599	B3GNTL1	91.215
B4GALNT1	33.7746	B4GALNT1	35.6409
B4GALNT3	121.7391	B4GALNT3	157.8887
B4GALNT4	268.599	B4GALNT4	310.7473
B4GALT1	4006.1192	B4GALT1	5590.0986
B4GALT2	1094.0419	B4GALT2	1022.504
B4GALT3	846.0548	B4GALT3	858.4674
B4GALT4	367.1498	B4GALT4	426.4392
B4GALT5	1515.2979	B4GALT5	2341.5035
B4GALT6	94.3639	B4GALT6	161.2421
B4GALT7	441.868	B4GALT7	396.8176
B9D1	136.6795	B9D1	149.1475
B9D2	56.6828	B9D2	69.2698
BAALC	81.4815	BAALC	101.44
BACE1	1657.649	BACE1	1680.3271
BACE2	2098.5507	BACE2	1370.6975
BACH1	1134.9436	BACH1	1024.7396
BACH2	276.6506	BACH2	286.1558
BAD	511.314	BAD	548.7569
BAG1	829.6296	BAG1	1346.2681
BAG2	145.2496	BAG2	107.3084
BAG3	1368.1159	BAG3	1080.0705
BAG4	312.3994	BAG4	241.444
BAG5	1555.5556	BAG5	1538.0875
BAGE2	6.9243	BAGE2	7.4613
BAHCC1	532.3671	BAHCC1	472.5483
BAHD1	791.6264	BAHD1	794.7531
BAI1	13.5266	BAI1	70.7006
BAI2	548.7923	BAI2	556.383
BAI3	15.4589	BAI3	8.9424
BAIAP2L1	338.1643	BAIAP2L1	578.4595
BAIAP2L2	7.0853	BAIAP2L2	6.1479
BAIAP2	605.1014	BAIAP2	784.9556
BAIAP3	66.2126	BAIAP3	111.7656
BAK1	346.2158	BAK1	397.3765
BAMBI	1100.8052	BAMBI	805.0927
BANF1	1731.401	BANF1	1993.8689
BANK1	125.9259	BANK1	67.9061
BANP	191.6264	BANP	267.9916
BAP1	1640.5797	BAP1	1639.807
BARD1	122.0612	BARD1	108.1468
BARX1	17.0692	BARX1	41.6379
BARX2	117.5523	BARX2	777.7067
BASP1	612.5604	BASP1	485.9619
BAT1	5792.9147	BAT1	6372.4637
BAT2L1	7200.7311	BAT2L1	6831.8192
BAT2L2	5180.0322	BAT2L2	5306.1783
BAT2	6929.4686	BAT2	6481.541
BAT3	3632.2061	BAT3	3857.7688
BAT4	276.9726	BAT4	284.4875
BAT5	852.818	BAT5	896.4725
BATF2	59.5813	BATF2	86.0703
BATF3	17.7134	BATF3	17.3258
BATF	96.2963	BATF	133.8561
BAX	350.4026	BAX	459.4142
BAZ1A	1055.7166	BAZ1A	1139.5932
BAZ1B	2891.1433	BAZ1B	2726.3048
BAZ2A	3211.8357	BAZ2A	2911.3308
BAZ2B	1110.1481	BAZ2B	1189.106
BBC3	118.1965	BBC3	100.3222
BBOX1	169.7262	BBOX1	466.6799
BBS10	533.3333	BBS10	490.1536
BBS12	169.7262	BBS12	168.5078
BBS1	1072.4638	BBS1	1040.1093
BBS2	665.7005	BBS2	1152.4478
BBS4	470.8535	BBS4	361.3276
BBS5	172.1771	BBS5	212.1186
BBS7	286.3124	BBS7	280.8463
BBS9	387.1176	BBS9	345.6785
BBX	2131.0789	BBX	2057.8627
BCAM	6029.9517	BCAM	4513.6609
BCAN	9.0177	BCAN	56.1693
BCAP29	1300.8052	BCAP29	1037.5943
BCAP31	4029.3076	BCAP31	4283.9538
BCAR1	535.2657	BCAR1	985.0579
