gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
PARD3B	67.9568	PARD3B	212.1985
PARD3	1126.9127	PARD3	1296.5095
PARD6A	55.8056	PARD6A	79.283
PARD6B	336.1836	PARD6B	436.9307
PARD6G	251.1251	PARD6G	302.2663
PARG	432.9433	PARG	523.5007
PARK2	34.2034	PARK2	96.1889
PARK7	3175.5176	PARK7	3696.8593
PARL	1264.6265	PARL	711.7977
PARM1	2763.2763	PARM1	3383.2252
PARN	1201.1701	PARN	1192.4506
PARP10	1890.6391	PARP10	886.6866
PARP11	216.4716	PARP11	380.3833
PARP12	1301.9802	PARP12	582.3799
PARP14	3446.4446	PARP14	1118.7058
PARP15	31.5032	PARP15	5.2467
PARP16	273.1773	PARP16	440.137
PARP1	6387.4887	PARP1	3477.9567
PARP2	420.7921	PARP2	396.4148
PARP3	292.5293	PARP3	416.8185
PARP4	1335.2835	PARP4	1268.5273
PARP6	749.775	PARP6	774.4662
PARP8	400.9901	PARP8	462.8725
PARP9	4044.1764	PARP9	1217.1304
PARS2	142.2142	PARS2	113.3863
PART1	29.703	PART1	153.6107
PARVA	2021.1521	PARVA	2765.8675
PARVB	549.505	PARVB	178.6781
PARVG	328.5329	PARVG	101.1441
PASK	376.6877	PASK	164.3955
PATL1	930.243	PATL1	1020.7681
PATL2	9.0009	removed	removed
PATZ1	3572.0072	PATZ1	1297.384
PAWR	290.279	PAWR	449.4644
removed	removed	PAX1	5.5381
PAX2	30.153	PAX2	11.9507
PAX3	5.4005	removed	removed
PAX5	34.2034	removed	removed
PAX6	23.4023	PAX6	51.0093
PAX8	186.3186	PAX8	86.2785
PAX9	284.4284	PAX9	132.9155
PAXIP1	501.2781	PAXIP1	477.2193
PBK	326.2826	PBK	51.5922
PBLD	131.8632	PBLD	310.4277
PBRM1	1059.4059	PBRM1	2042.1191
PBX1	10307.8308	PBX1	5854.988
PBX2	1318.1818	PBX2	1288.6395
PBX3	321.3321	PBX3	708.0085
PBX4	8.5509	removed	removed
PBXIP1	3845.1845	PBXIP1	3512.643
PCBD1	1311.8812	PCBD1	949.3551
PCBD2	392.4392	PCBD2	316.5489
PCBP1	8638.1638	PCBP1	5760.8395
PCBP2	12060.8821	PCBP2	8368.5725
PCBP3	11.7012	PCBP3	15.4485
PCBP4	268.6769	PCBP4	510.6755
PCCA	266.0981	PCCA	999.6502
PCCB	1210.351	PCCB	2390.8737
removed	removed	PCDH11X	22.7356
PCDH12	910.8911	PCDH12	153.3192
PCDH17	413.5914	PCDH17	67.3322
PCDH18	913.5914	PCDH18	522.3348
PCDH19	136.3636	PCDH19	71.1215
PCDH1	1215.1215	PCDH1	1522.9906
removed	removed	PCDH20	16.9059
PCDH7	393.3393	PCDH7	460.2492
PCDH9	63.0063	PCDH9	27.1078
PCDHA10	504.9325	PCDHA10	735.6409
PCDHA11	82.7228	PCDHA11	26.5627
PCDHA12	140.5896	PCDHA12	27.6208
PCDHA13	51.2826	PCDHA13	15.2124
PCDHA1	83.2043	PCDHA1	33.1327
PCDHA2	72.0117	PCDHA2	17.8824
PCDHA3	75.4905	PCDHA3	53.9911
PCDHA4	96.4941	PCDHA4	177.384
PCDHA5	23.4203	PCDHA5	68.8771
PCDHA6	259.9055	PCDHA6	387.7519
PCDHA7	43.0153	PCDHA7	7.5785
PCDHA8	14.1539	PCDHA8	7.4299
PCDHA9	9.1719	PCDHA9	6.2552
PCDHAC1	27.7318	PCDHAC1	19.8207
PCDHAC2	78.4248	PCDHAC2	26.7493
PCDHB10	137.7138	PCDHB10	72.2874
PCDHB11	34.6535	PCDHB11	20.6952
PCDHB12	59.4059	PCDHB12	26.2333
PCDHB13	57.1557	PCDHB13	71.7044
PCDHB14	118.8119	PCDHB14	173.14
PCDHB15	55.3555	PCDHB15	34.6863
PCDHB16	423.0423	PCDHB16	321.2126
PCDHB17	5.8506	removed	removed
removed	removed	PCDHB18	7.5785
PCDHB19P	6.3006	PCDHB19P	5.2467
PCDHB2	553.5554	PCDHB2	194.4181
PCDHB3	33.7534	PCDHB3	295.5622
PCDHB4	502.2502	PCDHB4	139.9111
PCDHB5	70.207	PCDHB5	84.8211
PCDHB6	48.6049	PCDHB6	57.4218
PCDHB7	58.0558	PCDHB7	66.4578
PCDHB8	42.7543	PCDHB8	26.5248
PCDHB9	198.4698	PCDHB9	78.7
PCDHGA10	58.5059	PCDHGA10	128.5287
PCDHGA11	32.9793	PCDHGA11	26.1867
PCDHGA12	135.1395	PCDHGA12	33.8993
PCDHGA1	10.8011	PCDHGA1	7.287
PCDHGA2	47.9208	PCDHGA2	88.6716
PCDHGA3	44.4644	PCDHGA3	38.0908
PCDHGA4	61.7777	PCDHGA4	74.3161
PCDHGA5	31.9532	PCDHGA5	39.8922
PCDHGA6	34.6535	PCDHGA6	84.6025
PCDHGA7	25.2025	PCDHGA7	26.5248
removed	removed	PCDHGA8	14.2826
PCDHGA9	37.3537	PCDHGA9	35.2693
PCDHGB1	154.7615	PCDHGB1	102.3042
PCDHGB2	76.7282	PCDHGB2	58.3196
PCDHGB3	17.5518	PCDHGB3	19.2378
PCDHGB4	43.5914	PCDHGB4	153.8701
PCDHGB5	239.703	PCDHGB5	302.4878
PCDHGB6	101.8317	PCDHGB6	82.8653
PCDHGB7	434.9955	PCDHGB7	631.3547
PCDHGC3	2690.5806	PCDHGC3	2588.912
PCDHGC4	6.3006	removed	removed
PCDHGC5	19.2304	PCDHGC5	7.5785
PCF11	959.946	PCF11	1574.8743
PCGF1	267.7768	PCGF1	146.9067
PCGF2	1106.1701	PCGF2	541.9019
PCGF3	1350.135	PCGF3	1167.3832
PCGF5	1132.7633	PCGF5	1107.0466
PCGF6	108.4608	PCGF6	126.2115
PCID2	501.8002	PCID2	687.6048
PCIF1	1018.0018	PCIF1	791.3721
PCK1	26.1026	removed	removed
PCK2	1198.9199	PCK2	1770.7498
PCLO	193.5194	PCLO	687.6048
PCM1	4229.523	PCM1	4578.2992
PCMT1	1507.2007	PCMT1	1158.0558
PCMTD1	1217.3717	PCMTD1	1940.1006
PCMTD2	1220.5221	PCMTD2	1695.2561
PCNA	3123.3123	PCNA	1162.428
PCNP	1839.3339	PCNP	2090.505
PCNT	818.6319	PCNT	788.1659
PCNXL2	297.4797	PCNXL2	368.4326
PCNXL3	2038.2538	PCNXL3	1288.931
PCNX	1176.4176	PCNX	2020.258
PCOLCE2	160.6661	PCOLCE2	173.4315
PCOLCE	3019.73	PCOLCE	928.6512
PCOTH	14.0324	PCOTH	22.6598
PCP2	7.2007	PCP2	24.4844
PCP4L1	35.5536	PCP4L1	58.5878
removed	removed	PCSK1N	12.8252
PCSK1	13.9514	removed	removed
PCSK2	8.5509	removed	removed
PCSK4	84.6085	PCSK4	55.09
PCSK5	216.4716	PCSK5	163.5211
PCSK6	743.4743	PCSK6	727.8292
PCSK7	551.4266	PCSK7	822.4499
PCSK9	25.2025	PCSK9	59.1707
PCTP	632.7633	PCTP	346.28
PCYOX1L	472.0972	PCYOX1L	245.1359
PCYOX1	3127.8128	PCYOX1	5044.3781
PCYT1A	476.5977	PCYT1A	465.2044
PCYT1B	14.8515	PCYT1B	53.3411
PCYT2	477.9478	PCYT2	677.9859
PC	504.5005	PC	1053.1225
PDAP1	2558.5059	PDAP1	1802.5213
PDCD10	949.595	PDCD10	657.2907
PDCD11	1040.5041	PDCD11	1124.8269
PDCD1LG2	126.9127	PDCD1LG2	53.6326
PDCD1	85.9586	removed	removed
PDCD2L	166.9667	PDCD2L	95.8974
PDCD2	736.7237	PDCD2	728.1207
PDCD4	9790.8236	PDCD4	11061.7008
PDCD5	762.8263	PDCD5	490.8548
PDCD6IP	2407.2907	PDCD6IP	5177.5851
PDCD6	2034.2034	PDCD6	1583.6187
PDCD7	490.5491	PDCD7	438.0966
PDCL3	649.4149	PDCL3	490.2718
PDCL	523.8524	PDCL	576.8418
PDDC1	414.0414	PDDC1	1041.1718
PDE10A	104.8605	PDE10A	78.117
PDE11A	18.0018	PDE11A	56.8389
PDE12	387.9388	PDE12	899.2203
PDE1A	148.0648	PDE1A	62.6685
PDE1B	243.4743	PDE1B	33.2289
PDE1C	29.703	PDE1C	235.8085
PDE2A	306.4806	PDE2A	227.9385
PDE3A	135.9136	PDE3A	39.35
PDE3B	222.7723	PDE3B	36.7267
PDE4A	521.1521	PDE4A	194.4181
PDE4B	555.8056	PDE4B	1208.1906
PDE4C	7.2007	removed	removed
PDE4DIP	2923.9424	PDE4DIP	1894.0465
PDE4D	216.2556	PDE4D	286.7565
PDE5A	607.3042	PDE5A	806.3018
PDE6B	196.2196	PDE6B	114.5522
PDE6D	489.1989	PDE6D	310.4277
PDE6G	32.8533	PDE6G	6.7041
PDE7A	504.5005	PDE7A	667.7461
PDE7B	131.4131	PDE7B	115.7181
PDE8A	393.7894	PDE8A	383.0066
PDE8B	82.8083	PDE8B	124.4626
PDE9A	172.3672	PDE9A	171.3911
PDF	162.9073	PDF	147.7024
PDGFA	420.7921	PDGFA	579.4651
PDGFB	1332.1332	PDGFB	536.3259
PDGFC	622.4122	PDGFC	647.6718
PDGFD	573.8074	PDGFD	811.7759
PDGFRA	2006.6742	PDGFRA	2344.9071
PDGFRB	7487.3987	PDGFRB	1923.1946
PDGFRL	576.9577	PDGFRL	746.1925
PDHA1	1227.5428	PDHA1	1257.2936
PDHB	869.937	PDHB	1355.6802
PDHX	419.667	PDHX	819.2115
PDIA3P	3749.3249	PDIA3P	3495.4456
PDIA3	15750.1935	PDIA3	14276.9161
PDIA4	5279.4779	PDIA4	5025.1403
PDIA5	731.3231	PDIA5	675.3625
PDIA6	6142.3087	PDIA6	6965.2029
PDIK1L	311.8812	PDIK1L	450.3388
PDK1	279.4779	PDK1	406.3251
PDK2	1112.9613	PDK2	753.771
PDK3	187.6688	PDK3	229.1044
PDK4	2764.1764	PDK4	5496.4658
PDLIM1	3010.351	PDLIM1	4272.2437
PDLIM2	605.3105	PDLIM2	161.1892
PDLIM3	470.297	PDLIM3	2367.7039
PDLIM4	301.9802	PDLIM4	749.1073
PDLIM5	1855.5356	PDLIM5	5998.6883
PDLIM7	1018.9019	PDLIM7	765.4303
PDP1	414.9415	PDP1	1307.0028
PDP2	86.4086	PDP2	217.1537
PDPK1	785.7786	PDPK1	1739.0775
PDPN	438.3438	PDPN	415.3611
PDPR	622.6778	PDPR	1266.3499
PDRG1	462.6463	PDRG1	420.6077
PDS5A	3013.5014	PDS5A	3315.893
PDS5B	788.0288	PDS5B	1172.6299
PDSS1	76.9577	PDSS1	84.7366
PDSS2	329.4329	PDSS2	532.8281
PDXDC1	3968.0468	PDXDC1	5148.4369
PDXDC2	80.108	PDXDC2	210.4496
PDXK	2104.4104	PDXK	1219.5584
PDXP	282.6058	PDXP	167.6018
PDZD11	1529.2529	PDZD11	627.5596
PDZD2	476.1476	PDZD2	745.901
PDZD4	54.4554	PDZD4	112.2204
PDZD7	6.7507	removed	removed
PDZD8	443.2943	PDZD8	872.6955
PDZK1IP1	92.2592	PDZK1IP1	370.1814
removed	removed	PDZK1P1	419.1503
PDZK1	187.2187	PDZK1	3486.9926
PDZRN3	607.1107	PDZRN3	778.547
PDZRN4	9.0009	PDZRN4	11.0763
PEA15	6426.1926	PEA15	4522.9177
PEAR1	290.7291	PEAR1	147.1981
PEBP1	7586.4086	PEBP1	6832.9083
removed	removed	PEBP4	25.3589
PECAM1	1822.2322	PECAM1	627.5596
PECI	1170.1125	PECI	3809.6276
PECR	131.8632	PECR	77.5341
PEF1	2045.9046	PEF1	1391.241
PEG10	38794.3294	PEG10	6031.6257
removed	removed	PEG3AS	9.6568
PEG3	199.0279	PEG3	2884.6142
PELI1	704.7705	PELI1	1233.258
PELI2	163.3663	PELI2	279.2392
PELI3	482.4482	PELI3	140.4941
PELO	724.586	PELO	354.8932
PELP1	1495.0495	PELP1	1091.8895
PEMT	323.1323	PEMT	250.3826
PENK	6.3006	PENK	437.1377
PEPD	1111.6112	PEPD	1064.1988
PER1	1222.3222	PER1	4074.6193
PER2	657.5158	PER2	2226.6268
PER3	513.9514	PER3	754.6455
PERP	4122.8623	PERP	7759.8193
PES1	1804.6805	PES1	1209.0651
PET112L	352.3852	PET112L	377.76
PEX10	339.5005	PEX10	763.0868
PEX11A	286.6787	PEX11A	465.4959
PEX11B	1063.9064	PEX11B	854.9151
PEX11G	65.2565	PEX11G	117.467
PEX12	143.1143	PEX12	279.8222
PEX13	864.9865	PEX13	1351.891
PEX14	350.135	PEX14	424.397
PEX16	321.7822	PEX16	336.6611
PEX19	2267.3267	PEX19	2244.0778
PEX1	410.8911	PEX1	950.8125
PEX26	362.3312	PEX26	606.1269
PEX2	922.1422	PEX2	1150.1858
PEX3	273.6274	PEX3	657.5822
PEX5L	8.1008	removed	removed
PEX5	476.1476	PEX5	1090.7236
PEX6	701.6202	PEX6	1030.0955
PEX7	189.4689	PEX7	397.5807
PFAS	252.9253	PFAS	427.0203
PFDN1	1452.7453	PFDN1	1074.6921
PFDN2	936.9937	PFDN2	463.747
PFDN4	338.4338	PFDN4	165.5615
PFDN5	6107.5608	PFDN5	3441.2301
PFDN6	512.1512	PFDN6	362.02
removed	removed	PFKFB1	76.3681
PFKFB2	163.8164	PFKFB2	1107.9298
PFKFB3	1512.6013	PFKFB3	2195.7298
PFKFB4	129.1629	PFKFB4	152.4448
PFKL	4098.1098	PFKL	2668.8042
PFKM	680.468	PFKM	819.9373
PFKP	908.6409	PFKP	600.7433
PFN1	11773.6274	PFN1	6258.3983
PFN2	1357.7858	PFN2	1617.4306
removed	removed	PFN4	11.0763
PGAM1	3341.1341	PGAM1	2746.3383
PGAM2	9.0009	PGAM2	10.2019
PGAM4	38.7039	PGAM4	65.8748
PGAM5	435.1035	PGAM5	431.4334
PGAP1	140.414	PGAP1	470.4511
PGAP2	324.4824	PGAP2	736.8651
PGAP3	689.0189	PGAP3	1102.6743
PGBD1	75.1575	PGBD1	162.3552
PGBD2	188.5689	PGBD2	218.3196
PGBD3	82.5023	PGBD3	123.2558
PGBD4	19.3519	PGBD4	32.063
PGBD5	35.1035	PGBD5	20.9867
PGCP	593.6094	PGCP	910.8795
removed	removed	PGC	168.7678
PGD	2689.919	PGD	2680.172
PGF	342.0342	PGF	277.7818
PGGT1B	459.4959	PGGT1B	597.2455
PGK1	7283.0783	PGK1	6481.0901
PGLS	1632.7633	PGLS	650.2951
PGLYRP2	12.1512	PGLYRP2	246.5933
PGM1	1071.5572	PGM1	1654.1573
PGM2L1	373.5374	PGM2L1	693.4344
PGM2	717.8218	PGM2	975.2969
PGM3	461.9262	PGM3	569.9745
PGM5	130.9631	PGM5	232.3107
PGPEP1	517.5518	PGPEP1	778.2555
PGP	357.7858	PGP	286.8178
PGRMC1	3147.6148	PGRMC1	4952.5614
PGRMC2	2625.1125	PGRMC2	1907.4546
PGR	2536.8227	PGR	14096.1189
PGS1	361.8362	PGS1	404.8677
PHACTR1	21.6022	PHACTR1	21.2781
PHACTR2	816.3816	PHACTR2	660.2055
PHACTR4	833.0333	PHACTR4	1388.9091
PHAX	606.6607	PHAX	582.6714
PHB2	2431.5932	PHB2	2334.7665
PHB	5112.0612	PHB	2656.562
PHC1	287.8038	PHC1	472.8208
PHC2	3235.8236	PHC2	2422.7938
PHC3	1546.8047	PHC3	1690.8839
PHEX	14.4014	PHEX	31.7715
PHF10	968.8479	PHF10	1679.452
PHF11	599.4599	PHF11	568.6803
PHF12	999.55	PHF12	1145.5221
PHF13	537.3537	PHF13	741.5288
PHF14	1166.5167	PHF14	1059.8266
PHF15	1213.7714	PHF15	1204.4014
PHF16	850.135	PHF16	556.1466
PHF17	824.4824	PHF17	1054.5799
PHF19	588.2088	PHF19	247.7592
PHF1	964.4464	PHF1	994.5347
PHF20L1	843.3843	PHF20L1	1313.124
PHF20	1095.4095	PHF20	1563.215
PHF21A	673.2673	PHF21A	787.8744
PHF21B	13.0513	PHF21B	13.6996
PHF23	861.8362	PHF23	953.4358
PHF2	1413.1413	PHF2	1447.4969
PHF3	2290.279	PHF3	2659.4768
PHF5A	630.9631	PHF5A	397.5807
PHF6	408.1908	PHF6	866.2829
PHF7	39.604	PHF7	93.2741
PHF8	1021.1521	PHF8	1885.0106
PHGDH	917.6418	PHGDH	1055.7458
PHGR1	1477.0477	PHGR1	26.5248
PHIP	1164.2034	PHIP	1998.8457
PHKA1	429.3429	PHKA1	717.3359
PHKA2	487.6508	PHKA2	669.3784
PHKB	1261.4761	PHKB	3165.4886
PHKG1	14.4014	PHKG1	30.0226
PHKG2	648.9649	PHKG2	403.4103
PHLDA1	1434.2934	PHLDA1	2679.8805
PHLDA2	136.3636	PHLDA2	151.2789
PHLDA3	1023.4023	PHLDA3	589.667
PHLDB1	2523.4023	PHLDB1	1596.4439
PHLDB2	581.9082	PHLDB2	637.7614
PHLDB3	461.7462	PHLDB3	174.5974
PHLPP1	325.8326	PHLPP1	715.004
PHLPP2	216.9667	PHLPP2	470.2908
PHOSPHO1	10.8011	PHOSPHO1	7.5785
PHOSPHO2	26.1026	PHOSPHO2	97.1974
PHPT1	1208.8209	PHPT1	561.1018
PHRF1	894.2394	PHRF1	1078.4814
PHTF1	256.0756	PHTF1	247.1763
removed	removed	PHTF2	499.0163
PHYHD1	77.4077	PHYHD1	1131.5193
PHYHIPL	8.2268	PHYHIPL	44.4538
PHYHIP	32.8533	PHYHIP	96.4804
PHYH	456.3456	PHYH	360.5626
PI15	71.5572	PI15	1284.2673
PI16	195.3195	PI16	1409.8958
PI3	79.658	PI3	22.4441
PI4K2A	1210.9676	PI4K2A	863.9219
removed	removed	PI4K2B	603.3666
PI4KAP1	102.6103	PI4KAP1	158.8574
PI4KAP2	19.802	PI4KAP2	23.9015
PI4KA	1435.1935	PI4KA	2724.1857
PI4KB	2051.3051	PI4KB	1876.5576
PIAS1	410.8911	PIAS1	603.3666
PIAS2	185.4185	PIAS2	272.2437
PIAS3	1627.8128	PIAS3	1820.8846
PIAS4	463.5464	PIAS4	395.5403
PIBF1	263.2763	PIBF1	541.5725
PICALM	3229.0729	PICALM	4536.6174
PICK1	438.7939	PICK1	567.2229
PID1	133.2133	PID1	170.8081
PIF1	22.5023	removed	removed
PIGA	195.7696	PIGA	308.6789
PIGB	220.4815	PIGB	323.9117
PIGC	813.6814	PIGC	590.2499
PIGF	257.8533	PIGF	329.6947
PIGG	743.9469	PIGG	964.5267
PIGH	296.3366	PIGH	408.9747
PIGK	832.1332	PIGK	1230.3432
PIGL	43.2043	PIGL	75.7852
PIGM	612.9613	PIGM	617.0662
PIGN	483.3483	PIGN	1080.5218
PIGO	869.4869	PIGO	1205.5673
PIGP	239.874	PIGP	291.19
PIGQ	929.5275	PIGQ	965.7626
PIGR	821.7822	PIGR	1572.8339
PIGS	1015.7516	PIGS	1450.7032
PIGT	6548.1548	PIGT	3978.4304
PIGU	677.3177	PIGU	473.6574
PIGV	310.5311	PIGV	812.3588
PIGW	145.8146	PIGW	242.5126
PIGX	799.2799	PIGX	689.0622
PIGY	1080.108	PIGY	1455.0754
PIGZ	70.6571	PIGZ	51.0093
PIH1D1	923.9424	PIH1D1	711.5062
PIH1D2	13.5014	PIH1D2	52.4667
PIK3AP1	528.3528	PIK3AP1	199.3733
PIK3C2A	973.8974	PIK3C2A	2080.3031
PIK3C2B	721.4221	PIK3C2B	1105.8806
PIK3C2G	65.2565	PIK3C2G	636.887
PIK3C3	654.3654	PIK3C3	819.6459
removed	removed	PIK3CA	765.4303
PIK3CB	756.9757	PIK3CB	1316.6217
PIK3CD	586.8587	PIK3CD	223.8578
PIK3CG	212.8713	PIK3CG	55.673
PIK3IP1	1322.2322	PIK3IP1	727.5377
PIK3R1	2867.2367	PIK3R1	8436.6392
PIK3R2	1805.7831	PIK3R2	1608.5054
PIK3R3	3345.6346	PIK3R3	2251.4028
PIK3R4	910.441	PIK3R4	1242.0025
PIK3R5	278.5779	PIK3R5	78.4085
PIK3R6	58.9559	PIK3R6	12.8252
PIKFYVE	685.8686	PIKFYVE	1053.7055
PILRA	184.0684	PILRA	48.6774
PILRB	635.6841	PILRB	1170.4671
PIM1	1027.0027	PIM1	444.8007
PIM2	1004.9505	PIM2	168.4763
PIM3	2351.0351	PIM3	1117.8314
PIN1	955.8956	PIN1	437.8051
PIN4	357.3357	PIN4	268.1629
PINK1	1364.5365	PINK1	1923.4861
PINX1	111.6112	PINX1	124.4626
PION	220.9721	PION	317.4233
PIP4K2A	1266.8767	PIP4K2A	616.4833
PIP4K2B	1387.0387	PIP4K2B	1961.6702
PIP4K2C	1500	PIP4K2C	2118.4872
PIP5K1A	1746.6247	PIP5K1A	1439.3354
PIP5K1B	91.3591	PIP5K1B	190.9204
PIP5K1C	2021.1521	PIP5K1C	1791.1535
PIP5KL1	8.1008	PIP5KL1	17.1974
PIPOX	26.1026	PIPOX	9.0359
PIPSL	191.7192	PIPSL	158.8574
PIP	222.3222	PIP	90202.1424
PIR	386.1386	PIR	173.4315
PISD	1306.0306	PISD	861.9107
PITPNA	1729.973	PITPNA	2279.9679
PITPNB	1265.5266	PITPNB	1553.0132
PITPNC1	609.3609	PITPNC1	241.9296
PITPNM1	601.2601	PITPNM1	323.2529
PITPNM2	135.9136	PITPNM2	138.7452
PITPNM3	28.8029	PITPNM3	146.3237
PITRM1	1856.3861	PITRM1	2021.2811
PITX1	858.2358	PITX1	116.0096
PITX2	14.4014	PITX2	6.9956
PIWIL2	211.0711	removed	removed
PIWIL4	29.3654	PIWIL4	26.0176
PJA1	580.108	PJA1	613.8599
PJA2	2749.3249	PJA2	4520.2944
removed	removed	PKD1L1	6.7041
removed	removed	PKD1L2	9.3274
PKD1	816.3816	PKD1	1451.8691
removed	removed	PKD2L1	20.6952
PKD2	602.6103	PKD2	1165.3429
PKDCC	121.0621	PKDCC	81.6148
PKDREJ	7.2007	PKDREJ	12.5337
PKHD1L1	8.1008	PKHD1L1	21.8611
PKHD1	6.3006	PKHD1	18.9463
PKIA	46.8047	PKIA	74.3278
PKIB	3213.7714	PKIB	1195.3654
PKIG	613.4113	PKIG	429.0607
PKM2	22560.306	PKM2	15106.0264
PKMYT1	488.5824	PKMYT1	35.1381
PKN1	3841.1341	PKN1	1034.1762
removed	removed	PKN2	1500.838
PKN3	189.0189	PKN3	271.6607
PKNOX1	400.5401	PKNOX1	448.2985
PKNOX2	11.7012	PKNOX2	10.7848
PKP1	720.9721	PKP1	1097.4277
PKP2	177.3177	PKP2	876.1933
PKP3	756.9757	PKP3	901.2607
PKP4	2696.2196	PKP4	2926.1794
PL-5283	1386.1386	PL-5283	1150.1858
PLA1A	172.3672	PLA1A	8.1615
PLA2G10	52.6553	PLA2G10	6.9956
PLA2G12A	906.3906	PLA2G12A	1286.5991
PLA2G15	690.369	PLA2G15	459.3748
PLA2G16	1017.1017	PLA2G16	1269.9847
PLA2G2A	35.5536	PLA2G2A	292.0644
PLA2G2D	544.1044	PLA2G2D	285.3603
removed	removed	PLA2G3	14.2826
PLA2G4A	112.0612	PLA2G4A	201.1222
PLA2G4C	336.6337	PLA2G4C	195.0011
PLA2G4D	9.901	removed	removed
removed	removed	PLA2G4E	149.8215
PLA2G4F	49.505	PLA2G4F	120.6733
PLA2G5	11.7012	PLA2G5	16.323
PLA2G6	275.8776	PLA2G6	445.9666
PLA2G7	144.4644	PLA2G7	174.8889
PLA2R1	197.5698	PLA2R1	418.5674
PLAA	788.4788	PLAA	1105.8806
PLAC1	41.4041	removed	removed
PLAC2	611.6112	PLAC2	225.6066
PLAC4	31.5032	PLAC4	6.9956
PLAC8	132.7633	PLAC8	7.87
PLAC9	120.162	PLAC9	212.7815
PLAG1	15.7516	PLAG1	29.1481
PLAGL1	200.7201	PLAGL1	415.9178
PLAGL2	636.8137	PLAGL2	699.264
PLAT	19782.1782	PLAT	7157.0356
PLAUR	623.7624	PLAUR	185.6737
PLAU	2031.8542	PLAU	773.8658
PLB1	67.0567	PLB1	41.3904
PLBD1	659.766	PLBD1	575.0929
PLBD2	1226.8227	PLBD2	794.5784
PLCB1	322.6823	PLCB1	962.7632
PLCB2	315.9316	PLCB2	120.3818
PLCB3	783.0783	PLCB3	611.2366
PLCB4	344.7345	PLCB4	363.1859
PLCD1	361.8362	PLCD1	389.7107
PLCD3	555.8056	PLCD3	732.7844
PLCD4	75.1575	PLCD4	123.8796
PLCE1	280.378	PLCE1	276.0242
PLCG1	1773.6139	PLCG1	1405.4973
PLCG2	637.2637	PLCG2	352.6926
PLCH1	49.955	PLCH1	239.5978
PLCH2	49.505	PLCH2	324.7103
PLCL1	243.4743	PLCL1	501.0566
PLCL2	342.0342	PLCL2	131.1667
PLCXD1	108.9109	PLCXD1	225.6066
PLCXD2	25.2025	PLCXD2	21.2781
PLCXD3	18.4518	PLCXD3	20.6952
PLD1	525.2025	PLD1	619.3981
PLD2	490.099	PLD2	866.5744
PLD3	4486.0486	PLD3	2996.4294
PLD4	289.3789	PLD4	72.5789
removed	removed	PLD5	14.5741
PLD6	121.8407	PLD6	74.9107
PLDN	1210.171	PLDN	1221.5988
PLEC	8036.9037	PLEC	6480.7987
PLEK2	96.7597	PLEK2	69.0811
PLEKHA1	576.0576	PLEKHA1	797.7847
PLEKHA2	877.1377	PLEKHA2	687.6048
PLEKHA3	353.2853	PLEKHA3	304.8896
PLEKHA4	673.7174	PLEKHA4	1311.6665
PLEKHA5	586.8587	PLEKHA5	855.7896
PLEKHA6	1661.5662	PLEKHA6	2799.9709
PLEKHA7	189.0189	PLEKHA7	544.4874
PLEKHA8	103.5104	PLEKHA8	112.8033
PLEKHA9	59.4059	PLEKHA9	85.4041
PLEKHB1	256.0756	PLEKHB1	368.1411
PLEKHB2	2562.5563	PLEKHB2	3140.4212
PLEKHF1	150.7651	PLEKHF1	138.1622
PLEKHF2	748.4248	PLEKHF2	721.1251
PLEKHG1	705.6706	PLEKHG1	652.3355
PLEKHG2	608.0108	PLEKHG2	318.2977
PLEKHG3	512.1512	PLEKHG3	907.3818
PLEKHG4B	212.8713	PLEKHG4B	300.5174
PLEKHG4	152.1152	PLEKHG4	341.9077
PLEKHG5	209.721	PLEKHG5	263.2078
PLEKHG6	227.2727	PLEKHG6	218.9026
removed	removed	PLEKHG7	17.4889
PLEKHH1	207.7138	PLEKHH1	665.4259
PLEKHH2	130.9631	PLEKHH2	257.0866
PLEKHH3	608.4608	PLEKHH3	652.044
PLEKHJ1	846.9847	PLEKHJ1	448.8814
PLEKHM1P	183.9424	PLEKHM1P	202.3552
PLEKHM1	510.8011	PLEKHM1	824.0181
PLEKHM2	1196.2196	PLEKHM2	1095.9703
PLEKHM3	267.7768	PLEKHM3	455.294
PLEKHN1	47.2547	PLEKHN1	62.0855
PLEKHO1	1397.3897	PLEKHO1	309.5533
PLEKHO2	1565.7066	PLEKHO2	674.7796
PLEK	1101.2601	PLEK	233.4766
PLGLB2	23.4698	PLGLB2	28.9383
PLIN1	1165.6166	PLIN1	253.5889
PLIN2	845.1845	PLIN2	696.9322
PLIN3	1702.5203	PLIN3	1836.9161
PLIN4	3688.5689	PLIN4	1034.4677
PLIN5	24.7525	PLIN5	47.5115
PLK1S1	308.2808	PLK1S1	325.2933
PLK1	609.811	PLK1	66.7493
PLK2	2240.7741	PLK2	1486.8469
PLK3	409.0909	PLK3	737.4481
PLK4	219.622	PLK4	90.3593
PLLP	188.1188	PLLP	129.1263
PLN	116.1116	PLN	39.35
PLOD1	2929.3429	PLOD1	2636.1583
PLOD2	1036.4536	PLOD2	794.287
PLOD3	1627.8128	PLOD3	699.847
PLP1	26.1026	PLP1	176.9263
PLP2	2887.0387	PLP2	1849.1583
PLRG1	744.8245	PLRG1	988.7051
PLS1	63.4563	PLS1	357.0648
PLS3	3811.4311	PLS3	2896.4512
