gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
FBXO22	498.1028	FBXO22	363.3173
FBXO24	11.902	FBXO24	11.6634
FBXO25	645.4708	FBXO25	607.8044
FBXO27	125.6051	FBXO27	282.0874
FBXO28	2289.2407	FBXO28	903.8082
FBXO2	91.5871	FBXO2	560.0376
FBXO30	588.774	FBXO30	339.2572
FBXO31	300.929	FBXO31	1665.0682
FBXO32	724.8463	FBXO32	1063.2816
FBXO33	195.8219	FBXO33	352.7974
FBXO34	631.9508	FBXO34	467.889
FBXO36	234.2012	FBXO36	125.2468
FBXO38	1054.1236	FBXO38	631.1236
removed	removed	FBXO39	7.5223
FBXO3	1143.0939	FBXO3	708.2276
FBXO41	258.6244	FBXO41	162.8585
FBXO42	515.5044	FBXO42	575.0823
FBXO43	5.2335	removed	removed
FBXO44	218.5006	FBXO44	381.7583
FBXO45	544.2889	FBXO45	304.2783
FBXO46	541.6721	FBXO46	393.0418
FBXO48	59.3135	FBXO48	29.7132
FBXO4	367.6567	FBXO4	237.7057
FBXO5	182.3019	FBXO5	74.8472
FBXO6	386.4102	FBXO6	323.8364
FBXO7	1509.8783	FBXO7	2415.7969
FBXO8	563.5178	FBXO8	487.4471
FBXO9	933.3159	FBXO9	1051.9981
FBXW11	1313.1842	FBXW11	1142.2661
FBXW2	2063.3259	FBXW2	1909.544
FBXW4	1474.5519	FBXW4	2108.8858
FBXW5	1013.9997	FBXW5	2217.5835
FBXW7	309.2154	FBXW7	543.4885
FBXW8	541.236	FBXW8	379.1255
FBXW9	248.4583	FBXW9	211.4904
removed	removed	FCAMR	8.6507
FCER1A	28.3484	FCER1A	66.5726
FCER1G	303.5457	FCER1G	848.519
removed	removed	FCER2	79.7367
FCF1	924.5933	FCF1	749.9765
FCGBP	749.2695	FCGBP	1331.0766
FCGR1A	111.1998	FCGR1A	31.5938
FCGR1B	98.129	FCGR1B	54.913
FCGR1C	34.4542	FCGR1C	18.0536
FCGR2A	495.4425	FCGR2A	871.4622
FCGR2B	44.9213	FCGR2B	543.4885
FCGR2C	36.1987	FCGR2C	152.3272
FCGR3A	1144.8384	FCGR3A	1086.977
FCGR3B	14.3923	FCGR3B	114.3394
FCGRT	1169.2616	FCGRT	6773.4838
FCHO1	18.3174	FCHO1	74.095
FCHO2	1027.5197	FCHO2	632.252
FCHSD1	131.1091	FCHSD1	273.8693
FCHSD2	719.8221	FCHSD2	704.0715
FCN1	15.7006	FCN1	207.9925
FCN2	7.8503	FCN2	151.575
FCN3	7.8503	FCN3	42.1251
removed	removed	FCRL1	22.1909
removed	removed	FCRL2	21.8148
removed	removed	FCRL3	42.1251
removed	removed	FCRL4	6.0179
removed	removed	FCRL5	129.7602
FCRL6	5.2335	FCRL6	12.4118
removed	removed	FCRLA	132.0169
FCRLB	14.8284	FCRLB	14.2924
FDFT1	2943.4341	FDFT1	4014.2924
FDPSL2A	17.009	FDPSL2A	5.6417
FDPS	2618.9498	FDPS	2047.5599
FDX1L	155.0962	FDX1L	199.59
FDX1	406.9083	FDX1	503.244
FDXACB1	231.7894	FDXACB1	125.9991
FDXR	175.3238	FDXR	250.8698
FECH	1026.6475	FECH	606.3
FEM1A	776.7456	FEM1A	1052.3742
FEM1B	2383.4445	FEM1B	1739.1631
FEM1C	1844.3892	FEM1C	865.0682
FEN1	523.3547	FEN1	359.9436
FER1L4	13.0839	FER1L4	23.3192
removed	removed	FER1L5	11.6596
FERMT1	25.2955	FERMT1	100.047
FERMT2	843.4733	FERMT2	3078.1382
FERMT3	160.9316	FERMT3	687.9173
FER	48.4103	FER	44.7579
FES	195.8219	FES	516.7842
FEZ1	98.129	FEZ1	349.4123
FEZ2	1049.3262	FEZ2	1769.2525
FFAR2	40.9961	FFAR2	24.4476
removed	removed	FFAR3	19.9342
removed	removed	FGB	23.3192
FGD1	208.9058	FGD1	215.5148
FGD2	51.8993	FGD2	203.8552
FGD3	4616.4246	FGD3	811.2835
FGD4	230.2761	FGD4	499.4828
FGD5	1419.1635	FGD5	1544.3347
FGD6	1073.3133	FGD6	186.1777
FGF10	147.4116	FGF10	51.528
FGF11	83.3006	FGF11	199.3418
FGF12	17.8813	FGF12	33.4744
FGF13	153.5174	FGF13	311.8007
FGF14	138.2529	FGF14	109.4499
FGF18	10.9032	FGF18	5.6417
FGF1	225.4787	FGF1	1148.6601
FGF2	316.6601	FGF2	1038.6836
FGF7	210.2141	FGF7	428.7729
removed	removed	FGF9	22.567
removed	removed	FGFBP1	133.5214
removed	removed	FGFBP2	583.733
FGFBP3	10.9032	FGFBP3	60.1787
FGFR1OP2	412.578	FGFR1OP2	451.716
FGFR1OP	319.7566	FGFR1OP	122.1514
FGFR1	1511.1867	FGFR1	5754.96
FGFR2	965.5894	FGFR2	769.1584
FGFR3	187.0993	FGFR3	151.1989
FGFR4	30.0929	FGFR4	77.1039
FGFRL1	508.5263	FGFRL1	786.4598
FGGY	286.9728	FGGY	201.5985
removed	removed	FGG	7.1462
FGL2	433.9483	FGL2	1516.126
FGR	59.7497	FGR	514.1514
FHAD1	48.201	FHAD1	16.9591
FHDC1	544.725	FHDC1	151.575
FHIT	72.3974	FHIT	88.3874
FHL1	307.4709	FHL1	28230.1834
FHL2	535.1302	FHL2	1329.9483
FHL3	225.0425	FHL3	437.0475
FHL5	23.551	FHL5	112.0827
FHOD1	300.4928	FHOD1	658.9563
FHOD3	183.6103	FHOD3	406.2059
FH	2734.9645	FH	1633.8505
FIBCD1	7.8503	FIBCD1	71.8383
FIBIN	675.1276	FIBIN	807.5223
FIBP	972.1314	FIBP	1080.583
FICD	73.2697	FICD	87.6352
FIG4	734.8772	FIG4	629.2431
removed	removed	FIGF	846.2623
FIGNL1	303.9819	FIGNL1	182.7927
FIGNL2	10.4671	FIGNL2	33.0983
FIGN	22.2426	FIGN	52.2802
FILIP1L	549.5224	FILIP1L	2042.3131
FILIP1	45.3574	FILIP1	121.1095
FIP1L1	796.9471	FIP1L1	498.3507
FIS1	1276.5406	FIS1	2508.5096
removed	removed	FITM1	12.788
FITM2	54.9522	FITM2	64.6921
FIZ1	398.1857	FIZ1	423.8834
FJX1	117.3187	FJX1	154.2078
FKBP10	1604.5183	FKBP10	1715.4678
FKBP11	319.6825	FKBP11	429.5252
FKBP14	272.1444	FKBP14	148.9422
FKBP15	1367.2642	FKBP15	1220.7127
FKBP1AP1	5.2335	removed	removed
FKBP1A	2508.6135	FKBP1A	5152.8011
FKBP1B	33.5819	FKBP1B	66.5726
FKBP2	916.3069	FKBP2	1129.102
FKBP3	1209.8216	FKBP3	1073.0606
FKBP4	7211.8278	FKBP4	3874.0009
FKBP5	1608.4435	FKBP5	3761.166
FKBP7	236.3819	FKBP7	264.0339
FKBP8	2976.5799	FKBP8	6156.6526
FKBP9L	32.7097	FKBP9L	50.3996
FKBP9	2939.5089	FKBP9	4585.6135
FKBPL	175.76	FKBPL	147.4377
FKRP	210.6503	FKRP	243.3474
FKTN	716.9959	FKTN	374.236
FLAD1	1375.5506	FLAD1	757.8749
FLCN	616.2502	FLCN	649.354
FLG	10.031	FLG	19.2045
FLI1	211.9587	FLI1	1082.4636
FLII	3320.2495	FLII	4159.4734
FLJ10038	244.4721	FLJ10038	382.4692
FLJ10213	10.031	FLJ10213	8.6507
FLJ10357	689.0837	FLJ10357	2620.4043
FLJ10661	20.0619	FLJ10661	18.0536
FLJ11235	18.3174	FLJ11235	36.8594
FLJ12825	9.1587	FLJ12825	13.5402
FLJ13197	16.5729	FLJ13197	31.2402
FLJ22536	21.3703	FLJ22536	8.6507
FLJ23867	868.7688	FLJ23867	681.1472
removed	removed	FLJ33360	9.779
FLJ33630	528.1521	FLJ33630	462.2473
FLJ35024	8.7313	FLJ35024	55.6653
FLJ35220	243.7961	FLJ35220	254.6309
FLJ35390	61.5116	FLJ35390	83.2083
FLJ35776	92.4593	FLJ35776	126.3752
FLJ36031	268.2193	FLJ36031	450.9638
FLJ36777	5.2335	FLJ36777	10.5313
FLJ37201	6.5419	removed	removed
FLJ37307	5.2335	removed	removed
FLJ37453	68.0361	FLJ37453	104.9365
removed	removed	FLJ37543	18.4297
FLJ39582	14.2091	FLJ39582	39.0071
FLJ39653	86.7897	FLJ39653	112.835
FLJ39739	5.6697	FLJ39739	6.7701
FLJ40330	56.2606	FLJ40330	25.952
FLJ40852	48.4103	FLJ40852	40.2445
FLJ42289	30.0929	FLJ42289	21.8148
FLJ42627	68.4722	FLJ42627	40.3047
FLJ42709	34.8903	FLJ42709	195.5806
removed	removed	FLJ42875	16.173
FLJ43663	71.5251	FLJ43663	100.4231
FLJ44606	96.8206	FLJ44606	26.3282
FLJ44635	12.2116	FLJ44635	23.6953
FLJ45244	36.6348	FLJ45244	46.6385
FLJ45340	608.836	FLJ45340	932.7692
FLJ45445	110.3406	FLJ45445	52.2802
FLJ45983	394.6967	FLJ45983	104.5604
FLJ46111	20.4981	removed	removed
FLJ90757	768.023	FLJ90757	555.1481
FLNA	10931.1352	FLNA	30556.8406
FLNB	13907.8372	FLNB	10164.6112
FLNC	143.9225	FLNC	1016.267
FLOT1	3835.7538	FLOT1	3693.465
FLOT2	1832.1776	FLOT2	3249.6474
FLRT1	8.2864	FLRT1	7.1462
FLRT2	338.8722	FLRT2	732.6751
FLRT3	1590.5622	FLRT3	159.0973
FLT1	617.5586	FLT1	1363.0465
FLT3LG	30.529	FLT3LG	153.8317
FLT3	211.5225	FLT3	37.2355
FLT4	127.3496	FLT4	899.6709
FLVCR1	390.3354	FLVCR1	47.7668
FLVCR2	63.2387	FLVCR2	85.7546
FLYWCH1	485.8476	FLYWCH1	784.9553
FLYWCH2	462.7328	FLYWCH2	385.5195
FMN1	71.5251	FMN1	10.5313
FMN2	8.7226	FMN2	18.0536
FMNL1	288.7173	FMNL1	899.9605
FMNL2	195.3858	FMNL2	975.2703
FMNL3	600.4667	FMNL3	845.7922
FMO1	20.0619	FMO1	181.2882
FMO2	71.5251	FMO2	3157.4988
FMO3	23.551	FMO3	107.5693
FMO4	202.7999	FMO4	140.6676
FMO5	1582.2757	FMO5	617.9596
FMO9P	8.7226	removed	removed
FMOD	1435.3003	FMOD	7585.5195
FMR1	1211.5661	FMR1	716.5021
FN1	129085.8738	FN1	20482.9337
FN3KRP	814.6888	FN3KRP	941.0437
FN3K	530.7689	FN3K	453.9727
FNBP1L	3418.3785	FNBP1L	1332.5811
FNBP1	1282.219	FNBP1	1569.9107
FNBP4	1061.9739	FNBP4	778.9375
FNDC1	2051.1143	FNDC1	135.0259
FNDC3A	2129.1814	FNDC3A	1196.4269
FNDC3B	1621.5273	FNDC3B	1766.9958
FNDC4	55.8245	FNDC4	892.5247
FNDC5	22.2426	FNDC5	64.6921
removed	removed	FNDC8	9.4029
FNIP1	1475.8603	FNIP1	735.6841
FNIP2	360.2425	FNIP2	493.8411
FNTA	1228.5752	FNTA	1590.221
FNTB	695.9396	FNTB	645.8524
FOLH1	19.6258	FOLH1	68.0771
FOLR1	6.5419	FOLR1	290.362
FOLR2	136.5084	FOLR2	1901.2694
FOSB	417.8115	FOSB	7710.7663
FOSL1	10.4671	FOSL1	86.8829
FOSL2	1778.5337	FOSL2	1755.3362
FOS	3927.7771	FOS	17392.7598
FOXA1	17332.1994	FOXA1	2800.9403
FOXA2	8.2864	removed	removed
FOXA3	20.0619	removed	removed
FOXC1	136.9445	FOXC1	338.8811
FOXC2	6.5419	FOXC2	17.3014
FOXD2	75.0142	FOXD2	25.952
FOXD4	15.7006	FOXD4	12.0357
removed	removed	FOXE1	25.952
FOXF1	7.4142	FOXF1	13.1641
FOXF2	28.7845	FOXF2	76.3517
removed	removed	FOXH1	5.7358
FOXI1	401.2386	FOXI1	162.1063
FOXI2	6.5419	FOXI2	8.6507
FOXJ1	273.4528	FOXJ1	37.9878
FOXJ2	815.125	FOXJ2	803.0089
FOXJ3	1708.7531	FOXJ3	1398.0254
FOXK1	852.1959	FOXK1	1132.111
FOXK2	1128.2655	FOXK2	1085.4725
FOXL1	30.9652	FOXL1	22.9431
FOXM1	288.5734	FOXM1	103.8458
removed	removed	FOXN1	7.1462
FOXN2	147.4116	FOXN2	405.4537
FOXN3	895.3727	FOXN3	3436.9535
FOXO1	543.4166	FOXO1	1856.1354
FOXO3B	1059.7933	FOXO3B	751.8571
FOXO3	2591.0419	FOXO3	1733.8975
FOXO4	416.5031	FOXO4	936.5303
FOXP1	2697.8935	FOXP1	1828.3028
FOXP2	11.7755	FOXP2	24.4476
FOXP3	37.0666	FOXP3	29.6192
FOXP4	1369.0087	FOXP4	1691.3963
FOXQ1	40.56	FOXQ1	11.2835
FOXRED1	437.8734	FOXRED1	440.0564
FOXRED2	803.7856	FOXRED2	494.5933
FOXS1	19.1897	FOXS1	39.8684
FPGS	856.5572	FPGS	1241.5609
FPGT	979.8378	FPGT	332.0733
FPR1	94.64	FPR1	162.1063
removed	removed	FPR2	16.5491
FPR3	183.1741	FPR3	462.6234
FRAS1	45.7935	FRAS1	145.5571
FRAT1	169.218	FRAT1	251.9981
FRAT2	367.6567	FRAT2	242.9713
removed	removed	FREM1	523.5543
removed	removed	FREM2	19.5581
FRG1B	334.5109	FRG1B	262.5294
FRG1	657.2463	FRG1	901.5515
FRK	193.6412	FRK	44.7579
removed	removed	FRMD1	165.4913
FRMD3	10.4671	FRMD3	88.7635
FRMD4A	518.8495	FRMD4A	1420.1787
FRMD4B	636.3121	FRMD4B	543.8646
FRMD5	8.7226	FRMD5	6.7701
FRMD6	9909.2852	FRMD6	1584.9553
FRMD8	798.5521	FRMD8	781.9464
removed	removed	FRMPD1	44.0056
FRRS1	157.8787	FRRS1	55.2891
FRS2	2323.6949	FRS2	673.6248
FRS3	69.3445	FRS3	96.662
removed	removed	FRYL	1035.449
FRY	953.3735	FRY	1357.4048
FRZB	307.4709	FRZB	462.9995
FSCN1	682.1056	FSCN1	1437.8937
FSCN2	17.4452	FSCN2	10.1551
FSD1L	170.0903	FSD1L	24.4476
FSIP1	561.2979	FSIP1	53.4086
FSTL1	6650.5299	FSTL1	21437.1415
FSTL3	604.4747	FSTL3	1753.8317
FSTL4	23.9871	FSTL4	17.3014
FST	556.0644	FST	247.8608
FTH1	36114.0913	FTH1	66729.843
FTHL3	195.8219	FTHL3	451.3399
FTL	12961.3154	FTL	81094.8754
FTO	2048.0614	FTO	2063.7518
FTSJ1	594.8798	FTSJ1	612.6939
FTSJ2	605.3469	FTSJ2	590.8792
FTSJ3	1240.8129	FTSJ3	1283.6859
FTSJD1	658.9908	FTSJD1	518.2887
FTSJD2	925.4656	FTSJD2	1059.1443
FUBP1	1843.9531	FUBP1	939.5393
FUBP3	1284.3997	FUBP3	1019.6521
FUCA1	1626.7609	FUCA1	1604.8895
FUCA2	757.5559	FUCA2	1469.4875
FUK	275.1973	FUK	410.3432
FUNDC1	421.7367	FUNDC1	317.4424
FUNDC2	936.8049	FUNDC2	1669.2055
FURIN	1420.908	FURIN	3096.5679
FUS	6668.4112	FUS	3680.3009
FUT10	169.6541	FUT10	137.2826
FUT11	273.0167	FUT11	141.4198
FUT1	35.3264	FUT1	127.5035
FUT2	297.8761	FUT2	59.8025
FUT3	22.2426	FUT3	52.6563
FUT4	88.9703	FUT4	231.2816
FUT6	588.3379	FUT6	100.047
removed	removed	FUT7	11.6596
FUT8	1887.2432	FUT8	680.0978
FUT9	68.0361	FUT9	11.6596
FUZ	321.4314	FUZ	396.6714
FXC1	878.3636	FXC1	851.9041
FXN	190.1522	FXN	230.9356
FXR1	2210.7375	FXR1	2093.8411
FXR2	1140.9133	FXR2	941.0437
FXYD1	10.9032	FXYD1	782.3225
removed	removed	FXYD2	16.5491
FXYD3	3033.7128	FXYD3	2486.8829
FXYD5	2348.9904	FXYD5	2673.8129
FXYD6	176.1961	FXYD6	1251.3399
FYB	211.9587	FYB	346.0273
FYCO1	2260.4562	FYCO1	2175.4584
FYN	239.4348	FYN	1421.3446
FYTTD1	1982.2059	FYTTD1	1472.4965
FZD10	40.56	FZD10	37.6117
FZD1	2111.7362	FZD1	1265.2562
FZD2	111.2129	FZD2	83.1218
FZD3	236.3819	FZD3	82.7457
FZD4	824.9553	FZD4	9404.5472
FZD5	170.9625	FZD5	460.3667
FZD6	501.5483	FZD6	615.7029
FZD7	801.1688	FZD7	1478.5143
FZD8	435.2567	FZD8	449.8354
removed	removed	FZD9	21.4386
FZR1	722.6656	FZR1	795.1105
G0S2	27.4761	G0S2	7959.3794
G2E3	611.4527	G2E3	216.267
G3BP1	3219.0676	G3BP1	1845.6041
G3BP2	3975.7512	G3BP2	2481.9934
removed	removed	G6PC2	5.6417
G6PC3	1492.8693	G6PC3	1814.3865
G6PD	836.0591	G6PD	2532.393
GAA	1805.5737	GAA	3268.8293
GAB1	1164.0281	GAB1	620.5924
GAB2	301.3651	GAB2	1217.1133
GAB3	57.1329	GAB3	189.5628
GABARAPL1	703.9121	GABARAPL1	2805.4537
GABARAPL2	1066.3352	GABARAPL2	1889.9859
GABARAP	6367.0461	GABARAP	8582.2285
GABBR1	459.2438	GABBR1	398.3075
GABPA	1026.774	GABPA	730.6704
GABPB1	507.2703	GABPB1	330.2492
GABPB2	273.4528	GABPB2	73.3427
removed	removed	GABRA2	27.4565
GABRB2	92.4593	GABRB2	46.2623
GABRB3	766.2785	GABRB3	155.3362
GABRD	27.9123	removed	removed
removed	removed	GABRE	825.952
GABRP	264.2941	GABRP	2170.5689
GAD1	16.1368	removed	removed
GADD45A	447.9044	GADD45A	653.6906
GADD45B	630.2063	GADD45B	1123.4603
GADD45GIP1	550.3947	GADD45GIP1	969.2525
GADD45G	310.9599	GADD45G	214.0103
GAK	1532.9932	GAK	1709.826
GAL3ST4	296.5677	GAL3ST4	235.0729
GALC	1018.361	GALC	709.732
GALE	765.8424	GALE	461.8712
GALK1	161.8038	GALK1	304.6544
GALK2	383.7062	GALK2	356.141
GALM	193.2051	GALM	689.7978
GALNS	214.1393	GALNS	404.3253
GALNT10	2818.2651	GALNT10	1223.8834
GALNT11	986.9597	GALNT11	1255.1011
GALNT12	18.3174	GALNT12	250.4937
GALNT13	23.551	GALNT13	40.2445
GALNT14	13.0839	GALNT14	80.1128
GALNT1	3222.5566	GALNT1	1774.8942
GALNT2	2366.4355	GALNT2	2386.0837
GALNT3	514.6321	GALNT3	492.3366
GALNT4	510.3275	GALNT4	294.4993
GALNT5	375.507	GALNT5	28.5849
GALNT6	2294.0381	GALNT6	1076.4457
GALNT7	5759.9503	GALNT7	956.4645
GALNTL1	874.8746	GALNTL1	785.3315
GALNTL2	364.6038	GALNTL2	2470.3338
GALNTL4	206.7251	GALNTL4	226.0461
removed	removed	GALNTL6	5.2656
removed	removed	GALR1	8.2746
GALT	105.9793	GALT	381.3822
removed	removed	GAL	38.3639
GAMT	644.1624	GAMT	454.725
GANAB	9269.9202	GANAB	8601.7866
GANC	242.0516	GANC	268.5472
GAN	60.1858	GAN	16.5491
removed	removed	GAP43	19.9342
GAPDH	27823.7167	GAPDH	31303.0559
GAPT	53.2077	GAPT	60.5548
GAPVD1	1506.8254	GAPVD1	989.5628
GAR1	500.2399	GAR1	433.6624
GARNL3	480.1779	GARNL3	172.6375
GARS	1601.9015	GARS	1572.1674
GART	1835.2305	GART	1025.2938
GAS1	836.9314	GAS1	2209.685
GAS2L1	830.8256	GAS2L1	1262.9995
GAS2L2	12.6477	GAS2L2	81.6173
GAS2L3	17.4452	GAS2L3	9.4029
GAS2	7.8503	GAS2	29.7132
GAS5	1913.2976	GAS5	1717.7245
GAS6	2358.1491	GAS6	4310.6723
GAS7	788.085	GAS7	2147.6258
GAS8	410.3886	GAS8	438.0442
GATA2	46.2297	GATA2	203.103
GATA3	15505.6915	GATA3	3508.4156
GATA5	24.8593	GATA5	7.1462
GATA6	90.7148	GATA6	282.4636
GATAD1	911.5094	GATAD1	851.528
GATAD2A	1229.8836	GATAD2A	1439.7743
GATAD2B	1897.1608	GATAD2B	990.6911
GATC	27.04	GATC	12.4118
GATM	1123.9042	GATM	855.6653
GATSL1	10.9032	GATSL1	6.0179
GATSL3	210.1749	GATSL3	419.543
GATS	78.0104	GATS	204.284
GBA2	853.247	GBA2	915.3662
GBAP1	858.7378	GBAP1	587.4941
GBAS	2784.247	GBAS	1525.1528
GBA	2530.8561	GBA	1708.3216
GBE1	464.9134	GBE1	1498.8246
GBF1	2531.2922	GBF1	1941.5139
GBGT1	92.0232	GBGT1	154.5839
GBP1	444.4154	GBP1	759.0033
GBP2	843.9095	GBP2	3666.7569
GBP3	104.2348	GBP3	55.6653
GBP4	284.3561	GBP4	893.2769
GBP5	112.5213	GBP5	93.653
removed	removed	GBP6	35.7311
GCAT	247.2851	GCAT	177.9031
GCA	396.8773	GCA	342.6422
GCC1	892.7559	GCC1	877.8561
GCC2	1391.6874	GCC2	715.7499
GCDH	537.3108	GCDH	572.8256
GCET2	92.0232	GCET2	45.8862
GCFC1	772.8204	GCFC1	435.543
GCH1	147.8477	GCH1	210.2492
GCHFR	164.4206	GCHFR	186.1777
GCLC	1292.6861	GCLC	1020.0282
GCLM	323.6077	GCLM	309.9201
GCM1	14.8284	removed	removed
GCN1L1	2537.8342	GCN1L1	2649.3653
GCNT1	194.9496	GCNT1	394.1702
GCNT2	338.8722	GCNT2	436.2953
removed	removed	GCNT3	7.8984
GCNT4	51.0271	GCNT4	24.0715
GCOM1	59.4618	GCOM1	1866.2304
GCSH	5.2335	GCSH	11.2835
GDAP1	338.8722	GDAP1	222.2849
GDAP2	495.4425	GDAP2	319.323
GDA	5.2335	GDA	13.1641
GDE1	3504.2959	GDE1	2222.0969
removed	removed	GDF10	251.622
GDF11	82.472	GDF11	84.7466
GDF15	156.1342	GDF15	93.2769
removed	removed	GDF1	5.2355
GDF5	17.8813	GDF5	38.74
GDF6	14.8284	GDF6	17.3014
GDF9	16.5729	GDF9	14.6685
GDI1	2383.8807	GDI1	2563.9868
GDI2	5670.5482	GDI2	5787.6822
GDPD1	110.7767	GDPD1	13.1641
GDPD3	18.4352	GDPD3	45.4236
GDPD5	99.4374	GDPD5	1896.0038
GEFT	146.0203	GEFT	453.8712
GEMIN4	624.5366	GEMIN4	677.7621
GEMIN5	744.9082	GEMIN5	665.3503
GEMIN6	196.6941	GEMIN6	138.4109
GEMIN7	275.1973	GEMIN7	245.228
GEMIN8P4	35.7626	GEMIN8P4	27.0804
GEMIN8	478.4334	GEMIN8	417.1133
GEM	227.6593	GEM	1079.4546
GEN1	296.5677	GEN1	134.6497
GET4	441.3625	GET4	719.1349
GFAP	5.6697	GFAP	35.355
GFER	565.2231	GFER	371.6032
removed	removed	GFI1	17.6775
GFM1	1751.9299	GFM1	1049.7414
GFM2	710.454	GFM2	418.2417
GFOD1	80.6839	GFOD1	114.7156
GFOD2	669.4579	GFOD2	631.1236
GFPT1	4637.7949	GFPT1	2513.9633
GFPT2	317.5019	GFPT2	559.6615
GFRA1	2159.2743	GFRA1	3968.7823
GFRA2	5.2335	GFRA2	224.1655
removed	removed	GFRA3	7.5223
GGA1	1129.5739	GGA1	1030.9356
GGA2	2617.2096	GGA2	2025.0118
GGA3	602.7302	GGA3	726.6573
GGCT	2918.5747	GGCT	1179.1255
GGCX	729.2076	GGCX	962.4824
GGH	352.3922	GGH	221.5327
GGNBP2	1327.1403	GGNBP2	1381.8524
GGN	9.1587	GGN	12.0357
GGPS1	2727.1141	GGPS1	1053.8787
GGT1	603.1663	GGT1	1680.8651
GGT3P	22.2426	GGT3P	44.0056
GGT5	411.2696	GGT5	1301.3634
GGT6	515.5044	GGT6	441.937
GGT7	288.7173	GGT7	446.4504
GGTA1	104.6709	GGTA1	786.0837
removed	removed	GGTLC1	13.1641
GGTLC2	96.8206	GGTLC2	281.7113
GHDC	798.5521	GHDC	1052.7504
GHITM	4411.0079	GHITM	4531.0766
GHRH	9.1587	removed	removed
GHRLOS	10.031	GHRLOS	13.5402
removed	removed	GHRL	6.7701
GHR	706.965	GHR	2065.6323
GIGYF1	1210.6939	GIGYF1	1356.2764
GIGYF2	2913.7773	GIGYF2	1732.393
GIMAP1	41.4322	GIMAP1	469.7734
GIMAP2	194.0774	GIMAP2	282.0837
GIMAP4	302.6735	GIMAP4	1474.0009
GIMAP5	121.2438	GIMAP5	1278.4203
GIMAP6	275.6335	GIMAP6	1600.3761
GIMAP7	76.7587	GIMAP7	771.4151
GIMAP8	137.3806	GIMAP8	1115.1857
GIN1	201.0554	GIN1	101.9276
GINS1	170.5264	GINS1	60.1787
GINS2	132.5832	GINS2	83.4979
GINS3	107.7238	GINS3	115.8439
GINS4	91.5871	GINS4	51.9041
GIPC1	1317.9816	GIPC1	2080.677
GIPC2	8.7226	GIPC2	206.1119
GIPC3	47.9742	GIPC3	229.8072
GIPR	32.7097	GIPR	10.5313
GIT1	923.7211	GIT1	1364.1749
GIT2	1008.7095	GIT2	1252.4457
GIYD2	612.3206	GIYD2	515.6747
GJA1	3999.3022	GJA1	2165.6794
GJA3	10.9032	removed	removed
GJA4	135.6361	GJA4	493.465
GJA5	355.8812	GJA5	1099.7649
GJA9	11.7755	GJA9	6.7701
GJB1	287.409	GJB1	271.5562
GJB2	1176.6758	GJB2	127.8796
GJB3	15.2645	GJB3	40.9967
GJB5	11.3394	GJB5	39.8684
GJB6	33.5819	GJB6	42.1251
GJC1	211.5225	GJC1	170.3808
GJC2	15.2645	GJC2	124.8707
GJC3	14.3923	GJC3	19.5581
GJD3	18.4395	GJD3	39.3004
GK3P	35.7626	GK3P	7.1462
GK5	648.5237	GK5	481.4292
GKAP1	133.4554	GKAP1	121.8618
GK	273.0167	GK	76.7278
GLA	440.9263	GLA	909.826
GLB1L2	416.9392	GLB1L2	290.362
GLB1L	446.596	GLB1L	409.2149
GLB1	1309.259	GLB1	1508.9798
GLCCI1	1144.8384	GLCCI1	417.8655
GLCE	3366.043	GLCE	788.7165
removed	removed	GLDC	10.1551
GLDN	72.3974	GLDN	373.1077
GLE1	1358.1055	GLE1	950.4466
GLG1	2627.2406	GLG1	5889.6098
removed	removed	GLI1	51.528
GLI2	30.529	GLI2	96.662
GLI3	2944.7425	GLI3	862.4354
GLI4	58.8905	GLI4	162.8923
GLIPR1L2	95.9484	GLIPR1L2	58.2981
GLIPR1	355.6195	GLIPR1	722.456
GLIPR2	262.1135	GLIPR2	1332.205
GLIS1	17.8813	GLIS1	13.1641
GLIS2	703.0398	GLIS2	523.1782
GLIS3	235.9457	GLIS3	62.8115
GLMN	119.9355	GLMN	93.653
GLO1	2970.9102	GLO1	2330.0423
GLOD4	1467.5738	GLOD4	1285.9426
removed	removed	GLP2R	16.9252
removed	removed	GLRA3	7.1462
GLRB	152.6451	GLRB	217.3954
GLRX2	211.5225	GLRX2	116.9723
GLRX3	678.1805	GLRX3	697.3202
GLRX5	757.9921	GLRX5	948.9422
GLRX	615.3779	GLRX	690.9262
GLS2	58.4413	GLS2	46.2623
GLS	1120.4152	GLS	1253.5966
removed	removed	GLT1D1	15.4208
GLT25D1	1480.2216	GLT25D1	2352.2332
GLT25D2	10.031	GLT25D2	28.2087
GLT8D1	1377.4172	GLT8D1	1088.9365
GLT8D2	459.6799	GLT8D2	443.0654
GLTPD1	498.9315	GLTPD1	820.6864
GLTP	785.0321	GLTP	1229.149
GLTSCR1	248.1574	GLTSCR1	265.9144
GLTSCR2	2667.3645	GLTSCR2	9330.7005
GLUD1	5862.0088	GLUD1	4558.5331
GLUD2	547.3418	GLUD2	393.0418
GLUL	54247.8957	GLUL	20334.3677
GLYATL1	360.6786	GLYATL1	90.268
GLYATL2	69.7806	GLYATL2	280.2069
removed	removed	GLYAT	504.7485
GLYCTK	35.3264	GLYCTK	134.6497
GLYR1	3312.3991	GLYR1	1903.5261
