gene_id	TCGA-BH-A1F6-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F6-11B-94R-A13Q-07
removed	removed	NEK10	492.0868
NEK11	135.785	NEK11	292.4971
NEK1	249.8821	NEK1	679.0739
NEK2	697.3126	NEK2	11.1372
NEK3	132.9562	NEK3	242.3798
NEK4	557.7558	NEK4	500.2931
NEK6	1115.983	NEK6	832.6495
NEK7	1567.1853	NEK7	4403.5756
NEK8	51.8623	NEK8	56.5651
NEK9	826.0255	NEK9	3000.2931
NELF	1473.8331	NELF	491.2075
NELL2	44.3187	NELL2	161.7819
NENF	1428.5714	NENF	826.7878
NEO1	3037.7181	NEO1	2373.095
NES	838.7553	NES	1848.476
NET1	8628.4771	NET1	1626.905
NETO1	20.7449	NETO1	11.4302
NETO2	714.7572	NETO2	271.6882
NEU1	1699.67	NEU1	921.4537
NEU3	74.0217	NEU3	118.9918
NEURL1B	353.6068	NEURL1B	1084.408
NEURL2	47.6332	NEURL2	13.7749
NEURL3	24.5167	NEURL3	23.1536
NEURL4	400.8487	NEURL4	226.2603
removed	removed	NEURL	14.6542
NEUROG2	17.4446	NEUROG2	10.2579
NEXN	154.644	NEXN	1004.9824
NF1	1206.0349	NF1	3756.7409
NF2	1256.4828	NF2	814.7714
NFAM1	231.9661	NFAM1	193.1419
NFASC	115.4455	NFASC	1314.8886
removed	removed	NFAT5	4677.0223
NFATC1	190.4762	NFATC1	775.2052
NFATC2IP	1021.2164	NFATC2IP	782.8253
NFATC2	67.8925	NFATC2	276.9637
NFATC3	738.331	NFATC3	1385.1114
NFATC4	341.3484	NFATC4	483.2943
NFE2L1	3832.1546	NFE2L1	6027.2567
NFE2L2	2022.1594	NFE2L2	4697.6964
NFE2L3	537.4823	NFE2L3	352.8722
NFE2	45.7331	NFE2	12.3095
NFIA	507.3079	NFIA	4031.0668
NFIB	6959.9246	NFIB	8654.1618
NFIC	700.1414	NFIC	907.6788
NFIL3	1411.1268	NFIL3	1131.5944
NFIX	1609.1466	NFIX	4963.3646
NFKB1	1084.3942	NFKB1	1447.245
NFKB2	749.6464	NFKB2	397.714
NFKBIA	1678.4536	NFKBIA	1789.2732
NFKBIB	1168.7883	NFKBIB	99.6483
NFKBID	41.4899	NFKBID	48.0657
NFKBIE	470.0613	NFKBIE	117.2333
NFKBIL1	246.1103	NFKBIL1	83.2356
NFKBIL2	695.8934	NFKBIL2	33.9977
NFKBIZ	241.867	NFKBIZ	782.8253
NFRKB	615.7473	NFRKB	736.8113
NFS1	442.2442	NFS1	419.109
NFU1	568.1282	NFU1	718.9332
NFX1	2042.9043	NFX1	1318.2884
removed	removed	NFXL1	272.8576
NFYA	936.8223	NFYA	1077.6671
NFYB	504.9505	NFYB	1039.8593
NFYC	1840.3159	NFYC	870.2902
NGDN	438.9439	NGDN	373.6811
NGEF	134.3706	NGEF	31.0668
NGFRAP1	1484.677	NGFRAP1	1040.1524
NGFR	63.6492	NGFR	1068.8746
removed	removed	NGF	16.7057
NGLY1	593.1165	NGLY1	666.4713
NGRN	2864.6818	NGRN	2037.1161
NHEDC1	7.0816	NHEDC1	6.7409
NHEDC2	231.9661	NHEDC2	313.306
NHEJ1	268.2697	NHEJ1	278.4291
removed	removed	NHLH2	9.0856
NHLRC1	125.4125	NHLRC1	70.6331
NHLRC2	95.7096	NHLRC2	347.0106
NHLRC3	426.6855	NHLRC3	1335.8734
NHLRC4	7.0721	NHLRC4	13.1887
NHP2L1	2719.0005	NHP2L1	1526.3775
NHP2	3314.0028	NHP2	508.2063
NHSL1	409.2409	NHSL1	519.9297
NHSL2	10.8439	NHSL2	306.272
NHS	54.2197	NHS	487.1043
NICN1	270.9948	NICN1	455.9232
NID1	1846.728	NID1	4797.4502
NID2	578.9722	NID2	1009.3787
NIF3L1	330.5045	NIF3L1	512.0164
NINJ1	913.2485	NINJ1	1471.2778
NINJ2	57.0486	NINJ2	142.163
NINL	52.3338	NINL	161.1958
NIN	946.7232	NIN	1763.1887
NIP7	1074.9646	NIP7	554.2204
NIPA1	627.5342	NIPA1	462.4853
NIPA2	1628.9486	NIPA2	1091.1489
NIPAL1	90.5233	NIPAL1	71.2192
NIPAL2	202.2631	NIPAL2	467.7608
NIPAL3	1081.5653	NIPAL3	1403.8687
NIPAL4	201.3201	NIPAL4	11.4302
NIPBL	1223.4795	NIPBL	3103.1653
NIPSNAP1	2925.9783	NIPSNAP1	531.0668
NIPSNAP3A	555.3984	NIPSNAP3A	927.6084
NIPSNAP3B	8.958	NIPSNAP3B	185.8587
NISCH	1040.0754	NISCH	2235.3458
NIT1	411.6973	NIT1	512.8253
NIT2	1069.3069	NIT2	736.8113
NKAIN1	96.6525	NKAIN1	22.2743
removed	removed	NKAIN2	21.6882
NKAPL	6.6007	NKAPL	46.8933
NKAP	436.115	NKAP	255.2755
NKD1	34.4177	NKD1	29.8945
NKD2	81.0938	NKD2	23.7397
NKG7	211.6926	NKG7	122.8019
NKIRAS1	189.5332	NKIRAS1	315.6506
NKIRAS2	982.0839	NKIRAS2	717.4678
NKPD1	9.4295	NKPD1	15.2403
NKRF	636.0207	NKRF	306.8581
NKTR	975.4833	NKTR	3893.6108
NKX2-2	46.6761	removed	removed
NKX2-5	176.3319	removed	removed
NKX3-1	149.9293	NKX3-1	173.7984
NKX3-2	24.0453	removed	removed
NKX6-1	8.4866	removed	removed
NLE1	371.5229	NLE1	200.1758
removed	removed	NLGN1	89.9766
NLGN2	517.6803	NLGN2	512.6026
NLGN3	11.7869	NLGN3	63.5991
NLGN4X	19.3305	NLGN4X	304.8066
NLK	299.3871	NLK	454.5721
NLN	664.3093	NLN	384.5252
NLRC3	84.3942	NLRC3	73.857
NLRC4	72.1358	NLRC4	89.3904
NLRC5	584.1584	NLRC5	521.9812
NLRP12	5.6577	NLRP12	9.3787
NLRP1	151.8152	NLRP1	718.9332
NLRP2	19.3305	NLRP2	208.0891
NLRP3	118.8119	NLRP3	155.041
NLRX1	554.9269	NLRX1	479.7773
removed	removed	NMBR	7.034
NMB	278.1707	NMB	425.2638
NMD3	1278.6421	NMD3	1478.0188
NME1-NME2	173.8472	NME1-NME2	26.4537
NME1	1739.7313	NME1	479.0944
NME2P1	62.7063	NME2P1	30.7737
NME2	6349.0335	NME2	2708.4056
NME3	369.1655	NME3	182.8839
NME4	1919.8491	NME4	848.476
NME5	5.1862	NME5	74.1501
NME6	263.5549	NME6	121.9226
NME7	85.2522	NME7	290.1084
NMI	785.0071	NMI	414.1266
NMNAT1	329.5615	NMNAT1	368.1125
NMNAT2	322.9609	NMNAT2	474.7948
NMNAT3	125.884	NMNAT3	182.8839
NMRAL1	576.1433	NMRAL1	224.7948
NMT1	1694.9552	NMT1	2524.0328
NMT2	653.4653	NMT2	1490.3283
NMUR1	5.6577	NMUR1	127.7843
NNAT	25.4597	NNAT	901.524
NNMT	1291.8435	NNMT	2354.9238
NNT	1198.0198	NNT	2069.4607
NOB1	1243.2815	NOB1	639.8007
NOC2L	3185.9359	NOC2L	507.5352
NOC3L	520.0377	NOC3L	558.9097
NOC4L	393.2107	NOC4L	145.3693
NOD1	396.5111	NOD1	525.4982
NOD2	601.603	NOD2	67.9953
removed	removed	NODAL	17.2919
removed	removed	NOG	8.2063
NOL10	1213.5785	NOL10	601.993
NOL11	1959.4531	NOL11	1058.3236
NOL12	195.6671	NOL12	102.4033
NOL3	352.1924	NOL3	210.7268
removed	removed	NOL4	12.0164
NOL6	2367.7511	NOL6	833.5287
NOL7	676.0962	NOL7	466.8816
NOL8	987.7416	NOL8	859.9062
NOL9	363.9793	NOL9	280.7737
NOLC1	3981.6124	NOLC1	1623.095
NOM1	1181.0467	NOM1	539.2732
NOMO1	4989.1561	NOMO1	2525.4982
NOMO2	2551.1551	NOMO2	1211.0199
NOMO3	1324.3753	NOMO3	1097.8898
NONO	8283.8284	NONO	4546.3072
NOP10	974.0688	NOP10	943.1419
NOP14	1247.7416	NOP14	612.1776
NOP16	794.4366	NOP16	77.6671
NOP2	1040.5469	NOP2	400.6448
NOP56	3842.0556	NOP56	927.0223
NOP58	1983.9698	NOP58	1124.5604
NOS1AP	19.802	NOS1AP	84.7011
NOS2	5.6577	removed	removed
NOS3	358.0387	NOS3	303.8365
NOSIP	566.2423	NOSIP	228.0188
NOSTRIN	41.0184	NOSTRIN	953.6928
NOTCH1	2138.6139	NOTCH1	1832.6495
NOTCH2NL	951.9236	NOTCH2NL	623.8306
NOTCH2	7689.2975	NOTCH2	9800.7034
NOTCH3	2615.7473	NOTCH3	3639.2145
NOTCH4	228.6657	NOTCH4	1390.3869
NOVA1	12.7298	NOVA1	790.7386
NOVA2	11.7869	NOVA2	56.5651
NOV	59.8774	NOV	1539.2732
NOX4	96.6525	NOX4	343.2005
NOX5	53.2815	NOX5	6.1577
NOXA1	94.2951	NOXA1	11.4302
NOXO1	18.3876	removed	removed
NPAS2	413.0127	NPAS2	390.3869
NPAS3	102.3102	NPAS3	167.3505
removed	removed	NPAS4	16.7057
NPAT	510.6082	NPAT	836.1665
removed	removed	NPC1L1	18.1712
removed	removed	NPC1	1253.3001
NPC2	4305.0448	NPC2	4684.9355
NPDC1	1208.3923	NPDC1	643.3177
NPEPL1	1023.1023	NPEPL1	271.9812
NPEPPS	1778.8779	NPEPPS	2542.204
removed	removed	NPFF	11.7233
NPHP1	25.9312	NPHP1	155.9203
NPHP3	241.867	NPHP3	1170.5744
NPHP4	315.4173	NPHP4	197.245
NPIPL3	374.7383	NPIPL3	339.7831
NPIP	746.4498	NPIP	712.8253
NPLOC4	2096.6525	NPLOC4	2087.6319
NPL	339.934	NPL	352.8722
NPM1	11007.5436	NPM1	6413.5404
NPM2	141.9142	removed	removed
NPM3	1076.3791	NPM3	122.5088
NPNT	275.8133	NPNT	729.4842
NPR1	73.0787	NPR1	1330.0117
NPR2	107.9679	NPR2	663.2474
NPR3	535.5964	NPR3	440.7972
NPRL2	357.553	NPRL2	229.1911
NPRL3	1599.2456	NPRL3	715.1231
NPTN	2102.7817	NPTN	3399.4725
NPTX1	5.6577	NPTX1	10.8441
NPTX2	22.6308	NPTX2	16.7057
NPTXR	793.9651	NPTXR	400.9379
NPW	6.6007	removed	removed
NPY1R	487.5059	NPY1R	2620.1641
removed	removed	NPY2R	806.272
NPY5R	48.0905	NPY5R	171.1606
NQO1	483.2626	NQO1	3992.966
NQO2	431.8718	NQO2	597.5967
NR1D1	226.6525	NR1D1	220.8236
NR1D2	1028.2885	NR1D2	1399.1794
NR1H2	913.7199	NR1H2	699.0035
NR1H3	416.7845	NR1H3	722.4502
NR1I3	7.9255	NR1I3	6.2016
NR2C1	227.2513	NR2C1	594.3728
NR2C2AP	1211.8906	NR2C2AP	152.2304
NR2C2	812.6733	NR2C2	1880.7532
removed	removed	NR2E3	7.3271
NR2F1	59.4059	NR2F1	300.1172
NR2F2	1054.6912	NR2F2	2126.3189
NR2F6	1092.8807	NR2F6	347.3036
NR3C1	867.9868	NR3C1	5798.9449
NR3C2	50.9194	NR3C2	834.1149
NR4A1	789.7218	NR4A1	6910.9027
NR4A2	169.2598	NR4A2	995.0176
NR4A3	154.644	NR4A3	1586.4596
NR5A2	35.3607	NR5A2	454.5721
NR6A1	12.7298	NR6A1	12.8957
NRARP	209.3352	NRARP	496.483
NRAS	1039.604	NRAS	1694.0211
NRBF2	1889.6747	NRBF2	601.6999
NRBP1	2446.016	NRBP1	1743.8453
NRBP2	1972.1829	NRBP2	1180.8324
NRCAM	82.0368	NRCAM	586.4596
NRD1	3993.3993	NRD1	3047.7726
NRF1	299.8586	NRF1	274.9121
removed	removed	NRG1	245.8968
NRG2	232.909	NRG2	30.7737
NRG3	17.9161	NRG3	16.4127
removed	removed	NRG4	5.5686
NRGN	105.6106	NRGN	133.0598
NRIP1	961.8105	NRIP1	3911.7819
NRIP2	39.1325	NRIP2	151.2309
NRIP3	142.8571	NRIP3	94.959
NRK	26.4026	NRK	147.714
NRL	13.5266	NRL	16.5094
NRM	120.2263	NRM	287.2216
NRN1	120.6978	NRN1	1511.1372
NRP1	1386.1386	NRP1	7407.0926
NRP2	951.9095	NRP2	1370.7503
NRSN2	943.8944	NRSN2	536.6354
NRTN	51.8623	NRTN	6.7409
NRXN1	23.1023	NRXN1	100.5275
NRXN2	30.6459	NRXN2	43.6694
NRXN3	5.1862	NRXN3	103.1653
NSA2	1074.0217	NSA2	1446.3658
NSD1	2885.4314	NSD1	2402.4033
NSDHL	844.413	NSDHL	326.7878
NSFL1C	1691.1834	NSFL1C	1168.2298
NSF	1376.7091	NSF	1258.2063
NSL1	328.1471	NSL1	717.1747
NSMAF	855.7284	NSMAF	1039.5662
NSMCE1	1038.1895	NSMCE1	664.1266
NSMCE2	445.5446	NSMCE2	259.9648
NSMCE4A	976.8977	NSMCE4A	817.4091
NSUN2	2786.4215	NSUN2	1102.286
NSUN3	61.7633	NSUN3	126.3189
NSUN4	686.9401	NSUN4	675.5569
NSUN5P1	161.7162	NSUN5P1	74.7362
NSUN5P2	271.2211	NSUN5P2	127.8195
NSUN5	911.3626	NSUN5	191.6764
NSUN6	260.2546	NSUN6	255.8617
NSUN7	86.2801	NSUN7	119.578
NT5C2	1671.3814	NT5C2	1442.2626
NT5C3L	538.8967	NT5C3L	455.1583
NT5C3	1074.0217	NT5C3	524.0328
NT5C	272.9844	NT5C	66.2368
NT5DC1	645.9217	NT5DC1	1227.7257
NT5DC2	1984.4224	NT5DC2	527.9572
NT5DC3	579.9151	NT5DC3	706.9168
NT5E	542.1971	NT5E	1589.3904
NT5M	82.0368	NT5M	24.619
NTAN1	760.0189	NTAN1	985.3458
removed	removed	NTF3	19.9297
NTF4	18.8637	NTF4	23.1301
NTHL1	369.1655	NTHL1	32.5322
NTM	258.3687	NTM	344.959
NTN1	520.5092	NTN1	303.0481
NTN4	575.6719	NTN4	7152.1102
removed	removed	NTN5	8.2063
removed	removed	NTNG1	6.4478
NTNG2	18.3876	NTNG2	7.9132
NTRK1	5.6577	NTRK1	6.4478
NTRK2	97.5955	NTRK2	12432.0047
NTRK3	5.1862	NTRK3	277.2567
NTSR1	8.4866	removed	removed
removed	removed	NTS	12.3095
NUAK1	309.7595	NUAK1	1774.0328
NUAK2	148.9863	NUAK2	62.7198
NUB1	2595.8982	NUB1	1688.3529
NUBP1	246.6714	NUBP1	241.8875
NUBP2	1161.7162	NUBP2	165.0059
NUBPL	356.4356	NUBPL	477.7257
NUCB1	10983.4983	NUCB1	3602.5791
NUCB2	782.2112	NUCB2	2001.3658
NUCKS1	8121.6407	NUCKS1	10520.8089
NUDCD1	1622.8194	NUDCD1	609.32
NUDCD2	322.4894	NUDCD2	340.5627
NUDCD3	3461.1033	NUDCD3	2059.2028
NUDC	1616.6902	NUDC	654.7479
NUDT10	11.7869	NUDT10	36.9285
NUDT11	229.6087	NUDT11	85.5803
NUDT12	43.8472	NUDT12	515.8265
NUDT13	26.8128	NUDT13	77.6143
NUDT14	114.0971	NUDT14	84.1149
NUDT15	346.9071	NUDT15	450.0586
NUDT16L1	418.199	NUDT16L1	132.4736
NUDT16P1	15.0872	NUDT16P1	89.0973
NUDT16	222.5365	NUDT16	609.027
NUDT17	64.5922	NUDT17	26.6706
NUDT18	83.9227	NUDT18	65.9437
NUDT19	1942.48	NUDT19	486.5182
NUDT1	282.8854	NUDT1	56.8581
NUDT21	2221.1221	NUDT21	3079.1325
NUDT22	407.1287	NUDT22	103.5434
NUDT2	385.6671	NUDT2	158.2649
NUDT3	808.5809	NUDT3	392.4385
NUDT4	427.6285	NUDT4	1334.408
NUDT5	1853.3993	NUDT5	546.2309
NUDT6	63.0504	NUDT6	80.9408
NUDT7	84.3942	NUDT7	177.9015
NUDT8	242.81	NUDT8	54.8066
removed	removed	NUDT9P1	6.1547
NUDT9	310.231	NUDT9	404.4549
NUF2	242.3385	NUF2	24.619
NUFIP1	180.5752	NUFIP1	233.0012
NUFIP2	2067.421	NUFIP2	3963.3646
NUMA1	5132.9986	NUMA1	4690.6096
NUMBL	1023.5738	NUMBL	381.3013
NUMB	1200.3772	NUMB	2145.6624
NUP107	2179.6322	NUP107	936.4009
NUP133	1786.4215	NUP133	1646.8347
NUP153	1895.3324	NUP153	2132.1805
NUP155	1318.2461	NUP155	742.0868
NUP160	1669.024	NUP160	1627.1981
NUP188	2058.9345	NUP188	1476.2603
NUP205	3776.049	NUP205	1600.8206
NUP210	3154.644	NUP210	438.1594
NUP214	1504.479	NUP214	1787.5147
NUP35	233.3805	NUP35	319.7538
NUP37	333.3333	NUP37	304.2204
NUP43	710.5139	NUP43	872.5088
NUP50	1715.2287	NUP50	1470.1055
NUP54	683.6398	NUP54	1033.7046
NUP62CL	8.958	NUP62CL	22.8605
NUP62	1703.7247	NUP62	741.1166
NUP85	743.5172	NUP85	523.7397
NUP88	848.3687	NUP88	905.4924
NUP93	1671.3814	NUP93	699.8828
NUP98	4057.52	NUP98	3191.0903
NUPL1	902.4045	NUPL1	1183.4701
NUPL2	610.5611	NUPL2	430.2462
NUPR1	3485.62	NUPR1	580.891
NUS1	2211.2211	NUS1	1563.0129
NUSAP1	802.9231	NUSAP1	70.0469
NUTF2	2779.8208	NUTF2	1380.129
NVL	752.4752	NVL	390.0938
NWD1	8.958	NWD1	38.3939
NXF1	1470.5328	NXF1	1963.3646
removed	removed	NXF3	8.7925
removed	removed	NXNL2	17.2919
NXN	1472.4187	NXN	551.2896
NXPH3	13.2013	NXPH3	138.9215
NXPH4	184.8185	NXPH4	28.4291
NXT1	605.8463	NXT1	259.6717
NXT2	528.5243	NXT2	466.5885
NYNRIN	1005.6577	NYNRIN	1154.1618
OAF	847.7133	OAF	1247.6553
OAS1	1970.297	OAS1	398.8863
OAS2	4252.2395	OAS2	1067.7022
OAS3	3469.1183	OAS3	1022.2743
OASL	864.215	OASL	81.4771
OAT	3606.7893	OAT	4061.2544
OAZ1	10675.6247	OAZ1	4822.0985
OAZ2	2197.5483	OAZ2	1462.7784
OAZ3	75.7992	OAZ3	38.6196
OBFC1	346.5347	OBFC1	847.8898
OBFC2A	338.0481	OBFC2A	765.2403
OBFC2B	545.0259	OBFC2B	381.3013
removed	removed	OBP2B	10.8441
OBSCN	329.3824	OBSCN	247.2773
OBSL1	948.1377	OBSL1	678.7808
OCA2	173.5031	removed	removed
OCEL1	257.4257	OCEL1	209.2614
OCIAD1	1321.075	OCIAD1	2795.1348
OCIAD2	412.5413	OCIAD2	298.9449
removed	removed	OCLM	8.7925
OCLN	1049.505	OCLN	235.0528
OCRL	1337.1051	OCRL	1582.3564
removed	removed	ODAM	12.6026
ODC1	3076.3791	ODC1	1148.8863
ODF2L	362.0934	ODF2L	795.721
ODF2	1260.2546	ODF2	538.1008
ODF3B	238.5667	ODF3B	62.7198
removed	removed	ODF3L1	63.8921
removed	removed	ODZ1	201.6413
ODZ2	21.2164	ODZ2	455.4513
ODZ3	171.1457	ODZ3	1008.7925
ODZ4	141.9142	ODZ4	611.3716
OFD1	790.1933	OFD1	995.8968
OGDHL	45.2617	removed	removed
OGDH	2978.3121	OGDH	2594.959
OGFOD1	1471.4757	OGFOD1	1000
OGFOD2	142.1924	OGFOD2	74.9121
OGFRL1	459.6888	OGFRL1	1047.1864
OGFR	555.8699	OGFR	214.2438
OGG1	260.7261	OGG1	223.1301
OGN	30.1744	OGN	5551.8757
OGT	2386.1386	OGT	5077.374
OIP5	112.2018	OIP5	8.983
OIT3	7.0721	removed	removed
OLA1	1725.1297	OLA1	1602.286
removed	removed	OLAH	6.4478
OLFM1	47.1476	OLFM1	617.8195
OLFM2	1913.7199	OLFM2	268.7573
OLFM4	205.0919	OLFM4	2609.027
OLFML1	120.2263	OLFML1	1093.4936
OLFML2A	161.7162	OLFML2A	2461.8992
OLFML2B	776.992	OLFML2B	732.7081
OLFML3	665.7237	OLFML3	2176.4361
OLIG1	181.9896	removed	removed
OLIG2	15.0872	removed	removed
OLR1	698.2555	OLR1	162.075
OMA1	355.9642	OMA1	403.5756
OMD	29.2315	OMD	1228.3118
ONECUT2	107.9679	ONECUT2	14.068
OOEP	69.9481	removed	removed
OPA1	2252.711	OPA1	2547.1864
OPA3	375.7661	OPA3	543.0832
removed	removed	OPCML	16.9988
OPHN1	942.0085	OPHN1	617.5264
OPLAH	233.3805	OPLAH	104.9238
OPN3	1563.1589	OPN3	414.0885
removed	removed	OPN4	5.5686
OPRK1	147.1004	OPRK1	14.3611
OPRL1	41.4899	OPRL1	42.7902
OPTN	4359.2645	OPTN	2499.1208
OR1F1	24.9882	removed	removed
removed	removed	OR2A1	8.2063
OR2A4	52.3338	OR2A4	65.3576
OR2A7	154.1726	OR2A7	171.7468
OR2A9P	96.181	OR2A9P	226.8464
removed	removed	OR2W3	5.2755
OR51E1	15.5587	OR51E1	48.6518
OR51E2	5.1862	OR51E2	28.4291
removed	removed	OR52N4	5.8617
OR7E91P	31.5889	OR7E91P	13.4818
ORAI1	743.5172	ORAI1	317.4091
ORAI2	554.0736	ORAI2	347.5674
ORAI3	373.4088	ORAI3	480.9496
ORAOV1	291.372	ORAOV1	182.8839
ORC1L	267.3267	ORC1L	15.8265
ORC2L	301.7445	ORC2L	514.6542
ORC3L	875.0589	ORC3L	816.823
ORC4L	275.8133	ORC4L	687.5733
ORC5L	682.2254	ORC5L	381.0082
ORC6L	363.9793	ORC6L	20.2227
ORM1	485.62	removed	removed
ORM2	271.0985	removed	removed
ORMDL1	410.6554	ORMDL1	870.7503
ORMDL2	598.3074	ORMDL2	518.3148
ORMDL3	1162.1876	ORMDL3	2194.6073
OS9	4630.8345	OS9	4014.9472
OSBP2	104.1961	OSBP2	112.837
OSBPL10	208.8637	OSBPL10	577.9601
OSBPL11	660.066	OSBPL11	1038.687
OSBPL1A	1113.6256	OSBPL1A	3261.7233
OSBPL2	1763.7907	OSBPL2	956.9168
OSBPL3	1081.0938	OSBPL3	617.5264
OSBPL5	452.1452	OSBPL5	293.6694
OSBPL6	73.5502	OSBPL6	97.0106
OSBPL7	55.1627	OSBPL7	152.6964
OSBPL8	2220.6506	OSBPL8	3270.5158
OSBPL9	2336.6337	OSBPL9	2708.0891
OSBP	2327.2041	OSBP	2446.6589
OSCAR	229.6087	OSCAR	49.238
OSCP1	190.4762	OSCP1	272.2743
OSGEPL1	87.223	OSGEPL1	203.9859
OSGEP	259.3116	OSGEP	194.6073
OSGIN1	165.9595	OSGIN1	126.905
OSGIN2	1025.9312	OSGIN2	1436.694
OSMR	1083.9227	OSMR	2427.9015
OSM	102.7817	OSM	9.3787
OSR1	1063.1777	OSR1	418.5229
OSR2	142.3857	OSR2	516.9988
OST4	2156.5158	OST4	1886.8581
OSTCL	6.1292	OSTCL	6.4478
OSTC	1518.1518	OSTC	1333.8218
OSTF1	975.9547	OSTF1	776.9637
OSTM1	699.67	OSTM1	1642.1454
OSTalpha	5.1862	OSTalpha	23.7397
removed	removed	OTC	7.034
OTOA	11.3154	OTOA	17.8781
OTOF	19.802	OTOF	6.1547
OTUB1	1962.7534	OTUB1	896.5416
OTUB2	61.7633	OTUB2	70.34
OTUD1	557.7558	OTUD1	586.4596
OTUD3	165.488	OTUD3	564.1852
OTUD4	1281.471	OTUD4	1885.4045
OTUD5	1948.6091	OTUD5	989.449
OTUD6B	426.6855	OTUD6B	350.5275
OTUD7A	9.4295	OTUD7A	8.2063
OTUD7B	692.5978	OTUD7B	932.8839
OTX1	65.5351	OTX1	8.2063
OVCA2	450.7826	OVCA2	335.5334
removed	removed	OVCH2	16.4127
OVGP1	7.5436	OVGP1	48.9449
OVOL1	512.4941	OVOL1	50.7034
OVOL2	205.5634	OVOL2	57.1512
OXA1L	1638.8496	OXA1L	2371.3365
OXCT1	1343.2343	OXCT1	1825.6155
OXCT2	15.0872	removed	removed
OXER1	6.6007	OXER1	24.619
OXGR1	45.2617	OXGR1	134.2321
OXNAD1	302.2159	OXNAD1	246.1899
OXR1	1698.2555	OXR1	2065.3576
OXSM	252.711	OXSM	178.4877
OXSR1	1813.7671	OXSR1	1656.2134
OXTR	37.2466	OXTR	7524.0328
P2RX1	77.322	P2RX1	53.0481
P2RX2	38.661	removed	removed
P2RX4	471.0042	P2RX4	302.755
P2RX5	368.6186	P2RX5	17.7843
removed	removed	P2RX6	27.8429
P2RX7	126.827	P2RX7	167.9367
P2RY10	44.3187	P2RY10	19.9297
P2RY11	22.4328	removed	removed
P2RY12	11.7869	P2RY12	298.6518
P2RY13	82.0368	P2RY13	239.7421
P2RY14	21.2164	P2RY14	277.5498
P2RY1	14.1443	P2RY1	34.2907
P2RY2	49.0335	P2RY2	79.4256
P2RY6	212.6355	P2RY6	50.9965
P2RY8	176.8034	P2RY8	63.8921
P4HA1	1191.4191	P4HA1	1061.2544
P4HA2	1579.4437	P4HA2	696.9519
P4HA3	121.1693	P4HA3	37.2216
P4HB	14595.4738	P4HB	8049.8242
P4HTM	553.984	P4HTM	211.8992
P704P	13.2013	P704P	18.4642
PA2G4P4	53.7482	PA2G4P4	32.8253
PA2G4	3231.0231	PA2G4	2305.0996
PAAF1	343.7058	PAAF1	378.3705
PABPC1L	119.7548	PABPC1L	158.558
PABPC1	39618.5761	PABPC1	22353.4584
PABPC3	356.9071	PABPC3	194.3142
PABPC4L	36.3036	PABPC4L	86.4596
PABPC4	6256.4828	PABPC4	1667.6436
PABPC5	8.0151	PABPC5	68.8746
PABPN1	1818.2744	PABPN1	1680.296
PACRGL	149.9293	PACRGL	325.3224
PACRG	6.6007	PACRG	18.4642
PACS1	2902.4045	PACS1	2394.197
PACS2	1255.5398	PACS2	902.1102
PACSIN1	24.9882	PACSIN1	9.3787
PACSIN2	1819.4248	PACSIN2	552.755
PACSIN3	1880.2452	PACSIN3	81.1841
PADI2	5630.363	PADI2	1246.7761
removed	removed	PADI3	12.3095
removed	removed	PADI4	5.2755
removed	removed	PAEP	21.3951
PAF1	2078.265	PAF1	729.1911
PAFAH1B1	2871.7586	PAFAH1B1	5753.517
PAFAH1B2	604.4319	PAFAH1B2	646.2485
PAFAH1B3	921.0372	PAFAH1B3	80.1905
PAFAH2	669.024	PAFAH2	416.1782
PAG1	360.6789	PAG1	363.7163
PAH	14.6157	removed	removed
PAICS	3232.909	PAICS	1810.6682
PAIP1	1755.3041	PAIP1	1346.7175
PAIP2B	452.6167	PAIP2B	305.7591
PAIP2	1400.2829	PAIP2	2181.4185
PAK1IP1	539.3682	PAK1IP1	402.9894
PAK1	1177.2749	PAK1	939.6249
PAK2	2324.3753	PAK2	3899.1794
removed	removed	PAK3	92.0281
PAK4	4354.0783	PAK4	375.1465
PAK6	427.6473	PAK6	85.7474
removed	removed	PAK7	80.5979
PALB2	527.5813	PALB2	334.1149
PALLD	2481.3767	PALLD	9978.898
PALM2-AKAP2	796.1292	PALM2-AKAP2	5711.779
PALM2	57.52	PALM2	86.2925
removed	removed	PALM3	6.7409
PALMD	252.2395	PALMD	6758.7925
PALM	220.6506	PALM	1033.1184
PAMR1	78.7364	PAMR1	2113.4232
PAM	2172.0886	PAM	7739.449
PAN2	314.9458	PAN2	833.8218
PAN3	748.7034	PAN3	1715.1231
PANK1	261.1975	PANK1	79.4256
PANK2	572.843	PANK2	606.3892
PANK3	493.6351	PANK3	986.8113
PANK4	313.0599	PANK4	167.6436
PANX1	454.9741	PANX1	523.4467
PANX2	41.4899	PANX2	5.8617
PAOX	75.9076	PAOX	58.3236
PAPD4	840.1697	PAPD4	1478.6049
PAPD5	576.1433	PAPD5	580.3048
PAPD7	1141.9142	PAPD7	827.6671
PAPLN	68.364	PAPLN	708.0891
PAPL	28.2885	removed	removed
PAPOLA	3328.6186	PAPOLA	4390.68
PAPOLG	437.058	PAPOLG	499.1208
removed	removed	PAPPA2	111.9578
PAPPA	189.5332	PAPPA	262.6026
PAPSS1	2987.7416	PAPSS1	2095.8382
