gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
removed	removed	ANO3	170.425
removed	removed	ANO4	10.8413
removed	removed	ANO5	117.5195
ANO6	3123.2493	ANO6	10431.9167
ANO7	19.958	ANO7	13.4432
ANO8	490.8964	ANO8	233.7381
ANO9	313.7255	ANO9	6.0711
ANP32A	3369.3978	ANP32A	1970.0781
ANP32B	3353.9916	ANP32B	2477.8838
ANP32E	2339.986	ANP32E	703.8161
ANPEP	3171.9188	ANPEP	1166.5221
ANTXR1	4428.9216	ANTXR1	3671.7259
ANTXR2	450.6303	ANTXR2	5888.118
ANUBL1	173.3193	ANUBL1	114.484
ANXA11	1585.7843	ANXA11	6838.248
ANXA1	815.8263	ANXA1	22577.6236
ANXA2P1	29.4118	ANXA2P1	130.9627
ANXA2P2	3116.9468	ANXA2P2	10385.516
removed	removed	ANXA2P3	9.1067
ANXA2	8392.8571	ANXA2	29383.7814
ANXA3	223.3894	ANXA3	581.9601
ANXA4	1178.9216	ANXA4	1633.5646
ANXA5	3725.4902	ANXA5	22996.5308
ANXA6	1472.6891	ANXA6	16378.5776
ANXA7	2572.479	ANXA7	3742.8448
ANXA9	260.1541	ANXA9	26.8864
AOAH	83.3333	AOAH	101.4744
AOC2	8.0532	AOC2	486.9905
AOC3	87.535	AOC3	34962.2723
AOX1	279.4118	AOX1	4703.3825
AP1AR	1063.7255	AP1AR	309.6271
AP1B1	2273.1092	AP1B1	2182.1336
AP1G1	2962.535	AP1G1	1984.8222
AP1G2	1506.9468	AP1G2	320.7589
AP1M1	973.0392	AP1M1	1658.2827
AP1M2	2164.5658	AP1M2	29.4883
AP1S1	737.0448	AP1S1	347.3547
AP1S2	275.9104	AP1S2	593.6687
AP1S3	128.1513	AP1S3	17.7797
AP2A1	2145.9349	AP2A1	2292.0425
AP2A2	1798.3193	AP2A2	2329.1414
AP2B1	13453.0812	AP2B1	5565.915
AP2M1	3469.1877	AP2M1	5333.0442
AP2S1	924.0196	AP2S1	920.2082
AP3B1	1494.0476	AP3B1	1327.8404
AP3B2	81.9328	AP3B2	7.3721
AP3D1	4330.1821	AP3D1	2525.1518
AP3M1	1700.9804	AP3M1	1679.098
AP3M2	733.1933	AP3M2	472.68
AP3S1	749.6499	AP3S1	1260.6245
AP3S2	1817.5035	AP3S2	2768.9332
AP4B1	321.1765	AP4B1	359.111
AP4E1	532.2129	AP4E1	402.8621
AP4M1	510.1506	AP4M1	270.2559
AP4S1	53.5714	AP4S1	73.2871
APAF1	840.3361	APAF1	487.8578
APBA1	192.577	APBA1	232.0035
APBA2	30.4622	APBA2	14.3105
APBA3	211.4846	APBA3	153.9462
APBB1IP	115.8964	APBB1IP	1806.1578
APBB1	446.0784	APBB1	761.0581
APBB2	3316.5266	APBB2	3793.1483
APBB3	186.2745	APBB3	251.0841
APCDD1L	27.6611	APCDD1L	21.2489
APCDD1	171.2185	APCDD1	4577.6236
APC	1199.5798	APC	1660.8846
APEH	2010.8543	APEH	1047.7016
APEX1	2963.5854	APEX1	1937.1206
APEX2	765.4062	APEX2	342.1509
APH1A	5119.0476	APH1A	2552.4718
APH1B	304.972	APH1B	582.8274
API5	3034.3137	API5	1889.4189
APIP	406.6036	APIP	654.9913
APITD1	251.243	APITD1	122.8621
APLF	58.4734	APLF	126.1925
APLNR	394.6078	APLNR	3296.1839
APLN	287.1148	APLN	64.6141
APLP1	20.6583	APLP1	55.941
APLP2	9745.098	APLP2	15375.9757
APOA1BP	1823.5294	APOA1BP	1016.0451
APOB48R	89.2857	APOB48R	91.9341
APOBEC3A	61.9748	removed	removed
APOBEC3B	197.1289	APOBEC3B	12.5759
APOBEC3C	97.3389	APOBEC3C	327.8404
APOBEC3D	46.9188	APOBEC3D	65.4814
APOBEC3F	206.5826	APOBEC3F	86.7303
APOBEC3G	317.577	APOBEC3G	177.3634
APOBEC3H	5.2521	removed	removed
removed	removed	APOB	418.9072
APOC1	576.3305	APOC1	262.7927
APOC2	91.3866	APOC2	19.5143
APOD	276.6106	APOD	14602.7754
APOE	1461.4846	APOE	1486.5568
APOL1	1858.5434	APOL1	1799.6531
APOL2	804.2717	APOL2	885.0824
APOL3	998.5994	APOL3	2151.778
APOL4	147.7591	APOL4	394.1891
APOL6	3498.5994	APOL6	11280.1388
APOLD1	387.9552	APOLD1	10666.0885
APOM	10.5147	APOM	27.32
APOOL	411.4146	APOOL	335.6461
APOO	265.056	APOO	121.4224
APPBP2	2589.2857	APPBP2	1522.1162
APPL1	2212.1814	APPL1	1417.1726
APPL2	1516.1064	APPL2	1288.8118
APP	14253.5014	APP	12582.3938
APRT	1890.7563	APRT	930.1821
APTX	491.5966	APTX	345.6201
AQP11	141.1064	AQP11	63.3131
AQP1	821.4286	AQP1	25830.2428
AQP3	24.1597	AQP3	212.9228
AQP5	7.3529	AQP5	6.0711
removed	removed	AQP7P1	1203.8161
removed	removed	AQP7P3	70.6852
removed	removed	AQP7	5938.4215
AQP9	80.1821	AQP9	102.7754
removed	removed	AQPEP	1098.7901
AQR	1322.8291	AQR	1058.5429
ARAF	1361.3445	ARAF	1337.8144
ARAP1	2076.257	ARAP1	3063.2871
ARAP2	467.7871	ARAP2	178.6644
ARAP3	106.0924	ARAP3	1196.4441
ARCN1	3053.9216	ARCN1	4739.3755
ARC	8.4034	ARC	51.6045
AREG	289.2157	AREG	235.039
ARF1	12479.6919	ARF1	7053.3391
ARF3	4760.1541	ARF3	3473.1136
ARF4	3093.8375	ARF4	3493.4952
ARF5	2462.1674	ARF5	1467.8708
ARF6	4031.8627	ARF6	1856.8951
ARFGAP1	1122.549	ARFGAP1	776.2359
ARFGAP2	957.6331	ARFGAP2	1702.0815
ARFGAP3	739.1457	ARFGAP3	882.4805
ARFGEF1	5701.9328	ARFGEF1	1593.4042
ARFGEF2	3671.5686	ARFGEF2	1958.8031
ARFIP1	1350.8403	ARFIP1	846.4874
ARFIP2	878.1513	ARFIP2	568.5169
ARFRP1	322.479	ARFRP1	559.4102
ARG2	183.9076	ARG2	398.7771
ARGLU1	484.2437	ARGLU1	2126.6262
ARHGAP10	57.7731	ARHGAP10	1068.9506
ARHGAP11A	1647.0588	ARHGAP11A	102.7754
ARHGAP11B	123.5994	ARHGAP11B	11.9471
ARHGAP12	933.8235	ARHGAP12	922.3764
ARHGAP15	26.2605	ARHGAP15	62.0121
ARHGAP17	691.5266	ARHGAP17	1957.0685
ARHGAP18	547.2689	ARHGAP18	725.065
ARHGAP19	568.2773	ARHGAP19	339.1154
ARHGAP1	1699.5798	ARHGAP1	3411.9688
ARHGAP20	28.0112	ARHGAP20	977.4501
ARHGAP21	1726.5406	ARHGAP21	5697.745
ARHGAP22	39.916	ARHGAP22	73.7207
ARHGAP23	424.3697	ARHGAP23	1189.072
ARHGAP24	84.0336	ARHGAP24	781.8734
ARHGAP25	115.1961	ARHGAP25	362.5325
ARHGAP26	299.0196	ARHGAP26	1075.0217
ARHGAP27	240.8964	ARHGAP27	478.7511
ARHGAP28	26.9608	ARHGAP28	667.8231
ARHGAP29	1655.112	ARHGAP29	3498.699
ARHGAP30	330.5322	ARHGAP30	497.8317
ARHGAP31	293.4174	ARHGAP31	3688.2047
ARHGAP32	2261.5546	ARHGAP32	718.9939
ARHGAP33	487.7451	ARHGAP33	103.6427
ARHGAP36	185.9244	removed	removed
ARHGAP39	429.972	ARHGAP39	40.7632
ARHGAP42	35.014	ARHGAP42	451.8647
ARHGAP4	225.4902	ARHGAP4	360.3643
ARHGAP5	2206.2325	ARHGAP5	2265.8283
ARHGAP6	14.7059	ARHGAP6	299.6531
ARHGAP8	474.4433	ARHGAP8	32.8534
ARHGAP9	54.2717	ARHGAP9	107.5455
ARHGDIA	5318.6275	ARHGDIA	4652.6453
ARHGDIB	2253.5014	ARHGDIB	2139.2021
removed	removed	ARHGDIG	88.0963
ARHGEF10L	685.2241	ARHGEF10L	907.1986
ARHGEF10	485.6443	ARHGEF10	1920.2082
ARHGEF11	1957.2829	ARHGEF11	1963.1396
ARHGEF12	5738.0952	ARHGEF12	4854.7268
ARHGEF15	98.3894	ARHGEF15	2506.0711
ARHGEF16	326.3305	ARHGEF16	49.8699
ARHGEF17	2006.3025	ARHGEF17	2111.0147
ARHGEF18	1322.479	ARHGEF18	662.1856
ARHGEF19	521.7087	ARHGEF19	48.1353
ARHGEF1	1382.7031	ARHGEF1	1419.3408
ARHGEF2	987.0448	ARHGEF2	4096.7042
ARHGEF33	6.6527	ARHGEF33	12.1422
ARHGEF35	748.5994	ARHGEF35	325.6722
ARHGEF37	326.6807	ARHGEF37	816.5655
ARHGEF38	34.6639	removed	removed
ARHGEF3	2447.8291	ARHGEF3	782.7407
ARHGEF4	42.3669	ARHGEF4	228.9679
ARHGEF5	618.6975	ARHGEF5	257.1552
ARHGEF6	1821.7787	ARHGEF6	7785.3426
ARHGEF7	435.2241	ARHGEF7	2700.7806
ARHGEF9	507.7031	ARHGEF9	560.7112
ARID1A	4211.1345	ARID1A	2358.6297
ARID1B	2308.4734	ARID1B	2347.3547
ARID2	2193.2773	ARID2	765.8283
ARID3A	91.0364	ARID3A	80.2255
ARID3B	122.549	ARID3B	108.4128
ARID4A	534.6639	ARID4A	917.6062
ARID4B	2965.3326	ARID4B	1115.4033
ARID5A	156.1625	ARID5A	620.5551
ARID5B	1239.1457	ARID5B	4574.1544
ARIH1	1494.0476	ARIH1	1891.1535
ARIH2	1462.8852	ARIH2	1621.856
ARL10	14.7059	ARL10	56.3747
ARL11	23.8095	ARL11	33.8248
ARL13B	286.4146	ARL13B	215.0911
ARL15	149.5098	ARL15	491.327
ARL16	455.8824	ARL16	392.8881
ARL17A	70.5812	ARL17A	74.7225
ARL1	2029.0616	ARL1	1968.3435
ARL2BP	1225.1401	ARL2BP	2055.941
ARL2	667.3669	ARL2	1829.575
ARL3	1163.5154	ARL3	366.4354
ARL4A	203.7815	ARL4A	612.3157
ARL4C	549.3697	ARL4C	486.9905
ARL4D	113.4454	ARL4D	212.4892
ARL5A	822.8291	ARL5A	844.3192
ARL5B	372.1989	ARL5B	394.6227
ARL6IP1	10957.6331	ARL6IP1	4264.961
ARL6IP4	1574.2297	ARL6IP4	1792.281
ARL6IP5	2052.1709	ARL6IP5	5789.6791
ARL6IP6	383.7535	ARL6IP6	205.1171
ARL6	78.4314	ARL6	87.1639
ARL8A	1426.8207	ARL8A	1034.2585
ARL8B	2269.958	ARL8B	2058.5429
ARL9	9.4538	removed	removed
ARMC10	966.0259	ARMC10	577.5108
ARMC1	1329.8319	ARMC1	744.1457
ARMC2	42.0168	ARMC2	52.4718
ARMC3	78.4314	removed	removed
ARMC5	165.6162	ARMC5	196.4441
ARMC6	567.2129	ARMC6	431.4831
ARMC7	181.0224	ARMC7	199.9133
ARMC8	646.3585	ARMC8	861.6652
ARMC9	449.2297	ARMC9	98.4389
ARMCX1	491.5966	ARMCX1	869.4709
ARMCX2	503.8515	ARMCX2	492.6279
ARMCX3	1832.9832	ARMCX3	2016.9124
ARMCX5	285.7143	ARMCX5	187.771
ARMCX6	185.2241	ARMCX6	191.2402
ARNT2	2140.7563	ARNT2	103.6427
ARNTL2	35.7143	ARNTL2	65.0477
ARNTL	175.4202	ARNTL	405.8977
ARNT	1213.5854	ARNT	2245.013
ARPC1A	2666.5301	ARPC1A	2169.2671
ARPC1B	1497.3354	ARPC1B	2189.7962
ARPC2	2678.5714	ARPC2	4301.8213
ARPC3	3151.6106	ARPC3	2252.8187
ARPC4	1859.2052	ARPC4	2320.3946
ARPC5L	650.2101	ARPC5L	421.5091
ARPC5	2757.7031	ARPC5	2380.7459
ARPM1	29.7619	ARPM1	53.7728
ARPP19	4821.0784	ARPP19	6231.1362
ARRB1	899.8599	ARRB1	1408.4996
ARRB2	508.7535	ARRB2	816.1318
ARRDC1	545.8683	ARRDC1	334.3452
ARRDC2	411.4146	ARRDC2	632.6973
ARRDC3	1647.0588	ARRDC3	2720.7285
ARRDC4	191.8768	ARRDC4	930.1821
ARSA	659.3137	ARSA	818.7337
ARSB	259.1036	ARSB	449.6964
ARSD	3389.7059	ARSD	814.8309
ARSE	15.4062	removed	removed
ARSG	546.5686	ARSG	76.3226
ARSI	21.3585	ARSI	6.9384
ARSJ	167.0168	ARSJ	47.7016
ARSK	223.7395	ARSK	150.9107
ART3	6.6527	removed	removed
removed	removed	ART4	6.5048
ARTN	78.7815	removed	removed
ARV1	441.1765	ARV1	276.6696
ARVCF	355.7423	ARVCF	155.2472
AR	825.9804	AR	962.706
AS3MT	310.9244	AS3MT	136.6002
ASAH1	4634.8039	ASAH1	12692.9748
removed	removed	ASAH2B	7.8057
ASAH2	16.1064	removed	removed
ASAM	112.7451	ASAM	4599.3062
ASAP1	1606.4426	ASAP1	1821.7693
ASAP2	1108.8936	ASAP2	1666.0885
ASAP3	567.2269	ASAP3	1142.6713
ASB13	1527.6611	ASB13	406.3313
ASB14	7.7066	ASB14	13.0095
ASB15	31.8627	removed	removed
ASB16	22.8116	ASB16	8.3218
ASB1	322.472	ASB1	814.0416
ASB2	10.1541	ASB2	13.8768
ASB3	266.1064	ASB3	250.6505
ASB4	5.2521	removed	removed
ASB6	684.951	ASB6	491.2056
ASB7	491.2465	ASB7	434.9523
ASB8	899.1597	ASB8	817.8664
ASB9	9.8039	ASB9	82.3938
ASCC1	341.7367	ASCC1	493.9289
ASCC2	1121.4986	ASCC2	1574.588
ASCC3	1672.9692	ASCC3	825.2385
ASCL2	9.4538	ASCL2	6.0711
ASF1A	477.9412	ASF1A	334.7788
ASF1B	1390.4062	ASF1B	38.1613
removed	removed	ASGR1	6.5048
ASH1L	3687.9412	ASH1L	4054.137
ASH2L	1088.9356	ASH2L	1483.5212
ASL	431.0224	ASL	392.8881
ASMTL	638.6555	ASMTL	869.9046
ASNA1	1381.3025	ASNA1	1113.183
ASNSD1	1083.6835	ASNSD1	1088.4649
ASNS	845.9384	ASNS	214.2238
removed	removed	ASPA	287.0772
ASPHD1	14.0056	ASPHD1	5.6375
ASPHD2	71.0784	ASPHD2	39.8959
ASPH	9040.091	ASPH	38475.5768
ASPM	2296.9188	ASPM	23.4172
ASPN	334.3838	ASPN	1027.7537
ASPRV1	27.6961	ASPRV1	111.5525
ASPSCR1	311.2745	ASPSCR1	262.7927
ASRGL1	293.7675	ASRGL1	192.5412
ASS1	34.6639	ASS1	6740.2428
ASTE1	168.9636	ASTE1	158.0182
ASTN1	28.3613	ASTN1	33.3912
ASTN2	216.0364	ASTN2	78.4909
ASXL1	2433.4734	ASXL1	1993.9289
ASXL2	1051.4706	ASXL2	1210.3209
ASXL3	11.2045	ASXL3	58.1093
ATAD1	1261.5546	ATAD1	1029.4883
ATAD2B	748.5994	ATAD2B	270.1648
ATAD2	4613.7955	ATAD2	336.0798
ATAD3A	350.4902	ATAD3A	325.6722
ATAD3B	158.2633	ATAD3B	129.2281
ATAD3C	24.8599	ATAD3C	11.2749
ATAD5	978.2913	ATAD5	23.4172
ATE1	399.8599	ATE1	407.1986
ATF1	450.9804	ATF1	404.1631
ATF2	872.549	ATF2	715.0911
ATF3	379.2017	ATF3	3070.6852
ATF4	5019.2577	ATF4	8028.621
ATF5	1477.465	ATF5	956.2012
ATF6B	2095.8648	ATF6B	1621.4224
ATF6	1959.0336	ATF6	1481.353
ATF7IP2	48.3193	ATF7IP2	84.562
ATF7IP	2089.2857	ATF7IP	1746.7476
ATF7	1378.8515	ATF7	3004.1284
ATG10	49.0196	ATG10	101.9081
ATG12	484.944	ATG12	665.2212
ATG16L1	714.986	ATG16L1	463.5733
ATG16L2	501.7367	ATG16L2	244.1804
ATG2A	427.8711	ATG2A	637.9011
ATG2B	1129.2017	ATG2B	1276.6696
ATG3	640.056	ATG3	673.0269
ATG4A	334.3838	ATG4A	380.3122
ATG4B	650.9104	ATG4B	655.2472
ATG4C	282.9132	ATG4C	300.5204
ATG4D	410.9034	ATG4D	146.791
ATG5	964.6359	ATG5	792.7147
ATG7	445.3852	ATG7	729.1717
ATG9A	1235.7493	ATG9A	2053.7424
ATG9B	5.3011	ATG9B	9.8959
ATHL1	425.4202	ATHL1	287.9445
ATIC	1958.6835	ATIC	1015.6114
ATL1	95.5882	ATL1	206.8517
ATL2	1378.5014	ATL2	766.6956
ATL3	474.4398	ATL3	1261.4918
ATMIN	2339.2857	ATMIN	1816.1318
ATM	1100.8403	ATM	1447.5282
ATN1	4134.8039	ATN1	6711.1882
ATOH8	7.0028	ATOH8	1153.5126
ATOX1	589.2857	ATOX1	634.8656
ATP10A	292.0168	ATP10A	460.9714
ATP10D	417.7171	ATP10D	704.6834
ATP11A	99.7899	ATP11A	933.6513
ATP11B	1161.4146	ATP11B	1874.2411
ATP11C	1001.0504	ATP11C	856.8951
ATP13A1	1551.8207	ATP13A1	710.3209
ATP13A2	1606.4426	ATP13A2	650.477
ATP13A3	2296.9188	ATP13A3	3114.0503
ATP1A1	10851.18	ATP1A1	5275.7676
removed	removed	ATP1A2	7269.2975
ATP1A3	11.5546	removed	removed
ATP1A4	17.8571	removed	removed
ATP1B1	5701.6912	ATP1B1	439.7918
ATP1B2	13.6555	ATP1B2	208.5863
ATP1B3	739.1457	ATP1B3	1474.8482
ATP2A1	7.7031	ATP2A1	10.4076
ATP2A2	9589.986	ATP2A2	4696.8777
ATP2A3	389.3557	ATP2A3	496.9644
ATP2B1	1379.902	ATP2B1	946.2272
ATP2B2	12.9552	ATP2B2	16.0451
ATP2B4	4553.9216	ATP2B4	16212.4892
ATP2C1	3517.3109	ATP2C1	2450.8283
ATP2C2	176.4706	removed	removed
ATP5A1	9116.2465	ATP5A1	8585.863
ATP5B	9808.4734	ATP5B	10425.8456
ATP5C1	2101.5406	ATP5C1	2328.7077
ATP5D	544.4678	ATP5D	604.51
ATP5EP2	26.6106	ATP5EP2	20.8153
ATP5E	2968.8375	ATP5E	3507.3721
ATP5F1	1380.9524	ATP5F1	1892.0208
ATP5G1	418.0672	ATP5G1	472.68
ATP5G2	4027.3109	ATP5G2	2706.8517
ATP5G3	1952.7311	ATP5G3	3459.2368
ATP5H	1165.9664	ATP5H	1913.7034
ATP5I	776.2605	ATP5I	984.5533
ATP5J2	901.5791	ATP5J2	663.4866
ATP5J	1078.3999	ATP5J	1772.9965
ATP5L	1278.3613	ATP5L	2340.85
ATP5O	1745.098	ATP5O	2803.5559
ATP5SL	1002.8011	ATP5SL	598.0052
ATP5S	61.2745	ATP5S	128.3608
ATP6AP1L	47.9692	ATP6AP1L	49.8699
ATP6AP1	4952.381	ATP6AP1	2228.5343
ATP6AP2	3768.2073	ATP6AP2	3908.0659
ATP6V0A1	1196.7787	ATP6V0A1	1248.9159
ATP6V0A2	801.8207	ATP6V0A2	470.9454
ATP6V0B	1921.2185	ATP6V0B	888.9853
ATP6V0C	1181.3725	ATP6V0C	1337.8144
ATP6V0D1	1314.7759	ATP6V0D1	1542.4978
ATP6V0D2	19.2577	ATP6V0D2	20.8153
ATP6V0E1	1666.3165	ATP6V0E1	3192.9748
ATP6V0E2	925.035	ATP6V0E2	880.9237
ATP6V1A	2338.5854	ATP6V1A	1587.1639
ATP6V1B1	104.3417	ATP6V1B1	14.3105
ATP6V1B2	1724.0896	ATP6V1B2	2179.5317
ATP6V1C1	2724.7899	ATP6V1C1	1541.1969
ATP6V1C2	36.8978	ATP6V1C2	96.7997
ATP6V1D	885.8543	ATP6V1D	997.3981
ATP6V1E1	1447.8291	ATP6V1E1	2464.8742
ATP6V1E2	37.1148	ATP6V1E2	51.1709
ATP6V1F	1228.9776	ATP6V1F	1358.1743
ATP6V1G1	1573.1793	ATP6V1G1	796.1839
ATP6V1G2	11.5546	ATP6V1G2	17.3461
ATP6V1H	1063.7255	ATP6V1H	990.8933
ATP7A	773.1092	ATP7A	607.9792
ATP7B	255.6022	ATP7B	245.4467
ATP8A1	80.8824	ATP8A1	1013.4432
ATP8A2	32.563	ATP8A2	13.4432
ATP8B1	2307.9937	ATP8B1	571.4137
ATP8B2	447.8291	ATP8B2	1272.333
ATP8B3	94.888	ATP8B3	16.4788
ATP8B4	39.2157	ATP8B4	385.516
ATP8B5P	23.1092	ATP8B5P	32.0902
ATP9A	4134.4538	ATP9A	11260.1908
ATP9B	466.7367	ATP9B	475.2819
ATPAF1	1260.3046	ATPAF1	1799.3365
ATPAF2	93.4874	ATPAF2	207.719
ATPBD4	142.507	ATPBD4	88.0312
ATPIF1	1023.1092	ATPIF1	477.4501
ATRIP	470.9769	ATRIP	183.5559
ATRNL1	1840.3361	ATRNL1	25.5854
ATRN	3422.619	ATRN	2165.6548
ATRX	3261.5546	ATRX	2964.0069
ATR	1093.8375	ATR	903.7294
ATXN10	2251.7507	ATXN10	1166.9558
ATXN1L	1743.3473	ATXN1L	2890.5724
ATXN1	1247.1989	ATXN1	1244.1457
ATXN2L	2811.2745	ATXN2L	1783.608
ATXN2	1233.5434	ATXN2	1071.5525
ATXN3	448.5294	ATXN3	602.3417
ATXN7L1	237.7451	ATXN7L1	261.4918
ATXN7L2	68.2773	ATXN7L2	46.8343
ATXN7L3B	3793.4174	ATXN7L3B	2189.9393
ATXN7L3	1708.3333	ATXN7L3	1139.2021
ATXN7	939.0756	ATXN7	657.8491
AUH	176.8207	AUH	328.2741
AUP1	2082.8221	AUP1	1742.9618
AURKAIP1	519.958	AURKAIP1	832.6106
AURKAPS1	22.0588	removed	removed
AURKA	1104.6919	AURKA	58.1093
AURKB	199.93	removed	removed
AUTS2	2251.7507	AUTS2	728.5343
AVEN	127.1008	AVEN	276.2359
AVIL	46.5686	AVIL	22.5499
AVL9	931.7227	AVL9	308.3261
AVPI1	54.6218	AVPI1	914.137
AVPR1A	15.4062	AVPR1A	362.5325
removed	removed	AVPR2	303.1223
AXIN1	728.9916	AXIN1	470.0781
AXIN2	185.2241	AXIN2	331.8474
AXL	679.6218	AXL	2204.2498
AZGP1	15020.3081	AZGP1	1058.9766
AZI1	304.2717	AZI1	107.1119
AZI2	914.916	AZI2	1652.6453
AZIN1	8018.2073	AZIN1	3793.582
AZU1	13.3053	removed	removed
B2M	45612.7451	B2M	37668.6904
B3GALNT1	544.8179	B3GALNT1	179.5317
B3GALNT2	1828.4664	B3GALNT2	701.4657
removed	removed	B3GALT2	18.647
B3GALT4	233.5434	B3GALT4	331.7433
B3GALT5	147.409	removed	removed
B3GALT6	311.9748	B3GALT6	293.1483
B3GALTL	196.0784	B3GALTL	304.4232
removed	removed	B3GAT1	7.8057
B3GAT2	6.7857	B3GAT2	12.6626
B3GAT3	543.0672	B3GAT3	359.497
B3GNT1	627.451	B3GNT1	859.0633
B3GNT2	1148.1092	B3GNT2	619.2541
B3GNT5	32.9132	B3GNT5	583.6947
B3GNT7	67.577	B3GNT7	62.4458
B3GNT8	50.4202	B3GNT8	65.0477
B3GNT9	163.2773	B3GNT9	219.2411
B3GNTL1	43.862	B3GNTL1	37.4068
B4GALNT1	10.8543	B4GALNT1	28.7164
B4GALNT3	204.8319	B4GALNT3	13.8768
B4GALNT4	771.0084	B4GALNT4	5.2038
B4GALT1	5283.2633	B4GALT1	2455.3339
B4GALT2	1213.5854	B4GALT2	1343.4519
B4GALT3	871.8487	B4GALT3	513.8768
B4GALT4	378.1513	B4GALT4	411.9688
B4GALT5	2192.9272	B4GALT5	2176.0624
B4GALT6	118.6975	B4GALT6	196.0104
B4GALT7	326.6807	B4GALT7	386.3833
B9D1	205.5392	B9D1	60.3252
B9D2	88.5854	B9D2	47.7016
BAALC	12.9552	BAALC	284.0416
BACE1	733.5434	BACE1	2069.3842
BACE2	1215.3361	BACE2	809.6271
BACH1	615.5462	BACH1	676.0624
BACH2	29.7619	BACH2	94.1023
BAD	261.3025	BAD	730.2602
BAG1	1018.4384	BAG1	1117.4371
BAG2	68.6275	BAG2	185.1691
BAG3	2184.1737	BAG3	2327.4068
BAG4	258.0532	BAG4	364.2671
BAG5	1346.9888	BAG5	1646.5742
BAGE2	10.9454	removed	removed
BAHCC1	712.1849	BAHCC1	578.0572
BAHD1	545.8683	BAHD1	681.2663
BAI1	7.0028	BAI1	12.5759
BAI2	162.465	BAI2	136.6002
removed	removed	BAI3	16.9124
BAIAP2L1	929.6218	BAIAP2L1	177.2203
BAIAP2L2	5.2521	BAIAP2L2	22.1162
BAIAP2	623.5994	BAIAP2	356.0278
BAIAP3	290.5077	BAIAP3	98.5082
BAK1	410.014	BAK1	267.9965
BAMBI	665.6162	BAMBI	157.4154
BANF1	1632.7031	BANF1	1055.5074
BANK1	11.5546	BANK1	597.1379
BANP	213.5854	BANP	176.0624
BAP1	1896.7087	BAP1	1851.2576
BARD1	383.7535	BARD1	29.0546
BARX2	128.1513	removed	removed
BASP1	236.3445	BASP1	333.4779
BAT1	4411.4146	BAT1	3655.6808
BAT2L1	6302.7661	BAT2L1	6783.4128
BAT2L2	7001.4006	BAT2L2	4545.0997
BAT2	8666.6667	BAT2	4967.9098
BAT3	3362.7346	BAT3	3869.4709
BAT4	381.3095	BAT4	318.7337
BAT5	790.6162	BAT5	732.0035
BATF2	227.2409	BATF2	57.242
BATF3	11.5546	BATF3	27.32
BATF	140.056	BATF	18.647
BAX	646.0084	BAX	239.3755
BAZ1A	1610.9944	BAZ1A	797.9185
BAZ1B	5256.3025	BAZ1B	2686.0364
BAZ2A	3626.8522	BAZ2A	3295.1865
BAZ2B	1404.8494	BAZ2B	1107.784
BBC3	234.2437	BBC3	52.4718
removed	removed	BBOX1	16.4788
BBS10	563.3754	BBS10	608.4128
BBS12	138.6555	BBS12	184.3018
BBS1	1487.5315	BBS1	668.2567
BBS2	906.1625	BBS2	1006.5048
BBS4	511.2045	BBS4	364.2671
BBS5	210.1576	BBS5	237.4371
BBS7	254.902	BBS7	347.3547
BBS9	246.1485	BBS9	363.3998
BBX	3009.1036	BBX	2221.5958
BCAM	4783.6134	BCAM	2947.0945
BCAP29	996.4986	BCAP29	2137.4675
BCAP31	3312.6751	BCAP31	7896.791
BCAR1	928.5714	BCAR1	874.6748
BCAR3	498.2493	BCAR3	975.2819
BCAS1	111.6947	BCAS1	14.7441
BCAS2	541.6141	BCAS2	542.8708
BCAS3	823.1793	BCAS3	720.7285
BCAS4	569.3277	BCAS4	613.6167
BCAT1	197.479	BCAT1	717.2593
BCAT2	674.3697	BCAT2	427.5802
BCCIP	1271.5931	BCCIP	684.4449
BCDIN3D	253.6204	BCDIN3D	132.4761
BCHE	36.7647	BCHE	137.4675
BCKDHA	940.1261	BCKDHA	839.9827
BCKDHB	282.2129	BCKDHB	447.0945
BCKDK	857.1429	BCKDK	809.6271
BCL10	324.5798	BCL10	345.1865
BCL11B	33.6134	BCL11B	22.9835
BCL2A1	58.4734	BCL2A1	53.3391
BCL2L11	1933.4734	BCL2L11	435.3859
BCL2L12	324.5798	BCL2L12	102.5325
BCL2L13	1859.2437	BCL2L13	2427.1466
BCL2L14	14.3557	removed	removed
BCL2L15	5.6022	removed	removed
BCL2L1	1824.5798	BCL2L1	1556.8083
BCL2L2	842.0553	BCL2L2	3823.8552
BCL2	4535.7143	BCL2	2154.3799
BCL3	1146.3585	BCL3	478.3174
BCL6B	85.4342	BCL6B	947.0945
BCL6	903.0112	BCL6	3538.595
BCL7A	706.5826	BCL7A	324.3712
BCL7B	868.6975	BCL7B	1649.6097
BCL7C	280.4447	BCL7C	434.085
removed	removed	BCL8	6.0711
BCL9L	1815.1261	BCL9L	3354.2931
BCL9	1883.7535	BCL9	516.0451
BCLAF1	3697.479	BCLAF1	2786.6435
removed	removed	BCMO1	5.2038
removed	removed	BCO2	9.5403
BCORL1	722.6891	BCORL1	654.8135
BCOR	1948.8796	BCOR	703.3825
BCR	1820.028	BCR	2463.1396
BCS1L	316.2115	BCS1L	266.2619
BDH1	180.6723	BDH1	75.0217
