gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
C9orf156	232.5827	C9orf156	240.6958
C9orf163	9.5004	removed	removed
C9orf167	33.779	C9orf167	123.3819
C9orf169	16.2738	removed	removed
C9orf16	296.6221	C9orf16	279.1262
C9orf172	19.7044	removed	removed
C9orf21	51.7241	C9orf21	283.9806
C9orf23	122.8008	C9orf23	166.6667
removed	removed	C9orf24	7.2816
C9orf25	203.3779	C9orf25	489.4822
C9orf30	174.7185	C9orf30	206.8244
C9orf37	64.0394	C9orf37	87.7832
C9orf3	195.2991	C9orf3	368.2727
C9orf40	69.3174	C9orf40	195.7929
C9orf41	418.0155	C9orf41	176.3754
C9orf43	28.5011	C9orf43	7.2816
C9orf45	263.1949	C9orf45	109.6278
C9orf46	186.1365	C9orf46	263.754
C9orf47	8.8353	C9orf47	10.1335
C9orf5	2468.684	C9orf5	4972.0874
C9orf64	685.0809	C9orf64	439.3204
removed	removed	C9orf66	24.3204
C9orf68	34.1309	C9orf68	40.0485
C9orf69	501.7593	C9orf69	484.6278
C9orf6	459.8874	C9orf6	424.3528
C9orf72	250.1759	C9orf72	332.1197
C9orf78	1091.133	C9orf78	1201.0518
C9orf7	528.5011	C9orf7	137.1359
C9orf80	476.4251	C9orf80	235.4369
C9orf82	306.4743	C9orf82	295.712
C9orf85	119.9859	C9orf85	199.8382
C9orf86	1520.4082	C9orf86	1017.3948
C9orf89	80.9289	C9orf89	86.5696
C9orf91	1358.9022	C9orf91	643.6084
C9orf93	48.5574	C9orf93	84.1424
C9orf95	241.7312	C9orf95	575.6472
removed	removed	C9orf96	7.6861
C9orf98	72.836	C9orf98	19.822
C9orf9	118.5785	C9orf9	137.5405
C9	41.8719	removed	removed
CA11	15.1302	CA11	122.1683
CA12	14724.4898	CA12	1376.2136
CA13	42.2238	CA13	70.4126
CA14	12.3153	removed	removed
CA2	285.7143	CA2	87.7832
removed	removed	CA3	81.2864
removed	removed	CA4	576.0518
CA5BP	88.3181	CA5BP	129.8544
CA5B	160.1759	CA5B	585.9264
removed	removed	CA6	12.5405
CA8	279.0289	CA8	166.2621
CAB39L	1449.6833	CAB39L	2292.8803
CAB39	2202.3223	CAB39	3078.8835
CABC1	2678.2336	CABC1	2996.6667
CABIN1	2201.2667	CABIN1	1046.1165
CABLES1	901.4778	CABLES1	1347.0874
CABLES2	424.349	CABLES2	87.7832
removed	removed	CABP1	23.0583
CABP4	94.5179	CABP4	19.822
CABYR	197.7481	CABYR	44.9029
CACHD1	162.9134	CACHD1	1385.1133
CACNA1A	5.6298	CACNA1A	24.2718
CACNA1B	127.727	removed	removed
CACNA1C	146.7277	CACNA1C	389.9676
CACNA1D	336.7347	CACNA1D	44.0939
CACNA1E	181.5623	removed	removed
removed	removed	CACNA1G	22.6537
CACNA1H	4624.3455	CACNA1H	180.4207
CACNA1I	416.9599	removed	removed
CACNA2D1	73.1879	CACNA2D1	1279.5307
CACNA2D2	609.0781	CACNA2D2	57.0388
CACNA2D3	9.5004	CACNA2D3	17.7994
CACNA2D4	16.1858	CACNA2D4	105.5825
CACNB1	262.1393	CACNB1	69.9838
CACNB2	9.5004	CACNB2	97.0874
CACNB3	626.6714	CACNB3	149.2718
CACNB4	17.9451	CACNB4	134.7087
CACNG4	56.6502	CACNG4	78.8835
CACYBP	3859.254	CACYBP	1212.7832
CADM1	811.4004	CADM1	387.5405
CADM2	11.2597	CADM2	86.9741
CADM3	18.1457	CADM3	939.2638
CADM4	162.2097	CADM4	259.3042
CADPS2	1097.1147	CADPS2	1032.3625
CAD	1401.126	CAD	853.5599
CALB2	6.6854	CALB2	2038.4304
CALCOCO1	1473.962	CALCOCO1	3614.4822
CALCOCO2	9426.1084	CALCOCO2	5077.2654
CALCRL	717.8044	CALCRL	1637.945
CALCR	82.6882	CALCR	61.8932
CALD1	3655.8761	CALD1	19391.1812
CALHM2	421.1823	CALHM2	1032.767
CALM1	4825.8269	CALM1	14021.0356
CALM2	9817.3821	CALM2	11371.3592
CALM3	2371.9212	CALM3	3667.8803
CALML3	16.5376	CALML3	29.5307
CALML4	217.1006	CALML4	379.4498
CALML5	50.3167	CALML5	57.0388
removed	removed	CALN1	24.6764
CALR	16041.1682	CALR	9159.3851
CALU	4060.1689	CALU	5953.8835
CAMK1D	61.2245	CAMK1D	235.0324
CAMK1	92.1569	CAMK1	664.9798
CAMK2B	12.3153	removed	removed
CAMK2D	330.4011	CAMK2D	1451.8608
CAMK2G	1917.3118	CAMK2G	944.5793
CAMK2N1	1225.1935	CAMK2N1	775.0809
CAMK2N2	20.4082	removed	removed
CAMK4	9.8522	CAMK4	8.0906
CAMKK1	89.0218	CAMKK1	164.2395
CAMKK2	1714.6376	CAMKK2	2327.2654
CAMLG	1131.9493	CAMLG	1074.4337
CAMSAP1L1	6921.5341	CAMSAP1L1	2117.3139
CAMSAP1	903.589	CAMSAP1	833.7379
CAMTA1	576.0028	CAMTA1	431.2298
CAMTA2	796.2702	CAMTA2	1050.5663
CAND1	5065.095	CAND1	2987.8641
CAND2	46.798	CAND2	98.7055
CANT1	9471.4989	CANT1	827.6699
CANX	24117.171	CANX	18713.9968
CAP1	19332.8642	CAP1	8237.4595
CAP2	675.2287	CAP2	1430.0162
CAPG	194.5813	CAPG	903.3172
CAPN10	128.86	CAPN10	92.233
CAPN11	64.0394	CAPN11	76.0518
CAPN12	25.3272	CAPN12	51.4968
CAPN13	1059.1133	CAPN13	15.3722
CAPN14	8.0929	removed	removed
CAPN1	1771.6397	CAPN1	2187.2977
CAPN2	4627.3751	CAPN2	7773.4628
CAPN3	8.1633	CAPN3	120.8536
CAPN5	145.3202	CAPN5	362.055
CAPN6	25.6861	CAPN6	96.6828
CAPN7	1441.5904	CAPN7	1095.8738
CAPN8	875.4398	CAPN8	35.1942
CAPN9	762.8431	removed	removed
CAPNS1	1961.9986	CAPNS1	6472.8964
CAPRIN1	10711.8227	CAPRIN1	6830.5016
CAPRIN2	213.582	CAPRIN2	483.8188
CAPS2	90.7811	CAPS2	104.3689
CAPS	1145.3202	CAPS	53.3981
CAPZA1	3771.9916	CAPZA1	2942.1521
CAPZA2	2890.57	CAPZA2	3741.9094
CAPZB	2218.5081	CAPZB	4154.9353
CARD10	671.8086	CARD10	433.2524
CARD11	11.2597	CARD11	49.7573
CARD14	306.8262	CARD14	22.2492
CARD16	17.9451	CARD16	177.9935
CARD6	109.43	CARD6	867.7184
CARD8	344.4757	CARD8	920.3074
CARD9	7.3892	CARD9	21.8447
CARHSP1	1027.5897	CARHSP1	1221.3956
CARKD	933.8494	CARKD	834.9515
CARM1	717.1006	CARM1	591.8285
CARNS1	7.3892	CARNS1	21.8447
CARS2	341.7417	CARS2	442.3746
CARS	1400.7741	CARS	891.9903
CASC1	23.9268	CASC1	15.7767
CASC2	43.9831	CASC2	80.9061
CASC3	5763.8987	CASC3	3525.0809
removed	removed	CASC4	4093.4466
CASC5	416.9599	CASC5	16.9903
CASD1	788.1773	CASD1	794.0939
CASKIN2	681.126	CASKIN2	942.2047
CASK	1705.1372	CASK	954.288
CASP10	591.4849	CASP10	616.9094
removed	removed	CASP12	7.2816
CASP1	66.8543	CASP1	488.2686
CASP2	1181.9141	CASP2	828.8835
CASP3	1775.5102	CASP3	519.0129
CASP4	491.5552	CASP4	811.0841
CASP6	587.9662	CASP6	215.6149
CASP7	518.297	CASP7	769.822
CASP8AP2	489.4441	CASP8AP2	755.2589
CASP8	829.3455	CASP8	646.4401
CASP9	290.6404	CASP9	167.4757
removed	removed	CASQ1	20.6311
CASQ2	39.4089	CASQ2	343.4466
CASS4	6.6854	CASS4	39.644
CAST	4163.9268	CAST	8924.6845
CASZ1	1942.9979	CASZ1	259.3042
CATSPER2P1	13.779	CATSPER2P1	15.4045
removed	removed	CATSPER2	21.4401
CATSPER3	5.6545	removed	removed
CATSPERB	6.6854	CATSPERB	6.4725
removed	removed	CATSPERG	10.5178
CAT	1939.4792	CAT	11853.5599
CAV1	902.1816	CAV1	29879.8544
CAV2	293.4553	CAV2	6508.8997
CBARA1	3706.1928	CBARA1	1285.5987
CBFA2T2	869.4581	CBFA2T2	677.589
CBFA2T3	432.4419	CBFA2T3	245.1456
CBFB	822.6601	CBFB	764.9676
CBLB	653.0612	CBLB	1158.5761
CBLC	313.5116	CBLC	20.2265
CBLL1	808.9374	CBLL1	826.0518
CBLN1	23.5749	CBLN1	111.246
CBLN3	111.893	CBLN3	118.5275
CBLN4	8.4448	CBLN4	100.7282
CBL	701.6186	CBL	1706.7152
CBR1	1290.5313	CBR1	770.5461
CBR3	58.0577	CBR3	450.6472
CBR4	1079.1766	CBR4	557.0388
CBS	905.7002	CBS	42.8803
CBWD1	678.3955	CBWD1	802.9935
CBWD2	545.7424	CBWD2	387.5405
CBWD3	116.0556	CBWD3	58.1594
CBWD6	38.3533	CBWD6	130.2589
CBX1	2519.7044	CBX1	1421.521
CBX2	645.3202	CBX2	70.7929
CBX3	6797.3258	CBX3	2175.5663
CBX4	1667.8395	CBX4	185.2751
CBX5	7134.0605	CBX5	3386.7314
CBX6	476.7769	CBX6	604.3689
CBX7	586.2069	CBX7	2100.3236
CBX8	275.1583	CBX8	40.0485
CBY1	375.8902	CBY1	570.1739
CC2D1A	659.3948	CC2D1A	489.8867
CC2D1B	815.2709	CC2D1B	641.1812
CC2D2A	237.5088	CC2D2A	714.8058
removed	removed	CC2D2B	6.068
CCAR1	2409.2189	CCAR1	1244.3366
removed	removed	CCBE1	108.8188
CCBL1	181.2104	CCBL1	59.0615
CCBL2	353.8811	CCBL2	698.2241
CCBP2	16.5376	CCBP2	214.8058
CCDC101	237.1569	CCDC101	233.4142
CCDC102A	30.9641	CCDC102A	139.1586
CCDC102B	62.6319	CCDC102B	95.0647
CCDC103	191.0626	CCDC103	63.9159
CCDC104	960.2393	CCDC104	682.4434
CCDC106	88.67	CCDC106	161.0032
CCDC107	117.9381	CCDC107	922.9854
CCDC108	10.5559	removed	removed
CCDC109A	1780.4363	CCDC109A	618.123
CCDC109B	79.1696	CCDC109B	411.4078
CCDC110	46.4462	CCDC110	31.1489
CCDC111	285.4152	CCDC111	293.4102
CCDC112	381.7734	CCDC112	248.7864
CCDC113	534.4863	CCDC113	241.1003
CCDC114	17.5932	removed	removed
CCDC115	929.2752	CCDC115	786.8123
CCDC117	3223.7861	CCDC117	1106.3916
CCDC11	64.3913	CCDC11	9.7087
CCDC120	237.8607	CCDC120	105.9871
CCDC121	258.9726	CCDC121	224.9191
CCDC122	88.3181	CCDC122	51.3754
CCDC123	146.3758	CCDC123	282.3625
CCDC124	530.9641	CCDC124	480.5825
CCDC125	612.5968	CCDC125	317.9612
CCDC126	686.4884	CCDC126	182.4434
CCDC127	775.1583	CCDC127	416.6667
removed	removed	CCDC129	17.3948
CCDC12	167.8395	CCDC12	243.5275
CCDC130	181.9141	CCDC130	174.3528
CCDC132	726.2491	CCDC132	640.3722
CCDC134	79.5215	CCDC134	36.8123
CCDC136	49.6129	CCDC136	94.6602
CCDC137	529.9085	CCDC137	207.1197
CCDC138	95.7072	CCDC138	29.1262
removed	removed	CCDC13	9.7087
removed	removed	CCDC141	57.4434
CCDC142	155.1724	CCDC142	94.6602
removed	removed	CCDC144A	56.5372
removed	removed	CCDC144B	81.7395
CCDC146	88.67	CCDC146	253.6408
removed	removed	CCDC147	21.4401
CCDC148	49.2611	CCDC148	6.877
CCDC149	248.7685	CCDC149	583.7379
CCDC14	836.3828	CCDC14	698.6246
CCDC150	20.0563	CCDC150	7.6861
CCDC152	28.9444	CCDC152	374.3042
CCDC153	34.1309	removed	removed
CCDC154	15.4821	removed	removed
CCDC157	41.2104	removed	removed
removed	removed	CCDC158	74.4337
CCDC159	258.9726	CCDC159	114.4822
CCDC15	60.1689	CCDC15	67.5566
CCDC160	56.6502	CCDC160	20.2265
CCDC163P	25.3343	CCDC163P	20.6311
removed	removed	CCDC17	7.6861
CCDC18	57.7199	CCDC18	85.7686
CCDC19	180.8586	CCDC19	8.8997
CCDC21	443.3498	CCDC21	161.0032
CCDC22	392.5229	CCDC22	271.3794
CCDC23	355.0317	CCDC23	325.2427
CCDC24	127.0654	CCDC24	39.0898
CCDC25	919.7748	CCDC25	1362.4595
CCDC28A	339.1977	CCDC28A	500.4045
CCDC28B	39.4089	CCDC28B	25.89
CCDC30	95.0035	CCDC30	74.4337
CCDC34	438.0718	CCDC34	235.8414
removed	removed	CCDC36	83.7379
CCDC39	20.4082	CCDC39	31.6909
CCDC3	132.3012	CCDC3	6460.7605
CCDC40	131.9493	CCDC40	101.1327
CCDC41	369.81	CCDC41	165.0485
CCDC43	1544.335	CCDC43	444.1748
CCDC45	544.6868	CCDC45	395.2265
CCDC46	71.7277	CCDC46	599.11
CCDC47	6561.5764	CCDC47	3313.9159
CCDC48	71.0767	CCDC48	43.2848
CCDC50	1286.418	CCDC50	5442.1521
CCDC51	146.3758	CCDC51	220.8738
CCDC52	690.007	CCDC52	262.945
CCDC53	350.8093	CCDC53	622.9773
CCDC55	1446.1647	CCDC55	1032.767
CCDC56	1495.102	CCDC56	544.5631
CCDC57	467.6284	CCDC57	175.1618
CCDC58	262.4912	CCDC58	120.1456
CCDC59	459.5355	CCDC59	404.9353
CCDC60	7.741	removed	removed
CCDC61	34.4828	CCDC61	68.7702
removed	removed	CCDC62	7.2816
CCDC64B	673.4694	CCDC64B	48.1392
CCDC64	698.4518	CCDC64	12.945
removed	removed	CCDC65	5.2589
CCDC66	161.133	CCDC66	343.5194
CCDC68	7.0373	CCDC68	139.1586
CCDC69	586.9106	CCDC69	6825.2427
CCDC6	5045.0387	CCDC6	2307.0388
CCDC71	248.4166	CCDC71	242.3139
CCDC72	727.3047	CCDC72	762.5405
CCDC73	15.1654	CCDC73	40.9587
CCDC74A	447.924	CCDC74A	53.8026
CCDC74B	207.9521	CCDC74B	39.644
CCDC75	203.3779	CCDC75	396.4401
CCDC76	141.0626	CCDC76	268.1189
CCDC77	234.6939	CCDC77	192.5566
CCDC78	53.4835	removed	removed
CCDC7	52.0232	CCDC7	35.9183
CCDC80	1333.216	CCDC80	37968.8511
removed	removed	CCDC81	9.7087
CCDC82	119.2822	CCDC82	916.2621
CCDC83	9.5004	removed	removed
CCDC84	35.5384	CCDC84	91.8285
CCDC85A	24.2787	CCDC85A	559.7937
CCDC85B	48.5574	CCDC85B	102.7508
CCDC85C	432.0303	CCDC85C	242.1319
CCDC86	246.2949	CCDC86	429.5591
CCDC87	136.5236	CCDC87	7.2816
CCDC88A	908.1633	CCDC88A	1507.2816
CCDC88B	38.7051	CCDC88B	133.8997
CCDC88C	2738.2125	CCDC88C	506.877
CCDC89	9.1485	CCDC89	43.6893
CCDC8	139.3385	CCDC8	436.0841
CCDC90A	1002.4631	CCDC90A	586.5696
CCDC90B	471.1436	CCDC90B	784.7654
CCDC91	864.532	CCDC91	632.6861
CCDC92	492.9627	CCDC92	984.2233
CCDC93	973.6101	CCDC93	1486.6505
CCDC94	332.1605	CCDC94	157.3625
CCDC96	87.2625	CCDC96	41.6667
CCDC97	462.7023	CCDC97	642.3948
CCDC99	439.4792	CCDC99	170.712
CCDC9	173.1175	CCDC9	226.5372
CCHCR1	572.1323	CCHCR1	207.9288
CCIN	7.0373	CCIN	6.4725
CCL13	5.6298	CCL13	308.657
CCL14	96.7593	CCL14	2931.5898
CCL15	15.8339	removed	removed
removed	removed	CCL16	14.1586
removed	removed	CCL17	13.3495
CCL18	8.7966	CCL18	680.0162
CCL19	34.4828	CCL19	220.0647
CCL20	17.9451	removed	removed
CCL21	24.2787	CCL21	722.8964
CCL22	7.0373	CCL22	83.3333
removed	removed	CCL23	10.1133
removed	removed	CCL24	10.1133
removed	removed	CCL26	9.7087
CCL28	1710.0633	CCL28	356.3916
CCL2	73.5398	CCL2	489.8867
CCL3L1	85.4609	removed	removed
removed	removed	CCL3L3	11.0316
removed	removed	CCL3	36.4078
CCL4L2	6.6854	CCL4L2	25.89
CCL4	8.0929	CCL4	36.0032
CCL5	131.9493	CCL5	323.2201
CCL8	6.6854	CCL8	112.4595
CCM2	352.5686	CCM2	834.5469
removed	removed	CCNA1	12.1359
CCNA2	657.7023	CCNA2	56.8972
CCNB1IP1	359.6059	CCNB1IP1	417.0712
CCNB1	1130.5419	CCNB1	100.3236
CCNB2	404.9965	CCNB2	16.5858
CCNB3	50.3167	CCNB3	23.4628
CCNC	3703.3779	CCNC	1167.8803
CCND1	19263.0683	CCND1	6859.822
CCND2	547.5018	CCND2	2656.9579
CCND3	735.0457	CCND3	1280.3398
CCNDBP1	1210.0633	CCNDBP1	1664.644
CCNE1	119.9859	CCNE1	21.0356
CCNE2	513.019	CCNE2	23.4628
CCNF	639.3385	CCNF	97.4919
CCNG1	2105.5595	CCNG1	3057.0388
CCNG2	3412.7375	CCNG2	2865.2913
CCNH	802.6073	CCNH	713.4466
CCNI2	153.4799	removed	removed
CCNI	6826.8825	CCNI	7453.8835
CCNJL	13.7227	CCNJL	61.0841
CCNJ	126.6714	CCNJ	202.6699
CCNK	658.399	CCNK	764.7451
CCNL1	491.9071	CCNL1	862.8641
CCNL2	2897.6073	CCNL2	1299.7573
CCNT1	624.912	CCNT1	322.0065
CCNT2	1507.741	CCNT2	927.589
CCNYL1	292.7516	CCNYL1	915.8576
CCNY	1856.4391	CCNY	2395.2265
CCPG1	3128.107	CCPG1	5454.2112
removed	removed	CCR10	10.5178
CCR1	34.4828	CCR1	502.4272
CCR2	29.2048	CCR2	137.5405
CCR4	15.1302	CCR4	12.945
CCR5	48.9092	CCR5	160.1942
CCR6	49.9719	CCR6	27.7629
CCR7	43.6312	CCR7	30.7443
CCRL1	9.1485	CCRL1	514.5631
CCRL2	12.3153	CCRL2	135.1133
CCRN4L	92.8923	CCRN4L	123.7864
CCS	235.7495	CCS	249.5955
CCT2	3897.2555	CCT2	1842.6375
CCT3	8446.5165	CCT3	2980.9871
CCT4	5185.7847	CCT4	3076.0518
CCT5	7889.1626	CCT5	3239.4822
CCT6A	7206.1928	CCT6A	3065.534
CCT6B	90.4293	CCT6B	75.6472
CCT6P1	47.5018	CCT6P1	57.8479
CCT7	5133.0049	CCT7	3123.3819
CCT8	7485.9254	CCT8	3147.6537
CD101	7.0373	CD101	12.945
CD109	320.9008	CD109	2403.7217
CD14	152.3575	CD14	2550.9709
CD151	2758.2688	CD151	8038.0259
CD160	17.5932	CD160	12.945
CD163L1	24.9824	CD163L1	540.8576
CD163	235.0457	CD163	4743.5275
removed	removed	CD164L2	7.6861
CD164	13923.2935	CD164	14058.657
CD180	15.1302	CD180	212.7832
removed	removed	CD1B	5.2589
CD1C	10.5559	CD1C	73.2201
CD1D	13.7227	CD1D	30.7443
removed	removed	CD1E	15.7767
CD200R1	7.741	CD200R1	177.589
CD200	117.171	CD200	572.0065
CD207	9.5004	CD207	19.0129
CD209	19.7044	CD209	2076.4563
CD226	5.6298	CD226	28.3172
CD22	25.3343	CD22	42.0712
removed	removed	CD244	22.2492
CD247	19.0007	CD247	43.2848
CD248	247.7129	CD248	6049.7573
CD24	28032.7234	CD24	2402.9126
CD274	5.6298	CD274	26.2945
CD276	2140.0422	CD276	1370.5502
CD27	18.1351	CD27	69.466
CD28	27.7973	CD28	184.466
CD2AP	2697.3962	CD2AP	1391.9903
CD2BP2	2062.2801	CD2BP2	1086.5696
CD2	58.7614	CD2	127.8317
CD300A	21.8156	CD300A	188.9159
CD300C	21.1119	CD300C	27.5081
removed	removed	CD300LB	16.5858
CD300LF	13.019	CD300LF	16.9903
CD300LG	20.76	CD300LG	2251.6181
CD302	1357.1429	CD302	4291.2743
CD320	347.9944	CD320	419.9029
CD33	9.8522	CD33	242.3139
CD34	753.6946	CD34	10389.5631
CD36	818.7896	CD36	70433.657
CD37	26.3899	CD37	170.712
removed	removed	CD38	42.4757
CD3D	14.4265	CD3D	40.8576
CD3EAP	213.2301	CD3EAP	230.5825
CD3E	34.1309	CD3E	138.754
removed	removed	CD3G	22.2492
CD40LG	6.3336	CD40LG	29.5307
CD40	52.4279	CD40	354.7735
CD44	42678.3955	CD44	9303.3981
CD46	18396.5517	CD46	7123.7864
CD47	1984.1661	CD47	3253.2362
CD48	50.3167	CD48	140.3722
CD4	188.5996	CD4	2241.1003
CD52	48.9092	CD52	214.4013
CD53	130.5419	CD53	868.5275
CD55	282.1956	CD55	3107.2006
CD58	104.5039	CD58	298.5437
CD59	3668.8951	CD59	22141.9903
CD5	18.6488	CD5	52.1845
CD63	6400.4222	CD63	11461.165
CD68	390.57	CD68	4741.1003
CD69	10.9078	CD69	47.3301
CD6	19.0007	CD6	44.0939
removed	removed	CD70	10.5178
removed	removed	CD72	33.5761
CD74	7383.8846	CD74	26869.7411
CD79A	19.3526	CD79A	79.6926
CD79B	19.0007	CD79B	118.123
removed	removed	CD7	22.2492
removed	removed	CD80	6.4725
CD81	4194.9331	CD81	13635.9223
CD82	100.6334	CD82	559.8706
CD83	189.3033	CD83	192.9612
CD84	33.0753	CD84	253.2362
CD86	35.5384	CD86	305.4207
CD8A	71.0767	CD8A	127.0227
CD8B	8.4448	CD8B	15.7767
CD93	1232.9346	CD93	5666.2621
CD96	21.1119	CD96	104.3689
CD97	225.1935	CD97	1217.6375
CD99L2	489.4441	CD99L2	3292.4757
CD99	710.7671	CD99	3452.6699
CD9	2660.8023	CD9	3061.4887
CDADC1	325.8269	CDADC1	312.2977
CDAN1	325.8269	CDAN1	203.8835
CDA	26.3899	CDA	97.4919
CDC123	1099.4792	CDC123	839.6197
CDC14A	109.7818	CDC14A	257.2816
CDC14B	79.8733	CDC14B	1447.8155
removed	removed	CDC14C	33.9806
CDC16	1771.2878	CDC16	1897.2492
CDC20	865.5876	CDC20	25.0809
CDC23	1410.6263	CDC23	764.1586
CDC25A	50.3167	CDC25A	12.5405
CDC25B	1125.9676	CDC25B	629.8544
CDC25C	131.2456	removed	removed
CDC26	109.7818	CDC26	158.932
CDC27	4427.8677	CDC27	2391.9903
CDC34	461.6467	CDC34	368.123
CDC37L1	271.2878	CDC37L1	639.9676
CDC37	2331.4567	CDC37	2262.5405
CDC40	1378.9585	CDC40	885.9223
CDC42BPA	3614.708	CDC42BPA	3544.0939
CDC42BPB	2338.494	CDC42BPB	4642.7994
CDC42BPG	299.437	CDC42BPG	135.5178
CDC42EP1	461.6467	CDC42EP1	899.2718
CDC42EP2	37.6495	CDC42EP2	637.1359
CDC42EP3	87.6144	CDC42EP3	877.0227
CDC42EP4	3551.7241	CDC42EP4	1997.1683
CDC42EP5	13.019	CDC42EP5	61.0841
CDC42SE1	5847.3434	CDC42SE1	1655.9668
CDC42SE2	1444.0535	CDC42SE2	1419.4984
CDC42	4659.3948	CDC42	6040.8576
CDC45	157.2836	removed	removed
CDC5L	1800.8445	CDC5L	1165.8576
CDC6	488.7403	CDC6	39.2395
CDC73	2749.4722	CDC73	1433.2524
CDC7	225.1935	CDC7	37.2168
CDCA2	149.1907	CDCA2	7.2816
CDCA3	141.9282	CDCA3	12.7104
CDCA4	545.3906	CDCA4	88.1877
CDCA5	204.0816	CDCA5	27.9126
CDCA7L	305.7389	CDCA7L	424.3163
removed	removed	CDCA7	17.7994
CDCA8	250.8797	CDCA8	30.3398
CDCP1	885.292	CDCP1	256.877
CDH11	3941.9423	CDH11	1097.8964
removed	removed	CDH12	10.9223
CDH13	153.765	CDH13	1086.5696
removed	removed	CDH19	15.7767
CDH1	12494.3702	CDH1	2238.2686
removed	removed	CDH20	23.4628
CDH23	35.8902	CDH23	627.8317
CDH24	118.5785	CDH24	70.3883
CDH26	16.5376	CDH26	11.7314
CDH2	24.6305	CDH2	23.0583
CDH3	90.4293	CDH3	732.2006
removed	removed	CDH4	10.1133
CDH5	615.4117	CDH5	4125.4045
CDH6	59.817	CDH6	250.4045
CDH7	121.7452	removed	removed
removed	removed	CDH8	51.7799
removed	removed	CDHR3	49.6723
CDIPT	1974.6657	CDIPT	1709.9515
CDK10	213.9338	CDK10	325.6472
CDK11A	1063.4096	CDK11A	313.0057
CDK11B	1540.0387	CDK11B	771.5413
CDK12	3579.1696	CDK12	1404.1262
CDK13	1906.7558	CDK13	1096.2783
CDK14	305.4187	CDK14	814.3204
removed	removed	CDK15	17.7994
CDK16	1423.6453	CDK16	1171.1165
CDK17	1793.4553	CDK17	863.2686
CDK18	1008.7966	CDK18	104.7735
CDK19	1786.5799	CDK19	846.428
CDK1	2230.8234	CDK1	67.9612
CDK20	118.2266	CDK20	71.6019
CDK2AP1	4048.5574	CDK2AP1	2142.7994
CDK2AP2	339.5496	CDK2AP2	367.7184
CDK2	724.4898	CDK2	355.178
CDK3	28.1492	CDK3	89.4701
CDK4	1264.2505	CDK4	1266.1812
CDK5R1	367.3469	CDK5R1	45.3074
CDK5R2	10.9078	removed	removed
CDK5RAP1	469.0359	CDK5RAP1	324.0291
CDK5RAP2	1484.5179	CDK5RAP2	1686.0841
CDK5RAP3	2149.5426	CDK5RAP3	1050.5663
CDK5	349.05	CDK5	97.4919
CDK6	190.7108	CDK6	1095.4693
CDK7	635.1161	CDK7	320.3883
CDK8	253.3427	CDK8	227.3463
CDK9	838.8459	CDK9	828.0744
CDKAL1	247.7129	CDKAL1	318.3657
CDKL1	13.019	CDKL1	94.2557
removed	removed	CDKL2	23.4628
CDKL3	27.2519	CDKL3	55.0405
CDKL5	107.3188	CDKL5	96.6828
CDKN1A	629.8381	CDKN1A	821.1974
CDKN1B	2871.5693	CDKN1B	1943.3657
CDKN1C	79.8733	CDKN1C	1239.4822
CDKN2AIPNL	416.9599	CDKN2AIPNL	296.9256
CDKN2AIP	514.0746	CDKN2AIP	614.8867
CDKN2A	42.9275	CDKN2A	44.4984
CDKN2B	512.6671	CDKN2B	2616.5049
CDKN2C	303.3075	CDKN2C	785.1942
CDKN2D	228.0084	CDKN2D	116.1003
CDKN3	132.3012	CDKN3	10.1133
CDNF	18.6488	CDNF	51.3754
CDO1	35.1865	CDO1	2237.8641
CDON	1077.7621	CDON	1973.7055
removed	removed	CDR1	76.3309
CDR2L	627.727	CDR2L	420.3074
CDR2	983.8142	CDR2	581.3107
CDRT4	93.8529	CDRT4	296.9822
CDS1	2624.912	CDS1	245.9547
CDS2	1586.2069	CDS2	1047.3301
CDSN	22.8712	CDSN	39.644
CDT1	65.095	CDT1	10.1133
CDV3	2403.589	CDV3	6674.3528
CDX1	5.278	removed	removed
CDYL2	190.7108	CDYL2	65.9385
CDYL	881.0697	CDYL	727.3463
CEACAM19	101.3371	CEACAM19	32.3625
CEACAM1	278.677	CEACAM1	495.1456
CEACAM21	20.76	CEACAM21	22.6537
removed	removed	CEACAM3	9.3042
CEACAM5	36.5939	removed	removed
CEACAM6	502.1112	CEACAM6	14.9676
CEACAM7	19.0007	removed	removed
CEBPA	281.4919	CEBPA	4711.5696
CEBPB	661.1541	CEBPB	1072.8155
CEBPD	213.2301	CEBPD	584.5469
CEBPG	747.361	CEBPG	1582.1197
CEBPZ	1796.6643	CEBPZ	1256.877
CECR1	2139.6904	CECR1	1431.2298
CECR2	539.4089	CECR2	35.1942
CECR5	572.4842	CECR5	282.767
CECR6	11.6115	CECR6	14.1586
CECR7	13.3709	CECR7	65.534
CELF1	2547.8536	CELF1	2174.7573
CELF2	220.2674	CELF2	4747.5728
CELF3	7.741	removed	removed
CELF4	26.3899	CELF4	13.754
removed	removed	CELF5	13.3495
CELF6	5.3167	CELF6	59.8706
CELSR1	19927.164	CELSR1	567.1521
CELSR2	2108.3744	CELSR2	658.1715
CELSR3	307.5299	CELSR3	32.3625
CEL	11.9634	CEL	8.4951
CEMP1	145.3835	CEMP1	100.2063
CENPA	127.727	removed	removed
CENPBD1	321.6045	CENPBD1	275.0809
CENPB	1835.3272	CENPB	1463.1877
