gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
CDR2L	747.8223	CDR2L	332.0073
CDR2	1156.8986	CDR2	584.4553
CDRT4	349.8828	CDRT4	239.2901
CDS1	1373.481	CDS1	712.3623
CDS2	865.8996	CDS2	811.8115
CDSN	8.1729	CDSN	62.1175
CDT1	175.0726	CDT1	28.1518
CDV3	6047.9621	CDV3	5273.2558
CDX1	5.8071	CDX1	8.5679
CDYL2	43.4455	CDYL2	71.6034
CDYL	826.9706	CDYL	634.0269
CEACAM19	92.9132	CEACAM19	64.5655
CEACAM1	2424.3467	CEACAM1	978.8862
CEACAM21	50.1129	CEACAM21	25.0918
CEACAM4	10.9689	removed	removed
CEACAM5	39.3591	removed	removed
CEACAM6	12867.4051	CEACAM6	73.7454
removed	removed	CEACAM7	6.12
CEBPA	636.6276	CEBPA	2253.366
CEBPB	1352.4035	CEBPB	1360.7711
CEBPD	605.0113	CEBPD	1347.6132
CEBPG	2134.4231	CEBPG	1469.4002
CEBPZ	1393.9133	CEBPZ	1596.0832
CECR1	3920.4216	CECR1	1228.8862
removed	removed	CECR2	7.0379
CECR5	530.5947	CECR5	418.6047
CECR6	52.9089	CECR6	20.5018
CECR7	47.1018	CECR7	49.8776
CELF1	2695.1285	CELF1	1712.3623
CELF2	1847.2954	CELF2	2065.1775
CELF4	8.8182	CELF4	9.7919
CELF5	50.7581	CELF5	40.6977
CELF6	27.2158	CELF6	39.5502
CELSR1	779.4386	CELSR1	1629.743
CELSR2	625.0134	CELSR2	1249.388
CELSR3	57.1954	CELSR3	40.8996
CEL	17.6363	CEL	7.0379
CEMP1	172.896	CEMP1	126.1903
CENPA	264.7597	CENPA	18.9718
CENPBD1	311.4313	CENPBD1	328.0294
CENPB	1109.1515	CENPB	1708.0783
CENPC1	438.1116	CENPC1	545.5936
CENPE	727.8202	CENPE	29.6818
CENPF	3583.181	CENPF	112.3011
CENPH	142.3809	CENPH	112.3011
CENPI	135.4984	removed	removed
CENPJ	282.8261	CENPJ	237.7601
CENPK	72.2658	CENPK	11.0159
CENPL	486.719	CENPL	93.3293
CENPM	114.4209	CENPM	6.4259
CENPN	503.8133	CENPN	142.5031
CENPO	274.5779	CENPO	73.8097
CENPP	57.2535	CENPP	39.899
CENPQ	110.7646	CENPQ	137.3929
CENPT	300.4624	CENPT	472.7662
CENPV	147.5427	CENPV	112.6071
CENPW	651.0377	CENPW	92.7173
CEP110	688.6762	CEP110	676.5606
CEP120	528.8741	CEP120	817.9315
CEP135	285.192	CEP135	230.4162
CEP152	198.3009	CEP152	116.2791
CEP164	570.8141	CEP164	557.2215
CEP170	1807.9363	CEP170	869.951
CEP192	841.8109	CEP192	690.0245
CEP250	891.9239	CEP250	569.1554
CEP290	346.605	CEP290	637.5031
CEP350	2866.5448	CEP350	1319.4614
CEP55	775.7823	CEP55	17.4419
CEP57	1610.4958	CEP57	994.186
CEP63	528.5665	CEP63	816.836
CEP68	988.93	CEP68	1924.1126
CEP70	449.2956	CEP70	351.8972
CEP72	60.8668	CEP72	56.3035
CEP76	216.5824	CEP76	143.5129
CEP78	328.4224	CEP78	236.2301
CEP97	231.6378	CEP97	96.3892
CEPT1	959.6731	CEPT1	1059.0575
CERCAM	820.9485	CERCAM	675.9486
CERKL	132.8982	CERKL	42.5275
CERK	884.1811	CERK	891.3709
CES1	415.3135	CES1	1346.6952
CES2	781.8045	CES2	1369.951
CES3	27.96	CES3	10.4039
removed	removed	CES4	14.3819
CES8	66.6738	CES8	68.8494
CETN2	630.1753	CETN2	1095.7772
CETN3	187.9772	CETN3	370.869
CETP	45.1661	CETP	234.0881
CFB	6223.837	CFB	2608.2711
CFDP1	868.9106	CFDP1	875.459
CFD	442.4132	CFD	5732.2521
CFHR1	26.8653	removed	removed
CFH	2527.7987	CFH	2100.3672
CFI	1451.9841	CFI	1024.4798
CFL1	14828.9063	CFL1	8559.0575
CFL2	858.1568	CFL2	1427.1726
CFLAR	2073.7585	CFLAR	1608.0171
removed	removed	CFLP1	5.202
CFP	84.5252	CFP	33.0477
CFTR	1249.5967	CFTR	23.8678
CG030	29.2505	CG030	41.9217
removed	removed	CGB7	7.6408
CGGBP1	2732.5691	CGGBP1	2602.5122
CGNL1	750.1882	CGNL1	1105.5692
CGN	1675.0188	CGN	1045.8996
CGREF1	259.6795	CGREF1	120.7222
CGRRF1	205.1834	CGRRF1	365.9731
CH25H	142.1658	CH25H	89.6573
CHAC1	51.8335	CHAC1	15.2999
CHAC2	120.0129	CHAC2	45.2876
CHADL	13.98	CHADL	101.2852
CHAD	9.4634	CHAD	95.7772
CHAF1A	406.7104	CHAF1A	229.8042
CHAF1B	1021.6152	CHAF1B	164.9327
CHCHD10	306.0544	CHCHD10	421.3586
CHCHD1	430.3689	CHCHD1	357.7111
CHCHD2	2210.1301	CHCHD2	2746.328
CHCHD3	1158.4041	CHCHD3	762.5459
CHCHD4	226.691	CHCHD4	251.53
CHCHD5	133.9929	CHCHD5	202.8764
CHCHD6	82.5895	CHCHD6	124.541
CHCHD7	561.1356	CHCHD7	587.2093
CHCHD8	599.4193	CHCHD8	524.1738
CHD1L	1246.1555	CHD1L	644.1248
CHD1	969.3515	CHD1	1165.8507
CHD2	2132.2723	CHD2	2733.4761
CHD3	2501.7744	CHD3	3616.5851
CHD4	4704.6026	CHD4	4809.5655
CHD6	1655.6619	CHD6	1805.9976
CHD7	1350.6829	CHD7	477.6622
CHD8	1849.2311	CHD8	1973.0722
CHD9	1086.9986	CHD9	1604.0392
CHDH	489.515	CHDH	683.9045
CHEK1	336.3803	CHEK1	79.8654
CHEK2	290.1387	CHEK2	115.9731
CHERP	727.4739	CHERP	1001.5667
CHFR	470.8033	CHFR	318.2375
CHGA	280.2452	removed	removed
removed	removed	CHGB	6.12
CHI3L1	8145.1769	CHI3L1	2652.3868
CHI3L2	3657.3825	CHI3L2	323.1334
CHIC1	214.2166	CHIC1	395.9608
CHIC2	305.8393	CHIC2	348.8372
CHID1	728.6805	CHID1	1000.612
CHIT1	1295.4081	removed	removed
CHKA	990.4291	CHKA	833.5373
CHKB-CPT1B	171.1238	CHKB-CPT1B	302.9835
CHKB	129.0225	CHKB	247.705
CHL1	275.5135	CHL1	1693.3905
CHML	702.011	CHML	412.1787
CHMP1A	1271.9647	CHMP1A	1333.8433
CHMP1B	2408.6461	CHMP1B	1940.9425
CHMP2A	1142.2734	CHMP2A	1709.3023
CHMP2B	1829.8742	CHMP2B	1310.2815
CHMP4A	833.0272	CHMP4A	962.295
CHMP4B	3013.4423	CHMP4B	2923.8066
CHMP4C	749.543	CHMP4C	474.2962
CHMP5	2832.9197	CHMP5	1554.489
CHMP6	300.2473	CHMP6	412.7907
CHMP7	792.7734	CHMP7	1000.612
CHM	699.215	CHM	718.4823
CHN1	465.8565	CHN1	379.437
CHN2	110.3344	CHN2	131.2729
CHODL	85.1704	CHODL	68.5435
CHORDC1	500.2688	CHORDC1	334.7613
CHPF2	1687.9234	CHPF2	925.6426
CHPF	1170.8786	CHPF	873.317
CHPT1	1553.2853	CHPT1	2591.4933
CHP	2787.8266	CHP	3046.8176
CHRAC1	930.6377	CHRAC1	726.7442
CHRDL1	1960.856	CHRDL1	9610.7711
CHRDL2	87.9664	CHRDL2	19.5838
CHRD	69.2548	CHRD	174.1126
CHRFAM7A	19.572	CHRFAM7A	29.0698
CHRM1	162.5981	CHRM1	82.9253
CHRM3	88.3966	CHRM3	10.7099
CHRM4	29.4655	removed	removed
CHRM5	7.0975	removed	removed
CHRNA10	6.2372	CHRNA10	9.4859
CHRNA1	88.8268	removed	removed
removed	removed	CHRNA2	8.2619
CHRNA3	6.2372	removed	removed
CHRNA5	123.2391	CHRNA5	27.5398
CHRNA6	15.2705	removed	removed
removed	removed	CHRNA7	5.202
CHRNB1	236.3523	CHRNB1	212.91
CHRNB2	5.3769	CHRNB2	56.9155
CHRNB4	5.592	removed	removed
CHRNE	17.3546	CHRNE	19.7827
CHST10	247.7686	CHST10	283.9657
CHST11	375.9544	CHST11	56.6095
CHST12	279.815	CHST12	237.1481
CHST13	15.9157	removed	removed
CHST14	431.0141	CHST14	462.6683
CHST15	1164.2112	CHST15	1010.7099
CHST1	43.4455	CHST1	41.9217
CHST2	576.8362	CHST2	382.4969
CHST3	774.922	CHST3	858.6291
CHST4	364.3403	removed	removed
CHST6	227.7664	CHST6	6.4259
CHST7	87.5363	CHST7	109.2411
removed	removed	CHST8	7.9559
CHST9	18.0665	CHST9	312.1175
CHSY1	2454.4575	CHSY1	1693.6965
CHSY3	85.3855	CHSY3	67.0135
CHTF18	146.6824	CHTF18	86.5973
CHTF8	1981.2883	CHTF8	2262.5949
CHUK	757.0707	CHUK	633.1089
CHURC1	1873.4423	CHURC1	2320.664
CIAO1	1864.2865	CIAO1	1812.1175
CIAPIN1	791.698	CIAPIN1	655.1408
CIB1	1093.8811	CIB1	1004.896
CIB2	244.3273	CIB2	145.0428
CIC	989.5688	CIC	1653.6108
CIDEA	101.0861	CIDEA	1374.235
CIDEB	459.843	CIDEB	387.9131
CIDECP	73.5563	CIDECP	109.8531
CIDEC	199.8064	CIDEC	5414.0147
CIITA	595.3328	CIITA	254.896
CILP2	50.328	CILP2	21.4198
CILP	401.5486	CILP	2298.9596
CINP	354.2316	CINP	335.3733
CIR1	997.7417	CIR1	1309.0575
CIRBP	2231.4227	CIRBP	7342.4113
CIRH1A	986.1275	CIRH1A	921.0526
CISD1	394.8812	CISD1	287.6377
CISD2	725.2393	CISD2	407.5887
CISD3	1357.974	CISD3	548.7271
CISH	277.4492	CISH	325.5814
removed	removed	CITED1	132.4969
CITED2	1143.3487	CITED2	4805.9976
CITED4	647.1664	CITED4	779.3758
CIT	558.5547	CIT	89.6573
CIZ1	1381.0087	CIZ1	2051.4076
CKAP2L	403.2692	removed	removed
CKAP2	1154.9629	CKAP2	188.1885
CKAP4	3096.6771	CKAP4	1492.0441
CKAP5	8020.6474	CKAP5	1709.3023
CKB	869.986	CKB	852.8152
CKLF	401.7636	CKLF	218.1763
CKMT1A	479.1913	CKMT1A	93.6353
CKMT1B	766.534	CKMT1B	148.7148
CKMT2	17.2062	CKMT2	76.4994
CKS1B	1667.7062	CKS1B	558.1395
CKS2	704.807	CKS2	93.0233
CLASP1	1519.5182	CLASP1	1551.7136
CLASP2	1058.1783	CLASP2	1426.8666
CLCA2	24.0886	CLCA2	1474.2962
removed	removed	CLCA4	22.9498
CLCC1	1025.7598	CLCC1	862.2215
CLCF1	58.0708	CLCF1	95.4712
removed	removed	CLCN1	18.0539
CLCN2	162.8132	CLCN2	45.8996
CLCN3	887.8374	CLCN3	1372.705
CLCN4	304.1187	CLCN4	178.0906
CLCN5	1087.8589	CLCN5	168.2987
CLCN6	325.6264	CLCN6	749.388
CLCN7	1341.2195	CLCN7	1168.9106
CLCNKA	6.6674	CLCNKA	9.4859
CLCNKB	8.388	CLCNKB	15.2999
CLDN10	1096.0662	CLDN10	322.9009
CLDN11	432.9498	CLDN11	926.8666
CLDN12	824.6048	CLDN12	1197.9804
CLDN15	151.4141	CLDN15	145.0428
CLDN16	6.6674	removed	removed
removed	removed	CLDN19	123.011
CLDN1	4155.2855	CLDN1	1966.6463
CLDN23	292.0744	CLDN23	255.508
CLDN2	41.8411	CLDN2	19.645
CLDN3	1974.836	CLDN3	446.7564
CLDN4	10103.0218	CLDN4	3939.1065
CLDN5	279.6	CLDN5	1451.6524
CLDN6	1050.6506	removed	removed
CLDN7	3745.349	CLDN7	789.4737
CLDN8	81.9443	CLDN8	992.0441
CLDN9	9.6785	CLDN9	5.508
CLDND1	1299.0644	CLDND1	1489.2901
removed	removed	CLDND2	12.5459
CLEC10A	204.5381	CLEC10A	69.4614
CLEC11A	98.5052	CLEC11A	86.2913
CLEC12A	65.3834	CLEC12A	17.7479
CLEC14A	686.0953	CLEC14A	1436.3525
CLEC16A	698.9999	CLEC16A	679.9266
CLEC17A	26.2394	CLEC17A	6.4259
CLEC1A	167.5449	CLEC1A	204.7124
CLEC2B	500.2688	CLEC2B	529.6818
CLEC2D	712.1196	CLEC2D	396.5728
CLEC2L	56.5652	removed	removed
CLEC3B	372.5132	CLEC3B	2619.645
CLEC4A	166.4695	CLEC4A	32.1297
CLEC4C	26.4545	removed	removed
CLEC4D	24.5188	removed	removed
CLEC4E	193.139	CLEC4E	6.12
CLEC4F	69.4698	CLEC4F	30.5998
CLEC4GP1	8.1729	CLEC4GP1	7.0379
CLEC4G	51.8335	CLEC4G	69.7674
removed	removed	CLEC4M	19.8898
CLEC5A	643.9402	removed	removed
CLEC6A	12.0443	removed	removed
CLEC7A	692.9777	CLEC7A	89.0453
CLEC9A	14.6252	removed	removed
CLECL1	30.756	removed	removed
removed	removed	CLGN	79.8654
CLIC1	7404.0219	CLIC1	4426.8666
CLIC2	745.0263	CLIC2	797.1236
CLIC3	22.5831	CLIC3	6.12
CLIC4	8167.9751	CLIC4	7612.6071
CLIC5	186.6867	CLIC5	626.989
CLIC6	407.5707	CLIC6	701.0404
CLINT1	2156.7911	CLINT1	1943.3905
CLIP1	2260.4581	CLIP1	2399.6328
CLIP2	561.5658	CLIP2	452.8764
CLIP3	392.9455	CLIP3	753.978
CLIP4	623.723	CLIP4	1481.9461
CLK1	1071.7281	CLK1	2364.7491
CLK2P	16.1308	CLK2P	10.4039
CLK2	688.031	CLK2	524.4798
CLK3	549.3064	CLK3	792.5337
CLK4	288.8483	CLK4	564.2595
CLMN	1862.3508	CLMN	2034.2717
CLN3	1324.4435	CLN3	845.4712
CLN5	648.887	CLN5	988.9841
CLN6	998.1718	CLN6	522.3378
CLN8	401.3335	CLN8	477.6622
CLNS1A	1536.7244	CLNS1A	1245.41
CLOCK	533.6058	CLOCK	295.5936
CLP1	354.8769	CLP1	278.7638
CLPB	338.1009	CLPB	194.3084
CLPP	373.8036	CLPP	414.9327
CLPTM1L	2686.3104	CLPTM1L	1580.4774
CLPTM1	2288.6332	CLPTM1	1795.8996
CLPX	796.4297	CLPX	840.2693
removed	removed	CLRN3	9.7919
CLSPN	208.4095	CLSPN	5.814
CLSTN1	2966.9857	CLSTN1	4202.5704
CLSTN2	142.1658	CLSTN2	1139.8409
CLSTN3	1135.606	CLSTN3	932.0685
CLTA	3822.5616	CLTA	1920.4406
CLTB	785.4608	CLTB	910.0367
CLTCL1	82.5895	CLTCL1	93.9412
CLTC	11657.8127	CLTC	7770.1958
CLUAP1	339.3913	CLUAP1	486.2699
CLUL1	39.7892	CLUL1	40.6977
CLU	10531.455	CLU	19999.388
CLVS1	6.6351	CLVS1	20.6548
CLYBL	58.2858	CLYBL	111.6891
CMA1	26.8846	CMA1	42.5337
CMAH	261.7486	CMAH	324.0514
CMAS	1001.1829	CMAS	774.7858
CMBL	158.7267	CMBL	958.9963
CMC1	138.0794	CMC1	144.4308
CMIP	1418.8622	CMIP	1299.2656
CMKLR1	1367.2438	CMKLR1	251.53
CMPK1	4870.4162	CMPK1	4996.022
CMPK2	2687.1707	CMPK2	249.388
CMTM1	130.3366	CMTM1	82.0073
CMTM3	1223.3574	CMTM3	1027.8458
CMTM4	1654.5865	CMTM4	1388.6169
removed	removed	CMTM5	20.8078
CMTM6	3462.7379	CMTM6	2866.2791
CMTM7	1071.5131	CMTM7	1087.8213
CMTM8	176.5781	CMTM8	209.3023
CMYA5	182.1701	CMYA5	1360.1591
CN5H6.4	7.9578	CN5H6.4	11.0159
CNBP	6809.1193	CNBP	8752.754
CNDP2	2930.2075	CNDP2	2754.896
CNFN	6.8825	CNFN	34.5777
CNGA1	8.6031	CNGA1	43.4517
CNGA3	15.4855	CNGA3	8.2619
CNGB1	6.4523	removed	removed
CNIH2	6.8825	removed	removed
CNIH3	46.6717	CNIH3	52.3256
CNIH4	1114.0983	CNIH4	694.0024
CNIH	1126.1426	CNIH	1125.765
CNKSR1	248.4138	CNKSR1	313.6475
CNKSR2	8.8182	CNKSR2	73.4394
CNKSR3	1078.3955	CNKSR3	241.1261
CNN1	390.3646	CNN1	4336.5973
CNN2	2458.3289	CNN2	3101.8972
CNN3	4781.8045	CNN3	6256.7319
CNNM1	8.6031	CNNM1	43.4517
CNNM2	161.9529	CNNM2	148.1028
CNNM3	709.7537	CNNM3	806.9155
CNNM4	881.6002	CNNM4	842.7173
CNOT10	588.2353	CNOT10	549.2656
CNOT1	5234.9651	CNOT1	3925.612
CNOT2	1275.1909	CNOT2	1517.1359
CNOT3	683.0842	CNOT3	771.1138
CNOT4	649.9624	CNOT4	567.0135
CNOT6L	2268.416	CNOT6L	1538.8617
CNOT6	1472.6315	CNOT6	842.7173
CNOT7	1488.7622	CNOT7	1824.6634
CNOT8	1669.6419	CNOT8	1852.8152
CNO	151.1991	CNO	221.8482
CNPY2	1171.5238	CNPY2	975.5202
CNPY3	1421.2281	CNPY3	735.3121
CNPY4	283.2326	CNPY4	230.101
CNP	3277.8643	CNP	1704.2809
CNR1	157.6514	CNR1	210.5263
CNR2	30.5409	CNR2	9.7919
CNRIP1	265.4049	CNRIP1	552.6316
CNST	674.6962	CNST	802.9376
CNTD1	53.752	CNTD1	50.9578
CNTD2	51.6185	CNTD2	8.2619
CNTFR	166.4695	CNTFR	798.3476
CNTF	14.4747	CNTF	22.806
CNTLN	188.6224	CNTLN	347.9192
CNTN1	76.9975	CNTN1	344.2472
removed	removed	CNTN2	19.5838
CNTN3	27.3148	CNTN3	113.8311
CNTN4	39.7892	CNTN4	245.41
CNTN5	16.1308	removed	removed
CNTNAP1	186.6867	CNTNAP1	179.6206
CNTNAP2	5.8071	CNTNAP2	16.5239
CNTNAP3	67.3191	CNTNAP3	306.9155
CNTROB	784.8156	CNTROB	675.9486
COASY	1687.2782	COASY	1162.4847
COBLL1	1379.2881	COBLL1	1760.7099
COBL	2226.2609	COBL	718.4823
COBRA1	1242.9293	COBRA1	1044.3696
COCH	48.36	COCH	29.0545
COG1	626.5061	COG1	867.8397
COG2	1085.4931	COG2	686.9645
COG3	840.9506	COG3	897.1848
COG4	796.2146	COG4	1039.4737
COG5	1602.5121	COG5	1022.448
COG6	791.0528	COG6	769.2778
COG7	592.967	COG7	611.3831
COG8	303.1638	COG8	380.9211
COIL	482.2024	COIL	532.4357
COL10A1	381.3313	removed	removed
COL11A1	794.279	COL11A1	12.2399
COL11A2	15.9157	COL11A2	24.1738
COL12A1	2820.0882	COL12A1	2764.0759
COL13A1	55.92	COL13A1	8.8739
COL14A1	4521.7765	COL14A1	7942.7785
COL15A1	4735.563	COL15A1	3110.1591
COL16A1	1172.8143	COL16A1	1630.967
COL17A1	1131.3044	COL17A1	4282.4357
COL18A1	2805.678	COL18A1	3070.3794
COL19A1	22.368	removed	removed
COL1A1	50410.3667	COL1A1	23070.3794
COL1A2	48795.7845	COL1A2	31296.8176
COL21A1	18.4966	COL21A1	76.8054
COL22A1	16.1308	removed	removed
COL23A1	13.7649	COL23A1	37.9437
COL24A1	36.1329	COL24A1	5.508
COL25A1	90.3323	COL25A1	46.8176
COL27A1	341.327	COL27A1	198.8984
COL28A1	31.8314	COL28A1	16.2179
COL29A1	9.8935	removed	removed
removed	removed	COL2A1	43.4517
COL3A1	50990.6442	COL3A1	22052.6316
COL4A1	12754.7048	COL4A1	9203.1824
COL4A2	10288.203	COL4A2	10937.5765
COL4A3BP	916.0125	COL4A3BP	1835.9853
COL4A3	94.8489	COL4A3	33.0477
COL4A4	507.7965	COL4A4	67.6255
COL4A5	270.9969	COL4A5	704.7124
COL4A6	45.8114	COL4A6	240.2081
COL5A1	3306.162	COL5A1	1585.6793
COL5A2	5461.2324	COL5A2	2029.9878
COL5A3	477.2556	COL5A3	481.3341
COL6A1	8161.9529	COL6A1	7410.0367
COL6A2	8974.0832	COL6A2	11454.7124
COL6A3	20300.2473	COL6A3	10757.0379
COL6A6	117.6471	COL6A6	469.7062
COL7A1	187.332	COL7A1	492.6561
COL8A1	264.7597	COL8A1	615.0551
COL8A2	822.239	COL8A2	740.2081
COL9A2	111.4098	COL9A2	327.4174
COL9A3	151.6292	COL9A3	41.6157
COLEC11	17.2062	COLEC11	27.2338
COLEC12	1184.2134	COLEC12	905.4468
COLQ	38.0686	COLQ	56.6371
COMMD10	279.6	COMMD10	394.7368
COMMD1	288.4181	COMMD1	253.672
COMMD2	1450.9087	COMMD2	1052.6316
COMMD3	602.7702	COMMD3	640.2111
COMMD4	571.8895	COMMD4	635.8629
COMMD5	437.0965	COMMD5	361.4688
COMMD6	974.2983	COMMD6	1777.5398
COMMD7	1244.865	COMMD7	956.8543
COMMD8	279.6	COMMD8	301.1016
COMMD9	1016.0232	COMMD9	738.0661
COMP	495.9673	COMP	48.3476
COMTD1	52.0486	COMTD1	44.9816
COMT	1367.6739	COMT	1395.9608
COPA	13070.442	COPA	4801.4474
COPB1	4166.8997	COPB1	3128.5526
COPB2	6208.1944	COPB2	2998.164
COPE	1053.324	COPE	1147.1848
COPG2	549.5215	COPG2	614.7491
COPG	5312.6143	COPG	2790.3917
COPS2	1938.0579	COPS2	2088.4333
COPS3	1029.5731	COPS3	973.0722
COPS4	960.5334	COPS4	985.0061
COPS5	1298.4192	COPS5	973.9902
COPS6	1425.7447	COPS6	1432.9865
COPS7A	763.738	COPS7A	1215.4223
COPS7B	675.7716	COPS7B	550.7956
COPS8	931.0399	COPS8	1073.4333
COPZ1	2687.6008	COPZ1	2846.3892
COPZ2	170.3409	COPZ2	598.2252
COQ10A	72.2658	COQ10A	134.9449
COQ10B	960.1032	COQ10B	996.328
COQ2	554.8984	COQ2	153.3048
COQ3	162.5981	COQ3	168.2987
COQ4	359.3935	COQ4	602.8152
COQ5	470.1581	COQ5	645.9608
COQ6	168.2288	COQ6	322.8397
COQ7	290.1387	COQ7	559.6695
COQ9	668.6741	COQ9	629.437
CORIN	66.2437	CORIN	12.5459
CORO1A	2025.5941	CORO1A	483.1701
CORO1B	1068.0718	CORO1B	1052.9376
CORO1C	3484.8908	CORO1C	2683.2925
CORO2A	796.8599	CORO2A	364.1371
CORO2B	92.6981	CORO2B	260.4039
CORO6	9.4634	CORO6	42.2277
CORO7	671.6507	CORO7	333.1793
removed	removed	CORT	6.0006
COTL1	4675.9867	COTL1	1736.8421
COX10	249.059	COX10	295.5936
COX11	637.0771	COX11	883.5098
COX15	768.2697	COX15	1041.7258
COX16	677.7073	COX16	712.9743
COX17	322.4003	COX17	343.3293
COX18	441.1227	COX18	422.5826
COX19	251.2786	COX19	271.5545
COX4I1	2729.3257	COX4I1	3921.3586
COX4I2	28.6052	COX4I2	38.5557
COX4NB	400.6882	COX4NB	358.0171
COX5A	1532.853	COX5A	954.7124
COX5B	1139.9075	COX5B	1017.7479
COX6A1	1138.6171	COX6A1	1316.0955
COX6B1	2289.0633	COX6B1	1888.6169
removed	removed	COX6B2	10.0979
COX6C	2307.775	COX6C	1431.1506
COX7A1	81.2991	COX7A1	593.6353
COX7A2L	1524.8952	COX7A2L	1907.2827
COX7A2	1293.6875	COX7A2	1168.9106
COX7B	1330.4656	COX7B	1216.9523
COX7C	1951.6077	COX7C	2504.896
COX8A	1273.0401	COX8A	1042.8397
CP110	776.4276	CP110	727.3562
CPA1	9.4634	CPA1	138.9229
removed	removed	CPA2	18.0539
CPA3	232.9283	CPA3	250.306
CPA4	370.3624	CPA4	60.2815
CPAMD8	363.9101	CPAMD8	642.2889
removed	removed	CPB1	350.3672
CPD	3400.5807	CPD	3059.9755
CPEB1	17.6363	CPEB1	47.1236
CPEB2	547.8008	CPEB2	1134.9449
CPEB3	235.2941	CPEB3	237.4541
CPEB4	1170.6635	CPEB4	1503.06
CPE	1307.0223	CPE	3724.9082
CPLX1	12.4745	CPLX1	69.1554
CPM	1498.8708	CPM	3323.1334
CPNE1	2703.3229	CPNE1	1599.5318
CPNE2	994.3005	CPNE2	898.1028
CPNE3	3864.7166	CPNE3	3224.2962
CPNE5	350.1452	CPNE5	89.0453
CPNE7	35.4877	CPNE7	6.12
CPNE8	271.427	CPNE8	313.3415
CPNE9	9.8935	removed	removed
CPOX	500.0538	CPOX	342.4113
CPPED1	1105.0651	CPPED1	605.2632
CPS1	73.5563	CPS1	217.5643
CPSF1	1011.7217	CPSF1	904.5288
CPSF2	1740.4022	CPSF2	1107.4051
CPSF3L	713.195	CPSF3L	988.0661
CPSF3	1196.0426	CPSF3	749.694
CPSF4	397.6772	CPSF4	410.3427
CPSF6	1815.8942	CPSF6	1476.7442
CPSF7	1762.125	CPSF7	2028.4578
CPT1A	2242.3917	CPT1A	2396.2668
CPT1B	127.0094	CPT1B	373.063
CPT1C	66.8889	CPT1C	69.4614
CPT2	578.1267	CPT2	594.5532
CPVL	1215.8297	CPVL	516.5239
CPXM1	1208.302	CPXM1	1277.2338
CPXM2	899.8817	CPXM2	1526.9278
CPZ	292.2895	CPZ	502.142
CP	1511.7884	CP	2566.5881
CR1L	9.0332	removed	removed
removed	removed	CR1	106.1812
CR2	537.9073	CR2	133.4149
CRABP1	47.7471	CRABP1	145.3488
CRABP2	9217.1201	CRABP2	2983.4761
CRADD	84.0951	CRADD	175.9486
CRAMP1L	756.2405	CRAMP1L	869.6726
CRAT	457.6836	CRAT	740.2081
removed	removed	CRB1	12.2399
CRB2	27.3148	CRB2	62.4235
CRB3	112.9154	CRB3	94.5532
CRBN	717.2857	CRBN	1134.9388
CRCP	1055.8125	CRCP	901.4688
CREB1	1573.5025	CREB1	1420.1346
CREB3L1	284.3316	CREB3L1	264.6879
CREB3L2	6696.8491	CREB3L2	2932.3745
CREB3L4	690.1817	CREB3L4	594.2472
CREB3	1592.767	CREB3	969.1616
CREB5	202.3874	CREB5	349.7552
CREBBP	2307.1298	CREBBP	2735.6181
CREBL2	1952.8982	CREBL2	3029.9878
CREBZF	1037.1008	CREBZF	1180.5386
CREG1	5808.1514	CREG1	3793.7576
CRELD1	289.9236	CRELD1	560.8935
CRELD2	555.3285	CRELD2	399.6328
CREM	494.2467	CREM	384.6389
CRHBP	36.9932	CRHBP	269.2778
CRHR1	24.0886	CRHR1	26.4137
CRIM1	4442.6282	CRIM1	10600.9792
CRIP1	537.6922	CRIP1	979.4982
CRIP2	665.8781	CRIP2	2009.1799
CRIPAK	80.8689	CRIPAK	262.2399
CRIPT	690.6119	CRIPT	511.3219
CRISP3	7.0975	removed	removed
CRISPLD1	542.639	CRISPLD1	1043.7576
CRISPLD2	1578.8794	CRISPLD2	1197.6744
CRKL	2004.7317	CRKL	1974.9082
CRK	1040.9721	CRK	1208.0783
CRLF1	28.8203	CRLF1	78.3354
CRLF3	933.6488	CRLF3	406.9767
CRLS1	511.883	CRLS1	1350.9792
CRMP1	70.0742	CRMP1	140.9088
CRNKL1	876.8685	CRNKL1	954.7124
CROCCL1	206.2007	CROCCL1	337.8121
CROCCL2	35.7028	CROCCL2	66.4015
CROCC	207.3341	CROCC	390.1469
CROT	185.6114	CROT	626.377
CRTAC1	28.1751	CRTAC1	251.53
CRTAM	91.1926	CRTAM	21.1138
CRTAP	3474.5672	CRTAP	7448.2864
CRTC1	137.6492	CRTC1	380.967
CRTC2	1187.8697	CRTC2	883.4149
CRTC3	1346.1663	CRTC3	1529.0698
CRY1	707.3879	CRY1	519.8898
CRY2	739.8645	CRY2	2341.4933
CRYAB	1226.7986	CRYAB	5871.481
CRYBB1	14.4102	CRYBB1	8.2619
CRYBG3	731.2442	CRYBG3	980.4896
removed	removed	CRYGN	8.2619
CRYGS	7.5277	CRYGS	12.2399
CRYL1	472.5239	CRYL1	562.7295
removed	removed	CRYM	18.0539
CRYZL1	237.6212	CRYZL1	420.7099
CRYZ	1260.2947	CRYZ	1041.6983
CSAD	141.9507	CSAD	536.1077
CSAG1	151.6292	removed	removed
CSAG2	20.8388	removed	removed
CSAG3	191.6572	removed	removed
