gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
C9orf45	98.0965	C9orf45	259.3284
C9orf46	807.7911	C9orf46	272.8545
C9orf47	9.9265	C9orf47	54.6782
removed	removed	C9orf4	6.5299
C9orf5	1334.3958	C9orf5	3827.4254
C9orf64	333.2448	C9orf64	430.0373
C9orf66	37.1846	C9orf66	56.4366
C9orf68	23.019	C9orf68	57.8358
C9orf69	827.6228	C9orf69	641.3246
C9orf6	684.9048	C9orf6	486.4739
C9orf72	175.6529	C9orf72	318.5634
C9orf78	1093.9354	C9orf78	1121.2687
C9orf7	1389.2873	C9orf7	545.2425
C9orf80	284.7278	C9orf80	255.1306
C9orf82	438.4241	C9orf82	357.2761
C9orf84	6.3745	removed	removed
C9orf85	112.2621	C9orf85	174.4403
C9orf86	1234.5286	C9orf86	1373.1343
C9orf89	562.3727	C9orf89	123.1343
C9orf91	1659.4954	C9orf91	692.1642
C9orf93	45.3298	C9orf93	113.3396
C9orf95	275.5201	C9orf95	428.6381
removed	removed	C9orf96	21.9216
C9orf98	149.4467	C9orf98	58.3022
C9orf9	181.3192	C9orf9	217.8172
CA11	34.7056	CA11	301.7724
CA12	7725.8964	CA12	2907.1828
CA13	19.5414	CA13	123.7733
CA14	8.4993	CA14	10.2612
CA2	661.5317	CA2	272.3881
CA3	28.2674	CA3	211.5812
removed	removed	CA4	352.1455
CA5BP	361.9301	CA5BP	166.0448
CA5B	366.2576	CA5B	481.7817
removed	removed	CA6	10.2612
CA8	71.5361	CA8	222.9478
CA9	59.5485	removed	removed
CAB39L	603.4529	CAB39L	1841.8843
CAB39	1816.7331	CAB39	2184.7015
CABC1	778.3196	CABC1	2184.5336
CABIN1	2136.5206	CABIN1	1901.5858
CABLES1	705.0907	CABLES1	878.7313
CABLES2	423.1961	CABLES2	181.903
CABP1	6.7286	CABP1	42.444
CABP4	31.1642	CABP4	49.4403
removed	removed	CABP7	5.9748
CABYR	190.1726	CABYR	102.1455
CACHD1	155.1129	CACHD1	1216.4179
CACNA1A	25.498	CACNA1A	14.9254
CACNA1C	174.5834	CACNA1C	997.6679
CACNA1D	53.8291	CACNA1D	311.1007
CACNA1F	17.3528	CACNA1F	17.2575
CACNA1G	19.4776	CACNA1G	47.1082
CACNA1H	1345.9832	CACNA1H	122.2015
CACNA1I	19.4776	CACNA1I	14.9254
CACNA2D1	47.8088	CACNA2D1	284.9813
CACNA2D2	210.3586	CACNA2D2	244.403
CACNA2D3	15.228	CACNA2D3	8.3955
CACNA2D4	63.0367	CACNA2D4	49.4403
CACNB1	55.954	CACNB1	135.2612
CACNB2	19.1235	CACNB2	53.1716
CACNB3	971.0491	CACNB3	487.4067
CACNB4	21.6025	CACNB4	378.7313
CACNG4	511.7309	CACNG4	911.3806
CACNG6	9.5618	removed	removed
CACYBP	2447.1005	CACYBP	855.8769
CADM1	720.3187	CADM1	897.8545
CADM2	8.8535	CADM2	27.5187
CADM3	24.1062	CADM3	375.9095
CADM4	878.973	CADM4	848.8806
CADPS2	980.2568	CADPS2	1809.7015
CAD	1069.8539	CAD	1390.3918
CALB2	92.7844	CALB2	733.209
CALCOCO1	1278.7959	CALCOCO1	4136.194
CALCOCO2	2463.745	CALCOCO2	2922.5746
CALCRL	791.5007	CALCRL	1241.1381
CALCR	115.8035	removed	removed
CALD1	8333.2448	CALD1	9234.1418
CALHM2	547.853	CALHM2	578.8246
CALM1	9683.5768	CALM1	5037.7799
CALM2	16189.8185	CALM2	6410.9142
CALM3	3462.0629	CALM3	3791.9776
CALML3	149.0925	CALML3	1555.5037
CALML4	384.2408	CALML4	259.3284
CALML5	1167.2421	CALML5	185.6343
removed	removed	CALML6	6.5299
CALN1	14.5197	CALN1	5.597
CALR	21833.3776	CALR	7588.6194
CALU	5501.5494	CALU	2316.2313
CAMK1D	71.5361	CAMK1D	64.8321
CAMK1	222.1479	CAMK1	420.597
CAMK2A	18.0611	removed	removed
CAMK2B	6.7286	CAMK2B	140.8582
CAMK2D	1041.8769	CAMK2D	1211.2873
CAMK2G	597.0784	CAMK2G	761.6604
CAMK2N1	1575.2103	CAMK2N1	1364.2724
CAMK2N2	15.9363	removed	removed
CAMK4	14.5197	CAMK4	6.9963
CAMKK1	403.3643	CAMKK1	236.0075
CAMKK2	1622.3108	CAMKK2	1525.653
CAMLG	1345.0199	CAMLG	940.2985
CAMSAP1L1	1610.6242	CAMSAP1L1	1531.7164
CAMSAP1	699.4245	CAMSAP1	1184.2351
CAMTA1	469.5883	CAMTA1	515.8582
CAMTA2	1296.857	CAMTA2	1493.9366
CAND1	4103.4086	CAND1	3185.1679
CAND2	118.9907	CAND2	87.6866
CANT1	3151.1288	CANT1	1660.9142
CANX	18304.3825	CANX	14765.3918
CAP1	12467.4635	CAP1	5174.4403
CAP2	1312.4391	CAP2	655.3172
CAPG	3731.9168	CAPG	1271.4552
CAPN10	175.7946	CAPN10	263.6054
CAPN11	10.27	CAPN11	204.291
CAPN12	53.1633	CAPN12	108.7733
CAPN13	276.2284	CAPN13	501.8657
CAPN1	3884.1965	CAPN1	3328.8246
CAPN2	9347.853	CAPN2	3958.9552
CAPN3	24.3435	CAPN3	192.9104
CAPN5	166.4453	CAPN5	291.0448
CAPN6	24.0815	CAPN6	818.097
CAPN7	834.7056	CAPN7	1093.2836
CAPN8	390.2612	CAPN8	142.7239
CAPN9	661.8858	removed	removed
CAPNS1	11118.548	CAPNS1	4759.7948
CAPRIN1	7664.2762	CAPRIN1	6420.709
CAPRIN2	283.6653	CAPRIN2	440.7649
CAPS2	23.3732	CAPS2	74.1604
CAPSL	29.0394	removed	removed
CAPS	186.2771	CAPS	175.3731
CAPZA1	3730.8544	CAPZA1	1965.0187
CAPZA2	2096.5029	CAPZA2	1770.5224
removed	removed	CAPZA3	14.9254
CAPZB	6187.1625	CAPZB	2853.5448
CARD10	258.5215	CARD10	478.5448
CARD11	33.9973	CARD11	73.2276
CARD14	505.7105	CARD14	298.041
CARD16	117.22	CARD16	62.5
CARD6	207.1713	CARD6	216.4179
CARD8	503.9398	CARD8	917.9104
CARD9	40.726	CARD9	59.7015
CARHSP1	1376.6729	CARHSP1	795.653
CARKD	1007.1713	CARKD	1302.7052
CARM1	1041.8769	CARM1	644.1231
CARNS1	15.9363	CARNS1	39.6455
CARS2	562.2665	CARS2	582.7332
CARS	947.3112	CARS	811.1007
CASC1	74.7233	CASC1	47.1082
CASC2	54.1833	CASC2	59.7015
CASC3	1873.7494	CASC3	3477.6119
CASC4	2702.0806	CASC4	2646.9216
CASC5	138.4683	CASC5	13.5261
CASD1	1080.4781	CASD1	1107.7425
CASKIN1	22.2683	CASKIN1	17.2201
CASKIN2	643.3254	CASKIN2	1121.292
CASK	1415.8477	CASK	1291.9776
CASP10	148.7384	CASP10	203.8246
CASP1	191.2351	CASP1	521.9216
CASP2	1139.6193	CASP2	1004.6642
CASP3	834.3515	CASP3	416.9776
CASP4	714.2984	CASP4	713.153
CASP6	662.2399	CASP6	375.9328
CASP7	1335.4582	CASP7	744.8694
CASP8AP2	338.2027	CASP8AP2	781.25
CASP8	568.3931	CASP8	570.4291
CASP9	281.8946	CASP9	380.1306
CASQ1	52.4126	CASQ1	30.3172
CASQ2	32.5808	CASQ2	254.6642
removed	removed	CASS4	17.7239
CAST	5009.4591	CAST	6220.4478
CASZ1	798.5834	CASZ1	1326.4925
CATSPER2P1	25.243	CATSPER2P1	29.9674
CATSPER2	29.0394	CATSPER2	46.9356
CATSPER3	17.7919	CATSPER3	9.7948
CATSPERB	62.3285	CATSPERB	23.7873
CATSPERG	17.3528	CATSPERG	29.8507
CAT	1398.849	CAT	4782.6493
CAV1	1754.4046	CAV1	8150.1866
CAV2	545.0199	CAV2	2655.7836
CBARA1	1575.5644	CBARA1	1189.3657
CBFA2T2	803.5414	CBFA2T2	1169.7761
CBFA2T3	162.5498	CBFA2T3	126.8657
CBFB	1025.2324	CBFB	695.4291
CBLB	358.7428	CBLB	646.4552
CBLC	542.5409	CBLC	135.2612
CBLL1	914.0328	CBLL1	1116.6045
CBLN1	25.8521	CBLN1	49.4403
CBLN2	7.0828	removed	removed
CBLN3	43.9132	CBLN3	93.75
CBLN4	8.1452	CBLN4	13.9925
CBL	736.6091	CBL	1514.9254
CBR1	709.8504	CBR1	729.3377
CBR3	467.8176	CBR3	195.8955
CBR4	354.139	CBR4	712.6866
CBS	33.6432	CBS	101.6791
CBWD1	1014.2541	CBWD1	946.8284
CBWD2	955.1129	CBWD2	421.6418
CBWD3	1741.3015	CBWD3	438.8993
CBWD6	269.1456	CBWD6	123.1343
CBX1	2027.0916	CBX1	1401.1194
CBX2	135.2811	CBX2	130.1306
CBX3	5405.9318	CBX3	2158.1157
CBX4	687.0297	CBX4	423.5075
CBX5	3349.4467	CBX5	3954.7575
CBX6	213.9	CBX6	1103.5448
CBX7	348.4728	CBX7	2405.7836
CBX8	106.95	CBX8	149.2537
CBY1	461.9743	CBY1	608.806
CC2D1A	589.2873	CC2D1A	844.2164
CC2D1B	559.8938	CC2D1B	736.9403
CC2D2A	237.9814	CC2D2A	588.153
CC2D2B	6.7286	CC2D2B	6.5299
CCAR1	1893.5812	CCAR1	1332.0896
CCBE1	6.3745	CCBE1	46.1754
CCBL1	79.6813	CCBL1	145.5224
CCBL2	311.2351	CCBL2	514.1465
CCBP2	164.6746	CCBP2	48.9739
CCDC101	310.2258	CCDC101	331.6231
CCDC102A	97.3882	CCDC102A	166.5112
CCDC102B	106.95	CCDC102B	52.2388
CCDC103	236.919	CCDC103	184.2351
CCDC104	814.1656	CCDC104	694.4963
CCDC106	544.6658	CCDC106	200.0933
CCDC107	355.9486	CCDC107	387.6399
CCDC109A	649.8451	CCDC109A	426.306
CCDC109B	475.6087	CCDC109B	141.3246
CCDC110	99.5131	CCDC110	67.1642
CCDC111	190.5197	CCDC111	234.445
CCDC112	331.8282	CCDC112	180.0373
CCDC113	316.9544	CCDC113	362.4067
CCDC114	21.2483	CCDC114	11.6604
CCDC115	1429.6591	CCDC115	877.7985
CCDC117	690.571	CCDC117	866.1381
CCDC11	50.996	CCDC11	36.847
CCDC120	477.7335	CCDC120	442.1642
CCDC121	117.5741	CCDC121	186.5672
CCDC122	11.3324	CCDC122	82.556
CCDC123	1604.9579	CCDC123	417.444
CCDC124	782.2931	CCDC124	485.0746
CCDC125	1169.367	CCDC125	607.2761
CCDC126	312.3506	CCDC126	208.4888
CCDC127	526.2506	CCDC127	354.944
removed	removed	CCDC129	11.194
CCDC12	530.1461	CCDC12	376.3993
CCDC130	263.1253	CCDC130	350.7463
CCDC132	594.5994	CCDC132	666.0448
CCDC134	49.2253	CCDC134	63.8993
CCDC136	16.2904	CCDC136	161.847
CCDC137	422.842	CCDC137	280.3172
CCDC138	69.0571	CCDC138	45.2425
CCDC13	9.2076	CCDC13	14.459
removed	removed	CCDC141	13.0597
CCDC142	180.6109	CCDC142	166.6838
CCDC144A	59.6901	CCDC144A	215.0326
CCDC144B	36.4763	CCDC144B	198.2276
removed	removed	CCDC144NL	8.3955
CCDC146	146.9677	CCDC146	191.2313
removed	removed	CCDC147	12.1269
CCDC148	25.8521	CCDC148	50.3731
CCDC149	469.9425	CCDC149	613.3396
CCDC14	717.1315	CCDC14	1366.6045
CCDC150	11.6866	CCDC150	7.9291
CCDC151	10.27	CCDC151	10.7276
CCDC152	44.8198	CCDC152	142.4534
CCDC153	22.6649	removed	removed
CCDC154	9.9159	CCDC154	12.5933
CCDC155	6.3745	removed	removed
CCDC157	34.3656	CCDC157	62.0476
removed	removed	CCDC158	92.3507
CCDC159	171.4033	CCDC159	161.847
CCDC15	167.8619	CCDC15	74.1604
CCDC160	208.2337	CCDC160	48.5075
CCDC163P	35.768	CCDC163P	41.9776
CCDC17	24.7897	CCDC17	11.194
CCDC18	59.1412	CCDC18	47.5746
CCDC19	213.5458	CCDC19	8.3955
CCDC21	295.3519	CCDC21	250
CCDC22	558.9624	CCDC22	412.3274
CCDC23	338.5569	CCDC23	245.3358
CCDC24	829.3404	CCDC24	176.6231
CCDC25	446.5693	CCDC25	1062.9664
CCDC28A	329.3493	CCDC28A	464.5522
CCDC28B	106.2417	CCDC28B	34.9813
CCDC30	259.2297	CCDC30	138.5261
CCDC34	331.8282	CCDC34	326.959
CCDC36	24.0815	CCDC36	38.2463
CCDC39	10.9783	CCDC39	46.6418
CCDC3	225.9407	CCDC3	751.3993
CCDC40	194.0682	CCDC40	166.5112
CCDC41	422.4878	CCDC41	202.4254
CCDC42B	10.27	removed	removed
CCDC43	712.5277	CCDC43	390.8582
CCDC45	399.8229	CCDC45	671.1754
CCDC46	97.0341	CCDC46	229.944
CCDC47	2703.8513	CCDC47	2604.0112
CCDC48	183.7981	CCDC48	83.4888
CCDC50	956.5294	CCDC50	2548.5075
CCDC51	363.7008	CCDC51	247.2015
CCDC52	651.9699	CCDC52	434.7015
CCDC53	603.0987	CCDC53	319.9627
CCDC55	738.0257	CCDC55	847.4813
CCDC56	1693.7406	CCDC56	616.7491
CCDC57	391.6777	CCDC57	709.4216
CCDC58	295.3519	CCDC58	115.6716
CCDC59	569.1014	CCDC59	315.2985
CCDC60	32.5808	removed	removed
CCDC61	146.2594	CCDC61	115.6716
CCDC64B	469.2342	CCDC64B	454.291
CCDC64	367.9504	CCDC64	111.0075
CCDC65	70.1195	CCDC65	17.7239
CCDC66	399.1642	CCDC66	429.5756
CCDC68	29.3935	CCDC68	119.8694
CCDC69	234.44	CCDC69	1877.3321
CCDC6	3649.4024	CCDC6	2847.4813
CCDC71	618.3267	CCDC71	472.4813
CCDC72	1559.6282	CCDC72	635.2612
CCDC73	31.0013	CCDC73	51.889
CCDC74A	391.3236	CCDC74A	311.5672
CCDC74B	184.8606	CCDC74B	147.3881
CCDC75	51.7043	CCDC75	208.9552
CCDC76	258.7092	CCDC76	333.722
CCDC77	155.8212	CCDC77	167.4907
CCDC78	94.5551	CCDC78	21.9216
CCDC7	35.0598	CCDC7	28.4515
CCDC80	3621.4254	CCDC80	2502.3321
removed	removed	CCDC81	10.2612
CCDC82	177.0695	CCDC82	497.2015
CCDC84	111.5538	CCDC84	86.2873
CCDC85A	21.2483	CCDC85A	177.6679
CCDC85B	139.5308	CCDC85B	78.3582
CCDC85C	1164.0053	CCDC85C	712.2808
CCDC86	1204.7384	CCDC86	536.3619
CCDC87	83.9309	CCDC87	13.0597
CCDC88A	428.1541	CCDC88A	790.5784
CCDC88B	88.1806	CCDC88B	139.9254
CCDC88C	2192.1204	CCDC88C	999.5336
CCDC89	21.2483	CCDC89	41.0448
CCDC8	348.1186	CCDC8	2006.9963
CCDC90A	579.0173	CCDC90A	274.7201
CCDC90B	807.0757	CCDC90B	634.7388
CCDC91	684.9048	CCDC91	560.1679
CCDC92	1142.0983	CCDC92	1096.0821
CCDC93	526.2506	CCDC93	1320.8955
CCDC94	244.3559	CCDC94	325.0933
CCDC96	156.5294	CCDC96	56.903
CCDC97	688.8004	CCDC97	964.0858
CCDC99	357.3263	CCDC99	153.4515
CCDC9	209.2961	CCDC9	326.959
CCHCR1	484.108	CCHCR1	389.459
CCIN	18.0611	removed	removed
CCL11	30.456	removed	removed
CCL14	173.174	CCL14	1150.1772
CCL18	17.3528	removed	removed
CCL19	68.3488	CCL19	26.1194
CCL20	6.3745	removed	removed
CCL21	74.3692	CCL21	573.2276
CCL22	121.1155	CCL22	41.9776
removed	removed	CCL23	5.1306
CCL26	7.0828	removed	removed
CCL28	302.4347	CCL28	1012.5933
CCL2	349.1811	CCL2	152.9851
CCL3L1	22.8136	CCL3L1	8.1343
removed	removed	CCL3L3	6.3246
CCL3	92.4303	CCL3	23.7873
CCL4L2	40.726	CCL4L2	13.0597
CCL4	57.3705	CCL4	22.8545
CCL5	218.1496	CCL5	212.6866
CCL8	25.498	CCL8	20.056
CCM2	860.9119	CCM2	720.6157
CCNA1	6.0204	CCNA1	10.2612
CCNA2	454.8915	CCNA2	48.9132
CCNB1IP1	598.849	CCNB1IP1	693.5634
CCNB1	1686.7641	CCNB1	161.847
CCNB2	335.3696	CCNB2	20.056
CCNB3	22.3108	CCNB3	18.1903
CCNC	1237.0075	CCNC	1005.597
CCND1	3335.2457	CCND1	3002.7332
CCND2	787.6051	CCND2	1129.1978
CCND3	1634.3515	CCND3	2057.8358
CCNDBP1	526.6047	CCNDBP1	1200.0933
CCNE1	166.0912	CCNE1	12.5933
CCNE2	161.498	CCNE2	22.4067
CCNF	654.0947	CCNF	223.8806
CCNG1	3359.7167	CCNG1	3121.2687
CCNG2	2146.4365	CCNG2	4765.3918
CCNH	621.8822	CCNH	564.2304
CCNI2	26.6313	CCNI2	5.2612
CCNI	5150.9517	CCNI	7707.0896
CCNJL	85.7016	CCNJL	181.4366
CCNJ	243.2935	CCNJ	199.6269
CCNK	1552.9491	CCNK	681.8424
CCNL1	881.452	CCNL1	1440.2985
CCNL2	1168.6587	CCNL2	2930.0373
CCNO	881.0978	CCNO	37.7799
CCNT1	48.1629	CCNT1	383.8619
CCNT2	754.3161	CCNT2	1193.097
CCNYL1	371.4918	CCNYL1	304.5709
CCNY	1842.2311	CCNY	1588.153
CCPG1	1742.9128	CCPG1	2503.181
CCR10	6.0204	CCR10	10.2612
CCR1	187.3395	CCR1	69.0299
CCR2	24.7897	CCR2	97.9478
CCR4	13.1031	removed	removed
CCR5	83.9309	CCR5	97.9478
CCR6	623.9929	CCR6	51.9729
CCR7	34.3515	CCR7	16.3246
CCR8	5.6662	removed	removed
CCRL1	178.8402	CCRL1	77.4254
CCRL2	49.9336	CCRL2	25.1866
CCRN4L	135.9894	CCRN4L	72.7612
CCS	643.4706	CCS	364.2724
CCT2	4305.2678	CCT2	1910.9142
CCT3	12379.637	CCT3	4945.4291
CCT4	3781.4962	CCT4	3445.4291
CCT5	6656.7508	CCT5	2649.7201
CCT6A	5472.51	CCT6A	2457.0896
CCT6B	45.6839	CCT6B	93.2836
CCT6P1	64.4533	CCT6P1	69.9627
CCT7	4164.3205	CCT7	3305.0373
CCT8	4963.6122	CCT8	2805.0373
CD101	49.5795	CD101	30.3172
CD109	407.2598	CD109	795.2239
CD14	785.4803	CD14	750.9328
CD151	8508.5436	CD151	6338.6194
CD160	10.27	CD160	26.1194
CD163L1	25.498	CD163L1	160.9142
CD163	271.6246	CD163	338.6194
removed	removed	CD164L2	81.1567
CD164	12503.5857	CD164	10409.0485
CD180	66.9323	CD180	70.4291
CD1A	123.9486	removed	removed
CD1C	47.8088	CD1C	24.2537
CD1D	21.2483	CD1D	38.7127
CD1E	50.6419	CD1E	11.6604
CD200R1	6.7286	CD200R1	19.5896
CD200	314.8296	CD200	638.0597
CD207	254.6259	CD207	13.0597
CD209	20.5401	CD209	213.153
CD226	5.6662	CD226	14.9254
CD22	276.2284	CD22	15.3918
removed	removed	CD244	6.0634
CD247	28.6853	CD247	50.8396
CD248	1617.3528	CD248	833.0224
CD24	21370.5179	CD24	12128.2649
CD274	5.6662	CD274	26.5858
CD276	2864.2762	CD276	1312.5
CD27	25.7034	CD27	55.9282
CD28	15.5821	CD28	18.1903
CD2AP	2965.2058	CD2AP	1744.403
CD2BP2	1698.4506	CD2BP2	1331.1567
CD2	97.3882	CD2	94.6828
CD300A	102.7003	CD300A	99.8134
CD300C	16.2904	CD300C	6.0634
CD300LB	10.27	CD300LB	7.4627
CD300LF	33.9973	CD300LF	13.5261
CD300LG	26.2063	CD300LG	1368.0037
CD302	875.8459	CD302	1842.542
CD320	313.0589	CD320	385.2612
CD33	48.1629	CD33	21.9216
CD34	1698.0965	CD34	2570.4291
CD36	1230.633	CD36	19946.8284
CD37	245.4183	CD37	97.0149
CD38	7.0828	CD38	27.9851
CD3D	27.977	CD3D	23.3209
CD3EAP	306.8119	CD3EAP	435.6343
CD3E	82.8685	CD3E	84.4216
removed	removed	CD3G	16.3246
removed	removed	CD40LG	22.8545
CD40	416.8216	CD40	354.944
CD44	2492.4303	CD44	5245.3358
CD46	10381.2306	CD46	5898.3209
CD47	1782.0274	CD47	2501.8657
CD48	133.5104	CD48	125.9328
CD4	849.9336	CD4	459.8881
CD52	181.6733	CD52	54.1045
CD53	459.6724	CD53	271.4552
CD55	3734.7499	CD55	915.5784
CD58	231.6069	CD58	123.6007
CD59	10677.645	CD59	17646.4552
CD5	27.2687	CD5	36.3806
CD63	14647.5432	CD63	6176.7724
CD68	1898.5392	CD68	706.1567
CD69	31.8725	CD69	38.2463
CD6	39.6636	CD6	47.1082
CD70	25.8521	removed	removed
CD72	24.4356	CD72	24.2537
CD74	29741.6556	CD74	16235.0746
CD79A	23.7273	CD79A	97.9478
CD79B	31.5184	CD79B	68.5634
CD7	25.498	CD7	28.4515
CD80	16.2904	removed	removed
CD81	10099.6901	CD81	12796.6418
CD82	651.9699	CD82	1400.1866
CD83	263.8336	CD83	140.8582
CD84	57.3705	CD84	44.7761
CD86	213.1917	CD86	69.4963
CD8A	86.7641	CD8A	92.8172
CD8B	19.4776	CD8B	31.7164
CD93	2363.8778	CD93	2392.2575
CD96	47.8088	CD96	92.3507
CD97	223.8158	CD97	422.1082
CD99L2	1999.1147	CD99L2	1303.6381
CD99	4547.1448	CD99	1924.9067
CD9	17376.8924	CD9	4167.9104
CDADC1	142.3639	CDADC1	277.5187
CDAN1	392.0319	CDAN1	430.9701
CDA	33.2891	removed	removed
CDC123	1243.0739	CDC123	669.8228
CDC14A	77.5564	CDC14A	558.3022
CDC14B	220.2745	CDC14B	790.5784
removed	removed	CDC14C	19.1231
CDC16	1235.2368	CDC16	1547.1082
CDC20B	302.0806	removed	removed
CDC20	1131.12	CDC20	29.8507
CDC23	1336.5206	CDC23	832.0896
CDC25A	133.5104	CDC25A	19.1231
CDC25B	749.004	CDC25B	504.1978
CDC25C	109.7831	removed	removed
CDC26	82.6348	CDC26	93.0644
CDC27	1681.452	CDC27	1319.0299
CDC34	541.8327	CDC34	456.6231
CDC37L1	414.6968	CDC37L1	475.2799
CDC37	2094.378	CDC37	2256.9963
CDC40	536.1664	CDC40	789.6455
CDC42BPA	1758.6543	CDC42BPA	2131.5299
CDC42BPB	3156.795	CDC42BPB	3620.8022
CDC42BPG	294.2895	CDC42BPG	1052.2388
CDC42EP1	945.5511	CDC42EP1	1205.6903
CDC42EP2	314.1213	CDC42EP2	187.9664
CDC42EP3	241.8769	CDC42EP3	819.0299
CDC42EP4	1136.7862	CDC42EP4	2654.8507
CDC42EP5	55.2457	CDC42EP5	83.4888
CDC42SE1	4699.4918	CDC42SE1	2855.8769
CDC42SE2	1217.1757	CDC42SE2	1380.597
CDC42	6283.8424	CDC42	4218.75
CDC45	213.5458	removed	removed
CDC5L	1459.761	CDC5L	1160.9142
CDC6	299.2475	CDC6	27.9851
CDC73	1839.7521	CDC73	1216.4179
CDC7	165.0288	CDC7	46.1754
CDCA2	75.0775	CDCA2	10.7276
CDCA3	328.2727	CDCA3	24.8694
CDCA4	509.9602	CDCA4	151.1194
CDCA5	393.0943	CDCA5	34.5149
CDCA7L	386.6171	CDCA7L	875.2845
CDCA7	111.1996	CDCA7	50.3731
CDCA8	439.4865	CDCA8	55.0373
CDCP1	1138.5569	CDCP1	754.6642
CDH11	3972.7313	CDH11	966.8843
CDH12	5.3121	CDH12	114.2724
CDH13	449.7565	CDH13	477.1455
removed	removed	CDH15	6.9963
removed	removed	CDH17	27.5187
removed	removed	CDH19	9.3284
CDH1	13436.0336	CDH1	11823.2276
removed	removed	CDH20	22.3881
removed	removed	CDH22	6.5299
CDH23	77.5564	CDH23	740.1539
CDH24	191.5892	CDH24	112.8731
removed	removed	CDH26	5.597
CDH2	219.9203	CDH2	229.944
CDH3	524.1257	CDH3	3760.7276
removed	removed	CDH4	29.8507
CDH5	1188.4905	CDH5	1811.5672
CDH6	115.8035	CDH6	82.0896
CDH8	6.3745	CDH8	5.597
removed	removed	CDHR1	11.194
CDHR3	74.2948	CDHR3	40.7276
CDHR4	14.5197	removed	removed
CDIPT	2012.5719	CDIPT	1932.8358
CDK10	619.035	CDK10	677.7052
CDK11A	190.7286	CDK11A	506.0354
CDK11B	685.0571	CDK11B	750.028
CDK12	1149.5352	CDK12	1620.3358
CDK13	1287.6494	CDK13	1326.0261
CDK14	1044.71	CDK14	1112.8731
CDK15	12.749	removed	removed
CDK16	2824.9668	CDK16	1477.6119
CDK17	799.2917	CDK17	759.7948
CDK18	146.6135	CDK18	357.2761
CDK19	653.5069	CDK19	966.6604
CDK1	1165.1173	CDK1	29.3843
CDK20	242.9394	CDK20	178.1716
CDK2AP1	3532.8907	CDK2AP1	1868.0037
CDK2AP2	1426.1178	CDK2AP2	394.5896
CDK2	648.4285	CDK2	478.0784
CDK3	74.1213	CDK3	189.9953
CDK4	2164.1434	CDK4	1520.5224
CDK5R1	107.6583	CDK5R1	34.5149
CDK5RAP1	857.0164	CDK5RAP1	386.6604
CDK5RAP2	1400.6197	CDK5RAP2	2066.6978
CDK5RAP3	2165.9141	CDK5RAP3	2246.7351
CDK5	486.587	CDK5	152.0522
CDK6	668.9686	CDK6	805.9701
CDK7	899.8672	CDK7	410.9142
CDK8	244.71	CDK8	185.1679
CDK9	1337.9371	CDK9	989.7388
CDKAL1	342.4524	CDKAL1	271.9216
CDKL1	16.6445	CDKL1	17.2575
CDKL2	6.0204	CDKL2	102.1455
CDKL3	46.7534	CDKL3	26.9216
CDKL5	41.4343	CDKL5	204.291
CDKN1A	3161.0447	CDKN1A	628.7313
CDKN1B	1834.44	CDKN1B	2372.2015
CDKN1C	187.6937	CDKN1C	632.4627
CDKN2AIPNL	460.0266	CDKN2AIPNL	224.347
CDKN2AIP	444.0903	CDKN2AIP	710.3545
CDKN2A	34.3515	CDKN2A	36.847
CDKN2B	488.0035	CDKN2B	516.791
CDKN2C	291.1023	CDKN2C	1170.709
CDKN2D	133.8645	CDKN2D	67.6306
CDKN3	279.7698	CDKN3	6.0634
CDNF	7.7911	CDNF	58.3022
CDO1	169.9867	CDO1	989.7388
CDON	490.8367	CDON	354.944
CDR1	11.9451	CDR1	41.9496
CDR2L	660.4692	CDR2L	409.9813
CDR2	806.7286	CDR2	363.806
CDRT15P	17.7069	CDRT15P	17.7239
CDRT4	319.5396	CDRT4	288.5728
CDS1	1522.4436	CDS1	723.8806
CDS2	1207.2598	CDS2	980.4104
CDSN	1165.1173	CDSN	618.9366
CDT1	176.3612	CDT1	37.3134
CDV3	2515.8035	CDV3	3174.4403
CDYL2	53.8291	CDYL2	140.3918
CDYL	684.9048	CDYL	691.6978
CEACAM19	52.7667	CEACAM19	48.5075
CEACAM1	286.8526	CEACAM1	623.6007
CEACAM21	12.3949	CEACAM21	8.8619
CEACAM5	338.2027	removed	removed
CEACAM6	3786.1	CEACAM6	51.7724
removed	removed	CEACAM7	12.5933
CEBPA	778.0434	CEBPA	2204.291
CEBPB	784.4179	CEBPB	617.0709
CEBPD	786.5427	CEBPD	342.8172
CEBPG	2531.3856	CEBPG	857.2761
CEBPZ	1268.5259	CEBPZ	1262.1269
CECR1	519.1678	CECR1	717.8172
CECR2	6.7286	CECR2	75.0933
CECR5	657.9903	CECR5	491.1381
CECR6	6.7286	CECR6	16.3246
CECR7	40.726	CECR7	206.6231
CELF1	1576.981	CELF1	2221.5485
CELF2	422.1337	CELF2	1362.8731
CELF3	5.6662	removed	removed
removed	removed	CELF4	6.5299
removed	removed	CELF5	50.8396
CELF6	23.1253	CELF6	107.8405
CELSR1	2710.5799	CELSR1	1204.291
CELSR2	800.7083	CELSR2	2487.8731
CELSR3	84.9934	CELSR3	68.055
CEL	18.0611	CEL	19.1231
CEMP1	133.1527	CEMP1	182.4067
CENPA	100.5755	removed	removed
CENPBD1	275.8743	CENPBD1	402.9851
CENPB	2457.0164	CENPB	1543.8433
